Attacker,Fast Move,Charged Move,Level,"Mewtwo, Tier 5","Mewtwo, Tier 5","Mewtwo (Armored), Tier 5","Mewtwo (Armored), Tier 5","Arceus (Ghost), Tier 5","Arceus (Ghost), Tier 5","Arceus (Psychic), Tier 5","Arceus (Psychic), Tier 5","Calyrex (Ice Rider), Tier 5","Calyrex (Ice Rider), Tier 5","Calyrex (Shadow Rider), Tier 5","Calyrex (Shadow Rider), Tier 5","Cosmoem, Tier 5","Cosmoem, Tier 5","Cosmog, Tier 5","Cosmog, Tier 5","Hoopa, Tier 5","Hoopa, Tier 5","Jirachi, Tier 5","Jirachi, Tier 5","Lugia (Apex), Tier 5","Lugia (Apex), Tier 5","Lugia, Tier 5","Lugia, Tier 5","Lunala, Tier 5","Lunala, Tier 5","Mew, Tier 5","Mew, Tier 5","Necrozma, Tier 5","Necrozma, Tier 5","Necrozma (Dawn Wings), Tier 5","Necrozma (Dawn Wings), Tier 5","Necrozma (Dusk Mane), Tier 5","Necrozma (Dusk Mane), Tier 5","Necrozma (Ultra), Tier 5","Necrozma (Ultra), Tier 5","Solgaleo, Tier 5","Solgaleo, Tier 5","Spectrier, Tier 5","Spectrier, Tier 5","Victini, Tier 5","Victini, Tier 5","Azelf, Tier 5","Azelf, Tier 5","Cresselia, Tier 5","Cresselia, Tier 5","Deoxys, Tier 5","Deoxys, Tier 5","Deoxys (Attack), Tier 5","Deoxys (Attack), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Speed), Tier 5","Deoxys (Speed), Tier 5","Giratina, Tier 5","Giratina, Tier 5","Giratina (Origin), Tier 5","Giratina (Origin), Tier 5","Latias, Tier 5","Latias, Tier 5","Latios, Tier 5","Latios, Tier 5","Mesprit, Tier 5","Mesprit, Tier 5","Uxie, Tier 5","Uxie, Tier 5","Blacephalon, Ultra Beast Tier","Blacephalon, Ultra Beast Tier"
(Boss weights),,,,1.0869565217391304,0.0,1.0869565217391304,0.0,1.0869565217391304,0.0,1.0869565217391304,0.0,1.0869565217391304,0.0,1.0869565217391304,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,1.0869565217391304,0.0,1.0869565217391304,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,0.5434782608695652,0.0,0.5434782608695652,0.0,0.5434782608695652,0.0,0.5434782608695652,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,0.5434782608695652,0.0,0.5434782608695652,0.0,0.5434782608695652,0.0,0.5434782608695652,0.0,1.0869565217391304,0.0,1.0869565217391304,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Golurk,Mud-Slap or Astonish,Earth Power or Shadow Punch,30,1.8725341156792468,3.4297376,1.9064019800798997,4.7920923,1.8541271879236425,4.2743373,1.8920748399027911,4.2859025,2.034758464502897,4.540943,2.2946736147229414,2.3618653,2.2103985588739996,4.142317300000001,2.190616846459049,1.2071686,2.152139927036725,2.249371,1.6158062806611113,2.934423,2.0008392966407036,4.6287947,2.00886434982149,5.6086273,2.135457621009157,2.0800698,2.1394161717269786,3.708598900000001,2.0864756143974046,3.3619947,2.154953682471137,2.461783,1.9100360401805911,3.380489,2.1726545231389562,3.5267031,1.8382347803325438,2.8461285,2.092667921750169,2.7545428000000003,1.6211922634366225,2.9150553000000006,1.9958807847449545,2.8736637,2.0997368515056616,4.4014797,1.9116464650098552,2.2105672,2.203436593154698,1.1287974,2.0135801205899386,5.496637300000001,2.027698992369931,3.7790875,2.0612306405251193,3.912915,2.0269740051859446,3.5844574,2.0126632596614633,4.306008,1.919712303231397,3.9068036,2.039233226939437,3.874720800000001,2.0061971316345604,4.6100163,1.8673819086751655,3.4952357
Shadow Tyranitar,Smack Down or Bite,Crunch,30,1.1788738262835636,2.0771883,1.2374235996623104,3.0775776,1.1206411470309752,2.6037588,1.1391369583349074,2.601189,1.1054949786195043,2.6520765,1.0618604926383794,1.3736495,1.3847583188606216,2.6035776000000004,1.3431682529035556,0.7453949,1.0520791409250723,1.284396,1.3000649475058927,2.3512452,1.1069539534897193,2.731815,1.1100853038478142,3.175841,1.388747141836564,1.3040607,1.3419099454036951,2.3506508000000004,1.366720030536541,2.1109943,1.4049570497855282,1.5555326,1.4322001006994216,2.4643729,1.3528946191727633,2.2069461,1.4033846139568855,2.0846472,1.038985323082949,1.6434964000000005,1.2372256972693942,2.2381537000000002,1.1399110450425682,1.6902537,1.2536372361073074,2.6805794,1.1688876962985966,1.3361012,1.0921245505976505,0.63678694,1.255721826440982,3.510020700000001,1.2454439792820953,2.3491986,1.2331769917199367,2.387542,1.0316014339436939,2.0842593,1.2209122059018684,2.6610467,1.1240122834736535,2.3553042,1.1312882720494044,2.2929263000000004,1.2226854048613915,2.872275,1.008518310745236,2.4606757
Shiftry,Snarl or Feint Attack,Foul Play,40,1.742062012594708,,1.7253912617651386,,1.670246368174003,,1.5265485309615292,,1.83800192206394,,1.4409717380941645,,1.7522972030799226,,1.7267726019241252,,1.4243197707613315,,1.7521267624662429,,1.5610099059177527,,1.6834762964199586,,1.9183700774631764,,1.8695419723117894,,1.9240462615401415,,1.871513966418001,,1.887001923479535,,1.9796293913267275,,1.9344146041431185,,1.5450441378809014,,2.0132243458234527,,1.6567556482750023,,1.746592748984668,,1.7637341152708774,,1.431827850854724,,1.669891064600329,,1.6462866297907806,,1.759445570875228,,1.635676191666772,,1.7138191826245817,,1.6372965058395426,,1.6442840362966133,,1.728800975655594,,1.5877997810818623,
Deoxys (Attack),Zen Headbutt or Poison Jab,Dark Pulse,35,1.9943577198231526,2.8210382000000003,1.7407959030014712,3.5249927,1.6341404487182918,3.4943495,1.5315412447907848,3.296484,1.9804606192689767,3.322808,2.6662203605719297,2.7058532,1.4819339953370227,2.6744573,1.4793604312864703,0.7585755,2.5563063926715515,2.2896638,3.0143035691666213,3.6561246,1.7144394398089184,3.5394387,1.8031833140378948,4.1404033,4.313422331164607,2.319679,2.0618916211476592,2.8787982,2.0604336356269486,2.8019605,2.278977410949926,2.6040888,2.3065326695321433,4.237440000000001,1.7914529267863748,3.142568300000001,,,1.8923886924298008,2.6069698,1.9680260895167256,2.8735757000000004,1.7018244764728938,2.2036257000000004,1.8366421510798316,3.181414,1.8819134262149295,1.8713636,1.5540817583701796,1.042798,1.8498847065556825,4.0327067,2.2204570314576397,2.8217592,2.3340003702899277,3.2113953,2.248451238886406,3.1911247,1.9949305185808255,3.4505334,1.9902453618658893,3.1849144,1.7154315931768325,2.8745070000000004,1.745618160533219,3.3019526,1.721183029377024,4.4322634
Yveltal,Snarl,Dark Pulse,30,1.2735041817373716,2.327104,1.2861551769439736,3.3002484,1.2428036364594952,2.9058044,1.267621903508653,2.913697,1.2262202876225357,3.006375,1.177234528731093,1.5077579,1.5376963056384303,2.8807060000000004,1.4789703408661334,0.81882334,1.1669490224204038,1.4363858,1.4153898893695258,2.6068673,1.2439276451579406,3.0617301,1.257605375487648,3.6361794,1.568257068593751,1.4992012,1.4545481367717328,2.6110015000000004,1.5359037161155398,2.4380984,1.5918247529227094,1.7434863,1.6383454044166834,2.7980976,1.495372234327249,2.6166778,1.574725202438957,2.4107583,1.1236813885712138,1.8445386000000004,1.3594251054510662,2.5533009000000004,1.2747540672032471,1.8922474,1.4471272995725324,3.0816212,1.3446783481526163,1.5471057,1.2401980697483852,0.72732735,1.4159238422812017,3.929955200000001,1.431205170612315,2.717359,1.4300158736968556,2.719282,1.1387388284247153,2.3064187,1.3799991122142246,3.0139315,1.159795003629837,2.5969403,1.267798037885533,2.5646713000000005,1.3407535415935428,3.1512263,1.2058936327279932,2.8948019
