Attacker,Fast Move,Charged Move,Level,"Mewtwo, Tier 5","Mewtwo, Tier 5","Mewtwo (Armored), Tier 5","Mewtwo (Armored), Tier 5","Arceus (Ghost), Tier 5","Arceus (Ghost), Tier 5","Arceus (Psychic), Tier 5","Arceus (Psychic), Tier 5","Calyrex (Ice Rider), Tier 5","Calyrex (Ice Rider), Tier 5","Calyrex (Shadow Rider), Tier 5","Calyrex (Shadow Rider), Tier 5","Cosmoem, Tier 5","Cosmoem, Tier 5","Cosmog, Tier 5","Cosmog, Tier 5","Hoopa, Tier 5","Hoopa, Tier 5","Jirachi, Tier 5","Jirachi, Tier 5","Lugia (Apex), Tier 5","Lugia (Apex), Tier 5","Lugia, Tier 5","Lugia, Tier 5","Lunala, Tier 5","Lunala, Tier 5","Mew, Tier 5","Mew, Tier 5","Necrozma, Tier 5","Necrozma, Tier 5","Necrozma (Dawn Wings), Tier 5","Necrozma (Dawn Wings), Tier 5","Necrozma (Dusk Mane), Tier 5","Necrozma (Dusk Mane), Tier 5","Necrozma (Ultra), Tier 5","Necrozma (Ultra), Tier 5","Solgaleo, Tier 5","Solgaleo, Tier 5","Spectrier, Tier 5","Spectrier, Tier 5","Victini, Tier 5","Victini, Tier 5","Azelf, Tier 5","Azelf, Tier 5","Cresselia, Tier 5","Cresselia, Tier 5","Deoxys, Tier 5","Deoxys, Tier 5","Deoxys (Attack), Tier 5","Deoxys (Attack), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Speed), Tier 5","Deoxys (Speed), Tier 5","Giratina, Tier 5","Giratina, Tier 5","Giratina (Origin), Tier 5","Giratina (Origin), Tier 5","Latias, Tier 5","Latias, Tier 5","Latios, Tier 5","Latios, Tier 5","Mesprit, Tier 5","Mesprit, Tier 5","Uxie, Tier 5","Uxie, Tier 5","Blacephalon, Ultra Beast Tier","Blacephalon, Ultra Beast Tier"
Shadow Alakazam,Counter or Psycho Cut or Confusion,Shadow Ball,40,1.483375601449052,2.221329,1.4841536909030775,3.1447005,1.5217407648745829,2.6027539,1.5347785650169878,2.8347278,1.3767515820280665,2.8238866000000002,1.6985375689995867,1.5746595,1.5382932273128789,2.662642,1.493039084278761,0.7447182,1.6813463840472076,1.5243335000000005,1.5601708610530036,2.4636583,1.4105441519927127,3.0277796,1.4816775979226207,3.4696167,1.8194046687781422,1.5032203,1.636358925831718,2.4270500000000004,1.725461018596902,2.3061767,1.928867945092742,1.7620146,1.6327982047524336,2.612588,1.7710562142464408,2.4397101,1.7119028879426639,2.2684393,1.639531076495526,1.7568628000000004,1.6182849574850566,2.4328818,1.5086437582832444,1.8453691,1.5113095672353896,2.8631244000000002,1.6065608327338854,1.4899219,1.941132356970153,0.75147283,1.4839211299833452,3.4818146,1.5277344850672618,2.4673464,1.5394103058720352,2.4748049,1.8470341250829092,2.21609,1.5547174928375924,2.890076,1.5897302272494207,2.4612103000000003,1.3553516215497565,2.4285161,1.5066389169836572,3.0048788,1.5689282862118685,2.733366
Banette,Shadow Claw,Shadow Ball,40,1.539409750534028,2.3318713,1.594710764994601,3.3273783,1.5537625379819928,2.837251,1.5068544101844852,2.8514273,1.5077091114488541,3.0965087000000007,1.68966189273928,1.6126348,1.5288614141586738,2.636433,1.5488290459173495,0.78730726,1.6102473062836606,1.5355624000000005,1.6491070814385476,2.564694,1.5832729481006618,3.158756,1.5401335222060422,3.5815594,1.665521254674502,1.4076598,1.6574769239328895,2.4952896000000004,1.598259908700354,2.2006323,1.6011233439140846,1.6369456,1.627038495760494,2.6197062,1.651576519928405,2.3905675,1.6263114196398338,2.1903472,1.7818187179726908,1.8775582000000004,1.678075255122436,2.522607,1.6836863519907004,1.9500563,1.59402276168144,2.9825544000000006,1.5524983262834067,1.5287263,1.9241746060965388,0.7690285,1.6174289939106228,3.7617424,1.6161170485479703,2.6201987,1.647821883005485,2.7024136,1.992065120287367,2.4134364,1.6172776066325452,3.010596,1.627310743130484,2.6095092000000006,1.4360866191016974,2.5688462,1.5504667554632376,3.0444648,1.7077689364418058,2.9476001
Bisharp,Snarl,Dark Pulse,40,1.5708313279520143,2.4121566,1.57978033057649,3.451624,1.4879063757610544,2.8835714,1.371098746211277,2.8823671,1.3516892156326443,2.9840720000000003,1.301532490989387,1.5048001,1.6672358655073987,2.8810751,1.6144477732966207,0.8194193,1.2972297415477432,1.4533609000000003,1.5555089952525814,2.5890276,1.3818125158382817,3.0835068,1.4822300836538604,3.6394544,1.7551061779745096,1.4789487,1.690059382719708,2.6534840000000006,1.7624120730162345,2.4201896,1.7296094391952241,1.7307919,1.7739260572594995,2.8007963,1.7941511856435932,2.527093,1.7665359809555223,2.3835998,1.4503410264786138,1.9154228000000004,1.7949095773660593,2.7179766,1.5125390691398928,1.9151524,1.575119624870199,3.077740000000001,1.5151246923730322,1.5489482,1.377463929672095,0.73733604,1.5832158326315395,3.930945,1.5510921760938392,2.6706939,1.6172483825554471,2.7354858,1.481404858584739,2.3338144,1.5296521415065407,3.0075808,1.4772007329261725,2.5861316000000003,1.3406292993834525,2.525741,1.5494002106529121,3.1604433,1.4252929255719569,3.0034182
Calyrex (Shadow Rider),Confusion,Shadow Ball,40,,,,,,,,,,,,1.4723619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Banette,Hex or Shadow Claw,Shadow Ball,40,1.470835944974415,2.011555,1.4481250377708457,2.8032153,1.4775931786392176,2.519796,1.3629445721298328,2.5302124,1.3944362313089305,2.6648266000000005,1.6115755860893863,1.3957794,1.3183362803236145,2.2812948,1.2935941928022745,0.66128355,1.3935373012439483,1.2996907000000002,1.3754508390009883,2.1960707,1.4106669771540634,2.6876485,1.4268884102791273,3.1788752,1.397855214454705,1.1728258,1.4333353362112538,2.1260087000000003,1.378401134905325,1.873249,1.3998060405247976,1.3809595,1.421352258452842,2.2010562,1.431994024988009,1.940775,1.3895706485732806,1.8555276,1.637585597604223,1.5941119000000004,1.4273120458321953,2.1391807,1.4140475951959985,1.6557513,1.3478129762734983,2.5069647000000006,1.4285780633492482,1.2768294,1.6589006021321475,0.65372777,1.330562005821781,3.099391,1.3696440713563125,2.2330039,1.4182177794851871,2.2732038,1.7466775878793968,2.090354,1.4597479976417762,2.5770822,1.4986769229425023,2.2600963000000003,1.3748545281736657,2.2002747,1.3681977585958673,2.6836207,1.5437817489717307,2.5146902
Chandelure,Hex or Fire Spin,Shadow Ball,40,1.216502510419322,1.9252456,1.3620587777863742,2.8040497,1.2849348675628238,2.4380953,1.1714787770360098,2.4393516,1.1569139761552905,2.4447227000000002,1.373065640248954,1.3433008,1.3123167920472454,2.235372,1.2946933007303993,0.6540633,1.3613550329146555,1.2930443000000003,1.2551028689889576,2.047178,1.3188660817632032,2.746166,1.3371493554470877,3.1668746,1.324394580439594,1.157369,1.3338745280731952,2.0909905000000006,1.3162818436282218,1.868752,1.2751587629433359,1.366526,1.2691258636030565,2.1134005,1.3790409564698587,1.9821855,1.271591038940975,1.7811428,1.5991008979819124,1.6212047000000005,1.3000610371387984,2.1047688,1.2039702986538658,1.6035264,1.3047782984643401,2.4781299000000003,1.2830451438072097,1.2830485,1.6498624034969023,0.69189817,1.3320422843392745,3.1762528,1.2890014525760298,2.17104,1.3655772675957196,2.2615256,1.4142416372002273,2.0707924,1.3255439247861118,2.4744124,1.298353560311436,2.2280488000000003,1.1526310739287875,2.1341047,1.2733497706591619,2.5941315,1.3658776816670033,2.4599614
Gengar,Shadow Claw or Lick,Shadow Ball,40,1.4373061582827396,2.0465608,1.4646177604366981,2.8130887,1.4380160049199577,2.4553258,1.3082067044192254,2.4489202,1.4831419458556638,2.6702578000000003,1.5840319895119075,1.3726051,1.337520286938705,2.2955046,1.3047626663785716,0.6657151,1.6050075704890887,1.3434014000000003,1.4127140309906037,2.2076337,1.3383079806675935,2.6655931,1.4176159889453268,3.141859,1.3630343480500648,1.1670029,1.3353705463038539,2.0875450000000004,1.3400078196456269,1.8705944,1.400174898554016,1.3862454,1.4152663430336019,2.2112157,1.4089200377861746,1.9487484,1.3558398948078352,1.8545734,1.4788858925425414,1.5568906000000005,1.4613698870828247,2.1899123,1.3592122672253795,1.6843344,1.3912914313923328,2.5254750000000006,1.4701054159093239,1.3080814,1.7197795425228386,0.6618297,1.3706242103513127,3.196533,1.3809340843140319,2.2343528,1.3536001123171961,2.2515054,1.6837700476281958,2.0206447,1.4514490140722653,2.5563176,1.5549506661313888,2.2587206000000006,1.2769826844444288,2.2414925,1.4756204818858918,2.7309983,1.6408495379947592,2.5479538
Weavile,Snarl or Feint Attack,Foul Play,40,1.4228118573449675,2.1450548,1.4978951840014163,3.16203,1.4071156957785846,2.6689408,1.2912071355419066,2.661033,1.2478429209878423,2.6702158000000003,1.2210764116915005,1.3819727,1.4834489397700281,2.5620506,1.4475435170118427,0.7379911,1.1890027793950926,1.3085321000000003,1.5138594020716818,2.3759909,1.2966872364566997,2.8327672,1.4030042496359463,3.3671856,1.6100308612531482,1.4013531,1.561202446033979,2.3999774000000005,1.59823547230777,2.2622607,1.582427167480785,1.6356492,1.5856496650266931,2.6152651,1.6881858249201576,2.3573842,1.5967461611817255,2.233129,1.2918560464488797,1.7066011000000005,1.6703367776054292,2.3972197,1.3979354666809642,1.7560843,1.4244037994023537,2.7467096000000004,1.5026827174692394,1.4002101,1.287480293849167,0.66150177,1.5049721746333329,3.6387055,1.4185453855170993,2.4211907,1.4551335233173575,2.4746926,1.403704597045725,2.162721,1.4236012601245365,2.720596,1.4334668194324305,2.3930538000000006,1.2410206102125279,2.2886918,1.4521524214370174,2.893719,1.3232833963559156,2.7243133
Incineroar,Snarl or Fire Fang,Fire Blast or Dark Pulse,40,1.6121703702681895,,1.6323120809994887,,1.5894353556713468,,1.4648829467481255,,1.4161528720556187,,1.3729256930453324,,1.8003615720603963,,1.7166863256352733,,1.361629314127703,,1.6307228344757725,,1.494296711801489,,1.601792169496176,,1.8556026053193924,,1.7110690499786128,,1.8424248210346121,,1.8471991577409177,,1.781520857322307,,1.8305910085282109,,1.8098679332394458,,1.545783864853985,,1.6531588327503368,,1.4882621967860103,,1.6289703168011784,,1.5683765319034335,,1.3551187431733418,,1.714342637490478,,1.6231131241693542,,1.72271956665564,,1.546566560662901,,1.6294097799045888,,1.568026521093126,,1.4523447386418389,,1.665051003700058,,1.3738703013125466,
Hydreigon,Bite,Brutal Swing,40,1.2055270986146223,1.858169,1.2061906456892062,2.655834,1.1934216256377408,2.3266387,1.0957561850126838,2.3291001,1.129510668948868,2.5200036000000003,1.0518280646666658,1.2523868,1.4346934036746095,2.535694,1.3881623464200412,0.72038245,1.0409094888377375,1.1869962000000003,1.2966215035851847,2.184981,1.1280677410443791,2.5677457,1.2018208888367303,3.0292935,1.426070604060139,1.2462726,1.3138729203407415,2.1710618000000004,1.402931237018625,1.9875089,1.3546712681611548,1.4535145,1.3801457657280436,2.3410637,1.3809885383886478,2.0654051,1.4088806095448543,1.966709,1.1215229384320546,1.5246370000000005,1.2807236040718135,2.159082,1.145752945283488,1.5769099,1.2879915005843794,2.5556860000000006,1.1737475556337944,1.248284,1.0,0.5904392,1.2471501455864054,3.1488988,1.2661444061092773,2.2344644,1.299065930578741,2.2813134,1.215915213349035,1.9654307,1.2499252805515424,2.4997377,1.2190310180720703,2.2003527000000003,1.1476664252863837,2.1815705,1.2404277326601454,2.6085281,1.0263279529321423,2.2573454
Shadow Sharpedo,Bite,Crunch,40,1.5135582043700715,2.137798,1.614689408154632,3.0061922,1.6078362864398326,2.5851421,1.4726484028898386,2.584088,1.4616121943464335,2.8109043000000002,1.456092169573854,1.4303485,1.5192698380248708,2.5233822,1.4467564606338805,0.70482945,1.2376439225598754,1.3206753000000002,1.577148091951361,2.3619692,1.4402049216818371,2.875087,1.4263789828973228,3.3857768,1.7200722162863464,1.4317529,1.6507616648163541,2.4018216000000003,1.7068892134681068,2.3095574,1.7570959950295995,1.6730424,1.77499869151052,2.6512198,2.420093719657,2.4910765,1.7108621845281646,2.2811446,1.482606624732041,1.7255683000000004,1.5369902643833806,2.3163424,1.364427104888086,1.7191123,1.5047189249183246,2.7168756000000003,1.5854453254526826,1.4761174,1.3119213968460173,0.72821695,1.5863012677512605,3.6235735,1.704525211483571,2.5154326,1.5162811853310665,2.4859414,1.5454255470225058,2.1312776,1.6568586713918603,2.9048388,1.481823138908778,2.4797760000000006,1.2613087780280046,2.2975695,1.5112672848219937,2.8594174,1.4035062640002456,2.6510267
Shadow Absol,Snarl,Dark Pulse or Payback,40,1.343891386469151,2.067408,1.4459914007851125,2.929782,1.4079939889490447,2.5077958,1.2928137832559186,2.502223,1.2898836271155127,2.6170242000000004,1.2000788023698419,1.3139217,1.3130659937663147,2.2657256,1.3150824057822503,0.63805985,1.118162967449718,1.2334266000000003,1.5490116060112529,2.2992148,1.2585259610840576,2.7549894,1.3321466942592726,3.2339706,1.5110976493932686,1.3143513,1.5177189221275427,2.2797660000000004,1.5194463784825898,2.1416597,1.4588742269907478,1.5422349,1.4889687794410131,2.4757104,1.5951759016623575,2.316129,1.4975257315427664,2.0823646,1.2355364441641385,1.6166780000000005,1.4761242354199318,2.2549126,1.2765808831910967,1.6175424,1.4129644050966217,2.5307372000000004,1.4061560055755502,1.3496573,1.159245036805192,0.6407576,1.3382820846013426,3.1982431,1.3494312525747942,2.2558815,1.3700783696120442,2.2907355,1.3299019839052717,2.0396926,1.5354670877741352,2.6939287,1.3864741597308157,2.3171854000000005,1.2264401629673893,2.1966867,1.3237985676044635,2.6490269,1.2082091552499803,2.533696
Shadow Honchkrow,Snarl,Dark Pulse,40,1.5913923207390661,2.0617166,1.2772877176118282,2.76473,1.3128249906237377,2.4104726,1.2109157020447003,2.408779,1.3293837438748886,2.5987082000000004,1.0860455878879671,1.2613115,1.3288783180339023,2.3010778,1.2932007274003257,0.6402174,1.0842589338414421,1.1986206000000001,1.4043180206435764,2.2264435,1.1857641985201623,2.6457098,1.2581876980394815,3.116738,1.449713329008624,1.255851,1.4472330116218504,2.2281713000000005,1.4524927908972751,2.0404153,1.4840106625575589,1.4960061,1.498304066785303,2.3664083,1.5947353797920005,2.1994805,1.4515889293768278,2.0128796,1.1699300223464904,1.5458937000000004,1.391422722834721,2.147278,1.2639436793967946,1.6005069,1.3445855909402358,2.4993430000000005,1.5106620323184061,1.3340067,1.1271871093747983,0.614415,1.4120482644165717,3.3270698,1.345804029579903,2.2717714,1.3377467276077206,2.2524118,1.2295418037410522,1.944614,1.3998582585387214,2.6298912,1.2519443490233246,2.1811824000000004,1.2010443898123528,2.1749377,1.2906003608002072,2.6117208,1.1679815500302169,2.4331045
Gardevoir,Charm or Confusion or Charge Beam,Shadow Ball or Dazzling Gleam,40,1.7776164864358746,2.8290393,1.864586208550524,4.06695,1.790441164984778,3.4528599,1.679059877978365,3.537104,1.7104669989935912,3.687747700000001,2.3851923246042563,2.0609698,1.969365784298619,3.386482,1.9079421975046884,0.9724113,1.805731094116313,1.9431795000000005,1.9513419264929528,3.1687424,1.5925546492063165,3.5280924,1.7300139836328685,4.109123,2.2227278581240935,1.9263409,1.9261634773185352,3.081384200000001,2.0844584836697386,2.970848,2.037019854588082,2.3031945,1.9813273971527268,3.4700103,1.7839517699839729,2.5049686,2.1008728470638993,2.913901,1.7531502592892387,2.3080475000000003,1.871313396331731,3.092237,1.7386668583566058,2.3787649,1.9040550092539894,3.626023500000001,1.9453261342423918,1.8973327,1.7947093925003752,0.92512155,1.8671046333454635,4.5721674,1.9201376003367963,3.236657,1.5336674521497975,2.6006913,1.566396729669435,2.3204126,1.503084047797488,2.991141,1.4949265280370243,2.6270432000000006,1.655048248290956,3.0891612,1.883733184514063,3.715743,2.1075585404418957,3.6285267
