Attacker,Fast Move,Charged Move,Level,"Mewtwo, Tier 5","Mewtwo, Tier 5","Mewtwo (Armored), Tier 5","Mewtwo (Armored), Tier 5","Arceus (Ghost), Tier 5","Arceus (Ghost), Tier 5","Arceus (Psychic), Tier 5","Arceus (Psychic), Tier 5","Calyrex (Ice Rider), Tier 5","Calyrex (Ice Rider), Tier 5","Calyrex (Shadow Rider), Tier 5","Calyrex (Shadow Rider), Tier 5","Cosmoem, Tier 5","Cosmoem, Tier 5","Cosmog, Tier 5","Cosmog, Tier 5","Hoopa, Tier 5","Hoopa, Tier 5","Jirachi, Tier 5","Jirachi, Tier 5","Lugia (Apex), Tier 5","Lugia (Apex), Tier 5","Lugia, Tier 5","Lugia, Tier 5","Lunala, Tier 5","Lunala, Tier 5","Mew, Tier 5","Mew, Tier 5","Necrozma, Tier 5","Necrozma, Tier 5","Necrozma (Dawn Wings), Tier 5","Necrozma (Dawn Wings), Tier 5","Necrozma (Dusk Mane), Tier 5","Necrozma (Dusk Mane), Tier 5","Necrozma (Ultra), Tier 5","Necrozma (Ultra), Tier 5","Solgaleo, Tier 5","Solgaleo, Tier 5","Spectrier, Tier 5","Spectrier, Tier 5","Victini, Tier 5","Victini, Tier 5","Azelf, Tier 5","Azelf, Tier 5","Cresselia, Tier 5","Cresselia, Tier 5","Deoxys, Tier 5","Deoxys, Tier 5","Deoxys (Attack), Tier 5","Deoxys (Attack), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Speed), Tier 5","Deoxys (Speed), Tier 5","Giratina, Tier 5","Giratina, Tier 5","Giratina (Origin), Tier 5","Giratina (Origin), Tier 5","Latias, Tier 5","Latias, Tier 5","Latios, Tier 5","Latios, Tier 5","Mesprit, Tier 5","Mesprit, Tier 5","Uxie, Tier 5","Uxie, Tier 5","Blacephalon, Ultra Beast Tier","Blacephalon, Ultra Beast Tier"
(Boss weights),,,,1.0869565217391304,0.0,1.0869565217391304,0.0,1.0869565217391304,0.0,1.0869565217391304,0.0,1.0869565217391304,0.0,1.0869565217391304,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,1.0869565217391304,0.0,1.0869565217391304,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,0.5434782608695652,0.0,0.5434782608695652,0.0,0.5434782608695652,0.0,0.5434782608695652,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,0.5434782608695652,0.0,0.5434782608695652,0.0,0.5434782608695652,0.0,0.5434782608695652,0.0,1.0869565217391304,0.0,1.0869565217391304,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Bisharp,Snarl,Dark Pulse,50,1.6476859857591843,2.2191987000000006,1.655303494204519,3.2568057,1.543126561915072,2.6844566000000003,1.4290442694012158,2.6915061000000002,1.451047875790178,2.7714384,1.2911329097377726,1.4093586,1.6469899110814081,2.673071,1.6106035628397255,0.7705520000000002,1.4295231370064032,1.3433101,1.5418419770414902,2.393944,1.4855615524839871,2.9456463,1.5369263732439082,3.455673,1.6923621535793132,1.359615,1.6755526039886943,2.4468975,1.7147936366247956,2.2208834,1.755412000161525,1.640175,1.7698896197152307,2.6169322,1.7210818101595842,2.3523252,1.715887567054754,2.1977358,1.5125327955231238,1.7770844,1.804562396753628,2.515604,1.5138545953579383,1.7999033,1.56811413746509,2.87124,1.5780580423577255,1.441915,1.4202574835339759,0.68047166,1.572811338262712,3.62502,1.5814412140061733,2.5391648000000004,1.593713381570086,2.5493662,1.484410267164894,2.174081,1.5083409730462138,2.8052442,1.5272156480196004,2.3991125,1.4626858105525273,2.3634126000000006,1.5427445372405288,2.94151,1.4100026749993964,2.7623355
Greninja,Feint Attack,Night Slash or Surf,50,1.8664668695224667,,1.9317313126371123,,1.8189588919129474,,1.6844709476294795,,1.7630112960120263,,1.581112295184453,,1.9449908257569049,,1.8766042499474016,,1.699540161117875,,1.844456099293495,,1.7092327434083798,,1.851252938332619,,2.0142365252638865,,1.9592942611200246,,1.99432032690217,,2.001094631201061,,2.0459740456069104,,2.164663807029043,,2.002108961402545,,1.7072844759182215,,1.6632306873647273,,1.6468958761011934,,1.81514801124148,,1.96823302280132,,1.6640213184879877,,1.8543633392082288,,1.9355265184543837,,1.9107246472929804,,1.7884885971894682,,1.8529765759122805,,1.9314304978044572,,1.7611879693819472,,1.8726337521086716,,1.5194392156882062,
Gengar,Lick or Shadow Claw,Shadow Ball,40,1.4373061582827396,2.0465608,1.4646177604366981,2.8130887,1.4380160049199577,2.4553258,1.3082067044192254,2.4489202,1.4831419458556638,2.6702578000000003,1.5840319895119075,1.3726051,1.337520286938705,2.2955046,1.3047626663785716,0.6657151,1.6050075704890887,1.3434014000000003,1.4127140309906037,2.2076337,1.3383079806675935,2.6655931,1.4176159889453268,3.141859,1.3630343480500648,1.1670029,1.3353705463038539,2.0875450000000004,1.3400078196456269,1.8705944,1.400174898554016,1.3862454,1.4152663430336019,2.2112157,1.4089200377861746,1.9487484,1.3558398948078352,1.8545734,1.4788858925425414,1.5568906000000005,1.4613698870828247,2.1899123,1.3592122672253795,1.6843344,1.3912914313923328,2.5254750000000006,1.4701054159093239,1.3080814,1.7197795425228386,0.6618297,1.3706242103513127,3.196533,1.3809340843140319,2.2343528,1.3536001123171961,2.2515054,1.6837700476281958,2.0206447,1.4514490140722653,2.5563176,1.5549506661313888,2.2587206000000006,1.2769826844444288,2.2414925,1.4756204818858918,2.7309983,1.6408495379947592,2.5479538
Shadow Banette,Shadow Claw or Hex,Shadow Ball,40,1.470835944974415,2.011555,1.4481250377708457,2.8032153,1.4775931786392176,2.519796,1.3629445721298328,2.5302124,1.3944362313089305,2.6648266000000005,1.6115755860893863,1.3957794,1.3183362803236145,2.2812948,1.2935941928022745,0.66128355,1.3935373012439483,1.2996907000000002,1.3754508390009883,2.1960707,1.4106669771540634,2.6876485,1.4268884102791273,3.1788752,1.397855214454705,1.1728258,1.4333353362112538,2.1260087000000003,1.378401134905325,1.873249,1.3998060405247976,1.3809595,1.421352258452842,2.2010562,1.431994024988009,1.940775,1.3895706485732806,1.8555276,1.637585597604223,1.5941119000000004,1.4273120458321953,2.1391807,1.4140475951959985,1.6557513,1.3478129762734983,2.5069647000000006,1.4285780633492482,1.2768294,1.6589006021321475,0.65372777,1.330562005821781,3.099391,1.3696440713563125,2.2330039,1.4182177794851871,2.2732038,1.7466775878793968,2.090354,1.4597479976417762,2.5770822,1.4986769229425023,2.2600963000000003,1.3748545281736657,2.2002747,1.3681977585958673,2.6836207,1.5437817489717307,2.5146902
Tyranitar,Bite or Smack Down,Crunch,50,1.5297510688927372,2.0885382000000003,1.567594843588841,3.0535755,1.4744619351630894,2.6029634000000006,1.3661081109347533,2.6072050000000004,1.3823844442789333,2.682518,1.2691329347070406,1.3808612,1.6245392262357545,2.6543446,1.624455041053352,0.7767538000000003,1.3913289863771188,1.3418063,1.4949519273842955,2.3491125,1.4086395249787766,2.7907467,1.4586687354089805,3.3131762,1.6191801299387798,1.3675579,1.5502217300233772,2.3457263,1.6312031407905945,2.230518,1.6388008493181192,1.6471668,1.6568327417057023,2.6259344,1.6220209724283248,2.3547037,1.575675656922514,2.1211097,1.406550367359956,1.7255381,1.474660236848451,2.296779,1.322170380620874,1.7291147,1.5541881990589754,2.880039,1.4485121109241073,1.3634007,1.2233678271931328,0.65452456,1.5327182662035919,3.571273,1.468281335711771,2.4112113000000006,1.5747360143912572,2.556264,1.4041873502938675,2.1200473,1.4370108992626591,2.678317,1.452093489629463,2.355845,1.419045244976208,2.3296685000000004,1.5215977594290406,2.9583025,1.1959303061667357,2.515899
