Attacker,Fast Move,Charged Move,Level,"Mewtwo, Tier 5","Mewtwo, Tier 5","Mewtwo (Armored), Tier 5","Mewtwo (Armored), Tier 5","Arceus (Ghost), Tier 5","Arceus (Ghost), Tier 5","Arceus (Psychic), Tier 5","Arceus (Psychic), Tier 5","Calyrex (Ice Rider), Tier 5","Calyrex (Ice Rider), Tier 5","Calyrex (Shadow Rider), Tier 5","Calyrex (Shadow Rider), Tier 5","Cosmoem, Tier 5","Cosmoem, Tier 5","Cosmog, Tier 5","Cosmog, Tier 5","Hoopa, Tier 5","Hoopa, Tier 5","Jirachi, Tier 5","Jirachi, Tier 5","Lugia (Apex), Tier 5","Lugia (Apex), Tier 5","Lugia, Tier 5","Lugia, Tier 5","Lunala, Tier 5","Lunala, Tier 5","Mew, Tier 5","Mew, Tier 5","Necrozma, Tier 5","Necrozma, Tier 5","Necrozma (Dawn Wings), Tier 5","Necrozma (Dawn Wings), Tier 5","Necrozma (Dusk Mane), Tier 5","Necrozma (Dusk Mane), Tier 5","Necrozma (Ultra), Tier 5","Necrozma (Ultra), Tier 5","Solgaleo, Tier 5","Solgaleo, Tier 5","Spectrier, Tier 5","Spectrier, Tier 5","Victini, Tier 5","Victini, Tier 5","Azelf, Tier 5","Azelf, Tier 5","Cresselia, Tier 5","Cresselia, Tier 5","Deoxys, Tier 5","Deoxys, Tier 5","Deoxys (Attack), Tier 5","Deoxys (Attack), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Speed), Tier 5","Deoxys (Speed), Tier 5","Giratina, Tier 5","Giratina, Tier 5","Giratina (Origin), Tier 5","Giratina (Origin), Tier 5","Latias, Tier 5","Latias, Tier 5","Latios, Tier 5","Latios, Tier 5","Mesprit, Tier 5","Mesprit, Tier 5","Uxie, Tier 5","Uxie, Tier 5","Blacephalon, Ultra Beast Tier","Blacephalon, Ultra Beast Tier"
(Boss weights),,,,1.0869565217391304,0.0,1.0869565217391304,0.0,1.0869565217391304,0.0,1.0869565217391304,0.0,1.0869565217391304,0.0,1.0869565217391304,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,1.0869565217391304,0.0,1.0869565217391304,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,0.5434782608695652,0.0,0.5434782608695652,0.0,0.5434782608695652,0.0,0.5434782608695652,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,0.5434782608695652,0.0,0.5434782608695652,0.0,0.5434782608695652,0.0,0.5434782608695652,0.0,1.0869565217391304,0.0,1.0869565217391304,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0,2.1739130434782608,0.0
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Haunter,Lick or Shadow Claw,Shadow Ball or Shadow Punch,30,1.9969231372935872,3.054259,1.6426618334225962,3.9264603,1.8543853113795152,3.5543396,1.8579384657898028,3.4887586,2.176755993559752,3.8566186,2.2280023413721546,2.1501846,1.5446653501870369,2.8813703000000004,1.5030729339635185,0.8329688,2.0251463070858526,1.9914901,2.039956777830314,3.2441275,1.931408071429783,3.9268463,1.802726168980628,4.5480456,1.6292901766035575,1.5422118,1.9997973120732198,2.8547285000000002,1.592473764739686,2.5202503,1.6115609407961171,1.7898004,1.6123586568729809,2.7936857,1.6475434394247235,2.614504,1.6448785202488088,2.4947324,2.1443657219630645,2.2046920000000005,2.1676392093534984,3.154065600000001,1.7530854744801767,2.5586257,1.7681307883738375,3.4298193,2.204042525992395,1.9038922,2.0131910244377282,0.9980355,1.7845602256441842,4.1960077,2.049029190968033,2.9887795,1.7242555450684287,3.0174887,1.968696313513664,2.8654122,2.140523250197611,3.5752141,1.816128170328311,3.2900095,1.7290199586564357,3.372995400000001,1.7345662074114503,3.7563834,1.809244755200369,3.7460783
Shadow Tyranitar,Bite or Smack Down,Crunch,40,1.231964559408512,1.8786932,1.274821999582875,2.715559,1.1796385328606558,2.3591945,1.0827820209331358,2.3658998,1.1111859657874847,2.4241717000000005,1.0469587658522603,1.2362444,1.3630693653876373,2.3546026,1.3589528981520875,0.69170487,1.0440463413306844,1.1907697000000002,1.2994205036232906,2.1295323,1.1179897767458638,2.5324514,1.1995320607015287,2.9785373,1.3786277474624131,1.2092627,1.3294888519794064,2.1300013000000004,1.3567812383688642,1.933547,1.390710353209379,1.4435394,1.3825777242750965,2.2498977,1.3858682046302686,2.0341675,1.3629047744829743,1.9128058,1.1406611260293447,1.5077225000000005,1.3079202043711855,2.0635793,1.1320496642294766,1.5526516,1.3083996853033864,2.5477376000000005,1.1809299321283093,1.2267385,1.0077924857723959,0.58856374,1.2674076574303506,3.133088,1.2138001137542367,2.15755,1.3120934752171338,2.2835274,1.1923227606944222,1.905623,1.2130155129464513,2.4014482,1.29061594217894,2.1382800000000004,1.086734310840542,2.0912833,1.264640493107702,2.6101754,1.0317491320935914,2.2662942
Gengar,Lick or Shadow Claw,Shadow Ball,40,1.4373061582827396,2.0465608,1.4646177604366981,2.8130887,1.4380160049199577,2.4553258,1.3082067044192254,2.4489202,1.4831419458556638,2.6702578000000003,1.5840319895119075,1.3726051,1.337520286938705,2.2955046,1.3047626663785716,0.6657151,1.6050075704890887,1.3434014000000003,1.4127140309906037,2.2076337,1.3383079806675935,2.6655931,1.4176159889453268,3.141859,1.3630343480500648,1.1670029,1.3353705463038539,2.0875450000000004,1.3400078196456269,1.8705944,1.400174898554016,1.3862454,1.4152663430336019,2.2112157,1.4089200377861746,1.9487484,1.3558398948078352,1.8545734,1.4788858925425414,1.5568906000000005,1.4613698870828247,2.1899123,1.3592122672253795,1.6843344,1.3912914313923328,2.5254750000000006,1.4701054159093239,1.3080814,1.7197795425228386,0.6618297,1.3706242103513127,3.196533,1.3809340843140319,2.2343528,1.3536001123171961,2.2515054,1.6837700476281958,2.0206447,1.4514490140722653,2.5563176,1.5549506661313888,2.2587206000000006,1.2769826844444288,2.2414925,1.4756204818858918,2.7309983,1.6408495379947592,2.5479538
Absol,Snarl,Payback or Dark Pulse,40,1.5543114580323687,2.3732777,1.581242222229769,3.4250147,1.6050593865796456,2.927928,1.4783297011290393,2.9261613,1.403192279748505,3.0242226000000008,1.326928243539925,1.5362577,1.564067853497714,2.7000952,1.5339029568234297,0.7667255,1.322715871781996,1.4485899000000002,1.734407391681105,2.6469393,1.4384485675344334,3.1928666,1.560823596306073,3.7743027,1.804685830534992,1.510189,1.7325518893143246,2.6378634000000005,1.8009627204852408,2.4350388,1.8812600655078284,1.8062029,1.9117306081859098,2.885787,1.7790556527181478,2.648369,1.8044135329731879,2.4120612,1.4571640705739763,1.8910986000000005,1.7224894379651492,2.6067681,1.5234155671785734,1.9358184,1.6099636337030654,3.020392400000001,1.588284801718622,1.5635884,1.3758856467242286,0.7412534,1.575723482565855,3.7680585,1.621131334350501,2.6781569,1.5950270311334036,2.6840558,1.5098075532508182,2.3402536,1.5657934467456347,3.052551,1.6056193957336873,2.6598120000000005,1.3589017939956671,2.5587432,1.5304057830250857,3.0600655,1.402996905914226,2.9328952
Houndoom,Snarl or Fire Fang,Foul Play,40,1.5144350606980974,2.2627943,1.6888393181349886,3.3549604,1.5118999275353078,2.8522513,1.3808651907348874,2.8508606,1.318777872444198,2.8307374000000003,1.3055852583416743,1.4806604,1.60122220510137,2.769992,1.5719204420491704,0.7987217,1.2816633271821782,1.4201796000000002,1.5155556776268548,2.4630058,1.5322569009248415,3.148408,1.5746107806206022,3.7493448,1.7609482322750514,1.5129815,1.6264654816521449,2.5370715000000006,1.7437777459460537,2.4295437,1.8048739585789193,1.7877394,1.7567901444572382,2.78793,1.7794642230437174,2.5210412,1.7023898114010916,2.369606,1.430681799218989,1.8956554000000005,1.6376777730407235,2.5093358,1.3786776082412615,1.8653047,1.5451305177293317,2.9548676000000005,1.6260243359755793,1.5150664,1.4045601862654222,0.7236003,1.5610240505475663,3.7999265,1.5434040836535543,2.611014,1.6177249853833786,2.7077096,1.532054922553851,2.3388326,1.5253119562597064,2.9514709,1.509257113242106,2.6256423000000004,1.3584234326526292,2.5222824,1.540192521348754,3.0530112,1.3334974073916257,2.8166518
