Attacker,Fast Move,Charged Move,Level,Reshiram,Reshiram,Zekrom,Zekrom,Arceus (Dragon),Arceus (Dragon),Eternatus,Eternatus,Eternatus (Eternamax),Eternatus (Eternamax),Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Necrozma (Ultra),Necrozma (Ultra),Regidrago,Regidrago,Giratina (Altered),Giratina (Altered),Giratina (Origin),Giratina (Origin),Latias,Latias,Latios,Latios,Palkia,Palkia,Naganadel,Naganadel,Mega Ampharos,Mega Ampharos,Mega Charizard X,Mega Charizard X,Mega Latias,Mega Latias,Mega Latios,Mega Latios,Druddigon,Druddigon
Mega Charizard Y,Ember,Dragon Claw,30,2.0189314547608768,1.9851318460280867,1.6991467511048572,1.8093352877398903,1.7426444540905166,1.79179451870257,1.714588587929963,1.8103004309276927,1.7098952028674221,1.8078255606545437,1.6039321404989815,1.5943843346309494,1.5155446721946448,1.5585920758490663,1.4645791400610773,1.5426759439200446,1.826308904768597,1.9767332245056808,1.8269097248426487,1.937516037009645,1.8874031661133301,2.003259066242283,1.742612314433798,1.8646887064716677,1.7692326560647562,1.8601594374718942,1.8082261864692022,1.9160244265999902,2.0978841294826425,2.0361141810955936,1.7303915861373074,1.8451362207474675,2.005313116410868,1.8847589924901456,1.9690584674413931,2.094098165155453,1.761443065890598,1.8375306659364814,1.7896589777527805,1.8911798087706833,1.8642972857469413,1.973443851436636
Mega Charizard Y,Fire Spin,Dragon Claw,30,2.047196377563673,2.0353022217731933,1.6789960612225803,1.802290618298162,1.7178207859553187,1.7699993846471118,1.702278108791981,1.8072847493836637,1.6876123247901866,1.7841206043705935,1.529431304002625,1.5305493330308715,1.452315654131798,1.497739377488747,1.4090761209050529,1.4878669836202112,1.8186289877947264,1.960140971448957,1.8209439572547659,1.920894148189516,1.854970599831999,1.9719807922711938,1.734153504515462,1.8677696457555506,1.7338718776828421,1.8243538694247987,1.7963437034187621,1.8994278020868394,2.1415058180857436,2.0911283030242136,1.6887613032172935,1.8172589940621724,1.9165889467680979,1.8280825011617363,2.0100913209454863,2.1417224595083315,1.778005446788356,1.8621207692108448,1.7568792147855266,1.8637157133827966,1.8112744367254043,1.9216533985310633
Mega Charizard Y,Dragon Breath,Outrage,30,1.481607685737116,1.3520817068802409,1.3170174630751084,1.3383459336296741,1.3661316422770717,1.3592879202901804,1.3621701534849906,1.3985918696413266,1.2968417556554372,1.3212370984546806,1.4734245310151786,1.3211275079700078,1.3487354800024949,1.3017322384690142,1.2729559966685176,1.3251318711826765,1.4776510524210549,1.520584642328191,1.4065589482740404,1.4381612908094727,1.4876389769846303,1.522454414025223,1.3302516877359971,1.3890925426012959,1.3425747107640735,1.3615305997301828,1.3678607491465113,1.3964110208203104,1.5102872389117743,1.385039314407344,1.3446656576240927,1.3867470990026,1.653250099925584,1.433495055714606,1.3884283593987983,1.4123571692451276,1.374969935356391,1.3783353253086945,1.3900072185306305,1.3996641081859036,1.4230895375532961,1.4696025522526015
Mega Gyarados,Dragon Tail,Outrage,45,1.205598978663997,1.22734461823893,1.2091202785579709,1.2447325502253743,1.2020236794443862,1.2410886091527922,1.1916430082895704,1.2525760215748152,1.212225994948967,1.2639383895364718,1.1523091755346084,1.1847360681835675,1.141850792877882,1.1904637344638793,1.1644247119655748,1.1980930732926154,1.2968292234678542,1.3625906746954086,1.2679388103180234,1.322106168777263,1.2920588117646385,1.3611430160553297,1.2253429504973152,1.298192120084588,1.2116397530763257,1.2486570459098156,1.2390152425830647,1.3033341347309708,1.2139872214221656,1.2538318988133115,1.211852854426204,1.2670567004307836,1.2387782756906238,1.2764802797266426,1.2780201048667776,1.315024855629946,1.2381702565392914,1.2775752911182567,1.345144555847066,1.2806795971543496,1.2714650605762445,1.314797698202093
Mega Gyarados,Dragon Breath,Outrage,45,1.250315493630427,1.2800499646389962,1.247869629586144,1.2860942995048552,1.2520751528819303,1.3067351205176947,1.2284018309350033,1.2891419218319098,1.2277053204438706,1.2906358636828033,1.1928377278085418,1.2429525688337257,1.1883228333940323,1.2477308259572182,1.183298774986119,1.2314664596057747,1.3651333499097307,1.4385271510578264,1.3302227823645723,1.4052571204322823,1.386411731876563,1.4781760657679948,1.2673954408879209,1.349832815605572,1.259677036915907,1.3118907648910512,1.2859489349425397,1.3539048901283839,1.2606472643647364,1.3095902594043858,1.2562337485931618,1.341374141343579,1.2862193683403254,1.3449528643709237,1.3330978475737405,1.3674647257455068,1.272233035215411,1.3187758787201527,1.3971404290479061,1.34138148980144,1.3639146466302912,1.4215987358001132
Mega Gyarados,Dragon Tail,Dragon Pulse,45,1.296523600025717,1.3294102519356705,1.3093527159585612,1.3532241287266578,1.3016709325589866,1.3466133139081393,1.2954636838834668,1.3571704174840482,1.3030122431913898,1.353405401031112,1.247305185467243,1.2873354856742405,1.2441512554654346,1.2898425914561145,1.2603349701554694,1.3007313645197114,1.4171349498924335,1.4964335520697072,1.3847863492973904,1.4285051242962583,1.4039432606281559,1.4784503530496365,1.3308449910368823,1.4047197277585426,1.3059825845223008,1.346798577327174,1.3510660191373756,1.4138019906717314,1.3233716988363828,1.3585499998139403,1.3116413435789964,1.3759969146582838,1.3359741850784295,1.3839352157255247,1.3784796261609555,1.4202772682787719,1.34640389859797,1.3901706191651464,1.4271147319769681,1.3836957754194998,1.3820924893407673,1.4319349612888477
Mega Gyarados,Dragon Breath,Dragon Pulse,45,1.3510217952368269,1.3929884181232033,1.3572564681623136,1.4038668630857487,1.368420089774997,1.4239066260201136,1.335049327208555,1.4075982990337634,1.3229913039959809,1.3841507824380508,1.2985319792759549,1.3590797324831994,1.3006919698100754,1.3605788481388847,1.2874357995558023,1.3437456621321489,1.501540523886228,1.5976108366396038,1.4513757867568262,1.525844112719424,1.5121153073255655,1.6139958895003208,1.3740099251166478,1.4659867693363904,1.3730084624504313,1.4316013245574588,1.3984440063470691,1.477936240803962,1.3759000636324057,1.4229657166460141,1.378684460744363,1.460652190786665,1.4061495666641752,1.4608080486401995,1.4327990615136332,1.4920539759286024,1.3837284598391866,1.4375571228228572,1.487201421702518,1.457928764441271,1.4887444467634694,1.555432978522516
Mega Gyarados,Bite,Outrage,45,1.367644222379382,1.417500482195505,1.3650936629162362,1.4189982259907943,1.3898593170248186,1.4692082404067317,1.3305126049396254,1.4099681982673538,1.3557623249587791,1.4393581007037053,1.2855814763654336,1.354601540125495,1.2802668882687072,1.3603977568829766,1.3282985147140478,1.3935010063853417,1.2669376547280569,1.3241954141036312,1.4699598508746774,1.5679139057853984,1.256483370381164,1.3308247475699861,1.2186979535274,1.2908987273644197,1.199198724500225,1.2450872817955112,1.2325873924123671,1.2882588834928115,1.3835136251493128,1.448210292076463,1.341779213722979,1.4449635192300228,1.3978858021180973,1.4753273172174217,1.4557783668522466,1.5148129184463124,1.2027467058401264,1.2425300923955878,1.3200458483345177,1.2735519998024165,1.486866036554459,1.5516960354612044
Mega Gyarados,Waterfall,Outrage,45,1.3868750975871855,1.440168263269561,1.545705044827213,1.6577758290787077,1.5716012978956595,1.66284150006403,1.5412082221491148,1.6519801960091465,1.5721432834411764,1.6706443270290958,1.4989467842487536,1.5853530095640094,1.4926144949465479,1.6090581846205232,1.5245154601610218,1.5997058925596892,1.7166754954000496,1.8471173284613138,1.6608040390623822,1.7916094365538164,1.7267070097543413,1.8698544944066346,1.601808727491556,1.749416231930736,1.565971955357508,1.6667331670822942,1.6196932249843727,1.728749338846949,1.7813966382739617,1.8845760258399664,1.5571006519967399,1.6835851088601699,1.6023514195932134,1.7074763834412745,1.4786474907804084,1.5430841721163255,1.6112317808259728,1.7040371728504242,1.844844251501241,1.6976210282645328,1.6860967828498166,1.7804049017561645
Mega Gyarados,Dragon Breath,Twister,45,1.6711408286414944,1.7232712143060518,1.6756938724217703,1.7461057104017113,1.6999788784278898,1.75840414049338,1.6615004081831584,1.7525049449054273,1.6236297640041406,1.6900813627673457,1.6206823217736155,1.6873144213592155,1.6134446172636305,1.6786616148913351,1.6025189998611884,1.6631450409494726,1.8722413811742575,2.000854044821137,1.794133850542617,1.8761376843312756,1.8719992685672489,1.9930494840922899,1.6986654913610801,1.797064843812906,1.6915857896243,1.765105269612853,1.7393835649372504,1.823484156368707,1.7061876002396448,1.7644707904930952,1.7276312725579228,1.8094340629487329,1.7508164651365323,1.8224086777651765,1.7621086129456676,1.8315941953840469,1.7113877469463572,1.775363458414585,1.7739499732252013,1.8062604755698206,1.8538815508313704,1.9391951658268483
Mega Gyarados,Dragon Tail,Twister,45,1.60421760335057,1.6441286956841206,1.6183697093890401,1.6680914999825718,1.6164655127968455,1.6595169313515643,1.6088569653105238,1.6834509144521206,1.596459387739275,1.6539233173619987,1.545041176685044,1.590673774522711,1.5378671876729169,1.5837858937960145,1.562458790255414,1.6047530018045533,1.7667030626695925,1.8598177317001976,1.6980514089928005,1.7517772780100525,1.7222612700644002,1.8116922572890892,1.6421999686396827,1.7177592629477851,1.6076807980049876,1.661691672458199,1.670842910035101,1.7337308265615232,1.637285984869628,1.6802397192731764,1.6364657313618194,1.688957775449218,1.6568994147447917,1.7070409353684572,1.6915568633296822,1.7424347499206045,1.6576728670754226,1.7101435332339197,1.6859849365094868,1.7053851585663078,1.6958466263156324,1.76496019559319
Mega Gyarados,Bite,Dragon Pulse,45,1.5001607318350063,1.5630812752004555,1.5026279919206447,1.5703063513932485,1.5399555282804545,1.6263128221247636,1.4626908408573065,1.5573609029580078,1.4797688933247464,1.56440572810067,1.4147239562024283,1.4995118750075955,1.4206246843478803,1.5028884055317342,1.4650497987229318,1.5419493510549696,1.3772218678716985,1.44950649182171,1.6245188897106546,1.7332460416886784,1.3599696760171962,1.4376863105884414,1.315698805341425,1.3970194984891955,1.3000923919708924,1.3491239115326439,1.334484781458864,1.4040217339039283,1.5303667980247906,1.5943210868861426,1.483358074281057,1.5904499941786006,1.5489342895859668,1.6245560216944128,1.5887705698971424,1.671105249172019,1.2972606946875311,1.3421495202607947,1.3983618538264386,1.375811523379395,1.6344057167277894,1.7209616665175864
Shadow Palkia,Dragon Tail,Outrage,35,1.0370822120374368,0.9964418564067709,1.1305630415360315,1.0106789116719532,1.0347691013020535,1.006166833809816,1.0368095916949958,1.0217799222624313,1.0100321000225914,1.0237403607206321,1.1218368082701742,1.0010005549636845,1.0435987259224084,0.9872169694579536,1.0425696661576902,0.9689452040533038,1.0426265661992842,1.0917200895125456,1.065257422305405,1.076324845667366,1.0461678828640926,1.086143349390568,1.0171485843359453,1.0475617353273976,1.0575953558726137,1.022159355709088,1.0809712939366254,1.0580314468432945,1.0311984847300832,1.0153480618164632,1.0415599410098186,1.0450260992742655,1.0247263013885595,1.0320574271518121,1.0516135095371733,1.057718855928084,1.1487635568416028,1.044430917924448,1.0734157121479002,1.054122140232587,1.0398640388801097,1.0731089179760875
Shadow Palkia,Dragon Tail,Draco Meteor,35,1.098513000909283,1.01407827181131,1.1626915040185803,1.0385457160521232,1.01655631892576,1.0160224587173052,1.0550519265838927,1.0591114197869325,1.03618839206536,1.0718878657194013,1.1461741937835968,1.0289026707120954,1.050606957526052,1.0003320006358314,1.08144997570794,0.9956230913381455,1.0762975535399617,1.1388806607496134,1.0578200232442305,1.0913505803510786,1.0639489368510677,1.10879681217226,1.0555331889628634,1.0634792153140058,1.0384743060381834,1.0592404235313357,1.1846189354233783,1.1065865269029187,1.1061154090893868,1.0457446293877521,1.0133188768579966,1.0684693600341522,1.0650702403738355,1.0530661718590058,1.0976563765870984,1.0856822497747762,1.1964248050886028,1.0819562184783775,1.19148752249476,1.0591346968834583,1.0878976713676616,1.0848564357911685
Shadow Salamence,Dragon Tail,Outrage,40,1.0,0.965575833279756,1.0912688293557247,0.9788696607734827,1.0454745784416937,0.9857021924857097,1.0342041240714341,0.9950469715246555,1.0233821015399245,1.005558496559026,1.1544297849414453,0.9892004877199095,1.1337499773635928,0.9727839963620778,1.157822477096058,0.9775341823986675,0.9999999999999999,1.0439497951373498,1.024164943474258,1.0348059710503676,1.0,1.0497964750274764,1.0,1.0096432975797462,1.0199370426393035,0.9786124851804915,0.9999999999999999,1.0035255084868009,1.0,0.9788580401963302,1.0099837000814995,1.0081451080839834,1.0,0.9927533641613238,1.0,1.0214302843328515,1.0928784722350704,1.0152413867108725,1.0,1.0090439319998699,1.0,1.0228589602154705
Shadow Salamence,Dragon Tail,Draco Meteor,40,1.075549473258815,0.986472808765855,1.1237605326063627,1.0005888903361444,1.0428867700792142,1.001332155847266,1.0161242501411378,1.0462059273880746,1.0379333250161007,1.0523842359216786,1.2299737101145172,1.0128836642186152,1.1604045981081998,0.976228754474463,1.219799764019989,0.9981715887007219,1.030081836953114,1.087097436784467,1.0,1.0497486906253302,1.041364045889786,1.076602342489576,1.0089821881873313,1.0255289934609502,1.0,0.9976043497812845,1.094734817521758,1.0551887291436264,1.078993491632897,1.0228630117105952,1.0143958357589165,1.0454990879807504,1.0415787917290862,1.012618245274251,1.0904168097944793,1.0570286017979014,1.1730456131522178,1.0596732297012776,1.0550584162117196,1.0411130682347605,1.0334436526630688,1.0481230805927428
Shadow Salamence,Bite,Outrage,40,1.1863166692689915,1.1644001947151372,1.397477127756181,1.159372804273766,1.2952779149848406,1.189129541761672,1.2373574912778773,1.182307595455967,1.1704521315156808,1.1462658434854152,1.5419422918784915,1.1761280548320325,1.617507097771169,1.1735276777863404,1.46233646238201,1.1544888256524155,1.0767775483508286,1.1515507940454697,1.2402004437534904,1.2899906419331955,1.0963224551759343,1.170820023733469,1.0623773663266474,1.0815198735416394,1.0861714566043907,1.0502007276889744,1.064630475549358,1.0795941722363802,1.1949607600165222,1.1607313633335938,1.2296275274576007,1.1960113711336204,1.2013264918158508,1.2159237510926821,1.1820229306958927,1.2337433810137985,1.217747575402126,1.0926694073287426,1.0546812115007023,1.0671873438838388,1.1863700965045667,1.2541021894908415
Shadow Salamence,Fire Fang,Outrage,40,1.3512642706907794,1.331201263811457,1.561882100852515,1.2432942635476882,1.3799937134218443,1.2629003743673923,1.3232465385662007,1.277540178625824,1.2789077225506031,1.2818092004329458,1.511706898158088,1.175475871232222,1.5252612241366472,1.1677931213492505,1.4234171120210994,1.1652771029983344,1.245580047783267,1.3603982659646923,1.2672746894480251,1.3472861606266886,1.2477804635074106,1.3591811000824767,1.2378934342513996,1.2971644340098405,1.267939986100323,1.251567801806958,1.2516555272395056,1.2725046881761792,1.3566614942079627,1.331422500567482,1.2857627973764894,1.280278553964373,1.2642617367878881,1.2853744690945605,1.3400263139133195,1.4249243312960573,1.520522588260543,1.2749286774146997,1.2318057665170197,1.2732309267448243,1.261327608654601,1.327946569665166
Shadow Salamence,Splash,Outrage,40,1.4036646858381476,1.3767682798019782,2.3046819533547485,1.4274224765315275,1.6055970502976145,1.4349663468494764,1.3814481769849682,1.4049887698862367,1.3708724327568593,1.4244587336001593,1.9440175319914286,1.510110871211968,3.2516222758341766,1.5013853481076969,1.8160635584397558,1.4722766865630206,1.3427876455389671,1.4643625474319195,1.4351916139646508,1.546080932184203,1.3633354095356736,1.4981133225523193,1.3446032707963402,1.492077281992821,1.4069678263357999,1.4012983933608603,1.3728807039476847,1.4390844833389431,1.3541124767890567,1.375834942749441,1.3749223813404743,1.4812842007218534,1.3999785525576074,1.4137244133637064,1.3987594869435027,1.469385771043029,1.8541827782320879,1.4516412520212691,1.3761067758764116,1.4622093643314777,1.368247910392876,1.433614597930767
Shadow Salamence,Bite,Draco Meteor,40,1.5257455660975228,1.3316017156975302,1.6428756193897187,1.3364031458851975,1.4317548700191758,1.3448171487208143,1.3921462311088366,1.4226239069423627,1.3149317368742266,1.3386704116693025,2.070338608864026,1.4032033962157149,1.9560330551905782,1.3816417733260626,1.9738816976679625,1.3587763742365353,1.185792586026097,1.2675733235316373,1.3753377205560504,1.4975548277059152,1.2047345032447805,1.2625729289881655,1.122864637851903,1.1510740908686385,1.1004145374269245,1.1133314255345244,1.1980631821897387,1.1810164927633793,1.5169984110504557,1.3744301922740585,1.3687201653277448,1.4378953700469592,1.4237397190385046,1.3770102915227358,1.461993894653609,1.4220952615512246,1.3922251906560938,1.2236892740452394,1.1351852288431379,1.1497491476408428,1.3607143922001252,1.4026854308914
Shadow Salamence,Fire Fang,Draco Meteor,40,2.206076581830873,1.703030024706779,2.0511032062418706,1.5030279236754096,1.6229466755144433,1.4873844342329128,1.5993286300885818,1.6308257484373285,1.5742085422476086,1.605822175316027,1.940471030490596,1.372824198036968,1.8517667464138898,1.305995931483117,1.935714967379234,1.3176316976679623,1.5454103198884335,1.6539453627528349,1.4758312831117082,1.6187304725823737,1.5351954392120335,1.6125520717261241,1.4782511961418334,1.5112452164921366,1.4870250603000696,1.491113200605045,1.61188248305044,1.5962706159542241,2.122432841763697,1.7871756514879191,1.5242121706058136,1.5590799278146465,1.6371255227814083,1.5349609559060082,1.905457868573021,1.8169497896831313,2.0933965091711038,1.6128210441404471,1.5558145095833573,1.5575658171702238,1.5315602731148812,1.5717622270590457
