Attacker,Fast Move,Charged Move,Level,Arceus (Flying),Arceus (Flying),Arceus (Water),Arceus (Water),Articuno (Galarian),Articuno (Galarian),Keldeo,Keldeo,Manaphy,Manaphy,Moltres (Galarian),Moltres (Galarian),Phione,Phione,Urshifu (Rapid Strike),Urshifu (Rapid Strike),Volcanion,Volcanion,Zapdos (Galarian),Zapdos (Galarian),Kyogre,Kyogre,Lugia,Lugia,Suicune,Suicune,Tapu Fini,Tapu Fini,Tornadus,Tornadus,Tornadus (Therian),Tornadus (Therian),Yveltal,Yveltal,Celesteela,Celesteela,Mega Aerodactyl,Mega Aerodactyl,Mega Sharpedo,Mega Sharpedo,Mega Blastoise,Mega Blastoise,Mega Gyarados,Mega Gyarados,Mega Pidgeot,Mega Pidgeot,Mega Slowbro,Mega Slowbro,Cloyster,Cloyster,Lapras,Lapras,Aerodactyl,Aerodactyl,Alomomola,Alomomola,Azumarill,Azumarill,Blastoise,Blastoise,Braviary (Hisuian),Braviary (Hisuian),Brionne,Brionne,Crawdaunt,Crawdaunt,Dewgong,Dewgong,Drifblim,Drifblim,Farfetch'd,Farfetch'd,Fearow,Fearow,Feraligatr,Feraligatr,Floatzel,Floatzel,Golbat,Golbat,Lumineon,Lumineon,Mareanie,Mareanie,Noctowl,Noctowl,Octillery,Octillery,Pelipper,Pelipper,Politoed,Politoed,Poliwrath,Poliwrath,Sharpedo,Sharpedo,Skarmory,Skarmory,Slowbro,Slowbro,Slowking,Slowking,Starmie,Starmie,Swellow,Swellow,Tentacruel,Tentacruel,Togekiss,Togekiss,Togetic,Togetic,Tranquill,Tranquill,Vaporeon,Vaporeon,Walrein,Walrein,Xatu,Xatu
Jolteon,Volt Switch,Thunderbolt,35,1.4765661876593068,1.5105708566610077,1.4832789402956421,1.5077942023421003,1.4965453193219347,1.5476950170132908,1.576592346462108,1.6227588449882024,1.4827391557769356,1.5582327101961715,1.4561527322966967,1.5004234445470306,1.462492295167762,1.5459114961911962,1.5858972770185775,1.6413753478363733,1.5986165325227122,1.5171232166914228,1.570798174433555,1.6270254506441424,1.5167754115192265,1.5293048057496772,1.503789108527984,1.5603767508216524,1.4274614834302217,1.4952090642245692,1.4790720911204294,1.5260537423688652,1.513943177111507,1.521545665857153,1.4488710742690358,1.484856694258674,1.5040811986783131,1.5352258972094088,1.452963611880461,1.5270443451515663,1.6022109743195152,1.5683881167644513,1.5626995829296038,1.5855921135779585,1.5115616772531861,1.570288953445633,1.5463881267084407,1.5493905860873118,1.4641313220940548,1.517916592724046,1.5067150308771509,1.5572001718728141,1.4682138359207388,1.5438171243410186,1.4437234596675232,1.4775626594627047,1.4588889101448168,1.519407724829262,1.4608962188622274,1.4888716060113916,1.4237147346403658,1.4776673572121977,1.4588641613869764,1.4904660613130227,1.4810415563790367,1.5215060878771838,1.4603484912877178,1.5296961325966851,1.4550848819150646,1.5291918813259786,1.4408857255832344,1.4927112165546328,1.465405068610262,1.5284366713517743,1.407845991862838,1.5103664322574775,1.4673001676914477,1.5201857154264724,1.455123532812225,1.5178911034592537,1.4590573596279932,1.5240941352259991,1.5316101238556812,1.6043834141087774,1.4636635644400389,1.5132257650017438,1.524199055369032,1.561073806407557,1.437082823176271,1.497422884000158,1.4537910748982856,1.5004884437430892,1.4351087667534204,1.4703761951816956,1.4633529248104613,1.5071468317451486,1.5192581514682046,1.5984041838681078,1.4664600249317747,1.5317037835652438,1.419501022609475,1.4671013924298881,1.4675223175518426,1.5344489214630588,1.4531406212293585,1.4973368497259283,1.4683763586956522,1.5159307065217391,1.4630021398696627,1.5129121680770354,1.558592932463978,1.5953795379537954,1.4686571739273229,1.5491435369333733,1.465952349841021,1.5445184894812491,1.427429538862908,1.4954829935748881,1.4590919895412409,1.5113477537437605,1.4776336546888695,1.4938650306748467,1.4902232238677828,1.552725906846963
Jolteon,Volt Switch,Discharge,35,1.5102844442879932,1.5541679400550104,1.5104882575030396,1.558027772445127,1.519369718269153,1.5784075713960917,1.5958784499027407,1.6797906080197873,1.5267209820156253,1.6045478532198485,1.4856045459678116,1.542917350266687,1.4964633366284819,1.5900122114322266,1.6217230152203057,1.6907360048668927,1.6119503264361463,1.5712667104217761,1.5897222482395716,1.6644478598128454,1.5226940019209751,1.585026330606432,1.522484372109988,1.5896458195636736,1.4735045617435634,1.538929115760075,1.5062773672952026,1.5756710062502997,1.531646858852633,1.571243625927678,1.4779395770631716,1.5208383593499728,1.535773873785455,1.5769559492262897,1.4842829489984852,1.5643697112515493,1.630419231509089,1.604338992016928,1.6008804819480138,1.6153262838606397,1.5470648613769462,1.6165982831052217,1.575582583149505,1.6012496023874854,1.4818420585625554,1.5475740905057673,1.5376846133860942,1.5968008673581549,1.5114328930630534,1.5888905062369865,1.4638610059061896,1.5039330455279818,1.4900139651445297,1.5529718975379259,1.4839078619301416,1.5242811720840863,1.4620950550935239,1.5252449435053692,1.4917621585355625,1.5365842501315157,1.5159696488441856,1.5621581083465679,1.493317042073948,1.5712919677008075,1.4815509023724094,1.5716917474428318,1.4778524669390622,1.539870831685778,1.4960804486111312,1.5674003448625622,1.4775968075288246,1.556186712768585,1.503507831304685,1.5714285714285714,1.4834745017216677,1.558968172183544,1.5005989720866126,1.5604188940270245,1.5642218632202476,1.6381367797522886,1.4934926666299537,1.558364080254052,1.5658538667273658,1.609471917145621,1.4784746632963388,1.5425470990165489,1.4688093781198672,1.534593625540777,1.4683442123282906,1.4977940460118857,1.494192112401753,1.562469569451207,1.571457995647774,1.6530846176578577,1.4948283413631618,1.5530137124759948,1.4651402235732496,1.5175944863138429,1.5028309423738233,1.5833217548369167,1.492484572689351,1.5447909125383528,1.5026919157608696,1.5610733695652175,1.4799508802645658,1.558104756346659,1.5892296546727842,1.6397649521049666,1.5097323689761124,1.5864235824751673,1.4909273051962193,1.5807744239731696,1.4710592414759718,1.544524777618962,1.4869503208937487,1.5553220822438794,1.4915425065731815,1.529631901840491,1.5211633397724835,1.5980682549903413
Jolteon,Thunder Shock,Discharge,35,1.5091323945194433,1.5363079685042393,1.5187927945223012,1.5372816279516222,1.511292740353676,1.553637144849963,1.5598480313052197,1.6294126542525753,1.502565912981442,1.575089958647522,1.4527701576210055,1.4924394391269404,1.4603570390184335,1.5372309123684365,1.591559546207316,1.6459380597771593,1.5848889426232338,1.51824242633597,1.5461436611803172,1.613802014594314,1.4779319709866525,1.4932865233663433,1.518196645613908,1.5783386385595308,1.4389489245155451,1.4953187490689068,1.511864123651066,1.5633915880030131,1.4820416948638502,1.5146289627887712,1.4456992458008866,1.4881432147786642,1.5049154316746818,1.5292758530441326,1.4888276384447063,1.5633578675154167,1.572680220255843,1.556690030778109,1.586464169861398,1.5868812402578254,1.5398035889798551,1.59178417113406,1.5552998192317737,1.5663528006144567,1.4742608695652173,1.5248589174800353,1.5096678457941124,1.5527584587405319,1.4910796220468454,1.5539241435614428,1.460320823511755,1.5069700099760752,1.451982859219865,1.5057008398217053,1.4822380309719332,1.5119061234759934,1.4520871488475895,1.508071376387346,1.4818889473403323,1.524042603478115,1.4863243338627141,1.5285755249691195,1.4987675308117296,1.5735019124521887,1.4965779467680609,1.5775933165533123,1.4825886384605245,1.5319713545099072,1.4972831205714867,1.5703707997044036,1.483563192991122,1.5659227099608741,1.4834761182281744,1.5620971697790351,1.4572515310696124,1.5329043825034978,1.4792549560109747,1.545438151301637,1.551771674744211,1.6230910070005384,1.4999357527029755,1.5511041356902913,1.5685853297672567,1.6467165538041315,1.4578379872822782,1.5206070539910739,1.4857385162045238,1.5427951864137495,1.464419423529248,1.5057967182085148,1.476707588509425,1.5334822981150449,1.5488550780445431,1.621884710791908,1.4775950945049023,1.540564671001651,1.4429369904463059,1.489108508671168,1.4800357775539268,1.5490638785647295,1.4683697038645844,1.514668873030648,1.4808933423913044,1.5359714673913043,1.4975196965275752,1.5645243653341117,1.584641390968365,1.630443532158094,1.47467832458746,1.5372982914528854,1.4795069471666884,1.5329151966549066,1.4716698352784447,1.537419686099277,1.460470644164488,1.5160351794628002,1.4849167397020158,1.5125766871165645,1.5298025327323461,1.600461472418974
Jolteon,Thunder Shock,Thunder,35,1.7076129688802555,1.7198566978093452,1.7108898061048186,1.7105122544314328,1.7151689961195054,1.767237758330347,1.7197134636060247,1.7648752617917638,1.656496788701525,1.740542160588827,1.5635681596269704,1.615753133489648,1.5911519451067049,1.6872919695295692,1.7596656264434505,1.8381758165001183,1.7481588310477045,1.692300252167605,1.71303313096566,1.7729920046320342,1.6447968072069685,1.626044116185871,1.7026413171274948,1.757533270300089,1.5509436989331102,1.6218868739983074,1.6784274177956442,1.7309942786789148,1.664736809942308,1.657641304667643,1.614486397127162,1.6157638292907681,1.6937465240291818,1.681519285503975,1.6773270493182966,1.7395659592049089,1.7365135375589111,1.7266008223526017,1.8067658086531577,1.7925812023423349,1.7598961041789751,1.7893223629220427,1.7638220454480802,1.7684951239128692,1.6594427684117123,1.7023141082519964,1.6659322101644782,1.7263574954533645,1.6261162338854116,1.7127695257865059,1.628872350380945,1.664795049041679,1.5846230367493737,1.644481854877279,1.622526705858133,1.6637921174829013,1.5860129502306821,1.641466758739404,1.6079229660803733,1.6559319320235126,1.6141697547203107,1.6707473089818248,1.6460582235444114,1.7270611984700381,1.6799550152626788,1.7692604294971348,1.6329950353675144,1.671358903387373,1.660658136872763,1.7290075782823526,1.6141607414436314,1.6934655730459762,1.601156728761935,1.7059924025507351,1.589447139350374,1.6781025628136492,1.6483711823580178,1.7020854533510235,1.6943995691976304,1.7745718901453957,1.6437120252583657,1.707417809350735,1.7268110169009276,1.7718374779491266,1.5806212725621076,1.6723705517595482,1.6502206048114392,1.7155969211941644,1.6140485170700478,1.638404475929354,1.6046028378660362,1.6702024066216876,1.6825472162769664,1.764782791693159,1.6417405073953035,1.7100333546713387,1.540673241251786,1.5972459585913203,1.611040675257911,1.6947705720935078,1.5959854517874996,1.6578756851794394,1.6097146739130435,1.6662958559782608,1.6515052037739522,1.7174277793988912,1.7087659985510746,1.7679304515817436,1.6117926972565448,1.684630374333112,1.5943987107452415,1.68093558081798,1.6018789636557917,1.6778007521405476,1.5815830758260043,1.6422438792488712,1.649053461875548,1.6867134092900964,1.67828933247478,1.7497853616655936
Jolteon,Volt Switch,Thunder,35,1.7336940955849292,1.7517332748774745,1.7256719139950087,1.756608754079478,1.6987684150086897,1.7753262968058172,1.7983203896165771,1.8739111430589706,1.7357302693151375,1.817946129617678,1.6512095568943415,1.7197394902723995,1.6621294411816017,1.791026341803803,1.8243389700663564,1.8912204409494946,1.8669884970119865,1.7614563542782133,1.778848036920038,1.8649962109278544,1.7232951346338556,1.7445384691815984,1.7562152632715804,1.8053410973734278,1.6414238729882245,1.7215249140119935,1.7127708115181222,1.751700233090859,1.8118638658847654,1.7743968820516536,1.724046968372678,1.7226192500721769,1.8073228481695947,1.7845736415088167,1.6571399060458143,1.7500918119080044,1.7783435125516975,1.7881570404924496,1.785263512659561,1.7934574714580613,1.7784835457443824,1.8214522000266817,1.7594127489442257,1.7900476617798042,1.6868003549245785,1.7449511978704524,1.7649239562723584,1.7997656734016827,1.678062642001405,1.7817529381237778,1.6596392721879387,1.7042226165567533,1.6779312455761102,1.7569490941786392,1.6579820207242033,1.692888350069767,1.6299676744628255,1.682749372003883,1.646020600321737,1.6982456942887856,1.7076274925004413,1.764811628727722,1.6514343391415214,1.7551317467063323,1.665924061479141,1.7673646441385957,1.6366855586309914,1.7005491850094459,1.6788286264906613,1.7776071174996015,1.644694596456565,1.7260922125021123,1.6721347007221,1.7323325081849397,1.644758338150652,1.7324084081065003,1.673579534476318,1.7472853039300298,1.7319332256327409,1.8276359719978459,1.666868586743029,1.7398168034216273,1.723652762761054,1.7845273999886189,1.6446937082823176,1.7125182669141752,1.627698517492727,1.69803441649759,1.6159413230156854,1.644486506798792,1.6760537664324964,1.743766084718648,1.738785854370584,1.840490028387975,1.6725177723122537,1.7287827229540786,1.6106309360378785,1.672239654834281,1.6697957553232137,1.7810274757719962,1.6859723515013618,1.76081635467301,1.6957116168478261,1.7475373641304348,1.6558214181499855,1.7352762377200663,1.7634226837317877,1.822804475569508,1.6903303969580417,1.7883401329762,1.6643320702121174,1.7639879785704953,1.6503379081611413,1.7103287492541042,1.6620679819348705,1.7487140480152128,1.6753461875547766,1.7267134092900964,1.6966194462330975,1.7671281390856408
Jolteon,Thunder Shock,Zap Cannon,35,1.6688304934773182,1.5968097821825902,1.6690231650348755,1.6021629231458374,1.68099983429864,1.657657136911712,1.671645284848083,1.6997976098489633,1.6448302047765881,1.652515992137697,1.4985785547754582,1.5193339798473606,1.5367122172471943,1.6034215270105252,1.7748949449658078,1.7589085542399423,1.8297298697709765,1.5601039759577187,1.711981557010635,1.7173288318588593,1.6276935051170802,1.587372901003544,1.6367745949294885,1.6416689409509568,1.5261958512935445,1.5157250413773797,1.6456230114967774,1.6131032018672016,1.6297232639776928,1.5601171493949018,1.5690545024540143,1.5279453116657635,1.627850296070926,1.5727745608008636,1.563924040948111,1.6184660525470154,1.8039819178609213,1.6463312734442628,1.7780427181193919,1.6901841007709484,1.6634929796809614,1.6753854573076934,1.778379189154941,1.6659951433086015,1.5779201419698312,1.5885217391304347,1.6384975118412375,1.6284499470391909,1.5831123543595618,1.603541570416875,1.5197181979500491,1.5330049174104583,1.5239703097201234,1.544764983834867,1.515074227417252,1.5126381041700026,1.4849330971467458,1.5270363587233915,1.543560302829304,1.5466175674542362,1.575988177166049,1.5614743250397036,1.5589672758181046,1.6024968125796855,1.6148878059229903,1.6421785465645584,1.530530293045121,1.5441500812793814,1.5761523191282802,1.6073783200266618,1.4801835410952673,1.5550688279107252,1.595509975930003,1.5774517744492988,1.5215103760859912,1.562612578647967,1.532776010201847,1.573725091133925,1.5980075390414645,1.657393645665051,1.5533619692714355,1.5793270554545953,1.5984891595060604,1.6260598645649578,1.5127374698842768,1.5514337059125558,1.5438257490365312,1.5800672012710273,1.5009811971997606,1.5207860711750707,1.515571746539612,1.5608610975864228,1.6062131157817439,1.6494040316297562,1.5869074492099324,1.6164886627809039,1.4723124982489564,1.4951250945563554,1.5481954913334954,1.5885928653305081,1.5484710587099666,1.5553400903230254,1.5437075407608696,1.5594429347826086,1.532110203287618,1.5946284408131506,1.6469210335667712,1.6595910810593255,1.5490413598312618,1.5844238306195582,1.5341957402325885,1.5743368613615576,1.5227238034443042,1.5715713076421367,1.50801996672213,1.5413739006417877,1.5683435582822087,1.5597370727432078,1.572558488946126,1.6275917578879588
Jolteon,Volt Switch,Zap Cannon,35,1.7001470463524024,1.6540074531219748,1.7053321174889615,1.6526588596659628,1.705591072164869,1.6920806310524348,1.7461443329721935,1.7911362642962643,1.7257883907836746,1.7258692938085283,1.6009275926430246,1.6170533573340595,1.6154166424376346,1.6894202477176252,1.8290841904847739,1.8268422653583136,1.9235344916922863,1.6875764275104492,1.7964587076283816,1.83488798821556,1.7024094988904714,1.68236346172954,1.683887849113417,1.7082664521294413,1.611123025468166,1.633308831594474,1.6629710345552946,1.649243885425093,1.7081472696450437,1.686346980392867,1.6532404459543366,1.6303653139596046,1.6820713514574541,1.6675990447214315,1.5710796315282092,1.6491981760034278,1.8859286332595941,1.721878907377128,1.8698487593208917,1.7084677928971648,1.6670187943619637,1.7186917185555866,1.8009299607171767,1.7078563060698297,1.599332741792369,1.6605181898846495,1.71505336051322,1.711468513300158,1.6445772076274137,1.6960489592364993,1.5455147389887969,1.5782680474260844,1.6255906490922656,1.6596139498402618,1.5837889150673652,1.5899764393714115,1.524054002662103,1.5515757448384222,1.5653881048771376,1.5806591797991811,1.650333068643021,1.6767579848244223,1.5747768805779856,1.6660008499787504,1.6027419268462486,1.666127563862261,1.5474364043759061,1.595079302315364,1.6089867126483417,1.6781041253097244,1.5344919473294252,1.6381042752596482,1.6256488061965981,1.6430453679515404,1.5934099077588155,1.637762753328139,1.572540028080842,1.650123014697358,1.6464620355411954,1.706580506192784,1.564192227912697,1.6116434458578848,1.6344676492346213,1.668554031753258,1.5526185868320235,1.6139954184604448,1.5395854132448767,1.593303489957382,1.506019401260943,1.5225814532852708,1.5816060374208807,1.6421106628642972,1.6757412664439808,1.7314694583001244,1.611502307873724,1.658923216872747,1.5276875017510436,1.5646555346986804,1.6103720170898606,1.677611240404321,1.6128693074085565,1.6329765229082636,1.6062160326086956,1.6353770380434782,1.5618981616574263,1.6035040365723179,1.6784512597601222,1.7017789583836431,1.6204996460293248,1.7074669566550136,1.5705387865325144,1.6606036848294787,1.525818403852292,1.5829366786472572,1.582020442120276,1.6557642025196102,1.6245486415425066,1.6185363716038563,1.6039278815196396,1.6828611289976392
Jolteon,Thunder Shock,Wild Charge,35,1.3721296760020032,1.394637848355049,1.3710709029244257,1.39158507711013,1.3867681683834099,1.4189489138853886,1.3996780815816676,1.4641363409435066,1.3624657771011344,1.4265409727853258,1.3163263611666478,1.3580580667016493,1.329320230272722,1.3940361690992615,1.4507215844439687,1.4946926084066559,1.409967529102905,1.3747625133856092,1.4153482966204882,1.46470415435573,1.3452869870499786,1.3552412810916439,1.3922435480387045,1.440153556226128,1.3101445384314414,1.3582012340363532,1.3598044325931242,1.4134771990119546,1.3499883439068057,1.3695139974967692,1.3158737754646017,1.3531566021095427,1.3525513625805607,1.382322030294108,1.3595851631956666,1.4230386681152547,1.4341486726940462,1.4056729104549388,1.4453553524034208,1.4438303071154739,1.3855199283401989,1.4474953102580788,1.4134265018115615,1.4224235355575496,1.3474605146406389,1.3851606033717834,1.3647425904830426,1.4083678078222115,1.3482143422210129,1.4116031365301978,1.3405990942076966,1.3670577641232091,1.3144644462724544,1.3645954890670136,1.3372257931697051,1.3850561566438686,1.3159195764654077,1.3560012409803743,1.3525003240243056,1.3790474447824461,1.34356802541027,1.3799408858302453,1.3549086272843178,1.4316829579260517,1.3701065709848443,1.4355486531355433,1.3468213171653265,1.3775756776943016,1.3646704244127918,1.429542260153884,1.3217688578076459,1.4080929664244584,1.335770753242605,1.404615507466262,1.331573964695336,1.3796131064585584,1.3381294037329485,1.4054976620766941,1.407237479806139,1.4642110931610122,1.353286708152064,1.4031701451988912,1.4442041768622318,1.4797985546008081,1.3232256408230973,1.391524151822742,1.3574656747501421,1.4009103303167907,1.336808116797261,1.373954433480397,1.3400483411003687,1.3863288585935871,1.395157029382002,1.4571717696365085,1.3503251238165832,1.3849769212627607,1.3006261731992266,1.3434076709718992,1.3341554065789016,1.3922591962207786,1.3388061502395974,1.362886544627159,1.3349949048913043,1.3805197010869565,1.3528474856531467,1.4045812664137731,1.430057152056669,1.4663044353215808,1.3412350292299495,1.402862418532007,1.337828302626421,1.4030750468225968,1.3143725454822999,1.403810660412706,1.3201806512954601,1.3682243879248872,1.3606047326906223,1.3760297984224366,1.3800708306503542,1.4492594977462976
Heliolisk,Volt Switch,Thunderbolt,35,1.5413385858269077,1.5728007449921837,1.544200742304985,1.57305784859538,1.590083736989553,1.6362816614836821,1.9005388093990234,1.8302988620991814,1.5995428979095763,1.6735728430610028,1.5587840665289503,1.6043201307198225,1.5472117229749376,1.6441007152410305,1.9740837961763347,1.907934612394804,1.7051763446060313,1.6365159418287332,1.802338155530768,1.8070510800984307,1.6826168317159607,1.6581658000198722,1.5702792648650885,1.6205808284948204,1.520885140322932,1.5925666417283713,1.604189448578486,1.6529420954048466,1.6467502133178222,1.6189792883672192,1.6564122744224858,1.5840831161434996,1.6954824647495665,1.6318067687375273,1.539653180517513,1.6153635751556978,1.8572544964893718,1.6745966384534,1.7810591060369887,1.7184901209082868,1.6209735604738476,1.6471299323969277,1.6934517421246862,1.6806376282381175,1.539055900621118,1.6124401064773735,1.5890216239982413,1.6241806063513,1.5426652912175889,1.611737306102817,1.5225167960025074,1.5665616088848868,1.5505040843265165,1.610936812503587,1.5466752064414302,1.5808038062996088,1.5277569279730987,1.5670579758008827,1.553921456508314,1.5894955132163795,1.5464862361037588,1.5949466207870127,1.550881852953676,1.6130152996175096,1.5674717506560274,1.6470947357146681,1.5290628706998812,1.5778744343394402,1.5054989639633114,1.5775578514192978,1.5221432192484174,1.6035798312773784,1.5875360764764261,1.613636622899579,1.554511104967284,1.6217943884518393,1.5495085852665746,1.6163873610449164,1.5891976305869682,1.6829402261712438,1.5483690364741083,1.6002257833581144,1.5879474193364822,1.6401439708643943,1.5114933449188357,1.5851238200560844,1.5220765836849055,1.5779738709435016,1.5283155418852905,1.5613561397892861,1.5554879321137929,1.6190616957640678,1.6438338990032866,1.7241978382154084,1.582089552238806,1.6296957649674877,1.5212996946179922,1.5700207323564843,1.5627236097120427,1.6340442530133037,1.542420794980522,1.5992001930568485,1.5771654211956523,1.6139011548913043,1.5533994747592648,1.596330609862854,1.6616678741044837,1.7150205264428882,1.5493113993154135,1.6282505090609194,1.549544840803171,1.641169040463435,1.519504308849447,1.5917209031237425,1.5312574280960305,1.6092322319942953,1.566678352322524,1.5748028045574058,1.5541639836874868,1.6211311440223226
Mega Manectric,Thunder Fang,Wild Charge,35,1.0631707289754917,1.0851780796930428,1.0645565367632943,1.0860401868560825,1.0618509227253634,1.102014234902872,1.1283634156497095,1.192713954562686,1.0673094779732322,1.1242799171111737,1.0602171357214498,1.0992869525941376,1.0622713263941386,1.1203233122056173,1.1364532519180288,1.184455234726181,1.106178106324916,1.1095011917510103,1.1255034357092377,1.170910569382594,1.0788974265558242,1.107322889411453,1.079103703483341,1.1182623519505597,1.0567365320926396,1.1015648916821235,1.0794705264574367,1.121491843366655,1.0728358708912271,1.1044567015745912,1.042756405946585,1.073054882124255,1.074761998233389,1.105610216900579,1.0574704289146302,1.1011155146822544,1.0986462441088776,1.1169718428392805,1.1013860218224714,1.1407423010489952,1.071741480188733,1.1180317513905866,1.0838930079677669,1.1088385059596622,1.0562058562555456,1.0961490683229813,1.0720217039390851,1.1147450886344106,1.0597434323361328,1.1093102291641617,1.047081777330473,1.0743614870531735,1.0577927419509117,1.1036672852141642,1.053057163117323,1.0737356177230826,1.0398314668588184,1.0673832327538755,1.0457751042595853,1.0671607084314936,1.0656321686959591,1.113894035644962,1.0613684657883553,1.109838504037399,1.0569806672736035,1.0993198736143095,1.058925354773516,1.0910329071657658,1.082071493776535,1.1195571848782113,1.064447361921722,1.1134523144116155,1.0573573196746557,1.0978884566683018,1.0715392799993297,1.1151045986545018,1.0523231100176471,1.0936715056741333,1.0944857296715131,1.1525363489499192,1.051719074104668,1.1034197918387576,1.0959426392761624,1.1364451146645422,1.0447095066945773,1.0864074410521742,1.042822023982051,1.0846993655598853,1.0514954558739613,1.0789550597764819,1.0733810948042013,1.1018206162620854,1.1096653442825544,1.1505010432804679,1.0651089922846266,1.1084700650247634,1.0304541506738014,1.068998122881237,1.054465247143006,1.1029212546458715,1.047643672217051,1.0856345020167546,1.0582880434782609,1.097443953804348,1.0454965470284991,1.0834062834354636,1.12639459067858,1.1499718264509378,1.0729252574498056,1.112234248304955,1.0633564179624548,1.1132366392264472,1.0410901874800518,1.1028711785848102,1.0588162586165915,1.1034561445210365,1.0639263803680983,1.0916213847502192,1.0932818201330758,1.1355655720111613
Zekrom,Charge Beam,Wild Charge,30,1.226982605648564,1.2726901802157853,1.226129455429705,1.2753263582261471,1.2032885939661584,1.2633880918525027,1.2746622860350796,1.3398103705790594,1.197215832721964,1.2576926825052726,1.181649407841861,1.2404035841674914,1.2012792928999245,1.2716822701634007,1.2932798575983235,1.3557360611966698,1.2081194514491,1.2430861169643166,1.277145083146718,1.322803402501639,1.2122296558805021,1.229139204451363,1.2415315784912635,1.2920103422808635,1.1769658552716664,1.2399429638809445,1.2215646939271092,1.2840181956261822,1.2022637717306923,1.2663564410665666,1.1743358736963667,1.2179307180908914,1.2091757450845684,1.2620105015212484,1.192508530856452,1.2641772887943568,1.1965200298162932,1.2610759113205732,1.2020895648144247,1.252538231453006,1.2089106457822272,1.2586504978341424,1.2173977133724523,1.27316690932883,1.1999041703637976,1.258676131322094,1.217301696744409,1.2652462177988288,1.2271706042060895,1.2779145491712498,1.2148652347026159,1.2526683793733613,1.208444129856714,1.2643047079754368,1.2114051741885308,1.233330283413775,1.1889292541107475,1.2386085007155652,1.1955658226786516,1.234776575711138,1.2281409917063704,1.2568157755426153,1.228899277518062,1.282979175520612,1.1894500080329888,1.2661811171209767,1.2239708272922982,1.2777118755766441,1.2415631837479897,1.2814397287467578,1.2144259141308444,1.2666415359218002,1.205165352893533,1.2766908887646728,1.2270926014359798,1.2755590184398589,1.1956642149601329,1.2587172980562389,1.2682067851373182,1.3387937533656433,1.2048203829138902,1.2650568129669402,1.280899675638764,1.3101206396175953,1.1989711284015958,1.2433745408586439,1.2036005281633442,1.2675812909943855,1.2098648592225578,1.2553757080625183,1.2028674271405717,1.251478055227099,1.268172333813929,1.3149901045071508,1.2008860887436408,1.241366530777265,1.1796850923150197,1.2289804723615274,1.2070148320539094,1.266351731564139,1.2072258420381288,1.2421225910987004,1.2142663043478261,1.2482082201086957,1.1918830853029863,1.2778790973640697,1.2930612573452467,1.332794011108428,1.218564119780757,1.2737762467431049,1.2050089289603205,1.2794895248050873,1.200926992409209,1.257739970302938,1.1952555265034468,1.2596814832422154,1.199325153374233,1.2596757230499562,1.2563854904485943,1.3012556342562782
Zekrom,Charge Beam,Fusion Bolt,30,1.2728901888561586,1.2422760663260652,1.2695654956165612,1.2436008190951557,1.2034234671660828,1.234935626948436,1.27046740317071,1.3003722570127048,1.1462303787180916,1.2224355120150185,1.1509488478987187,1.1992082417253953,1.140850148281677,1.2363668081642147,1.278228541171434,1.3199260953325147,1.2162855366333898,1.2116947044802928,1.2352524203230504,1.2762531611079417,1.1722038220779651,1.184115523465704,1.2049688476945224,1.2513474326025011,1.1353805654826707,1.2001617442182173,1.200219943730289,1.2416720673009254,1.201650412263568,1.228735551536907,1.165656849290689,1.1777192892256705,1.1868334314783917,1.209830045473877,1.1553840033052287,1.230155238634451,1.185035346734635,1.2422964557083773,1.1612250916291023,1.2157770569153643,1.2087091706575985,1.2201415226618675,1.2039293167788603,1.2528065624814124,1.1899236912156166,1.241220940550133,1.1853653296560545,1.23131632591882,1.1742622255694297,1.2184242669721346,1.1850959204032807,1.2102921312604287,1.2038050236259636,1.2376465861917243,1.200619896150239,1.227097010316353,1.1539015822499774,1.211977462195134,1.1523295441549828,1.188643138690027,1.198054526204341,1.228747573672137,1.1871228219294518,1.2646302592435188,1.1669255074171263,1.2120601938627966,1.2010192873775316,1.2313342998989498,1.1892252184371062,1.2933215481141236,1.1999844016066346,1.2509261546060757,1.165387116277478,1.2634809094123953,1.2063404294535065,1.2535836663566826,1.1564412041271108,1.223976917032705,1.1968228325255788,1.2909316101238555,1.1535235053325255,1.1993777190373918,1.2410373869003586,1.2720366471291187,1.1484359571863028,1.2032169516963547,1.1483795476259486,1.190342769422348,1.1455094570708828,1.1762953890690457,1.1593691312513041,1.2169176462405231,1.2187575559475943,1.286172280082746,1.1956975843131972,1.2553822310569052,1.1407138654638165,1.1890356652564928,1.1637951995553857,1.2247299315710862,1.1713724273451236,1.1905315958216982,1.161124320652174,1.2070906929347827,1.146885030639043,1.1833114483026943,1.2685824680028979,1.3120180310713998,1.1975229351102419,1.2515892188560545,1.1586044688357506,1.262624678775208,1.1313054217954235,1.165679077448273,1.146137390064179,1.2274209650582364,1.1783260297984224,1.2241279579316389,1.2121592616441297,1.2811440223223869
