Attacker,Fast Move,Charged Move,Level,"Arceus, Tier 5","Arceus, Tier 5","Arceus (Dark), Tier 5","Arceus (Dark), Tier 5","Arceus (Ice), Tier 5","Arceus (Ice), Tier 5","Arceus (Rock), Tier 5","Arceus (Rock), Tier 5","Arceus (Steel), Tier 5","Arceus (Steel), Tier 5","Glastrier, Tier 5","Glastrier, Tier 5","Kyurem (Black), Tier 5","Kyurem (Black), Tier 5","Kyurem (White), Tier 5","Kyurem (White), Tier 5","Kyurem, Tier 5","Kyurem, Tier 5","Melmetal, Tier 5","Melmetal, Tier 5","Meloetta (Pirouette), Tier 5","Meloetta (Pirouette), Tier 5","Meltan, Tier 5","Meltan, Tier 5","Zamazenta (Crowned Shield), Tier 5","Zamazenta (Crowned Shield), Tier 5","Cobalion, Tier 5","Cobalion, Tier 5","Darkrai, Tier 5","Darkrai, Tier 5","Dialga, Tier 5","Dialga, Tier 5","Regice, Tier 5","Regice, Tier 5","Regigigas, Tier 5","Regigigas, Tier 5","Regirock, Tier 5","Regirock, Tier 5","Registeel, Tier 5","Registeel, Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Stakataka, Ultra Beast Tier","Stakataka, Ultra Beast Tier","Mega Aggron, Mega Tier","Mega Aggron, Mega Tier","Mega Glalie, Mega Tier","Mega Glalie, Mega Tier","Mega Lopunny, Mega Tier","Mega Lopunny, Mega Tier","Mega Lucario, Mega Tier","Mega Lucario, Mega Tier","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Tyranitar, Mega Tier","Mega Tyranitar, Mega Tier","Mega Absol, Mega Tier","Mega Absol, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Houndoom, Mega Tier","Mega Houndoom, Mega Tier","Mega Kangaskhan, Mega Tier","Mega Kangaskhan, Mega Tier","Mega Steelix, Mega Tier","Mega Steelix, Mega Tier","Chansey, Tier 3","Chansey, Tier 3","Lapras, Tier 3","Lapras, Tier 3","Tyranitar, Tier 3","Tyranitar, Tier 3","Absol, Tier 3","Absol, Tier 3","Aggron, Tier 3","Aggron, Tier 3","Boldore, Tier 3","Boldore, Tier 3","Cinccino, Tier 3","Cinccino, Tier 3","Cloyster, Tier 3","Cloyster, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Cryogonal, Tier 3","Cryogonal, Tier 3","Delcatty, Tier 3","Delcatty, Tier 3","Dewgong, Tier 3","Dewgong, Tier 3","Excadrill, Tier 3","Excadrill, Tier 3","Glaceon, Tier 3","Glaceon, Tier 3","Glalie, Tier 3","Glalie, Tier 3","Herdier, Tier 3","Herdier, Tier 3","Kangaskhan, Tier 3","Kangaskhan, Tier 3","Lairon, Tier 3","Lairon, Tier 3","Lickitung, Tier 3","Lickitung, Tier 3","Lopunny, Tier 3","Lopunny, Tier 3","Mightyena, Tier 3","Mightyena, Tier 3","Miltank, Tier 3","Miltank, Tier 3","Nosepass, Tier 3","Nosepass, Tier 3","Piloswine, Tier 3","Piloswine, Tier 3","Porygon, Tier 3","Porygon, Tier 3","Porygon2, Tier 3","Porygon2, Tier 3","Raticate, Tier 3","Raticate, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Slaking, Tier 3","Slaking, Tier 3","Snorlax, Tier 3","Snorlax, Tier 3","Spinda, Tier 3","Spinda, Tier 3","Stantler, Tier 3","Stantler, Tier 3","Stunfisk (Galarian), Tier 3","Stunfisk (Galarian), Tier 3","Sudowoodo, Tier 3","Sudowoodo, Tier 3","Tauros, Tier 3","Tauros, Tier 3","Umbreon, Tier 3","Umbreon, Tier 3","Ursaring, Tier 3","Ursaring, Tier 3","Walrein, Tier 3","Walrein, Tier 3","Zangoose, Tier 3","Zangoose, Tier 3"
(Boss weights),,,,0.625,0.0,0.625,0.0,0.625,0.0,0.625,0.0,0.625,0.0,3.125,0.0,1.0416666666666665,0.0,1.0416666666666665,0.0,1.0416666666666665,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Machamp,Counter,Dynamic Punch,35,1.3626138233021508,1.3157471584117777,1.3357666576889187,1.3065959757664263,1.3358469194341538,1.3095648762264114,1.3363119693649435,1.3128754877339859,1.3416423335366867,1.3150000044407077,1.3581132433284464,1.3341986130632097,1.3586925891539976,1.3053516116495834,1.236271686290448,1.1983327690404373,1.2908298571899777,1.3123116857839772,1.317165620650021,1.3001406526576267,1.3551815178455429,1.3454398397334766,1.2744123514588244,1.293423728235109,1.4026622750399484,1.3344722464451053,1.2428360494599173,1.2708338221673283,1.262732272291742,1.256906681148362,1.3874353106768933,1.2915388208867962,1.2442688624053242,1.2306356769005098,1.3006353548960843,1.229785196182671,1.2435804925002354,1.2386340760207248,1.235330389974913,1.2302113064843547,1.3082926304995535,1.3312135628282806,1.2385966590784627,1.2724472429138491,1.297726814303986,1.3308946120512697,1.326295736975583,1.300958669868485,1.3171217809024423,1.1911327127730116,1.234381170891027,1.2459138394559848,1.187900004461899,1.2269277960231106,1.3179095918802926,1.3204850369821788,1.3286221506883154,1.3449992200073788,1.2284391444631864,1.2456560681154287,1.3361933316302232,1.3326465520752755,1.2653138323480106,1.2627014546419386,1.2794308044426328,1.3041189004886369,1.281724595533314,1.3362470694863868,1.2817256733455882,1.3095142226129535,1.2867168594519964,1.3087896697457704,1.2993656390003852,1.3287716269426175,1.2580012969274497,1.2840787348442237,1.2729714419864784,1.3308414759878153,1.2953410468141329,1.3086369275582312,1.2798266800485625,1.3014613419794079,1.245261479754208,1.283576437094047,1.2716933735451434,1.3124458166099067,1.2897514162428496,1.3153949457084728,1.2594273521900843,1.3094776078430865,1.240324811175551,1.2302533442160242,1.3129156778657687,1.276115130626957,1.3203043228732414,1.3533885895910365,1.2718736562125645,1.3167446494208483,1.2670838615263775,1.3028310267644012,1.243918022743033,1.314927791879027,1.2432854383828091,1.300262520905779,1.2481238666460588,1.2915212845472641,1.2375247573488153,1.2869955258178816,1.249280968371292,1.317177305954251,1.2416245295314599,1.3137906531366785,1.2740661404244567,1.2989545750921605,1.2622639083819724,1.2911385651598788,1.263412137191896,1.2845934183837187,1.2617805813583556,1.3083139691632015,1.2760643052795977,1.3126580699307042,1.2533231053091805,1.2583510571948326,1.2820562380984166,1.2890491128648696,1.2492488956006635,1.2978628978111688,1.2935261885553162,1.3251179421236325,1.248108338266297,1.2871301250895724,1.2505007061965214,1.298288344024059,1.2344184398051021,1.2656585993860712,1.2714231915066279,1.3314710767388753,1.3010124007724444,1.2907365056437023,1.2308966115211055,1.2527037977402466,1.233029072336709,1.2681108222560862
Lucario,Counter,Aura Sphere,40,1.104288053190425,1.1198673891336677,1.1053381018054234,1.1145259683695832,1.1070030057600682,1.1164314261708725,1.1031848375887872,1.1149395562523359,1.106348823565405,1.1126347152924463,1.120880043118532,1.1268595754116202,1.0804787239761773,1.0864183852012497,1.087924764376902,1.0079405067017955,1.094483047979396,1.0916416939582212,1.1092904679358628,1.1139271077986868,1.300260537500696,1.1904400369346129,1.0943424732322318,1.1065292825646031,1.2019108456839147,1.150227296105362,1.078426217446365,1.0901527678087053,1.2176003446576016,1.101788871268508,1.0727316042871098,1.0848206526121054,1.2029881765723192,1.103474612306867,1.1594074230779483,1.0500131470667473,1.1514458920364172,1.1005752382103966,1.103501359113239,1.0953392695041744,1.3888837615802618,1.1825677113788489,1.0430009284663981,1.0503746742799702,1.0798918882119604,1.0998396469841696,1.09505879470873,1.0932410618809476,1.163400408210345,1.059243083770709,1.4056053055932123,1.1652636206995863,1.1529795201087218,1.0630051035357233,1.2021561008809036,1.1271722583515267,1.1403067599065695,1.1572510706104562,1.098062627677307,1.0542766139137887,1.2377745396582154,1.1713795321603397,1.1637274486772058,1.108778621264214,1.1207301173106154,1.0876332281231416,1.0917269239750842,1.141676468755611,1.09412919087746,1.1168267196949972,1.1606270005941945,1.1277246050527447,1.1233462261804872,1.1291417558336325,1.068126260860313,1.1004763753376592,1.1340999070736335,1.1409840597016876,1.1339593767233433,1.1205966480417189,1.0860862420433066,1.1340232240138994,1.1264044081417484,1.127148733224605,1.071146130112904,1.1082358496717835,1.0885432580878354,1.1255553130532825,1.055571068052331,1.1072862669740862,1.1207106374090008,1.0966401702631816,1.0791140256255098,1.0815413454708096,1.1125110751682417,1.1491144688584496,1.1325184567238886,1.128105962456138,1.1334006605965488,1.1201762624232903,1.0558410142127126,1.1395220910843449,1.0678006663727835,1.1114516287579461,1.1428689935392073,1.1312147912151198,1.0683008767613418,1.0975777951692067,1.0636459324939505,1.1163169061212168,1.0854769852774933,1.148783232035749,1.096301393935417,1.1158652827954971,1.091756724219633,1.113915912334379,1.0901484255041143,1.0957014659402942,1.1073444214969899,1.128077538532148,1.1171336628562762,1.144848298171878,1.165390807188659,1.0717430623666755,1.0946087957661998,1.1018564652254375,1.0926146478246948,1.1361380449457232,1.096657386561153,1.1301361645023593,1.1098497166142216,1.1301195724418691,1.089516181657212,1.110942814709217,1.1591093440833484,1.1123280888855505,1.065236224928407,1.1256660470565092,1.1141311318240406,1.1214025889443653,1.0904127369985335,1.071980813280075,1.0998121010712931,1.1100222408083513
Sirfetch'd,Counter,Close Combat,35,1.8270670699225506,1.4810616993054384,1.6846156301287252,1.4771319865218058,1.7046094541254209,1.4773560321168007,1.701912296444989,1.4835856671779775,1.6761960356447654,1.4787113178725348,1.5051150773056037,1.4341980282458775,1.6251320657816533,1.4344934461160974,1.542888778781215,1.3057930533776065,1.6338141537684996,1.4230363847503464,1.4479934195017294,1.4205204342872522,1.629556448245142,1.467089160433564,1.3795316458633324,1.3655385200628591,1.5602221544702262,1.4181367974578791,1.3738050659127268,1.354927922546456,1.4364870368887646,1.352488139472399,1.5509099351212632,1.3859743945144183,1.4327908197918986,1.3772574884562478,1.5484664402207582,1.3412743833819578,1.4132627160142643,1.3663277594989296,1.3968154952065284,1.3490554919856779,1.5127854850163955,1.4404968119335748,1.3968461652909083,1.3627035217725285,1.4098181607840279,1.403577054431017,1.5275208646526353,1.4298347978167307,1.5634774642353335,1.2741033312505436,1.4644375793245066,1.4121623126339538,1.4880434033746568,1.3579490415178008,1.6134733376019914,1.4372153692260616,1.512042058780489,1.4590077310092886,1.473713956938814,1.3632587315295746,1.589776666731112,1.4473132753037112,1.3858426873550733,1.3723685233019567,1.418539251048176,1.3755147573053719,1.341172928926867,1.3880272600085826,1.3874754594940202,1.3851477415612705,1.4595632228770963,1.4287465364998995,1.4624689996365952,1.41695533716098,1.395741153243477,1.396948063988997,1.360228647619033,1.3874770923357151,1.50007555966721,1.4355014142996645,1.4561290168772392,1.4213820892792723,1.3928016500953249,1.3941037696995293,1.4042291325007843,1.3833083066443905,1.4761455836964659,1.4242726085165143,1.342805024463815,1.3749808273704784,1.418594448027972,1.352420929612311,1.4410855323739113,1.3971318635060117,1.472740467202862,1.4329534348238036,1.4170357229733634,1.4199275482047267,1.3684488877066674,1.379972305011632,1.379202265775258,1.4155980762454916,1.3494756112255208,1.3877388311264773,1.3349888229280717,1.34597591560306,1.3679211322320903,1.3901634716175666,1.3650651761840409,1.3840614092937151,1.342733571837055,1.4121710045085183,1.4055475746989279,1.3931598076155305,1.382239606476072,1.3822524031698789,1.4094636690814117,1.3626305261809841,1.4132793487170294,1.3919827897798536,1.4186036505794253,1.4200972270902974,1.4184503498655436,1.3609518584252347,1.4198000978388348,1.3623488237280024,1.309339750280909,1.3651299080136294,1.4524984532985235,1.422791946582275,1.3664865323602415,1.405144870107279,1.3362599756925337,1.3794649596642883,1.4133619849373402,1.3945793263713393,1.3244854931027985,1.3860823041322976,1.460688014102661,1.4103845212745154,1.3719649914767515,1.3416833929156646,1.3884056453574718,1.359052619455841
Cobalion,Double Kick,Sacred Sword,40,1.3090147887611303,1.3255400475611896,1.3118150150876564,1.3271402736738644,1.3132381734794274,1.328057508312142,1.3120289966746923,1.3270645786491755,1.3168203206031959,1.3321840470430801,1.2951790508234753,1.3363647864589496,1.2549034174010074,1.2716137816101876,1.16586374164667,1.2000808444694098,1.2810868452912478,1.301388177903955,1.309411758109013,1.3380837411432653,1.3264876505688672,1.358240803467028,1.2827333730181893,1.3524104700179038,1.2791971975385639,1.3017990008331024,1.278954685866087,1.308230965605216,1.255846979282673,1.274304125943491,1.2708456317158285,1.2871548569106408,1.2980821532736313,1.285151759673065,1.2120669882517736,1.2222047281939397,1.291712255048757,1.3027377024093354,1.2608740947104349,1.3006166454241654,1.3138287126310224,1.3344280748766186,1.2270930324267635,1.281655847245057,1.2784522530035716,1.3207442109502343,1.2766857552275233,1.3175925677411437,1.2654283217052806,1.2273055588281192,1.2484960115870747,1.267919057736448,1.2168829039252012,1.2401730047922144,1.2936626714427637,1.302685568764395,1.3083628203199746,1.3467858759357956,1.22580186313519,1.2473079653657355,1.3861677192849415,1.3619968544398515,1.2889002294082361,1.3206700201798913,1.2428356137978058,1.2929770433318972,1.324566102691271,1.3931574987748887,1.3009680730094395,1.3645197103488331,1.3233093173863606,1.3889097869196712,1.3500840637811682,1.4021132373645955,1.3095267041903906,1.3721074314055015,1.3411482980807568,1.394573491779731,1.3055442123352565,1.3707406065595538,1.347555123371208,1.4193913699755072,1.2967860357425804,1.3579993417889862,1.3009312336793255,1.3692070133148135,1.3163035342991076,1.3957847332161515,1.3022734264803943,1.3692629801724705,1.2503872794287851,1.279852202950312,1.2733714383435504,1.3523898287247758,1.3138901625018173,1.400214473476749,1.319331756693807,1.4040326041606483,1.3132663677727567,1.381629485779232,1.316137140446198,1.3843215802974502,1.307067952878023,1.3649685574921568,1.307880185015507,1.3671034696241338,1.2907208745463052,1.357886545059134,1.321629760009131,1.399941827788035,1.343508132622255,1.4179270125413945,1.3042288158173911,1.357431470956472,1.2924416623338373,1.350827266880168,1.2906244860020866,1.3554296963017038,1.3352501555054002,1.411661706314082,1.3227769157759064,1.370774188093549,1.2631911118765597,1.3122557098905163,1.3100614490587579,1.3743579346664778,1.3156368548505224,1.399951983923533,1.324269858002749,1.3955294689906634,1.3277816397690334,1.3842515785483587,1.3111021559856666,1.3734024774290055,1.318715709437204,1.3700835165044805,1.329511494379945,1.4030877405511044,1.275507814951695,1.3143451822730718,1.2690646481610393,1.3191934076475889,1.2908575508290745,1.3306158416368379
Breloom,Counter,Dynamic Punch,50,1.4433527433765838,1.2311959926819196,1.3575250980319693,1.2196490055137559,1.3774889424137797,1.2242663692163145,1.3699775290865415,1.2278350485686473,1.351287690681063,1.2316961628593521,1.276119654026065,1.2323248333383068,1.3175170442840034,1.2186663781032332,1.2437480580661142,1.1070177993948935,1.4759021582132175,1.2259422765341081,1.1586852873040236,1.1644646227267963,1.333140346888398,1.2549390184487463,1.1301900513374703,1.145225346823687,1.2269333026904852,1.1926338547250994,1.1296324618565778,1.1369722748435331,1.1623471591962193,1.1341960955331967,1.2360802737118552,1.1603921956709964,1.2640700715741169,1.1632414256605195,1.1966018404394403,1.1135094273579942,1.125236278485988,1.1290230773083996,1.1412873859169905,1.1294186238378112,1.193930523481653,1.2057435038740156,1.1519184626512287,1.1508054388914006,1.1936033245421303,1.2030223967531966,1.3156965960281797,1.2319372580099777,1.2727249736772794,1.0837043238345372,1.1651986905342813,1.1545197925655055,1.096689832950775,1.106210390110454,1.2848611357544684,1.2101824422724006,1.2219635853318391,1.2204680540806676,1.0975048141155952,1.1055045160162105,1.3028710979183704,1.2531088168973528,1.1266553624927238,1.1234521554043984,1.1202178918317247,1.131109411089195,1.126438560418955,1.183776068371217,1.1792054771323235,1.1849986587292982,1.2371938128610562,1.1931013093589677,1.1936345400453734,1.1808248210102001,1.1548922352680926,1.165804548344122,1.1245670170713087,1.1753636288773148,1.166993313875431,1.1615479812076424,1.2300051967332326,1.2096307118315726,1.11635133941074,1.1537604890680062,1.147594138976208,1.1525995151983808,1.1894989891204018,1.2049353494854043,1.2084072278835771,1.1764161655780037,1.0994869014256825,1.0840085713634744,1.2842308400641953,1.261100923465495,1.225020118626267,1.2219263532363822,1.1514855240315298,1.177986584564297,1.1340017576109684,1.1620133732129734,1.1280304407444561,1.1655885382652544,1.1074502496221958,1.1469469927347906,1.1493728120660234,1.1542920633210403,1.1388977763813495,1.1487248037591058,1.1584799249598794,1.1735302785564607,1.1308701839315876,1.1855058451144418,1.1441978418441163,1.1720262257162877,1.1180656438892738,1.1431856128937126,1.1457820039636368,1.1520379803597387,1.1403245580631816,1.1581304067594458,1.1711505465715937,1.1635901930890191,1.2249459736177764,1.1591909434497485,1.1770061930657252,1.1571842132013903,1.1158887026299131,1.1834840031883913,1.182968630498541,1.1800989678122602,1.1158822929972687,1.1550969197536634,1.1156612490423523,1.1613004149335937,1.1366710723128093,1.1395644908497888,1.1176241820781396,1.1733037619176754,1.208005333978553,1.1594937814214907,1.153176490209,1.1390254814346021,1.1111722679828513,1.1355700027545608
