Attacker,Fast Move,Charged Move,Level,"Zamazenta (Hero), Tier 5","Zamazenta (Hero), Tier 5","Arceus (Fighting), Tier 5","Arceus (Fighting), Tier 5","Arceus (Poison), Tier 5","Arceus (Poison), Tier 5","Eternatus, Tier 5","Eternatus, Tier 5","Eternatus (Eternamax), Tier 5","Eternatus (Eternamax), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Kubfu, Tier 5","Kubfu, Tier 5","Mega Lopunny, Tier 5","Mega Lopunny, Tier 5","Marshadow, Tier 5","Marshadow, Tier 5","Meloetta (Pirouette), Tier 5","Meloetta (Pirouette), Tier 5","Urshifu (Rapid Strike), Tier 5","Urshifu (Rapid Strike), Tier 5","Zapdos (Galarian), Tier 5","Zapdos (Galarian), Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Naganadel, Ultra Beast Tier","Naganadel, Ultra Beast Tier","Poipole, Ultra Beast Tier","Poipole, Ultra Beast Tier","Mega Blaziken, Mega Tier","Mega Blaziken, Mega Tier","Mega Beedrill, Mega Tier","Mega Beedrill, Mega Tier","Mega Gengar, Mega Tier","Mega Gengar, Mega Tier","Mega Lopunny, Mega Tier","Mega Lopunny, Mega Tier","Mega Venusaur, Mega Tier","Mega Venusaur, Mega Tier","Weezing (Galarian), Tier 3","Weezing (Galarian), Tier 3","Amoonguss, Tier 3","Amoonguss, Tier 3","Ariados, Tier 3","Ariados, Tier 3","Blaziken, Tier 3","Blaziken, Tier 3","Combusken, Tier 3","Combusken, Tier 3","Garbodor, Tier 3","Garbodor, Tier 3","Gengar, Tier 3","Gengar, Tier 3","Gloom, Tier 3","Gloom, Tier 3","Golbat, Tier 3","Golbat, Tier 3","Hariyama, Tier 3","Hariyama, Tier 3","Haunter, Tier 3","Haunter, Tier 3","Hitmonchan, Tier 3","Hitmonchan, Tier 3","Hitmonlee, Tier 3","Hitmonlee, Tier 3","Hitmontop, Tier 3","Hitmontop, Tier 3","Machamp, Tier 3","Machamp, Tier 3","Machoke, Tier 3","Machoke, Tier 3","Monferno, Tier 3","Monferno, Tier 3","Nidoking, Tier 3","Nidoking, Tier 3","Nidoqueen, Tier 3","Nidoqueen, Tier 3","Nidorino, Tier 3","Nidorino, Tier 3","Poliwrath, Tier 3","Poliwrath, Tier 3","Primeape, Tier 3","Primeape, Tier 3","Seviper, Tier 3","Seviper, Tier 3","Toxicroak, Tier 3","Toxicroak, Tier 3","Venomoth, Tier 3","Venomoth, Tier 3","Venusaur, Tier 3","Venusaur, Tier 3","Vileplume, Tier 3","Vileplume, Tier 3"
(Boss weights),,,,3.8461538461538463,0.0,1.9230769230769231,0.0,1.9230769230769231,0.0,1.9230769230769231,0.0,1.9230769230769231,0.0,3.8461538461538463,0.0,3.8461538461538463,0.0,3.8461538461538463,0.0,3.8461538461538463,0.0,3.8461538461538463,0.0,3.8461538461538463,0.0,3.8461538461538463,0.0,3.8461538461538463,0.0,3.8461538461538463,0.0,3.8461538461538463,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Shadow Lugia,Extrasensory or Dragon Tail,Future Sight,35,1.7080174310435936,1.739869691677804,1.7612013619050602,1.7465163364210352,1.7648596116881556,1.74393102405483,1.7286262099311551,1.7791069303449665,1.7789656079089775,1.7840872324207346,1.7513057929724596,1.8040537105116656,1.743467918463654,1.8258160798764909,1.7149940023386825,1.685799911778934,1.8066451666606003,1.8585518837442294,1.7754598283090761,1.7783041408485174,1.7477482171397045,1.822275404784776,1.7781155908729716,1.8674016018696324,1.7728478191060029,1.834487908673527,1.712645462734443,1.7372747519576082,1.7878108489032591,1.8402808662587622,1.7082205038378353,1.6922613984155137,1.697677653997148,1.7542936576718247,1.4600815710483652,1.455881270796723,1.7227710268261924,1.698890144329213,1.683192912422669,1.7044736991769736,1.744728673058001,1.8233047871151629,1.743955103230316,1.8375246502005131,1.7890592283590403,1.857140865655113,1.7248741753812786,1.7608582764723066,1.764484211671095,1.8712239074130768,1.7811613480636228,1.866056918885064,1.7857216822307835,1.7592027009234397,1.7779111921669486,1.8599074405841514,1.7715810723647516,1.8929090349519073,1.8122194310163384,1.885310649760938,1.808599045569429,1.8623797818739976,1.785078115638486,1.894995209717607,1.81503973199662,1.8760548337905052,1.808540455669767,1.870631093303432,1.7723674771065308,1.8471343894036614,1.7838095388176265,1.8744861479313497,1.7792866131068825,1.8967537250481497,1.7249845768612238,1.7894220473774318,1.7849956506048648,1.8537553119494212,1.8464441429164127,1.926988861163012,1.7434183919950121,1.8408237188375498,1.7934843776522773,1.8740688841719075,1.8030921752233602,1.9360666538293743,1.721065806734651,1.8054021326910281,1.7817767064966785,1.8722129137364258,1.7290272412319247,1.7822735107908654,1.7305120317564864,1.7870256275394079
Hoopa,Confusion,Psychic,35,1.6015877648946275,1.6042938802515996,1.5742541927380425,1.583056062492135,1.5749004252063286,1.5817996984649092,1.5382600327954405,1.559944355082906,1.566279940000941,1.5897795233728778,1.4934555233254567,1.5574577633460474,1.4941847388860734,1.5598806343424996,1.4294416705972823,1.4778339382151884,1.4459271963391416,1.5450766189447884,1.4963563091294305,1.5581337660172343,1.4960220730084195,1.5574896677944141,1.5346876148210948,1.5872644830681482,1.5629661720587513,1.5793094968769983,1.5124379639733327,1.5296680914914929,1.5474404527594834,1.5724236529231714,1.6354227725932666,1.5260482373288606,1.4818019560515998,1.5037358550693032,1.5315018042849866,1.398485045158599,1.4371459888366709,1.4800060426303583,1.5575116385508885,1.4976502630127437,1.513760452675972,1.5468390360463125,1.6084914444425042,1.640935861480442,1.5627076076186035,1.6149044217321018,1.5544120256291418,1.5568171237344883,1.5542635676237766,1.6213151937572208,1.5112540907236354,1.58497031476117,1.7921483195887848,1.6374765263503832,1.5354547133201528,1.5915634969352228,1.5610502198570604,1.639202760211355,1.5550268463805674,1.6092785940748884,1.8418582832103734,1.7249077389055145,1.528046076722153,1.6111975218422439,1.536004607526588,1.6105242828308102,1.560932215115254,1.6107621193428119,1.5592055157335458,1.5972410614826382,1.5118923734716512,1.5926836648439704,1.5469299732126882,1.6286330745820117,1.5109087220367599,1.5507416968374865,1.5418782513058416,1.5775693959700787,1.5471465375029565,1.6196193615761567,1.5371512188994383,1.5970493258997198,1.554345849552798,1.6326191079984684,1.5831864300705092,1.6678737371396635,1.5100866384013318,1.5665354151905255,1.5129542959789273,1.587066068346832,1.5146721074170646,1.526777433818418,1.5220630543437712,1.5379785127489938
Azelf,Confusion,Future Sight,50,1.465353590505146,1.4698311495735192,1.4782583779434242,1.4800276374799204,1.4756174015515593,1.485058194995766,1.4886934449804743,1.5081169657050586,1.4931301250519162,1.4906964803226581,1.4715742449912645,1.5230577343906642,1.4512019372418494,1.4849170909862306,1.5456059072010744,1.4504100556165076,1.4549633597889124,1.5157273056541267,1.4826001847705175,1.5014789404863702,1.4615749975420345,1.501681121201409,1.4807459943673145,1.5219663679404127,1.5426899476654874,1.5304150598418684,1.5004725275708892,1.4791032473149253,1.4382250025186774,1.4943927495333957,1.5867376135248834,1.4439044682052813,1.5204371805562331,1.506842468402163,1.5945870555196977,1.3004661330650107,1.5512072505685437,1.4589630758122305,1.5507633101961558,1.4380775831173531,1.4502549676514893,1.469012223934705,1.475487740659397,1.4718990108534924,1.4774672720895619,1.495810069105421,1.4826659667062818,1.4532009756235593,1.4354595639857308,1.4909769165849152,1.3987700151944475,1.466896997200235,1.5040071968978637,1.477796053493204,1.4307026533799012,1.473079474200241,1.4618120844147344,1.507849645834979,1.4590778582524826,1.4927370146268706,1.5069418387861588,1.5422351836100143,1.4455127646164558,1.5185383834854993,1.4392121470712413,1.4922296525448118,1.439182401467923,1.465936966752435,1.4465275586841568,1.4829351690531964,1.4446012201846758,1.526356898235863,1.4640723862992626,1.5346697550712551,1.4478607334093108,1.4556926290641357,1.4238062076465885,1.4639556664476285,1.4633335110333323,1.5293633645703124,1.4429025601993761,1.4913011679983037,1.4393872681269175,1.5007379480528855,1.4746382133557396,1.5059269029116868,1.4496042527424091,1.4845093403187688,1.4513036550461977,1.4739288316336487,1.4447447538280789,1.4513544307672817,1.4387386672240412,1.4450365678028234
Metagross,Bullet Punch or Zen Headbutt,Psychic,50,1.4092074203431462,1.4423062611523987,1.4221658142451774,1.433250286979604,1.4225826446256566,1.4354516175443628,1.3974586988136517,1.4427124845361972,1.397342816347983,1.4228550293082762,1.4632224267483391,1.4951487525343141,1.5139148077551703,1.5585226049799372,1.3915690700942347,1.410410991542263,1.4025542979823868,1.5010513810265704,1.4169886102543572,1.4821187019335098,1.4639221558315194,1.513558186011837,1.465273289148303,1.538616841081327,1.4113151324563664,1.4488887233445487,1.3384850800253556,1.3630819017953117,1.4314552137655834,1.5065874053678463,1.4722992015952394,1.4079153438199519,1.326394636233641,1.3745831671766118,1.1729741294806113,1.1697906026786316,1.3981643043264331,1.4106282267472898,1.3006570127854795,1.3381709262363675,1.4321458607258024,1.4807049987083818,1.4169126191909838,1.4959468453256568,1.4649866980567618,1.5551900998523986,1.4931154231041606,1.463819471211572,1.4834124630627368,1.5497695233966418,1.4444185796071918,1.5236238407005738,1.4249330409451697,1.43896484392053,1.4837098535755282,1.5391196226508794,1.476983436137685,1.5604869046790817,1.490402354063453,1.5539879479280116,1.463168402313991,1.4910647945927205,1.4707841530070018,1.560156120638232,1.4909105531001803,1.558082860338209,1.481939472309262,1.5364675104603078,1.466045903267459,1.535879664517149,1.4902721823107459,1.5798788567531212,1.4938646208004849,1.5573093118462216,1.4258398145335884,1.4701681433961178,1.4654135116844478,1.5044162931696903,1.5078180826576415,1.580585980877449,1.4459807579593664,1.5219431386361846,1.479139161570878,1.5582244268211383,1.4583315339751375,1.525127213770517,1.4512991999373415,1.5037247918862953,1.4492751942703532,1.5069666285952816,1.4139869968835879,1.4779405514294426,1.4307524696706857,1.4790167832067427
Mega Medicham,Psycho Cut,Psychic,50,1.9648242477117,1.8627117656616639,1.9056961094250424,1.8835529817815955,1.9078885131161143,1.8848262094594253,1.846659159041277,1.8538991534276554,1.7802890910985332,1.80015245094771,1.81127015027499,1.8702783048921385,1.855417447954303,1.8880931454066492,1.8367419040692456,1.745440648375147,1.7900730864954824,1.8494365086989548,1.802501241230517,1.8189279982787285,1.819107731439337,1.871092749462827,1.992688440799926,1.8966676874239272,1.8127222914936891,1.866340142509569,1.7689180689107453,1.7617588734200595,1.8060259221214636,1.8497995963884766,1.994940556316413,1.7899644378287078,1.7908739156202365,1.7919744596239846,1.8250463939813601,1.536467952120874,1.8434339357102343,1.7497551086523937,1.849444951482341,1.7745075789376759,1.8442358988648273,1.8765118466079778,1.8042309998190826,1.8587646684057029,1.8040511680115447,1.8993304140247256,1.9046338390790882,1.8509767420428975,1.8076058694400434,1.8692809347483277,1.8081519875255805,1.8710236002992173,1.8263835920018638,1.7853970587259465,1.8114563532502832,1.865785878749963,1.8587870304969865,1.8931412379679995,1.8277452030286845,1.8823579015337966,1.8488575056406966,1.8749752787853218,1.83057615967683,1.9378765350421956,1.7976050528450078,1.8672996600202636,1.8269795618810207,1.881498629104372,1.8523128136667086,1.9190930406041604,1.8527551653895094,1.9441462924652109,1.791775509010971,1.9113383645932713,1.777356033478558,1.7963845526990043,1.792158732055165,1.8271988995171067,1.8227885766566225,1.9480653794841067,1.786278629419444,1.8467661931055022,1.8254539263336318,1.9059627852978878,1.7942663269322245,1.8876992906922674,1.7972800150629271,1.8869226625718356,1.8044148795340216,1.8685698977097258,1.8317583149143817,1.8268327711189858,1.8516889076000675,1.8119519378323834
