Attacker,Fast Move,Charged Move,Level,"Arceus (Dark), Tier 5","Arceus (Dark), Tier 5","Arceus (Dragon), Tier 5","Arceus (Dragon), Tier 5","Arceus (Fighting), Tier 5","Arceus (Fighting), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Kubfu, Tier 5","Kubfu, Tier 5","Kyurem (Black), Tier 5","Kyurem (Black), Tier 5","Kyurem (White), Tier 5","Kyurem (White), Tier 5","Kyurem, Tier 5","Kyurem, Tier 5","Marshadow, Tier 5","Marshadow, Tier 5","Meloetta (Pirouette), Tier 5","Meloetta (Pirouette), Tier 5","Moltres (Galarian), Tier 5","Moltres (Galarian), Tier 5","Necrozma (Ultra), Tier 5","Necrozma (Ultra), Tier 5","Regidrago, Tier 5","Regidrago, Tier 5","Urshifu (Rapid Strike), Tier 5","Urshifu (Rapid Strike), Tier 5","Urshifu (Single Strike), Tier 5","Urshifu (Single Strike), Tier 5","Yveltal, Tier 5","Yveltal, Tier 5","Zapdos (Galarian), Tier 5","Zapdos (Galarian), Tier 5","Darkrai, Tier 5","Darkrai, Tier 5","Giratina, Tier 5","Giratina, Tier 5","Giratina (Origin), Tier 5","Giratina (Origin), Tier 5","Latias, Tier 5","Latias, Tier 5","Latios, Tier 5","Latios, Tier 5","Palkia, Tier 5","Palkia, Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Zamazenta (Hero), Tier 5","Zamazenta (Hero), Tier 5","Zekrom, Tier 5","Zekrom, Tier 5","Guzzlord, Ultra Beast Tier","Guzzlord, Ultra Beast Tier","Mega Ampharos, Mega Tier","Mega Ampharos, Mega Tier","Mega Gallade, Mega Tier","Mega Gallade, Mega Tier","Mega Lopunny, Mega Tier","Mega Lopunny, Mega Tier","Mega Medicham, Mega Tier","Mega Medicham, Mega Tier","Mega Sableye, Mega Tier","Mega Sableye, Mega Tier","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Absol, Mega Tier","Mega Absol, Mega Tier","Mega Altaria, Mega Tier","Mega Altaria, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Mewtwo X, Mega Legendary Tier","Mega Mewtwo X, Mega Legendary Tier","Mega Latias, Mega Legendary Tier","Mega Latias, Mega Legendary Tier","Mega Latios, Mega Legendary Tier","Mega Latios, Mega Legendary Tier","Absol, Tier 3","Absol, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Druddigon, Tier 3","Druddigon, Tier 3","Gallade, Tier 3","Gallade, Tier 3","Hariyama, Tier 3","Hariyama, Tier 3","Hitmonchan, Tier 3","Hitmonchan, Tier 3","Hitmonlee, Tier 3","Hitmonlee, Tier 3","Hitmontop, Tier 3","Hitmontop, Tier 3","Machamp, Tier 3","Machamp, Tier 3","Machoke, Tier 3","Machoke, Tier 3","Medicham, Tier 3","Medicham, Tier 3","Mightyena, Tier 3","Mightyena, Tier 3","Poliwrath, Tier 3","Poliwrath, Tier 3","Primeape, Tier 3","Primeape, Tier 3","Sableye, Tier 3","Sableye, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Umbreon, Tier 3","Umbreon, Tier 3"
Togekiss,Hidden Power Dark,Dazzling Gleam,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.217082608448275,1.27485438377038,1.1712538815285685,1.20827120002711,1.2377044708491751,1.2896260525636563,1.1539720968667049,1.1834049477581599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2698359496280047,1.2948819187838534,1.131605882521927,1.1612026382560203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Mawile,Fairy Wind,Play Rough,35,1.7152180175158571,1.6392914403085905,1.5908601147693169,1.5166723056895681,1.806667921193022,1.7311348805386546,2.0725760750340627,1.883364158484443,2.013326008477438,2.0505177008732947,1.5800443862315838,1.5469653870947837,1.6898778714382139,1.549545097999453,1.5371927015020854,1.545797390412859,1.8041859869771129,1.7961177916048454,2.067596906956092,1.8802673623757975,1.5295480814557214,1.5471057015314464,1.5613237360841816,1.5980705047448633,1.5179571554661373,1.5181639732547327,2.3705070461214905,2.178466382554243,2.1479959853741533,1.912900505192937,1.6463680554973341,1.5313330316108036,2.0138888133540074,1.9455430969116985,1.937709382442202,1.5788545491457429,1.553573878581033,1.5760917336387248,1.8117596693548368,1.5208274710681824,1.5706709974664772,1.5559956846206142,1.5277535054824372,1.4486409915282572,1.7195766165045006,1.5787936080735445,2.0503176604622517,1.897371740972612,1.8873535204843352,1.8160082266777156,1.798996534480674,1.5687898296741416,1.53321091205542,1.5186624608675852,1.6625026453466376,1.5712273289980394,1.7759715686642066,1.7258183306642418,1.968387741236385,1.741546876894621,1.7275179072402176,1.743781834836188,1.5361467276616143,1.5363766235507628,1.8006932849503583,1.7498530740719287,1.6570915119636649,1.5817910888089992,1.4678880833167864,1.4610745532831386,1.6492883011086155,1.6116146382562502,2.180782864075331,1.7585873791140871,1.7335157179216354,1.6795511023133003,1.5156799604692388,1.485474983497859,1.6376272935810587,1.6059423848618242,1.7195148698995528,1.7772900359028216,1.5651826598323673,1.604225640032173,1.6152106409204088,1.6306902928180482,1.9860433461805111,1.9947805443167015,1.958368001974455,1.956995453405087,1.9168767229573225,1.9357911237795322,1.940544475580529,1.8788924981204989,1.9695784492354724,2.000993334900977,1.931724554044815,1.956710596088537,1.6198299652731516,1.6238545801390807,1.6925839816340766,1.7016152889201959,1.8854611021721481,1.912853727443798,1.9511557849710817,1.8792646549512155,1.537059438879759,1.5500569124652461,1.7344343968986589,1.7182727948177157,1.5098741094569887,1.5655662605048455
Tapu Bulu,Rock Smash or Bullet Seed,Dazzling Gleam,40,1.3282989663796472,1.3194547737286983,1.319918656849471,1.3137445642270977,1.423996691351177,1.431490303761014,1.3396822076342334,1.3614887053768583,1.5052289110150008,1.5161311219448996,1.3554976629002162,1.2487024439795238,1.3994626999835307,1.2666661412896956,1.444862207356081,1.3536389606255894,1.4403789753538427,1.531786460103124,1.402809566921515,1.4331751298137037,1.3607091811314487,1.3823309478395511,1.3482619011299048,1.3770481084783608,1.3856402682273248,1.3940499143405296,1.3565155906863833,1.382126597259763,1.3736694911014586,1.413056919761938,1.341255388313807,1.3466589868133918,1.8638881979434987,1.6735542075044016,1.1593236641074038,1.169755122844252,1.3348802631052386,1.3856289609770844,1.257781963475051,1.303528719959218,1.3470318287145968,1.3676735300320222,1.2718949169585823,1.2933815388554515,1.3368691073476193,1.2431214109127124,1.3323196072720933,1.3533725018149991,1.4221362902091685,1.4439247432128868,1.2604264020945768,1.3040786100874826,1.3804323585018812,1.4562106611676076,1.266976589208787,1.2802032497711242,1.3032151127720912,1.3137325681915757,1.3098559366236626,1.3109970494434746,1.3313737815381592,1.372311132620196,1.2384714028316073,1.272114407700471,1.198037407414655,1.2203742399473088,1.1592487108752898,1.1831159841820025,1.3214847331862911,1.3812514333041754,1.1885884048866682,1.211895111517382,1.3388134790490545,1.3320142359063494,1.3842580499190407,1.4004838202155614,1.2733192843520518,1.2861988538764764,1.2358731490865769,1.2867948432416751,1.237056432985764,1.2995522806162023,1.3869390888267763,1.4259904034171893,1.2723174448199552,1.2883161465895727,1.4939780859880183,1.5505605798095707,1.515537020182982,1.5710860533139936,1.4988304774537822,1.5519754045864522,1.5206274137883156,1.543148312266334,1.488952382579162,1.5288528103722658,1.5118730785684864,1.5967961555479644,1.3081986282634854,1.395110354666226,1.3635750331319696,1.4171393734488629,1.3501250958277946,1.4005720331656453,1.5175325580988495,1.5685552167472938,1.2527281894218723,1.3289554696026356,1.264823388865114,1.2787352359392055,1.2561462150063893,1.3178998448022732
Shadow Gardevoir,Confusion or Charm,Dazzling Gleam,40,1.085198091709752,1.0418421510682707,1.0,0.9655916825687112,1.1262368191765297,1.097373504367492,1.1155507629916668,1.1436339145285523,1.0912082119556517,1.1162342826085112,1.0936346596723552,1.0185803639520126,1.0780477942123166,1.017193731034665,1.0555953504321243,1.0429520457373351,1.1155261177410098,1.1704584808314353,1.1795014691048833,1.1166408965420187,1.0104784743576192,1.018131933575238,1.0,1.0342271659933686,1.0,1.008328435417948,1.0934219515772252,1.130759031190473,1.0,1.0190674362399228,1.007894893088784,0.9904521538129878,1.0943095709501052,1.121589831471979,1.1147313471138687,1.0140347668230627,1.0,1.025328400746737,1.0372437069685765,1.02065508329394,1.0,1.0023748784046302,1.0204449845747174,0.9365819415907235,1.0,0.9917845893138527,1.124900977634258,1.1303963765319571,1.1306597234453342,1.1308880108542014,1.0,0.9859405913422907,1.0,1.0140188635187681,1.0,0.9580903741918168,0.9999999999999999,1.0059421338839643,1.1403913673606472,1.0266920469702423,1.0,1.0358957884841102,1.0,1.0271222465585095,1.1945214245159965,1.1015301192984661,1.0,0.9957928922465774,1.0,0.9791391051888741,1.0949311060099607,1.0558752311805275,1.0,0.9955106273427762,1.0,1.0162349006605262,1.035127378409227,0.9586124529036618,1.0589118489238258,1.03633798956444,1.0807940018501112,1.095238032081784,1.0,1.0394235988938585,1.0,0.9893848305962879,1.1332954419439851,1.1714964519610753,1.1238760267911407,1.169677505899255,1.0965403523249957,1.1335614682823967,1.1493254104624993,1.1522377663898147,1.1427096624789488,1.1577825981614325,1.116788093878761,1.1658719370944177,1.0,1.0509471531492818,1.0990509889072337,1.1155080975665532,1.1290098060052989,1.1586253952107277,1.0862705790381502,1.142842401889954,1.0,1.0286099997079137,1.0737254431831964,1.0997320200120722,1.0,1.0492165950824215
Tapu Bulu,Rock Smash or Bullet Seed,Dazzling Gleam,45,1.2503433973031508,1.2540250179376493,1.264752066383166,1.2793572729959843,1.369240158859632,1.3880530313046184,1.2666628481111433,1.285607366159629,1.4307209412342266,1.4575214455448966,1.295377325519211,1.1955078209240204,1.3237412047252002,1.2116444652230478,1.2642044748953671,1.2660513959458712,1.3885959975735398,1.44089649691002,1.362953758321942,1.3879325284338986,1.3090342608576033,1.3428103029174487,1.272001796523124,1.3355105318875693,1.3065425126570842,1.3503576467862761,1.3183363086539726,1.331759003204321,1.3229007664003973,1.3510946142120766,1.2882023304020553,1.280466192196467,1.660502924917342,1.6042484506682644,1.1066180399605263,1.1337638603894258,1.3010229990118807,1.350124801855374,1.2287856620960707,1.2679967984779363,1.2891202094455312,1.3180866272690757,1.2158249162111867,1.2410778760184327,1.2000086513173323,1.1952885637351094,1.2648408092891144,1.2836818482334194,1.3813941867937953,1.382731402250655,1.2231318483884606,1.2632611214355363,1.3289043619134917,1.4039954318717913,1.1938445380073675,1.2065729220212091,1.2784253775430714,1.266637739276669,1.2647461809251237,1.2756595061619092,1.2885730205615726,1.321000932678419,1.1858487656598315,1.2376003603425172,1.1630350248855907,1.177902147626447,1.1371436687461287,1.142776342616317,1.2839579766843225,1.3380957849677027,1.1513310862707709,1.1703372877108078,1.2484384279598286,1.2469223150110205,1.3180047883191914,1.3404619207034567,1.2306852942916982,1.2343901051497188,1.189782048734321,1.223711627250648,1.1657940346534992,1.2325198393740995,1.365094651044562,1.4080591922980128,1.2308686116042642,1.2503818706399163,1.4678691596538476,1.5083447227385538,1.4619505018839025,1.5279877319490416,1.4288299964813067,1.4600688423498795,1.4626373756616835,1.4980685714340936,1.4135224945779434,1.433603232659482,1.4777151464269638,1.5306177884131238,1.2848993889627063,1.3279065714549014,1.2956172404539663,1.3434953216162653,1.2991152175509504,1.3511129623678955,1.428776749185845,1.5071213450500804,1.2478769799398766,1.3206037506561958,1.181243185147909,1.2016785271694963,1.2224216444807223,1.2870613162342
Sylveon,Charm,Dazzling Gleam,30,1.531003846492175,1.5282083465834584,1.406529145118244,1.407958142170457,1.6243277625307182,1.6080296084962888,1.5924012958738571,1.6285508415764325,1.6690415863132513,1.7021882177722196,1.397310444641768,1.4132681836265886,1.4292914292661307,1.4352788695105656,1.45738789070414,1.4662948647787322,1.6404454000219475,1.722034688424865,1.55800984779285,1.6137126825964112,1.4327623749586897,1.4234881387948053,1.3860770986189754,1.4509535241339977,1.4443175076921781,1.4902935405798605,1.624462427468963,1.6753199350097974,1.4583286884153606,1.5024321956346478,1.397192411555806,1.3948863473398974,1.634060309657394,1.6716208452992514,1.3241820122946117,1.331578375022473,1.4367408471940002,1.4916444250633447,1.351219062660067,1.3881821122878035,1.430375225204674,1.4634752873862091,1.3665125944213534,1.3867093536142223,1.4078287827071532,1.4117650019330963,1.6083555592662693,1.6397216263531964,1.6067309741098896,1.6327551501177615,1.364610667213237,1.399098973551081,1.4451285177165616,1.456750243789947,1.3460447474273143,1.3730030265525264,1.5007502614971864,1.4776419478841247,1.503718163148646,1.5074422928499527,1.5051519820807073,1.5365002679364443,1.4000294842039651,1.4402650102576715,1.4984931249397728,1.5056828585139115,1.3439069761121238,1.3700501359153676,1.3541716888213902,1.4229691443822527,1.4423593232886214,1.4749638711898694,1.4548406251283437,1.4415973990293494,1.4672888453006798,1.479246860769298,1.4097871430331739,1.3835061651879363,1.4232258529895179,1.4682847067131584,1.5119662249951311,1.5628368702370652,1.4723532961549193,1.530969020728417,1.4574424718077055,1.4667205964304548,1.6722052515231138,1.7263700655171597,1.6858318544301503,1.7743014612938708,1.6417565114813193,1.7006674125959098,1.733367074487069,1.7485235924079616,1.655419441866124,1.6889879240802175,1.7114726209248663,1.8029733912445791,1.461701460197356,1.5440686158992392,1.5585819224120028,1.626989333552722,1.6413665228100263,1.7100641235112934,1.6398002955320938,1.71760008306778,1.4310313518834559,1.5194508703953884,1.5069026035488111,1.5324713849396476,1.4450258394819355,1.5173247267252283
Sylveon,Quick Attack,Dazzling Gleam,30,1.680790576902365,1.6890794553215989,1.5491385240195896,1.5628454489946946,1.7656335181696736,1.7796278702896289,1.7590038218760067,1.7996961757996552,1.921082482579809,1.9354953170385534,1.5566101425121224,1.5629705604919792,1.5866755298096298,1.5912244745222202,1.653162483848281,1.671226214703483,2.000018725917641,2.0943253549099325,1.7367105842602208,1.803034596434457,1.6197644115194856,1.6012554877261143,1.5164236485791391,1.6141952263186434,1.6356058747214033,1.673686108695902,1.8426543737026408,1.8893366465446857,1.7487887278798233,1.7777507912593784,1.5603893917025717,1.552560491224282,1.808189883051967,1.8479566796799751,1.4611031177588478,1.4805053397102235,1.7600273761487546,1.8458735616873205,1.6627777226529141,1.7420312404386467,1.5909580422993959,1.6337228426373263,1.5227266228265461,1.5673799980905085,1.5968642315450023,1.599259440294478,1.8891687994139414,1.9332189878385746,1.7765630420524243,1.7982751577750336,1.5329726883459585,1.56628069420158,1.737640298724528,1.7512683450848876,1.4835361032987346,1.5101720023629102,1.6338152311449379,1.6278215387636927,1.6812636773596272,1.7048377193911037,1.66585989056326,1.725637438416338,1.7263124272398989,1.7973921311483758,1.6285714252052266,1.6869619970200207,1.4960381580037518,1.5160441943030838,1.5325427397441607,1.6128658033748164,1.5999511742976469,1.6402132287790152,1.5795097534831855,1.5660999224269345,1.6308457990638483,1.6656586744804769,1.5625024880813574,1.5227262567902629,1.61382264220096,1.6813787822275692,1.6980510914801255,1.777664931765328,1.6967892243014786,1.7478736904533048,1.5979331654128506,1.6097072783697222,1.8776414773315475,1.955570705772292,1.8630583182035714,1.9600149121143,1.846232783083945,1.9047040057412925,1.9605657679216673,1.9898258967267737,1.8391067679432602,1.898053191003051,1.9053250161701951,2.003896015190509,1.6554611933238137,1.7677281434172556,1.783810623466976,1.8653320549042482,1.859260257993874,1.9379047546517034,1.8437691956550755,1.93437835721478,1.7600329693675905,1.8899001037750265,1.7194276569733484,1.7572704069186347,1.6292439543746084,1.7192188873884233
Sylveon,Charm,Moonblast,30,1.6907420376318867,1.6585543573302244,1.5577536564895542,1.5321701843381876,1.7767279590691942,1.7569826231356787,1.751170304255863,1.7807223821588232,1.8147529505032718,1.821338784243677,1.5075539664355837,1.5173101274452898,1.5520759928005954,1.5526863168696754,1.5626500004554364,1.5723408905378635,1.7593108373805837,1.867298028620297,1.7169484533488863,1.7475909229410937,1.5371154397813798,1.531057342439142,1.5449669986305428,1.5901356380689824,1.5863916452921454,1.6026584490090923,1.7769375906939873,1.8149786248751762,1.6175373803370994,1.6201428140720868,1.5192830064664424,1.5056250365570136,1.7907608277185474,1.823422180482442,1.4242425596296533,1.4508263781935233,1.5467948661859479,1.6012000094694576,1.4625736658475952,1.4990487344699241,1.5592376428954962,1.5731991362860362,1.4853149107780166,1.4886104192710257,1.5353236453909194,1.5241652682756583,1.783895396881642,1.7874370283494871,1.7563611005137418,1.756875177316653,1.4991540307994706,1.5091572124566597,1.5530736364421212,1.5724822422996851,1.5036682624201296,1.4930375638496263,1.618680114761703,1.6068956178077176,1.6602007456266132,1.6324250957054292,1.6345353388700685,1.6748893487382883,1.5218635934577727,1.550509714917861,1.6174319276759952,1.6426682384750027,1.484932046700003,1.4894343939305605,1.4984776654985572,1.541588449849112,1.5645296404889615,1.585245745879896,1.5810583931956415,1.571543126099444,1.5968632523113742,1.621219277716946,1.5612227251061892,1.5184258538527404,1.5254049315810567,1.577715516159618,1.6573168699583691,1.6929723312529619,1.5830252381986665,1.6398087339065295,1.5906254277773193,1.590115030796753,1.8184937554681326,1.8654527634744122,1.8200484384463815,1.898178376945391,1.7649571364923942,1.8238387679004033,1.8788029676260858,1.890290440618786,1.8087860592749911,1.8396435307152565,1.8527759887270443,1.939949271332474,1.5584106615518616,1.6497943582174626,1.6626974090906823,1.7353281219056935,1.7649940725676252,1.8195999653407429,1.768837619661016,1.8477217187254993,1.5362540970893543,1.6152869163298424,1.6547599764137464,1.6825701210119788,1.5644370574632323,1.6263826062874818
Sylveon,Charm,Draining Kiss,30,1.7683357485567786,1.7732644548018026,1.637924125622916,1.635272706089615,1.8670823346603926,1.872871662850766,1.8594049915715072,1.8944230273286824,1.9484927411439048,1.970522430615088,1.6166303405781137,1.6169162042335283,1.651395781882154,1.6492529967694836,1.6681205924879734,1.6803649803401495,1.898937560055966,1.9911363602131473,1.803434541580986,1.8597756488551247,1.64583075408109,1.6444680701153993,1.6230732485308448,1.6991780390904252,1.6630268623786566,1.7203331118385459,1.8900413490721468,1.9422190051652215,1.7044171952428366,1.7387418035091229,1.608007717899535,1.607754876969133,1.910387642785972,1.9384740624507137,1.5198395281168027,1.5355662426804384,1.6609487783622359,1.7150642859360474,1.5554690515064244,1.5948436283689182,1.6451376528177422,1.6752651488927122,1.5763773396315108,1.5974512581504456,1.6298733024555638,1.6349297674865182,1.880323239680911,1.8964215645347524,1.8741608445529365,1.8860796024883235,1.6027363538208617,1.6038146440274463,1.6786283563487654,1.6871983769354721,1.5699437639611484,1.5941097045040689,1.711859567491814,1.6889914959892611,1.735942474733574,1.7462960218491308,1.7510746198361973,1.785966156567595,1.6210591376274848,1.6575538553031228,1.7048368826316882,1.7424492347368485,1.5559330860657052,1.5829214154486304,1.5842179659870883,1.6411117252778509,1.665922786691474,1.6998529001844491,1.6744197930764864,1.6517555621810878,1.6887849734696119,1.7090567198254276,1.6413172930383666,1.609309765860656,1.633732110395263,1.6879061370986415,1.7656110218110346,1.8247051669509422,1.7053008507020946,1.7673859696402368,1.6908230672339304,1.7055052933815988,1.937638237308732,1.994157024151957,1.948517651248667,2.0421310931286425,1.9019982191361229,1.9691595385701954,1.9948953122771063,2.028126331677284,1.9154915931434093,1.958965702416479,1.9847164188023403,2.09018662475503,1.7008712252606715,1.7897791719729166,1.7945796517724508,1.8810366519516408,1.8897829405737503,1.9712774228744103,1.8992694230871408,1.9930164262971077,1.6553256457485133,1.7472455316767743,1.751870576706205,1.7861348514776956,1.673790613632392,1.7526706339680107
Sylveon,Quick Attack,Moonblast,30,2.0608907265798613,2.0194898918772775,1.8966381812650672,1.8653256187577243,2.1770519982039587,2.127564297017068,2.123069000744895,2.175685541399229,2.280010665333598,2.317678356289849,1.9659908802144244,1.878928135076186,1.971634562703733,1.9243918456206874,2.036261772954819,2.0033377532331307,2.609551415990503,2.740796836645853,2.1224708748173935,2.166926333383537,1.9428789990991486,1.920602647529034,1.8600095557301857,1.915752111139141,1.9404809646332444,2.0194845377211346,2.2087720817128322,2.273335074832415,2.1839863888776976,2.22867092774249,1.9160587722540592,1.8618015208011798,2.222238760385768,2.2108420447314705,1.8168769709605115,1.7719732944791482,2.190582695436703,2.3422075890774154,2.1948332426820523,2.2795430492815467,1.8906996810524341,1.9172512204203012,1.904882260140965,1.9000900911121419,2.004740175646038,1.9268917695471286,2.4445063870658554,2.442172308010562,2.1678166912778183,2.1401260896286614,1.9211789454907513,1.9204041133424636,2.2191464483730243,2.2366308084439686,1.7847683518789625,1.7948593779481001,2.0308849056592178,2.0015732512057687,2.0937997509445436,2.071173505426676,2.0173413287793407,2.077044243816602,2.2026923662654263,2.354360579679226,2.07975406392067,2.044426506258931,1.7920497071934542,1.8284480003717345,1.8703284838012033,1.9656948640753602,1.9419691930709018,1.9682282075295903,1.979720542587174,1.934266728658237,2.0388220850589165,2.0265152451469337,1.8508949218381174,1.8392207629943116,1.9244540208884824,1.9815775209760058,2.0549840663069117,2.1411147991786317,1.983049097434523,2.080536211812966,1.8902232636347875,1.909708709805187,2.2609882354842874,2.324045782972432,2.1745151433291063,2.3106331478405173,2.197972859229482,2.2655721167598655,2.332689462229543,2.3862375088262144,2.1954615946324143,2.2357454044041076,2.2562611346593187,2.404987429189736,1.9468640144951486,2.0733811552668473,2.1328195070393705,2.238898424670567,2.197371724807052,2.285026229519662,2.2270031597506152,2.3515993625422627,2.21121081014568,2.399139401492695,2.0325362053175016,2.089285679436049,1.8987939047946236,2.0345062181711038
Sylveon,Quick Attack,Draining Kiss,30,2.1682347328357925,2.181546110520421,2.003321158928064,2.0137117500173094,2.2998800247054394,2.302548883026061,2.26946301147891,2.353871627911095,2.5043995476696606,2.5571264125932887,1.984053817411263,2.0156079041494133,2.032258932408228,2.0601960536191704,2.12222696642779,2.1693554469008642,2.7013898294656267,2.8701824596423036,2.241451635782388,2.317093606145116,2.065661219621441,2.081208952144176,1.9879596271354847,2.1070927607893357,2.1017259419481467,2.193960555170563,2.3841067577581634,2.477915279747145,2.3298623436684416,2.410216576402518,1.9982165325413435,2.0239175655218125,2.3333673574244127,2.3873096055848366,1.860252845885587,1.899495266120549,2.369157034832103,2.506388219603829,2.2637375941629516,2.3746434186560577,2.0250867319152706,2.0913402561470864,1.9770715718925418,2.044517577879439,2.053005588690255,2.0953001176258095,2.5240785140257307,2.608960376371549,2.2929654606855308,2.339610437180802,2.000344965391974,2.0553168836225266,2.340377264581188,2.396119698401561,1.8916187139337763,1.9291147322967304,2.1168692505873397,2.1268130067542996,2.186174150199302,2.2231444502399134,2.162137150083348,2.2442975893136934,2.3421054583156953,2.4512006086210882,2.1071619576626905,2.186757996751098,1.9014829482215274,1.964240844398056,2.0000565987445955,2.0990349234289107,2.0779102063729593,2.144414067132127,2.0296862497117005,2.0323041969818716,2.1031448314011483,2.1616675696819363,2.0078094618498725,1.9957683835424305,2.083500579990097,2.176830133535834,2.2023457269484537,2.30071769391935,2.1681718090797615,2.2732160318614394,2.038569052063632,2.0763865139792284,2.462203873978564,2.5743276804087136,2.3706866290881186,2.5115449260034843,2.3861827682750554,2.49223530059514,2.522620447861092,2.604112809218787,2.355040274184094,2.4359166154522294,2.4984534375936778,2.664417874001912,2.1491171653374868,2.286653235502284,2.318761179095072,2.4562460839267213,2.388372518628379,2.510602973935228,2.4300290024479723,2.57644284910822,2.406778749140276,2.569157145965714,2.2003745363252003,2.29923288916273,2.1131192631089117,2.2192565509562074
Shadow Gardevoir,Confusion or Charm,Dazzling Gleam,50,0.9714275408295268,0.9791469403568268,0.8941477926118404,0.9052272271247397,1.005433644854113,1.0190061639819026,1.0232785232262256,1.0576225562628183,1.0072469049117998,1.0469667847833826,0.9376191058269959,0.9367997621800062,0.9390049885547295,0.9276059479968154,0.9202583279336329,0.9553972950937416,1.0458201105771252,1.095785685710828,1.0361793119977591,1.0313229154417574,0.9362778747968052,0.9368337351095363,0.9226148715015058,0.9381001882585829,0.937816084540973,0.9482511564530893,1.0184941717435978,1.0508216054838897,0.937418234317259,0.945082769560565,0.9072490038964568,0.9115352876853721,1.0297733314289004,1.0443547821546981,0.9301771992461249,0.9196323482894305,0.9364720647224105,0.9486034526477594,0.9337012369450576,0.9388592176262173,0.9068291532814716,0.92281637208869,0.8746111280857842,0.8818084319553341,0.9096917445390077,0.9147468645808082,1.0227264957883035,1.0346118641011028,1.0143117913389694,1.0342109192738234,0.8896923311770674,0.8964180200144247,0.9294349056215673,0.9353314934893743,0.9105115363258203,0.8821913303511787,0.9221592343556324,0.9365360652371373,0.978604327097965,0.9500928280112326,0.9171442610609541,0.9495383890808018,0.9087917087062525,0.9447457328244212,1.0123323097492787,0.9926494139837496,0.915155801839296,0.9140846546048812,0.9295724862841065,0.9149787396940734,0.9576358021760917,0.9765788623142647,0.9203278217058906,0.8995556817959748,0.9400371138162228,0.9551310084754274,0.9509614046199207,0.8771059401393395,0.9795191440927744,0.9681997088448134,0.9912868189072787,1.0233560652854266,0.9312137933124612,0.9707849748022105,0.9131270840025418,0.9219303997509748,1.0453341472612951,1.0941170290060487,1.0445001875125042,1.1010913501811386,1.0239633461001993,1.0631830600228334,1.0679036787170637,1.0802997725385415,1.0419342459128849,1.063058932457077,1.0727344536252044,1.132914731740419,0.9146804987254997,0.9761438128156327,1.0027929674153406,1.0293458347312359,1.0439567971582517,1.079490850849793,1.0443858621489543,1.0901517461080605,0.9149710812232013,0.956739992199783,0.9963771124124752,1.0063237366647755,0.9303536568400045,0.9648438889791744
Celebi,Magical Leaf,Dazzling Gleam,35,1.711544563892656,1.7527733383832684,1.7605508079886223,1.8247474060985,1.8092892414558417,1.85142011426714,1.6478880067472215,1.6929230544459608,1.921209409025202,1.9700912124070649,2.010979543341514,1.8493421654500697,2.0186002019957328,1.8950299823769488,1.8942342513701134,1.9981904756354933,1.874994148150737,1.9530768630877795,1.853870589610793,1.918814616944983,1.878887960637675,1.9133119611879152,1.7776111075715981,1.9115925889027254,1.8758431889987552,1.9384601977156133,1.6457176917794698,1.6819055315907248,1.8912603082867845,1.9495827985590202,1.8154533317271535,1.8457535005378203,2.067418307117323,2.15095762168741,1.6778102595207467,1.696855863387484,1.8782644811525588,1.954819627485216,1.8288245230934037,1.8749826600474573,1.8163744017539722,1.8560284902457302,1.6750275960595473,1.7285105206644233,1.6781205798395755,1.6913088059086498,1.634588898582033,1.6487027220933335,1.8180896174325012,1.8580282777557782,1.7291050452850156,1.7780481090579465,2.0201919784271247,2.0676259986986283,1.6733477313783214,1.7124637839880748,1.6241819868814695,1.686603415658254,1.7330518146981213,1.7574948947480864,1.7155713721498145,1.7893097994277842,1.688161994726253,1.7590548754520854,1.5310849700722668,1.525860318236992,1.875207401896985,1.7604692751487268,1.7899720047296803,1.8751300035955587,1.569340030105612,1.5748921793638824,1.6018682850521209,1.6521945820496367,1.8628886556563389,1.8924645769713069,1.7001018294483157,1.757982682229949,1.7982064581648698,1.7981487274864163,1.5677284654732495,1.6198176814222318,1.8932068922587626,1.9905996690608108,1.6278952852792785,1.6900388680465457,1.8917502909899433,2.00977022580677,1.9663388574277578,2.068526690958727,1.941148271157093,2.0018308597003287,1.9459082048672585,2.0077246057908376,1.935513527086901,2.0130476581637047,1.9656993893280996,2.0805647256100768,1.7322666220161471,1.8314371532599747,1.8343108950236209,1.8961506261639347,1.6753911891661066,1.7464123589004934,1.9501939976077516,2.0466109787483853,1.6916757407298735,1.790139889871872,1.553479990019056,1.5959499112727518,1.746493700544906,1.837740367887766
