Attacker,Fast Move,Charged Move,Level,"Arceus (Fighting), Tier 5","Arceus (Fighting), Tier 5","Arceus (Poison), Tier 5","Arceus (Poison), Tier 5","Eternatus, Tier 5","Eternatus, Tier 5","Eternatus (Eternamax), Tier 5","Eternatus (Eternamax), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Kubfu, Tier 5","Kubfu, Tier 5","Marshadow, Tier 5","Marshadow, Tier 5","Meloetta (Pirouette), Tier 5","Meloetta (Pirouette), Tier 5","Urshifu (Rapid Strike), Tier 5","Urshifu (Rapid Strike), Tier 5","Zapdos (Galarian), Tier 5","Zapdos (Galarian), Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Zamazenta (Hero), Tier 5","Zamazenta (Hero), Tier 5","Naganadel, Ultra Beast Tier","Naganadel, Ultra Beast Tier","Poipole, Ultra Beast Tier","Poipole, Ultra Beast Tier","Mega Blaziken, Mega Tier","Mega Blaziken, Mega Tier","Mega Lopunny, Mega Tier","Mega Lopunny, Mega Tier","Mega Beedrill, Mega Tier","Mega Beedrill, Mega Tier","Mega Gengar, Mega Tier","Mega Gengar, Mega Tier","Mega Venusaur, Mega Tier","Mega Venusaur, Mega Tier","Weezing (Galarian), Tier 3","Weezing (Galarian), Tier 3","Amoonguss, Tier 3","Amoonguss, Tier 3","Ariados, Tier 3","Ariados, Tier 3","Blaziken, Tier 3","Blaziken, Tier 3","Combusken, Tier 3","Combusken, Tier 3","Garbodor, Tier 3","Garbodor, Tier 3","Gengar, Tier 3","Gengar, Tier 3","Gloom, Tier 3","Gloom, Tier 3","Golbat, Tier 3","Golbat, Tier 3","Hariyama, Tier 3","Hariyama, Tier 3","Haunter, Tier 3","Haunter, Tier 3","Hitmonchan, Tier 3","Hitmonchan, Tier 3","Hitmonlee, Tier 3","Hitmonlee, Tier 3","Hitmontop, Tier 3","Hitmontop, Tier 3","Machamp, Tier 3","Machamp, Tier 3","Machoke, Tier 3","Machoke, Tier 3","Monferno, Tier 3","Monferno, Tier 3","Nidoking, Tier 3","Nidoking, Tier 3","Nidoqueen, Tier 3","Nidoqueen, Tier 3","Nidorino, Tier 3","Nidorino, Tier 3","Poliwrath, Tier 3","Poliwrath, Tier 3","Primeape, Tier 3","Primeape, Tier 3","Seviper, Tier 3","Seviper, Tier 3","Toxicroak, Tier 3","Toxicroak, Tier 3","Venomoth, Tier 3","Venomoth, Tier 3","Venusaur, Tier 3","Venusaur, Tier 3","Vileplume, Tier 3","Vileplume, Tier 3"
(Boss weights),,,,2.0833333333333335,0.0,2.0833333333333335,0.0,2.0833333333333335,0.0,2.0833333333333335,0.0,4.166666666666667,0.0,4.166666666666667,0.0,4.166666666666667,0.0,4.166666666666667,0.0,4.166666666666667,0.0,4.166666666666667,0.0,4.166666666666667,0.0,4.166666666666667,0.0,4.166666666666667,0.0,4.166666666666667,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Espeon,Confusion,Psychic,35,1.6332677504427966,1.6048529059630248,1.6336172904799502,1.6011804074038873,1.5815141541242648,1.6098577397695029,1.683083704350056,1.6410681870511108,1.5991666325415612,1.6440967657964394,1.5814765198148275,1.6202023715028395,1.618298889952109,1.6694231761094196,1.7341417238731842,1.6443461932744872,1.598679363593652,1.6337409439332806,1.6465844201917594,1.680255032039546,1.6435388351536824,1.6271682499432143,1.604103819694831,1.6136751292826834,1.6342456378730252,1.6109769943559038,1.6113665779474116,1.6584849220696667,1.6818068047283203,1.591737126111197,1.6910757248649935,1.57005522406775,1.6166731528691656,1.651116889756766,1.5936331679028781,1.424696078452629,1.638147193592277,1.5620538644122037,1.534539550795418,1.5761004766331304,1.6186205958208668,1.6322068263851468,1.6368185774240849,1.6558119377290874,1.6454938665403696,1.5959730042626732,1.5779000420568674,1.6345254324569096,1.5609521342010273,1.6189516663907306,1.754321826945142,1.6609055824861632,1.6006335353164693,1.6202607093817472,1.593486385675683,1.621375956969974,1.6222924602051845,1.6560049257742955,1.6580105921078907,1.684294202055685,1.5417852778284922,1.6214715228506682,1.5780285705614676,1.61593859968155,1.569032515468378,1.627235071350086,1.6381242589239047,1.626998627970958,1.5707945980613225,1.6341812037455616,1.5686856575077757,1.6446587228185112,1.5716775531934972,1.568201531805886,1.5674704104271224,1.5912516098482914,1.5858762588221074,1.6447309404219432,1.5711114278538827,1.618117994178519,1.605352657845433,1.640669889152892,1.6070291468349878,1.662290848554772,1.5985522499756504,1.6453320664630195,1.5930635866620457,1.6277822553833836,1.5978071829427667,1.555632906643969,1.621335910639572,1.5755721505900975
Solgaleo,Zen Headbutt or Fire Spin,Psychic Fangs,40,1.890272294360913,1.9191071515100353,1.8863966536831693,1.9145840606946345,1.8676997280021732,1.9098635546493394,1.884496880221883,1.9134801096348817,1.927381535926251,1.9513803251267314,2.023268560735225,2.063851792002634,1.8965307918258112,2.0081154761788476,1.9060299247926014,1.9737333142589661,1.989731509862289,2.0363122552550004,1.9555175558646845,2.043376812171524,1.926035720296036,1.958620905006357,1.8709663955426676,1.9069999443490966,1.8190403430679525,1.8528847906872619,1.8955433809542253,1.9941722900458327,1.93888767448626,1.8363248798660163,1.888389809406413,1.9122419513307065,1.7995753419839546,1.8632028439019355,1.5964427393086322,1.6019575395164865,1.7418423837704082,1.7842178440684073,1.9802538273788906,2.061721642576684,1.9520848303919578,2.068381914682329,1.9582836649288289,2.0611013578219533,1.9935530461289697,1.9533120281525505,1.9922736934293312,2.0915289463559876,1.9596619564761009,2.0659153131365553,1.8907023153916336,1.9021217804156816,1.958659275893743,2.0410260824054602,1.940344254376118,2.0563118958315907,1.9762220968994864,2.059762500524166,1.9361289221144466,1.977533842529948,2.0150997587978936,2.1273438275430134,1.9843657468109182,2.0708092471477557,1.982342805610591,2.054005375073241,1.9496930574008648,2.0350789117653676,1.9733045184449347,2.0939740749877354,1.9685736860706404,2.070540564995484,1.9128342518205599,1.9770430623024235,1.973498070223062,2.0423277334764762,2.0205133979654253,2.1174637347760963,1.9780273026202904,2.0722693480003866,1.958423030348079,2.0549498831250568,1.9674190061873662,2.060610551100166,1.9373815648177184,2.0241212217353195,1.910211981293561,2.008106239376417,1.8835878115592346,1.9582528500705652,1.8902146270416191,1.9641027234709934
Mega Latias,Zen Headbutt or Dragon Breath,Psychic,40,1.3801570924017263,1.378142623215801,1.380295523563683,1.3737333914595,1.3481372056934322,1.3523265782063203,1.3570091988250228,1.3893152676386455,1.353595273563757,1.3909729512540203,1.3841237334181724,1.4436678226247581,1.417251066900613,1.4359021143993052,1.3897310330000552,1.4106043456685082,1.3608694300952204,1.3971237417840752,1.401833527595375,1.4486840256436397,1.372195503913349,1.3954858685076434,1.358751550652536,1.375854928192724,1.3231885537957695,1.321915121521299,1.3874296543375038,1.4196038373976112,1.2493749338183235,1.2584524505509869,1.3372809125982255,1.344445993665003,1.3148572830522536,1.3536037169514639,1.1112672486002733,1.1192036102721545,1.2880789492789813,1.3089403774710575,1.3951178142372427,1.4542323864961682,1.3852539243975588,1.461879696678877,1.4051999476551233,1.4690309009235991,1.3534237666441462,1.4044725527937794,1.3945506486554944,1.4499847663334775,1.3879537242089397,1.4442592134508443,1.3659103910299524,1.3586656182992134,1.3925101102160757,1.4282777335335255,1.4004543318530644,1.4701571525910497,1.4285381003397815,1.4864084265115385,1.3646399262945936,1.403884237651714,1.4125128636830897,1.4991751639733484,1.4180044409627366,1.4811383845795179,1.413358174423419,1.4598479378600275,1.4025051542635074,1.466975871866313,1.4123571135218538,1.4671765801364285,1.4279979530610394,1.5109855358987552,1.3390287871467723,1.4150470553757228,1.3558656850759154,1.4268770678003806,1.4152855906411614,1.4799184782574546,1.3758405815865251,1.454284333789859,1.4231060179630206,1.4894151148094745,1.4045557292236333,1.4993916716944162,1.3951636732608856,1.4791465721555113,1.392757133979805,1.4601478480637116,1.3505126195809696,1.3962085676680211,1.3664006903202883,1.4211202373442144
Deoxys,Zen Headbutt,Psycho Boost,50,1.9973837189766852,1.714892747333229,1.9995499378429578,1.7125531463885395,2.2369512452064853,1.857740819119941,1.9991801810799614,1.7952677138051465,2.2008998808272158,1.8257164059088802,1.7609104531603548,1.703585363814333,1.842337169450579,1.7810663943139995,1.9636297960185132,1.7431195006879079,1.8686662575379291,1.7677914368629337,2.071059171865305,1.8680441979715878,2.1346294105445334,1.7826070752326708,2.0730848986226045,1.7719760602494992,2.2599381303438824,1.8287424707552715,1.8029648710577388,1.7259584124468441,2.2244279514357204,1.7652982513239155,1.984058695043452,1.6299684716738987,2.4328343484883623,2.0738271864054534,2.281858552263087,1.7003277712853493,1.9943877140313342,1.7401814386057393,1.8077709717651331,1.6544232402111934,1.8639066598710847,1.777222550633207,1.9098899696244573,1.722984875573523,1.893701876631685,1.7542626134411246,1.7997456873788773,1.694071534908395,1.7668050341320456,1.6783849368384458,2.097154315334155,1.8156627613832985,1.7884868195148462,1.7038451096987597,1.7782883916009327,1.7076046819901005,1.8232872990015832,1.7286010794301205,2.208492061520537,1.8763269968700043,1.7851045334178042,1.6914029069600118,1.7411349123386997,1.6964326722037506,1.7246509497347562,1.655932923326414,1.8724110342501747,1.7691884450897222,1.7077481424835763,1.662915902813705,1.7351860453026664,1.682890368950534,1.8311587924409227,1.6694950459237745,1.8007225999228493,1.6380048086245005,1.7677982581934895,1.7100410185014945,1.825349238153474,1.7142001157432682,1.7995758726188935,1.701331483464804,1.8689512643467279,1.7806492794734918,1.8257494268055676,1.7468266254824225,1.9303020541610594,1.7305624018040648,1.8454622569715773,1.710130290986128,1.8510665054814373,1.7087079802226968
Shadow Gardevoir,Confusion,Psychic,30,1.585067450203003,1.5420285603899229,1.583465944434145,1.5404989478944242,1.5524713134344088,1.5854335650678406,1.5973907441692332,1.5784081203699998,1.6631228134593636,1.6211406574949419,1.4658257101398549,1.5131406610265592,1.5768852579176729,1.6144070226305292,1.6217283278008086,1.5387410490326945,1.5027767208662888,1.5435251959529797,1.6608119485671835,1.6317088765562437,1.604159206441404,1.5626674391125104,1.5367712754928686,1.5580545759248559,1.6552023803770322,1.5581104432937962,1.6220465255443248,1.6422541466657297,1.6459017292325757,1.5185946439502978,1.609082487684133,1.478381616462318,1.7532985985513418,1.6259788280056402,1.8271548057583384,1.4872505985922875,1.6621884505081328,1.583984209713442,1.5060360565135305,1.5430485091428314,1.5521211778874937,1.585070649352426,1.553374985763521,1.5718130568766624,1.5729670657744816,1.538539052476471,1.5717256577956944,1.5628493288823146,1.5535359472092536,1.5555956976215621,1.8488698798088854,1.6647704016211788,1.582452038078088,1.5795150987429922,1.544822252237084,1.5584219068433722,1.529374625032923,1.5756755695852867,1.6713634562536104,1.65024149577358,1.5251976637024407,1.5662929527752354,1.5084332282166995,1.5489105164834467,1.5656442638427477,1.5397404435581497,1.5505482221497395,1.5745859709003374,1.4775828600887728,1.5638622445906063,1.5252905057099408,1.558104808460227,1.5834425300451729,1.5430041384831503,1.6169489726565607,1.5639140897188097,1.5877616721885413,1.611477256718211,1.495127512580451,1.5298372340790611,1.4942762223255364,1.5525670158169886,1.5969902890926648,1.6210164639689706,1.5558226239092456,1.614671763737454,1.522393176029262,1.5166870255407334,1.599041446314299,1.5500072950436998,1.6247645152167767,1.5714025911872285
