Attacker,Fast Move,Charged Move,Level,"Arceus (Water), Tier 5","Keldeo, Tier 5","Manaphy, Tier 5","Phione, Tier 5","Kyogre, Tier 5","Suicune, Tier 5","Mega Blastoise, Mega Tier","Mega Gyarados, Mega Tier","Mega Sharpedo, Mega Tier","Mega Slowbro, Mega Tier","Alomomola, Tier 3","Azumarill, Tier 3","Cloyster, Tier 3","Crawdaunt, Tier 3","Dewgong, Tier 3","Floatzel, Tier 3","Lapras, Tier 3","Lumineon, Tier 3","Octillery, Tier 3","Poliwrath, Tier 3","Sharpedo, Tier 3","Slowbro, Tier 3","Slowking, Tier 3","Starmie, Tier 3","Vaporeon, Tier 3","Walrein, Tier 3"
Torterra(Unscaled),Razor Leaf,Frenzy Plant,40,3.0084465,,2.598183,2.065611,3.1064758,2.9836817,3.076326,3.1064188,1.8984836,,0.6654413,0.76520723,,0.7276838,,0.60293293,,0.85318124,0.73300743,,0.46614325,,0.9008784,,0.80991846,
Leavanny,Razor Leaf,Leaf Blade,40,1.359371320649144,,1.3164436875214205,1.3444376521257009,1.405032531283116,1.3138306966674798,1.33384963075041,,,,1.305530544548598,,,,,1.2935883348800374,,1.31944244185999,1.3107374675335557,,,,,,1.3036369441776432,
Leavanny(Unscaled),Razor Leaf,Leaf Blade,40,3.3332179,,2.7671125,2.156172,3.2039568,3.0537853,3.3161688,,,,0.71002656,,,,,0.6226637,,0.8881016,0.76018584,,,,,,0.85494375,
Mienshao,Poison Jab,Grass Knot,40,,,,,,,,,,,,1.3001474698593103,,,,,,,,,,,,,,
Mienshao(Unscaled),Poison Jab,Grass Knot,40,,,,,,,,,,,,0.7875655,,,,,,,,,,,,,,
Exeggutor (Alola),Bullet Seed,Solar Beam,40,1.3526932185549192,,1.256305018876664,1.2434924681332589,,1.291709506840015,,,1.2908541921701033,,1.264700666374864,1.2900871133662368,,,,1.2275544561387326,,1.2464384515232059,1.2785199336156523,,1.2422229262096949,,,,1.232807213871366,
Exeggutor (Alola)(Unscaled),Bullet Seed,Solar Beam,40,3.316843,,2.6407034,1.9942789,,3.0023682,,,1.952892,,0.6878208,0.78147143,,,,0.59087855,,0.83896345,0.7415007,,0.46348915,,,,0.8084926,
Victreebel,Razor Leaf,Leaf Blade,40,,,1.327627437700539,1.338085129785249,1.412826707906068,1.3177460927567735,1.2701561630751697,,,,,,,,,1.2964019029135168,,1.3094353632965527,1.311130265040122,,,,,,1.2616590397617131,
Victreebel(Unscaled),Razor Leaf,Leaf Blade,40,,,2.7906203,2.145984,3.2217302,3.062886,3.1578164,,,,,,,,,0.624018,,0.88136595,0.76041365,,,,,,0.82741404,
Zekrom,Charge Beam,Wild Charge,40,1.0321513326310578,1.0,1.0,1.0,1.0,1.0,1.001155756464809,1.0,0.9999999999999999,1.0,1.0,1.0195332107636985,1.0,1.0,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0067437509142745,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Zekrom(Unscaled),Charge Beam,Wild Charge,40,2.530865,1.9583259,2.1019604,1.6037724,2.2803435,2.324337,2.4890373,2.5218134,1.512868,2.6416903,0.54386055,0.61758316,1.0512451,0.58056027,0.71153635,0.4813461,0.7062338,0.67308855,0.5838792,0.7276777,0.3731127,0.7360609,0.73298764,0.73515284,0.6558143,0.7101226
Regigigas,Hidden Power Grass,Thunder,40,1.3958934417170434,,1.4030106371176165,1.428732842640265,1.4714969915716647,1.4240839430771013,1.397344720515007,,,,1.3693824639422734,,1.3223144631066532,,,1.3730600497230578,,1.3766982070932567,1.3579922438484713,,1.3814229856019375,,,,1.3604149070857408,1.3858973084365993
Regigigas(Unscaled),Hidden Power Grass,Thunder,40,3.4227712,,2.9490728,2.2913623,3.3555186,3.310051,3.474028,,,,0.7447531,,1.3900766,,,0.6609171,,0.9266398,0.7875921,,0.51542646,,,,0.89217955,0.984157
Latios,Zen Headbutt or Dragon Breath,Solar Beam,40,,1.1973097531927654,,,1.437129713133131,,,,,,,,,,,,,,,1.184294502909736,,,,,,
Latios(Unscaled),Zen Headbutt or Dragon Breath,Solar Beam,40,,2.3447227,,,3.2771494,,,,,,,,,,,,,,,0.8617847,,,,,,
Eelektross,Spark,Thunderbolt,40,,,,,1.4263395843652504,,1.3193550111478973,,,,1.3138934235991193,,,,,,,,,,,,,,,
Eelektross(Unscaled),Spark,Thunderbolt,40,,,,,3.2525442,,3.2801328,,,,0.7145748,,,,,,,,,,,,,,,
Thundurus,Thunder Shock,Thunder Punch or Thunder,40,1.3154744091525834,,1.2931052364259574,1.2770008387723846,1.3848753926765858,1.326298639138817,1.2615552015697755,,,,1.207650839907399,1.2606804216056469,,1.2581410367609205,,1.2531844757857185,,1.2660894320665534,1.2333886536230514,,1.276525296512287,,,,1.245237256949109,
Thundurus(Unscaled),Thunder Shock,Thunder Punch or Thunder,40,3.2255814,,2.718056,2.0480187,3.1579916,3.082765,3.136433,,,,0.65679365,0.7636583,,0.7304267,,0.60321546,,0.8521903,0.715326,,0.4762878,,,,0.8166444,
Deoxys (Attack),Poison Jab,Zap Cannon,40,,,,,,,,,,,,1.1276871400438697,,,,,,,,,,,,,,
Deoxys (Attack)(Unscaled),Poison Jab,Zap Cannon,40,,,,,,,,,,,,0.6830975,,,,,,,,,,,,,,
Deoxys,Zen Headbutt or Charge Beam,Thunderbolt,40,1.316766563527593,1.1993451141099651,1.227949489438526,1.2634297110986572,,1.284192438531934,,,,1.2129338174122835,1.1503529719153192,1.1712710620817899,1.149489495836889,,1.2057175996700658,1.2666555312279457,1.2220703681981804,1.2267783191379498,1.1904469770437693,1.1202021169537009,,1.196017340413001,1.1925219366591229,1.256133663307347,1.281127828411183,1.276987987708038
Deoxys(Unscaled),Zen Headbutt or Charge Beam,Thunderbolt,40,3.2287498,2.3487086,2.5811012,2.0262537,,2.984896,,,,3.2041955,0.6256316,0.7094985,1.2083952,,0.8579119,0.6096997,0.8630674,0.82573044,0.6904212,0.8151461,,0.8803416,0.87410384,0.92345023,0.84018195,0.90681803
Chesnaught,Vine Whip,Solar Beam,40,1.3323493319206257,,1.291859780041527,1.2594271481414696,1.345771459431441,1.2987158058405472,1.2801106958394817,1.2717041237071702,1.2923974860992498,,1.2895725751757505,1.3024768101871578,,,,1.2704825072852983,,1.2960565144066112,1.3014139537757976,,,,,,1.2974187967538984,1.261010493117667
Chesnaught(Unscaled),Vine Whip,Solar Beam,40,3.2669592,,2.7154381,2.0198345,3.0688212,3.0186532,3.182565,3.2070005,1.9552268,,0.70134765,0.7889765,,,,0.6115418,,0.8723608,0.7547785,,,,,,0.8508658,0.89547205
Venusaur,Vine Whip,Frenzy Plant,40,1.2239981256339139,,1.2257908379244444,1.2548753177196466,1.2848876934549553,1.2187565314324043,1.1912994955803193,1.2209222934575572,1.2684768267951994,,1.246253547899365,1.2317583019686806,,1.2268213599942002,1.2025101739355972,1.186393407986478,1.2004281018552214,1.2381562574493357,1.2422640909661158,,1.2258254141443055,,,1.2667335407423577,1.216310684289745,1.2213848707251396
Venusaur(Unscaled),Vine Whip,Frenzy Plant,40,3.0012789,,2.5765638,2.0125344,2.9299853,2.8328009,2.9617658,3.0789382,1.919038,,0.67778814,0.7461387,,0.71224374,0.8556297,0.57106584,0.8477829,0.8333888,0.72047347,,0.45737103,,,0.93124276,0.79767394,0.867333
Meganium,Vine Whip,Frenzy Plant,40,,,,,1.4405238509022873,,,,,,,,,,,,,,,,,,,,,
Meganium(Unscaled),Vine Whip,Frenzy Plant,40,,,,,3.2848892,,,,,,,,,,,,,,,,,,,,,
Sceptile,Bullet Seed or Fury Cutter,Frenzy Plant,40,1.2584120334628996,,1.2112644938505979,1.2027926780632965,1.3274118570294344,1.2124128299811947,1.2219171873584038,1.1746306844114633,1.230375287202849,1.145151458518813,1.174462277140712,1.2214593490492545,1.2011146591789108,1.1913098014784924,1.2123933794808934,1.1634005760096529,1.1821395407583155,1.2049665679203725,1.189925051732161,,1.1690959594781953,1.1354651496907389,1.16753124240949,1.163567918747345,1.1523320702217077,1.2234307991324314
Sceptile(Unscaled),Bullet Seed or Fury Cutter,Frenzy Plant,40,3.0856628,,2.54603,1.9290057,3.026955,2.818056,3.0378864,2.9621994,1.8613954,3.0251355,0.6387437,0.7399001,1.2626659,0.69162714,0.86266196,0.55999833,0.8348669,0.8110492,0.6901185,,0.43620455,0.8357715,0.85578597,0.85540026,0.75571585,0.86878586
Thundurus (Therian),Volt Switch,Thunderbolt,40,1.0313650042475029,1.0103155455381558,1.0328465750353812,1.0452789934531859,1.1618017197847605,1.0457869491386145,1.0,1.0587925736297539,1.076340368095564,1.0480982573922462,1.0059438949929351,1.0,1.0204463259804968,1.0418230134831652,1.0167237415207249,1.0357765649290602,1.0313945608380681,1.0132011605308098,1.0,1.024411301871694,1.0117066505642933,1.0115963230759846,1.019868083996614,1.0668982792748238,1.0211614781806375,1.066663897191837
Thundurus (Therian)(Unscaled),Volt Switch,Thunderbolt,40,2.5289369,1.9785271,2.1710026,1.6763896,2.649307,2.4307613,2.4861639,2.6700773,1.6283609,2.768751,0.5470932,0.6057509,1.0727392,0.60484105,0.7234359,0.49856701,0.7284057,0.6819741,0.57996804,0.74544126,0.3774806,0.7445965,0.7475507,0.7843333,0.6696923,0.75746214
Exeggutor,Extrasensory or Bullet Seed or Confusion,Solar Beam,40,1.300135398072372,1.270102182685732,1.2667959872126993,1.2692040341883923,,1.2919865750964685,1.302767568944268,,,,1.247160232526518,1.252534168748243,,,,1.2467812661201574,1.2508162311121331,1.2968439293760083,1.225305225439664,1.166922457566035,,,,,1.236208100372316,
Exeggutor(Unscaled),Extrasensory or Bullet Seed or Confusion,Solar Beam,40,3.1879697,2.487274,2.662755,2.0355144,,3.0030122,3.2388937,,,,0.67828125,0.7587237,,,,0.6001333,0.8833687,0.8728908,0.71063787,0.84914345,,,,,0.81072295,
Celebi,Charge Beam,Leaf Storm,40,1.3479027368762768,,,,1.4524915215624314,,,,,,,,,,,,,,,,,,,,,
Celebi(Unscaled),Charge Beam,Leaf Storm,40,3.3050966,,,,3.3121796,,,,,,,,,,,,,,,,,,,,,
Porygon-Z,Lock-On or Charge Beam,Solar Beam,40,,,,1.3250947578347152,,,1.3312520143985678,,,,1.2322627004293656,1.3017771826670006,,,,1.295417164489335,,1.3353124191460395,1.26639317918277,,,,,,1.281339763405586,
Porygon-Z(Unscaled),Lock-On or Charge Beam,Solar Beam,40,,,,2.1251504,,,3.3097107,,,,0.67017907,0.7885527,,,,0.623544,,0.8987835,0.73446757,,,,,,0.84032094,
Latias,Zen Headbutt,Thunder,40,,1.529466673550097,,,,,,,,,,,,,,,,,,,,,,,,
Latias(Unscaled),Zen Headbutt,Thunder,40,,2.9951942,,,,,,,,,,,,,,,,,,,,,,,,
Zacian (Hero),Snarl or Quick Attack,Wild Charge,40,1.2897926166452354,,,,1.377418095124704,1.310646175662135,1.317378230775533,1.326378153117911,1.3757738282520349,1.1720825109589872,,,,1.3714766082770355,,1.335354747862297,,,,,1.3604197873725554,1.1562959804005348,1.1671167606591564,1.1852425544598317,,
Zacian (Hero)(Unscaled),Snarl or Quick Attack,Wild Charge,40,3.1626089,,,,3.1409864,3.0463834,3.2752182,3.3448782,2.0813642,3.096279,,,,0.79622483,,0.6427678,,,,,0.5075899,0.85110426,0.85548216,0.87133443,,
Absol,Snarl,Thunder,40,,,,,,,,,,,,,,,,,,,,,,,1.3346223000431492,,,
Absol(Unscaled),Snarl,Thunder,40,,,,,,,,,,,,,,,,,,,,,,,0.97826165,,,
Breloom,Counter or Bullet Seed,Grass Knot,40,,,1.23963810165025,1.2311158366361712,1.3616389372916846,1.2506136158396997,1.2628521796169592,1.1287944222994453,1.153301742121586,,1.2375813983933934,1.27636551592412,1.145692950197818,1.111996124019992,1.1504211977364192,1.2395473859661477,1.1658419633837973,1.232654410775521,1.278093185962454,,1.1393821223453398,,,1.2613700030050894,1.187930028363212,1.1574136634997956
Breloom(Unscaled),Counter or Bullet Seed,Grass Knot,40,,,2.6056702,1.9744296,3.1050045,2.9068475,3.1396575,2.8466089,1.7447933,,0.6730717,0.77315956,1.2044041,0.64558077,0.8185665,0.5966513,0.823357,0.82968557,0.7412532,,0.42511794,,,0.92729974,0.7790615,0.8219056
Leafeon,Razor Leaf,Leaf Blade,40,1.2676663285793113,,1.2510157184692918,1.284987071731625,1.303367979429415,1.2736789888901652,1.237655811831231,1.2518438517298702,1.3033913732063866,,1.2503496714369153,1.2817065562758554,,1.2558267206262668,,1.2398838590361487,,1.3010586794263548,1.2599649456545916,,1.2650223913578926,,,,1.2448645904793478,1.2602387249750957
Leafeon(Unscaled),Razor Leaf,Leaf Blade,40,3.1083546,,2.6295855,2.0608268,2.9721267,2.9604592,3.0770152,3.1569166,1.9718591,,0.68001586,0.7763949,,0.7290831,,0.59681326,,0.8757277,0.7307394,,0.47199592,,,,0.8164,0.894924
Mewtwo,Psycho Cut or Confusion,Thunderbolt,40,1.1856072664719706,1.0395468905354313,1.230799876153709,1.2687196761834787,1.262807379677667,1.2175392810939205,1.167576843988443,,,1.2690431955630832,1.1954640578361495,1.2400883597531593,1.1624267261745143,,1.2071730418270268,1.2424153846888963,1.211917455664116,1.2333741229144366,1.2155779308114978,1.0327279508496687,,1.2776552864036115,1.280284889933478,1.3223053861833682,1.2253698951059775,1.2155370636000036
Mewtwo(Unscaled),Psycho Cut or Confusion,Thunderbolt,40,2.9071434,2.0357716,2.5870926,2.0347376,2.8796346,2.8299716,2.9027874,,,3.3524191,0.65016574,0.75118464,1.2219954,,0.8589475,0.5980318,0.85589707,0.83017,0.70499635,0.7514931,,0.9404321,0.938433,0.97209656,0.8036151,0.86318034
Ho-Oh,Extrasensory or Hidden Power Flying,Solar Beam,40,,1.3548548788534127,,,,,,,,,,,,,,,,,,1.3561008809257176,,,,,,
Ho-Oh(Unscaled),Extrasensory or Hidden Power Flying,Solar Beam,40,,2.6532474,,,,,,,,,,,,,,,,,,0.98680437,,,,,,
Tangrowth,Vine Whip,Power Whip,40,1.1885911626656944,,1.198753316189972,1.2089780943979334,1.234362893134302,1.2155382373554267,1.204314204707099,1.1769987026002797,1.2139926285703708,1.2213643665951304,1.1907180250525617,1.244172976053358,1.2213577024045106,1.2059039968408447,1.219147693578831,1.2118207668037613,1.2170877406320684,1.2420218261029696,1.2379980455474753,1.2009030921244392,1.2110595002528726,1.207429167885429,1.2095366301128896,1.2151584696319746,1.1964067267212686,1.2192990337161496
Tangrowth(Unscaled),Vine Whip,Power Whip,40,2.91446,,2.519732,1.9389257,2.8147714,2.8253205,2.9941225,2.9681711,1.8366106,3.2264664,0.64758456,0.7536589,1.2839463,0.70009995,0.8674679,0.5833052,0.8595485,0.83599067,0.7179993,0.8738704,0.45186168,0.8887414,0.8865754,0.8933272,0.78462064,0.8658518
Simisage,Vine Whip,Grass Knot,40,1.3286838369366756,,1.2698333422456485,1.2967651769041544,1.4369782447249724,1.3009871201981469,1.2702249437376192,1.2891881691167157,,,1.252977550954928,,,,,1.2956166051828402,,1.3288399275251375,1.2744298806534236,,,,,,1.2335616957422249,
Simisage(Unscaled),Vine Whip,Grass Knot,40,3.2579713,,2.6691394,2.0797162,3.276804,3.0239325,3.1579874,3.251092,,,0.68144506,,,,,0.62364,,0.89442694,0.7391286,,,,,,0.8089874,
Shiftry,Razor Leaf,Leaf Blade,40,,,1.3136805051132268,,1.4187269154844435,,1.3210232438818694,,,,,,,,,,,,,,,,,,1.302173496369323,
Shiftry(Unscaled),Razor Leaf,Leaf Blade,40,,,2.7613044,,3.2351847,,3.2842803,,,,,,,,,,,,,,,,,,0.853984,
Roserade,Razor Leaf or Poison Jab,Grass Knot,40,1.2823720681933208,1.1355261654865516,1.1812921879974523,1.1524787432431187,1.2424607959283327,1.1598935954639968,1.1297391937836438,1.1725030884521432,1.1777978647178735,1.196281449040412,1.1587439831773052,1.1058130495555187,1.1624506977487932,1.1486530072062975,1.14367109986721,1.1275217561750266,1.13264622848694,1.1477836905708765,1.1406188865165743,1.14267305429313,1.1594728884865084,1.2077381097134763,1.2287328610343278,1.1840531419289626,1.1173801333700715,1.180351040792111
Roserade(Unscaled),Razor Leaf or Poison Jab,Grass Knot,40,3.1444135,2.2237303,2.4830294,1.8483136,2.8332374,2.6959836,2.8087168,2.956834,1.7818527,3.1602051,0.63019514,0.66984725,1.2220206,0.6668623,0.81376356,0.5427282,0.79991305,0.77256006,0.6615225,0.8314977,0.43261406,0.8889688,0.900646,0.87046003,0.73279387,0.83819395
Raikou,Thunder Shock or Volt Switch,Wild Charge,40,1.0761261795843362,1.125684596215574,1.0804323906387578,1.137528928668432,1.128090044328848,1.0967454375161605,1.0818317328153626,1.08535457064349,1.1227910828968553,1.0984756994413767,1.0792104704045917,1.1027144986495274,1.0580059778637732,1.1036382148575203,1.092603294265992,1.1018779626551454,1.0701513578081365,1.0867497300318063,1.0854333628453043,1.1118659538419275,1.1055916349135262,1.068090425669941,1.074920444770392,1.1134642967576647,1.0797348578705894,1.1046568578439835
Raikou(Unscaled),Thunder Shock or Volt Switch,Wild Charge,40,2.6386926,2.2044573,2.2710261,1.8243375,2.5724328,2.549206,2.689611,2.7370617,1.6986347,2.9018326,0.58694,0.6679703,1.1122236,0.6407285,0.77742696,0.53038466,0.75577706,0.7314788,0.62951666,0.80908006,0.41251028,0.7861796,0.7879034,0.81856644,0.70810556,0.7844418
Electivire,Thunder Shock,Wild Charge,40,1.1036986104161084,1.1150740538130042,1.1101985555960046,1.14644677761009,1.202716257441039,1.1112153702324576,1.0633152946995972,1.116521745819893,1.1636524799255452,1.078691472652945,1.0793247644088177,1.093536039319133,1.0307351729867753,1.1359208235175995,1.061089289394702,1.1231518028296064,1.0892231439503461,1.0903259905401748,1.0991171168673364,1.139659494856033,1.1253012829635658,1.0713184194405654,1.0822619737489707,1.1464180020035017,1.1252342317024806,1.1080208685091841
Electivire(Unscaled),Thunder Shock,Wild Charge,40,2.706301,2.1836784,2.3335934,1.8386397,2.7426062,2.582839,2.6435761,2.8156595,1.7604526,2.8495688,0.58700216,0.66241044,1.0835553,0.6594705,0.7550036,0.54062474,0.7692462,0.73388594,0.6374528,0.8293048,0.4198642,0.7885556,0.79328465,0.84279245,0.7379447,0.78683066
Manectric,Thunder Fang,Wild Charge,40,1.334015217601423,,1.31802054881719,1.291845214445641,,1.2511301932551089,1.3418290724919621,,,,1.2444916808178126,1.2447181836626244,,,1.2180285659334198,1.294519598268273,1.245222191291326,1.2414935152291626,1.2512284297596814,,,,,,1.2738667028151112,
Manectric(Unscaled),Thunder Fang,Wild Charge,40,3.271044,,2.770427,2.0718257,,2.9080482,3.336007,,,,0.67682993,0.75398916,,,0.8666716,0.62311196,0.879418,0.83563507,0.7256725,,,,,,0.83542,
Gigalith,Smack Down,Solar Beam,40,,,,,,,,,,,,,1.2766582217600821,,,,,,,,,,,,,
Gigalith(Unscaled),Smack Down,Solar Beam,40,,,,,,,,,,,,,1.3420807,,,,,,,,,,,,,
Arcanine,Thunder Fang,Wild Charge,40,1.350899479573855,,,,,,,,,,,,,,,,,,,,,,,,,
Arcanine(Unscaled),Thunder Fang,Wild Charge,40,3.3124447,,,,,,,,,,,,,,,,,,,,,,,,,
Sirfetch'd,Counter,Leaf Blade,40,,,,,,,,1.2750602007269847,1.2891814751848805,,,,1.1520949776603002,1.2449444223939057,1.1638666106095632,,1.1935022509542874,,,,1.2040329101636047,,,,,1.2073220173530597
Sirfetch'd(Unscaled),Counter,Leaf Blade,40,,,,,,,,3.2154639,1.9503614,,,,1.2111342,0.72276527,0.8281334,,0.84289163,,,,0.44923997,,,,,0.85734665
Zebstrika,Spark,Wild Charge,40,1.331936000756924,,1.3171085430534277,1.3220890320846028,,1.3230019140942129,1.3352953922305764,,,,1.297575564177251,1.2846981490246239,,,,,,1.2796605290641179,1.2897338963712552,,,,,,1.2969179842525547,
Zebstrika(Unscaled),Spark,Wild Charge,40,3.2659457,,2.76851,2.1203299,,3.0751023,3.3197632,,,,0.70570016,0.77820706,,,,,,0.86132485,0.74800444,,,,,,0.85053736,
Luxray,Spark or Snarl,Wild Charge,40,1.1731333520117422,1.1841410053352204,1.2048617090978497,1.214575958533767,1.269497248989023,1.1749753155415932,1.110399680407233,1.2163417404317067,1.2327273760830422,1.1673009890674921,1.1573458674287003,1.165197278287164,1.1211129545336287,1.2077068243061138,1.1229219701846573,1.1994159711691856,1.1553395490275316,1.1634186022032316,1.1640936283316579,1.202358681597636,1.1857755846959914,1.1487580715128327,1.160653950454062,1.2091597170460497,1.1970958394777302,1.1766239660588185
Luxray(Unscaled),Spark or Snarl,Wild Charge,40,2.876557,2.318934,2.5325716,1.9479034,2.8948898,2.7310386,2.7606356,3.0673869,1.8649538,3.0836477,0.62943476,0.7058193,1.1785645,0.7011466,0.7989998,0.5773342,0.81593984,0.78308374,0.6751371,0.8749296,0.44242793,0.8455559,0.850745,0.8889172,0.78507257,0.83554727
Zapdos,Thunder Shock,Thunderbolt,40,1.1285343688838918,1.153003185016345,1.1350442187207714,1.1953622596323519,1.2513906347881363,1.1612877994886286,1.1378449345194015,1.1404018631989188,1.171178913163607,1.115026882598615,1.1390046584551867,1.1404716030962563,1.108927784776357,1.1636331228797314,1.135301801517238,1.1560165336334913,1.1341198906084642,1.1474906236333986,1.148523804863454,1.1638295360707083,1.132957307537374,1.1150942809215922,1.112536044946133,1.201323523418613,1.164598194946344,1.1321849213079545
Zapdos(Unscaled),Thunder Shock,Thunderbolt,40,2.767199,2.257956,2.385818,1.917089,2.8536005,2.6992242,2.828869,2.8758807,1.7718391,2.9455557,0.6194597,0.6908417,1.1657549,0.67555916,0.8078085,0.55644405,0.8009538,0.7723628,0.6661071,0.8468928,0.42272076,0.8207773,0.81547517,0.8831564,0.76376015,0.8039901
Golem (Alola),Rock Throw or Volt Switch,Wild Charge,40,1.2539010346125596,,1.3309628953999324,1.3497136501413791,1.448726036230945,1.2936326789101582,,,,,1.2602626905003498,1.2831492285030035,1.1732384769260755,,1.2111377022410732,1.3072658114400426,1.2466662598136764,1.2829148557050924,1.2582227806897772,,,,1.2371437804872125,,,
Golem (Alola)(Unscaled),Rock Throw or Volt Switch,Wild Charge,40,3.0746017,,2.7976313,2.1646335,3.303593,3.0068383,,,,,0.68540716,0.7772688,1.2333612,,0.8617685,0.6292473,0.88043785,0.8635153,0.729729,,,,0.9068111,,,
Chandelure,Hex,Energy Ball,40,,,,,,,,,,1.5127584789178352,,,,,,,,,,,,1.4790066963209156,1.4393002588693034,1.5966943690239976,,
Chandelure(Unscaled),Hex,Energy Ball,40,,,,,,,,,,3.9962394,,,,,,,,,,,,1.088639,1.0549893,1.1738144,,
Jolteon,Thunder Shock or Volt Switch,Thunderbolt,40,1.2681681170981256,,1.3174241531857596,1.3035122689478882,1.3899103358770293,1.270687081950681,1.2200486862511355,,,,1.2567683020950868,1.2710514503569041,1.2214904021906974,,1.2529926264483886,1.301561184353628,,1.2576715203371087,1.2423644930503412,,,,,,1.2894252229632688,1.2975138377513966
Jolteon(Unscaled),Thunder Shock or Volt Switch,Thunderbolt,40,3.109585,,2.7691734,2.090537,3.169473,2.953505,3.033241,,,,0.6835067,0.76994056,1.2840858,,0.8915498,0.6265014,,0.8465243,0.7205317,,,,,,0.8456235,0.9213939
