Attacker,Fast Move,Charged Move,Level,"Arceus (Ground), Tier 5","Arceus (Rock), Tier 5","Arceus (Water), Tier 5","Keldeo, Tier 5","Manaphy, Tier 5","Phione, Tier 5","Groudon, Tier 5","Kyogre, Tier 5","Regirock, Tier 5","Suicune, Tier 5","Terrakion, Tier 5","Mega Blastoise, Mega Tier","Mega Gyarados, Mega Tier","Mega Sharpedo, Mega Tier","Mega Slowbro, Mega Tier","Mega Swampert, Mega Tier","Alomomola, Tier 3","Azumarill, Tier 3","Boldore, Tier 3","Claydol, Tier 3","Cloyster, Tier 3","Crawdaunt, Tier 3","Dewgong, Tier 3","Donphan, Tier 3","Floatzel, Tier 3","Golem, Tier 3","Golurk, Tier 3","Graveler, Tier 3","Hippowdon, Tier 3","Kabutops, Tier 3","Lapras, Tier 3","Lumineon, Tier 3","Nosepass, Tier 3","Octillery, Tier 3","Omastar, Tier 3","Onix, Tier 3","Piloswine, Tier 3","Poliwrath, Tier 3","Rhydon, Tier 3","Sharpedo, Tier 3","Slowbro, Tier 3","Slowking, Tier 3","Starmie, Tier 3","Stunfisk, Tier 3","Sudowoodo, Tier 3","Vaporeon, Tier 3","Walrein, Tier 3","Whiscash, Tier 3"
(Battle settings),,,,"Extreme,Best Friend,No Dodging,Realistic Dodging","Extreme,Best Friend,No Dodging,Realistic Dodging","Extreme,Best Friend,No Dodging,Realistic Dodging","Extreme,Best Friend,No Dodging,Realistic Dodging","Extreme,Best Friend,No Dodging,Realistic Dodging","Extreme,Best Friend,No Dodging,Realistic Dodging","Extreme,Best Friend,No Dodging,Realistic Dodging","Extreme,Best Friend,No Dodging,Realistic Dodging","Extreme,Best Friend,No Dodging,Realistic Dodging","Extreme,Best Friend,No Dodging,Realistic Dodging","Extreme,Best Friend,No Dodging,Realistic Dodging","Extreme,Best Friend,No Dodging,Realistic Dodging","Extreme,Best Friend,No Dodging,Realistic Dodging","Extreme,Best Friend,No Dodging,Realistic Dodging","Extreme,Best Friend,No Dodging,Realistic Dodging","Extreme,Best Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging"
Shadow Cacturne,Sucker Punch or Poison Jab,Grass Knot,40,1.2910389345476754,1.3023799463311816,1.2927075495436635,,1.1578106477918508,1.1494902367744348,1.3816771676967705,1.2535630267061084,1.2675731280768217,1.20038444560853,,,,1.3889730364526989,1.2566920737208014,,1.225926714491632,1.1066183898529425,1.1753936035595598,1.0158544005768195,1.3673400553978061,1.28158531199049,1.2281116355244097,1.307010854838323,1.214979324612451,1.319536508074233,1.1814254982856793,1.2822094093526637,1.2371633663188504,1.3321379470482992,1.223366103566451,1.2833791338773892,1.1390400301040005,1.2282961454509218,1.328144672462017,1.199979971003159,1.2894686366666985,1.4522689484054978,1.381255548615553,1.2716168889923327,1.0072532927451874,1.1092980041755365,1.0728145980690509,1.1493236248325627,1.2211605845557296,1.1981741465865954,1.2332604637333944,1.3778264012373551
(Unscaled),,,,3.1652093,3.1901367,3.1697564,,2.4586842,1.8830518,3.3161385,2.958807,3.7948546,2.8254397,,,,2.1450062,3.3433237,,0.6759755,0.6892539,0.70083255,0.93325853,1.4302351,0.75712186,0.8941548,0.9651555,0.58512425,0.6691462,0.74327326,0.53867865,0.93677634,0.6379566,0.88008314,0.86935294,0.95651513,0.72179747,0.67601496,0.6901878,0.75348604,1.0358379,0.61636794,0.47029713,0.7568551,0.843702,0.8166951,0.7796877,0.8614242,0.7794847,0.88806975,0.50473887
Torterra,Razor Leaf,Frenzy Plant,40,1.2238709672945787,1.2312801111425464,1.2269212558252776,1.2607309615606694,1.2235015551455426,1.2609316841277958,1.1896879356621983,1.3161261299697071,1.2047294547917335,1.26761335707388,1.220434033323718,1.2559162861281599,1.2507551130607089,1.229340283747269,1.248541205585893,1.2057668830526074,1.2068222392616899,1.2285638032174069,1.2167822914247044,1.195627005838293,1.2495300899686146,1.2317553079941785,1.2770075633909737,1.2318439737345332,1.2519580996309865,1.1825028051279118,1.2208915682111323,1.2043877340705111,1.218299265226844,1.1974222838824564,1.2442593060938978,1.2595057202333,1.2495179846991178,1.2473723423495602,1.2189768184157566,1.246514876311382,1.2038151180891072,1.2932239775663923,1.1804307590147523,1.260385385277123,1.1996092812485368,1.18447344100743,1.2355073102960592,1.2516664128788777,1.2186312059004756,1.244954980662519,1.2830591650510326,1.241493539428133
(Unscaled),,,,3.0005352,3.01598,3.0084465,2.4617972,2.598183,2.065611,2.8553486,3.1064758,3.6067135,2.9836817,2.4500666,3.076326,3.1064188,1.8984836,3.321639,1.7175679,0.6654413,0.76520723,0.7255107,1.0984144,1.3070061,0.7276838,0.9297546,0.9096489,0.60293293,0.59965545,0.76810265,0.5059844,0.9224925,0.5734417,0.8951136,0.85318124,1.0492896,0.73300743,0.6204494,0.7169531,0.7034354,0.9223983,0.5267524,0.46614325,0.90139234,0.9008784,0.9405472,0.84911585,0.85963994,0.80991846,0.92392975,0.45479608
Maractus,Unknown,Unknown,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Unscaled),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Abomasnow,Razor Leaf,Energy Ball,40,1.3418100376309907,1.3493889895230269,1.3471100056320704,1.3923151554444941,1.2895911791280252,1.2778717618062923,1.3984637608215054,1.2806077758091634,1.3854734361606673,1.2584209052761537,,1.3174939580743144,1.328865231267706,1.2989649946782091,1.2967637767928022,1.2756658834464405,1.266536827375283,1.2790040750941452,1.3278391321811946,1.253937549554084,1.2493745447529971,1.2856040348848587,1.2646142577206212,1.319641858180617,1.2856533687004812,1.3437730104297516,1.328624426486138,1.3409430927578763,1.3478685915484923,1.3274284564022978,1.2385144767669556,1.3036657559702727,1.3189567677734768,1.2694469333023666,1.3285961137775142,1.2729336795057984,1.2825461581850517,1.3670075607054741,1.3085270030233231,1.2998706960791673,1.246589888003664,1.278880223052912,1.2864989525249697,1.2928458966641967,1.351665726675393,1.2841749184749076,1.2595853820675513,1.2692927793480084
(Unscaled),,,,3.2896836,3.3052838,3.3031528,2.7187383,2.7385285,2.0933616,3.3564277,3.0226412,4.147824,2.9620447,,3.2271585,3.3004158,2.0060058,3.4499311,1.8171363,0.6983679,0.7966238,0.79172873,1.1519839,1.3068434,0.759496,0.92073137,0.9744828,0.6191603,0.6814367,0.8358809,0.5633537,1.020602,0.63570124,0.8909808,0.88309497,1.1076012,0.74597937,0.67624474,0.7321483,0.74944097,0.9750248,0.58391374,0.48074657,0.9366938,0.97268164,0.9793653,0.87705153,0.9534844,0.8354334,0.9070263,0.46497977
Shadow Venusaur,Vine Whip,Frenzy Plant,40,1.1095767503708993,1.1109587106092877,1.1104517524058646,1.0197372373122093,1.0390838832070606,1.0342278620100265,1.1087439095830893,1.117513968564486,1.0512154571417938,1.0362014445706245,1.0504515209208338,1.0517254893859784,1.0521546506013946,1.0517470931533281,1.0830690388270106,1.0477206466165097,1.0370294791653822,1.0125740197881035,1.0502076717369373,1.0398663013941978,1.0455187251296154,1.0319854382528748,1.032731104261675,1.0367473592139371,1.0237803190809216,1.0657878909184848,1.0418913775200034,1.0476871793471698,1.0453950449035083,1.0473346240776717,1.0293365503339655,1.0194419581994931,1.0013183599273836,1.030447352537749,1.0340734262285793,1.0023657513890336,1.0297275859330826,1.0427314712901996,1.0415278018805414,1.0599518161601187,1.036281648614128,1.047473424309491,1.0162638328988562,1.039776776810567,1.0420866828127329,1.0097710521715708,1.0705495118657973,1.0326117886123378
(Unscaled),,,,2.7203228,2.7212567,2.7228599,1.9912149,2.2065604,1.6942333,2.6610763,2.637688,3.147124,2.4389892,2.1088204,2.5761673,2.6131678,1.6242245,2.8814142,1.4924372,0.57181764,0.63067865,0.62619,0.9553181,1.0936106,0.6096658,0.75190353,0.7655808,0.49304435,0.5404685,0.6554878,0.44015175,0.79156995,0.5015652,0.7404993,0.69056356,0.8408626,0.60553336,0.52633506,0.5765268,0.60170937,0.7437333,0.4647687,0.39201453,0.77866715,0.7966799,0.77364504,0.7053724,0.7351029,0.6569171,0.77090174,0.37827647
Shadow Cradily,Unknown,Unknown,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Unscaled),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunflora,Unknown,Unknown,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Unscaled),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tangela,Vine Whip,Power Whip or Solar Beam,40,1.4660926865502342,1.4656155808590197,1.4725135795702253,1.4353730742118054,,,1.4114186931946495,1.4245257322774811,,,1.4067767415107797,1.4502691483054644,,,,1.465336011305329,,,1.3859190763660088,,1.3825843469505343,,,,,1.4379407107375761,,1.4104559026613337,,,,,,1.392627583455511,,1.370751509868193,1.3899250845058273,1.4498444293832862,,,,,,,1.4291786097064798,1.3595620723571817,,
(Unscaled),,,,3.5943844,3.589977,3.610646,2.8028164,,,3.3875206,3.3623333,,,2.8241565,3.552387,,,,2.087314,,,0.8263591,,1.4461806,,,,,0.7291898,,0.59255725,,,,,,0.8183654,,0.7884098,0.8121866,1.0341086,,,,,,,1.0081631,0.8844773,,
Shadow Exeggutor,Bullet Seed or Confusion,Seed Bomb or Solar Beam,40,1.1924402248730983,1.19324436703985,1.1922467067069762,1.0840823701031583,1.0534762490950942,1.0609677000908029,1.1972063037846208,1.1826729935550626,1.1040868056648092,1.0932167803349424,1.04108775872685,1.158429052781025,1.1529847767064938,1.1821522466752001,1.067268201664702,1.2185173198845038,1.0419316590001153,1.0608798186957515,1.0461616912940552,1.0529974533391562,1.129946029538677,1.097944466589751,1.11867771757471,1.10757498629891,1.082726799788219,1.080977663491137,1.1200678101914197,1.096881317949289,1.0894000815851135,1.0727578467845265,1.0519696877405582,1.0885017088290014,1.038498741598001,1.0598689431667525,1.0595356751804095,1.0406599067643243,1.0737278262048155,1.0,1.027838744324098,1.0772609178020531,1.0572684017754794,1.0574486022312917,1.057750099482575,1.0275696087329336,1.1000969855518252,1.021580193225398,1.1217496314048996,1.0
(Unscaled),,,,2.9234772,2.9228127,2.9234235,2.11686,2.2371235,1.7380375,2.8733933,2.791484,3.30541,2.5731907,2.0900223,2.8375342,2.863593,1.8256106,2.8393774,1.7357304,0.5745207,0.66076577,0.62377757,0.9673816,1.1819214,0.6486324,0.81447893,0.8178831,0.5214325,0.54817134,0.70467114,0.46081907,0.82489043,0.5137403,0.75678146,0.7373442,0.87208503,0.6228227,0.53929514,0.5985523,0.6274204,0.71325487,0.45866013,0.39841616,0.7944367,0.80426675,0.80522704,0.6970912,0.7760242,0.66459966,0.8077709,0.3663298
Exeggutor (Alola),Bullet Seed,Solar Beam,40,1.3506026346628741,1.3575054491446508,1.3526932185549192,1.3310484671152307,1.2435246926710404,1.217387713367874,1.3003321136527837,,1.2835941627807965,1.2755522927173706,1.3307569757988533,,1.3753759761852256,1.2645717905636749,1.359690740094782,1.2768596683236677,1.24740895713381,1.2546764778301238,1.2732325093269894,1.2643047755224488,1.3675820252445965,1.2783186925762975,1.394706903663081,1.3266630997112987,1.2269278219232655,1.2507833652463878,1.263151421329212,1.2482768809956584,1.307680897186909,1.2746458109555125,1.3024058947108788,1.2385167591608839,1.265392843512189,1.2618254974752965,1.2025237098047679,1.2097754022707528,1.2959218493941183,1.3272090241739256,1.2179722078004034,1.2532090744519335,1.2547615138117136,1.298540087347314,1.2541390866035602,1.245564229217986,1.3012695871582427,1.242763239646112,1.3355898653393679,1.2064978879687103
(Unscaled),,,,3.3112402,3.3251648,3.316843,2.5991044,2.6407034,1.9942789,3.1209037,,3.8428183,3.0023682,2.671544,,3.4159315,1.952892,3.617343,1.8188368,0.6878208,0.78147143,0.75916934,1.1615082,1.4304882,0.75519204,1.0154483,0.9796676,0.59087855,0.634281,0.7946897,0.524423,0.990172,0.6104238,0.93694395,0.83896345,1.0626206,0.7415007,0.6120749,0.6958218,0.7572569,0.9466383,0.5435048,0.46348915,0.942834,0.9876344,0.9547309,0.8449762,0.91793424,0.8084926,0.96175706,0.44197613
Victreebel,Razor Leaf or Acid,Leaf Blade,40,1.4784501101103855,,1.481488595771094,1.3194042325026518,1.31412155220426,1.3099945823445476,,1.3649561667058634,1.3202375152289965,1.301263202705097,1.405858352505665,1.2891849060738674,1.3503008715412133,1.3022583082201908,1.332618395017922,1.3907081345154415,1.296439641958391,1.2812420245255753,1.3385115559070093,1.309887022131001,1.3026755975942976,1.2962951709597463,1.3068274756552538,1.3647303949150438,1.295740123889947,1.3500172547411098,1.3698265534082905,1.334564234917786,1.3663347248515103,1.3115123341813935,1.297437968478891,1.3011132964478411,1.2789049907979166,1.2940100153624345,1.3043308188993792,1.27186581406658,1.336920113413734,1.326771775143996,1.3225896957458345,1.3321150467994645,1.324521675356566,1.3200140315280757,1.2816306674805586,1.292120515639789,1.3332932056173796,1.2718480699502723,1.3450327878482282,1.3019387448140993
(Unscaled),,,,3.6246808,,3.632653,2.576367,2.7906203,2.145984,,3.2217302,3.952521,3.062886,2.8223128,3.1578164,3.3536541,2.0110917,3.5453193,1.9810095,0.7148563,0.7980177,0.7980922,1.2033843,1.3625962,0.765812,0.95146567,1.0077782,0.624018,0.6846032,0.8618025,0.56067383,1.0345845,0.62807906,0.93337005,0.88136595,1.0739675,0.76041365,0.6638939,0.7315341,0.78121376,0.94632643,0.59018904,0.49267188,0.99525213,1.0039669,0.97565925,0.87655944,0.94052416,0.82741404,0.9685569,0.47693896
Gourgeist (Super),Unknown,Unknown,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Unscaled),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevenant,Shadow Claw,Seed Bomb,40,,,,,,,,,,,,,,,1.4030794432148956,,,,,1.3859904481713812,,,,,,,1.4425820777328378,,,,,,,,,,,,,,1.3889118163103904,1.3788849168830495,1.3821434370524588,,,,,
(Unscaled),,,,,,,,,,,,,,,,,,3.732775,,,,,1.2733,,,,,,,0.90757537,,,,,,,,,,,,,,1.0436352,1.0487425,1.052176,,,,,
Cacturne,Sucker Punch or Poison Jab,Grass Knot,40,,,,,,1.357284945785293,,,,1.3859861099958832,,,,,1.2142556276913083,,,1.3086619865656886,,1.1772205345593068,,,,,,,1.2668596063942454,,,,,,1.3708462760886948,,,,,,,,1.1888695727765644,1.3147991468010494,1.264638664036602,1.3626835840181797,,,,
(Unscaled),,,,,,,,,2.2234533,,,,3.262305,,,,,3.2304251,,,0.81509614,,1.0815045,,,,,,,0.79702264,,,,,,1.1511757,,,,,,,,0.89332247,1.0000006,0.96272385,0.9244286,,,,
Serperior,Vine Whip,Frenzy Plant,40,1.4587413076303188,1.4667074102243467,1.4662581070615395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Unscaled),,,,3.5763612,3.5926514,3.5953074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Torterra,Razor Leaf,Frenzy Plant,40,1.0316406396424065,1.0350110452600505,1.0284320454611262,1.0601829951689337,1.0554580595737364,1.0358695794831099,1.1384438115031073,1.1348105807959668,1.0148005438180578,1.0542286255421602,1.0111173038844463,1.246972545950193,1.078218266156452,1.0396821002817502,1.0404051471649547,1.0390511217927343,1.022307524343507,1.0301072995523652,1.004132185387591,1.0143120684903297,1.1035508573103527,1.0311838569532763,1.0964473475114924,1.0527066542134693,1.0397251249678308,1.0,1.0446701877157625,1.0190493598303312,1.0271575443197765,1.0085710950668285,1.080118461805823,1.0425157039399688,1.0288193408676691,1.0278663560100036,1.0269736873643347,1.0375488054668034,1.0561955195824886,1.1029108010156314,1.0077114999584078,1.0591471478727232,1.015886267662813,1.0649347879736446,1.0323021067186458,1.0498356177428176,1.0238984080774653,1.0628698849256804,1.0801952120201233,1.0357767781927651
(Unscaled),,,,2.5292487,2.5352254,2.5217452,2.0701923,2.241332,1.6969227,2.7323585,2.6785135,3.0381052,2.4814212,2.0298555,3.0544186,2.6779003,1.6055924,2.7679105,1.4800878,0.56369996,0.6415992,0.59871733,0.9318416,1.1543121,0.60919225,0.7982936,0.77736586,0.50072324,0.507107,0.65723604,0.4281205,0.77776057,0.48300147,0.77703154,0.70619357,0.8639567,0.60401666,0.52272135,0.5967629,0.6171756,0.7866565,0.4496786,0.39171693,0.76334196,0.80996054,0.7858544,0.7121962,0.72227263,0.6914611,0.7778476,0.3794359
Sceptile,Fury Cutter or Bullet Seed,Frenzy Plant,40,1.2553364614518208,1.261337793079066,1.2584120334628996,1.2629987230334598,1.1989423625846238,1.1775423378327852,1.2879237459386805,1.2824354111313068,1.2005096941494398,1.1972474900999626,1.2357176363017153,1.240223241999465,1.1926872337546257,1.2053242646930744,1.1370911541653637,1.3254025206727318,1.1584043586538693,1.1879324256475459,1.1939259559901954,1.1239395262749305,1.2071397644030137,1.1707219548488408,1.1848565713680594,1.2258780580649957,1.1628066906601469,1.2104132855590635,1.2107990212619257,1.1629141016800701,1.196621946289906,1.1958207906171014,1.1605129334139974,1.1973084485432919,1.1662091406367685,1.174387454495195,1.1798842559320581,1.1553812020562408,1.1924783652760114,1.249279237308257,1.167936356931413,1.1794353770249468,1.1122784207407526,1.1251859880887158,1.1236578817725997,1.1886987142909158,1.1850358587119756,1.1616381869146546,1.2064809690777283,1.1969872502864907
(Unscaled),,,,3.0776784,3.0896053,3.0856628,2.4662254,2.54603,1.9290057,3.0911226,3.026955,3.5940804,2.818056,2.480749,3.0378864,2.9621994,1.8613954,3.0251355,1.8879842,0.6387437,0.7399001,0.71188253,1.0325556,1.2626659,0.69162714,0.86266196,0.9052434,0.55999833,0.61380905,0.7617531,0.4885606,0.9060785,0.57267475,0.8348669,0.8110492,0.97933054,0.6901185,0.6005516,0.6645361,0.6968109,0.8910545,0.52117693,0.43620455,0.8357715,0.85578597,0.85540026,0.8063993,0.8359413,0.75571585,0.86878586,0.4384921
Shadow Tangela,Vine Whip,Power Whip,40,1.2790247047723802,1.2805430732481802,1.2789055920627366,1.2414795707118618,1.2101133034273102,1.2068191037213951,1.2238955585684157,1.2448217034511921,1.2105043985303738,1.1729483524154136,1.2347883882195752,1.247284777090726,1.2534410152990694,1.2055419022167106,1.2024816419687747,1.2453253546429142,1.1848983931072856,1.1781872227489076,1.2105726842693585,1.1558424509945215,1.216346568889561,1.19655435314505,1.190062286345227,1.2567065735033176,1.2090401679064646,1.2442198589252367,1.241709756021692,1.1938940038993373,1.2312092483836703,1.2098151418009058,1.2058968626876534,1.2054878868817351,1.1675727756471972,1.1932282016149856,1.227391214588144,1.1396428961998977,1.2018648782965486,1.2755213294232397,1.211385736705553,1.258904887559504,1.207055013505767,1.2601157627362216,1.216932728341261,1.1626187538906552,1.2023665240152828,1.1990302392195873,1.2260175023132232,1.1882604145226516
(Unscaled),,,,3.1357543,3.136648,3.1359136,2.4242055,2.5697522,1.9769658,2.9374497,2.9381747,3.6240025,2.7608612,2.4788835,3.0551834,3.1130896,1.8617315,3.1991014,1.7739174,0.6533525,0.73383033,0.7218082,1.0618646,1.2722962,0.70688814,0.8664521,0.92800856,0.582264,0.6309526,0.78120005,0.5015758,0.9322679,0.5793766,0.86751586,0.8165899,0.98047566,0.7011901,0.62473226,0.65548396,0.7022958,0.9097718,0.54056567,0.4655957,0.9069871,0.9584099,0.92640704,0.78870696,0.8481666,0.78004164,0.8828541,0.4352952
Meganium,Vine Whip,Frenzy Plant,40,1.394100142347515,1.403650345156722,1.3967573792969008,1.4477387296244202,1.357175178154567,,1.4022194241696744,1.3917148526234413,1.377923488024599,1.3906536255102964,1.41977176909956,1.4140823837867775,1.414880376731731,,,1.3720410035795998,1.3662726632373328,,1.37116729713117,,,1.3859430722056072,,1.4264580878004574,1.390514342910307,1.3650907993776462,,,1.4090072416561208,1.3935822916336045,1.3587054306235267,1.4095228520725835,,,1.4012597566374132,,,,1.381182067555784,1.4160021483778042,,,,,,,,
(Unscaled),,,,3.417882,3.4381952,3.4248896,2.8269625,2.8820474,,3.3654416,3.2848892,4.125221,3.2732913,2.8502445,3.4637487,3.514046,,,1.9544189,0.7533622,,0.8175633,,,0.81877327,,1.0533607,0.6696605,0.6922471,,,1.066896,0.6673821,0.97744554,0.9548019,,,0.71322995,,,,0.61633515,0.52369684,,,,,,,,
Leafeon,Razor Leaf,Leaf Blade,40,1.2634307606946937,1.2715998215121902,1.2676663285793113,1.2871267074978443,1.238289200044096,1.2580112168359365,1.2866624556994304,1.2592062077066999,1.280257161194115,1.2577473076274366,1.2543169936934166,1.256197653416412,1.2710873301939292,1.2768537086670828,1.2656422153527869,1.2399902138422885,1.2332541771883767,1.2465259523784142,1.2308474499520756,1.2497964500009362,1.2586518082585425,1.2341239126030432,1.2314397363231073,1.2691301138378772,1.2392509309852653,1.2351786703792296,1.2537503820538174,1.2503295446871736,1.2431791855054461,1.2403141971297362,1.2298034039003398,1.292789850274663,1.259329054706995,1.2435127936221768,1.2306984181046787,1.228653253381936,1.2417183775702572,1.3105325169388609,1.23767539541281,1.2762101767609637,1.2176734824234718,1.2144284262560499,1.2503611592178727,1.2680741988032518,1.251299962922501,1.2549179904022445,1.2427789452868363,1.2604691182644712
(Unscaled),,,,3.097523,3.1147418,3.1083546,2.5133395,2.6295855,2.0608268,3.0880954,2.9721267,3.832828,2.9604592,2.5180879,3.0770152,3.1569166,1.9718591,3.3671348,1.7663177,0.68001586,0.7763949,0.7338971,1.1481795,1.3165474,0.7290831,0.8965779,0.93718266,0.59681326,0.62636775,0.7887752,0.52528536,0.9413315,0.5939825,0.8847141,0.8757277,1.0575285,0.7307394,0.6264156,0.7066797,0.72558373,0.9347437,0.5522971,0.47199592,0.91496587,0.92366135,0.9518549,0.8602467,0.88268495,0.8164,0.894924,0.4617474
Chesnaught,Low Kick or Vine Whip,Solar Beam,40,1.3254915688087836,1.3354518758570744,1.3323493319206257,1.3488427282683313,1.2787177570831068,1.2329878751344876,1.2899455101950685,1.3001729385836491,1.322675423978539,1.2824709541549995,1.3128144929426213,1.2992885718748493,1.291252896410249,1.2660836622988287,1.374720231723159,1.3137895667203245,1.271940803003847,1.2667260991367768,1.2953539056793795,1.2812873764603898,1.3447531118842375,1.2570377966360737,1.237799126983026,1.3597950232982852,1.2698339594304673,1.2874227727087182,1.282121715618697,1.2365051751113552,1.3101128271830356,1.257098481342953,1.2389549859650073,1.2878194763252153,1.3048526624713979,1.284420576064403,1.2878432107257647,1.24766351841668,1.2776350142314794,1.3398455169328183,1.279277686784865,1.3006700377653324,1.3126173218930395,1.2780362013950273,1.323121334640335,1.2888689265425126,1.2617526989633825,1.307896619105828,1.243540021088764,1.2899456446076734
(Unscaled),,,,3.249676,3.2711453,3.2669592,2.6338508,2.7154381,2.0198345,3.095975,3.0688212,3.9598196,3.0186532,2.6355238,3.182565,3.2070005,1.9552268,3.6573277,1.871442,0.70134765,0.7889765,0.7723593,1.17711,1.4066092,0.74261993,0.901208,1.0041337,0.6115418,0.6528611,0.80662453,0.5194775,0.99201345,0.60202044,0.8912977,0.8723608,1.0957572,0.7547785,0.65550184,0.71761376,0.7465712,0.95565134,0.5708616,0.4810422,0.98630714,0.9720397,1.0072446,0.8743536,0.89005846,0.8508658,0.89547205,0.47254553
Virizion,Zen Headbutt or Quick Attack,Leaf Blade,40,,1.5353612030698924,,,,,1.4424852567537276,,,,1.4334974432103895,,1.4721363008819293,1.4543524882198269,,,,,,,1.4370414248362402,1.4829179563470216,1.4771353253225055,,,,,,,,1.4855624326638808,,,,,,1.4896061083782957,,,1.4534116799765004,,,,,,,1.4917809229313022,
(Unscaled),,,,,3.7608166,,,,,3.4620829,,,,2.8777993,,3.6562488,2.2459724,,,,,,,1.5031426,0.8760631,1.0754622,,,,,,,,1.0687058,,,,,,0.87043405,,,0.53753245,,,,,,,1.0742301,
Mega Venusaur,Vine Whip,Frenzy Plant,40,1.0265455538763868,1.0281589423331687,1.0261598047983935,0.9999999999999999,1.0,1.0,1.0,1.0,1.0167179093133751,1.0,1.0,1.0,1.0,1.0,1.0352880151074118,1.0083000517388683,1.0,1.0,1.0007948464872742,1.0,1.0054856696202412,1.0031298656327658,1.0005252221309158,0.9999999999999999,1.020214125676605,1.0083109481825334,1.0,0.9999999999999999,1.0,1.008145930396695,1.005246855154932,1.0,1.0,1.0,1.0047084830180815,1.0,1.0,1.0425428430653407,1.0,1.0,1.0,1.0014715223221864,1.0,1.0,1.0114486188153107,1.0171051901034744,1.0021953922730913,1.0066724574413548
(Unscaled),,,,2.5167572,2.5184414,2.5161736,1.9526745,2.1235633,1.6381625,2.400082,2.3603177,3.0438454,2.353779,2.0075371,2.4494674,2.4836347,1.5443109,2.7542968,1.4362841,0.5513996,0.62284696,0.59672743,0.9186932,1.0517361,0.5926188,0.7284553,0.7384449,0.4913269,0.51132154,0.62913257,0.42011753,0.75719696,0.48279786,0.7231693,0.6773937,0.8397555,0.58764124,0.51138854,0.5751661,0.5843384,0.74359876,0.44623744,0.36984184,0.75140494,0.7616921,0.76126397,0.6783883,0.71349037,0.6616884,0.72168,0.36877412
Ferrothorn,Unknown,Unknown,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Unscaled),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
