Attacker,Fast Move,Charged Move,Level,Arceus (Ghost),Arceus (Ghost),Arceus (Psychic),Arceus (Psychic),Articuno (Galarian),Articuno (Galarian),Calyrex (Ice Rider),Calyrex (Ice Rider),Calyrex (Shadow Rider),Calyrex (Shadow Rider),Cosmoem,Cosmoem,Cosmog,Cosmog,Deoxys,Deoxys,Deoxys (Attack),Deoxys (Attack),Deoxys (Defense),Deoxys (Defense),Deoxys (Speed),Deoxys (Speed),Jirachi,Jirachi,Lunala,Lunala,Mew,Mew,Necrozma,Necrozma,Necrozma (Dawn Wings),Necrozma (Dawn Wings),Necrozma (Dusk Mane),Necrozma (Dusk Mane),Necrozma (Ultra),Necrozma (Ultra),Solgaleo,Solgaleo,Spectrier,Spectrier,Victini,Victini,Azelf,Azelf,Cresselia,Cresselia,Giratina (Altered),Giratina (Altered),Giratina (Origin),Giratina (Origin),Latias,Latias,Latios,Latios,Lugia,Lugia,Mesprit,Mesprit,Mewtwo,Mewtwo,Mewtwo (Armored),Mewtwo (Armored),Uxie,Uxie,Blacephalon,Blacephalon,Hoopa,Hoopa,Mega Banette,Mega Banette,Mega Metagross,Mega Metagross,Mega Alakazam,Mega Alakazam,Mega Gengar,Mega Gengar,Mega Slowbro,Mega Slowbro,Mega Mewtwo Y,Mega Mewtwo Y,Mega Latias,Mega Latias,Mega Latios,Mega Latios,Alakazam,Alakazam,Banette,Banette,Braviary (Hisuian),Braviary (Hisuian),Claydol,Claydol,Drifblim,Drifblim,Dusclops,Dusclops,Espeon,Espeon,Gengar,Gengar,Golurk,Golurk,Gothorita,Gothorita,Grumpig,Grumpig,Haunter,Haunter,Hypno,Hypno,Jynx,Jynx,Kadabra,Kadabra,Lampent,Lampent,Marowak (Alola),Marowak (Alola),Metagross,Metagross,Metang,Metang,Raichu (Alola),Raichu (Alola),Slowbro,Slowbro,Slowking,Slowking,Starmie,Starmie,Wobbuffet,Wobbuffet,Xatu,Xatu
Absol,Psycho Cut,Payback,30,2.4678512408360476,2.2039230308302113,2.6649302229760563,2.356887069868379,2.9822307581223986,2.4269549799384786,2.5547984448153596,2.346260291236375,2.6747455005533305,2.4039007898953924,2.497760322254167,2.6613860226160595,2.5820335568207677,2.6762672459509895,2.8393958536058372,2.3987503410953184,2.765973108931361,2.2849800835215746,2.4707092147013565,2.4763512362397524,2.646420748429657,2.581504624653314,4.620126713738581,2.72043504182938,2.5761933857786605,2.2225639156668517,3.2154092654958295,2.714966273954022,3.2736865410690053,3.139452063822951,3.5185101029235644,3.2832868033666895,3.255451997990193,3.0464029275258127,3.217539025130934,3.141010550111105,2.86950884123077,2.696817878073744,2.0108859976281965,1.9333951028706733,3.231608896959751,2.6164550322198066,2.7524750557849575,2.1585154239606705,2.9434074379473927,2.4466690288662685,2.350426224384287,2.37051906743086,2.2837824999208283,2.204170609327653,2.8203685910748097,2.598232769186762,2.986787251304554,2.623969223653061,2.40014763319211,2.350513643725967,2.4398176912587886,2.3116870371782485,2.498206607174524,2.3773426938077735,2.604663516998556,2.500100462334108,2.447281695879322,2.433547344902259,2.3186223990607266,1.9447664209771054,2.4449849384633895,2.35008162741396,2.971965917085352,2.1177179524018257,2.676676615458434,2.3959435069849184,2.4032341490044105,2.240211359661524,2.5227663687186075,1.8352269987321363,2.4964216735828852,2.4971871274823045,4.062427510801633,2.4006461856573975,3.1859050829297195,2.518996872967554,2.464830061484473,2.2928106790091807,2.556541197804259,2.355946885261204,2.7882923431199713,2.361626638489224,2.8918825128264554,2.5866815562415058,2.4714234115058415,2.4395738173574637,2.2735827276190737,2.3015248375372725,2.245123236170677,2.3701309418935934,2.1966801662943505,2.2223065297044142,2.131219526923586,1.9907388934340724,2.5204427770571063,2.3979328896793772,2.2446293193872,2.350041774079635,2.117283017104862,2.220624225412376,2.0664414134088016,2.002114897328093,2.5718695849960422,2.6106572069321072,2.657099934686547,2.609997388207704,2.740192926674119,2.4290625547975977,2.454862552389881,2.3198037686813087,2.3535409399430294,2.2990812042875906,2.693878644975526,2.4306303793702853,2.525191738505739,2.5930138130654137,2.6072732800470755,2.5575942725445007,2.497637531602448,2.4130127064517075,2.4213157566515964,2.3590104517438637,2.565042249154813,2.515741542398778,2.4425080035934075,2.624102576751437,2.5359451687351475,2.5470053324788187
Absol,Psycho Cut,Dark Pulse,30,2.118528646828412,1.9485730251594033,2.196163044395256,1.986991237845943,2.231102703477709,2.009788004915226,2.1420676677763795,2.026894327489199,2.048977380758586,1.9516662211152858,2.193933507948729,2.3496313590711426,2.2240136274350055,2.3204210288665563,2.2335751771358923,2.0470236478536927,1.987578933472047,1.826920668819945,2.122812213731498,2.1798499009518117,2.2051223718009503,2.214235505746414,2.96749238808041,2.2835002834894516,2.0080045261490542,1.889704090137777,2.5264841599987373,2.299970467230546,2.4963907190098076,2.56467149271936,2.5428514915011053,2.6300387427166743,2.480932777723715,2.547261054930084,2.7225072274757,2.630788338202017,2.319496928038826,2.2130958548574986,1.7236378080937438,1.7459029721335175,2.515792810304076,2.22938701665219,2.070140832185024,1.860776905912321,2.41655642687137,2.145232271464789,2.090887398077765,2.120285841100351,1.9840562671273938,1.9519784199921901,2.2581701071251046,2.199668800006276,2.373354964637717,2.202807996370443,2.0669153128626623,2.068836896397652,2.0299839638416133,1.9941618409373254,2.1089640577969035,2.0516131129048487,2.237341621930461,2.1903930960174223,2.1326254276076835,2.142512192871718,1.8814965755658468,1.7292065096862568,1.9368360425944509,1.9435686914844807,2.2403366888131795,1.843844767191153,2.1975800573117037,1.9148597532552867,1.950144934800878,1.8807590338515376,2.0937718498707865,1.6889912282339439,2.128987333741586,2.1510832376417937,2.693702494526686,2.0411676662281453,2.5490286102873836,2.1125933695578314,1.9877388345052789,1.9323274342470342,2.1283711635681914,2.0502201013512056,2.398166008842106,2.1116253067321837,2.480366620663499,2.184544199913612,2.1127296681029026,2.1179810166481303,1.9933489070484744,2.068025238597182,2.04826680181392,2.15011103343048,1.910538125954731,1.9506833599797488,1.923717809252,1.8917182162311883,2.2180726160126394,2.125210508583932,1.9827224994874213,2.0803482000639915,1.8978042285107262,1.9734101281635141,1.8674306129256446,1.8760262927111964,2.2084620985658803,2.244312877299479,2.208354096463831,2.2318839760487634,2.379652186119972,2.115064010931028,2.1606595606043575,2.1024648769910557,2.1144870100066924,2.076468966807859,2.2301801605168468,2.1118123537919846,2.143779117465303,2.218858658860993,2.184564703574756,2.22069533663512,2.1168814871547603,2.1039133156875676,2.0815076488381576,2.0528972571458066,2.229467148714605,2.2011620163531704,2.152271808064722,2.274570162532455,2.1515323633927417,2.188842478073122
Absol,Snarl,Payback,30,1.77647262119344,1.6308649661382189,1.716249579930244,1.5701744646994584,1.7552911267165396,1.5876737912881098,1.7250155778456604,1.633084881335815,1.620641291976209,1.4855426459048022,1.7148551284147764,1.7908066624184973,1.7014162137517668,1.7386142369679474,1.8747533382875152,1.670814228441256,1.6183153674979198,1.4695391306675085,1.8407165575215567,1.8415773499429318,1.7383354474696955,1.7017986358024384,2.272510704427588,1.8240908550882042,1.60057822135293,1.4761134393087578,1.9970701514824452,1.8156080303938522,2.098580746468238,2.070888688699225,2.139408339573958,2.036748996989739,2.088376013592013,1.9847534834002276,2.2529108558040853,2.0771277460461537,1.92531685108189,1.7850469343952036,1.5180837953421575,1.469928357347736,2.0100858476868453,1.7775352697574316,1.7453688384875643,1.4878147889320241,1.8983907163790363,1.6612955883519696,1.7899797177705856,1.7885336236614047,1.7204984936457592,1.6730719633028472,1.9194226323736177,1.818989253130211,1.9365865640250326,1.7671954688385114,1.7310494114026003,1.6955572035394892,1.6296028166691205,1.5467174297283828,1.7495135665034438,1.6906957688832944,1.811974902854478,1.7579762517591053,1.7444283738387094,1.712579158398168,1.6853980823168744,1.5209512751940513,1.5287585876052905,1.4707837195572429,1.9908322934202967,1.6038926250516399,1.6238296656883289,1.4452252934503333,1.5704785707180795,1.497204062403811,2.0363681950649215,1.5848390884252774,1.7075558322199706,1.7089757762581623,2.1065184104210304,1.6573427698572012,2.1334541574524724,1.8176465742348165,1.7045156642118726,1.591272255200724,1.743273922246702,1.6611763861890616,2.0922660778271203,1.7943830388184345,1.9491880616512678,1.731763255760053,1.68846750718815,1.6547851000082812,1.7134005695939334,1.698176012601751,1.6615507295082457,1.7192303026807962,1.5573048998436825,1.5500723321510503,1.8214442887528992,1.7323788739355752,1.866684442427849,1.7900712868551791,1.5601928706021446,1.5977670399952408,1.5460856583257103,1.574272502385238,1.7630500938995133,1.727570971221486,1.670655446690433,1.6873092233425835,1.7807072494871266,1.7568765437165492,1.9893985464589472,1.7321697635385072,1.8761913100533314,1.797269813525258,1.8365957861348872,1.7886995026598425,1.7883124873370972,1.6683276768497524,1.6529158425985995,1.6865175974196887,1.8312418967292698,1.7939169322806847,1.7413103924739286,1.7003430319117376,1.7063802059768234,1.6479774713462236,1.8145460053147904,1.782157058693897,1.7039921534621616,1.7928900928990377,1.7565740137136312,1.7366711393004957
Absol,Splash,Dark Pulse,30,2.9401657725611754,2.6513458798538347,2.8228622352977917,2.540068851821763,2.930708277712566,2.6381678004416833,2.740162356860766,2.6645927276945978,2.4626817115346036,2.3565884603685783,2.640793958805735,2.8302376281182817,2.6832062126807656,2.809160864084046,3.1168194407679306,2.780621557115215,2.638266990559367,2.343469618313549,2.6215075752178514,2.8071079526622857,2.6575221502016277,2.760327053614074,4.657193253266261,3.010108363291288,2.449644018210859,2.3703718216504672,3.1524845111896935,2.9271075680944603,3.107758336302569,3.2656104081637105,2.7777019280824176,3.2290983683185543,2.7807647394102846,3.254264446975459,3.1442106196168305,3.3757090710503124,2.840536538800053,2.7912583411638106,2.2691546436108108,2.396369562938169,3.321115096073798,2.851870703923379,2.6777976369148004,2.3238011701568926,3.1761184562355447,2.7271087706614416,2.6464652269592603,2.803349089219094,2.573615924214159,2.666374912834281,2.950012256644047,2.8418229564634174,2.889636177723179,2.7796788532680754,2.571660470761097,2.6954459490475453,2.427681674754758,2.4763699720425167,2.738084512351814,2.715192215472206,2.7502612764518317,2.8685758372060284,2.633916726883685,2.702438249620695,2.6839221185832627,2.429288565651295,2.300995026778473,2.333136793144409,3.8512291411136825,2.616524607072507,2.6950584367018102,2.3443054277325204,2.3668676930499437,2.3558018172262902,5.09927842446488,3.615872230754179,2.599133572999372,2.6858793948608954,5.1095634439824575,3.263828693394536,3.3708339356611567,2.746806132121384,2.568011621298908,2.4978220926215604,2.638000392405315,2.5850650882868744,3.304281132769708,2.8620971292264734,3.0603301692986795,2.783353946966425,2.5444668576313347,2.598463425878095,2.582929976885766,2.6502665071500693,2.600957611848035,2.746031872290391,2.345134258766207,2.418283282419743,2.7798377539408876,2.7804556011627253,2.8153534509960543,2.776913669445269,2.397843567057321,2.537043048017641,2.371823729676296,2.4896454232936938,2.632288467101697,2.7240074611158347,2.606028314249385,2.665484712242186,2.662303892072978,2.783155861193024,3.0234954979455413,2.744165867146534,2.8359248100270382,2.849399029574306,2.740209253813204,2.7528799883717916,2.7118989425058104,2.607897219753956,2.496739151769066,2.631144771585283,2.663964497621733,2.8493910655617127,2.635084735821609,2.6450653804944952,2.587942128500697,2.5673736735481105,2.7575662104616625,2.8474980200042896,2.6725742046703007,2.8425288056555456,2.5906198464074977,2.6731450285958513
Absol,Snarl,Brutal Swing,30,1.475288663592586,1.363491728165321,1.4297806035674119,1.307843989937902,1.4097914724661509,1.305379111744981,1.408198180262713,1.357169238254428,1.2838158978374745,1.2144531723839123,1.4605853062140912,1.538397425570106,1.447916265706263,1.485517260360634,1.4898330227819458,1.383780351584765,1.2796244608848384,1.1845066442785745,1.487696741199661,1.506487163188473,1.437839116657851,1.4201977031041788,1.8356250617169114,1.5015024969595019,1.293302926555511,1.2193380797571887,1.6244779154397397,1.50851226010217,1.6560018476595693,1.651183219518694,1.6995812795035579,1.6729156231456486,1.6828573489020535,1.6541945778909342,1.7912816049023124,1.6966377954381202,1.5468860200498495,1.4483179554678156,1.2440775749468083,1.2206973113060338,1.6248679421276997,1.4548368789966235,1.3981925773869168,1.2265527383627886,1.5681638912782758,1.4180587250143697,1.4791382539792146,1.4774631926032669,1.4161777849193047,1.3875151581169813,1.550127141890131,1.4878394577742104,1.549889143582183,1.444563102845182,1.4065061564583174,1.3926637144701166,1.329265404474046,1.2905801770154328,1.41716520987354,1.3758698716457132,1.5057559710623398,1.4726106137182455,1.4440163194327051,1.429960301656221,1.359745874372187,1.2342903267888592,1.255809397017862,1.2204324689899717,1.523203100938825,1.2966256995327994,1.317165629356164,1.1958083091894136,1.2607722859284403,1.2168355418822805,1.5732016600519394,1.2871072524827967,1.426001247969814,1.426876175657123,1.7009552023018475,1.3459633017494004,1.6748738915746952,1.460278895928509,1.3703529281828217,1.2947427696876452,1.4424235090542772,1.379258976271579,1.725827753588419,1.504758700844372,1.6631893047902992,1.4576955573582242,1.4198471707187987,1.3969315453976283,1.4244651381584177,1.4199682166630128,1.414793595997399,1.4771931907829043,1.3094321351564036,1.3056851549306445,1.5081593793412043,1.4593377792314597,1.5285963886263076,1.4799765091389492,1.3087383107665098,1.3627528572823409,1.2937133300382622,1.33035490559867,1.4454704355562484,1.4361919729977857,1.4232347714647358,1.4326102333360269,1.4683481765059714,1.468408432028248,1.614706947644495,1.4472716574168527,1.537153337883733,1.4905984505328211,1.5094782415334256,1.4768729209687705,1.4819511093532132,1.4095350281599077,1.3863652688114145,1.42237673283457,1.4948427401559359,1.484569352228706,1.4417408404904168,1.4281153858482414,1.4178897217837638,1.3897391375416095,1.5088683555010192,1.477483961349628,1.4442994474675124,1.5219729507814295,1.438182434033497,1.4339207290898486
Giratina (Origin),Shadow Claw,Shadow Force,30,1.3608567252130936,1.3482228953636157,1.3556026934802843,1.288498734780191,1.325103932773427,1.305753476804068,1.305978634831035,1.3015425414207116,1.2606288065810844,1.228111603900342,1.473236618453226,1.5741881481369695,1.5390292945576618,1.6560152835967588,1.2877365309433235,1.3024409947069993,1.2309021923954577,1.184808101278311,1.3981891650036362,1.4572474727672504,1.3592215615847727,1.3991509571207792,1.3979331661797227,1.4294284917988647,1.2710050010128213,1.2270605932808438,1.4222030504166228,1.4359630723239687,1.4891947820058926,1.5849015240872737,1.4934382414329588,1.6040448104736216,1.5332389540068039,1.6407938389096202,1.4111099074124913,1.5236065835628942,1.357296044394252,1.3693882274942393,1.251897677194056,1.2264080943823674,1.3787344075154393,1.387994784588907,1.263676087643903,1.2405076756696116,1.4670559948202906,1.4517313474903817,1.487865473099072,1.5390233592042115,1.4535940740989015,1.4303213970568391,1.4072961019006016,1.3999301989459136,1.4023526874203274,1.3925941612518338,1.327380575487516,1.3709716586483214,1.2902511558936218,1.2917950719878557,1.343367871433105,1.3459672282899071,1.3589054641096114,1.387925576997989,1.3998260057674627,1.4336613799849518,1.28457432652795,1.2396538386276172,1.3044797649024404,1.2482921682610442,1.2206863741244625,1.2053159968060867,1.2809481482206306,1.2136075660907946,1.1889031086772126,1.183836695564862,1.2153860906180403,1.188609693392166,1.3982287831212121,1.453354952053853,1.2152242710108885,1.2339702433040458,1.3968651755522155,1.3911461351804664,1.2471964748284556,1.20802063877013,1.3802392635226415,1.3973031210051798,1.5084275488022365,1.5077658558041966,1.4264926623191918,1.4440215969069012,1.3985860540043908,1.4538412734550568,1.473899526140771,1.5129077062781426,1.4833292188797456,1.5567341484402053,1.3815749990046036,1.387214284766289,1.414654221569295,1.4228145814662725,1.409362205650628,1.4122868327292035,1.3714758220743875,1.4248699624231267,1.3438488213973068,1.3649040802325236,1.4363831723004432,1.4446865713791484,1.4818707372315347,1.5470031133252549,1.4590022113384131,1.4436665724757054,1.4635181592360411,1.4662659568770267,1.5087632477895547,1.5609361615571657,1.459229935566187,1.5195049774463019,1.4123919515219963,1.4193768982744486,1.441112112547187,1.5233726048583867,1.387801696660619,1.461312214975727,1.439726877101857,1.4954063493384204,1.4166158090478267,1.4670442629916618,1.4244581088118347,1.4598966732663181,1.5483554335432064,1.636489313237749,1.4371002380166675,1.5195537722246324
Giratina (Origin),Shadow Claw,Shadow Ball,30,1.4305788458908062,1.4184912146286401,1.392231657575448,1.3576874979316953,1.3497974607852872,1.3600408127482826,1.3785379712643866,1.359113927295406,1.3071239600274864,1.2761883402937255,1.5743948158431187,1.6745367242120262,1.6209348099711947,1.7285840674606696,1.3389159380513733,1.3575536494045592,1.2644272987331913,1.230090096729246,1.4782794601722922,1.5485861892051087,1.4399205166709719,1.4834561754960136,1.4430840695089888,1.4936097242297828,1.2969476720052868,1.2786535453727348,1.4750394530604087,1.5117402029879015,1.582484516119558,1.6844412322911255,1.575135284606929,1.67819494563522,1.6105152910148532,1.708559465554256,1.500366820783561,1.6048173187977508,1.418449647639333,1.4418177795946503,1.3115606359444756,1.2889592637013165,1.4324889533029195,1.4589433210554483,1.2751149505690016,1.2915856283658371,1.5181733600177547,1.5297332639907122,1.5417642654784596,1.6066440599349077,1.5401158233551508,1.485982877504424,1.4713135194929796,1.4695098042477155,1.445726879427432,1.4628996186924872,1.3931719337121047,1.4311994355732907,1.3204178920030587,1.350726324472974,1.378157370800797,1.3939929525706765,1.4229828067179076,1.4605319621468205,1.4680498339041772,1.5151238789654171,1.3249822581697215,1.2772412106190072,1.3586713618047346,1.2944640687154272,1.2834312341172414,1.2516271296356458,1.2444311723993806,1.2596570581991795,1.2369452552943692,1.2270625894338967,1.2831630441975839,1.2235393769776353,1.451047690028577,1.5130061682519584,1.2913341376950926,1.2733116396562483,1.4315426772109674,1.4365476344454733,1.263146634406369,1.2627451242686312,1.439614094438303,1.4526471368673435,1.5680847707113903,1.5665567459772376,1.4830541186881723,1.5048219045311364,1.4560185566081483,1.5265173207507776,1.4964973201369194,1.5605062229807607,1.5590559502242967,1.6387701978716012,1.4203619618020207,1.4282480923184195,1.4664487308647212,1.4909645668890006,1.4714332334036473,1.4827320255172138,1.4403889436744792,1.499755690927632,1.3975776923682215,1.439024047257222,1.498741156502614,1.4996035130250154,1.520573356044005,1.6067504646799264,1.475427513421231,1.5030583014180243,1.4946153144443595,1.5207128988623133,1.55923309836578,1.6419068061398898,1.5359876152646712,1.6016239232756742,1.4677664025971837,1.48232845888144,1.503769100072363,1.5903689757226214,1.457107536899917,1.5549060952287552,1.4909385799136992,1.547199752022659,1.4689595551100327,1.5216587829887107,1.4763392100109545,1.530596556715773,1.5948673586224993,1.678386152245538,1.4963947566969575,1.5791574155971217
Giratina (Origin),Dragon Tail,Shadow Ball,30,1.6842559875699787,1.6819577283863123,1.639682970267218,1.6073011735851748,1.5247710044043874,1.5479533215469212,1.611096461465571,1.625848225519228,1.6812221748184317,1.6909428282075014,1.8825715015255566,2.0010479688533107,1.9166678799354524,2.053167100219126,1.5583880318489334,1.6151729724191712,1.4668738580162988,1.4191302337384437,1.7501972241726815,1.853130390651403,1.6955006774506332,1.7691024071031825,1.8164329433254351,1.9437534920381385,1.638262314080873,1.6726312433793036,1.7284619902308163,1.7962631539879332,1.8860876700974891,2.0075203454398274,2.0738581624911063,2.2139998287723466,2.106820384445049,2.2567104234893183,1.5187815209207243,1.6133832384082814,1.8282122043566535,1.9090067991324704,1.540509996860109,1.5446925546530283,1.6753136351256483,1.7338356622159166,1.4563682665310622,1.4883041406245043,1.7108341111168102,1.7461391717388086,1.5329660619629035,1.5849334541165951,1.5376737045347368,1.482642823933935,1.4995333935084822,1.501735766218008,1.4418057337268868,1.4660952677980967,1.627830398777065,1.6930576963380877,1.5377044237717554,1.5964172083013064,1.5711650893995093,1.6033118178451946,1.6697200574346118,1.7293243580069158,1.7266978286153944,1.7919731240130568,1.4968671319548625,1.480476420324832,1.7183782058450972,1.7021336033695578,1.5024597463923839,1.486863541955496,1.54243816981139,1.6025782403656281,1.4349883026141523,1.454228093933102,1.4713594644513999,1.4159219156870364,1.6355245107968521,1.720294315103046,1.4486258986022962,1.475039918423193,1.4185583958027088,1.4138663516984071,1.2940156953391266,1.2939070786577425,1.6885154027729399,1.7195152497867268,1.8146783026718472,1.828502654191781,1.6852738593145877,1.7333621643261237,1.7097012443275048,1.8070396798828638,1.7258817384504475,1.7907369952485843,1.8468752831941948,1.931875159618546,1.6201453376110029,1.6403772990019168,1.670278509877546,1.708193203661143,1.7143085105236504,1.7564844254404826,1.677252910254443,1.7604310857098266,1.6379036462175531,1.7157523151563436,1.7464469237621114,1.77196972674177,1.7510435776902218,1.8376774268498077,1.7006080920575628,1.7272802873156021,1.7052031702328567,1.7684306163670473,1.815564929818047,1.8956204849138762,1.8265830650773796,1.9060655005906244,1.8874959714222745,1.9442866773723897,1.9260468905094963,2.0573350201122813,1.7185238071887414,1.8295676751826608,1.7079009700169754,1.7903374087731876,1.6883348143807135,1.7628576184791953,1.7478185289900179,1.814983813464051,1.8840191723691557,2.0001933403089582,1.6983028981711905,1.8160950023145412
Giratina (Origin),Dragon Tail,Shadow Force,30,1.72540147129476,1.7224602933925113,1.7413370546503177,1.658915802872741,1.6260751785693615,1.5710625374983294,1.6447663579031118,1.6690592525640677,1.8435751241943361,1.8570130202227229,1.8729357637255897,1.9960240082441292,1.9258644240938825,2.070503547764132,1.6268900446629553,1.6577591823041158,1.5210881123136604,1.4941700652901704,1.7803040097113036,1.863314804015662,1.7199162588772432,1.7853346533922934,2.0295286372487547,2.1089598427291185,1.8986782681751617,1.8324962060709507,1.7960477655019225,1.8356926682383332,1.87908193747651,2.002565475592815,2.2059354983462756,2.33501162675127,2.2504386522378956,2.394194821172877,1.4541036237009666,1.5483054674104895,2.0162545455510883,2.0725848341825075,1.571552994478317,1.5779607232988142,1.7404245151745643,1.7719607149576497,1.5471002005687513,1.521596817077092,1.756295338761685,1.7540150446550853,1.4976341752726254,1.5233218380256477,1.4616932927465676,1.4320758016134731,1.4396838803705863,1.437517555153781,1.4113473205504379,1.408310021740795,1.669839970323828,1.7326279634991808,1.6269472644325167,1.6404223865557417,1.6262527746562192,1.6462503181436965,1.7270077060493294,1.7593574792460867,1.7565552503795916,1.8259889582713733,1.5710635314069532,1.544702889570152,1.9361572292953402,1.8851538263554681,1.5303063348421353,1.5673028361994874,1.8166160606850088,1.7573426142903932,1.503418048984125,1.5007298824152302,1.4792114951899598,1.4643130859419842,1.6736291525246685,1.7529984329407569,1.4611995095286507,1.5099452212819833,1.3680041536351786,1.3675607703954322,1.2929569685290025,1.2443615794443272,1.7329512423431264,1.7290104212133968,1.8671836325537734,1.8490707855502075,1.717950400859662,1.76051369033196,1.7686846717269875,1.835351778984517,1.7979736210451223,1.8624257088681877,1.8681825658338613,1.9515268126488057,1.662071765017783,1.6831599293155135,1.7510650437594857,1.7474020368958867,1.7474652516708071,1.7779422767919482,1.726579469210847,1.7950425838719315,1.6841193246087716,1.7359973307464565,1.811929586540247,1.794255303079495,1.7859797306633998,1.8599841238105979,1.7842642487676128,1.7780287050634875,1.8126391110004598,1.8280117615668328,1.8643918582901937,1.9324926572083485,1.844187681378377,1.9331864784881498,2.050515876875254,2.105727526307989,2.0511407991949695,2.15059995024191,1.7503139900946405,1.8400859118324917,1.7487014607884128,1.820306111522967,1.725049893801985,1.7898347930521425,1.8007929808458598,1.8381121151139994,1.8876094299908086,2.021765108463438,1.7736072099881852,1.8459556999498878
Giratina (Origin),Shadow Claw,Ominous Wind,30,1.7673119056299686,1.7444710596525184,1.723832509041113,1.6691419670311078,1.679673624106501,1.6825258206179383,1.7194786058389018,1.6884579826766406,1.6388569590894224,1.5895089492770038,1.9311832826331217,2.0541692876927944,1.9768951075617622,2.105978197460193,1.672792240985578,1.669894235269061,1.5607713821097569,1.5155350614608765,1.8187482953294023,1.8854519641147378,1.7722348300726822,1.8168925314924713,1.8195418996148751,1.845863349315685,1.6075602960758986,1.587124052347919,1.8370762405190655,1.8581933774191983,1.9521118483277788,2.066255768051552,1.9464453040816145,2.0668204107298727,1.9995638922926295,2.1175449599925327,1.8621566013103286,1.9726479050674826,1.7752536670187837,1.7891061253317189,1.6348095351310052,1.596351882789721,1.7766456377723194,1.7928347573863137,1.5956569369508942,1.5989123811387245,1.9008953965646374,1.8924938149173787,1.9506317724792248,1.992217384430589,1.8947045508792109,1.8406370986911247,1.8432107352809672,1.8257837586383026,1.816211751957406,1.8195570070594524,1.7229424363729058,1.7604903795822575,1.6476824238468715,1.6741324111361027,1.7198369174759518,1.732377130507564,1.7624300443373169,1.7912683016924693,1.8130180406557035,1.8611184492145618,1.6328206248776989,1.584202726501859,1.7114033749734374,1.613811379860526,1.5859102383467463,1.5466003562598192,1.5699628497286289,1.56897938652981,1.53106586015926,1.530627962038909,1.5968833548880987,1.5330549790713937,1.826364691535253,1.8740706392947692,1.6020825367306204,1.584332125501184,1.815666330237609,1.7930168976238596,1.604178803866228,1.5703988444557102,1.7920839574508176,1.7988246855787586,1.9773913314792737,1.9506579260281258,1.8541698886442408,1.858782566555346,1.7984590829110179,1.86528008226281,1.8976227512721038,1.926122835578485,1.9114400085679113,2.000951390453312,1.7932635768046379,1.80180942056266,1.8181617375292967,1.8367302794943168,1.8167894041712738,1.8297020533064163,1.7741898093265087,1.8446988736402419,1.7453530890062654,1.78605520965505,1.8830149450061018,1.863189113270598,1.9122324269942053,1.9905811698555698,1.8700859928737148,1.868264666670082,1.8836291618966516,1.8833795599855316,1.9480376200786347,2.0258307705079637,1.902585488342053,1.9648016563910236,1.8047323664392971,1.8302920916216332,1.8653029759305126,1.9655250120467964,1.8069750208404844,1.8976669249252196,1.8528205717528166,1.9236318791376448,1.8247771147446996,1.888908794803149,1.8373770318893439,1.881968126096233,1.957600939777733,2.0682358157424656,1.8582656536819069,1.9506841759101214
