Attacker,Fast Move,Charged Move,Level,Arceus (Fire),Arceus (Fire),Victini,Victini,Volcanion,Volcanion,Entei,Entei,Reshiram,Reshiram,Blacephalon,Blacephalon,Mega Charizard X,Mega Charizard X,Mega Houndoom,Mega Houndoom,Arcanine,Arcanine,Flareon,Flareon,Lampent,Lampent,Magmar,Magmar,Marowak (Alola),Marowak (Alola),Ninetales,Ninetales,Torracat,Torracat,Typhlosion,Typhlosion
Raikou,Thunder Shock,Wild Charge,45,2.121183268579296,2.207158049110809,2.15289376255541,2.2646846413095814,1.1465551683765465,1.1838801127026755,2.1665797447293507,2.272010542570973,3.1895474146649296,3.339178081083486,2.120889335510614,2.1803598096274897,3.2720250935204653,3.4180057614067665,2.1104099870386794,2.215650605240618,2.134457678929061,2.2370085379993676,2.1195496783416727,2.2030617107457706,2.189090689128495,2.295265171563809,2.1698959054582154,2.272957716726714,2.113781695778397,2.2229530965172017,2.0912848225801897,2.184141898189555,2.1310660562459125,2.2794310006540224,2.152916154743591,2.2191271668542285
Unscaled: Raikou,Thunder Shock,Wild Charge,45,1133957,1179918,1037402,1091270,660042,681529,851624,893066,1576925,1650903,759798,781103,958651,1001421,556857,584626,202496,212225,213498,221910,144758,151779,184899,193681,219159,230478,222130,231993,130336,139410,208525,214938
Gigalith,Smack Down,Meteor Beam,50,1.3518678905397998,1.3922598192623465,1.3575510932545283,1.391440323410755,1.1900850133929965,1.2257857745877005,1.3558804598636893,1.4278340155645388,1.3104182004999958,1.354345838625901,1.3568033050007675,1.4004159164817374,1.3696925429374984,1.4221527455424188,1.401778202242081,1.4530587958857282,1.33267629387583,1.3976283335090123,1.3720812485108411,1.391698435390358,1.3989444553661894,1.4570901447215208,1.375843494384528,1.4418678339650983,1.3332433136254471,1.3970737164957898,1.376935895383978,1.420620051404201,1.3303956834532373,1.4077828646173969,1.3788574909402522,1.4119475102470653
Unscaled: Gigalith,Smack Down,Meteor Beam,50,722691,744284,654155,670485,685101,705653,532960,561243,647876,669594,486068,501692,401298,416668,369876,383407,126431,132593,138207,140183,92508,96353,117237,122863,138232,144850,146254,150894,81367,86100,133552,136757
Zekrom,Charge Beam,Fusion Bolt or Wild Charge,40,2.030502051116095,2.0381565582402863,1.9750116215363673,2.0388014045456813,1.0969090144769436,1.1033015213471513,1.9603814049807542,2.0462738473515096,3.2834726256260063,3.1029603320361483,2.0546916216555706,2.032589429022038,3.1051832181962156,3.1802555770963603,2.0016258498760715,2.064219175174902,1.9065352587751658,2.0120375250342573,1.995512667778572,2.0643316654753394,1.9538917537465785,2.09870400895247,2.0034267876213163,2.1315909917733626,1.929852142629797,2.048919281256932,1.9205494412382198,2.015920238756508,1.9374264224983648,2.1125081752779593,1.9237329258597728,1.9967890808098538
Unscaled: Zekrom,Charge Beam,Fusion Bolt or Wild Charge,40,1085480,1089572,951687,982425,631462,635142,770573,804335,1623362,1534116,736083,728165,909769,931764,528153,544669,180873,190882,201004,207936,129205,138781,170714,181635,200089,212434,203995,214125,118493,129201,186327,193403
Shadow Ursaluna,Rock Smash or Tackle,High Horsepower,45,1.419596810247911,1.4619902840884647,1.498819168894128,1.5281905267876414,1.2794637242606057,1.3058449747600203,1.4793053707581034,1.553469711732935,1.4488778407941683,1.452641968916109,1.8251280548228166,1.9054613462853633,1.4541237746771156,1.5126730469923273,1.3694052193949868,1.4142809498904731,1.444028670812691,1.5482765890165489,1.4637737272655071,1.454253037884203,1.8431503016921984,1.9375897893447458,1.4597059065144171,1.5537078546197087,1.754998505029851,1.8619033381236676,1.4068934351375015,1.4712993212009378,1.4629496402877697,1.6173315892740352,1.51196093209577,1.499313420816255
Unscaled: Shadow Ursaluna,Rock Smash or Tackle,High Horsepower,45,758898,781561,722227,736380,736554,751741,581475,610627,716331,718192,653843,682622,426035,443189,361334,373175,136995,146885,147443,146484,121882,128127,124383,132393,181960,193044,149436,156277,89474,98916,146444,145219
Shadow Flygon,Dragon Tail or Mud Shot,Earth Power,45,1.5821615564912728,1.5693179968835755,1.502973868145369,1.525758305247954,1.2754145575447213,1.2915834309001275,1.5095567490008217,1.5776204420044113,1.4203404503199812,1.3790948293298597,1.5178104369914442,1.5367806947759215,1.4356278841165389,1.4434644895284385,1.5730836573663507,1.613328179123936,1.4672499209444503,1.5335406345525455,1.4766797712651893,1.5136704789135096,1.5226306954799098,1.5887005307968,1.5248970203377499,1.559516963772283,1.4576634098822348,1.5026861237835283,1.4918798309121892,1.5486409896720863,1.5077338129496403,1.5810497056899935,1.5286040244897117,1.5231217155187546
Unscaled: Shadow Flygon,Dragon Tail or Mud Shot,Earth Power,45,845803,838937,724229,735208,734223,743531,593366,620120,702222,681830,543748,550544,420616,422912,415077,425696,139198,145487,148743,152469,100687,105056,129938,132888,151132,155800,158463,164492,92213,96697,148056,147525
Shadow Omastar,Rock Throw,Rock Slide,35,1.5372857925838077,1.5702701337668143,1.567251340627231,1.5404367207344813,1.2724771311540906,1.3162449580839155,1.4967296151096614,1.555573646625436,1.5267514016876886,1.4956108769346526,1.504796996468897,1.5548939971248725,1.4688481282254322,1.5190010375993228,1.54099491400808,1.5883075243877482,1.4858437862337934,1.541151048803626,1.464945198951632,1.510195774759749,1.5233716938618114,1.5776762895640206,1.5306239804720048,1.5943598831136825,1.4921634629295626,1.5577203151975771,1.5028761874276246,1.5306024459361496,1.4678221059516023,1.5304283845650752,1.5127352695210465,1.5164520891623734
Unscaled: Shadow Omastar,Rock Throw,Rock Slide,35,821813,839446,755202,742281,732532,757728,588324,611454,754832,739436,539086,557033,430349,445043,406610,419094,140962,146209,147561,152119,100736,104327,130426,135857,154709,161506,159631,162576,89772,93601,146519,146879
Mamoswine,Mud-Slap,High Horsepower,45,1.3747397523695863,1.390228344497715,1.5341361878040278,1.4330371225075957,1.3561616470432918,1.2268731955933392,1.5979194704291568,1.4586578065651927,1.5029490052669476,1.3798796126244932,1.5694371170567627,1.4296445170204748,1.6069956038555007,1.4235214209649674,1.5218220130219586,1.4679718943993452,1.358258669758617,1.402867081269105,1.4262667778571996,1.3957985862917957,1.4282063302433197,1.4555325358779319,1.430038375327129,1.4777904261186936,1.335982484736837,1.3846606417762173,1.3573250986188652,1.4067898735607294,1.3857259646827993,1.4327992151733158,1.4504475670318098,1.4203619769350693
Unscaled: Mamoswine,Mud-Slap,High Horsepower,45,734918,743198,739245,690529,780707,706279,628099,573359,743064,682218,562243,512163,470824,417069,401551,387342,128858,133090,143665,140596,94443,96250,121855,125924,138516,143563,144171,149425,84751,87630,140486,137572
Shadow Flygon,Dragon Tail or Mud Shot,Earth Power,50,1.5178913815711943,1.5251960859504627,1.4411389935749508,1.4800317101920875,1.2342037333629796,1.2683081049343898,1.4729248765496485,1.5254545593312183,1.3944122620367148,1.340417957783513,1.4433585953746737,1.4619352677636812,1.373907790186495,1.3876798733036617,1.4747140550742435,1.5191615314065687,1.3855064825550754,1.4470538631811953,1.454699785561115,1.4631184973393694,1.4574228378725784,1.4996295008090492,1.4711363556348358,1.529403480771262,1.418379452358677,1.476210684696328,1.408983496050538,1.4602653059303123,1.4307226945716154,1.476831262262917,1.47417326574228,1.4829697388934202
Unscaled: Shadow Flygon,Dragon Tail or Mud Shot,Earth Power,50,811445,815350,694433,713174,710499,730132,578967,599615,689403,662708,517076,523731,402533,406568,389121,400849,131443,137282,146529,147377,96375,99166,125357,130322,147059,153055,149658,155105,87503,90323,142784,143636
Magnezone,Spark,Wild Charge,45,2.126486427840557,2.2177475322071056,2.3708536018461643,2.310600086331413,1.3129635870301593,1.230743441600628,2.421326318520987,2.340036074724033,3.705914596160225,3.5928127604145597,2.3756060796382363,2.260877332551745,3.998392403680747,3.690890970155367,2.416372952528216,2.416983119964224,2.2055128069990513,2.288963845261937,2.3431022158684773,2.260692161067429,2.3043234987221557,2.376139852102772,2.240426705472298,2.3327387309150227,2.163433994656687,2.260645634204917,2.264138508901588,2.333920182268375,2.234941137998692,2.345994113799869,2.2929679837285897,2.27364052159369
Unscaled: Magnezone,Spark,Wild Charge,45,1136792,1185579,1142429,1113395,755839,708507,951758,919805,1832219,1776301,851049,809948,1171465,1081372,637589,637750,209237,217154,236016,227715,152378,157127,190909,198775,224307,234386,240490,247902,136689,143481,222090,220218
Rampardos,Smack Down,Rock Slide,45,1.2212380772446767,1.263689539775565,1.2802720269619645,1.2453949662145336,1.1038695511695855,1.112872910709881,1.2113831273071414,1.266177020553434,1.2322351760908083,1.2399151301364875,1.2041703303605074,1.2586079359097824,1.2024922862681922,1.2622020315102531,1.2438812712705885,1.2958061410889026,1.1908717191946874,1.245145989248445,1.2026248907950123,1.2442617742832183,1.2480076216976423,1.2874771273458647,1.2395934797150603,1.3003720176972458,1.193246592914806,1.2601633857698131,1.2403946637543894,1.2629616728019055,1.197858077174624,1.2519620667102682,1.246683254695066,1.2529399010912996
Unscaled: Rampardos,Smack Down,Rock Slide,45,652858,675552,616917,600111,635469,640652,476162,497700,609222,613019,431388,450890,352311,369805,328213,341914,112978,118127,121138,125332,82527,85137,105627,110806,123717,130655,131751,134148,73261,76570,120750,121356
Primal Groudon,Dragon Tail or Mud Shot,Precipice Blades,40,1.0,1.034995239315584,1.0,1.031610578918533,0.9999999999999999,0.8967749108002098,1.0,1.0498151742806043,1.0,1.002764945267433,1.0,1.0229731049979762,1.0,1.032643420801136,1.0,1.0496357944683206,0.9999999999999999,1.0520080109623695,1.0,1.015934000476531,1.0,1.0374582243259183,1.0,1.0495358580464964,0.9999999999999999,1.0377311175625235,1.0,1.0386096387583907,1.0,1.1070634401569652,1.0,1.033358456280909
Unscaled: Primal Groudon,Dragon Tail or Mud Shot,Precipice Blades,40,534587,553295,481864,497096,575674,516250,393073,412654,494404,495771,358245,366475,292984,302548,263862,276959,94870,99804,100728,102333,66127,68604,85211,89432,103681,107593,106217,110318,61160,67708,96857,100088
Shadow Raikou,Thunder Shock,Wild Charge,45,1.768649443402103,1.8290848823484298,1.7859624292331449,1.8763427025052715,0.9755382386559059,1.0027272379853875,1.8057434624102902,1.9062947594975996,2.901070784216956,2.920372812517698,1.9222040782146295,1.8442518388253848,2.9530998279769545,3.013857412008847,1.768306918010172,1.8522977920276509,1.774206809318014,1.8664382839675344,1.766251687713446,1.845206893813041,1.8565638846462111,1.945831506041405,1.8055298024902888,1.9029115959207143,1.7598113444121872,1.8429027497805768,1.7553028234651702,1.8219494054624024,1.79702419882276,1.9247056899934598,1.806467266175909,1.8638714806364023
Unscaled: Shadow Raikou,Thunder Shock,Wild Charge,45,945497,977805,860591,904142,561592,577244,709789,749313,1434301,1443844,688620,660694,865211,883012,466589,488751,168319,177069,177911,185864,122769,128672,153851,162149,182459,191074,186443,193522,109906,117715,174969,180529
Mamoswine,Mud-Slap,High Horsepower,50,1.3434595304412564,1.3787260071793739,1.430758471269902,1.3709926452276993,1.30575812004711,1.192261592498532,1.5210075482162346,1.4066979924848564,1.4346748812711871,1.3275094861692056,1.504679758265991,1.3570321986350122,1.5537264833574531,1.3664739371433252,1.4514064169906997,1.4086643775913168,1.3001054073995995,1.352123959101929,1.4163688348820587,1.3698077992216662,1.3494034206904895,1.384956220605804,1.3550011148795342,1.4164955228785017,1.3127188202274283,1.3672804081750753,1.2974947513109953,1.353898151896589,1.3098266841072597,1.3743950294310006,1.3791672259103627,1.3679341709943527
Unscaled: Mamoswine,Mud-Slap,High Horsepower,50,718196,737049,689431,660632,751691,686354,597867,552935,709309,656326,539044,486150,455217,400355,382971,371693,123341,128276,142668,137978,89232,91583,115461,120701,136104,141761,137816,143807,80109,84058,133582,132494
Shadow Magnezone,Spark,Wild Charge,35,1.9966329147547546,2.0526518602210677,2.1685620839074926,2.0371764647286374,1.2588704718295423,1.115238833089561,2.1438104372470255,2.1051382313208995,3.1769605423904337,3.0934943892039706,2.0893550503147287,2.0319474102918393,3.3533196352019226,3.187737214318871,2.1711576505900814,2.160269383238208,1.9866765046906292,2.040919152524507,2.1365459455166387,2.0976987530775952,2.060035991349978,2.1420297306697718,2.1455093825914493,2.1729823614322092,2.012528814343997,2.0930739479750384,2.022877693777832,2.0603199111253376,2.0471386527141924,2.1350392413342054,2.0618747225290894,2.032150489897478
Unscaled: Shadow Magnezone,Spark,Wild Charge,35,1067374,1097321,1044952,981642,724699,642014,842674,827473,1570702,1529436,748501,727935,982469,933956,572886,570013,188476,193622,215210,211297,136224,141646,182821,185162,208661,217012,214864,218841,125203,130579,199707,196828
Raikou,Thunder Shock,Wild Charge,50,2.0954306782619105,2.172626719317903,2.09625537496057,2.211796274467485,1.116545127971734,1.1496298252135757,2.1181790659750224,2.2301226489736004,3.1387610132604102,3.2736850834540174,2.0364638724894975,2.1255034962106936,3.1963486060672257,3.3288677880020754,2.080428405757555,2.1862299232174394,2.0908506377147673,2.198692948244967,2.0644607259153362,2.1437236915256928,2.149439714488787,2.2399776188243834,2.098226754761709,2.2183872974146532,2.0597988059528745,2.155862694225557,2.0481278891326244,2.138941977272941,2.092069980379333,2.197334859385219,2.1220872007185854,2.178954541230887
Unscaled: Raikou,Thunder Shock,Wild Charge,50,1120190,1161458,1010110,1065785,642766,661812,832599,876601,1551816,1618523,729553,761451,936479,975305,548946,576863,198359,208590,207949,215933,142136,148123,178792,189031,213562,223522,217546,227192,127951,134389,205539,211047
Shadow Dugtrio (Alola),Mud-Slap,Earthquake,45,1.7650840742479708,1.5833194596950544,2.1334505171583684,1.7272134876230638,1.9181811233441148,1.614872306201079,2.129998753412216,1.911822994710906,1.9266268072264787,1.7466242182506613,2.161353263827827,1.9183380089045206,2.0524465499822515,1.9162275073041533,2.4802169315778704,2.146504612259439,1.7277643090544954,1.633435227152946,1.822720594075133,1.819355094909062,1.9218473543333283,1.7650883905212698,2.03358721291852,1.8604992313199,1.6275691785380155,1.662156036303662,1.642166508186072,1.6516000263611286,1.8298561151079136,1.7580771746239372,1.6369286680363837,1.6987620925694582
Unscaled: Shadow Dugtrio (Alola),Mud-Slap,Earthquake,45,943591,846422,1028033,832282,1104247,929640,837245,751486,952532,863538,774294,687235,601334,561424,654435,566381,163913,154964,183599,183260,127086,116720,173284,158535,168748,172334,174426,175428,111914,107524,158548,164537
Xurkitree,Spark or Thunder Shock,Discharge,30,2.026489607865511,2.025122197135359,2.1488884830574606,2.099223017282885,1.2191188068246959,1.1446130969958692,2.185721227354715,2.12777015974132,3.407866845737494,3.2226903504016957,2.180181160937347,2.073064522882385,3.4279312180869947,3.2702843841301914,2.1487557890109223,2.1130780483737714,1.9939601560029512,2.0817856013492144,2.0931717099515526,2.0545627829401956,2.0790599906241023,2.1388086560708937,2.05494595768152,2.131825703254275,1.955546339252129,2.0506264407172,1.9644501351007841,2.038939152866302,2.0118705035971223,2.1116906474820145,2.1119588671959693,2.076174153649194
Unscaled: Xurkitree,Spark or Thunder Shock,Discharge,30,1083335,1082604,1035472,1011540,701815,658924,859148,836369,1684863,1593311,781039,742665,1004329,958141,566975,557561,189167,197499,210841,206952,137482,141433,175104,181655,202753,212611,208658,216570,123046,129151,204558,201092
Shadow Zapdos,Thunder Shock,Thunderbolt,40,1.9080954082310269,1.9323066217472553,1.9091714674679994,1.9913689339730714,1.0508343263722175,1.0681983205772712,1.9382964487512497,2.023323911843347,3.368742971335183,3.163139861327983,2.0784128180435175,1.9687978897123475,3.319089097015537,3.2080830352510716,1.970681644192798,1.9912492136040811,1.8832613049436069,1.9941815115421102,1.9341791756016202,1.9475915336351362,1.9144676153462277,2.0002873259031864,1.9396674138315475,2.033164732252878,1.8814440447140748,1.9611982909115457,1.8644943841381323,1.9410546334390917,1.940222367560497,2.0388489208633094,1.931187214140434,1.9927212282024016
Unscaled: Shadow Zapdos,Thunder Shock,Thunderbolt,40,1020043,1032986,919961,959569,604938,614934,761892,795314,1665520,1563869,744581,705312,972440,939917,519988,525415,178665,189188,194826,196177,126598,132273,165281,173248,195070,203339,198041,206173,118664,124696,187049,193009
Swampert,Water Gun,Earthquake,30,2.0246732524359925,2.0041153264108553,2.068411418989591,2.0862089718260757,2.134214850766232,2.1259341224373514,2.053127536106525,2.1178025455831357,2.2571257514097782,2.2172090031634046,1.9824952197518457,2.0626163658948484,2.536268192119706,2.5168166179723124,2.0327860775708517,2.0560141285975244,2.016148413618636,2.082924001264889,2.018872607417997,2.015387975538083,1.9886279432002056,2.0690489512604535,1.9985095820962082,2.073664198284259,1.926341374022241,2.00984751304482,1.9420525904516226,1.9834583917828597,1.9278449967298887,2.0341563113145846,2.092393941583985,2.072013380550709
