Attacker,Fast Move,Charged Move,Level,"Arceus (Ghost), Tier 5","Arceus (Ghost), Tier 5","Arceus (Psychic), Tier 5","Arceus (Psychic), Tier 5","Articuno (Galarian), Tier 5","Articuno (Galarian), Tier 5","Calyrex (Ice Rider), Tier 5","Calyrex (Ice Rider), Tier 5","Calyrex (Shadow Rider), Tier 5","Calyrex (Shadow Rider), Tier 5","Cosmoem, Tier 5","Cosmoem, Tier 5","Cosmog, Tier 5","Cosmog, Tier 5","Hoopa, Tier 5","Hoopa, Tier 5","Jirachi, Tier 5","Jirachi, Tier 5","Lunala, Tier 5","Lunala, Tier 5","Mew, Tier 5","Mew, Tier 5","Necrozma, Tier 5","Necrozma, Tier 5","Necrozma (Dawn Wings), Tier 5","Necrozma (Dawn Wings), Tier 5","Necrozma (Dusk Mane), Tier 5","Necrozma (Dusk Mane), Tier 5","Necrozma (Ultra), Tier 5","Necrozma (Ultra), Tier 5","Solgaleo, Tier 5","Solgaleo, Tier 5","Spectrier, Tier 5","Spectrier, Tier 5","Victini, Tier 5","Victini, Tier 5","Azelf, Tier 5","Azelf, Tier 5","Cresselia, Tier 5","Cresselia, Tier 5","Deoxys, Tier 5","Deoxys, Tier 5","Deoxys (Attack), Tier 5","Deoxys (Attack), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Speed), Tier 5","Deoxys (Speed), Tier 5","Giratina, Tier 5","Giratina, Tier 5","Giratina (Origin), Tier 5","Giratina (Origin), Tier 5","Latias, Tier 5","Latias, Tier 5","Latios, Tier 5","Latios, Tier 5","Lugia, Tier 5","Lugia, Tier 5","Mesprit, Tier 5","Mesprit, Tier 5","Mewtwo, Tier 5","Mewtwo, Tier 5","Mewtwo (Armored), Tier 5","Mewtwo (Armored), Tier 5","Uxie, Tier 5","Uxie, Tier 5","Blacephalon, Ultra Beast Tier","Blacephalon, Ultra Beast Tier","Mega Alakazam, Mega Tier","Mega Alakazam, Mega Tier","Mega Banette, Mega Tier","Mega Banette, Mega Tier","Mega Metagross, Mega Tier","Mega Metagross, Mega Tier","Mega Gengar, Mega Tier","Mega Gengar, Mega Tier","Mega Slowbro, Mega Tier","Mega Slowbro, Mega Tier","Mega Mewtwo Y, Mega Legendary Tier","Mega Mewtwo Y, Mega Legendary Tier","Mega Latias, Mega Legendary Tier","Mega Latias, Mega Legendary Tier","Mega Latios, Mega Legendary Tier","Mega Latios, Mega Legendary Tier","Alakazam, Tier 3","Alakazam, Tier 3","Banette, Tier 3","Banette, Tier 3","Braviary (Hisuian), Tier 3","Braviary (Hisuian), Tier 3","Claydol, Tier 3","Claydol, Tier 3","Drifblim, Tier 3","Drifblim, Tier 3","Dusclops, Tier 3","Dusclops, Tier 3","Espeon, Tier 3","Espeon, Tier 3","Gengar, Tier 3","Gengar, Tier 3","Golurk, Tier 3","Golurk, Tier 3","Gothorita, Tier 3","Gothorita, Tier 3","Grumpig, Tier 3","Grumpig, Tier 3","Haunter, Tier 3","Haunter, Tier 3","Hypno, Tier 3","Hypno, Tier 3","Jynx, Tier 3","Jynx, Tier 3","Kadabra, Tier 3","Kadabra, Tier 3","Lampent, Tier 3","Lampent, Tier 3","Marowak (Alola), Tier 3","Marowak (Alola), Tier 3","Metagross, Tier 3","Metagross, Tier 3","Metang, Tier 3","Metang, Tier 3","Raichu (Alola), Tier 3","Raichu (Alola), Tier 3","Slowbro, Tier 3","Slowbro, Tier 3","Slowking, Tier 3","Slowking, Tier 3","Starmie, Tier 3","Starmie, Tier 3","Wobbuffet, Tier 3","Wobbuffet, Tier 3","Xatu, Tier 3","Xatu, Tier 3"
(Boss weights),,,,1.0416666666666667,0.0,1.0416666666666667,0.0,2.0833333333333335,0.0,1.0416666666666667,0.0,1.0416666666666667,0.0,2.0833333333333335,0.0,2.0833333333333335,0.0,2.0833333333333335,0.0,2.0833333333333335,0.0,2.0833333333333335,0.0,2.0833333333333335,0.0,0.5208333333333334,0.0,0.5208333333333334,0.0,0.5208333333333334,0.0,0.5208333333333334,0.0,2.0833333333333335,0.0,2.0833333333333335,0.0,2.0833333333333335,0.0,2.0833333333333335,0.0,2.0833333333333335,0.0,0.5208333333333334,0.0,0.5208333333333334,0.0,0.5208333333333334,0.0,0.5208333333333334,0.0,1.0416666666666667,0.0,1.0416666666666667,0.0,2.0833333333333335,0.0,2.0833333333333335,0.0,2.0833333333333335,0.0,2.0833333333333335,0.0,1.0416666666666667,0.0,1.0416666666666667,0.0,2.0833333333333335,0.0,2.0833333333333335,0.0,4.375,0.0,4.375,0.0,4.375,0.0,4.375,0.0,4.375,0.0,4.375,0.0,4.375,0.0,4.375,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Mismagius,Hex,Shadow Ball,40,,,,,,,,,,,,,,,,,,,,,,,1.6665203509299626,1.7396041122245216,1.6387677113160217,1.7187395210613732,1.629696195218331,1.7081252908841444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blacephalon,Astonish,Shadow Ball,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1027050365258455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blacephalon,Ember,Shadow Ball,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3341404175472515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urshifu (Single Strike),Snarl,Brutal Swing,45,1.0754646255135583,1.082936108860041,1.0385940751013714,1.0474188605489785,1.0387417117103168,1.0621184026795276,1.0320563937296747,1.0514936978521365,0.9643773339585802,0.9838446432344908,1.2301381766099855,1.3170410608620495,1.226251013259655,1.3154195024940085,0.9729314562797485,0.9904832397062194,1.1591164035454418,1.1781003547850102,1.0363618276209488,0.9863975302841539,1.164531557968962,1.1868195347189086,1.2936262235486493,1.3213741135892445,1.2738142104510934,1.3107312216926967,1.2678825011356227,1.3110135289079679,1.2281922015097844,1.3024447818980078,1.1028571254618604,1.1443294671489466,0.9455296635935697,0.9832345790660328,1.1513196065662135,1.1580548946967064,0.978671957948143,0.9877013884540825,1.1693370877333373,1.2047875265362709,1.0327168752084828,1.0528577207787138,0.9140243004060693,0.9220102539516029,1.1658864258539805,1.222993635942004,1.126672974414185,1.158243172093644,1.1473603103493968,1.2065956013160528,1.0797718147578588,1.1072840624926896,1.12695320342265,1.1507362611139107,1.1160788640428145,1.1540465624914968,1.1089078919884021,1.1312437522069319,1.0228365740240224,1.037529607926246,1.0681563016616704,1.0876375719070823,1.1200722244478258,1.1414350854702044,1.1620084418301235,1.1889251477114402,0.9595103347626273,0.970226458028908,0.993357548355548,0.9553821613629452,1.1641971071975967,0.9901459472987283,0.9488061649389687,0.9739984295135204,1.0216007182205142,0.9350977512295195,1.1371002423611216,1.1591334874204633,1.02692617557759,0.9767896885533619,1.09563056202361,1.1080756023331673,0.9652926429722822,1.003365221438665,1.0705506926768358,1.1078689100974186,1.177440311474492,1.2176390946030584,1.1504434525303062,1.1825978133578001,1.112018085220673,1.171513706777776,1.1429363570695252,1.1923716383785243,1.2236069564989007,1.2900776042550286,1.0523290780447094,1.101564467842744,1.1408853268931503,1.1555347995653502,1.1798959901863875,1.1981841391359451,1.1144935040974633,1.1600914686022659,1.0433266064111044,1.1146168585146314,1.1096412308863275,1.1594188553077296,1.1621816385186985,1.2251881829418225,1.1766945242061904,1.184860461041783,1.1116261190907688,1.1599509167735242,1.1862897111823087,1.2362207990078247,1.1528427216293686,1.2159913421464006,1.0872844508975923,1.1284205792695101,1.1288316765502588,1.205573089199478,1.144186486418197,1.2027738459603907,1.1318088296269242,1.1892265141606486,1.1311136569523499,1.174101039983342,1.1295330357957027,1.1733983449094258,1.2238135750457264,1.3083878386652041,1.128041219551877,1.167767342552382
Shadow Alakazam,Psycho Cut or Counter or Confusion,Shadow Ball,35,1.561476049252972,1.3617144080584263,,1.4215174581497216,,1.421531649910286,,,,,1.5598886505378546,1.6439610842972592,1.5830874916469815,1.6273338764045169,,,,1.572144588510746,,,1.7247234864634926,1.5619273880099576,,,,,,,,,,1.5594483160683084,,1.3378680010845665,1.6838936366359019,1.51335194999596,,1.3121940399390646,1.543347950622589,1.5059744714653116,,1.4206730530379919,,,1.6466357713890618,1.6263910306239495,1.6087933640788272,1.5575343201463883,,1.5045065506615505,,,,,,,1.546700893278991,1.462564451735954,1.4260752390078957,1.365534770952707,1.556919104811793,1.4560694422291156,1.581571339078532,1.5139478314758097,1.5874149484154798,1.543778079728055,,,,1.2828752827285343,,,,,1.5306039903764752,1.189474368111639,,,,,,,,,,1.51244146050393,,1.5866687074418153,,1.5505388233046518,,,,1.4823725620752635,1.4892308638060618,1.5096996215252492,,1.4410299099462174,1.601445402115572,1.3930258046870017,1.5914883297921885,1.5079331761956447,1.4763152753999889,1.5112971611361348,1.4277042722173037,1.4006448862576666,1.5484604380303317,1.397994777049335,1.5293354956575693,1.5515775063564783,,1.4956402107016016,,1.5278224432604115,1.5561703901022514,1.501360707058247,1.4990279700181737,1.4667597948791424,,,1.485533046959584,1.5146989003304203,,,,,,,,,1.5891727746274191,1.6588397769619034,,1.5272876697866282
