Attacker,Fast Move,Charged Move,Level,"Arceus (Ghost), Tier 5","Arceus (Ghost), Tier 5","Arceus (Psychic), Tier 5","Arceus (Psychic), Tier 5","Articuno (Galarian), Tier 5","Articuno (Galarian), Tier 5","Calyrex (Ice Rider), Tier 5","Calyrex (Ice Rider), Tier 5","Calyrex (Shadow Rider), Tier 5","Calyrex (Shadow Rider), Tier 5","Cosmoem, Tier 5","Cosmoem, Tier 5","Cosmog, Tier 5","Cosmog, Tier 5","Hoopa, Tier 5","Hoopa, Tier 5","Jirachi, Tier 5","Jirachi, Tier 5","Lunala, Tier 5","Lunala, Tier 5","Mew, Tier 5","Mew, Tier 5","Necrozma, Tier 5","Necrozma, Tier 5","Necrozma (Dawn Wings), Tier 5","Necrozma (Dawn Wings), Tier 5","Necrozma (Dusk Mane), Tier 5","Necrozma (Dusk Mane), Tier 5","Necrozma (Ultra), Tier 5","Necrozma (Ultra), Tier 5","Solgaleo, Tier 5","Solgaleo, Tier 5","Spectrier, Tier 5","Spectrier, Tier 5","Victini, Tier 5","Victini, Tier 5","Azelf, Tier 5","Azelf, Tier 5","Cresselia, Tier 5","Cresselia, Tier 5","Deoxys, Tier 5","Deoxys, Tier 5","Deoxys (Attack), Tier 5","Deoxys (Attack), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Speed), Tier 5","Deoxys (Speed), Tier 5","Giratina, Tier 5","Giratina, Tier 5","Giratina (Origin), Tier 5","Giratina (Origin), Tier 5","Latias, Tier 5","Latias, Tier 5","Latios, Tier 5","Latios, Tier 5","Lugia, Tier 5","Lugia, Tier 5","Mesprit, Tier 5","Mesprit, Tier 5","Mewtwo, Tier 5","Mewtwo, Tier 5","Mewtwo (Armored), Tier 5","Mewtwo (Armored), Tier 5","Uxie, Tier 5","Uxie, Tier 5","Blacephalon, Ultra Beast Tier","Blacephalon, Ultra Beast Tier","Mega Alakazam, Mega Tier","Mega Alakazam, Mega Tier","Mega Banette, Mega Tier","Mega Banette, Mega Tier","Mega Metagross, Mega Tier","Mega Metagross, Mega Tier","Mega Gengar, Mega Tier","Mega Gengar, Mega Tier","Mega Slowbro, Mega Tier","Mega Slowbro, Mega Tier","Mega Mewtwo Y, Mega Legendary Tier","Mega Mewtwo Y, Mega Legendary Tier","Mega Latias, Mega Legendary Tier","Mega Latias, Mega Legendary Tier","Mega Latios, Mega Legendary Tier","Mega Latios, Mega Legendary Tier","Alakazam, Tier 3","Alakazam, Tier 3","Banette, Tier 3","Banette, Tier 3","Braviary (Hisuian), Tier 3","Braviary (Hisuian), Tier 3","Claydol, Tier 3","Claydol, Tier 3","Drifblim, Tier 3","Drifblim, Tier 3","Dusclops, Tier 3","Dusclops, Tier 3","Espeon, Tier 3","Espeon, Tier 3","Gengar, Tier 3","Gengar, Tier 3","Golurk, Tier 3","Golurk, Tier 3","Gothorita, Tier 3","Gothorita, Tier 3","Grumpig, Tier 3","Grumpig, Tier 3","Haunter, Tier 3","Haunter, Tier 3","Hypno, Tier 3","Hypno, Tier 3","Jynx, Tier 3","Jynx, Tier 3","Kadabra, Tier 3","Kadabra, Tier 3","Lampent, Tier 3","Lampent, Tier 3","Marowak (Alola), Tier 3","Marowak (Alola), Tier 3","Metagross, Tier 3","Metagross, Tier 3","Metang, Tier 3","Metang, Tier 3","Raichu (Alola), Tier 3","Raichu (Alola), Tier 3","Slowbro, Tier 3","Slowbro, Tier 3","Slowking, Tier 3","Slowking, Tier 3","Starmie, Tier 3","Starmie, Tier 3","Wobbuffet, Tier 3","Wobbuffet, Tier 3","Xatu, Tier 3","Xatu, Tier 3"
(Boss weights),,,,1.0416666666666667,0.0,1.0416666666666667,0.0,2.0833333333333335,0.0,1.0416666666666667,0.0,1.0416666666666667,0.0,2.0833333333333335,0.0,2.0833333333333335,0.0,2.0833333333333335,0.0,2.0833333333333335,0.0,2.0833333333333335,0.0,2.0833333333333335,0.0,0.5208333333333334,0.0,0.5208333333333334,0.0,0.5208333333333334,0.0,0.5208333333333334,0.0,2.0833333333333335,0.0,2.0833333333333335,0.0,2.0833333333333335,0.0,2.0833333333333335,0.0,2.0833333333333335,0.0,0.5208333333333334,0.0,0.5208333333333334,0.0,0.5208333333333334,0.0,0.5208333333333334,0.0,1.0416666666666667,0.0,1.0416666666666667,0.0,2.0833333333333335,0.0,2.0833333333333335,0.0,2.0833333333333335,0.0,2.0833333333333335,0.0,1.0416666666666667,0.0,1.0416666666666667,0.0,2.0833333333333335,0.0,2.0833333333333335,0.0,4.375,0.0,4.375,0.0,4.375,0.0,4.375,0.0,4.375,0.0,4.375,0.0,4.375,0.0,4.375,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Greninja,Feint Attack,Brutal Swing,40,1.4344371594857788,1.4881937195235304,1.3595643984307773,1.4078420478490943,1.363604654522639,1.443469592460961,1.3873733704957334,1.4761166322347758,1.2452042806127244,1.2669920590170096,1.5369144489811677,1.6311914207666096,1.513275405106183,1.6205790586103934,1.2618785201087461,1.339837647712788,1.4600632715301298,1.5406132828060355,1.3027454341542586,1.2976089526744656,1.5020281525374162,1.5507885847013299,1.5507261080373258,1.6680382696096359,1.507468514437363,1.5946287582477945,1.5261909818078856,1.6088528849637116,1.53912687649067,1.6348477762708693,1.5242433791393224,1.5289061822101047,1.3110771366105392,1.3957719139876963,1.5361921421164544,1.529253909564161,1.30082742019147,1.3559568714149741,1.4701748410735196,1.5381906345296636,1.5205557549071227,1.4736425555603996,1.245007229085609,1.2178423236514524,1.497186796968431,1.5875179638698302,1.4708528436891672,1.5612709487597687,1.4689462511128029,1.5778438410131843,1.4650930181405633,1.5410425903844593,1.4694547086435212,1.5506367824661342,1.5203945493372546,1.526371443087332,1.429364306639159,1.4992915771308803,1.321928662007418,1.3877480191836462,1.4400523530672804,1.4862065463900076,1.4800817557401502,1.5429403885988964,1.515639860599572,1.5771526045375146,1.1913852132661766,1.2487582425500365,1.3064370698475054,1.324701189171466,1.553254403245626,1.3972693050381322,1.2840588472390164,1.3132316718169197,1.336056890723017,1.3303426401004677,1.4439906164097693,1.5269202538750486,1.4639432575013125,1.3930413236879893,1.4613057998365027,1.4790392717401863,1.349797092405764,1.3682895712548644,1.471165466734152,1.4964725082893473,1.4781928877819288,1.5619620866196209,1.4495717291124024,1.521125525946704,1.4492736412935914,1.51550488857222,1.4424472295514512,1.5339050131926122,1.528197487113402,1.613708118556701,1.418383676735347,1.4842968593718744,1.5296174104300515,1.5141401863749495,1.5086307697650996,1.5698276161478173,1.475414598998222,1.5559403581763454,1.3903389924238234,1.4721285184980366,1.4493160951845607,1.5293079757666606,1.4911108583991963,1.567322454085404,1.517091654573515,1.5399534701587083,1.4523244171077099,1.5304677442425976,1.5152140278494068,1.555956678700361,1.4726847110460863,1.5489197756644721,1.422765448095505,1.4939203122407538,1.4775524796976351,1.5667092292762654,1.4832438522469906,1.5770437901658945,1.4674977293822922,1.5502280598445,1.4619753771733313,1.524503875815309,1.4576619947975307,1.522819039484412,1.5191681074610985,1.6085583189253891,1.459743654305001,1.5352205556155054
Greninja,Feint Attack,Night Slash,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5222958508914854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greninja,Bubble,Night Slash,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5412319256595783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Banette,Shadow Claw,Shadow Ball,30,1.6130078219959674,1.4126102872831792,1.5354379391418058,1.3477782897099377,1.5131635976372395,1.392406474062883,,1.449646150068091,,1.2733148905178084,1.3994073301865846,1.4764486143688644,1.3816821551984433,1.4851746234106082,,1.346559198525348,1.6282112619951399,1.5558768544649426,,1.276017494430413,1.5617707022027816,1.5060590262324685,1.4574303679497917,1.5268701263463376,1.4300765712999914,1.497816030337324,1.4095432609229719,1.48660887162255,1.462755459944816,1.5169480428377684,1.4987646540346262,1.5040028862796677,,1.369123962284826,1.6127766546909534,1.5064302248850436,1.4344736590303624,1.3250406659649794,1.4490864689968277,1.4193675243985724,,1.4021275097337595,1.522903859038708,1.188726152833449,1.4409686779022508,1.4593898098737037,1.4327939908778549,1.4502713575160568,1.5083324269779694,1.4941872409334251,,,,,,1.5240232301661716,1.5670528321902777,1.432442479065425,1.5357023674450092,1.3971300807581928,1.6629951821638513,1.4273838134244998,1.5289781018351314,1.4376361448475907,1.5483231480864883,1.4936830979542424,,1.2513986477220695,1.428796954360953,1.3287025371217618,1.5804209171234078,1.3446059022021104,1.5296117157060325,1.2847127054503111,,1.3334837891530564,1.5314335880719026,1.5201991854122592,,1.42585682516656,,1.5014823690819321,,1.3560296358348276,1.4714960076850772,1.4131865180609642,1.5878234398782343,1.4969835339698354,1.4629458024444,1.4845346623923061,1.466912084867197,1.4531528322052012,1.6399736147757256,1.5055738786279682,1.447438788659794,1.507619201030928,1.5056111222244448,1.4724144828965793,,1.4777334027898363,1.5129258946247266,1.4714449448348519,1.482352667728102,1.4622822411007936,1.5160463787350917,1.4320632638389645,,1.5284023483854852,1.4510623377115672,1.4769811034665756,1.4897841660332158,1.4493124179393269,1.5995708768416534,1.4519095980546417,1.4962078694293601,1.4860297909777629,1.5347768836869056,1.4319434284320898,1.5330689189295956,1.4602153765930044,1.4599417743500689,1.454456305224986,1.4609291470747157,1.4877274869802144,1.4561097082630523,1.4651322946712844,1.4706587894768146,1.440435360123709,1.4485382614434912,1.435037077299375,1.4116072616039368,1.471572017555526,1.4478376077599127,1.4463268707360646
Weavile,Snarl,Foul Play,30,1.5844207147044944,1.5842026426048534,1.508879388030273,1.5009028450629789,1.4868054437606033,1.5187423377459661,1.5088449603217537,1.5495158068997732,1.3185585236349966,1.3351247533126585,1.6088919777217925,1.6922151758221602,1.572107223135505,1.6565773140537456,1.3695702871673967,1.4107909003491756,1.6155253412805635,1.6682944718555504,1.400599965351545,1.3681003224737782,1.6512510119569872,1.6595691924265352,1.6429152854294715,1.7203911899677942,1.6517197106571102,1.7175035241328647,1.6637560949204486,1.7192755632726653,1.694607866061825,1.7428260767899733,,1.6825708896774398,1.4431480795420748,1.481079797753161,1.7764891956719844,1.6730001780645434,1.5065720228233008,1.4411741006904402,1.5525181573833005,1.6031797585335752,1.6131782191831356,1.5398824235635789,1.374401984178294,1.2934244707486513,1.6327517418313744,1.6990238853068824,1.5898980537534755,1.654188133116949,1.6345091783586507,1.6773334622372071,1.6133802572324931,1.6520183836723352,1.612150801090076,1.642650853567176,1.6529808053730086,1.6249654067137824,1.538887483004285,1.5660591815464064,1.4235333377828205,1.4672552702586743,1.5779146780399191,1.5662548375813785,1.6740880623338932,1.6476615882445351,1.5948457357709624,1.644440118773809,1.39829907702034,1.35340986479545,1.4720619085640383,1.4392496410019764,1.6022547738399422,1.4740837543154732,,1.4546688163374981,1.4881308781399976,,1.5480592375113338,1.5994300764215708,1.6658453017662003,1.5132285675570734,1.5888808088897002,1.6097635177241487,1.4841103800216693,1.4578082560631866,1.598640650339321,1.5833944489779053,1.610585305105853,1.6391310363913103,1.560909637347225,1.6028726708074534,1.5394292047658629,1.5810790484107191,1.5643799472295514,1.6246372031662268,1.6128704896907218,1.683545425257732,1.5190538107621523,1.5627825565113023,,,,1.7388425159475325,1.5439933989563843,1.5964995874347738,1.4918892514147726,1.5550885730612545,,,1.5791114649077918,1.6139004188699986,1.621945039504296,1.626828369382443,1.5513946502646259,1.5972965241024173,1.6744835118162789,1.6954919151776233,1.621497195805901,1.6576932455498659,1.6008896333225353,1.5987880128625491,1.5718167424281118,1.6297052964911385,1.6027384661370612,1.6520124622052583,1.5479424710309102,1.6030561017236733,1.5551238080133225,1.5786859895719754,1.626441355747952,1.6404181387583958,1.582191780821918,1.6609256550073148,1.5619102430368212,1.619534069517883
