Rank,Raidboss,raid_move1,raid_move2,defender_name,defender_move1,defender_move2,estimator,effective_deaths,effective_combat_time
1,Moltres,Wing attack,Overheat,Rampardos,Smack Down,Rock Slide,1.3275856,16.838818472211063,361794
2,Moltres,Wing attack,Overheat,Tyranitar Shadow Form,Smack Down,Stone Edge,1.3619981,16.351018154614998,375563
3,Moltres,Wing attack,Overheat,Rhyperior,Smack Down,Rock Wrecker,1.3792729,11.60093963894046,392370
1,Moltres,Wing attack,Fire blast,Tyranitar Shadow Form,Smack Down,Stone Edge,1.2568605,11.141713258105522,357692
2,Moltres,Wing attack,Fire blast,Rampardos,Smack Down,Rock Slide,1.3213379,15.902768841676611,365517
3,Moltres,Wing attack,Fire blast,Rhyperior,Smack Down,Rock Wrecker,1.4012433,11.294009616097524,398728
1,Moltres,Fire spin,Overheat,Rampardos,Smack Down,Rock Slide,1.3254673,17.917947061317847,358018
2,Moltres,Fire spin,Overheat,Tyranitar Shadow Form,Smack Down,Stone Edge,1.3716718,16.728217435263048,378265
3,Moltres,Fire spin,Overheat,Rhyperior,Smack Down,Rock Wrecker,1.3761668,11.958646750830562,391476
1,Moltres,Wing attack,Ancient power,Tyranitar Shadow Form,Smack Down,Stone Edge,1.2682325,11.141343799309269,360940
2,Moltres,Wing attack,Ancient power,Rampardos,Smack Down,Rock Slide,1.3022045,15.718372717691675,359961
3,Moltres,Wing attack,Ancient power,Rhyperior,Smack Down,Rock Wrecker,1.3141512,6.97168859514008,391057
1,Moltres,Fire spin,Ancient power,Tyranitar Shadow Form,Smack Down,Stone Edge,1.2640954,11.476012963023823,359764
2,Moltres,Fire spin,Ancient power,Rampardos,Smack Down,Rock Slide,1.3088287,16.709565970613095,356009
3,Moltres,Fire spin,Ancient power,Rhyperior,Smack Down,Rock Wrecker,1.3117076,7.27757302263171,389978
1,Moltres,Fire spin,Fire blast,Tyranitar Shadow Form,Smack Down,Stone Edge,1.2546749,12.216601945365456,357079
2,Moltres,Fire spin,Fire blast,Rampardos,Smack Down,Rock Slide,1.3251808,16.615475506709824,361490
3,Moltres,Fire spin,Fire blast,Rhyperior,Smack Down,Rock Wrecker,1.3816409,11.01104944430357,393050
1,Moltres,Wing attack,Heat wave,Rampardos,Smack Down,Rock Slide,1.2637696,14.60969353893063,356236
2,Moltres,Wing attack,Heat wave,Tyranitar Shadow Form,Smack Down,Stone Edge,1.2699248,10.382769673300784,361394
4,Moltres,Wing attack,Heat wave,Rhyperior,Smack Down,Rock Wrecker,1.3785768,9.377623489317376,393205
1,Moltres,Fire spin,Heat wave,Tyranitar Shadow Form,Smack Down,Stone Edge,1.258633,10.760275154616764,358198
2,Moltres,Fire spin,Heat wave,Rampardos,Smack Down,Rock Slide,1.3045874,16.276911812034186,356965
3,Moltres,Fire spin,Heat wave,Rhyperior,Smack Down,Rock Wrecker,1.3680828,9.520118040891708,389302
1,Moltres,Random,Random,Tyranitar Shadow Form,Smack Down,Stone Edge,1.2734892,11.437910549255736,361799
2,Moltres,Random,Random,Rampardos,Smack Down,Rock Slide,1.295391,15.131961775580676,358176
3,Moltres,Random,Random,Rhyperior,Smack Down,Rock Wrecker,1.353939,9.245001153072899,392305
4,Mesprit,Extrasensory,Futuresight,Tyranitar Shadow Form,Bite,Crunch,2.2638428,12.793143275426871,670208
4,Mesprit,Confusion,Futuresight,Tyranitar Shadow Form,Bite,Crunch,2.2583344,13.04271448413018,668156
4,Mesprit,Extrasensory,Blizzard,Tyranitar Shadow Form,Bite,Crunch,2.3366652,21.53782188698916,664326
4,Mesprit,Confusion,Blizzard,Tyranitar Shadow Form,Bite,Crunch,2.345729,23.54461067651813,667241
3,Mesprit,Extrasensory,Swift,Tyranitar Shadow Form,Bite,Crunch,2.2545817,11.510350127534513,671832
4,Mesprit,Confusion,Swift,Tyranitar Shadow Form,Bite,Crunch,2.2523594,11.63494999814782,671130
4,Mesprit,Random,Random,Tyranitar Shadow Form,Bite,Crunch,2.2747557,14.441025901273088,668864
3,Deoxys,Charge beam,Hyper beam,Tyranitar Shadow Form,Bite,Crunch,1.4274238,16.521824793380894,399772
3,Deoxys,Charge beam,Thunderbolt,Tyranitar Shadow Form,Bite,Crunch,1.4233454,18.545402148835752,388822
3,Deoxys,Zen headbutt,Hyper beam,Tyranitar Shadow Form,Bite,Crunch,1.4237123,16.461678197415054,398744
3,Deoxys,Zen headbutt,Thunderbolt,Tyranitar Shadow Form,Bite,Crunch,1.4116242,17.898531191529,388659
5,Deoxys,Zen headbutt,Psycho boost,Tyranitar Shadow Form,Bite,Crunch,1.34278,7.926934443546989,392562
5,Deoxys,Charge beam,Psycho boost,Tyranitar Shadow Form,Bite,Crunch,1.3549521,8.4240704207538,390657
3,Deoxys,Random,Random,Tyranitar Shadow Form,Bite,Crunch,1.3878219,13.152089882761745,391976
7,Latias,Charm,Outrage,Tyranitar Shadow Form,Bite,Crunch,2.8963006,42.19107553679546,782847
12,Latias,Dragon breath,Outrage,Tyranitar Shadow Form,Bite,Crunch,2.8218145,36.77183883921426,764282
6,Latias,Zen headbutt,Outrage,Tyranitar Shadow Form,Bite,Crunch,2.736008,32.253353984876995,763795
8,Latias,Dragon breath,Psychic,Tyranitar Shadow Form,Bite,Crunch,2.671296,17.000447986332304,761482
14,Latias,Charm,Thunder,Tyranitar Shadow Form,Bite,Crunch,2.7966878,35.38603700320358,758577
7,Latias,Zen headbutt,Psychic,Tyranitar Shadow Form,Bite,Crunch,2.595133,15.161661006132608,763224
12,Latias,Dragon breath,Thunder,Tyranitar Shadow Form,Bite,Crunch,2.6744878,25.66656224931299,760695
13,Latias,Zen headbutt,Thunder,Tyranitar Shadow Form,Bite,Crunch,2.6815176,23.46454264373204,762259
6,Latias,Charm,Psychic,Tyranitar Shadow Form,Bite,Crunch,2.6748405,22.99186685504125,760059
7,Latias,Random,Random,Tyranitar Shadow Form,Bite,Crunch,2.6916413,25.33356865089511,761680
24,Zekrom,Charge beam,Outrage,Rhyperior,Mud Slap,Earthquake,2.8263018,30.554138999288377,799175
18,Zekrom,Charge beam,Wild charge,Rhyperior,Mud Slap,Earthquake,2.5610578,14.43222720484452,757367
22,Zekrom,Dragon breath,Wild charge,Rhyperior,Mud Slap,Earthquake,2.702116,17.615828817596324,768310
25,Zekrom,Dragon breath,Crunch,Rhyperior,Mud Slap,Earthquake,2.6913059,24.58522847546749,765269
26,Zekrom,Random,Random,Rhyperior,Mud Slap,Earthquake,2.7858222,24.859202510806835,792440
7,Ho Oh,Extrasensory,Solar beam,Rampardos,Smack Down,Rock Slide,2.3782268,49.04296431312353,610742
10,Ho Oh,Extrasensory,Solar beam,Tyranitar Shadow Form,Smack Down,Stone Edge,2.5732105,53.3823391815066,660708
29,Ho Oh,Extrasensory,Solar beam,Rhyperior,Smack Down,Rock Wrecker,2.9667044,60.85037314744787,763933
1,Ho Oh,Steel wing,Solar beam,Rampardos,Smack Down,Rock Slide,2.1918125,45.92054269432868,561849
8,Ho Oh,Steel wing,Solar beam,Tyranitar Shadow Form,Smack Down,Stone Edge,2.4488244,51.80355778536002,626540
25,Ho Oh,Steel wing,Solar beam,Rhyperior,Smack Down,Rock Wrecker,2.8258328,59.053828183693234,725097
1,Ho Oh,Incinerate,Solar beam,Rampardos,Smack Down,Rock Slide,2.0428581,38.1197907376995,535487
7,Ho Oh,Incinerate,Solar beam,Tyranitar Shadow Form,Smack Down,Stone Edge,2.3511977,43.88107287754866,616123
15,Ho Oh,Incinerate,Solar beam,Rhyperior,Smack Down,Rock Wrecker,2.7003698,50.24046233429492,707704
1,Ho Oh,Hidden power fighting,Solar beam,Rampardos,Smack Down,Rock Slide,2.0541062,41.273547863718576,532938
4,Ho Oh,Hidden power fighting,Solar beam,Tyranitar Shadow Form,Smack Down,Stone Edge,2.2452328,46.063834873697424,579095
23,Ho Oh,Hidden power fighting,Solar beam,Rhyperior,Smack Down,Rock Wrecker,2.7826722,55.84896651492286,720747
1,Ho Oh,Hidden power fighting,Brave bird,Rampardos,Smack Down,Rock Slide,1.7563368,28.674021968162005,474892
2,Ho Oh,Hidden power fighting,Brave bird,Rhyperior,Smack Down,Rock Wrecker,1.8312482,18.853986701379966,521003
3,Ho Oh,Hidden power fighting,Brave bird,Tyranitar Shadow Form,Smack Down,Stone Edge,1.8660638,26.094115155979463,504180
1,Ho Oh,Steel wing,Brave bird,Rampardos,Smack Down,Rock Slide,1.7423012,28.71581899366606,469709
2,Ho Oh,Steel wing,Brave bird,Tyranitar Shadow Form,Smack Down,Stone Edge,1.7473502,21.267777463518243,480469
3,Ho Oh,Steel wing,Brave bird,Rhyperior,Smack Down,Rock Wrecker,1.8057201,18.955955657035254,513732
1,Ho Oh,Incinerate,Brave bird,Rampardos,Smack Down,Rock Slide,1.6972102,24.577116088416478,458582
2,Ho Oh,Incinerate,Brave bird,Tyranitar Shadow Form,Smack Down,Stone Edge,1.7073805,18.471993245402743,485456
3,Ho Oh,Incinerate,Brave bird,Rhyperior,Smack Down,Rock Wrecker,1.8050034,15.635262792275343,512866
1,Ho Oh,Extrasensory,Brave bird,Tyranitar Shadow Form,Smack Down,Stone Edge,1.6644062,15.474011872152541,473112
2,Ho Oh,Extrasensory,Brave bird,Rampardos,Smack Down,Rock Slide,1.7213806,24.019782588890227,465063
3,Ho Oh,Extrasensory,Brave bird,Rhyperior,Smack Down,Rock Wrecker,1.8016385,16.84794891791198,512144
1,Ho Oh,Hidden power fighting,Fire blast,Rampardos,Smack Down,Rock Slide,1.7081391,23.142731703072297,461121
2,Ho Oh,Hidden power fighting,Fire blast,Rhyperior,Smack Down,Rock Wrecker,1.7747835,15.367734100881096,504304
3,Ho Oh,Hidden power fighting,Fire blast,Tyranitar Shadow Form,Smack Down,Stone Edge,1.7907655,22.317725516991334,486814
1,Ho Oh,Extrasensory,Fire blast,Tyranitar Shadow Form,Smack Down,Stone Edge,1.6648465,13.105608922445715,473157
2,Ho Oh,Extrasensory,Fire blast,Rampardos,Smack Down,Rock Slide,1.7287253,21.346889065241356,473297
4,Ho Oh,Extrasensory,Fire blast,Rhyperior,Smack Down,Rock Wrecker,1.8287456,14.286128617257894,519586
1,Ho Oh,Incinerate,Fire blast,Tyranitar Shadow Form,Smack Down,Stone Edge,1.6746215,16.77650254814411,476128
2,Ho Oh,Incinerate,Fire blast,Rampardos,Smack Down,Rock Slide,1.6898503,20.849254481439548,461396
4,Ho Oh,Incinerate,Fire blast,Rhyperior,Smack Down,Rock Wrecker,1.8336034,14.336992316846313,520960
1,Ho Oh,Steel wing,Fire blast,Tyranitar Shadow Form,Smack Down,Stone Edge,1.6464916,18.343610338592804,468272
2,Ho Oh,Steel wing,Fire blast,Rampardos,Smack Down,Rock Slide,1.7762392,26.966795191436805,480017
3,Ho Oh,Steel wing,Fire blast,Rhyperior,Smack Down,Rock Wrecker,1.7884909,15.375331819247696,508158
1,Ho Oh,Random,Random,Rampardos,Smack Down,Rock Slide,1.8055524,27.133336573579207,487888
2,Ho Oh,Random,Random,Tyranitar Shadow Form,Smack Down,Stone Edge,1.8571452,24.135145401460612,510371
4,Ho Oh,Random,Random,Rhyperior,Smack Down,Rock Wrecker,2.049304,24.485807365966597,568414
2,Mewtwo A Form,Iron tail,Rock slide,Tyranitar Shadow Form,Bite,Crunch,2.9956906,29.750812895771265,852180
4,Mewtwo A Form,Confusion,Rock slide,Tyranitar Shadow Form,Bite,Crunch,3.0128853,23.90690124249475,856111
7,Mewtwo A Form,Iron tail,Earthquake,Tyranitar Shadow Form,Bite,Crunch,3.117259,38.63855731270362,851822
22,Mewtwo A Form,Iron tail,Dynamic punch,Tyranitar Shadow Form,Bite,Crunch,3.4897583,61.92183536432289,920875
6,Mewtwo A Form,Confusion,Earthquake,Tyranitar Shadow Form,Bite,Crunch,3.0343628,33.006506308785795,856850
8,Mewtwo A Form,Iron tail,Futuresight,Tyranitar Shadow Form,Bite,Crunch,3.0165162,22.231299864064408,856674
21,Mewtwo A Form,Confusion,Dynamic punch,Tyranitar Shadow Form,Bite,Crunch,3.4582484,56.92938657509235,922773
4,Mewtwo A Form,Confusion,Futuresight,Tyranitar Shadow Form,Bite,Crunch,2.8887053,14.489945271831521,860834
6,Mewtwo A Form,Random,Random,Tyranitar Shadow Form,Bite,Crunch,3.1435745,35.565073708575184,875362
7,Latios,Dragon breath,Psychic,Tyranitar Shadow Form,Bite,Crunch,2.359372,17.737723990104588,670698
8,Latios,Dragon breath,Dragon claw,Tyranitar Shadow Form,Bite,Crunch,2.3897688,27.450236103024082,671258
7,Latios,Zen headbutt,Psychic,Tyranitar Shadow Form,Bite,Crunch,2.342479,15.749827476520025,667470
9,Latios,Zen headbutt,Dragon claw,Tyranitar Shadow Form,Bite,Crunch,2.3570712,24.63844703303917,666973
21,Latios,Random,Random,Tyranitar Shadow Form,Bite,Crunch,2.554626,31.234914062243657,705907
6,Uxie,Confusion,Thunder,Tyranitar Shadow Form,Bite,Crunch,2.9537234,19.35043845507695,841211
6,Uxie,Extrasensory,Thunder,Tyranitar Shadow Form,Bite,Crunch,2.9491763,19.502580214378582,841976
6,Uxie,Confusion,Futuresight,Tyranitar Shadow Form,Bite,Crunch,2.836681,12.958331416298645,845330
6,Uxie,Confusion,Swift,Tyranitar Shadow Form,Bite,Crunch,2.8465552,11.859337039522316,848273
6,Uxie,Extrasensory,Swift,Tyranitar Shadow Form,Bite,Crunch,2.8477154,11.491770974498445,848619
6,Uxie,Extrasensory,Futuresight,Tyranitar Shadow Form,Bite,Crunch,2.844781,12.43891752099653,847744
5,Uxie,Random,Random,Tyranitar Shadow Form,Bite,Crunch,2.8662262,13.666265075366606,844838
9,Giratina Origin Form,Dragon tail,Dragon pulse,Tyranitar Shadow Form,Bite,Crunch,2.1723847,26.30609134726587,600410
6,Giratina Origin Form,Shadow claw,Shadow ball,Tyranitar Shadow Form,Bite,Crunch,2.0960662,19.599493826179845,596197
7,Giratina Origin Form,Shadow claw,Dragon pulse,Tyranitar Shadow Form,Bite,Crunch,2.1273148,24.34176111070497,597415
6,Giratina Origin Form,Dragon tail,Shadow ball,Tyranitar Shadow Form,Bite,Crunch,2.0910225,21.447345398563876,594799
12,Giratina Origin Form,Dragon tail,Ominous wind,Tyranitar Shadow Form,Bite,Crunch,2.1084752,14.852630790400166,599629
12,Giratina Origin Form,Shadow claw,Ominous wind,Tyranitar Shadow Form,Bite,Crunch,2.0725036,12.768279891714105,597379
6,Giratina Origin Form,Random,Random,Tyranitar Shadow Form,Bite,Crunch,2.1119769,19.87063214862445,597388
18,Giratina,Dragon breath,Ancient power,Tyranitar Shadow Form,Bite,Crunch,2.5309837,18.449079075519304,719199
18,Giratina,Shadow claw,Ancient power,Tyranitar Shadow Form,Bite,Crunch,2.5421724,18.062114624850558,722330
10,Giratina,Dragon breath,Dragon claw,Tyranitar Shadow Form,Bite,Crunch,2.5252752,21.108540991460664,717683
13,Giratina,Shadow claw,Dragon claw,Tyranitar Shadow Form,Bite,Crunch,2.5287292,20.46701880902505,718640
11,Giratina,Dragon breath,Shadow sneak,Tyranitar Shadow Form,Bite,Crunch,2.4332316,12.245183978301332,725102
11,Giratina,Shadow claw,Shadow sneak,Tyranitar Shadow Form,Bite,Crunch,2.4320571,11.916854802462026,724753
13,Giratina,Random,Random,Tyranitar Shadow Form,Bite,Crunch,2.482751,15.554552006926135,722362
15,Lugia,Extrasensory,Hydro pump,Tyranitar Shadow Form,Smack Down,Crunch,3.4927943,42.64803699150635,966446
27,Lugia,Extrasensory,Hydro pump,Rhyperior,Smack Down,Rock Wrecker,3.7659924,49.5414434504162,1019161
3,Lugia,Extrasensory,Futuresight,Tyranitar Shadow Form,Smack Down,Stone Edge,3.0822985,16.22822012837762,918346
20,Lugia,Extrasensory,Futuresight,Rampardos,Smack Down,Rock Slide,3.5031316,50.6218026926554,946754
22,Lugia,Extrasensory,Futuresight,Rhyperior,Smack Down,Rock Wrecker,3.513027,32.37596718654164,999111
11,Lugia,Dragon tail,Hydro pump,Tyranitar Shadow Form,Smack Down,Crunch,3.4147644,42.522860319839886,937139
25,Lugia,Dragon tail,Hydro pump,Rhyperior,Smack Down,Rock Wrecker,3.7686145,49.56228460011628,1020843
10,Lugia,Dragon tail,Futuresight,Tyranitar Shadow Form,Smack Down,Stone Edge,3.2530854,21.011715917121435,923981
20,Lugia,Dragon tail,Futuresight,Rampardos,Smack Down,Rock Slide,3.5041873,50.5482927771799,947047
22,Lugia,Dragon tail,Futuresight,Rhyperior,Smack Down,Rock Wrecker,3.5184813,32.3402769761126,1000625
7,Lugia,Dragon tail,Sky attack,Tyranitar Shadow Form,Smack Down,Stone Edge,3.2383382,27.51666747711387,920499
11,Lugia,Dragon tail,Sky attack,Rampardos,Smack Down,Rock Slide,3.3528368,40.46709589871816,927775
16,Lugia,Dragon tail,Sky attack,Rhyperior,Smack Down,Rock Wrecker,3.5629654,25.33127962103981,1012174
8,Lugia,Extrasensory,Sky attack,Tyranitar Shadow Form,Smack Down,Stone Edge,3.267225,24.480399742638706,928238
13,Lugia,Extrasensory,Sky attack,Rampardos,Smack Down,Rock Slide,3.3492608,40.41253804573629,927098
17,Lugia,Extrasensory,Sky attack,Rhyperior,Smack Down,Rock Wrecker,3.5612512,25.350588846298816,1011776
9,Lugia,Random,Random,Tyranitar Shadow Form,Smack Down,Stone Edge,3.2703638,26.625113928272643,935121
18,Lugia,Random,Random,Rhyperior,Smack Down,Rock Wrecker,3.5708315,31.071889276425157,1013833
25,Lugia,Random,Random,Rampardos,Smack Down,Rock Slide,3.6907265,54.74299643379705,995374
4,Deoxys Defense Form,Counter,Rock slide,Tyranitar Shadow Form,Bite,Crunch,3.5352056,32.547260592948106,1005458
6,Deoxys Defense Form,Zen headbutt,Rock slide,Tyranitar Shadow Form,Bite,Crunch,3.5402067,24.097865436054832,1006235
4,Deoxys Defense Form,Counter,Thunderbolt,Tyranitar Shadow Form,Bite,Crunch,3.5175202,33.197797097982004,1000478
6,Deoxys Defense Form,Zen headbutt,Thunderbolt,Tyranitar Shadow Form,Bite,Crunch,3.5378628,24.691617146803374,1005444
6,Deoxys Defense Form,Counter,Psycho boost,Tyranitar Shadow Form,Bite,Crunch,3.378312,16.869811367881397,1006736
8,Deoxys Defense Form,Zen headbutt,Psycho boost,Tyranitar Shadow Form,Bite,Crunch,3.3898938,10.236108420671698,1010188
5,Deoxys Defense Form,Random,Random,Tyranitar Shadow Form,Bite,Crunch,3.4779878,23.56220613184913,1004119
8,Yveltal,Gust,Focus blast,Rhyperior,Smack Down,Rock Wrecker,2.3028812,27.928761408505853,637049
24,Yveltal,Gust,Focus blast,Rampardos,Smack Down,Rock Slide,2.656457,52.43120318001564,690437
4,Yveltal,Gust,Hyper beam,Tyranitar Shadow Form,Smack Down,Stone Edge,2.0563328,20.02046475109936,584922
7,Yveltal,Gust,Hyper beam,Rampardos,Smack Down,Rock Slide,2.1519215,27.91252698798066,582365
9,Yveltal,Gust,Hyper beam,Rhyperior,Smack Down,Rock Wrecker,2.2622101,17.414248207343686,643121
11,Yveltal,Snarl,Focus blast,Rhyperior,Smack Down,Rock Wrecker,2.3337655,28.12956267375458,645083
28,Yveltal,Snarl,Focus blast,Rampardos,Smack Down,Rock Slide,2.7836246,57.89613314455753,714594
3,Yveltal,Sucker punch,Dark pulse,Tyranitar Shadow Form,Smack Down,Stone Edge,2.0659885,16.905047759609744,587315
11,Yveltal,Sucker punch,Dark pulse,Rhyperior,Smack Down,Rock Wrecker,2.2324123,23.84894009370835,635006
14,Yveltal,Sucker punch,Dark pulse,Rampardos,Smack Down,Rock Slide,2.338462,40.6516846805175,619300
4,Yveltal,Snarl,Hyper beam,Tyranitar Shadow Form,Smack Down,Stone Edge,2.0700462,17.369630635614154,588469
8,Yveltal,Snarl,Hyper beam,Rampardos,Smack Down,Rock Slide,2.1427064,26.549556607205247,587089
11,Yveltal,Snarl,Hyper beam,Rhyperior,Smack Down,Rock Wrecker,2.2714384,18.36181820009745,645783
3,Yveltal,Gust,Dark pulse,Tyranitar Shadow Form,Smack Down,Stone Edge,2.0391018,17.58858267649991,579741
9,Yveltal,Gust,Dark pulse,Rampardos,Smack Down,Rock Slide,2.1923234,36.69280931319615,585146
10,Yveltal,Gust,Dark pulse,Rhyperior,Smack Down,Rock Wrecker,2.2299895,23.09502333356262,633384
5,Yveltal,Sucker punch,Hyper beam,Tyranitar Shadow Form,Smack Down,Stone Edge,2.0631793,16.221988278479888,586490
7,Yveltal,Sucker punch,Hyper beam,Rampardos,Smack Down,Rock Slide,2.0853481,24.3002108299611,584422
13,Yveltal,Sucker punch,Hyper beam,Rhyperior,Smack Down,Rock Wrecker,2.2701077,17.545896649682096,645392
2,Yveltal,Snarl,Dark pulse,Tyranitar Shadow Form,Smack Down,Stone Edge,2.0355413,17.220500869617215,578704
10,Yveltal,Snarl,Dark pulse,Rhyperior,Smack Down,Rock Wrecker,2.2041733,23.532368252542305,626760
12,Yveltal,Snarl,Dark pulse,Rampardos,Smack Down,Rock Slide,2.2450087,38.56695519912792,596549
11,Yveltal,Sucker punch,Focus blast,Rhyperior,Smack Down,Rock Wrecker,2.321058,27.4780332604851,646637
27,Yveltal,Sucker punch,Focus blast,Rampardos,Smack Down,Rock Slide,2.7995496,58.87954864083086,716238
3,Yveltal,Sucker punch,Psychic,Tyranitar Shadow Form,Smack Down,Stone Edge,1.9882687,11.609486313754912,585233
12,Yveltal,Sucker punch,Psychic,Rhyperior,Smack Down,Rock Wrecker,2.2248948,22.69859693226954,632790
18,Yveltal,Sucker punch,Psychic,Rampardos,Smack Down,Rock Slide,2.3814054,42.30185699420628,628163
3,Yveltal,Snarl,Psychic,Tyranitar Shadow Form,Smack Down,Stone Edge,2.0006745,12.148882581563328,579991
12,Yveltal,Snarl,Psychic,Rhyperior,Smack Down,Rock Wrecker,2.2435446,23.45702266466878,637995
16,Yveltal,Snarl,Psychic,Rampardos,Smack Down,Rock Slide,2.3355443,41.0066174565478,617774
8,Yveltal,Gust,Psychic,Tyranitar Shadow Form,Smack Down,Stone Edge,2.0542243,13.222475985180733,583907
10,Yveltal,Gust,Psychic,Rampardos,Smack Down,Rock Slide,2.167361,35.628332330104975,579830
13,Yveltal,Gust,Psychic,Rhyperior,Smack Down,Rock Wrecker,2.238346,22.314198079441557,636642
6,Yveltal,Gust,Hurricane,Tyranitar Shadow Form,Smack Down,Stone Edge,2.0214658,19.8592187613364,575055
10,Yveltal,Gust,Hurricane,Rampardos,Smack Down,Rock Slide,2.1411405,27.940956008987424,579964
14,Yveltal,Gust,Hurricane,Rhyperior,Smack Down,Rock Wrecker,2.2704074,18.492351984826968,645496
8,Yveltal,Snarl,Hurricane,Tyranitar Shadow Form,Smack Down,Stone Edge,2.0624855,18.902337620426067,586554
11,Yveltal,Snarl,Hurricane,Rampardos,Smack Down,Rock Slide,2.1551847,30.20708270320214,582352
16,Yveltal,Snarl,Hurricane,Rhyperior,Smack Down,Rock Wrecker,2.2774725,19.49212738524652,647520
9,Yveltal,Sucker punch,Hurricane,Tyranitar Shadow Form,Smack Down,Stone Edge,2.107319,19.788371543459675,599336
12,Yveltal,Sucker punch,Hurricane,Rampardos,Smack Down,Rock Slide,2.1788027,29.24529623026831,591016
14,Yveltal,Sucker punch,Hurricane,Rhyperior,Smack Down,Rock Wrecker,2.2274659,17.781903297000166,633323
10,Yveltal,Random,Random,Tyranitar Shadow Form,Smack Down,Stone Edge,2.2276409,24.44720384526035,622201
11,Yveltal,Random,Random,Rhyperior,Smack Down,Rock Wrecker,2.2489727,20.41039748662653,641014
12,Yveltal,Random,Random,Rampardos,Smack Down,Rock Slide,2.2791026,35.6397624925349,612318
