Rank,Raidboss,raid_move1,raid_move2,defender_name,defender_move1,defender_move2,estimator,effective_deaths,effective_combat_time
5,Thundurus Therian Form,Bite,Thunderbolt,Rampardos,Smack Down,Rock Slide,2.0734565,39.12901606892414,541242
2,Thundurus Therian Form,Volt switch,Thunder,Rhyperior,Smack Down,Rock Wrecker,1.8968602,10.153138266293634,563588
4,Thundurus Therian Form,Volt switch,Thunder,Tyranitar Shadow Form,Smack Down,Stone Edge,1.9959009,27.096463529577708,539589
10,Thundurus Therian Form,Volt switch,Thunder,Rampardos,Smack Down,Rock Slide,2.151247,44.27442668952701,553432
2,Thundurus Therian Form,Volt switch,Thunderbolt,Rhyperior,Smack Down,Rock Wrecker,1.8860425,10.419446497695766,558647
3,Thundurus Therian Form,Volt switch,Thunderbolt,Rampardos,Smack Down,Rock Slide,1.9659085,35.65749845886037,517352
4,Thundurus Therian Form,Volt switch,Thunderbolt,Tyranitar Shadow Form,Smack Down,Stone Edge,1.9971374,29.296845136685384,540066
3,Thundurus Therian Form,Bite,Thunder,Rampardos,Smack Down,Rock Slide,1.9292644,32.60483123450255,519850
4,Thundurus Therian Form,Bite,Thunder,Rhyperior,Smack Down,Rock Wrecker,1.9381082,11.985039382713678,558899
7,Thundurus Therian Form,Bite,Thunder,Tyranitar Shadow Form,Smack Down,Stone Edge,2.0255358,28.61842194291864,548669
2,Thundurus Therian Form,Bite,Sludge wave,Tyranitar Shadow Form,Smack Down,Stone Edge,1.8525254,16.37256506431529,527070
4,Thundurus Therian Form,Bite,Sludge wave,Rampardos,Smack Down,Rock Slide,1.899906,24.578284299089123,516792
5,Thundurus Therian Form,Bite,Sludge wave,Rhyperior,Smack Down,Rock Wrecker,1.9068869,10.67567603972912,566962
2,Thundurus Therian Form,Volt switch,Sludge wave,Tyranitar Shadow Form,Smack Down,Stone Edge,1.800286,17.856472633464744,512241
3,Thundurus Therian Form,Volt switch,Sludge wave,Rampardos,Smack Down,Rock Slide,1.876807,25.021360549531114,507288
4,Thundurus Therian Form,Volt switch,Sludge wave,Rhyperior,Smack Down,Rock Wrecker,1.8845923,9.019938066876483,561608
2,Thundurus Therian Form,Random,Random,Rhyperior,Smack Down,Rock Wrecker,1.9451329,14.121275805051221,563338
5,Thundurus Therian Form,Random,Random,Rampardos,Smack Down,Rock Slide,2.1286368,38.8510311919314,558993
6,Thundurus Therian Form,Random,Random,Tyranitar Shadow Form,Smack Down,Stone Edge,2.1613963,33.44598447415626,580795
2,Zapdos,Charge beam,Zap cannon,Rhyperior,Smack Down,Rock Wrecker,2.153121,11.005989439375044,641630
3,Zapdos,Charge beam,Zap cannon,Tyranitar Shadow Form,Smack Down,Stone Edge,2.2039597,25.845298649801695,617002
23,Zapdos,Charge beam,Zap cannon,Rampardos,Smack Down,Rock Slide,2.8610215,60.008101153579446,733633
2,Zapdos,Charge beam,Thunderbolt,Rhyperior,Smack Down,Rock Wrecker,2.1521814,10.617308334822305,641253
3,Zapdos,Charge beam,Thunderbolt,Tyranitar Shadow Form,Smack Down,Stone Edge,2.1879566,27.522167784907868,601491
7,Zapdos,Charge beam,Thunderbolt,Rampardos,Smack Down,Rock Slide,2.3503704,41.634577140168346,620203
2,Zapdos,Charge beam,Ancient power,Tyranitar Shadow Form,Smack Down,Stone Edge,2.0700014,18.316194497345453,588671
3,Zapdos,Charge beam,Ancient power,Rampardos,Smack Down,Rock Slide,2.127868,27.197625343273476,578961
4,Zapdos,Charge beam,Ancient power,Rhyperior,Smack Down,Rock Wrecker,2.1544895,10.65303737331857,641938
3,Zapdos,Charge beam,Thunder,Rhyperior,Smack Down,Rock Wrecker,2.1546094,10.115864708218536,642073
4,Zapdos,Charge beam,Thunder,Rampardos,Smack Down,Rock Slide,2.1685903,33.10147465206023,586232
7,Zapdos,Charge beam,Thunder,Tyranitar Shadow Form,Smack Down,Stone Edge,2.2702901,29.219412748180083,619004
2,Zapdos,Charge beam,Drill peck,Rampardos,Smack Down,Rock Slide,2.0271208,23.52773929958099,569013
3,Zapdos,Charge beam,Drill peck,Tyranitar Shadow Form,Smack Down,Stone Edge,2.0712616,16.598399175211146,589043
5,Zapdos,Charge beam,Drill peck,Rhyperior,Smack Down,Rock Wrecker,2.2057183,13.417341454930868,639456
2,Zapdos,Random,Random,Tyranitar Shadow Form,Smack Down,Stone Edge,2.137278,21.65464121624625,599506
3,Zapdos,Random,Random,Rhyperior,Smack Down,Rock Wrecker,2.16487,10.825243503642533,642085
5,Zapdos,Random,Random,Rampardos,Smack Down,Rock Slide,2.268009,34.54928792055375,612271
10,Cresselia,Confusion,Moonblast,Tyranitar Shadow Form,Bite,Crunch,2.9949896,33.42989983303125,843631
15,Cresselia,Psycho cut,Moonblast,Tyranitar Shadow Form,Bite,Crunch,3.0886874,37.65213633945056,851569
9,Cresselia,Confusion,Aurora beam,Tyranitar Shadow Form,Bite,Crunch,2.8687418,18.306478056013354,821924
13,Cresselia,Psycho cut,Aurora beam,Tyranitar Shadow Form,Bite,Crunch,2.8983288,19.809047302090658,825053
7,Cresselia,Confusion,Futuresight,Tyranitar Shadow Form,Bite,Crunch,2.7677338,12.645671265820521,824784
8,Cresselia,Psycho cut,Futuresight,Tyranitar Shadow Form,Bite,Crunch,2.7819686,12.006427964400121,829026
8,Cresselia,Random,Random,Tyranitar Shadow Form,Bite,Crunch,2.874223,19.335322427113898,832801
2,Heatran,Bug bite,Fire blast,Rhyperior,Mud Slap,Earthquake,1.7379717,13.688440643827082,493862
2,Heatran,Fire spin,Fire blast,Rhyperior,Mud Slap,Earthquake,1.7265843,13.384135355578668,490624
2,Heatran,Bug bite,Flamethrower,Rhyperior,Mud Slap,Earthquake,1.7213278,12.517846987244543,489216
7,Heatran,Fire spin,Iron head,Rhyperior,Mud Slap,Earthquake,1.8593636,24.89095166000347,507309
4,Heatran,Fire spin,Flamethrower,Rhyperior,Mud Slap,Earthquake,1.7455078,12.7690110222043,496013
7,Heatran,Bug bite,Iron head,Rhyperior,Mud Slap,Earthquake,1.8966259,27.119044724103993,513940
4,Heatran,Fire spin,Stone edge,Rhyperior,Mud Slap,Earthquake,1.7347617,11.72762748495825,493252
4,Heatran,Bug bite,Stone edge,Rhyperior,Mud Slap,Earthquake,1.7106973,11.148938299576614,487481
2,Heatran,Random,Random,Rhyperior,Mud Slap,Earthquake,1.7349865,14.317101156921222,493132
1,Reshiram,Fire fang,Draco meteor,Rhyperior,Smack Down,Rock Wrecker,2.5837693,29.65510003983559,724857
3,Reshiram,Fire fang,Draco meteor,Tyranitar Shadow Form,Smack Down,Stone Edge,2.619246,33.30788557448239,710254
13,Reshiram,Fire fang,Draco meteor,Rampardos,Smack Down,Rock Slide,3.005736,60.33251804482608,777698
1,Reshiram,Dragon breath,Draco meteor,Tyranitar Shadow Form,Smack Down,Stone Edge,2.5699084,31.996397597652347,701119
3,Reshiram,Dragon breath,Draco meteor,Rhyperior,Mud Slap,Rock Wrecker,2.6172574,30.676608220573645,731183
15,Reshiram,Dragon breath,Draco meteor,Rampardos,Smack Down,Rock Slide,2.9807389,61.79323734813849,766247
3,Reshiram,Dragon breath,Stone edge,Tyranitar Shadow Form,Smack Down,Stone Edge,2.377676,28.23323397252086,663709
6,Reshiram,Dragon breath,Stone edge,Rampardos,Smack Down,Rock Slide,2.3932176,35.47077879777212,647015
10,Reshiram,Dragon breath,Stone edge,Rhyperior,Mud Slap,Rock Wrecker,2.5002334,19.03979728975583,710567
6,Reshiram,Fire fang,Stone edge,Rampardos,Smack Down,Rock Slide,2.3857026,33.917320446497584,644764
11,Reshiram,Fire fang,Stone edge,Rhyperior,Mud Slap,Rock Wrecker,2.4890306,18.207257826741603,707402
13,Reshiram,Fire fang,Stone edge,Tyranitar Shadow Form,Smack Down,Stone Edge,2.569854,32.292779426661625,701448
9,Reshiram,Fire fang,Overheat,Rhyperior,Mud Slap,Rock Wrecker,2.4485795,23.598257592157328,696313
10,Reshiram,Fire fang,Overheat,Rampardos,Smack Down,Rock Slide,2.4870474,37.40197108436552,672258
12,Reshiram,Fire fang,Overheat,Tyranitar Shadow Form,Smack Down,Stone Edge,2.5199637,29.872863803537484,701876
6,Reshiram,Dragon breath,Overheat,Rampardos,Smack Down,Rock Slide,2.4168007,35.07519054894889,653047
10,Reshiram,Dragon breath,Overheat,Rhyperior,Mud Slap,Rock Wrecker,2.4529603,23.776284187671692,697592
14,Reshiram,Dragon breath,Overheat,Tyranitar Shadow Form,Smack Down,Stone Edge,2.5572178,31.212666613755285,705326
7,Reshiram,Fire fang,Crunch,Tyranitar Shadow Form,Smack Down,Stone Edge,2.35688,17.360429945709374,669998
13,Reshiram,Fire fang,Crunch,Rampardos,Smack Down,Rock Slide,2.4666111,36.15762647648477,666860
15,Reshiram,Fire fang,Crunch,Rhyperior,Mud Slap,Rock Wrecker,2.488878,21.75655325111562,707478
6,Reshiram,Dragon breath,Crunch,Tyranitar Shadow Form,Smack Down,Stone Edge,2.363977,17.409217787457983,672006
9,Reshiram,Dragon breath,Crunch,Rampardos,Smack Down,Rock Slide,2.4132671,34.35876375189357,652006
17,Reshiram,Dragon breath,Crunch,Rhyperior,Mud Slap,Rock Wrecker,2.511259,22.944140397607043,713971
3,Reshiram,Random,Random,Tyranitar Shadow Form,Smack Down,Stone Edge,2.457061,25.253329580680987,684927
4,Reshiram,Random,Random,Rhyperior,Mud Slap,Rock Wrecker,2.4842482,21.638889386573837,709951
6,Reshiram,Random,Random,Rampardos,Smack Down,Rock Slide,2.499978,37.57741920786101,675498
2,Entei,Fire fang,Overheat,Tyranitar Shadow Form,Smack Down,Stone Edge,1.8995738,21.184356787167054,539922
5,Entei,Fire fang,Overheat,Rampardos,Smack Down,Rock Slide,2.0004728,25.1205200718088,546975
7,Entei,Fire fang,Overheat,Rhyperior,Mud Slap,Rock Wrecker,2.0711126,17.307446961317368,589141
2,Entei,Fire spin,Overheat,Tyranitar Shadow Form,Smack Down,Stone Edge,1.8869615,20.457947203724288,536884
5,Entei,Fire spin,Overheat,Rampardos,Smack Down,Rock Slide,2.006495,25.344191856825415,545006
7,Entei,Fire spin,Overheat,Rhyperior,Mud Slap,Rock Wrecker,2.066498,17.165198034949086,587825
3,Entei,Fire fang,Fire blast,Tyranitar Shadow Form,Smack Down,Stone Edge,1.9099082,17.025836732083636,543505
5,Entei,Fire fang,Fire blast,Rampardos,Smack Down,Rock Slide,1.9788558,23.861267433726088,549419
8,Entei,Fire fang,Fire blast,Rhyperior,Mud Slap,Rock Wrecker,2.0913322,16.365985850983268,594897
3,Entei,Fire spin,Fire blast,Tyranitar Shadow Form,Smack Down,Stone Edge,1.9047647,17.302795791046155,542049
5,Entei,Fire spin,Fire blast,Rampardos,Smack Down,Rock Slide,1.939917,22.913844375626244,541767
7,Entei,Fire spin,Fire blast,Rhyperior,Mud Slap,Rock Wrecker,2.073432,15.961995741842005,589792
6,Entei,Fire fang,Iron head,Rhyperior,Mud Slap,Rock Wrecker,2.0442283,22.689464244918483,577342
8,Entei,Fire fang,Iron head,Tyranitar Shadow Form,Smack Down,Stone Edge,2.0537279,28.050291802729774,558545
18,Entei,Fire fang,Iron head,Rampardos,Smack Down,Rock Slide,2.2036755,42.74087273125536,573751
7,Entei,Fire spin,Iron head,Rhyperior,Mud Slap,Rock Wrecker,2.03953,22.63612381187465,575771
9,Entei,Fire spin,Iron head,Tyranitar Shadow Form,Smack Down,Stone Edge,2.0485263,27.475580802060872,558149
13,Entei,Fire spin,Iron head,Rampardos,Smack Down,Rock Slide,2.1586225,41.03624265008516,563389
4,Entei,Fire spin,Flame charge,Rampardos,Smack Down,Rock Slide,1.9090493,18.49551619143117,543262
5,Entei,Fire spin,Flame charge,Tyranitar Shadow Form,Smack Down,Stone Edge,1.9276825,13.199762272167701,548581
8,Entei,Fire spin,Flame charge,Rhyperior,Mud Slap,Rock Wrecker,1.9894171,11.636290710877438,584877
4,Entei,Fire fang,Flame charge,Rampardos,Smack Down,Rock Slide,1.9030232,18.888753586442206,541556
5,Entei,Fire fang,Flame charge,Tyranitar Shadow Form,Smack Down,Stone Edge,1.9172267,13.086013115330626,545829
8,Entei,Fire fang,Flame charge,Rhyperior,Mud Slap,Rock Wrecker,1.9915302,11.698651727243545,586303
3,Entei,Fire spin,Flamethrower,Rampardos,Smack Down,Rock Slide,1.8880668,22.127311545823773,528050
5,Entei,Fire spin,Flamethrower,Tyranitar Shadow Form,Smack Down,Stone Edge,1.9174358,15.957843466235083,545635
8,Entei,Fire spin,Flamethrower,Rhyperior,Mud Slap,Rock Wrecker,2.0506275,14.203618534730243,583766
4,Entei,Fire fang,Flamethrower,Rampardos,Smack Down,Rock Slide,1.9159595,22.87715574741492,531692
5,Entei,Fire fang,Flamethrower,Tyranitar Shadow Form,Smack Down,Stone Edge,1.9190906,16.016750853083646,546103
8,Entei,Fire fang,Flamethrower,Rhyperior,Mud Slap,Rock Wrecker,2.0578632,14.354901137808596,585791
4,Entei,Random,Random,Tyranitar Shadow Form,Smack Down,Stone Edge,1.9142572,17.419033224048214,543507
5,Entei,Random,Random,Rampardos,Smack Down,Rock Slide,1.980963,24.822738628039346,546004
8,Entei,Random,Random,Rhyperior,Mud Slap,Rock Wrecker,2.0317395,15.27894775022032,584783
9,Tornadus Therian Form,Gust,Focus blast,Rhyperior,Smack Down,Rock Wrecker,2.348977,27.17957314437344,659508
24,Tornadus Therian Form,Gust,Focus blast,Rampardos,Smack Down,Rock Slide,2.719851,54.705136481119226,704428
9,Tornadus Therian Form,Astonish,Focus blast,Rhyperior,Smack Down,Rock Wrecker,2.364197,27.385424518295498,661124
28,Tornadus Therian Form,Astonish,Focus blast,Rampardos,Smack Down,Rock Slide,2.8862488,60.65149776878144,739175
1,Tornadus Therian Form,Astonish,Psychic,Tyranitar Shadow Form,Smack Down,Stone Edge,1.9762623,10.778857037691152,587003
12,Tornadus Therian Form,Astonish,Psychic,Rhyperior,Smack Down,Rock Wrecker,2.2423513,20.69368140838641,637670
20,Tornadus Therian Form,Astonish,Psychic,Rampardos,Smack Down,Rock Slide,2.3882236,40.80509117373518,633369
6,Tornadus Therian Form,Gust,Hurricane,Tyranitar Shadow Form,Smack Down,Stone Edge,2.058104,18.85488395063631,585424
11,Tornadus Therian Form,Gust,Hurricane,Rampardos,Smack Down,Rock Slide,2.223858,29.128068138265743,602217
13,Tornadus Therian Form,Gust,Hurricane,Rhyperior,Smack Down,Rock Wrecker,2.2748692,17.43068939809958,646789
4,Tornadus Therian Form,Gust,Heat wave,Rampardos,Smack Down,Rock Slide,2.0676715,22.0250542619348,588196
6,Tornadus Therian Form,Gust,Heat wave,Tyranitar Shadow Form,Smack Down,Stone Edge,2.0888777,14.987105480822787,594108
14,Tornadus Therian Form,Gust,Heat wave,Rhyperior,Smack Down,Rock Wrecker,2.2522256,13.71276556419849,648238
5,Tornadus Therian Form,Astonish,Heat wave,Rampardos,Smack Down,Rock Slide,2.0568278,19.867460127049938,585077
6,Tornadus Therian Form,Astonish,Heat wave,Tyranitar Shadow Form,Smack Down,Stone Edge,2.0771601,13.026925943325411,596596
13,Tornadus Therian Form,Astonish,Heat wave,Rhyperior,Smack Down,Rock Wrecker,2.1938462,12.153952452813751,651659
6,Tornadus Therian Form,Astonish,Hurricane,Tyranitar Shadow Form,Smack Down,Stone Edge,2.0739725,17.687497334073782,589875
12,Tornadus Therian Form,Astonish,Hurricane,Rampardos,Smack Down,Rock Slide,2.215248,28.711977321550208,604264
15,Tornadus Therian Form,Astonish,Hurricane,Rhyperior,Smack Down,Rock Wrecker,2.2865455,15.452805112731344,651454
5,Tornadus Therian Form,Gust,Psychic,Tyranitar Shadow Form,Smack Down,Stone Edge,2.0688539,13.089868639786612,588830
12,Tornadus Therian Form,Gust,Psychic,Rhyperior,Smack Down,Rock Wrecker,2.2756302,21.459010140779295,647128
14,Tornadus Therian Form,Gust,Psychic,Rampardos,Smack Down,Rock Slide,2.3151138,38.07014766442061,619341
10,Tornadus Therian Form,Random,Random,Rhyperior,Smack Down,Rock Wrecker,2.2828815,19.440041556277606,650727
13,Tornadus Therian Form,Random,Random,Tyranitar Shadow Form,Smack Down,Stone Edge,2.310658,26.937728127498232,639929
14,Tornadus Therian Form,Random,Random,Rampardos,Smack Down,Rock Slide,2.3596196,36.58827825637977,635322
4,Azelf,Confusion,Futuresight,Tyranitar Shadow Form,Bite,Crunch,1.7354618,12.279262678907305,494271
4,Azelf,Extrasensory,Futuresight,Tyranitar Shadow Form,Bite,Crunch,1.7361217,11.926102393576272,495240
3,Azelf,Confusion,Fire blast,Tyranitar Shadow Form,Bite,Crunch,1.7400541,14.016114519732152,495421
3,Azelf,Extrasensory,Fire blast,Tyranitar Shadow Form,Bite,Crunch,1.7353886,13.562938014746694,494106
4,Azelf,Confusion,Swift,Tyranitar Shadow Form,Bite,Crunch,1.7170736,10.762648079325759,494198
5,Azelf,Extrasensory,Swift,Tyranitar Shadow Form,Bite,Crunch,1.7066134,10.526691909443535,493381
3,Azelf,Random,Random,Tyranitar Shadow Form,Bite,Crunch,1.7161053,11.50066468329394,494793
1,Deoxys Attack Form,Poison jab,Zap cannon,Tyranitar Shadow Form,Bite,Crunch,0.6920607,10.882010031004807,187801
2,Deoxys Attack Form,Zen headbutt,Zap cannon,Tyranitar Shadow Form,Bite,Crunch,0.69776726,10.371869414834128,189813
2,Deoxys Attack Form,Zen headbutt,Dark pulse,Tyranitar Shadow Form,Bite,Crunch,0.65013486,6.778605014298679,185771
2,Deoxys Attack Form,Poison jab,Dark pulse,Tyranitar Shadow Form,Bite,Crunch,0.6590133,7.397265583728245,185921
4,Deoxys Attack Form,Poison jab,Psycho boost,Tyranitar Shadow Form,Bite,Crunch,0.6481344,4.6731421005101375,186419
4,Deoxys Attack Form,Zen headbutt,Psycho boost,Tyranitar Shadow Form,Bite,Crunch,0.6461092,4.4056481807129595,186686
1,Deoxys Attack Form,Random,Random,Tyranitar Shadow Form,Bite,Crunch,0.66396743,7.374812251526534,186855
30,Mewtwo,Confusion,Focus blast,Tyranitar Shadow Form,Bite,Crunch,2.7596142,54.892498812775756,714055
29,Mewtwo,Psycho cut,Focus blast,Tyranitar Shadow Form,Bite,Crunch,2.8134997,59.435043449237874,719769
4,Mewtwo,Psycho cut,Psychic,Tyranitar Shadow Form,Bite,Crunch,2.07418,14.70845236907905,590816
4,Mewtwo,Psycho cut,Thunderbolt,Tyranitar Shadow Form,Bite,Crunch,2.1779046,28.2063935207424,594985
3,Mewtwo,Confusion,Thunderbolt,Tyranitar Shadow Form,Bite,Crunch,2.1070864,25.282804691040965,586810
3,Mewtwo,Psycho cut,Flamethrower,Tyranitar Shadow Form,Bite,Crunch,2.0836115,17.197339639795622,592658
4,Mewtwo,Confusion,Psychic,Tyranitar Shadow Form,Bite,Crunch,2.074802,15.09767633877147,590170
4,Mewtwo,Psycho cut,Ice beam,Tyranitar Shadow Form,Bite,Crunch,2.1164646,25.239023514612935,588559
3,Mewtwo,Confusion,Flamethrower,Tyranitar Shadow Form,Bite,Crunch,2.0806425,16.957017184489537,591823
4,Mewtwo,Confusion,Ice beam,Tyranitar Shadow Form,Bite,Crunch,2.0889394,24.227892144052145,585472
4,Mewtwo,Random,Random,Tyranitar Shadow Form,Bite,Crunch,2.2080085,25.98485411358385,611935
3,Thundurus,Thunder shock,Thunder,Rampardos,Smack Down,Rock Slide,1.933078,28.83699398850255,522364
4,Thundurus,Thunder shock,Thunder,Rhyperior,Smack Down,Rock Wrecker,1.9500695,9.919921315752335,580839
6,Thundurus,Thunder shock,Thunder,Tyranitar Shadow Form,Smack Down,Stone Edge,2.0305908,28.804491225473647,549680
3,Thundurus,Astonish,Thunder,Rhyperior,Smack Down,Rock Wrecker,1.9446787,11.107359155494253,575822
4,Thundurus,Astonish,Thunder,Rampardos,Smack Down,Rock Slide,1.9591218,29.958192118543835,529377
6,Thundurus,Astonish,Thunder,Tyranitar Shadow Form,Smack Down,Stone Edge,2.037144,27.000300578350434,554410
2,Thundurus,Thunder shock,Brick break,Rampardos,Smack Down,Rock Slide,1.9126757,29.46828313091657,515169
4,Thundurus,Thunder shock,Brick break,Tyranitar Shadow Form,Smack Down,Stone Edge,1.9767686,29.85592820376893,532726
6,Thundurus,Thunder shock,Brick break,Rhyperior,Smack Down,Rock Wrecker,2.0192635,18.467004993507206,574220
3,Thundurus,Astonish,Brick break,Rampardos,Smack Down,Rock Slide,1.9024833,29.155102781520213,512967
5,Thundurus,Astonish,Brick break,Tyranitar Shadow Form,Smack Down,Stone Edge,1.9804803,27.556753886953878,537724
6,Thundurus,Astonish,Brick break,Rhyperior,Smack Down,Rock Wrecker,2.0166242,18.495337930114786,573710
3,Thundurus,Thunder shock,Crunch,Tyranitar Shadow Form,Smack Down,Stone Edge,1.8627493,13.019279692959664,530002
4,Thundurus,Thunder shock,Crunch,Rampardos,Smack Down,Rock Slide,1.8985312,25.09757861120197,513611
6,Thundurus,Thunder shock,Crunch,Rhyperior,Smack Down,Rock Wrecker,2.0221527,15.177745917930238,575210
2,Thundurus,Astonish,Thunder punch,Tyranitar Shadow Form,Smack Down,Stone Edge,1.8592858,16.10713098950096,528939
4,Thundurus,Astonish,Thunder punch,Rhyperior,Smack Down,Rock Wrecker,1.9438415,8.15592783747429,579264
6,Thundurus,Astonish,Thunder punch,Rampardos,Smack Down,Rock Slide,1.9592062,27.242831756189506,530753
2,Thundurus,Thunder shock,Thunder punch,Tyranitar Shadow Form,Smack Down,Stone Edge,1.8162459,17.794190823291714,516803
4,Thundurus,Thunder shock,Thunder punch,Rampardos,Smack Down,Rock Slide,1.9409897,27.88338179573383,525292
5,Thundurus,Thunder shock,Thunder punch,Rhyperior,Smack Down,Rock Wrecker,1.956173,7.056586140887767,582939
3,Thundurus,Astonish,Crunch,Tyranitar Shadow Form,Smack Down,Stone Edge,1.8341689,11.7635108935495,525471
4,Thundurus,Astonish,Crunch,Rampardos,Smack Down,Rock Slide,1.9251081,25.59592033573019,521679
9,Thundurus,Astonish,Crunch,Rhyperior,Smack Down,Rock Wrecker,2.0523326,16.62017167972533,583796
2,Thundurus,Random,Random,Tyranitar Shadow Form,Smack Down,Stone Edge,1.8973475,19.285841081857363,532105
3,Thundurus,Random,Random,Rampardos,Smack Down,Rock Slide,1.906548,25.567852641303293,520471
5,Thundurus,Random,Random,Rhyperior,Smack Down,Rock Wrecker,1.9770855,12.384867448164371,577910
29,Palkia,Dragon breath,Fire blast,Rampardos,Smack Down,Outrage,3.0933127,36.712907569319526,862237
17,Regigigas,Hidden power fighting,Giga impact,Rhyperior,Mud Slap,Super Power,3.6958277,45.30316806597717,1024831
19,Regigigas,Zen headbutt,Giga impact,Rhyperior,Mud Slap,Super Power,3.7977285,45.457339423075155,1054961
3,Tornadus,Air slash,Hyper beam,Tyranitar Shadow Form,Smack Down,Stone Edge,1.8288606,16.784077976920038,520418
6,Tornadus,Air slash,Hyper beam,Rampardos,Smack Down,Rock Slide,1.8950512,22.677980378056482,525949
12,Tornadus,Air slash,Hyper beam,Rhyperior,Smack Down,Rock Wrecker,2.0445132,16.06932023971098,581593
14,Tornadus,Bite,Grass knot,Tyranitar Shadow Form,Smack Down,Stone Edge,2.1425507,39.70891858682519,560989
20,Tornadus,Bite,Grass knot,Rampardos,Smack Down,Rock Slide,2.2239273,48.152963950379046,568646
28,Tornadus,Bite,Grass knot,Rhyperior,Smack Down,Rock Wrecker,2.3521073,43.44026109003051,616272
3,Tornadus,Bite,Hyper beam,Tyranitar Shadow Form,Smack Down,Stone Edge,1.8428677,14.981257768719892,524377
7,Tornadus,Bite,Hyper beam,Rampardos,Smack Down,Rock Slide,1.8864061,22.575034185766075,523063
12,Tornadus,Bite,Hyper beam,Rhyperior,Smack Down,Rock Wrecker,2.0552053,16.494988022013846,584619
17,Tornadus,Air slash,Grass knot,Tyranitar Shadow Form,Smack Down,Stone Edge,2.1312342,36.72521679429157,564256
25,Tornadus,Air slash,Grass knot,Rampardos,Smack Down,Rock Slide,2.3152125,51.21181297215708,589912
26,Tornadus,Air slash,Grass knot,Rhyperior,Smack Down,Rock Wrecker,2.32414,40.58189554660202,615169
7,Tornadus,Air slash,Dark pulse,Tyranitar Shadow Form,Smack Down,Stone Edge,1.8576326,14.427919782516689,528546
12,Tornadus,Air slash,Dark pulse,Rampardos,Smack Down,Rock Slide,2.0100439,31.85404867951114,540376
13,Tornadus,Air slash,Dark pulse,Rhyperior,Smack Down,Rock Wrecker,2.0136144,18.725400157153,572848
4,Tornadus,Bite,Dark pulse,Tyranitar Shadow Form,Smack Down,Stone Edge,1.8452234,13.98015275185885,524974
11,Tornadus,Bite,Dark pulse,Rhyperior,Smack Down,Rock Wrecker,2.0084772,19.41805907711621,571404
13,Tornadus,Bite,Dark pulse,Rampardos,Smack Down,Rock Slide,2.0312908,34.335399624999454,541658
7,Tornadus,Air slash,Hurricane,Tyranitar Shadow Form,Smack Down,Stone Edge,1.8531832,17.57651075682119,527407
10,Tornadus,Air slash,Hurricane,Rampardos,Smack Down,Rock Slide,1.9359127,25.579955554377538,524797
14,Tornadus,Air slash,Hurricane,Rhyperior,Smack Down,Rock Wrecker,2.0500023,17.286066113271875,583157
7,Tornadus,Bite,Hurricane,Tyranitar Shadow Form,Smack Down,Stone Edge,1.8497373,18.144777057119274,526426
11,Tornadus,Bite,Hurricane,Rampardos,Smack Down,Rock Slide,1.9568335,27.662972561244757,529476
15,Tornadus,Bite,Hurricane,Rhyperior,Smack Down,Rock Wrecker,2.0021272,16.66758935681248,569598
8,Tornadus,Random,Random,Tyranitar Shadow Form,Smack Down,Stone Edge,1.9016011,19.582706799633744,533566
10,Tornadus,Random,Random,Rampardos,Smack Down,Rock Slide,1.987726,29.765240177775333,537946
14,Tornadus,Random,Random,Rhyperior,Smack Down,Rock Wrecker,2.074836,21.069463002552766,584694
17,Xerneas,Tackle,Giga impact,Tyranitar Shadow Form,Iron Tail,Return,2.781372,33.21494786580061,770421
15,Xerneas,Zen headbutt,Giga impact,Tyranitar Shadow Form,Iron Tail,Stone Edge,2.717547,30.916467229658384,767218
21,Xerneas,Zen headbutt,Thunder,Tyranitar Shadow Form,Iron Tail,Stone Edge,2.6414313,23.56820984721468,750940
22,Xerneas,Tackle,Thunder,Tyranitar Shadow Form,Iron Tail,Stone Edge,2.6516027,25.039512061541533,754083
28,Xerneas,Random,Random,Tyranitar Shadow Form,Iron Tail,Return,2.830198,37.89044383506256,780105
4,Raikou,Volt switch,Shadow ball,Rhyperior,Mud Slap,Earthquake,2.5281196,23.137056769442548,718763
4,Raikou,Thunder shock,Shadow ball,Rhyperior,Mud Slap,Earthquake,2.5184236,23.764703111668364,716108
3,Raikou,Thunder shock,Thunder,Rhyperior,Mud Slap,Earthquake,2.3579733,10.78454596414754,702676
3,Raikou,Volt switch,Thunder,Rhyperior,Mud Slap,Earthquake,2.3565404,11.10292093821059,702249
3,Raikou,Thunder shock,Wild charge,Rhyperior,Mud Slap,Earthquake,2.3306212,12.350757741495093,693986
3,Raikou,Volt switch,Wild charge,Rhyperior,Mud Slap,Earthquake,2.3511283,12.235965585628165,700253
4,Raikou,Thunder shock,Thunderbolt,Rhyperior,Mud Slap,Earthquake,2.3807507,11.68810381009992,709463
4,Raikou,Volt switch,Thunderbolt,Rhyperior,Mud Slap,Earthquake,2.3631043,11.38664870591615,704204
3,Raikou,Random,Random,Rhyperior,Mud Slap,Earthquake,2.3874087,13.57172285748811,704383
30,Rayquaza,Dragon tail,Outrage,Rampardos,Smack Down,Rock Slide,2.1304846,41.47670047583857,549149
25,Rayquaza,Dragon tail,Ancient power,Tyranitar Shadow Form,Smack Down,Stone Edge,1.9014335,21.467167735604054,540332
29,Rayquaza,Random,Random,Rampardos,Smack Down,Rock Slide,1.9995356,29.036605452741707,541083
