Attacker,Fast Move,Charged Move,Level,"Arceus (Fire), Tier 5","Arceus (Fire), Tier 5","Arceus (Ground), Tier 5","Arceus (Ground), Tier 5","Arceus (Rock), Tier 5","Arceus (Rock), Tier 5","Entei (Apex), Tier 5","Entei (Apex), Tier 5","Entei, Tier 5","Entei, Tier 5","Victini, Tier 5","Victini, Tier 5","Groudon, Tier 5","Groudon, Tier 5","Regirock, Tier 5","Regirock, Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Blacephalon, Ultra Beast Tier","Blacephalon, Ultra Beast Tier","Mega Aerodactyl, Mega Tier","Mega Aerodactyl, Mega Tier","Mega Blaziken, Mega Tier","Mega Blaziken, Mega Tier","Mega Camerupt, Mega Tier","Mega Camerupt, Mega Tier","Mega Houndoom, Mega Tier","Mega Houndoom, Mega Tier","Mega Steelix, Mega Tier","Mega Steelix, Mega Tier","Aerodactyl, Tier 3","Aerodactyl, Tier 3","Arcanine, Tier 3","Arcanine, Tier 3","Blaziken, Tier 3","Blaziken, Tier 3","Boldore, Tier 3","Boldore, Tier 3","Camerupt, Tier 3","Camerupt, Tier 3","Claydol, Tier 3","Claydol, Tier 3","Combusken, Tier 3","Combusken, Tier 3","Donphan, Tier 3","Donphan, Tier 3","Excadrill, Tier 3","Excadrill, Tier 3","Flareon, Tier 3","Flareon, Tier 3","Golem, Tier 3","Golem, Tier 3","Golurk, Tier 3","Golurk, Tier 3","Graveler, Tier 3","Graveler, Tier 3","Hippowdon, Tier 3","Hippowdon, Tier 3","Lampent, Tier 3","Lampent, Tier 3","Magcargo, Tier 3","Magcargo, Tier 3","Magmar, Tier 3","Magmar, Tier 3","Marowak, Tier 3","Marowak, Tier 3","Marowak (Alola), Tier 3","Marowak (Alola), Tier 3","Monferno, Tier 3","Monferno, Tier 3","Nidoking, Tier 3","Nidoking, Tier 3","Nidoqueen, Tier 3","Nidoqueen, Tier 3","Ninetales, Tier 3","Ninetales, Tier 3","Nosepass, Tier 3","Nosepass, Tier 3","Onix, Tier 3","Onix, Tier 3","Piloswine, Tier 3","Piloswine, Tier 3","Rhydon, Tier 3","Rhydon, Tier 3","Shuckle, Tier 3","Shuckle, Tier 3","Stunfisk, Tier 3","Stunfisk, Tier 3","Stunfisk (Galarian), Tier 3","Stunfisk (Galarian), Tier 3","Sudowoodo, Tier 3","Sudowoodo, Tier 3","Torracat, Tier 3","Torracat, Tier 3","Typhlosion, Tier 3","Typhlosion, Tier 3"
Shadow Blastoise,Water Gun,Hydro Cannon,30,1.4231060552235901,1.4409789577053373,1.4234699365644596,1.436706435309364,1.4259891138027756,1.4392425824767245,1.3393444025773498,1.3892160367695234,1.3477742279186045,1.395633815937726,1.336981258763355,1.3605347868159645,1.4713151185056916,1.3254517835205633,1.3447973023885844,1.3648426548038342,1.3981178218628834,1.4151788643674226,1.3556468704518838,1.3773055505442697,1.395702516227952,1.3645163857135683,1.4834395393457693,1.4010641849920489,1.4299203201713389,1.358895463331851,1.4310242535375168,1.4375609906411295,1.336214833241032,1.3849521907250217,1.3949445464235166,1.4213204490654412,1.397007029686502,1.4151522490528123,1.3839838645438411,1.384789835429073,1.384626595530968,1.4110495348621586,1.4594145922086703,1.4309653496341652,1.4062269579530087,1.4597774988767076,1.3558634357368384,1.4364482163957846,1.4103746004536617,1.4372015398985034,1.4435349301223261,1.4378350764884256,1.3851088624973356,1.4195986188351266,1.428228064402886,1.4186279116050222,1.4421779809828594,1.4452802777248723,1.3726150677369355,1.4030647800980662,1.4106489151177024,1.4393016828847218,1.3597822030750497,1.4077912369209522,1.358873525366658,1.4223578571707125,1.3703024286414003,1.4593572836765945,1.371378052294141,1.4373639323346308,1.3669870547964404,1.429116082034697,1.3221259048663407,1.4085984128836888,1.3926646435464023,1.394727662530596,1.4305987138343146,1.484821564079642,1.3922432002852094,1.414953727773734,1.3833690737496762,1.4856303839253657,1.2977343153449097,1.393580364352846,1.3419748065569415,1.4078813985443681,1.420801713707576,1.4149273030647993,1.3441739734200517,1.4023045560883025,1.349686904026459,1.4253459894378981,1.326844959728605,1.3861138097270544,1.3993579959358031,1.4350925488067423,1.3402036708460952,1.4370072619182266,1.482603724656084,1.4476125506522604
Shadow Slowbro,Water Gun or Confusion,Ice Beam or Water Pulse or Psychic,35,1.9760681390755466,1.918534029020862,1.8483154599917102,1.8438779886487706,1.9708957923396089,1.9166782121683883,1.8306760006634857,1.8482073004220907,1.8615062535128812,1.853105828360157,1.7767373791233025,1.7764156644350968,1.7060102768798744,1.6027605276485408,1.829463546572905,1.8119605429456034,1.7851967833862632,1.7768623507382288,2.2566080715673684,1.8536251336918361,1.793268655693665,1.7603210844882233,1.8023314603532257,1.8081642755498524,1.9383240615537267,1.7991898914914406,2.0360554203573487,1.9839625320819476,1.85052614132458,1.8537661194363086,1.8036491594759287,1.8246527260080845,1.9248411399991165,1.9047817360775383,1.6692697990526246,1.6976551644796505,1.8507674388057855,1.8627183713994313,1.9226369435286095,1.848852835425059,1.8173828386784645,1.874607503470962,1.6390992267339504,1.7201210318214248,1.7264768359860654,1.7532716572506868,1.8848792656048798,1.8303118091754573,1.7709479394997536,1.7916641107505844,1.8695777722236333,1.8234970161424002,1.792255391810559,1.7751333270932685,1.8582780619223995,1.8866250499081472,1.7960549051380932,1.8499372798311629,1.7628227645979953,1.790716934981294,1.7535082152077,1.8078928222372443,1.7690795188720163,1.8433758792667312,1.6746930138057718,1.7353685072261185,1.7759947941786816,1.785354894254942,1.6181709192891587,1.703400234935013,1.6967614881781774,1.6937433529921517,1.743371962247206,1.7649343940149216,1.8997844590680197,1.8889150165629318,1.741097231003429,1.8255337817102801,1.7431225045593053,1.8219103572995923,1.8224051728141288,1.8683001372155599,1.8345106279261962,1.8310361130979056,1.7792765989849464,1.8372973962163015,1.7615714019364683,1.83830261920799,1.79148935303477,1.8408213519603758,1.783860681239748,1.809161525066292,1.796580539470795,1.8307201857704951,1.925569615095372,1.8254773047314035
Swampert,Water Gun or Mud Shot,Hydro Cannon,40,1.2605134183945244,1.2992022200963114,1.27464389713292,1.3024481216386325,1.2580780506608464,1.2996631015404219,1.222769326771393,1.2589085087224117,1.2363418649320104,1.2890321028711822,1.2020152326033007,1.2498766777916015,1.1939355247309351,1.1511097990469519,1.2093866066469858,1.2458362333011734,1.239198069414174,1.2681675850580088,1.2255458140990942,1.2586945834961376,1.1869818917683155,1.240285365474347,1.2358041487027256,1.2809141287577994,1.2883204314931953,1.2271760549107156,1.2505613118541337,1.3084348893990263,1.228720882339697,1.2625586431912366,1.2513753305266166,1.3424437784020578,1.227582368856606,1.3147433856518438,1.2253175946490011,1.2769135914585052,1.2348727824823835,1.311225313697614,1.3201668438393712,1.3223399171282575,1.2821150434285304,1.3879460356499032,1.2025252976310172,1.2947992798665795,1.208184691159991,1.2793041305662145,1.218379299426363,1.2818985347205538,1.1886320932405627,1.257469642148708,1.212099137218489,1.2877406035180385,1.2375652772677261,1.299611139717441,1.2468207494375343,1.3557913224562013,1.2838559262479958,1.3655859055867923,1.2185764714950942,1.27176062657035,1.2177494706253496,1.2719597058193097,1.2218819270806272,1.3030485576493651,1.1954108075987186,1.2808387735529212,1.2005563715493068,1.278663309205102,1.2007708770809014,1.2844851518307072,1.1912492364585454,1.2461532385727137,1.2440863980357344,1.3226107268360408,1.3024452234881685,1.3190568784444214,1.2131514533896508,1.3037744726298823,1.2271147894362602,1.304191600181274,1.2328023174811258,1.3156178201260358,1.219610683853845,1.2577387728398044,1.272378914834717,1.337556579258746,1.2572177765661732,1.346286786514817,1.24310221281105,1.308994781512636,1.199650856490209,1.2898185158468445,1.2002179854642314,1.2843194511907268,1.2949310469553994,1.2850813742780218
Floatzel,Water Gun or Waterfall,Hydro Pump,45,1.4600821053124777,1.4582079581358536,1.4589743590973245,1.4539184395539058,1.4600611722163486,1.4565943565779413,1.415228850601363,1.4159470995172854,1.416951070588742,1.4402540277148508,1.4405368406501176,1.4099229153912487,1.6004810232016007,1.3852872414646855,1.4700885568505395,1.3857408773157018,1.5054453541447042,1.4797735555515696,1.4692554268050282,1.4399702918058725,1.526269889996691,1.4312314912800488,1.7698219456975648,1.4985535417006353,1.6209862874463432,1.41216856791087,1.5274981513795702,1.4940941931614924,1.4773564607768734,1.4470034004150851,1.4372063574839964,1.4219078207815858,1.4751210493650966,1.4603048047468399,1.4785891550015025,1.4081757139131452,1.4605683644455432,1.4418380671281987,1.4944847587931407,1.3984725263783921,1.434755735188488,1.441862530263954,1.3441482780340726,1.4140569318851157,1.442430991413281,1.420930561564969,1.4938110835697727,1.4509365853415617,1.4101417551612896,1.3955354502900077,1.5069888668399323,1.4420968897380477,1.4843536889026527,1.4519447321365295,1.4462671414509305,1.4402833915978788,1.4587691364158033,1.4487896022060662,1.3403760389791024,1.3871054995048095,1.332406049320564,1.3732676714244536,1.365756260606807,1.4205185637733642,1.3706308021518248,1.3993579450147537,1.359970619392216,1.3871159969785745,1.3176399426051537,1.3866679345445643,1.426067701052578,1.3994895167563315,1.4169306533408588,1.434796837729724,1.4091465410953818,1.4102608476061738,1.3303964159995572,1.4179362041216963,1.293405136124932,1.359336201433668,1.3869065800784997,1.4100990683432528,1.4684470515988541,1.4269463169211123,1.2678833550986506,1.31784342412716,1.4038082206017932,1.4612243291933087,1.3752697484371608,1.4157443335416595,1.391491546402577,1.3844974038501483,1.3114689406105646,1.3734971660726765,1.45146355341381,1.4040876400319442
Mega Blastoise,Water Gun,Hydro Cannon,50,0.9418972130125727,0.9628540093115928,0.9394461713879371,0.9618718244044475,0.9412026322113408,0.9642420345749292,0.9196140483612398,0.9521637935956753,0.9454982440133753,0.9921943319543894,0.9136971516216732,0.9376411714754034,0.9104293225010481,0.9026068216348555,0.8885243348442766,0.9075367712755076,0.9341049198060333,0.9647623470826762,0.9055262789858245,0.9307945973019216,0.9062386242086677,0.9359351679358073,0.9526862758853465,0.9712545443071753,0.8987865917664178,0.9168343452127065,0.9450088488601708,0.9788618565615556,0.9448449278222231,0.9721469744133088,0.9219392004393847,0.981210866446096,0.9708306488147979,1.0184361483869786,0.9264622217388411,0.9773400350683119,0.9269002657930522,0.9923766071207814,0.9146885525180233,0.955434753459568,0.9578205743131346,1.0341656796473382,0.929182234564056,1.0114774153042128,0.9294449229033671,0.9831255669432347,0.9197248757216115,0.9743018353653199,0.9126426577005905,0.9876905325014422,0.924641586669546,0.9760858295610679,0.9371783823884232,1.007266363683286,0.9511523161443443,1.0044623978338916,0.963978360226469,1.024817600429308,0.9193483962217539,0.9803662510078882,0.9466904998110157,1.004878828094686,0.9442336076484019,1.012988577194788,0.930428765812582,0.9823177547882405,0.9195645150689485,0.9672340014749504,0.9100476562066075,0.9879538292166476,0.9162351312751973,0.9678568837557174,0.9488374660640941,1.028039169965848,0.9529731576523717,1.0123807988829305,0.9266008330015578,0.9816338467174441,0.9181477783205806,0.9922680484740473,0.9294323481420025,1.0038106212208409,0.9287477122554646,0.9836418447939544,0.9646030644501344,1.0144329739753548,0.9600843932154045,1.030448597953956,0.9585481640417417,1.0030890154730674,0.9206029591433829,0.9930470054905837,0.9225737766328017,1.0114827385029403,0.9577417738433273,0.9993508684757602
Greninja,Bubble,Surf or Hydro Cannon,50,1.1036801836971473,1.0887108171704143,1.0988319165117948,1.0874260647238458,1.1033336551207333,1.090034771742194,1.0450991017783196,1.0742532282784127,1.0693700998060551,1.092323195994264,1.0950361724957376,1.0881787362337159,1.1112611218948405,1.0298881439046765,1.0736735931407304,1.079975235742445,1.1288362015040443,1.1104906069329712,1.0454010362798134,1.0698840649729209,1.1053288025500068,1.0983217897549225,1.1658690938421654,1.124640681136482,1.114213502010146,1.0515598672607867,1.063567261688237,1.0944264153668606,1.0803012395730704,1.1072472834755105,1.0722977607060113,1.0939377621761741,1.0780584356787108,1.1044958755067078,1.1290043244646402,1.0991980522222484,1.091603894949932,1.1150561333292126,1.109642253868192,1.0854311974300008,1.0712176334913652,1.135345669171594,1.0422450167704773,1.089528295598257,1.1012066800308884,1.1148829070562571,1.0705566974628908,1.0814922411857688,1.0399324859997534,1.0713717261427176,1.1054795439639746,1.096296359720457,1.1074694444945146,1.1277991522922572,1.0583976789528742,1.117680567270765,1.077593529713727,1.109078077403227,1.0335331779065045,1.0690931813812705,1.0387032878235407,1.0741396748651677,1.0672868918399026,1.1157683013579631,1.0628939317745927,1.1030112528638751,1.041229898241948,1.0943765941982058,1.045801049397684,1.0919676159166352,1.0666570863345086,1.074141332284368,1.0852562238142518,1.111628470319729,1.0486659041281066,1.0965829854870097,1.0379068784017522,1.102413618754733,1.0248646057030595,1.078305519063603,1.035807808909082,1.3030630250828883,1.0943358906999245,1.094219608547639,1.010934277732384,1.0564311070366237,1.0819420400970707,1.1265504754672448,1.0537089802346111,1.099827060075155,1.055481609071362,1.080703609463766,1.013024042460903,1.0736639340030982,1.1291592254337448,1.0935078601248172
Shadow Poliwrath,Bubble,Hydro Pump,45,1.4878179473403048,1.4945949288188918,1.4854744520611767,1.490926397134958,1.4903214646534766,1.49868544332113,1.391562115687867,1.41283087094856,1.3953614784229285,1.423221190998512,1.4297624266840454,1.4493675902337553,1.4081894465929092,1.334728997147109,1.3761068327322912,1.3777249800714382,1.4018303078906122,1.449095069113783,1.4526384337047535,1.467875132002152,1.3786394980765688,1.4069684009104604,1.675515192323483,1.4959262869517427,1.513318994594235,1.3649341597771145,1.4026455091569556,1.4499838344094016,1.3814989057043183,1.4264365828362855,1.3434508747122955,1.41664470668515,1.401930690806905,1.4416499358545436,1.4031507813454964,1.4182468993976192,1.346105243231549,1.423588360736803,1.403093478494541,1.3891020693665015,1.3990778094958967,1.452645112634084,1.328444243883484,1.3944590165480362,1.4449320341070602,1.4719890467828824,1.3737021991433829,1.3984227984185658,1.3537764671374182,1.396774750584694,1.3741025651131686,1.4256910979705308,1.4265204493512686,1.4611687894831598,1.3400686172693836,1.404578249744974,1.388606349580951,1.4425542629046089,1.3273308727309532,1.3692790932070984,1.3183662545683608,1.3719761703924163,1.3539875756961888,1.4612144783246046,1.3711975398043366,1.4389299980939223,1.3627754779332522,1.431799759764781,1.3268501057427133,1.4246554410401095,1.3578688307546756,1.3874393494513722,1.3945480746651728,1.4321946798386733,1.377041102809014,1.4246220235000522,1.3559394293389955,1.4396250787980738,1.3073044871014279,1.3700037582333724,1.3274845656283607,1.4030347202904005,1.3665505303603744,1.4041654130345655,1.251571936174646,1.3471692543318894,1.3695526970316438,1.4512593153876001,1.3255668495169692,1.3915111602461436,1.322659935624596,1.3970972972278437,1.3212797780283656,1.3936690375547889,1.4528503270477453,1.4278894203009393
Shadow Blastoise,Water Gun,Hydro Cannon,40,1.3320612431356482,1.3395781863094318,1.3306557090331659,1.3297439103641435,1.331983312901512,1.3392663544609542,1.2509862269461682,1.2989228450762322,1.273024716153987,1.3064635202666337,1.2487185259790272,1.2825330621219002,1.2200416426865532,1.1698406914561963,1.2525192720723213,1.282539539385102,1.2830640750237443,1.3264761450223523,1.2713707602572462,1.294465270229668,1.2621292150084757,1.2837660240615734,1.352923972767952,1.3267706954905503,1.3259804944747455,1.271566189616212,1.2906691486023703,1.3506225493436885,1.2478860866840613,1.3025724023415077,1.2974179569311597,1.3483991520210927,1.2973053839861821,1.3376542994519571,1.267428946900244,1.31166084498404,1.2717200055631104,1.336969109284213,1.3092290426666016,1.3393065890106017,1.3114225598806122,1.3949790002081202,1.2304990445464445,1.3117234599650216,1.236537794762687,1.2888119378075793,1.2718846782871474,1.296253990623772,1.217173691708569,1.280229983163035,1.267580916884132,1.296473793340617,1.2733580575995629,1.313082476935106,1.275520331373846,1.3581500749502544,1.2985460495312708,1.362672503011996,1.2254350837183556,1.283137982423937,1.225261141252728,1.2886839519554638,1.2387542303172394,1.3140630536921174,1.2185685881834196,1.2814522114843219,1.2145452493739193,1.2783792199435342,1.2105685524129695,1.30961623172483,1.217613707437185,1.2574876645974424,1.2807912267186297,1.330156836411425,1.274672529300792,1.3454911689121942,1.2190005816990535,1.3074019442023839,1.2236842243498183,1.3161220571050904,1.2471624823202956,1.3290486177924432,1.2656572837076043,1.2821265992978288,1.2772455317583693,1.3366764635633641,1.284459790946158,1.3651263366368194,1.2453427740139513,1.3212458153019213,1.2281264058422023,1.2908881600132305,1.2086682465396692,1.3234189822292348,1.3255407206094005,1.2929468026157354
Inteleon,Water Gun,Hydro Cannon,40,1.0585871176960586,1.0730623123212506,1.0589256543832732,1.0700479388472894,1.0566612941119093,1.073608747860006,1.028089521158852,1.0645129895711913,1.0308871482123294,1.0652688187947397,1.0712606723673728,1.0798512813423649,1.0985638108548024,0.9906173072007965,1.0894764110653345,1.0615092588606732,1.06458146534979,1.0584717542723987,1.0735045738925868,1.060423061964054,1.1022918923845177,1.076125220568449,1.2079454248555492,1.0814006914255396,1.1201584067664327,1.0241440771024857,1.0762999658180519,1.0818517896296185,1.0530810028713622,1.0713111107496074,1.0622409444548853,1.0794697635326074,1.072105203447999,1.0754357663103349,1.0781567567299775,1.0679161265174195,1.0592753276053901,1.0679224873284707,1.075907131007229,1.0601858397211237,1.0413690046053223,1.0715231536404746,1.016860064075344,1.091950559196193,1.0714026911670262,1.079041266202666,1.1109671865215374,1.0720232426212108,1.0500273032280671,1.061074548552895,1.0751159065213038,1.0678571245741577,1.0977840060188395,1.1053085867708163,1.061244407172471,1.0783189527442303,1.0676551074660674,1.0781244527486764,1.0126388816915166,1.0658807522964397,1.0256144641042058,1.079378927263723,1.0643832464550569,1.1022376714384041,1.0278869032836464,1.0735828292560758,1.017074548429313,1.0720068641740712,0.9903413554140374,1.0954632211527544,1.0570527917476455,1.0594214186882935,1.0502209881476663,1.0696770578856953,1.0583188995677297,1.064319285788559,1.0106555214919377,1.0823279082658066,0.988956256933272,1.0661944759222355,1.0273087784860506,,1.0674857034465384,1.0665483169329515,1.0060491189425538,1.053188918823783,1.018819793290414,1.0783388256771738,1.0057486049692321,1.0503480480870366,1.0578634659059691,1.0719058898536256,1.0040031331176063,1.0991216015990792,1.0881141796253937,1.0441041100506407
Vaporeon,Water Gun,Hydro Pump,40,1.599002784721553,1.6016304312343526,1.58768567773046,1.597076105815451,1.5961813666680142,1.6038938577307411,1.5102403388176364,1.5668720248412433,1.5247542345304765,1.5864714425766164,1.4877999881509567,1.5220479359625043,1.6331338939256723,1.4979762177868154,1.5277739509449322,1.5261726497909063,1.5524861276323667,1.595055036499897,1.5594003421622447,1.5389609287809192,1.4877167775974434,1.5217243201192774,1.573357106224912,1.5719761557812044,1.6125947975182486,1.5127483188282165,1.5660129929563054,1.6115838357831669,1.5030213665269296,1.532821856490365,1.5184808847607207,1.6381478165652694,1.5387060196880555,1.6117516740033886,1.508403022377326,1.5802922325900506,1.5075251305785633,1.6058851913091854,1.5281662158202163,1.610859072419858,1.5814320215748894,1.6846963476862034,1.4735912942367047,1.6011251599318033,1.458915112108508,1.5517626533776931,1.500125326232067,1.5782066812161293,1.452385119928232,1.5373144788505448,1.4488755734393568,1.5519365276368289,1.4957178459846303,1.5700197532076068,1.5056247362384885,1.6402238810417298,1.560173857752611,1.6591155441547731,1.4523999248332604,1.565219902654202,1.4794894139496166,1.5701408963522083,1.4807021604172492,1.5885193882364341,1.556980750684067,1.6459081617622138,1.5295709571036844,1.6516435585451923,1.4327165794364345,1.586659196467162,1.437984428016765,1.4999408652257777,1.5051361102757308,1.5901218190881492,1.542810053625277,1.6315942007457034,1.4729968861209373,1.5880557084922875,1.4933431515389415,1.5650052982972384,1.516991243132478,1.6070429983091876,1.4824244854489026,1.5469900861615233,1.5183560444321746,1.62529123738521,1.5154819679066043,1.6444049898119497,1.5071958212678591,1.5814627960695247,1.4563858885545458,1.5466573481852017,1.4430608407168575,1.6047714820771748,1.5214410183018354,1.5482229244356642
Shadow Kingler,Bubble,Crabhammer,40,1.1077997070492898,1.0117658422083293,1.1064837263383978,1.0112902764030887,1.1033081423194215,1.0119357708513081,1.0041272006401039,0.9686627282370577,1.004813912645439,1.00502235010019,1.0177126870338553,0.9922896959403861,1.0828584119572027,0.9506279760032837,1.0673117647106114,0.9741198014445038,1.1244594153068657,1.030757103521841,1.1966399245970716,1.0287925979446162,1.0716512820371196,1.004213994417588,1.2131649114085001,1.0643794334590209,1.104954881372647,0.9678465422160916,1.0623845834548495,1.0329310586453666,1.0852115422201507,1.023497709912506,1.0275007160109764,0.9809879841915872,1.0424720722078396,1.022707246590813,1.0589627943135893,1.0128806330516729,1.0176903047348251,1.0040213368463344,1.0582334345564648,0.9778715048789537,0.998898108320117,0.99334923952328,0.9651080093810017,0.9785894086616633,1.048469851658361,1.0022540844766257,1.0549735217210696,1.016368892369251,1.0060257729950384,0.9722993973700066,1.0484083095254888,1.0154691754727716,1.0482789546429088,1.023874654615668,1.017761612142862,0.9889888947938962,1.0446593757445435,1.0029095544350184,0.9606893746779531,0.956990710462467,0.9524257137355213,0.9484887820785775,0.9819374867551737,0.9978580415871491,0.9951541646705736,0.9905010384150373,0.9639733405840455,0.9792197864704704,0.9422460990921931,0.9826455095738837,1.0213071864495595,0.9665915492075609,1.0325952780169485,0.9987904604572029,0.9956253063771001,0.979601004174156,0.9380491971342576,0.9784833869916235,0.9166390219233463,0.9550668674241393,0.9703240132605413,0.9546494128614489,1.0300737354444627,1.0093643937254997,0.9040834392772572,0.9443099813064277,0.9821180087172454,0.9964705499521603,0.9485248955698049,0.9645144304736954,1.0080409739915202,0.9838684694134062,0.9502640837726724,0.962965324313924,1.0486108090601596,0.9875596868400413
Shadow Sharpedo,Bite or Waterfall,Hydro Pump,45,1.578977157295099,1.1955898206156959,1.5418351002060167,1.1943900763233946,1.5587583073062,1.1955523130639403,1.257200153487571,1.1651577036584067,1.3348444886619886,1.1949215216440208,1.295111690397667,1.1359709303473744,1.3312489570241224,1.1320389737589998,1.4067364861255038,1.1908131942245284,1.5999845831046722,1.2617063392502577,1.3403046791398292,1.2007498038902817,1.6393201201404388,1.2189147143385068,1.4706971669534172,1.4181864542567775,1.510676008022434,1.1804981048058978,1.2549636567567637,1.2234177159036497,1.2013601306694903,1.1936612778233195,1.1597442159142368,1.1837795601577514,1.3507776987193465,1.2265350750666988,1.1975921576430475,1.2050481112185076,1.2237477206700456,1.2133844959203857,1.3342671880080785,1.1697172407889136,1.1735353039427736,1.1414196687185025,1.1609105085468463,1.1320294066498902,1.2958032397455443,1.251269333423876,1.235944061341796,1.2418538986625367,1.2120908308981226,1.1839331855277673,1.2209568875625991,1.2397460233843975,1.4909447754984648,1.2374221430655759,1.1877002759101158,1.2269662726564028,1.2293965710970127,1.2002274310735783,1.1600703118985003,1.0820315875546294,1.1242295785078593,1.1072583637751099,1.1941446885254705,1.2058468574077328,1.1707764485514431,1.2126326584079703,1.1346877443551247,1.0998751885974534,1.1283020488371196,1.1643640343927932,1.2440716040520627,1.1946699717652765,1.2488477158406013,1.1911433362033808,1.154832365305486,1.1101079338671105,1.0919403088711566,1.1127338219357077,1.0158461827189074,1.0467123289633722,1.1216002097854614,1.1332254414626501,1.199823337606621,1.2154217467185295,0.991321160732549,1.0421457351106067,1.1705032828715076,1.1833137452926028,1.1779757546385825,1.1198244503058397,1.1715703441166692,1.1975340182774563,1.1137831136144951,1.0936948182265458,1.2391889429355731,1.1946223917552246
Swampert,Water Gun or Mud Shot,Hydro Cannon,35,1.3213604100234615,1.3392156943696087,1.320448580199558,1.3388618490977757,1.3183067729246067,1.3393042879681678,1.2637624703002002,1.3025876847466529,1.2872036529296458,1.3250457226013408,1.2506415466951044,1.2952307601161206,1.313835122737583,1.2716948980619465,1.2566848110921423,1.2878945067769536,1.277294262213008,1.3259704981019511,1.2574265404449678,1.3000723752031107,1.2353875074587217,1.2871852557489334,1.300795095591818,1.3349428939138985,1.3399100955008425,1.2796110087635713,1.292116658228505,1.3548267477035465,1.2571502314842649,1.3002650451805136,1.2872463362082418,1.36997882133151,1.264346775228357,1.3669686927766733,1.2762383185546624,1.3283795071502495,1.26003511713438,1.3537158873161081,1.3591880984962659,1.345947602339755,1.3188259565834333,1.4174296193320282,1.238078556966971,1.3316842525777464,1.305466835455351,1.376889959902746,1.252112805228511,1.3109117649377873,1.2245019667716135,1.3016205288038751,1.296245217195359,1.365925605180884,1.331182646480998,1.3972602640560898,1.2684223499654095,1.3786038828944935,1.3154617053722886,1.3917366309085293,1.252186891715357,1.3029857750108917,1.240645604857133,1.3143301538744194,1.3004992752197546,1.4107882503285298,1.2893312048035477,1.3712963610661526,1.2761184517659292,1.3598313611347645,1.2637397035032107,1.35137493473265,1.272768862714246,1.3421046029610533,1.2954832596596317,1.354791185521779,1.3289804661388318,1.3666604227632617,1.2483095410483593,1.3536452231706442,1.2714188500951973,1.3319491382566666,1.2809610767019854,1.3679572013173904,1.2549463025080965,1.313283524352978,1.3035181102364515,1.3687519865630835,1.2778195696563621,1.3937456844189822,1.2615111063687308,1.3524883086014108,1.2299269874485068,1.3106931860811464,1.2673363135904487,1.364609381869084,1.3372637487709333,1.3111177800368046
Mega Gyarados,Bite or Waterfall,Aqua Tail or Hydro Pump,30,1.2155929813188235,1.1897248536878646,1.2107863389511442,1.1876891018310738,1.2144252639651778,1.1907903391078107,1.1383076985888574,1.1539204790354929,1.1552801949516227,1.172266647360415,1.1484087393276328,1.1490489036343647,1.22288762618872,1.1168265684266707,1.1748015347642042,1.157490928457212,1.1891474820168388,1.1900926466858557,1.1581544469724852,1.1545690551271424,1.1697418665195607,1.1702970526031262,1.301492137615828,1.2222090530254859,1.2149016556101073,1.1510698847153276,1.147057361659226,1.1717236011230912,1.1757239880505694,1.1779259000443472,1.156751723454023,1.2063769012431893,1.176488457999319,1.2090408642923403,1.180184960004972,1.201439015618274,1.145450805105699,1.2119496770305351,1.1809673538502814,1.204453465670073,1.157059198703449,1.2195138023720835,1.12875673900082,1.2037415836740915,1.2089919280895356,1.2266278067274738,1.1870927675559435,1.1963046606003793,1.1404050176690648,1.1755828953249998,1.154555981720613,1.1882557300218308,1.1944208028994439,1.2175890343962943,1.1429633981638134,1.1873709769428422,1.1663027719383425,1.2170441776968732,1.1018533444294625,1.166891713991239,1.1271592533739578,1.1788863768548126,1.1620102041352462,1.218188973970377,1.1615101813459991,1.203804371907439,1.137818434899687,1.1935082062243683,1.1324635644379313,1.1966145763806526,1.1393519044476692,1.1554253589188512,1.1658376432105533,1.2148151291315294,1.1406497422718698,1.178577518976812,1.1399492366812798,1.2044750654893635,1.1000856227755629,1.1573730569527556,1.135560532889759,1.2013472508340026,1.1819109188117396,1.2002941542094887,1.080197821924357,1.1229388022408835,1.1618692154196923,1.2445870847101548,1.1509116353923616,1.2155508972034732,1.1450192304038949,1.1968402559660525,1.1253867416765062,1.165080153418002,1.1687940036584592,1.1893504011838494
