Attacker,Fast Move,Charged Move,Level,"Arceus (Bug), Tier 5","Arceus (Bug), Tier 5","Arceus (Grass), Tier 5","Arceus (Grass), Tier 5","Arceus (Ice), Tier 5","Arceus (Ice), Tier 5","Arceus (Steel), Tier 5","Arceus (Steel), Tier 5","Calyrex (Ice Rider), Tier 5","Calyrex (Ice Rider), Tier 5","Genesect (Chill), Tier 5","Genesect (Chill), Tier 5","Genesect, Tier 5","Genesect, Tier 5","Genesect (Burn), Tier 5","Genesect (Burn), Tier 5","Genesect (Douse), Tier 5","Genesect (Douse), Tier 5","Genesect (Shock), Tier 5","Genesect (Shock), Tier 5","Glastrier, Tier 5","Glastrier, Tier 5","Jirachi, Tier 5","Jirachi, Tier 5","Magearna, Tier 5","Magearna, Tier 5","Magearna (Original Color), Tier 5","Magearna (Original Color), Tier 5","Melmetal, Tier 5","Melmetal, Tier 5","Meltan, Tier 5","Meltan, Tier 5","Necrozma (Dusk Mane), Tier 5","Necrozma (Dusk Mane), Tier 5","Shaymin, Tier 5","Shaymin, Tier 5","Solgaleo, Tier 5","Solgaleo, Tier 5","Zacian (Crowned Sword), Tier 5","Zacian (Crowned Sword), Tier 5","Zamazenta (Crowned Shield), Tier 5","Zamazenta (Crowned Shield), Tier 5","Cobalion, Tier 5","Cobalion, Tier 5","Regice, Tier 5","Regice, Tier 5","Registeel, Tier 5","Registeel, Tier 5","Celesteela, Ultra Beast Tier","Celesteela, Ultra Beast Tier","Kartana, Ultra Beast Tier","Kartana, Ultra Beast Tier","Mega Abomasnow, Mega Tier","Mega Abomasnow, Mega Tier","Mega Aggron, Mega Tier","Mega Aggron, Mega Tier","Mega Beedrill, Mega Tier","Mega Beedrill, Mega Tier","Mega Glalie, Mega Tier","Mega Glalie, Mega Tier","Mega Lucario, Mega Tier","Mega Lucario, Mega Tier","Mega Mawile, Mega Tier","Mega Mawile, Mega Tier","Mega Metagross, Mega Tier","Mega Metagross, Mega Tier","Mega Scizor, Mega Tier","Mega Scizor, Mega Tier","Mega Steelix, Mega Tier","Mega Steelix, Mega Tier","Mega Venusaur, Mega Tier","Mega Venusaur, Mega Tier","Metagross, Tier 3","Metagross, Tier 3","Venusaur, Tier 3","Venusaur, Tier 3","Amoonguss, Tier 3","Amoonguss, Tier 3","Ariados, Tier 3","Ariados, Tier 3","Bellossom, Tier 3","Bellossom, Tier 3","Cryogonal, Tier 3","Cryogonal, Tier 3","Durant, Tier 3","Durant, Tier 3","Excadrill, Tier 3","Excadrill, Tier 3","Forretress, Tier 3","Forretress, Tier 3","Galvantula, Tier 3","Galvantula, Tier 3","Glaceon, Tier 3","Glaceon, Tier 3","Glalie, Tier 3","Glalie, Tier 3","Gloom, Tier 3","Gloom, Tier 3","Grotle, Tier 3","Grotle, Tier 3","Jynx, Tier 3","Jynx, Tier 3","Mawile, Tier 3","Mawile, Tier 3","Meganium, Tier 3","Meganium, Tier 3","Metang, Tier 3","Metang, Tier 3","Parasect, Tier 3","Parasect, Tier 3","Piloswine, Tier 3","Piloswine, Tier 3","Pinsir, Tier 3","Pinsir, Tier 3","Skarmory, Tier 3","Skarmory, Tier 3","Stunfisk (Galarian), Tier 3","Stunfisk (Galarian), Tier 3","Tangela, Tier 3","Tangela, Tier 3","Vileplume, Tier 3","Vileplume, Tier 3"
Shadow Alakazam,Counter or Psycho Cut or Confusion,Fire Punch or Shadow Ball,50,1.5828133850085406,1.4741900718176408,1.5783712662599465,1.4708143109383074,1.408569959194115,1.2870959954844339,1.396170759783039,1.2845930610534082,1.3751761514552645,1.5498051354874784,1.9198579893532974,1.8236487458610522,1.9506816530707984,1.7849219432101018,1.9258367723864955,1.8671013543447479,1.8637650219540456,1.7942809153848833,1.955899001011446,1.8069004029482025,1.375277227357622,1.3458996076131606,1.3774560466710808,1.545461620308055,1.584995096146922,1.6038072226059876,1.590896048884375,1.6889611241182794,1.2732742222797315,1.2693705273672902,1.32300369552645,1.32793807418865,1.5387275450444804,1.6496092430006146,1.6924778691987628,1.5708115078792682,1.5717563280947289,1.5834001082801263,1.6631377421490072,1.6177319102216972,1.3828667882728423,1.3329569353821895,1.3024584064498397,1.3103626162687656,1.291719713181696,1.2854728217646412,1.3472812529563536,1.324209797396694,1.5872631916791342,1.5788912440742509,1.6635303430001296,1.6375165244384642,1.6721811506489273,1.6039982257219771,1.2102996233848808,1.178708965767474,1.4031879205403797,1.3879570069748406,1.4421002133087806,1.3328386554428697,1.5146851249051685,1.3459902312768552,1.6171116036230921,1.6345495587333732,1.5118389174916227,1.509793149577564,1.920013604771611,1.8699991748337417,1.4300648812015935,1.3572272000084902,1.3957733907897596,1.3215139339985984,1.4222364151013627,1.505333078696384,1.3453054864956222,1.2970882471076106,1.3203128582891837,1.3117290427434856,1.3279783109636987,1.3176193527340687,1.5431022224599953,1.5272012891844786,1.3516045804051482,1.29343965552399,1.7450191711270617,1.7392572410771447,1.3851799028149032,1.3445445710787076,1.7548435581140072,1.7862102357085394,1.540542985109318,1.5403795134235587,1.3414653458566324,1.3066176850483777,1.3658845094170682,1.3341386633121382,1.2716836817169497,1.259316340452497,1.5351893206229326,1.5458732618843036,1.4038944357751393,1.5753224680478393,1.5942579057502435,1.639555892163656,1.5464274524887227,1.5129411609877288,1.526078338070058,1.5767216744305794,1.7854117779585341,1.7875235170024637,1.3208852807490865,1.2847330237711139,1.5047758444039827,1.5349739498672128,1.5758865255551875,1.569984728362038,1.2704981272543174,1.2844958488153682,1.5881723263864747,1.5219732209721735,1.3439938928460156,1.2824441880623996
Shadow Arcanine,Fire Fang,Flamethrower,40,1.268881262599825,1.23416105352039,1.2674236368896206,1.2304135663835454,1.2744338227017933,1.2382704220271539,1.2771042865041606,1.2385547447650913,1.2724562614921275,1.2683298286763292,1.2656416258723984,1.278454635800753,1.2682754205814513,1.287634465526004,1.2888850652021064,1.3036160392184821,1.2758816052676791,1.2768137156592607,1.2836829598868735,1.2839769770791647,1.2662058200557118,1.2649336247929475,1.2380145854897395,1.2579694108655914,1.2408947542814124,1.2957056866792795,1.2226816479348264,1.3353838453657716,1.25071191738738,1.2429155914120364,1.2839787620001946,1.314490451953023,1.1894767164082285,1.322410064586356,1.2776664832085904,1.2889383522167768,1.2554378391805592,1.3154683016371176,1.2585417184111756,1.234568156133626,1.265960543932586,1.2737174254255728,1.275419125031514,1.2743625863149195,1.285110822437573,1.269323518997618,1.3197235579400985,1.3153163633098675,1.3546697356993622,1.303599269950482,1.3239445014931008,1.3238907232982777,1.2882229246132275,1.279167483653723,1.1266787441370498,1.128758784619681,1.298720030786036,1.3148162147798241,1.2505725028127985,1.248222020679357,1.3268607904227532,1.3027725945032016,1.288044512402483,1.3016488168566154,1.351687076368359,1.2684540373308357,1.2709289459248028,1.3066025447792315,1.3253179894921618,1.2927134241302507,1.2680415824779832,1.277532519897408,1.3274041884995242,1.2582111754312915,1.289813568090002,1.3030397843301413,1.281277560038323,1.3277294415026994,1.270527422568399,1.3425240538014949,1.2681444232951424,1.3141106006808447,1.2359165150008373,1.2687227190109103,1.2530191709119969,1.2881710223789231,1.3550515513075976,1.3122118811858419,1.2908299979255444,1.3332906475732849,1.2392358726247659,1.2793346526923735,1.2232521752369212,1.2357566730652765,1.2540139468509965,1.3035788089851514,1.253370217750152,1.2812088075516523,1.2630257841037222,1.318991324076718,1.2939051304816476,1.280532453903895,1.266618362381129,1.3318644840342635,1.2656340528986618,1.2876748353427647,1.2717366919370519,1.3314246299011518,1.3270545740752662,1.3879438605628283,1.3059217935400482,1.2809154490161194,1.2660838316583451,1.284199841979465,1.2837316296418648,1.2990189073663503,1.266307751684428,1.270281124198765,1.2701579786288189,1.3013275133726392,1.2834480240245056,1.30981390108246
Shadow Charizard,Fire Spin,Blast Burn or Overheat,45,1.167886687376439,1.1327589173596688,1.1652405286624685,1.1254424173109085,1.1763328676191769,1.1337707844391145,1.1804282723918094,1.128507109555996,1.1922459709729543,1.1529503416983822,1.1500703755530328,1.15192527954378,1.1323366581855379,1.1504661905940916,1.1445002363554142,1.1611825799055875,1.1320952008869458,1.1401033169081674,1.3501123795056558,1.1642222153214699,1.1732524147407781,1.1570638395812598,1.143686422191644,1.1600807976526744,1.172288056568163,1.2032618072982213,1.1525374721468906,1.2403484107101215,1.222427249625562,1.1761915495716095,1.1998180702190466,1.1951277163861551,1.1110381778812723,1.2074531026041342,1.1474572698166257,1.1370316932880695,1.150241681374332,1.1983215589431357,1.3468124464966877,1.2007191925939795,1.1590972954267582,1.166747447150102,1.3767270264400935,1.220907008007384,1.1354891199914499,1.1206453691313363,1.1692770245157458,1.156564680054866,1.1965035489306273,1.194346876485883,1.183629592908655,1.189054993921367,1.1927430111659256,1.1679517284831753,1.169151619034253,1.1073256390091453,1.1949728706342349,1.1970954584590454,1.2165870246093624,1.1721728042405912,1.2209730089514377,1.1749441788076578,1.167113009173219,1.176977129517537,1.1963417183864749,1.1601666986556005,1.1638537665768014,1.192887290247554,1.151761262219508,1.1800311445351335,1.1478613935772655,1.1368644899065727,1.1728379879367488,1.1429161009517232,1.1590659704350372,1.1639992728008532,1.1584845982496286,1.184939918826929,1.1517974164988998,1.1884592440289516,1.1306124646977165,1.168843165646901,1.1540201789873399,1.1599353778828272,1.2242451676194657,1.193433400381514,1.283058769192306,1.1874002781282937,1.1676901276980256,1.1851327259056432,1.1331196736046587,1.1627888110950186,1.2212821493459385,1.1502821900060012,1.1712929728748238,1.1912445936080138,1.1316545750809877,1.1574173887902042,1.1514835925642373,1.1870906687557703,1.169231838174588,1.1562689525740553,1.1596037283695404,1.1988457616154733,1.1359883473692758,1.163784564989636,1.148738979628054,1.183716022728837,1.203658521420588,1.244341838466355,1.1819167910669106,1.173468204457357,1.1288534230251985,1.1681927242415653,1.169130015338033,1.1830595108457695,1.1724164156385255,1.1561907898315165,1.127922995492464,1.1630310619960245,1.1513676122639735,1.1667165506263708
Darmanitan,Fire Fang,Overheat,35,1.3245178682203387,1.2959462855531965,1.3236521051197307,1.2926335646869496,1.3287056967704929,1.302897666924545,1.3325222255408966,1.306106794757344,1.3424752573199874,1.3206752834428452,1.3365399394703683,1.3420497641433355,1.3542291077548574,1.345020947627673,1.3417021896693135,1.3689105552083807,1.3380381090649085,1.328407882787744,1.3632402574002542,1.340591598086336,1.3405195414838216,1.3584279393271053,1.3645860784955866,1.3462687122064192,1.430342149782611,1.3837289199666125,1.2703982388882136,1.4169070258209902,1.292092876565908,1.2943315257080308,1.3245782218728253,1.3316890382018318,1.4984910412511219,1.3756201401222812,1.402455628185305,1.3718626514699939,1.39696835465408,1.349998827350675,1.3826775086451566,1.3371153216357097,1.3611120442190057,1.337261317665652,1.3412773706735759,1.3300705829101658,1.4382141377823048,1.3316887325772209,1.398141902274198,1.3571917208419966,1.5365442584489104,1.3694827052550858,1.4162441131687968,1.3903988586334288,1.3426445805653813,1.3309754607589135,1.3059594643125583,1.2143073810344922,1.4125564250143723,1.4017198673698463,1.3396373877084296,1.3283019553635835,1.4122266285367182,1.4080608246762056,1.3133500977745323,1.3455030971322413,1.471258496562017,1.3444833875288018,1.3788423461920112,1.3715716122143036,1.460247526711077,1.3424357288795874,1.4109113356448872,1.3341400404794634,1.3549367599396247,1.307017592560705,1.312931530663174,1.327386269581948,1.3564296356291354,1.3795709187795853,1.3262334664637436,1.385195517148609,1.2833565044896902,1.3335056504771263,1.2946023994945917,1.2884711710932473,1.3063817247137666,1.319049244577536,1.439381621319324,1.4297987942830346,1.3555655690961106,1.3749337146870848,1.3024353579569619,1.3295447129672995,1.3179796198314715,1.292975378039225,1.3209213865657243,1.36088455203586,1.2934491132683215,1.2911076964005133,1.3250513142218778,1.3559831148467998,1.3444920213044962,1.3143622767841856,1.3153884792552468,1.3623221968743022,1.3131094577517193,1.3094434287291485,1.336539399515526,1.3634370501770365,1.3843861367453347,1.3859434889722448,1.3392047200581958,1.3208406795263885,1.3545588542072342,1.3480884649522484,1.3543245013184244,1.3308991616718402,1.376563073940485,1.3412735341210762,1.3176304061337054,1.3102536272974017,1.3342870539749327,1.3241454688758025
Shadow Chandelure,Fire Spin,Overheat,50,1.0035510542287855,0.9941858650046574,0.9980609819393371,0.9925516040025981,1.0044712305682637,1.000210177601895,1.0036131952063203,1.0049159249152457,1.0492150504993991,1.0174907113262264,1.0058202553590638,1.0028697046172403,0.9705201030440845,0.9752494046377982,1.0301221960627223,1.01856325596361,0.9997047442440871,0.9827721455542249,1.0309461507101967,1.003377268591158,1.006512424065543,1.0006590623693827,1.0117568307208005,1.010026425881979,0.9189946503472964,0.9599498169413123,0.9731642638925723,1.0119167108380989,0.9691427964642734,0.975062909747919,0.9955183427715111,1.0083690810212829,0.8924397480402917,0.9710395971846726,1.0533663183211175,1.0137274472389435,0.9176099226612996,0.9556460422424623,1.0365532896048903,1.0076896928201258,1.0580064745246438,0.9992410722458344,0.9798484390856642,0.9809915111354809,0.966867809397213,0.9662849011346768,0.9786380513798115,1.0084779309349563,1.150053612255293,1.0333816965202993,1.0772255615358284,1.0310640262974633,1.0117877942569513,1.0148813473358378,0.9677736920518892,0.9209452260760401,1.0067541354065028,1.0090460215752175,0.9800373764205316,1.006583443890753,1.1881040632868458,1.0144295102532659,0.9737343782236952,1.0088611969015384,1.1349351086560626,1.0178283244996493,1.0368105830155652,1.0220154636994563,1.1489115970370307,1.0322683741909162,1.034332361851473,0.990989004818713,1.060647772744176,1.009484113193777,0.9877552598614248,0.9992488556453342,1.0396022840082821,1.062093290385187,0.9992183732962839,1.0224275656630115,0.9710826608418486,1.003151335925687,1.0262777388622903,1.0137707045705007,0.9714819235786234,0.9865011210510981,1.182680014690896,1.0913718394973388,1.0257583178370815,1.0218939873765671,0.9857221027011286,1.011627449446303,0.9948114702953784,0.9736937954884449,1.0122985147053662,1.0309093284210056,1.0001701966891778,1.0157086694544746,1.026505987344909,1.0162714873402947,1.0196630767073465,1.006469193557221,0.9819837752849339,1.0462174636681945,1.014180919282539,1.0140602384591677,1.014765447494906,1.0405635443473122,1.0011130893514428,1.0203879976241612,1.033698721416749,1.0128286942858251,0.9473735125577797,0.9943296067381319,1.0245602552468267,1.0038126347592393,1.0570261118938538,1.0225071657575513,1.0041377918788659,1.0177707210085247,1.0054673064049926,1.0157734083147987
Shadow Arcanine,Fire Fang,Fire Blast or Flamethrower,50,1.16720525835028,1.1454229179828084,1.162884819292383,1.1409309461813604,1.172080504838378,1.1490078019653454,1.1629048753911617,1.148082690103616,1.1827079999763894,1.1761819268871758,1.1781617158015518,1.1842513387739344,1.1833818405569527,1.1891565892179987,1.2033340225726215,1.2101344936526917,1.191026154638123,1.1852119697345491,1.1978394804213532,1.1901696941871378,1.171798208989474,1.1757683483418948,1.1452962067553452,1.1669987709045009,1.1512126133038298,1.1988598076861368,1.1732402983127739,1.233771742825456,1.1882163008019064,1.1546525235909568,1.1956808476285197,1.2335935082675697,1.1211228806200217,1.2270301156858792,1.1900661885267143,1.1948683816312633,1.1750038730460113,1.2280232798968598,1.1597031302827832,1.1536095643836277,1.1723401848335664,1.1704733469727049,1.1909813961654083,1.192193861292059,1.1866597510355876,1.1756577069186716,1.214155989112334,1.2215685248799972,1.191291388875944,1.1835317236403697,1.1949863083224153,1.2298103082988088,1.1787807328744262,1.1867194069937579,1.05941470764335,1.0766839499432497,1.192917610003363,1.2027850758145489,1.1562366509023188,1.1688251361993802,1.2281337882383425,1.2061258290615977,1.2014855599260101,1.2156964328355588,1.2330483234810512,1.164362522931851,1.1857642484641226,1.22318393263069,1.2792007557013287,1.2279889997980167,1.177030307237095,1.1884911349768434,1.2282498127618335,1.1692959740576434,1.222427088705725,1.2291166446330875,1.1812758784677526,1.2366773518200476,1.187876286194424,1.253469816914277,1.156525854082957,1.2100581414174973,1.1576828658171587,1.190846569454136,1.1689377040122935,1.2052927612536182,1.2472505902793267,1.214163291828885,1.1970060497999326,1.2484737833412243,1.1443253560064066,1.1986152619002206,1.1156827695800364,1.1586992815397505,1.1679081289497957,1.2298007244401723,1.1677476581212685,1.2107584629553165,1.1896302289284149,1.2554990920936573,1.1798886796240897,1.1895352275091018,1.1984886014930973,1.264663132281612,1.184146331188673,1.2129728995054487,1.1721799064907699,1.229501373395891,1.2135210329047852,1.2558984153270876,1.190904829464995,1.1890358152278386,1.1806265188743004,1.2119208358285642,1.1988983115179548,1.2302652717670637,1.188120228261137,1.20449231716049,1.1751296157917686,1.2270956867635503,1.1829121924058132,1.1976274335300414
Blaziken,Counter or Fire Spin,Blast Burn or Blaze Kick,30,1.7010971733349043,1.4804621229698316,1.6958712240522138,1.476632763413281,1.664605566266802,1.4505516732744168,1.6495914118707091,1.4495661652514298,1.8234741070162372,1.6384567717404557,1.480346199592134,1.4577008877713453,1.5559120240360182,1.4714552940812364,1.4884605035572482,1.4898705867865512,1.4776388977699753,1.4573535880235156,1.509278268529677,1.4665710915874532,1.4455275276350887,1.4393248287348461,1.587677222295576,1.5809058104484055,1.5431606850259771,1.5156562666391964,1.5956238226547073,1.572067107411727,1.4465558522518271,1.3915588550696114,1.4646641532067766,1.4503190770859002,1.4521863828305235,1.5222652933391885,1.5580222694875498,1.5110777955907368,1.5486052574989273,1.5135474029451006,1.5704930991687844,1.5335094889742904,1.4449700507912846,1.4341047202995758,1.4921754729587493,1.4628340165861102,1.5823063841369684,1.4421811405845495,1.493085576693905,1.46000432940219,1.62734716064064,1.5612160755578803,1.5716644240643034,1.5675058720772397,1.48822919907382,1.4731617791233012,1.296326754620545,1.2620306181274443,1.5606335853477469,1.5590249680192376,1.4592203925384586,1.4058818252146008,1.5948331053825544,1.5530980080968395,1.5337020982681493,1.520990952418018,1.7745430183776962,1.5532761465961287,1.4809070350380116,1.4983738919071294,1.5182011750502757,1.453783319450194,1.5581456092906758,1.5082072447939658,1.7553752920758863,1.6020149714003051,1.4947923507457996,1.5057510546251573,1.480781779298078,1.4968537490361076,1.4862570686269285,1.5303647807897107,1.4779248100082498,1.4897333533719839,1.430373769437763,1.4175497942707738,1.434819055131971,1.4312206480509262,1.6035212437785038,1.529508029340585,1.4659260013857847,1.4793964927690761,1.432094820788666,1.4539149137206728,1.4143177837636727,1.3768887745515697,1.427232179051258,1.4438963249320134,1.472024467679256,1.4739102562326165,1.4615040937045356,1.5128065186870778,1.5907994694008631,1.557557320508707,1.4625042875328904,1.502967778470945,1.5421178849339456,1.4731172240386665,1.546673007515636,1.5402802709810732,1.5300870238812783,1.5429355363485815,1.4439778314082703,1.4053323437808725,1.4951907767091757,1.4782144447646057,1.6463014580463737,1.58075196716122,1.5337893874515984,1.4291452426597087,1.4748215992099574,1.4580601947363658,1.5307873747952458,1.489367544398138
Alakazam,Counter or Psycho Cut or Confusion,Fire Punch or Shadow Ball or Psychic or Focus Blast,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7605679377990116,1.648990340145568,1.3766032950929576,1.627179700983132,1.3449155791352205,1.6632067078266963,1.679787788479909,1.681411866845329,1.9287974416227647,1.9338344403866568,1.6971773050853205,1.5805591670024155,2.1853344439986038,2.1956907183980183,1.7456787296481613,1.6318093613372104,2.232298185521068,2.272569661774666,1.9280673385086147,1.9380494950729545,1.6606688488585986,1.604336777821495,1.6578934066350124,1.6268061695359686,1.5996215259784345,1.581335381235965,1.9627100591785915,1.9694932740194222,1.7898556693624728,1.7230988259203999,2.008892515866749,2.069431789668024,1.958694502251283,1.944740363641969,1.685160850832055,1.730851423603063,2.233436788638106,2.2437487930620823,1.6316078606978934,1.5702832757457215,1.9191148513870548,1.9664806598995308,1.9607629341758541,1.9735027011419164,1.5428242956993534,1.5568728686202034,2.0098960015015406,1.9456348036536029,1.3570425457091826,1.614872952071296
Shadow Magmortar,Fire Spin,Fire Punch or Fire Blast,40,1.288409390112724,1.247858554833204,1.2875393761893907,1.2456545456070867,1.2927960807367154,1.2535055141829294,1.2893442234779644,1.247907521560883,1.2970548823686903,1.2817211986789643,1.2502538281587205,1.2756772974968422,1.263631839742504,1.288747104633889,1.278098853639654,1.3049249318060794,1.2616368472078507,1.2704634360826592,1.2761013993279442,1.2825585954669465,1.2699856964115137,1.2825295656061872,1.2859484133741705,1.2880894531436555,1.2680055946308657,1.3108876405914685,1.2451779568613561,1.3409715169293073,1.239427808222793,1.2516627090089938,1.2688683861851584,1.2702370904674454,1.3069642135414428,1.330853884670212,1.3108085780450514,1.3109068011742817,1.2789506142865685,1.311937933487991,1.2999213687386086,1.2704032421528815,1.283911762473742,1.2908496862713525,1.2814593735707784,1.2923964103088934,1.2899261036956793,1.2408158073406468,1.3093601116588856,1.267612352996372,1.3796671355018513,1.3098629820028782,1.3306527595812232,1.3324886689564814,1.2862487353040368,1.2830901718417895,1.1802077245036016,1.147812662859725,1.3258383364439021,1.3293475524058873,1.2686616602392036,1.262517938942941,1.3604881557331598,1.3385205220012961,1.2906432071386116,1.3051429028395463,1.353411478715192,1.2897958110759047,1.2854154307207304,1.322687199297757,1.336582778293241,1.2942046217318675,1.3044253034022075,1.2905292833660615,1.3345165741868403,1.2811835469744297,1.2907791269570246,1.2920846349530508,1.2944960481238628,1.3044977334003736,1.2740031270266863,1.3011667214697804,1.2476706828440054,1.2885567455166451,1.2579006282199576,1.2641300043187973,1.2426626007987607,1.2821745912683882,1.3671614733952084,1.3449660273617585,1.2976693808127457,1.2966524858251807,1.2515051906045962,1.2736506645408856,1.2557583667250274,1.2272432813832248,1.2562076252749657,1.2827291805714605,1.2701418659838477,1.285629164276523,1.2737512531644206,1.296907558664097,1.2978083352250345,1.2790880984802726,1.2667701813309884,1.3180517680749726,1.2675302325791005,1.2604508678667283,1.269993243703269,1.2874872528845407,1.315355212801442,1.3470495122507857,1.2736425506368834,1.2624147503379657,1.2917689381777886,1.2846027424879232,1.3028436555643286,1.2840273096812416,1.2953790456634036,1.2601575498063924,1.2660457422032572,1.2809407029060784,1.2736161539197148,1.2881875657450281
Pyroar,Ember or Fire Fang,Overheat,40,1.5235417133614957,1.441927363399669,1.5244602873916753,1.4345574542532913,1.5283396578283663,1.448940398388288,1.5305392702802738,1.439644586588946,1.5615450343590247,1.5080305085517043,1.4792481464016307,1.4730652355008185,1.5084064369160401,1.4883450315354643,1.5019459336728798,1.5135868298289106,1.505487360922186,1.474737810143686,1.5269536670453088,1.4822325851826847,1.4940764635282398,1.4840077776189249,1.4946676932340692,1.5237474005822649,1.4936638283022816,1.5062498602228849,1.404866588261645,1.5560658382640096,1.5146172210089786,1.448158266460099,1.4809757384442077,1.5165861909447622,1.4763571542437746,1.5503947020647528,1.5839410616265526,1.5805762481861814,1.5019023675294394,1.5311718268191836,1.7369315801987888,1.5096105101610924,1.5713960840394297,1.5028393584554418,1.536942050679134,1.5194661448041031,1.538413976315954,1.490500577022439,1.5418320057077977,1.517619144782184,1.6535533133108042,1.5232141420038678,1.753633237137495,1.603439886453501,1.5167710231466593,1.4836061416511765,1.347660282494143,1.3088295322390584,1.5710890456680937,1.545267354616376,1.4390229975277937,1.4449960766130576,2.0246800992886613,1.7009606378465656,1.5243392062325645,1.515160507228029,1.6629610933372325,1.4800617987628677,1.5466775329846598,1.5619604218987118,1.5898183580261998,1.503257091265928,1.5480709560108352,1.5284953754856907,1.5241745431927929,1.4789134516142837,1.4979489221492046,1.4840630076273549,1.4820130780792589,1.5262937415649314,1.4923042131680837,1.5379751787382978,1.449331949164712,1.503840592768628,1.4621060404455157,1.474541577799678,1.4605929341709312,1.488290834866251,1.6187191544629533,1.5833077686618953,1.5411732517869547,1.541612024102017,1.4608166589690035,1.5036340782099404,1.3851940967703376,1.4353870333531742,1.4439564868080963,1.5205409692464782,1.4585620712174998,1.5006586173100884,1.490296337557228,1.5419640116954283,1.5960654024330514,1.4964887813797108,1.4970266966544583,1.558186045547987,1.45513135644723,1.4800626985126886,1.4532752227327064,1.5356433717045848,1.559634802530327,1.6337165056440806,1.5147005630012342,1.4719426196349747,1.5231365506368066,1.538928976294849,1.5029108032618936,1.5326835995621753,1.505203733272138,1.4891541314028942,1.485517347283727,1.5159538159408592,1.5146713596920125,1.5164235321699484
Typhlosion,Shadow Claw or Ember or Incinerate,Blast Burn,45,1.3806407050850888,1.405091094199732,1.3754749146756444,1.3990159539014912,1.3875912788211695,1.4133318686641327,1.3848635768654147,1.4096238534129981,1.4142741187811088,1.418450900403653,1.3882048627484713,1.4226908805673872,1.3936343889677998,1.4243459363882771,1.4207474476019595,1.4586916384542001,1.4064199516998073,1.4288466124952686,1.4089964521275742,1.4345194218719226,1.4169270095824709,1.4396759871820908,1.3886806658310913,1.4166337272101348,1.3861504458768426,1.466759700789175,1.3917475269544999,1.4951998236178954,1.3968174900385613,1.3870520531865953,1.3794344061943231,1.4583104235996025,1.3328549989498997,1.4814697519301492,1.4345143337705606,1.4395239631340435,1.37412725986867,1.4568510302632716,1.441048883113896,1.4335760074324488,1.3993051723148133,1.424853666465293,1.3929413761628955,1.4079964011008592,1.3869332004746262,1.3937427173518233,1.4133292987235488,1.4359698371493537,1.4583410810805624,1.456295842691993,1.434968957662028,1.4863550924778395,1.3658519453877922,1.4130311134814628,1.2584362442775354,1.294195540349847,1.45894342561895,1.4828825511207195,1.358818390537083,1.436161431141806,1.5312614320608373,1.4929903831925397,1.4097176589765992,1.4482578434517552,1.5467245462791777,1.4281782958167546,1.4151084730612538,1.4721281596293203,1.537734385868068,1.4738301873877866,1.397021343951944,1.426495377897028,1.4668858214180984,1.4026809931258462,1.4022129984333314,1.4382389192509848,1.3914662934043243,1.4639278560827593,1.3980887966405906,1.499222662235629,1.3765269029444143,1.442662035016486,1.36079392374626,1.4288541980847604,1.3582615156473203,1.4231519620101292,1.520563464522709,1.4966074529193323,1.3989598143355928,1.4958760971218115,1.3492493846977185,1.426485994519456,1.314361439830903,1.3874836710105676,1.374306676501366,1.4558646728472504,1.3586062022721836,1.413774939472792,1.3987562935527624,1.4729700395680145,1.3878059240691358,1.428528325660693,1.3817243363819898,1.4743415615597641,1.3765033342914652,1.4323585862732202,1.3865931782981498,1.470241675263955,1.426564886445429,1.5088920236764647,1.3970874732559921,1.4148695124328141,1.388412850390042,1.4297464781513507,1.3871078043669314,1.4369303336367103,1.3737940031904108,1.4245951635700116,1.3691827493715334,1.4334064430195435,1.4056398822836238,1.4362890189993491
