Attacker,Fast Move,Charged Move,Level,"Arceus (Bug), Tier 5","Arceus (Bug), Tier 5","Arceus (Grass), Tier 5","Arceus (Grass), Tier 5","Arceus (Ice), Tier 5","Arceus (Ice), Tier 5","Arceus (Steel), Tier 5","Arceus (Steel), Tier 5","Calyrex (Ice Rider), Tier 5","Calyrex (Ice Rider), Tier 5","Genesect (Chill), Tier 5","Genesect (Chill), Tier 5","Genesect, Tier 5","Genesect, Tier 5","Genesect (Burn), Tier 5","Genesect (Burn), Tier 5","Genesect (Douse), Tier 5","Genesect (Douse), Tier 5","Genesect (Shock), Tier 5","Genesect (Shock), Tier 5","Glastrier, Tier 5","Glastrier, Tier 5","Jirachi, Tier 5","Jirachi, Tier 5","Magearna, Tier 5","Magearna, Tier 5","Magearna (Original Color), Tier 5","Magearna (Original Color), Tier 5","Melmetal, Tier 5","Melmetal, Tier 5","Meltan, Tier 5","Meltan, Tier 5","Necrozma (Dusk Mane), Tier 5","Necrozma (Dusk Mane), Tier 5","Shaymin, Tier 5","Shaymin, Tier 5","Solgaleo, Tier 5","Solgaleo, Tier 5","Zacian (Crowned Sword), Tier 5","Zacian (Crowned Sword), Tier 5","Zamazenta (Crowned Shield), Tier 5","Zamazenta (Crowned Shield), Tier 5","Cobalion, Tier 5","Cobalion, Tier 5","Regice, Tier 5","Regice, Tier 5","Registeel, Tier 5","Registeel, Tier 5","Celesteela, Ultra Beast Tier","Celesteela, Ultra Beast Tier","Kartana, Ultra Beast Tier","Kartana, Ultra Beast Tier","Mega Abomasnow, Mega Tier","Mega Abomasnow, Mega Tier","Mega Aggron, Mega Tier","Mega Aggron, Mega Tier","Mega Beedrill, Mega Tier","Mega Beedrill, Mega Tier","Mega Glalie, Mega Tier","Mega Glalie, Mega Tier","Mega Lucario, Mega Tier","Mega Lucario, Mega Tier","Mega Mawile, Mega Tier","Mega Mawile, Mega Tier","Mega Metagross, Mega Tier","Mega Metagross, Mega Tier","Mega Scizor, Mega Tier","Mega Scizor, Mega Tier","Mega Steelix, Mega Tier","Mega Steelix, Mega Tier","Mega Venusaur, Mega Tier","Mega Venusaur, Mega Tier","Metagross, Tier 3","Metagross, Tier 3","Venusaur, Tier 3","Venusaur, Tier 3","Amoonguss, Tier 3","Amoonguss, Tier 3","Ariados, Tier 3","Ariados, Tier 3","Bellossom, Tier 3","Bellossom, Tier 3","Cryogonal, Tier 3","Cryogonal, Tier 3","Durant, Tier 3","Durant, Tier 3","Excadrill, Tier 3","Excadrill, Tier 3","Forretress, Tier 3","Forretress, Tier 3","Galvantula, Tier 3","Galvantula, Tier 3","Glaceon, Tier 3","Glaceon, Tier 3","Glalie, Tier 3","Glalie, Tier 3","Gloom, Tier 3","Gloom, Tier 3","Grotle, Tier 3","Grotle, Tier 3","Jynx, Tier 3","Jynx, Tier 3","Mawile, Tier 3","Mawile, Tier 3","Meganium, Tier 3","Meganium, Tier 3","Metang, Tier 3","Metang, Tier 3","Parasect, Tier 3","Parasect, Tier 3","Piloswine, Tier 3","Piloswine, Tier 3","Pinsir, Tier 3","Pinsir, Tier 3","Skarmory, Tier 3","Skarmory, Tier 3","Stunfisk (Galarian), Tier 3","Stunfisk (Galarian), Tier 3","Tangela, Tier 3","Tangela, Tier 3","Vileplume, Tier 3","Vileplume, Tier 3"
Darmanitan,Incinerate or Fire Fang,Overheat,30,1.474689371563749,1.3898985459009867,1.4894410753639524,1.3857116622503052,1.4680172810844687,1.3930732768415763,1.5322585017029786,1.3944403122563356,1.425817061999813,1.3673684540308078,1.407534203440389,1.398202645752148,1.5140346865674559,1.4027278135954337,1.416496290756674,1.4312220379837053,1.4130661329295182,1.3939164921129492,1.4453264515665205,1.407306622681859,1.3966990878303622,1.3895408054083638,1.4664358543708025,1.386475669820586,1.4530461287072822,1.4097174823520489,1.6201695926080204,1.4480925239982543,1.4064827163912519,1.3793818805301366,1.4228827719528239,1.414513753151028,1.5989202137558334,1.4327036832648488,1.4632303308027608,1.4366297215321209,1.4515227759879736,1.4219562895789792,1.459240417120897,1.3933708809841632,1.4195851615583008,1.373019478493996,1.4152645354505153,1.4228574471501827,1.5982054335383378,1.3737122855263024,1.439733112682181,1.3902048576008175,1.6063515409460913,1.4820479151422359,1.4842570051815918,1.4705423851846604,1.406899693161448,1.4005307147917794,1.4500189833645252,1.3198733719732514,1.4999043459524186,1.4629873376962073,1.4120384228977296,1.389384405817022,1.5970433569217872,1.5411004929785637,1.419809204435287,1.4301356848068556,1.5177816447045434,1.3974449901650994,1.4577987496287796,1.4587765227773113,1.6154996690817576,1.475965756998066,1.456055444911536,1.3875000064589391,1.4575324357728736,1.4084458066825505,1.4188275569637165,1.4141356659884503,1.422065318871641,1.4456640540711563,1.3630709325583783,1.447462624492963,1.3612884770250064,1.4066791884768841,1.3524035654055808,1.3760225623181856,1.3962098520769568,1.3916740052980088,1.5231035130188104,1.4934040566387496,1.414245797401727,1.4400298613829154,1.3730537561291365,1.383880480348605,1.3628143244483453,1.3310016468853931,1.3668175636204405,1.390599642438247,1.356488512069878,1.3675409511246837,1.3799164925279739,1.4295159595174192,1.4263633961001514,1.385033394809222,1.3752125350196478,1.4357149533032996,1.4111725297202042,1.3716158507493512,1.400939761438734,1.4228207501647219,1.4612572196831826,1.4669334121378457,1.371736026771438,1.3662717079726023,1.4083116932488087,1.3866295753963127,1.417210304567408,1.416039506040231,1.452173942198582,1.3818613758403513,1.3797342168062534,1.3888600482184335,1.414226067267382,1.4102268029947342
Houndoom,Fire Fang,Foul Play or Flamethrower,35,1.5748040009944506,1.5266272281406748,1.5752417311944353,1.524038158276201,1.5797208223246808,1.535646490744354,1.5950533658074164,1.534287214513805,1.5572295664942513,1.5564516320252917,1.6837173652253117,1.6708661594711567,1.6971423632377278,1.6746939097134441,1.698243338822856,1.7025808422281095,1.6746185694475122,1.656896866042213,1.6985439880855124,1.6781467248993058,1.6480108951319081,1.6585733655936208,1.5550846436941028,1.6037272501822903,1.6589107217326629,1.6881625328007912,1.7133424116866223,1.759552619590722,1.6239595927867516,1.6155543099893526,1.6570087297051697,1.6609962522091803,1.6308261887011029,1.6962648167108831,1.703537993368284,1.6648084823820926,1.629105156254697,1.6377597046641386,1.8081828001456801,1.7077938649671223,1.8015448800903036,1.7011678867274556,1.634921525083434,1.6473098811359272,1.739866623001477,1.6227450414476314,1.6609740904450074,1.6502456218029233,1.7224782183133756,1.637971361155523,1.730290697331303,1.7334104965593757,1.6528720907635583,1.6352963680459152,1.54569000607867,1.4915181300401832,1.7504364841590199,1.7273752632902686,1.5986019854064806,1.5957674955349321,2.0438913498096767,1.7905260002361587,1.6728686100875065,1.6572645680703868,1.6211422113708267,1.5365087070496777,1.6781510914324707,1.6875839564781348,1.725377153764572,1.6721060674076396,1.6788424272038804,1.6388324856047471,1.6269881771229575,1.570778670746424,1.6506807522055036,1.6566760011364006,1.6428327432086087,1.6732320879612423,1.661260610251085,1.7169564126791446,1.5902412064581708,1.6168533205968232,1.6331049345286137,1.653265099022362,1.6416043915760703,1.6494275813786963,1.781595205930087,1.7174876221269897,1.7149457376701547,1.7079599851045346,1.6228794019546655,1.6112376027662072,1.6141976072928865,1.5994013187923164,1.5521513074156896,1.6213234304440503,1.6332301530338427,1.6445892463404246,1.6115197797112764,1.6652846190805213,1.6178989746576613,1.5616484228468497,1.661004514282952,1.6851159878360678,1.6525376543436054,1.653327933311428,1.5889578449496868,1.6282082457327625,1.7290953232252892,1.755720885731507,1.6381636606185923,1.6182736561540099,1.6911257273823133,1.6813007246032465,1.652206796317839,1.645231167125396,1.670160273055038,1.5992570113407847,1.6347175540218177,1.641006044064805,1.6569584460574578,1.648246747838319
Emboar,Ember or Low Kick,Blast Burn,35,1.6288303804915063,1.4851372239369733,1.6227414331508752,1.482539619078061,1.5878491119436922,1.4274007066942165,1.5849942860181296,1.4191705234140328,1.5911843376263846,1.504783262765125,1.4215410121279426,1.4599671393016103,1.4378053165600282,1.4786859720937202,1.451439886382144,1.4958076968027312,1.439456483160814,1.4628562284512545,1.4420718474404086,1.471882687591663,1.481217633094174,1.4633259679224444,1.5010909320868997,1.5116439509440092,1.4408017392248358,1.4928909144789413,1.511296909447805,1.5400177409754523,1.3896280225689814,1.3969903149986058,1.4504231080687164,1.4881920790237262,1.4471457854625147,1.5194601563350043,1.4814954618166793,1.5169179193081694,1.4372576786233955,1.5042375582732392,1.4985033346914356,1.4686360983559623,1.4110877478667823,1.4057966706354856,1.44465957592565,1.4437672286618366,1.4482368909368732,1.429121175389669,1.4652889167881962,1.4635528688984956,1.6261248070607555,1.5233909929825746,1.5356406318237077,1.5177665746019378,1.4848923014982889,1.4704240925343506,1.26200169381245,1.2773221675208468,1.5390542255235928,1.508951679275672,1.4430332098263197,1.4469061141116235,1.5132277308814226,1.4954994833592068,1.466059719338533,1.4926937271769358,1.9758102230251322,1.540988395910093,1.4502535745685712,1.4885383568971122,1.56759313251111,1.4717721331843656,1.4382619287563512,1.4459222305834387,1.553854636392699,1.5136883709879463,1.4951053203356457,1.508424473805789,1.4461537014796244,1.5111827685618753,1.479280393958574,1.5588469771425528,1.4442823323863074,1.4817638013273375,1.4158979550770368,1.458184524543124,1.4104777751438338,1.4682021884650855,1.5327292600741251,1.5001220134712538,1.4599433900828598,1.5064353057029547,1.398575145116875,1.4734881543118872,1.3799932009038152,1.402724407624159,1.4495646242618276,1.5091759448437507,1.434254889517639,1.4796096514685873,1.4674549796150103,1.5237225564776935,1.5060902429461482,1.513596214917687,1.4830910061947657,1.520863629980732,1.4546744968290548,1.4696859927755441,1.514560823970567,1.532513003824972,1.483416965597149,1.5323703309789511,1.4063151317230214,1.4467043264524053,1.4477954121304077,1.4828097228414394,1.540006549519435,1.5430316632157137,1.4222402613126581,1.4581945941837968,1.4463197412560858,1.4738778959678853,1.45878667839923,1.481313759181168
Shadow Alakazam,Counter or Psycho Cut or Confusion,Fire Punch or Shadow Ball or Focus Blast,40,1.733725644227876,1.5801905574265753,1.7187714825706923,1.5796025409158656,1.5310341357253996,1.4031024795076839,1.5166241354772434,1.4030902132015208,1.496991709246639,1.636841725297213,2.0399771029848552,1.9757243510677678,2.1017380137544146,1.9225443752524793,2.1017928723737214,2.0138146133085346,2.1691120132680197,1.9500674841464531,2.223726914533829,1.9510015527411089,1.4856055200969631,1.4515078641279753,1.5075030533127867,1.6728381251401285,1.7046881201492337,1.7208348864918308,1.694546518502896,1.8171234979523492,1.4691308106272725,1.3650010380307112,1.413682127483374,1.4338493299116761,1.670866416866201,1.7323250144978277,1.8068357553171308,1.675600413074154,1.518271495075038,1.4986387688437313,1.8277437028717134,1.734941736192934,1.548002491486946,1.45325982575943,1.4118261112668895,1.398619682394932,1.4148640167248856,1.40124439015372,1.462115804090601,1.4342674110078568,1.769385072167006,1.6623374542795997,1.779004299304793,1.7806801281824294,1.8237012520163243,1.7339240040818853,1.33762029334504,1.2998360670233997,1.5855570741915714,1.5327902834542524,1.6529026715434076,1.451534633659874,1.6661203804914304,1.487235664101559,1.699252561932243,1.7357638830042401,1.7062604426844619,1.6693997621223355,2.075845484755856,2.02251572947001,1.5191723342810945,1.432780137086736,1.5065372214883912,1.41533183359637,1.589456082257475,1.6506317048743846,1.4677416695254402,1.4074143622871818,1.4278098743120962,1.4244172014570644,1.4587264969373075,1.4221956510155038,1.6608529355449995,1.6350783971144343,1.4859095311273853,1.3912044724277421,1.888377656444306,1.8727248786672748,1.4950612527806786,1.4379644863007583,1.9053020557570826,1.8965006042961923,1.8286148040064383,1.636442576333958,1.4300685137340825,1.4216127492836337,1.4783802797497505,1.4272116823857326,1.3727192027128012,1.353091275306654,1.7350835076993265,1.6669168866215613,1.4831799374283008,1.6506168476709584,1.6790339066158073,1.7094614398283605,1.6898345763245877,1.605790530746783,1.6453184183866516,1.6907771341024451,1.9750896791446981,1.9012334905522366,1.4453721994334754,1.3840664807985048,1.681712120268483,1.6555824161793942,1.713652767614596,1.6989925558418828,1.3869462510440365,1.3615123753210343,1.7291816387288648,1.64812772573636,1.4534363248799238,1.3909446153086817
Pyroar,Ember or Fire Fang,Overheat,30,1.6388674048019276,1.6000940413543407,1.6402446950576766,1.5928505383272626,1.6465693202833458,1.6086445699011207,1.6524389002734654,1.602222221760654,1.6627494151491689,1.598376447736299,1.659972976197242,1.6516701457636682,1.6849696088364456,1.65759628415799,1.6826268421557704,1.681194597339648,1.6632880188007755,1.6427250741812927,1.6896524814245717,1.6447185294733206,1.6058301066975307,1.6249247029780058,1.725901422870955,1.6707441260824967,1.7058464899228063,1.6548467610975592,1.649091166215727,1.7060831740183928,1.6170986071948723,1.5788717353298283,1.6274619395618564,1.6484539235142062,1.769525773238563,1.6876654368337527,1.7914897182925686,1.7123307430651535,1.693625577364631,1.638930173852695,1.8686938992663393,1.6621446044394852,1.9050997279057382,1.682180696254896,1.683191260577105,1.681283311519722,1.9069192133863448,1.649384914489992,1.7279344512709118,1.687359937480889,1.8761859998357064,1.6898284153338765,1.9188392614756322,1.786284125916221,1.6636201720422237,1.659576003325464,1.608020079293699,1.5040909079239786,1.7685358454827091,1.7314049532572395,1.6063177089610445,1.6069419128739137,2.186419317185928,1.8336786296115999,1.6703710946637502,1.6818114608252883,1.828624078931212,1.6415816043177702,1.7042337451671576,1.695799317331996,1.7819335768194813,1.6624131486550036,1.7020583519508665,1.621994634085596,1.6963223397656995,1.624465879866323,1.6094885097246412,1.620533527322462,1.6711334832571623,1.6935134967115795,1.626464315374808,1.7018740845388936,1.5729845669539655,1.6249331262829192,1.6088769438510018,1.6127160575160444,1.5939910521298841,1.6217412672885725,1.7826798926656915,1.7823647625752077,1.6941829488364284,1.6992750388309612,1.6019500506387256,1.6263509098445599,1.5792209348573825,1.544089112182947,1.55752238527269,1.624161207661947,1.6458251698964779,1.644708291650155,1.627995882951704,1.671560067359136,1.714822227584025,1.6200773328647171,1.638107914613063,1.6950107159546868,1.6061330285077138,1.6010397132162535,1.6663983060148528,1.68366123943073,1.6778775228659875,1.729721504561494,1.641694382609805,1.6279442716642634,1.6945556469315857,1.6721725724554133,1.6740180682045616,1.657444936416619,1.6762258530548444,1.5987029364145657,1.6397964383320902,1.6313069205558712,1.648819558625285,1.6499218000487401
Darmanitan,Fire Fang,Overheat,40,1.310021373223656,1.2505078305737185,1.3098908306057127,1.2429234722535687,1.3107472981978896,1.2535483406663062,1.306909888574238,1.2599579271476657,1.271483187559748,1.245401345322134,1.2407939611682597,1.2707865933675455,1.29483745227329,1.2835119284197083,1.2649708313793853,1.2995669500492468,1.2663944855880955,1.2711876483141435,1.2899875050900318,1.2770769085678244,1.2703836949563403,1.2811034183823535,1.260652405062489,1.2562396635208366,1.2586744605146736,1.306831687647867,1.2118944762295802,1.3465339643571284,1.248687805189772,1.2646047423855757,1.2642825610909814,1.2854343246867947,1.471577356750996,1.3158060481647624,1.3202718426571622,1.3021186098298811,1.3094767572645627,1.3301529762335365,1.2675746273069897,1.2619008801562512,1.2726805203862748,1.2501478753844184,1.254786915827196,1.249113102672077,1.2916965086395,1.244292127232368,1.301392190852842,1.2702713130573962,1.42611402661893,1.2680865170507665,1.3625052376568345,1.326150809107326,1.27811884699815,1.2693218092407117,1.2474588106629745,1.172486815047832,1.3316879870598126,1.325122342942164,1.2451470913595892,1.2582871433067848,1.3352514957785167,1.3116786080583447,1.2805578521895071,1.3008048778779908,1.3930304458695453,1.2616238582825707,1.2937657502387885,1.3091761140756748,1.4178474723831211,1.310580053700578,1.2860411818515178,1.2514312578551465,1.3199209929727855,1.266218616952629,1.2883488877485585,1.283999095942692,1.2669427499802888,1.3080322742959383,1.2765699142602034,1.321968597165921,1.2352815524275862,1.2706613388258945,1.2473354394006686,1.2687412430816702,1.2578052991164126,1.2721375264979746,1.3478075719783855,1.3377291348809588,1.298618491434991,1.3106588544473343,1.2359114916556968,1.2814901426044685,1.2497113746983741,1.237058009069334,1.2575723979294802,1.297491656132557,1.2536644247813769,1.2510285699506083,1.2456948719145835,1.287781148543006,1.3183787870257424,1.286507787776981,1.2417967582798304,1.2932387965902314,1.2640025513601323,1.283603265850694,1.2495984728388314,1.2871685982507295,1.2953170077302547,1.313490237700937,1.2747008707496708,1.2588195572793435,1.2844206275644865,1.284614954275792,1.2714914498082026,1.259042892270143,1.286428200487726,1.2661756499101813,1.2569748902711535,1.2822743126169065,1.2603231262088603,1.2621886076398423
Darmanitan,Fire Fang,Overheat,50,1.1982734953253658,1.1589377195650927,1.1961412499641364,1.1553839096251135,1.1993925091953352,1.1652083373119988,1.200143742680973,1.1576208961002437,1.1731399609549544,1.1487010638480886,1.1649975705201954,1.1651412400740773,1.1852980353861793,1.1796621502756095,1.1858249054839685,1.1906655396315031,1.1923986861805127,1.1633090911968087,1.2077578929074284,1.1748873658196481,1.1824702386101729,1.1892427589648418,1.1469342635639084,1.1822570563906958,1.1547674563527905,1.2035569479278696,1.1318846271388112,1.2558318844052598,1.1558909753005917,1.1276747253669588,1.1697961720704808,1.2057206338796929,1.1089011141186644,1.2236381645853667,1.18585171067475,1.208976544966149,1.1584753312569183,1.2007458710356609,1.219085944213404,1.174291003368338,1.1968650596238173,1.1869726051963625,1.1665974677351314,1.157356595268346,1.1741123182836635,1.1368713993262045,1.1856426272130383,1.169781639750964,1.2348635650395443,1.1858171022113966,1.2298950698157523,1.2270648908796902,1.1787485762638898,1.1769614007384692,1.0637018388048496,1.0513235441356807,1.210111036709683,1.2173438773021266,1.1726630215260094,1.17389378749834,1.2518650807951572,1.2454486999505316,1.1865012792535827,1.2051487178592042,1.335141642641632,1.1912166554651826,1.1991264407423816,1.2188233408398796,1.2802672306707372,1.2067241861436442,1.177053645537209,1.1586167329238997,1.2152424564673439,1.1766002558196893,1.2211686735299772,1.2176293255800101,1.1820306164433882,1.2265467229710227,1.1915878043359875,1.2366282178417278,1.1538922615142462,1.1962379310539015,1.1723061258056289,1.1908382634998274,1.1664113401841802,1.2009941844919823,1.2929214563417168,1.2550456542049289,1.198198427811969,1.2171628199881148,1.146911818911542,1.1846683701276826,1.1074296940131572,1.15184989527741,1.1571624447962752,1.2168557123949126,1.149337780154835,1.2021026796394878,1.1778937045629165,1.2358596706788687,1.1806625338299988,1.1824643312698533,1.1659976887607937,1.245384772985205,1.1796308012599268,1.1951872141484234,1.1574736137965365,1.2154716218795378,1.2182898640622166,1.2580041928291796,1.2125968571302415,1.1866937381221372,1.1789341420581,1.202065392071042,1.1524009433137543,1.1781852165439473,1.1997881007072997,1.1887680708596005,1.1622456272399257,1.1856310585695737,1.1837152457514444,1.1932324266046415
Shadow Camerupt,Ember,Earth Power or Overheat,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5384808262203706,,1.5170461357922165,,1.5624593909972138,,1.5798082714144792,,1.5141754153913731,,1.523509361303485,,1.4605754601723755,,1.5884370511980446,,1.5361705221517468,,1.5036106907742333,,1.5385220464668088,,1.5241354183371416,,1.4564663657164285,,1.545528083361818,,1.5354735492183795,,1.5488974422132649,,1.4932984016967095,,1.5135981632992457,,1.5985881752269044,,1.4737801454089066,,1.5284758628614807,,1.4825428158787557,,1.5025603380255668,,1.5222435637466492,,1.5359688156486277
Shadow Typhlosion,Shadow Claw or Ember or Incinerate,Blast Burn,35,1.3375680119583016,1.2783017336612352,1.3355466067106256,1.275750885922183,1.3453494315812065,1.285639790975539,1.3632940741999284,1.2901098264287136,1.343911610904018,1.3113952113441611,1.2856752853038744,1.3273952648440193,1.2999507665593766,1.3326833691147917,1.3088864199859045,1.3517191223760734,1.2818343553041722,1.322428691334772,1.3027257537814474,1.3296130412649028,1.2990303701403543,1.319520721649391,1.3243048240518982,1.3240096092160105,1.3340868952355436,1.3493153509562414,1.4102459855379286,1.4015962673884506,1.270104810898782,1.2983358762171426,1.2684944470663044,1.3047743812505306,1.366252047580939,1.382283447540867,1.3309157205587567,1.353785661770996,1.3510295695914523,1.3389075466755722,1.3912254975731573,1.3514348369930722,1.3112599551503914,1.3430797341584497,1.2847892427972785,1.3157599110481708,1.343424556825002,1.299401771658328,1.3280698920038618,1.3208905890511016,1.4571156402224457,1.3448918666197345,1.3864828617966782,1.381348777781712,1.2982975122635203,1.3128947485379199,1.3041990745930698,1.2340058664444002,1.365555153516289,1.3847836813573473,1.2865950976225675,1.301527735165695,1.4984679227888242,1.442346954797378,1.2899051157254877,1.341401123404967,1.422350643049,1.3283532504030642,1.3334113448213416,1.362251757248094,1.3953655190647263,1.3555704929073067,1.3619475820057056,1.3323298151348275,1.3767105289247747,1.3045148731285316,1.2994704398488488,1.3224508345147719,1.3136348922094732,1.352476786682628,1.2828540941825086,1.3635503320028957,1.2435503819545146,1.3104931901437995,1.259263790685171,1.2866035712914548,1.257685078006349,1.298137438429022,1.4405372234718203,1.4115535387813818,1.3163992085210516,1.3406454195705868,1.2578071550891046,1.2940855386447327,1.2732122336039824,1.2645089319151837,1.2612859021198983,1.3191590499617125,1.276456232431868,1.3078213807685592,1.2817624588966845,1.3388269285435,1.3365448489791447,1.311885570882076,1.2638169056558601,1.343628323269621,1.2909775156489933,1.294113159718841,1.2859146838957194,1.328642605668518,1.297159307027451,1.3492440911245445,1.310282343580167,1.2968255971769211,1.2949484275845315,1.316404007922937,1.2886225522572787,1.3036912126592368,1.3184189213253095,1.307799834891409,1.2827422384934382,1.3043724427752705,1.3002876200376965,1.3223500897679916
Delphox,Fire Spin,Psychic or Flamethrower,30,1.6894857057037684,1.6623511915102864,1.6912877232258228,1.6570121959114121,1.6963140760035305,1.6697218479747264,1.6926068842784703,1.6661882340576584,1.6145987021005894,1.621822191927734,1.6654035419716315,1.6958949727432333,1.6669483981417532,1.7062008683654986,1.6960025096951716,1.7255342876335629,1.6790597182015121,1.6840968080406449,1.6921369574758298,1.707577886882846,1.7081132285086478,1.7088857201787369,1.6221956607902037,1.6691324885809717,1.6634177364990177,1.7322301174882775,1.7463361067036995,1.8000913674249206,1.624654834918145,1.610665360199836,1.6924260529170516,1.7249287664644428,1.6199560959081045,1.7859864147130926,1.70650404463239,1.698881480213191,1.640270891903864,1.7080430200443757,1.7086587374706919,1.6778243121497942,1.6880123539930532,1.6772979648117017,1.647584568998823,1.65014651036306,1.6647029187672495,1.6497990393488908,1.7068452337944617,1.7062495315594537,1.7762734574216146,1.7155391850077764,1.7811020915217823,1.7500436717302266,1.6983146275976921,1.6666772983915594,1.4981458487189865,1.4887789917052252,1.6377032009896932,1.6594638582003134,1.6673022026022455,1.6670207271921431,1.792181197519707,1.7039071763880151,1.6683922627560779,1.6868423154413736,1.7407769903682475,1.6469602453150023,1.7391479118197457,1.768333805023126,1.7963965814496496,1.7100830415702228,1.55205310729228,1.5807503461560788,1.699710541795768,1.6240961692793046,1.5942259971614265,1.6151991904057568,1.6182420666696868,1.638223340551579,1.601213639866861,1.6739608094918128,1.6229153702551338,1.6854740783393918,1.689354171717837,1.7153117728088452,1.6525837887639825,1.681054040195466,1.7792667772981587,1.741132751055653,1.69688160578649,1.7320839149203384,1.6428723184219802,1.6769762473309058,1.630578568233852,1.6593810254467791,1.7152069598271302,1.7234736178775325,1.546083582508676,1.5907969084706683,1.694486594794555,1.7622468253281662,1.6301473279776417,1.6809170677207472,1.6501126844214653,1.7341091945423448,1.691106696869692,1.7238846600255804,1.6311534479249872,1.7072718177972612,1.737252687448431,1.7992898084699245,1.6641459690975968,1.6712481785975681,1.6594026881826334,1.7036387924467367,1.6868357388935737,1.7074470278659992,1.6873004596366867,1.6745835217751857,1.666950012675772,1.7058240306369679,1.54530430115156,1.5807458840913227
Darmanitan (Zen),Fire Fang,Overheat,50,1.1812082099647743,1.1729346036608608,1.1758388126566024,1.1728347096506764,1.1853773733898505,1.1800101170411885,1.1733737583876727,1.1687260852930705,1.1849261222070473,1.2063312766837955,1.2195576964332984,1.2424535851595393,1.2263084937254851,1.236741992337664,1.2420760305503746,1.27499800859326,1.2116964796665102,1.2257829929132158,1.2320791468839827,1.245816294878029,1.2089006885209777,1.2195969634412756,1.1558835348482914,1.1950613947039093,1.2119070254394635,1.2287169430340261,1.2237939038635786,1.2914704935417456,1.1691834910832684,1.1949501792947685,1.2316434624273624,1.2854736474027872,1.1588943511494634,1.2619363530987626,1.22305042699274,1.2397691525423304,1.2359551459981444,1.2288988360381894,1.1818787365652903,1.1836561986760747,1.2287233626578042,1.2411807529523091,1.1909927675329153,1.2244400086866152,1.1685952690003492,1.2004549784032617,1.2048416088112486,1.2569952985428199,1.2357744789978093,1.2418139878986203,1.2447768758188447,1.2506971985175217,1.199570896611704,1.2270985238460004,1.0871635658602945,1.074533167546234,1.2486413569715853,1.252012052340956,1.2214452733401207,1.2359183321781688,1.2114001191454666,1.2129943647508332,1.2141785401824454,1.2795046536902084,1.2209218627374017,1.1954571237688874,1.2689585996914632,1.2792069412259623,1.2432278302074047,1.2504647062075398,1.2414160268154486,1.2310452096459692,1.2014078779523714,1.2369363139770988,1.2354122229969882,1.276570359595123,1.2333204876165529,1.286164167056022,1.2888096373766766,1.3572033256175746,1.2161671786612305,1.2975162397542426,1.2136387056275677,1.2638180828692231,1.1837744729398465,1.237472823227708,1.2804738295007994,1.291728941564875,1.2639526034726265,1.3076636247105276,1.2217918501396574,1.2891453574798388,1.1634386245526247,1.2262286141063514,1.2114779344673634,1.3029612527783982,1.2250200217814813,1.2481428469818607,1.2693617170424405,1.3135638430020975,1.211612481043417,1.271678754828028,1.220639665376762,1.2743526113089578,1.2315655184697014,1.2780144260527153,1.2511683631196977,1.3117774231796786,1.2765105742391172,1.313451286522673,,,1.2009213776248862,1.2750170199581143,1.2457703848259483,1.2914589117248274,1.2163498111607747,1.2474056493066707,1.2277241870245266,1.2719496045698566,1.2378026584898618,1.2670181294324874
