Attacker,Fast Move,Charged Move,Level,"Arceus (Water), Tier 5","Arceus (Water), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Manaphy, Tier 5","Manaphy, Tier 5","Phione, Tier 5","Phione, Tier 5","Suicune (Apex), Tier 5","Suicune (Apex), Tier 5","Suicune, Tier 5","Suicune, Tier 5","Urshifu (Rapid Strike), Tier 5","Urshifu (Rapid Strike), Tier 5","Kyogre, Tier 5","Kyogre, Tier 5","Tapu Fini, Tier 5","Tapu Fini, Tier 5","Mega Blastoise, Mega Tier","Mega Blastoise, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Slowbro, Mega Tier","Mega Slowbro, Mega Tier","Brionne, Tier 3","Brionne, Tier 3","Alomomola, Tier 3","Alomomola, Tier 3","Azumarill, Tier 3","Azumarill, Tier 3","Cloyster, Tier 3","Cloyster, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Dewgong, Tier 3","Dewgong, Tier 3","Feraligatr, Tier 3","Feraligatr, Tier 3","Floatzel, Tier 3","Floatzel, Tier 3","Lapras, Tier 3","Lapras, Tier 3","Lumineon, Tier 3","Lumineon, Tier 3","Octillery, Tier 3","Octillery, Tier 3","Politoed, Tier 3","Politoed, Tier 3","Poliwrath, Tier 3","Poliwrath, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Slowbro, Tier 3","Slowbro, Tier 3","Slowking, Tier 3","Slowking, Tier 3","Starmie, Tier 3","Starmie, Tier 3","Vaporeon, Tier 3","Vaporeon, Tier 3","Walrein, Tier 3","Walrein, Tier 3"
Shadow Electivire,Thunder Shock,Wild Charge,50,0.9332712764411055,0.9122243689166559,1.0022729614698458,1.028784367023641,0.9307510339976739,0.962487008836099,0.9304193327898147,0.9524416472454865,0.9501204874781205,0.9692447481442928,0.9365586301585285,0.9446041625083921,1.0485419213548433,1.0516139260038313,0.9575252044556836,0.9305137852325124,0.9509472183984822,0.9614358945966425,0.9356843709221333,0.9513304646858306,0.9796921760176025,0.9396720068364709,0.9692650591162241,0.9564151788317673,0.9661502438499147,0.9560750312550631,0.9421896104630695,0.9766312950008631,0.9541219619677928,0.9556353849130135,0.9287823934924214,0.977875143961319,0.9531555496819907,0.9578954381137055,0.9506283590599002,0.9585239711907622,0.9404034320284882,0.9793970873516915,0.9313868161635944,0.9339602287537334,0.9335939631070129,0.9460194022250179,0.9502848537533714,0.9475337343271102,0.9456123754815898,0.9933661370944095,0.9559103119148654,0.9685646808981561,0.9512414323724443,0.9410605389858699,1.0051453838938764,1.0225361308619847,0.9371490536697996,0.9719465297164589,0.9433426839036434,0.9427991566714713,0.9464533440165466,0.930747778341959,0.9402509252268667,0.935113091372466,0.9360643545023161,0.9470640012808634,0.9482177918660764,0.9178863884225992
Mega Manectric,Thunder Fang,Wild Charge,45,0.9726530702353678,0.9545737461915503,1.0310068343838004,1.0669102048837853,0.9684788838998243,1.003253773353216,0.9631980987831223,0.9834344195469032,0.9782191282974679,1.005973186795494,0.9765041945649083,0.9817859955362812,1.0770085829568758,1.0926646942113962,0.9594529130882955,0.9866328933037941,0.9774431242557474,0.9926131743927545,0.9697848858760856,0.9886682266398503,0.9817043031763143,0.9910326600101391,0.9748227065240113,0.9947806446952587,0.9745816033027865,0.986602202518626,0.9589795952201928,1.013102047304605,0.9734184114287118,1.0118801013097198,0.9770009976483061,1.00680584938982,0.9627727779232401,0.9797228889237717,0.969790259539528,1.0044100431199254,0.9685379978454147,1.0054579101180914,0.9642779345074153,0.9711640101104617,0.9670692932386928,0.9816500078064235,0.9509684642752967,0.9712595575983156,0.9659779345834472,1.0090146498229582,0.9609574947465095,0.9935436645512781,0.9682318069095242,0.9966049196991845,1.0440078760202578,1.058101963920235,0.9685350500846038,1.0056030180219286,0.962659531049724,0.9879750543371338,0.9612158987330766,0.9757833450569177,0.9669927343794315,0.9738647410987579,0.9557951962019092,0.9734227848952419,0.9596112750919158,0.9648132085561247
Shadow Cacturne,Poison Jab or Sucker Punch,Grass Knot,45,1.343748182991639,1.1873879360093262,1.6981114597532279,1.5242706537558353,1.2008950544448413,1.2251246855616797,1.2069565569472924,1.2466997718869153,1.3132253882484166,1.2881079312799082,1.2338066810618569,1.2553003695571965,2.0372423053903796,1.622733540166599,1.3102866159435858,1.2445804083445042,1.2951564588065256,1.2271674354579238,1.6097649019809197,1.2950965883048349,1.5575193882555574,1.331501468906632,1.3500403531494536,1.352448343049047,1.3024093516335524,1.1203578805127097,1.2754959298691142,1.2804581249993905,1.3037298799751595,1.27775487128645,1.204941575568129,1.2114419846413307,1.3943429444468405,1.3167053228391217,1.3193912818524822,1.3232452623324489,1.3206217517181411,1.275290482196422,1.2738853861182031,1.2723186332944303,1.2157873403239772,1.2375293287594897,1.2862594605811057,1.2443010407140338,1.287083307202194,1.2760216145484626,1.3251864679053709,1.2931106610239345,1.2854267218666204,1.2236817319548976,1.5105066328870553,1.4770606437990668,1.3207566681744591,1.361175103451322,1.071323228855754,1.0970717031912602,1.188462207356821,1.0809025141265307,1.118912953600794,1.1140717292346816,1.2289247266565482,1.240582725878764,1.263532272104935,1.220406197552173
Mewtwo,Psycho Cut or Confusion,Thunderbolt or Shadow Ball,30,1.438965689794518,1.4668039840452127,1.2957714876351791,1.321991008173628,1.4399638426943788,1.4899033199703327,1.467133804382736,1.5010912232735738,1.4601600248676292,1.5086000744074453,1.430629964979768,1.446706029649253,1.2946727528388196,1.3323690110174433,1.4110410586210758,1.402773191097377,1.490455751601915,1.4843679160659438,1.502962049697064,1.524823720316887,1.6657110800919335,1.6971050989464767,1.6630261238346125,1.717252933252795,1.5310597935751153,1.558590010059076,1.4543291037520103,1.5216313291339842,1.451562930599117,1.5066200136225423,1.4732652653959428,1.5280934265096282,1.459608810391143,1.5053753888679526,1.6605569519090222,1.7088023008585875,1.4560999577722331,1.5170874633791969,1.4803252964807128,1.4905933718158162,1.446321806619712,1.4964535619706136,1.4145002723698032,1.4613532345297238,1.472808925154202,1.5294156681746454,1.4447060986918425,1.525724513416117,1.4211057236443305,1.4583420715263355,1.2952052705998955,1.3463699864531524,1.7261474072821812,1.7614434600640585,1.5140368460485814,1.4369246507410773,1.512626533188613,1.417376991650634,1.3967860556382798,1.4047456911469718,1.4349612122664126,1.4907064285552722,1.399086101619885,1.4299631930264487
Shadow Cacturne,Poison Jab or Sucker Punch,Grass Knot,35,1.4728558029432626,1.2710805676043397,2.2686131035968393,1.7418526785308852,1.3118049003691976,1.3617911162234246,1.3096211016956132,1.3420173459275913,1.5628318291690682,1.3839304930226153,1.3889908003846783,1.3524912751840223,2.1159348680950223,1.7760059918039484,1.4345243525696798,1.3405869639206922,1.4268746235482748,1.3164144337786532,1.8214604273166042,1.4057235560125132,1.7677396881339262,1.4517682823190048,1.6542121464539745,1.5026330939982402,1.443294447550795,1.2397070313164265,1.3703628935914578,1.3853011077660653,1.4182782935501201,1.3892809685297265,1.3128302648971375,1.3190479358093339,1.597916628213816,1.476152995084874,1.4599330391944378,1.4448581384865258,1.459819483277328,1.4219326848992289,1.461538269382635,1.3753995911861918,1.3204963596429382,1.3425333659750633,1.4320816188949113,1.3759920410608903,1.4391720299064537,1.3766393377324049,1.4252525618716163,1.3631951096109618,1.410908115079404,1.3419285762469373,1.7636594343383682,1.6287517306226167,1.441058744511407,1.5119483573437875,1.1950519924758933,1.2012776514510222,1.2984751576472706,1.1799310870635293,1.335065180681997,1.2376474137175328,1.3226447000142614,1.3125852516615724,1.4068584426650144,1.3409636902574456
Shadow Electivire,Thunder Shock,Wild Charge,30,1.1928952883519588,1.0677779550370377,1.313544929888868,1.2511882160067778,1.16073220998192,1.1219833675753887,1.1065876231494978,1.1244063157952526,1.2226989474301397,1.1647371064903629,1.122099617136325,1.1237045235978298,1.2735399122575444,1.2547945517409302,1.2211762224428406,1.1356391253795608,1.0937360665421538,1.0987394532123806,1.252508161995096,1.1347667648068047,1.1806085897832972,1.1107305291557588,1.198995622949195,1.1358872089275613,1.1891135921552378,1.1471708424144937,1.1180714201426376,1.1073802634491814,1.139009195004278,1.1162105923096561,1.1224981497365436,1.1238920469816012,1.1712657860717666,1.124500789575894,1.1389272527860876,1.1249672106093265,1.1166648243687884,1.1136046827324895,1.1707528469687125,1.1246952594459942,1.1615213561805902,1.130842240151082,1.1126210409962656,1.0925690109071398,1.1262549303103704,1.1362586084447932,1.122156731145948,1.1261503736910794,1.1260238125215551,1.0980025660074546,1.2296298326792896,1.1989562186225016,1.1781655495294623,1.158018486450428,1.1238038581469534,1.099825522535997,1.1199367702845182,1.0874282338070902,1.135021546919262,1.0932929128274163,1.108607464910705,1.0916203933352189,1.1683445959306467,1.0741605729426618
Venusaur,Vine Whip,Frenzy Plant,50,1.2468523055655691,,1.278748554954241,,1.2387976938246439,,1.2173940344722518,,1.23546478012693,,1.1981638511367965,,1.2847251411744567,,1.1694745732460239,,1.2188882881040584,,1.2985946309287957,,1.220354274128389,,1.1835525938447709,,1.2705574447327919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Ampharos,Charge Beam or Volt Switch,Zap Cannon,40,1.204536724646192,1.1675459775795705,1.2222105304073227,1.2498669534699804,1.125318773376959,1.1609293550124218,1.103710817940504,1.1756260070877014,1.169086091368527,1.1881432271193035,1.1351718047818644,1.1589872560226935,1.3025831698035772,1.3093491170591636,1.137552369878146,1.138334228876993,1.18527474892428,1.1717230226154558,1.2118685020250013,1.1854656845556393,1.1721304430954755,1.1848917030545798,1.1394370501667763,1.1539080159377542,1.1918758761711197,1.2033224980518276,1.1507566337720905,1.2177899876828193,1.1435561100149392,1.1778465631020452,1.162019089679823,1.208022118321142,1.2281288529827374,1.2196297497154809,1.1065849411715794,1.1805265473762907,1.1977360595400013,1.2341952604710817,1.1333584870647617,1.1495828222665092,1.127632800918429,1.1784601201107403,1.1395458664494762,1.1703085002951408,1.1345549711596972,1.179633745951086,1.146394617271136,1.2035090342863393,1.131750730829974,1.1710547227316035,1.2205569892640529,1.2735780820320504,1.1115341256097804,1.162305856479472,1.1606641866921337,1.1945381632037755,1.1321893910102625,1.165503003877323,1.1342841560453765,1.1555432168381128,1.0929844711713141,1.157945716238326,1.1533609829823825,1.1687150416206262
Deoxys (Attack),Zen Headbutt or Poison Jab,Zap Cannon or Dark Pulse,45,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7557840524206723,1.4397852734111765,1.4775122224004886,1.3674033055619175,1.1796451792841358,1.1158989617333446,1.9080834820324648,1.4118683911997485,,,1.7421721365394023,1.4676723368379696,1.976542794823912,1.5807390914710113,1.8619121286833586,1.6802626699205723,1.4846942923572728,1.3689826679155426,1.7875106148925461,1.4160139531809084,1.875089837230838,1.4036492916692107,1.7958933584804948,1.4669047473084087,1.4610374178870396,1.2211879387839506,,1.9457088071837938,1.4425733430486976,1.315486730078437,1.290331226193748,1.2807438187207785,1.524130365610589,1.327034975865691,1.9126386448869779,1.5184905861255242,1.723173324784066,1.3511526270944156
Deoxys,Charge Beam or Zen Headbutt,Thunderbolt,50,,1.1503969163914503,,1.1746656642112643,,1.2064262130435102,,1.2013029347256192,,1.2267093993727718,,1.1865833923052265,,1.1554655802516023,,1.2657206061998145,,1.1916446358224428,,1.2460417298044628,,1.301801678956816,,1.3241063451277804,,1.182638039486775,1.1986946519250594,1.1737479239748116,1.164718462523828,1.1559582112222149,1.1813370753738386,1.1783689857277477,1.2267788962183592,1.192444795917805,1.2642874933737906,1.2643681435334162,1.2153635817292885,1.1783057516977746,1.2749697374589815,1.2431668959249615,1.2531003226259512,1.2060867163707807,1.1881710042981029,1.1623294200920558,1.1987870631367876,1.1668888237258317,1.198726195518887,1.1807208467850674,1.2007625385889118,1.1712993450506577,1.1689311273895593,1.1366227488655611,1.3194632258536163,1.2486221365268075,1.1949197936825815,1.1377624450042108,1.1707079181554065,1.1238396679508262,1.261862028737921,1.1771900827449018,1.2702333742133578,1.1908981890584172,1.2403741721869832,1.156685599793292
Tangrowth,Vine Whip,Power Whip,45,1.2578708259683926,1.271751861343365,1.3360156563223167,1.3890478518267908,1.2696494772028584,1.314793661715241,1.2260455869313986,1.3081498271995344,1.2669276937856755,1.3142065520897488,1.226643924685332,1.271956935397047,1.3563802371939937,1.398388314464242,1.1989684404297918,1.2204096701489344,1.2666347571040821,1.2949520530544103,1.2608988620168864,1.2525320343436217,1.2421051335887625,1.2768695520398632,1.2093183737500783,1.2509266345425358,1.2521811970900827,1.3000137994803087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electivire,Thunder Shock,Wild Charge,30,1.2875923131097877,1.2517315181177535,1.4393204292023538,1.424638025648828,1.3531828411581415,1.3792909789688672,1.3174636213158089,1.336789205392363,1.3326995244484765,1.3405286511707772,1.2941035123054683,1.3133905511906274,1.4696133604604191,1.445380284666616,1.41271922583461,1.3015269210534928,1.283107235329601,1.2930796284976802,1.3746562381812308,1.3299627403515013,1.3751384401566302,1.3029993438603624,1.448823255125258,1.3420160399869354,1.3847262547088828,1.3533321837384522,1.2920768053739187,1.3312514079912463,1.3154731208786836,1.319749807493753,1.3266122865048302,1.356796974395708,1.3601189546276127,1.339938408067022,1.3446077380267236,1.3157594261558285,1.3196085152595642,1.3615291411831427,1.3383632370309715,1.3124123181812706,1.3233903546945196,1.3257472873580167,1.2896773528317078,1.2662067249122715,1.2808555645766841,1.32703191501984,1.331462890386494,1.351854152992327,1.339050112669719,1.3267448535221453,1.443904639070672,1.436764908778652,1.3450225331219379,1.3500042796939944,1.3438192231387798,1.324705756353259,1.3321357420252453,1.301733227122318,1.3333093198501922,1.3121268494300007,1.3154314040727,1.3054998951405843,1.3797087861389319,1.2891239121215727
Shadow Mewtwo,Psycho Cut or Confusion,Thunderbolt,35,1.1771252456595303,1.1741487588379285,1.0487855440086435,1.0784771097607535,1.1611927663833523,1.2085849377888715,1.1623817229537763,1.1875433373685467,1.1717574768663344,1.1922605903223322,1.150032576678582,1.1689285502591737,1.0526430765242025,1.0806034522650134,1.1896869132868613,1.1471958280382042,1.1872269176210886,1.1901444994179928,1.2110218554872902,1.2374355524859804,1.3762809722305962,1.3914144917084794,1.3694547417170453,1.3757728954026687,1.2614407424482217,1.3104683349685995,1.16066998440604,1.2191336623766211,1.1598029599608173,1.2025699954408087,1.172780326954103,1.2412515014680665,1.1884508296100507,1.2124203989206548,1.3302667345231574,1.3528028721465917,1.1916710287791017,1.239723862268825,1.175541473100649,1.1838996590640938,1.168270637939618,1.2004222610859299,1.1587836575552273,1.1807195694296044,1.1758200799019618,1.2299179114976448,1.190030667091525,1.2421037844211746,1.1648460149115714,1.1927582439338107,1.0468711982823544,1.081410276689269,1.3633207379349943,1.4182957679766186,1.247294523633808,1.3183450612993957,1.257616370160916,1.2985305923438006,1.272907573771695,1.2960164816415152,1.1573309441741317,1.1883761304846103,1.1450255250976604,1.1625000605712077
Shadow Magneton,Spark or Thunder Shock,Discharge,40,1.223990252113544,1.183281724239182,1.544893017270075,1.3973696322612073,1.289981665778936,1.2656054697368506,1.2977096732575153,1.3174684251413011,1.3499437058118546,1.3008659695757776,1.2637172252363411,1.256799017739955,1.7874094749361533,1.566607651028688,1.3429420900542604,1.2881906618146441,1.2995514503744534,1.2635963535585486,1.33131266295813,1.264596649668511,1.3162215673437931,1.2577860011849136,1.405876608876349,1.31042947126215,1.2806503137156633,1.2870656609954685,1.2723572235924232,1.2937897419243474,1.2914838792157177,1.2890271227438461,1.265983894614856,1.2903725824140186,1.2849274152951924,1.2746777477569857,1.3084404722904146,1.3056220283110933,1.2472648446368024,1.268581309638919,1.294060066515883,1.2476719069199922,1.3353999863157853,1.277844300204684,1.2467048706006905,1.2309651993655555,1.2483603486939232,1.2719743106887944,1.287024765023965,1.297729606471588,1.2872520507326537,1.260804149809056,1.4878881840979985,1.4411497876545303,1.342066437299437,1.3182330803592508,1.2686705072910442,1.263445459111755,1.3058366990113368,1.2443276796154044,1.2988515842377315,1.2749880109525749,1.317268818472532,1.2684615951792413,1.2747538737827337,1.2279989351972487
Luxray,Spark or Snarl,Wild Charge,40,1.252023693062226,1.2290724244996685,1.3578081027667743,1.400180107766781,1.2603260378645444,1.3016989633265958,1.2615547787083474,1.2909314068620588,1.282807156981794,1.31670756594354,1.2655292288895743,1.269700785687068,1.4205104232367367,1.424153830471338,1.3136172987672674,1.2660898863076937,1.2467285480003016,1.2526366689988626,1.2663005091932806,1.2845166765182503,1.2688019532942383,1.270389675596367,1.280275001373903,1.289729133534007,1.2934171124120717,1.3162197586415174,1.2434293059176105,1.327060250810174,1.2570739643079238,1.2774043596368057,1.2804696263856012,1.3407048856889803,1.292338654166777,1.3171201892569446,1.2729433343124277,1.289948622576116,1.2676344287532493,1.3132526040045587,1.2996512726325964,1.2963147726551232,1.259766759283659,1.2919734263810303,1.2642992543144995,1.276731488595186,1.2707467460375306,1.332515216798057,1.2709386933246325,1.309243281129157,1.2621959826881604,1.2723846451012928,1.3617483665191623,1.38313938379483,1.2880255380458705,1.2846930728355181,1.2624922403361591,1.2790569985698212,1.2548954116530875,1.2630893430289705,1.268495664984914,1.2687932299570577,1.263211380933244,1.269742629414935,1.260903872477522,1.2414328631079767
Shadow Torterra,Razor Leaf,Frenzy Plant,30,1.2542094632702658,1.2192489959211794,1.3263074674733775,1.3533594142877017,1.232632363146802,1.2705145143827037,1.225648516441436,1.268537688069768,1.5177689655806237,1.3308146172704847,1.2823658918667173,1.2980092298573183,1.3716720809647236,1.3657267509158122,1.2998661669721845,1.2327380273364643,1.3011777218268996,1.2986385005244092,1.537034778802732,1.3379564549578093,1.2976636210446435,1.2537582089319017,1.3414874773246017,1.2798873087605094,1.588542914538523,1.3239213448436582,1.2354691890067944,1.2871020687597097,1.3116372407621344,1.281958047819441,1.299295738336994,1.2983777553324851,1.4478993019391564,1.3707548575951785,1.2612126819777498,1.265316177498105,1.3630118761693322,1.3283526687012424,1.3254628670703852,1.2970454005770142,1.2465749622654638,1.2584042004816092,1.2911945897430839,1.2509736278358892,1.3230460546499587,1.2998025333362715,1.2799978836574468,1.2982929972117065,1.2969281771230072,1.262310571906139,1.3444079378332365,1.3570456443795986,1.2566890398712132,1.2771174357170163,1.2618104344133414,1.2861124855836281,1.3435046529430854,1.2595421435681,1.2337445654959915,1.2543777085313181,1.229636807165072,1.2408573625625852,1.3001729913688764,1.2549800865316365
Shadow Exeggutor,Confusion or Bullet Seed or Extrasensory,Seed Bomb or Solar Beam,30,1.4297279284360351,1.298831918004954,1.3617618399908262,1.358665836641989,1.2886097071011748,1.318644365677728,1.2598381659817783,1.2987145649243879,1.3195850958955617,1.34770973744037,1.306139343022869,1.3262112222000446,1.256515351068031,1.2666049811098248,1.380385801051126,1.3106096950796715,1.2960502093395299,1.2887452264023649,1.466580199194007,1.401228275380142,1.4398929066897497,1.3975247275900158,1.4498737809161162,1.4418001512373164,1.331107350043175,1.3552865432779417,1.2329286510493012,1.3064104927164797,1.2548734665644485,1.2785648368237044,1.3013245782338003,1.3088554611924026,1.392928709415871,1.3889985687108586,1.3127264796994502,1.3337283202169357,1.402325007296649,1.3549379304386644,1.333974889785766,1.3333737279956273,1.2466827702406158,1.2978154833236952,1.2956273140809496,1.2880303694335173,1.2885448995123507,1.28939290442105,1.2954450576166707,1.3078809154238917,1.2442937284682212,1.2616093976405323,1.23159527670666,1.2603995119226006,1.3098487181478826,1.3000383801738988,1.2666917345510589,1.2843772984740083,1.3474858579412143,1.257891835571684,1.257784296638001,1.2467928350237307,1.1995786455525566,1.2377893790156391,1.300870646630076,1.286509783852232
