Attacker,Fast Move,Charged Move,Level,"Arceus (Ground), Tier 5","Arceus (Ground), Tier 5","Arceus (Rock), Tier 5","Arceus (Rock), Tier 5","Arceus (Water), Tier 5","Arceus (Water), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Manaphy, Tier 5","Manaphy, Tier 5","Phione, Tier 5","Phione, Tier 5","Suicune (Apex), Tier 5","Suicune (Apex), Tier 5","Suicune, Tier 5","Suicune, Tier 5","Urshifu (Rapid Strike), Tier 5","Urshifu (Rapid Strike), Tier 5","Groudon, Tier 5","Groudon, Tier 5","Kyogre, Tier 5","Kyogre, Tier 5","Regirock, Tier 5","Regirock, Tier 5","Tapu Fini, Tier 5","Tapu Fini, Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Mega Blastoise, Mega Tier","Mega Blastoise, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Slowbro, Mega Tier","Mega Slowbro, Mega Tier","Mega Swampert, Mega Tier","Mega Swampert, Mega Tier","Brionne, Tier 3","Brionne, Tier 3","Alomomola, Tier 3","Alomomola, Tier 3","Azumarill, Tier 3","Azumarill, Tier 3","Boldore, Tier 3","Boldore, Tier 3","Claydol, Tier 3","Claydol, Tier 3","Cloyster, Tier 3","Cloyster, Tier 3","Corsola, Tier 3","Corsola, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Dewgong, Tier 3","Dewgong, Tier 3","Donphan, Tier 3","Donphan, Tier 3","Feraligatr, Tier 3","Feraligatr, Tier 3","Floatzel, Tier 3","Floatzel, Tier 3","Golem, Tier 3","Golem, Tier 3","Golurk, Tier 3","Golurk, Tier 3","Graveler, Tier 3","Graveler, Tier 3","Hippowdon, Tier 3","Hippowdon, Tier 3","Kabutops, Tier 3","Kabutops, Tier 3","Lapras, Tier 3","Lapras, Tier 3","Lumineon, Tier 3","Lumineon, Tier 3","Marowak, Tier 3","Marowak, Tier 3","Nosepass, Tier 3","Nosepass, Tier 3","Octillery, Tier 3","Octillery, Tier 3","Omastar, Tier 3","Omastar, Tier 3","Onix, Tier 3","Onix, Tier 3","Piloswine, Tier 3","Piloswine, Tier 3","Politoed, Tier 3","Politoed, Tier 3","Poliwrath, Tier 3","Poliwrath, Tier 3","Quagsire, Tier 3","Quagsire, Tier 3","Rhydon, Tier 3","Rhydon, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Slowbro, Tier 3","Slowbro, Tier 3","Slowking, Tier 3","Slowking, Tier 3","Starmie, Tier 3","Starmie, Tier 3","Stunfisk, Tier 3","Stunfisk, Tier 3","Sudowoodo, Tier 3","Sudowoodo, Tier 3","Vaporeon, Tier 3","Vaporeon, Tier 3","Walrein, Tier 3","Walrein, Tier 3","Whiscash, Tier 3","Whiscash, Tier 3"
Shaymin (Sky),Hidden Power Grass,Grass Knot or Solar Beam,30,1.1764604642801242,1.1657629422031377,1.1783821047406773,1.1680752374083103,1.1758583352562266,1.1640412533461812,1.147671786592826,1.1897648546710684,1.157559276969918,1.1931811617102175,1.1710363300196072,1.208038028942587,1.1993635253218673,1.2182165783738843,1.160234363049748,1.2038699475805275,1.1549226212765322,1.1941515564137177,1.2462992354171916,1.1544259952151015,1.2598521287364723,1.2297048816695177,1.1983758090260115,1.2156830419531643,1.1976737663709918,1.2224087500323928,1.1638820914281447,1.185423017046677,1.4849670788123521,1.2514840151084805,1.1713641582734635,1.1819737640158605,1.1887259193075899,1.2068716381622528,1.2307229063884606,1.2526528435578497,1.1246867280285913,1.1644065692272674,1.1271653653347655,1.1972979237007386,1.150562568387446,1.1789615638660509,1.148048217411847,1.1806400703196664,1.168152441433173,1.1986282452936874,1.152092019650058,1.2051730023986478,1.3058599816025558,1.2706652876826143,1.1803213928428573,1.2237643165405427,1.1418748820508702,1.191608632436926,1.2546459275596082,1.2309530614720787,1.1526436741369956,1.1850763128547173,1.1691511585482837,1.2107542236835556,1.139640224151023,1.2083235247599848,1.1774621777177292,1.1876162377961534,1.118463678596096,1.1771664833661124,1.159608538382148,1.197660373378193,1.1540377358695135,1.1879484504045006,1.1957952055584546,1.20686243493658,1.2192572660263117,1.1941647025719568,1.1541883775738313,1.193950534835365,1.1335134573637404,1.1815806852013895,1.1272853155949865,1.193458357763605,1.168316699124542,1.2064054911343323,1.194830076839072,1.211627407053185,1.1273144743627315,1.1847336021076658,1.1916803168950956,1.219097180575214,1.2225565002140977,1.215908014368697,1.1724248757954452,1.2265160425891954,1.1296269593845123,1.187069424136487,1.1316501623602802,1.1656596326340227,1.1366050367227587,1.1554718211576456,1.1688073181915137,1.2097320955715973,1.2379961700325766,1.176322037480873,1.141252414839449,1.1689609333098998,1.115218527160088,1.190762255323923,1.2042557557934703,1.227488665782392,1.1453553664699019,1.1974928256615525,1.2169920290024072,1.2139805423440517,1.1492919699698807,1.1983623930242564
Leafeon,Razor Leaf,Leaf Blade or Solar Beam,40,1.2417969377211047,1.2302658791461796,1.2410051406160612,1.2303674109744838,1.2397468515239467,1.2287588873301623,1.257402820695444,1.2764277095918959,1.2538891323562251,1.2826021489270176,1.280329505660271,1.3225307888764706,1.2793397635160713,1.2934209724599803,1.2334223193260965,1.2481923057695714,1.2972458418482815,1.311157593824685,1.3511165323093552,1.2735654590496541,1.3158867074173548,1.3203318916503304,1.2766478778216979,1.2867648043825213,1.279544943477392,1.2775594839527287,1.2311964977153587,1.250021143581005,1.2388742622000104,1.2527756313698195,1.2689407370781938,1.283129714741447,1.2849686015175887,1.309585589631772,1.2684881339124028,1.2732243659639042,1.2537697577875808,1.2670913915611421,1.2334099631640338,1.30635187912289,1.2391826085839588,1.2708527247792953,1.2444452055530144,1.300366000197719,1.243644006342635,1.2958918928836574,1.2651993850480168,1.3120188522317846,1.2791838936640914,1.2671995908382045,1.2634047595984632,1.323869293163631,1.239169026833938,1.3013194664843217,1.256386040905794,1.2870953930970628,1.2426423237832307,1.2798171134684933,1.2350627358128947,1.265810081651662,1.2450168515222293,1.3080000166024848,1.2335259034444257,1.267720157063385,1.2362684626006801,1.2814000596721062,1.236480790222085,1.2933806270066985,1.2416660714772159,1.2919133879407796,1.2314456759323074,1.2824675294485934,1.2394600930092545,1.2693811434720081,1.257374800161614,1.2987875599515157,1.2348908674440429,1.2869509612151153,1.2344219821350426,1.2948373695503892,1.2578148033964616,1.3000328920943904,1.2466536593041897,1.3010247735345672,1.2186582718177814,1.2624666389060517,1.2443980415601128,1.2650797335782311,1.2822438764186472,1.3292068477781096,1.3012495186902417,1.3513032317113625,1.2226092652685498,1.267904899598071,1.2286543651838229,1.2547959474217767,1.2397596731129175,1.2579559703339231,1.2649493832573786,1.2961124399830863,1.2635539485391138,1.2673679612761783,1.2448430094586975,1.259383945331214,1.2338317976268585,1.3005841363175612,1.2443371735005273,1.2884676107408064,1.255890888549707,1.321841551113823,1.2430320053650736,1.2757029755448062,1.2624411558094217,1.296931078309824
Shadow Vileplume,Razor Leaf or Acid,Petal Blizzard or Solar Beam,45,1.4038750749125606,1.1760496561814635,1.4061331273439144,1.1684681285208227,1.3950543504466149,1.1688216174441692,1.135130071731039,1.1485215286393828,1.1523576599356504,1.1330301697527752,1.1498133433401745,1.1671676261358188,1.1424031969354431,1.138786443542374,1.1364360729578737,1.1302182651983075,1.143518940438401,1.1374625090419967,1.495336097290157,1.1994010565631414,1.305099143222356,1.2001021330334776,1.193176473168677,1.1644467908719713,1.1265832641586562,1.1255645364209899,1.1550584625171751,1.17670990202374,1.1122762804308575,1.1429767932658035,1.175589380713032,1.1635863798080985,1.1997889059112603,1.1723735218664286,1.2874670943630566,1.2048107954291687,1.2853558594200343,1.150283711039924,1.0902330337253159,1.1544150814490874,1.1110124741285352,1.0933739901801396,1.0770087113949878,1.099416762502921,1.1567202743071048,1.1324077650349507,1.1907375802753783,1.1754853418934614,1.153565287847466,1.141399339109735,1.1296511995593865,1.181677069599181,1.1335148609684071,1.130314108084229,1.1587230679433804,1.1587135210843116,1.152381838950674,1.116845438485719,1.1665133763890314,1.1424580636979025,1.1509949039109337,1.15253969959988,1.1836854641503167,1.1554918593973917,1.1999773555382907,1.1494750055994027,1.1456816280478859,1.1264764432016487,1.1646403255467193,1.1391572361326392,1.1435859550018277,1.1362147241749336,1.1540998328678018,1.1086914541069206,1.0981016395654608,1.1204272163773101,1.1180496039466248,1.1614256724280299,1.0775503750250384,1.1351039099529143,1.1482517978478657,1.1493641947298834,1.1393212249368931,1.1545372855868952,1.0858403346163799,1.1217862678383543,1.1781607734064479,1.1650615172892005,1.1115457248695677,1.1554179929447936,1.1434011100278965,1.164372764422501,1.1345108222153713,1.1373056674131148,1.1765319791357693,1.1391991338899097,1.1596898038223555,1.13649581232669,1.1705978445477798,1.1744793700888587,1.18037756147505,1.1825004055383548,1.11608535962855,1.1145248747903078,1.0799245438926595,1.1196441302051447,1.1716562019306658,1.1618968521069395,1.0976208550289968,1.1422855427166505,1.2504581843562035,1.1632819731391637,1.1187988802856987,1.132246935423618
Roserade,Razor Leaf or Poison Jab,Grass Knot or Solar Beam,30,1.4553768390328095,1.264504099488261,1.4650566662115365,1.2720857315387508,1.453150392991204,1.2655708647622532,1.275172729532217,1.2642875333873473,1.2586893645364747,1.272052424395027,1.2624632258011683,1.277167251139239,1.257267483148305,1.2736824748181566,1.2647417482628076,1.2684874346581247,1.300424120564783,1.3044830568233572,1.4478494951984566,1.242271674825123,1.3614935847971044,1.2854317495325311,1.2983904089048472,1.2806586113582628,1.2409287128828743,1.2363755980161286,1.3285838833930477,1.275845036735167,1.2708753721484822,1.2674944702347333,1.2740556284054039,1.2477573488788514,1.3076525702548225,1.2958593546386379,1.3570822237751803,1.3283722477675783,1.3527659917249097,1.2682946446431158,1.1979095566173543,1.2531043670695854,1.2415606951419391,1.23400109514919,1.1775853695313188,1.2087739242850886,1.2795082076891096,1.2563031866797099,1.328332435964706,1.3064011304230612,1.3131939224142193,1.28022637428578,1.235433853119719,1.3007302199519095,1.2567748736278364,1.2578347542908608,1.2980232714236657,1.2691203024679951,1.2912310505542914,1.2578371676596387,1.2885722125344201,1.2620737267585866,1.2752456075504603,1.2591173856853373,1.3042052519849083,1.2594126536635655,1.2966233585850897,1.2470685707543157,1.2816691777528368,1.263682219915481,1.3007067326972328,1.2473507518970732,1.2846154220811927,1.2695566621554997,1.2773303209424531,1.2618073463738928,1.1986011123484015,1.2401282755870833,1.2476252819206344,1.2638232047311608,1.2085822169229994,1.2715593774075853,1.264661949600193,1.2695988394771713,1.2725005763423434,1.253015399265375,1.2178270956496733,1.263858197513734,1.2811066512472584,1.2556029474782846,1.240840963041115,1.2714568961474444,1.2671842373990148,1.289537083765293,1.2140167758180471,1.231317678051743,1.2851088104551054,1.253328195967498,1.2588270805642023,1.22890394176618,1.2893508417951633,1.2872613068059007,1.2759350942007663,1.2696234286705435,1.2376138709396394,1.2348636686622136,1.1839875725717965,1.2366022388097273,1.2843493891653703,1.271265347425904,1.2323965284780367,1.2574913365715645,1.318901723341379,1.2782954592009097,1.2154471804054252,1.2464099886795155
Torterra,Razor Leaf,Frenzy Plant,30,1.3351370615540736,1.321597411264524,1.3335972919468415,1.3202037772263264,1.335961920531402,1.3212551807245831,1.3875932482104498,1.4010237597473405,1.3588941559408452,1.413389887739196,1.3860115357266778,1.4160020334303276,1.3918223780201078,1.4125896176051516,1.3739338355574553,1.3751647080646967,1.3854854054379524,1.4031943585640299,1.5305425622482831,1.3731181758440545,1.4806628424826378,1.441081361761718,1.393243896245052,1.401767589147764,1.4200876992794964,1.415530864445219,1.331148032502119,1.346688822389175,1.6181297806684962,1.3976888236547442,1.3408256944130734,1.346987368269494,1.3562292379874257,1.3900077050024953,1.4063140444721873,1.4185749462237047,1.3712474860891182,1.3669940375601193,1.3289054865039105,1.4022641224896386,1.3345118531525708,1.3640288751828245,1.337324248403173,1.3622687530174784,1.309201796593249,1.362068165526958,1.3855436862301156,1.4206534218253564,1.4894839071819268,1.4364536041516238,1.353503174515497,1.4372275284249425,1.329552090067466,1.3719645535987501,1.4638369384721088,1.4188732003803468,1.3176205979395506,1.3558967899799006,1.3232912992667913,1.3640681706053033,1.3506835854726507,1.393615863936519,1.2975230296472184,1.3498111821301586,1.3456581630898237,1.3897806334228635,1.3363886460041314,1.3871025077579682,1.3217182846129545,1.3847961463707965,1.335481395697396,1.3814373849193007,1.402855423046092,1.3681442385953677,1.3359804607520822,1.3754360816591382,1.3129592467327136,1.366578595335391,1.3219321135580493,1.3947499340243465,1.3519117580010291,1.3946092426423389,1.3388935534876316,1.3785877583329347,1.3214881210236296,1.3946774799249515,1.3883416109853035,1.3839471695249577,1.40084362954062,1.416571896744844,1.4007042589725236,1.4278518659101183,1.2985406651969662,1.3616999233924643,1.3048284496532256,1.3373874957666003,1.3314453880787633,1.3386900158494397,1.359975674452183,1.383147777347601,1.415073105749656,1.3496590317780557,1.3145916514577254,1.3505693151304063,1.3063370520582662,1.3754878717676011,1.3537908531671934,1.4064417806838334,1.3411076239788808,1.3984776482737076,1.4405678783246103,1.4141132810364334,1.3253296302518507,1.3853702478952192
Shaymin (Land),Hidden Power Grass,Grass Knot or Solar Beam,40,1.2510305794883554,1.2733803428430093,1.2506487704323654,1.2748834995272404,1.2499399590641256,1.2708920491928324,1.255311733358038,1.3087614012166546,1.2610351802482238,1.3025989091110575,1.2672503138565394,1.343121480629477,1.263152812107602,1.312647580698216,1.2585414396015764,1.3034413120032515,1.309416874481387,1.3520838397182269,1.276423207541531,1.277902084097164,1.2708492058681715,1.295304368199989,1.3074982041291685,1.332722200814385,1.2938150315110506,1.3294551208905852,1.246033000076117,1.2767131096596873,1.2679611916869555,1.2911422562036297,1.2485691141534088,1.287969433730119,1.2759526223685334,1.3228665658065575,1.2811976060555732,1.3235861374164537,1.2655997962266456,1.287458011160237,1.2666146781621037,1.3329417357251567,1.238229036821646,1.3007053257852228,1.2639249675492905,1.3202031956919227,1.2584651352778662,1.3186977903598516,1.2767525054824747,1.3486046713989102,1.2931327129965742,1.3329274891774892,1.286557361825921,1.379189758721879,1.270971133161058,1.3377698791596728,1.2639074971043642,1.329422391526384,1.2525295263909852,1.320099363926705,1.2704681726598592,1.30331981278842,1.2871329212421803,1.3394999549985274,1.241524388625769,1.3098980794976864,1.2558658618447567,1.3382692554859745,1.2793802526027618,1.3524575783794666,1.2568125700759345,1.3268974357341083,1.2465720701563605,1.3373249893345915,1.2788743813005523,1.3177129009739508,1.2739509744987647,1.3347930663565777,1.2681080110356193,1.3370052906885643,1.2658558393928037,1.338686032227297,1.2889226011748522,1.353567580046476,1.2643929628210664,1.3526778147174325,1.26855274620241,1.3460725603109092,1.2574064140398855,1.3001857414110558,1.3051003902303606,1.361733531626004,1.3119654856826792,1.3854013312493698,1.2510273210496978,1.3135267808826532,1.232013267002095,1.295825800675392,1.2344594665664288,1.2945221723309637,1.2623786539053259,1.3303147117748828,1.2602747267795058,1.2982784809059902,1.247047699212126,1.2898745955655724,1.2629966516972326,1.3485811100175624,1.2787732625770505,1.3375277178681297,1.303379975300529,1.3634566634349097,1.279059087540453,1.3245704836898073,1.2637938013081293,1.3209190787379752
Shadow Bellossom,Razor Leaf,Leaf Blade,50,1.2225279191973786,1.217901578921741,1.222858773904886,1.216397314152817,1.2205177775609546,1.213596790675879,1.24318566755379,1.2628066812269791,1.2393487851821918,1.2719083450947248,1.2386264414702803,1.2752024510348379,1.2100789888381183,1.2294043318040186,1.2188759520136032,1.2396686620475201,1.2898575719920329,1.3021256904970082,1.3422301003240784,1.2535556637943268,1.3120627797011275,1.2956306692201431,1.2545575502610742,1.2730995392732631,1.2622401560881658,1.2684377473882902,1.2105181786321115,1.2292620147625515,1.2228523511835667,1.2311261910855211,1.2421582587490467,1.2603697581886977,1.2456986849165903,1.2606105324301202,1.230056168581699,1.2545589835631612,1.232985220519622,1.2349488053934903,1.2123790137288095,1.2834843060449892,1.2132577503808493,1.2447696061555762,1.2165251047010548,1.2765285871956,1.2093776071511908,1.2499642812719343,1.2444215628567015,1.2952824418276603,1.2417258896219292,1.244511985539213,1.2297446485004273,1.2971491668714699,1.201641389864567,1.2528724500331057,1.2361096872419595,1.264064799966865,1.229538560081795,1.2558253164279205,1.2173842239933783,1.2448636782967468,1.2173765539707462,1.2752432045592168,1.2149194160965084,1.2301177678232527,1.2160800034098345,1.256118341010124,1.2025715277845743,1.2684731785935563,1.1878974922488714,1.233912300201,1.2278225143177715,1.266187566402823,1.2229076659833822,1.2547933880043585,1.2065810030541446,1.2517826455759629,1.2069211009561973,1.2616984219486989,1.2169512455696094,1.297107946561762,1.229218582983968,1.2834544985457281,1.2083365727181072,1.2736367570334786,1.2122446208942543,1.2763577732580609,1.222821899180303,1.2532836884011151,1.229676042108776,1.2723168068886417,1.2834710061238555,1.3210805109003378,1.2092301848745757,1.2531857867399878,1.2100618251991473,1.2325411011662661,1.2294467975329568,1.2305292151731675,1.2281331954525498,1.250061727214825,1.2272125716187756,1.219184752038752,1.2176639974808736,1.2300181626479783,1.2077878229449177,1.2835847948263734,1.2256113034490637,1.2739873440695602,1.2341420818449176,1.3009706600715087,1.2309244743779826,1.2681809496536733,1.2273511980078216,1.2604713206121427
Exeggutor (Alola),Bullet Seed,Seed Bomb or Solar Beam,40,1.3543986246247632,1.3198872482773691,1.3549126328928238,1.323070087882963,1.3492004792176806,1.324164428382335,1.326038555849678,1.3425728269732509,1.25570439375928,1.2768085667347469,1.230621791772653,1.2992381070354622,1.2697414280040622,1.329528367965639,1.2800004783673111,1.3034636475357992,1.3530191664081015,1.3337723590688297,1.3518052738009538,1.3314006574407626,1.4635720689221572,1.3383758767021796,1.3339602433903754,1.3464118645467036,1.3127852358250427,1.311650353146131,1.3227324747045417,1.3124902146475717,1.6318639786999642,1.3881094365632554,1.3480490714377509,1.324727149986733,1.308945686501161,1.3425626135259257,1.3754929995204728,1.4065624330554323,1.2967591119107889,1.2794907242723823,1.2516156789519637,1.307521303658512,1.2462497942652535,1.2712058798012011,1.3042474847687378,1.3134132615726346,1.2344335856408009,1.2958360368001796,1.3110235039464544,1.347825601241767,1.4159873748363845,1.4453073741440077,1.2131904701292942,1.2594221055578103,1.2319118900897141,1.3019478177056438,1.4043293096504643,1.3504884026224782,1.3155693416150191,1.3161049744972417,1.294928864003747,1.326279066298282,1.2720921402962406,1.3034406247078179,1.2734464348955052,1.3039718632669808,1.296757415114948,1.3273470877593025,1.2807222797099773,1.3129308301617588,1.2581790075980508,1.3032662686961203,1.2414621052000039,1.2729791126247223,1.2980700310474578,1.2977985129618417,1.259498829206688,1.293151560312343,1.261548754443386,1.2997415749525951,1.220587200018014,1.283846623710629,1.2701048856158421,1.303483486287,1.2585661598971396,1.3386763027854074,1.2184413083789492,1.2781039366182099,1.3126381843988364,1.369993078529469,1.276397122607839,1.2808647612251618,1.3516118409647186,1.3686755632862069,1.241207627833354,1.2901013740901706,1.2711771003615253,1.2944925184516822,1.2696202556171952,1.3166138167477037,1.2988251820879981,1.3179054981182599,1.330116507131506,1.274566895570538,1.2852863283581595,1.2842865225499933,1.2402735663380935,1.297483290987026,1.2783649466960323,1.323462752820002,1.1996195536938334,1.2876692666393668,1.3229921125853743,1.3187010006986912,1.2344418901877556,1.3207788096407713
Shadow Tangrowth,Vine Whip,Power Whip or Solar Beam,45,0.966176336543699,0.9727390727909998,0.9647771793847355,0.9692108099730381,0.9651124012981874,0.9701408743431595,0.9889859605744846,1.013781580410283,0.9733761824909993,1.001513767593987,0.9854435036456881,1.0310235255436686,0.9786830666985292,0.9936989291981188,0.9661774965200755,0.9911270338250096,1.00428280554365,1.029729514326759,1.0511000754559943,0.9992563724605737,1.001590932323522,1.021555045543734,1.0137411044602933,1.0307477663560707,1.0172152991815235,1.0275383344744018,0.9602732740804244,0.9886111390160541,0.9665265253005101,0.9803808687482396,0.9669820009649597,0.9779637975790473,0.9878061993360252,1.015303593366076,1.016144121274071,1.0285707045624068,0.9797735977525809,0.9936393497383365,0.9671803233237686,1.034986687699564,0.969991019685438,1.0072795993254295,0.9850496120164499,1.0333330880872387,0.9694869705344842,1.0172608908447867,0.9883741655693824,1.0445362031592713,1.010303949350979,1.0189738067213314,1.0057085508449497,1.0530881779617938,0.966693653546044,1.0319359863639257,1.0066524423362369,1.0441160945062673,0.9751412630003655,1.0196299617509574,0.9692422584357147,1.009320444127251,0.978884610108117,1.0217503912506651,0.9665670971103011,1.0229584750088145,0.9619354168761473,1.0212537856652328,0.9716437952284297,1.0371353738556468,0.9525766598365571,1.006537104652466,0.9824574783941074,1.0319730906261964,0.9732378894828356,1.0080709072653253,0.9720765226566888,1.0286559565673203,0.9745441011023295,1.0334320529456196,0.9684592454810234,1.0324311567409548,1.0000283147017168,1.0352707102593663,0.9663552878333069,1.0533260688075428,0.9814934566089544,1.0313922556643151,0.9816797000947859,1.011186851471788,1.0075516550324966,1.0598677154662393,1.0187197339973668,1.0768901499991081,0.9821933341351503,1.0100905155476942,0.9572989469295871,0.9926327175236653,0.9552300936738979,1.0137440052525142,0.9877849415164047,1.0246371229438802,0.9888868727058994,1.0025436208290117,0.9731585460027516,0.997621528511311,0.9645941987349987,1.0286060947271276,0.9969844085534857,1.0539558909519404,1.0011058921024818,1.0563509364271875,0.9937673634276522,1.0325731528156916,0.9998572357177238,1.0218439275914304
Carnivine,Vine Whip,Power Whip,30,1.678169279388764,,1.6800329072047,,1.6709670956333875,,1.6488326708931984,,1.5159848799403135,,1.5127992441836697,,1.5429647599389176,,1.5194787607771691,,1.6404745632098454,,1.6686283313534778,,1.6595613797820015,,1.5539425870749526,,1.5240670614011986,,1.613052974262383,,1.8135704495171094,,1.5593148690081344,,1.573139448941589,,1.5740260827402095,,1.631852100747596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tapu Bulu,Bullet Seed,Grass Knot or Solar Beam,50,1.0345887951196013,1.0536049179369438,1.0340233029102224,1.0534697950195997,1.0350089627360286,1.054136808921261,1.0566877140638888,1.0922642082086276,1.0331448820700102,1.058535660266521,1.0464089788089237,1.1007663903238663,1.0562394064765124,1.0858719686194636,1.0386949471441493,1.0731350632730903,1.0656915448824367,1.0951847041208866,1.0406164370764617,1.0522422429100555,1.0531213899500733,1.0773264213363052,1.0786651616919611,1.1026676554241408,1.0588109311872882,1.0780553681639327,1.0473693053374444,1.0702837386059303,1.1083177046469261,1.082399460243712,1.021448246732088,1.0495657440829869,1.0699480671683281,1.0933348486239467,1.065667322171827,1.0924864693411598,1.1451116072968202,1.065226564832542,1.0353552339338379,1.0843467489395957,1.0218790423718764,1.0824368631367152,1.0351457104301558,1.0933659493725802,1.0310702469261346,1.0739256502147463,1.0557014882619646,1.101860750341154,1.0851476287738664,1.0849458915671786,1.0460244039961564,1.0999384923446318,1.0240413645599251,1.0892004621651177,1.0748639719457467,1.1132233985584534,1.0587390487551969,1.0804622403036181,1.049902296572864,1.070383856632208,1.0757190405161798,1.1102622799406154,1.0364479301928775,1.0945528476457023,1.0388085261006221,1.0728287688670248,1.0727546345377794,1.1200072497898264,1.0449678618025662,1.0909940540235055,1.0405134096342679,1.1026836979644845,1.0697356271427327,1.0920571441959381,1.0418039540900446,1.0955127801811868,1.0328636093940093,1.0784731125622602,1.0528083110641016,1.101693938046851,1.074109615708888,1.1213990574551436,1.0493770468457078,1.1179306979601789,1.0460853883426584,1.1072177842138935,1.0461477403979207,1.0795296564961752,1.0866767580456291,1.1168376305648007,1.0842315770871773,1.1300370637211443,1.0375849205322971,1.0628785107303242,1.0114455380992304,1.0628919003647126,1.0170248060616494,1.0436508129827007,1.0565451708947209,1.0886230513138702,1.0553457679702647,1.0714021374504663,1.0266396513850584,1.0580680376068794,1.0305636611496858,1.0958889677342705,1.0652981146077871,1.1070188580927225,1.057839006712235,1.1183931747884117,1.076048544940241,1.1008080725970713,0.997128183753368,1.0808466900164952
Shadow Exeggutor (Alola),Bullet Seed,Seed Bomb or Solar Beam,30,1.6557835866474435,1.2797698345799242,1.6444448478838154,1.2835461412978315,1.6434242700407353,1.2803998514036756,1.2920423208427048,1.2685543704639621,1.203373738850954,1.1921373741016081,1.1647565346078623,1.1984842599247523,1.4706367143870438,1.2852254620706056,1.4706193876203726,1.282457694720667,1.3155418027609496,1.2841911177396075,1.3464458864564934,1.299917796382082,1.315316517417346,1.2812697605708594,1.25570171350851,1.2316319896026857,1.6149218765020934,1.3015517698268,1.2876165965352993,1.2699437601373158,1.485719914657861,1.2792718325047023,1.4818055183399061,1.2750700943431321,1.2953658613443109,1.2624027162380567,1.5996306999998129,1.3515848461969868,1.3589980519346152,1.1982674214886293,1.1852120572684135,1.2062481813821266,1.2045050693687593,1.1763692585564849,1.2188130478026078,1.19622605161314,1.1827747333168084,1.1742228487687878,1.23892129941353,1.262447553579624,1.5471321170578594,1.405746584273812,1.1638278415402692,1.2478971986932093,1.1562213878956384,1.1972208963742927,1.282523666663631,1.260833995983269,1.2764223151696654,1.2647728269180085,1.4547420381993326,1.2924487116431196,1.151082394637572,1.1992586553560052,1.2327133970448079,1.1846457214978001,1.2250704800642338,1.2269031016165284,1.165674092411492,1.2235397501816139,1.2406346431702586,1.2100973585379238,1.2107309839694538,1.2364529607329213,1.2393549143250024,1.1995632045056412,1.2305801055343768,1.2043660091677397,1.1605031171927132,1.192920724181704,1.116468958284952,1.1778536588866328,1.1681053791781826,1.189345023958037,1.1653145811965937,1.182219156238962,1.0961508423254247,1.1474478056036785,1.4457934848264427,1.3314647640684867,1.1829045597023702,1.1736559275353133,1.283784913390145,1.2636355841862792,1.116147651866675,1.1265989293010972,1.1542807633608878,1.1385754456073143,1.1864280799148348,1.1521308998750535,1.226345370039531,1.2250801913604075,1.2162857883209166,1.1658121686786753,1.3809058367789424,1.2185638447285587,1.141024813450683,1.190670050563828,1.2187468660046936,1.2311854192160965,1.121584100403511,1.1584513140409856,1.2957209785277357,1.2610815441838474,1.1267388994390795,1.1473377580336808
