Attacker,Fast Move,Charged Move,Level,Arceus (Fighting),Arceus (Fighting),Arceus (Poison),Arceus (Poison),Eternatus,Eternatus,Eternatus (Eternamax),Eternatus (Eternamax),Keldeo,Keldeo,Kubfu,Kubfu,Marshadow,Marshadow,Meloetta (Pirouette),Meloetta (Pirouette),Urshifu (Rapid Strike),Urshifu (Rapid Strike),Zapdos (Galarian),Zapdos (Galarian),Terrakion,Terrakion,Zamazenta (Hero),Zamazenta (Hero),Naganadel,Naganadel,Poipole,Poipole,Mega Gengar,Mega Gengar,Mega Beedrill,Mega Beedrill,Mega Blaziken,Mega Blaziken,Mega Lopunny,Mega Lopunny,Mega Venusaur,Mega Venusaur,Nidoking,Nidoking,Nidoqueen,Nidoqueen,Amoonguss,Amoonguss,Ariados,Ariados,Blaziken,Blaziken,Garbodor,Garbodor,Gengar,Gengar,Gloom,Gloom,Golbat,Golbat,Hariyama,Hariyama,Haunter,Haunter,Machamp,Machamp,Machoke,Machoke,Mareanie,Mareanie,Monferno,Monferno,Nidorino,Nidorino,Poliwrath,Poliwrath,Primeape,Primeape,Seviper,Seviper,Swalot,Swalot,Tentacruel,Tentacruel,Toxicroak,Toxicroak,Venomoth,Venomoth,Venusaur,Venusaur,Vileplume,Vileplume,Weezing (Galarian),Weezing (Galarian)
Mega Latias,Dragon Breath or Zen Headbutt,Psychic,50,1.2706964813301365,1.2839132400417115,1.268331174911215,1.2845884421044413,1.263316639761812,1.2901157836253192,1.2828572660899842,1.3089775488429483,1.2883843030104347,1.313496125940209,1.2903536060068115,1.354105746144449,1.3011125948020934,1.3432693719230087,1.2686928024000674,1.2995024200519605,1.2738860944412296,1.312212270151672,1.287042836435149,1.3291332987229145,1.2907546029262045,1.309351339856761,1.277004388414548,1.2759818104520044,1.241907296288367,1.2658424365435463,1.2824629506090197,1.3470299448616254,1.0465808237887233,1.0378544257069067,1.2153553946885185,1.2635441054951109,1.1666780601320133,1.1926652309168426,1.254309335302322,1.2689959124702666,1.1976645873068512,1.2237514043854394,1.2755092114984794,1.3408892131522991,1.3034516966496714,1.358382419609849,1.2970681113260891,1.3860667531386672,1.3105847386563558,1.375356450413787,1.2375632919533632,1.3081453407233048,1.2995097371819915,1.360390845960731,1.252916487093866,1.3017683231147288,1.3163553536013874,1.3773928967499345,1.3096984197052537,1.3721694324428517,1.3253602711298587,1.373162237812858,1.2591059491544174,1.3264313356109518,1.3035587465879732,1.3711256023320673,1.357573927735056,1.4297774269835912,1.3309527702029615,1.3804983590752529,1.2988766156289475,1.3894591763754467,1.3494705656236807,1.4236113682316744,1.294451754497376,1.381048298064662,1.32800211373536,1.4012645396635595,1.31061748699992,1.3558217038360538,1.322819923591827,1.3915507237750826,1.3163224452227167,1.37236726649695,1.2872025381536532,1.3206225811246426,1.2852524474434655,1.347699199605355,1.2642268987137575,1.3190005299980165,1.2411203930735628,1.3164529476635418,1.2703630699083912,1.3350727847939188
Exeggutor,Confusion or Extrasensory,Psychic,45,1.5504380070082537,1.6069372015981056,1.5465978044333537,1.6075804279428838,1.6301080655123088,1.641984331205998,1.613717746343565,1.6318869462242769,1.5871623664797991,1.64201553867988,1.57898721335862,1.6238737746007976,1.552916765926956,1.6653394218758653,1.6016268833301999,1.660916234746814,1.5505584915478525,1.609628616344159,1.7655250207133373,1.7214118979331396,1.5480090912348934,1.5956986307118843,1.548212622483049,1.6064902322935042,1.7671754792995071,1.6666979788835312,1.66398754833348,1.705917585734817,1.6365365908388811,1.3993388907259026,1.6485569308635175,1.7240049579947665,1.7510000827603511,1.6462539312713018,1.5597932099323482,1.5718172793055614,1.5121409802531538,1.5293380183568526,1.5700780568560677,1.5934551118559712,1.5599550298499385,1.6156481040035493,1.5937616892974469,1.6562549649774374,1.6601236694628703,1.6775380247103404,1.65861654463993,1.6303002681433392,1.5835529389227956,1.6511067821650638,1.576403282660819,1.6524806918238855,1.5805575248905814,1.6364390283820924,1.5939203746830517,1.637452118598575,1.570666124066303,1.6354423272689227,1.6117268224322234,1.6471427699119807,1.5708101813962272,1.6267894266627239,1.5909160668224949,1.6946407647691157,1.5660891745053946,1.6386667825076393,1.6301740966326286,1.6708791839466823,1.6369591052057721,1.6924284079440457,1.5539341219853522,1.6308116711953389,1.6115270965322537,1.676110382965137,1.623042302205031,1.6534338797545927,1.6567456448869393,1.6817298357883328,1.580804766713543,1.6213341863061816,1.6179458147112276,1.6982534792216268,1.6065213291238485,1.6513683836286788,1.5286519721974403,1.5763693132067675,1.545995458740753,1.5822341357331016,1.5525802936586788,1.5983373077205425
Mewtwo (Armored),Confusion,Psystrike,35,1.9169758190597186,1.9412305360197086,1.91292729088199,1.9360150175067437,1.852492951204164,1.9363651477301427,1.9148472711466604,1.949645772483332,1.9074340364805569,1.9751692741423903,1.942019908321301,2.024213618054592,1.9530819994670607,1.9957147800026538,1.9637186584646242,1.9716093995929727,1.945174970086341,1.9962550147967977,1.9621857282534723,2.009429775462844,1.9133654550812913,1.9488221076311472,1.914534343978578,1.9528747655185703,1.8423043787630307,1.903735354153017,1.9542610500904047,2.0004925685115422,1.5624504197239018,1.6088381100625313,1.8571132018087502,1.9086813684983703,1.815771005449194,1.8495425480365697,1.886251061197733,1.8911178538135207,1.8096851086540056,1.8502382556620687,1.86731735413334,1.9763746297353533,1.9519047267270728,2.0503433502081085,1.933373483910017,2.058634167138997,1.9497087738461272,2.07363931150911,1.8673131593686252,1.93105735236952,1.9183929173125565,2.027538138322411,1.91072824113887,1.9078514572318952,1.9418877637338365,2.028963894985964,1.9540716781495888,2.0724575019892586,1.9618137390426815,2.0869316344832263,1.9067378770025643,1.9637392560277185,1.957895436432959,2.061107103235467,1.9818348657811202,2.123872954876363,1.958742365628364,2.0308955036575544,1.9835992254304722,2.1312193528513124,1.999468286898145,2.0995045579225313,1.9563901173989722,2.0754929596178955,1.9766269805648216,2.094404117687088,1.9577086076690684,2.076026870436383,1.9879303546779536,2.0793015856075514,1.9519563389721493,2.04074862922504,1.9322163963287156,2.060885711763603,1.9432719181168985,2.036531660137822,1.8766169029842585,1.962840208447503,1.8970333731249085,1.9656159217894877,1.9273669692975555,2.0283390176400253
Shadow Exeggutor,Confusion or Extrasensory,Psychic,30,1.5917704621769795,1.524670013017957,1.5923466962362547,1.5235640751645552,1.667358031248182,1.699983725855545,1.621768043216601,1.6186053078565346,1.540246116910656,1.607016555004222,1.515803788020199,1.5698265170880186,1.5463644347255046,1.5921789457683901,1.7168092800389767,1.603519156428895,1.5030064557591556,1.5595102721432157,1.6977494196175027,1.651785362464828,1.5279183245464714,1.548148406138711,1.5276123641117225,1.5543355274427664,1.7249819947946026,1.635607316374473,1.6515597777758617,1.6676013451141123,1.8694181625750672,1.4370227301901448,2.2026299178258277,1.8594536163522013,1.7175220981889092,1.6387231104630489,1.6272990515131345,1.5351941313820607,1.4853065990417522,1.516159610437826,1.5786819726201637,1.5324181051939503,1.5849093091790492,1.5500819032379873,1.5425981790791854,1.5945092533655658,1.6548831207036532,1.640669931249564,1.6402000701926143,1.6229817086166274,1.5562914586343675,1.5687542381880177,1.9181114860180877,1.6664282190483752,1.5469663328534224,1.5876486779191799,1.5639667331593137,1.5872622609864984,1.5616830161523976,1.5681491153393792,1.6501483011268587,1.645151466053068,1.5697102047698883,1.568195070604848,1.494252410323654,1.5653102262636673,1.5106093204027404,1.5624290980067568,1.5960789539628917,1.6259069518907916,1.5921496176612857,1.6356094710748008,1.4887307577022926,1.5421200321546802,1.5394348694510949,1.6055930612267844,1.5867217705241121,1.6209207627804656,1.6702610844414525,1.6611317376234653,1.607803731224836,1.5646197975182925,1.5597765409325237,1.6294620646541182,1.690530947637488,1.6413637516538895,1.4632679938738629,1.5175809331605035,1.5044783082924087,1.5232274233334395,1.5473803593238997,1.5503335870507609
Mewtwo (Armored),Confusion,Psystrike,30,1.9899189565253084,1.99550445850572,1.9880557495318805,1.9947137354022386,1.9537696399413962,2.061539915830602,1.972612368239355,2.008565070681881,2.0513879313283048,2.0915026200965072,2.033016864624776,2.122115393243481,2.0582591312343053,2.1007045281645884,2.047268912531648,2.074447195802484,2.0086857225635795,2.051546400759004,2.0933904883093764,2.1093198872581995,2.029680636447014,2.0651201991251287,1.9709066325678197,2.006247300315515,1.9522795280263263,2.021141545950583,2.0429054082484916,2.084980899333895,1.6166976533567177,1.6573369735844643,1.9486118762337605,2.0015503775880275,1.8885247763336572,1.9109806656233175,1.9676139691675538,1.9892845834827804,1.9057186313828651,1.9681522183997173,1.9625871961486179,2.065235171274534,2.0169402218207826,2.117193729939253,2.030766556452933,2.149733301196844,2.027637933034205,2.1506384056351275,1.9385210411448144,2.0092118955475367,2.003347829889071,2.109511982869825,2.001592107745007,1.995098010816161,2.024174066562269,2.106029212642239,2.041859756505821,2.16202568193335,2.0737352529950233,2.1687511462584754,2.012187686472193,2.051480834815035,2.0464064848101513,2.152889117012231,2.068559215096968,2.2012558360085737,2.028692438791903,2.153208094294552,2.060971951823541,2.1786246833511558,2.0564452258814185,2.197174348905253,2.0245501842406894,2.1301438011380753,2.063751900286439,2.171871040067201,2.042322369255461,2.1546575559440337,2.0773718835893913,2.177650712076464,2.0505088380416647,2.1394040533768783,2.011675432381884,2.1438033480821717,2.0315909833781234,2.1092380076293895,1.9917722541718272,2.0663146460162922,1.988298126189367,2.066918281528087,2.0238941255235448,2.1314150846167537
Jirachi,Confusion,Psychic,45,1.64071329722306,1.6803355016560535,1.6373688319135327,1.6764206383429632,1.6351276460660606,1.7002618389839375,1.6475807683488373,1.6990761014170603,1.7142374286274693,1.7657384383022812,1.7533527795831043,1.7970980902128104,1.6379901120027711,1.7509232600584899,1.6532370929576667,1.7425486434582915,1.727878863063346,1.7918185646240663,1.657617896023287,1.7539141433947625,1.7117942396748513,1.7482436911873156,1.6459601331376665,1.699299441048636,1.5731157553572683,1.616405194680441,1.6432779566915812,1.7512039668959885,1.3612356372716656,1.4055691961669028,1.5432478882614884,1.613139690354864,1.7131700665831149,1.6601047233893,1.6465343247796973,1.6921373394853017,1.5419987709966378,1.5981469814868419,1.6677148788312701,1.7283795337470644,1.7138197753965185,1.7850723221799232,1.6926553495734804,1.7994517262443923,1.696749241105571,1.7946693693277336,1.7412997151463812,1.7096088590915128,1.6956208137420294,1.7992557562129814,1.6478832595841018,1.6858981488872826,1.7087739972904907,1.7750377594101514,1.701364066389905,1.80017013534946,1.7167347806528905,1.797093316617349,1.6774568382054658,1.733708338295849,1.7187602933360815,1.8099858298581573,1.729128145035163,1.8437653461238117,1.704489367075442,1.7913656124826745,1.7155469277537236,1.82798441249993,1.747163426738031,1.8490772418809007,1.6814607048940533,1.779126598696852,1.7232706004038798,1.81848649268326,1.6986979755703115,1.785480706344016,1.7348553624257232,1.8271485494282613,1.6988823618291413,1.7846257997486825,1.6934521647467955,1.79427600622424,1.6688492107938742,1.7592297336650626,1.6429085511677881,1.7056628532423912,1.6334998319322482,1.709361379924351,1.6790149569882917,1.7678491827654133
Shadow Alakazam,Confusion or Psycho Cut,Psychic,35,1.4388284593742913,1.3704046889649553,1.4373845305995714,1.3683240321857217,1.4734662320625627,1.4034822879552311,1.4152703760754108,1.3469051360359243,1.486639204713303,1.4267061549430606,1.3310273143832732,1.3558896666665683,1.353200480017185,1.394070026167552,1.4377194336144214,1.3839571633656285,1.3655125889924404,1.382810888015936,1.484236960729884,1.4228115483714128,1.5046604512894308,1.4113928728600795,1.4539765948875918,1.3998161837007683,1.4708264211614603,1.367970363068422,1.3591296134661852,1.3702524566867502,1.4330822688311626,1.2037043175387,1.4802715994123858,1.4370960152412433,1.5247314278164592,1.3452888020791778,1.4613560036144846,1.3194063263573554,1.42770650333048,1.343834005807721,1.3909022820289576,1.332525616694363,1.3902788884549722,1.334638856164021,1.3790445845707586,1.3801487755176047,1.415127028995522,1.3667994185697723,1.3787884008947078,1.3461779838292645,1.32938157323223,1.3401769786796949,1.54962920473997,1.4083168170581961,1.3290925639370421,1.3511487724627302,1.3497917709652114,1.350957604535627,1.3675780771204225,1.3749443028634638,1.5230355541825091,1.4104883901317178,1.3897223249450854,1.4097190647571665,1.3124425248826324,1.3488468217391991,1.3093063585795033,1.321606614644105,1.3303122605831785,1.3527651267685752,1.3465588258497365,1.3636487644750146,1.3593032266838512,1.3435001471346264,1.3643758223729172,1.3823549199985923,1.3665268613770938,1.38798042725946,1.3444861307513363,1.3568970428034908,1.33089292880426,1.326895779517146,1.3395024453110125,1.3852299783119095,1.4045986380597058,1.3629338923498224,1.3887030821691793,1.3515411765073555,1.4048946225672332,1.3497505314272318,1.3502194546426112,1.3376020459370812
Mega Alakazam,Confusion or Psycho Cut,Psychic,40,1.1260118049762164,1.1286351526823395,1.1236593625379534,1.1279026007823552,1.1112380932597603,1.1283819465210139,1.1414948913462148,1.1399222684899686,1.1050426620038079,1.1515176444007214,1.0971305959490152,1.1211059429636496,1.0900487858902599,1.158260283335012,1.1302427561039352,1.1387183332682942,1.1018698876154989,1.134981643584213,1.1156161113625875,1.1538316277932419,1.1261719271383053,1.132129369896429,1.1128353347150866,1.1151674981411144,1.1165394424067452,1.1224416863736228,1.1027602226147855,1.1405991673607752,1.1063240964341365,0.9655068149608178,1.1189220091355645,1.1308934145893588,1.1294201171485756,1.0758405216697897,1.1634842648396335,1.0872514778978635,1.1261908616455907,1.0799631461152748,1.0907916646603346,1.107247898109196,1.086409294919051,1.1071207173129725,1.1258107000485453,1.1279321791845707,1.1107060440036565,1.141503704151378,1.12123274657752,1.0861952086342108,1.0834404386618637,1.1201440400539353,1.1496061634028827,1.1463797128324105,1.1034033151552924,1.1254132187404653,1.0867970552159922,1.1309980169670188,1.0999387445553672,1.132612806281025,1.1304638808464227,1.1463140549929358,1.113850611992507,1.143458911191538,1.1012679577370283,1.1670779183401354,1.0838403399994831,1.1257307401148258,1.0890231643507888,1.1334196207826894,1.0973778626685982,1.156901159572706,1.0923039211280243,1.1192679534530914,1.1063410854332947,1.1397604315178518,1.1131073303677312,1.147956224345408,1.109195091688211,1.151446033677884,1.0961677214466068,1.1217404458146225,1.1101685121837617,1.158547363080879,1.0882029888883187,1.1191556124335402,1.101301611153526,1.1005821521743249,1.0949000114975347,1.095334588737616,1.0924428477608277,1.1057362632050396
Hoopa (Unbound),Confusion,Psychic,45,1.18659496037467,1.2139258286666097,1.1860710611092846,1.211855122444157,1.212122560378374,1.2367218525548476,1.2270318720930327,1.2581131150617606,1.2754589974354615,1.2935984792851878,1.2629961315560838,1.3027492220661934,1.1967527112460268,1.2841858568860502,1.227467220209947,1.2607021373085334,1.2572985277539825,1.291659882848692,1.2613995033302334,1.303615457782582,1.2591524736002946,1.25833158288339,1.2172025685909185,1.2399356290724217,1.25042661534077,1.2504636182126991,1.2362182374608277,1.2714200030192029,1.0250046733803448,1.0191156302541842,1.2437913740072535,1.2967549235642475,1.2819434851954845,1.1946231503092506,1.2065232702424387,1.2208323574589113,1.1790628709723947,1.1860431992609763,1.235732599637684,1.2392048501590402,1.207011154189086,1.240253988304177,1.195946159158569,1.2631566267184455,1.2757238659688674,1.3044013766084985,1.2367178651060335,1.2201598191891125,1.2035605172287733,1.251609494162863,1.211900253565271,1.2159717595466206,1.2226596784364234,1.2769621215789324,1.1942768554608347,1.268501866860749,1.275971897924219,1.281337071922834,1.1744937478348823,1.2294298840373457,1.262828760874871,1.272349183190453,1.2363269127850849,1.3114624702416102,1.2258891495310775,1.270236841851226,1.2174373861556078,1.3014512666671978,1.2207349565612051,1.2943990812178638,1.212144429537755,1.2549954452747119,1.2175848283784938,1.2893839602694557,1.1996721413997247,1.2665171299470297,1.2221710493159499,1.2688641370740634,1.1899004676333538,1.2405198028551487,1.2325998192762493,1.3053720765473205,1.228286889536193,1.2749656335411819,1.1989285877768083,1.2075024041099758,1.21359868772831,1.2306075631761604,1.1983783529764416,1.2518529893355117
Mega Latios,Dragon Breath or Zen Headbutt,Psychic,45,1.2074489911820654,1.176626085758577,1.206588054289189,1.1751045926429455,1.1201062738826928,1.1459801284204738,1.1263962954093403,1.1347555086029986,1.149359708397397,1.1846679133869282,1.1763394774253013,1.2128648710957495,1.1813090614207187,1.196774861311232,1.1718282715046422,1.1912170679589378,1.1612305318984517,1.1943875574427232,1.2048708372646582,1.2057340462269002,1.1575859957658943,1.1804674591896387,1.15040748725021,1.1779441809449327,1.1305556891997275,1.141196669610832,1.1964347847498462,1.212540663395552,0.9493802617075028,0.9604513897029688,1.1159551026029473,1.1441241449754396,1.082420897372093,1.078180994289536,1.1320846906222286,1.1481029421720295,1.0839415963043775,1.1011876431919096,1.1364664744435287,1.2053131536778745,1.1661180719243966,1.2320476514808039,1.166302952329605,1.2293853385481,1.1812469254277072,1.2426637983249442,1.1148109484428876,1.175712033737771,1.1615173251157378,1.2154827817611293,1.1588827560800272,1.1672405256874425,1.200515139885008,1.2357320581633366,1.1765868433831512,1.2272643659474638,1.18999939474511,1.2596055927985008,1.1749615644348144,1.212267489769157,1.1816541007977355,1.2527166548675706,1.2200318180492566,1.2713905923880475,1.1975273557522983,1.2253078894241864,1.1763554999385606,1.2272341576334393,1.2055087954091066,1.289804070463851,1.1827468725587473,1.2394060138005636,1.2021170364672484,1.2623736649479431,1.1906515733063074,1.2320230094257523,1.2017247823498167,1.2664135842630087,1.1644668307461132,1.213816462052527,1.197590019219729,1.2367167319555852,1.1557347966808758,1.2171602742764978,1.130853256362596,1.1837506615783426,1.1553878479149307,1.1883249784169623,1.1635151164340156,1.1983258783060278
Solgaleo,Zen Headbutt,Psychic Fangs,30,2.044803497498139,2.054764174705533,2.0439675679043248,2.0549138388863755,2.001063047607592,2.051582441243777,1.9556671835122517,1.979207439708704,2.1221273757807837,2.1411230118722817,2.2198729559670287,2.2605742742513844,2.0421488239095833,2.1451884743845273,2.1267319660897095,2.1391325890476245,2.165548137522299,2.1869228426942606,2.1590881883427233,2.186242906446567,2.107750415474973,2.118261479796851,2.064662807573241,2.0928306359872537,1.979500327267122,1.9847433809989683,2.0582818366686038,2.173367596680207,1.7341269231712442,1.7187378702087521,1.9542616375154938,2.008366042326585,2.1215773058994527,2.002405122185329,2.092678986581919,2.096022994614855,1.891850226634094,1.9251806140350167,2.0932100125966087,2.122367506856149,2.1308985006539607,2.198521647220683,2.100172257794752,2.199592042892997,2.0970819670419183,2.213613034053485,2.2007944227318332,2.124519195933454,2.0991686076370613,2.2004556697702977,2.024821401996813,2.0501365785206533,2.1394179365848167,2.229032692370859,2.1764788936550694,2.2537991843746115,2.162666266407654,2.2373736682491496,2.1232347299111827,2.1312845852072497,2.1848632079485717,2.2628261563170295,2.1707890037869277,2.276887911026003,2.1449727976124304,2.2364376534231165,2.2169607561102342,2.285066292710133,2.1934025081067623,2.2973913778683257,2.1224691574168553,2.2220240018977044,2.148636816015925,2.2465730926858734,2.1312378320594805,2.2339359806329933,2.1922707931549623,2.300738654905108,2.1545144604542426,2.2250320038092672,2.153240592679634,2.2094380301731347,2.0827130509683425,2.191425667884758,2.022128106568758,2.099231879739167,2.014879510641258,2.0996051280730486,2.1095025967324275,2.198260266997233
Shadow Mewtwo,Confusion or Psycho Cut,Psystrike,35,1.0584878033763652,1.0690888810230461,1.0599410103912228,1.068625751980899,1.0357705554760601,1.0472602137449922,1.0750270323461923,1.075005322056394,1.0332980847682087,1.0830997943296732,1.0472218664159687,1.0794895904237796,1.0290040238046305,1.0953125481977615,1.0720094058603928,1.0810467596846425,1.040468061996763,1.0783980097906178,1.0584456489457268,1.1069302072174356,1.0548019547063596,1.065339699418721,1.0443995731460545,1.0579432275798653,1.0392022964978864,1.04486087696153,1.0377358804212795,1.0903513610360958,1.0546726662000923,0.89061083079812,1.0395060655098012,1.0370461340265344,1.0452022439065063,1.00839076147069,1.1328769885237167,1.0391363837240544,1.0551118188556072,1.015983890524467,1.038352538245463,1.0563399867491767,1.0422112965963382,1.0647184126020084,1.058472082226137,1.0735783860870638,1.0587393287067177,1.0877293236540873,1.0509602156098083,1.038122850292182,1.0294075012881458,1.0709271457031322,1.0654311394604568,1.0707179543538288,1.0453764697371173,1.08200579183021,1.0391527438142691,1.096235126958982,1.058709937220773,1.1131517021197,1.0496158257192727,1.0650334901790557,1.0600025012736511,1.0805781040660067,1.037377634523907,1.0938601844072853,1.0402926354724367,1.0742327637507438,1.025815915552125,1.0892699020140035,1.0527182681183038,1.093372743236664,1.0284495449378068,1.0639408397655068,1.0536049232393758,1.092347086414848,1.0379787615191785,1.1087851726905096,1.0609821412486233,1.0900645886909246,1.0625961933660797,1.0687557917018122,1.046778343828693,1.0669138887091483,1.037980820300334,1.0668486457074022,1.045287972023164,1.0433000842150855,1.0447408143877661,1.0337109445810195,1.0479195275770117,1.061844903384158
Shadow Slowking,Confusion,Psychic,45,1.6835998985172598,1.7384921061313197,1.6814961542635563,1.7350376830293965,1.6567968202890229,1.706424399230378,1.6660830809716913,1.7413881264430404,1.6665397321046067,1.732116452383442,1.7014600809542222,1.7496159511115306,1.663090075321371,1.7909682737480475,1.6724407492286937,1.7248688276258421,1.6732108470985934,1.7327069824269858,1.7163082246679016,1.7898667478863164,1.6962469271581355,1.734835352786511,1.6333051511418248,1.6762823083034695,1.6742104604096635,1.7197016931386957,1.711179476651411,1.7621084217994762,1.7000830653494425,1.4621952949278034,1.6813706502777395,1.7277169983473353,1.5511365569294107,1.6052880524114252,1.670101429268832,1.6752150462806252,1.761959832436806,1.7044532498093927,1.6601367806737637,1.7123463371703214,1.6619963378356175,1.725801782497731,1.7203327509095487,1.7716365827852198,1.6923065258032994,1.7669279506895263,1.6165817896189985,1.6570715518586292,1.680092906672361,1.747495770959442,1.6940544947523466,1.7432083668800018,1.7100074206503224,1.74892976546032,1.6922414568773139,1.7806116180219427,1.6712315355438216,1.7774256654230047,1.6854667918530508,1.752392224740594,1.6816774520059699,1.7709551834181274,1.7035181665938146,1.8134908970977488,1.6781332725479625,1.749748497414909,1.6643165105561806,1.7847113012640101,1.6857282319635731,1.7890621802908784,1.6711438906303184,1.7550828467599704,1.687518275131982,1.7751169781716472,1.7047077911640953,1.770229831245898,1.6938662977838983,1.7826200482402699,1.64273880871668,1.7262029932138754,1.6916409580136678,1.7683228186785913,1.6835908378912396,1.7276608382790444,1.784904707900868,1.7177367154425394,1.7530352731962557,1.6962145917313292,1.6730623166362946,1.721770312077827
Darmanitan (Zen),Extrasensory,Psychic,35,1.6055283678110055,1.609352547430266,1.604375269729159,1.6118323811367743,1.5534769860509037,1.6134057685982277,1.5418601561313847,1.5898318022038227,1.6059454356281526,1.6799715647201663,1.6399008330993887,1.686474187151986,1.6088299971346143,1.659067831601528,1.602408315329282,1.6368628664814824,1.6182223701910805,1.6772711309245365,1.68136713806037,1.6781846507621359,1.6972374186275132,1.6797872895052395,1.5632316445817458,1.6005250082803046,1.5630749893014324,1.5918423942312114,1.6177783674423953,1.668333392726921,1.3570122129509183,1.3619784375036774,1.5130193269981178,1.578100611715558,1.4933558530557187,1.497253630538248,1.5506020496936979,1.5756076316253111,1.4950186264909955,1.517620864985215,1.6100268791967494,1.638967975943575,1.626844570755292,1.687728427795519,1.5973265305754454,1.6760361363204241,1.5934163103088326,1.708365402946168,1.5520919358032605,1.599168545589678,1.5979050925218854,1.6784779887945294,1.6110976101357117,1.6251398677710294,1.5981933647907856,1.6952563579184208,1.6604977527897191,1.7253859936931044,1.62801825254093,1.7088903427172173,1.6248315817920314,1.6435114176148848,1.655426652395486,1.7148244920943811,1.6486358435797648,1.732870831434088,1.6235313186346085,1.6900185874937215,1.6653091415945116,1.7403274461470075,1.6538737234029512,1.728185917601913,1.658092443532935,1.716500376531773,1.6221704717916157,1.7213452797132565,1.614271332142183,1.7182783142240778,1.6677916040402878,1.7364031376015276,1.6691793786651898,1.6993426656695292,1.6178001937891147,1.7133796147660938,1.5875765522354517,1.6744893326078256,1.5568386381238621,1.6121180195097364,1.5411256222131877,1.605865759647136,1.5933239999105053,1.6643258231357407
Darmanitan (Zen),Extrasensory,Psychic,30,1.6956213688870478,1.7229452192535546,1.695904733354049,1.7245295737983395,1.6531035930349467,1.7144107303525844,1.6793083477480792,1.7394931159012637,1.7477421211971684,1.7955328384678,1.7275610580787233,1.7689453518079117,1.68726508759496,1.7615662920605026,1.6956224435133977,1.733748756863121,1.7304975888788694,1.7722517833433056,1.7606303009087447,1.7749593745386456,1.8354646999324986,1.7885704524193815,1.630664611687481,1.6554730610380246,1.6415998212099645,1.6741139098696625,1.690097523578302,1.741015663595551,1.4976331271117234,1.4273064108897084,1.5915744215672774,1.6701123008768306,1.5702814136457595,1.5876677675401536,1.6207777575478015,1.6276259782046067,1.5960311353524412,1.601771379248618,1.7030885149971804,1.7143108318541544,1.7322780565568139,1.7805573668452928,1.6698666415825738,1.7679505785269347,1.6836285663372164,1.7644989830303608,1.6098761055513766,1.6451766887826111,1.6868236236171066,1.763173728746512,1.6709918189985775,1.6825622409093413,1.7035769638386773,1.779217063896538,1.6922352077744476,1.7724783871488372,1.6924257064830097,1.7725838392078035,1.7119802281286067,1.725638804232235,1.6975386928397787,1.7728625729753325,1.7234244707626998,1.8070558095771403,1.7011972413655658,1.8161596288604704,1.6992016512031773,1.7689740871261441,1.7281804172299307,1.83655974676916,1.7429412504919142,1.8034037143579558,1.7048028054379554,1.8055253089544945,1.71933825106622,1.8096086036362236,1.7110621274200806,1.7851733345374017,1.7233550527205144,1.7501242378518944,1.7047176506656616,1.7613078759956398,1.6720272802359197,1.7475691767248924,1.6301497175458024,1.6895765034580394,1.6257943475917138,1.6950055637141908,1.6413999631059937,1.7142603960274159
Espeon,Confusion,Psychic,35,1.6388136804489681,1.6045041635169548,1.6272233941277612,1.6057317987249442,1.588283935328136,1.6117297913758544,1.6808676726904674,1.6431035342039109,1.603958497921313,1.6591983602767686,1.574924366108562,1.6244227680372323,1.6257857977201042,1.6594213406958764,1.7316938116912224,1.6436619826569843,1.5947296048251967,1.630644262303675,1.6462407403557358,1.675782436515938,1.6421376530760363,1.6277312517436897,1.6089976880897114,1.6175554310754041,1.6395381976235988,1.613251047005655,1.6157884571488772,1.6618279767070472,1.5771004452938724,1.4068233958088605,1.6181504785842171,1.6439630388376256,1.711788995495932,1.5843037881354811,1.7042988021658314,1.5846271290706575,1.6333733061226476,1.5683144158526838,1.5751923865081614,1.5731552894014957,1.569088194798424,1.600099949158134,1.6278491832943949,1.6364312688844451,1.6302590461860194,1.6483563619816444,1.6289974328007206,1.5803974969512,1.5551292185789944,1.6090969634384622,1.763441203792666,1.6711435778243273,1.5979386360534287,1.613799109470397,1.5945981439224772,1.6201560349301356,1.6224500596282516,1.6494287640847225,1.6528816547334542,1.672746629973272,1.637485964015339,1.6359860305887357,1.57159541473869,1.6385789751865072,1.5315286742218648,1.6042511145801122,1.5595453915685582,1.6377786637147815,1.5848796974355377,1.6489502304341552,1.5634372993507708,1.6172848600618785,1.594516563253795,1.638921408673292,1.5983314250378884,1.6576071728529922,1.598361874086829,1.6391943642302296,1.557388270837824,1.5837947057001087,1.61700084986884,1.6601664965619694,1.5763087135322311,1.620755847717626,1.5938894151693412,1.5685998143628177,1.6123401780018844,1.5629741218382958,1.5504037629370504,1.5810763758943942
