Attacker,Fast Move,Charged Move,Level,IV,Terrakion,Terrakion,Arceus,Arceus,Arceus (Dark),Arceus (Dark),Arceus (Ice),Arceus (Ice),Arceus (Rock),Arceus (Rock),Arceus (Steel),Arceus (Steel),Cobalion,Cobalion,Glastrier,Glastrier,Kyurem,Kyurem,Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Melmetal,Melmetal,Meloetta (Pirouette),Meloetta (Pirouette),Meltan,Meltan,Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Darkrai,Darkrai,Dialga,Dialga,Regice,Regice,Regigigas,Regigigas,Regirock,Regirock,Registeel,Registeel,Stakataka,Stakataka,Mega Aggron,Mega Aggron,Mega Glalie,Mega Glalie,Mega Lucario,Mega Lucario,Mega Sharpedo,Mega Sharpedo,Mega Tyranitar,Mega Tyranitar,Mega Absol,Mega Absol,Mega Gyarados,Mega Gyarados,Mega Houndoom,Mega Houndoom,Mega Kangaskhan,Mega Kangaskhan,Mega Lopunny,Mega Lopunny,Mega Steelix,Mega Steelix,Absol,Absol,Aggron,Aggron,Boldore,Boldore,Chansey,Chansey,Cinccino,Cinccino,Cloyster,Cloyster,Crawdaunt,Crawdaunt,Cryogonal,Cryogonal,Delcatty,Delcatty,Dewgong,Dewgong,Excadrill,Excadrill,Glaceon,Glaceon,Glalie,Glalie,Herdier,Herdier,Kangaskhan,Kangaskhan,Lairon,Lairon,Lapras,Lapras,Lickitung,Lickitung,Lopunny,Lopunny,Mightyena,Mightyena,Miltank,Miltank,Nosepass,Nosepass,Piloswine,Piloswine,Porygon,Porygon,Porygon2,Porygon2,Raticate,Raticate,Sharpedo,Sharpedo,Slaking,Slaking,Snorlax,Snorlax,Spinda,Spinda,Stantler,Stantler,Stunfisk (Galarian),Stunfisk (Galarian),Sudowoodo,Sudowoodo,Tauros,Tauros,Tyranitar,Tyranitar,Umbreon,Umbreon,Ursaring,Ursaring,Walrein,Walrein,Zangoose,Zangoose
Mega Blaziken,Fire Spin,Focus Blast,45,15/15/15,2.086628312335021,1.4854341353250333,1.3312677618870565,1.247808636273316,1.3261608370637827,1.2461178537765818,1.0463143492628282,0.9933567515933805,1.5298011574679076,1.4208471966877698,1.050028008659975,0.996822082702993,0.9807784820185454,0.9628355942998075,0.9913953511843279,0.9576819894791047,1.198818126049677,1.1948644122986525,1.2227126869971012,1.2332570549841666,1.2575452514353527,1.177389170946859,1.0007438308702337,0.95824871092,1.2485967585259858,1.2044439430108458,0.9750651342347375,0.9953145467521911,0.9967277193824106,0.955688777474559,1.1817888439917172,1.1554335741313382,1.2323727426630708,1.1679699568483413,0.981040900708465,0.9383539511302399,1.5039739382642014,1.182347313230928,1.4351137605731974,1.3877549012068588,0.9911895161629891,0.9697066273897527,1.4240500944975065,1.4145286902095393,1.0006677306862524,0.9866334768960062,0.9785585666871021,0.9616017837698257,1.0047720269064064,0.9454951042361711,2.1123386802993602,1.5059382747920267,1.6128752336678738,1.5682205267992695,1.2786338922147875,1.254993403274215,1.7795961064045978,1.4705695235529532,1.4449323465484012,1.4681512158653822,1.3461751768080208,1.1951708913011072,1.1519845297510505,1.090012656891278,1.0335830365722847,0.9588045852148143,1.1824707330849218,1.2283173798226805,1.4342965035702542,1.4483422544106015,1.4262425492171562,1.4070267271766301,1.2377988512528626,1.2700709144631335,1.1988545414689644,1.1913762515448771,1.2128390550341712,1.2483126144461951,1.4564781660927824,1.4931939124405176,0.9840957695295094,1.0038431471933098,1.2263864670325162,1.2683093304737132,1.2037534302783666,1.2199933493032162,1.059576273752715,0.9682974440040983,0.9845445513730923,1.0180497150276064,0.9989896651031334,1.0193888973977172,1.2312706042127304,1.2546945739672046,1.2079331123652344,1.2210907728491565,1.4472030266269595,1.4970981613622008,1.1609477539948838,1.1693239512314602,1.214239465304585,1.263582166358214,1.2013001334168325,1.2278161388987214,1.2555512187842464,1.2962069953309046,1.2090165484497117,1.2609301381009574,1.4451729309393193,1.5332429364162143,1.004561643040202,0.9990602176572496,1.2456190304076948,1.244345086408105,1.197605210645045,1.2043709063973134,1.218653799892638,1.2409906428495077,1.522979029193632,1.444557685898223,1.2480323181259383,1.151637333849492,1.173836306702684,1.1923323617009765,1.2006516501471047,1.2782555134067493,1.1887826844508782,1.2070382356679907,0.9967391044543161,1.0077973824153195,1.4004230907551038,1.4260442396683848,1.210484120957503,1.198011161066204,1.53665624040276,1.570266597893119,1.1974123020833534,1.2763445938982143,1.18240506136238,1.169617967125379,1.2169481093308914,1.1972447091301601,1.1747764265771263,1.1948490071865507
Mega Blaziken,Counter,Aura Sphere,45,15/15/15,0.873663581781894,0.8008662068538486,0.7882000806919591,0.7987690055390796,0.7867133516346021,0.7937108718008623,0.7868138471934075,0.793230459763288,0.7866559710244198,0.7967412262834187,0.7864344451781433,0.7972087303167833,0.7589421544638204,0.7749384874120686,0.7967495902750417,0.7962804838017121,0.7439885854489416,0.7718035721478869,0.7762572017372035,0.7824254080742917,0.7792356699295463,0.7682469368779726,0.777456634837545,0.7782011519513738,0.7753928132552049,0.7781766794317391,0.7965828907838088,0.8259471960763477,0.7952728997903201,0.7929456847264621,0.7343957378600958,0.7462545967106042,0.7662324357891641,0.7736290310451606,0.7833115542584541,0.7854152782831797,0.8011782318067411,0.7515887231657122,0.7871505752450906,0.7874320835945603,0.8071157826834621,0.8147706965925762,0.7894894785357431,0.7985159842052844,0.7642190936801528,0.7807699085549556,0.7496043155640555,0.7655282001243707,0.7433635576390021,0.7358027067264329,0.8324113942803765,0.7608291740895803,0.7765321439201386,0.7789889488211148,0.7802941110002557,0.791738370775398,0.7894063121376251,0.7591095069132474,0.767435222245827,0.7875933108069585,0.7999270718083926,0.7752872523200897,0.7079248782316335,0.7062791605411491,0.784415116285871,0.7652762793659256,0.7776764175643479,0.816332087663717,0.7821024351195874,0.7963386485531999,0.795460863226927,0.7856659829324063,0.8248826763213446,0.8653212208819541,0.7780636010957074,0.7854295270119394,0.7802267123532789,0.8223516576509752,0.7771802510652904,0.7988117785551071,0.8039946231409129,0.8485033278402887,0.801563868365844,0.846808507070869,0.7773483814531124,0.8148318965084166,0.7828375192185546,0.7557724661119046,0.7858867510377315,0.8260152500689062,0.799776736145995,0.8433240086869186,0.7924548292834466,0.8273036523830876,0.7719902507431019,0.7900620488784801,0.8012497494596033,0.839995159085906,0.7706592599110141,0.7889896801635446,0.8028095212427091,0.8412799631057586,0.7973523868301554,0.8208460018817522,0.8128432524795776,0.8378577445439042,0.7883489022660684,0.8301915222517083,0.8111283865668895,0.8501043363412496,0.7884605625490175,0.8147169795562542,0.789853153318054,0.8251200647257373,0.7836266689115192,0.8029962523374969,0.7798842857988734,0.8115801943343541,0.8018922963483613,0.8242210121805972,0.8174707770879845,0.7608354942743365,0.7703184482328729,0.7842122385803639,0.7908968531858005,0.8269122789221893,0.7729850635646295,0.7955164193961246,0.8014766386382295,0.8370518612374882,0.7736503863290954,0.7907504724995378,0.7729453439830857,0.7914638483971677,0.777194710265348,0.8026763238144743,0.7930343077651678,0.8508346500903868,0.7685155557296951,0.7630319778030281,0.7686269525177092,0.7768721273479042,0.7997061220404211,0.8068169920232753
Toxicroak,Counter,Dynamic Punch,30,15/15/15,1.695361418852273,1.5849268527457951,1.8044539262408483,1.5858427027990432,1.8197405887519786,1.5930518936326923,1.8263907532578612,1.6016722603558955,1.8330630828121879,1.6044395804530827,1.828575634445644,1.6057455369568738,1.5365243134041096,1.5630105729374921,1.5499949387063854,1.5593796662703903,1.8643851116481722,1.5583794150977914,1.8444742381187418,1.6017110407201423,1.631616863189611,1.5318852254617021,1.5067393696006213,1.5284833410364178,1.6188282561342695,1.5327957993542232,1.560852302511522,1.5835600963925025,1.5859953920472145,1.5810780498343457,1.4660741758029878,1.4670835095959898,1.6691330761745042,1.5460340484528312,1.6281014544197838,1.490755029992058,1.5285091665308421,1.5040115077500955,1.4520094801813386,1.458345878260387,1.5896700200258365,1.571762602045027,1.5999234622748768,1.5834255639711334,1.5633613192231934,1.563005763851744,1.5813307494824782,1.542861984661648,1.5670262286654582,1.479225695584298,1.5458566931428939,1.4767066081966018,1.6437772077197654,1.5535649205903954,1.6182726736473145,1.6170726993059779,1.5082684079382458,1.4808544155250623,1.6323287475846118,1.5893727056281253,1.5896987487079979,1.526426755313955,1.485886317240022,1.3810003189125892,1.581139427097018,1.5498906635615661,1.555195264017395,1.5612563338846064,1.5420881616351048,1.5269569766901694,1.5546979041326545,1.5423669035026855,1.6211631583187458,1.6473579760924504,1.5990757114614966,1.5195774499852361,1.6222847778634808,1.5778610412464864,1.5467791008171596,1.548061656885722,1.567584098512963,1.5749858225498787,1.612478826953941,1.6327015400842693,1.5766244375510265,1.569781204391923,1.578710882023852,1.5072009926376309,1.6713130645845335,1.6973071270618014,1.6965320508904496,1.6421558426649767,1.6286329991617317,1.5924985524911306,1.5620521999766832,1.5343299926827432,1.5555355159892723,1.5955345583629639,1.5294634937469826,1.510311354832266,1.556496513774064,1.5789979765521684,1.5248218839908878,1.5768235902741854,1.573770988948942,1.6266999131457915,1.611605772416172,1.6133100286670483,1.5442994804258834,1.6205273856817017,1.601977519992746,1.560919212921351,1.516430549974413,1.5475696996592692,1.5428953309830185,1.511545839196472,1.5517310718640025,1.540925099999746,1.5483116713434464,1.5689694490029356,1.6826154075330735,1.4419757689961181,1.5649549942533187,1.54171901122383,1.5353404549701122,1.5931976313455667,1.5711990927087522,1.5978714761825699,1.5823607755372275,1.5462747927596951,1.526848182011803,1.5156943727372514,1.6120736627322907,1.5667823089408108,1.5951418784458946,1.5512842725622549,1.5262490855414703,1.5953612213941248,1.5583807863265726,1.4630402857047495,1.593636707045465,1.5111673376611165,1.5170902258859893,1.5463096732699566
Infernape,Fire Spin,Close Combat,35,15/15/15,3.280432053732598,2.6318332176955863,2.800325094594337,2.1468956630631393,2.5260350819311763,2.117210865362886,1.9061488655047916,1.650285391119183,3.216453976864628,2.559993051500114,1.8847007498867427,1.6512464610679627,1.6464884589095523,1.6228266102755942,1.5988391700757536,1.594114929637027,2.5051278057331405,2.041936078863264,2.2206928041630567,2.098625343669878,2.3335043575031436,2.0614325470809693,1.6083246380551126,1.6036533779025677,2.2745845031972105,2.09309934139613,1.6411482681608711,1.6321045934266343,1.5919712754268975,1.5712965386393127,2.1508442480644248,2.0265004422590294,2.363070165084098,2.0090893811512434,1.6666918407040459,1.5740068730699748,2.32686563805369,1.9870020877900019,2.525744054114612,2.361784973172276,1.647244089514984,1.5676752008057495,2.5601791774111087,2.5957194515249746,1.6985616519493785,1.671480989955906,1.5741971774492791,1.5709663869460404,1.6210054299886183,1.584270562404936,3.040529753416223,2.5696219090639927,2.9523270429477804,2.9527043376037723,2.158613395797567,2.1435997538370266,2.6695460310529957,2.4446119628251357,2.467752014681722,2.512553997534606,2.2622565132909425,2.0383605172403993,2.368214314776993,1.8483528494249841,1.672476095592171,1.61730078972023,1.997716347619028,2.029119051069745,2.5402085205779055,2.5238849490428708,2.611845277552213,2.485782747582489,2.129125643369416,2.1886815521647875,2.1626184269611453,2.0233282403162467,2.1020058297725295,2.1096790541181987,2.4879388218159835,2.5610908760853133,1.633463703691759,1.6339842526105939,2.089581734103769,2.182495734122756,2.0632641049384013,2.1047327551029995,1.6022246950425998,1.5746027590389013,1.6633657188907724,1.6386410558559312,1.6737977966541873,1.6991724135035782,2.1761066603483847,2.14831369259435,2.1059537494880742,2.048575393489402,2.535465751593149,2.6245916833642537,2.13837839294646,2.077489059102644,2.0411584646194068,2.125615663134894,2.109977521835283,2.142902738826719,2.0951843148411613,2.1485570005561203,2.098973238771921,2.154098789446431,2.524346494581365,2.6449244766116426,1.6475250674909285,1.6282998967551858,2.076673137223643,2.1071477988454776,2.0979149001622144,2.059952429361858,2.1091663649103047,2.044122414657992,2.551825153958709,2.5534398981855224,2.2178193741130494,1.9369462242754718,2.078973534453809,2.014226596869321,2.0334302497818433,2.145599821018988,2.0540252767896665,2.05149701813713,1.6671736205383123,1.6511432137789874,2.5842599085482716,2.516885855662483,2.129281156960967,2.057204919886942,2.845943180690315,2.9260308934103922,2.0138767540689853,2.095726498969041,2.0671884319180154,1.9357877196877684,2.1747984957749025,2.085937117598038,2.0744283816493017,2.0666392732763517
Urshifu (Single Strike),Counter,Aura Sphere,45,15/15/15,0.9816880881331944,0.9928067690708076,0.9617287437881386,0.9717657718111437,0.9667793903404606,0.9714981935412357,0.9668599709635938,0.9720046277500559,0.9685010662851643,0.9744733075316349,0.9631433985160652,0.9748033396105341,0.9663011175240154,0.9686656411978128,0.9711176005810946,0.999208429666955,0.9582640199826976,0.962370816521767,0.9567548591367907,0.9718217940547168,1.0057845398279848,0.9742235835333203,0.9496931976446749,0.9657626779787062,0.9620581157540883,0.9893028767778481,1.0104901986585597,1.053330733863794,1.0562122580839557,1.0123237824364093,0.90948918045905,0.9289747581032771,0.9300819366507743,0.9678974305841564,0.9839505657762642,0.9893159823604738,0.9662650498040503,0.9147977730616618,0.9824422959138086,0.9846691641337934,1.024589967207482,1.0261159898472882,0.9817733877464215,1.0037159127371018,0.9336135546912914,0.9673803261317262,0.9270994826192452,0.9602150329416911,0.9209186547846725,0.9336959450098119,0.8754353588617612,0.8928331537697854,0.9451491620075844,0.9572740139911651,0.9546298542309749,0.9793891568008202,0.8960449100334104,0.9178737913094909,0.969107210026865,0.9900568515925616,0.921209046930513,0.9485561007070794,0.9622969767362384,0.886474474196508,0.9117379636734887,0.9437540376839415,0.9705165488043783,1.0131045888409855,0.9616080215619653,0.9995632579201426,0.9568901727975949,1.0194731123771998,1.0360539201697998,1.0861823463120828,0.9622869991468923,0.9958715684502313,0.9885345121912348,1.0426669914762792,0.9406634383539983,0.9870470722269901,1.0108409317625435,1.0593174556624014,1.0424064530149215,1.0844105906819044,0.9743424739360423,1.0261026398274966,0.9026671194917829,0.919964087032885,1.037813212105282,1.05403257049675,1.014198974559118,1.0813444268831236,1.0049696660001488,1.0497082010852872,0.9338957402137914,0.9851637049434832,0.9977848765074425,1.0700361320134992,0.93886287593605,0.9821418238343118,1.0182300649537692,1.0577708087911557,1.0063695948787301,1.048808990055757,1.0595683731995098,1.088271780149112,0.9935803309993732,1.0705811194837045,1.0231067492122794,1.0817452490170612,0.9641513204677675,1.0150981621150392,1.0019432183657788,1.044678917586034,0.9712402304708384,1.0145199820307476,0.9498031467212062,1.0128177895097437,0.9681630144634386,0.9902264271235897,0.9552251759036022,0.972157212134668,0.9540070643144155,1.0059429088746423,0.9976200170543879,1.0502565505107073,0.9578904360521568,1.021795775828837,0.9894494754602596,1.0541744133593254,0.9510909851671965,0.9950317461061439,0.9483588571445982,1.0014942454322573,0.9680636645056213,1.017480142490549,1.026844645430363,1.0808939658066805,0.957821980168422,0.9775167863149633,0.9247851711909908,0.9777076214910697,0.9792215718343582,1.0154792495068365
Urshifu (Single Strike),Counter,Dynamic Punch,45,15/15/15,1.1132102675020004,1.1272469630755613,1.0930979057784098,1.1034770137274055,1.096167034315532,1.0949666783421073,1.0953426452012482,1.0954154109108036,1.0969703626712264,1.0973946668678238,1.0943587414387252,1.1045536141652779,1.0926228318561375,1.0993911108675993,1.1107926665302998,1.1288581371861386,1.086874388682125,1.0934248978336072,1.090302614962921,1.1023600113971237,1.1386602257886094,1.0997470081093672,1.0779470931350366,1.0878432976475227,1.091132524235511,1.128815955978414,1.1370289464102914,1.1794984760598777,1.1811573370294635,1.1477794760388622,1.0272788223480709,1.0479649185416002,1.055347789060485,1.0992769199318042,1.1166247706727,1.1209244739462842,1.0842733943729197,1.0404115374667113,1.1130958675714941,1.1103565289081154,1.1615153612819231,1.159480734606296,1.1158967247665075,1.1306717205470407,1.0626563933026947,1.0941297175308187,1.0480656759230118,1.0766394252111147,1.0516475102537601,1.0711986001979417,0.991844639890662,1.0127067715483828,1.0600039827926229,1.0834188420351643,1.0845829615113374,1.107006094259517,1.0151350663568433,1.0373788846330165,1.0863927624063316,1.1152183243786697,1.0514246406848533,1.080697894626908,1.0787240554034383,1.004984445923474,1.031559965534393,1.0691473409288716,1.0962766262444845,1.1365021831951538,1.0891308976098997,1.1284753504384368,1.0907709198432083,1.1442356571040393,1.17193995457349,1.2188994990311495,1.1007230761932258,1.1189224260974047,1.1139563916628568,1.1759951043811439,1.0624853306666888,1.1127150982021463,1.132824563502213,1.1887956119998808,1.1821180933306805,1.2231458980204912,1.090798054444315,1.1557154830619523,1.0164715711051064,1.037296818047483,1.1830120774269413,1.1923270079187196,1.1408038859513325,1.2175783542452667,1.1361926748718971,1.188818687889974,1.0542559332724615,1.1098514261343992,1.1241563215613002,1.1967635529689171,1.0622708079181895,1.1024386647864415,1.1377859895130946,1.1936739963808987,1.1295393337629296,1.1787947407750279,1.183971875032044,1.2167843521921797,1.123749357676148,1.196591639392744,1.145942960529313,1.2098992004357674,1.0859530975830531,1.144980695287805,1.1285502610938738,1.1746897470631472,1.0956300950239222,1.136654160897411,1.0755970525650138,1.1373314211132006,1.0871972770434122,1.1163563397840435,1.0700699945632526,1.0989510936274933,1.0811808737907567,1.122247347321974,1.113516739891199,1.1770101354634097,1.0812902648791913,1.1313477158926275,1.1162753814421773,1.1778989170522733,1.0703586944959513,1.1186060073993613,1.0687358382643148,1.118689644824621,1.0942987147231118,1.136815682309749,1.14777785154568,1.2062943326649962,1.0884856291439742,1.108145190196531,1.0451939430093171,1.1000356306366292,1.1029874898979994,1.1419500838441066
Shadow Alakazam,Confusion or Counter,Focus Blast,30,15/15/15,1.575810839432869,1.3937647479086763,1.5940254444921689,1.4267864729749413,1.5867521007862353,1.4281324998922338,1.5985559593695287,1.4273244090522967,1.610705305373609,1.4300081765157673,1.6861477436433154,1.4563054422980846,1.4160060766509797,1.380431409967215,1.562285987971009,1.4027581102358744,1.963206629837837,1.4507243653050426,2.1182401157888413,1.5557508527556996,2.0134941625814715,1.432121699927484,1.6366835402529336,1.344353261732964,1.4922396602014445,1.3299633666367956,1.4868094045908833,1.3987186762981387,1.8117687326830048,1.512770339105386,2.2297940036716497,1.483273668544289,1.9847053745850893,1.472575253088658,1.4836494069450445,1.3095459131679401,1.810817676791502,1.314446098192324,1.454930017479089,1.3115956353233782,1.401401682237639,1.3314591323035776,1.68064566186276,1.4557855534116477,1.729590819629349,1.540512916814599,2.0550013141506764,1.4774830146940994,1.7201263916419833,1.4026150111260118,1.8218667899882859,1.415302718561822,2.1941220618874584,1.5665108167080293,2.3039599984214663,1.6155374840912133,1.9448387143540196,1.445774996892899,2.17367349576986,1.6189262005625134,1.6601352836619048,1.4147988574130836,1.5662949697783963,1.1929559089935955,1.5811576049178517,1.4409653764695507,1.904234238261065,1.5166050152762707,1.5822541379742665,1.4839448409998757,1.4663498541191087,1.4216414443938585,1.3289608589526505,1.3515441875299699,1.490641908278252,1.4108981023058442,1.4826995729336623,1.3940410477572545,1.6040214088103282,1.5111319649009425,1.4969017261134299,1.4097653813784474,1.4677591354597546,1.3914314443975198,1.4832994424369552,1.3468228175942691,1.4766089250757144,1.3617961581673153,1.5308917299076064,1.485707905777181,1.571356942340158,1.4748111860434885,1.4864788782438696,1.3757439291794795,1.3985376778952074,1.3247287748892198,1.4975055766887362,1.4513262629533448,1.4623874896853157,1.3422372302031387,1.4445281054722154,1.3783982150436194,1.4441472062636331,1.3474566697827515,1.5528631453877495,1.485869555494516,1.526401465964165,1.3942139133232283,1.3495406660523197,1.3818830016564096,1.4646861771261035,1.3862150276088405,1.4976631651785546,1.3744485546794112,1.5365123659093052,1.360870059805189,1.5098691429383246,1.368765744500527,1.788952717845298,1.5544913117142902,1.53414935146468,1.249558086378813,1.4807298453820321,1.3466232032072674,1.3441538004314315,1.3316725292112086,1.5819568208534551,1.3966297061696384,1.4545711363658054,1.3549006211909307,1.4604097620219763,1.34958388025653,1.474315107044633,1.3196046785995277,1.8569380233955226,1.6221372152924958,1.5904260222808573,1.5429284297490353,1.4498429480063213,1.3774950914449655,1.441567076732355,1.3377773475236394,1.520694188711496,1.4216413634053557
Tapu Lele,Confusion,Focus Blast,35,15/15/15,1.4884422044688166,1.4551052572793448,1.931895986482468,1.8680269513004948,2.6594333517391022,2.5369567817733243,1.9286504732682683,1.8647436860490387,1.9279229272243472,1.8729807787075288,2.325076543416917,2.2239874782073996,1.8165305948379942,1.8060436311933714,1.9105626949384968,1.8661773982912317,1.7858095560324783,1.798363279984865,2.045519581097745,1.9168573915192508,1.8989619945524616,1.8330797220392687,2.289543443279851,2.199496731822065,1.4510549548062324,1.447720156850649,2.2740731396242397,2.3401983061154685,2.0134494400366463,1.90772317543444,2.460149599448523,2.51289277279124,2.5616145859523582,2.319271279675342,1.8566984097519685,1.7828758983914867,2.0847849137516654,1.7267356608147721,1.8151294560056161,1.7932030793106903,2.268021989682231,2.1858183729049925,2.9119950318484733,2.7890804530192526,2.404051167985012,2.3029950822319605,2.0902759234930888,1.9372647180950542,2.0143430778659583,1.8262816098623578,2.542289543500209,2.524186329183682,3.4511531897672207,3.137804196493001,2.9473612027521683,2.7705512701739985,2.338459240955239,2.360079457338973,2.7175387718151733,2.7488506148338008,1.7492434209158836,1.7523331124956383,1.3419875472372989,1.2756446103082784,2.290566444981356,2.18260636003531,2.538661133166552,2.5288043603402994,2.6388012066636617,2.5831355139826515,1.7854174159197074,1.8148961427198411,1.845009699515951,1.9255870450582018,1.805232788778567,1.8109818589894067,1.8612028074321256,1.8750383620942117,2.6237089542131526,2.548783839448738,1.882403778568284,1.9031805525413035,1.8580425445988065,1.9373390446886571,1.8482352803907187,1.894914615359933,2.302128329155817,2.174441804242322,2.112403600205851,1.9768731155232733,2.083206907264162,1.991437323986683,1.8411825477370016,1.909109911301122,1.6935954237748079,1.7753955819444773,2.6434958487700695,2.664095182399771,1.7440223978261677,1.7513091424762057,1.8299234544475742,1.8851670712955735,1.823711892250025,1.8537618403657015,2.5690988390421996,2.6496083924597196,1.8893919465841738,1.9166971088553428,1.8565836919665912,1.9619443076837049,1.8184486074676705,1.8333122217043192,1.8734889734142202,1.8551779450133745,1.8296565265986084,1.8168222181574256,1.7899065379285761,1.8276496635017587,2.694114092461724,2.6079315728316486,1.7509455797093885,1.7255544833872418,1.7672769079720545,1.804292288209736,1.7553061281562823,1.8530670643179836,1.7615752922962642,1.8143281378294325,2.220239714547273,2.22876471526729,1.800655283037769,1.8234236000560224,1.8454415491139466,1.8155264795419805,2.9468323488718666,2.7969222475031574,2.596222535419659,2.6270239646622247,1.811927425943582,1.7355112370719619,1.7780759860230941,1.797619848610972,1.780619173455857,1.8215311352758774
Keldeo,Double Kick,Sacred Sword,30,10/10/10,1.1238181687624866,1.1412236599745171,1.1366336375646664,1.1435965532341235,1.1321923622464394,1.1421794359101347,1.1321310220670635,1.144932569433138,1.1325656198258642,1.1455035643697111,1.13129206685277,1.1427816500769221,1.115026305083007,1.1314868968084564,1.0996888478567146,1.1162137966367232,1.0952618912901444,1.1233221222275336,1.098936701218931,1.114564450664898,1.1016399738198814,1.1011802388281988,1.1517392100489854,1.1448945020565007,1.1265599112470273,1.125117373495455,1.1618393629028074,1.199308603857481,1.1884218244208107,1.1504837483897865,1.0830902906737567,1.0916708346237691,1.096764529521942,1.1244467542926944,1.1129945406176958,1.1077841842046412,1.1551780779507512,1.0783943347851728,1.1210626805998885,1.1190634196338578,1.169852989475067,1.1766571000769708,1.1255545739327841,1.1421794580906497,1.121986790485085,1.1541823293698115,1.0939990887299254,1.1173417751595482,1.0764371715464323,1.06492138862074,1.0270138520290906,1.0416036567462994,1.1106178895909928,1.125895646550709,1.1496378084030434,1.1677181619488042,1.0448373349840734,1.0566428415696498,1.1127172720418235,1.1483494823368297,1.0951522011189168,1.1120238447019783,1.0544046334122008,1.0234796137311102,1.0958435638529502,1.1298021989314193,1.130151254722054,1.1600510729057603,1.116766106949257,1.1491344166569661,1.0964138606020846,1.1440626031540218,1.1992133399862477,1.2513322956353004,1.133735539907524,1.1428096441240676,1.1338813210576164,1.1987183522072344,1.0889798824604309,1.1397867140270912,1.1745666480979868,1.1909326492894865,1.227409226240142,1.2372510206463496,1.1354812080543437,1.2001840285396566,1.0363953715242253,1.0459004824810727,1.1651247958427775,1.2134090899194108,1.1788505930492492,1.244770195044542,1.191912407205588,1.2089664075601054,1.103955537117559,1.1404420779150037,1.1374789441208553,1.2185249039157253,1.1006155121750922,1.1432869539162505,1.1620922547214532,1.207905609443674,1.1547948375854278,1.1961875913269986,1.1931606183251693,1.2362305753431353,1.1667938276759975,1.2121058242881426,1.1721749035582503,1.248727590536595,1.122196760117276,1.1700206648711509,1.1781538288001103,1.1875962932713404,1.1735333129815329,1.1560843303081545,1.1319158307868875,1.1748413947065062,1.0827328827736218,1.148029370863711,1.0926320213978227,1.1061907915606752,1.1078491526525227,1.129251608980203,1.1407574745665423,1.1978531758464745,1.1451994554265017,1.1752943251648689,1.1573468038299666,1.2124700348369961,1.104853627424492,1.1598610977273867,1.0996860521707872,1.1349999428770328,1.1083404785447273,1.159548503219099,1.150521928984273,1.2144153440608725,1.128990332359604,1.1155032883328038,1.090730860031578,1.1426716420067335,1.1326309584642578,1.172103268447376
Keldeo,Low Kick,Sacred Sword,30,10/10/10,1.2014418212569429,1.2353958734583885,1.1927244146226488,1.2147431282699672,1.1883938406669967,1.2039816269493304,1.1883787757984605,1.2074111083237777,1.1905575276021512,1.206515673240359,1.1906321339105097,1.2069107437958781,1.1925925904338017,1.2205163132704373,1.205791099178072,1.2368352655350487,1.1786786043389212,1.2224114573518836,1.1580872167440346,1.1869857992673476,1.1624676275678574,1.1756910305565478,1.2343259961311874,1.239213766138019,1.234097230516813,1.2544228853158972,1.2757696669349,1.3366400998846832,1.2351022097809992,1.2182110043773384,1.1664192999647378,1.1769862451382067,1.1398969450501382,1.174328943423184,1.2371146671081232,1.2473032730785125,1.2036771769892831,1.125077104543262,1.2455911345446269,1.250955598208411,1.2298954243742557,1.2491369016039198,1.1981724299738548,1.2247411596763655,1.197313669855561,1.2424248439080277,1.1782526328283947,1.216494993195829,1.1308698874387713,1.1334021823068576,1.1226867239317877,1.1489030019143347,1.2032461901162503,1.2306978023978123,1.2472313170063718,1.285453135662092,1.105418700005757,1.1277907433860972,1.1950078494826193,1.2457788449904534,1.1482525952246967,1.1683564610551496,1.138780766980946,1.1278445631380263,1.1726180775618371,1.2197205386552794,1.2281896072596488,1.2756399576860613,1.1965400341824661,1.2498779902259451,1.2054071170527105,1.273139280160086,1.325467620169488,1.4175853573002186,1.226901538456505,1.2451185557861226,1.244806028478684,1.3273274240844795,1.1958832676381488,1.2724837057559222,1.299080691399892,1.329432115895942,1.3501835399504512,1.3783827054429239,1.213537036310795,1.2850885025593188,1.1355685951471304,1.1647841331305842,1.2197086863200617,1.2943296993425064,1.284882810272012,1.3813746605677188,1.2724043781333987,1.3077784645325659,1.208339945879534,1.2615582269983867,1.2478281511313396,1.3493658058507854,1.1764510511267479,1.2413513207155318,1.255677422878341,1.3227814598321541,1.2472025273565015,1.309509867097473,1.2941144001485316,1.3676466000209884,1.2582199757363732,1.3311467107930306,1.3006648629860815,1.3994385153597884,1.1939590647833371,1.267604394188383,1.284530431957852,1.2934867654987852,1.2937919081095874,1.2873053428795898,1.2044708274716387,1.2594164106867285,1.1925332823615733,1.2697213832783996,1.1992246863116998,1.2108301966875374,1.208648878665662,1.2387176550121706,1.2634251164016477,1.3353528736738176,1.2381795419736068,1.2874599240363032,1.2393836519749704,1.316473084161578,1.1829841856146444,1.24847529477449,1.207115937536416,1.2691328505046244,1.189843645821009,1.2646557522064512,1.23502403042104,1.3223882843082395,1.2216306198057476,1.2273073655172015,1.1649691794216213,1.226673082149517,1.2181459517403073,1.2728210068435106
