Attacker,Fast Move,Charged Move,Level,IV,Terrakion,Terrakion,Arceus,Arceus,Arceus (Dark),Arceus (Dark),Arceus (Ice),Arceus (Ice),Arceus (Rock),Arceus (Rock),Arceus (Steel),Arceus (Steel),Cobalion,Cobalion,Glastrier,Glastrier,Kyurem,Kyurem,Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Melmetal,Melmetal,Meloetta (Pirouette),Meloetta (Pirouette),Meltan,Meltan,Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Darkrai,Darkrai,Dialga,Dialga,Regice,Regice,Regigigas,Regigigas,Regirock,Regirock,Registeel,Registeel,Stakataka,Stakataka,Mega Aggron,Mega Aggron,Mega Glalie,Mega Glalie,Mega Lucario,Mega Lucario,Mega Sharpedo,Mega Sharpedo,Mega Tyranitar,Mega Tyranitar,Mega Absol,Mega Absol,Mega Gyarados,Mega Gyarados,Mega Houndoom,Mega Houndoom,Mega Kangaskhan,Mega Kangaskhan,Mega Lopunny,Mega Lopunny,Mega Steelix,Mega Steelix,Absol,Absol,Aggron,Aggron,Boldore,Boldore,Chansey,Chansey,Cinccino,Cinccino,Cloyster,Cloyster,Crawdaunt,Crawdaunt,Cryogonal,Cryogonal,Delcatty,Delcatty,Dewgong,Dewgong,Excadrill,Excadrill,Glaceon,Glaceon,Glalie,Glalie,Herdier,Herdier,Kangaskhan,Kangaskhan,Lairon,Lairon,Lapras,Lapras,Lickitung,Lickitung,Lopunny,Lopunny,Mightyena,Mightyena,Miltank,Miltank,Nosepass,Nosepass,Piloswine,Piloswine,Porygon,Porygon,Porygon2,Porygon2,Raticate,Raticate,Sharpedo,Sharpedo,Slaking,Slaking,Snorlax,Snorlax,Spinda,Spinda,Stantler,Stantler,Stunfisk (Galarian),Stunfisk (Galarian),Sudowoodo,Sudowoodo,Tauros,Tauros,Tyranitar,Tyranitar,Umbreon,Umbreon,Ursaring,Ursaring,Walrein,Walrein,Zangoose,Zangoose
(Boss weights),,,,,3.125,0.0,0.625,0.0,0.625,0.0,0.625,0.0,0.625,0.0,0.625,0.0,3.125,0.0,3.125,0.0,1.0416666666666665,0.0,1.0416666666666665,0.0,1.0416666666666665,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0
(Raid tier),,,,,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Ultra Beast Tier,Ultra Beast Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3
(Boss moveset),,,,,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random
(Weather),,,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Shadow Breloom,Counter,Dynamic Punch,30,15/15/15,1.372143248135027,1.2422905234127313,1.4685953316862992,1.2499119322187544,1.4653509993884855,1.2384303971746056,1.4734401666250898,1.2423136327861233,1.4760770011647035,1.2411748596709793,1.4221400479582795,1.2495848545937114,1.254552728100761,1.2294607992284308,1.6617159753912212,1.2567160068681704,1.4540944314405484,1.2725331316672857,1.424068054460446,1.2931310768914042,1.473533694284948,1.2152280677847587,1.2831903144493966,1.1813490771338946,1.4527392220051258,1.3362197637136752,1.2293220473399111,1.2041309026923137,1.3450225818833288,1.2668652194488772,1.371192077354066,1.1689274194144972,1.2553068316226461,1.2275799932233873,1.3056281338794724,1.1765074842004097,1.1881320724674895,1.1475246369671877,1.1927939677591677,1.1310572334580575,1.2150523046554595,1.1888043110286948,1.2458076430151908,1.209628977504215,1.2438690430883057,1.2182328679412693,1.5194060436695778,1.292516751888457,1.630289261303696,1.2684976856508479,1.2627522374201459,1.16865364586927,1.292127881903775,1.252650055994638,1.3568029098199463,1.2833708144254052,1.3229451293673071,1.1684518247304987,1.5033289032006283,1.332738843771116,1.1981391772943217,1.1232063936542633,1.2867882375964685,1.1346165899830798,1.1902730423375785,1.176723741965776,1.245577601966343,1.2067875675038704,1.2343305102636182,1.2272984426333446,1.1606380067361242,1.1437788565218785,1.2600816792650573,1.2413192039038097,1.215169406889805,1.18595333345875,1.4050931282629358,1.294113876761909,1.1819430791693395,1.1586533735312932,1.2997524808829828,1.2291539130716043,1.3062691747525685,1.284674973223349,1.2732899979289496,1.2226282503578962,1.1458590075846928,1.1154345645346702,1.6288577853584179,1.4192311945311455,1.4163913944090918,1.2937890804935481,1.1932707551107395,1.2211175517201154,1.165191479298274,1.1416712973865468,1.2238893078242168,1.2236310503355625,1.2220841329442882,1.1916791948958068,1.1924112370893216,1.1923777698892797,1.3183740088278983,1.2208237657430352,1.2769320588898152,1.2888662765899657,1.2346754022204243,1.224564469112786,1.1562977267976002,1.2121305490817933,1.336035144598419,1.229009804280285,1.2474519980412209,1.1799435953855728,1.2203293205028323,1.1730552908135092,1.235621268635206,1.1476013642449099,1.184932219455203,1.1994593525417023,1.4048282996770527,1.1556261004352877,1.2144045575754312,1.1779226128228026,1.1412082450712677,1.153672760521415,1.2129573462973184,1.206332364567776,1.1441598939324233,1.1620839663922267,1.1694527807504431,1.1444108414761767,1.194513834040262,1.2059726251507095,1.2471298413119383,1.2402380682656071,1.1781995109820385,1.222267073106731,1.3856798983606227,1.2146986734929321,1.2063129470048275,1.1571443155771144,1.1821024134538445,1.1762060861115773
Sneasler,Rock Smash,Close Combat,35,15/15/15,1.7327079384856525,1.5491920489214053,1.8935317530304858,1.6036983349256113,1.8221704581991542,1.6047913563919864,1.835190512693121,1.606032845658666,1.8278649018421822,1.6070056394554695,1.8043047388789317,1.609638379666994,1.4833165077170514,1.4852128867900258,1.5917833370622694,1.5633580029344514,1.6151427623268435,1.532073120071654,1.6952825042327702,1.5447367823156328,1.6401279825135529,1.489842471942745,1.5013696278420925,1.4894949830446365,1.7053347650901338,1.5375018298100431,1.555237059402453,1.575107180057923,1.5479844489963355,1.543801251855401,1.502730285160668,1.4510907263483495,1.7015216083147242,1.4921720299489616,1.5827488457313421,1.5233101174419044,1.6131663063668227,1.4752604935387545,1.5321783762447807,1.4888624345261043,1.5784436354388254,1.5439376369512896,1.5563823992907588,1.5510008327650706,1.495162864784421,1.4963208361373592,1.6420210643019002,1.548698572144674,1.4027978980471503,1.3982077269208613,1.4722663791854826,1.4361204221252357,1.5676393816821517,1.5031284193666503,1.5777172461323101,1.582481725932808,1.546268360927066,1.515135347860914,1.6411536998883969,1.5384313228132893,1.6365714858745746,1.50690285355729,1.562307489664458,1.3516743064187555,1.568775412392824,1.4977714106344495,1.5327961693514707,1.5292091239542853,1.505239559756809,1.5004169227780813,1.5118487267965068,1.4981006345941412,1.6098603456885099,1.638089827555801,1.5141063349989243,1.4938133338350008,1.5367930313378755,1.5361074329657283,1.4928721509334277,1.5096474364214592,1.5299053121787194,1.5703858367296963,1.5706220342243116,1.6347264850406371,1.4826604958658398,1.5295936560390562,1.5164257072293963,1.5111908623366923,1.6664410606959539,1.6242200728302048,1.6167040673100113,1.6026677517111672,1.5434837911126742,1.567741266356828,1.507945186005472,1.509465933235925,1.5293244073638634,1.58560901145207,1.4641923315030465,1.4820793451869958,1.4991144892623938,1.555864820373275,1.5220282988900085,1.5570120982746574,1.539326390087319,1.5835176849000874,1.5532176798510584,1.5999120227076198,1.5439388483873675,1.6237232582686,1.5695714544792183,1.556949099829304,1.5204494906399595,1.5347388847847319,1.4894626232823864,1.4856173222090037,1.5374440594513121,1.5137412323736341,1.5066385071887722,1.5214991746325164,1.64183521690218,1.4414625672516783,1.5154705190966151,1.5009723012281253,1.482773314575719,1.5557726827386182,1.5607868987673807,1.532755979977649,1.5091817828700829,1.5351196735742965,1.4424144946834816,1.4876662030182612,1.573211156191711,1.5343408809275552,1.5480283992290886,1.5298864945767392,1.5029985387632414,1.5725018131096522,1.5134728407799707,1.4670604394408384,1.533040026739293,1.485739369895577,1.4991390545318175,1.5134767052059634
Sneasler,Poison Jab,Close Combat,35,15/15/15,2.582960116530759,2.190474549404022,2.2963693737252275,1.895054197168522,2.213869285199914,1.8976900168637652,2.2311583047825754,1.89946872180882,2.7078735305885515,2.2154931033900787,3.4218175931651884,2.6496120130947767,2.4690856501585223,2.4884772700690156,1.8429791363784305,1.7826688515999733,1.9144752340732483,1.7659227612219037,2.111587195530918,1.8358025362541435,2.0044322903726584,1.7765786586153396,2.451254687758593,2.3608087540892972,2.0364186345241797,1.8011354606415049,2.6337707597108824,2.65951984898505,2.3676704394058543,2.391992387168866,1.6881254067070068,1.6490139583235068,2.87393373554469,2.3237048919375374,1.802619111311115,1.7033809736187244,1.9345921841722111,1.7514017231682546,2.064789936881668,1.9898774786349809,2.4299836795327194,2.375102529251364,2.931380405476837,2.9288684472300828,2.534471754894165,2.5751566097714784,1.8746215471096588,1.796460198295969,2.3031583662001722,2.3213477875557027,1.7930122012336873,1.7060224413484644,2.6805984467108774,2.5539503521345415,1.8210834579089419,1.7998337363284627,1.8177917047224985,1.734204138025387,1.9568855194874721,1.804708579372542,1.9332510218727732,1.7754341098115654,1.8889270821153175,1.5906913231102513,2.809143375067393,2.6272780049400093,1.77992214452025,1.799376984594602,2.891661239526037,2.9078547749181984,2.1876979867656297,2.1501502807297364,1.9035020886395004,1.937814688320814,1.7638954301077465,1.7645845414935026,1.7848043875534092,1.7822456488150644,1.7980837041039202,1.7986165126664135,1.7728647561556363,1.8116390219973446,1.7966878679785736,1.87219420674509,1.8189393175775777,1.8626793168191649,2.795193933472272,2.7408409284397037,1.9927189783640282,1.8900806591910924,1.9251754668379113,1.9206022329932089,1.775527958065062,1.82083634800767,1.7369401243767628,1.7659572171305524,2.966518471796185,3.1439842523254833,1.6660859529261993,1.699488962396288,1.7658812479575856,1.840157891556357,1.758267305615306,1.8000369089649457,1.8256057159276133,1.8923888136317257,1.7718029740031052,1.8246516261748849,2.195069715807477,2.325629016218223,2.1445584494506074,2.125860439737004,1.7636404149472062,1.7992808859210954,1.7912249525381099,1.7944573525207728,1.7530515238321736,1.741999385218231,1.7619944435135915,1.808190071031809,1.9195810510222444,1.6717809727760966,1.7682949405641148,1.749545728645298,1.7289838324593632,1.812055409222357,1.8283453776881382,1.807087985140166,2.67118502290414,2.728698034518415,2.0682108920487807,2.1280668975614008,1.8425928648082157,1.803180454500795,2.5036005461346496,2.519095795564473,1.805068360714925,1.876782522318479,1.7831789115705492,1.7160375517157813,1.8470679622150539,1.7639575210711005,1.739846799756605,1.7764189308427534
