Attacker,Fast Move,Charged Move,Level,Arceus (Ground),Arceus (Ground),Arceus (Rock),Arceus (Rock),Arceus (Water),Arceus (Water),Keldeo,Keldeo,Manaphy,Manaphy,Phione,Phione,Urshifu (Rapid Strike),Urshifu (Rapid Strike),Groudon,Groudon,Kyogre,Kyogre,Regirock,Regirock,Suicune,Suicune,Tapu Fini,Tapu Fini,Terrakion,Terrakion,Mega Sharpedo,Mega Sharpedo,Mega Swampert,Mega Swampert,Mega Blastoise,Mega Blastoise,Mega Gyarados,Mega Gyarados,Mega Slowbro,Mega Slowbro,Alomomola,Alomomola,Azumarill,Azumarill,Blastoise,Blastoise,Boldore,Boldore,Brionne,Brionne,Claydol,Claydol,Cloyster,Cloyster,Corsola,Corsola,Crawdaunt,Crawdaunt,Dewgong,Dewgong,Donphan,Donphan,Feraligatr,Feraligatr,Floatzel,Floatzel,Golem,Golem,Golurk,Golurk,Graveler,Graveler,Hippowdon,Hippowdon,Kabutops,Kabutops,Lapras,Lapras,Lumineon,Lumineon,Marowak,Marowak,Nosepass,Nosepass,Octillery,Octillery,Omastar,Omastar,Onix,Onix,Piloswine,Piloswine,Politoed,Politoed,Poliwrath,Poliwrath,Quagsire,Quagsire,Rhydon,Rhydon,Sharpedo,Sharpedo,Slowbro,Slowbro,Slowking,Slowking,Starmie,Starmie,Stunfisk,Stunfisk,Sudowoodo,Sudowoodo,Vaporeon,Vaporeon,Walrein,Walrein,Whiscash,Whiscash
Shadow Exeggutor,Bullet Seed or Confusion,Seed Bomb or Solar Beam,35,1.3609323715393031,1.3711616882755644,1.3762194092827005,1.3727443037974685,1.3717176767054062,1.3729303650056666,1.1467343315415,1.1519528967764014,1.2856772600108246,1.3327717768308394,1.2586547324503954,1.3379639062727406,1.0566621888037218,1.1033778485590804,1.3129204112976376,1.2551101735014534,1.4244689913475685,1.3935025802409162,1.2519319557536117,1.2797518593696937,1.2897032326624591,1.339923432460141,1.281222324885463,1.3160502076532783,1.1070756956620893,1.1131920636760269,1.3422238162303068,1.3854238652168969,1.3822115935256578,1.313688570027992,1.3273349109853079,1.34458873734882,1.2999410064145513,1.346596657386077,1.2846555525470933,1.3523640067561469,1.267517836123856,1.3015686180306998,1.3128753277509937,1.3105810707942147,1.2769395364936516,1.2877247911389418,1.245391717687261,1.2723568776491463,1.2664365170694285,1.3269658611430764,1.3096497191312748,1.344534688182046,1.3027045370145087,1.363915175884545,1.3104142070869151,1.3833286220256404,1.2947108944992853,1.343853764505926,1.308630538829705,1.3455303381194996,1.291728008036441,1.314659577047647,1.3042074246655133,1.336662498072739,1.303236149226965,1.365758226231557,1.2611414353269152,1.3162461081510624,1.2951456911306787,1.3613923659084817,1.284247579935465,1.3379444504485032,1.283049031446113,1.3316638038061872,1.3363209442143322,1.3689029880726447,1.298458221425053,1.3178442980214307,1.2972955088999594,1.3329709699679544,1.2665912453224262,1.2966930641371508,1.2331890684977593,1.2991481747694564,1.2514297293646146,1.307177916873058,1.2693844408929216,1.3110532556580916,1.2128310272152478,1.2742600568129754,1.2576389595414927,1.3336611614157652,1.217159115387377,1.2785237308824584,1.136039719119166,1.1787099966148478,1.2264464254500962,1.2408145429120783,1.2127927693043064,1.231651675140138,1.2799937048629932,1.2882648154300802,1.2603702311259108,1.2957910378287414,1.232454171988815,1.238573203990748,1.272072371006191,1.2901214624392034,1.2633439109202502,1.3291941398901705,1.2638737164081277,1.3011251911732578,1.2541752776102282,1.2683054651887156,1.3200522534291315,1.3342223673706366,1.1947076703021633,1.2413195065260145
Shiftry,Razor Leaf or Snarl,Leaf Blade,35,1.6022653519825623,1.6311410880365207,1.599768776371308,1.6359932489451479,1.6044389796528469,1.6337259087984084,1.574864667099026,1.578710522783008,1.5715698680469268,1.6715294664705032,1.5724372968515015,1.6649420268762432,1.6684132358334398,1.6121866762302473,1.4962122700755975,1.4771879465457696,1.6417706859287107,1.6656951161988438,1.6361533017583971,1.620044381190878,1.5634747630255077,1.6466755450498474,1.6758514743542607,1.6871373261163563,1.5737927089603296,1.5461886727556182,1.5604984385524463,1.6728045697490312,1.5987300540139364,1.592788062874238,1.545429965910453,1.6595477211848557,1.5536988444197675,1.6546979982221843,1.515762193942676,1.6168594231488287,1.568089552955872,1.6254173773090874,1.601793115114607,1.6754947982745496,1.594376878176183,1.6535581113610978,1.5697074575862786,1.6454771475197967,1.5729519425721958,1.6743821579264617,1.5218218898708362,1.596608107624602,1.5526052938238721,1.623957946498316,1.5967342323616953,1.7055155556294583,1.6017356460272616,1.6963182242832862,1.6194316540882217,1.667493120453369,1.563867190882796,1.672454405320678,1.5747091977455332,1.6617186027786819,1.6159144634948237,1.6828383555688395,1.5469041074475984,1.635683858108724,1.5068566597240838,1.608242426742004,1.5622269225424958,1.6426332772382704,1.5752478783652784,1.6569669552203268,1.5868369651045202,1.6618504716915787,1.6266368038065853,1.6747674321347916,1.5740024766748277,1.642035410778262,1.602723870855452,1.6863806457227395,1.5681918977197997,1.6628484913364632,1.622270004953393,1.7042824334669249,1.5864566685569934,1.6715600350569677,1.5867085127829195,1.6702212957023734,1.5592634042120255,1.641276946903155,1.5673691390823579,1.6547713075321318,1.5394543829041134,1.6286748431112152,1.5661597622793217,1.6501136165006116,1.513695157809354,1.582352003939802,1.5577841117736548,1.6337804046374176,1.5061943892439624,1.582854431852767,1.4802706528118204,1.517278282183174,1.5285493490276894,1.6082290584259655,1.5599027115359037,1.6642122864689228,1.5642888354817568,1.6509449421018136,1.5945654645954257,1.6680938584608083,1.6041439872269396,1.6515440162566224,1.5838369390309315,1.6919363490076882
Shadow Victreebel,Razor Leaf or Acid,Leaf Blade,35,1.4597191152349052,1.391173589886665,1.463935864978903,1.3907713080168778,1.4613755398405264,1.3923536455808658,1.178682917329229,1.2371932438488054,1.2949181677503945,1.3996611603637668,1.293356134478242,1.3802187939649737,1.1693483189778315,1.2354808839828262,1.2879036302156939,1.2098098982445495,1.3424240184172176,1.361084123598116,1.2752761510723294,1.3287189338144751,1.271460539446929,1.3497498271440103,1.2666130615350677,1.3324418682720498,1.2260925156741278,1.2283581140949382,1.263456003918927,1.3522660671641138,1.2967376315415735,1.2853896654251251,1.4661682847355204,1.4015904738809402,1.2896905372687304,1.3519327740065186,1.433641485836589,1.396825642414162,1.3119820317567081,1.3625117105863702,1.2831557134399052,1.3387993741013278,1.288346260954389,1.3346968957976055,1.290592861132712,1.3510837540935128,1.290262480135898,1.3667050249328732,1.280847257504741,1.3373644853125335,1.2982802115480656,1.3550281082327027,1.3211227323367531,1.3891152164153044,1.2914579651745213,1.3676260369415711,1.3302091563814038,1.3440863144702067,1.304951764033462,1.3308796785423558,1.2649598273174243,1.328122590923886,1.3061299350596418,1.3740591799581556,1.304665007881401,1.3305629013978089,1.2753799517456128,1.34887509537459,1.277732318475861,1.338191474579673,1.3160002721134711,1.3601336757427847,1.2949838613600786,1.3636942939864518,1.3226304099328086,1.3558915643615883,1.2981557280195108,1.364988136538516,1.2836393699416935,1.3453398311722218,1.2705653856153174,1.3479178455091834,1.2952672580717792,1.364130679515468,1.3041320822807652,1.3640769191112028,1.3071107853019335,1.374072207458994,1.2930556968607634,1.3508325702852104,1.3338209951892008,1.3588533065268902,1.2709597340485552,1.3332118150491716,1.2700227233001222,1.333053661947212,1.299743623169513,1.3155318008661772,1.2773182716351617,1.3456554811408186,1.3083856991961618,1.3782247524929732,1.3385404080505403,1.3274588324645287,1.3077688808166188,1.3604753713292759,1.2977464039371427,1.3840329108632452,1.2697727769281189,1.3333060228679632,1.2940740228021081,1.3555586318735107,1.3078416430800495,1.330484795703607,1.2951188986232791,1.3712676559985697
Kartana,Razor Leaf,Leaf Blade,40,1.0,1.0371832628958002,1.0,1.0392742616033757,1.0,1.0385611233749892,1.0,0.9861897099725647,1.0,1.0539856536289,1.0,1.0538131276378984,1.0,1.003341174658943,1.0,0.934817090136811,1.0,1.0422219640807935,1.0,1.0072819372182429,1.0,1.0476861139589302,1.0,1.0446350641503162,1.0,0.9843333495339821,1.0,1.0352134853083967,1.0,1.0020249499489182,1.0,1.0323056296531674,1.0,1.0396111228267804,1.0,1.0534612359622997,1.0,1.0391433856206012,1.0,1.0385900363697878,1.0,1.030790289337466,1.0,1.0428134891515064,1.0,1.0517617403693353,1.0,1.0459766002361444,0.9999999999999999,1.0411507087884646,0.9999999999999999,1.0556876569281164,1.0,1.04802854473622,0.9999999999999999,1.039043129989374,0.9999999999999999,1.03953270866169,1.0,1.032129580456718,1.0,1.0476727440697768,0.9999999999999999,1.0329976681474147,1.0,1.046264409296187,1.0,1.044788562782727,1.0,1.0312505314716236,1.0,1.0484574784933576,0.9999999999999999,1.0349525570848397,1.0,1.0452607598287125,1.0,1.0379427377947958,0.9999999999999999,1.0519353408065575,1.0,1.0517629576259737,1.0,1.0486415425065732,1.0,1.0457940071474388,1.0,1.0364115259832016,1.0,1.0336307173116968,1.0,1.0412554574729405,1.0,1.0323195245586436,1.0,1.0021437158707398,0.9999999999999999,1.035427632154161,1.0,1.0402277243675815,1.0,0.9989125556667933,1.0,1.0422891871359838,1.0,1.061926387595721,1.0,1.03753368290729,1.0,1.0552056243881698,1.0,1.0296737789389652,1.0,1.0436617200071518
Shaymin (Sky),Hidden Power Grass,Grass Knot,40,1.2127286550673722,1.2692562504530536,1.21393417721519,1.2730835443037976,1.2107729958974653,1.2713195839026608,1.1010718857361108,1.1622576723308269,1.2034524290494957,1.2841240862001937,1.2172342696356668,1.2906757871246302,1.1013597709603495,1.1618028159881995,1.145207055757208,1.1519352085177157,1.3199586739040137,1.313099738807809,1.2049998833438322,1.2491296153716536,1.2108264049019575,1.280825417153445,1.2259312426266302,1.2864783986239574,1.1164820415808343,1.1584012202827139,1.1916294164472476,1.2597295240427933,1.1323226908927648,1.2031043124103777,1.2062543030039496,1.269502537901277,1.1976231724668127,1.2593582245333232,1.2183292719091272,1.3107182918810196,1.2232698359316823,1.28014124768791,1.2188319377484564,1.2906728410724857,1.209631995468777,1.2482732579178402,1.192173313034621,1.2626529248765102,1.2169762726724753,1.2866896816263904,1.212716018462199,1.276381981466242,1.2285474638562701,1.275467083274641,1.2149021433678644,1.2964133091670962,1.2229551005706696,1.2813615028758596,1.2639202971600867,1.2806855025474757,1.1897829814503698,1.2577982922562654,1.2050519932160417,1.261473626505405,1.2146020704833844,1.2653180447246148,1.2145304378411474,1.2734520537237992,1.2056069948239951,1.2687191965850741,1.2073304410924643,1.2695959611554555,1.2123760608173608,1.2744519464616744,1.2113122861457049,1.2877664953523487,1.2745741289740993,1.2931888516119439,1.2196772760358077,1.2668191743787043,1.2052127752153858,1.2640414237229136,1.2114499380629768,1.2827998593035526,1.2374138785067772,1.2963930292250192,1.2028535340516575,1.2790251069753056,1.2303789058920553,1.2877760469165216,1.2013994867794846,1.271882524502323,1.1988673081065555,1.2499012709126158,1.1931446327977848,1.2633040821463601,1.2084600594301695,1.274217794091942,1.17288778806182,1.2220773765552804,1.201024708412751,1.263906132512634,1.2096961884813007,1.2773510929695473,1.1960506783581317,1.2247557565505576,1.2183704298774898,1.27518970319854,1.2012180059665192,1.2767970813460772,1.204118418177846,1.2625628140703518,1.2024997280754663,1.2627087638805115,1.2581464547499819,1.2689055809565282,1.2039692472733774,1.2799392097264437
Shaymin (Sky),Hidden Power Water,Grass Knot,40,1.276837205852356,1.3413520297641424,1.2777805907172997,1.3464523206751056,1.5232918913715032,1.6184389424952668,1.383207186493748,1.4961475265702493,1.4993768247410106,1.6386898454830277,1.5270484645611992,1.645742977732499,1.3636024711319672,1.4747932787479814,1.2114919364346766,1.218738848636999,1.6862701614322624,1.6641990692828126,1.2599669733427694,1.3110429320620403,1.5181933057899093,1.6347323031229883,1.5450522889817477,1.646334016452406,1.1803263059903768,1.229049757177199,1.4851465661275225,1.606572075894224,1.448979965823243,1.5711550002977868,1.5020473239844911,1.6456777631905364,1.471094477826687,1.58551800905992,1.4900707848218775,1.6498304516561586,1.5677292272214083,1.648694419755459,1.5421212890129408,1.622367419436691,1.5435658207334917,1.6102676253559685,1.2711740030448069,1.3437345979869226,1.5616636528028933,1.6645076442544797,1.28055386597016,1.3549393538230348,1.490485459271875,1.5764812846550817,1.5466170039408702,1.6649761386122148,1.5403126864243666,1.63715768265367,1.6062719668691932,1.6270422944536775,1.2597641027417426,1.3312607166981312,1.5164288283966902,1.6154986038065544,1.5520202157432819,1.6559519604380077,1.286570352904394,1.3499472402068704,1.264986699111212,1.3402965376446085,1.265597258032144,1.3324790415463712,1.2642221806493308,1.328151839316995,1.545957028273789,1.6259852882097885,1.6345919723427784,1.630103249909389,1.566383393044514,1.6385378165559095,1.2794099730223654,1.3440953789922547,1.2731116854516813,1.3601905519276942,1.5833633538974197,1.6589814022605485,1.5131592514306336,1.6348791050162397,1.2794946394208742,1.3377050306973335,1.2698816427578254,1.348289076542205,1.5198176204494867,1.6091853952753643,1.4967146663889106,1.6049527380673385,1.5068344694983393,1.6149798986191224,1.2557974478193485,1.3182548994046843,1.4570794061587422,1.5640267893052615,1.5196125821293662,1.6313622285478993,1.5243035177961128,1.571003210549936,1.5036368875577406,1.6049283537517138,1.2727782317061584,1.352841697227659,1.2695451897166996,1.336810865923822,1.5565751352206543,1.6473089359345798,1.617760722839103,1.6041621307787213,1.5709815841230108,1.6871446450920793
Shaymin (Sky),Hidden Power Ice,Grass Knot,40,1.276837205852356,1.3413520297641424,1.3979527426160339,1.484038818565401,1.5232918913715032,1.6184389424952668,1.383207186493748,1.4961475265702493,1.4993768247410106,1.6386898454830277,1.5270484645611992,1.645742977732499,1.3636024711319672,1.4747932787479814,1.2114919364346766,1.218738848636999,1.6862701614322624,1.6641990692828126,1.3908707475586455,1.4563472620797462,1.5181933057899093,1.6347323031229883,1.5450522889817477,1.646334016452406,1.293600619114024,1.360789071291578,1.4851465661275225,1.606572075894224,1.448979965823243,1.5711550002977868,1.5020473239844911,1.6456777631905364,1.471094477826687,1.58551800905992,1.4900707848218775,1.6498304516561586,1.5677292272214083,1.648694419755459,1.5421212890129408,1.622367419436691,1.5435658207334917,1.6102676253559685,1.414203257286179,1.4890419810959115,1.5616636528028933,1.6645076442544797,1.28055386597016,1.3549393538230348,1.558559885262066,1.6575597700119091,1.6520228138146626,1.7890886113836277,1.5403126864243666,1.63715768265367,1.7053011107175615,1.7293318439001353,1.2597641027417426,1.3312607166981312,1.5164288283966902,1.6154986038065544,1.5520202157432819,1.6559519604380077,1.4283574117739013,1.5044227036462878,1.264986699111212,1.3402965376446085,1.4162202220129378,1.5033734232912879,1.2642221806493308,1.328151839316995,1.6278138723038775,1.7283859974787705,1.7410759923050472,1.728148843433733,1.566383393044514,1.6385378165559095,1.2794099730223654,1.3440953789922547,1.4420927067243725,1.535510559880102,1.5833633538974197,1.6589814022605485,1.58918904985307,1.6971954425942157,1.4362343077064053,1.5102171721799689,1.4040650682221543,1.4989995591277512,1.5198176204494867,1.6091853952753643,1.4967146663889106,1.6049527380673385,1.5068344694983393,1.6149798986191224,1.384492822897203,1.4457480554469213,1.4570794061587422,1.5640267893052615,1.5196125821293662,1.6313622285478993,1.5243035177961128,1.571003210549936,1.5036368875577406,1.6049283537517138,1.2727782317061584,1.352841697227659,1.4079910421673587,1.4920708615541476,1.5565751352206543,1.6473089359345798,1.7306408302489296,1.7065189781551637,1.5709815841230108,1.6871446450920793
Shaymin (Sky),Hidden Power Grass,Solar Beam,40,1.3150032788432848,1.3545584350561448,1.3252523206751055,1.3627189873417722,1.3240478792311083,1.3568681564604366,1.1739086864530963,1.2148819866850955,1.2690916505949703,1.3373550688732534,1.2685999126764664,1.3513195556202398,1.1665035589892592,1.2126336520518135,1.2660135537694162,1.22512116176963,1.5178751205637808,1.3917337247696087,1.273790729204742,1.3124557678697806,1.2643538592015586,1.3320095232580715,1.2861139263574195,1.3273712277919696,1.1977145869395354,1.23466888989416,1.3152680703657373,1.333318753991095,1.2067189855092384,1.2661847102534853,1.2631361825839487,1.3115946270636998,1.2897839660239658,1.321181366569056,1.299854304464988,1.3598911796180972,1.3000912825193975,1.324941747339595,1.3119766556711494,1.3334073416222616,1.2483519249830866,1.265941880772196,1.2634415079460697,1.3052254580900955,1.2656474327360403,1.33913091128281,1.2681741743890658,1.327517979176357,1.3154588877079305,1.3738138838022307,1.2525815194798715,1.3658690699878613,1.273707551523474,1.324718886124962,1.2932094560844254,1.369733627587209,1.2376119299582589,1.289225280149644,1.263024000822298,1.308061946447844,1.2716762220471156,1.3159525038719668,1.3038833813165196,1.336047314461394,1.282081949972161,1.3391829748623512,1.2701980824751817,1.2910407435426348,1.2932958043504141,1.3439004064694977,1.3008852009364567,1.3685843711471595,1.3165153387916693,1.3396094904417162,1.2528287974892944,1.3117207218278237,1.2217648594552257,1.2943608041075625,1.2629264861062257,1.3199850127697317,1.2656144458954384,1.3350182374926824,1.2720523792339022,1.3239160694952827,1.2340786218271786,1.3004329698524695,1.270729474005494,1.3490690812900599,1.2367703022905148,1.301545558986142,1.2514213299308214,1.289499952260674,1.2803356056633455,1.3406397482957524,1.240994220657889,1.255449818218688,1.302288981761589,1.3319285851679576,1.2588753423921801,1.3265750040281434,1.2249024752304347,1.261521731625643,1.2838780660315576,1.3020232097169953,1.248703137172934,1.307598761092215,1.302254023741898,1.3243755006918652,1.2274871206652758,1.2942816742640733,1.2909046374918354,1.3229552217142029,1.3034328625067049,1.3395136778115502
Shaymin (Sky),Hidden Power Flying,Grass Knot,40,1.3736751871637922,1.4503546039511326,1.4845400843881857,1.585875105485232,1.3722953081799036,1.4531941162660686,1.1010718857361108,1.1622576723308269,1.3494774475351228,1.4542909523337628,1.376839858341823,1.4711153155775483,1.1013597709603495,1.1618028159881995,1.2852862530319917,1.2945861950252542,1.4802504206531917,1.4688259023802985,1.4661930426261636,1.5413610923165062,1.3752865322193346,1.4679543728307851,1.3811916324840703,1.4604723432689326,1.2533096056138986,1.3110468485376423,1.334246000157457,1.4211928234645765,1.4080686467195354,1.5240817859875297,1.3644125197554917,1.4503861902492188,1.3359244241451935,1.4163238721147198,1.3643626142678478,1.4924405936126046,1.3916020082154268,1.4600879194792091,1.3732343736784234,1.4511439566945783,1.3719221510722321,1.4207350650576631,1.4890967438090752,1.574679911941557,1.379045427146693,1.464540522768371,1.366302908869727,1.443894235929729,1.375433788784879,1.4358953016352716,1.6520228138146626,1.7890886113836277,1.3614916200488503,1.447531037898315,1.4280576519630548,1.4467663860356554,1.3392711779274986,1.4269186137139096,1.346701385914721,1.4275949497199047,1.3706355460152704,1.4556829606282096,1.564086864765577,1.6805492229329233,1.3806941208009402,1.4531272554801724,1.5536428339843449,1.6594154791496194,1.3506522219765642,1.4205088521913638,1.5790654827046422,1.7189106071730367,1.440201481371337,1.442952334042731,1.3913524346091675,1.4680631835669788,1.3585849795492124,1.4288834740231486,1.5006193702304667,1.6031977855602622,1.4078218579727113,1.4810645292025038,1.5506908284786307,1.6798087333092746,1.6380120040318886,1.7204366352057179,1.3614474175060196,1.444670532777156,1.369103180871688,1.450913692826883,1.1931446327977848,1.2633040821463601,1.493812270582066,1.6144205558468798,1.5766016309622097,1.6650878488970002,1.3335023694196233,1.4208473953870635,1.3718244803695152,1.4612134557888896,1.3724237925915697,1.4027686677943867,1.3706307140175165,1.446180176561504,1.504417884355939,1.6385315522450454,1.4877102905833517,1.5768061321098246,1.3467285006575629,1.4390147432537994,1.4263190362145295,1.4264823281805648,1.5699266940818881,1.6803683175397819
Shaymin (Sky),Hidden Power,Grass Knot,40,1.391114587565345,1.4656766639076058,1.3827746835443038,1.4665063291139242,1.4029857804696382,1.4871510776542758,1.2712084571009359,1.364494092243813,1.3903973838073531,1.5099250665101422,1.4267840683064086,1.5329646339688547,1.2650854339778619,1.3649336729214916,1.3280461790223115,1.3383899278924376,1.5560542378608992,1.526018895952577,1.3675719185273325,1.430277200977838,1.401046332217291,1.496675715351315,1.45517950259127,1.5353985696062102,1.2818800728281472,1.329164158681616,1.3814480785884864,1.4790975970328122,1.4355429110717117,1.5649106410661684,1.3887072452133873,1.492547963686131,1.3773961138976607,1.457902337587456,1.3779393751853428,1.5109942108588301,1.4386965817098658,1.4894064234067597,1.4433519411316924,1.5315169584707773,1.418445853458991,1.4777450872417754,1.384050907418157,1.4671478483729998,1.4196723108115514,1.5315688530878404,1.4187913699953487,1.4950373895309315,1.375414580425401,1.4477084427142692,1.5348276492791697,1.6640283343587354,1.4057494681629392,1.5266143646657586,1.4750656167979002,1.4888337919697754,1.3744565876301158,1.462476401614216,1.392159046134343,1.475699381563394,1.4183354617830068,1.5122951933266309,1.4911480791527167,1.6037413858238994,1.4112243004144929,1.5106613325634628,1.491809606150901,1.5929351098485434,1.3967839589108657,1.4877889079746254,1.5218806710349508,1.628021665950933,1.4844753399068797,1.4941869650474429,1.4321041337782525,1.501035098830669,1.401505526063876,1.4757114263336524,1.4000519965131748,1.4997553105262351,1.4560836673121087,1.5236186787949746,1.4872016291179049,1.6151080063927412,1.530010079721433,1.6172913039494181,1.3703666022314918,1.4598184510688326,1.4200025131040424,1.4858727651324763,1.3856816741747606,1.4643387235372236,1.528246809998252,1.6345219367243489,1.4675183591882848,1.5384492822897202,1.3880602234773636,1.4724150593666392,1.3988309433016455,1.483538321069875,1.3994890737736045,1.4250353850933821,1.3962068092314948,1.4698526907728715,1.4273091758983032,1.5405590286354913,1.3768206976913555,1.4597443740441338,1.407164964254284,1.503050498857917,1.4642299876623848,1.4704260105958342,1.5780976220275345,1.684587877704273
Shaymin (Sky),Hidden Power Steel,Grass Knot,40,1.4000070802785585,1.4796214411064115,1.2777805907172997,1.3464523206751056,1.5232918913715032,1.6184389424952668,1.383207186493748,1.4961475265702493,1.4993768247410106,1.6386898454830277,1.5270484645611992,1.645742977732499,1.3636024711319672,1.4747932787479814,1.3414065926465064,1.350066731328197,1.6862701614322624,1.6641990692828126,1.2599669733427694,1.3110429320620403,1.5181933057899093,1.6347323031229883,1.4413855061528673,1.5293847772083344,1.1803263059903768,1.229049757177199,1.4851465661275225,1.606572075894224,1.4996495278934565,1.6405897094059385,1.5020473239844911,1.6456777631905364,1.471094477826687,1.58551800905992,1.4900707848218775,1.6498304516561586,1.5677292272214083,1.648694419755459,1.4356022160196227,1.5210077814429501,1.5435658207334917,1.6102676253559685,1.2711740030448069,1.3437345979869226,1.5616636528028933,1.6645076442544797,1.423607284697127,1.5036029911624746,1.4008912678797811,1.4678131923012894,1.5466170039408702,1.6649761386122148,1.5403126864243666,1.63715768265367,1.5063437139561706,1.519131042875696,1.384328939847931,1.465160988620815,1.5164288283966902,1.6154986038065544,1.5520202157432819,1.6559519604380077,1.4283574117739013,1.5044227036462878,1.4086775410884045,1.5121460829398057,1.4162202220129378,1.5033734232912879,1.4206193982890865,1.4985884113675403,1.545957028273789,1.6259852882097885,1.5151157495608858,1.518275512764514,1.566383393044514,1.6385378165559095,1.4082064224175441,1.484057088155948,1.2731116854516813,1.3601905519276942,1.5833633538974197,1.6589814022605485,1.5131592514306336,1.6348791050162397,1.4362343077064053,1.5102171721799689,1.2698816427578254,1.348289076542205,1.5198176204494867,1.6091853952753643,1.4967146663889106,1.6049527380673385,1.6172172697080929,1.7446600244712462,1.384492822897203,1.4457480554469213,1.4570794061587422,1.5640267893052615,1.5196125821293662,1.6313622285478993,1.5243035177961128,1.571003210549936,1.5036368875577406,1.6049283537517138,1.5570239610846144,1.6737036122142628,1.2695451897166996,1.336810865923822,1.5565751352206543,1.6473089359345798,1.5088994121489223,1.4950195950359244,1.6955658859288396,1.8151796888968352
Shaymin (Sky),Zen Headbutt,Grass Knot,40,1.4016473448112516,1.4876457568059178,1.4028033755274263,1.4885130801687765,1.4022426288650218,1.4922501110504955,1.1446658132925933,1.2093003908251574,1.399188538148998,1.5145693420641395,1.434114393829137,1.5453500218308835,1.145273220556025,1.2045552631099061,1.3576484791702366,1.3593871092994705,1.5834794179145457,1.5222242169514435,1.4098753334422123,1.4846636024979973,1.4104623003641046,1.5003661481554649,1.4468557872760814,1.5485339582647284,1.1597041263052428,1.2031673514556283,1.5860414461541152,1.7163107849226273,1.4699670602033197,1.598152805838453,1.3874780146113987,1.4864659202087183,1.5777821081264332,1.7124983649967833,1.4851841823643936,1.6610838200595677,1.4481731485262679,1.5178121021403348,1.4518628943584537,1.5311046265753192,1.4231737440803034,1.4910319545619033,1.41626233530114,1.4957120795592695,1.4298098525946628,1.5363910351252124,1.570839743819099,1.6731332069125908,1.4108476008759012,1.4802153897376138,1.6056136616837657,1.7601223831457122,1.6475130286010153,1.795279312945308,1.4956997157362248,1.5136818970293073,1.4143183746990664,1.5157438037999895,1.4216247237592723,1.5083771606735992,1.448672662554683,1.5313425535961742,1.5375766971066789,1.6415200031265063,1.441073969438888,1.5217454065535232,1.5465563292214108,1.6397153046888269,1.4184594976105036,1.5086991275361825,1.5642567221244823,1.6715475085541718,1.5130433166361532,1.5068817783890782,1.4533354760036676,1.5437435601728,1.4615873292141677,1.5295274562701244,1.4597944608420375,1.5563168116961568,1.4669473589408744,1.5545323546629441,1.523044800742383,1.6491725524565655,1.5842802162558416,1.6852950609364978,1.413888606278473,1.501237833621596,1.4255133912543978,1.5049723558555324,1.2457707297172964,1.3129095817167062,1.561964691487502,1.6909106799510574,1.5214009472906618,1.6288184938947552,1.6452690296745762,1.7519890884291884,1.5507993626582166,1.6768175877687668,1.5725480719439362,1.6076224669451444,1.5546406335955851,1.654692152530977,1.4578828358067153,1.568386949664621,1.4104307770737747,1.492134585973345,1.411426763306998,1.509359148035716,1.497550620509471,1.4892771608970172,1.6392633649204362,1.7544251743250492
Shaymin (Sky),Hidden Power Water,Solar Beam,40,1.4036534237361282,1.4526422082377355,1.412524894514768,1.458104641350211,1.7839388048433218,1.8470627777318,1.5782813147002823,1.636982610454904,1.6571392634716389,1.7800896457620272,1.6466574491825547,1.8008344248775046,1.5137466340046075,1.5989860983630473,1.3647539115247913,1.309711962749928,2.3550207334502007,1.8954492012869522,1.3461758812077282,1.3838273073941862,1.6669346076424487,1.768500699939032,1.7222465558969375,1.7486164440934713,1.273047603737116,1.3299530056565187,1.7567859548448612,1.801630553635942,1.6474800368339313,1.7317216197767058,1.6335777857682412,1.742399536181469,1.7068445906085414,1.7535536294402017,1.6744052914555372,1.7871478487345118,1.7143097360013453,1.7421749261332244,1.686490315486763,1.7381586737714623,1.6497427586966442,1.6988152739973883,1.375354588567736,1.411070830093206,1.7085977313825416,1.8835443037974684,1.361680203227307,1.4145908619270815,1.663776875696303,1.7866655568503411,1.8083440030595785,1.8786644274098336,1.7510102090204067,1.828011210787569,1.746078885468036,1.8543261677065452,1.348528673121222,1.403484767133727,1.6976170489781235,1.7681633631987392,1.7059207129853544,1.7623970871939787,1.4307543999062047,1.4740174302723967,1.3266553935619574,1.3960159198234796,1.3883991292399376,1.4192771456361644,1.3661882004796,1.4139356111498493,1.7288569964120963,1.8430326790142268,1.7395146975456073,1.750248599016756,1.6645996199911142,1.7896338869615358,1.3470107040292403,1.4062396658254286,1.3251770175411766,1.4053969322057225,1.750225154230648,1.8132795965236186,1.6106356653090685,1.7011522400371193,1.3367886923852286,1.3984811692476862,1.3772057742960173,1.4392218039588067,1.6430584476197314,1.7108763552811086,1.6550182711420116,1.6962303292277514,1.5304317427023246,1.6596574025520012,1.350540998566028,1.383174727328032,1.638291919492192,1.6645741164950074,1.6812216911040694,1.7546860733659166,1.6598284254496496,1.6883695239410363,1.6850184682285345,1.7090227993119167,1.3051000437038023,1.4306249643719005,1.3810993372660405,1.4017278421090964,1.7053920162956957,1.752795878612888,1.7470426010595834,1.7325821902895713,1.6255855533702843,1.7457178616127302
