Attacker,Fast Move,Charged Move,Level,IV,Terrakion,Terrakion,Arceus,Arceus,Arceus (Dark),Arceus (Dark),Arceus (Ice),Arceus (Ice),Arceus (Rock),Arceus (Rock),Arceus (Steel),Arceus (Steel),Cobalion,Cobalion,Glastrier,Glastrier,Kyurem,Kyurem,Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Melmetal,Melmetal,Meloetta (Pirouette),Meloetta (Pirouette),Meltan,Meltan,Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Darkrai,Darkrai,Dialga,Dialga,Regice,Regice,Regigigas,Regigigas,Regirock,Regirock,Registeel,Registeel,Stakataka,Stakataka,Mega Aggron,Mega Aggron,Mega Glalie,Mega Glalie,Mega Lucario,Mega Lucario,Mega Sharpedo,Mega Sharpedo,Mega Tyranitar,Mega Tyranitar,Mega Absol,Mega Absol,Mega Gyarados,Mega Gyarados,Mega Houndoom,Mega Houndoom,Mega Kangaskhan,Mega Kangaskhan,Mega Lopunny,Mega Lopunny,Mega Steelix,Mega Steelix,Absol,Absol,Aggron,Aggron,Boldore,Boldore,Chansey,Chansey,Cinccino,Cinccino,Cloyster,Cloyster,Crawdaunt,Crawdaunt,Cryogonal,Cryogonal,Delcatty,Delcatty,Dewgong,Dewgong,Excadrill,Excadrill,Glaceon,Glaceon,Glalie,Glalie,Herdier,Herdier,Kangaskhan,Kangaskhan,Lairon,Lairon,Lapras,Lapras,Lickitung,Lickitung,Lopunny,Lopunny,Mightyena,Mightyena,Miltank,Miltank,Nosepass,Nosepass,Piloswine,Piloswine,Porygon,Porygon,Porygon2,Porygon2,Raticate,Raticate,Sharpedo,Sharpedo,Slaking,Slaking,Snorlax,Snorlax,Spinda,Spinda,Stantler,Stantler,Stunfisk (Galarian),Stunfisk (Galarian),Sudowoodo,Sudowoodo,Tauros,Tauros,Tyranitar,Tyranitar,Umbreon,Umbreon,Ursaring,Ursaring,Walrein,Walrein,Zangoose,Zangoose
Shadow Mewtwo,Confusion,Focus Blast,30,15/15/15,1.187831124121297,1.175847780824177,1.691733727165166,1.4738652860175714,1.9867377436691793,2.006059913679411,1.4517573913218726,1.4648051485654017,1.450539518490457,1.4654373854478684,1.7671579244275655,1.7782171003367955,1.4370859669118918,1.4267709736469452,1.4701463325701232,1.4647716893752938,1.7243317520335033,1.4775065937716825,1.6562977596801782,1.532964645383381,1.6249675730739461,1.483214979447129,1.694725145407541,1.72441350070833,1.221596615511411,1.1388170442050158,1.7126844667579493,1.7604442415944015,1.480391027711842,1.4791479978088966,2.538819127090693,2.4502104379529794,2.229018809728002,1.7993976273437746,1.4016642578492973,1.38020492294639,1.59407448330571,1.4164895952856515,1.393660301417529,1.3820848462818016,1.7209349596489703,1.710540463709113,2.049383559229427,2.0566627597511324,1.7722825997599514,1.7832862004899626,1.4919066654553164,1.5036226946488598,1.6198690911193758,1.4684564534608449,2.5773787747771717,2.080733670347213,2.892833447701949,2.281536355950517,4.02985807072408,2.375501563627616,2.2751733190174437,2.076432466588409,2.7653530355975082,2.30753301142106,1.4206939128287444,1.4670144462279295,1.127112464733828,1.04272885852586,1.7156431372228,1.696328146104667,2.002774084679894,1.9955128860707712,1.9528260869565215,1.9818322981366459,1.3901717764731463,1.4306370950206566,1.3923089810173075,1.4389731561787182,1.3979130189543942,1.419722910962526,1.4107937174423641,1.4623151513561035,1.923142869867284,2.057851607731362,1.4160864771509418,1.4668578786266664,1.3963114858496575,1.4753929235550347,1.388226686301205,1.425615663175053,1.6958443651433177,1.6820191090134684,1.4577777057207013,1.51813001078154,1.4322334221840947,1.5082672058988733,1.395160070582304,1.4572472901436855,1.3779328081067854,1.4204531278488424,1.915616693248272,1.9791733120680488,1.3359649844202601,1.3557115052495958,1.40835272274319,1.4393052715692496,1.3955270858853954,1.4090445079624336,2.0172485861814606,2.03621834275879,1.4004934350936502,1.447480749201796,1.402175126377394,1.4835749254492976,1.433290162863463,1.4448086554881892,1.4140985637321928,1.4002734635206675,1.3936788308078543,1.4070026001972562,1.3795576541862484,1.4079559881506558,2.0157766568098796,2.0274656461993388,1.3974079468601275,1.3588240205583026,1.3696645052156753,1.4069260407856405,1.3813811798808309,1.4483869236137206,1.4127324064990068,1.425115455480845,1.6453735632183908,1.6805555555555556,1.3836243260096102,1.4188368851557054,1.3913714345491317,1.41158727944766,2.1772396430529937,2.200533426392143,2.218619454943306,2.170557560601324,1.4009961449826367,1.4100973843229294,1.3766360243924638,1.4150359515791389,1.4317272852647283,1.4520755757826507
Shadow Mewtwo,Psycho Cut,Focus Blast,30,15/15/15,1.266612381207611,1.2674555237172485,1.5612825267892356,1.457498888152319,1.7892705759018048,1.7374883027033565,1.4624438219230538,1.4434541203974285,1.467033345485029,1.4469612080913494,1.6976716464018644,1.6483225713297538,1.3703191379131696,1.408501709667392,1.4571449509275594,1.4731759368984358,1.7242662098299744,1.4237461663461126,1.6940815621403118,1.5179316733190182,1.7177982169936075,1.4807747873531825,1.6009795660633048,1.5962785510294875,1.341182293144257,1.2197308395577635,1.5499695724935343,1.6322493534154876,1.4780636824585307,1.4593704790932203,1.9680895000009606,1.7228558091824326,1.8940750566003337,1.5725777196530124,1.435004749564239,1.3776661128802121,1.6961773830266458,1.3396016602212684,1.4337483322994578,1.3859411362621645,1.5667423263815754,1.569691140448685,1.7247122688897898,1.7243509526411338,1.534159665247201,1.531496111540422,1.46444686714515,1.4787635141273734,1.801439202547338,1.4149435631648,2.234638984967407,1.8098144206465345,1.915122058483434,1.8754734292007718,3.8704017320182826,1.9312773634832812,1.8735072987919685,1.743824346088346,1.96587223473614,1.7886146102373388,1.406772441042104,1.4023428818372639,1.283660614626978,1.1183569189004245,1.4869780368208647,1.510322612333107,1.7470341583145839,1.6766209858866845,1.692639751552795,1.7396894409937886,1.351685148945423,1.3872472276581864,1.4013041741304433,1.437542688505999,1.4237887636752489,1.4104983607327934,1.3860597551534557,1.423127894923305,1.7659882426293756,1.8027522935779816,1.4894486464814687,1.4997571299701618,1.428777033395318,1.490829660952187,1.4200401952339936,1.44950126420494,1.6184183262346035,1.5361114308737194,1.4812295819518642,1.4713235353723684,1.4903642881215722,1.4897310987877488,1.4027098563145954,1.4652886312074616,1.373604966941435,1.381185886055907,1.6478335991493887,1.728628389154705,1.3508868115902302,1.362765792190941,1.4127946602740369,1.4517614985076028,1.3972965155845922,1.4128981216823193,1.6641135972461272,1.7408286206048684,1.3844354522016766,1.4362717478529596,1.435710982474605,1.507327496850532,1.4232960080686754,1.4395823543569701,1.4298168729329546,1.4298285594081968,1.442365282883529,1.411996772168923,1.4024767801857585,1.4328908390315611,1.75714037223865,1.8217777004696467,1.465595457876817,1.3263908860665548,1.3655859411709426,1.3703975190301663,1.3832331311396209,1.4261903483815557,1.4134622287095306,1.4404058290062454,1.5618582375478927,1.5885057471264368,1.413215713604519,1.4105014121703408,1.392792384406165,1.4033056698514539,1.739618126526746,1.818136497332868,1.6806104180283612,1.7923072551081305,1.3966632329046442,1.384110531737519,1.408892327295895,1.4281696550468734,1.4186883313900276,1.4381213876455912
Shadow Mewtwo,Counter,Focus Blast,30,15/15/15,1.2647261332948525,1.2332948525015976,1.3625143701068214,1.2104186421193077,1.216581012494477,1.2059883438644003,1.2164157547176149,1.2080755355811283,1.2192781892741407,1.2120073313364232,1.229025845597988,1.2063551226129674,1.1762546195558319,1.1652074051048251,1.2257171404109894,1.2115039170371005,1.390000971832673,1.2293841518951867,1.3424516123562042,1.247395408287636,1.3349727824727984,1.2285006843926833,1.1658209759987863,1.1795303905348251,1.3107086428291874,1.1933946147203718,1.1923703027536894,1.2241366195040317,1.2259603634984622,1.1913858730002669,1.298931386278024,1.2801427635660925,1.3471902608359176,1.2070390909716653,1.1766047400782855,1.1621320734581704,1.2808582295695041,1.142829317354412,1.1696978317588134,1.1643598729847657,1.1862289499305512,1.187451485233099,1.2462370234591185,1.2515400003525037,1.217394074415087,1.240759770474014,1.2177667242058083,1.222733260652312,1.3177052273195486,1.2300555513389066,1.2617816283091658,1.209180025276041,1.2949080059294755,1.2202474153324714,1.5941207601635794,1.3109117151792158,1.196295506677181,1.1780889828440502,1.3486131570081976,1.2950682687417017,1.180182738609705,1.2026886035313002,1.225058473136011,1.090474908434154,1.206208711597181,1.2016572663495937,1.2764880343628555,1.2541675189200245,1.2053105590062112,1.222919254658385,1.1693737769080235,1.174124809741248,1.1878552005876517,1.2231271827519106,1.1646082797682697,1.1751724462097086,1.1877812914146253,1.212967944260015,1.210530417742941,1.2467043733855883,1.2111041719674014,1.2327311698625278,1.213325012099753,1.2555085717196932,1.2048382465986867,1.2211108332638714,1.1804765741913203,1.171198342350639,1.240930941398682,1.24373576309795,1.2216264795694312,1.2599650724593277,1.1929039576506177,1.2409125283589615,1.1646115018856338,1.1688241898492453,1.1993620414673045,1.2291467304625199,1.1627328965523545,1.17290313148204,1.1870196714376364,1.212484429716327,1.1733445624064245,1.1837995100040832,1.2438529628718957,1.2536513400540938,1.1690826204988987,1.2067134490942306,1.191639158653463,1.2402286753097642,1.2038028217441634,1.2057970682284442,1.2013462819479017,1.1701200201007373,1.199273738007711,1.1857796108670313,1.1794551974519456,1.1771053745239102,1.195164376413289,1.2101582883979822,1.2651705615496656,1.1372378027850192,1.1721360774363312,1.1971995113241236,1.1639513661495517,1.2057007890922755,1.2208609509224473,1.2198559498456605,1.179367816091954,1.2025383141762451,1.1657007666067565,1.1795840516450866,1.1634789734291093,1.1729374433363553,1.2312802233411435,1.228712797248118,1.2596479013328028,1.2613316661456706,1.1973067977868166,1.1896711022376094,1.1511331573677983,1.1797396923637025,1.2040721655947142,1.211368964782287
Shadow Mewtwo,Low Kick,Aura Sphere,30,15/15/15,1.030796347069616,1.0773773938856708,1.0370123603896921,1.035867786625941,0.9919593160882559,1.0376547949255992,0.9924760004568143,1.038175900360749,0.9937287170329255,1.03905902196209,0.995572635968933,1.034122770787792,0.9852226021483094,1.0482471591890306,1.018656643055414,1.082004865240697,1.0356052370480695,1.068274635393242,1.032948747570284,1.043066115825107,1.0409749801220307,1.0487468970331737,0.9719374209407361,1.0426084585468063,1.0351598334261736,1.036601098757737,1.0298037425832953,1.1027993305948578,0.9782013287076703,1.0297147351714258,1.0109147279674058,1.026095842913975,1.0518081411464428,1.0320180228112832,1.0223236106701168,1.061048698513999,1.019493788335954,0.9946400492966725,1.0090059121877466,1.0587820814219806,1.0162066938963084,1.067741712168056,1.0125579427886564,1.078815411459894,0.9740591243156147,1.030628812416764,0.9794676115199418,1.040909572696163,1.0880797741803738,1.0492227511104846,1.0095242450445656,1.0253882865504855,1.032623489670808,1.0337646483449408,1.2983160933365407,1.0943516959345683,0.9645322120361357,0.9989622692397595,1.026653543567149,1.054720682753473,0.9866588467712064,1.035143227558958,0.9660042515719037,0.9425729301631639,0.9695069540516869,1.0242245761671265,1.02624514215586,1.0641491102474945,1.0192857142857141,1.075031055900621,1.0033050663187648,1.0422156990650142,1.0916143665347888,1.1646713146126784,0.9910222211776871,1.0293540464635307,1.0196034693154532,1.0839708178609389,1.0011690567382203,1.0682617796383718,1.0366309686273603,1.1033855311143494,1.048997630995746,1.1411722750082787,1.0284978652070424,1.0869476628416364,0.9847243006791758,1.0183032116956372,1.0443178041326535,1.0835934143435015,1.0411266685049583,1.1078770795673887,1.033665238215276,1.1257373329972271,0.9838113790555518,1.048719400435663,1.0236709197235512,1.094922913343966,1.0061039684932884,1.0580882151374764,1.0458530165221274,1.126230933746974,1.0431383557914795,1.0847880087110384,1.0377673961150724,1.1012539955741332,1.0266096399118987,1.098004063583124,1.0799725717201678,1.1514615127015262,1.0211573506320843,1.081798489415594,1.0274865897696595,1.0563989295188678,1.011700887653546,1.058549269254909,1.0005791032808429,1.066697106710916,1.0018437989215514,1.0538180553139675,1.0596803072612742,1.0199367294115464,1.0074335118879805,1.072032703693262,1.033093563798379,1.1132776853293251,1.013447871551291,1.0744657940704936,1.0403927203065133,1.1034674329501915,1.015671422807468,1.0562300553864212,0.9925552688471999,1.0383220587209707,0.987673862106785,1.0604092925868687,1.0183366961266305,1.0857725425559124,0.9839745972409546,1.0257956946996167,1.0016929098024938,1.0566942750523345,1.0033976504808113,1.060280086759193
Shadow Mewtwo,Counter,Aura Sphere,30,15/15/15,0.96172256694634,1.0043682615597107,0.9882739928338271,0.984073306425221,0.9480547626687813,0.9827241218837309,0.949772264656684,0.9832221528043693,0.9490535956979638,0.9856749986980327,0.9537049162712764,0.9840769357335456,0.9218267537042794,0.9658636410734639,0.9572691736419061,0.9994119529061859,0.9717219292912628,0.9957555773025089,1.0062489004012607,0.9974393922372038,1.0123823403487977,1.003686651495435,0.9271906463536894,0.9819811508363625,0.9767927290648963,0.9791513514968659,0.9739692682184695,1.0249885896850754,0.9425158363414189,0.980635420031743,0.9474529420013408,0.9740866454980109,0.9990158890205584,0.9813074723602478,0.9519773601908785,0.9795459126738927,0.9654799342711033,0.9432698709503775,0.9503120723739231,0.9771045952805227,0.9683584296754979,1.0073749810359733,0.965135185152546,1.0197688457267744,0.9364549251081041,0.9851120501142698,0.9325732109869477,0.9877653614366615,1.0585728691164193,0.9890668314774054,0.947610416389517,0.9666796926965545,0.9765323182960719,0.9837811401729556,1.2072792879480394,1.0495838344960309,0.9224604493579683,0.9545402005080772,0.965469293928805,0.990676213941752,0.9375200642054575,0.9818465242622547,0.9164437115437469,0.890471543073808,0.9404157696117356,0.9805560785533609,0.9665959296379628,1.0069032521988137,0.9557867494824016,0.994782608695652,0.9270058708414872,0.9657860404435746,0.9942008067322191,1.0603631583695248,0.922960316807483,0.9635953418959095,0.9543963469840312,1.0077416645891013,0.9449652623140643,0.9962367506903002,0.9769312022451986,1.0228529132838342,0.9796087322006266,1.0403494918103777,0.9793189038000241,1.0243394181878802,0.9218832738574883,0.9539081385979049,0.9911153624786193,1.024870499922989,0.9914213057998099,1.0458858012398256,0.9724981094025712,1.0292286362490548,0.9340651959043845,0.9852891784778667,0.9574960127591706,1.0210659223817118,0.9444155084660582,0.9775030382777307,0.9662271733765775,1.0367928740980985,0.9629355519259561,1.0014461685041514,0.985910990902385,1.047701008114089,0.9589800064880738,1.0158018747118782,0.9959894114082509,1.059369468497345,0.959083563512166,0.998899726077638,0.9655015250850191,1.0026294569294956,0.9568367255446965,0.9973460055590424,0.9373120698487649,0.9820032518876539,0.9236214993911984,0.9893546703774568,0.991520627881734,0.9552096186137988,0.9402405788929612,0.9881120195470351,0.9544124751731171,0.9964437167856567,0.9626474599794214,1.013591443133689,0.9756609195402298,1.0106130268199234,0.9423119245864358,0.9816601254447419,0.9365280005579188,0.9761489643629262,0.9419462585373148,0.9908395234059524,0.9657279263406178,1.027430447014692,0.937162154986566,0.9697758142794941,0.9352416492218075,0.9795212523891872,0.9510663106029262,0.9962889131279697
Shadow Mewtwo,Low Kick,Focus Blast,30,15/15/15,1.4027706198849699,1.3691191325321075,1.5203044364820302,1.2981295785048377,1.325563696295338,1.3027268771536047,1.32657684892212,1.3067474153046212,1.3227619180415722,1.310415907185684,1.324505468306655,1.302128559771933,1.3133284979104065,1.3104531482057127,1.3628840403303788,1.3557720665118798,1.6319737469573727,1.3695970058513367,1.5003020584488398,1.3320756396750062,1.4870598110696562,1.3371767589102868,1.2921005316062792,1.2948538954049782,1.502206419843076,1.3014936561546793,1.316936710786551,1.3568842233378975,1.3178153573886542,1.296407151986741,1.50150504916622,1.4115574713637262,1.5097955318757081,1.304648389611211,1.3313667546313193,1.301297599395007,1.4393282620089811,1.2390977150708993,1.3197507108717612,1.3034721097251472,1.301060365258198,1.2935734412306659,1.368461057158468,1.3605583657930451,1.3105855707732528,1.331022590881439,1.3412979619030314,1.3428272917234487,1.504566630885388,1.3583838427647725,1.4343113941732073,1.319026872422509,1.4341976062206416,1.32051014721326,1.9292374308395477,1.4597305749338465,1.3399929619250421,1.278723180182425,1.5416019869605713,1.4240852913394149,1.2711692801580443,1.3149740708729474,1.3992439157089414,1.191208556989573,1.2878932375019443,1.2890781686163115,1.3628170382491307,1.3504295356923708,1.3511697722567286,1.3721221532091097,1.2834311806914547,1.3168623613829094,1.309883114037914,1.3440725801255204,1.3117545447067533,1.306513590053937,1.3331343244413536,1.3635039561218198,1.325643537899706,1.3945176805914312,1.3583450913268413,1.3771810114187466,1.3309346103879562,1.3931018671829227,1.3051781463884489,1.3279338353106795,1.3146425693565098,1.3001151145389662,1.3274588801789897,1.3476519751295,1.3430967043516446,1.373346814138505,1.3380010083186287,1.3701663725737334,1.2644877121937645,1.297546277192949,1.327485380116959,1.3939261031366295,1.2718367645311917,1.295795754635087,1.3241791816493924,1.376659850995323,1.3015856812304343,1.320828229209201,1.3676788787804277,1.3894393902139168,1.3123922211408765,1.3553842476395361,1.338005708909407,1.4005246455851634,1.3293715831337176,1.3670674261613047,1.3150790590050134,1.297420794914046,1.294709943512956,1.2967542365282883,1.3190636345412834,1.3395438448003207,1.326717690033049,1.4018785875804487,1.3095063595290886,1.237997606479205,1.2974720421013064,1.328061272436801,1.3195152718879166,1.3769794406570401,1.3309205331291425,1.3411021511808763,1.303352490421456,1.3277681992337165,1.2904944430180096,1.3061750357627553,1.2443772229583652,1.281827533300788,1.3479984047061169,1.3472007577645944,1.3605672227116428,1.385255335474154,1.315060055435787,1.3051729447872307,1.2873213798125056,1.3130062801492672,1.3104399393187147,1.3406050576096087
Shadow Terrakion,Double Kick,Sacred Sword,50,15/15/15,0.8078768888247542,0.8454719742728154,0.7850131323895915,0.8319171610542834,0.7834156274203113,0.8336825021882555,0.7831576613797134,0.8340151957919346,0.783853252314562,0.834769417373789,0.7887188682603162,0.8346764851061258,0.7780454529755121,0.8136669775152834,0.7943694043923006,0.8499657717269102,0.7681365447506345,0.8152681693158523,0.7822063196986622,0.8302601094193482,0.8280856197391927,0.8328816411926361,0.7829783482687431,0.8329489284842968,0.7817414875266355,0.8317716174268859,0.8249847862467671,0.8775445002282063,0.7843153503658863,0.8357346517409442,0.819768681530828,0.8138925546648841,0.7748283386755614,0.8177962239159431,0.7944183068363423,0.8334635456122854,0.7847856728004193,0.7741667020809428,0.7947961157887944,0.8345483017441546,0.8298864220515909,0.8643633905175448,0.8154841637731992,0.8603733013730018,0.8009569063316947,0.8346520938491641,0.780987856212713,0.8261030859150238,0.8091520559778228,0.8275956787780874,0.8124542703206066,0.8043684315551417,0.7699484772545466,0.8075688012526206,0.790801058455617,0.8314553764734184,0.7876607647870212,0.8022968783312057,0.7839906993334963,0.8255893835005648,0.7771823681936042,0.8223113964686999,0.772139864375978,0.7546960799160903,0.7905107278219371,0.8297608035429236,0.7891439967273471,0.831215483739006,0.8009213250517597,0.8411387163561076,0.784409654272668,0.824929332463579,0.8468239751536787,0.8883075376625386,0.7685401708598221,0.8197393623896873,0.8031320937922347,0.8462492291139075,0.7991560523737419,0.8394050057896143,0.8185876529502927,0.8706929120502086,0.8312530249382276,0.8774486078915862,0.8160651273929593,0.8669296953868096,0.7824680557154369,0.7956371589731783,0.8081696511807003,0.8548383174312373,0.8245452781437339,0.8857195379760409,0.8205570960423494,0.8607007814469373,0.7806043623871259,0.8268287767851146,0.8067251461988304,0.8492424242424242,0.782477589846213,0.8254246735564754,0.8356013067287127,0.8751909563091964,0.8217980127943378,0.8606063699469171,0.8349028768133759,0.8814359478731251,0.8115043794498796,0.8607027608461814,0.8479006203256312,0.9027970466759159,0.8042314701264168,0.8522423811761469,0.8082600007011885,0.8444296415758042,0.8040975522281,0.8432081054424818,0.7911775842483907,0.8441655344455086,0.7847973560619237,0.8346147156027135,0.767039919844885,0.8042693731387592,0.7905272060896532,0.8380885255145193,0.8103628750872296,0.8770062805303559,0.8078055083630447,0.8553755593309563,0.8200862068965517,0.8598946360153257,0.7933921431977405,0.8299710229982027,0.7821064927819233,0.82707127414743,0.7862680093723515,0.8270477092576898,0.8274958083492,0.8857029185256756,0.7772692034026104,0.8123360555632255,0.7864931282424683,0.8254846636934559,0.8210779704366795,0.8468925916174571
Victini,Quick Attack or Confusion,Focus Blast,30,15/15/15,1.9477499020800264,1.9129048217856481,2.3771269855921324,2.3856592627400963,2.373315547282279,2.3916599324958883,2.383802911519109,2.374130877284911,2.3770178394732997,2.3807759053713293,2.5915206828583615,2.5803255128321365,2.232813525368701,2.2684730425171833,2.292407757931933,2.397820114785363,2.2897982430169304,2.3619647292541974,2.3550002861606356,2.461825111337684,2.354441592515338,2.380659421313823,2.6622711253528837,2.7043649939417795,1.7921554578605907,1.8592654102532777,2.5460482275977485,2.7442187737714896,2.3440341587426436,2.404816214166327,2.329139941718964,2.4181308960565215,2.658783236999596,2.644840114521497,2.260793895261898,2.2887142185221148,2.4866328814471688,2.23032205742779,2.313575115339684,2.32010367730439,2.707279387612919,2.767635808206305,2.9554148968045544,3.0276847559793434,2.8265483961131848,2.7541515266108747,2.264380999969716,2.3470178068501863,2.2439343503890763,2.3291949935123846,2.9328896168684317,2.508588865238792,3.012522415616813,3.0355351503410204,2.457632908347366,2.4943035843156123,2.6245264069086156,2.386349216949945,2.39877268193438,2.443006995316639,2.2982868255340168,2.3336121743425116,1.6644988137104781,1.6866372758529786,2.575319870005485,2.6233413010912012,2.4133514011045203,2.4073813663325834,2.9858799171842647,3.048623188405797,2.2540443574690148,2.3276038269188954,2.3415080479915464,2.4472466719074193,2.264221671229979,2.3115195243187348,2.2668053168177824,2.361594782905355,2.4244121314687805,2.5458047563908432,2.345738980254281,2.394590551970331,2.2632396770002803,2.4149833150775657,2.228436738814333,2.3375103035018014,2.747173938068378,2.6976631748589845,2.285929684903412,2.3697419726165094,2.3185963622251498,2.4368291512199107,2.251096546508697,2.3680362994706328,2.2212188966404054,2.2997917646268555,2.9954811270600743,3.132044125465178,2.2326452662262306,2.2627082248234145,2.2770570401184513,2.3456955510117745,2.2898461957261467,2.3628011433238054,2.347541185148758,2.454388984509466,2.2193651931909373,2.3176082910754836,2.344870752204628,2.4668867307722975,2.316065145385153,2.3571878832334296,2.290245299115334,2.3483037081185945,2.304357571953734,2.3258405810095937,2.2658863621177363,2.3071920172840055,2.4285788832840494,2.4136719429465994,2.236448312011207,2.2569231197409803,2.2726435485386713,2.3228080067662815,2.266613881582479,2.4013232057544687,2.276471010504654,2.328252494556244,2.5925862068965517,2.6545785440613026,2.3186003007739426,2.3365183582144295,2.2500523049027126,2.298129227979636,2.845867191784236,2.903771374445386,2.451433686663446,2.4981528318508626,2.1732421439418883,2.219109416649852,2.302229908073177,2.3431418949667786,2.29312571306779,2.3697170296260075
Mega Gallade,Low Kick,Close Combat,45,15/15/15,1.1747325238615516,1.1886124224370735,1.1598593617574746,1.1923773401246949,1.1625172414372429,1.1834623326047549,1.1559819155296696,1.190538570574444,1.1560680920549748,1.189319499439734,1.1629276679191558,1.1905546209457805,1.0713604807791939,1.1275498221255138,1.1194772279209764,1.173572198420316,1.1419960539073324,1.1445363793130725,1.1258767643922902,1.1635863770579717,1.1237917674625588,1.1535211950824962,1.1394600290712573,1.1828844509776184,1.1559900519559587,1.1877662251065937,1.147128404077286,1.2199186064202039,1.1251049903788082,1.15424526314311,1.103376803993999,1.1406217284149824,1.148072426103311,1.1892971884935288,1.1432642483633437,1.1719250029972978,1.1903552760188687,1.138845211281572,1.1383891823690633,1.1722463020839506,1.1373363754332266,1.1755442859731013,1.1380426353173414,1.1864237622715337,1.1031017247332338,1.1522952598609033,1.113908573332122,1.1641720420338573,1.1314907781885999,1.171554967634207,1.0669898230677133,1.1090902288146867,1.1163071953656067,1.1445556115814335,1.154125571325475,1.1874428674524897,1.082997911695277,1.1302146612862212,1.1422975552722492,1.1689676128069122,1.148197308309668,1.1789356710705026,1.0571354052735198,1.0689983004930252,1.1015827732709011,1.1500401116577577,1.1173680711802005,1.1708171405195338,1.1518426501035195,1.1941614906832296,1.1118069145466405,1.170732767993042,1.1686018789386188,1.1924172326249727,1.107357313246924,1.1423871020811054,1.1120835574917007,1.1600818779441289,1.1518103678631868,1.216809922508239,1.1553365870207173,1.191597467983562,1.1719438571464962,1.2276791400259826,1.134524371833699,1.1821288655497206,1.0780937032347186,1.1186255324047427,1.1916925396606652,1.2304331260791672,1.1744436614683864,1.2321558054270452,1.1431560373077894,1.19991177211999,1.091700332984675,1.1528082987074053,1.13575225943647,1.227950558213716,1.1137549457678848,1.1460749106792036,1.1427648123340148,1.2029424898352488,1.1334728460596162,1.171702735810535,1.193631669535284,1.2505286451930169,1.136403216718742,1.1939336509074765,1.1541086606388238,1.2137890892854297,1.1342219573414631,1.1874018635889558,1.1483831761502412,1.180333999462422,1.1262799246839414,1.149107863355151,1.0966879746976412,1.1570483551239503,1.1162984866933379,1.177178639763437,1.1287862623039029,1.117477340408754,1.1325533314538108,1.1708392068414624,1.148746577916152,1.2147726662730152,1.11708262544567,1.1585628484601946,1.147691570881226,1.1910536398467433,1.113872281113597,1.153623959212119,1.0824935490619987,1.1360276169886323,1.140111670571813,1.1707089087192781,1.1555741851146666,1.2161897183779022,1.112443316376921,1.1527988700444973,1.1163829980886502,1.1522344589059796,1.1252115695640725,1.1750479557678564
Mega Gallade,Low Kick,Aura Sphere,45,15/15/15,0.854927951514152,0.8964810653693129,0.8413372380864472,0.8930947965528526,0.849180895227503,0.8921127039781729,0.849474663603324,0.892492459205815,0.8477857314452846,0.8922441382067793,0.8476462944121529,0.890648977357819,0.8210444513521915,0.8637654129105793,0.838342457893862,0.8945286596994704,0.8349986326540298,0.8721294209911337,0.8288759398257175,0.8746743597950666,0.8302431966727338,0.876088015640851,0.8467464998657146,0.8962598945808142,0.8437158967838662,0.8980532564106282,0.8784991632435722,0.9327856382169482,0.8385521861876203,0.8824683624310014,0.8139232895553238,0.8595588390663509,0.8388867081766785,0.8943280605572412,0.849455282292755,0.8921473432083867,0.8621959684387971,0.8563083450200445,0.8530342601336267,0.8938967099050547,0.8667318685494692,0.9076838553166292,0.85290242698768,0.9056766307700443,0.8322844905542495,0.881428700613275,0.8411843978074558,0.880977256897126,0.8252391743560273,0.8753401932189055,0.7909821072236265,0.8329536384195823,0.8248909075054878,0.8657944322072132,0.8450757757998557,0.8883762328602357,0.7999491409181863,0.8495059220006628,0.825922965644342,0.8771327789043973,0.8468113347326831,0.8906006914433882,0.7669151424388767,0.8101740452192252,0.8263656382255913,0.8745814880606424,0.8372366537124156,0.879640519533647,0.8629089026915113,0.9176708074534161,0.8338443139813002,0.8968253968253969,0.9112594559068006,0.9415570189569185,0.8294927084924617,0.8837119120083666,0.846347640104447,0.8856136253296769,0.8535338915115347,0.9270619934087467,0.8706466510921441,0.9177171759227134,0.8863005323891281,0.9369539190462848,0.8581034147425745,0.9088290591166309,0.8035800621618511,0.8580867963623806,0.8814111657844178,0.9258343533913213,0.8732906441169561,0.934842775003319,0.8723216536425511,0.9161204940761281,0.8320490552639408,0.8791275225748256,0.8726475279106858,0.9233386496544391,0.8385920666684943,0.8998876065681626,0.8640743613245904,0.8940163106065947,0.8594154076493807,0.8969987750102082,0.8869805753626752,0.9309073026801081,0.8615564547798323,0.9114975498984104,0.8981166977626817,0.9448803202092204,0.8517266277750398,0.8852735212203872,0.8604284261823791,0.8809498767076862,0.8518246211781583,0.8859947996054873,0.8381851794106511,0.8715838474731051,0.8616281092363889,0.8897025569664289,0.8439943965637204,0.8397083244426714,0.8485856592425524,0.9118034019359083,0.8757582264211713,0.9493397391164313,0.841221794166208,0.9070134718001482,0.8832088122605364,0.9327107279693486,0.8430840333052122,0.89534350585042,0.8300265011507078,0.8692726131529395,0.8620195423500673,0.8984121840570317,0.8742646849867857,0.9270013356446617,0.829540265284666,0.8818007072841775,0.8361882224447074,0.8870574315099663,0.8604957309963516,0.8940459623124083
