Attacker,Fast Move,Charged Move,Level,Arceus (Bug),Arceus (Bug),Arceus (Grass),Arceus (Grass),Arceus (Ice),Arceus (Ice),Arceus (Steel),Arceus (Steel),Calyrex (Ice Rider),Calyrex (Ice Rider),Glastrier,Glastrier,Jirachi,Jirachi,Magearna,Magearna,Magearna (Original Color),Magearna (Original Color),Melmetal,Melmetal,Meltan,Meltan,Necrozma (Dusk Mane),Necrozma (Dusk Mane),Shaymin,Shaymin,Solgaleo,Solgaleo,Zacian (Crowned Sword),Zacian (Crowned Sword),Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Cobalion,Cobalion,Genesect,Genesect,Genesect (Burn),Genesect (Burn),Genesect (Chill),Genesect (Chill),Genesect (Douse),Genesect (Douse),Genesect (Shock),Genesect (Shock),Regice,Regice,Registeel,Registeel,Celesteela,Celesteela,Kartana,Kartana,Mega Glalie,Mega Glalie,Mega Lucario,Mega Lucario,Mega Mawile,Mega Mawile,Mega Metagross,Mega Metagross,Mega Abomasnow,Mega Abomasnow,Mega Aggron,Mega Aggron,Mega Beedrill,Mega Beedrill,Mega Scizor,Mega Scizor,Mega Steelix,Mega Steelix,Mega Venusaur,Mega Venusaur,Amoonguss,Amoonguss,Ariados,Ariados,Bellossom,Bellossom,Cryogonal,Cryogonal,Durant,Durant,Excadrill,Excadrill,Forretress,Forretress,Galvantula,Galvantula,Glaceon,Glaceon,Glalie,Glalie,Gloom,Gloom,Grotle,Grotle,Jynx,Jynx,Mawile,Mawile,Meganium,Meganium,Metagross,Metagross,Metang,Metang,Parasect,Parasect,Piloswine,Piloswine,Pinsir,Pinsir,Skarmory,Skarmory,Stunfisk (Galarian),Stunfisk (Galarian),Tangela,Tangela,Venomoth,Venomoth,Venusaur,Venusaur,Vileplume,Vileplume
Blacephalon,Fire Spin,V-Create,40,0.9386872575942021,0.9701292359086148,0.9402135925774805,0.9726534087885185,0.94120480647475,0.9717367241944196,0.9404410330952085,0.9724549306011026,0.9728252158281441,0.9936884594636053,0.9496318251643534,1.0029581677546173,0.9614252275893348,0.9924109890821913,0.92814155680138,0.9821687099556432,0.92814155680138,0.9821687099556432,0.9532198872821006,0.9803617458167679,0.9428262559518026,0.9865173452531338,0.9503332715240767,1.001896148485773,0.944910566578668,0.984135715498044,0.950989998049265,0.9909601163347462,0.9535811867104207,0.99180140275763,0.9750029619143384,1.0123352340216114,0.9360127006606453,0.9849584554309261,0.9301798887019541,0.975291697601711,0.9443342090707965,0.9981644081858407,0.9372026284576898,0.9841481370397133,0.9409368843686732,0.9838512873298386,0.9710253571109262,0.9971630571583805,1.0247558102779237,0.9713194183214166,0.9301444868338822,0.9673342225787496,0.9690832477053131,1.0082569876782,0.9836969749164067,1.0279255767279372,1.0777584938483362,0.9999430966016478,1.003329326172485,0.9755862424280273,0.9410168833818949,0.986374873299368,1.0172804177391637,0.9956485503772485,0.9345308986968924,0.9710678743021142,0.9257815251393176,0.937948250502372,0.9453139513282556,0.9857049972134497,0.964706100862265,1.000427185728282,0.9906462239212656,0.994516518226307,0.9317905274873562,0.9721291528023667,0.9353498542274052,0.9659013605442177,0.9220503161576753,0.9682900578501278,0.9518713500762348,1.0021863582750783,0.9403944356400775,0.9750836414861772,0.9621187468567879,0.9976037629796173,1.0337550581365569,1.0264303641858321,0.9599781674285325,1.0004093607150166,0.9467603229829975,0.982826757697105,0.9292716731741122,0.9787705153558812,0.9544178471165592,0.998553457771682,0.9350171073094867,0.9660342146189735,0.9332190557817298,0.968692712425303,0.9452155104431877,0.9776828966045558,0.9369836579629741,0.9713200265331966,0.9779345079289606,0.9787357688142219,0.9688784272833221,0.9794669692694595,0.9303160706336252,0.977593114705446,0.9639429210748425,1.0138967947082262,0.9286891656139085,0.9588762557901703,0.943929218633408,0.97736236687308,0.9433198380566802,0.9816553505883835,0.9875637624974495,0.9994082840236685,0.9472839646765294,0.9808785315706108,0.9229875105265031,0.9584633084650876,0.9460660015917378,0.9721260804382832,0.9341912870342525,0.9629372297290291
Charizard,Fire Spin,Blast Burn,50,1.3178152337004219,1.335224216516151,1.3202079156983448,1.3363515407404778,1.3201689527233444,1.339313386049889,1.320692039069009,1.3352808749756262,1.3093499389011163,1.3468899892624528,1.320047052086195,1.3886749962273204,1.3065085690219327,1.3699420092655585,1.3147178413011336,1.3764054029078365,1.3147178413011336,1.3764054029078365,1.3137948359473983,1.3559220586307834,1.3339123182068475,1.3868955074012892,1.3570361863289886,1.418362931991873,1.308165464610049,1.3603736429574886,1.2973031087623474,1.342389473124191,1.3189249045814966,1.3554374463050858,1.3125093034488835,1.3547583533578995,1.316763214788812,1.3548934455250135,1.3195936327164488,1.3639085094644208,1.3254805033185841,1.3876106194690265,1.3176030319968373,1.3715491268012707,1.3360179687659766,1.3704626480071438,1.3462205043912436,1.386560112239775,1.3199275118751512,1.3528732788003703,1.3012272208593345,1.3453008354553964,1.3182771930127537,1.3810000777128253,1.3258470720830353,1.3806385663522636,1.3113997829541806,1.3634785860318415,1.3256924061699868,1.346195278835946,1.306720904015281,1.3674301599355039,1.3335570519297573,1.330675753083506,1.2914359746001498,1.3365944912767898,1.3813324770566178,1.3322160303287687,1.3250975292587777,1.381938510124466,1.3235931891736277,1.3868677535138347,1.3341173334056329,1.3837397933131796,1.2863321549879763,1.3273656772794638,1.3141763848396502,1.3592687074829932,1.2832772770079377,1.3338355980088794,1.3153054668546167,1.3768878916026581,1.3058076806095824,1.3546799212409355,1.3113037304381268,1.3476466585805995,1.313053833939456,1.3676432925267634,1.3048236337586137,1.3409019581087536,1.3181513818683122,1.3779294951749492,1.3110558964217502,1.3618393252539596,1.324389773482202,1.3908771403467415,1.2946438569206842,1.3291695178849143,1.296764516820227,1.3427731352522438,1.3067278011851384,1.3512380866548002,1.2982693119459687,1.3555930772477838,1.322529518979317,1.355152283593523,1.286519352266454,1.3241427958044532,1.301835089281298,1.3470049957956176,1.363181345319646,1.3978448191257582,1.2816459122902004,1.3238524935330567,1.3158899516430698,1.3799265439815487,1.2998314403188456,1.3361190314907292,1.3182615792695367,1.370638645174454,1.3104676322300788,1.3512987483565062,1.2894165648610503,1.3427548006784404,1.2895111884358401,1.3363008754557737,1.3108336530783669,1.3481867864068608
Ho-Oh,Incinerate,Sacred Fire++,40,1.263732199983014,1.3705818446904283,1.2654863488797035,1.3731235253419432,1.2647368747288168,1.3722591671020357,1.261948487050857,1.3780511584209312,1.286466726530359,1.3822549538354416,1.2989722833804758,1.4066522982390293,1.2732651375255126,1.3842270871804838,1.309976050394283,1.411319076515525,1.309976050394283,1.411319076515525,1.3117698457774478,1.399495390799074,1.2993513749878536,1.400965244712208,1.3040875857104972,1.4189331722304965,1.27821390813929,1.3787531465800176,1.2710524215715833,1.3865847062370322,1.2950209850288017,1.3601995690322943,1.2754641091928707,1.3743191394347756,1.3138535883509481,1.38340778461608,1.2756567878866312,1.3893013561469352,1.2949322455752212,1.4152240044247788,1.2804460743548145,1.3838495726029638,1.2836931403758716,1.386587502300629,1.3270530869376835,1.4131070198001416,1.2713341505172717,1.3507721530031511,1.2990196535673977,1.3759129534452041,1.2956195870858556,1.384089162514787,1.290103232522176,1.4009330991848488,1.2976941930081982,1.4048676792761887,1.2892415537375883,1.3678495597327172,1.2958054145912294,1.3985374649168876,1.2826377160052218,1.3582447678120566,1.2571066712369354,1.3422240554939084,1.236732199457231,1.3028049967889623,1.2964007059260636,1.4013793423741407,1.2997404382368372,1.4028175684774078,1.2885323609021195,1.3846051305687728,1.2674459508555018,1.346254764801882,1.2786929057337222,1.3704081632653062,1.2482577694066999,1.337804385846899,1.3030407640746813,1.3688041195592762,1.2736877491235654,1.3728569370407722,1.300387539567494,1.3906605922551254,1.2787225323976847,1.3607923987092148,1.2774919833526643,1.3632257624343318,1.2763080154926805,1.397557933433992,1.277656643510302,1.3769332183966332,1.2832865439427383,1.3674002957375222,1.2976298600311043,1.3364105754276827,1.2723019784301122,1.3442254124705377,1.2684023162021494,1.3661199107766486,1.2775854791051076,1.3508171018512936,1.300789814301186,1.3350062956212412,1.260803226400049,1.333266883395694,1.2806944650541623,1.3781372112578523,1.3810037882505348,1.4840520540954325,1.2585092943512002,1.33913252722132,1.308137337558508,1.386361213671735,1.2980040643362372,1.3524393894043698,1.297816772087329,1.3543358498265659,1.2955183087801394,1.3686602548838944,1.2699410515828302,1.3460402557198943,1.2744822225101335,1.3366710470302985,1.2607563957648473,1.3249370015866266
Mewtwo,Confusion or Psycho Cut,Flamethrower,35,1.6182197151997282,1.6950411205163776,1.6232574642090511,1.697149142259043,1.617810875667443,1.7012671454250825,1.7398135181607075,1.8338627621292964,1.7331142161332076,1.8488246436185707,1.6214377198311387,1.7352488227304914,1.884279732400298,2.027304645738167,1.7927473509117793,1.9480655495317891,1.7927473509117793,1.9480655495317891,1.7071453536633319,1.8339923107169382,1.8423055744501668,1.9673096232954361,1.9413928616290128,2.096089467902054,1.661510808285091,1.7283297513613878,1.921456312401355,2.0629599744631046,1.7407275044716422,1.8343555906088476,1.6442163686018854,1.712697347036111,1.6038256408711178,1.6897509585759591,1.9416366398071014,2.0602739539414086,1.956899889380531,2.107470271017699,1.9283070442120762,2.0718872271680007,1.949219149414788,2.0573793959059024,1.952641967497232,2.0778697826042105,1.597095898013156,1.6639814975062541,1.7501375842995328,1.8309034546873495,1.8230306274878898,1.9735064026733213,1.8911022327730493,2.0382900171118106,1.63347301762786,1.7176900471891754,1.5982248797851746,1.6964731780428401,1.8318820605286132,1.9601582963406514,1.8009199505360642,1.8980654487524615,1.781864553498289,1.910234884707222,1.6647138033187627,1.7618093679434856,1.380303733977336,1.4387330484859744,1.8838519151386264,2.0554784247990603,1.8174319139994848,1.939591325841275,1.3492909744127977,1.3958144711574503,1.3365160349854228,1.4014091350826046,1.3323288039822414,1.397807076550518,1.6738298668047524,1.764467842313704,1.6243736893499177,1.7115529302534058,1.852409549448274,2.0173801141910483,1.760193105567792,1.8649413512267583,1.9318550863068842,2.0355461554206182,1.6545263572507056,1.754585439506335,1.6201257542720957,1.7336595507327215,1.646990120652337,1.7547950196086834,1.3456423017107308,1.3945505443234836,1.655607932766707,1.7156988786515248,1.804407092805804,1.8985647657887028,1.831984562503769,1.9717783272025569,1.6745824198078734,1.72280775902299,1.8935165306998711,1.98417469177452,1.8816144828609587,2.0101894445268833,1.9143030992992718,2.026242958368501,1.6101305420200926,1.6931360163628708,1.6420811892510006,1.7380100977798452,1.8035570818695945,1.892618031159911,1.8059375637624973,1.9055600897775964,1.653784435725156,1.7325893180665266,1.3645194577220054,1.4158887926842287,1.3572710951526032,1.4052268226322902,1.3629227115761529,1.3995395671516422
Shadow Flareon,Fire Spin,Overheat,30,1.4325775698553351,1.3132696826430372,1.4451329631535064,1.317243520374674,1.4396330502696337,1.3120613471943046,1.4614751918883944,1.3082853243046815,1.3194584001916558,1.3415832625252713,1.266490479304434,1.3126313182709906,1.300314656429196,1.311712346518936,1.340255744825037,1.3762225080088715,1.340255744825037,1.3762225080088715,1.4960352134212942,1.354600463104548,1.2746655653807535,1.320328442328248,1.3071461469903876,1.3477966993856956,1.3084435701388277,1.316846037916417,1.3097456950823743,1.338789480217773,1.4717670380124783,1.3924358829908596,1.3410378547841753,1.3590052828400354,1.321895080188928,1.3344243647786425,1.4810745642415861,1.3138856913216133,1.3057936946902655,1.3296771294247787,1.2847848018431924,1.3130904827473382,1.2843782166204267,1.3253634994103571,1.4916473525305531,1.327630791661795,1.4792454827225672,1.301027391872119,1.2926021621722463,1.2861193765332488,1.33424070252394,1.3598535544982775,1.3689224052391347,1.3958482328404482,1.3074328031833387,1.3302266787518646,1.6731991194654343,1.475765784050459,1.2890681189430406,1.3286321684123197,1.5427708162778633,1.385762155172202,1.2893851632806008,1.3100036600881906,1.3364877462658737,1.3034223446789996,1.3371075608396805,1.3808053130224782,1.320644678983855,1.3616034323444601,1.3926688085458265,1.3443522623033786,1.3331987751359518,1.304924253346174,1.2929786200194364,1.3133503401360545,1.2445042378581999,1.2966635275124445,1.2999721910570274,1.33201001121947,1.2312907201972179,1.2726232211176745,1.3442298020885721,1.3133301777948703,1.5525918147825641,1.409529785381345,1.3582179163539605,1.3129835573446136,1.2853804240793014,1.3255300991268957,1.2792454743674258,1.281949867315721,1.3121959582538627,1.325579152647708,1.2690139968895802,1.2927402799377916,1.264600147608504,1.2917291622026998,1.3052069486064484,1.3232769303562175,1.2323343182777542,1.2784176566363143,1.2903205924047512,1.2775356384992647,1.287194074710176,1.2974605900754461,1.2738388484938419,1.2895385071969134,1.3136396647496418,1.3438278995819186,1.291644107561812,1.3044456475967035,1.3152794332839104,1.3359401498192671,1.2754296696545313,1.2975866034436585,1.3677514792899408,1.3222199551112017,1.321079167227439,1.3271665648649489,1.2950386070619493,1.306365717403423,1.3051694460382388,1.3047715115956247,1.3110617954807064,1.2929970652590972
Darmanitan (Zen),Fire Fang,Overheat,35,1.3666184214251338,1.3849740254225293,1.3681048093810428,1.3899288616083307,1.3661988293736884,1.3894413402874322,1.3670324216049492,1.3878113200857958,1.3127056378154693,1.3797127576882044,1.3663252552846537,1.4372903260756007,1.3342849969222794,1.3920327534259889,1.3630791030064071,1.4269190487925087,1.3630791030064071,1.4269190487925087,1.3601183974835074,1.4011817903796584,1.3803282803744372,1.4563129595439381,1.36098799105959,1.4734908073684607,1.345135095895285,1.3983616312525178,1.356363829824966,1.404981468016812,1.3436421700491528,1.40588601890061,1.3732543692033818,1.4112944628910107,1.3734114757926614,1.4302951434662408,1.4123749259261782,1.4486387445253486,1.3868743086283186,1.469233960176991,1.3706152608689726,1.4454199670079482,1.3588095351706555,1.44801600556241,1.4212120795306837,1.4621293921033267,1.4142378806234437,1.428602486737448,1.3661483547405175,1.417340596540649,1.4170825741941613,1.4525649549697353,1.4031460270269258,1.466616991241898,1.35342294263731,1.4271087789750072,1.3520186723287329,1.4257829575969525,1.376141141995029,1.4461869382102344,1.3719161866550629,1.3740427425441475,1.3685766904669225,1.416796899963399,1.2725798098237036,1.3056762859688011,1.4088194315437488,1.465706854913617,1.3993582927429502,1.4487075310057902,1.3742888644877338,1.4170699635338293,1.3473562197604478,1.377602980271846,1.3415451895043733,1.422145286686103,1.3647786896273375,1.408906228978878,1.3904087914616956,1.4444923908978453,1.3422097360290703,1.3928988778434104,1.4105256929858296,1.4471940360323048,1.4143190083491266,1.4422860216155304,1.3818926110390939,1.4194036978917923,1.3936322457821835,1.4544869690802862,1.3425620742693913,1.3978162026942516,1.3933094743158392,1.4509782911514477,1.3499222395023327,1.4179409020217728,1.3767826107658976,1.4250648763183582,1.3808552824279565,1.4289930829371607,1.357727793523488,1.4257372007477538,1.3755536184413273,1.4039411469477243,1.3709363307366742,1.3957707170459424,1.343928377108374,1.4219617153880397,1.469566412153807,1.5535163993954502,1.3486013354990074,1.3951272333513807,1.392447015728116,1.4466087158763845,1.3838986121394476,1.4271806424171773,1.4020812079167515,1.4322383187104673,1.4004120381394098,1.445187539469734,1.3805434640794203,1.4225427287068118,1.345740250606156,1.3821651335393956,1.347647540728604,1.3778038182742065
Shadow Reshiram,Fire Fang,Overheat,50,0.9286636893808566,0.9537288027630723,0.9341552981248559,0.9543188632049531,0.9318681318681319,0.9599224305106658,0.9432435786077676,0.961120663676812,0.9404643515159246,0.9662809997121717,0.969955927363342,0.9972333682870487,0.9415293841319208,0.9720595619917711,0.9139238849186793,0.9832429768358798,0.9139238849186793,0.9832429768358798,0.9400563589497138,0.9562934160513784,0.9211365918440061,0.9615319210961034,0.9491190187082662,1.0087350436552798,0.9264492672123806,0.9719767781883469,0.9202304527478764,0.9651461277908813,0.9414760643916454,0.9453315352872413,0.9613842316794207,0.969414816862558,0.9418432530565203,0.958447897912602,0.9433905716796196,0.9641857328710672,0.9225179756637168,0.9742533185840708,0.9419776144837835,0.9632929339749969,0.9382033960695028,0.9651974451086919,0.9252697674738486,0.9695020047729415,0.945947144314016,0.9627103807628989,0.9393074457202732,0.9644519481004039,0.9550711935826477,0.9936016440579911,0.9432689175375467,0.9760060209610322,0.9519084993354496,0.9815348472346981,0.9441781677387123,0.9822878286392307,0.9313859627408148,0.9675980905420277,1.0416239511654264,0.9528027514928914,0.929941264299035,0.9630970155757086,0.8750740610304323,0.9138406082326862,0.9412641649637749,0.9928803641092327,0.9291986088603892,0.9742434865784745,0.9530209985494869,0.9803615889670628,0.933073636012387,0.9569625216975093,0.9363459669582119,0.9789480077745384,0.9181622494282256,0.9433741423382215,0.948237008908451,0.9780597029237746,0.9210488402247515,0.9546895260048984,0.9470461201668491,0.9511877643996095,1.019233724325155,0.9818803462582595,0.9497305041959473,0.9643173910077096,0.9369264097682662,0.9663231142913412,0.9534844412893194,0.975990061355915,0.9362664209330733,0.976287422583203,0.9372068429237946,0.9628864696734059,0.9031616789276956,0.9554436587862771,0.9620800757046617,0.9678367843543699,0.9328107097630103,0.9690647048181873,0.9442551355539706,0.966021255426121,0.960199043120898,0.9632966325216218,0.9054063411980017,0.9793045456793787,0.9562093940761969,0.9943470665593657,0.921650724899236,0.962329302773266,0.9279782151544224,0.9763060732040585,0.9275587202066825,0.9498889396493329,0.9577535196898591,0.985329524586819,0.934839998757674,0.9818930978435291,0.9080428413848727,0.968023152376321,0.92762220289104,0.9456310499916711,0.938940797046593,0.9727369829204302
Entei,Fire Fang,Overheat,35,1.3927929394445546,1.4071921977182007,1.3980130923025067,1.4104631978569782,1.390613737591981,1.4107818048188716,1.412190452555262,1.4129455976459326,1.4063980613815414,1.4548721404602152,1.4641518048886188,1.513568103638411,1.4105962678588784,1.4850730553665725,1.4102640617299163,1.5022447942336128,1.4102640617299163,1.5022447942336128,1.4205732011009655,1.4730984315610118,1.4301614679493408,1.5029192174391863,1.4568043019242616,1.5412596726502013,1.4125511479010189,1.4819875547775871,1.421429711468549,1.480162354359893,1.448090221539935,1.4714413475486952,1.477668684818898,1.5104958092709437,1.441656810974094,1.4611597827478926,1.4437243295893416,1.4881924625203489,1.4261995298672565,1.5158980918141594,1.4103863614674648,1.492164387670243,1.4526513473166143,1.4958759091745684,1.469092797260029,1.503669112741828,1.4307593946354784,1.4464999592361572,1.3946524014290111,1.437841434483445,1.4246876376164614,1.4794579098703924,1.4446973980312057,1.514376542215998,1.4081924635513412,1.4808499741902443,1.4105726597139825,1.465336757634422,1.3962995052403047,1.4655725530470038,1.5379768463544932,1.4105309997762814,1.3984441720357643,1.4631347783903745,1.3565743407014563,1.3941828427005862,1.4461870704068363,1.5028376370053873,1.4245622507115892,1.5022589767044479,1.4609197427937513,1.4917013479378762,1.4351150760926605,1.450382625845554,1.4046768707482993,1.4567784256559768,1.4027176106551864,1.4724875554957622,1.4333975815808904,1.5003116519471054,1.4123005010485201,1.469408826778082,1.434621187468568,1.4875898588882643,1.4839420171080264,1.4903319162014035,1.4439789861499626,1.485283482295149,1.4069585767741088,1.4708855773649314,1.3991683991683992,1.439252573398915,1.4317553522062447,1.4903885305273985,1.4173063763608087,1.4570326594090202,1.3980549008404162,1.4441468466538103,1.3936304440889529,1.4539237996530203,1.4005065428450822,1.46583850931677,1.4326456577823563,1.4628558346761056,1.4149082990860578,1.4411534686867447,1.408547262205075,1.4882128901419598,1.5136514416943099,1.544428523759986,1.4016483185947182,1.4367803645551345,1.4166642439747652,1.4672694324117412,1.402960034027001,1.4547645678098269,1.4073148337074066,1.4598653336053866,1.409149731346992,1.471421324526622,1.396223505829607,1.4515543641992148,1.4135556830590978,1.4560051083677286,1.4018002509566425,1.4508923478964233
Entei,Fire Spin,Overheat,35,1.4371284290688786,1.4552257027998754,1.441859887526832,1.4520676258227039,1.43692874410038,1.455958062887958,1.4563292148972753,1.4582454398808784,1.4376179535924247,1.4852681887671124,1.4965697636174387,1.5579290117127191,1.461907133832248,1.5211917257912981,1.4543994886643667,1.541578748767866,1.4543994886643667,1.541578748767866,1.4322229018305737,1.4863515225654245,1.4422189291614032,1.5249975706928385,1.4535004974648233,1.5302695880512736,1.4558313208172213,1.533111939520227,1.433322545177251,1.4942009966482825,1.486680140275763,1.510730180414912,1.4905051658823922,1.5160080078012266,1.4867626121477375,1.4990508403076483,1.4796373618140082,1.5206146594647612,1.451700774336283,1.545315956858407,1.4395850090659978,1.5198531717359,1.4852589315537257,1.521250996939311,1.4994566824618474,1.5369146441270125,1.503742406840316,1.5191625819389,1.4715876761778615,1.5090448073975269,1.489390040669712,1.5356399651155763,1.473169654056847,1.5584853239074838,1.4320796972739207,1.5011685519304478,1.4817804284019236,1.5439916005745333,1.4414066028173536,1.5107097577049038,1.6451601800565934,1.4967536219057382,1.4362069867016796,1.4880640457336733,1.3621159702512895,1.4005779867829544,1.4868289058146016,1.5567341631060747,1.4598236465873895,1.536387401735674,1.4591777714515524,1.4964731293577525,1.4700761791623174,1.4782188723638607,1.4448372206025268,1.515148202137998,1.4095116372931522,1.5011300955199784,1.4461033917321136,1.5075707449919928,1.4056251900942869,1.453897132977957,1.4779013697009142,1.4997041682690886,1.493546073861599,1.5090918403933822,1.468827181551477,1.5338063723817972,1.4377732554322853,1.5286811527604542,1.4500532427361696,1.4963744232036915,1.4668152497696247,1.5329061569123288,1.4312783825816484,1.4704945567651633,1.44099231007309,1.4922148417970145,1.4262217515715476,1.4741342405876123,1.4394500391967677,1.5115479708134836,1.4359299469054598,1.4632432575217265,1.4518800220818253,1.469990185855364,1.4339813028639266,1.4914082208042736,1.5216008793452018,1.5374016134414197,1.4417012572941106,1.4869277507068521,1.464711069763836,1.5299590080530279,1.4351911655823184,1.4909733927755635,1.459059375637625,1.51147724954091,1.4247719814065203,1.4932448521114368,1.4305369406127315,1.5015597015810511,1.4204871457920747,1.4700716281996706,1.4198546110690546,1.4719644097852351
Entei,Fire Fang,Flamethrower,35,1.4206996857571554,1.4711324774226424,1.4249019851336728,1.4732140006031684,1.4233611674385245,1.4737760225270298,1.427389076985801,1.476360058851683,1.447118011330439,1.52597779757914,1.5025557485963699,1.5922778085181302,1.466153173291865,1.543001020507338,1.4866197942336128,1.5774377002217843,1.4866197942336128,1.5774377002217843,1.4717833894010224,1.5473043820175632,1.5064862501214653,1.5913338515855278,1.5227109141190285,1.6242415904518654,1.4807463043660523,1.5477595123337757,1.4781872350990444,1.5560902835659438,1.4811011506556062,1.5438009661563596,1.5176104794048222,1.576956610233338,1.481114735327573,1.5343204091932896,1.497312908257443,1.5704569758808824,1.5024612831858406,1.602132881637168,1.4853478480184321,1.5726574961486552,1.5078459975868956,1.5730373076844422,1.5162376292098512,1.5885985846234258,1.4813895178281025,1.532035374433776,1.4652541345247978,1.5184658340095951,1.4688911243318856,1.551366018771965,1.498047306481145,1.5892191846989705,1.4577471944592348,1.5366396917461622,1.4573861862236932,1.506924061699869,1.4802949155830905,1.5562483901074822,1.502361337493024,1.4778506297309721,1.4617869363899911,1.5426574564129973,1.3868886080669554,1.454336972509374,1.480577744751997,1.569710198773918,1.4908317584729038,1.5772579319567428,1.510499274743449,1.5780678803981905,1.4773048377516478,1.523268956847186,1.4768586005830904,1.5494655004859086,1.4751917126328535,1.5523207318713843,1.516469606743189,1.592992146370933,1.4838239766924395,1.5535465590933104,1.4932254533621276,1.5655415199834335,1.541002919633253,1.5468806023664396,1.5102408405540015,1.5759295899570172,1.465042998752708,1.543911245322655,1.4634315366022683,1.5405151868566502,1.4996571159162506,1.58545314274693,1.4928771384136859,1.5493499222395022,1.4607885151060638,1.542116039330524,1.4628123380573643,1.520480814726359,1.4676837725381415,1.5518422480853886,1.5284535664914458,1.568613466465911,1.4550082806845366,1.5029135741887996,1.4967106890240887,1.5713706286788347,1.5803089485151236,1.6485563428661159,1.4527461950309812,1.5175239126511462,1.4949171923908093,1.5605721429194406,1.493690826887632,1.5449991335717324,1.4867374005305038,1.5329422566823097,1.4851490273622312,1.5510026606482872,1.458908090284779,1.5381860018265707,1.4944751892502175,1.550676488552444,1.4780827742116125,1.5375346102394458
Entei,Fire Spin,Flamethrower,35,1.4558308326019873,1.510462375789146,1.4610016143625042,1.5137309514094626,1.4584002621069503,1.515874294923449,1.4660007445092442,1.5170616701824047,1.4752941622558846,1.5533421692602813,1.534008288286894,1.630200010060479,1.5025937894839148,1.5893652606343343,1.521425656111385,1.6111827716855596,1.521425656111385,1.6111827716855596,1.4824326095504392,1.555546332299358,1.520798918148544,1.60689356395556,1.5190561925896682,1.6148166757386704,1.522081783474397,1.5965547632728931,1.4876061820567843,1.563199382858359,1.509327070687154,1.5752802698477528,1.524925648355454,1.585388193049982,1.5209719093929146,1.5701304717926312,1.5236831888184288,1.596500309918059,1.5290618086283185,1.623572317477876,1.5094068247194994,1.5984342408419792,1.5263396478503601,1.5955698402852099,1.5400163683005166,1.6130822610262512,1.5499071013474954,1.6075514661395498,1.537621921454134,1.5994089316307083,1.5152144442237785,1.602058526392139,1.534416457293488,1.6228998715678087,1.4773829314192115,1.5646199056216494,1.5096327983513396,1.5754230937363394,1.5212806883147727,1.6021750693299166,1.5968910490435415,1.5548688296075581,1.4917067049329855,1.5703869817053686,1.3846015205817157,1.4533177269996478,1.5137237599851383,1.5969301504737135,1.5183248747463585,1.6107966549500146,1.5044193202922715,1.5722229000320829,1.5054957412330527,1.5562808883147738,1.5134596695821185,1.5924684159378037,1.4950087447867617,1.568330418404413,1.5288493810112864,1.6036170804445595,1.4751076533960845,1.5421088860074597,1.535322308670828,1.5980238440375114,1.5639374071607848,1.5661911591456232,1.5232721566487002,1.5860680903322644,1.5131753430053174,1.5994748243944068,1.5077244223585688,1.5849432922603655,1.5226089192722285,1.6015044039174506,1.498438569206843,1.5529704510108864,1.5072256743565935,1.5775063685927195,1.4945361962913728,1.551461145033008,1.4999457275523125,1.587674124102997,1.5221579452501077,1.566579496526402,1.4900325093541065,1.5445163466846592,1.5093436217045062,1.5915714497699955,1.606159342061358,1.6533063772155379,1.487132286590868,1.5622330505925526,1.5459487746024363,1.6211006773846557,1.5269537957434742,1.5826021203862695,1.5435115282595389,1.5960110181595593,1.504974480552421,1.5730228898574432,1.4980014470235201,1.5717877856981888,1.504312498843214,1.5570341853449075,1.5019029150376952,1.5553815681679128
