Attacker,Fast Move,Charged Move,Level,Arceus,Arceus,Arceus (Dark),Arceus (Dark),Arceus (Ice),Arceus (Ice),Arceus (Rock),Arceus (Rock),Arceus (Steel),Arceus (Steel),Glastrier,Glastrier,Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Melmetal,Melmetal,Meloetta (Pirouette),Meloetta (Pirouette),Meltan,Meltan,Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Cobalion,Cobalion,Darkrai,Darkrai,Dialga,Dialga,Regice,Regice,Regigigas,Regigigas,Regirock,Regirock,Registeel,Registeel,Terrakion,Terrakion,Stakataka,Stakataka,Mega Houndoom,Mega Houndoom,Mega Glalie,Mega Glalie,Mega Lucario,Mega Lucario,Mega Sharpedo,Mega Sharpedo,Mega Tyranitar,Mega Tyranitar,Mega Absol,Mega Absol,Mega Aggron,Mega Aggron,Mega Gyarados,Mega Gyarados,Mega Kangaskhan,Mega Kangaskhan,Mega Lopunny,Mega Lopunny,Mega Steelix,Mega Steelix,Absol,Absol,Aggron,Aggron,Boldore,Boldore,Chansey,Chansey,Cinccino,Cinccino,Cloyster,Cloyster,Crawdaunt,Crawdaunt,Cryogonal,Cryogonal,Delcatty,Delcatty,Dewgong,Dewgong,Excadrill,Excadrill,Glaceon,Glaceon,Glalie,Glalie,Herdier,Herdier,Kangaskhan,Kangaskhan,Lairon,Lairon,Lapras,Lapras,Lickitung,Lickitung,Lopunny,Lopunny,Mightyena,Mightyena,Miltank,Miltank,Nosepass,Nosepass,Piloswine,Piloswine,Porygon,Porygon,Porygon2,Porygon2,Raticate,Raticate,Sharpedo,Sharpedo,Slaking,Slaking,Snorlax,Snorlax,Spinda,Spinda,Stantler,Stantler,Stunfisk (Galarian),Stunfisk (Galarian),Sudowoodo,Sudowoodo,Tauros,Tauros,Tyranitar,Tyranitar,Umbreon,Umbreon,Ursaring,Ursaring,Walrein,Walrein,Zangoose,Zangoose
Mienshao,Poison Jab,Brick Break,35,2.12168745866423,2.036760857528958,2.12436803149394,2.0389174632278593,2.1373733729616187,2.040537510599667,2.449093498984348,2.310204563269641,2.5767373037033043,2.4382029856984437,1.8737917860212614,1.9658939219845355,2.1262731192532445,1.9483051170190708,1.948192510282127,1.8568900273388331,2.1521302073557114,1.988988821471459,2.5145098664638375,2.484171333582781,1.980019448812381,1.9655156004303567,2.3035491613628665,2.526791699402467,2.5641744864387017,2.534397035459672,2.2078267899291224,2.3532959717514994,1.9584753694865897,1.9470855144308732,2.4421393678107384,2.4255130063457404,1.7972528096265181,1.8753445467544045,1.9144868807796687,1.8412591070230404,2.078002966019069,2.1933454437226105,2.3190037691309846,2.4443273743576612,2.330248220680808,2.2564912771215115,2.459685790671169,2.6296537172539733,1.91780122308037,1.9797723857975065,1.879768501881868,2.0195752085185257,2.572966338778089,2.5644147640104684,1.883259719700338,1.8926750626373765,2.411518026565465,2.3553738140417457,1.9140576245475578,2.025874401144426,2.2656348237730684,2.4157451582282383,1.8682771100441082,1.8983174139686,1.9347426356781119,1.95770235633536,1.8923751090612737,1.7839787235833258,2.334475199246041,2.4048310762359404,1.8606362561801753,1.9578540652524816,2.4552878930597033,2.611790287993266,2.126266095356469,2.255944787884735,1.8733627571110767,1.9763737374939032,1.8982133633845144,1.9553575620979482,1.8538896403869223,1.9152459100074015,1.8339004190234456,1.9526164349091386,1.869590318641057,1.9241404833277822,1.8532910580518678,1.94580857526654,1.8335869084475893,1.9350375939849622,2.4109995645098445,2.514921267963969,1.83921611339749,1.9519289865332698,1.8480010106703464,1.9576490252861944,1.867667949636357,1.9498306237175362,1.9133651596705785,2.0060672917815774,2.5011203154808395,2.767947454003047,1.8895357856601847,1.9782630517507278,1.8229902826855122,1.9099160777385158,1.843354905766092,1.9492005749039796,1.830611591418508,1.9507456200539774,1.8525779435338763,1.991256911047862,2.17946248600224,2.31852930197835,2.1509948669984746,2.2735967754506685,1.8188426055353648,1.8993793681856304,1.8955562339191487,1.9086127949064584,1.8219417497206951,1.9314845746269484,1.9227194701159986,1.9870650044214797,2.2952630749696468,1.9894899765517113,1.8999170248272903,1.974715879956368,1.8640503118875924,1.9861796011425203,1.8661551378329213,1.9688068473342972,2.5362281485027296,2.70564571807311,2.078462777300923,2.208009981505898,1.8166406135297826,1.9043173358436465,2.32010467714261,2.395390749404402,1.8629713717640421,1.9587369184679662,1.9048584069857506,1.9723180086791372,1.8714336566699297,1.9191243214381062,1.8552783015402698,1.9479271249112327
Mienshao,Low Kick,Aura Sphere,35,1.3168057568001024,1.212145690393609,1.3165100508271204,1.2101219446429294,1.3180287906348673,1.2087666623396984,1.3202818539652572,1.2091012533398515,1.3092058473579367,1.2058389313774727,1.1569976787281073,1.1793044046982972,1.3082461314523397,1.2012998827905166,1.206458298257851,1.1350947238457159,1.2753676611931153,1.1761064888836623,1.1851349776417404,1.1667883234065524,1.2227489034180252,1.1935777538690722,1.1004454471409935,1.1759624325161997,1.2151015307803186,1.2017897328049574,1.1314696979796375,1.1885102026515444,1.1962987785853776,1.1813479086500498,1.2383509272680526,1.187219835375919,1.0722524588616595,1.1147791903326654,1.1865009131237991,1.1178590108676703,1.0757232878680583,1.1105149994355328,1.1216198912129698,1.1475598078132916,1.2264001217050213,1.192849007651792,1.1396676566915656,1.1706945568402811,1.1888393916229538,1.2101147955821494,1.1392922663741418,1.1786355985096364,1.3088313329121921,1.2265319014529374,1.166326645088108,1.1558559194917544,1.1977609108159393,1.1625996204933586,1.1429188628704743,1.1948068780782857,1.1594507522056616,1.2109750935890955,1.1239140045855995,1.1432280153401673,1.1737658028008569,1.1813963422939289,1.1636213673127584,1.0822805939666322,1.1682046343911985,1.1923354299411995,1.1229934289963015,1.165342721691938,1.1197767400845744,1.1743190973405215,1.1280759711728214,1.1800172265288544,1.1085071199990484,1.170511188569933,1.143611776306522,1.1683100906230925,1.1113805160664607,1.1595735177764732,1.1195474984409701,1.1977396803168385,1.1447022686058992,1.1488101846711816,1.1456560938123994,1.1965679571115655,1.1069438301636443,1.1667492260061918,1.1435856884182538,1.145281807971762,1.1262262815176716,1.1847843845058696,1.125021865464228,1.172533089735865,1.1501924454535521,1.2011753135586019,1.1197862183083858,1.1619719649276299,1.113798445642293,1.1700958990051598,1.1380597355429218,1.1887062774335435,1.1087676678445229,1.1653268551236748,1.1247980121964092,1.1692637493808413,1.0965532226339143,1.1491811902474727,1.1271305656426864,1.1912274675303431,1.0925718551698396,1.1675326614408361,1.1388916725122757,1.1799556847156807,1.1258372938216383,1.1570589879787532,1.1539313592952771,1.1567833936592387,1.1282479563731294,1.1834784243885712,1.1705824215837566,1.207670833839058,1.341575762069381,1.1602917597338203,1.1821631347833788,1.2013499780908252,1.104658460671423,1.1833668489746776,1.105893465180279,1.1645599141751015,1.1347129272491279,1.1839990426305567,1.1083542018777266,1.1645355679636136,1.1148381970653516,1.1591342873675392,1.1898137289997655,1.1907024971917395,1.0995271168907936,1.1631648239450811,1.1376778533459242,1.1659858460036712,1.120877458396369,1.1668416837234137,1.1403261747924676,1.203271542963489
Terrakion,Double Kick,Sacred Sword,40,1.0,1.0589210375299343,1.0,1.0624115244091517,1.0,1.0627736315682113,1.0,1.0635081715735442,1.0,1.0606914497389452,1.0,1.0725938024363526,1.0,1.0535651570480136,0.9999999999999999,1.0114867194201922,1.0,1.0561165298844155,1.0,1.062619484298102,1.0,1.0604527021435073,1.0,1.057454031729099,1.0,1.058658367584653,1.0,1.0461772743820215,1.0,1.0382409472415135,1.0,1.0622109856205448,0.9999999999999999,1.038616022173441,1.0,0.9833964683153966,1.0,1.0456076747026284,1.0,1.0437625614501969,0.9999999999999999,1.0544136572770144,1.0,1.056986454595142,1.0,1.051868887893086,1.0,1.0684962078943885,1.0,1.0356429925097013,1.0343082465274172,1.0264925977787105,1.0,1.050314990512334,0.9999999999999999,1.048854133663604,1.0,1.0504661990293855,1.0,1.0225527189726613,1.0,1.0584904842683969,1.001697287986287,0.9816608734440359,1.0,1.051510991825278,1.0,1.0521231840770726,1.0,1.0541315109124798,1.0,1.0492482473642322,1.0129194970199502,1.0593630664176352,1.0,1.0497487909095178,1.0,1.057151425435798,1.0,1.0505344463529644,1.0,1.0554605677065985,1.0,1.0582091900330377,0.9999999999999999,1.0574259177355152,1.0,1.01849687134704,0.9999999999999999,1.0621990213087078,0.9999999999999999,1.0714660550815338,1.0,1.069158946588798,1.0,1.061062822146566,1.0,1.0689218083812402,1.0,1.047498243340664,1.0,1.0458922261484098,1.0,1.0404462813943858,1.0,1.0447372032386442,1.0,1.0589524650767166,1.007920865994774,1.060963045912654,0.9999999999999999,1.0610615626148243,1.0,1.039083030472463,1.0,1.0501504513540623,1.0,1.0623983717354513,1.0,1.0484628855790403,1.0,1.036812886363847,1.0,1.0545118915542462,1.0022543004623878,1.055819553494806,1.0,1.0581766873454919,1.0,1.0493597591847632,1.0,1.0513056482227081,0.9999999999999999,1.0499874772214977,1.0,1.0421424251027638,1.0,1.0535150529978372,1.0,1.03970333902747,0.9999999999999999,1.0511257453056866,1.0,1.049354751818204
Meloetta (Pirouette),Low Kick,Focus Blast,45,1.3127718904982844,1.2845550209602856,1.302723025898912,1.2759208202445633,1.3034446600435956,1.2808123686104869,1.3079591716325447,1.279797375319235,1.3034791577485583,1.2763321547385913,1.2892976678276005,1.3280087632928108,1.259887698928189,1.275410550546061,1.2380442712717767,1.2209254315286495,1.274510557750454,1.2639720299330375,1.208441955422517,1.2576689750777479,1.2489903169742613,1.2876065546635769,1.2131623143069261,1.2666051594023224,1.2389410052582783,1.2472822498703848,1.2463112701741432,1.2694699816952177,1.252312059687925,1.2684011447632473,1.2591376053120888,1.265624941777925,1.252587688025908,1.2456884621320634,1.3109375853026692,1.2239680468308352,1.25744583679711,1.2537678192062565,1.1942007159678651,1.2121207903483524,1.3207009551377198,1.3437282853160424,1.201846445867105,1.2608983946343757,1.273805915069721,1.3075526530827424,1.2418663590112156,1.2830215800124827,1.3269488313329123,1.3250897933399512,1.2389402960888518,1.2623041413381755,1.2494535104364326,1.2539013282732447,1.2551676795606632,1.318970400453162,1.2151521875809015,1.267609337952176,1.1710577723856428,1.211865495933622,1.2521421230544445,1.2754980745656939,1.378711239412991,1.1727446409183873,1.2119014935770043,1.2560429428998752,1.2594847417989554,1.310222549854472,1.2377898470849953,1.2800168346794398,1.2213499929131368,1.2980298520481035,1.1998120367836878,1.2425677202916998,1.2358078602620088,1.2859909846457247,1.2517993415175723,1.293375615732115,1.2497839239412274,1.316127479404396,1.2621146515672994,1.298168091484401,1.241174833299045,1.2949426984376702,1.2089783281733746,1.248314904909332,1.2100781590226684,1.2451465768181713,1.2367063692731388,1.2701981499778277,1.2304522749800781,1.2871858661639228,1.2382681123347217,1.282937312562985,1.2048329117294634,1.2686345740532934,1.2220913409216034,1.3234830928389434,1.231459259191663,1.2626593540968947,1.1799249116607773,1.2210909893992932,1.231585614408328,1.2514392899773448,1.197246237592059,1.2397648780934083,1.21994307586613,1.2787237870906534,1.2239865621500559,1.281724524076148,1.2307512442796538,1.3084366057609869,1.204596030192899,1.2200615040536762,1.2180977715755963,1.237913741223671,1.2471046314834686,1.305664635023174,1.2159762800617273,1.2857316248504498,1.2340750901322557,1.21893101754451,1.2542210122971071,1.2966595500694567,1.2271848142123398,1.302652645600912,1.221978637063296,1.2649610522878865,1.2139168377350849,1.265430678167374,1.2038952649788957,1.2392110362891453,1.2061681161422932,1.2547910423269912,1.2195133994148943,1.2669267136561702,1.1604645539180785,1.235709391834706,1.2492652441935723,1.2674298931553651,1.211720210020468,1.2528966806087034,1.210838210446409,1.2635967382520754
Meloetta (Pirouette),Low Kick,Close Combat,45,1.352779025914688,1.3610975078211904,1.3403950898574954,1.3662687231202728,1.3434646202916825,1.3706908032819771,1.3429110861997757,1.3712498841060998,1.336300605701073,1.3607460538423424,1.3412698554521298,1.4238688937057613,1.334066068912406,1.3674284577855447,1.2720674892368375,1.2988511276266526,1.3363780482013266,1.3444085873171305,1.2738442098548095,1.3473023895837295,1.3145390217661177,1.355042208060912,1.2812587846068462,1.364326026943065,1.2971240011286604,1.3293019402671813,1.3151926274968253,1.3636242443508981,1.3133076801596197,1.3575189606227636,1.3127019141555099,1.3467054689625106,1.3235148934759011,1.3352406438257094,1.3025231098689576,1.2775737851579079,1.3214282048913657,1.3367971099274403,1.2517982707650168,1.293754210347573,1.4008659147818148,1.433837285320154,1.2776765626787447,1.3529770656000948,1.3309302264280254,1.3931583941798245,1.2856694343048438,1.3643598812248219,1.3312011551304035,1.4096778269109287,1.2750684544461113,1.3275259586738744,1.3060721062618597,1.3354459203036053,1.3221290935798842,1.3987106003437118,1.2770750890688758,1.3450160467801653,1.2101279032705812,1.281590257143151,1.2871435470090762,1.351809660603509,1.343418871036973,1.2413431299112643,1.2736544489745745,1.3367206867585897,1.3023424293648878,1.3477166715387843,1.2983145279275308,1.3575565665270457,1.315692495557082,1.3755056204276104,1.3031799093493857,1.3854197646890876,1.3049020988871673,1.3822251960370007,1.3190321839667185,1.3817220081161787,1.301368664048226,1.393652287124055,1.3325857666259575,1.3920654305910218,1.329214720511176,1.4140234530998512,1.2891640866873064,1.3384520123839008,1.2789772857503037,1.3365536684315478,1.2657325792172025,1.345342658648348,1.2835513401100074,1.3564362208703427,1.3241339954590159,1.4101941452872113,1.2749966715483958,1.334461836924891,1.2922550990358885,1.3837752711163465,1.309162917605833,1.3518611463456924,1.2393551236749116,1.3193794169611306,1.313842356131903,1.3512192349229808,1.255386304377659,1.3539408078312978,1.298328262505316,1.3718634475087512,1.3103770063456512,1.3960656961552818,1.3133469174154613,1.3757334847624454,1.2592116298574225,1.2994464635169136,1.2810082421176574,1.3301033535388775,1.3208521841089345,1.380064820857715,1.2980250723908935,1.363289580913079,1.318905993679157,1.3041789855139623,1.3317328758821938,1.381340841498774,1.2702342679287333,1.3679633163833849,1.2826740986053453,1.3609543355566958,1.3152691220738095,1.3684031261794516,1.2744029236609475,1.3345043315134193,1.27341111850003,1.336171829793849,1.2942686795620348,1.3381762970460802,1.248942058384943,1.328539570374948,1.2905070610828764,1.3426031045422233,1.2885378659784639,1.3376701966717095,1.2802115728383574,1.3279256556554107
Sneasler,Rock Smash,Close Combat,35,1.7825582823841042,1.6180011073358476,1.7345917651975786,1.6176759063271002,1.7463463811092435,1.621588087238422,1.7375538379845419,1.6207833584787978,1.718305183008012,1.623007540085142,1.5366569753416237,1.5969832400238024,1.6219020941145608,1.574169907205633,1.5299624792553574,1.4825424313121838,1.5622802117656105,1.5716812117950099,1.4942555527611991,1.547025952756292,1.6419452950426219,1.5615348009600265,1.4519270273971616,1.5165853377253364,1.5232786192536665,1.5621882110594814,1.4535313189527135,1.4978012042529991,1.502813760269936,1.5204416505852851,1.668527288919361,1.5614415226795941,1.5091383812010444,1.5112621029820115,1.5636941273019613,1.5080349611063855,1.492261666512721,1.5111187228670835,1.4810290785393365,1.514244197375527,1.6818236017285402,1.5836331415931022,1.4690451273403637,1.5192800640620963,1.549582202071856,1.5365309592218679,1.586571596088741,1.5935468008246174,1.47079144481545,1.5285948921577475,1.4768501398174272,1.5028150462664802,1.5056356736242884,1.5092789373814042,1.522562093762301,1.5904883973232715,1.4708630743247408,1.525859766345731,1.5274621893667555,1.5573097130401703,1.6067904062604474,1.5725009596215995,1.5325360287949819,1.416604245744857,1.528099325943986,1.5165604704050484,1.4744722225752742,1.527205480496702,1.4548570054311885,1.49495961681063,1.472050502076996,1.5214077781048638,1.4623776157222903,1.5088211851199753,1.4690449359064657,1.5201202047236702,1.4570391261070417,1.5158686608305045,1.477489797927858,1.5406934126888614,1.4639502609081825,1.5294252618333888,1.469207217455496,1.556763036559244,1.4399823087129586,1.486156567890314,1.4897316005409247,1.542173783492631,1.4902947743486412,1.5466823298765353,1.4747623952887212,1.5320499115663446,1.4583601461856948,1.522528866818033,1.4960914468303632,1.5394278867185271,1.4574088063198596,1.5290705862770957,1.4856136444521504,1.5185202084264895,1.4038427561837454,1.452749558303887,1.456066130197887,1.4893991928607968,1.413052925300764,1.473583093179635,1.447484215003108,1.5328295220335655,1.4455916386711458,1.5202986188876446,1.480419993096614,1.5354466602086603,1.4526810176125244,1.4662007268660888,1.4513278967336793,1.4712049191051415,1.4930367355065652,1.5222171830580844,1.4841433599778058,1.5371490992318761,1.5781254344421067,1.5014226530858132,1.4858895591128183,1.5117890006619368,1.4069268505117005,1.5021326194715203,1.4724217547460237,1.511789262558888,1.4366709318702764,1.4891145253196603,1.4263554230194058,1.4794042952331232,1.4950988435861783,1.5221134995552255,1.4903655059189493,1.534162027378998,1.4215712616037723,1.483865550734178,1.4908911500387272,1.5228596589884245,1.4840081872385866,1.5103230399572838,1.4658275583417,1.5198227097974877
Sneasler,Poison Jab,Close Combat,35,2.163877291032431,1.906849158306954,2.108009316058404,1.9179131894355088,2.1235849549630044,1.9217167162020232,2.5687735475333566,2.239373582933675,3.2493216619871172,2.681460895709533,1.7795452880324942,1.8332097346888083,2.0230526088630683,1.8876079533193133,1.8712729794517802,1.773231995253786,1.8536184917240897,1.8161162585060167,2.449361148766769,2.4817361541339777,1.96022097161301,1.8331478109740957,2.444142514253588,2.573239294492457,2.337397159167516,2.4354071308537093,2.420839080282964,2.5163110821698433,1.6933444265976418,1.7368469707299599,2.8250356784874557,2.43543032168395,1.719268215219113,1.6996253831308887,1.8705882560127927,1.8092566274120292,2.0152367683734105,2.027646068741854,2.27732202408458,2.336715065945874,2.5034949077138777,2.2459859956992076,2.7906690506353247,2.8868278670118337,1.8529832353638929,1.788814350106756,1.8111512492198287,1.858226315889017,2.437444273982493,2.5492284089883586,1.7998470941658946,1.7995437755275876,2.535415559772296,2.5630740037950663,1.7594448764845376,1.8115249095116026,2.5169878077345067,2.64635033346894,1.7913680714777764,1.7961952889647443,1.904656950755934,1.8546823342950185,1.853051331038488,1.6725861338585108,2.73427646540597,2.650597225921449,1.7278816456741952,1.7956888114998921,2.809948493897429,2.900174359179911,2.1263969297528322,2.1860683173606343,1.732414137689004,1.795001130158579,1.731382354322205,1.8053012161337278,1.6966705801281234,1.7629782292437661,1.7811997418027854,1.843484349529009,1.705873209725769,1.7643832574664151,1.6938269214478476,1.7787929761717474,1.7666696152145067,1.809783281733746,2.7594719108849617,2.8240619771253064,1.7817549537494455,1.823851126895339,1.7636197547180812,1.8359701463528404,1.7018734595257465,1.78023579121186,1.7230442969359225,1.800112216368374,2.8608120046605126,3.036387846817664,1.7039230537583385,1.741282863217835,1.6596731448763251,1.7301899293286218,1.6729624607189548,1.7241354109995046,1.675094917890307,1.7682516810758886,1.6544148918768606,1.7523881964209769,2.05525195968645,2.177499066815976,2.0455178096224294,2.118760508178285,1.6970310315907184,1.7279172490914174,1.7501635340805024,1.7835942610440016,1.716547017245003,1.754820083404312,1.7291280148423005,1.828741352105838,1.8432857262018405,1.7400576475712948,1.7214737882361715,1.7702240329663157,1.651813046763926,1.7306239032700166,1.7514343019730398,1.8095060403936751,2.540517900046948,2.6469331958649005,2.0587386845295508,2.123786601067172,1.7598649267201547,1.7915000561365932,2.445766624285591,2.529150362296478,1.7115144350255922,1.7805593992235045,1.7461511527973772,1.782193975532897,1.7907715582450832,1.7980065853875589,1.7036021255234224,1.7719347650415065
Sneasler,Shadow Claw,Close Combat,35,3.2274296176998716,2.542722464276639,2.723025898912003,2.33109251344829,2.1745291050424913,1.9411105248162863,2.1745977428082566,1.9429228863059769,2.169769887522288,1.9447453662351144,1.9246667750760802,1.9877324622458261,2.1841691032416675,2.0092561640763513,2.018465738268754,1.891572664373732,1.9587572678527412,1.9110376379224174,1.883869952012039,1.9211091823235824,3.218701895224696,2.6794235703053877,1.8460468368207472,1.953206426548073,1.8274567474288925,1.8968999370340975,1.8149695860316224,1.8762384783273771,2.300712202975922,2.3158229237684744,2.223179651897201,1.9961992629551104,1.775553857711916,1.7582605124228157,2.751424279407077,2.542293393632965,1.737399550478771,1.7502014121945462,1.8005728856400007,1.8368612102417925,2.1942161333163384,1.9898606559736194,2.154922655187462,2.227475521245991,2.6099026016817355,2.4200187152384216,1.917700905944433,1.9443572333705295,1.9167295370453932,2.006923562855338,2.291676188655883,2.2477697769984752,2.710721062618596,2.6798671726755217,2.3011799494993133,2.3859126126904577,1.9043398219033412,1.998218622483573,2.213551680529709,2.1713019607036737,2.863569668528126,2.5890838399722638,2.8856813418955203,2.3500396969008364,2.0236411317584873,1.982335225060952,2.246825709528591,2.334587374013396,2.2254744774234925,2.2942361264204263,1.8454300635637109,1.8872861675334447,2.4865154236905034,2.615234537646177,2.486817392120956,2.5905878762266985,1.87336974553993,1.958436487072816,2.1966128026432394,2.2942791812084944,1.8411975870619148,1.913437696606343,2.514794331562451,2.637287766388731,1.8836178681999114,1.9331357806280405,1.9014875426894955,1.967498682069266,1.9396136581115457,1.9621360054146988,1.858661639229558,1.923956774406717,2.486844501645196,2.643799856728306,2.5744812370428134,2.6920801871540787,2.1308656517675377,2.2507842208365876,1.916519898159386,1.940948869806448,2.42285777385159,2.4992380742049467,2.451665029110604,2.5248516049402765,2.10646813960935,2.2618018388911763,2.3790689305460138,2.546717047796643,1.8244643523702875,1.9245987308697274,1.8506196345659216,1.906793154513367,2.495051719317864,2.5158289069052278,2.557524748157516,2.5705028127861844,2.5531453602203467,2.5676692145172173,2.208017616562343,2.340800721308064,3.0160338100225212,2.641936291092431,2.5687715012912427,2.6352914852555913,2.490579329601783,2.6617524624389994,2.480304585101917,2.6039110965996546,1.8808535316806436,1.9448960241551676,1.837234202585635,1.906281800564557,2.51720802494192,2.5610722952957534,2.5266568737578847,2.606584291022207,2.0700458105512043,2.1669868479385253,2.492673662320025,2.513130112786343,1.9003915635845865,1.9132864643588146,2.502277346523986,2.6300291402404685
Sneasler,Counter,Focus Blast,35,1.6679523879243174,1.3737662377002418,1.5486598897172825,1.3695886643387756,1.55034989438264,1.3684655053533588,1.5502760381986296,1.3700530161914315,1.5318557642720632,1.3623268763419296,1.348115731218516,1.3209645340390668,1.4840265054225255,1.3894803430810438,1.3959300414491986,1.3046115239996472,1.4241757446510188,1.3256721703713588,1.2847933164445153,1.3111856727208786,1.454404949102044,1.3301394521228171,1.2361626674931705,1.281381318610032,1.339893555655325,1.3441135221013099,1.30678028962917,1.313883433915634,1.3152817419506426,1.2970028927227415,1.5213120740473005,1.3534331461532443,1.265170580139566,1.2399907653179012,1.4173812278653333,1.3206975314838394,1.2451725217319909,1.2396240647803196,1.2231428539614848,1.2308885016451674,1.4878089395627663,1.3517562939176269,1.2711686671948683,1.2808860228538985,1.3928519651000342,1.3268807496639166,1.3834660412687005,1.3541618595502432,1.305279306921758,1.338803357097735,1.2996829696972216,1.2821154189744508,1.365111954459203,1.3051916508538899,1.3189319968893112,1.3450560211987672,1.3188953404752806,1.346908375145366,1.345071508621133,1.3184909676026362,1.4537121878134247,1.3591337402954395,1.3824789381990794,1.2236043663785485,1.407256858366285,1.333932266590178,1.294157271953126,1.3110359816469452,1.264705292903381,1.293795218149388,1.302020301137169,1.3238696453297571,1.2317181979324046,1.256212898083489,1.3230384561205804,1.3159365168803119,1.2674893443250554,1.2933309512263598,1.3057667691432449,1.3398028511099198,1.2299988897524148,1.2665926501609859,1.2617477279053162,1.3009693463870367,1.2386731534719149,1.253144626271561,1.3531481354145178,1.3309954388136331,1.3094702775033258,1.3364737550471062,1.2955724864434122,1.3154263279625273,1.279841186969561,1.2877454134845376,1.2659242634612093,1.2886813625729883,1.2594906725733968,1.3060317785488393,1.2806822226075214,1.2852906016444157,1.2306757950530034,1.2701855123674912,1.2436602220038815,1.2628236879927892,1.2356708293307717,1.2761424454508028,1.2735629927699808,1.298164687407989,1.1920642030608435,1.2535946248600223,1.2914453686074088,1.3008094776809076,1.2583505731059548,1.2784791724909141,1.2807291439536,1.2841393746456762,1.279835846155548,1.298872825016869,1.3161444696825204,1.330952091966778,1.4148493470624763,1.2539644290388055,1.3251508003841097,1.3342501002228209,1.2076646215721183,1.2600899158479884,1.319919305937777,1.3301809785904193,1.2545129843230753,1.277950124734192,1.2190002566167297,1.2476439929563132,1.3288654362676937,1.324011780048191,1.31920356494797,1.3212403253879104,1.249398820479063,1.2888012681865202,1.3071544525671361,1.3024116966758268,1.2819969742813917,1.285930408472012,1.2586747312486226,1.2867007860518649
Sneasler,Counter,Close Combat,35,1.5298416913629487,1.4087634357029983,1.4949341404554217,1.4024611381500007,1.503439939714656,1.4085781863484714,1.5040196218908828,1.4055527928322784,1.489305011106205,1.393995571000502,1.3619575880930725,1.381026327404768,1.4941670298609142,1.4299408874915902,1.3918612854863666,1.3397531487761662,1.3858164079902846,1.3705536345482794,1.3341675509782633,1.359564162173546,1.432208474716544,1.3776359347844078,1.2947375249572934,1.3484254380590615,1.3670272727146366,1.4068445187000391,1.3205849326517323,1.3588472259965512,1.3292561735171424,1.3533628383349319,1.500622277535781,1.3999381448677009,1.306272568529887,1.3012521667701953,1.4286609924431741,1.3605438942220485,1.2805325492369428,1.289896291963012,1.272759538351047,1.2940966055551535,1.4768205385447202,1.389067517505376,1.2951241626804395,1.3367327483571376,1.3716852940401192,1.351991459525002,1.3711383882132657,1.3974504945813553,1.3406443461781428,1.3833769515386698,1.3143336754324368,1.3300937794748848,1.3675483870967742,1.360819734345351,1.3504133183559432,1.3845300843918316,1.3528463002001223,1.3879458066743098,1.3619179321619148,1.3637814745889925,1.4413144958581494,1.413290449598197,1.3638143812192982,1.271826983231917,1.3909135610235819,1.3915835194328916,1.3153573380444592,1.3514279540919434,1.2943062709180915,1.3316331643184962,1.343385776120542,1.382418037702112,1.2702387608703412,1.3192400575786056,1.3168169225712543,1.3656500915621919,1.2875054235471275,1.3361514509583727,1.3448464492412722,1.3925144688905178,1.2845416527885718,1.3233189001147256,1.2908644246245446,1.3572785690946716,1.2783016364440511,1.3176382131800086,1.3266061564555685,1.3760342891196222,1.36664358677133,1.3906752036346943,1.338836951662747,1.3757167013274765,1.2996199657604934,1.3623316861135732,1.301576735074272,1.3411853091656047,1.3034070394223014,1.3731098677387552,1.3079857277132403,1.34119343328801,1.2649845406360423,1.3151943462897526,1.2968388401231008,1.3258682430512134,1.2535794336947075,1.326883491148621,1.2977721071744037,1.357395230150162,1.2510265024262783,1.3258977230309816,1.31768936989901,1.3551458061930053,1.2987195974280124,1.3226167179200448,1.3195150669399502,1.3433517945139768,1.3195690408504144,1.3391590987024768,1.3192481750559186,1.3681792173113936,1.4219487103441244,1.322149828076777,1.3439833676732456,1.3755885177277856,1.2509958628463105,1.3169085343204436,1.3228578758337608,1.373081766873455,1.2991227181927811,1.331498375233589,1.2597049792494404,1.3015954481501475,1.3152112895007297,1.3503700696957395,1.3295972151929984,1.3682215995358655,1.3024638284723995,1.3574230557384097,1.3316746066271261,1.3503697651964477,1.2953279345020912,1.3215537954970187,1.3219384381810613,1.3559639542571689
