Attacker,Fast Move,Charged Move,Level,Arceus (Ground),Arceus (Ground),Arceus (Rock),Arceus (Rock),Arceus (Water),Arceus (Water),Keldeo,Keldeo,Manaphy,Manaphy,Phione,Phione,Terrakion,Terrakion,Urshifu (Rapid Strike),Urshifu (Rapid Strike),Groudon,Groudon,Kyogre,Kyogre,Regirock,Regirock,Suicune,Suicune,Tapu Fini,Tapu Fini,Mega Sharpedo,Mega Sharpedo,Mega Swampert,Mega Swampert,Mega Blastoise,Mega Blastoise,Mega Gyarados,Mega Gyarados,Mega Slowbro,Mega Slowbro,Alomomola,Alomomola,Azumarill,Azumarill,Blastoise,Blastoise,Boldore,Boldore,Brionne,Brionne,Claydol,Claydol,Cloyster,Cloyster,Corsola,Corsola,Crawdaunt,Crawdaunt,Dewgong,Dewgong,Donphan,Donphan,Feraligatr,Feraligatr,Floatzel,Floatzel,Golem,Golem,Golurk,Golurk,Graveler,Graveler,Hippowdon,Hippowdon,Kabutops,Kabutops,Lapras,Lapras,Lumineon,Lumineon,Marowak,Marowak,Nosepass,Nosepass,Octillery,Octillery,Omastar,Omastar,Onix,Onix,Piloswine,Piloswine,Politoed,Politoed,Poliwrath,Poliwrath,Quagsire,Quagsire,Rhydon,Rhydon,Sharpedo,Sharpedo,Slowbro,Slowbro,Slowking,Slowking,Starmie,Starmie,Stunfisk,Stunfisk,Sudowoodo,Sudowoodo,Vaporeon,Vaporeon,Walrein,Walrein,Whiscash,Whiscash
Torterra,Razor Leaf,Frenzy Plant,40,1.4167866090943015,1.4263130056910744,1.4200570754640323,1.4336921738413981,1.4248318173862733,1.4318745553196446,1.3194603956270732,1.3271965614445924,1.4072390248021018,1.4551042775047005,1.431571345827336,1.4565266208105774,1.2203194457462743,1.214876423675441,1.271932196441056,1.2806514958633561,1.2012844499936883,1.1887176205575325,1.5197004381033634,1.413997963819073,1.2873937114835652,1.3068212837420636,1.4499667686467357,1.4551607738164851,1.4128385635239329,1.4044815835971804,1.379530511046026,1.4186338306078017,1.2960217261915512,1.3012556251180818,1.4393158437490798,1.4483125727578556,1.3788328888125472,1.3877476678835594,1.4380282200892396,1.4654967080208077,1.410336486223797,1.436591976640386,1.4524972721753606,1.4829907572004597,1.4077962956266425,1.428188848690057,1.3925487793972138,1.4456015316312432,1.414851067235779,1.494295517326669,1.3731843639609953,1.4211322674774403,1.4338157091789105,1.4359784385544951,1.4679881240034187,1.5315972976250345,1.403112110302556,1.4612729234712791,1.517623033638065,1.4526405642458537,1.3507785975544073,1.4144743756505869,1.3815310248140464,1.4247111712315494,1.436252649147898,1.471729784567032,1.3599240291270265,1.422833668113735,1.3406211516543314,1.4015619687482677,1.3669521704844732,1.434912690442763,1.3485639623826644,1.4093575857322007,1.3743930766011418,1.43578002611013,1.466094610844948,1.4623853066736514,1.4285263175890734,1.4874923528025532,1.379059241144309,1.4428529152258225,1.4305323170058635,1.5139135716956347,1.4652471982793251,1.4961204075872048,1.4158389666682063,1.4847677339990577,1.4603025347422778,1.5210633182996351,1.3780318575685242,1.4391494509811757,1.3969727476182399,1.4446981976755906,1.3670380421266546,1.4036942389087712,1.415927484818772,1.4653672117586019,1.269522834677432,1.3194382592160065,1.4034583206954296,1.415707370473633,1.408881381940047,1.4294250865943399,1.3327444264407238,1.3477834307979204,1.405414630886437,1.417356134071907,1.430126548496181,1.514615979703594,1.3692843683455336,1.4267592098728294,1.428100545294635,1.4821613016710642,1.458395009826335,1.4387031575037381,1.4354659475097344,1.4885640579937225
Victreebel,Razor Leaf,Leaf Blade or Solar Beam,50,1.5409478154977336,1.4761145383076641,1.5372465449152515,1.47763553792817,1.5428036190714158,1.4764460547132767,1.2804180575113042,1.3050488655537786,1.4233804702798019,1.4399650153220331,1.373569552131126,1.4140199013549948,1.2388381452283566,1.2379963544336112,1.2385265099660556,1.2722153608825313,1.3531283862573724,1.200421109290526,1.4396205452320927,1.3988633317161163,1.2946938263437002,1.3064708593564724,1.4214298674066599,1.4349153960065586,1.3810460530212691,1.3789569421518084,1.3767323596643322,1.3885129633800728,1.3157503804462283,1.300247827137987,1.4071075184389277,1.4276562408221616,1.3673722380199982,1.3851323091511671,1.4232408996594266,1.4620087340014905,1.427389618432934,1.4401213818497676,1.4080588540163101,1.451350814244834,1.377650442072008,1.417125196847616,1.4099069462861693,1.4105692941014698,1.4045553382096647,1.4969502073033463,1.3932381030409513,1.411083229380494,1.3959122181364736,1.403170233766521,1.430688087328609,1.5150883352054523,1.3793880978087403,1.4208969206183941,1.4300332653310879,1.4352420161690211,1.3792388824499668,1.4071210266787255,1.3793193998940467,1.3985812084735811,1.3818752593071866,1.4440020721338354,1.4363085302505108,1.4285317551893526,1.374560868161111,1.3883869997569431,1.3796022749556622,1.4123756477476528,1.3765348192341278,1.399430822957634,1.4070776537359881,1.4244661958008515,1.4128189843511068,1.4568898228219183,1.4061182775477612,1.4486061400835835,1.3748116687789216,1.4279708181362438,1.4121467129851246,1.499520831804954,1.4030013427153478,1.456580029226722,1.3927360864610447,1.448519991181716,1.4111094958997985,1.4836013349483634,1.3970856451818094,1.4167741860010556,1.3763291585042101,1.4363829906437338,1.3001502535510168,1.3577133363571552,1.3920477808365088,1.4243723073058243,1.3024525862123884,1.314436067151015,1.3650392038012245,1.3972185790796297,1.42022383250331,1.4452206305057003,1.3698813310306353,1.365676610203146,1.368180866388464,1.3788477360143754,1.382476783114255,1.47633228946026,1.3896490868822984,1.4273765350784249,1.3632235708003517,1.4395788918205805,1.394585313498308,1.4178994068822879,1.4173561916153674,1.458944764796537
Shaymin (Sky),Hidden Power Grass,Grass Knot,35,1.2941186339304178,1.3049483765523047,1.2955788294493749,1.304672202058821,1.296939320946675,1.3065362976339088,1.140149794564573,1.1821902532155513,1.2724059434984463,1.3033497396174416,1.2310787698900996,1.2870752918761361,1.1166156460210876,1.1370043435687065,1.1046622969766475,1.1434948022113034,1.1956587581608673,1.0654152538383312,1.3611490955533938,1.30632214365422,1.2072676244718747,1.2107408434025837,1.2722577636478354,1.3117761231884584,1.2939465987462742,1.2959657030330598,1.2373861488506614,1.2612132754631118,1.1479502731653113,1.1800959400761228,1.5986638531959034,1.3478390136428253,1.247008014315648,1.25211747878477,1.2654483712642803,1.3158889782841472,1.2665002137870631,1.3025690928563372,1.301427727796411,1.3381308106240442,1.2606196284469557,1.2973075920669144,1.27978937185618,1.3131968571173063,1.2603641187543373,1.357151010040644,1.2654158271756784,1.318017628936074,1.3297111928822527,1.3192818060671818,1.2980168520617614,1.3849147222619411,1.2360393010585753,1.2940982530322758,1.4223302446565658,1.3504480380918904,1.215082665807493,1.2662849865291332,1.2500994596489934,1.2958816815702223,1.2310528811912265,1.309333123919588,1.278587872816462,1.3026252475092004,1.1817784120442718,1.2531854327060181,1.2563498307018202,1.2870842396420685,1.2330201473498832,1.2734631891568928,1.2710387605834175,1.29295642109122,1.3554999476628384,1.3329391091936653,1.2754556556409582,1.3276087879833154,1.2303224465471798,1.2822527127818244,1.2374342717480498,1.3182379949005778,1.2985132536855248,1.3271579800118105,1.27857211597636,1.3215046003640611,1.2692126157472774,1.328169233187604,1.276514316603536,1.3217743102961683,1.282599369561812,1.30764675717623,1.2097450160230978,1.2531819705212894,1.2487648327826342,1.3302029029934133,1.163523673135981,1.1976724565693593,1.2188234860473928,1.250966874920047,1.2705289388041705,1.3201332405417046,1.2510808381880403,1.2366828403796044,1.2614362089193163,1.292383459316572,1.2525874370382382,1.3401587092458778,1.2787307462237605,1.3017909428270948,1.2525958487247142,1.302427968337731,1.301455756855219,1.3068019022218067,1.3012795898833722,1.3636236400038755
Tangrowth,Vine Whip,Power Whip or Solar Beam,35,1.4337929614116194,1.4293931820527563,1.4346099203933054,1.4293345076105028,1.4344644418805585,1.4299294537946428,1.353499143068087,1.380514392687656,1.399082409916078,1.4443543908909944,1.4353127243328674,1.5278739672919743,1.2720316454307772,1.282747775865473,1.288227144076733,1.3228374453992329,1.2625146490457342,1.2279426094861243,1.4230848303755237,1.4199038839141418,1.395327960802795,1.4121384662427905,1.3991758816896447,1.4438234681212423,1.4606608827043286,1.4881407016081174,1.43586121754745,1.46891103575401,1.3315129785125563,1.3602829207260778,1.4108864945849116,1.4134786822855714,1.36303536616787,1.387422071604122,1.4444229470513212,1.4855099815618082,1.4560382413383122,1.5069771960115652,1.4631718267937683,1.5223101992977477,1.4166808978323944,1.451991369133324,1.4414338560893594,1.5149185960303366,1.4713852753749985,1.5570182667632673,1.4067531794081956,1.4786943306944216,1.4528391425712253,1.4672103817634072,1.485364128531667,1.5764739930432405,1.4340910320767273,1.5195146661311238,1.4471671038619334,1.4766661015319087,1.4022165458466174,1.477181339803141,1.4122689670356863,1.4671838861589404,1.4066351151853844,1.5005097109696715,1.424899228639518,1.4990868720060904,1.3700438224618117,1.4386290166710194,1.438336687669623,1.510290604170033,1.3957542252385735,1.4757494249502643,1.4169049595199013,1.4858965599095824,1.4515404571171906,1.4942427484364786,1.446949484750692,1.519719126189736,1.4346131759192138,1.516251922523832,1.4745221486498017,1.5706214704644972,1.5065190823674242,1.5757249601638634,1.4423013264055051,1.529197961602243,1.4549992364558584,1.5343774485147996,1.403374158997333,1.453080349722578,1.4115972407497142,1.475987339178507,1.39270060847507,1.4710211971492384,1.4670586464051858,1.5270814804641462,1.3272232932333405,1.3676135661429678,1.4192082304132168,1.490887037497895,1.4855223686638865,1.5433657651619852,1.4197205200185816,1.4416669815465566,1.4383071713916569,1.4607345144571335,1.460244229138585,1.562648599892572,1.3993939948140537,1.4619652998202521,1.4727261213720315,1.5625754441512754,1.4118309895634276,1.4537151506230925,1.4920497274081772,1.5416832945090113
Shadow Vileplume,Acid or Razor Leaf,Solar Beam,40,1.704365119872485,1.3991210932700293,1.7137323815905692,1.39983991166654,1.7138319030262241,1.4085722040177493,1.225375746995696,1.2271692797472675,1.4075654907326325,1.381726567464033,1.2947603714116753,1.3099073542373243,1.2667987719147802,1.2210470134475133,1.1971894985302098,1.1847047227831222,1.5919440559557094,1.197839586023071,1.5309202506012878,1.3803969586114688,1.2507618531387987,1.2362534114460888,1.361564968137846,1.3346719721328275,1.2628158873814923,1.2767585968731734,1.3842497365108117,1.3244000408478742,1.4254722060351557,1.2636635897609616,1.2939429697122278,1.332344163099081,1.3646772449672286,1.346643564135114,1.4954549202544247,1.4120317079913078,1.3391592191636474,1.3303098750699265,1.3265466737476568,1.329686730182293,1.336675998967198,1.3260036582456387,1.4266219203663302,1.3601404700477049,1.306758719380661,1.36759607183993,1.4000887491638394,1.3593265804370165,1.3765228279675434,1.375865543884983,1.3371274540356541,1.3678839777254177,1.3458550258612652,1.3418090336025228,1.3851558184982802,1.375884524946287,1.3671546094885432,1.3222719643315899,1.3428207723932266,1.3034734505036896,1.3373031606822279,1.3396824678727022,1.4213118786580912,1.3788385031834993,1.372642102754131,1.3417947515907693,1.3725690720804706,1.3281171640711835,1.3550695056943236,1.3136534060525944,1.3504872383850843,1.3411582535756874,1.4064373725663832,1.3596653959957403,1.3093185353986885,1.3247012606604027,1.3086045875446906,1.3193860574406042,1.2751100535217468,1.3276532382065485,1.3394977105999135,1.3717800073275086,1.3784256450986518,1.3639890039912064,1.3198672962320879,1.3699798501822413,1.3813647408398155,1.3725561265548463,1.30562974223328,1.3210317842613286,1.263872621700935,1.2920865821654512,1.3252137265695545,1.3572967959571562,1.321877020165724,1.26664373754906,1.3683198992115635,1.3387986394669267,1.3734444960820185,1.3823823205426593,1.3416540159040276,1.3307888074646539,1.3096067540876486,1.3244494111706788,1.3204506221010563,1.389304692699307,1.344282091829332,1.3232694926410866,1.32677854001759,1.3605515567282322,1.431907067064816,1.3401987598160696,1.3404906986045313,1.3791436965612796
Shadow Bellossom,Razor Leaf,Leaf Blade,35,1.6396038175907242,1.6061321298637175,1.633906053291094,1.6071597364660495,1.6372180905851017,1.608712816390265,1.4541882447730867,1.4842789484551075,1.5978123210580268,1.644763609873213,1.5615576983789614,1.5876110391588687,1.3998452927720864,1.394383125494834,1.420594472097087,1.4586702620037293,1.4580769620139258,1.3294580280103503,1.6116398836867296,1.5603384420985813,1.4852979205972798,1.4678060105788562,1.5893113433696353,1.5945284492628704,1.5941132331887529,1.6181518217469684,1.5883189479776403,1.582618605534695,1.5649738890403464,1.46341482855416,1.565903219545225,1.6028119085232468,1.5335972271079639,1.537571148816618,1.5965176669478034,1.61799356267798,1.5756265296130565,1.5910519995109234,1.6061250060691512,1.6257387897604672,1.5974323210224657,1.62266572132772,1.5825402884982456,1.5813731985687596,1.5784241005109638,1.669560887321878,1.5770394198157673,1.6040713210561572,1.5982497090322225,1.5674193486392094,1.6058118873799496,1.6985827883883602,1.567274853239336,1.5964435588179433,1.6457386579766697,1.6299639020837844,1.572430800034214,1.5579368607144923,1.551084879758635,1.5628489699733008,1.5677810313731284,1.5985607262635613,1.5932537622167988,1.5761277687510142,1.5328745044333727,1.5385558559512682,1.5478129246690149,1.5958663830811526,1.592623459694722,1.5921054954546812,1.5947630437858413,1.5971243569137499,1.593665745565388,1.6129387619173519,1.613344288310322,1.6247950551084283,1.4972351038117073,1.576146386943578,1.5572408296217817,1.6465788506959271,1.6004972549613918,1.6316418240854453,1.575292014652548,1.61509532778831,1.5672216514613664,1.6448814304637596,1.5748457887597245,1.6072753292723763,1.5627275045919524,1.6333935753457118,1.516773773516531,1.549394041491889,1.5616477599390468,1.5995966616921982,1.4878516424068287,1.4890059592868012,1.5787666835386194,1.5708063099015557,1.6091523934015604,1.6256127671795948,1.5580935615582778,1.5282876979761004,1.5749666602313734,1.5657207775814188,1.5513087263059393,1.6474423420593014,1.5423869464839934,1.5569377462835483,1.5372598768689534,1.6104402814423924,1.5483142355199746,1.564801773983554,1.5668752380215245,1.6295356756107955
Chesnaught,Vine Whip,Solar Beam,45,1.5127238216436252,1.4516337122720102,1.517697116614756,1.4538452286061025,1.5232466545621925,1.447184459979987,1.3482149330669564,1.3620779630232154,1.4341841544954554,1.4635324782725883,1.364028560482834,1.4502352189240197,1.316192008471754,1.289216213197828,1.3193511914227156,1.3158773744726477,1.2663029662208525,1.2303383663975784,1.4409201252183315,1.4111443530148522,1.2929373080265736,1.297974033066923,1.4242105207432467,1.4294653578181753,1.4258792788785535,1.3870867359654349,1.397334616209382,1.4062909086240014,1.3248333901454745,1.3062041971572673,1.4413839359288407,1.4026017153085997,1.3811311808879985,1.3760622321257348,1.4570658365618996,1.4185159421357652,1.3887519303652378,1.4527245471178383,1.449878033587529,1.5030513809624,1.3910118805336178,1.423202612037218,1.3927819665999,1.4351450135921695,1.4346148842384243,1.4987005902867996,1.435507358961767,1.4787336720772097,1.4694995999206681,1.4893796924777718,1.4546550799406373,1.5763717025561936,1.3940483931348258,1.447251382722316,1.3984141989071264,1.4739203600190178,1.4119510494367515,1.3958004961340538,1.432078661221819,1.4509224314417384,1.3994090131657035,1.5038499692779221,1.3737996182896839,1.442801756617077,1.36549814600624,1.4351908892582363,1.3733033287244623,1.4480895243221839,1.407197660260689,1.4724353292465227,1.4301246212369838,1.5064104976741906,1.416373160848396,1.47907406306243,1.4095734363932513,1.5151714530999265,1.363222893676236,1.4236843369421601,1.3847323851415256,1.4544436333920274,1.4255921664292601,1.4834393150783025,1.3749831927056684,1.467842157267133,1.4178545775643614,1.474569351929422,1.4315955056836984,1.4597305769389182,1.398174678134816,1.4523474625108939,1.3368450721572323,1.3843133516341664,1.4333501262307982,1.4611601154399516,1.3323817437009775,1.3609989075614475,1.3985966325638004,1.4333271880397207,1.4980593788421046,1.459743362816672,1.4313089890429207,1.3750260090789135,1.4079654573265814,1.3813096811559769,1.4385191866573426,1.5540824896203882,1.3791066610919847,1.4342163644671437,1.4057584872471416,1.4609562884784522,1.3834120977314464,1.4377932344530069,1.4260805194790496,1.4740243813263738
Shadow Bellossom,Razor Leaf,Leaf Blade,40,1.5773886217830573,1.5606989023519302,1.58196583144455,1.563505595296542,1.5827126882853968,1.5650932507339401,1.4259490872573775,1.4505229434297553,1.500039942283941,1.5477756261142437,1.480638632084292,1.506900993438121,1.3704098869036818,1.3640876810568154,1.376810919886894,1.395420709070412,1.4186532501613323,1.2844362455615423,1.5599984724335998,1.5107623561314323,1.4245909347527597,1.4234043743357387,1.4880547602650231,1.494858404596659,1.5033643616872658,1.5187463636028355,1.511553984413728,1.5027580115053245,1.5198739330910318,1.4244982836174167,1.4891810003464163,1.5092016959142132,1.4913767722496674,1.5019749017328663,1.5040176061491144,1.511619960562157,1.4958956773801304,1.528245933656518,1.5574546300377248,1.583539747199628,1.4994690737015997,1.5309090170430018,1.5370481096451039,1.5407164087824552,1.4991003066189064,1.5933546272178964,1.4829369553716347,1.5208390680163797,1.47307255392159,1.4725803262595634,1.5358916630086077,1.6354450803825344,1.4911221119915612,1.5153527295954714,1.5388294629045387,1.5423164453736118,1.5148245787278747,1.5164946371501422,1.4927185568983954,1.5212223583531888,1.4862935716097558,1.535908743028611,1.5155439534965622,1.5145808958884706,1.4745567693507144,1.4902002316741623,1.489968110781106,1.5319488570300692,1.4933021387545948,1.5176339101704102,1.5352323980407765,1.5387396072855786,1.5507387074998087,1.5728401419966977,1.5276306443021548,1.5542928391391693,1.474336289188098,1.5496856582980942,1.534110500908725,1.6186112438542135,1.517328645103215,1.5653535800552123,1.519516141031571,1.5523367201216358,1.5027368317179295,1.5792790226798095,1.4845808256997448,1.5287450726736462,1.489949667473297,1.5475026016962887,1.4682207966310044,1.5115199323548147,1.5130321982709698,1.553648490609172,1.4055597172376795,1.4141915275588257,1.517400857602726,1.5091858387380195,1.5285226770852884,1.5396474386125187,1.450900830616105,1.4449131338995245,1.5290312903752767,1.525466534000624,1.486458145419289,1.5816560421332846,1.5017462907529673,1.5254204653299532,1.4871060686015831,1.567859349164468,1.505531238017146,1.5228343844026908,1.5145457126762916,1.5773314288886782
Sceptile,Fury Cutter or Bullet Seed,Frenzy Plant,45,1.360458941882837,1.3339518544101197,1.3672314214196168,1.3382268320254525,1.3627186144374375,1.3333036347176312,1.2447644883593667,1.2395847343511068,1.3053272074065334,1.3213226308218045,1.2880154356204203,1.3161865339099454,1.1772265276777862,1.1588894085128365,1.2093079927438832,1.210024509825695,1.2972731215371907,1.121169157368975,1.4458557630840225,1.3375652314401878,1.2326084831367201,1.215758231479183,1.3129665804720922,1.3103043183433702,1.3609795110044671,1.322367974894191,1.2692926105787594,1.2450578452218366,1.2139261191420965,1.2008544363349283,1.3495612289874235,1.322753269025577,1.2569477451795867,1.24071778538058,1.2517734150141535,1.2568718707562334,1.3360506595964319,1.3575328163404596,1.3137112002466054,1.3638601343907646,1.2986897010165297,1.3085113138594395,1.3107561323426324,1.3377863659048579,1.2932532233396181,1.3715343408903,1.2522302192776273,1.2880571052036034,1.3326198901201431,1.3101035796041949,1.288287239027917,1.361044485321833,1.227740314529236,1.2589719601016647,1.3532781670367156,1.3430882610239956,1.2905200102165828,1.2848096521247612,1.2893449031950517,1.29553866671592,1.2899853519447904,1.3570858834886603,1.3163090852251889,1.3138106580306692,1.2534672150428257,1.2826389968827288,1.2829100822682815,1.3331467681723463,1.2846080725091573,1.3144567175220006,1.314941924402596,1.3043567689545963,1.3243749804452312,1.3424717784757156,1.313264321671378,1.3410405350909567,1.2646122219716278,1.2979240989279226,1.294010486032121,1.3734659097791824,1.3209933514861414,1.3368512779599298,1.2769498565891304,1.3208756492279565,1.2942437538725144,1.3367064518358598,1.2973671565518876,1.3076848792314564,1.3003599443045746,1.3386543425275015,1.2514168835844368,1.264227901033389,1.3038236550624411,1.3150476423846476,1.2284932245034428,1.2063641499183502,1.2715431187608006,1.2859914348138333,1.279084395608716,1.291753385810213,1.231582734505872,1.2117762115281603,1.2289459435377281,1.2187716262975778,1.3006386543834223,1.3944426427217722,1.2952102848260079,1.3174532786591155,1.2889948988566402,1.352740985048373,1.3052894804834645,1.3101450039829663,1.320887439184852,1.3233938604609286
Shadow Exeggutor,Confusion or Extrasensory or Bullet Seed,Seed Bomb or Solar Beam,45,1.297827491976428,1.2377964014625227,1.297569374760713,1.240925052241539,1.3025933093184836,1.2444294383851326,1.0847521319797224,1.0584739658830167,1.1594624786081469,1.2098195777808325,1.1506869850960804,1.1898461299222722,1.0331315275681001,0.9765985748786973,0.9718335774840072,0.9718429052538441,1.1981527516875827,1.051443699129327,1.314102012530447,1.2212352116306378,1.121807680849311,1.1063885432242797,1.1756861997721693,1.182067245243537,1.1959411381434173,1.1924862283506543,1.2210768790832125,1.214917898052874,1.2933505384657635,1.1421125547940334,1.2335313061317557,1.2058577676136255,1.2232386770731982,1.2115900804608115,1.1616014043705696,1.2054812212636254,1.120463180421878,1.1239175420091316,1.1454183649311842,1.1750102281662058,1.1718008927433514,1.1862305092747145,1.175674026407369,1.191864507176877,1.1559250104069632,1.271949786420971,1.1820599297899943,1.2010028056026125,1.2290775461864905,1.2335050893376862,1.1761936176596475,1.2053870740401098,1.2044663818990342,1.2566971951227395,1.205100152458791,1.2104789381505996,1.1875448957546018,1.186039639656272,1.2239280126159104,1.1889502602075506,1.1679923609507668,1.1886142088079819,1.1979162375722563,1.2059419590642348,1.1514426898847887,1.1596779048621726,1.1832284353554277,1.2225935136080748,1.1501010759795176,1.1945251909354797,1.15723281717985,1.180452795816319,1.1759228089936047,1.1667311257371227,1.2383401399675975,1.2241347059906091,1.153100230490148,1.196178813894485,1.1184919451969326,1.1884296227072777,1.1771357931730395,1.2312660066090397,1.2000442279257943,1.2377113140448917,1.1795872131535923,1.2278941738014038,1.205036535451647,1.2109964617324593,1.1392024564901313,1.1587237570700513,1.0026189415991833,1.02640071837481,1.1538782515345494,1.1876863187206308,1.1001788004802087,1.1055488007852732,1.1718051540001344,1.219533035580708,1.189421754332759,1.1702295812785557,1.114558786593674,1.0988542076473582,1.1538553841127464,1.1665828593492433,1.1391618611344771,1.2294029316280028,1.1441060338047793,1.1606493292059519,1.1499621108179419,1.197267018469657,1.1958744553822478,1.1830231504790616,1.142486844487071,1.1995432878983239
Xurkitree,Spark or Thunder Shock,Power Whip,50,1.2644961151507796,1.2779454041729,1.1490276591973265,1.1471213957684447,1.0240247756519703,1.0167079804078138,0.9248310153621433,0.9550071203106929,1.0213725857378986,1.0569058477019115,1.007988218061974,1.0282670806475536,1.102413991157308,0.9993716483424441,0.8978338253361773,0.9238666870693124,1.259469438955609,1.105159921960633,1.00921043098142,1.0254006727226315,1.0512751941247085,1.0666834658773183,1.0010191750442885,1.011479327018173,0.9991451239588142,1.0102940075304014,1.0007899575669308,1.0232457884029718,1.259278946200999,1.180945818155234,0.9701132968252253,0.9946216807347914,0.9959492381576487,1.0142467490373293,0.9739615404042185,0.9997022663017114,0.9981595073319974,1.0326126040694081,1.0181391399457784,1.0548287294980314,0.9978327055450723,1.0288395538135409,1.1391873546185973,1.13972807968175,1.0111921938541109,1.0654576362820545,1.241966789378476,1.293462361412173,0.9561269575201208,0.9759606381728368,1.114990667916923,1.1903989130688617,1.000990272159416,1.0346397513892336,0.9943841766946189,1.0508683484290238,1.2749483271239033,1.2609625965425755,0.9871579049825401,1.0064066965881164,1.0244889363294483,1.049327559470113,1.337510023268196,1.317743826042508,1.22225525250369,1.263731993843256,1.2877987112502054,1.3626248003807138,1.257745221415122,1.2795331902001166,1.1431898362945958,1.1415189375634767,1.0064588480025631,1.0262460626319383,0.9900843714246731,1.0482734681385488,1.237122861984465,1.2703089135418122,1.0955545767878432,1.1818520269270612,1.0054390980697947,1.045061003392593,1.1247717336232113,1.1789070560604884,1.3151507546038448,1.383374188211898,1.2182091657653238,1.2907238703645842,1.0205068899520164,1.0481403247926382,0.9744391915737215,0.9981660184792622,1.2612432236088955,1.3545717582657677,1.2944078266901036,1.2426385524625447,0.9869310323394621,1.0082681402201417,1.0040715057157803,1.040877348905104,0.9569536963565064,0.9806663747544863,0.9951067912143398,1.0054809391567785,1.29594359031529,1.3982008391523344,1.0983194074404854,1.1359968065494555,1.0512369393139842,1.0677517326297272,1.0142149418411097,1.0291637792002608,1.2750457432021491,1.377065989107896
Shadow Exeggutor,Confusion or Extrasensory or Bullet Seed,Seed Bomb or Solar Beam,30,1.552097735403791,1.3946653124230866,1.5516001652378433,1.4020657281520006,1.5561059793681098,1.3974314358458535,1.2560825181112787,1.2526722528684262,1.3383836689098572,1.3861110179004215,1.3172192074094513,1.3479158156000748,1.1321038188703931,1.1171782857461945,1.0924161011521127,1.1061298105752035,1.3627775298948852,1.218144611130067,1.5101396048292919,1.4431978836888353,1.3029211861457983,1.2650146966285951,1.3636621769448043,1.3634916166030677,1.3976470903793476,1.3947940762629183,1.582013087399691,1.5305831658038493,1.4583894137871298,1.3192799151417163,1.5040534730058046,1.4023304559854577,1.5058033786717084,1.5037024444133325,1.36650766430432,1.3795254191044302,1.274817250697318,1.3041123757740516,1.3435996897111235,1.3608057235576028,1.3173616703129323,1.3235577397990932,1.374766163719533,1.3413255995315103,1.328663857155702,1.387946002907883,1.3583661511238645,1.3572252510230007,1.3887063886618287,1.3917673953887657,1.339159767115106,1.4413706948942633,1.3679133956056349,1.4314043851823217,1.4638961028190125,1.378921148708965,1.403998775260713,1.337434805449807,1.3573848312967927,1.3662051504413313,1.2914177210975955,1.3397776667164119,1.404175111621885,1.3385518456348342,1.3799581747292415,1.3560935952476079,1.2910363948969164,1.3249146837716477,1.3284794393730153,1.3285645605948855,1.3676501252167192,1.3722779633293105,1.3695991858008543,1.334971838675737,1.3748702281068905,1.3696909677421516,1.297528288648764,1.3301966105504968,1.2919830893983169,1.356966177299446,1.4110202633182032,1.3685048451017472,1.3889883385247304,1.374962261794284,1.3065837893360306,1.3368539820203194,1.356392575633576,1.3967908464204712,1.3411998704270338,1.3417327162375847,1.158409521012404,1.1801328389424044,1.3555822654157996,1.3429954659176846,1.222238465082846,1.2261538198580535,1.3801967682461014,1.3771538842551916,1.3390233571880206,1.3482982455237167,1.3531968458666643,1.2656345274319656,1.3067202281063903,1.3042110578136834,1.291157195798833,1.3736081523446604,1.3374268970520722,1.3308458086925923,1.3004142480211083,1.3155175021987686,1.3825133086669477,1.349118219876171,1.2979726743587636,1.3302961938750981
