Attacker,Fast Move,Charged Move,Level,Arceus,Arceus,Arceus (Dark),Arceus (Dark),Arceus (Ice),Arceus (Ice),Arceus (Rock),Arceus (Rock),Arceus (Steel),Arceus (Steel),Glastrier,Glastrier,Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Melmetal,Melmetal,Meloetta (Pirouette),Meloetta (Pirouette),Meltan,Meltan,Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Cobalion,Cobalion,Darkrai,Darkrai,Dialga,Dialga,Regice,Regice,Regigigas,Regigigas,Regirock,Regirock,Registeel,Registeel,Terrakion,Terrakion,Stakataka,Stakataka,Mega Houndoom,Mega Houndoom,Mega Glalie,Mega Glalie,Mega Lucario,Mega Lucario,Mega Sharpedo,Mega Sharpedo,Mega Tyranitar,Mega Tyranitar,Mega Absol,Mega Absol,Mega Aggron,Mega Aggron,Mega Gyarados,Mega Gyarados,Mega Kangaskhan,Mega Kangaskhan,Mega Lopunny,Mega Lopunny,Mega Steelix,Mega Steelix,Absol,Absol,Aggron,Aggron,Boldore,Boldore,Chansey,Chansey,Cinccino,Cinccino,Cloyster,Cloyster,Crawdaunt,Crawdaunt,Cryogonal,Cryogonal,Delcatty,Delcatty,Dewgong,Dewgong,Excadrill,Excadrill,Glaceon,Glaceon,Glalie,Glalie,Herdier,Herdier,Kangaskhan,Kangaskhan,Lairon,Lairon,Lapras,Lapras,Lickitung,Lickitung,Lopunny,Lopunny,Mightyena,Mightyena,Miltank,Miltank,Nosepass,Nosepass,Piloswine,Piloswine,Porygon,Porygon,Porygon2,Porygon2,Raticate,Raticate,Sharpedo,Sharpedo,Slaking,Slaking,Snorlax,Snorlax,Spinda,Spinda,Stantler,Stantler,Stunfisk (Galarian),Stunfisk (Galarian),Sudowoodo,Sudowoodo,Tauros,Tauros,Tyranitar,Tyranitar,Umbreon,Umbreon,Ursaring,Ursaring,Walrein,Walrein,Zangoose,Zangoose
(Boss weights),,,,0.625,0.0,0.625,0.0,0.625,0.0,0.625,0.0,0.625,0.0,3.125,0.0,1.0416666666666665,0.0,1.0416666666666665,0.0,1.0416666666666665,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0
(Raid tier),,,,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Ultra Beast Tier,Ultra Beast Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3
(Boss moveset),,,,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Sawk,Low Kick,Focus Blast,40,2.006363715668728,1.5297818979216444,1.838698767460785,1.5155567589070518,1.8495640331160272,1.531390664498788,1.8630966770850867,1.5316559932632001,1.8607670251764101,1.5143790161811648,1.6492409807941548,1.5164291261602545,1.9038227920065718,1.5776709733659215,1.8730719865459957,1.4549928224941318,1.8299261102262492,1.5387277242045772,1.5882022146884847,1.503616993382441,1.9006778995301619,1.5798546048468254,1.497896652234297,1.5047580223707993,1.6877200909533476,1.4639011016749097,1.5100832115809464,1.4618982859255183,1.5837167490439057,1.4592731559021082,1.9387926364249284,1.5460277789375274,1.5821956158948627,1.454962485102226,1.9648587569669707,1.4916395418910142,1.56060242472753,1.4588278792497924,1.46173167602595,1.3820886350667523,1.6134107377888756,1.5634206357421885,1.573086720061433,1.503127655788712,1.8114697222216738,1.5894162338436795,1.7316399067016732,1.5626034576912666,1.544445725945138,1.4635542140431224,1.651591439658432,1.4917208585829373,1.6978607539616282,1.5449291394040041,1.6791741947862395,1.6270233741790585,1.547200039144468,1.5241719962909237,1.6733847131683368,1.5338115355948576,1.5681487667815546,1.5286553066156936,2.0589912445001235,1.4424272592086764,1.5480574775467022,1.5217968245793323,1.5400380554096889,1.5443646495476826,1.4804217990024555,1.4761378099304419,1.4913926007258274,1.5215758725300506,1.483329055830818,1.5182908907911161,1.6064823970590374,1.5222155874225536,1.5355078446639923,1.529815676526034,1.5467287380337393,1.5372559260432412,1.4995938223641425,1.4979653144491758,1.6019627407414805,1.5692048036727881,1.512318560652861,1.525950694478113,1.5337215769577508,1.434601839978123,1.6190491784206635,1.5142095177737591,1.5933103325551496,1.5342405153414211,1.5561479438189134,1.5505793421880445,1.4911871620491506,1.5078636797807783,1.4975676766405002,1.5564360397994068,1.4439079393355787,1.4629628326962765,1.4368307739808979,1.4750616152037304,1.4833684832562748,1.4787223104099225,1.4815687342247503,1.4981774944016597,1.47779558081801,1.5079941432632922,1.4554761463076782,1.5344003927023695,1.5096244125237686,1.4952719108924528,1.4587987059258118,1.478886962531193,1.5545198371185451,1.5271821292605778,1.538156461620909,1.547492271819086,1.5813674808798144,1.582566225353343,1.5337208488828773,1.430283427363955,1.5322922762085498,1.486981963487296,1.466218362096187,1.5357261656279817,1.581273841425975,1.5505990687856612,1.4407933924868082,1.4657067597872726,1.4217139552996152,1.4526594447460133,1.5139995853003951,1.5019907243621646,1.533157018930733,1.4974100817969984,1.396327272540319,1.4520244909076148,1.564221685844856,1.4856974574503787,1.431503703624875,1.4096074349975802,1.4279159450183037,1.432396103448494
Shadow Conkeldurr,Counter,Dynamic Punch,30,1.3324350743902988,1.1379418543897721,1.2618990526975022,1.1414769158284113,1.2739478836305362,1.1422070615135282,1.2719877136170954,1.1409194020247475,1.2605243635719963,1.1426671353891573,1.1135811372677307,1.1051821571178497,1.2036918293470107,1.1262840689274358,1.1558561096028952,1.0374629964675466,1.2234811409584874,1.1128607440166054,1.0842918286158647,1.1020799979490552,1.180857627199331,1.13535346269792,1.0688292332348375,1.0789824252714026,1.1653957060298148,1.1206423056632724,1.0717572069839651,1.0837566767989755,1.0846395881775996,1.0546225232852977,1.1560909671876802,1.0837764170272133,1.0464009691675884,1.043894251333748,1.0948052205728824,1.0282742971119658,1.0425749296584337,1.0430820803564427,1.0501568369231105,1.043810720822364,1.1295935392652343,1.120636807211593,1.0487294940920042,1.0709266785755256,1.1589499128339003,1.120420231858347,1.1275979837668393,1.1005871933550142,1.087078722275045,1.0716948065465308,1.10428702987051,1.0708760218149187,1.1846707229064666,1.1197775662518332,1.111109796828602,1.1241120299486733,1.0941814412722135,1.1072813420212304,1.0955930846508048,1.08012341853297,1.0454082692362225,1.0670436148190083,1.188036384641393,1.0168023084501967,1.0798693396491734,1.0929410052566695,1.1242484949110325,1.1155610517953063,1.0658552213260208,1.0734279646292697,1.075189460095373,1.113003265419294,1.058361626138574,1.1178485921618244,1.1242311711543698,1.1024599011960114,1.0981721634110844,1.092872558592985,1.0758622181845274,1.104824610464323,1.076769202454734,1.0784478715950632,1.1067176225205615,1.1189041934263098,1.056747017912077,1.09406632144773,1.0698375594351495,1.038089752027226,1.0993132570037918,1.0790777948856347,1.1031000793682406,1.1058274545051434,1.0722706605877517,1.1087586387837989,1.0668743864787336,1.0950696804724611,1.0577316226768034,1.104416762875171,1.0817785564204911,1.0993260600161157,1.0396674395051353,1.0815349886033914,1.0562284103801158,1.081409113332363,1.0604988251956489,1.088472722263981,1.0630432093498474,1.102944706515598,1.0524451409991797,1.118042861326843,1.0667872287450617,1.081293123918299,1.073931556140643,1.0808941726529817,1.0964661256800208,1.083666342608784,1.0791428888356465,1.0942860490373232,1.0893915578465698,1.1177731755857196,1.1402391287877283,1.0869518452567166,1.0996673315724643,1.0856710106460363,1.0464970572175403,1.0850029923703108,1.10095909628327,1.1092126814423389,1.0438096012167677,1.0873224258353984,1.0518510301857402,1.094049861147168,1.051277511108831,1.0547100499218993,1.1029196012979487,1.114234990128886,1.0347888634258504,1.0861115405433228,1.1245782079562665,1.0727157389812914,1.052206287250282,1.0540316505919367,1.0542809302012712,1.0684434839856503
Shadow Conkeldurr,Counter,Aura Sphere,30,1.183087585477346,1.0018944789204602,1.1072418672264623,1.0016650347199547,1.11769270374948,0.9996709224491386,1.1188505119919194,1.0022887629556902,1.10351559166965,0.9950281067518433,0.9790991656906838,0.9773521354672607,1.061806049041737,0.9733740631573647,1.030452013917355,0.9072838108998986,1.0848123548658353,0.9773727191665105,0.9557254006938992,0.9768016053678902,1.0531694740717459,1.0007651583976915,0.9443801555552598,0.9606461365129311,1.0359062786680584,0.9859935871094582,0.936565319512662,0.9521576938897028,0.9457643589704251,0.9283319337981087,1.0284428392829514,0.9450707770774243,0.9227362703043539,0.9206206614361704,1.0021523870972453,0.898547021721627,0.9189316257218427,0.9203014942953429,0.9308708467927805,0.9276251495660817,0.9829673494892651,0.9836997360489432,0.9191022468411478,0.9402907291171603,1.02625387087688,0.9801097384020779,1.0004947575547691,0.9710642171612597,0.9417872996404923,0.925133047902496,0.9802049002322067,0.9278656913586877,1.0646645135888033,0.9772651202886506,0.9849700011844857,0.9842827220723216,0.9532570483302092,0.9692139898745848,0.9751003250429388,0.9474710772987354,0.9279406856787719,0.938508927524428,1.0595329302158647,0.8993923548089374,0.9426364426987519,0.9658370777759909,0.9944636406115981,0.9837848073007097,0.9437908404100339,0.9534383719021827,0.9475397629591692,0.9837834968141476,0.9401245550301809,0.988987860339892,0.987195650906509,0.9718824983420259,0.9632327410342141,0.9689191684371928,0.9452764429382294,0.9772077956971202,0.948783156666182,0.9560800626525252,0.9793670194546187,0.9876968026309874,0.9503508752723252,0.9678699282609817,0.9444386167281759,0.9173661119306503,0.9793219945862082,0.9476219133276926,0.9637479792551967,0.9880081990486409,0.9546314403116448,0.9811106329742435,0.9474818933457484,0.9726970975695278,0.936791383615064,0.9889206024095031,0.9796362644288399,0.9737047275294455,0.9250435833533917,0.9587164095179108,0.9345877119104228,0.9578885438400698,0.9441518321594646,0.9702046399107875,0.9434884794884122,0.9777882402738881,0.9361727093114792,1.000528484476084,0.9397268940557783,0.9590544608618208,0.9577808375142475,0.9644631244788011,0.9773287102444916,0.9704373548865206,0.9563082367192939,0.9722735268206915,0.963721177947735,0.9878351266035847,1.0132681872179294,0.9590344309597092,0.9772407594797569,0.9650700737431179,0.9321157597029746,0.9651919733798737,0.9762749453060665,0.9885914463141833,0.9364371880344469,0.966327108688398,0.9356293219418942,0.9713474624940013,0.934658923232239,0.9337489473672335,0.9891648833717397,0.9851643477253396,0.9136731256061122,0.9640967569956899,0.9823128030541127,0.9493351491162435,0.9356861979380346,0.9379396654566247,0.9314175699134487,0.9520783306354424
