Attacker,Fast Move,Charged Move,Level,Arceus (Fire),Arceus (Fire),Arceus (Ground),Arceus (Ground),Arceus (Rock),Arceus (Rock),Victini,Victini,Entei,Entei,Groudon,Groudon,Regirock,Regirock,Terrakion,Terrakion,Blacephalon,Blacephalon,Mega Houndoom,Mega Houndoom,Mega Blaziken,Mega Blaziken,Mega Camerupt,Mega Camerupt,Mega Aerodactyl,Mega Aerodactyl,Mega Steelix,Mega Steelix,Aerodactyl,Aerodactyl,Arcanine,Arcanine,Blaziken,Blaziken,Boldore,Boldore,Camerupt,Camerupt,Claydol,Claydol,Combusken,Combusken,Donphan,Donphan,Excadrill,Excadrill,Flareon,Flareon,Golem,Golem,Golurk,Golurk,Graveler,Graveler,Hippowdon,Hippowdon,Lampent,Lampent,Magcargo,Magcargo,Magmar,Magmar,Marowak,Marowak,Marowak (Alola),Marowak (Alola),Monferno,Monferno,Nidoking,Nidoking,Nidoqueen,Nidoqueen,Ninetales,Ninetales,Nosepass,Nosepass,Onix,Onix,Piloswine,Piloswine,Rhydon,Rhydon,Shuckle,Shuckle,Stunfisk,Stunfisk,Stunfisk (Galarian),Stunfisk (Galarian),Sudowoodo,Sudowoodo,Torracat,Torracat,Typhlosion,Typhlosion
Floatzel,Waterfall or Water Gun,Hydro Pump,35,1.606250988510571,1.5104958290726245,1.5765056667395172,1.5117721439945049,1.600266737212189,1.514265901310362,1.505816124358404,1.5454436637206401,1.4919349879666246,1.548321158596707,1.7735183703417892,1.53924077055179,1.7077686503363936,1.5584247109987734,1.7391552037219462,1.6382357944542691,1.7121940527147974,1.6279400247269935,1.5442358198424209,1.634298276560438,1.8692210166293195,1.6505115579667415,1.6326784999467958,1.5120520083302509,1.5436731519357845,1.5815814003194149,1.580166910353376,1.5474306595987495,1.4989775244731411,1.564681044439816,1.5439650161910825,1.5955181607668394,1.5538979990341613,1.530896340311168,1.5355549724481763,1.5788087116242455,1.579442154106222,1.5363358804960932,1.4535820402773194,1.500739517992737,1.4617690585512086,1.5287696530439292,1.5188349932170864,1.576597293452007,1.5514547939855496,1.5912333298873151,1.4865381511091476,1.5328411340407635,1.4924410741885625,1.5183177163833075,1.490577258679354,1.5706681225687573,1.470945260842866,1.5131313996829612,1.5185031252801342,1.5686053997669283,1.4629283567766864,1.5327028460314656,1.4895649955351447,1.5119402985074626,1.4590159181188205,1.5190640494070575,1.5020272608903467,1.5562194056664416,1.4984270887518267,1.555786744610405,1.4575516300996285,1.5464910717956448,1.4972627737226278,1.5210622358816752,1.4335203644946268,1.48860954291198,1.4952579620151842,1.5392501677703123,1.4534204243176,1.5279448774297166,1.4500096320554807,1.5128106337892506,1.4991704775071784,1.5339466127831543,1.5612313937753721,1.5456980153360398,1.3720551714209162,1.429965967759351,1.4420767917053168,1.5345423966849008,1.4150790503612007,1.4692332890812227,1.476149622512011,1.5422271791352093,1.4695629227371843,1.5480757211705394,1.4691827780063074,1.4777612093788564
Sharpedo,Waterfall,Hydro Pump,40,1.484137635122544,1.367032213308445,1.4724780667520059,1.3645852196446968,1.4854398111550629,1.370684891622354,1.5517501969675043,1.3957430007307003,1.4183373797987724,1.3958906288101272,1.5710919734715627,1.4030469118154014,1.598448747971106,1.404755355660459,1.6827741315261642,1.5113422821447082,1.500238896250068,1.4521074589812677,1.5046025897325337,1.4882371003358028,1.6234741714824863,1.5173738058733341,1.7168120069114734,1.3640025740677872,1.657190099327329,1.451143778238231,1.4028412065199733,1.4429041037644081,1.336943555563971,1.4154280196163824,1.471829361674647,1.4408956297915918,1.3504839691771473,1.4039515400928044,1.3556336919443714,1.4146418262923117,1.4499853380021734,1.421299570489711,1.2971937933311324,1.3322548695939254,1.319495566602158,1.38791282459935,1.4533302451775139,1.438970320616749,1.414062051299723,1.466407066634504,1.3686567037373727,1.3510020985021622,1.3448971213292118,1.4018184891808345,1.4941260200251534,1.4523988261789396,1.3094554646330492,1.3684075232423631,1.3859537605228631,1.4499018001939548,1.3182656127679993,1.3677365590040154,1.3494195688225539,1.3657354254369178,1.3352856466312932,1.3738776614766062,1.3444448107065747,1.4054439371713943,1.3352406430358426,1.3637924913097685,1.3424511107152155,1.420989160077291,1.3761621206300423,1.4071840184402613,1.3559874467220556,1.3710738585767765,1.3735658670288888,1.393358721226381,1.325049651898961,1.3748807995927468,1.3156959695198955,1.3725143945718017,1.3102307774114643,1.349750079761778,1.4403473161930536,1.447973049165539,1.2439243852401654,1.2957445702379857,1.2942150479839793,1.3664901041169992,1.2717366941949277,1.3161583420975502,1.3222889498970487,1.3806108442004117,1.3314120637213371,1.378675296176442,1.3874777183600713,1.3716663238722062
Sharpedo,Bite,Hydro Pump,40,1.8032781750959541,1.6101408265436032,1.792238284055075,1.6051203596740453,1.8164459771050558,1.61041183035889,1.5357551850243953,1.3850272538710144,1.8121457575725448,1.7203549580687227,1.9602468776586155,1.7013953679603022,1.911584829449008,1.6452539369834838,2.6805903367079296,2.1232538542791697,1.460611672914091,1.3904254323529557,2.1506311003096705,2.0230978793461643,2.512814748201439,2.2017926642292722,2.9280375773360423,1.9916545479420125,2.2442068953233627,1.8161791335427142,1.8373015156711614,1.8730883630069537,1.6944786321549619,1.7756423607823832,1.8572693808640781,1.794460896921388,1.9220190228231884,1.9131480042832847,1.646024665442141,1.7046654421411702,1.9865109619995516,2.1485691615062184,1.3002905249257182,1.3465698250247606,1.9786868035264802,2.1102467777229665,1.7447391059788904,1.7302054726532774,1.7803163444639718,1.8519590613046624,1.6589126870173232,1.6826249118544132,1.913977975270479,2.04493093122102,1.525704146396155,1.4532860165153894,1.9885180583522557,1.9800922554017966,1.7382262099764483,1.8287330187679796,1.347496148892649,1.3841006086012273,2.0396861844623038,2.0756601607347878,1.7499879188533543,1.7628905834710584,1.6287722710266512,1.6355545300215912,1.2943284370794217,1.3438937190887847,1.9418262049307258,2.045346781598169,1.7518440261237036,1.7651363810987324,1.6485600906049263,1.646312258466114,1.726295874063114,1.7798287530016736,1.5981386811595242,1.6924020047178265,1.8685652518247395,1.9616430146193198,1.6480378602573647,1.7164841008188874,2.070083446098331,2.123393098782138,1.5197734916439052,1.5904373802772969,1.6421704189820634,1.7209733769104731,1.6143256150756022,1.6434026999534492,1.6342656142759093,1.6344028826355526,1.6682684962708851,1.7385452979819724,1.6746966269025092,1.6158473879062114
Sharpedo,Splash,Hydro Pump,40,3.1947894335462514,2.500816646752909,3.1431733741296948,2.4830653470292545,3.2135134331302018,2.504332131659234,3.135849515040099,2.647470151160277,2.777387856362846,2.5496909489933315,3.1607361419910243,2.6432466025067285,2.886069707219765,2.590692487826636,5.01704309434231,3.1504088681059144,4.442384135318718,2.704239053872336,2.9911508760926657,2.607087792194217,2.7592397393560564,2.8486518162519165,10.899844441179004,2.8261186807395884,9.280485415565833,2.8325862509128257,2.423956710008805,2.5110441223367452,2.416526234071157,2.4798913146384414,2.5805356434456104,2.5695847517828643,2.564280765112226,2.499107649022613,2.494431907635791,2.558698504329572,2.4752902213099204,2.423904231280079,2.2163222185539784,2.365374711125784,2.339278260539597,2.5240010624976286,2.7078218575257256,2.6414651093538035,2.5749796110594207,2.6246826791642257,2.6769071306593712,2.3981886612915555,2.4262823608964452,2.4165499420401853,2.5850581548390874,2.601749032377573,2.3307913114262457,2.354255030489982,2.416016755087239,2.509400288487397,2.4031541200535367,2.4564635470592693,2.335119275417783,2.4323383084577115,2.283259396715861,2.4205592121159407,2.4184563150000824,2.4019497964498213,2.2796727023523484,2.423142024390445,2.37832837702649,2.51569801702046,2.500998847483673,2.4532462543219364,2.389938357526347,2.4231371091149594,2.380026034718348,2.456658662203572,2.1854507388632762,2.414372880383736,2.2555277296175005,2.3847578073160816,2.2639583111772836,2.426651068807827,2.520128552097429,2.5439219666215607,2.0859204101464868,2.19593932583371,2.217536042166951,2.5100866052309905,2.267788486405407,2.340278615885933,2.4244337680164723,2.3713452299245024,2.133859251954834,2.388050165969917,2.581473673385438,2.395756204579734
Sharpedo,Waterfall,Surf,40,1.4201134692688702,1.3109991277617614,1.4128539760841736,1.3053045677354895,1.423670736078869,1.3105343979863218,1.465359624252104,1.3491907806702075,1.3625300834384708,1.3291398522068256,1.4473258082982012,1.33441232933467,1.4511157367827627,1.3551053785823142,1.6162435564206339,1.4443389471102304,1.4666752045395215,1.378894378303295,1.4404407249160494,1.4207008741327272,1.5319392027361718,1.4570814659747613,1.5610353022249472,1.3107730817367864,1.6022721200714825,1.4035580913478949,1.3596555092249962,1.3809816061661764,1.336375513604605,1.3646924052790033,1.4168073584087535,1.3886690099914203,1.3710710311378,1.354567787179541,1.3355129887168722,1.3566937811598005,1.375278146723475,1.3589257067945424,1.2638560581049851,1.303717398481347,1.2921741990159248,1.334686752931355,1.4224845316480828,1.3830278264897595,1.379349162043259,1.3908933227655444,1.3751051375071153,1.3240444168797736,1.323536514683153,1.3304313176197835,1.4416550486979751,1.3827105127180197,1.2918755266126845,1.3183096982420062,1.366069318468898,1.3800862202446438,1.291573019520695,1.3320917194878659,1.2877535399923459,1.3126801887995918,1.2915035711869485,1.328239921907468,1.311118619484779,1.3420796730011704,1.2889367780502505,1.3353397240593494,1.3101369037014705,1.3627879568595744,1.3590280445639649,1.3398194391087208,1.3282958838735335,1.329903948403607,1.3284336316815033,1.3473371010907091,1.2780004445368571,1.3487248245154906,1.292728868340504,1.3430617093687793,1.2806551100712538,1.3212910773157502,1.371941249436175,1.376296797474064,1.2271042202377858,1.2789164070591905,1.270322754029007,1.3143795892536692,1.2552714608368822,1.276710746366442,1.3420212765957447,1.3326870281400136,1.2899265287982111,1.3405369369869862,1.3625651309474838,1.3148138626079802
Poliwrath,Bubble,Hydro Pump,50,1.604323295024797,1.661201997535183,1.5972618564425989,1.6523322613881168,1.6071089223910549,1.6637310963306413,1.6240019866473003,1.7092688173195625,1.5387813954474614,1.6348575608825182,1.6878038135419005,1.633220953290595,1.5512185753757326,1.607155335836152,1.6581233606703303,1.740069074379577,1.667899732534714,1.7201219602299316,1.6381397567062574,1.7455280728574603,1.7086810060148603,1.7479065927585802,1.6651887734161628,1.6113512335763833,1.6100526618892972,1.7105970920187847,1.6013285438365314,1.69971981042578,1.5531687273966637,1.6453146005718289,1.5831372874632126,1.687793492199681,1.6035337098704516,1.6502719045919332,1.5655418525321438,1.6455628443977959,1.604471046866645,1.650820209407828,1.5528689336414658,1.646800924397491,1.5445679808750428,1.660734388241693,1.577019157595209,1.655916024219965,1.5828020722055665,1.6591084002435186,1.5891013822927198,1.6523453098051875,1.5489518933539412,1.607817329984544,1.5750455781848671,1.6787688527946496,1.525327392428202,1.6217242905902347,1.6162384177199716,1.7032165529830738,1.5678426222884416,1.6561403065733984,1.5291236127057022,1.6157290470723307,1.5494602143678662,1.640687368919559,1.6112191584395037,1.6948560315131938,1.6054180806354394,1.6983808509408567,1.5892340792917734,1.6771868276438584,1.5729350749135613,1.6431617364579332,1.5787821937112574,1.64304425635661,1.601119007769989,1.6749864570952693,1.5454180438944296,1.6325329279921992,1.5681200368158565,1.6405959031657358,1.5174306072530042,1.608869509730937,1.5821915877311683,1.633527852954443,1.4558040766705191,1.5603002515426483,1.515478842836213,1.6377924768749295,1.4862157549007777,1.5663609248116412,1.559445778997941,1.6413177762525737,1.5379647504895766,1.6411160956097832,1.5933000822706704,1.6318216097627862
Shadow Kingler,Bubble,Crabhammer,35,1.081592641253267,1.0404752993718944,1.0762277935620843,1.034485934621749,1.0826196599726687,1.03996675177003,1.0500681570094526,1.043861670748941,0.984302541321657,1.0142025635860519,1.1281875713576373,1.0067949865428587,1.0934319592610489,1.0278965171170502,1.1562995755051015,1.0851462390859712,1.3812365466931342,1.1020284015624309,1.0821639031528882,1.0942044608208223,1.2202942563981602,1.1034909777096356,1.1091039913251888,1.0000152011877195,1.081355791323553,1.0704196921030913,1.0782444929812212,1.0730338092745357,1.0269535909719198,1.03883513528866,1.0327604181081804,1.0563597280267176,1.0912822558632709,1.0489428265479666,1.0246864340068222,1.0512096562581998,1.0827971641971263,1.031411174167285,0.9653350940904589,0.995945856718389,0.995256707016279,1.0215661720993183,1.042558647387751,1.044014492274096,1.076938098027729,1.0633033529756366,1.0229560843818764,1.0336100184362336,1.0325178709428129,1.0327472952086554,1.0276881379727214,1.0513400473818135,0.9931593904859831,1.0239635548319839,1.0475270762535756,1.0601748852977368,1.0051895249880047,1.0122099042905124,1.0100905727771399,1.0216098992218394,0.9815110131732824,1.0185663061652508,1.003387009048506,1.0279613666705125,0.9948312732737195,1.0268014168586361,1.0030011922544573,1.0384536322648723,1.033720706876681,1.0298117556665387,0.9978818504845808,1.021198786170645,1.0320421083270672,1.0358826335492113,0.9890873371525263,1.036287113450108,0.9931933474603482,1.0408399152379118,0.9926512815059023,1.0171328299478888,1.0664326792963463,1.0504482408660352,0.9656718268234843,1.0079181946516196,0.9907326334405423,1.0237709252628933,0.9695263874760781,0.9960776538335546,0.9923644474948524,1.0185569663692517,0.9954167303231899,1.0129164872710101,1.0132147264500206,1.014902989167695
Shadow Lapras,Frost Breath or Water Gun,Surf,35,1.5122277778908746,1.5815808965732154,1.5061491148646537,1.5727699896968372,1.5111492710904761,1.580082995346187,1.6011323174991112,1.6913336084625457,1.571001155628121,1.6833048843841776,1.5742071988589104,1.5116465152171643,1.527229924791535,1.561590405035374,1.5809883254012527,1.6364456365643212,1.6717097582961034,1.694274371111779,1.557635268446291,1.6550899611932108,1.6729604021700673,1.5925411310296027,1.6192051805647747,1.5795250135543923,1.5608075614636086,1.6529955531279499,1.5088218600014842,1.6067137192608774,1.5440137844848807,1.6348815632514722,1.6254370669692693,1.7362744826695453,1.6328763096562873,1.6570012807861088,1.6042928365258462,1.6990606140120703,1.5948803753471446,1.6592551705104102,1.512816110927699,1.6027137669197755,1.5640344552802339,1.676292389228298,1.5470585315819079,1.652747907222976,1.5925313300481294,1.6747877827170705,1.5505467150369998,1.646449113446556,1.4963412867078825,1.5929409775888717,1.550535726472395,1.643797954587554,1.5488196735358382,1.644088370963826,1.5675622814952448,1.660220521722123,1.5618071163413219,1.6501048006262786,1.5762979971935196,1.640630182421227,1.539399035441252,1.6380005219055351,1.569066965536565,1.6582911674056007,1.5722341945125626,1.676649079784994,1.532279946828192,1.654547697030327,1.5500768344218212,1.6253937764118327,1.5535546007072027,1.6173930334494715,1.5602315634576047,1.6456771856631174,1.583963691376702,1.6987043901599614,1.5499796656606522,1.6413343607525848,1.5321386791449536,1.6284164628310112,1.5727898060442038,1.6375310103743799,1.5548974833737907,1.63088815750009,1.5274336590059903,1.636656812684762,1.5699815520422062,1.6556266271271187,1.5594114619080301,1.654006520247083,1.544145220205275,1.6759489451535394,1.6007901412313177,1.629079254079254
Shadow Samurott,Waterfall or Fury Cutter,Hydro Cannon,40,1.0164989265362432,1.0506117412349452,1.010705922757501,1.0447672421867682,1.0143684323396955,1.0493275999442733,1.0125737623205184,1.0684857352649548,1.0099044751433934,1.0712948336001527,1.1264259667477363,1.048153161558435,1.0243814196681906,1.0562502323160985,1.0269492940250267,1.0805135873972886,1.009339119384091,1.0940881798076023,1.0206381560895301,1.0971411025309343,1.1144776801509613,1.0915533966269608,1.0548914888549958,1.0234757009014304,1.0339660280348861,1.0854642498797742,1.0229968049964802,1.0911247896572542,1.008520629390491,1.0754075701058452,1.02235384203777,1.0817211443543404,1.0114745837445147,1.0578663363218341,1.0299973760167935,1.0865914458147468,1.0604419298639023,1.087695996412123,0.9656322218553979,1.0480620666886762,1.0200356695632375,1.106882201899847,1.016460973430831,1.0821146146974159,1.034414234352206,1.0870234444099842,1.0207131508967486,1.0610944495892203,0.9907143547140649,1.0387244010819165,1.0325140634292345,1.0830254165407376,0.9829198977478828,1.048655441783414,1.0272677635707241,1.1089406644989366,1.0320588903760197,1.092439203010177,1.0153718586554408,1.0741165965046562,1.0190302221964491,1.0813302792194615,1.0326009922041106,1.0826644471181581,1.0329526970680274,1.0976691189219985,1.0279014951144976,1.0885009113209356,1.0193718786016135,1.07164809834806,1.0053515695920185,1.0521669966368974,1.0459407669731002,1.0719188881073083,1.0249227437962014,1.0970739436872181,1.0362914445942766,1.0866456901902868,1.0168988620652983,1.0688290970966712,1.019804352728913,1.0608367162832657,1.005534738079718,1.0548994829178948,0.9990117120787856,1.07061057121308,1.007577455561111,1.0534473543559595,1.0229066575154426,1.0701441317776252,1.0186386300190275,1.0987069624033,1.0422922665569725,1.0376388317564789
Shadow Cloyster,Frost Breath or Ice Shard,Hydro Pump,50,1.940669008294876,1.9460652972891712,1.390112085922133,1.4093899278778605,1.702287459437629,1.705895612454624,2.040138493613965,2.083464198364589,1.9651594024660468,2.0579489191166336,1.4689663460778204,1.3507142879733323,1.703902910456083,1.7081354000173463,1.8244735353343542,1.8687131830787553,2.6650083490545127,2.126023929030574,2.014320619863327,2.116701292253015,2.6132024708102373,2.279322443684397,2.190486083312643,1.9765141649734232,1.3652639328397642,1.4390143261712371,1.7457374882418657,1.8294895014149875,1.3657338155378411,1.4198492795334483,1.9645180039301433,2.0655669646563894,1.9882209670984945,1.9429735234215886,1.7440251902387824,1.7781894515875099,1.9661911579528402,1.9512359201697342,1.330808847804556,1.3889204357873888,1.9397032595909385,2.022388342883163,1.3463752771068394,1.4081576944710983,1.7360464982712476,1.7979140103610278,1.967681367509749,1.976134847879833,1.677622681607419,1.7150792117465223,1.3831492332140665,1.4460032562810152,1.6283221227311027,1.7269754223612241,1.4053492408869765,1.4606263599246998,1.900868708805778,1.990252279097957,2.0444444444444443,2.087064676616915,1.8607382063846445,1.9951482115070507,1.3361132629011259,1.389662617638818,1.876792747269079,1.9879864258997795,1.9229831028764852,2.051472502775075,1.3512485593545909,1.4020169035728007,1.313572583364313,1.3506012950971324,1.8861264058343643,1.9669957390383326,1.6230614249557256,1.7046769579339074,1.624638797919476,1.7052912091440315,1.6231947250877379,1.684728278209082,1.7424024582769508,1.738089197113216,1.503805132429806,1.561639946092291,1.2963216617107782,1.3960173730613519,1.609023982345132,1.6727987448492267,1.6652282086479067,1.7241506520247083,1.9175011458174192,2.0325828807933224,1.941347867818456,1.9439445358563006
Shadow Kingler,Bubble,Crabhammer,50,0.9007151727172649,0.9134871207838556,0.8970339379936931,0.9094289550095226,0.900787532226833,0.9135968667769723,0.9209057110750227,0.9324897228519823,0.8758388905970039,0.9101727080925776,1.0220311269525504,0.9051342709581927,0.9569354099294998,0.9208564100657919,0.9767932239062235,0.9735926985294991,0.9495337828851772,0.9591684440219292,0.960680360106098,0.9731129055440138,1.0748835357943154,0.9814984078311122,0.973413122678652,0.8895127005923396,0.9589302571348844,0.9453195038976923,0.9121704964590216,0.9372030381615393,0.9038210289133357,0.9311817166228012,0.9147361914514776,0.9514083012740676,0.9319398660423709,0.9288638797320847,0.9197166098136972,0.9496929939648386,0.948131026512342,0.9251030652200163,0.872816110927699,0.9029514691317267,0.8858194512958677,0.9183141704296791,0.9083644906197268,0.9277867848989181,0.9579241186808642,0.951996967504049,0.9031545500114695,0.9306559730847981,0.8923275695517774,0.9228772217928902,0.9045636680933208,0.9416111766483705,0.8722991017237194,0.9189123573682932,0.92434947721846,0.9517476305731446,0.9000606075911008,0.9138867143109675,0.8877280265339966,0.9100905727771399,0.8866305198759025,0.9165337740535631,0.8956702322285036,0.919857267647883,0.8864118633012145,0.9173994534030202,0.9006591659700429,0.9489523235257842,0.9101805608912794,0.9358144448713024,0.8934873386532027,0.9104325347765568,0.9279598321488346,0.9370315569893517,0.8894680614608055,0.9346172322561679,0.8822106637556455,0.9070078554763588,0.8849941508029352,0.9066574497500797,0.9417286874154263,0.9295923545331529,0.8790715716816566,0.9111002691386364,0.8671012821735399,0.909103518825151,0.8632523577179705,0.8895536283857175,0.8968857240905971,0.916506520247083,0.894084804377717,0.9230010694295913,0.9129473467708762,0.9026463732346085
Wishiwashi (School),Waterfall,Surf,30,1.3971768921071053,1.3902851138529284,1.3923178994036653,1.3857644634549937,1.3965164495774312,1.3918673326748388,1.4167993182512502,1.4232791471709034,1.3461752950032337,1.3889611009213219,1.4744709651505903,1.3504596934112192,1.3765106741503426,1.3543879864699104,1.4583911920275665,1.455920576331937,1.4412512252668497,1.4642542250156392,1.4303993048750212,1.451573177583526,1.5546976353343556,1.4653076718952707,1.4689313058326956,1.3423510156926928,1.459556618952343,1.4484780298397582,1.3736629822840767,1.412013052782742,1.3787041069433663,1.4156552364001287,1.4038544924487746,1.4437186903213308,1.3867134188590504,1.391490121149768,1.3734662818157963,1.402120178430858,1.402187225087541,1.389957393959257,1.2953648068669528,1.3343083525916144,1.359415120353154,1.4113257187669968,1.3891986235648348,1.4144525692353507,1.4405274705078281,1.4442147099027074,1.3430498797821635,1.3728197242211329,1.349702955950541,1.373925328438949,1.39226487018748,1.4223123494944965,1.324521942790226,1.3594818845236565,1.3832807699516743,1.4109804496817675,1.3881158615116544,1.3951488673956414,1.3475570863630564,1.3676234213547647,1.3441967003972282,1.38592014845313,1.3502216801542697,1.395612545943006,1.3456936910158281,1.3943507303097107,1.345973057790081,1.4055172602814816,1.3658278908951211,1.383874375720323,1.322382356246812,1.3476531767919977,1.37262797034306,1.3812954293707198,1.3134128241713332,1.3672448035792386,1.3353881718358698,1.391607268991203,1.3355312134425184,1.3698925874720833,1.4019508344609832,1.4153134866937302,1.2465277916635007,1.2918494583235023,1.3132439250635017,1.3663427278480462,1.3004603368907433,1.3319080705505077,1.3547529169526424,1.3884008236101577,1.3340509159595004,1.3766197691698727,1.3470965309200602,1.340703414232826
Wishiwashi (School),Waterfall,Hydro Pump,30,1.410196261433446,1.4468584546819776,1.4050953823097816,1.4404414749133596,1.407278294259358,1.4447169908786517,1.4609736358325427,1.4761968567380752,1.3905450535935795,1.4360259115149332,1.6431533038783765,1.4020396028957363,1.4281046723413746,1.3951963225910369,1.4848954191738768,1.4971040981758195,1.4718816650822346,1.5186560731367325,1.4911116773156678,1.51085152809899,1.6837222844675082,1.5395167472579314,1.5352439537275846,1.3935688841821507,1.527001834557361,1.4960132515599673,1.4343459869913417,1.4457481181970795,1.4100978925643308,1.459725825080946,1.4531381177751332,1.4832876661777052,1.4360341822915572,1.4359606945640078,1.4172763054316453,1.446685909210181,1.4624049126317424,1.426422645024408,1.3276658963354244,1.3637570155166723,1.3855601512794242,1.4462869502523432,1.4254044932667176,1.451584885683089,1.4820979358351425,1.4909542024191047,1.378342098332243,1.4050788849901872,1.3930279173106646,1.4118527820710973,1.4212106735822017,1.4606370221602598,1.361652599860046,1.395055910200934,1.4105485335223986,1.443977214385253,1.3976110507841109,1.431841713174575,1.3742186503380533,1.400918484500574,1.372959494331526,1.414837581064494,1.3840423252517595,1.4357457188535263,1.3796289415669662,1.4263539009024628,1.3586767345931945,1.4283345438598896,1.4029293123319249,1.417047637341529,1.3492439503056188,1.381457113956444,1.4046377374050987,1.4125613473371013,1.3375038538477533,1.39053996888242,1.3523726963333977,1.4149703546736874,1.364064660214825,1.4026055514197595,1.4414749661705006,1.4408406630581867,1.2547099261368408,1.2953006714469102,1.325415471040563,1.4071486159634505,1.3208479164152342,1.3561404113722177,1.3809540150995194,1.4193548387096773,1.3702448577103095,1.4254663129678755,1.3911884683943507,1.3660444947209653
Kabutops,Waterfall,Water Pulse,30,1.8052324898565113,1.8169442848037933,1.786092291360954,1.8057853819975647,1.7991722380410469,1.8164788496488116,1.88204460309038,1.8345901735993868,1.739917939801317,1.7932040584811442,1.8764457334062854,1.7599979758941644,1.903428366105391,1.799780693602944,2.139804407942367,2.00132333218605,1.901215169173025,1.8874306092593232,1.8833869049952308,1.9063606548809011,1.9229898867791013,1.9095485906356884,2.064311158178492,1.8080292673534226,1.944408162295987,1.8890092796542244,1.8685555896516384,1.8952688676690916,1.8206312839641756,1.8622971616836763,1.8224885370826531,1.8767263568680637,1.7875259831608121,1.7892162008944505,1.8482393072684333,1.8722015219102597,1.8493264105704381,1.824952995359909,1.7715681743149556,1.7982634532849127,1.7356278222593253,1.8020212752501297,1.804039969559607,1.8209393508255305,1.9094960772826999,1.8990431556336653,1.752793046906196,1.7816878074475586,1.789750772797527,1.819926101236476,1.9076347115656473,1.888954967778417,1.737329163274924,1.7818431086928581,1.8499376573845439,1.8599695213879992,1.7587439076744362,1.800790424000606,1.7265339966832505,1.7611430029340476,1.721080151159307,1.7781321580793878,1.8038666293079295,1.822804212747021,1.7222924046138728,1.7801804925978217,1.7413493031478258,1.8220525962368612,1.805800998847484,1.8049654245101807,1.748035308255596,1.7564906153008206,1.7741447756729005,1.7957810819770217,1.7465207820980706,1.802668655132608,1.7285579742717097,1.7766112288362337,1.752717217909178,1.7848665319578856,1.8523483310780333,1.8621729815065404,1.680324885926009,1.7352043734028642,1.750067186240258,1.8089483402831357,1.731746004379235,1.7517284184755437,1.8080902539464654,1.8318291008922443,1.7278093359814446,1.8022388577936417,1.7292009461127107,1.7268013848896202
Blastoise,Water Gun,Hydro Cannon,35,1.549060660489487,1.6365366034698483,1.5426535327359578,1.6319398045521245,1.5492062846042223,1.6355061041183037,1.5026092611351403,1.6034030267786479,1.4863879729858676,1.5869912320692106,1.6206667531128534,1.6035092934921833,1.5727589240357334,1.662466391604406,1.5673257612621703,1.6737481752257974,1.591514503711512,1.697638621396238,1.5662393999973867,1.6830844210993952,1.5628832999174431,1.6234741714824863,1.5796922266193065,1.5731101123367772,1.498851175244756,1.6141492462878413,1.5902372886794989,1.7052233193138264,1.5415049324976806,1.6449832427621986,1.5386417942118034,1.6373197531205892,1.5963529090641861,1.6749847775421505,1.5900393597480975,1.702167410128575,1.584772221551412,1.6770565608127923,1.5478903928689338,1.6416375041267746,1.5505635032064662,1.6476681971692029,1.5682427290474144,1.674196803758727,1.5574853257061465,1.664633515972294,1.604742444967418,1.6655990076718519,1.5505699381761977,1.661732032457496,1.5355412348519564,1.6579637519376822,1.51544492523885,1.6040158233723205,1.5807235003137505,1.6859643546928098,1.5456577186292584,1.6292204348594663,1.5441637964026023,1.6199897946166602,1.538480868296172,1.6484386326074982,1.5781484350534836,1.6789675803075503,1.5804331492077646,1.6827343059787139,1.598484329391128,1.6899042085211933,1.539665770265079,1.624548597771802,1.5812548090639509,1.6719288993403478,1.5721088930393512,1.6629878477696656,1.5032874217579282,1.6083845387213112,1.5317857830861106,1.643753076906612,1.5139210890141443,1.6108263320216951,1.5406799729364005,1.6139631258457374,1.4674014324733962,1.5375254441987227,1.460758901093185,1.593848341150055,1.4580610679126222,1.546344028551232,1.5857498284145504,1.6825154426904598,1.588755711726226,1.700712490104304,1.6159330865213217,1.6423968188674072
