Attacker,Fast Move,Charged Move,Level,IV,"Arceus (Bug), Tier 5","Arceus (Bug), Tier 5","Arceus (Grass), Tier 5","Arceus (Grass), Tier 5","Arceus (Ice), Tier 5","Arceus (Ice), Tier 5","Arceus (Steel), Tier 5","Arceus (Steel), Tier 5","Genesect (Chill), Tier 5","Genesect (Chill), Tier 5","Genesect (Shock), Tier 5","Genesect (Shock), Tier 5","Genesect, Tier 5","Genesect, Tier 5","Genesect (Burn), Tier 5","Genesect (Burn), Tier 5","Genesect (Douse), Tier 5","Genesect (Douse), Tier 5","Shaymin, Tier 5","Shaymin, Tier 5","Zacian (Crowned Sword), Tier 5","Zacian (Crowned Sword), Tier 5","Zamazenta (Crowned Shield), Tier 5","Zamazenta (Crowned Shield), Tier 5","Cobalion, Tier 5","Cobalion, Tier 5","Regice, Tier 5","Regice, Tier 5","Registeel, Tier 5","Registeel, Tier 5","Mega Abomasnow, Mega Tier","Mega Abomasnow, Mega Tier","Mega Aggron, Mega Tier","Mega Aggron, Mega Tier","Mega Beedrill, Mega Tier","Mega Beedrill, Mega Tier","Mega Glalie, Mega Tier","Mega Glalie, Mega Tier","Mega Lucario, Mega Tier","Mega Lucario, Mega Tier","Mega Mawile, Mega Tier","Mega Mawile, Mega Tier","Mega Metagross, Mega Tier","Mega Metagross, Mega Tier","Mega Scizor, Mega Tier","Mega Scizor, Mega Tier","Mega Steelix, Mega Tier","Mega Steelix, Mega Tier","Mega Venusaur, Mega Tier","Mega Venusaur, Mega Tier","Mawile, Tier 3","Mawile, Tier 3","Amoonguss, Tier 3","Amoonguss, Tier 3","Ariados, Tier 3","Ariados, Tier 3","Bellossom, Tier 3","Bellossom, Tier 3","Cryogonal, Tier 3","Cryogonal, Tier 3","Durant, Tier 3","Durant, Tier 3","Excadrill, Tier 3","Excadrill, Tier 3","Galvantula, Tier 3","Galvantula, Tier 3","Glaceon, Tier 3","Glaceon, Tier 3","Glalie, Tier 3","Glalie, Tier 3","Gloom, Tier 3","Gloom, Tier 3","Jynx, Tier 3","Jynx, Tier 3","Meganium, Tier 3","Meganium, Tier 3","Metagross, Tier 3","Metagross, Tier 3","Metang, Tier 3","Metang, Tier 3","Parasect, Tier 3","Parasect, Tier 3","Piloswine, Tier 3","Piloswine, Tier 3","Pinsir, Tier 3","Pinsir, Tier 3","Skarmory, Tier 3","Skarmory, Tier 3","Stunfisk (Galarian), Tier 3","Stunfisk (Galarian), Tier 3","Tangela, Tier 3","Tangela, Tier 3","Venusaur, Tier 3","Venusaur, Tier 3","Vileplume, Tier 3","Vileplume, Tier 3"
Shadow Charizard,Wing Attack,Blast Burn,40,15/15/15,1.2633296042643234,1.2317405412217823,1.260975853622452,1.235355471741782,1.4037297894656033,1.3873878262957358,1.5038140158931794,1.4768522020410504,1.460335566193163,1.4392823285032086,1.7200507403029033,1.4504449155704073,1.4135475298256908,1.4592086369092319,1.4379800040393058,1.4308596049125868,1.4185581266077791,1.4381412814677952,1.2239846475353127,1.2091310953863836,2.1649200924925314,1.4995672183350524,1.39548234559151,1.3957914125009043,1.583160554332494,1.4144929752659212,1.3655676278048035,1.3547442792025512,1.4651747199182763,1.4182242277093164,1.3807178823727249,1.3812907954679994,1.546477193688257,1.4956523818066454,1.2684977893599478,1.247793228248741,1.371555494657698,1.3319209811101667,1.3973548594334493,1.3651165016214115,1.4283533564111754,1.4365880841055727,1.4537973940025104,1.439886259733396,1.446802223211153,1.4729791724952717,1.4429871425587903,1.4661561308810838,1.231063920553436,1.2001213251249032,1.4283854867657144,1.4258393255817055,1.2259322172330775,1.216345161709537,1.1833206062888797,1.1745741587789233,1.2317062005684152,1.224948960005944,1.3357028292858983,1.3296424285248918,1.595494436180756,1.4588290629078895,1.6809682335826512,1.4387125604188145,1.351266744717942,1.3222864442480784,1.3909350565982006,1.3477928144656643,1.3689224359572276,1.3212248166998217,1.241486063698022,1.227953287870652,1.4076099763906977,1.3642746159697343,1.2243646544075188,1.229250536586054,1.4815327359319248,1.4492729478642907,1.459178573788463,1.4551045613916795,1.2580152267553357,1.222892365614742,1.4242619709517341,1.3644287741734666,1.2111600196638148,1.2034576813477649,1.482862992917177,1.462351109617847,1.4903418478253083,1.4517491478437972,1.2230938580589283,1.2291575785233548,1.2278991509986348,1.214681487675728,1.2133026835369287,1.2058040144079833
Shadow Charizard,Fire Spin,Overheat,40,15/15/15,1.3360297955422673,1.3221052377770521,1.337357514889026,1.320225799787945,1.3276773334695904,1.3253178611938274,1.3207064292788917,1.3270001160635079,1.2843841037761776,1.2746703818338638,1.5833259742624837,1.2867266838677818,1.292405463893621,1.2904399108095037,1.2958577374742135,1.2780797705628562,1.2819388797022306,1.281545533644326,1.2683208416817733,1.2606202398273165,1.6208641910931187,1.3233137465311273,1.3539515219971132,1.3225359242306163,1.494775778194377,1.3507963923086963,1.2630908227335986,1.254646356805586,1.2925693581127198,1.2301174278864508,1.3152180465680015,1.3060231538972513,1.3591793575097662,1.3171595970651737,1.3204002035255271,1.317685597196008,1.3452961020590393,1.2909268942041545,1.3024481274607582,1.2703107758550474,1.2728570902391956,1.2607966717163102,1.3811781268141679,1.320331748072739,1.3104534261261618,1.3042395677999779,1.3017715947212345,1.2817142443788403,1.2892599704440455,1.2538468911633638,1.2421594009824342,1.2443266845578926,1.2941079160704696,1.2688004731918643,1.2321586089760825,1.2667819523117565,1.2643161711929047,1.2544825621953182,1.3155872433622686,1.2707969748040546,1.4443223368325535,1.2809073849655026,1.5325912571065645,1.3005305779148617,1.2967275103724152,1.2617451320316289,1.3288188988819147,1.3076287632386676,1.3237858121730894,1.2559950170155778,1.2849760029462327,1.2646324702559273,1.3185828179437058,1.290908972179064,1.2374614128333166,1.2404774853106741,1.273620687854953,1.2479157541423271,1.2857720854525982,1.2592353853415146,1.2716049404219667,1.24827386521964,1.412092277950571,1.2834968601321601,1.2546363163083423,1.237968970492727,1.2779361016266493,1.234420638935244,1.2798578601428061,1.273158847573653,1.269685283625703,1.2641279874089537,1.2666577890366413,1.239866352972512,1.297393394084864,1.282186827478181
Shadow Charizard,Air Slash,Blast Burn,40,15/15/15,1.3029294422803068,1.274952281682969,1.3046031939971616,1.2737979262435408,1.4711530282508718,1.45893788699402,,,1.581831775228146,1.6053074334139943,1.954682056740595,1.6277201209440082,1.5700970860916954,1.622062513589847,1.5479341621021776,1.6051175812549134,1.5302043582828257,1.611198145782524,1.2597920507067646,1.2466167312023617,,1.6649279190632336,1.4508616406014163,1.4718584838675681,1.8255152637738052,1.5662393826916274,1.4387876363079874,1.4403558005439951,1.6260865871933707,1.5880395660027722,1.4685287428987526,1.461632606362338,,,1.3114233532081638,1.2917909231525753,1.4747344526123238,1.4396198139528422,1.4883887414188735,1.4608418043388494,1.5742617555802796,1.5860922252152418,1.5946242733205582,1.5983289332713075,1.5800439466034888,1.6306154572829186,1.5819182465042916,1.6166292146706847,1.266701163426259,1.2321090573634246,1.5447939158933837,1.5522720734445368,1.2549411739869467,1.2404255233844301,1.2116272921340177,1.2290336174925995,1.2535674281339986,1.2461090476799817,1.4252473974787216,1.4025366204666048,1.731616930533854,1.6413952077175546,1.8302711431204646,,1.435364378311206,1.426713656350914,1.4911806227677982,1.4560457602825339,1.4792361026406358,1.438770508122486,1.2596486986623077,1.2661730077790716,1.4966606805567204,1.4480448108798518,1.2331348943717384,1.232028104398894,1.6106074758973936,,1.5773016729308291,1.5721278066212663,1.2827780206611497,1.2466746153401111,1.5114280035513719,1.4730503008727576,1.241168906926141,1.2320423574147379,1.6106180594440678,1.5918376499405469,1.6098369643872992,1.6094594642377267,1.2495599860768185,1.252801184363243,1.2500385043940985,1.2397479822922377,1.2548835009183719,1.2588168668811794
Shadow Charizard,Ember,Blast Burn,40,15/15/15,1.3134481926241757,1.278342066516049,1.3060854820986352,1.2819949437657627,1.3036840001905623,1.2850703310254163,1.3214802187544348,1.281737268093414,1.2900271377350718,1.2558176080660826,1.464867795764001,1.259654695980013,1.251300723996022,1.27120901737602,1.2616176404032686,1.2521709738618563,1.2497038939835718,1.2562612975829757,1.253703846792496,1.2379667316270992,1.662569594131036,1.299117690134972,1.2936103692397625,1.2981288582212067,1.5044407754383502,1.3431590693137094,1.266942240729528,1.2563308037918957,1.2789458755737035,1.2204853410510754,1.2889001018486643,1.2720165207735943,1.3255322157623588,1.3234550523562585,1.302695129624002,1.2715445316234286,1.2996021511339493,1.2427589561775534,1.3008276512487549,1.2814735153857828,1.2587989193442868,1.247718612502779,1.3050984097652558,1.2993071907454328,1.2575695080587654,1.2726799061004335,1.2825794602790197,1.2861600805058675,1.2796278201224405,1.2411464526115372,1.212050662208322,1.2183628660111239,1.2527253892591286,1.2314050830635141,1.2092135011392233,1.2246294789147898,1.2481117326436424,1.2622269370637451,1.2631031893293556,1.2386597595595517,1.326046744208739,1.243106626643874,1.476348926937648,1.2659416379943378,1.282173259815046,1.2442325870000452,1.3147699274746594,1.2653321070031713,1.2979615850989792,1.2419371787516804,1.2586225334084504,1.2637073788463073,1.3301158489115918,1.280416214989686,1.2423140134829553,1.2503748321323935,1.2768754064399088,1.234488988936395,1.2552036142835024,1.2277125615265323,1.2647493472630333,1.2454700187918921,1.3008957592208354,1.2636920350036194,1.2579932602423272,1.234578714410609,1.2611392580929004,1.2468399635121699,1.3014322888679681,1.272051521859044,1.2517212570179412,1.250572418278577,1.2510980730726375,1.2396132879654482,1.2502445221826337,1.2466856621585427
Shadow Charizard,Wing Attack,Overheat,40,15/15/15,1.403384613401947,1.3390104466402053,1.3998111082274942,1.3393309244909635,,,,,,,,,,,,,,,1.319849126913732,1.3232216312674785,,,1.6324777038215894,,,,,,,,,,,,1.4197063132345278,1.3730821270199867,,,,,,,,,,,,,1.3574900842389144,1.2933821353441415,,,1.3225637053250299,1.3133609970665439,1.2796030385149795,1.3070360989103718,1.3155982766821868,1.3266310301699407,,1.5034016165136377,,,,,,,,,,,1.3439216570161026,1.331452365393488,,,1.3289797254403628,1.3285600236605357,,,,,1.305110734496735,1.3103486205227775,,,1.3027726317359367,1.28328622050062,,,,,1.3262454928872793,1.3313739476019877,1.3191325460813035,1.30995441823736,1.3110550951485644,1.2902835940127437
Shadow Charizard,Fire Spin,Flamethrower,40,15/15/15,1.362442756642807,1.3476408502732662,1.3606691299295357,1.3495903800601046,1.357763824596715,1.3520037125672368,1.3565252197840598,1.3500107549489062,1.3408538439125424,1.3399202516133242,1.4893460278286699,1.341776809426361,1.319895791980848,1.3576839906268952,1.3314854737501924,1.3336026165724209,1.3220475968760708,1.3336058065956797,1.3338738528944085,1.3270695775736239,1.5908970759860703,1.3617385443782695,1.3646223393158028,1.3792665070125711,1.4607116412194783,1.3956322474414635,1.3059383307935832,1.3085773699502374,1.3369523857400132,1.2951481614222493,1.360157183265725,1.3475802003638688,1.2958248421112049,1.327570573276774,1.3563493329123044,1.354682296902074,1.327927827382751,1.3031744924652224,1.3410365002539388,1.3158430584273328,1.3255855354431574,1.3228199644169614,1.3687665375487887,1.3659853957902932,1.3295214204987242,1.3534951702649796,1.3253292194715576,1.347010839793852,1.3264262624357446,1.3124949817738023,1.294548461827985,1.3106443769327694,1.3457688807613646,1.33282969864183,1.285261819764794,1.3134506793290424,1.326315461952491,1.334341887468474,1.333582619313602,1.31028839230284,1.3941276102766758,1.3376620795379754,1.533250992913042,1.334380568151171,1.3233490030999544,1.3001538006383575,1.381548698265769,1.3522405442032248,1.3691960422750462,1.3058292169930368,1.3351831036756785,1.339068607160317,1.3623815312546075,1.3210024790455184,1.3004399077200715,1.3098176351024715,1.3357902450138237,1.2990419496675778,1.3340568808598403,1.319954925493898,1.360547166886423,1.3462523701713993,1.3738443953282375,1.3299736902970203,1.313975051629948,1.299775144425448,1.3370984423964556,1.3024293205337234,1.3534522596647793,1.3338986676661528,1.3281198383905868,1.3337969334478408,1.3193694999880134,1.3142497514684415,1.328064794194366,1.3316916775586187
Shadow Charizard,Ember,Overheat,40,15/15/15,,1.4277796613011324,,1.4325712945776685,1.4534446000374708,1.4306824377096088,1.4426605576062594,1.4332170727651496,1.3823141157568626,1.3925860621318478,1.744671247737331,1.4081767250810748,1.4028677575909152,1.398374561332949,1.3798929484202942,1.3861007206684535,1.3845274385461155,1.396215187022188,1.352261725411078,1.3491116394780944,1.8326337275525242,1.4551120557173052,1.4645267791778616,1.4234647649555632,1.6660341315824634,1.4488502682855173,1.3879050467375136,1.3572838586670617,1.3834256603734816,1.3250788885804907,1.4054099369077668,1.3966651561060357,1.5049538476142388,1.4661314235974172,1.425915963847456,1.4154961621055129,1.4574843440286653,1.410799764113771,1.4212573972714062,1.4003430985594834,1.3661976458730283,1.3580565939207812,1.4876289053162373,1.4537841518405543,1.3977390204895335,1.401109542786137,1.4206483181505987,1.4172749863645273,,1.3574058745338222,1.3218640978071554,1.3255819338015222,1.3653390141981534,1.3422872805525605,,1.3513434535690452,1.3641686969241809,1.3626989569101093,1.4234408364137008,1.3665869005143327,1.5187760296488557,1.3843066731213782,1.685507345584512,1.3823544153705358,1.4169793761227205,1.390883574660716,1.420353092831947,1.379195025478414,1.4304532441721136,1.3601663608260763,1.382394946749775,1.3694388902101688,1.4390078449964454,1.4201263543127227,1.3504975740599627,1.3371033905001846,1.3780599955504116,1.3345206835870826,1.3610806360239527,1.352413761715326,1.404984768019285,1.4092863763217571,1.5006236912528659,1.3790392284353419,1.3343273002807028,1.3240922590538546,1.3644830184866306,1.338763244895397,1.3943822192990376,1.3869925957880147,1.364384590201007,1.3504980901424037,1.381321411694236,1.3534271495858563,1.3605896192972335,1.3585154901758727
Shadow Charizard,Wing Attack,Flamethrower,40,15/15/15,1.3977633020947389,1.4009087818672774,1.3953182150549972,1.40205639817667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4154081587891847,1.4125760402816805,,,,,,,,,,,,,1.3820621129298167,,,,1.3913204095663065,1.380504790746461,1.3360290398285783,1.3567221002702217,,,,,,,,,,,,,,,1.4073916596575815,,,,,,,,,,,,,,1.3673298834964218,,,,,,,,,,1.3637239465849011,1.375677300725271
Shadow Charizard,Air Slash,Overheat,40,15/15/15,1.4222627898227642,1.4097975768754865,1.4227810493452258,1.409116955742978,,,,,,,,,,,,,,,1.3590985738425803,1.3488369368163375,,,,,,,,,,,,,,,1.3848122638540912,1.4060338142231872,,,,,,,,,,,,,1.3898824921209632,1.345055178295769,,,1.3811708220345038,1.3482468900970628,1.3049498743634327,1.3544631039018218,1.337252443554863,1.34203689409356,,,,,,,,,,,,,1.3730659084759937,1.345314588856293,,,1.3140497309953674,1.3212803919136533,,,,,1.3501535390623232,1.3360436561819788,,,1.3234167532648884,1.3214125551828442,,,,,1.3549853895276098,1.3432797447294758,1.3506914535351302,1.320967982541133,1.3822228115627884,1.3702817865855945
Shadow Magmortar,Fire Spin,Fire Punch,40,15/15/15,1.287711073649691,1.2790038746549062,1.2866831003103307,1.2815427148252425,1.2829565406708732,1.280943070758291,1.281742718536168,1.2737496531863728,1.2450782149509025,1.2773854061673882,1.273858990782911,1.2770562409794441,1.2650966197111988,1.3000019767050206,1.2762350038768167,1.284340312463752,1.268664429367577,1.2856589664789868,1.2854249505680975,1.2943777931985168,1.2943804502512142,1.2708380292513313,1.2862091530268889,1.2955169041572994,1.2713090095958428,1.2833483434717228,1.3050973818395628,1.2855867773989078,1.3141825360073622,1.2658120740622973,1.2651362067242329,1.2676772187840455,1.1938342710957008,1.2416131563204802,1.307639159312251,1.2993550668441949,1.2623766550763527,1.242901515047283,1.3466518576515685,1.3225230664234249,1.2718208674594829,1.2692577254085529,1.3498861684786672,1.2993176597129645,1.2715099731919657,1.297939189415819,1.3462797778465172,1.2961808460966322,1.3093885334153619,1.315083563627318,1.2322900200738371,1.2446023873029468,1.2738783033231926,1.2522512267095633,1.2394352154262478,1.2563075320021782,1.2699293316943514,1.2767907339604807,1.244600919927289,1.244650224625116,1.2463596991735477,1.2298371299787791,1.39353660189593,1.314604029735177,1.2588318185882053,1.2493449638844294,1.2406230285323214,1.252965359473974,1.2867558757195918,1.2500871604847303,1.2640728808534827,1.2688669987446786,1.29566866066784,1.266797809626396,1.2713312432698716,1.2603670848094977,1.358123457067764,1.2884752430476332,1.275290361793253,1.2506938170049222,1.3121847136753402,1.299832617938323,1.2740878206936535,1.2484928034489056,1.308316161343721,1.2541358433141956,1.2998171405155148,1.2655382216466755,1.300954136807911,1.2677735739643297,1.304218838567213,1.285444297916225,1.2724079974858025,1.2629564903707458,1.2693810336269267,1.2611627189717007
Shadow Magmortar,Fire Spin,Fire Blast,40,15/15/15,1.3324498892927474,1.2905566183827861,1.3284933656496616,1.2959432881561193,1.3294286313054977,1.2969229472973827,1.3237394584601483,1.299796790331147,1.2905902250646826,1.273044915398093,1.3198567159469299,1.276025763298676,1.3012471024223229,1.2980189109999327,1.3125137941505025,1.2799354776494585,1.29910844310261,1.2884455011690892,1.3223192680743203,1.301559489764265,1.3233596176394247,1.2796122268465717,1.321071185244862,1.2992855361461415,1.2825921111527283,1.2824552161914136,1.3655819285395572,1.277869848101522,1.316757458694092,1.2466348956550874,1.2968265891643809,1.2687844985610839,1.264360366514395,1.2732608584876752,1.365998425575171,1.3243081391051783,1.314831971752848,1.2632664548558359,1.4331594493708402,1.3876150402769163,1.2791118441245923,1.2574898734257207,1.5026636250365393,1.3344683157541921,1.3325394585195092,1.3009050993273217,1.449126747351659,1.3001689944651258,1.386384115822212,1.3219889420985715,1.2213324811112964,1.2317525254616482,1.283656178042153,1.2576279108303365,1.24844972750557,1.2548172946832707,1.26845891946541,1.2690431394240096,1.2638736045030865,1.2350622097684192,1.2618493056905398,1.2233909508617309,1.4684554892530564,1.3469231940953927,1.278697578452021,1.2521359535695047,1.2594136146044597,1.2459765344888805,1.292064125284907,1.2457975942072808,1.2866084454313629,1.2589400056142568,1.3411269994488118,1.2730620486167619,1.2811876556030153,1.2268963807445066,1.3930440244197262,1.3063923182871444,1.2929294964357179,1.2362721158384467,1.3199175783502084,1.2702878181223707,1.2907824441954958,1.2487794124116347,1.330691763762192,1.2626807683934689,1.3225745155907707,1.253345249220683,1.3427374980118045,1.254682704411411,1.3362213711968987,1.2805296935244508,1.3067656571673836,1.2743180715858167,1.2685370546143986,1.2534128770310238
Shadow Magmortar,Karate Chop,Fire Punch,40,15/15/15,1.6044391452121283,1.614546932935914,1.51045875967015,1.5187222273823358,1.3926291362464198,1.3896899809656915,1.3914479914590816,1.3824846877772898,1.5530797851356812,1.6193785225346728,1.5846698387205658,1.6296463796743363,1.5721238188073272,1.6500121440145077,1.588606844131632,1.6322001073090449,1.5670056854092838,1.6418081457844675,1.4891748317285696,1.5197044529776005,1.4955953389492478,1.5045439387948338,1.363867510489837,1.3918084990120638,1.3626939618505247,1.3712869678761666,1.4342649056599432,1.4026472300726065,1.4108965477258084,1.362869280746336,1.50286340301453,1.5238131369783747,1.2643658869588712,1.328938306799787,1.6670010722621724,1.7156068854747535,1.3393036101295208,1.3345750417493834,1.44496273640479,1.415318623223872,1.5321825983093271,1.547518292749482,1.5841659840337798,1.5333228925081874,1.5748570602495457,1.649142509441847,1.4292000941123948,1.3875208016826917,1.608543971765324,1.6362200181867999,1.4706466076635654,1.5213558636140863,1.6070481205110025,1.6112150233462996,1.6444754355620756,1.7197566368510993,1.5081653007537383,1.5395745910402416,1.3256775340325349,1.333837250855506,1.5767372489500142,1.6045951435983,1.4807276723198828,1.3849869385638662,1.598092624926521,1.6082677017727567,1.344079662078078,1.3647088429566718,1.367843508666193,1.3443702130926392,1.6084789538005793,1.6478373621199691,1.508526928155951,1.4899006108986108,1.5121903851086411,1.511112801052029,1.5881350468799738,1.5136626299041285,1.4780159170828413,1.4759083170386353,1.7601401098374732,1.771267888295295,1.3512400322976483,1.3332970836871512,1.6271645453944787,1.6068877247832565,1.52835725382384,1.5111311930648377,1.4058034889069437,1.3746881320453164,1.5291036988808986,1.5327104167190693,1.5758495514279136,1.5918893780415926,1.600668176105996,1.6176155508279122
Shadow Magmortar,Karate Chop,Fire Blast,40,15/15/15,1.9103010533422091,1.8046319072773618,1.72237135773666,1.6357281165096047,1.5068914710255095,1.4404664049470344,1.5066705520201158,1.428644665734824,1.742881269612109,1.7891681716473944,1.835835417422198,1.794202734516041,1.8346570514635527,1.83566398598066,1.791978229216863,1.7984573395689682,1.8005765439241384,1.7968258031013367,1.673424941547569,1.621072840143731,1.689631870541588,1.6140795175121958,1.4571057921996733,1.4190771745898292,1.427885233090647,1.4019775977558642,1.5426260110475642,1.4320973135059587,1.4544586493257934,1.3672211997172319,1.656717252560891,1.6248341943130629,1.4521509595267472,1.4034799932150812,2.096812557772064,2.0108193576200755,1.3943031235835694,1.3692067664855747,1.601626866112884,1.5332473927127799,1.6623705086927774,1.6477417064347624,1.924689095543918,1.7152411281832205,1.837053232002867,1.8246587775141399,1.6062435875496475,1.4378349775998374,1.8975757303446237,1.7891953513047587,1.5971964303918404,1.5886405402270387,1.7384013273251333,1.6989561940465325,1.8284780900872182,1.8593825542872167,1.5892051051670548,1.5928080871456818,1.409006331374899,1.35453099255606,1.7858184921251377,1.7673775033306518,1.5727030853404282,1.4883102407119304,1.8121965729480756,1.8113439852297426,1.3910160115242773,1.3987665921142192,1.3993147405403725,1.348727602114792,1.7489217079122956,1.7385080953516823,1.6861252330231393,1.627951072026335,1.6366685676262647,1.5795360897530348,1.7573853929813767,1.6134309546982075,1.5733702516687251,1.5347107410154408,1.8649342211833395,1.8013946322959815,1.3845469032015927,1.3517151463505348,1.8036514279700528,1.7409853213262696,1.6249574427178277,1.5832781928568669,1.4731532708860833,1.3838212841039277,1.6156815744723938,1.5948024204705111,1.7630749921102935,1.7236577962463049,1.7872315851559009,1.7290722845897275
Darmanitan,Fire Fang,Overheat,40,15/15/15,1.3178035700920405,1.2844563835004166,1.3136278744879475,1.2817527398932418,1.3147145995215699,1.2903191889212677,1.306678149927387,1.2990277495871965,1.2243197690057783,1.2509588526361066,1.2724358446015427,1.2601981338993047,1.2753057228931808,1.2855444344695863,1.252700363836607,1.2595826527085363,1.2542949491056774,1.2668670569525478,1.2961009833919015,1.2880645530750559,1.2988393487075056,1.2781644918154487,1.3031024518036873,1.2890520013905105,1.2771975400926847,1.2668059846901931,1.3253840836274093,1.2982675728980713,1.3143097249599673,1.2592729226007138,1.257782915600455,1.2542105259489325,1.189555763299935,1.2062702910604508,1.3174785226884564,1.3117312081613404,1.243859247953969,1.244747424234354,1.3254089503421183,1.3004894275691188,1.2589317504295674,1.2499443620071498,1.4530952931018692,1.3068922954308868,1.2812865846059878,1.2903044238470807,1.3811155472346677,1.2681047732751094,1.2807358968573221,1.2763812577218343,1.2306676425678984,1.2414480131606374,1.253768737483758,1.239791799274154,1.2259425179024224,1.2658588292833641,1.261631116559229,1.2419569637704788,1.2607207037335577,1.2478871601718338,1.2601496056939303,1.2208689666464205,1.3910631252881498,1.3011313535501146,1.2238743430378596,1.2304960763952386,1.2277193486744293,1.2466004621635476,1.279870850164666,1.24211169935994,1.2977468043817415,1.2724278427602072,1.3230277926911704,1.2780190807103775,1.2670580786652652,1.258926478319685,1.2933940479929062,1.2399829319341313,1.2441177759308786,1.2376188389184817,1.3023382527376632,1.2707890438040939,1.2572760391386872,1.2330161277529457,1.323007274665106,1.2598381132430396,1.2784987138087678,1.2349548026989698,1.3032846422466107,1.269790709022248,1.2918986889004014,1.2797611510170934,1.2897236451789706,1.265152748118215,1.2629239412881925,1.2489694677018384
Darmanitan,Incinerate,Overheat,40,15/15/15,1.377402585300595,1.4394283963357966,1.3772139563491745,1.441244802031833,1.3717136815144868,1.4427838191038027,1.3804430955081182,1.441589106987564,1.3269324144412247,1.3916669324558446,1.3501200607878876,1.39748849894268,1.3415678162564157,1.3937052317901921,1.3458512279311035,1.3986941784158595,1.3434831721326614,1.4008271176585023,1.3829965649590212,1.4059849912401547,1.3489759199539562,1.3919160156377854,1.3887407304572565,1.4220743411580832,1.3552055367886569,1.3767702905917907,1.3839031422741472,1.3987901492671106,1.3643371350277917,1.3521736240421316,1.3357814227719018,1.390352665621721,1.2976377691433092,1.3602188764537493,1.4005241273241256,1.4154365502435804,1.3482019796239115,1.3668425914409916,1.4374224545094074,1.4681090541890878,1.3404377111660548,1.3800894688797778,1.5031061431449229,1.4438280370770307,1.3675031924394356,1.4182490153685763,1.5067769658367987,1.4262327154612415,1.403263646916449,1.4081886280536122,1.2786686453907408,1.3153427653560532,1.3186020492158579,1.3419844406142047,1.2782566662672743,1.3246425895342382,1.3163321359218334,1.346614271384994,1.3199823637272672,1.3501572490150153,1.3078240294148782,1.287986572568377,1.4877192036023668,1.4417480640852847,1.298176697055164,1.3361319851677946,1.3064277936391075,1.3426018211802775,1.3271107986003985,1.3355370129425834,1.352219407005673,1.3523807406469435,1.3851892857242207,1.3634034584662658,1.3435726162441286,1.3455261548425062,1.4131778761756135,1.3770773496560342,1.3254177395955893,1.353638999393163,1.341942796030802,1.3343211186753738,1.3369855224529796,1.3435831377615974,1.3740934213569846,1.337289378694112,1.3626813684008146,1.3215340566032234,1.3763852886429975,1.3542894219481492,1.3408129172243208,1.3534475714444847,1.329238266504264,1.3435707378756925,1.32309204925424,1.345161899653021
Darmanitan,Tackle,Overheat,40,15/15/15,1.6664277716342593,1.5977581293619374,1.6476387587049806,1.6002144915266714,1.6680982047888915,1.6077624451761112,1.9560708392071602,1.861933438159347,1.8342536685071424,1.930549917970512,1.9541749676985851,1.9395522218839194,1.9477209393536736,1.993823090380629,1.8684035549880942,1.9593900988921504,1.9222390702391758,1.9515954747671687,1.6840087513369077,1.7052300422423448,1.870574811428945,1.8534286381188072,1.866578112631805,1.846174320926407,1.9216829716001624,1.8975985809140508,1.7130603597029292,1.637298581106327,1.9057747270368213,1.8261280415780772,1.8722663866092804,1.8899756229170668,1.7292547331359978,1.6865137174723528,1.7358849298468793,1.7342789925767215,1.6197605061293396,1.6202224899183704,1.886120896659527,1.8686014694104967,1.7610682144918015,1.789461928619069,,1.8693911873244442,2.004518480566369,2.060154597294528,,1.8085980582045411,1.7343586738036776,1.7267878175770421,1.7154164893677626,1.7966467469339518,1.6727494038319146,1.6765957457527416,1.6070414905471118,1.6555955284393546,1.6785343956027092,1.727854999360194,1.603595812675222,1.6292116386376405,1.8562357145094126,1.9036344020398166,1.967864569426393,1.8175555247970796,1.643125773664521,1.634585321147084,1.5626602775505276,1.650762321981927,1.658516642391281,1.624963452488053,1.6756519050556358,1.6803109924014208,1.7197480429235479,1.6892135016941034,1.6740414876208247,1.6516173168995436,2.0043350020628203,1.8443565388549388,1.8032611380201393,1.8451726114220217,1.9510601423741685,1.9723976615494103,1.6803947214016992,1.6513679412544942,1.7380390059321982,1.7105323752851607,1.8555269735281774,1.8673645496096793,1.837615834777014,1.835404791875875,1.6485299182123938,1.6568777511471722,1.6895278228318413,1.67901747163524,1.6597872599078336,1.6377425198685687
