Attacker,Fast Move,Charged Move,Level,IV,"Arceus (Bug), Tier 5","Arceus (Bug), Tier 5","Arceus (Fighting), Tier 5","Arceus (Fighting), Tier 5","Arceus (Grass), Tier 5","Arceus (Grass), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Shaymin, Tier 5","Shaymin, Tier 5","Virizion, Tier 5","Virizion, Tier 5","Mega Beedrill, Mega Tier","Mega Beedrill, Mega Tier","Mega Blaziken, Mega Tier","Mega Blaziken, Mega Tier","Mega Gallade, Mega Tier","Mega Gallade, Mega Tier","Mega Heracross, Mega Tier","Mega Heracross, Mega Tier","Mega Lopunny, Mega Tier","Mega Lopunny, Mega Tier","Mega Medicham, Mega Tier","Mega Medicham, Mega Tier","Mega Mewtwo X, Mega Tier","Mega Mewtwo X, Mega Tier","Mega Venusaur, Mega Tier","Mega Venusaur, Mega Tier","Amoonguss, Tier 3","Amoonguss, Tier 3","Ariados, Tier 3","Ariados, Tier 3","Bellossom, Tier 3","Bellossom, Tier 3","Blaziken, Tier 3","Blaziken, Tier 3","Breloom, Tier 3","Breloom, Tier 3","Combusken, Tier 3","Combusken, Tier 3","Gallade, Tier 3","Gallade, Tier 3","Gloom, Tier 3","Gloom, Tier 3","Hariyama, Tier 3","Hariyama, Tier 3","Heracross, Tier 3","Heracross, Tier 3","Hitmonchan, Tier 3","Hitmonchan, Tier 3","Hitmonlee, Tier 3","Hitmonlee, Tier 3","Hitmontop, Tier 3","Hitmontop, Tier 3","Ludicolo, Tier 3","Ludicolo, Tier 3","Machamp, Tier 3","Machamp, Tier 3","Machoke, Tier 3","Machoke, Tier 3","Medicham, Tier 3","Medicham, Tier 3","Meganium, Tier 3","Meganium, Tier 3","Monferno, Tier 3","Monferno, Tier 3","Parasect, Tier 3","Parasect, Tier 3","Pinsir, Tier 3","Pinsir, Tier 3","Poliwrath, Tier 3","Poliwrath, Tier 3","Primeape, Tier 3","Primeape, Tier 3","Tangela, Tier 3","Tangela, Tier 3","Venusaur, Tier 3","Venusaur, Tier 3","Vileplume, Tier 3","Vileplume, Tier 3"
Rayquaza,Air Slash,Aerial Ace,40,15/15/15,1.3420438763390212,1.3518348780494744,1.3055615780503291,1.3144107460585355,1.340649709085484,1.350860771684968,1.2266428810941097,1.2660536374949016,1.3304499194133075,1.330678934420462,1.2426738525188212,1.26632941340988,1.3251382734992039,1.3374320511837892,1.2799431683815803,1.284567997518715,1.3483638121476107,1.3408643160598135,1.3158156408827286,1.3123398459957591,1.22611931891015,1.2816461818836362,1.3287398545659082,1.3134419727575604,1.385665431294925,1.3202941517400906,1.376817205461641,1.3673903617348067,1.3395483739077396,1.3464924171609427,1.3473162001459047,1.3311430863779101,1.3787126354959587,1.3527410388089443,1.3136112289984332,1.3292893401923256,1.2985511991685796,1.3079374242095807,1.2808277010972324,1.2718831399721975,1.312056400189147,1.3082430271881895,1.355311839161728,1.3302055399030532,1.3148703762224474,1.2833816127018796,1.2651242020184439,1.289360165551005,1.3198885700757546,1.303848033848229,1.2179022788528169,1.2420184584147071,1.2862434350611085,1.2838135744456982,1.3078421028913998,1.2856066370616945,1.315200384624096,1.2772225229345349,1.2909862678426676,1.265390790366201,1.2923608929166663,1.2863195655321362,1.3216440343058944,1.3269338264200317,1.3040396734340967,1.301821104716329,1.3625072783032028,1.3333904640682153,1.3335486333721012,1.330347343172863,1.2939382117714717,1.3039738971799057,1.3375841228498437,1.3017380955275268,1.3547777019254263,1.3544295604641932,1.3143752505803856,1.322624901282881,1.3540767206765745,1.3498900612525562
Rayquaza,Air Slash,Hurricane,40,15/15/15,1.3330763889147457,1.3109194404684328,1.2985789399530356,1.278807292848109,1.3279555795912277,1.3107270673377167,1.1679067468102569,1.2247045552326234,1.2876317419164527,1.2813520731207695,1.2101573766938796,1.2291479788426178,1.2727014629104598,1.2953293697284236,1.25188450496909,1.2558908949639211,1.2898543067174117,1.3045522405971728,1.2788339580435164,1.2791833921370868,1.211659681754265,1.2398941869331421,1.2824656518465942,1.2783815589194698,1.4203966183109942,1.297863929795977,1.3333052560524925,1.3232184763881396,1.2896749936726513,1.2926178952223655,1.2853054457546054,1.2938841137751527,1.3308896555371448,1.3107998412709463,1.2808141734441572,1.2905387375365258,1.244451336566365,1.2795199863081541,1.2393007295565106,1.2321530107929253,1.2615962858412026,1.2664257217556019,1.3158551632656343,1.2802120772672818,1.2834656529322543,1.2459325895488629,1.197504801554642,1.2414322272252978,1.2681077210146223,1.2525191861265683,1.1733916974574854,1.2037783012916758,1.2259253200118445,1.2292849622548756,1.2628292818816458,1.2463073552125348,1.268703072179659,1.2391715331770903,1.2391268693491235,1.2322914085051404,1.24539470731203,1.2464249678016472,1.2585694123540538,1.261143936114449,1.259107815383848,1.2623277278588845,1.2953657434953947,1.2823971823169802,1.2752357124842995,1.275476738587686,1.2518441399154514,1.2621871416823987,1.2865451476547403,1.2633518241628814,1.30204318969974,1.3073733356154498,1.2504478612082424,1.2657681800348872,1.3079603858406776,1.3130009346826925
Rayquaza,Dragon Tail,Aerial Ace,40,15/15/15,1.4881633671292347,1.5028132615090126,1.4450717222749403,1.4675496999843813,1.4804631321796209,1.504452010408297,1.3616805240535677,1.4177793824044012,1.4704910101857314,1.4783954886324753,1.5389605849428143,1.593361540656529,1.460807994024013,1.4827019668385688,1.4051421579160082,1.4310976340585042,1.475393226034253,1.473225835873557,1.6188156305864045,1.649291644591354,1.3734767921033308,1.4520195870491868,1.450234922815844,1.4514324184199394,1.55476220303719,1.446661846225777,1.5066906873033556,1.5097166699367244,1.513016245637145,1.5268179499218308,1.532135651928611,1.522523385148843,1.5379233594724124,1.525649207244295,1.4602475620749955,1.4927604307187516,1.621763087654451,1.676477665325609,1.4441763950604278,1.4335014110856341,1.458093914339347,1.460083983233823,1.5017927168834777,1.4790308789853883,1.4664201435803819,1.4354628072631317,1.5855654363149083,1.6333216911922273,1.4792328001276047,1.4766035176150756,1.3751732015851015,1.4133969223186862,1.4232345028824773,1.4311569930480506,1.4421162213425929,1.4331007821491228,1.4777951958086306,1.4478891597079067,1.4618388188769242,1.4418087303135398,1.4486472475859211,1.4525894548854734,1.5123272004007566,1.51896806535827,1.4598413519894915,1.4742985517362364,1.7075018442615117,1.7459565883205679,1.513070104854535,1.5233554314661868,1.4449736051925866,1.4656971952891618,1.4804244722922215,1.4514642448561708,1.5239851776815119,1.541386493118471,1.4690586199118933,1.491730206226383,1.4858696015725876,1.4956657563846827
Rayquaza,Dragon Tail,Hurricane,40,15/15/15,1.5765728498397082,1.5527185960678747,1.5369756080107662,1.5138843512774303,1.574080915261823,1.5532962968007575,1.3620020191743918,1.4310644942085524,1.4780572298790933,1.4800290969702454,1.6757663049246738,1.7216535866071276,1.4784842303659584,1.515303091684824,1.4614637924987317,1.4618374878739733,1.5109435436248395,1.513882341646065,1.808791672077558,1.8248628099265114,1.4575248946974604,1.4821836873784797,1.481893938424423,1.474886763037686,1.6807392946247797,1.510254245261331,1.5213643569748385,1.5199268184075636,1.5380823214601007,1.5464028265669458,1.536431512146959,1.553496732970304,1.54045396925411,1.5364623842310574,1.492454525968679,1.5105618661420097,1.7378056130572765,1.863037711314945,1.4609853153095596,1.448124685713753,1.5022601630676202,1.4935730312479811,1.523617408309557,1.4884005825284456,1.4967498976019786,1.452928263851211,1.686311963840159,1.7229224422129468,1.5049973722365375,1.4954125746697509,1.381926553579716,1.4351032447942296,1.4290034427421463,1.4323265976580044,1.4583863143402134,1.4364276164737608,1.5119131545121487,1.4873231245483347,1.471629667680172,1.4705880831173614,1.4750749996136885,1.470682004939684,1.5077412680911841,1.5087412012867192,1.4832152254701454,1.4989875895018347,1.826760011568839,1.8914502669213467,1.5211886373912378,1.5433393267948512,1.451527143847811,1.4773125285280575,1.4911898198074194,1.4655488426685683,1.529875165206072,1.5519728413600016,1.4591835909936397,1.4879255534517848,1.4862081245870058,1.490430008262351
Rayquaza,Splash,Aerial Ace,40,15/15/15,1.8357707215542887,,1.7872851011793502,1.8677653661196658,1.8276869964941072,1.9196802925993965,1.7252678809357853,1.831989572413787,1.8737701533368398,1.924997265445956,1.733904015284162,1.8136082256031536,1.8314552813992107,1.934195399152533,1.7631831764533392,1.852850166349006,1.8569335079563603,1.886481242349327,1.817718904442369,1.8569393902584264,1.732251499154756,1.8510819287803448,1.8317197517361326,1.8892058909797391,2.223238735006578,1.8916234786678374,1.8988442667149887,1.945541611612179,1.9502161904847073,1.9878388975754602,1.9176781521222641,1.9490590121777256,1.9636637711328924,1.978690083069752,1.857262472879951,1.9271239519194416,1.8103564945010568,1.8853544956633046,1.815850938620503,1.8413643843893537,1.813834238468483,1.8386699795769073,1.9245504373991984,1.9384796046357267,1.8346031167870127,1.8393058502600457,1.7990941827374336,1.8784583165270796,1.8660918825933948,1.8974607263139653,1.730424665967053,1.8119601201442261,1.8332035726538132,1.8638608097538258,1.8852977351387683,1.8730361411157523,1.863263090242977,1.874314989807342,1.8190168020302164,1.8304996489434413,1.8572737300102204,1.8942048270447438,1.9550310988947222,1.9815969337876806,1.8459415425832628,1.8903571685898035,1.9347007199945976,1.938337282128515,,,1.8392756032270285,1.893801085083326,1.8726764384661574,1.8854870046110337,1.9492206957373426,1.9959567626695833,1.8829341813682723,1.9466785411502627,1.9203725728771561,1.9666935413358169
Blaziken,Fire Spin,Brave Bird,40,15/15/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3784994086502398,1.3579982626769431,1.368453931965931,1.3702078523754189,1.408282915918125,1.3695212369727305,2.1846927552720357,2.062353283110137,1.7547761798564903,1.738087244369929,1.9353921420720874,1.9729483027821777,1.7334244200209208,1.7212301422168381,1.399829174210185,1.3481185643527953,1.8298647578283795,1.6938644263025593,1.7034281374829463,1.6689139258639882,1.7174738474865219,1.712931608404084,1.6380274030534037,1.6432235897034835,1.631815324497528,1.6314532751914455,1.6785121956369176,1.632064308279205,1.769128218413259,1.6641346708672367,1.7332896608160193,1.6620670065301177,1.72769685880941,1.6942316612747856,1.3816930423032605,1.3310618245825068,1.9738779752997124,2.006521927423431,1.3819704484963693,1.3763543949345582,1.4363585538621766,1.386486365744153,2.1014571799356094,2.029723971646117,1.6830301386440474,1.6587520590656872,1.3896401767185014,1.3528323584441342,1.3602682485428021,1.3360308281704165,1.3841856168097628,1.3580170222053225
Honchkrow,Peck,Sky Attack,40,15/15/15,1.3275119799830957,1.300302872498551,1.2930186650318376,1.2657396191599783,1.329904287259436,1.2990711474540189,1.3440728012980074,1.289877135263561,1.3141894773504303,1.3152827923446515,1.2230737999683807,1.273183906330018,1.3253127425047373,1.3434566576518379,1.518847689163626,1.3319934626060308,1.3212429334785603,1.3046229508196723,1.4953103435835504,1.3691813465024196,1.4366673404295476,1.2865004394101596,1.2844915083487136,1.2692529352658641,1.6260616839946684,1.27312509534417,1.3768431749351524,1.364690408563055,1.3264062051899443,1.316601581801385,1.3261131003099607,1.2942474371193124,1.3492434548748047,1.3224863838783263,1.379506164259748,1.3301636237231453,1.329366806004756,1.3174788696236321,1.2945976989005608,1.2419470075956622,1.27949317208076,1.2846301766926214,1.3544538903534966,1.3093572873995012,1.3723628760322883,1.270854415750125,1.2712446315871475,1.2873042994511614,1.3327214219425256,1.2712698564219302,1.2687778957581837,1.2652656726460874,1.2768154739205655,1.2398748264334623,1.2734506935509233,1.2445986840987409,1.3470945804383891,1.2843114312690498,1.2989332667729276,1.2425245649045886,1.2522500803895784,1.2533575948223465,1.3122638716347528,1.2993178483536831,1.3076930671255882,1.26846170302525,1.3518618441086194,1.3063580778768304,1.3838765584725181,1.3149165276485577,1.3101974938056593,1.2713456096414364,1.3351966288502892,1.2641440953318712,1.3639049244954506,1.314047939373747,1.2826499475315745,1.2827951062045073,1.4199339694691544,1.324717612634687
Honchkrow,Peck,Brave Bird,40,15/15/15,1.384407591232179,1.3434584567635992,1.3506125229074892,1.310056966301912,1.3905762345218557,1.3453858754672894,1.4220643896683869,1.3672497651322268,1.3654235554813166,1.339992529570996,1.2834987162996176,1.3111473854683782,1.4254949959652663,1.4045441306894701,1.7100400326314242,1.4347353954970041,1.421453261169564,1.3680587571706313,1.685028019171596,1.4167056735301602,1.5979898997671782,1.3515887690339934,1.3133799945557578,1.3046138920760852,1.7530666091725051,1.365384207980315,1.4498271461223595,1.4074475788032814,1.3599765498157323,1.3300617319413421,1.35091386891019,1.316254139376683,1.383649670371172,1.350131229941312,1.4637396600238082,1.3633412886361767,1.368621401796964,1.3535379496997602,1.3309699562251258,1.2913903480101174,1.335962356885953,1.3270932259599828,1.376752793024034,1.325394173164031,1.4105293239858998,1.315847172435748,1.359430443210211,1.3133856332276443,1.385114055640138,1.309595456023917,1.3147403596792882,1.3009155426816716,1.2958041154165032,1.2631080302014068,1.298291655991683,1.2564377513291523,1.400627509187377,1.3265926481711459,1.327281880173824,1.2795001078781023,1.259355452179422,1.2820110500316437,1.340158712723664,1.3218113885913443,1.3269538719426015,1.2842068824956865,1.3610308179602402,1.3238711408032795,1.4192168734403503,1.3596160967637643,1.3453102313680998,1.2971118691865495,1.3667589926485642,1.3042821041070558,1.3919805538340217,1.3424743783923037,1.311184703650616,1.311511366197044,1.446763469391256,1.3580869031230873
Honchkrow,Snarl,Sky Attack,40,15/15/15,1.366206115283368,1.3292861485868006,1.4425017427649431,1.4065027380869706,1.3667877256452334,1.3298864278071176,1.5063771184025556,1.4731007565296232,1.362202919868218,1.3714814399953354,1.442871362013899,1.5124255211394297,1.3888449422731477,1.4003927107626837,1.7500583983340152,1.525714562721002,1.3993628974997867,1.3780711902647433,1.828059287352291,1.6273399666763342,1.628103849793121,1.4562308016110879,1.3514704615865323,1.3355142536135516,1.7209940342638677,1.35130486331358,1.468205037778585,1.442395697932506,1.3641620624848838,1.3584357630135235,1.3759352285510476,1.349390101212937,1.405983933697219,1.375128735296097,1.6162137776290681,1.4982788290352118,1.5635119140736322,1.5640962054921832,1.4556181897032379,1.4274501461881612,1.3383544213105594,1.3289369186267128,1.390352124747061,1.3569529151391944,1.5383623659017829,1.4572510531297758,1.5313871106320005,1.5626893080354798,1.5106134177197343,1.4577265754766056,1.428542250939155,1.424598371958674,1.4547210722134676,1.4402683655455577,1.3390930975162503,1.3119500339789056,1.5110594645556932,1.4602439124299524,1.4801892021151084,1.415043992017538,1.3093191389006824,1.2985495724451916,1.3483840654284744,1.353734208431472,1.4718300015796215,1.4253786780086857,1.5242246775568342,1.495141947663141,1.4254183487542262,1.3650289692621194,1.467526606711289,1.4384061973706521,1.4851550655871402,1.4348132364470205,1.42001439446928,1.367576513868009,1.3520909670279295,1.3606088844958086,1.4506789089972012,1.3691818205233004
Honchkrow,Snarl,Brave Bird,40,15/15/15,1.4229811354827178,1.4067893523195405,1.5482163908126947,1.539994037324242,1.4224054061614202,1.405122814873923,1.7119560114493675,1.6307374465820548,1.4276663355533914,1.4118355663880673,1.6468986704293178,1.6890095374515521,1.4855007713385942,1.5114992718792086,2.118845150242244,1.7470104755090727,1.511023711003182,1.4696678107673478,2.0854078497739157,1.8671478590276789,1.8231077443884012,1.6182518421309005,1.4231555373462577,1.4206132944855274,2.0424760520150107,1.4628955412741151,1.5533634305693818,1.530323637995414,1.398326626794144,1.3765570722626914,1.430640188034208,1.3988068766874895,1.45918711996322,1.4098348583544313,1.711255274183353,1.6100605622900133,1.7422330232484815,1.7329925180860875,1.5715976368670694,1.5614077894411356,1.407924828406437,1.4058390748302239,1.457067336688253,1.395476475266541,1.7196948047071174,1.5684584687145293,1.6799196851610916,1.6681527881921887,1.6492308289028064,1.600231753530101,1.5677262901836608,1.5501599193136049,1.5876670400950368,1.5596120866661756,1.4117487529570887,1.373563065948293,1.6508839134546236,1.5725875900233488,1.5912012829261357,1.5926872616398402,1.3350626597213995,1.3334352310249942,1.3983508614962288,1.4026002840427083,1.5628471009793652,1.5721651796397662,1.6472010544461673,1.6188385723644483,1.4941135238006853,1.4197712314781101,1.595695320225346,1.5595051107727587,1.6566473070295187,1.5627967519583434,1.4729693853617545,1.4523380946099422,1.4466468779647406,1.4316957438894138,1.5398287039580363,1.4331645956565384
Yveltal,Gust,Hurricane,40,15/15/15,1.3148972532607521,1.339030049163425,1.277260610070573,1.3023050716866578,1.3139391876771596,1.3382424512014395,1.2722194127653166,1.3059591097949086,1.323767865456652,1.3468316547153685,1.2129415851380227,1.289391564637163,1.3364857552942948,1.4050409317026347,1.3371062920065013,1.3143133759422982,1.3119408277327447,1.3392216115018123,1.3439186197689583,1.3292075876032166,1.2577400168670374,1.3299338298505174,1.2777220638388387,1.315288440799091,1.233836039842307,1.3004462361567664,1.3845968487829898,1.4086681981011184,1.3367555434750737,1.3582222391619356,1.3494018722491155,1.3653126103881061,1.3857938881341736,1.3718583289048545,1.2998801974156062,1.3450326073827834,1.307417843279211,1.3503822356649327,1.2780915975960678,1.3118882550605768,1.2691444538381074,1.3093347274113794,1.329826245370109,1.350716116130094,1.3419592418683253,1.3217843116720787,1.2713626473688686,1.312484765717102,1.3059952232534207,1.3375347774865236,1.2245740043539053,1.2715095719179472,1.2614144951935498,1.2918055364823096,1.2765876418512296,1.296647801627466,1.341657288180701,1.31932569492218,1.3121031011472415,1.3074318958037228,1.2824091413804342,1.3052471320323704,1.3399946026956324,1.3487187965893432,1.3100139152159096,1.3386678064569209,1.3708591073392051,1.3865958933052769,1.3583693448893346,1.3806328018189904,1.270570832194966,1.319888284348969,1.317154252816261,1.3128261292806713,1.3474804959834956,1.3611942804301325,1.3137128414736787,1.3402932380980594,1.3443075745174347,1.373239776950413
Yveltal,Snarl,Hurricane,40,15/15/15,1.5087066179400013,1.5534281126006533,1.6648176157268346,1.7267628801610366,1.5063265515440847,1.553760008830983,1.7002606489476486,1.7560742916765786,1.5737869126145272,1.5993716115368148,1.758964711785327,1.9033075889541684,1.6213242661494118,1.6731366129791636,1.790756679641351,1.7849635345574613,1.5578774368073078,1.6005208458344335,1.97735167845649,2.000552044388294,1.6862748484834076,1.8180808503547883,1.5334895384431435,1.5876573323174212,1.4966032205691455,1.574201886614238,1.5942791084129462,1.6154125196969884,1.5945730167738696,1.5981627370494804,1.6177709899658825,1.6071105149747262,1.629408069749778,1.6334251517479146,1.7920875634492992,1.8126515680794757,1.8843721236507307,1.9821468110552112,1.6977982375997693,1.7734737638776716,1.5189915027154057,1.5736441664689436,1.5907670500890745,1.5833118384151037,1.7604525764589887,1.7877516686790427,1.8985703165103132,1.9186587384208884,1.737454473380085,1.7993238980889008,1.6855955079440386,1.7687802085185533,1.7454181843442824,1.7994102220656556,1.5448612441216685,1.557412817908817,1.8060817535008293,1.801816894240613,1.768965652979851,1.785109717462852,1.5141057036497971,1.5332498931787173,1.591585712035604,1.6136346732633289,1.7649145861392395,1.8021106804562133,1.8603355727785724,1.8440025181748405,1.6186397359517701,1.6404330920642076,1.7280187143798684,1.8107863305278202,1.7780709146683866,1.8141541386134945,1.595188321813913,1.610152723742669,1.5510345224092257,1.5908242381911282,1.6072302928707578,1.6145148122467157
Yveltal,Sucker Punch,Hurricane,40,15/15/15,1.6346030688118314,1.661069738455891,1.7175248301720798,1.7381799061710828,1.635127228479785,1.6629242085917286,1.797536823113858,1.8576289673097521,1.6586190110848904,1.675250006192477,1.829022019970652,1.9598907737864646,1.6597722564527941,1.7099530279970656,1.8435746655615235,1.8286645273011177,1.6669566109555425,1.6991160502124187,2.031943268370977,2.036159936185695,1.74539501831435,1.8048518865810619,1.5847953682767615,1.6212209372927062,1.4927570887809856,1.5496550587847397,1.7195399194009877,1.7388265576715554,1.7281094214380355,1.7329307651941697,1.7028111484029695,1.7006493646489398,1.7765348854337444,1.7792643542659208,1.9301162653140185,1.9434443065155422,2.001574981233621,2.096808535697045,1.7957585319000042,1.878860555282105,1.6004859071173714,1.6647289320378489,1.726109302927198,1.706089841647099,1.8743536087414197,1.8756609644142517,1.9943178557902028,2.0513409971862075,1.8507222378698815,1.9113138928891267,1.791635233526635,1.8761941933241895,1.78264866500616,1.8192413558391,1.5963928167050965,1.599704426960499,1.8607179814950083,1.857607559812016,1.8807073876249627,1.8786253897969563,1.5808821440949163,1.6233711280655987,1.6875982202810744,1.6996760187442286,1.8398868128647679,1.9047986833368893,1.9343621275961402,1.92589958744654,1.6628199360721323,1.6982607857790741,1.839362790868206,1.91833231916738,1.8978310506953968,1.934693006499286,1.707820412392107,1.7341764753090732,1.6932964704708984,1.7245428039522157,1.7103097362539361,1.721790408759312
Togekiss,Air Slash,Aerial Ace,40,15/15/15,1.5648440088914373,1.6079997040519276,1.5222800346405325,1.5669518418685071,1.5641845535581083,1.608674219732492,1.5180076642278084,1.5507632939480844,1.6787531897048056,1.6657022477267032,1.5092790866317765,1.5514277453479648,1.6750933453367618,1.684319964378652,1.6447680717313162,1.594542041971678,1.6203341168825969,1.64186592420133,1.6086851649842289,1.5852323378043178,1.5006970680252418,1.5882725032994391,1.5726516049231134,1.5814316271367581,,1.6420988234170923,1.780976742791818,1.7062216233077452,1.7005411884934383,1.6724757938571384,1.6721646016123497,1.6558570734407188,1.6953888302889293,1.681559814630456,1.6179307983416211,1.6479918874887993,1.6129927008184444,1.6338588135741292,1.5966117844902732,1.594469094418631,1.6141642426239846,1.6138891420185038,1.6973264531409014,1.6457557879915814,1.635412535053476,1.5734025450969733,1.5571887601478094,1.592864989272771,1.6208959715436926,1.6255900449960772,1.5458319914723349,1.5871943549035652,1.5853283689246496,1.6017086974664758,1.5964240144429769,1.5921439570790181,1.6455946243226254,1.5914919412003385,1.6330654400990223,1.5968386800687313,1.607781398476976,1.617067649016634,1.6602365813480056,1.6444349138695256,1.6128487377579357,1.60415370314462,1.6757552553489952,1.664874446164062,1.6849540270087362,1.6815418767374668,1.5848373504697837,1.6182202709055535,1.6407478654126055,1.6213734925671033,1.7170977666900515,1.7037524855125157,1.6402918467528518,1.6361057319820123,1.666594169758183,1.6641757610140393
Togekiss,Air Slash,Flamethrower,40,15/15/15,1.595284289560008,1.6373488838868606,,,1.5948425145457257,1.6376322316071457,,,1.7002873066630178,1.696530316723831,,,1.6947844077881964,1.7203410306102709,,,,,,,,,,,,,1.8094774676442325,1.7430302264463875,1.741602635837314,1.7121001373408464,1.6899999884386248,1.6693303250305913,1.7222641488619947,1.714343552483081,,,,,,,,,1.7264735613196924,1.6702981765359857,,,,,,,,,,,,,,,,,,,1.6763322726233802,1.6653759554735301,,,1.7080387505144181,1.692446006178683,1.7177912611081239,1.7149320626011895,,,,,1.7444259882040856,1.7320481025657626,1.6667011321925247,1.664507383995602,1.702917477779986,1.690655274247018
Togekiss,Hidden Power Flying,Aerial Ace,40,15/15/15,1.6201669564699355,1.6702474012059885,1.5742067791683323,1.627043971127259,1.6169067954647174,1.6677935883020232,1.5772549526246264,1.6190302894388668,1.7321654741553947,1.7274414635552446,1.5668227840303068,1.6217992845494043,1.720988709741682,1.741947713992693,1.700022039597244,1.6564896905575177,,1.7057845090367956,1.6509882116665653,1.6306093419426722,1.5558857198528875,1.6577368484592478,1.6309171124348503,1.6551565598671412,,1.6784969605041775,1.840906612663034,1.7669439126342767,1.741546152420791,1.7202862582825447,1.7365002098389617,1.7286881945531263,1.7550970879298973,1.7465783910350572,1.6801365480067323,1.716372856328335,1.6729523424927815,1.6958317990137217,1.6440176811213356,1.6453455912086137,1.6713261782280369,1.6684449531487648,1.7756826331010929,1.7179637637698792,1.6829035975718172,1.6368248051305505,1.5922836182463376,1.6418658315875152,1.6835105129697905,1.684656772597289,1.5687842746737413,1.6178768765157288,1.6347674666723033,1.6581103090396572,1.659542552926647,1.6555891359455306,1.7195900646089204,1.6592956656464177,1.6802811743200285,1.6459683857658853,1.6402691450448745,1.6557253317503353,1.7164064433688653,1.7073016381551602,1.6737048145192133,1.6622768105135977,1.7129137802965342,1.703125905545768,1.7415419352886712,1.7486628344003625,1.640623490800885,1.6836785209748226,1.683188998034849,1.665856161297611,1.7510108112321603,1.73336152155338,1.6991441721922074,1.7005559281294484,1.7361352262016185,1.7355702004992657
Togekiss,Hidden Power Flying,Flamethrower,40,15/15/15,1.6701052879477831,1.717986765809271,,,1.666749123526779,1.7168100522858927,,,1.7699283249340734,1.772356212325901,,,1.7482625089084878,1.7806043220082264,,,,,,,,,,,,,1.8836561794241546,1.8292899580615098,1.8012424271980545,1.7715817817117745,1.7884038249654028,1.777768617713752,1.8073133831023818,1.7996486611297144,,,,,,,,,1.8213172030881515,1.7644777163152412,,,,,,,,,,,,,,,,,,,1.7528086411346244,1.746437812219583,,,1.7610670342873376,1.750757318950701,1.7921333983246939,1.8030768857183197,,,,,1.797951357320154,1.7773799261912533,1.74851649549043,1.7515560571088442,1.8009417435061685,1.7966899083414503
Togekiss,Hidden Power Rock,Aerial Ace,40,15/15/15,1.7235274953178465,1.7841228601863524,,,,,,,,,,,1.813616875048745,1.8449344326314905,1.9783357106393815,1.9515485282825586,,,,,,,,,,,,,,,1.822614281304447,1.8256738371492687,,,1.965865731307224,2.032143301846812,,,,,,,,,,,,,,,,,,,1.9489349754057832,1.960917684938238,,,,,,,,,1.9827882600887914,2.001605323089044,2.0509532188256094,2.057346191326891,1.836825521903277,1.8507203127911345,,,,,,,,,,
Togekiss,Hidden Power Fire,Aerial Ace,40,15/15/15,1.7235274953178465,1.7841228601863524,,,1.7205380053707293,1.7794110339924032,,,1.7995841944351645,1.7999027616694216,1.8536213414167984,1.9349831152903472,1.813616875048745,1.8449344326314905,,,,,1.9361034063832263,1.9375782296990542,,,,,,,1.9233144616998779,1.849910913281135,1.8347073957297626,1.819593826960867,1.822614281304447,1.8256738371492687,1.8529014117957772,1.8499100767422485,,,1.9825510876010926,2.021224597257874,,,,,1.872766358462421,1.8265211210197838,,,1.877835550738979,1.9542846560242284,,,,,,,,,,,,,,,1.8232265873048772,1.8153662928295318,,,1.8315705081243063,1.8228304548147247,1.836825521903277,1.8507203127911345,,,,,1.8703541745533887,1.8586933250524147,1.7930557150475723,1.7999806381278056,1.830588935423624,1.8238663668090718
Togekiss,Air Slash,Return,40,15/15/15,1.7868357020251475,1.8278213953382487,,,,,,,,,,,,,1.867682226840182,1.8199986506119699,,,,,,,,,,,2.0413536351542874,1.9548417803011724,,,,1.906110505111534,,,1.8508980020669215,1.8846045290784,,,1.8647674295797012,1.8599475049082443,,,1.9490316403787897,1.882849988581835,,,,,,,,,,,1.8403952091619247,1.824652701294166,,,,,,,,,1.8686461814735371,1.869255769737685,,,1.932894915914128,1.9347658074758614,,,,,,,,1.867905198049209,,
Togekiss,Hidden Power Rock,Flamethrower,40,15/15/15,1.8112556921209502,1.8727862467618823,,,,,,,,,,,1.8768673025861846,1.9192794706434106,,,,,,,,,,,,,,,,,1.91426985868531,1.912975308763743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.923968352442128,1.9362771186492125,,,,,,,,,,
Togekiss,Hidden Power Fire,Flamethrower,40,15/15/15,1.8112556921209502,1.8727862467618823,,,,,,,,,,,1.8768673025861846,1.9192794706434106,,,,,,,,,,,,,,,1.9245741751414323,1.9015720820256696,1.91426985868531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9084720723383706,1.8938692369145036,1.923968352442128,,,,,,,,1.8777070116147296,,1.9150791432286471,1.9067570984033126
