Attacker,Fast Move,Charged Move,Level,"Arceus (Bug), Tier 5","Arceus (Bug), Tier 5","Arceus (Grass), Tier 5","Arceus (Grass), Tier 5","Arceus (Ice), Tier 5","Arceus (Ice), Tier 5","Arceus (Steel), Tier 5","Arceus (Steel), Tier 5","Genesect (Chill), Tier 5","Genesect (Chill), Tier 5","Genesect (Shock), Tier 5","Genesect (Shock), Tier 5","Genesect, Tier 5","Genesect, Tier 5","Genesect (Burn), Tier 5","Genesect (Burn), Tier 5","Genesect (Douse), Tier 5","Genesect (Douse), Tier 5","Shaymin, Tier 5","Shaymin, Tier 5","Zacian (Crowned Sword), Tier 5","Zacian (Crowned Sword), Tier 5","Zamazenta (Crowned Shield), Tier 5","Zamazenta (Crowned Shield), Tier 5","Cobalion, Tier 5","Cobalion, Tier 5","Regice, Tier 5","Regice, Tier 5","Registeel, Tier 5","Registeel, Tier 5","Mega Abomasnow, Mega Tier","Mega Abomasnow, Mega Tier","Mega Aggron, Mega Tier","Mega Aggron, Mega Tier","Mega Beedrill, Mega Tier","Mega Beedrill, Mega Tier","Mega Glalie, Mega Tier","Mega Glalie, Mega Tier","Mega Lucario, Mega Tier","Mega Lucario, Mega Tier","Mega Mawile, Mega Tier","Mega Mawile, Mega Tier","Mega Metagross, Mega Tier","Mega Metagross, Mega Tier","Mega Scizor, Mega Tier","Mega Scizor, Mega Tier","Mega Steelix, Mega Tier","Mega Steelix, Mega Tier","Mega Venusaur, Mega Tier","Mega Venusaur, Mega Tier","Mawile, Tier 3","Mawile, Tier 3","Amoonguss, Tier 3","Amoonguss, Tier 3","Ariados, Tier 3","Ariados, Tier 3","Bellossom, Tier 3","Bellossom, Tier 3","Cryogonal, Tier 3","Cryogonal, Tier 3","Durant, Tier 3","Durant, Tier 3","Excadrill, Tier 3","Excadrill, Tier 3","Galvantula, Tier 3","Galvantula, Tier 3","Glaceon, Tier 3","Glaceon, Tier 3","Glalie, Tier 3","Glalie, Tier 3","Gloom, Tier 3","Gloom, Tier 3","Jynx, Tier 3","Jynx, Tier 3","Meganium, Tier 3","Meganium, Tier 3","Metagross, Tier 3","Metagross, Tier 3","Metang, Tier 3","Metang, Tier 3","Parasect, Tier 3","Parasect, Tier 3","Piloswine, Tier 3","Piloswine, Tier 3","Pinsir, Tier 3","Pinsir, Tier 3","Skarmory, Tier 3","Skarmory, Tier 3","Stunfisk (Galarian), Tier 3","Stunfisk (Galarian), Tier 3","Tangela, Tier 3","Tangela, Tier 3","Venusaur, Tier 3","Venusaur, Tier 3","Vileplume, Tier 3","Vileplume, Tier 3"
(Boss weights),,,,1.5625,0.0,1.5625,0.0,1.5625,0.0,1.5625,0.0,1.25,0.0,1.25,0.0,1.25,0.0,1.25,0.0,1.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Emboar,Ember or Low Kick,Blast Burn,45,1.3202844831901928,1.365147587773919,1.316060715693902,1.3652284162191328,1.2872099817163793,1.3244100484683885,1.292333390037333,1.3188301445175101,1.2982877300371776,1.3236294270015114,1.322625590884329,1.3322937789731002,1.3143836326079599,1.353850161453743,1.331142152671016,1.3419512446069186,1.3293789781477672,1.3509533357471122,1.337952615401342,1.350846970581507,1.3770218634629987,1.341230145365592,1.338451500996071,1.3327760049110908,1.323738131222754,1.3394951848395145,1.3066021232317326,1.300945454064771,1.346787169446324,1.3349751948972362,1.2958411200497504,1.3325590340935627,1.1596170862917663,1.256358243711211,1.3774133223071865,1.3630677248566465,1.3093756127146716,1.3105163083124014,1.3901770254428087,1.3463737650624998,1.3650969953398038,1.3717489402355467,1.608162071171774,1.4378175833063869,1.322274028501946,1.3534168022454451,1.4681834251810326,1.3542287656832825,1.320606662384197,1.344084397762487,1.3105724705260398,1.3456778543519525,1.3178345060582375,1.3516688743453977,1.3213038637281334,1.3233194697150952,1.3462511188438016,1.3700501525214541,1.3167613522920951,1.3269805909292214,1.3225875040085435,1.302108355818978,1.4112466527009817,1.3098867237974445,1.304391173513325,1.3346677306700059,1.2448909085708089,1.3164363688921175,1.3259650386612423,1.3150976478738194,1.3532502498089836,1.3763989343895997,1.3741305470038125,1.3611239845737033,1.3606333970645104,1.3598189919955574,1.4307639236373537,1.351524632701265,1.3527118256503474,1.322016047468141,1.3797547903664906,1.3657312503196424,1.2977020785808764,1.3241515291587962,1.3705121458042924,1.3480444606730857,1.3669201158063289,1.345087585445547,1.3314698926302786,1.3543436452484334,1.344625792324366,1.3604872203037806,1.3500948570936915,1.3381474891564928,1.380260822435386,1.3498329578726402
Flareon,Fire Spin,Overheat or Flamethrower,35,1.5498288213580982,1.5145768751319248,1.5490553776334186,1.507591203309646,1.541318044899161,1.5156062979400098,1.5574478213965475,1.514175386461922,1.4509014212896236,1.4781641022131142,1.5016395028643466,1.4750916857680703,1.5007943088518823,1.4952361409003165,1.4876576869529814,1.486286506542898,1.4811724456373103,1.4915518712713483,1.5256937290829078,1.4823820335437201,1.5375070873452799,1.4845165385713057,1.5046345825133105,1.474562037528784,1.4707628880425183,1.4756361781847172,1.4992138294351365,1.4671030523243507,1.5044689051677704,1.4227717849703445,1.5208070911735918,1.474719119863932,1.4088465024734043,1.4668292859989853,1.570241644597745,1.5239803754312875,1.4743927999762978,1.44310055256717,1.5764145311648856,1.523776930668066,1.4554005015075044,1.4366200824143154,1.6254622331250521,1.513776823563282,1.5150704043990644,1.4941985962417286,1.6512461390034505,1.5073793534953623,1.5254179728446644,1.4794447470479861,1.403052816230418,1.4034184648533925,1.4802899848779831,1.4424440280864679,1.4017671386565629,1.4086907499826207,1.433630509613106,1.4247192903521408,1.453086109836534,1.4304353017230418,1.4701126378013591,1.4299521645385251,1.6150541529174485,1.5305192935921845,1.4478248103103786,1.424196307462293,1.4336516938251995,1.4295425315117536,1.4713253212602153,1.4307236670525747,1.4612153748021257,1.4261902055601003,1.510319641580508,1.4407314334409995,1.4577978040454758,1.4347874423147953,1.4865204513735224,1.415554836126337,1.4468093417338905,1.4105997572651878,1.5271338271897388,1.5077693303783737,1.4564452965462928,1.4165338461856347,1.5118369208950067,1.4479443558903549,1.445186080225213,1.4119613653545355,1.500233621926178,1.4437431226397748,1.5016158724270015,1.4599794101899797,1.4810939320030463,1.4429213799849145,1.451889426059328,1.4316986319877298
Infernape,Fire Spin,Blast Burn,30,1.960532009439485,1.6585001619188453,1.9463627433522475,1.6581707516999191,1.9695100201991178,1.666479581640637,1.958907885910497,1.6603222826422805,1.5761575126872194,1.5558593038443391,1.6148427160505456,1.5555714693541907,1.6148969045688035,1.5912713207697093,1.5959958235249903,1.565784982484527,1.5722638177417632,1.5749848555784818,1.674104685844073,1.609398533571694,1.6892804705257887,1.6604597988872054,1.6152325890244539,1.6115509476483374,1.6145334934936728,1.5857403792173335,1.7253026927215096,1.5750732662355273,1.648330756224324,1.573107235472869,1.5887125464228433,1.5654563162693753,1.4286188399965154,1.493180877418436,1.6700289341340275,1.6517780507405544,1.6030425938693553,1.548885432118207,1.8098804306368967,1.7074333910176664,1.6643328073487396,1.6187525025607266,2.187987954490102,1.7728363641275764,1.5929875472922228,1.5971444208954553,1.6886546951619457,1.590148079528456,1.6407761573407738,1.6063207158461643,1.5550133278065355,1.536526263360017,1.5700288337531587,1.5350043358358265,1.5170605935350816,1.5376801150766422,1.617449360063968,1.5786914608624583,1.5696891621799063,1.5342292837199094,1.566163417082878,1.5070238767855588,1.775689825797651,1.6196451415683009,1.5434839987341273,1.5104934910854517,1.5484656017454894,1.540712701785996,1.5642288439415575,1.5096099765678497,1.5751788778438585,1.5510023258876253,1.7148321339256656,1.642862643480223,1.6382696532754335,1.5604058904185412,1.8723598640706987,1.6459431935644726,1.6477099257613257,1.571488604949093,1.6326561125616377,1.5790881986059326,1.5625840865800114,1.5322936857046117,1.6196114258604033,1.54486152199272,1.7103754162754763,1.6122100263364654,1.645780708843637,1.535027332645008,1.604563167568151,1.5597726137560053,1.6072034578752077,1.5635213693503012,1.6357008455790598,1.57412005191916
Shadow Ninetales,Fire Spin,Weather Ball Fire,35,1.6849286958056153,1.6665595819054309,1.6823157386127108,1.6701843074019882,1.6771386615264192,1.6687046784369863,1.680098474022651,1.6593862458629323,1.629134029474528,1.6588832608367095,1.661415724313114,1.6633868198474226,1.6491766020657392,1.6959603586486618,1.6666280546753771,1.6741369944899953,1.6391204002926645,1.6765693789417038,1.7203444488795376,1.724847292210343,1.6667937394759975,1.6345763874050034,1.659647958644739,1.6766440144431711,1.6923776558596884,1.7038118697972826,1.712261902012516,1.6852355703881514,1.700410389626592,1.6430789137314188,1.653786426365161,1.660995243377008,1.5148048684571178,1.5779616484560473,1.7033794390759196,1.702834008856307,1.6337567307537582,1.6172634227723934,1.7324346993889692,1.703829082018442,1.6738011731463722,1.6737407631453016,1.7780974576833712,1.6914140957893646,1.6955433976299599,1.7302077936324602,1.7200320504645252,1.6599723832615711,1.6571534939572243,1.6620972589837595,1.6401850355769727,,1.65923372263428,,1.6068562461219298,,1.6517473910693672,,1.6156644278978793,,1.6406422158683704,,1.7908705946779588,,1.6410142395056837,,1.5969937030089751,,1.6749498396389546,,1.6718320177057275,,1.7077541119568143,,1.6648861161453001,,1.7524028981759097,,1.6542775399022485,,1.7373706239625444,,1.6469803120911584,,1.7166297564304338,,1.6959123958521911,,1.7096597463134198,,1.7051714568865433,,1.6538159414431084,,1.6518951641602628,
Shadow Ho-Oh,Incinerate,Sacred Fire+,40,1.1601419194114646,1.215920971243588,1.1575685579923605,1.2206915296149052,1.1581571433614066,1.222860140871932,1.154309094244867,1.211620811980705,1.133918082856919,1.196515373003685,1.1764792517375255,1.2085740510719236,1.1672870290763142,1.1964859468994402,1.1559777244032903,1.1972786614027988,1.1144776896461412,1.196057144756182,1.1309388459207093,1.1777074308270987,1.1544457063626752,1.2059435934879232,1.1595699331899219,1.1952386676710687,1.1447831955960819,1.1707509312003441,1.1342298195469183,1.1998593850076906,1.1514659891328438,1.1810386255377134,1.1518844977448928,1.1960204842775732,1.1145516074505357,1.1805478403087,1.1364165793173913,1.1871692147156765,1.142499813013036,1.172384596449419,1.137883190225626,1.1840370727418146,1.1349128266770656,1.1958231579286007,1.1410432122272596,1.1948055347067381,1.1451163375511457,1.1826707237045897,1.1517438695931168,1.1747156004013652,1.1201627799384886,1.1798115351228955,1.1513528871056349,1.197693985444008,1.1431601338365123,1.1885517728983004,1.1399499297814941,1.1915260691473644,1.1682440503083318,1.1957866928643075,1.1203097735378424,1.1831681291847174,1.150289352765526,1.1660211830853229,1.1606572062072196,1.1804895634578176,1.1322343671485393,1.1727333065690608,1.1553918447758238,1.1975212770104537,1.1498058686641843,1.1770917745003542,1.1558593557103292,1.1904748932915517,1.1619180481810985,1.197655389317335,1.1442549190266715,1.1750931771582611,1.152943889941494,1.1786654645815067,1.1407782190579792,1.1882528150495584,1.1488876038326417,1.1694272738084939,1.1280509165790344,1.1693120785015283,1.1564343299148925,1.1851868393948024,1.1439513927774012,1.1781869942437726,1.1592915360905844,1.1974536087577612,1.1754137971043628,1.2077312400958702,1.1312573909553918,1.1577365276177514,1.152451226601836,1.186819328459317
