Attacker,Fast Move,Charged Move,Level,"Arceus (Bug), Tier 5","Arceus (Bug), Tier 5","Arceus (Fighting), Tier 5","Arceus (Fighting), Tier 5","Arceus (Grass), Tier 5","Arceus (Grass), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Shaymin, Tier 5","Shaymin, Tier 5","Virizion, Tier 5","Virizion, Tier 5","Mega Beedrill, Mega Tier","Mega Beedrill, Mega Tier","Mega Blaziken, Mega Tier","Mega Blaziken, Mega Tier","Mega Gallade, Mega Tier","Mega Gallade, Mega Tier","Mega Heracross, Mega Tier","Mega Heracross, Mega Tier","Mega Lopunny, Mega Tier","Mega Lopunny, Mega Tier","Mega Medicham, Mega Tier","Mega Medicham, Mega Tier","Mega Mewtwo X, Mega Tier","Mega Mewtwo X, Mega Tier","Mega Venusaur, Mega Tier","Mega Venusaur, Mega Tier","Amoonguss, Tier 3","Amoonguss, Tier 3","Ariados, Tier 3","Ariados, Tier 3","Bellossom, Tier 3","Bellossom, Tier 3","Blaziken, Tier 3","Blaziken, Tier 3","Breloom, Tier 3","Breloom, Tier 3","Combusken, Tier 3","Combusken, Tier 3","Gallade, Tier 3","Gallade, Tier 3","Gloom, Tier 3","Gloom, Tier 3","Hariyama, Tier 3","Hariyama, Tier 3","Heracross, Tier 3","Heracross, Tier 3","Hitmonchan, Tier 3","Hitmonchan, Tier 3","Hitmonlee, Tier 3","Hitmonlee, Tier 3","Hitmontop, Tier 3","Hitmontop, Tier 3","Ludicolo, Tier 3","Ludicolo, Tier 3","Machamp, Tier 3","Machamp, Tier 3","Machoke, Tier 3","Machoke, Tier 3","Medicham, Tier 3","Medicham, Tier 3","Meganium, Tier 3","Meganium, Tier 3","Monferno, Tier 3","Monferno, Tier 3","Parasect, Tier 3","Parasect, Tier 3","Pinsir, Tier 3","Pinsir, Tier 3","Poliwrath, Tier 3","Poliwrath, Tier 3","Primeape, Tier 3","Primeape, Tier 3","Tangela, Tier 3","Tangela, Tier 3","Venusaur, Tier 3","Venusaur, Tier 3","Vileplume, Tier 3","Vileplume, Tier 3"
Shadow Skarmory,Air Slash,Brave Bird or Sky Attack,45,1.6040204618483613,1.6416885544928617,1.56523289619178,1.6025448456006355,1.6050453155303595,1.640351669408394,1.5614902923397316,1.5833048485638856,1.652875487784941,1.646977512211236,1.4986684994993607,1.5883734175899558,1.5980228957244635,1.6172322650578663,1.868514163504903,1.7060255761790681,1.6145774362597296,1.6330829753018266,1.6602507530085022,1.6452196841492595,1.5470863216399084,1.6131634284094285,1.6335027873765053,1.6324180462947062,1.721586091502818,1.672270136249305,1.6716863856869393,1.6585758924191887,1.6686151642999854,1.6630494262309075,1.6755918325820367,1.6492294882914744,1.7176179705869663,1.7052217372167804,1.7873392855260437,1.7457926478286774,1.6276701919567118,1.6538445552103107,1.6662531873299238,1.6073300813556357,1.6255328356284124,1.6541367977639834,1.6611887916637418,1.6644156194358668,1.7008137373394172,1.6315765444898223,1.5810763685222964,1.6151741727490114,1.6904295441872461,1.6545592362587251,1.57344162133133,1.6136609090795067,1.5702218834846629,1.590321273071164,1.58913319763893,1.596356587913566,1.7189048334947137,1.6376209477376986,1.6985182029558366,1.6250668352703963,1.6096119629994545,1.6235302992873997,1.680744561542297,1.6726988087037071,1.7251630543223426,1.6538053964635353,1.666264029447027,1.6425048084197595,1.7379369644304272,1.7060489649876722,1.6415517738257361,1.647161716259827,1.6483581815470894,1.6176369287123817,1.7017338728987237,1.7132075591950524,1.6261565585836926,1.6523026712500735,1.6333455393865304,1.6407741260310147
Shadow Moltres,Fire Spin or Wing Attack,Sky Attack,50,0.9196290673299251,0.9297093448449546,0.9100250178090531,0.9132020095918812,0.9179834122780843,0.9282901213296763,0.9982864056740859,0.9516969591340599,0.918900589162467,0.9176792371394307,0.8812018612356627,0.9184362888031794,0.9109189538075448,0.9292206735208564,0.910570013616537,0.924332848964686,0.945217485115238,0.9453197321364281,0.9293984240877159,0.9359414845609978,0.8834826075535644,0.9205981003762053,0.9372096386206593,0.9305707767248964,0.8928142961884847,0.9061255524411206,0.9407540733819124,0.935598368828788,0.9356463389450038,0.9292023466281226,0.9366777925634923,0.924011828149673,0.952655054032912,0.9538531168368053,0.9431184669329639,0.9554680626063616,0.923769604650909,0.9562653164852865,0.9546905618314883,0.9179086652835668,0.9196729333543497,0.9302350644671757,0.9376700285788777,0.9185629063327424,0.9512867118201749,0.9320102415313642,0.9113210232512218,0.9331911487050724,0.9226975961266062,0.9318050473369952,0.9032046815333791,0.928492597229836,0.9220738524688202,0.9300986965841308,0.9332579545565556,0.9369054892827865,0.9361444371775923,0.9347575465538903,0.9262211202029472,0.9116573439635087,0.9410453735705555,0.9443391413787781,0.9407677672864734,0.9465768216363976,0.9568207420894232,0.938023978989116,0.9384460042274677,0.9240542566689328,0.9261586581792081,0.9253193265551336,0.9270851424768878,0.9380140581516521,0.9463479975246986,0.9338016531955483,0.9453956923554462,0.9497527087484589,0.9075046852527352,0.9278638588061654,0.9277740162183958,0.9304699610334243
Braviary,Air Slash,Brave Bird,45,1.3396224676344979,1.3465556671684504,1.3061989761945552,1.3095993623783826,1.3358932101297927,1.3467886862237568,1.2589171804228083,1.2570917657945877,1.3469161596309536,1.3402564496566955,1.2364052084315251,1.2678153434484114,1.307514915479746,1.3301222294000212,1.5156963472651197,1.3257818086727913,1.3155997552613385,1.3462621510692943,1.325675768111773,1.3199500817660357,1.2672857295760331,1.3074436390040998,1.313397738110937,1.3055310694357922,1.3824036502340538,1.3345762343074712,1.389256535003206,1.3549814028241036,1.3173623492276476,1.3362233208703895,1.3351910921915628,1.3250600934629118,1.3465263814999044,1.3365419962885867,1.3507260188880865,1.3322021927610372,1.3052933012213002,1.3253132770055407,1.2885175590479556,1.2933834801277928,1.2868001203662573,1.2920744349653284,1.3346987606308687,1.3220790870768837,1.3472908254972151,1.2868761694787891,1.2715741530188256,1.2889763491493005,1.295613166307401,1.2857867882608642,1.2326098727598305,1.2689979939072034,1.2570345570665216,1.2726772269424358,1.2613803202778677,1.2660003587409745,1.3391633010288728,1.2805852657634733,1.310274926090364,1.2706916667917052,1.2682057561145748,1.2828856835974425,1.3011903972392331,1.2948480446129256,1.3133160510300792,1.3081514626629462,1.3509488231764106,1.3158791500418137,1.3510387541210287,1.348266864335189,1.2678541714373468,1.2948764722111104,1.3002614950368765,1.2737021542790843,1.320905607166614,1.31945541499369,1.2832777996110276,1.306777044300981,1.3123146021540073,1.319845502847766
Shadow Crobat,Air Slash,Air Cutter or Shadow Ball,50,1.6557291686059283,1.6519453368733277,1.6080292914369296,1.609507434711336,1.6510722810681784,1.6497334972785456,1.4707913862877318,1.4950727350508697,1.5932211220652936,1.5924451889056237,1.498741090362264,1.5422413294606532,1.5634267745335348,1.5765770658374485,1.7052645351835114,1.5820744786468035,1.5302181061842626,1.6365817631951614,1.5727003898156424,1.5567100971656684,1.4862509190652933,1.547124744813063,1.579005899701185,1.5647189187974109,1.80544646958428,1.532355914317403,1.6040103238793992,1.598970085103252,1.603297292227437,1.5977879525133287,1.6227560237655632,1.6093710626332784,1.624722794793036,1.6180171399530776,1.6337486437535356,1.615133876111778,1.5138655344992136,1.5539957558856001,1.5815016685525527,1.545803442636369,1.5886539040222394,1.6043685218606656,1.6061471537216423,1.5893978093607624,1.5645364279011151,1.5277477615391108,1.4950754029783637,1.5205491114647887,1.582443340011239,1.556690176975296,1.4776874541054006,1.5210079011576902,1.539284037442298,1.5308362308081682,1.5367727578831798,1.5241364787213012,1.606539016625047,1.5395949334910712,1.5619157228899736,1.5277140138570329,1.565923059998955,1.5378815122046117,1.6335299910114012,1.6200462260202715,1.58230138341564,1.565375040138631,1.6076940424301185,1.5914999477440726,1.611455781438206,1.612388299721227,1.546014892498245,1.5573363101999553,1.59725598992989,1.5528430012219807,1.5892437870107916,1.5946499350963717,1.54721525413674,1.567278914801478,1.5815880496904786,1.5849274621162057
Shadow Honchkrow,Peck,Sky Attack,50,1.0744910601586906,1.021941798776179,1.050857315941751,0.9956059481389619,1.075258046770103,1.0215787213934502,1.071641316297286,1.0461834970196529,1.0285488020392786,1.040656406956004,0.950808111472251,0.9937372939489055,1.0358639489369212,1.0518330760274899,1.1726166771062003,1.0311174217725807,1.0704737061086007,1.042210594532319,1.1743917167109261,1.0675630793409494,1.1127445790794976,0.9896570543910594,1.0174822859658925,1.0150274499329577,1.2640767948510465,1.0003469163255398,1.0818918384943963,1.0661432243126747,1.0341275880520522,1.0211033899181807,1.051589030104665,1.0180885273005742,1.0483653531371275,1.031232648678921,1.1078810266829655,1.059232655743019,1.0274033395059257,1.027645929821538,1.0246436157384067,0.9806179851919744,1.0018872282803388,1.0036439379469757,1.05756124658761,1.0195548806474466,1.0652794284234832,0.9965564637520334,1.003272023972842,1.0091385053011983,1.0353327200178948,0.987094151610635,1.027793909641775,0.9972346612108418,1.0126194522242586,0.984785984912565,1.0292167445507163,0.9973099039956563,1.0510052852192229,1.0250222556143065,1.0271227232274251,0.9736496170974116,0.9993934909827541,0.9975706711879727,1.0327876618155076,1.033631247345346,1.0256474628373322,1.005456805081723,1.049672874512497,1.0258538084801267,1.0790777876492943,1.0239870253569965,1.017206382426465,0.9856585352236316,1.0422747240858905,1.0011029279108488,1.0638164708662303,1.0297791884560015,1.0281763299003535,1.0241760954794665,1.1144358212597096,1.0442699511375815
Tornadus (Therian),Gust,Hurricane,35,1.5710163530958061,1.5595984402018896,1.5279605425212626,1.5205208334392921,1.567344286140534,1.5584748653225269,1.3980734082728656,1.4540071339527998,1.5232972840418801,1.5277091429677463,1.3938187915328475,1.439045083214123,1.5225542615914183,1.5664053461219811,1.625277765226317,1.5048750211578954,1.5426964059941184,1.5443343014185251,1.5273848302259851,1.4971264965875095,1.4258371924291047,1.4867110786631577,1.4601418853807138,1.4901212242217505,1.6580318787919845,1.6195101300954722,1.5771915810056183,1.5890139089861186,1.4970257821008712,1.5050543152415274,1.4901888319426926,1.4878619671552207,1.5049710538551113,1.5127506925057763,1.537225280785477,1.5119956405790753,1.4702971272584837,1.4920668097671284,1.4603683648852608,1.4492846528937848,1.465668247667904,1.4682953982164566,1.4955391431519864,1.4882599564703665,1.4481796427214861,1.4344490476149143,1.4121972418643356,1.4326925085176165,1.4855083093750592,1.482021333963128,1.3504152423005973,1.4041737649691486,1.4059582888413826,1.4321807785466782,1.4349604371716949,1.42644677521003,1.4814989014784739,1.4504491495666625,1.4327406260282447,1.4118064485752588,1.4277867958001687,1.4535350830326519,1.478062089428863,1.480467300015969,1.462031153871735,1.4714590729622012,1.4857721117080982,1.4838697440955175,1.4758413593193846,1.491557422586358,1.4439462163550854,1.4696691621385565,1.4758035973376595,1.4480913423439223,1.4950468764036617,1.5077889972521517,1.4804633081689245,1.475796013848377,1.5186644301803647,1.5143232158507003
Shadow Lugia,Extrasensory,Aeroblast+,45,1.1712768967841143,1.2016801692974743,1.0237009221477513,1.041126464857341,1.1705121307623452,1.1986639436536968,0.9819478672367229,1.0255194541649681,1.172449135758812,1.2191365297621408,1.0844797320818214,1.1487657248897818,1.0817788297143474,1.082230129966824,1.068259215577615,1.0449527456601564,1.171426146439142,1.1778505148453065,1.2098872169378845,1.2049452921320616,0.9842050314464188,1.0189385854706337,1.1499530104908924,1.1820020018922093,1.1314389921173138,1.169470197713627,1.085871056930058,1.0900916867979595,1.0939434013706173,1.0919627654941562,1.0950058789593375,1.0562355145273912,1.2980405748931818,1.2802861918873363,1.0346718869385314,1.0684900865794436,1.1658077789217487,1.1836873822425227,1.0307865308878104,1.0368326733922906,1.1838369610385888,1.22298373798179,1.0785542217188917,1.058241369830735,1.0297851429169242,1.0256567878552654,1.1819510500162782,1.2039821193131532,1.0542444559192863,1.0501197529195265,0.9801753050029746,1.020219703682608,1.0162306336487594,1.0144231288482346,1.1694222147431683,1.1961431270388208,1.0530808680301922,1.0468409839097093,1.0819379315362112,1.044877601039355,1.199139702738838,1.2194418265814781,1.2184041565461043,1.1958372137460476,1.111161245032507,1.101280568271933,1.4143404551344365,1.3662226249650897,1.21681142950748,1.2126356759408883,1.010454268232308,1.0448063863648578,1.0465286369164593,1.0504884739595364,1.3176981363042288,1.301102502112649,1.0578771188101403,1.0671374564245653,1.0634792173314631,1.0689952059385903
Tornadus,Air Slash,Hurricane,35,1.5174742993525037,1.4940896703688633,1.4826170973901958,1.455044078766133,1.5187337759212292,1.4957598895215938,1.363245926640849,1.4033540303575807,1.4815383062223233,1.4850435237978536,1.342482503597998,1.3805048972272038,1.4893796687858012,1.5019327501067545,1.6472804726968857,1.4803233590550857,1.5187856328145786,1.4959369224491759,1.4937353252437218,1.4661674579487547,1.5425307077217594,1.426765066307188,1.4612599148296987,1.4362747954731852,1.833362098336164,1.602615582574735,1.5252468898055866,1.5102544092129788,1.4628982356419096,1.4486264891947294,1.447649745823164,1.4249949614798698,1.500580236935625,1.45649098949619,1.5077879683613418,1.4666273930947527,1.4458800067425568,1.4250333276582143,1.4204214392196501,1.3846170038757997,1.436895123733647,1.433484308299269,1.448968391108668,1.4158805667999839,1.4463369102455848,1.399910652074149,1.3796200294927752,1.3935063412645972,1.449766952906214,1.4198592700308557,1.3150172813977385,1.3463678948420763,1.3839949386873818,1.392520368568087,1.403922154396029,1.376272198443267,1.4810725342721727,1.4085011473799567,1.3879201719695586,1.350449543833434,1.383560570328188,1.3905778402000697,1.42300872628354,1.4024343916193063,1.4356594295073246,1.418167041228067,1.4543593373144748,1.4272589350851121,1.4666031938060584,1.4567051922076804,1.4170069031686778,1.4137408795595519,1.4519244019971969,1.4043030782609935,1.472020968805808,1.4418519425762015,1.4326237857574113,1.4112333422810917,1.46323006480877,1.4519592413277511
Zapdos,Thunder Shock or Charge Beam,Drill Peck,50,1.2635640961675225,1.2978920339695268,1.2332175243534176,1.2647029476868599,1.3102469043711769,1.350337120212088,1.1224139206175787,1.1442796692095578,1.3939719688030876,1.4100788757179712,1.2932525382679285,1.379634564616376,1.288389238657471,1.321354487158431,1.2462986893949568,1.2557249835469626,1.2757715545775576,1.3154040755586494,1.3210274167169045,1.3691563399045554,1.1593414926891552,1.2381473877981723,1.2749386749966165,1.29523697545172,1.205494312684004,1.24479299410344,1.401136362374751,1.4171396275046597,1.3985073487711637,1.4269290479020145,1.3476013036606782,1.340493152631504,1.443689584676437,1.459932192062155,1.2897289146865825,1.3196155431259673,1.3836651253375825,1.4579010030648623,1.2427512845522606,1.2778678821027583,1.267298207402525,1.285935248723592,1.4114557913771046,1.4320953512956507,1.29606918770955,1.2785235024161477,1.2972158741522442,1.3598750809929632,1.2861922386745765,1.3020065741256086,1.226522585864707,1.2692628070100362,1.239486606656144,1.273500182771452,1.2900468344222604,1.3018314780058953,1.288418419204874,1.29174484859018,1.309736491729077,1.2814121114254033,1.2883344971733037,1.3020082963343695,1.4256840927850802,1.4376489002433037,1.320681554596698,1.3098883493792828,1.4720309300811472,1.4684830119387757,1.350396405860673,1.3625036521926466,1.1574029570469404,1.197377334177927,1.2962098747570157,1.285449494256613,1.4003254135788292,1.4212319688965747,1.368745974891712,1.412911376192199,1.3749714445941943,1.3991482288813564
Rayquaza,Air Slash,Aerial Ace or Hurricane,50,1.2135343091077657,1.2241083852902426,1.1832817976788956,1.1922760877930028,1.213635871997613,1.2220163600034115,1.098353496716515,1.1465693460742705,1.1878642838357487,1.2062814953221042,1.1189520788969158,1.1442965964129204,1.2033848312713857,1.222073264645447,1.1903736041666968,1.1743298230830637,1.1889075343021756,1.1987984542639754,1.157908658514266,1.1877080701276799,1.1072386295721224,1.1587937683244829,1.1826035631655418,1.175560968851225,1.2817647176898672,1.2135765380211503,1.2047328062173817,1.2015428221722175,1.1878679402748182,1.2194763481050441,1.2015755842251972,1.1906770662536812,1.2302301383178953,1.2212010034275265,1.1770813771304147,1.1966177622681433,1.168786448916037,1.2154980841255392,1.1477535299050108,1.1643959681746565,1.1511568057087997,1.1561360828569873,1.216717155637481,1.2040588547022721,1.1723748014726119,1.1749504759304512,1.121515143913811,1.1588060402792326,1.1998818142651095,1.189471962161357,1.103254191958993,1.1365716102823509,1.1418300482097072,1.1551207518905733,1.165785992341743,1.1484173533757749,1.18728369318407,1.1758026813274174,1.1540793686786266,1.1323852753892538,1.169640774477247,1.1845318531042175,1.187610951169051,1.1884734770750323,1.196317144294242,1.1835893406013722,1.238294991380705,1.221341212148149,1.2050033007006296,1.2169253775904105,1.1456628151564083,1.163703312358065,1.2052497903833461,1.1813115271595998,1.1953680429499083,1.205903123147999,1.1798867121215102,1.2036111836807246,1.2155523718533379,1.208380609705924
Staraptor,Wing Attack,Brave Bird,40,1.387220839399344,1.3174703743648262,1.34908236779562,1.284065923446752,1.380439215649709,1.3180016180327458,1.2645311196318147,1.282038939243067,1.3485165651410578,1.3342775308215478,1.2924031212586573,1.299253066554291,1.3711908735845015,1.3869049209286368,1.5724035962438794,1.3635783287785797,1.3910783746839779,1.3882039219451314,1.4212354743009734,1.349418537248554,1.4780339877307875,1.3029548515750147,1.37233780984065,1.3511380285333219,1.8223695659459642,1.3938121968934243,1.3889386744398742,1.3537581489582822,1.3326207743759946,1.3538410556269476,1.3396537830554172,1.3463541146139604,1.3559217521283358,1.3354914296366944,1.4373399492522732,1.3405989895059534,1.3751780532201165,1.364980301572445,1.3346778018483385,1.2957860854956191,1.3634921976872485,1.3260219939698414,1.363184210112007,1.3338968476651916,1.3656250502392164,1.2760795672250704,1.2810931942702706,1.2737339413001878,1.351760604444976,1.3075274752305346,1.2835386029968203,1.273462690289227,1.2846950260845558,1.2607850747040994,1.329467807558487,1.2819112052274388,1.4268278846099398,1.3251172286353268,1.3387977779132718,1.2833228732103747,1.2861675841257623,1.2874342911417684,1.340165862745632,1.328964175284579,1.31334941013618,1.3094787002313373,1.359901868724255,1.3595723420744765,1.372561404461193,1.3441392056284471,1.30056818745264,1.2856604061593577,1.3634248685303003,1.306949700042585,1.358684622351416,1.3404829661834443,1.3237917812531026,1.3034843290033962,1.3421960948370473,1.328410253177684
Tornadus,Air Slash,Hurricane,40,1.44417067240564,1.4081274739409186,1.4103206737440959,1.3711327336195873,1.442614594211547,1.4055160043294979,1.289255845629916,1.3373587067718924,1.415093989672109,1.3909300925232797,1.2793378050690392,1.3138134121475424,1.4099296946615651,1.4313475161774205,1.5410838014364892,1.4047422361618984,1.4698738293233156,1.4483808175119413,1.4107475107438952,1.3748008671591754,1.364072268783453,1.3521038923983892,1.3859704243992554,1.3684356114554903,1.5546577170767517,1.4765799563958557,1.4724975310898767,1.457758965578555,1.4020714606723816,1.3957290897602408,1.377458416623408,1.3767545680764077,1.4063282440593323,1.3910881990518027,1.4222924947790123,1.394695139578544,1.3642116059290843,1.36387407079865,1.356745126824181,1.324676353097257,1.3702494733976243,1.3555101583657239,1.3830082872372005,1.3585792360059599,1.378188345653489,1.3397720354068492,1.3262204865538136,1.3343269999361351,1.3646795127497353,1.3330681903990544,1.280513845273792,1.3134632510213071,1.3083361446220214,1.309527534137793,1.3296823471539312,1.3171567755721538,1.3871939782334186,1.3527205960812927,1.3259763096851278,1.307551725868548,1.3334096145200134,1.3304700784719397,1.391359131836339,1.3706053892694663,1.3503610265875194,1.3403083530536843,1.3878976310636066,1.373474077170275,1.3956539914233759,1.3961888464955217,1.3352788762662413,1.343243204716896,1.3997717743953604,1.3582919011787395,1.4113130461500387,1.38281769212778,1.3751105069985605,1.3471143029770898,1.4093612167418987,1.3864480159851753
Shadow Gliscor,Wing Attack or Fury Cutter,Earthquake or Aerial Ace,30,1.8466318747603072,1.812839877864507,1.7998639297080343,1.7668740811047816,1.848262951290467,1.8142134974607842,1.830714811194308,1.7594121341904654,1.9767877895612245,1.8635153936212443,1.7042983736826203,1.7545666572810232,1.8247529908472633,1.8324694426499948,1.9908184055963358,1.8040910167812603,1.9162438706059128,1.8803569594124285,1.8524430583339446,1.8119415209630074,1.8112691839263013,1.7542640668878164,1.883964815333795,1.814660928527723,2.095540089363275,1.8750637747845114,2.0088285590451465,1.8933241388507382,1.90982742818901,1.85643359685429,1.8322336692683616,1.802057252427109,1.9193599305409328,1.8295876525504557,1.8095524064565724,1.8333793694052367,1.8433034647768105,1.8048219031367505,1.7642445447386186,1.7247534565109908,1.8850267241749896,1.802650262362968,1.8172306713332824,1.7875085110987314,1.829957377948397,1.7379870383507314,1.7281222598817758,1.738104365658042,1.8406737885633102,1.799737494247577,1.6700119058324403,1.708834997945212,1.7105444661263143,1.7131541708710736,1.9644207131550775,1.8133547440034092,1.8789832022468727,1.7792698203081447,1.7625488304838155,1.7256316819101614,1.7696310615029942,1.7318382341818725,1.8688311446074921,1.8194835126303315,1.8197619708268902,1.7841516282405843,1.8707680409547092,1.8160952899649139,1.8470705082345786,1.8198730025405407,1.8460809397899738,1.7977026988099363,1.8810475202550325,1.7699880117370361,1.877412288290669,1.810648958292364,1.8461672428967084,1.777233430860909,1.8964468600837971,1.816504639184691
Ho-Oh,Extrasensory or Incinerate or Hidden Power Flying,Brave Bird,45,1.1927185532425075,1.2448077712928471,1.2301652508494065,1.2242437698684576,1.1958815082798746,1.24385543593558,1.221589328036098,1.2334986207092933,1.1798556480875988,1.2493505023140137,1.2024447830698513,1.2358751797602694,1.1797960178204365,1.246855576602322,1.2440555146472196,1.2219092201995816,1.2747164577335393,1.2894776180303869,1.2692383425855251,1.2473695393523527,1.1732909072965996,1.2156526374412515,1.221687792934813,1.2556021252190868,1.228936535442695,1.2514287633228587,1.2064342411659503,1.261092872449355,1.240166405635365,1.2688698102054148,1.2615883017380216,1.2659778259726133,1.253561172355369,1.2732533035677682,1.253126931394524,1.2915429240645526,1.2469845248619653,1.3177908421469122,1.2736825834343504,1.2466870042817237,1.2403590210211073,1.269254513379397,1.2261137981205703,1.2116838941163561,1.2402009232738282,1.2163552697183464,1.2380846252317792,1.2668074750030998,1.2505603394426288,1.2721205151880024,1.2103719838028701,1.236183598439099,1.2388732716763688,1.2426528198218458,1.232776721571534,1.2499107568396626,1.2840320482330223,1.2699136965964293,1.251461599113744,1.2363409196388333,1.2656269430547449,1.2902198402289873,1.2153379369803283,1.2181191750299154,1.2387329878951132,1.2725544919635976,1.2109433827642133,1.2325625770006015,1.2344859209073695,1.2495855140769552,1.252760762540987,1.279736073333553,1.271801195850122,1.295942610701372,1.2600036842570717,1.259711958544867,1.205778709668663,1.2390670510312516,1.214703724775625,1.2555089682770457
Dragonite,Dragon Breath or Dragon Tail,Hurricane,35,1.744529885729392,1.7066167633714935,1.6988976208630702,1.6626797437418028,1.7440521035357301,1.70998198637035,1.5416051748048492,1.6186605506681169,1.6842011766367895,1.697067473011212,1.924030618796283,1.9660000340150838,1.6707826573536992,1.7013847069085706,1.6579478388657205,1.6467814829948246,1.7462100619714491,1.7208050308427143,1.9961521279509047,2.021793883117104,1.5718058181090577,1.6355312723906796,1.6818815488479149,1.6695764152051478,1.816812543763577,1.6445028610420644,1.7047446083294142,1.673738501787291,1.741124294503203,1.738622482418164,1.7111909257077587,1.7122538904401838,1.785236411631928,1.7556944821541978,1.6535089448822216,1.6901752658004703,1.9635680616240587,2.060860612417896,1.605243016897311,1.6073646181839396,1.6515475661656183,1.6424557986320847,1.6857656810599944,1.6557704400914812,1.6353342878484562,1.609527830142897,1.9141130192460671,1.9400591105267369,1.6740690218849246,1.6449305891779946,1.5239309003972201,1.576529230741989,1.6206036318000354,1.6246541771735374,1.6474743855542497,1.6376876076520848,1.6393191785437227,1.6099976888886791,1.6456878735858846,1.6402621567238584,1.6202666726514283,1.6410187541471704,1.6553268995965198,1.6526813611950075,1.6832341133752349,1.6734068959136954,2.0821178620071934,2.0990970790896624,1.6780554429398171,1.69131333081059,1.6080024243926212,1.6274267595482312,1.6703587239398994,1.6272915999767683,1.6649617889410069,1.6962902664348658,1.6617997074090358,1.6998182617467759,1.6651037950658545,1.68438842674399
Shadow Zapdos,Thunder Shock or Charge Beam,Drill Peck,35,1.2021511376795135,1.2072890966849072,1.171030976287545,1.174810524603574,1.2769154669550946,1.2925353753051492,1.0659904805944542,1.1049374474462927,1.305126806314727,1.3190217332929708,1.2314748192094127,1.2921116375050314,1.2246142257564123,1.2338321781943333,1.278244353460842,1.1835286894233241,1.2190066142650287,1.2221425725463841,1.2710061975091995,1.2745804371643943,1.2215772417066275,1.1922197931289291,1.1952335122959437,1.203726371262716,1.397528665087011,1.1931994594026025,1.3110417422601195,1.3385339386005788,1.3004379128504142,1.3379476079436596,1.2568310963999034,1.232527311223082,1.3257171321010364,1.3219636918892703,1.2563662082140414,1.2151467789150927,1.3311396376239522,1.3355515992058014,1.1961980470670073,1.1875086702522564,1.2215555905827733,1.211924078795503,1.3109397853863838,1.2852699486982566,1.2086276361641737,1.1913095783884884,1.2111649825903654,1.244134491720337,1.2154154693379773,1.217625135606042,1.1265276358395235,1.1649954145396353,1.173021770589675,1.1827097940951885,1.1968842913717457,1.1890228952241857,1.2245835952231299,1.2109316408334094,1.2039266122821395,1.182601109204201,1.1767474339720103,1.1867663289337953,1.3163470226894032,1.3272162080600045,1.214652467742472,1.2260018008666267,1.4035156274884786,1.4144267729820994,1.2233370198230873,1.2305825934124641,1.0970796628473627,1.0941449808882429,1.2347867327510822,1.2134029474571393,1.3312349846425204,1.3233407435031588,1.276043851739068,1.2889509546121205,1.2874753243341275,1.3024886858659575
Togekiss,Charm or Air Slash,Aerial Ace,45,1.5373060583156162,1.5845129519966534,1.4475851723156712,1.4928827493631598,1.537025865284201,1.5832504993648462,1.4264856359471414,1.4515448864751286,1.5982052024174231,1.591414442873248,1.4254104389817388,1.494665641174881,1.6047521409644756,1.6072727405444664,1.5464493467273588,1.5307064294615476,1.4922412964117007,1.5181371960732546,1.5443739248223067,1.526058180698784,1.405976309099768,1.4900714885651785,1.4656185233318786,1.4854436739260017,1.4754915007033536,1.4949265106332628,1.6444314715071193,1.6129976267811597,1.626079845007509,1.6216164592173319,1.6340914897872594,1.6200563912744093,1.6621839049506135,1.6506238933637796,1.5538770786831826,1.5845297721492484,1.5623980582406536,1.5832046492642273,1.5398192423809844,1.5455136615670315,1.4867863642225632,1.500803776649964,1.6529928723116474,1.6107261419740966,1.5244378186666012,1.4876839982779726,1.4924485319455971,1.5403319543452612,1.499687584709064,1.5046033210556313,1.3895549096903554,1.4433648794315357,1.454810712433399,1.467788372551244,1.5410064327214479,1.5463628885614142,1.534977151884757,1.4855452714004946,1.4895015040960198,1.4724281679297286,1.4905752141085364,1.4946267326802078,1.6259506716579644,1.613432686193732,1.5742686977270084,1.5683895010053264,1.6257228931780796,1.614402276320056,1.6057368860386856,1.616532769799554,1.462460474051487,1.5009457134635205,1.5199976456485906,1.498344662656686,1.644765960540698,1.635601453566211,1.6111762550217112,1.606576183580474,1.6292815995394394,1.630881502704073
