Attacker,Fast Move,Charged Move,Level,"Arceus (Dark), Tier 5","Arceus (Dark), Tier 5","Arceus (Grass), Tier 5","Arceus (Grass), Tier 5","Arceus (Psychic), Tier 5","Arceus (Psychic), Tier 5","Shaymin, Tier 5","Shaymin, Tier 5","Azelf, Tier 5","Azelf, Tier 5","Cresselia, Tier 5","Cresselia, Tier 5","Darkrai, Tier 5","Darkrai, Tier 5","Deoxys, Tier 5","Deoxys, Tier 5","Deoxys (Attack), Tier 5","Deoxys (Attack), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Speed), Tier 5","Deoxys (Speed), Tier 5","Latias, Tier 5","Latias, Tier 5","Latios, Tier 5","Latios, Tier 5","Mesprit, Tier 5","Mesprit, Tier 5","Mewtwo, Tier 5","Mewtwo, Tier 5","Mewtwo (Armored), Tier 5","Mewtwo (Armored), Tier 5","Uxie, Tier 5","Uxie, Tier 5","Mega Absol, Mega Tier","Mega Absol, Mega Tier","Mega Alakazam, Mega Tier","Mega Alakazam, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Latias, Mega Tier","Mega Latias, Mega Tier","Mega Latios, Mega Tier","Mega Latios, Mega Tier","Mega Mewtwo Y, Mega Tier","Mega Mewtwo Y, Mega Tier","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Slowbro, Mega Tier","Mega Slowbro, Mega Tier","Raichu (Alola), Tier 3","Raichu (Alola), Tier 3","Absol, Tier 3","Absol, Tier 3","Alakazam, Tier 3","Alakazam, Tier 3","Bellossom, Tier 3","Bellossom, Tier 3","Cacturne, Tier 3","Cacturne, Tier 3","Claydol, Tier 3","Claydol, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Espeon, Tier 3","Espeon, Tier 3","Gothorita, Tier 3","Gothorita, Tier 3","Grumpig, Tier 3","Grumpig, Tier 3","Hypno, Tier 3","Hypno, Tier 3","Jynx, Tier 3","Jynx, Tier 3","Kadabra, Tier 3","Kadabra, Tier 3","Ludicolo, Tier 3","Ludicolo, Tier 3","Meganium, Tier 3","Meganium, Tier 3","Nuzleaf, Tier 3","Nuzleaf, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Slowbro, Tier 3","Slowbro, Tier 3","Slowking, Tier 3","Slowking, Tier 3","Starmie, Tier 3","Starmie, Tier 3","Tangela, Tier 3","Tangela, Tier 3","Umbreon, Tier 3","Umbreon, Tier 3","Wobbuffet, Tier 3","Wobbuffet, Tier 3"
Vespiquen,Bug Bite,Bug Buzz,40,1.6711772596896868,1.7077919424656405,1.6541932281838505,1.758123363592815,1.649448522480093,1.7049482477277247,1.8318008125396628,1.8191017662471227,1.6261559157388819,1.6894263514600671,1.6965019007031759,1.692931957382526,1.648694594401591,1.6580573935372218,1.7843905148561243,1.7465898739126047,1.6644870940921082,1.7684872346293679,1.7344176238731734,1.689491468100852,1.8088512602810365,1.7696990831522603,1.6935979854226093,1.6853174451008885,1.7817008542636885,1.7208033806792706,1.757380620204852,1.7352155105076086,1.6873540240512939,1.7033558848644446,1.7449517708268185,1.7440131926418538,1.659042329662791,1.6236148246105102,1.7939272663547101,1.8003819512260169,1.7447433225476672,1.7200920734507457,1.6330279511734564,1.705961578231905,1.8141488729308481,1.7682014875041847,1.6570264928067273,1.6625279692400423,1.6186441467632764,1.6840775996210329,1.6248186758026748,1.7529081091804621,1.7007784739863694,1.68502961679186,1.7424935537451374,1.719929651347302,1.7022357662192145,1.7432325546486849,1.704116724355129,1.7242392789371574,1.8088348953696216,1.7942615278798106,1.7783038336878743,1.774991117907936,1.6637329356125197,1.7151962513832786,1.6832424099684795,1.734526119140457,1.6809431713769758,1.6316546802605978,1.6068663752493904,1.658297550968255,1.6897309190817238,1.7321422847754322,1.6083058182708754,1.6718969694145944,1.6637683257524996,1.6660110711068201,1.7006207233378792,1.6838765941995706,1.800905768463577,1.8132350701682487,1.8761941516851743,1.8813980861902015,1.7467900681592128,1.7497079290166737,1.7344204164348775,1.721023361038148,1.700604752976741,1.7182593370856944,1.6895225979742778,1.6951660665221124,1.7211012461840465,1.7348765612287826,1.8383746705607684,1.8179724685161334,1.720378721661433,1.728461543174751,1.7176875385228332,1.6894306610285412
Vespiquen,Fury Cutter,X-Scissor,40,1.7285506360961298,1.7790240912661603,1.7225730098698913,1.833418050389573,1.7158126049447189,1.7689922665790352,1.9120970859984532,1.9084907177959745,1.747821744130976,1.8375505518988962,1.9825118604880343,1.9974403612899228,1.8344130306072044,1.8580248239014345,2.002924602514232,1.9579657339946206,1.848561197077458,1.9362441145367841,1.87479261506229,1.8337255964326729,1.863842200838094,1.849109544755949,1.9421665813527278,1.9849049804904477,1.8386662150675486,1.815975251711251,1.8093804486792253,1.8132633738461672,1.854725386864803,1.8593199400755342,1.9168257177281005,1.8961154867259842,1.9162411757455549,1.8979752611807996,1.909802183992816,1.930592584574541,1.7633740588338633,1.7776600086870602,1.8767899108732256,2.008217036171486,1.954611040850298,1.921996796038306,1.6991063864630878,1.7362909730332305,1.6348563803387113,1.7442070291692204,1.7209902802293717,1.8726298282028004,1.9447463385690005,1.9859682439091502,1.8710936515974028,1.8375218676462188,1.9180696796053438,1.992833939404708,1.8585295177626682,1.8940202570302433,2.001286691994536,2.014807344919658,1.930350933388439,1.9600542854531422,1.73571111799204,1.7915008389965696,1.8211137964740325,1.907195158784363,1.8489841973183045,1.7971393930130881,1.7455062105131902,1.8230968491983321,1.8710233853412495,1.954939504802133,1.7960396338650908,1.8828633961317878,1.7958702432866849,1.7959543604537567,1.9100018313860068,1.9216987652984348,1.9935099559227933,2.0392977047753638,1.9625411696867054,1.9855861686367748,2.0004201519253373,2.0422337326326527,1.8673027191685394,1.8804837335211386,1.8760245844395143,1.9237296961900512,1.860139254811658,1.8885835981153094,1.911212958440215,1.9337826267906821,2.0441141529299007,2.0531780831920194,1.7691542934001183,1.7997299891865226,1.9221597922586555,1.9011370579858569
Vespiquen,Bug Bite,X-Scissor,40,1.7568090942396224,1.8113505285460927,1.753073827841668,1.8697681943558264,1.7419630377471536,1.8088186137537277,1.95938110572169,1.9548069153989673,1.7530998546909764,1.803505352899136,1.7863677555816162,1.7928800030284353,1.7270239937060194,1.7592513769219758,1.9095879525184147,1.8626018757734155,1.7838485750630775,1.866700701280377,1.8279534556760184,1.7953654607321687,1.9021660866207666,1.8887467910329112,1.7825393656220543,1.7998186190499168,1.871337426395663,1.859260576985131,1.8482355900273253,1.857726304034482,1.77195300595057,1.7849239609547625,1.8801343884396724,1.8798957110543766,1.724695739387845,1.7017719784712282,1.890190702395142,1.9237134229768953,1.813425910519469,1.8284917870882151,1.7136360248527154,1.8227060297360682,1.9136439908489837,1.8974295356835282,1.7283574920018923,1.763643455708763,1.703326255209701,1.7878974663454332,1.6934012803274046,1.8497036050187479,1.7734661196425716,1.7843255045195292,1.8359053160311547,1.8004810345363158,1.8113337699738465,1.8811207980115603,1.7817677435347776,1.8191025445734306,1.9075917002521459,1.911793015323334,1.8907508553084336,1.9054886534384288,1.765914929111954,1.8217484818410243,1.8050413807578867,1.8729058061235875,1.7560707984523594,1.7204004370946147,1.7087456645329935,1.7839082316008608,1.7853808444462635,1.853506976651949,1.7064208004038404,1.7806497266674701,1.7582933310597506,1.7671917095399297,1.8135131382600376,1.8237615731225831,1.9067188878623926,1.9443340147226,2.016377864628668,2.0324027168045045,1.922244801563711,1.9619233520860417,1.863713436741547,1.86647461554311,1.7911189252334418,1.8356560561579098,1.7738861541409943,1.8031600422478309,1.8140818049182432,1.839768133706606,1.9626246838135462,1.96529882099248,1.8009672158101426,1.8305052133373998,1.8537425476358826,1.8298864055734625
Vespiquen,Fury Cutter,Signal Beam,40,1.7785873919037183,1.80802569018883,1.7708367045451945,1.8630091577489603,1.7609562636622924,1.8058126349937338,1.9540057346279285,1.9389750367901317,1.8256403118069073,1.8618524725156311,2.0221343811899515,2.0223895545219666,1.8850524856317297,1.881371128098172,2.1172334075217143,1.9889268410890544,1.9156452902590324,1.9971635331813578,1.9486344279672054,1.881646498320145,1.9510453814494992,1.8983216916635752,2.018037998641602,2.0142952994152545,1.911734256821297,1.8603792284682428,1.8532068874692997,1.8578594519208542,1.9455063210620482,1.921027574613178,1.9393171664434603,1.9266419126801546,1.9800935828154123,1.9476350667412543,1.9778988174759171,1.9890841197342646,1.8584160316125025,1.8449135755265529,1.9431317076134678,2.0372756724209258,2.0239722837255987,1.94064766204151,1.788861884294478,1.7901515004996176,1.7664117604340708,1.7813013590411795,1.7952093188537035,1.9289596879815636,2.015248188620654,2.0248877531283314,1.9233409892600555,1.878870453494293,1.9633182653636554,2.013328572864327,1.9069364108016118,1.9397280073117076,2.058260804556298,2.0440863230449375,1.9609290553537415,1.9724759534123195,1.777034460807168,1.8231561677250145,1.8539648831002742,1.9277788769782207,1.8859911592533185,1.8480549664494694,1.7734887347132935,1.8367717831071353,1.916746550057337,1.9787822307672736,1.8295951715221326,1.8992144058284932,1.837197708411893,1.828512348252667,1.9738749539596316,1.9598362417641813,2.0518381283202904,2.091121418090062,2.0070433624442447,2.0208160764557825,2.020213038344637,2.0614420709194112,1.9217019342354733,1.911780750675772,1.9221435636809516,1.9529354955382587,1.9121407494559317,1.9223773389772683,1.9355368296764888,1.9606987660006612,2.0636336327609253,2.065545303741975,1.821785366162098,1.8341289438507564,1.9361462478013691,1.9109815370456338
Vespiquen,Bug Bite,Signal Beam,40,1.8029783291597261,1.8414618776358962,1.7886873735080444,1.8932567860339875,1.7817521545581403,1.8365119519489084,1.9928610720627462,1.983171637019924,1.7970065112643383,1.8242968769922032,1.8402684053079013,1.8242947636091795,1.7874185687444708,1.785703715505303,1.982560564209706,1.9089528595060845,1.8075115460127802,1.9251401350567579,1.895487404611333,1.8374530903196746,1.9624465010323806,1.9319993640362498,1.8364254080026943,1.840635607579397,1.9270541885860613,1.894224281785853,1.8944828714871176,1.9038237698032214,1.8440179597604367,1.8366168140557035,1.9336488825890457,1.9198905170905187,1.786152008783458,1.7448063412197101,1.9514513698861184,1.9673784474245453,1.903625903244755,1.8975769739293902,1.7643006538851556,1.861776426451697,1.9832040841253524,1.933243904440971,1.7986466013447915,1.8116153295693325,1.7469181847300097,1.8333415676801095,1.766390941732237,1.9090861456277186,1.8346787325433729,1.829666767038363,1.8931003001896727,1.846627941315619,1.8672908302811686,1.914543658516677,1.8404894675144274,1.8463779114216436,1.9543909417753524,1.9451585454174634,1.9265191614001738,1.9314056998572675,1.807956073331469,1.8473632254699,1.8336823932258075,1.8915720695629326,1.8171988366415437,1.761408226273488,1.7421496873383582,1.7990604768637763,1.8321594527700016,1.874595573634244,1.7367933553641142,1.7999034201363318,1.7996282349198247,1.795600165338853,1.8731462331040407,1.8554850341800075,1.9705598256512675,1.9946072089868692,2.0577536980961284,2.0714598006043534,1.9298601218307343,1.9395898180591014,1.9061090488434733,1.8919858155231362,1.8508469260697589,1.8680633764810664,1.8357959647568214,1.8393974217764821,1.8620521094942724,1.866018025024762,1.9910506145126898,1.9821581515346456,1.8521719281505595,1.859376368114413,1.885455587116761,1.8521676594809762
Vespiquen,Fury Cutter,Fell Stinger,40,1.8653650508579542,1.9025494327996875,1.8614770362945985,1.9617274051699685,1.8514815855011502,1.8969335483210217,,,1.9405248615649666,1.9614866235630461,2.1507912838056154,2.146619703070285,1.9920065502934416,2.0035635092050517,2.209800472937866,2.1041104357446034,2.0655421426256764,2.0815031884665984,2.002730393249468,1.9505701270559175,2.0315501310893365,1.9895941915310829,2.099767258275015,2.1026252167957367,1.9957758857097974,1.95910208669109,1.9816428022591053,1.9591466744820518,2.0444767823250234,2.030069584209285,2.0502614260657186,2.0397155794348802,2.0812088942633977,2.040940293894075,2.0907236790183825,2.0835792347797986,1.9856902891079733,1.9271017380420234,2.0265733966658064,2.1245415820925784,2.1314250719051273,2.059019392372314,1.887841420259705,1.8986385344825665,1.8975548311109447,1.8898368815457212,1.8985231712119603,2.0398840112428784,,2.140000163536951,2.0414048952941477,1.9825273552247662,2.041259669159926,2.115703828494294,2.0235709178108556,2.058984099318936,,,2.0956369277292914,2.1036729802450376,1.8966395160692218,1.9476971143167807,1.9642421317374914,2.039581633513788,2.0204126521772054,1.9553065073385776,1.8879984632472475,1.961847627539839,2.03720273292634,2.1032749777898094,1.9490609211813454,2.0308041469294764,1.945418998185521,1.9434726106438498,2.095018603377382,2.065756759515599,,,,,2.120169490885568,2.151002125818274,2.0416260467604292,2.029427800876931,2.0465044845880427,2.0728803021246054,2.0309697850695607,2.0409464670219992,2.0769805646206954,2.084397997798551,,,1.938132115495803,1.9568555885874035,2.069271011449369,2.0399645431898272
Vespiquen,Bug Bite,Fell Stinger,40,1.8907499689733147,1.9276876432148415,,,1.8726661701920928,1.9194321223537183,,,1.8920105752736034,1.925774602563515,1.9405901969630692,1.927122393489103,1.9082546425702376,1.8948559661872182,2.128090624296234,2.001089258587263,1.9262098983724911,2.0039465510147183,1.9675230284829377,1.902824039813173,2.06688523716422,2.014525412051513,1.91382647741126,1.9105345343934865,2.0418902290118166,1.9861157138391112,1.993064532140498,1.9827505692051088,1.9613436292933577,1.9431033888320306,2.0263520860566926,2.0103893767039196,1.8673472118218977,1.832463362244518,2.0800867404992935,2.065195781214908,1.9946707688831073,1.9555713977903213,1.8475493683742201,1.937528696818469,2.117365039121304,2.0267093624623596,1.9010292701380846,1.918659393710636,1.8922552558705026,1.9118112607173259,1.8579147669800322,1.9960349723604516,1.9200573769156368,1.9288189350652254,2.0050974062216387,1.9313525181236106,1.9493430287780649,2.002050407295881,1.9693518622972637,1.9669581089589805,2.053531878453414,2.042634347119409,2.04212666038607,2.0437284176087185,1.9134723766210282,1.967753248952982,1.9303614074094866,1.9910226982515975,1.9330459296673808,1.8610256052462961,1.8430685061516292,1.9124780208513767,1.9265297330486324,1.9859915321263188,1.8410315022685584,1.9150499077238687,1.9030107707158752,1.9014742475415163,1.9740363009347004,1.9553061184236007,,,,,2.0618756763346764,2.0872570637971317,2.019991601793956,1.9982997663656772,1.953206479519237,1.9705107852500272,1.9313624379001482,1.9376849520690693,1.9737377537832095,1.9760752110933408,,,1.9546118424236483,1.9671016105183454,1.9785645343853695,1.94150294553755
Vespiquen,Poison Sting,Bug Buzz,40,2.000405837044721,2.094313609450429,1.8627535292070534,1.998710612996796,1.96048925595783,2.096262752238238,1.9241048552064326,1.9097988470057576,1.9685947398279258,2.033967287976518,2.058810129932266,2.0917846097074464,1.9560459351636885,1.9651319193010492,2.082528751277272,2.0783205032309375,2.008648917501922,2.130308197023062,2.015149564252098,1.9865437120031944,2.138747304297664,2.1341048280248027,2.038362290383833,2.0576835454673383,2.109163823178418,2.071834531439496,2.085195718272609,2.0862486698896707,1.9421084173560146,1.992463534060824,1.9742032117693868,1.9954944372357284,2.0280508243226585,2.0154775855531883,2.0354393949683094,2.0387909858621707,1.9700188910394874,1.9379408817922008,1.9562253967812384,2.1002398519053505,2.065657661768379,2.033694877659578,1.95070148069656,2.0185390255741797,,2.049437220153567,1.9357915325889479,2.1121289429492043,2.0550099426808957,2.0833600687683593,2.1113603671979058,2.1200132784084005,2.0043972618529584,2.070637438275392,1.9601911768890115,2.008368289220755,2.0170379985999443,2.003011390005182,2.0822093825895176,2.098530834605917,2.0140244487203702,2.0997491437791584,1.9990599026435607,2.0964730696107448,1.943162017116782,1.895835376344775,1.957249033612281,2.0327452595149405,1.979787036954112,2.0660637748583666,1.8961672622345054,1.996618235921023,1.9836056005662592,,1.9926337189739505,2.0090657896574395,1.9932127579994967,2.0224804514956563,1.969055028545234,1.9824716128728566,2.118041372528859,2.1557254562583807,2.01735398340217,2.02742307112188,1.9736412426407899,2.02993750343223,1.970445088863665,1.9902290895542176,2.0160656040473603,2.052486252216546,2.026458386058457,2.0136190076932663,2.102338725659867,2.1311059533026175,2.1222661176592172,2.0886815118856754
Vespiquen,Air Slash,Bug Buzz,40,2.02724960919463,2.163636757764654,1.7384345684872426,1.882026508461355,1.99846736810805,2.1582024676675173,1.8643012368560137,1.8605137281842885,2.048698095907287,2.0654748217073085,2.0823791462527206,2.116074313505032,2.0129729542860546,2.0237687809416562,2.1592550382260214,2.1517527580331226,2.2633728582807495,2.2319025647875317,2.0666758613625875,2.0844970346267035,2.122318578486688,2.157772854947268,2.083109086865008,2.107324829136613,2.072689814768869,2.058466658788249,2.045021731699329,2.0754371204685187,2.036442730862283,2.1149646615751743,2.001968595271394,2.0251016778031286,2.0379638950959627,2.02332320011438,2.106461406471223,2.158612446508919,2.093854530482987,2.129321537630251,2.0041248875180093,2.1628904164899168,2.1704503005396947,2.1736027981522823,2.033016779958843,2.1004227015409485,,2.2042506345301325,1.920738144999666,2.1167882602515022,2.061526371009942,2.116303123666464,,,1.9939934825595476,2.0959201188858647,1.978823501220095,2.0395368569602597,1.9204723488993252,1.8995068250542653,2.07766952851882,2.1176042397105195,1.9688970502920868,2.0407047437638375,1.9935439428015664,2.0868212691009833,2.0040794584817663,1.9892906499019416,1.983909269240006,2.0566820735958347,2.0325143770409833,2.113072040587465,1.9405016724444004,2.0321255249157892,,,1.9989732141785033,2.0309641452939338,1.858822542524773,1.886087196709967,1.9134461659694972,1.914440103303438,2.0661826332910884,2.0659623215861527,2.0110878526341325,2.0340463014885866,2.042519439464052,2.084468267890045,2.0195653430223426,2.046209099117156,2.0801497083791736,2.1244460357999873,1.8950851689951882,1.8765805578670742,2.1329634747985615,2.142119255797149,2.0893579560941187,2.053210527088466
Galvantula,Fury Cutter,Bug Buzz,40,1.4220703811007607,1.3856339052175521,1.4118205575618465,1.431204383820875,1.4426002288451347,1.3815725950529123,1.4203489523744353,1.37955894005924,1.4109929914970742,1.379239944964691,1.4030462844375438,1.3859845603463385,1.392997396539463,1.351957546265422,1.423874759443868,1.3413491957472778,1.3876034878639119,1.369605969414267,1.3671949722663093,1.3655387794702796,1.423668613286079,1.4147203985372836,1.3810967319130083,1.350643098763083,1.3988789501457137,1.3405001789406545,1.3786659657513485,1.3149941279339803,1.386494717310633,1.363424782791073,1.3610863900089312,1.3265521346921418,1.3151781335817119,1.3097341171983483,1.4924456794395031,1.4176120341893217,1.4193770909966128,1.3571722000731512,1.4104026749727734,1.4134492107870493,1.4515856979604922,1.3370180189832603,1.5428014259921938,1.3946533119444655,1.4336284334971392,1.3872685564240812,1.4281801360676225,1.3908993867753765,1.4319866143888311,1.3807430883410543,1.3970350752068845,1.3806109184418571,1.4043393608190495,1.4123721850164053,1.4432956126024123,1.3880062174705572,1.460327857710841,1.4154794707279155,1.420132038210724,1.3891443295352655,1.377007149535452,1.3610879807319634,1.3743089986979278,1.3707825732718595,1.3607408400281324,1.3447395745352846,1.3187550513097612,1.2984771783685964,1.3520677381259354,1.3707532541534815,1.3127137383007328,1.3185116125270864,1.339629831386769,1.297304854803305,1.3388264951656834,1.3091548948007892,1.4449367135917317,1.434077559424922,1.4170607994928321,1.3987474248692748,1.3723789637125972,1.3914533072048154,1.4846843281191975,1.3811302014565292,1.3682140971297172,1.3449626226213462,1.3907873653659408,1.3305357444672241,1.3744320908365242,1.361473182081615,1.4816402660135541,1.4087040960674244,1.4010189662657218,1.3828891097746843,1.3663603795757941,1.3590380694971704
Galvantula,Volt Switch,Bug Buzz,40,1.6338861281742734,1.6242736987292066,1.7489019701897879,1.8054161690775754,1.6627086856653448,1.6460573625778865,1.723113300763751,1.735134884927435,1.606303019652064,1.6696678677338237,1.5580242931449784,1.5990032990865812,1.5547168014258534,1.6450950266889328,1.674732026372343,1.5650598126895432,1.6273131184171807,1.7109410974086183,1.4729688827060488,1.5422182174279062,1.5408621522929642,1.6091325666437013,1.6564049868632196,1.6827125020204914,1.6688235105011637,1.7139644113439156,1.5825962591843115,1.600971196347655,1.551400668359734,1.667978363854561,1.559493715910774,1.6148443631957274,1.4720919456915207,1.5032766874035437,1.6974182714644226,1.7428805583074034,1.7415750684713118,1.795039728951203,1.4798159402594766,1.5252857427504831,1.8225184345436705,1.827304246485497,1.9161212623151402,1.8196447832936646,1.7034595035622668,1.85568088303265,1.5053252333195433,1.5313569216959646,1.4722472981502637,1.5042733669398198,1.5931502605426342,1.641451623777856,1.549095877142584,1.6121183920497946,1.6209384551413766,1.631945895882953,1.7279782787470181,1.69896544601662,1.7620986517243067,1.7657899441972777,1.6481570577246973,1.6679771614549344,1.4178911982603242,1.4687395557062044,1.5516598809689952,1.585302675445157,1.491973613112392,1.508703605383497,1.513615204360193,1.5881416174306913,1.4782115123552035,1.518715477237487,1.5331056603622435,1.5705712615117893,1.5128511442515782,1.56124963592724,1.5959928528536675,1.6197716490703733,1.7183524058760402,1.7190703972164558,1.6510908294291995,1.7147903092684227,1.4665177910153542,1.4537581451612944,1.3829523203759255,1.4095256610869389,1.4375781033132105,1.4054883224708319,1.409378884859226,1.4578536193998157,1.742172500493237,1.694162900744288,1.560921325904377,1.550530326853219,1.5022278434579193,1.4621641310120024
Galvantula,Fury Cutter,Lunge,40,1.8630850347844226,1.7494104320352357,1.853089007148731,1.8009571115452667,1.9291588753265645,1.7459990875640847,1.8400944945889033,1.7536917310083409,1.8203802646671068,1.7535848661476208,1.7994346607416964,1.7670218321555424,1.8467635795583213,1.7269827513512315,1.8573660521948034,1.7128553665327464,1.9071558317571458,1.7764463739689889,1.7683477607693645,1.7322247977203402,1.8454604385269742,1.79222089140919,1.80570935453335,1.726171641860874,1.8346926687327918,1.6898565792749007,1.803141056724947,1.6670757532308995,1.8396199758526814,1.731503037862135,1.7712841361488023,1.6772144441197394,1.6927418067897106,1.653483103688687,1.9926115898840642,1.8071463326694912,1.9265114572877549,1.7129336278210248,1.8746936264968852,1.8231662154526587,1.8982956632615542,1.6956626415290657,2.0394889108078798,1.7744316185739482,1.9675817248546865,1.751552246283055,1.8808651538180277,1.7920109178793089,1.8942143950678838,1.783002676257216,1.791701930305799,1.740473822740119,1.8282010202376624,1.8012148820553082,1.8317159346255643,1.7903582235521007,1.8613421505127874,1.790880087573802,1.8697218947635041,1.7700500407417041,1.7758982354241686,1.7321098289597916,1.778975530316805,1.757293950773874,1.7706366587991855,1.7399085109750674,1.675178556583906,1.6534184730050259,1.7492448985104747,1.7322423026244866,1.67274983294287,1.6648846767215562,1.7545806870987732,1.6667303596478553,1.7825215330168476,1.695143827276828,1.832097846360163,1.8254406012196402,1.792743164217559,1.7747412793054747,1.7935307262743516,1.8093944634982644,1.9001268623355987,1.7764204497288485,1.756663314032407,1.712416308820531,1.7656146119506342,1.685582142311856,1.7601451659643133,1.7097096046185838,1.881755722169787,1.7913980443920734,1.8123952879460625,1.7486745040495695,1.7464979222662993,1.693467351031027
Galvantula,Volt Switch,Lunge,40,2.1380414501978255,2.0253460415873357,2.3003070259124465,2.2364423108492284,2.242728688675538,2.0533795615881267,2.237297972072337,2.227472775760998,2.094307451072337,2.064721550177745,2.017999101381167,2.02490679215993,2.12221942959229,2.078932619467866,2.123714482727779,2.00325932914561,2.2846910629521537,2.1409594772952674,1.9247353345160365,1.9261053237025982,2.01676532869263,2.0056737717950077,2.155658590782372,2.1479803251390215,2.240519875068887,2.227990928085972,2.0792636921614935,2.008852102679675,2.086641277592625,2.1136398701204246,2.0145478645856882,2.022084686902313,1.881328552103395,1.8818717662000577,2.2851931241243664,2.18189856833328,2.305464780709935,2.225234785940632,1.920450397163589,1.9266872692638815,2.5155988699572274,2.3037616355934305,2.591862500082557,2.3299049211274836,2.207511600091185,2.2149709629604697,1.9552033519364478,1.9296957053650938,1.9565565371615912,1.8904223870231929,2.0476879282336604,2.038776216303498,1.9807695297596126,2.049837964518218,2.0389414372676815,2.0570485855674336,2.2018632974710646,2.1532420568605373,2.3008624731125598,2.238163087469823,2.1386928567741164,2.1295201725514934,1.812429755827902,1.8464503103308474,1.9791369946141213,2.0057170060252263,1.8832497991021948,1.9052384861530822,1.961930055755757,1.980471064830102,1.8814736101244813,1.9077159955067273,1.9897229586251846,1.9765499890120644,2.0149476320552497,1.9888814374650776,2.015422731170013,2.0369403902190326,2.199860605642898,2.196393104133247,2.194337320261249,2.1902761177589984,1.9045825935855376,1.836469263896752,1.7777938491225191,1.7498983428720396,1.7983293423466409,1.7357638192943907,1.800362583795229,1.7881106197007424,2.214745967979244,2.140497405293819,1.9841693535193532,1.9493560239133803,1.9076260430756362,1.8750205152374682
Shadow Beedrill,Bug Bite,X-Scissor,40,1.5695733163669894,1.4474072226799555,1.5683725716059929,1.4906047532004256,1.5599885588216869,1.4463975952475183,1.4560564691496327,1.4440002181513871,1.4251743900888771,1.468118876989044,1.5285053511619409,1.4526093127956152,1.4929744453700184,1.419114876399884,1.69769048698585,1.4917533343904616,1.6984125740996472,1.5197463509903952,1.3959560763604648,1.3708679397237296,1.5257869836741718,1.4112312894165033,1.6627749658006443,1.4387054764901042,1.651313738647783,1.4311918704788151,1.5393170948726504,1.4448726062751311,1.7516699725388223,1.5149470356344923,1.6180521571104012,1.502606795530451,1.4920650512731175,1.4121154748612392,1.5709296421365824,1.4518761326042833,1.6834627174771912,1.4713448683450039,1.5568467008270053,1.4485362429016446,1.8733837581002228,1.5004253964287533,1.605141464723425,1.4723357842152451,1.7203239116257734,1.5787191685740505,1.4517145832776752,1.4528379291152131,1.660557172035621,1.4718256718949572,1.6070790128153187,1.459891290546492,1.5024422977775118,1.4998579447915155,1.4856925336289686,1.4580806846302599,1.5185882544839162,1.4986730217332038,1.4735131209727756,1.4444590068540497,1.4743494931062184,1.4373458275892959,1.4416132424526793,1.4613301759286506,1.5990507663144442,1.4335722714566985,1.5336815561959656,1.4872211627275316,1.5197818357221962,1.5013172449381749,1.4523771281345748,1.4498454211021303,1.4927149036197456,1.468185642693847,1.5027791438310443,1.4647367007082197,1.4577912505042123,1.4499548191750382,1.4739209381896365,1.4682237679236372,1.4748522861749809,1.4534384439470425,1.5174267197075888,1.4713634150940271,1.535372691794497,1.5249741990990042,1.546113060503951,1.5026977916649127,1.5923541984777758,1.4857713855174897,1.4600503590955163,1.4375470958859997,1.4805166901358084,1.423654299192379,1.430673787456355,1.4156234733803088
Shadow Beedrill,Infestation,X-Scissor,40,1.6313725122396365,1.5162191377711192,1.6280681478604715,1.5619035111626751,1.622412681662586,1.51613193719547,1.5330011664225212,1.527807014850335,1.5326655871647479,1.5774414696963917,1.6358207060560637,1.5674634218097405,1.6072129091554477,1.543376652526225,1.8230133791944818,1.5896273991761498,1.89053537653123,1.6612441369476358,1.5007015648240627,1.4888515367824775,1.6178559422051844,1.5131974349462083,1.8087887149263495,1.57079608917279,1.7848587399824771,1.551700648628443,1.659067904664239,1.5636880195957308,1.8303400851367946,1.6155925565531202,1.6558111623821048,1.5813561725478789,1.5988037127551888,1.5189680530830185,1.6883497451662406,1.598515492575502,1.8472778252010027,1.6315573912747379,1.6937210291616849,1.5827521282756392,1.9803913406344824,1.6352791741233723,1.6812611021704702,1.551345402661451,1.9260833845526417,1.751056495457697,1.5305358499609825,1.5523344007085602,1.8003427338719835,1.610720318498568,1.661405624448368,1.5242616533565272,1.5565917378441336,1.5861999334052583,1.5777636372037616,1.5577563627456112,1.5449050884549775,1.5093854901781234,1.5164756401828992,1.5107483327946016,1.512360564335001,1.4846038681476055,1.507191294786952,1.5588630388905755,1.6981115524777888,1.5568995060859876,1.5618574733983595,1.5437800908671655,1.5737221664014407,1.5663509222798784,1.4920394409357634,1.4941329113541033,1.5442059694130665,1.5211069816230811,1.5496656497537857,1.530452823728891,1.5276135214396396,1.5206024700141925,1.5416555237975191,1.5303799499255835,1.4810647164984911,1.4607557073043527,1.5523699679483702,1.5122016608621685,1.5791115945481973,1.5766046582382671,1.5933557480580982,1.554252208994817,1.6355875884645716,1.5532360629785917,1.5237884807000854,1.4894883591069439,1.5564305568330603,1.4928808143688999,1.4742400231000674,1.443601043049853
