Attacker,Fast Move,Charged Move,Level,"Arceus (Dark), Tier 5","Arceus (Dark), Tier 5","Arceus (Grass), Tier 5","Arceus (Grass), Tier 5","Arceus (Psychic), Tier 5","Arceus (Psychic), Tier 5","Shaymin, Tier 5","Shaymin, Tier 5","Azelf, Tier 5","Azelf, Tier 5","Cresselia, Tier 5","Cresselia, Tier 5","Darkrai, Tier 5","Darkrai, Tier 5","Deoxys, Tier 5","Deoxys, Tier 5","Deoxys (Attack), Tier 5","Deoxys (Attack), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Speed), Tier 5","Deoxys (Speed), Tier 5","Latias, Tier 5","Latias, Tier 5","Latios, Tier 5","Latios, Tier 5","Mesprit, Tier 5","Mesprit, Tier 5","Mewtwo, Tier 5","Mewtwo, Tier 5","Mewtwo (Armored), Tier 5","Mewtwo (Armored), Tier 5","Uxie, Tier 5","Uxie, Tier 5","Mega Absol, Mega Tier","Mega Absol, Mega Tier","Mega Alakazam, Mega Tier","Mega Alakazam, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Latias, Mega Tier","Mega Latias, Mega Tier","Mega Latios, Mega Tier","Mega Latios, Mega Tier","Mega Mewtwo Y, Mega Tier","Mega Mewtwo Y, Mega Tier","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Slowbro, Mega Tier","Mega Slowbro, Mega Tier","Raichu (Alola), Tier 3","Raichu (Alola), Tier 3","Absol, Tier 3","Absol, Tier 3","Alakazam, Tier 3","Alakazam, Tier 3","Bellossom, Tier 3","Bellossom, Tier 3","Cacturne, Tier 3","Cacturne, Tier 3","Claydol, Tier 3","Claydol, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Espeon, Tier 3","Espeon, Tier 3","Gothorita, Tier 3","Gothorita, Tier 3","Grumpig, Tier 3","Grumpig, Tier 3","Hypno, Tier 3","Hypno, Tier 3","Jynx, Tier 3","Jynx, Tier 3","Kadabra, Tier 3","Kadabra, Tier 3","Ludicolo, Tier 3","Ludicolo, Tier 3","Meganium, Tier 3","Meganium, Tier 3","Nuzleaf, Tier 3","Nuzleaf, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Slowbro, Tier 3","Slowbro, Tier 3","Slowking, Tier 3","Slowking, Tier 3","Starmie, Tier 3","Starmie, Tier 3","Tangela, Tier 3","Tangela, Tier 3","Umbreon, Tier 3","Umbreon, Tier 3","Wobbuffet, Tier 3","Wobbuffet, Tier 3"
Escavalier,Bug Bite,Megahorn,40,1.1967722577299342,1.216566872278978,1.1950544226649176,1.2557661065583658,1.1893318381341436,1.2200481615973156,1.2743958890381712,1.2618798783301888,1.2574521498957787,1.2173594560738665,1.1973333179913623,1.2236793668186052,1.2922340802779353,1.28452148147381,1.2148333526867232,1.2099022449686205,1.2924060796760901,1.214808463413388,1.1488345596850067,1.1847685035023727,1.2097306647326853,1.2088454078117548,1.2006076111115427,1.2121993825415238,1.2095297338237136,1.1775594590041514,1.1687695599075765,1.1700681277562812,1.1973837601731636,1.1804717640408138,1.1654239541234679,1.1397978819613424,1.1437354708374137,1.1539904815610715,1.2658596683069534,1.2515368513581318,1.249244281029945,1.2134751794367096,1.1924711408391824,1.2576365468759683,1.1539061907854795,1.1244707897771398,1.1809914152565597,1.2031277654591235,1.1392234575774278,1.1372710914522373,1.210900958675018,1.2738505071020878,1.193604590153251,1.2058911294522443,1.1954273565952405,1.2070421085585756,1.2008112578195436,1.2367172827420598,1.234089962084453,1.2296337231782364,1.2560150607936822,1.2520908037102323,1.2679091728030618,1.242325198789535,1.1258839307179251,1.1756961342582286,1.2213047599464528,1.2693721509599132,1.1222903478615542,1.1399650280777789,1.1373560232394886,1.1868032640636526,1.1360534919034848,1.2043916295937744,1.2201816485811032,1.2559457455947263,1.1434723098816726,1.1828093480264557,1.155623960506103,1.203596362195059,1.2507375547158404,1.288044031974718,1.31743414169719,1.324382800406451,1.2887558506488705,1.3030998427260925,1.2391576600320315,1.2433636384823878,1.1390520889113143,1.2126000554206509,1.2082140482731574,1.1967887250315885,1.1670613237043295,1.2142466800985316,1.2950188101823976,1.2990266162482782,1.2698538658398597,1.2850679533472864,1.1793059212186252,1.2122099403602684
Scyther,Fury Cutter,Bug Buzz,40,1.2577816999482851,1.29343563113324,1.2535213431627248,1.3322218587410004,1.2395693159158159,1.2866439254708668,1.2765525457516695,1.263554098565013,1.2599350112498147,1.2409787384710302,1.2785638578920242,1.2782521920385543,1.2613190994760777,1.2293952748047396,1.3647911711206282,1.2653688310777556,1.2147053808810455,1.2761116454854236,1.2249113952931447,1.193945565400387,1.2589975068352495,1.245650707509672,1.2763490789798682,1.2761253976079217,1.2506472652085374,1.213131855375721,1.2360589874778298,1.221080780174187,1.2839812297229571,1.2622067220523054,1.2441938842884415,1.215456962450592,1.262940079296802,1.2334858266370856,1.341427872815452,1.2607202441601348,1.2638384022870464,1.2277984939656472,1.2367039764663075,1.2983071903666505,1.3200333678890466,1.2552537891288043,1.236635868267228,1.2457564318238246,1.2509178596196595,1.199888947787841,1.2262917040064754,1.2723003818861394,1.2943152671612634,1.289262124488541,1.2768205397775005,1.2533746782927655,1.2538760185176085,1.2746772107723563,1.2721420902597995,1.2578819507176109,1.3312035721810287,1.3200797227523313,1.2573724119394831,1.254021096349366,1.2448481673422198,1.2753699869755164,1.2400525252512926,1.251140004750101,1.2557945026189008,1.198697760827215,1.173734834524865,1.2060395683281464,1.2523038974203342,1.2822510236629527,1.2096096365389415,1.2401540742008086,1.246046455471447,1.2200451491222377,1.240452337223005,1.2162537125343393,1.3396868444723264,1.3332102784613262,1.3088276248632518,1.3153717220763903,1.254058452193173,1.2445892619971954,1.2434982561710284,1.2224102304442472,1.2620772120650634,1.268507625389223,1.2467342318980599,1.246587218460367,1.2775314918484868,1.2842856452018252,1.348318284554592,1.3247827417033957,1.2921045154574557,1.302525859153616,1.258194149108131,1.2157679330512248
Scyther,Fury Cutter,X-Scissor,40,1.3464583301979478,1.3994267281936967,1.345838082088196,1.4431880959943797,1.3335506802536832,1.3951454990336087,1.3689837787264263,1.3696512006804857,1.3177788198225369,1.3426977004908451,1.3926007406089043,1.3960914408554972,1.3323642742567845,1.3309503990249107,1.4337004765391987,1.3541541948948084,1.2896788428977064,1.3577864114339568,1.282128626455869,1.2592526065960716,1.3434739434986338,1.3347485081350365,1.3643568903999865,1.379421610165993,1.347435118040494,1.326489419033754,1.3162407793929214,1.320353309306077,1.3352129500372212,1.3395900601824637,1.33735450379908,1.3251306114617991,1.3647317372576981,1.3475665423928858,1.4014717582323764,1.344656761583841,1.304486796006956,1.3006050184592823,1.31421061638989,1.396648211602796,1.3816032988093914,1.328291119017339,1.3173619499496596,1.35278283724329,1.2793142167485696,1.2591408620577194,1.3068301081836302,1.3900918361562233,1.3632684029817357,1.3900069567476543,1.3720961519839352,1.3467975001206023,1.35063490092043,1.38380115306259,1.3717822051822661,1.380273346708216,1.4525140515302066,1.4544899263073114,1.392649724807155,1.408741738622638,1.3730721729034951,1.407795755117855,1.3380094037192651,1.3792806823663588,1.341796005716234,1.3042447197802483,1.2847679341701765,1.3388249550287554,1.3574889298702262,1.4037845496151242,1.3044705752337746,1.3503205707647852,1.345994155443237,1.3289515860448555,1.344275646808803,1.3386658444825141,1.4391707693453424,1.4688770991655828,1.41419810601573,1.4329775941754175,1.4076262015800998,1.4283294579440369,1.3509556459855971,1.3458513551763045,1.3751985104222395,1.4006854991677435,1.356133326615831,1.3759948880375934,1.3730011811014446,1.4011808298005992,1.458983287772498,1.4699606755034529,1.4020577609978158,1.4331352147189793,1.3672218282481243,1.3561278166370603
Scyther,Steel Wing,Bug Buzz,40,1.4626877477999773,1.5111296335906124,1.4531272696087933,1.5532097611453692,1.450206987623807,1.513414280858398,1.5353291767453907,1.5330557555531217,1.526513717215543,1.4893253435701233,1.4820857310575994,1.5107879430725741,1.4903285570340488,1.4838014943195315,1.738213768277721,1.5269958821681429,1.5646567728477017,1.5641918512349724,1.4493096021649503,1.4507313682568617,1.4869946364634234,1.5118200646563145,1.4813162474177703,1.4943280382547577,1.4780105413277234,1.464598749678368,1.4673192551865777,1.4864931954355793,1.4516004312266624,1.4902322289998793,1.4848758371386257,1.5015679698273245,1.5288066839243113,1.5074938776335118,1.6891822402979415,1.5606161445738405,1.5217599081219089,1.4904514187334736,1.5622228607418458,1.7192373993339118,1.5909335423384021,1.5466550764305744,1.4346534226660435,1.4635974955033326,1.7088280625539247,1.568725404383736,1.5745716545944088,1.714879193181404,1.6253878836814075,1.6765915385767063,1.628834617422834,1.6851982249075517,1.4834023290869598,1.5497183975284057,1.479983765763541,1.4889200628359711,1.6283372639105052,1.6240612818906617,1.6603874778425949,1.7317222203542957,1.4641603962609924,1.5191621822688357,1.6031709180280258,1.6836073711301938,1.4530649277808894,1.4177276521351772,1.4067613368709821,1.4669724899417946,1.4916492766102947,1.5581695608884676,1.4550619832291967,1.5110413792248476,1.2756422203135827,1.2678793571286964,1.4573726895428925,1.472223497986604,1.7478539319963533,1.800409884759504,1.5915344534567588,1.6071917341476814,1.6675292513012605,1.6758330382583375,1.6568075114372376,1.6547877593145788,1.6567095374271064,1.6875286492573442,1.6364329667355209,1.6599784739636119,1.6564999884109555,1.7233731987941892,1.5808390972572808,1.5833620437268032,1.5108159782242923,1.5286088721114073,1.554627703998879,1.5244397960676555
Scyther,Air Slash,Bug Buzz,40,1.439735634462821,1.506490551776991,1.2587234249979686,1.3457557545955872,1.4280286509708378,1.5038945658778577,1.3090946230343785,1.298337420616498,1.484040109330022,1.500882408627464,1.4995321503065269,1.5391209132520267,1.459644964876592,1.4681778453891354,1.713008549786543,1.5533346317935461,1.5899084279088684,1.5814133956534302,1.4559604882456374,1.485278893266639,1.4708675838394636,1.5437675764481424,1.4578680742352328,1.4993660840373937,1.4618049697448101,1.4725838611454047,1.4655147853953925,1.4959717921865519,1.472441350343814,1.5376089193791436,1.4249631950714046,1.4728702327713825,1.4696055499165426,1.4587751211278466,1.6941741099583418,1.5716762844069203,1.5554998773359379,1.5267962951075644,1.4181436642855745,1.5232863228140237,1.629737081705011,1.5762827297812458,1.4146279886512054,1.4646103676147377,1.741872000784882,1.651874687481369,1.423586850559798,1.5373525394507284,1.5017882109989122,1.5521913362336504,1.6299388931785603,1.7106394893510057,1.4741805171956244,1.5266539992289223,1.460032582899707,1.483712465472164,1.3540251602248246,1.3418168286129915,1.4510994890215754,1.4753317872565679,1.4307013713699985,1.4778298983295484,1.4343027995162687,1.48059988097538,1.4444266180466,1.431953662263516,1.3908634795499888,1.4352949348146675,1.445953864401516,1.5052921836470274,1.402674295491869,1.4500495325794294,1.454700536561668,1.4896997694505278,1.4353850282281602,1.4379349706661377,1.3323335006427062,1.351460482442412,1.3424552444329831,1.343205930853535,1.5218788341361447,1.5272231717174558,1.463897515356302,1.4644791740923833,1.4716404016059372,1.49721224026304,1.4670900421918418,1.4761194826965476,1.4738913546096741,1.5340298826837437,1.3222642725115774,1.3075598627440366,1.4775451826597708,1.4942671373655556,1.4669607493603727,1.4497945438833713
Scyther,Air Slash,X-Scissor,40,1.5707512398496208,1.638380934933343,1.3254960308055301,1.4087844533060023,1.5519157844729037,1.6338166333495785,1.3803341655713781,1.3757953245024799,1.6235369280337721,1.6485022466131551,1.6559080476494399,1.698821309810103,1.560442851937283,1.581226220895966,1.7083220109618438,1.6303456965768208,1.5593042400687342,1.6685313989481243,1.5798332134829092,1.585333837435954,1.6164519029874178,1.6567612910064127,1.593117739920834,1.6184009744593386,1.6158879338636314,1.6167816161316466,1.596283718030891,1.6305257320291409,1.5660352220281126,1.645859861081648,1.5725567830828777,1.5959902941505204,1.6208552502693532,1.6137357725434076,1.7049079429617424,1.6905094983845805,1.5920772172206414,1.6284853391138365,1.528896773037623,1.6406510069255913,1.7078428394838454,1.6905182691596827,1.5177152167263694,1.584105183390579,1.6601135409422623,1.6524539683834163,1.5357638330367573,1.6533370641889777,1.6234507821090955,1.6884829601816445,1.8667213262702826,1.9036158755139196,1.6161043505300001,1.680678400149255,1.6067317023034704,1.623916242846622,1.447258677287154,1.4332922224141484,1.632662036670058,1.6435582467994427,1.58242685706333,1.6400425790076099,1.5777121724836873,1.6307797201016723,1.5703091597378713,1.5454136201864483,1.5497450098832484,1.6155504493362087,1.59880255565932,1.6622226553451394,1.5385611639819674,1.5958376534677123,1.6046004855777236,1.622835690391884,1.5754736943503032,1.577382036466449,1.4168353833576361,1.440929996070451,1.4234622720613466,1.4362019449615175,1.6658060954451044,1.67745060316738,1.5978265969426582,1.6059418567784514,1.627550434466388,1.6672824376501898,1.6181968000979965,1.6378331713330496,1.617200987018676,1.686040891434167,1.4067778575946301,1.3997223939250625,1.6186720923134814,1.6451710836029458,1.6437251265080979,1.6331376391454524
Scyther,Steel Wing,X-Scissor,40,1.585346396313179,1.6623555670228671,1.5807536774768103,1.7147470572854757,1.5719516860766132,1.6598167832345014,1.6815128190025668,1.6936911627148117,1.6152997481428253,1.6411549155480614,1.6227905473910083,1.6567646625739079,1.6001381609766565,1.6325543330583634,1.7256114028360812,1.6562633220527239,1.5529118856784248,1.6525048011514993,1.5598792385110845,1.5694449903670968,1.6134310098178923,1.6423578568021622,1.6075710715099447,1.6358655417843107,1.6034367676835535,1.6145757849292577,1.5904110273303529,1.6192938951146685,1.535309598988681,1.5987392087184307,1.6367176192262791,1.658575714471354,1.6869297951418405,1.6875756056870295,1.7360490454437665,1.6902325487756829,1.5699110472724855,1.6038038025508368,1.7372603397445732,1.8959896980596749,1.6781577329495143,1.654704176146261,1.5341577739818424,1.597344471904224,1.6355205781385413,1.624561287308153,1.7612799942946522,1.9255897572513687,1.8004995954079548,1.8797564570583565,1.8537359389368586,1.889716347945261,1.6353780678389245,1.6939341037815558,1.6293313778496472,1.6471412270333226,1.808669471309052,1.8083975794418001,1.9078172372079263,1.977412236008869,1.6250574980761856,1.6867899110462714,1.8234154562195,1.9202127671980274,1.5849822984669393,1.5478814369370584,1.5674176665373531,1.640077377600869,1.6628018977431116,1.7352524575686605,1.6011817155444374,1.666040368361875,1.3512064197426312,1.3443906356260773,1.617906703557665,1.624167275794168,,,1.7579207142252278,1.7777530639711887,1.9854893470834638,2.0007804041227835,1.8733354599879821,1.9067537796582619,1.8622027589270562,1.9318009123577322,1.846169937003658,1.9000779737628655,1.8646319902019226,1.9479671421272877,1.7454775899542336,1.7541076844679497,1.6601118476928227,1.6879040847906297,1.7048858399823494,1.6869052289682749
Shadow Scyther,Fury Cutter,Bug Buzz,40,1.0753024747407882,1.0704975076181422,1.0802466653743006,1.10491478914551,1.0936588128328841,1.0753788753532865,1.1017179849652317,1.0945957576888055,1.1066977600421946,1.0705924645315847,1.094639224582143,1.066864627758827,1.0615768789098394,1.0476229589683748,1.2675711421664713,1.0836853111641127,1.0659006429202,1.0969560684552917,1.0716159512789816,1.055536876360349,1.12621380688864,1.1065735333086015,1.0870102074980743,1.0511760314413217,1.0956574130410865,1.06483933475983,1.1479295750115948,1.077272725358693,1.222246203370769,1.0651529041023329,1.0762640515156778,1.0193812702080332,1.0381180686873852,1.0173644290216866,1.13624927716778,1.0827621778736807,1.116384320050273,1.07481968420819,1.0907854490328124,1.0898346937380756,1.2225158217772982,1.109461583143854,1.075625998542874,1.060954873264304,1.1769241747439276,1.078139995545542,1.1129852773191304,1.0862749836531653,1.0942053204335713,1.0609558634834948,1.086666507970661,1.0723433771218294,1.0833762378803218,1.0964170807552858,1.10792933514675,1.065729073471194,1.1072014924865943,1.0921628158889842,1.0782110570616346,1.090932928582639,1.0390867167091549,1.0449159037688367,1.059525262275417,1.0649595327953256,1.0721919913447706,1.031269471586855,1.019347454486256,1.0214576399166084,1.049342261335133,1.054236349724902,1.0363989038617238,1.0283574178805297,1.0695858741858162,1.049836184759357,1.0512107649563265,1.0445340350981258,1.1212856419488986,1.1090732750959669,1.0820554528097923,1.0834138537904914,1.0118215029402862,1.0386713145772162,1.1008748401508535,1.0627619908906214,1.070295937742066,1.0595564959251935,1.1093090752468928,1.0405427124690791,1.0976824731830126,1.064947392976259,1.1295781994943936,1.1069567136789742,1.075506963648937,1.0692745443308107,1.0286361464988139,1.0099615412068985
Shadow Scyther,Fury Cutter,X-Scissor,40,1.1382724326935403,1.1396058420625046,1.1401377673763746,1.1757184566754337,1.142582970739981,1.13776988634846,1.1974321318141592,1.1994508634624383,1.1548534848397929,1.1330688683799042,1.167523076520493,1.1550337077345516,1.1145281688284183,1.1136284775038947,1.4024872321613355,1.1523998824003894,1.1228557129717458,1.1590928445735709,1.1301260149605152,1.132298094316771,1.2002563108206477,1.181600508771,1.1677928889552207,1.136438434781109,1.1811975299122919,1.1634394070065952,1.227509554368763,1.170009807129265,1.2194425790486523,1.1326133228317936,1.1218787343475283,1.0751028995635845,1.1088925511278864,1.094788612695344,1.2114416753746182,1.1512856030912728,1.1680583555895732,1.1615342341529604,1.1550219303117193,1.1570982961873744,1.2842859429789015,1.1772984727120805,1.124566734390809,1.1290811253015007,1.2687275103953555,1.1305317640466268,1.1770292017890018,1.1766993122496672,1.144760914043417,1.1395096598027923,1.1592504883946613,1.1376203964140281,1.1875040990893992,1.1808039825062018,1.1671207349114363,1.1534777647492722,1.2051142812480886,1.1949201263659994,1.1758669491241678,1.180819548540891,1.133121417722681,1.1424498999292556,1.1455660597244781,1.1528939736303327,1.1467924663696072,1.1093749829958974,1.1086614664154288,1.1187651824528,1.1333885240619148,1.153709341988984,1.1160050330204163,1.1165782643838222,1.1553390947288553,1.1265032230679963,1.1517943269016016,1.1246572892945548,1.2192058793971658,1.2157949757373505,1.1654944439880242,1.1819117445184435,1.1780309397923623,1.1787182964819818,1.187888169539411,1.1739315603926181,1.147310172139001,1.1445899029633637,1.15850897626252,1.1239193471063944,1.1708039963930479,1.16089485686194,1.224693802416927,1.2089478231786663,1.1528937436686777,1.156856596606691,1.1473455479441086,1.1348945939501691
Shadow Scyther,Air Slash,Bug Buzz,40,1.2533838353985436,1.2782887019376026,1.101333734046699,1.143463212162231,1.2368508677922385,1.2921595227371,1.099179850303144,1.0938199911914506,1.379118030343839,1.2977560722644204,1.2975718918264845,1.2877867325927579,1.2355345213000646,1.266901246016235,1.7990802600510443,1.360765198124255,1.3228325772939626,1.3262563448856792,1.2265703347171881,1.2911181322262681,1.2663535071725247,1.330871588319466,1.309676588198923,1.3170973470421565,1.2576219014375594,1.2583352819844897,1.3945631005369519,1.2918969699802467,1.4426494851130869,1.3552395441384955,1.3477614734807963,1.3073064766015747,1.218719433040482,1.2183597390366676,1.4529277291825111,1.3805261480433908,1.3606870580514447,1.3290965420287495,1.3333999765122586,1.3416562406033077,1.4529995760801786,1.3632997024691378,1.2400268927032414,1.2809985974295117,1.6873641065188474,1.412771407126169,1.3460684576882633,1.3316556802545438,1.2923385735550792,1.3070573728688555,1.4054951708266206,1.4723733666276493,1.3027767298604032,1.3259350980754712,1.2753852045700829,1.2908907128796816,1.1315798609459213,1.103798003783488,1.2344975289049354,1.2789608091874152,1.2160077059246241,1.232996153073912,1.234448748753757,1.2622196808880746,1.2788377551266528,1.241924880136947,1.1903098271355206,1.2018423052250575,1.246580821415318,1.2686567357452088,1.2137688556809025,1.2191282418780935,1.2664332382128953,1.2560483655580381,1.2471159850824314,1.216294475006,1.1342088790613474,1.1352426064377386,1.130343169389854,1.1265936975439188,1.2906106481864958,1.2731610436238021,1.2802717277051434,1.2662650252736178,1.2281877536435843,1.251232920119148,1.284790981950664,1.2275707937050482,1.3076395839079311,1.3205169772942018,1.1291866620538724,1.093176158441646,1.2753638876562885,1.2852911011464343,1.2293573657821422,1.2250969012752606
Shadow Scyther,Steel Wing,Bug Buzz,40,1.290470739708901,1.3034545745781847,1.2919910249214146,1.3452438526073536,1.2742141442195973,1.3043380924594605,1.2885974586204976,1.2962993550326747,1.4021831439242307,1.2733486530137517,1.3071865565731777,1.2831118839847053,1.263019092334938,1.2989838550404793,1.7502065541885274,1.31020375367623,1.3908785600313063,1.3066177303305182,1.2772834531445354,1.3207493841756834,1.279429318564952,1.3098923313371138,1.300590716964127,1.301079534060484,1.267682662894406,1.256820488579228,1.4173147797816734,1.298353463424124,1.4633990357528788,1.3376943151489271,1.3678518161024753,1.2989180207954825,1.2635126151293372,1.2718924061216086,1.475740336199178,1.3506873605610685,1.3155786454637128,1.283174076738389,1.4359915103648828,1.4463943245884225,1.4505395255977562,1.3227197723506385,1.260676423781791,1.2921624194393937,1.6762076755379474,1.3624946791377104,1.605187540388194,1.4792641542962355,1.460165561272264,1.4706178193932902,1.4248678220198105,1.4684263468473158,1.3134818625904816,1.305963653485979,1.2773642620561259,1.2604023695873479,1.3395167768814098,1.3254064960281702,1.4460844278928762,1.4419415239715738,1.253993216862265,1.2800066294983907,1.396955231657805,1.430693114336325,1.3003415508494132,1.2740788068966342,1.2360144097991945,1.2468807371709858,1.2595057336619506,1.277458306462015,1.2168232968718757,1.23226117620502,1.113884598900555,1.0825673266478406,1.274330790295095,1.2430591678884009,1.4960374533058738,1.5055566259654263,1.3546073593017725,1.3694369597893907,1.4136611110531268,1.4239688673508997,1.445050533922803,1.4185417420842612,1.3942603530533701,1.417955533449014,1.4597514178375373,1.4124686392792987,1.4468485341330468,1.4661767067810205,1.3225810248552015,1.3018796530245786,1.2858827969842312,1.2975032548152194,1.2977960113779605,1.29172237378383
Shadow Scyther,Air Slash,X-Scissor,40,1.3581265451089475,1.3691224724888424,1.1514837091601178,1.185681301159048,1.3626767252794,1.3740524395755418,1.1602094418999926,1.1578967364827488,1.4189734313637403,1.3819183691062087,1.4167669802676888,1.4196591341298674,1.3095265948094565,1.3543786183555164,1.655083308854256,1.4192958474873305,1.3231186277384708,1.4062152762525948,1.343318347267696,1.3770289824130586,1.3801078373407767,1.4069084318193863,1.4136681422093318,1.4191358553590583,1.3627233683119073,1.364795626304863,1.4384732401296072,1.391297551839037,1.459520780700012,1.3957263018924282,1.3933204394947842,1.394702789150688,1.3265649694030583,1.3393785450647617,1.4551808582066623,1.4519740487039128,1.3766247183950433,1.3892995000514068,1.406642352632935,1.4391369774069176,1.4802539572371756,1.4108895051733714,1.3146431365692401,1.3713932289148372,1.5330348606305797,1.4360189457576609,1.3846994402969015,1.4087390604073733,1.3774301231259698,1.4110712659398985,1.5610065194013956,1.6097437693759766,1.4326620804520571,1.435533495507631,1.3786080453269653,1.4054789786438784,1.2010327246036008,1.177148086716378,1.3874593876546797,1.412803406742039,1.3398999465548402,1.3608605495211532,1.346689996985831,1.3678488768266217,1.333713647598194,1.3596812986793452,1.3145346675718612,1.334247677492614,1.3654227536408596,1.3990564555373735,1.3387248963590206,1.3467283497739821,1.365360372371623,1.3596327269116228,1.3512585019582666,1.3395991521117947,1.1923516453580232,1.2031700438059667,1.1925067287187152,1.203717134505187,1.4082476800041215,1.4034244039165507,1.399179374312524,1.3867282004205976,1.3414843607123246,1.3721822417842673,1.3808478080691033,1.355546410096754,1.4142319351631596,1.4363068017670728,1.188417802328721,1.1628834551059668,1.3960903952975634,1.4047938630204568,1.368996789031761,1.3658628473479026
Shadow Scyther,Steel Wing,X-Scissor,40,1.3969485445594463,1.4107614113873603,1.3971496973528037,1.4522598884582931,1.3951838994711963,1.4143408428935849,1.4211321769025655,1.4347399667548288,1.3942879717298624,1.37487974848223,1.4239408611559667,1.416001873993254,1.347865785681648,1.4042055631491357,1.6178759702439371,1.382648961044916,1.3333835761851964,1.3993932934181121,1.3894206702815661,1.4322482967448904,1.3860300388648545,1.4230758598759872,1.4039097935643599,1.4042160154278387,1.3709516501392756,1.3768655715666234,1.4582570126354548,1.392454868888072,1.4628717116955179,1.397710876441736,1.4063466246272667,1.3992532705473597,1.4099983584394584,1.413020063172676,1.4815394489342968,1.4432639606264854,1.3687502660301036,1.3827641115628033,1.5568179812846854,1.5938456398643597,1.486795008714855,1.4102529654201372,1.3348790648600046,1.3961343778278406,1.5272280218670378,1.4140126719764896,1.6170712966129082,1.646958684012602,1.597424240380406,1.6546563772644647,1.5718451773323865,1.6095918893488872,1.4409912514039662,1.4415595977588778,1.3727517541357268,1.3804592620407732,1.4758894091900747,1.4682607401734409,1.6184127111017148,1.6705319496164768,1.3885444007918055,1.4192138540733772,1.5684297216591843,1.6210380486181757,1.386702688523457,1.3836898219517795,1.3800956891256557,1.4016617690662376,1.3653750047854898,1.4019759654518862,1.3489444143447638,1.3555161890542313,1.1614954489247882,1.1329025967018984,1.376848754822064,1.3610520900115999,1.6816863511265423,,1.495376238613722,1.5174412658244696,1.6556608920944595,1.6951828421027066,1.6324597640002896,1.6117985699529267,1.5643517681038217,1.6074410114079434,1.6360425119112183,1.5893567384473481,1.593594287545407,1.635171649661351,1.4481693715233364,1.4427649039114536,1.4013888316214314,1.4194188393270624,1.4400091558945551,1.4259331838585454
Durant,Bug Bite,X-Scissor,40,1.25525594234642,1.3076550125314483,1.2514356141123024,1.3484693375020718,1.2685697624841148,1.3135303348310123,1.361298434531834,1.347582667230683,1.2634163060316101,1.2933677804238313,1.297387899527659,1.3251019488695235,1.3510996395033887,1.3554456131945951,1.274627594692235,1.2941139435746165,1.259938404146653,1.297403508583207,1.2549944680540626,1.2918334809916645,1.288246313277916,1.2999619693677462,1.2811147463140493,1.2934700105882,1.2821138163798325,1.2760677141609529,1.2555874914726388,1.2683277307633518,1.3828840123067598,1.2844018776058974,1.2506089638187847,1.2427555038661966,1.2498353586872175,1.2541734407518725,1.3017447399300779,1.3296313465385416,1.4485285729874389,1.299753811726642,1.2716952439953493,1.337209136156255,1.3394054470453922,1.3333311988703567,1.247315931668331,1.2920639254505069,1.1324289638694673,1.206704397953826,1.287773922917221,1.3521196698574263,1.264283973687765,1.292993123628258,1.2892967035989251,1.2992754707171446,1.3547827773017225,1.3796723161143911,1.3063349569194689,1.3231237344604236,1.4579472192582426,1.464765488263487,1.388489528336413,1.3892338483995907,1.313078848768512,1.3691688706484384,1.314178553516144,1.3531067563769714,1.200120142188256,1.237147165626187,1.2348467923317077,1.2955078534531448,1.3281885840315686,1.3969756896320102,1.290571937118151,1.3430033446902903,1.2317951269420104,1.2759973657634571,1.2370803455458048,1.2799731043273082,1.357583641074608,1.402844351815954,1.411860976290357,1.4151779850013346,1.3774483232007582,1.3966091302382204,1.317961588254342,1.333626388048156,1.2344631102422376,1.3188890368736694,1.2810106581077785,1.2975573038042525,1.2795483534788532,1.3206854811329574,1.393522305045796,1.401378294718728,1.3570839753967405,1.3822472386695175,1.391355742337651,1.3693398624352713
