Attacker,Fast Move,Charged Move,Level,"Arceus (Dragon), Tier 5","Arceus (Dragon), Tier 5","Arceus (Flying), Tier 5","Arceus (Flying), Tier 5","Arceus (Grass), Tier 5","Arceus (Grass), Tier 5","Arceus (Ground), Tier 5","Arceus (Ground), Tier 5","Landorus (Therian), Tier 5","Landorus (Therian), Tier 5","Landorus, Tier 5","Landorus, Tier 5","Shaymin, Tier 5","Shaymin, Tier 5","Shaymin (Sky), Tier 5","Shaymin (Sky), Tier 5","Giratina, Tier 5","Giratina, Tier 5","Giratina (Origin), Tier 5","Giratina (Origin), Tier 5","Groudon, Tier 5","Groudon, Tier 5","Latias, Tier 5","Latias, Tier 5","Latios, Tier 5","Latios, Tier 5","Lugia, Tier 5","Lugia, Tier 5","Rayquaza, Tier 5","Rayquaza, Tier 5","Thundurus, Tier 5","Thundurus, Tier 5","Thundurus (Therian), Tier 5","Thundurus (Therian), Tier 5","Tornadus, Tier 5","Tornadus, Tier 5","Tornadus (Therian), Tier 5","Tornadus (Therian), Tier 5","Yveltal, Tier 5","Yveltal, Tier 5","Zapdos, Tier 5","Zapdos, Tier 5","Zekrom, Tier 5","Zekrom, Tier 5","Mega Venusaur, Mega Tier","Mega Venusaur, Mega Tier","Mega Aerodactyl, Mega Tier","Mega Aerodactyl, Mega Tier","Mega Altaria, Mega Tier","Mega Altaria, Mega Tier","Mega Ampharos, Mega Tier","Mega Ampharos, Mega Tier","Mega Garchomp, Mega Tier","Mega Garchomp, Mega Tier","Mega Latias, Mega Tier","Mega Latias, Mega Tier","Mega Latios, Mega Tier","Mega Latios, Mega Tier","Mega Pidgeot, Mega Tier","Mega Pidgeot, Mega Tier","Mega Rayquaza, Mega Tier","Mega Rayquaza, Mega Tier","Mega Salamence, Mega Tier","Mega Salamence, Mega Tier","Mega Sceptile, Mega Tier","Mega Sceptile, Mega Tier","Nidoqueen, Tier 3","Nidoqueen, Tier 3","Aerodactyl, Tier 3","Aerodactyl, Tier 3","Amoonguss, Tier 3","Amoonguss, Tier 3","Bellossom, Tier 3","Bellossom, Tier 3","Claydol, Tier 3","Claydol, Tier 3","Donphan, Tier 3","Donphan, Tier 3","Dragonite, Tier 3","Dragonite, Tier 3","Drifblim, Tier 3","Drifblim, Tier 3","Druddigon, Tier 3","Druddigon, Tier 3","Exeggutor (Alola), Tier 3","Exeggutor (Alola), Tier 3","Farfetch'd, Tier 3","Farfetch'd, Tier 3","Flygon, Tier 3","Flygon, Tier 3","Gligar, Tier 3","Gligar, Tier 3","Gloom, Tier 3","Gloom, Tier 3","Golurk, Tier 3","Golurk, Tier 3","Hippowdon, Tier 3","Hippowdon, Tier 3","Meganium, Tier 3","Meganium, Tier 3","Nidoking, Tier 3","Nidoking, Tier 3","Noctowl, Tier 3","Noctowl, Tier 3","Salamence, Tier 3","Salamence, Tier 3","Stunfisk, Tier 3","Stunfisk, Tier 3","Swellow, Tier 3","Swellow, Tier 3","Tangela, Tier 3","Tangela, Tier 3","Togetic, Tier 3","Togetic, Tier 3","Torterra, Tier 3","Torterra, Tier 3","Tranquill, Tier 3","Tranquill, Tier 3","Venusaur, Tier 3","Venusaur, Tier 3","Vibrava, Tier 3","Vibrava, Tier 3","Vileplume, Tier 3","Vileplume, Tier 3","Xatu, Tier 3","Xatu, Tier 3"
Shadow Articuno,Frost Breath,Icy Wind,40,1.5702215929675214,1.5429811456477125,1.5311344077077296,1.5410631475006835,1.5449187186632276,1.5480341414234071,1.5384816633008742,1.5458708227399474,1.5675115164969777,1.58095084344102,1.5431124655924489,1.5849952970661099,1.4605333660098652,1.47603429226643,1.3322280894696836,1.4107036547126848,1.7361805199162414,1.674872285814815,1.6409917102699152,1.6683430974027031,1.4590831948538,1.5307307276986601,1.6371722695971862,1.6323359760395704,1.5374291086859486,1.6512922169019917,1.6373999264235515,1.6488401071874514,1.6944089778567322,1.6154145331397345,1.6703090558308862,1.6502724046553205,1.6625814843571067,1.696839813748439,1.5704493419717962,1.5611224781332513,1.5283899545052815,1.5626378869142128,1.4948915300049161,1.5582638605048662,1.8003441657977244,1.658415035100077,1.797230840225673,1.721453528078074,1.5820003607833926,1.5700541689965046,1.7607449777406181,1.6429950793044297,1.5589846706274535,1.5414215646525917,1.8760974287697512,1.7727665182922707,1.4614833573692974,1.5425618286897673,1.6564514203494463,1.6242330178921756,1.5456464875900027,1.6128396684056228,1.5539987672066509,1.5715805609420535,1.6572035046722093,1.5826498749176567,1.4202255010977956,1.4979980903899939,1.4674693901733795,1.4929755941809182,1.7056241205001943,1.704176200003848,1.706273325332207,1.6571800111549337,1.67636347051814,1.7140032481929879,1.5432160348205504,1.567254473911169,1.6509526468168518,1.6844181536759963,1.5856427631408614,1.5968873194622983,1.5997276049910252,1.55036822746489,1.7026246895034356,1.723389369359261,1.6028055393078595,1.626789809850285,1.467756859696148,1.5476399032229937,1.601265413608751,1.5979744847021018,1.6187822499977695,1.6132469116629642,1.623872065073259,1.5902905625969352,1.7073224064779897,1.6909562178368038,1.5149127585573332,1.555053883422111,1.6139987789122834,1.6228587427187602,1.501227136786948,1.5865239393367783,1.6318696190785438,1.6655030862962703,1.6055745022335108,1.5632071370385792,1.4317834000251912,1.506005851236232,1.7554534080445572,1.7197025454095785,1.6003369748355887,1.576477606261751,1.4261900370418361,1.549954512287754,1.6512394251332911,1.6044243880234244,1.5092611149577224,1.545065889152731,1.5744604385071115,1.5873711505614487,1.647869454417491,1.683509555383737,1.5439395038183612,1.5715330685143563,1.6209770393050849,1.6828791734560726,1.6283110190087107,1.6640904273634627
Shadow Articuno,Ice Shard,Icy Wind,40,1.6156465354897673,1.6104673646000511,1.5840220032263492,1.6077411963262949,1.5881631894038015,1.6070167029474731,1.588970208182469,1.6069281634634311,1.6429556410977129,1.6491201929683126,1.5897125856932979,1.6503182675267933,1.505248336368121,1.5276500562066715,1.3661661626045187,1.4745039832468025,1.7454067858713602,1.6964409625314938,1.666972054675253,1.720077671369658,1.4943333346539962,1.58554248600854,1.6826186806061767,1.7014207127547232,1.5709742810587939,1.710845373677115,1.7100200591884815,1.7401252579257376,1.7261754631228217,1.6696926302096518,1.710047008777288,1.7040978466711985,1.6976873668456225,1.769037437795889,1.6019082944303291,1.6095760616453791,1.5506999659194745,1.5995226717805773,1.5447735335543211,1.626867574880337,1.8987952132598183,1.7518604708087298,1.8518715401188084,1.8051017272813474,1.62365522410774,1.630835448163974,1.8620915879639208,1.7198244582007411,1.6129146508879963,1.6129161054333625,1.9362362482754547,1.8844490720521065,1.5001206667968865,1.5818537974947746,1.69454452825186,1.6686321590533106,1.6015217106849267,1.6758312248966578,1.5887375895425655,1.6136526774204034,1.7211810806440224,1.6663453722660362,1.457483939368221,1.548763885223015,1.487522325156255,1.5210382145186074,1.7433119164220834,1.737336336448604,1.7331600159614629,1.709060715885376,1.6883229244700797,1.7306413087370502,1.5609057042693133,1.5917651735661924,1.6956637585520795,1.736404013921546,1.5983543591153253,1.6197682442868087,1.6328171608855655,1.590642664373915,1.7450933319369202,1.7786483473886678,1.630141064886124,1.6603972844565582,1.5053213606912166,1.5909857335364321,1.6319443272715841,1.6360634203066011,1.6534889231016305,1.6611006626985596,1.6549103649593995,1.6283986656504068,1.7562432703161266,1.744295788641966,1.5503010015117769,1.5986315446019166,1.6404238437817953,1.653998301417374,1.5035422430974348,1.5984393987743482,1.6745458760591079,1.7240456862807456,1.6463277532931886,1.6152624126922823,1.4569307156421671,1.5406380333061696,1.7843086489280968,1.7516464140140806,1.6293452744009838,1.6162710630416044,1.4817181818169027,1.6175218697189861,1.716942470576187,1.6718447931354203,1.5316371876376913,1.5989504243298491,1.6196499767453425,1.6398183187730888,1.6725418197123623,1.708100047376151,1.5885080408384415,1.6101276060576057,1.6562370345831654,1.72615246788151,1.677089488778085,1.7249338190797034
Weavile,Ice Shard,Avalanche,40,1.2321174501345404,1.2134351613024,1.2277589761318901,1.2130291034883947,1.2347831059717367,1.216121799346559,1.2346214071032962,1.2166010831248604,1.4750213877239262,1.2891122462586497,1.2695834213529593,1.2664167040602845,1.1836779818202123,1.184702972183091,1.2146450000808655,1.1872746607891294,1.2653346163808366,1.2841129425765123,1.2508979297992935,1.2639825092417678,1.2700847749672064,1.2286118107783985,1.2883731852988907,1.2836334502487585,1.2203711750916886,1.2682470870009706,1.2797196552295849,1.2715987680342589,1.2822295496820624,1.2451512055527747,1.3043017601411697,1.2718482369296735,1.2954790532588703,1.3125195269769032,1.1992784977770428,1.2010480035938607,1.2384249231242548,1.2097939351177573,1.213602160746139,1.2234369352517744,1.314981841490676,1.2697334264757478,1.3666789673282986,1.3220511731054136,1.3554772665416766,1.3019326298468994,1.2809186338743594,1.2603128834437447,1.246720707607363,1.2351415609888243,1.4077626204308522,1.366505995873805,1.2113800663424932,1.2383180568042027,1.2489417915969396,1.251318539829608,1.2581623464816944,1.2766907285237632,1.2524100804932565,1.2429122837426472,1.3002154855191281,1.278196835455094,1.1415205731905602,1.1984278866678808,1.2074645493314902,1.19318717286334,1.3210421598192283,1.2976961846994102,1.2956242494164065,1.2584566156677224,1.3129409858209158,1.324886219871576,1.2226184684880637,1.1888899310047436,1.2770221258500023,1.292836015575013,1.2787425405343769,1.2576932651829071,1.2550825357883086,1.2442370272827947,1.2794931332544275,1.3460947866263921,1.232333942587715,1.2269599886447917,1.2200241028164636,1.2217077536096066,1.2370238580915196,1.2285977550501883,1.2849027382199834,1.273036470845438,1.266412630434681,1.2385416212100382,1.3481402746137734,1.3135993445528973,1.2903982838594468,1.2703090144914,1.2706416875179944,1.2453113453988345,1.1779912627471902,1.2271314245760894,1.3550084610077846,1.322103427770477,1.239394560208307,1.2221785662644682,1.1509552649821921,1.2099103368306474,1.3058174283388275,1.2985377100447026,1.2636001554029705,1.2211265355906884,1.1728138894293667,1.2137611473773737,1.305846487870306,1.2511692382934545,1.1943958372673675,1.2173061160866299,1.2462734701292644,1.2341143209078658,1.3310618457943388,1.303696735928542,1.2072805216372513,1.1925663946200562,1.3500495063250768,1.3219974486980568,1.2784873891340849,1.3059564549016085
Weavile,Snarl,Avalanche,40,1.2492696142563497,1.2343206552578303,1.2503887116479184,1.2323121103506312,1.2590677621899387,1.2380666891458143,1.2563801885439876,1.2349769641397985,1.7782383625064668,1.467333117404851,1.447116237359929,1.4303902093374552,1.2269122440683728,1.2112377080897672,1.3876659766136727,1.3366370245036454,1.1688043977727975,1.1754742034810057,1.1558762205526802,1.1666101971503686,1.3790053861845109,1.28319517261777,1.1847605603744744,1.1807264934386634,1.1416656340036748,1.1724231328086363,1.175909405617569,1.1667489318337931,1.437680888552887,1.4000496784042042,1.3617871065668257,1.3247663649749601,1.3925975457100344,1.3672415157121687,1.246041934179015,1.2485842534720015,1.2577602893362236,1.2556577874214363,1.3588593260994606,1.3825333190897147,1.3666888440332243,1.3182544219328374,1.409732751267049,1.3595552189518048,1.4201943136411694,1.3616059242881378,1.3252974980309986,1.2988677441095173,1.393424554932251,1.4045471832274363,1.497170996109023,1.4347944808080115,1.406329927765287,1.4199606434548593,1.1658477570854362,1.1608855716798407,1.172161739685869,1.1776568106006295,1.3417269173172166,1.3152819335059422,1.432950962575273,1.4437086808198258,1.3232038888915816,1.3513588890356232,1.3664838002164188,1.3463886784242205,1.3926939415949806,1.3577343488113487,1.3525295674885827,1.3136650914116177,1.3398662050280827,1.3407220639980204,1.279490272726487,1.2322086567485986,1.169749753164554,1.18278420739331,1.3213290036803613,1.3083372620894322,1.3995493814028044,1.3760547855945369,1.1879993365134611,1.1988566020809224,1.2758125645490368,1.2816774886352718,1.3942028589017117,1.395818116327944,1.2911689681587215,1.2716976286439317,1.4397427534471872,1.441567067616451,1.3917857193059726,1.3768217512851717,1.3946244768512348,1.3808652737627174,1.212233867666352,1.163959521648738,1.3204281043552462,1.2922919150390715,1.2026597154162981,1.2527824087649104,1.4012801896622207,1.3634437260013155,1.2770387157753686,1.2549165525204768,1.3293629450408717,1.3894470241179107,1.352685321650828,1.3565979121621687,1.3043032934559646,1.270749097712433,1.2224034381982098,1.2751006201819715,1.454338868947128,1.4066390729560856,1.3594024464446823,1.3873811140689523,1.2987364659517895,1.2918113965111713,1.3906486971661727,1.3506024904662386,1.374783310625544,1.3687643083867218,1.3848881240513429,1.3609572900369387,1.1739460502041286,1.2034371874915661
Weavile,Feint Attack,Avalanche,40,1.3571349306481493,1.3444926125637442,1.3530914997498378,1.336695353530094,1.3636862313272085,1.3414291025662348,1.359575920063336,1.336968015675508,2.0410310841212724,1.5849026223464995,1.5565992827825301,1.5624105992478703,1.3112378632984518,1.3100801581957313,1.4908310556193496,1.4515911607738086,1.2107136558992533,1.2235637561147061,1.2168763324985379,1.224274896174637,1.4286559167088977,1.3456647407900255,1.2398174681842082,1.2265684997585757,1.1712624171184067,1.2085877725106235,1.2400593877215567,1.2336101471202954,1.5425790779268655,1.5085113865264586,1.4433821089161314,1.4040400940902829,1.4656680298409857,1.463185490059002,1.3162364688940271,1.338446959748318,1.4074336428426932,1.3475770890262384,1.4831615187207123,1.4885356110174675,1.4534165940564359,1.4092125674795601,1.4962101584685443,1.4602990945705843,1.4992700345817407,1.437882159258815,1.3988373626823107,1.388421302336724,1.4959257262243513,1.5161299650731483,1.6131832453597872,1.5351970019728391,1.4705555608743166,1.515255564000752,1.2206739328551985,1.2123235168805535,1.2060698115561852,1.2212720144345675,1.4041100628663599,1.3826842453065251,1.5130153294649,1.5335539534350804,1.4135739137617525,1.4482111657681231,1.4617861712428177,1.453061300686669,1.4918628309723794,1.4662292659203928,1.425089184133041,1.392781916503465,1.4572247538164755,1.4662439068806716,1.3583089835301423,1.3249936664510567,1.2582119090173502,1.2769194997110083,1.418286453395589,1.39842401844712,1.4988276452769191,1.5200958723860158,1.264853124678638,1.2898378422013392,1.353004550135746,1.343029004837089,1.546816621551151,1.4873999543546503,1.3793040749099563,1.3978565336431463,1.5532131778757456,1.5284982587065519,1.532532412461754,1.4903152910028084,1.482792038318216,1.4652077606451015,1.2592524602634811,1.2217754358300823,1.3717733600842672,1.3621987287779063,1.3121421548371601,1.3661825291233698,1.4992504300463754,1.4655393504056762,1.379462265420195,1.3676864291885078,1.3981894431821198,1.469555392206727,1.4394424808717146,1.4229917326995103,1.3801368029260848,1.3521889796135793,1.2845071032845243,1.328082231239299,1.5752731246515057,1.5397270576928606,1.4419252638425548,1.50295730849684,1.374015045600967,1.3826180066632965,1.437997662052104,1.4323691304532422,1.4497601989737177,1.4836053514387775,1.4693210852325738,1.4487403676990889,1.231605613097531,1.264081026638828
Shadow Walrein,Frost Breath,Icicle Spear,40,1.3490125226230307,1.3474728140768055,1.307223422169787,1.3450325686986473,1.3133505621212647,1.3496209709950113,1.3166605741350181,1.3455795200811116,1.2213445001973222,1.3523301323120391,1.3384126649828685,1.347948916185192,1.35168085940485,1.3052866402548096,1.2960943539648397,1.2800938584824313,1.392754503011923,1.407223925649059,1.3453772288575987,1.4106331089821658,1.2932819427290831,1.3342339065353597,1.3914641927978912,1.4259291785892931,1.379877347338398,1.3963528731397192,1.4081689070481826,1.4287646107151608,1.3671050215423894,1.3708892974534277,1.411802453853642,1.438353618924838,1.458828342309925,1.430506353879574,1.3363483418893196,1.3611948771412359,1.2757451919441891,1.3164274238278655,1.3071690141406518,1.3459384257648486,1.4787842168272423,1.4293448765091814,1.4419621919830243,1.4455859165737472,1.503149066478234,1.4317523612701715,1.2667773242855578,1.3180226421818064,1.3330186638584174,1.3576477607276551,1.5609629172928259,1.501723619264907,1.2178460286698343,1.3375484217459481,1.3378054773355583,1.3518084390642835,1.3935712394755353,1.4152998436764512,1.277823969398487,1.3111405171760067,1.3065756679102467,1.3256438989981756,1.1085687055353017,1.2419742381946899,1.2722221540752263,1.331073645539161,1.4550110343686629,1.4487735410924307,1.3702290480144697,1.3630760101627573,1.4568434556132173,1.4929679599889807,1.3379148426327787,1.3377411465071152,1.3820938860833232,1.4407229086803364,1.3316177503469104,1.3529082295318797,1.3512141745993669,1.3332558441019788,1.4914109829453375,1.5229295935253653,1.3356956961305517,1.3793706595242148,1.3515656017619593,1.3393938255270734,1.3862659189074606,1.4041572793240902,1.4049270313595135,1.3997103509006785,1.3894682341475302,1.3911098701337616,1.4957929433202026,1.4782617009767045,1.3440352511515612,1.3597582692770018,1.4002307861006749,1.4099581781121588,1.3484320892365744,1.3625011231294757,1.4089600938606328,1.4445408751738404,1.369591261379898,1.3692411822167687,1.1723407928975766,1.2872839252497918,1.4651179137933874,1.4642593279008917,1.3744114515080326,1.363396931967776,1.3420683354274794,1.3600594339204897,1.3913647971268839,1.4037387157722552,1.3689337193932145,1.3507280568774274,1.353552805264427,1.3786207044088326,1.5039837401646339,1.429967459593699,1.3388132539995157,1.362125045917011,1.5049438112439144,1.4750704367075869,1.4112813889597962,1.456368846034787
Shadow Walrein,Powder Snow,Icicle Spear,40,1.399895243445943,1.4104422961972454,1.3534833773563137,1.4103259649131767,1.3574361511806843,1.4134042921731405,1.3561367025033353,1.4153816403886152,1.2746357559331567,1.418484121133848,1.399242961972006,1.423832427451003,1.4275699195641842,1.3974106832610609,1.3498111788585014,1.364006298548498,1.4348742007592052,1.4625231661449793,1.4043428655222108,1.484143591060426,1.345897001802545,1.3986403620780388,1.4451083367509303,1.4981836675822087,1.4559705588550498,1.4888827568546852,1.461716764827896,1.4848029861405623,1.4376404250258972,1.4395135215259196,1.444614927886637,1.4834488862817092,1.5548210707664651,1.5378800310786278,1.3812997633222988,1.4100195987469006,1.3290961636775482,1.3845899819118053,1.3478029963615343,1.4160417841905968,1.5544236927480233,1.5035107743055511,1.5234039763489262,1.5436928405422414,1.5641094617654854,1.5111113721573666,1.3396537701362141,1.4141002748787168,1.3687861768374872,1.4080205901909246,1.6818605409603438,1.6086821480212201,1.2585035278097492,1.3887816896811498,1.4126407179103473,1.4543293189588482,1.4578292478463781,1.488238043031208,1.3360322748697753,1.3979048630144408,1.3653911393335354,1.3983240757141238,1.151609352801166,1.3020827544131808,1.3240109846543389,1.398419701810368,1.5375978083103616,1.534511334966495,1.4264974435464581,1.4404856242927786,1.4928203102863375,1.551057659514204,1.3827996274559018,1.406475447391117,1.4318794697311226,1.5004838859007947,1.3732612483480793,1.4157362361836625,1.3746766189422162,1.3899822894160676,1.5379179726991747,1.5578409523898975,1.4043394110618048,1.454014579137881,1.415683804108576,1.3985922474532015,1.416864686333828,1.446751759830221,1.4597749278541836,1.4595397702288786,1.4372964703567128,1.4600769675734149,1.5521776337229962,1.5467213056581994,1.3823904284226916,1.423890518205142,1.4202108472655466,1.440498308389822,1.4161828822986193,1.441137830385582,1.4704185233313383,1.5138629432094817,1.4197596750367267,1.423247295924349,1.2220499867374184,1.350735261445965,1.5335236509745735,1.5379271707980153,1.4071928828660172,1.4193607333045475,1.3662109348895715,1.4100359384767398,1.4364506422066878,1.4599898313489945,1.4096966072889785,1.4193662554437372,1.4026053812346762,1.42184700990487,1.5537487953760842,1.5059773638368825,1.3737128311523386,1.4243154825984743,1.5355387843416526,1.5312171430611727,1.457265805310023,1.5048401052663802
Shadow Walrein,Frost Breath,Blizzard,40,1.4292411418132518,1.3889804293241546,1.3916485437023765,1.3857313768911732,1.4008034198838328,1.3849872391356246,1.393167664484282,1.3861278644576347,1.3142218022187238,1.3945152134815184,1.4239252364225796,1.391858166715185,1.4511449974384794,1.3336584094039796,1.4013316135918876,1.33442576380547,1.4160255131240347,1.4254294486731116,1.4211736985037442,1.4512269649519756,1.4175100801614506,1.3538923232499425,1.4738927735930962,1.4611311565243388,1.5011273263311702,1.4325391457186674,1.469727631941287,1.4684594428357796,1.4138959040724717,1.416843377798221,1.477938810279333,1.4869605262604042,1.5970814144938226,1.468717713413659,1.4057308089044334,1.4116256314385005,1.325672841633625,1.3461084184227756,1.3770783978923369,1.377671839690041,1.6127379286979435,1.4742864017532709,1.4855653314942945,1.460985988268746,1.6565221280831564,1.4727706068371433,1.31658941739621,1.3494357208193049,1.3895133971823148,1.391254148291677,1.7078854782691864,1.5528002282585003,1.3024919527493442,1.3813021811112678,1.372858127472259,1.3781926964281321,1.5057351631790286,1.4741177778881336,1.3388641262582583,1.345805176093339,1.3551031629816688,1.3580320377973567,1.169527848311036,1.2616132946217058,1.350112486638178,1.3768516152206616,1.4712380394906237,1.4450218890687927,1.4010558344647654,1.376284492017657,1.4793071927897437,1.5061485826362593,1.3607413336634104,1.362679360715826,1.392987573245604,1.4399938263909686,1.35729111981363,1.3678370488050233,1.3626175068111328,1.3598215997792737,1.5051985011476658,1.531337739010705,1.3623439966387727,1.3972469443491005,1.4315608276298943,1.3791826480377358,1.4026109778942026,1.4258290468715242,1.4264086650322538,1.4195952592754355,1.4202072429610957,1.4090385659230755,1.497755829459454,1.4746959725330444,1.3880089352772613,1.383716246506102,1.4296103835853204,1.4350133160281893,1.356807721283794,1.3642847540146756,1.4346998091233039,1.447946726467397,1.3926058012847953,1.3780055735048706,1.1844513376943826,1.298750922784297,1.4717568742263396,1.4773071216919893,1.3848699506615696,1.3741452362725024,1.3423319009852264,1.3734178339970258,1.4146668657294639,1.415653288855449,1.3742855584230294,1.3713685263159465,1.3645863388991184,1.3783525962422976,1.5240246283778345,1.4597931702019546,1.367116342005813,1.3734736976529447,1.524120229509044,1.4805641753062533,1.4172965914354312,1.4743087614572465
Shadow Walrein,Powder Snow,Blizzard,40,1.5329044974255368,1.521277986006355,1.461636357958826,1.5096647128223957,1.4637927987108161,1.5151291131337865,1.475687487562461,1.5087069973282519,1.411001429937843,1.5344070021748533,1.5217781860681097,1.5136944713267098,1.5889616323555544,1.4955786533074262,1.4935913215053938,1.4862145678516085,1.5133062739593572,1.528580358459125,1.479794865362023,1.579403664289845,1.46575110294381,1.4843675933261575,1.5531274547238045,1.6048695874698928,1.6474613203841395,1.6133487380299711,1.5262101511305797,1.5655899776091875,1.5655930126123785,1.560835582335546,1.564065542860855,1.5738561075565718,1.7936218422875978,1.6605037862618783,1.5145397094580022,1.5147351665019946,1.4562930190286958,1.4713783364716544,1.4352872890254293,1.4812564814095441,1.7241050975060168,1.5951301419187907,1.6540807935796178,1.6589819590258283,1.669755553464668,1.6375507634107889,1.4813900242567384,1.5284736576971616,1.4360801861271029,1.4944252944319183,1.8573266659797905,1.7565357525166467,1.3585164710488589,1.4680869631724378,1.5800980331594177,1.5951089730995844,1.6419319081779558,1.6126445080264904,1.4539741353070226,1.4946611381338766,1.5366470929934295,1.5230859302478648,1.2162691155213605,1.36772936600507,1.4412235769043258,1.5018311767231582,1.638666959556728,1.608515017479501,1.527925708962313,1.5246012040715902,1.5551782962586314,1.5913498462678433,1.4730312407071533,1.4777080638206126,1.4617631435335408,1.5395818090595312,1.4340626757618944,1.4941307502194323,1.4866582071318608,1.45577232993261,1.5641269371562507,1.6138479546296294,1.4793539518498904,1.534300561943939,1.5009126578029581,1.4851474052139964,1.4627999134331842,1.4893394930466015,1.5178290131760914,1.5091790094853181,1.4740431588269198,1.5383145595407186,1.6288109626312948,1.5948687134406083,1.4939093772060177,1.5081066229266253,1.4880771485357742,1.5033988157347737,1.5110573245451093,1.510528091180036,1.5641385814579896,1.5859493588211377,1.5057805940717848,1.5037161842409381,1.3005575742760995,1.4011781415208837,1.5900821232974485,1.626684665304738,1.4673320611224843,1.4660235583030137,1.4773914522541018,1.485555226288595,1.48740828879153,1.5241327538454836,1.5131944357021465,1.5013606280929297,1.4613454619964066,1.487313277389267,1.6789563701892667,1.6034500892571837,1.4555170818745131,1.4660886080014657,1.6517719155569273,1.604195284960302,1.5116065396032365,1.563609849278671
Shadow Walrein,Waterfall,Icicle Spear,40,1.6916793750847579,1.7549686338183774,1.5079003144219665,1.5842468883196323,1.6474768048177637,1.7604385651449224,1.296791512242512,1.3298058159695263,1.3832136685133223,1.5811891939640204,1.5446166024882415,1.5881289728242096,1.8215707614973387,1.7699201355753573,1.8536943442609692,1.8473894278766512,1.803237795612619,1.9061871178293925,1.7279090639048036,1.908075959335782,1.2804952422710492,1.3287787647685214,1.774237404494772,1.9054769421510542,1.872147749419508,1.8867509102448996,1.6267791945157795,1.6728098723300802,1.8203347445728177,1.9486968391405761,1.6088707443698496,1.6650267951356064,1.6975892989615582,1.6715325424048155,1.526962393576306,1.5861038629925643,1.4598791335813261,1.538279539094674,1.495723048108512,1.5669914373612939,1.7186717728918628,1.6570106158586735,1.8554866029917494,1.9579826099620041,2.0194402047835163,1.882533627622643,1.2699400953854862,1.3297390842725143,1.7026108421752946,1.814526198793195,2.0337129420244824,1.9544003844800788,1.5385075040324843,1.7545442269456177,1.6782021979028792,1.7587976117121755,1.788291045351997,1.8122188308967997,1.4513534689580323,1.5189579564289508,1.7158852779507034,1.8655789852565177,1.5854229058222105,1.7988345767719156,1.7756984125037072,1.997424588381535,1.4611223247139586,1.450149861166663,1.3578389973774228,1.3597851558842824,1.9182981993766328,2.033177802794955,1.7442898093380566,1.8066980648986635,1.3620907724944689,1.4171729384631018,1.321565739975134,1.3418693485861395,1.837900425944116,1.918278849427176,1.74987297410541,1.7964810597589274,1.7558363250744335,1.8568243212317386,2.1172289043641457,2.043180692067516,1.6097915522936208,1.6608353777269855,1.8355576021516355,1.8596534984344673,1.6301385524386072,1.6462406315597673,1.9372032420982603,1.957405795250059,1.314899429779745,1.3363209032026533,1.3510957268979564,1.349178507533713,1.7638598454599779,1.8017973969842966,1.4041324153404677,1.4346204783990038,1.58952857426305,1.6166218274026893,1.6299033434223074,1.8668538135999402,1.4355045707973817,1.429475448085427,1.5910601824173212,1.5965359594170017,1.7838547173296673,1.8313766138215408,1.6275657292306664,1.6700874839904951,1.7975210339690735,1.790418767660003,1.5674044503049591,1.622434523936862,1.980155474110073,1.9109949829393589,1.7961648262788932,1.8855386072508304,1.9518466926580893,1.9608040820831085,1.629015809402946,1.697111912638106
Shadow Walrein,Splash,Icicle Spear,40,1.7600105005460807,1.8091291559924565,1.693114087575075,1.8152694857280245,1.699171302576794,1.8210383484513162,1.6932262968235063,,1.591486529784185,1.8544855250074288,1.8199504352297526,1.8437090573853046,1.8737508574198412,1.8004523156735597,1.8299784897543303,1.7570550961998375,1.8402527631910104,1.9428376175652413,1.7571717876114452,1.9383326454953513,,,1.8031368611504293,1.904792283564748,1.911689123316213,1.9063281744631815,1.8260406549015509,1.9132367888788449,1.7864645297002755,1.8397837588606962,1.8119928407865666,1.902740249242009,2.053094194433121,1.9539320148524715,1.738103992987554,1.810894629743017,1.6832397157371886,1.7753513904343068,1.7290769805927135,1.804268873780144,1.9901269243199038,1.9306638434081582,1.9037628500726897,1.970157456939992,2.0615579822483627,1.9106233343172407,1.6610674304459618,1.8062457138366632,1.7093465389736635,1.8446790971325533,2.166941554067506,2.0203545184957243,1.590646999077064,1.7800227431971423,1.7632041795275613,1.8267439791407996,1.8647402496873755,1.8829774139424644,1.6709785564116255,1.773121472445807,1.7055854523267828,1.7786362371182531,1.5002793086098722,1.6843739540346185,1.656774849621628,1.77602939216874,,,1.8185053100672255,1.8787161468956997,1.9328768053781933,2.0492093897050747,1.7687783948574973,1.835685505605865,,,,,1.778209103404988,1.8378385353373137,2.0000145647185867,2.1271134977664876,1.8098493559447721,1.899834786495874,1.838923230925664,1.8229284065637628,1.8724719967717718,1.9505111599118214,1.8523414799533269,1.8954414946298863,1.851481578663768,1.8980567366531953,1.9904249376945964,2.030866811445406,1.778400127646818,,,,1.837902391854429,1.8627948725242787,,,1.8540816444402766,1.8877059184806118,1.5649565659176976,1.738988829150533,,,1.8170073655371768,1.869129574629728,1.8581463268592773,1.876022251732835,1.8769931669716353,1.9431462238919457,1.8349654854073563,1.8556228682623679,1.8383544112064685,1.9172012128595541,2.0227369170367746,1.9461654565354778,1.8450615648315651,1.9894582334307767,2.0210093319703644,2.0065811255591113,1.8892062525773488,2.011796913193274
