(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Crobat,Bite,Sludge Bomb,40,2.091430879974341,2.0837880787837575,2.0015509679373125,2.1446122750430217,1.8154182607622296,1.9360812866067083,1.8241915883120432,1.8719274706970246,2.2695920810544647,2.344281838663561,2.0787247164710245,2.1448904251621035,2.0778121030616084,2.141789981717445,2.1424063113186924,2.2635106883674685,2.150434119321501,2.215720137902691,1.8495021378192622,2.2339115072114253,2.231173492748533,2.2779680493155827,1.9428296648657826,1.9681939254080059,2.128670598376044,2.1746289478496386,2.168288207507179,2.286323998232389,2.261163503992051,2.301428417100992,1.9489290627695013,1.9918604302512286,1.8900219614256384,1.9219514444552566,2.106309730080247,2.0961314723819586,1.9944723697249764,2.015962307511881,2.125290336800048,2.185883297647856,2.0999995853759326,2.217956593040327
Crobat,Air Slash,Sludge Bomb,40,2.1300802000872077,2.139135441218288,1.764971866999738,1.8706580556690908,1.491332744691305,1.5686769227301907,1.5528423642774363,1.5700751628535359,1.8051001145272347,1.8001867872741548,1.8787053886983287,1.9207289713368236,1.8201197725801819,1.856073136297351,1.8283166410121712,1.8929162935451525,1.845433614420513,1.8680308958411802,1.837819968597754,2.1977894256994737,1.8926433513968752,1.8915372897990501,1.5610159197802016,1.5562363304458644,2.079774799906491,2.118791886083729,1.7876448230961046,1.8271165376004588,2.126387473963825,2.1615502221029215,1.588165007473962,1.60502059713329,1.5475216039660145,1.5587694096004396,2.1360008436751174,2.134743559659986,1.5631323918009856,1.563042157095892,1.901358622093465,1.9088457033430006,1.8058428823559491,1.8721027197168907
Crobat,Bite,Cross Poison,40,2.4341079739503,2.449178535824482,2.42130681954061,2.597119855841183,2.1615938411264795,2.2891429881601666,2.1304188519818457,2.18780011076219,2.7668210329326675,2.8876104697382323,2.4949940058348243,2.5586155623210427,2.496570027129594,2.5731496129277986,2.629446915170065,2.7535363860572337,2.6240846485262366,2.6973616247730567,2.197661368242704,2.6254586573908245,2.696227619014345,2.7374871719843137,2.2858772430039465,2.312174585679761,2.485006712667597,2.530156746810621,2.6541766925906107,2.783070029254052,2.705730827026392,2.74705187397919,2.28974653627894,2.3504330538095517,2.2148511068960666,2.245147856583539,2.482784198984094,2.438882979228972,2.3560212683724076,2.378722285465085,2.5515779557818195,2.6120147737254378,2.54450560917259,2.667045363149206
Crobat,Air Slash,Cross Poison,40,2.4856551181734385,2.502425791056171,2.080787185387033,2.194674163033605,1.7205157649131528,1.782114779719005,1.7848859272907824,1.8010360122356528,2.105136959643221,2.116747467331315,2.2269114391589113,2.2371557303810334,2.1493758646622223,2.164983214330206,2.1760221585430686,2.223157052497818,2.1952964477105015,2.2097734619241294,2.1579033898621436,2.5536039110373316,2.23102859212866,2.220153600174727,1.784500941114528,1.771243276445026,2.4369156976018127,2.4718564371777743,2.130880293380431,2.1754574073826203,2.5312000245612634,2.550472310709216,1.8210976525373341,1.8368625658422917,1.7669685804161277,1.7758917490041006,2.518921517773906,2.488778888507055,1.801731830024274,1.78822105097008,2.240051920225912,2.2471272942839633,2.158106107827135,2.201309760908653
Crobat,Bite,Poison Fang,40,2.7304931781021726,2.7619944523014706,2.751206024722327,2.9360073801478497,2.435008693816405,2.566607676976723,2.3960512596964056,2.4494248745633387,3.2224089360783137,3.353018175110321,2.8594197543506654,2.9152571198099504,2.904030007236398,2.972698777880271,2.9627047159645286,3.09644152886355,2.9640146091831028,3.0412533712521492,2.5431894264336714,3.0018471699266325,3.0878836970253083,3.123621644590113,2.5787077754404875,2.6010674450778124,2.7995747548118874,2.835345386637096,3.017375090686343,3.1467238333778482,3.035998024431432,3.081710763999242,2.5931168560628373,2.644605674430672,2.474803425133433,2.492633965214692,2.8106639586907276,2.729797821034415,2.648762062992382,2.660493068068202,2.908520928773243,2.9767728749345026,2.901885572049915,3.0271429136182144
Crobat,Air Slash,Poison Fang,40,2.8136709604019776,2.8382132068284243,2.350009262114745,2.449788027609872,1.917923032304138,1.9673294218742714,1.9847926000283798,1.9982240246414713,2.3921869193052037,2.3896896845231352,2.5486971018860687,2.54243343890054,2.4672880587860178,2.471701718209865,2.4275280591107022,2.4705326242561183,2.451849198120771,2.4611772254611974,2.47521011437695,2.914277403278737,2.5182495710904877,2.4984335120271837,1.9840485470586735,1.967070510502236,2.7477639867135824,2.770924578298317,2.38471973956112,2.426902767617725,2.849420722343113,2.857189804981233,2.030984083033827,2.0392271057295033,1.949148715491183,1.949164678486887,2.8550502161473137,2.80085761814071,1.9945449236716142,1.9695202202943805,2.537965463976646,2.536938813065508,2.4222505517955297,2.464242354843239
Nidoking,Poison Jab,Sludge Wave,40,1.9667467000290169,1.9152829288578839,1.66399141861514,1.6085571224849151,1.6579223497957116,1.6116147592443812,1.7521233959963458,1.6545236332243924,1.6266268436030609,1.5923963286344343,1.7742230868342983,1.678485509309598,1.6019461608217118,1.580486763869782,1.7640466561062358,1.7233382053663138,1.6018449133357375,1.5760904596252938,1.863509385001267,1.9308462943533455,1.7097042960827185,1.6496204097404716,1.6582667576417491,1.6099650690868594,1.9970836937282832,1.9528273231791686,1.6278948844165755,1.6355677752386106,1.9296197843578315,1.9125197812006742,1.774370510120383,1.6920055464175918,1.6839522132336022,1.6315120317492837,1.9543859997327966,1.860611154075923,1.6621068254242888,1.5935644000512348,1.6640268913872356,1.6485560253331135,1.6526784300121486,1.6512785027720636
Nidoking,Iron Tail,Sludge Wave,40,2.2911579725627367,2.2284951910547326,1.9524805037763102,1.8779543100743252,2.4470881474245707,2.386651530381613,2.5091057442836138,2.390179154469272,2.4298034275139204,2.4046878688750892,2.0332837677793076,1.9119882132060297,1.8199354138281822,1.8382508175674819,1.9154912461789397,1.9042729840158152,1.8386017238955357,1.8288803438322505,2.202420460406952,2.241744678816726,2.5488583559663938,2.426481469555076,2.5096126613894545,2.4160472672372717,2.184692568931882,2.1759214745690008,1.8501375018525579,1.8467145111756724,2.137752587160938,2.130044486436678,3.198363943201608,3.0150695321525776,2.434014908300436,2.321272393852494,2.2422625838083694,2.2198246413663854,2.4548230758938465,2.3621484451670427,1.876541541609627,1.8525703029070446,1.8380104125924095,1.8426364800039259
Nidoking,Fury Cutter,Sludge Wave,40,2.524884662513317,2.395495494364231,,,1.9253506838321832,1.821732887839835,2.038487326532201,1.9224709990892737,2.203083732621819,2.1979687036639444,2.339862716946374,2.1835564429640293,,,,,,,,2.428541836238825,2.3172849154409265,2.2513827305857697,1.962918412756459,1.9363888554026671,2.487181555110419,2.4524910472904735,,,2.3638017453327422,2.4514046083200753,2.1123027118919384,1.999745901378527,1.9410391295411336,1.897350079058874,2.5491382990289146,2.397120833453595,1.8228829395669417,1.7949965738821412,2.3843389044635144,2.4446595306334755,2.216230320905207,
Beedrill,Poison Jab,Sludge Bomb,40,2.0684606478558667,,1.9752475531233666,,1.9896119466825106,,1.7423755574356135,,1.7783448918418205,,1.9484945763072294,,1.7837784832801855,,1.847530575292607,,1.7372354995674908,,1.967268060434234,,1.758814389293536,1.7274669166700503,1.7137110867568193,1.704332495221038,2.141245300204026,2.0292078968248215,1.7657975851707364,1.6956180938404923,2.0046522649374565,1.9991219679082406,1.6910899274799385,1.6852596181147073,1.7533675209951678,1.7471034506960896,2.1584396987060783,2.1001216918100196,1.7052193936568634,1.6829315635766673,1.8168556526114805,1.7496818578938407,1.745595517637417,1.7091465151880736
Beedrill,Bug Bite,Sludge Bomb,40,2.297029728779931,,2.432349397561808,,1.9937296042585775,,1.7059463223264772,,2.1800864722537914,,2.4855307669672677,,2.167992434958925,,2.2724552840475787,,2.084131556088069,,2.1741650678012547,,2.160312492529711,2.1431811308814614,1.7543168655137338,1.7491766694795092,2.424954297301692,2.3703754356091036,2.208081795359836,2.1651225566008376,2.3287382002187877,2.309539865714399,1.6976486314062642,1.6849444807515321,1.71952181955885,1.7235300790580605,2.4579744332076214,2.361283704281606,1.6922739067051675,1.6806281647422212,2.2736578861222037,2.2241659773132834,2.1550434180502442,2.1796455411829014
Beedrill,Infestation,Sludge Bomb,40,2.3408814075227453,,2.479320750674687,,2.081356293810766,,1.7973386711076036,,2.1528477522283707,,2.473128185152455,,2.175465839422351,,2.2913866775331293,,2.1599244871294054,,2.337487185382274,,2.1901425285158167,2.1772628759676143,1.7651977555560068,1.7551843847050246,2.538655675689882,2.4308148977773723,2.179948400199073,2.1447085305759064,2.3164020520102966,2.3422300980307154,1.7636341683132528,1.7575108248154454,1.7895738522753422,1.7903415404890402,2.526402321054523,2.417571725342338,1.755016892977242,1.7447673536957016,2.3200002321321573,2.2819245804272774,2.145005535231298,2.1288486836275795
Mega Gengar,Lick,Sludge Wave,40,,,1.314436234961344,1.2688238125839904,1.312664158749053,1.2671626479690838,1.255694535322695,1.2259218032121653,1.2897962181661988,1.3250238294262033,1.2387158822762718,1.2169978501471754,1.3037265208884663,1.2699123280972433,1.2622095608253683,1.2353033734728427,1.545063566498489,1.5648931656887193,,,1.24817072161612,1.228644661515393,1.2655095609387956,1.265578986343362,1.2115009485580055,1.1872936436302008,1.27192085484943,1.2372563140572441,1.1885095827304137,1.1755535169183458,1.2283298500309683,1.2277750139517123,1.2506980236951049,1.2318413692855172,,,1.2397967744345515,1.224769526450304,1.2127273444318298,1.2104144284257048,1.5337116731877818,1.599068771990092
Nidoking,Poison Jab,Return,40,2.1101121558659104,,,,,,1.9383198892046443,1.883499302367131,,,,,,,,,,,1.9522168481892772,,,,,,2.236425780653501,,,,,,2.0296504876519976,1.9402519446728936,,,,,,,,,,
Nidoking,Poison Jab,Earthquake,40,2.2208896905440016,,,,,,2.258476257217987,2.1413252619322876,,,,,,,,,,,2.073759692403821,,,,,,2.2793157003497018,,,,,,2.3608341140022553,2.2076989281658146,,,,,,,,,,
Nidoking,Poison Jab,Megahorn,40,2.2333455580126205,,,,,,1.7625449576812284,1.6511047145622921,,,,,,,,,,,2.0774324747924675,,,,,,2.313132922786037,,,,,,1.7927361210912045,1.6882961042902738,,,,,,,,,,
Nidoking,Poison Jab,Earth Power,40,2.3262763100106985,,,,,,2.29194672189816,2.238177233204162,,,,,,,,,,,2.222695553639456,,,,,,2.396402049334777,,,,,,2.424037452268631,2.316618202823631,,,,,,,,,,
Nidoking,Iron Tail,Return,40,2.481871115602726,,,,,,,,,,,,,,,,,,2.302680616552971,,,,,,2.468455342595347,,,,,,,,,,,,,,,,,
Nidoking,Poison Jab,Sand Tomb,40,2.4829689471966083,,,,,,2.29194672189816,2.238131704618571,,,,,,,,,,,2.3031630671771173,,,,,,,,,,,,2.424037452268631,2.3163824617184594,,,,,,,,,,
Nidoking,Iron Tail,Earthquake,40,2.5596818238026726,,,,,,,,,,,,,,,,,,2.4269193929364308,,,,,,2.455053010094312,,,,,,,,,,,,,,,,,
Garbodor,Acid,Return,40,2.472682023492347,2.501498225633728,,,,2.1564326009777153,,,,,2.3092292075928196,,2.131249862330238,2.12584301453221,2.3110237924470756,2.2912159090971276,,,2.3473459153967466,2.544501654662553,2.2974331627502433,2.2699352263961012,,2.1197154436541696,2.605103927642978,2.558709052127542,,,2.567547051796296,2.540633522105007,2.173023925978326,2.2008468322269867,,2.1589500919738587,2.5499612377496033,2.4692617509825787,2.2474018006843735,2.2137167609807986,,,,
Garbodor,Acid,Body Slam,40,2.8861658610380356,2.8760686751151163,,,,2.4876064197949104,,,,,2.745275051976078,,2.562120961504165,2.5080259862865644,2.7109574879263123,2.646898360928448,,,2.7419643603174833,2.975075797538956,2.661340220403405,2.60837293159185,,2.4340834725403413,3.0276874865956858,2.95122920324046,,,2.9890984025942315,2.930232981111805,2.5363445040804544,2.541790426922399,,2.4947767032595305,2.984151912473446,2.857500829188409,2.6229554085404887,2.5525209571247482,,,,
Garbodor,Acid,Seed Bomb,40,2.890460791119767,2.89620759246345,,,,2.664821983685341,,,,,2.716548763489101,,2.55996528483088,2.5170397828327715,2.993764126409186,2.9672123506110673,,,2.7375084842058146,2.978323802827816,2.066222525426565,2.0468408080004816,,2.58676873267088,3.054217207248341,2.981461191973907,,,2.9778224670774347,2.9186674169659947,2.519658907096575,2.5292542320194245,,2.672838532990555,3.012435172839349,2.885187336413139,2.830978358595724,2.7892115760087908,,,,
Garbodor,Infestation,Return,40,3.730691564390199,3.7519738804517653,,,,2.692991205849735,,,,,3.8358942533099554,,3.51222704241658,3.5685171326790885,3.733354634450929,3.7900523072378522,,,3.3948932276544204,3.6186472438789465,3.8595144358161972,3.828748790701386,,2.5907860747068043,3.5575514087260998,3.5392568564973095,,,3.6941717474961626,3.6970814370061365,2.6327299398053112,2.668416749887407,,2.6299086786678703,3.7760426186277423,3.6889691970930345,2.5726449658901673,2.5308956948386307,,,,
Garbodor,Infestation,Seed Bomb,40,4.034992723573282,4.07199393974609,,,,3.9998989356611907,,,,,3.9918058445591815,,3.7773086489809815,3.8299227285457906,,,,,3.817645787481699,4.076176002003182,2.700913903655799,2.6962058124736616,,3.719406748526128,3.930575821282008,3.917355073726292,,,3.996886066309427,3.9817570017963595,2.977768295397267,3.008904007323425,,3.886082080069463,4.03022581639935,3.947994837711748,3.8383346751455867,3.7072566516782244,,,,
Garbodor,Infestation,Body Slam,40,4.096436101394998,4.144013906803276,,,,3.059645661684597,,,,,4.185305793357225,,3.877181701064093,3.921771611583372,4.02274733366943,4.061162760143902,,,3.898666791331361,4.092192349313715,,,,2.955094115418396,3.954378634862605,3.932035420443539,,,4.08989916742781,4.072007411845186,3.032118042100943,3.06300177211224,,3.027518880540822,4.082264841113283,4.0109215979724295,2.999359564352115,2.926599405808957,,,,
Beedrill,Poison Jab,Return,40,2.639099173104446,,2.390955780867371,,2.3984820290545725,,,,2.668794502054025,,2.5127431654600576,,2.3092905729581443,,2.371463460428096,,2.2921341738377596,,2.4983892001532952,,2.2860023794594175,2.243170175441053,,,2.693956647042313,2.5516753200017392,2.3073159932848424,,2.6180620772922665,,,,,,2.8039588447694066,2.701641312002053,,,2.406537166043259,2.281905254830418,2.2768819993725353,
Beedrill,Poison Jab,X-Scissor,40,2.843275755691278,,2.8144716330877126,,2.149035943953852,,,,2.7964093775810044,,2.9699196976213944,,2.801386869920834,,2.839059395916582,,2.6963474199699315,,2.669533663915728,,2.654195590093064,2.6264721591807993,1.908122613511458,1.8907718669812457,2.9172019779269576,2.725502972210136,2.695823040446918,,2.7756107435233,,,,1.9309357287596376,1.927656376061479,2.9547358523710736,2.8478274246374484,,,2.8465143422104746,2.718129560748656,2.7087323145559306,
Beedrill,Poison Jab,Drill Run,40,3.039938532292297,,2.779840071135799,,,,,,2.7964093775810044,,2.8580414915929238,,2.7084658977242233,,2.8191389330924634,,2.5973502460640905,,2.917877335871283,,2.5595675783024197,2.4809041073451157,,,3.1792427491743003,2.9327751965618143,2.6051011027329842,,2.9827345246153163,,,,,,3.229209762577143,3.0652997607292596,,,2.8465143422104746,2.717575166908984,2.5987091370705704,
Beedrill,Poison Jab,Fell Stinger,40,3.0960279241870032,,2.8144716330877126,,2.299058645525066,,,,2.7964093775810044,,2.9699196976213944,,2.801386869920834,,2.839059395916582,,2.6963474199699315,,2.9484790442078794,,2.654195590093064,2.6264721591807993,2.0265316253209273,1.9926253293609106,3.221167022040139,2.9606231881421197,2.695823040446918,,3.0242106019057613,,,,2.0420981316032285,2.0203928261813417,3.2970868028534466,3.123412272418629,,,2.8465143422104746,2.718129560748656,2.7087323145559306,
Beedrill,Poison Jab,Aerial Ace,40,3.1501431742924826,,2.8144716330877126,,2.4883701079876177,,,,2.7964093775810044,,2.9699196976213944,,2.801386869920834,,2.839059395916582,,2.6963474199699315,,2.9939476279198445,,2.654195590093064,2.6264721591807993,2.205395470032425,2.155980304361054,3.155500706221528,3.0067753192924918,2.695823040446918,,3.082918786127205,,,,2.2254615138861893,2.1898587629561743,3.3442644755602307,3.24912947206938,,,2.8465143422104746,2.718129560748656,2.7087323145559306,
Beedrill,Bug Bite,Return,40,3.63422391018016,,3.7236157382784483,,,,,,,,4.198483922853184,,3.4628955622595927,,3.7763471435130684,,3.5602535604839467,,3.209158372016311,,3.6089621401159575,3.596849593353653,,,3.9009623409703775,3.7137411795034834,3.8307745519722545,,3.7034671059247413,,,,,,3.822484593597726,3.7000728081340717,,,4.045141218097273,3.9347394657277945,3.7557941640280452,
Beedrill,Bug Bite,X-Scissor,40,3.6718021724303234,,,,2.2267568059155773,,,,,,,,,,,,,,3.395727606013978,,,,1.9938138813039887,1.9888287093644699,4.003989848165597,3.712282904695929,,,3.6887336001855626,,,,1.9409264459800313,1.9382746407047278,3.891625961613374,3.689621008505289,,,,,,
Dragalge,Acid,Gunk Shot,40,2.1381808558481135,2.0213394841501096,1.743167482949328,1.7323772604211194,1.7458488187102894,1.7455978117574205,1.697905763558176,1.6852569220832336,1.713867296107391,1.7327516489718608,1.8283252788069844,1.782946562716013,1.7205344757424637,1.7072031998135462,1.941077960980617,1.8772954093132026,1.7748645795903597,1.702266158783974,1.8327814274956473,2.1107806483664717,,,,,,,,,,,,,,,,,,,,,,
Dragalge,Acid,Return,40,2.5061300168229184,2.502098623189489,2.144152201515695,2.16159397897899,2.1400007014192393,2.1700816105627228,,,2.5941249803898554,2.507279847711566,,2.2209782488926235,2.1776592381759032,2.146040823235092,2.441143892210561,2.3907636761212565,2.2028415370928878,2.1561502668855512,2.25402082888881,2.5513297545354403,,,,,,,,,,,,,,,,,,,,,,
Dragalge,Acid,Hydro Pump,40,2.670137422013362,2.659177041537191,2.287297226152834,2.287267375258338,2.619804555030293,2.6233604939677058,,,2.8265275254572604,2.7805093007296495,,2.348222311179693,2.286428233267374,2.2559521075340965,2.992985764605029,2.896667647838824,2.30195972879897,2.240439556818499,2.406265246931164,2.767648974653827,,,,,,,,,,,,,,,,,,,,,,
Dragalge,Water Gun,Gunk Shot,40,2.8970836781197957,2.640552673969458,2.2023587863600484,2.180149281709899,2.5193610191071416,2.508146704071416,2.4974780101288445,2.522636230772864,2.625168048458313,2.7520654714439337,2.4652851033688155,2.410990226818148,2.162366688743582,2.1534887436905166,2.7537356069905465,2.645930089767552,2.246206870167006,2.1586086894438905,2.289095420997151,2.63938890246433,,,,,,,,,,,,,,,,,,,,,,
Dragalge,Acid,Aqua Tail,40,2.9597967173233264,2.932001537894452,2.564269144170687,2.534092541010877,2.6429868047224767,2.670939703586901,,,2.8265275254572604,2.7699711359298886,,2.5850826986313207,2.531990291584896,2.466013107174665,3.0769277721610404,3.028342825100251,2.5910265184623444,2.5044535539507895,2.7386048241399226,3.036457549027446,,,,,,,,,,,,,,,,,,,,,,
Dragalge,Acid,Outrage,40,3.0655183614302732,3.093012249160362,2.6474170377150124,2.659457105100673,2.250990582759046,2.2263338085900872,,,2.8265275254572604,2.7711953622026972,,2.7339372757765474,2.6683458420022883,2.6377396781491025,3.0769277721610404,3.028794028317952,2.6750448387958556,2.641899086461033,2.8643908614964193,3.2509937342202564,,,,,,,,,,,,,,,,,,,,,,
Dragalge,Water Gun,Return,40,3.6033455976572935,3.6026438953569673,2.883463723254647,2.9530358487119197,,,,,5.711142753467851,5.664941470164886,,3.403608278259227,2.9570763886146803,2.94308654356401,3.897209933611741,3.92817869557697,3.009210353960523,2.976641988010173,2.9859870399885846,3.416078916045799,,,,,,,,,,,,,,,,,,,,,,
Dragalge,Water Gun,Hydro Pump,40,3.942566056307058,3.8318733305563257,3.1187869340021646,3.126031203145589,,,,,7.728580433127711,7.751419916177836,,3.555470479255699,3.106145094227631,3.0893608362253757,,,3.1441539618557677,3.0771061944999105,3.236924031230599,3.747400075569765,,,,,,,,,,,,,,,,,,,,,,
Dragalge,Water Gun,Aqua Tail,40,3.9975443112039484,3.9647414409244535,3.2715267252837807,3.2924555085173726,,,,,,,,3.678783405301655,3.2401727761736847,3.1928324305253075,,,3.36684409575495,3.2977685777560746,3.447931528381598,3.8669967529160436,,,,,,,,,,,,,,,,,,,,,,
Dragalge,Dragon Tail,Gunk Shot,40,4.08895265345326,3.537025961900354,3.008060819108766,3.1258441004322104,2.136133311259257,2.1846645114260155,2.095760050059625,2.0969992696370223,3.115618696561109,3.2098198919895564,3.1980565960214387,3.0889954702285913,2.927612775337829,3.019850397259958,2.62546430567958,2.6550488719745444,3.1487839062448963,3.0504461059606345,3.111867840538272,3.5042584514627024,,,,,,,,,,,,,,,,,,,,,,
Crobat,Bite,Shadow Ball,40,2.30664747212803,2.247240106168598,3.094474346010459,3.2107058554839503,,,,,,,3.185106037379271,3.178400939109282,3.27588405245685,3.2394550908488746,3.3496621163188323,3.380143237869113,,,2.1586130889905313,2.4251765657564954,3.376187569071441,3.352282861771043,,,2.2993979837797753,2.3203364732445584,3.3628109789206433,3.413996830214706,2.4247886111711336,2.450841256658345,,,,,2.3180150113739137,2.2339592844729688,,,3.1839037689900644,3.180474844962243,,
Crobat,Air Slash,Shadow Ball,40,2.4338847690108563,2.3255301437929026,2.6350623806336615,2.6916021291961694,,,,,3.412155535090482,3.3291495040333654,2.827350807216819,2.782198863504161,2.753313380433467,2.6971487328485986,2.7095871070597064,2.7024878907652434,,,2.1166165972783206,2.4275671173041964,2.731592196697075,2.68315746293001,,,2.267716903309719,2.274081809555909,2.6254240253928236,2.6310532785439906,2.3013421468547595,2.2859803831951555,,,,,2.3531938642779124,2.2867766459270014,,,2.760352439016324,2.7083509562615125,,
Crobat,Bite,Return,40,3.0155831261627637,3.0299161680857445,,,,,,,,,,,,,,,3.6768756698908414,3.7415638033353487,2.9185441233650185,3.432815950359407,,,,,3.2068105440551844,3.2105506444439853,,,3.5240287340763197,,,,,,3.172077434445584,3.078013062562299,,,,,3.5313313440591974,3.661837945714718
Crobat,Air Slash,Return,40,3.117291860443583,3.1116967192688514,2.674546696075048,2.745281468914982,,,,,3.2415594545645425,3.154004672125115,2.8354793480787444,2.814794916829052,2.7160656304492634,2.7040685432276352,2.7199449184172915,2.7347884695142084,2.7759532738017714,2.7747312494765493,2.790009386483986,3.230958584349606,2.8234303199030566,2.7871819947161875,,,3.112607522629715,3.0973430041817855,2.6653316790289168,2.7027605092749205,3.2065474109787546,3.2207738002749813,,,,,3.271639096639608,3.165226446841851,,,2.8169399565213973,2.806259593277914,2.7244709742421707,2.7781165779906183
Nidoqueen,Poison Jab,Sludge Wave,40,2.1287086573267078,2.0528462862394634,1.7663176421460995,1.7444434184907782,1.7588083127807181,1.749817491912302,1.860444661433922,1.8035317924722603,1.7936817212696914,1.741804311316603,1.8611172344120652,1.8268587180967986,1.7172238882807676,1.7307959890980278,1.8726400831813015,1.8677172156712083,1.7673069550565428,1.7327954585291936,1.816289884489206,2.0968024939865115,,,,,,,,,,,,,,,,,,,,,,
Nidoqueen,Poison Jab,Poison Fang,40,2.2388986905364527,2.25166566229404,1.9061361477867251,1.9349580932796975,1.901300685706073,1.943009562026286,2.0237999121067456,1.998078992405018,1.9822860019296777,1.9298410078694372,2.0461326357108893,2.027983017259342,1.9263078808345915,1.938201961018068,2.0968303271147457,2.0956321488908936,1.9597236730715077,1.947248330563716,1.994775246824757,2.307580920917193,,,,,,,,,,,,,,,,,,,,,,
Nidoqueen,Poison Jab,Return,40,2.287796864606002,2.309690013583288,1.946685509472112,1.9758585784605043,1.9430911752176203,1.9794950305670824,2.0745339907891998,2.054049590003241,2.3155703148920135,2.2261624041440147,2.110837763258439,2.0837099342510936,1.9684908006294435,1.977383716139784,2.121634947204067,2.122886514630252,2.0013499286311855,,,2.326378157778654,,,,,,,,,,,,,,,,,,,,,,
Nidoqueen,Poison Jab,Earthquake,40,2.3851457167107895,2.330491999512787,1.9936195900599651,1.9565365656737816,2.276234239986467,2.2573580761431504,2.403211947224622,2.324418159869508,2.4217584181908687,2.3706857743899254,2.0932514514105325,2.0560698397251094,1.9571587982432732,1.9508477375405076,2.1653770141435857,2.1117454764141352,2.0102493269578967,,,2.3803014130071922,,,,,,,,,,,,,,,,,,,,,,
Nidoqueen,Poison Jab,Stone Edge,40,2.4119153204992125,2.412976372566803,2.050607643418536,2.0579437610704097,2.0456644124977776,2.066840085027141,2.1929325250046507,2.1395205994446025,2.3920206971351425,2.293649461734416,2.2213800231778746,2.178895769070377,2.05240257311627,2.0531886695701176,2.2560111676506582,2.244676311935539,2.0755447443628285,,,2.483225344596388,,,,,,,,,,,,,,,,,,,,,,
Nidoqueen,Poison Jab,Earth Power,40,2.5515222441100645,2.4480255716048425,2.113536592549209,2.084906928444859,2.280407211690046,2.323710940551853,2.4383267469018985,2.41698436675068,2.4217584181908687,2.3708362639735423,2.247652659241799,2.1747048587045192,2.0777976745920577,2.060513577330704,2.2509663439987904,2.219495491126743,2.1253202463245797,,,2.5375202552460436,,,,,,,,,,,,,,,,,,,,,,
Nidoqueen,Bite,Poison Fang,40,3.094227621573241,3.182251451450674,2.856212810691811,3.044288312860843,2.5213032455424638,2.656313324649845,2.8005264312600855,2.866509105485355,3.35999091446544,3.4791050825012757,2.9358595500920064,2.9953059041952796,2.976946245628547,3.0832097546520068,3.1429627668638416,3.290556416147066,3.0794975109802567,3.1746692820520095,2.61494779694982,3.0874608446349305,,,,,,,,,,,,,,,,,,,,,,
Nidoqueen,Bite,Sludge Wave,40,3.268693128562624,3.0583621926365767,3.015945789460735,2.9100057165116753,2.547524720730274,2.4808423406518614,2.797797067752954,2.6977247501374224,3.369868439383796,3.3640685847687744,2.8430217558092825,2.818384290819831,2.849771543955247,2.891190199878426,3.080775694288136,3.0692036790523365,2.9705733359248634,2.9596561860560477,2.600968634211632,2.9593239239318962,,,,,,,,,,,,,,,,,,,,,,
