Attacker,Fast Move,Charged Move,Level,"Arceus (Fire), Tier 5","Arceus (Fire), Tier 5","Arceus (Ground), Tier 5","Arceus (Ground), Tier 5","Arceus (Rock), Tier 5","Arceus (Rock), Tier 5","Entei, Tier 5","Entei, Tier 5","Groudon, Tier 5","Groudon, Tier 5","Regirock, Tier 5","Regirock, Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Mega Aerodactyl, Mega Tier","Mega Aerodactyl, Mega Tier","Mega Blaziken, Mega Tier","Mega Blaziken, Mega Tier","Mega Camerupt, Mega Tier","Mega Camerupt, Mega Tier","Mega Houndoom, Mega Tier","Mega Houndoom, Mega Tier","Mega Steelix, Mega Tier","Mega Steelix, Mega Tier","Nidoqueen, Tier 3","Nidoqueen, Tier 3","Aerodactyl, Tier 3","Aerodactyl, Tier 3","Arcanine, Tier 3","Arcanine, Tier 3","Blaziken, Tier 3","Blaziken, Tier 3","Boldore, Tier 3","Boldore, Tier 3","Camerupt, Tier 3","Camerupt, Tier 3","Claydol, Tier 3","Claydol, Tier 3","Combusken, Tier 3","Combusken, Tier 3","Donphan, Tier 3","Donphan, Tier 3","Excadrill, Tier 3","Excadrill, Tier 3","Flareon, Tier 3","Flareon, Tier 3","Golem, Tier 3","Golem, Tier 3","Golurk, Tier 3","Golurk, Tier 3","Graveler, Tier 3","Graveler, Tier 3","Hippowdon, Tier 3","Hippowdon, Tier 3","Lampent, Tier 3","Lampent, Tier 3","Magcargo, Tier 3","Magcargo, Tier 3","Magmar, Tier 3","Magmar, Tier 3","Marowak (Alola), Tier 3","Marowak (Alola), Tier 3","Monferno, Tier 3","Monferno, Tier 3","Nidoking, Tier 3","Nidoking, Tier 3","Ninetales, Tier 3","Ninetales, Tier 3","Nosepass, Tier 3","Nosepass, Tier 3","Onix, Tier 3","Onix, Tier 3","Piloswine, Tier 3","Piloswine, Tier 3","Rhydon, Tier 3","Rhydon, Tier 3","Shuckle, Tier 3","Shuckle, Tier 3","Stunfisk, Tier 3","Stunfisk, Tier 3","Stunfisk (Galarian), Tier 3","Stunfisk (Galarian), Tier 3","Sudowoodo, Tier 3","Sudowoodo, Tier 3","Typhlosion, Tier 3","Typhlosion, Tier 3"
Kingler,Bubble,Water Pulse,40,1.7170724871237606,1.6199484114285827,1.7182264090104828,1.6206880451172996,1.713447565172853,1.6139080484449468,1.6000521728446395,1.5424864909325866,1.7629599384386194,1.6580254687331624,1.718055853277347,1.6209920013995667,1.816081006916834,1.6938217877662236,1.81276530190583,1.6364384256023883,1.986151864930427,1.6957122509399765,1.6957792247673253,1.595068036511843,1.8013521453082753,1.6734736379886948,1.6764689386692992,1.6435457571246581,1.6195792919829424,1.5278169043451186,1.6834255737951067,1.5264846098118052,1.7068552553627425,1.6054823258024813,1.7133397890956947,1.5636136068191882,1.6540299847175677,1.5352942433713739,1.7145990694004016,1.5488899329281807,1.5623072856448017,1.4556581322443023,1.5813510660345866,1.5080205576040258,1.714729103092127,1.58737044030679,1.726674303980569,1.6093497205586327,1.643473405655273,1.5183357327592595,1.692266493966185,1.55088358207539,1.7057171431191884,1.556178424287209,1.6087545856621241,1.504489176426766,1.6834250502813763,1.55659864686975,1.6222126089853437,1.5207397361888353,1.5680749532088303,1.5102159418608325,1.5906553695618213,1.499586034608794,1.6138812575937687,1.5362761062131787,1.5779792299784845,1.5327758741872428,1.6681420207264361,1.5178663840981699,1.6613778315355434,1.5536126649324928,1.580878268967988,1.5289812509049048,1.551147322496406,1.495064265252008,1.6052218636504958,1.5110888457157732,1.6824237289872082,1.5709556910580256,1.513659802477238,1.4838811344744456,1.571597953017318,1.4924811306914054,1.523053408024834,1.461319172042662,1.6552343892738237,1.5279730048598532,1.6765898536156536,1.5366960465343837
Kingler,Mud Shot,Water Pulse,40,1.8491692586388375,1.7441287108325205,2.0910665927260146,1.9941061812455825,1.850971682761545,1.7435005159158872,1.7379983240532855,1.6620447533807645,2.2789211702649372,2.0631797261955134,1.8325280377159672,1.7238126601515658,1.9410622823022972,1.8070754031036294,2.437027494720845,2.2040475329769342,2.112461295831243,1.7769571051459467,2.107765753730436,1.965031186114041,1.959926982602855,1.8076503629626512,1.7867403546795277,1.7587525469858194,1.810754909872561,1.70532802684412,2.2273725427633666,2.0499034683299753,1.8527303545560283,1.7298113862022093,1.8742459393310371,1.7011176847283989,1.8819476335890093,1.7483322592723578,2.171502886048665,1.9330605154645428,1.9755405278773372,1.851976971314411,1.756802734840851,1.6907606420284012,2.0647997558843527,1.9236010073536594,1.9353071490092273,1.767549870017206,1.8287485556448886,1.7050002435905671,2.0276606384503224,1.8570121932464863,2.0284332780391785,1.8609129521482868,1.9750614987693442,1.8552834144131376,2.0460472906835845,1.907357311101052,1.8049452474147758,1.6912743284875278,1.7412487979270168,1.69161706584619,1.7716015834200922,1.6722121848116929,1.7739274615836214,1.6947599202201244,1.7687753397204862,1.7072600474803614,1.8416228260291467,1.6838740971952517,1.810853203500397,1.7110396270409027,1.7680001521979454,1.7188138245258298,1.952576960950118,1.8913117144445408,1.9696434603836768,1.8826466288060169,2.09953701672533,1.939101693988798,1.8808791961908276,1.8387167534476831,1.7972814564096637,1.7048855639489333,1.7452409648170617,1.6799286455270017,1.8415248606817272,1.7084132078319574,1.856958660743559,1.7103732727677983
Kingler,Metal Claw,Water Pulse,40,2.242360822312667,2.160309564647724,1.9919165272029768,1.8884087866498964,1.6901718758921351,1.6000338299776542,2.1360127902152315,2.0894302920788337,2.1629791763700092,1.9796834841885043,1.7467469588383335,1.631357051252134,1.8583433692867926,1.7224950406595931,1.9090086306790934,1.7110419646343216,2.7197780393125695,2.2248738410418984,2.4884214904632396,2.29759235386799,2.3467270918022383,2.1862633804483855,2.1075863990446986,2.05878138218518,1.9472622326356703,1.848781853530519,1.7282147892858737,1.5575981762851068,2.266639959149786,2.157795107525233,2.303110464916862,2.0928873089779394,1.7055040044891565,1.5715058404615176,2.5476005034365343,2.2407013516937853,1.8869714820918468,1.7712035583012504,2.0965971555126965,2.032421136029638,2.027955281393428,1.8851691744098862,2.368989035500746,2.1641112841222867,2.1780175136408877,2.0473421444866275,1.9946203388835901,1.8129364592138038,2.0246967421602755,1.8544436463938818,1.9607883337879186,1.8403273458912301,1.9989375190000203,1.8619324456782225,2.1687476624077293,2.0418847439804124,2.0766283469479747,2.037936094178813,2.095661975192074,1.9849324701328002,2.1243414945277936,2.051029211799186,2.131360171008185,2.129651611490633,1.9900396609019222,1.8262298042637792,2.163723457680741,2.0633553154375623,1.6360979051587186,1.5907555439271486,1.8483115384274,1.80531544763674,1.6544106627480395,1.5617773201963,2.059916497615622,1.868280193007657,1.52129022435514,1.4917257704054279,2.138160203764815,2.051146025724102,2.090209541831006,2.0158705234127883,1.687806953127361,1.554775609097306,2.2044414900963285,2.051909473309858
Feraligatr,Water Gun,Hydro Cannon,40,1.2571807757932,1.2477385689501805,1.2617535761012122,1.2507133596652944,1.2608181016388147,1.2453416138226006,1.2252405201426826,1.2181331674879003,1.2951084587907662,1.3116850052881468,1.249453134771303,1.2618895376540102,1.2830233461023655,1.301398526158984,1.2302338409066105,1.23983396371205,1.2829783182316197,1.264805053028285,1.2821817115976546,1.2429041933061622,1.278545089876298,1.295128945991134,1.2338688363350903,1.2583225442639168,1.2380592043893976,1.212907821102214,1.2903911502781626,1.2539960460590514,1.2655183404414612,1.2661120255701033,1.2685124362419307,1.2485441419901335,1.2551546957383757,1.247967259846085,1.287807578181067,1.255493356240557,1.2405032878721796,1.2345695623633692,1.2922830300253743,1.2748449435899867,1.2910872547466945,1.2913375759193153,1.307580592447834,1.3072203686837163,1.2860467615023754,1.2728015245239215,1.2607414412694338,1.245283780886232,1.280239684200054,1.2614625453282986,1.2183889323548671,1.2423035933143325,1.300605565525303,1.295344111646631,1.3003195691213358,1.287165332259774,1.2948321292901401,1.2816267619329902,1.2705091628764615,1.2681935624468839,1.2847232889415952,1.2801642054676785,1.2783587618513137,1.2836420369789718,1.2793947502702143,1.2554368064645534,1.265515016293869,1.284595334918621,1.3080076548416182,1.316681608665412,1.2923282035239412,1.28025244335831,1.2468661940542691,1.2665639454062552,1.2736179828905947,1.2571949975627703,1.2845048856576096,1.2797300615277396,1.2279613457614498,1.2256557998091895,1.210322493897138,1.213512311917343,1.2894174258790891,1.2880284634300196,1.2322195230769417,1.2064444951386621
Feraligatr,Waterfall,Hydro Cannon,40,1.2868912163148145,1.280043996231717,1.2882712259552196,1.277156732843146,1.2876276885925555,1.2749688539021515,1.2730920369531422,1.2482866666195427,1.2893174892606558,1.3032474129771958,1.2648344168831818,1.274614644137597,1.3173215607474889,1.312645281829795,1.2816500552216479,1.285967888086747,1.3112493509296497,1.2790111118315948,1.292687968276733,1.2556834251337943,1.3173144704134458,1.3118443871335617,1.2935067266235354,1.315641930662726,1.2727592258755933,1.2386299611071625,1.2925255732253418,1.2357413140024007,1.2886721732328439,1.2657101095036778,1.2816562719993267,1.2535949568256917,1.2709297878139603,1.2493972026717326,1.3137611805755842,1.2881549600871678,1.2613686350686169,1.241961577427179,1.2629510834417887,1.2496579239252845,1.2766078462564194,1.2598186938866505,1.2922474323779831,1.2656047157353718,1.2902961213561905,1.251699436070185,1.2599028857451091,1.233075215897405,1.2799361603335688,1.243185347154649,1.2336865583904137,1.2452549844413312,1.3213197175701157,1.2868541277647723,1.2759041612045636,1.2621145500735214,1.2682946433055662,1.2648289173049885,1.260820060286937,1.2384117298748107,1.2675028149782284,1.2587262159579269,1.2832305681340785,1.2810018705114106,1.2786606132291478,1.2486035394581012,1.2867531725770978,1.2863868916941528,1.2977114383139938,1.285645141634273,1.2991074130895452,1.2753653715343205,1.2715933701891933,1.2534001849636647,1.2721028348662922,1.2355741563676805,1.292537009881835,1.2826390659885838,1.2652483225272722,1.2429226275804708,1.2466586216127273,1.2351056799920344,1.2632785305429437,1.238249602592912,1.3093567267264021,1.236741366001734
Feraligatr,Bite,Hydro Cannon,40,1.5690100886399716,1.5888741058512026,1.568142589373583,1.5886531014226848,1.5676961886603606,1.586653532675342,1.555551883684819,1.574800120598574,1.6196163507449084,1.6508461479396208,1.4639948355258845,1.4992305249128695,1.6449180681257016,1.7120592017900478,1.4893232549585813,1.5285262299376325,1.7020222870098334,1.7075180219171087,1.781705583042521,1.7338126923360722,1.6534983949573365,1.7052269213597144,1.4554546624968774,1.4917577256044585,1.5935811489931557,1.5893087613599612,1.54439239102493,1.5177059497660874,1.597090659005554,1.6317346406829625,1.761151254136592,1.7727451383148625,1.5565097890100252,1.5749919624117363,1.7980564074490064,1.808711275075363,1.3345705568515713,1.3301652924972576,1.7362808868311792,1.75603641207919,1.572927072537891,1.5991889035974298,1.6066031096008788,1.6447954466108778,1.5852354501088368,1.5671036940333019,1.6723712113512863,1.702639180957871,1.362745747498884,1.3614216164823807,1.7128784305460163,1.7403546668102354,1.6003185010765677,1.6047346920804497,1.4032274255270705,1.3867300037888959,1.7231504259654364,1.7535597055551853,1.5236581914815475,1.5350662014915466,1.3710077882347436,1.38570114379469,1.7603579002891898,1.8156390643504932,1.5250961191923862,1.5246302875709816,1.5615083344527558,1.5902615779630305,1.5259133600428811,1.5397978574952276,1.8435284010969217,1.8641354250102562,1.5644984813488496,1.5724107406020904,1.7189444655858674,1.7626282242170443,1.598134651253146,1.606783165624207,1.5828170105478674,1.6013714468149494,1.5616932433826312,1.5846186709520256,1.5809386738811853,1.592201972825952,1.6505375472425483,1.572383418687178
Feraligatr,Water Gun,Hydro Pump,40,1.6024057641598002,1.5357904073650854,1.5985096403631107,1.5359328607198375,1.605238971947888,1.5339863845686423,1.5070159463091797,1.478857248477285,1.6854014916660576,1.633648101636483,1.5515356834477825,1.5344034348065578,1.642533635566759,1.6216477066363917,1.568471108558225,1.5216292371868327,1.637627879713434,1.568848456392017,1.6688150409353653,1.538842402698022,1.6264627982840414,1.6115512133070944,1.5290566848193514,1.5372458586606543,1.5103591301489778,1.4630091190128243,1.5917990057268072,1.5420182479141102,1.5835879398747834,1.5393988064445874,1.536011640395867,1.520317494106133,1.5327992896640419,1.5090174923930997,1.6019621712060168,1.5445216975732154,1.528197564022442,1.5027808882313296,1.5749549103232887,1.5558232069081346,1.599302811497621,1.582930492360776,1.6198947001556578,1.6152895928167557,1.609866677849618,1.5566069881544378,1.550724253432571,1.5128345931829927,1.5942072377183045,1.557035222695921,1.4800512064292046,1.5042920008544276,1.603110068995247,1.5702917966529548,1.591965347063845,1.5653628349734496,1.5638815250248395,1.5412953987315818,1.5572836944905493,1.5407101454928858,1.5812305163070035,1.565026082675339,1.574375777482953,1.5567474992055776,1.5796755421832713,1.535586305656644,1.5585808714521177,1.562326593465361,1.59469853187717,1.5932232117375715,1.5514788393219756,1.519416080432354,1.534453553677796,1.5127158165613386,1.5747610364233087,1.5480005467498177,1.519850334008985,1.5414674344541643,1.501693506796977,1.486697097963645,1.4694037245877805,1.4494751457655062,1.6001769982912255,1.5717369970335069,1.5284914450004863,1.4640994068049573
Feraligatr,Waterfall,Hydro Pump,40,1.5675703118457869,1.5112049078072725,1.5649541197311763,1.511462262270515,1.5703088565981083,1.5111629325388698,1.5162637948602484,1.4727156241341324,1.610262225771432,1.5466631753932982,1.5036180726831705,1.4876957345921233,1.6073847570089446,1.5881240839966277,1.5559495729677966,1.5244753528456905,1.5971532093470093,1.5270647435864046,1.5989842929675206,1.4825547004874322,1.603281186751435,1.5786915040353413,1.549840693641516,1.5677050413652451,1.4954729031695446,1.4385829001481762,1.5392615411737223,1.4430997349347758,1.5117258043355903,1.4934480839066673,1.516591513212528,1.4687420707320904,1.4945657659725453,1.4552542989722035,1.570224852217871,1.4885176385333714,1.4926849276912368,1.4461696308292642,1.4894050888180645,1.4451059468006626,1.5195003867560646,1.487593384595922,1.5532313360249799,1.498530227852192,1.5394522640597788,1.4667439566592362,1.5103795271686464,1.453687603789387,1.5287210092058772,1.464912831113567,1.4498516692526704,1.4449097214995497,1.5747076534044169,1.510103904324475,1.518192748803657,1.4570425958522026,1.4919023463551484,1.4549882441503568,1.490256221207056,1.438067067239722,1.4880877130865378,1.4617170266478583,1.4980336771014187,1.4819353176636239,1.5088214538954972,1.4476947812731242,1.519619951649551,1.5069250402080787,1.5150840676586261,1.4863672513720836,1.4950045623800763,1.4646286255210395,1.4907291514897862,1.4681298066624666,1.5263795856959752,1.4723936482378726,1.4864948682365031,1.4653885020515462,1.4869885421700655,1.4491337588432163,1.4544794946289903,1.4144478624918375,1.4832691513823217,1.4390734985763227,1.5363558956658754,1.4484591744587219
Feraligatr,Bite,Hydro Pump,40,,2.06503173331367,,,2.1526810006457264,2.0633796252413528,2.021523114174097,2.0040157853041602,,,1.868212229556906,1.8447816055944648,2.2974992053724517,2.2920331558297735,1.9846181479825866,1.949839106022233,,,,,,,1.8653933641621034,1.8531449289982038,,,1.9764911668013432,,,2.091410996771064,,,2.0306492602561184,1.9909009375483664,,,1.6314527676769952,1.5945681564649823,,,,,2.102336376692041,2.1044580780243,2.0324817867479483,1.9729734500402807,2.2184492420895343,2.196453923492644,1.698836762094548,1.657069781293447,,,,,1.7088064270430983,1.6633395086689002,2.3108671827848455,2.269934553652739,1.9184734873003266,1.9061607472780415,1.6732680780918987,1.6660254752959893,,,,,1.9910468662168048,1.9843203202797741,1.8777706218639498,1.8793245508358785,,,1.9942406640041879,1.9900895415064157,2.317605756802676,,1.930508128900237,1.9534561320486363,,,1.98234391039967,1.966722423805973,2.0323628596898127,1.9806408128758095,2.089526355547389,1.9645605254790057
Feraligatr,Ice Fang,Hydro Pump,40,2.0897548170402724,,1.691087735462645,1.7181838657378934,1.9366135476587134,1.979064384661858,2.0196836885111704,2.040937619447005,1.7430050089057973,1.7889418096097767,1.8917315975749365,1.9038080685228622,1.965920101712326,1.9836051709537017,1.7299099203606134,1.7438292522255723,2.1971386017794967,2.1320806739558447,2.30222307688072,2.114535029580148,2.1420297463107834,2.183377402702839,1.8731755420625147,1.9546793764216424,1.6472646473333972,1.6263809586801827,1.6958136024321586,1.6576187939426992,2.1091076431756113,,2.106350805236769,2.0677341608320288,1.850165278678501,1.857963359336383,2.055320287435032,1.998319809460903,1.6222146911603101,1.6043606566053041,2.0298891662623646,2.042979272359135,1.7022454755597174,1.7046652733896033,1.9311648195997693,1.9083600816732436,2.0884473468135165,2.0093469584010855,1.86329618657095,1.8460289074212837,1.6987202170372997,1.6815901414035885,1.7749111417179435,1.826033791119173,1.7088387132473115,1.6753286444277722,,,2.0940779961775062,2.059704638408537,2.0141201166011853,1.9858882332373413,,,2.056261700645692,2.063937872697444,1.687812407553192,1.6506155614051068,2.030504823934318,2.0775220520085154,1.8459543564491196,1.8265439843226583,1.838494221436021,1.8141142015817224,1.8248070921795005,1.8240028899284224,1.8977132801791718,1.8432316131513824,1.7340175020024589,1.7480071580183891,1.6462822518540408,1.6388782260998087,1.840324507718831,1.8209320251101055,1.8796058788959222,1.8449031396381323,,
Shadow Omastar,Rock Throw,Hydro Pump,40,1.256599768285991,1.2289289297996189,1.8581609195605493,1.849905809436928,1.5814325886321523,1.5527138432512946,1.167078208728299,1.150606728715774,2.4024510533317716,2.001310163344147,1.6341190472225537,1.5595538155372555,2.77684603802554,2.0484110197140977,1.2914088290368764,1.239384757152226,1.786998310899339,1.6021799994934665,2.5296198045081635,1.9789453581086067,1.2613304051064558,1.2457594221634811,2.5288810809297764,2.196889226100152,1.9653896914554614,1.8128798816441931,1.2676092532494192,1.1795349739205745,1.2535670014725508,1.212544639936481,1.5579806998291135,1.5140505738924257,1.6344142196858522,1.4926916260934513,2.022709698660177,1.8717218586865851,1.8483484075914043,1.7287379227645676,1.5389315973763689,1.504406148425307,1.989480046872627,1.8518877367830089,2.3651929139702936,2.265881223713709,1.189120102532472,1.146390305519056,2.231249545534373,2.0026872714060286,1.9560180911710023,1.9050246926753291,2.0941192172537235,2.0755412528058477,1.9401360840860447,1.82327853129095,1.2201032744362472,1.2066500762571115,1.492754064761791,1.4602074115729378,1.2018326615051593,1.1609984141323915,1.232526183495154,1.1875062108971195,1.539402905821194,1.5307244157886724,1.9693771143291214,1.8088713402345251,1.2217493010717926,1.1835923395484516,1.4774049892835792,1.4604746435017344,2.0821201366691207,2.0240922322251564,1.5603233322072838,1.4907430913981448,2.3756798950099998,2.2267535360111173,1.1332554425291481,1.115236949164196,1.935422805654563,1.8289049183227166,1.9961008298418907,1.983519032876547,1.6264326652509462,1.5063857838501429,1.2269515811166716,1.1773229934576834
Shadow Omastar,Water Gun,Hydro Pump,40,1.374569246201611,1.3208395562909048,1.3647835812861324,1.320748087799634,1.3775806807941617,1.3173336129805169,1.2822929783643087,1.2675350613014515,1.5741412266668544,1.4220346359460814,1.3587180085878514,1.296072718207862,1.8322502752325864,1.4440769758153225,1.3927705185230266,1.339200429924119,1.5432284260538045,1.37442639982512,1.5532995018461047,1.3633353733435767,1.3773661020083938,1.369513019351645,1.4059827267702252,1.313537270875654,1.3420051742204413,1.251046571323459,1.4151577058853695,1.3179330014277904,1.3663739429049224,1.3258117216960337,1.390333895663237,1.3290679054507877,1.4227711784091255,1.321264974311969,1.4731310003839224,1.340156091579197,1.341090992528983,1.2634595052749467,1.326186889966593,1.2928041460955186,1.4630204177829906,1.354495135726152,1.4284609679732982,1.3848063145766352,1.2707047968133922,1.2346786404963317,1.3713593316729482,1.2969973765154812,1.3673783290715564,1.3044509403282907,1.3275482876823859,1.2872174334011641,1.420453532352639,1.3330637690522178,1.3429592737208775,1.316608961584183,1.32158728016129,1.297882130567004,1.2660999952065644,1.2383586584073267,1.3537837948612064,1.3202409340144667,1.3100520134229008,1.3061454562100152,1.3590707512360367,1.2535301084084902,1.3539770846453991,1.320855406780684,1.2494348119091316,1.245631061819292,1.3040097669561475,1.3109189655754212,1.3111255903944627,1.2590042371187122,1.4412771744152366,1.3634783456142168,1.217116949289654,1.2180854897832245,1.3224265087131835,1.2694212694266527,1.2769115342865422,1.2452910592139081,1.3302961154719792,1.2440248227613957,1.3028937899842794,1.2593003412845227
Shadow Omastar,Mud Shot,Hydro Pump,40,1.4992749662304568,1.4637542708003555,1.7239798055045008,1.6982811671779332,1.5017672358652374,1.4619915487897928,1.3765726375218987,1.373803762799359,1.7833869236654727,1.6639278481816406,1.5143045232729075,1.4624854433073586,1.8832683883413563,1.566011118844164,1.8537758036691077,,1.6102885595488825,1.4912613632573888,2.051494228725533,1.75551892218012,1.5092842179757027,1.4950714952994375,1.5225978247469765,1.5114386919351543,1.4662798997638982,1.3604393954698228,,,1.4609640621421836,1.429646506824309,1.5083966626563812,1.418518576431213,1.4974723344749359,1.4150334088575498,1.8230539451992942,1.658281027831641,1.6862360762447213,1.6152666518966385,1.404440688100756,1.4061963993906708,1.767120558356475,1.650359634391139,1.540463325058646,1.4674046624534867,1.4532144692278655,1.406725782684735,1.7271685186185268,1.5873904681844955,1.690804949685472,1.6372347388755555,1.6080377349451713,1.5611672516439852,1.762971127033945,1.6386327967821879,1.457132407178649,1.41047486614729,1.3986562459357355,1.3957160045640984,1.4108668738764307,1.4041188066769308,1.4512306167568356,1.4271684260600515,1.4614395626996965,1.4136518061450323,1.5371009802483917,1.4125261911269016,1.472673595186918,1.429695423032233,1.354497615267599,1.3676523054384062,1.5672118602606202,1.5801062769843905,1.65100712594204,1.5820192585836599,1.7071184089026596,1.5979095472352938,,,1.428829905494037,1.3813002130037666,1.3988214231334084,1.353341882632717,1.4522909834726425,1.359918640650196,1.4206550816589025,1.3666209110158
Shadow Blastoise,Water Gun,Hydro Cannon,40,1.2673236519654176,1.2568356518089199,1.2655868019825383,1.256120701851302,1.2677704672787917,1.2577704648235437,1.2275369726616112,1.2116151545509515,1.3010377917496125,1.319261820281993,1.2509727501001822,1.260785506662333,1.2810001528764414,1.307832847815407,1.2601071206223167,1.2438903165478643,1.350586885972634,1.280708718674759,1.2826198464410226,1.2542536817844445,1.2910758852653375,1.3112401977177062,1.2323756564340318,1.2677268798873205,1.2263642234693548,1.205779393306021,1.2978190406701506,1.247342338691402,1.288225824665313,1.261715780302592,1.2692108525777905,1.243167414253741,1.267459075292668,1.2337789509640698,1.3168530301244923,1.2528605280045721,1.2452042910143235,1.2265564228799262,1.2841272106983477,1.2657423201001066,1.2878331291906384,1.2758083549418457,1.2684774295995453,1.2501389079906478,1.2910677268088246,1.2677162572344631,1.2773688236792433,1.2352870508437177,1.2830300769011582,1.2505642447513134,1.2250963892319304,1.2191503880620478,1.2925148106417312,1.2712882513685335,1.2946616159212274,1.2803935137333569,1.2313802155320872,1.2320844232849528,1.2550567125514562,1.2491272405117073,1.2856014844285528,1.271646682525329,1.2664169370247436,1.2901831995420534,1.2840679603088523,1.2558123924185975,1.2679906579236546,1.2723676725539987,1.2126246152596827,1.2230116886575249,1.2761859912055948,1.2542573842435134,1.2409476322550856,1.2512047321582764,1.2720103578212125,1.25010139001222,1.2866106718804655,1.2797300615277396,1.2253625747361487,1.2184765335539072,1.1983792419189265,1.2042861889787846,1.2296571237210079,1.2013826901046398,1.2643303447580136,1.2002433613232295
Shadow Blastoise,Bite,Hydro Cannon,40,1.5690367209111118,1.591956718156309,1.5667538156363974,1.5878056511012106,1.5717765007109261,1.589350766420064,1.5592883551360746,1.5637404415377614,1.500479847716585,1.5227995794937164,1.4629569448819233,1.498153706936713,1.626046076299642,1.704507127027042,1.5359619984025303,1.5290138155951338,1.8293556724629012,1.7399593587425317,1.7702855288855983,1.726961209422243,1.6589187710528603,1.729875064103712,1.4428506574362865,1.4983594845650876,1.572586967184258,1.5714413215780652,1.5487936569754133,1.5059675364333043,1.5224360359416569,1.5228881128864458,1.760665310622844,1.7545244358270358,1.5555997921604083,1.559117686365618,1.8721709754566478,1.7602826071818536,1.3338166678057202,1.3187647386463668,1.7090661407685395,1.7660559663156854,1.5737022458577805,1.5733188440316677,1.5231238145471286,1.529898350858329,1.5799273863667425,1.5556384155739804,1.6783648422414266,1.6710819603003118,1.3770742697734315,1.342972580858359,1.6400536415202875,1.6472242001300492,1.5820422874618874,1.5769727872344212,1.3926298538894066,1.3781570157505223,1.7045399199436233,1.7500780006454963,1.51048926149709,1.5062605661279622,1.3820044785960837,1.3787408156036702,1.7501527121067983,1.8171851364816842,1.5255471364237492,1.5108749394667318,1.5651111783640699,1.5887484979701298,1.5078659013527487,1.5280877150033463,1.8386422754598732,1.8430670429459182,1.5527074733627395,1.5550044058684682,1.722088513547066,1.7485146407177645,1.6103286425095509,1.6068026941499929,1.577045518365616,1.585449135337925,1.5453447564503693,1.5661756873787216,1.5769406417561027,1.5654566522356637,1.6568731828056937,1.554432867649272
Shadow Blastoise,Water Gun,Hydro Pump,40,1.6386033931015087,1.5531267304863212,1.6287051275909357,1.5563228672824796,1.6435326665405803,1.554615077521795,1.5259194026390865,1.4865999994041341,1.7047872073479213,1.6468985789921577,1.5673223356773536,1.5354624368161987,1.660220285054073,1.6271534134512216,1.586464427418111,1.5396650663479263,1.7576724730611797,1.584891089536921,1.6630098389735852,1.556161308384442,1.6654179617480984,1.635246934999683,1.5337944695574868,1.5558158415278858,1.498639771548063,1.4591880042886836,1.6031024701987844,1.5300997440617754,1.596958835099594,1.5433415507794586,1.5551864782740976,1.511977325758669,1.548315979522323,1.5127529966231497,1.6403440664709479,1.5315909049538028,1.5337122271643835,1.4991624392083223,1.5677720292614892,1.5548871908195459,1.6268823991803891,1.5751643083606162,1.5667787135760793,1.5292915721329972,1.6136781936511824,1.545115867913191,1.576360430895073,1.5134297230330327,1.6264953870959624,1.5464711212751963,1.492999352413872,1.5033107868981954,1.607859875046281,1.558930824079886,1.5866328008588932,1.5597487146811964,1.4933610401370887,1.477982710784352,1.5474225972213937,1.5192150888855713,1.578121703989889,1.5490031707703602,1.561031307193603,1.551214816968133,1.5949562465878047,1.5227361676487838,1.571349599151179,1.5513895033547898,1.464592143981299,1.4548684994696197,1.5386206149638066,1.5062649074605234,1.5239265947068599,1.5027476746528876,1.594969464437564,1.5313660657694819,1.5140360112160478,1.5307184049642597,1.4898096728941703,1.4792201460966392,1.4531541482271002,1.4427224921154638,1.511986196035502,1.4584235146028874,1.5385778116446953,1.4554571574007475
Shadow Blastoise,Bite,Hydro Pump,40,2.1719300367145515,2.0372055679081025,2.158821904087284,2.0430990583481754,2.164412968629041,2.0398580153393984,2.0737020113478963,2.0356549766160623,2.0700065681907627,1.9107389456956478,1.9085257049156397,1.8754809961626504,2.303419373074609,2.2923560959073668,2.026891145301137,1.9687516897803357,2.796653491772371,2.33676153758047,2.746489351383382,2.35910239549288,2.3316698701070013,2.289588804363672,1.8507844739776604,1.8911082669479526,2.020662583828077,1.9634797286026842,1.991194284118944,1.903689094148431,1.9477470342248258,1.914640807503807,2.3541375003221394,2.3267201314028507,2.0174524894827317,1.9844978884355207,2.475820221156562,2.3320756897666137,1.6170090990415273,1.587865307277131,2.2976060794743747,2.2718711344360645,2.045428802344578,1.9900913339833002,1.9936023735501647,1.9403735310213102,2.0239879151405504,1.9563676339448042,2.2773405458180025,2.196489103780361,1.720740983339631,1.646828810722402,2.2091527638573445,2.182047943847918,2.016296577611857,1.9721248971807726,1.695425027425541,1.6559707417428713,2.272628457430421,2.2467432998223713,1.9316030180022823,1.88840818250801,1.6706722198071082,1.6523875478849,2.33258177973825,2.3775730534497095,1.9538753616948177,1.8839576850480027,2.0048316042138836,1.9648678617403141,1.8672461084185636,1.8613842453841039,2.3709270048520503,2.355411974276139,1.9938804923571045,1.9805303725214838,2.3452014413771765,2.3047605902468655,1.9375793292703074,1.9379225459339064,2.0522240838055588,2.01209045439368,1.9988609321047384,1.9370124265383528,2.044852913315478,1.971786846663219,2.103472289775914,1.981023254542597
