Attacker,Fast Move,Charged Move,Level,"Arceus (Bug), Tier 5","Arceus (Bug), Tier 5","Arceus (Grass), Tier 5","Arceus (Grass), Tier 5","Arceus (Ice), Tier 5","Arceus (Ice), Tier 5","Arceus (Steel), Tier 5","Arceus (Steel), Tier 5","Genesect (Chill), Tier 5","Genesect (Chill), Tier 5","Genesect (Shock), Tier 5","Genesect (Shock), Tier 5","Genesect, Tier 5","Genesect, Tier 5","Genesect (Burn), Tier 5","Genesect (Burn), Tier 5","Genesect (Douse), Tier 5","Genesect (Douse), Tier 5","Shaymin, Tier 5","Shaymin, Tier 5","Zacian (Crowned Sword), Tier 5","Zacian (Crowned Sword), Tier 5","Zamazenta (Crowned Shield), Tier 5","Zamazenta (Crowned Shield), Tier 5","Cobalion, Tier 5","Cobalion, Tier 5","Regice, Tier 5","Regice, Tier 5","Registeel, Tier 5","Registeel, Tier 5","Mega Venusaur, Mega Tier","Mega Venusaur, Mega Tier","Mega Abomasnow, Mega Tier","Mega Abomasnow, Mega Tier","Mega Aggron, Mega Tier","Mega Aggron, Mega Tier","Mega Beedrill, Mega Tier","Mega Beedrill, Mega Tier","Mega Glalie, Mega Tier","Mega Glalie, Mega Tier","Mega Lucario, Mega Tier","Mega Lucario, Mega Tier","Mega Mawile, Mega Tier","Mega Mawile, Mega Tier","Mega Metagross, Mega Tier","Mega Metagross, Mega Tier","Mega Scizor, Mega Tier","Mega Scizor, Mega Tier","Mega Steelix, Mega Tier","Mega Steelix, Mega Tier","Amoonguss, Tier 3","Amoonguss, Tier 3","Ariados, Tier 3","Ariados, Tier 3","Bellossom, Tier 3","Bellossom, Tier 3","Cryogonal, Tier 3","Cryogonal, Tier 3","Durant, Tier 3","Durant, Tier 3","Excadrill, Tier 3","Excadrill, Tier 3","Galvantula, Tier 3","Galvantula, Tier 3","Glaceon, Tier 3","Glaceon, Tier 3","Glalie, Tier 3","Glalie, Tier 3","Gloom, Tier 3","Gloom, Tier 3","Jynx, Tier 3","Jynx, Tier 3","Mawile, Tier 3","Mawile, Tier 3","Meganium, Tier 3","Meganium, Tier 3","Metagross, Tier 3","Metagross, Tier 3","Metang, Tier 3","Metang, Tier 3","Parasect, Tier 3","Parasect, Tier 3","Piloswine, Tier 3","Piloswine, Tier 3","Pinsir, Tier 3","Pinsir, Tier 3","Skarmory, Tier 3","Skarmory, Tier 3","Stunfisk (Galarian), Tier 3","Stunfisk (Galarian), Tier 3","Tangela, Tier 3","Tangela, Tier 3","Venusaur, Tier 3","Venusaur, Tier 3","Vileplume, Tier 3","Vileplume, Tier 3"
(Boss weights),,,,1.5625,0.0,1.5625,0.0,1.5625,0.0,1.5625,0.0,1.25,0.0,1.25,0.0,1.25,0.0,1.25,0.0,1.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0,0.6521739130434783,0.0
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Mega Charizard Y,Wing Attack,Blast Burn,40,1.0063863636217802,1.0076058364699338,1.0008768006892343,1.0069300169722095,1.1251277669997064,1.143164559620226,1.1818577487200697,1.2025153339002823,1.2133237400316554,1.2186683311994901,1.19738024976012,1.2192447341802213,1.1986751178269366,1.21404565221684,1.2109500422339132,1.2251085725191024,1.2166252924533105,1.219758227159867,1.015103427546866,1.0202383997430304,1.1801725252957813,1.1944275788713565,1.1412140622969504,1.1440046976350744,1.1343966211361687,1.1257627891752586,1.1290945345327212,1.141264056761929,1.2220947380253346,1.2305102969224928,1.019909085819411,1.0220007797204034,1.1257768074998835,1.1342481721296624,1.1853338136251323,1.1996829683700008,1.008814471118284,1.0164738682398609,1.1278533029979942,1.1300491804503465,1.1135367595918364,1.1087750320492828,1.2241657988225487,1.2381102181202752,1.2140681259589652,1.2099232154449633,1.199261443933588,1.2218681477181106,1.1958088562454827,1.206329298698432,1.0169523887498335,1.0340573130870676,1.0215378992638375,1.0419332128907126,1.0308045093604938,1.0382907108611212,1.1098385200008487,1.1306806018613116,1.219368694317268,1.2336612571313825,1.1804383095378022,1.1932032910892472,1.1064734229168796,1.1124265555922346,1.1264445295581464,1.1371334899722692,1.1389458836921875,1.1487322076524125,1.0429962289426162,1.0606629512051837,1.1307502791766786,1.1500738358006968,1.1913652250101612,1.2178412149650564,1.0235355026704245,1.0263222880815892,1.1833685978429627,1.2045304377132247,1.2104752519274704,1.2297295268098458,1.0294710648606722,1.0339545776893062,1.0940080462155795,1.1266996368177202,1.0273081812658602,1.023117612788035,1.2116092100521578,1.233874307459388,1.249855161668993,1.2778126423893321,1.0224881085288926,1.0424536938816904,1.0236924398229352,1.019629282078738,1.0304858729960378,1.043284894005822
Mega Charizard Y,Fire Spin,Blast Burn,40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mega Charizard Y,Air Slash,Blast Burn,40,1.0526561936917427,1.0587763113495354,1.0511339180350106,1.055616883917037,1.1951839719141488,1.216088047819162,1.3135562513373946,1.342566850367066,1.3182234935360162,1.3416284421631886,1.303501498351769,1.3504361866248211,1.3145612441663461,1.344136990306873,1.3208055636566332,1.348296726553841,1.321482324566909,1.3488110120398507,1.051974489231892,1.0563118860175618,1.3002625132189138,1.3399986338397885,1.2023948152681039,1.2080485295648409,1.2059644932826779,1.2226992205913882,1.21026070742569,1.2277792686140887,1.330011506652052,1.3481341531632118,1.048834106175898,1.0538652770285317,1.2075386716228362,1.2234804869629656,1.3678750401977924,1.3584129635088258,1.0412321652485887,1.0452295633900972,1.1972016300651664,1.211840256246379,1.175941421863381,1.1983885351203691,1.3365628844535826,1.3486192995210031,,1.3234023841841538,1.3196199017662358,1.3426857211547862,1.3330499824610083,1.3486948546163886,1.0575336801472677,1.0544032357580102,1.0534417496842887,1.0596555052075378,1.0480572341908827,1.0553539894943968,1.1834849587191694,1.1909827950237302,1.3195416666645017,1.326674306941993,1.3227612499886987,1.3232725348439747,1.186379958458961,1.1904004547212326,1.2002325583079139,1.2253370964787738,1.2228109187412848,1.2085808152204378,1.0554896804850982,1.0580656546473322,1.2124314303760817,1.2259085603497735,1.2940696151829176,1.3231643621009233,1.053877167277683,1.0535598303630864,1.3109695695602963,1.3265986904447262,1.333738758994836,1.3530375572192463,1.0585847067679948,1.0513257232140725,1.179544399608362,1.2112123836916895,1.0501348784644475,1.0533371595525003,1.3413293491708602,1.366972579321568,1.347222986272407,1.3729111876770952,1.0540663890835789,1.0526031908687417,1.050279265310226,1.0563774177361032,1.051297321671828,1.060766576457517
Mega Charizard Y,Ember,Blast Burn,40,1.057559209169907,1.0672817886148067,1.0547079782641124,1.0672757300057878,1.0549750300301417,1.064971450485768,1.0538282636500067,1.0612509341773042,1.0492773072046397,1.045083353298832,1.0502925962548575,1.0472546702051524,1.046394728939626,1.0447994271027221,1.0471796379620615,1.0512830274544729,1.05798796760761,1.053133613240045,1.0508643713238244,1.0499625243072688,1.0536708009632427,1.0572379655922792,1.0607600575474467,1.061075127579122,1.0604734161429141,1.054237313278804,1.0644208325378175,1.0743699925202665,1.06338613083921,1.0612241285188921,1.0429321001902556,1.0469355655844605,1.0563847254506926,1.0543568976530766,1.0403528712506556,1.0504496411102051,1.0572693002962734,1.054407384639513,1.044652994899226,1.0366101282794042,1.0476921127107546,1.0464376867291039,1.0484622907093197,1.0538413132616324,1.067856783061666,1.0544891057263743,1.0427226413414625,1.0463836204537673,1.0428932737869443,1.049148818728995,1.0661994100130987,1.0633433462095265,1.065206379228102,1.0636270626061768,1.0703677033208072,1.070199708027464,1.0493471804624908,1.063318102961852,1.0523581543360587,1.0599721187523943,1.0398170822659814,1.057609308700337,1.0459017077125112,1.0611411137778068,1.051636198294331,1.053275563976,1.0497076115006985,1.0441860266842358,1.0700522800020784,1.0729591364718203,1.0738328005242637,1.0722812040240166,1.0554181211386116,1.0612002443053599,1.0699454790770002,1.082930668452903,1.0376260148363226,1.0352738760210283,1.0414691277465675,1.0611266305302378,1.0612470307887183,1.0856092211759634,1.0431267595089992,1.0458767488408867,1.0659569427208384,1.0471556175292498,1.0544859068987664,1.051318931597478,1.076940684593646,1.0836044995325151,1.0783912000805231,1.0828419653237864,1.0505069954129682,1.0634287080672253,1.0419698773961559,1.047495981093099
Mega Charizard Y,Fire Spin,Overheat,40,1.103659588481949,1.0810115055866212,1.0995449988561645,1.0764686231998568,1.1003693398227445,1.0850766553335784,1.0969955962591174,1.0783048063029144,1.0710157599788652,1.0694452259833418,1.0887515772702023,1.0702147951851884,1.069849384561697,1.0654511989200395,1.0684946345224744,1.066641873392821,1.080905793288574,1.0692866305505495,1.0619112247284783,1.0672320910462463,1.0867000891837675,1.0717394146979322,1.060150400229218,1.0575976221352525,1.0684041068156884,1.0630737627631348,1.0533374871093601,1.0525140656545562,1.0601419982142615,1.057373953402691,1.0566653865080449,1.0615303986419111,1.0680066218545892,1.0670953124442482,1.0782607508173205,1.0787004552339239,1.052801860707971,1.0632250945554809,1.1037564285913108,1.0771888560536238,1.0684242893296285,1.063430278063879,1.0543406191779408,1.0625720434803847,1.0510414269644812,1.0603739721501309,1.070366004212571,1.0610530930906503,1.0525466268987551,1.0583664688463195,1.0733636669747952,1.0712967022279059,1.020410767766807,1.0645561741562517,1.0483559198109198,1.0697396880503958,1.0599268445132897,1.0626456243344846,1.0887577378639952,1.0692925670840485,1.0782256157827093,1.0556669135475947,1.0580856122360929,1.0546178699518212,1.0688523189582084,1.0670978903908546,1.0734577529740743,1.0497670739146912,1.0536637641103244,1.0563620793780695,1.0721092721418608,1.0818371765362185,1.049594635317635,1.0523743105459173,1.0607831665036742,1.060646372854957,1.080051482490974,1.0664736212126642,1.0710449214902698,1.0700905840290076,1.1288388934664437,1.1267921999723565,1.0624740873652228,1.0583864760110184,1.0644623286331911,1.0680400845486506,1.0465764017410226,1.0484813328097968,1.068617009826445,1.0666697588882375,1.0729072072795842,1.0733731592642097,1.0445088730632408,1.058111077169286,1.0626242262743042,1.071014444255551
