Attacker,Fast Move,Charged Move,Level,"Tapu Koko, Tier 5","Tapu Koko, Tier 5","Arceus (Electric), Tier 5","Arceus (Electric), Tier 5","Arceus (Fire), Tier 5","Arceus (Fire), Tier 5","Arceus (Poison), Tier 5","Arceus (Poison), Tier 5","Arceus (Rock), Tier 5","Arceus (Rock), Tier 5","Arceus (Steel), Tier 5","Arceus (Steel), Tier 5","Zacian (Crowned Sword), Tier 5","Zacian (Crowned Sword), Tier 5","Zamazenta (Crowned Shield), Tier 5","Zamazenta (Crowned Shield), Tier 5","Cobalion, Tier 5","Cobalion, Tier 5","Dialga, Tier 5","Dialga, Tier 5","Entei, Tier 5","Entei, Tier 5","Heatran, Tier 5","Heatran, Tier 5","Raikou, Tier 5","Raikou, Tier 5","Regirock, Tier 5","Regirock, Tier 5","Registeel, Tier 5","Registeel, Tier 5","Reshiram, Tier 5","Reshiram, Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Zekrom, Tier 5","Zekrom, Tier 5","Mega Aggron, Mega Tier","Mega Aggron, Mega Tier","Mega Ampharos, Mega Tier","Mega Ampharos, Mega Tier","Mega Blaziken, Mega Tier","Mega Blaziken, Mega Tier","Mega Charizard X, Mega Tier","Mega Charizard X, Mega Tier","Mega Gengar, Mega Tier","Mega Gengar, Mega Tier","Mega Houndoom, Mega Tier","Mega Houndoom, Mega Tier","Mega Lucario, Mega Tier","Mega Lucario, Mega Tier","Mega Manectric, Mega Tier","Mega Manectric, Mega Tier","Mega Mawile, Mega Tier","Mega Mawile, Mega Tier","Mega Metagross, Mega Tier","Mega Metagross, Mega Tier","Mega Steelix, Mega Tier","Mega Steelix, Mega Tier","Graveler (Alola), Tier 3","Graveler (Alola), Tier 3","Nidoqueen, Tier 3","Nidoqueen, Tier 3","Raichu (Alola), Tier 3","Raichu (Alola), Tier 3","Raichu, Tier 3","Raichu, Tier 3","Aggron, Tier 3","Aggron, Tier 3","Ampharos, Tier 3","Ampharos, Tier 3","Arcanine, Tier 3","Arcanine, Tier 3","Blaziken, Tier 3","Blaziken, Tier 3","Boldore, Tier 3","Boldore, Tier 3","Combusken, Tier 3","Combusken, Tier 3","Drapion, Tier 3","Drapion, Tier 3","Electabuzz, Tier 3","Electabuzz, Tier 3","Excadrill, Tier 3","Excadrill, Tier 3","Flaaffy, Tier 3","Flaaffy, Tier 3","Flareon, Tier 3","Flareon, Tier 3","Garbodor, Tier 3","Garbodor, Tier 3","Gengar, Tier 3","Gengar, Tier 3","Haunter, Tier 3","Haunter, Tier 3","Jolteon, Tier 3","Jolteon, Tier 3","Lampent, Tier 3","Lampent, Tier 3","Magcargo, Tier 3","Magcargo, Tier 3","Magmar, Tier 3","Magmar, Tier 3","Magneton, Tier 3","Magneton, Tier 3","Manectric, Tier 3","Manectric, Tier 3","Marowak (Alola), Tier 3","Marowak (Alola), Tier 3","Mawile, Tier 3","Mawile, Tier 3","Metagross, Tier 3","Metagross, Tier 3","Metang, Tier 3","Metang, Tier 3","Monferno, Tier 3","Monferno, Tier 3","Nidoking, Tier 3","Nidoking, Tier 3","Nidorino, Tier 3","Nidorino, Tier 3","Ninetales, Tier 3","Ninetales, Tier 3","Nosepass, Tier 3","Nosepass, Tier 3","Seviper, Tier 3","Seviper, Tier 3","Skuntank, Tier 3","Skuntank, Tier 3","Stunfisk, Tier 3","Stunfisk, Tier 3","Stunfisk (Galarian), Tier 3","Stunfisk (Galarian), Tier 3","Sudowoodo, Tier 3","Sudowoodo, Tier 3","Typhlosion, Tier 3","Typhlosion, Tier 3","Weezing (Galarian), Tier 3","Weezing (Galarian), Tier 3"
Nidoking,Iron Tail,Earthquake,40,1.77625306523285,,,,2.4464586531222343,2.2941856933373326,1.9998939210139512,1.8711680501077317,1.6294571600246952,1.526580376322065,2.5116390165674725,2.321112316533341,1.763341333610083,1.8025985953552437,2.2312355226157625,2.2696926519089824,2.3132365178862013,2.21301183696667,2.976617369423892,2.2671920172233433,2.2042725903016316,2.1291689421904763,2.6684702738017623,2.7697311140705123,2.1675964931777223,2.200316440573033,1.4685167351286286,1.4652422580934343,2.2772443566679206,2.2557745400665405,,2.477525318280443,1.697544849987668,1.5257014423376465,,,2.1109363752626544,2.13330757037973,2.2869848409964018,2.2562558984597816,,2.238428027352668,,2.4727397281531958,1.8010142923623242,1.8230206100906037,,,2.211359798724589,2.2599953007117617,,,1.8486909392253013,1.8156290461187778,2.8451438517098624,2.5140526017284124,2.7239594675041148,2.1685160853682226,2.2231589234982,2.2422965850345955,1.9241149475674348,1.8492341131644918,,,,,2.138318553437839,2.189774852990463,2.099910144778634,2.1365903862224673,2.2190880573132263,2.114707951961465,2.2546071006698987,2.1461049801009406,1.44976046220851,1.4347893335913537,2.2141481089992885,2.2240664831908905,1.8396974389133485,1.8362261094825991,,,2.391167689044142,2.2647903793166937,,,2.4229676351433347,2.220000260697823,1.874856681048241,1.8621541965284065,1.7866958103484705,1.8503625043365117,1.825134358136077,1.8657609800805126,,,2.1889914812940363,2.196695372948553,2.164403076195935,2.167796241495117,2.2303517131058443,2.2125179454276984,2.782767583522909,2.780297293745896,,,2.1650401798797683,2.2142883953844725,1.8148741062814755,1.834790707072651,2.329032412394173,2.330544339310435,2.388879213829284,2.2849400195023564,2.1760360191309,2.197210542899518,1.9485781947419492,1.8436950894614805,1.8651455665279377,1.8397425241860255,2.1979291300121386,2.1450127171441635,1.4445446914246933,1.4499303116318094,1.8165132090237126,1.862959137243966,1.8156763401211458,1.8212986261157709,2.3342276622359392,2.292312317816695,2.26222895316925,2.2289580916796385,1.5046568505262419,1.4757887904735654,2.3864441812293364,2.2389187072385384,1.4345151616317715,1.425389185034737
Mamoswine,Mud-Slap,Bulldoze,40,1.1958165134743088,1.1862053522160914,1.2349124755938752,1.2154383627477923,1.23290232465254,1.20828644834471,1.2316597741883422,1.2100986461865104,1.2547730422750485,1.2255541634648537,1.2387687894564468,1.2070504543820522,1.3215031536618684,1.284929511650664,1.2153459350529556,1.2351003905850007,1.2439718311121286,1.217727617888355,1.2390522212887358,1.2055730443771435,1.4049130265868304,1.2280076344587976,1.3464429365120525,1.2495153860270065,1.1695483890721274,1.183418333884152,1.1877071576170617,1.1891064599881598,1.2384624225854062,1.2250430016056282,1.3039176743141787,1.2717626590961846,1.201079729679473,1.21126481307608,1.2552432750704239,1.2402370237301938,1.2419641831812536,1.2189653518153754,1.3445000441709822,1.2640645187696709,1.3930698173002904,1.2609198001143684,1.5048923943935504,1.3027456405040125,1.2732219561658717,1.188006125969235,1.316841220219671,1.2115716049132872,1.4977291430440955,1.362619548573411,1.3395983546212873,1.1865510888526625,1.193559248802885,1.16654440935111,1.328442386282379,1.2549623829657792,1.2256147015860788,1.2022648138158154,1.2193515077698813,1.196211442084442,1.2118012568892582,1.1907974285212761,1.1874932837182792,1.1662969908731842,1.1758172072232504,1.1906396707935187,1.1912550557516062,1.2025453324227842,1.1743673457854018,1.1869866282627952,1.2143384059157833,1.1683877777421594,1.3091549288804718,1.266911630102615,1.1444174752027125,1.1768902542460926,1.235142166332843,1.190294645968066,1.1910581016261501,1.202823495982809,1.1890403105465386,1.1824417226739183,1.2324742084915952,1.160384291127097,1.1891461883342682,1.1842684836212478,1.3164407724781795,1.2601163915510845,1.1986034201404148,1.1774175327919332,1.2228164956624714,1.1841782638992528,1.1420553579559602,1.1922891510997735,1.1875178464301164,1.1976382353859618,1.246451537601015,1.1838153667784457,1.2196095489386913,1.1702338402262185,1.280101909814778,1.1889261069285846,1.1913196764881322,1.1937661193211122,1.1865476490799047,1.175169149206552,1.186673898962933,1.19895102098694,1.1929331187460148,1.1819237102893705,1.2420218941297727,1.197009825795122,1.2010812934569592,1.185975967091323,1.2542369019983146,1.1978455412638556,1.2376557300025501,1.1931897716877038,1.2017437128960131,1.2108545044578163,1.2480265798726138,1.1842025214173733,1.1918052370480896,1.1987538934729745,1.18379951930474,1.2002632081079694,1.185377738984274,1.1856013626840811,1.1850544157430698,1.184093934552801,1.1932731271590464,1.185349377271009,1.197143293594058,1.1827401557784598,1.3229913582897785,1.2328838752403937,1.176692797960938,1.1803182253521192
Mamoswine,Powder Snow,Bulldoze,40,1.4144113139003847,1.4196396056979106,1.4405996670152108,1.4263092657392848,1.517510086757313,1.5084718674919637,1.4344198537976618,1.4201501610383747,1.467628636346757,1.4454641024729573,1.4973432941451055,1.5095946802909814,1.6294433457384752,1.5833850332961392,1.472907148202993,1.5293100181990231,1.5307545389114434,1.5310437537272314,1.4886985020246115,1.4694189965686146,1.7217274490645254,1.5172161447410588,1.7675454830844535,1.62294603118217,1.4010263929276585,1.4404139549570476,1.407734591887091,1.4130739227296463,1.5244423985697382,1.5203206483907243,1.603954435663937,1.5322831222575706,1.4170122934444958,1.4354893129934365,1.4085194934019318,1.4031677205421598,1.5402252989823202,1.5268486938857584,1.5063007876760572,1.4199516932557226,1.7341399312744539,1.5627908589388169,1.7931400337076489,1.5414464848285052,1.5538392589641938,1.4332448357891827,1.6059095643039074,1.4878672677351277,1.8162444974014929,1.7233751948982259,1.5858455028427387,1.4155932755931704,1.4854649604414953,1.4772014721140718,1.621017139883013,1.539325225628464,1.418750619094327,1.406282133337638,1.516831307874568,1.4994000815889916,1.376704946494835,1.3631228984991044,1.4117148384929648,1.419127313925839,1.3998465554715807,1.442098870569516,1.510385077613029,1.5362812764361327,1.4130338150142925,1.4477023028039984,1.5245232113596208,1.4842858674363035,1.5975747963754106,1.552149931956044,1.362354914259047,1.4132302988972425,1.5279235444083237,1.493636171023567,1.4158831719613456,1.4523628261301877,1.4553197171096228,1.4653389729247173,1.4420655364362671,1.3783629915079318,1.4089977378917056,1.4342006998397636,1.6095568625890762,1.5433111832096567,1.4471102784751053,1.4353655219536914,1.4329754045262202,1.4143553596444058,1.3444256466062612,1.4303250671555805,1.4174889012619798,1.4296873662144778,1.5351959198020733,1.4819598332326174,1.523850666060935,1.4932105506944227,1.5933265414744875,1.522660012922983,1.5135759444451091,1.5473837873391847,1.420395062779056,1.4150279115009197,1.4565458848562611,1.50772210765344,1.480395692074446,1.5025857349179192,1.5435654078403669,1.5009632996067495,1.473471382361082,1.4918213583325768,1.5410237391160733,1.494710026110394,1.3721628286057344,1.3393208200975135,1.4379115482738607,1.4167785602396796,1.54064928689916,1.4697096098245421,1.4420103831699222,1.4513620297173668,1.4060215356588754,1.4479023711847119,1.42322601915144,1.4546317042363297,1.336713377435054,1.3485521269251843,1.4348378106923891,1.4402009638195128,1.4305520639247908,1.4219549402266014,1.640379590450601,1.5648746134963445,1.4316072157773887,1.456416937321529
Golurk,Mud-Slap,Earth Power,40,1.1874747274180248,1.1662337296813128,1.232278476834734,1.1977272054028818,1.2350959547044136,1.1930796923617613,1.2312672136487688,1.1920586732074654,1.2557700308507513,1.2110658338280802,1.2164336077638618,1.1928657096877726,1.1878537957926687,1.189185792853872,1.2143657259749638,1.214346698750378,1.1572618306192668,1.1575616566548248,1.2400840221090665,1.164649076390024,1.1693963290007021,1.1467998609357137,1.1726900388709802,1.1637533504479118,1.173454514548042,1.1764586954163576,1.1302181573815262,1.1551782810846924,1.129546777465432,1.154779679649902,1.3308984079128188,1.260143726954632,1.133259620031612,1.1519095722242756,1.2903526672937629,1.2459374899260278,1.1453701084341332,1.1428079085184963,1.2172788287288068,1.211543414438412,1.267201099000179,1.155092879037744,1.4469469978855112,1.2642012807060108,1.3771901657394907,1.213844037988339,1.3303669744332578,1.2272344198497405,1.1745946767543858,1.1609242832518298,1.1739055999158683,1.1486739006625086,1.1303792955824967,1.1391282267363776,1.2221665951109066,1.2211210898469298,1.1874085681108026,1.1618949426378657,1.1697359085479633,1.1625116965761353,1.1934692672772895,1.1811939528752537,1.208432174461189,1.1678559253227754,1.1687588874956363,1.1896260445368616,1.1419102274837518,1.1498076611539345,1.1410720665486933,1.159632237477353,1.1814612906216493,1.1520467562742756,1.1811146327631332,1.1772813420901143,1.124969360006853,1.1542995261668827,1.1684007800773135,1.1694605782492524,1.2014945338203582,1.1945840327711856,1.1728319978013981,1.174223532927635,1.2018774052866172,1.1397770549416473,1.1663089317155468,1.1698964765450655,1.254409616777877,1.1927945628460983,1.1896770056319979,1.181207339229182,1.1743898136726418,1.1879282730948793,1.1992601063878074,1.2282225874292354,1.1639352855924905,1.1683040755414127,1.1896030162824136,1.1637388511367877,1.1743721827085067,1.158313520182012,1.1611658173940191,1.1592925463054602,1.1584895800396187,1.162234330172536,1.153028335570196,1.1550325546187952,1.1810546264120834,1.173973382752467,1.1666727625285134,1.166655322479882,1.1839116192575898,1.169536656168725,1.1648590576896538,1.1688098223843884,1.1806531632123924,1.1709294778523247,1.206321589617643,1.1793953056156465,1.1626893658677895,1.1588201795642505,1.192826070134882,1.1583114247587292,1.1727862300768117,1.1786929250963352,1.1759549368706983,1.1702653363765128,1.1628802352651868,1.1637501937453567,1.1852184993192596,1.1881974558787558,1.1845802655140865,1.179979201739147,1.1587349404817286,1.154855869384615,1.2478570049589641,1.1844412057271052,1.2051192707439837,1.1827087478773364
Golurk,Astonish,Earth Power,40,1.364050626349216,1.3552847782575386,1.4200824745490772,1.3979677739704826,1.4253359752974581,1.3925833855960832,1.4144898279889024,1.3937938185966456,1.450207971013989,1.4152457706319908,1.4042846172089398,1.3957146200757018,1.3670304664492705,1.3848490710965184,1.370861383802221,1.381476436308721,1.3330081802847928,1.326841215505028,1.4589024445556862,1.3450350809012979,1.3493628216899909,1.357403294657772,1.4151516854977875,1.421237965861747,1.3767075063465786,1.3899287537384273,1.3138340071766126,1.3477747218610978,1.3142413507356012,1.3543477721466743,1.582728744826066,1.460396129203917,1.3073020742469261,1.3247045370849109,1.497909580974573,1.4474913877197562,1.339698309207294,1.3390775147293157,1.4196969154328638,1.4257239919474562,1.450443052977011,1.3584108769974768,1.613453404552432,1.4592274413966637,1.5005834082614828,1.2861964424560957,1.614282378647937,1.511671285805844,1.3542207076738086,1.34351185842686,1.3506788446100304,1.3372473770379611,1.3103926883566097,1.3223281622432637,1.308877181742517,1.2985429519999458,1.375021978027644,1.3682272335483006,1.4361632185162694,1.4543677047969452,1.4046693471599019,1.3917342793247247,1.3016486244982328,1.271695038679694,1.3431675656681628,1.3893158752005814,1.3978547207383971,1.4362131713542152,1.3485123340197245,1.3778809977640558,1.3616429246438697,1.3585412759230833,1.383793179448453,1.3802639965288626,1.3094458854269915,1.3570193450068893,1.3682016350680009,1.3722788930748346,1.4635336458199713,1.4645333266039562,1.3850072650562248,1.3803942670993374,1.3752812681577724,1.3113035922515126,1.3736016543613851,1.390147135254202,1.462145174343635,1.3830761490820553,1.398935866252812,1.3933880363665678,1.2660066161027022,1.2629704546164704,1.2769804941140965,1.3171963780975497,1.357568124633257,1.3672697780960925,1.279184022252252,1.2305146702932444,1.4567088785943123,1.4311648507734736,1.3381556111722255,1.3433855741513037,1.4455255187760967,1.478180455631372,1.3314652701581406,1.3380277348635274,1.281578947368421,1.292544393563148,1.3667014482372244,1.3745910739889662,1.2639053483717295,1.2403755010042443,1.257038196871455,1.2535394476342292,1.3479548159800132,1.334193076430603,1.3882219722672768,1.3652354023722941,1.362787136209462,1.3673334650111764,1.3620603270252885,1.3338818560786843,1.3679407961974477,1.3786064841952592,1.376313195237273,1.3695366979546606,1.4375898526011992,1.4614368729465534,1.3832448118645917,1.388973364726609,1.3827113801965152,1.3757103961404307,1.3597437026013903,1.3598941707387755,1.4831948905402488,1.3909321252090072,1.4138596227725937,1.3795349978228795
Donphan,Mud-Slap,Earthquake,40,1.2309314884389246,1.2225274707639768,1.2802341743641168,1.2291028949785814,1.2841018201533165,1.2240991871248823,1.2786579247869636,1.2231842217627802,1.3068521077769817,1.2429521665470393,1.2756879773830092,1.2271592144055743,1.2551714530341096,1.2140147722489618,1.2297736887451876,1.2357372535222524,1.2435673585333735,1.2280228747050945,1.2251677675011037,1.2129299624975054,1.2328480628119585,1.2113251246279895,1.236724954002608,1.2412435144117562,1.2067950154123697,1.2232808697805817,1.200298206055409,1.1968777460486377,1.242119557593822,1.2378567750273684,1.2195669480102405,1.3033336376287383,1.2100411726520228,1.207733479172908,1.2919681406269605,1.2768233944903487,1.2200251633066108,1.2179169611755165,1.3051672886418497,1.2921013575714042,1.4163455015946222,1.2196794465787435,1.3405891970570145,1.3204703398386193,1.2341835361515021,1.2237507223222615,1.264218538351605,1.2168248626005842,1.3293875310678456,1.292918840071308,1.2279921544895396,1.2106237883466415,1.2301461633539734,1.2042586833156381,1.2469514906136332,1.2587767474250646,1.2505565045709426,1.2246671421801816,1.2206980906962461,1.2215564730543755,1.2461542091031614,1.2398987093610414,1.2181294164778111,1.2172002878792374,1.2338585445461048,1.245893754848353,1.18281465060177,1.2126695521585198,1.1962042701840403,1.2119220521422025,1.1970466770742019,1.2014059149009744,1.2551962374916676,1.235508273163573,1.1667525380243629,1.2174383550216108,1.232710049335121,1.2328694614502356,1.2377002488163757,1.2588494316274699,1.2308897287657459,1.2350265554786457,1.2677815472328964,1.1995626374833244,1.232589599504762,1.2317604876749402,1.2512206617446497,1.227418793254845,1.247642955713121,1.2333658981444364,1.184243809475986,1.2084283942586371,1.1996567298210912,1.2472738025707975,1.2221168938340627,1.2324445693529036,1.2676148686135067,1.2305204246051034,1.2154884658264091,1.2145096710415288,1.20816480325986,1.2129729800444569,1.1874984831108277,1.2046615831880918,1.2018905142989138,1.2025309147793726,1.1927293873399516,1.2308757225561153,1.217212931072224,1.229394203452236,1.2247258538521812,1.2171933029161355,1.208945797589485,1.2384987353362789,1.2335494081412697,1.2246294672155,1.2554620632241298,1.2261482991471977,1.2529098303799922,1.267106027390295,1.2210546106116367,1.2218768037902978,1.2265719268361557,1.2348589089753024,1.2167136606789681,1.2380826135137715,1.204551895619652,1.2355831585167167,1.2120199710461608,1.2188375477113393,1.2117026168676002,1.2065021358287564,1.2229427200453848,1.2180744696556207,1.267103074200962,1.2535125078766394,1.1949836362053081,1.2209264725033995
Donphan,Tackle,Earthquake,40,1.588776430450148,1.5729129761848035,1.6855048730304856,1.5971057905435253,1.6906690803254036,1.5930011846223295,1.682685883504786,1.5838193278632193,,1.808735016417824,1.9011131564781039,1.75233509890014,1.8198695856744809,1.7583922520627933,1.724031226177842,1.7158989888534741,1.7610532417071922,1.7637555482174911,1.8400600538370666,1.8150995429670984,1.5959555831552716,1.567074676470824,2.0237155600175085,1.9473317381906985,1.636743166019014,1.7078999885709207,1.6336932661384604,1.6617976489849733,1.7534356011046093,1.7441618693515901,1.661512511606142,1.7435034582446154,,,1.7306629793726058,1.709572625114871,1.605325607697776,1.6218036590698046,1.7583609939187301,1.7459866814582115,1.959930984801706,1.5690821874125576,1.8372867407892635,1.7590665827240928,1.8161004447073352,1.8351835814913735,1.5419846799083254,1.4999234734154585,1.7570055589450384,1.743679728954678,1.5812481298748464,1.5400134416385465,1.7940479327335,1.7834345063616779,1.7095535376256445,1.7223508000703744,1.6520165388202863,1.626583592331263,1.9311084720618872,1.9196688364946957,1.6164760904922961,1.6134339696276134,1.6251637900259492,1.6549120707117209,1.6364291674653146,1.6870870278297894,,,1.581285642279649,1.6108306786495512,1.5474011308642912,1.5729397510837468,1.660130994485719,1.7134753518850165,1.716289435750957,1.8103735618549301,1.6437064869288294,1.6410537748279497,1.667633987349595,1.7105240187686304,1.6432001932757927,1.6635311773028985,1.8400775786751922,1.778271739727311,1.646341729137552,1.6953818290572404,1.6099093201323473,1.5863779622103467,1.6280926644637348,1.628271858683892,1.883467831843315,1.9155396470613,1.9149187021312433,2.074133205474063,1.570385591222331,1.6024866352985259,2.0170163485026706,2.0030609226630696,1.9793001340064291,1.9918635839727685,1.613956703859327,1.6377448086238162,1.8973140806626112,1.9685841785212863,1.5534322126442146,1.5829027470486465,1.8290600395518768,1.8916625819338522,1.7944885598414424,1.815020989548508,1.7990236436318034,1.786246073209975,1.7158189599328513,1.7485214003405172,1.5951604925211968,1.5868721513881057,1.689118823486174,1.661519127896077,1.653339345774393,1.6914520220045408,1.5419059790204717,1.5334818166179696,1.819969985705911,1.8478650984127272,1.633977534909734,1.6843889667623166,1.5740143237206814,1.602396345428032,1.5984813944516538,1.6233917264960873,1.735982811200824,1.7358017296195285,1.7095438776465044,1.7370984243649168,1.6401699670145737,1.59559774546467,1.6698649206890424,1.6796825620921974
Donphan,Charm,Earthquake,40,1.7123985550978966,1.7229384675131845,1.8199305804941752,1.7719153198032838,2.0931716440152033,2.017615879392722,2.086631703093568,2.0184441128075616,1.8504345747670787,1.7973708679339613,,,1.9926510029157816,2.0016768640910967,1.685990494684842,1.692393048887935,1.690174126870788,1.6584657428186653,1.6766226540949751,1.6630462659028429,2.019731259367931,2.024309285792672,2.4791654213094576,2.502795036222103,1.6789814557288119,1.73414011281725,1.6590112123722356,1.681364193548713,,,1.6740534774838787,1.7843917771190727,1.3388030746353032,1.3691896342956835,1.4618811068177449,1.4429210169666669,1.9649543536945862,1.9797735914453714,1.4328300228972821,1.4190802886102027,2.093387220309658,1.6682698895530799,1.8372671803806306,1.7964988543473979,1.9920393399874246,1.9943683160439094,1.685544619457694,1.6599581884804686,1.7729277754312127,1.7599020231386588,1.714113247433591,1.7096252680187467,2.0046288975400604,1.9944914443813804,1.9810295334392016,2.0518159025721228,,,2.0612116644133422,2.083002169314309,2.023452898474193,1.9892290356912181,1.6717103306773575,1.7058867842405272,1.7155097971126088,1.7577812331177243,,,1.6707838021371701,1.7086982990171493,1.9168280653980803,1.9727037415214446,1.6915399234839688,1.708050530914235,1.6569478948476875,1.7140625382804997,1.668520510089189,1.6759506596853355,1.6924517210013499,1.7278153443757749,1.6910287669881596,1.7162855485987993,2.0250627140312574,,1.691410823522082,1.7197726997089586,2.0503632644951906,2.0243353897545253,2.046951442982636,2.0328166103020333,1.9301661500853013,1.9907609630257157,1.9462118429653283,2.0501964961303436,1.6928319257618714,1.7214837261402176,1.9958646120358725,1.998873268613412,2.237054582787658,2.23910960160967,1.9136940914456688,1.9637461122979931,2.168605649835321,2.2732849496904337,1.64963960822847,1.655520504345055,1.955129060778379,2.0368447806437144,2.0151796371515855,2.0335684219448242,1.9652776384302502,1.9848241304911705,1.9765993731089107,1.9916050183329752,1.6861102550862406,1.7099752342610117,2.0282279424428964,1.9887695446492815,2.021415312618131,2.0208577703290707,1.986337674648044,1.968455297630323,1.6948205756308774,1.733388264292296,2.043038042746055,2.05422424611591,1.6850809889461034,1.7293446365803438,1.695951831289616,1.7132197909503237,1.9948467635350333,1.9793802891522267,1.7195281939668352,1.7221588217263897,2.0043676858783255,1.9760174615337553,1.9724170462502315,1.9594235534845923
Donphan,Counter,Earthquake,40,1.8698904390166604,1.840065751579413,1.6956908569399893,1.620109288843493,1.7048503758116769,1.6193463066141918,1.9280587947712315,1.8493896226954805,1.3780772294803822,1.3099001448963479,1.3540978237546162,1.2901747803462738,1.6545541378620752,1.5873201327778448,1.3231777699308687,1.3253010103235416,1.308578973372833,1.2950675153671567,1.3027129503985766,1.281926012497932,1.5311808259370283,1.5142758986662694,1.590728577843634,1.5827439963732706,1.5086351790355739,1.539541588411242,1.2514345235084567,1.2502304188537428,1.2770247417622842,1.2619929600209128,1.5714747962705733,1.6760822534699693,1.290460214672657,1.2746600526664025,1.6413121038284724,1.6467838139915276,1.2996514557129724,1.304307708601075,1.6791060270708429,1.6652019440992214,1.8269444341635865,1.5088442506510737,1.7219804896275914,1.697314366625626,2.157529895149681,2.1578547239693937,1.3130330901660499,1.265552469513099,1.379193181403385,1.3382094916309206,1.5849382463589416,1.5626239193704463,1.5549895236930662,1.5258892037026097,1.6221353064002872,1.6414534042036675,1.256209634262131,1.2267725565008858,1.5459983286021581,1.5999690931440125,1.8877129460032498,1.8693003578409735,1.7541590051978022,1.8029600545568891,1.581513862128245,1.627788773351767,1.2709620829631685,1.3037465897178633,1.5225901074483539,1.5494134992590418,1.4937462611557493,1.5179103983469344,1.5475474983830284,1.5724432493150813,1.2159336314399265,1.2744318359785063,1.5440240868452537,1.5501071058706188,1.596755433526727,1.634332499680888,1.5800541537455643,1.5917678542892542,1.3196204544639474,1.2457114247229337,1.5827976871218565,1.6256968871211135,1.6075446368271737,1.5785849773380898,1.8060249517262783,1.789989597174292,2.064811786015341,2.089136611171699,2.0777219851291147,2.2441107459107115,1.5603469295234074,1.579325559796399,2.0414313698549926,1.9923315441445282,1.5413676305489385,1.5248574180684222,1.5510075227650402,1.5703035592807724,1.529169351489286,1.5658672579291177,1.5161906440818087,1.5338227567408826,2.003274851064773,2.0706482139781763,1.5628492713833233,1.5774910031722769,1.5244383163383166,1.5100921360843307,1.5800908910281324,1.5960220426776084,1.568094221373113,1.5502694327762714,1.8559859805665395,1.83052479273551,1.7952701644017988,1.7955996784974644,1.5312211942565033,1.5285032525105937,1.284956734521105,1.2916665853436915,1.8203801616386306,1.877484386581634,1.499580293770715,1.5580939984588345,1.6056393777090896,1.6247663141626445,1.3043005893588795,1.3016769361243994,1.2844779024871282,1.284563574908842,1.6388478739150076,1.598746445308647,1.9900171717222048,2.0193839436376244
Nidoqueen,Poison Jab,Earth Power,40,1.3806473889155702,1.3833350162959333,1.5904193008867276,1.6022021950215992,1.5928912612062953,1.594879462405662,1.7443967266058467,1.771428446942961,1.7768437861571444,1.7999301813496067,1.9219576044360618,1.9847573886789003,1.6661666858098043,1.7135949355710702,1.8167259851023723,1.9291689397640663,1.8575406437916313,1.8774276995700867,1.8401245517912332,1.8737909807646012,1.618032183986799,1.638287972713739,1.931459761865269,1.9812350029674788,1.5635894964103925,1.5946923113251104,1.7435271492747026,1.7663759099718552,1.9458169338240443,2.0054657393198325,1.5846053007070184,1.7254075257494021,1.9260163291262,1.7979419661475002,1.691902556064087,1.6952180151106273,1.8385410323789912,1.8636225933135175,1.741284396660196,1.7387998170693764,1.68698741286485,1.541580088789225,1.7099318455110195,1.7223029619738996,1.7665783734078127,1.846201112585,1.5579100939445212,1.548122319816571,1.8523197485563796,1.8977322247773174,1.6173684734085207,1.599948594603964,1.7282624310468637,1.7376830718305112,2.1914123358189412,2.032832032892573,2.1851693730362642,2.063381914704733,1.976739982033279,1.9990619621696823,2.063555643094804,2.0344133020639656,1.673984450944424,1.648709444984096,1.6477738741602403,1.6827262129118594,1.9976776476872502,2.0651633237221048,1.6576128552019562,1.686976738044221,1.6012585226946345,1.6367927924329795,1.5959440614464016,1.6149520654281397,1.743866202734544,1.7935044020054873,1.6286172886028907,1.654536108945576,1.8141331860388987,1.8681917512148094,1.6605254101834133,1.66423182251999,2.1530488389043687,1.9857752202155803,1.6655170612542207,1.671615220046474,1.646620903725586,1.6231027653270893,1.844194988425552,1.837037569171662,1.8134070161388227,1.8876200502674818,1.8107990898544155,1.9714766184257306,1.654532721768969,1.6679605772785466,1.8037716477414691,1.7939602742727778,1.9594815451856527,1.9961315455921071,1.5951246084508859,1.6165161639671737,2.0137071233115527,2.1445982587089656,1.6279521006028022,1.6390403650842167,1.8005962334595087,1.8866075717453266,1.7934187279739662,1.8125682471182143,1.9623779468048184,1.8852153933150404,1.9814576603119995,1.9793251758159454,1.648545478755503,1.635769714752473,2.114288892277178,2.0167546198150657,1.8599638243191063,1.8761010581813986,1.6013436232003209,1.5950723961836926,1.8505903791436422,1.8588369773616356,1.8342833284246398,1.8756617814341596,1.788089058115041,1.8420621421498666,1.83996945158853,1.8476314934069509,2.10450851926652,2.1222807038693996,1.800813535897978,1.8040594257160858,1.6199050514150857,1.6485521561715482,1.6713537139870165,1.6793015368909505
