Attacker,Fast Move,Charged Move,Level,"Arceus (Ground), Tier 5","Arceus (Ground), Tier 5","Arceus (Rock), Tier 5","Arceus (Rock), Tier 5","Groudon, Tier 5","Groudon, Tier 5","Regirock, Tier 5","Regirock, Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Boldore, Tier 3","Boldore, Tier 3","Claydol, Tier 3","Claydol, Tier 3","Donphan, Tier 3","Donphan, Tier 3","Golem, Tier 3","Golem, Tier 3","Golurk, Tier 3","Golurk, Tier 3","Graveler, Tier 3","Graveler, Tier 3","Hippowdon, Tier 3","Hippowdon, Tier 3","Nosepass, Tier 3","Nosepass, Tier 3","Onix, Tier 3","Onix, Tier 3","Piloswine, Tier 3","Piloswine, Tier 3","Rhydon, Tier 3","Rhydon, Tier 3","Stunfisk, Tier 3","Stunfisk, Tier 3","Sudowoodo, Tier 3","Sudowoodo, Tier 3"
(Boss weights),,,,6.25,0.0,6.25,0.0,12.5,0.0,12.5,0.0,12.5,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Shadow Shiftry,Feint Attack,Leaf Blade,40,1.4461028597672638,1.353238001079727,1.4539953228448328,1.3509852326387015,1.3799854636957782,1.3752973661365167,1.4364993964268897,1.3498114022744632,1.6098798325178088,1.5377180338634229,1.3800361651322446,1.3187887590706378,1.1952092347415557,1.161852826614387,1.397550467009951,1.3759706563791512,1.440035413237356,1.4092815168035326,1.2228247751820511,1.1920191935584048,1.4285677188679788,1.4018304465632079,1.3898366398544688,1.3282310853049328,1.3321560549884026,1.329735158393741,1.4613569093192056,1.448290847995851,1.4141750373576247,1.369511781153318,1.443784569515066,1.4225974870097087,1.281673545733106,1.281619029599743,1.3781282085542423,1.3012331869281402
Shadow Shiftry,Splash,Leaf Blade,40,1.7222955461128213,1.6088879360943866,1.7420303714368088,1.6028303018147216,1.6748156988563776,1.655205435717982,1.7570624431548219,1.6274474596667479,1.8949187280240112,1.7850845672308446,1.6075323966889492,1.5571915067978945,1.5541679847982148,1.5492868954550787,1.640982085940098,1.6401176067503918,1.6105100943460013,1.558755925315345,1.5778328429714126,1.5988904619863389,1.5783511839093975,1.563247831828084,1.64334877888955,1.5866143192854152,1.5842092588955996,1.6031557119395898,1.600929892791211,1.6060346821014568,1.6612390700409754,1.6038198220329818,1.5943226398365424,1.5984362007847486,1.5454133057583401,1.5689257679433208,1.6027316460150762,1.5473548768797285
Shadow Shiftry,Razor Leaf,Leaf Tornado,40,1.8859559725490909,1.7162668408652746,1.892719083617076,1.7146928410844655,1.8760238145340151,1.8288096122566904,1.9654868143988768,1.814515457412015,2.067089771466217,1.877900442048549,1.8537132324105314,1.6940622820084206,,,1.9775294704416622,1.826265679327701,1.8841579341938026,1.6870855133887528,,,1.7756680147738597,1.6423464725436008,1.9317429937971946,1.760414383399225,1.6870051811142779,1.630623287245294,1.710990564655914,1.6393136041288892,1.9723853878305937,1.775917295133336,1.9493991982316177,1.7863155574218272,1.7014213680746921,1.637963650687604,1.8830341661314125,1.6864705710762493
Mega Abomasnow,Razor Leaf,Energy Ball,40,1.472428837278534,1.4094950756554865,1.474030281177314,1.4104042804522603,1.5005071418068863,1.4142415504173547,1.4649174679762567,1.423663404272087,1.5693336456851996,1.4927526810213962,1.478936865836339,1.3868700342984752,1.3573555028381221,1.2968573587551528,1.4418701526032984,1.3691401825315026,1.4631289857432805,1.3594809046021967,1.4111359984541734,1.3410185071641405,1.4184288942447345,1.3464424793484062,1.485378348661766,1.4011993005914425,1.4133332294846237,1.3776805331040967,1.3952494638874846,1.3406367383763986,1.4209411866793709,1.3584166090987608,1.4321301333644976,1.3763607102429272,1.356278099223302,1.3255865498988384,1.461184342232286,1.3417314969462673
Mega Abomasnow,Powder Snow,Energy Ball,40,1.5902212368182727,1.5572832176261266,1.7093078602551635,1.687804991300738,1.6622697941585363,1.5866152964097173,1.6911100607683147,1.6396570559192187,1.7922850188785906,1.7581192328703283,1.7152475938505862,1.5999253090919463,1.50100189740486,1.448998820837186,1.5985592449032722,1.535161470470099,1.6672233649124049,1.5827071476654981,1.5507720096607407,1.4673150517821567,1.6399161450140565,1.5602552787457244,1.6289826714022266,1.5367820710717484,1.6144398311215686,1.5831585789890632,1.6446474479985242,1.5880054062022138,1.6423607328403598,1.5964639426944593,1.6481473193397322,1.6289090143910618,1.4814518660333813,1.4455792459281942,1.714127050042286,1.596260826359323
Samurott,Waterfall,Hydro Cannon,40,1.2228252635903514,1.2097794874400258,1.2230755905163415,1.2126704176396275,1.2651995065932837,1.2852178340744567,1.2332586322292807,1.2458817170735088,1.245520775248534,1.254325902847455,1.2602345815197515,1.2226671181174547,1.195131966985766,1.1761487522755736,1.2590096036962053,1.2325423607029862,1.2244002223107648,1.171260736470978,1.2286249186507057,1.1839480251433705,1.1958396312685744,1.1866786040323458,1.2511540879183771,1.2162382968175878,1.2265594096762653,1.223669844810503,1.2526032499201065,1.2183604324251363,1.2175360394267642,1.2052894447489735,1.230599612532701,1.203858633608985,1.2026233437192888,1.1783929513238016,1.2311381229437066,1.2055744531275914
Samurott,Fury Cutter,Hydro Cannon,40,1.2247034492536315,1.2223559810340217,1.2316443694656722,1.221280958662665,1.2584811983338278,1.2882614838975543,1.1877293427235869,1.2094090800226145,1.266388079596934,1.3158417725476184,1.2584853829485465,1.238189626554874,1.1231128994643158,1.129161094678516,1.274143844736474,1.2936245424893686,1.2920682937988992,1.2778064692568711,1.273927080291268,1.2790686378338607,1.2640962821110948,1.2573965653995665,1.2914438602545906,1.3062420188974029,1.2607579304450283,1.2905955167319552,1.3366045279122312,1.3410772443997674,1.2370074567467197,1.2661765460088141,1.3341990750138593,1.3477661121714608,1.254976534622694,1.264691991500521,1.2713788179158843,1.283435543454532
Samurott,Waterfall,Razor Shell,40,1.4110276607453451,1.3976296771623866,1.4118449336581675,1.3973474452169945,1.4471302465184626,1.4765651784505642,1.4256281358962484,1.4271244527004954,1.452950020401856,1.448827210360281,1.4551396983494116,1.4068736136881776,1.3828382442980975,1.3513227942805839,1.4569384752448113,1.420759252682332,1.4257070422080036,1.3568443933255876,1.4322487267452495,1.3655431671919467,1.389877098676122,1.3657440162152754,1.4547200357932226,1.4134473756483574,1.4145774987595612,1.39651437445743,1.4264881391260595,1.4029876193706854,1.4039466172947945,1.3825313508293564,1.4412007025412241,1.3798584692745055,1.3946417463489071,1.3535479812588842,1.4302839504828182,1.387407220133742
Samurott,Waterfall,Hydro Pump,40,1.4958129072871553,1.439772104741289,1.4985246944281148,1.4377442003321201,1.5679411539413104,1.51971344294503,1.4859325124833516,1.4722382177773443,1.5397080059962758,1.5164042589397957,1.484803918920203,1.4308700988711396,1.4067633006812479,1.372479420932639,1.5030692997156556,1.4703006332826491,1.4483437890548094,1.4009794714778934,1.4850347701199418,1.4058408807505427,1.4240144662746559,1.39964089841361,1.4963801549721223,1.4396655482308298,1.4311185553044175,1.4127998600135043,1.4433154989153945,1.4095257851336542,1.4368707771958487,1.4098033976490971,1.4636225011038178,1.4319336927258988,1.4271752668262294,1.3865283371953845,1.461247913121421,1.4147377338926312
Samurott,Fury Cutter,Razor Shell,40,1.5766039709099986,1.560300886435837,1.5798266408317263,1.5562531170100025,1.581362670665104,1.6281224409409947,1.486588807447954,1.5091527955976258,1.6364685102025778,1.6664701249895906,1.6030842642737417,1.5870266404429128,1.4279613219691016,1.4152716992162442,1.6557380165268483,1.6559227631473319,1.6950538831456718,1.678505604099215,1.6765888173835228,1.6589415195272001,1.6281261281469956,1.6285621205778376,1.6781980630323352,1.6671387099154493,1.6128296228274446,1.6296168359065362,1.73875898919158,1.7487501265413625,1.5747704024165035,1.5963442576053877,1.7252366056939097,1.7188742628544535,1.6314539446669294,1.6389864649729533,1.651731087161917,1.6462758786732923
Samurott,Fury Cutter,Hydro Pump,40,1.6725046665166405,1.6486241928906507,1.675010002951097,1.6418413457837426,1.6938786399090664,1.7529035676262568,1.55663592051897,1.5619559318225582,1.7878978499413238,1.8010258967572028,1.6389219317903845,1.6390693489147314,1.4516504650978725,1.456990738387306,1.7493555204902214,1.7581716242836256,1.7859802616276228,1.7593420650941465,1.7679913898538577,1.761861322877632,1.7056785402208259,1.7125435115472205,1.7431068671325727,1.7527195031682523,1.6505024447433359,1.6892998061220457,1.7661442408470405,1.786622313549072,1.6324132883444022,1.6528612093322597,1.8689604928161294,1.8466541694609742,1.7095339116313377,1.7335634103226583,1.7371141240126302,1.718594697568485
Shadow Venusaur,Vine Whip,Frenzy Plant,40,1.2079244956812074,1.1111077562008915,1.205044975855806,1.1105156680102648,1.1744352104330338,1.1302156842367839,1.1201558341798474,1.0955408801674338,1.1694482480249793,1.1133822833971028,1.16765450710662,1.0874954372892562,1.1219016628068017,1.0494286065557155,1.125505058935738,1.0894072672973292,1.1481383599605897,1.067045587179708,1.1092341351351762,1.0397814845545363,1.110723274189014,1.0582896578518297,1.1488281249208256,1.0798119092693104,1.0737482548947854,1.068863448831343,1.1004197892516778,1.0627630950330074,1.1390813898874184,1.065264643368467,1.1340776465016056,1.0944237357518452,1.091650739491271,1.084882603888503,1.136921171637259,1.069337026495301
Shadow Venusaur,Vine Whip,Solar Beam,40,1.3466529775107399,1.237770859952905,1.3354651766372572,1.2359170498723346,1.4554508499467764,1.2657520821887924,1.2199906532088935,1.205183412231283,1.3000094035509129,1.2309304181398513,1.2774941729089029,1.1950755533296815,1.25428008175821,1.1619453717463013,1.2226586939510034,1.1743204884903558,1.2766482697563384,1.1888126845884566,1.2129501996214145,1.1562155309840918,1.2259072886673787,1.1595745685893433,1.2624407696666335,1.1745280371539395,1.1485372270811218,1.1339260160390052,1.160705395425384,1.1334706788122693,1.2388022331778905,1.1761806982906127,1.2591916373888052,1.2112924941985215,1.196708124458995,1.1728767164977003,1.2327532131755576,1.1698784269584785
Shadow Venusaur,Razor Leaf,Frenzy Plant,40,1.2843040017932437,1.1996675838261879,1.290041909285057,1.2034397912805588,1.2539677242979916,1.1708525527667117,1.1558451635670728,1.143859912286757,1.239109093288724,1.1797191253533306,1.2138906375492515,1.1323812142777971,1.1554824525866028,1.0816100713257144,1.1693384419798354,1.1307574765639048,1.191155152757857,1.1164848274656165,1.1831059663130734,1.0986830307730775,1.1589474976177387,1.1130400333141572,1.221183793316608,1.146776188310332,1.1246974874315396,1.1055259215528952,1.1551874735743664,1.1143308759148718,1.210860207740034,1.12296334096368,1.1856874358230631,1.126870767370029,1.1223139070475259,1.1053571925879628,1.1583752728877061,1.0972969032574624
Shadow Venusaur,Vine Whip,Petal Blizzard,40,1.4737900777278417,1.3340754540604778,1.4730787588718923,1.334073778677583,1.5226061101783184,1.3818526748458604,1.3671734531291022,1.3242734020056168,1.426342700589839,1.3470480731647334,1.398348349663099,1.317020681418034,1.370499711009199,1.2670859398708023,1.3507911391265286,1.2903019269039888,1.40776578106642,1.3050779066466338,1.3328147472399512,1.2582218407151242,1.3217295584518451,1.284795694512088,1.3720864692868027,1.2817146951760678,1.2618444348029714,1.24883972226622,1.284611985126561,1.2547783616933987,1.3875955823744386,1.279698686435267,1.4143573590477527,1.3154166072513571,1.313268930208449,1.2904506900156387,1.3605686679889126,1.2932109764153368
Shadow Venusaur,Razor Leaf,Solar Beam,40,1.4099571329247036,1.3245251186577045,1.4041400228572014,1.3182180277472149,1.459182656454568,1.3176815761227596,1.2799097492558529,1.2412856867782613,1.3890941905852308,1.3508572097426095,1.3354626023804674,1.2397723192956478,1.268999941520756,1.1780079686609366,1.2925452803462898,1.2198588003256472,1.3484070634270302,1.2301487185349014,1.2997315916659813,1.2017739549209372,1.2750058578952073,1.1969552207434828,1.364316566639585,1.2536792398858019,1.2069554971676115,1.178669342897804,1.2249554514146808,1.2036490088925276,1.3209265221420305,1.2480416338487843,1.3158609725643917,1.2426970524120762,1.2087326718075626,1.179425972219072,1.279084487153664,1.1815089358346869
Shadow Venusaur,Razor Leaf,Petal Blizzard,40,1.5346953015217646,1.401745233048182,1.5340749243005896,1.4035131681180564,1.4904614638260854,1.378712868391612,1.368688497813354,1.3473081192459668,1.4824476948102296,1.4120224170994826,1.4449965636417461,1.3387761255613368,1.3684601005983905,1.2640400454818845,1.3810118141970855,1.318461153170824,1.4482060142120705,1.3177407195104607,1.3847090689114032,1.2977086694302928,1.3662920527044584,1.2993006079125715,1.4560360482598131,1.3573794003333974,1.2953230031106093,1.2743521655832077,1.330171025349447,1.2938189206421373,1.4247288434208236,1.334855937359579,1.4160897411167257,1.3259925909255896,1.3074542735392112,1.2756986934103773,1.3728587586464616,1.285817886057426
Kingler,Bubble,Crabhammer,40,1.2183701743162068,1.1553634271405615,1.2193653688890977,1.1548409685567989,1.3094014934269667,1.1812279234552039,1.2319786391454808,1.17076471158675,1.2855424529080066,1.2068568997720126,1.2020081224368206,1.1083676445345954,1.1202018543791674,1.0533166397667721,1.2155071210173156,1.1360269853031943,1.206356735637717,1.1157398094868811,1.2060453441347518,1.1113154722185505,1.1641985594627806,1.085904450736279,1.2134738133932543,1.11936121554783,1.1357992549961657,1.106550551560877,1.1246254507476472,1.1104479653036903,1.1452380325344318,1.1002693776378922,1.209661270285084,1.1199154652932168,1.1296546516496082,1.0689875961696647,1.2042446454488598,1.0978364695011147
Kingler,Mud Shot,Crabhammer,40,1.442592608633626,1.389672238545319,1.300619006150231,1.2411178852528355,1.596126704449905,1.43038477485381,1.3162452048091686,1.245643681787555,1.386927359493902,1.2966205153088242,1.3456056998275394,1.2494222019160022,1.3868547584607605,1.318001514786595,1.4354377429316814,1.3508656854128738,1.4031447107855166,1.3296972730211056,1.4065794245275323,1.3039998789652805,1.362579546287724,1.3259668820139312,1.4471004828650977,1.3643077685744216,1.26542491699977,1.2434849523469402,1.3739881975057822,1.3334147342098577,1.3671798560033375,1.3161368517870682,1.4375576020714467,1.3776245239945573,1.274417182834907,1.2228190513049388,1.3097388791979758,1.2142802532582895
Kingler,Metal Claw,Crabhammer,40,1.4440654848536865,1.3725796565450048,1.2515557288129637,1.186189077455811,1.5709491387834054,1.4203234222439811,1.2692517854744914,1.2135867145708894,1.32385581881832,1.2637465555895464,1.2562333899259652,1.1782415782619124,1.3742325186399653,1.2979903255769463,1.4448826410673947,1.362638753595143,1.4399607001513397,1.318949192548067,1.4310924984338202,1.3287517020507422,1.3999098855101675,1.3464134196297757,1.4539976043071625,1.3642890154888259,1.2052836180618103,1.185621997550475,1.3657138003911766,1.3269427429194558,1.2159761418966402,1.1588781794872587,1.4573047478200247,1.3505275551848337,1.518505170388451,1.4674278510391938,1.2477591031472959,1.1535870291309203
Kingler,Bubble,Water Pulse,40,1.7182264090104828,1.6206880451172996,1.713447565172853,1.6139080484449468,1.7629599384386194,1.6580254687331624,1.718055853277347,1.6209920013995667,1.816081006916834,1.6938217877662236,1.6540299847175677,1.5352942433713739,1.5623072856448017,1.4556581322443023,1.714729103092127,1.58737044030679,1.692266493966185,1.55088358207539,1.7057171431191884,1.556178424287209,1.6087545856621241,1.504489176426766,1.6834250502813763,1.55659864686975,1.580878268967988,1.5289812509049048,1.551147322496406,1.495064265252008,1.6052218636504958,1.5110888457157732,1.6824237289872082,1.5709556910580256,1.571597953017318,1.4924811306914054,1.6552343892738237,1.5279730048598532
Kingler,Metal Claw,Water Pulse,40,1.9919165272029768,1.8884087866498964,1.6901718758921351,1.6000338299776542,2.1629791763700092,1.9796834841885043,1.7467469588383335,1.631357051252134,1.8583433692867926,1.7224950406595931,1.7055040044891565,1.5715058404615176,1.8869714820918468,1.7712035583012504,2.027955281393428,1.8851691744098862,1.9946203388835901,1.8129364592138038,2.0246967421602755,1.8544436463938818,1.9607883337879186,1.8403273458912301,1.9989375190000203,1.8619324456782225,1.6360979051587186,1.5907555439271486,1.8483115384274,1.80531544763674,1.6544106627480395,1.5617773201963,2.059916497615622,1.868280193007657,2.138160203764815,2.051146025724102,1.687806953127361,1.554775609097306
Kingler,Mud Shot,Water Pulse,40,2.0910665927260146,1.9941061812455825,1.850971682761545,1.7435005159158872,2.2789211702649372,2.0631797261955134,1.8325280377159672,1.7238126601515658,1.9410622823022972,1.8070754031036294,1.8819476335890093,1.7483322592723578,1.9755405278773372,1.851976971314411,2.0647997558843527,1.9236010073536594,2.0276606384503224,1.8570121932464863,2.0284332780391785,1.8609129521482868,1.9750614987693442,1.8552834144131376,2.0460472906835845,1.907357311101052,1.7680001521979454,1.7188138245258298,1.952576960950118,1.8913117144445408,1.9696434603836768,1.8826466288060169,2.09953701672533,1.939101693988798,1.7972814564096637,1.7048855639489333,1.8415248606817272,1.7084132078319574
Feraligatr,Water Gun,Hydro Cannon,40,1.2617535761012122,1.2507133596652944,1.2608181016388147,1.2453416138226006,1.2951084587907662,1.3116850052881468,1.249453134771303,1.2618895376540102,1.2830233461023655,1.301398526158984,1.2551546957383757,1.247967259846085,1.2405032878721796,1.2345695623633692,1.2910872547466945,1.2913375759193153,1.2607414412694338,1.245283780886232,1.280239684200054,1.2614625453282986,1.2183889323548671,1.2423035933143325,1.300605565525303,1.295344111646631,1.3080076548416182,1.316681608665412,1.2923282035239412,1.28025244335831,1.2468661940542691,1.2665639454062552,1.2736179828905947,1.2571949975627703,1.2279613457614498,1.2256557998091895,1.2894174258790891,1.2880284634300196
Feraligatr,Waterfall,Hydro Cannon,40,1.2882712259552196,1.277156732843146,1.2876276885925555,1.2749688539021515,1.2893174892606558,1.3032474129771958,1.2648344168831818,1.274614644137597,1.3173215607474889,1.312645281829795,1.2709297878139603,1.2493972026717326,1.2613686350686169,1.241961577427179,1.2766078462564194,1.2598186938866505,1.2599028857451091,1.233075215897405,1.2799361603335688,1.243185347154649,1.2336865583904137,1.2452549844413312,1.3213197175701157,1.2868541277647723,1.2977114383139938,1.285645141634273,1.2991074130895452,1.2753653715343205,1.2715933701891933,1.2534001849636647,1.2721028348662922,1.2355741563676805,1.2652483225272722,1.2429226275804708,1.2632785305429437,1.238249602592912
Feraligatr,Bite,Hydro Cannon,40,1.568142589373583,1.5886531014226848,1.5676961886603606,1.586653532675342,1.6196163507449084,1.6508461479396208,1.4639948355258845,1.4992305249128695,1.6449180681257016,1.7120592017900478,1.5565097890100252,1.5749919624117363,1.3345705568515713,1.3301652924972576,1.572927072537891,1.5991889035974298,1.6723712113512863,1.702639180957871,1.362745747498884,1.3614216164823807,1.7128784305460163,1.7403546668102354,1.6003185010765677,1.6047346920804497,1.5259133600428811,1.5397978574952276,1.8435284010969217,1.8641354250102562,1.5644984813488496,1.5724107406020904,1.7189444655858674,1.7626282242170443,1.5828170105478674,1.6013714468149494,1.5809386738811853,1.592201972825952
Feraligatr,Water Gun,Hydro Pump,40,1.5985096403631107,1.5359328607198375,1.605238971947888,1.5339863845686423,1.6854014916660576,1.633648101636483,1.5515356834477825,1.5344034348065578,1.642533635566759,1.6216477066363917,1.5327992896640419,1.5090174923930997,1.528197564022442,1.5027808882313296,1.599302811497621,1.582930492360776,1.550724253432571,1.5128345931829927,1.5942072377183045,1.557035222695921,1.4800512064292046,1.5042920008544276,1.603110068995247,1.5702917966529548,1.59469853187717,1.5932232117375715,1.5514788393219756,1.519416080432354,1.534453553677796,1.5127158165613386,1.5747610364233087,1.5480005467498177,1.501693506796977,1.486697097963645,1.6001769982912255,1.5717369970335069
Feraligatr,Waterfall,Hydro Pump,40,1.5649541197311763,1.511462262270515,1.5703088565981083,1.5111629325388698,1.610262225771432,1.5466631753932982,1.5036180726831705,1.4876957345921233,1.6073847570089446,1.5881240839966277,1.4945657659725453,1.4552542989722035,1.4926849276912368,1.4461696308292642,1.5195003867560646,1.487593384595922,1.5103795271686464,1.453687603789387,1.5287210092058772,1.464912831113567,1.4498516692526704,1.4449097214995497,1.5747076534044169,1.510103904324475,1.5150840676586261,1.4863672513720836,1.4950045623800763,1.4646286255210395,1.4907291514897862,1.4681298066624666,1.5263795856959752,1.4723936482378726,1.4869885421700655,1.4491337588432163,1.4832691513823217,1.4390734985763227
Feraligatr,Ice Fang,Hydro Pump,40,1.691087735462645,1.7181838657378934,1.9366135476587134,1.979064384661858,1.7430050089057973,1.7889418096097767,1.8917315975749365,1.9038080685228622,1.965920101712326,1.9836051709537017,1.850165278678501,1.857963359336383,1.6222146911603101,1.6043606566053041,1.7022454755597174,1.7046652733896033,1.86329618657095,1.8460289074212837,1.6987202170372997,1.6815901414035885,1.7749111417179435,1.826033791119173,1.7088387132473115,1.6753286444277722,1.8459543564491196,1.8265439843226583,1.838494221436021,1.8141142015817224,1.8248070921795005,1.8240028899284224,1.8977132801791718,1.8432316131513824,1.6462822518540408,1.6388782260998087,1.8796058788959222,1.8449031396381323
Shadow Exeggutor,Bullet Seed,Solar Beam,40,1.2938264534880124,1.201737242527233,1.298899350816091,1.2042979782137038,1.3602017385455065,1.2107334570470667,1.1674425542604607,1.139759689859655,,1.1947050904834757,1.1711455452817747,1.122814993702945,1.1237308066542333,1.0814044154770157,1.1983056384178543,1.1383796773062265,1.1549669319115878,1.1281696283309148,1.1809769921477347,1.1264444936369182,1.1589844723147797,1.1289839887647237,1.1866025471804946,1.1190345313610703,1.1108091312638328,1.082445934572785,1.1407776819025488,1.1086842007114732,1.185282071617887,1.1481816200879311,1.109161957968215,1.100228602674098,1.0742446176141087,1.0481003503551642,1.1855227424702475,1.118440111718254
Shadow Exeggutor,Bullet Seed,Seed Bomb,40,1.2884522473792113,1.2579982554758589,1.2881899999456854,1.2561645009720444,1.2719821760785788,1.2718357320942433,1.22531471014141,1.2322917327487648,,,1.2730132139106467,1.2140840442515215,1.2116751344141894,1.1708049819516755,1.270183551427825,1.2178285667657258,1.247874163942708,1.1870115141664184,1.2551355410570502,1.1954598602686015,1.2005431754267775,1.1766992813974058,1.2865731663697169,1.2158157272888244,1.2310107399143961,1.2302055717442129,1.2195682125248943,1.198990990254983,1.2587174895827786,1.2172579536561565,1.2307547622001684,1.1992691805574205,1.1848265932803417,1.1765946500137667,1.2606986324128389,1.2003561700044938
Shadow Exeggutor,Extrasensory,Solar Beam,40,1.3217514830409973,1.2800601450800293,1.3244622616176756,1.2733048484223237,1.551034225908783,1.3038190185276282,1.2135819716768845,1.2049117362085555,1.196099231108486,1.109677226904475,1.270012543778869,1.2061214885867992,1.3804283827717798,1.3121986287196181,1.2734475265216079,1.2207730522382818,1.3693856220045135,1.3005449768318706,1.2712364096217574,1.1916091565950386,1.2866121598847355,1.257125341359014,1.2725472821273316,1.203116980253137,1.1584172486237705,1.1520702376989314,1.3364978063509747,1.2735573130251465,1.25353639865109,1.2206924803324612,1.3609787654763021,1.3181770888329867,1.139291552232352,1.1162428937734512,1.226274704477437,1.137199249067098
Shadow Exeggutor,Confusion,Solar Beam,40,1.3319009689065653,1.3245808247539164,1.3188744746987933,1.326166239602475,1.5763468973222736,1.369551691582308,1.2252071405515739,1.235269234885982,1.167349001518866,1.1224622711041963,1.2833584314482391,1.2136834984800147,1.4406384007594315,1.3581174228604873,1.3023477167014803,1.2357264237336765,1.4146447428904567,1.377197777908492,1.3153141725376942,1.2500420595650077,1.3545121106867275,1.3588414361356003,1.3329000916054705,1.2492768850961755,1.204637415209018,1.1920504906271234,1.357786538820725,1.3252938867645725,1.2482035468097146,1.2351708219872404,1.32780475181519,1.3222001647894008,1.193346765375745,1.1718573905473872,1.262612969105683,1.200318828494846
Shadow Exeggutor,Extrasensory,Seed Bomb,40,1.3215997626922271,1.3025233986389946,1.3193301879989583,1.2982635341294373,1.344946235044379,1.3451310423037237,1.271586428232553,1.2770172145553793,1.1976064388477734,1.172722630733855,1.3402268536726183,1.2779356530609762,1.4141081997528842,1.3855955602490304,1.3314596278400683,1.2851118456794681,1.41538732377896,1.3598598465584613,1.3224364774543587,1.2596244101548129,1.3810300208597237,1.3588669560695745,1.353366228143516,1.283949369930297,1.286495905339007,1.2813650975041508,1.4123438656701823,1.401402167098535,1.309407338596778,1.2714176333614429,1.393175385252801,1.387242358862934,1.2572124334122492,1.2498077109143544,1.3018034711484963,1.2459172544716457
Shadow Exeggutor,Zen Headbutt,Solar Beam,40,1.3502638157442324,1.3341084488731594,1.347495389545893,1.3314582832560637,1.7175129889053924,1.3901350128005299,1.2738600581995416,1.2799879047053995,1.2432694771735675,1.1634137857261242,1.3596044117288153,1.271041841238621,1.491679155155767,1.402890232601906,1.3645982505133483,1.2724528766399765,1.4537612319452236,1.384756031539711,1.3338375061249494,1.2688359008088623,1.3395032298329788,1.3826783938456733,1.3619763374298817,1.2802454996331598,1.2531394528994602,1.2253971167890574,1.376035773417802,1.3450820076830585,1.3092123798251587,1.2582285853343311,1.3728968580207013,1.3525040478035117,1.228393145176558,1.239309774774141,1.2940724287807384,1.219037153030735
Shadow Exeggutor,Confusion,Seed Bomb,40,1.3353911998485362,1.3124982031173797,1.3361781559923407,1.3110158035571051,1.3417776993194965,1.3379438137385693,1.275851867179193,1.2904715879349995,1.1780174675082569,1.1524867277626494,1.3378118828131973,1.2862724826275302,1.4426088459602702,1.4184812431528497,1.3306415281766535,1.285257499922891,1.4393427119446962,1.390885844871496,1.319835715384809,1.268372353759004,1.41092043647169,1.39293252814075,1.3771906866159678,1.3048878015119063,1.3101868178703882,1.3177652865241154,1.4548017902708565,1.4549041393677726,1.3298403820055138,1.291879962910595,1.438202612916482,1.4276736121199305,1.265744103673896,1.2710846884486153,1.315671251982947,1.2538364687011436
