Attacker,Fast Move,Charged Move,Level,"Arceus (Ground), Tier 5","Arceus (Ground), Tier 5","Arceus (Rock), Tier 5","Arceus (Rock), Tier 5","Groudon, Tier 5","Groudon, Tier 5","Regirock, Tier 5","Regirock, Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Boldore, Tier 3","Boldore, Tier 3","Claydol, Tier 3","Claydol, Tier 3","Donphan, Tier 3","Donphan, Tier 3","Golem, Tier 3","Golem, Tier 3","Golurk, Tier 3","Golurk, Tier 3","Graveler, Tier 3","Graveler, Tier 3","Hippowdon, Tier 3","Hippowdon, Tier 3","Nosepass, Tier 3","Nosepass, Tier 3","Onix, Tier 3","Onix, Tier 3","Piloswine, Tier 3","Piloswine, Tier 3","Rhydon, Tier 3","Rhydon, Tier 3","Stunfisk, Tier 3","Stunfisk, Tier 3","Sudowoodo, Tier 3","Sudowoodo, Tier 3"
(Boss weights),,,,6.25,0.0,6.25,0.0,12.5,0.0,12.5,0.0,12.5,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Shadow Cacturne,Poison Jab,Grass Knot,40,,1.5116705146757559,,1.5069306068256605,,1.5305665085471079,,1.4646191672970956,,1.6498687569579238,1.5570864898490033,1.4707540047516696,1.4906289947605884,1.4339111201585097,1.709861079326751,1.558483555517556,1.8082598144376982,1.6500273823256566,1.8396336634148345,1.5835688042565998,1.66870686563453,1.5597111564421464,1.6238460242829054,1.5132542868126808,1.4343920879540688,1.4283174967244376,1.6146864601290496,1.5886954606727204,1.7614554572256855,1.4989767502429334,1.8383988024896694,1.6740141625461695,1.4016236832551927,1.3845263487008608,1.5520717528798271,1.4375774097066154
Shadow Cacturne,Splash,Grass Knot,40,,1.6836745298906528,,1.68252359588573,,1.7571054486371283,,1.6550037294756572,,1.878529407838895,1.6751194062300832,1.631905688206706,1.5535984580268163,1.5126618860214374,1.8349431520699386,1.7269436886909297,1.723801709683743,1.6159388495032723,1.8869970679628278,1.6518093894276173,1.6172558694623933,1.5815576788895354,1.746084906344648,1.652186929126518,1.5438439889344941,1.5420395750703244,1.544827074690579,1.5124852368410302,1.8381141177622977,1.6595089296805055,1.8042588412148304,1.678589123772917,1.5025950464848914,1.5113899163287672,1.6941500822172249,1.6161012532604893
Venusaur,Vine Whip,Frenzy Plant,40,1.324215601819336,1.2842984906798625,1.3208901228867125,1.2832472047937322,1.3530186823645838,1.3306183629406074,1.3131362806786804,1.304482273602383,1.3415523667802791,1.3544321391089242,1.3439829078204584,1.3001793146629772,1.3044602048746323,1.2359417681963885,1.342959257151981,1.3156869829039375,1.3435347666736264,1.2729632090984022,1.3009935550583343,1.2606947711408638,1.3019211453129016,1.2792225666629349,1.3537385047614026,1.310844895810982,1.3223774646937794,1.3064159721153774,1.2894640733854257,1.2728867592446234,1.349711569012658,1.2603582690952273,1.3246757041062016,1.2892814922771352,1.2723162947715643,1.2481254577542529,1.304140222900032,1.2584748727495918
Venusaur,Razor Leaf,Frenzy Plant,40,1.3901995902622495,1.3819719756764342,1.390500991860881,1.3820370673913054,1.427300429573763,1.3754516378702901,1.31605192677473,1.3062861576787095,1.3782537111031188,1.3820898816378142,1.3797294172946164,1.3296836528686529,1.3785881654450611,1.315554757144126,1.3777084997556066,1.3497858806034848,1.3766870508231834,1.3218839522524288,1.3527522621986783,1.3055804968475233,1.3504399825231586,1.3213208668176832,1.4375002515480373,1.3893801004485928,1.3660433360665973,1.3484775692767836,1.3790452338280266,1.3544476669324774,1.4197655606561452,1.3411177155007776,1.3968122111072752,1.3464262984129831,1.3323606770750827,1.304169608304477,1.3571865248737212,1.3146595595707504
Venusaur,Vine Whip,Solar Beam,40,1.5174581816645452,1.4173932636407622,1.5196562349682505,1.4179937688602562,1.608978699163656,1.4903375687326899,1.4330193288663846,1.4319404927155752,1.5365028249146804,1.49910448435478,1.4596882294343414,1.4310452504800502,1.435721212300557,1.3479247689464742,1.455029429022151,1.4264109436744876,1.4384872322267266,1.3867237152892684,1.4371679415964005,1.3617834465910412,1.4252468722189477,1.397314685875324,1.4978955237826617,1.434486299308215,1.4321623625206943,1.4028983936525767,1.3922500985026867,1.344261167164248,1.4534386729616815,1.3714631723383182,1.4593809101790292,1.400396738326395,1.3703699983170023,1.3447471847126518,1.4104987384768175,1.3509862486962254
Venusaur,Vine Whip,Petal Blizzard,40,1.6128249612987156,1.5287773185780882,1.6117855231277372,1.5281547719732076,1.712805286601155,1.596477925315168,1.5942778009459462,1.564443774346741,1.6548087339740942,1.639548292430022,1.6213438741068869,1.5646698023459336,1.5515326611273434,1.4696262118530687,1.624503515307365,1.5876487986553578,1.5991449455130264,1.5268722315877732,1.5522222355470194,1.4947550559865206,1.555469840976311,1.5253527628605221,1.641800545961308,1.5673717509769611,1.5713850498205673,1.554299613354148,1.522904965087783,1.5003640839204555,1.6048459096266625,1.5029758493438574,1.5723934721059283,1.5371665241754473,1.5073541127657928,1.4984230715895355,1.545568469329884,1.4805351452603297
Venusaur,Razor Leaf,Solar Beam,40,1.545348695169645,1.5137757500116948,1.5458707009775803,1.5174906483153874,1.5997342788241,1.5058218277985873,1.4319152878850634,1.405980254040312,1.5700424314613115,1.51577604970251,1.5175476716693361,1.4517153543510384,1.520573890403321,1.4297314932079364,1.5019416011499673,1.4600644540914465,1.518758002315808,1.4384350593801039,1.471715612494103,1.4248669971763874,1.45332749227152,1.4241993503394954,1.581512986958273,1.5073315731705315,1.4638726511783977,1.4274330322533517,1.4735128246631606,1.4341588862228867,1.5461280221688396,1.4827138834738867,1.5299622439730238,1.461246339612444,1.4382266427657293,1.3950166191171671,1.4688070809134388,1.4160184733905172
Venusaur,Razor Leaf,Petal Blizzard,40,1.7130179329651505,1.6200343627408573,1.7132134822073324,1.6209263286776092,1.6657183144226375,1.6042408302954312,1.5259896065667051,1.5095476463221837,1.6686669284263294,1.6351916275947542,1.6208606042066092,1.558182393858596,1.6297818818150924,1.5420319478265987,1.618194371865357,1.5842454187667416,1.6277002699791594,1.5500117140306584,1.5895073640430124,1.5194942341289244,1.578871701000032,1.5510525561634074,1.704680606090772,1.625549394064703,1.583601360894781,1.5534961949526798,1.6042995360897732,1.55936567700961,1.6700766136817102,1.5866779318146496,1.6428504165535727,1.5786124396651748,1.5683540483204252,1.5321160814542023,1.5861835790441263,1.5213773857246236
Roserade,Razor Leaf,Grass Knot,40,1.3912801502760666,1.2444918682883837,1.3991740726333697,1.2432760300992536,1.325128260213052,1.2593807578462057,1.2379665379209377,1.2166867626111193,1.2862363359806255,1.24125866435637,1.2694932987753749,1.1827051811230116,1.2345885468518556,1.1507862447348136,1.252227373726464,1.2013736058497304,1.2732708725697517,1.1655200171213411,1.2629035900438093,1.1767859070994826,1.2075266076141127,1.1544630238758715,1.30088353515521,1.2178234217613795,1.1899114213066397,1.1669087107336864,1.205793702707901,1.1800808799109146,1.3035825616294234,1.2041926424182365,1.2694222015595655,1.2038897042689891,1.189398675269067,1.1652407080372675,1.239720392402972,1.1615817977768401
Roserade,Razor Leaf,Leaf Storm,40,1.4007716214976378,1.2731756505108922,1.402802115728481,1.2740722634856014,1.4214515701585786,1.3051352179814677,1.2712010413983479,1.2549274072724357,1.3653302626065322,1.2945017344249097,1.3069248254480912,1.2217278857016423,1.2805256368072588,1.188173384114138,1.2921815824905327,1.2355623886488278,1.336381956088096,1.2158376589339857,1.3022080052266236,1.2206956629756387,1.256213871118044,1.19139818934753,1.3653241341600728,1.2702107642983105,1.2093484651118132,1.1947964365033885,1.2457962314165345,1.2240304267596351,1.3442706656771577,1.2648922636944533,1.3138571398528909,1.2459258685005716,1.2218568085757775,1.1952685257147715,1.2922162324522333,1.1944826819535055
Roserade,Razor Leaf,Solar Beam,40,1.4686877131178129,1.3198473819250653,1.4725613123165309,1.3092428281931143,1.4976347469617715,1.3501023635299936,1.2968815802667202,1.2490282612930173,1.3514909852391743,1.325700253353408,1.3266982773123412,1.211330884802053,1.2909915425861587,1.1941581880940864,1.3221263822999278,1.2270400140474187,1.320257196715686,1.212955910897458,1.3487541586738996,1.2190134396315448,1.2722304635889023,1.1768237957144354,1.3745234087635774,1.2627375237963747,1.2033516490111091,1.1738647074923212,1.2464708838705227,1.2110084769392795,1.3979987643137914,1.2613431165542268,1.331379640353757,1.2499936158587273,1.228382017918903,1.1869774854530688,1.2981741624527685,1.2003081145957504
Roserade,Bullet Seed,Grass Knot,40,1.444023544098958,1.3560339832567518,1.4448940835298636,1.3507385338981437,1.4125557217658042,1.3462801023480888,1.2791090715249194,1.2630622474499413,1.3919392871558491,1.3324575691269287,1.34292129761508,1.2518640911378307,1.3054900501911613,1.2334371424986201,1.3229434529071624,1.2647419744128938,1.325046658471048,1.2302545609433753,1.312333574925044,1.242324646968797,1.253906554311611,1.203458379176136,1.3400394664755162,1.2645531350334953,1.2434856853491347,1.2279667188313705,1.2564010746745031,1.2367841976922407,1.3351843364552631,1.2578348418274916,1.311979314161998,1.2647547822611527,1.240524792380054,1.2058621542062287,1.287602495402846,1.2196534165067128
Roserade,Bullet Seed,Solar Beam,40,1.6994254160796878,1.4770071884494351,1.6923131985037236,1.4910262842168491,1.6719121359210476,1.4481179292999362,1.3680353208078773,1.3367933454081338,1.538053036027148,1.4591313009183853,1.4143876566086042,1.3257357247952093,1.4072257329339832,1.318697572321313,1.383899375240882,1.3215243900188967,1.4363021614916764,1.3283600200274341,1.3824716571710596,1.3186570879365014,1.331792418711141,1.2760149955801725,1.4415486186111033,1.3409628268999152,1.2881353530034705,1.2562323412968157,1.2952108094637094,1.2736658277936337,1.4355673764441679,1.3409074180480565,1.397274841434834,1.3416643973360085,1.309532489815082,1.2527933237573992,1.3664057918234398,1.286970130192159
Roserade,Bullet Seed,Leaf Storm,40,1.6238333266452045,1.4722390441796604,1.6207474431149913,1.4736423801291998,1.5124296847004297,1.4790651104858408,1.352369418631719,1.346866038743509,1.5111628947979114,1.440391643741758,1.4220783176692904,1.3396830019120414,1.4081987430015726,1.337478655138081,1.4036360112447615,1.3512902550000587,1.4251687848131303,1.3295613765954108,1.4087741875331585,1.3315916543375819,1.3183298005454371,1.2985709578415716,1.4425978091881528,1.3643731325901587,1.3075164589564787,1.282457130627763,1.3184485294462178,1.28184890694903,1.431550619463024,1.341737199124392,1.4084605442140523,1.3290184511179843,1.3017584003454394,1.2614101572851508,1.3775222601660115,1.2956468170877147
Roserade,Poison Jab,Grass Knot,40,1.753450941868258,1.600393609736218,1.748593305333166,1.6026596681554999,1.6687730073773284,1.5984494403988212,1.5238371872607275,1.512650663690166,1.6360113656485533,1.5718708384515498,1.6371625983376932,1.5534639346850987,1.562943159349363,1.4719250723107293,1.592470319483869,1.5428212683880649,1.8302858445278938,1.7375977524500255,1.762736052301368,1.6828901498441677,1.756949549209682,,1.5998394377925251,1.5302409132807042,1.5736629116845886,1.5512152076325105,,,1.659920095323282,1.539973558036357,1.8369719647737217,,1.54004836029813,1.520316752305531,1.5880107818927895,1.5143313542714159
Roserade,Poison Jab,Leaf Storm,40,2.0222967482082153,,2.0174458709085217,,,,1.7098413065099087,1.6908665714059747,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Tangela,Vine Whip,Power Whip,40,1.377526632158279,1.309859755855015,1.3807432074541626,1.3102348163536695,1.3104130476317093,1.2983534849713267,1.2895735092523666,1.26420746476421,1.366075342789676,1.3328315765360688,1.3445598881138894,1.2641266388495163,1.251089792412776,1.170642645100894,1.3648125147109094,1.26967872029797,1.3441149943678157,1.2492802414678454,1.3180686896298714,1.2134775822996278,1.2532015667297443,1.2297828966359203,1.3518798145027584,1.2587541238103173,1.2504359730568777,1.2417080262226408,1.2543089282728634,1.2240828193237983,1.329810181395022,1.2578149387391828,1.3264360278214484,1.2576918701777309,1.2182296316707717,1.20344601564669,1.3029494959659944,1.2020273382706217
Shadow Tangela,Vine Whip,Grass Knot,40,1.4062346147257747,1.3163756624835459,1.4041987533503428,1.3139307588685425,1.3252099223703244,1.2996492833102362,1.3039583908354677,1.2687665007289874,1.3893978537907308,1.3401016191262236,1.3597837283359924,1.2699606675070179,1.2574115395752998,1.175042805131774,1.3843674487949365,1.2729641425292217,1.362894811033724,1.2555037549830865,1.3420053553298334,1.2181880943242678,1.2681711556711062,1.235906724091222,1.3659324098892676,1.2618246018468529,1.2585511113131338,1.2454486783224203,1.2596668725416946,1.2277643293662985,1.3465852374338272,1.2609102954659663,1.343537442810926,1.260217762413942,1.2287864628256093,1.2055357149522097,1.3120763059299951,1.207294433917999
Shadow Tangela,Vine Whip,Solar Beam,40,1.6024606450762087,1.3927464886452117,1.6104769370873218,1.3879839340772786,1.521498938612069,1.368568881908006,1.3906816248393632,1.322660567970218,1.574295476067138,1.4175158029073363,1.3855255634686705,1.3008370702322214,1.2937096531382333,1.201914148375247,1.4986496504288804,1.3105846284225875,1.4631189715533222,1.3309343325553595,1.4202108046726798,1.2580674258941043,1.3256531329620431,1.280441759384908,1.470744840181506,1.307869678013597,1.2928195256684645,1.2573447851389916,1.2992116775597071,1.239952917733018,1.4121315700774473,1.309337210454936,1.4413271752559371,1.3359337951535537,1.2461672392825576,1.2214229277495474,1.3440949255734305,1.24314862580816
Shadow Tangela,Infestation,Power Whip,40,1.588768734347348,1.5339130005557045,1.5938993943119826,1.5235881613930826,1.5889758288819018,1.575812297764005,1.4731415812091941,1.4806823920401335,1.7288872134804025,1.7240248990258351,1.5359548893444204,1.4529918150661207,1.352386058830119,1.2844462470690075,1.5750400188922955,1.4885128444136273,1.609624848458304,1.525796941067952,1.6300603990536542,1.5675181830777536,1.572826035788333,1.502711893602301,1.580576721543373,1.4863245841129566,1.4679286242710268,1.4513478295588027,1.5477181375950444,1.5033249919635132,1.5475149766797858,1.499039178411888,1.6259644708732115,1.5440597083818062,1.45559057379095,1.4325836906125315,1.5358499776105907,1.4397509027031397
Shadow Tangela,Infestation,Grass Knot,40,1.6320080172691611,1.5436717196428142,1.632227134927391,1.5341369436797205,1.6441185197446329,1.5825816310139245,1.4968330747435035,1.4850477929021748,1.7689534892673038,1.7349009436972673,1.5529248541387484,1.4613174873688444,1.3725914595409354,1.2927089083561107,1.6002539534243587,1.4957473765004143,1.6382172955903973,1.535407672993637,1.6623451027513585,1.5695390647519822,1.5900367497760297,1.504796970269612,1.603111661529585,1.4943398975021571,1.4778534114173485,1.4529834323452115,1.5580793669375272,1.509964888101915,1.581957238284901,1.5071878937190721,1.6555410711072251,1.5623162654107834,1.4683270183570387,1.43512443307378,1.5630095047990347,1.4440376051572765
Shadow Tangela,Infestation,Solar Beam,40,2.016447139888018,1.7331498139096941,2.075536731573871,1.72617068218726,2.0026501681227913,1.7781730623772043,1.6912111464204234,1.6316171643632602,2.0608371249990376,1.9605823967071354,1.6827535429701277,1.551249705945082,1.4740375643418464,1.372482046326452,1.7987011164686226,1.633460817929341,1.874347642498096,1.723370421933876,1.8210415175720387,1.7167419683111995,1.6472747645904409,1.6007725149497904,1.743682495907838,1.5965438063246549,1.5578095549154958,1.5195500665974293,1.6122477495997896,1.56784144411667,1.703555809269314,1.5977230262773723,1.8273209201507656,1.7413531467063,1.5677609036693212,1.517519911502519,1.6962477374730907,1.5763541161357522
Shadow Vileplume,Razor Leaf,Solar Beam,40,1.595535912688276,1.2945120918330533,1.6021775677159273,1.2994693162277235,1.5789954366041923,1.3523974889596513,1.238375344879939,1.2061987825895948,1.3897899983612525,1.335876000088841,1.3623561997249796,1.2192989667990164,1.309064212323338,1.190495982507526,1.364374195581271,1.2492626602048724,1.341307342931364,1.2130774336627428,1.331738411409795,1.2190049194243207,1.278306705968318,1.1793155171028644,1.337723052892959,1.225363167771219,1.1983573347279703,1.171700276117633,1.2267283473990054,1.188196932104565,1.3475585724167631,1.2649517064001616,1.3437059260359134,1.251928720013325,1.2057610758327244,1.1704460073206229,1.3068649963865533,1.1901879083620495
Shadow Vileplume,Razor Leaf,Petal Blizzard,40,1.6144248972341022,1.3770498410275793,1.628498366828629,1.3775270146685594,1.6116541803540658,1.4006651699298234,1.3137096662756225,1.2782203861607249,1.4947657415992195,1.3954422325534945,1.4442963625649523,1.3035555375644678,1.3851311473369279,1.2694836901620923,1.4517436526381466,1.324207408022165,1.445852062986916,1.2983163960686046,1.439479925282795,1.303007394265821,1.3813595691813079,1.2742813382098492,1.4447164589610995,1.3064880648160995,1.300923427834808,1.275861126425781,1.3307334896906744,1.2876219459131135,1.4623688267555432,1.3484575835155799,1.4524537593940918,1.3045959743727318,1.3136719223898505,1.2755457808803066,1.4087046710336881,1.2749257791068853
Shadow Vileplume,Acid,Solar Beam,40,2.462624998033337,1.8085984044251207,2.5165748712002753,1.8002505652730916,2.853556199852612,1.774650875392657,1.6818278610198065,1.6389804334575748,1.9638594042658024,1.759809426445777,1.6648806980995794,1.5369454486853555,1.6956416053750174,1.5676848895579412,1.7408441968221657,1.5953817021926324,2.0790542692554164,1.743260854033448,1.8383344393853382,1.6941349123055682,1.8012216107432348,1.7837773726106245,1.7564640317288434,1.6006361916342486,1.5314267050702601,1.4846956015856383,1.8124120280437521,1.7452898552011606,1.6633213585576005,1.5436968571992866,1.9177349403472816,1.722340552583598,1.5112568438430023,1.4877402967582602,1.6709970244099022,1.561469510400239
Shadow Vileplume,Acid,Petal Blizzard,40,2.735915640480845,2.045695890137251,2.8179461134036368,2.0455377159737718,2.748566576009199,2.077602986910392,2.0494109714603987,1.9635031192613375,2.342838948518033,2.093943571193075,2.0080134495839017,1.852207954522435,2.0697651506451153,1.88462975990872,2.0953440544228417,1.9665269560261345,2.5898015574510467,2.3044505717560666,2.2260460636738006,2.113908959595107,2.353315546018927,2.2759597940735063,2.1292110263487123,1.9317319738342817,1.844131556226543,1.7969883089552565,2.296136961381347,2.2283724383144152,2.0467806319733524,1.890389285570471,2.38735925805027,2.2701879033924306,1.8115291371105324,1.7914620200704157,2.038284432787054,1.9040031498291934
Clawitzer,Water Gun,Crabhammer,40,1.3282841201961042,1.28629874649906,1.3311467632190086,1.2875600469011268,1.2913668352150112,1.2585389311060433,1.3105049357647274,1.2807589168563076,1.2842671444330427,1.2572903479338886,1.3259251199930846,1.252240038629237,1.2040144709119778,1.158223985407536,1.2739909563896723,1.2291723448265346,1.2899133506799232,1.2076673085025367,1.286544096173657,1.2107153948200324,1.2627925714206698,1.239897352941859,1.3383355995096964,1.28251286998445,1.2318929772650489,1.2338845142445927,1.2933726577112492,1.2605736186567256,1.238904070242755,1.2148694053529427,1.2877856965928398,1.2387472797637165,1.2710845228036918,1.2277876175303335,1.2751574813839617,1.2121073173845183
Clawitzer,Water Gun,Water Pulse,40,1.8359965344296916,1.739933004776765,1.8272873528917064,1.7401278609067725,1.7519932610010591,1.7071124229173584,1.8291301000333409,1.7395746203941533,1.8132989856263149,1.7050474680303644,1.7920935255806085,1.6966062427610715,1.6259887160893776,1.5381911060693338,1.7560017533353218,1.6564736313949227,1.7721800062338866,1.6160544619802206,1.7691831897436294,1.6358189511704535,1.739746794352956,1.6722364620158507,1.8378177797309003,1.7390066490559792,1.6714903115537902,1.6328915029462454,1.7369548367228684,1.688380394880092,1.6784757369166843,1.602677171516676,1.779899412034232,1.6673338533975577,1.7248646454106167,1.644915055453043,1.753157029453847,1.641907750586029
Clawitzer,Smack Down,Crabhammer,40,1.8923042736789373,1.8405764605116637,1.6752649727762088,1.618227131118395,2.05014426247406,1.916732287913448,1.6680705750048097,1.6343328416592353,1.9045427399637715,1.8686998381678968,1.7030489039703212,1.6216831067205884,1.80735469258354,1.7622918777852485,1.8888368823496386,1.8480503183888968,2.070141151176848,1.9990822568600857,1.9176720648422918,1.8063613300441619,1.974775650106729,1.9537550812951012,1.8992387888550508,1.8471392507653095,1.658198655601842,1.6424361994955567,2.0908797616568306,2.0611378599324754,1.6182930819571437,1.5792569231737594,2.0478285492741377,2.0127315605423064,1.9005155165744365,1.838554973719774,1.6670806035614119,1.5975492084385639
Clawitzer,Smack Down,Water Pulse,40,2.5103620622936442,2.4590370932147656,2.202863778330453,2.1303315599652066,2.7157615447398564,2.5520027928939175,2.1833700106896394,2.135890061932492,2.534985388751593,2.5425424646477617,2.2412319768179487,2.1237968503532336,2.3864240318221026,2.3120555775742226,2.5366903733279105,2.435693059721512,2.845128957678035,2.7005589001845975,2.538207439054114,2.4141792173831336,2.69141665907065,2.6545354579152733,2.5162822882355695,2.434916669033451,2.1583551947635735,2.115940401179238,2.779901817687422,2.716219317049606,2.131722596214238,2.0493346379807718,2.8232857052449463,2.723887379011143,2.514144367204448,2.4372683953687546,2.1974623188310196,2.075548530920156
Roserade,Poison Jab,Solar Beam,40,,1.7564760962428054,,1.7447477126798001,,1.772269981055506,1.6056525764440315,1.621972333690398,1.8148802669508626,1.7476157905809253,1.6776936288669742,1.6390248941916576,1.7128256959206145,1.5775393052356903,1.7069886895112139,1.618466228789536,,,,,,,1.7720559563288862,1.635459312666799,1.6214471930587522,1.6023429833857945,,,,,,,1.6169888188060546,1.5863364357025207,1.6998007426932977,1.6013432143862922
Shadow Politoed,Bubble,Weather Ball Water,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Politoed,Bubble,Surf,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Politoed,Bubble,Hydro Pump,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Politoed,Mud Shot,Weather Ball Water,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Politoed,Mud Shot,Surf,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Politoed,Mud Shot,Hydro Pump,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Omastar,Water Gun,Hydro Pump,40,1.3647835812861324,,1.3775806807941617,,1.5741412266668544,,1.3587180085878514,,1.8322502752325864,,1.4227711784091255,1.321264974311969,1.341090992528983,1.2634595052749467,1.4630204177829906,1.354495135726152,1.3713593316729482,1.2969973765154812,1.3673783290715564,1.3044509403282907,1.3275482876823859,1.2872174334011641,1.420453532352639,1.3330637690522178,1.2494348119091316,1.245631061819292,1.3040097669561475,1.3109189655754212,1.3111255903944627,1.2590042371187122,1.4412771744152366,1.3634783456142168,1.3224265087131835,1.2694212694266527,1.3302961154719792,1.2440248227613957
Shadow Omastar,Mud Shot,Hydro Pump,40,1.7239798055045008,,1.5017672358652374,,1.7833869236654727,,1.5143045232729075,,1.8832683883413563,,1.4974723344749359,1.4150334088575498,1.6862360762447213,1.6152666518966385,1.767120558356475,1.650359634391139,1.7271685186185268,1.5873904681844955,1.690804949685472,1.6372347388755555,1.6080377349451713,1.5611672516439852,1.762971127033945,1.6386327967821879,1.354497615267599,1.3676523054384062,1.5672118602606202,1.5801062769843905,1.65100712594204,1.5820192585836599,1.7071184089026596,1.5979095472352938,1.428829905494037,1.3813002130037666,1.4522909834726425,1.359918640650196
Shadow Omastar,Rock Throw,Hydro Pump,40,1.8581609195605493,,1.5814325886321523,,2.4024510533317716,,1.6341190472225537,,2.77684603802554,,1.6344142196858522,1.4926916260934513,1.8483484075914043,1.7287379227645676,1.989480046872627,1.8518877367830089,2.231249545534373,2.0026872714060286,1.9560180911710023,1.9050246926753291,2.0941192172537235,2.0755412528058477,1.9401360840860447,1.82327853129095,1.4774049892835792,1.4604746435017344,2.0821201366691207,2.0240922322251564,1.5603233322072838,1.4907430913981448,2.3756798950099998,2.2267535360111173,1.935422805654563,1.8289049183227166,1.6264326652509462,1.5063857838501429
Leafeon,Razor Leaf,Leaf Blade,40,,,,,,,,,,,1.3714933356633625,,1.3483322024997644,,1.3771596305905884,,1.3342073247740005,,1.335565480840415,,1.315009633948736,,1.3627102062080056,,1.351146962182641,,1.3453622481781622,,1.3790732505008014,,1.352588428325045,,1.327604083518105,,1.3528826192065389,
Leafeon,Bullet Seed,Leaf Blade,40,,,,,,,,,,,1.4197873500657,,1.3992274633559427,,1.4265417727641965,,1.3934804859369732,,1.3890942033697737,,1.3637931878251388,,1.4302031144354348,,1.3958551085776565,,1.4171697640045906,,1.4465061739786311,,1.4175878055204556,,1.3711301136510279,,1.4046650662470335,
Leafeon,Quick Attack,Leaf Blade,40,,,,,,,,,,,1.6038685625105147,,1.4371829585377465,,1.4756240773684424,,1.5869480448516646,,1.5932207598163453,,1.5905150532479713,,1.5310819125248685,,1.5788768404523752,,1.651264070513105,,1.50981142807016,,1.6350825408486036,,1.4555213993391953,,1.5702908567603975,
Leafeon,Razor Leaf,Solar Beam,40,,,,,,,,,,,1.4359378798833966,,1.370110788809844,,1.4300242458866825,,1.4187132680150176,,1.3772133468750807,,1.3625864727466384,,1.4140772565046125,,1.369307803234615,,1.358191958851305,,1.4225208453366864,,1.4140450988955353,,1.3368965336583316,,1.392034739404609,
Leafeon,Bullet Seed,Solar Beam,40,,,,,,,,,,,1.4723626998355503,,1.4702229092554793,,1.5367960279960322,,1.4677851375813629,,1.4872530954958376,,1.3946049735954569,,1.508676257371733,,1.4201527699642973,,1.4219803293286812,,1.5351091570183546,,1.4826079183586274,,1.4110505723042248,,1.4665100609676123,
Leafeon,Quick Attack,Solar Beam,40,,,,,,,,,,,1.7646609723785356,,1.5295906147624625,,1.5949328509235567,,1.8212377793927106,,1.7730181977506128,,1.7914083548760895,,1.6509419826131733,,1.662556087879502,,1.7485579446650135,,1.6468977019684774,,1.749202792968529,,1.5115280707483405,,1.7123593681998595,
