Attacker,Fast Move,Charged Move,Level,"Arceus, Tier 5","Arceus, Tier 5","Arceus (Dark), Tier 5","Arceus (Dark), Tier 5","Arceus (Ice), Tier 5","Arceus (Ice), Tier 5","Arceus (Rock), Tier 5","Arceus (Rock), Tier 5","Arceus (Steel), Tier 5","Arceus (Steel), Tier 5","Kyurem (Black), Tier 5","Kyurem (Black), Tier 5","Kyurem (White), Tier 5","Kyurem (White), Tier 5","Kyurem, Tier 5","Kyurem, Tier 5","Zamazenta (Crowned Shield), Tier 5","Zamazenta (Crowned Shield), Tier 5","Cobalion, Tier 5","Cobalion, Tier 5","Darkrai, Tier 5","Darkrai, Tier 5","Dialga, Tier 5","Dialga, Tier 5","Regice, Tier 5","Regice, Tier 5","Regigigas, Tier 5","Regigigas, Tier 5","Regirock, Tier 5","Regirock, Tier 5","Registeel, Tier 5","Registeel, Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Mega Absol, Mega Tier","Mega Absol, Mega Tier","Mega Aggron, Mega Tier","Mega Aggron, Mega Tier","Mega Glalie, Mega Tier","Mega Glalie, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Houndoom, Mega Tier","Mega Houndoom, Mega Tier","Mega Kangaskhan, Mega Tier","Mega Kangaskhan, Mega Tier","Mega Lopunny, Mega Tier","Mega Lopunny, Mega Tier","Mega Lucario, Mega Tier","Mega Lucario, Mega Tier","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Steelix, Mega Tier","Mega Steelix, Mega Tier","Mega Tyranitar, Mega Tier","Mega Tyranitar, Mega Tier","Absol, Tier 3","Absol, Tier 3","Aggron, Tier 3","Aggron, Tier 3","Boldore, Tier 3","Boldore, Tier 3","Chansey, Tier 3","Chansey, Tier 3","Cinccino, Tier 3","Cinccino, Tier 3","Cloyster, Tier 3","Cloyster, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Cryogonal, Tier 3","Cryogonal, Tier 3","Delcatty, Tier 3","Delcatty, Tier 3","Dewgong, Tier 3","Dewgong, Tier 3","Excadrill, Tier 3","Excadrill, Tier 3","Glaceon, Tier 3","Glaceon, Tier 3","Glalie, Tier 3","Glalie, Tier 3","Herdier, Tier 3","Herdier, Tier 3","Kangaskhan, Tier 3","Kangaskhan, Tier 3","Lapras, Tier 3","Lapras, Tier 3","Lickitung, Tier 3","Lickitung, Tier 3","Lopunny, Tier 3","Lopunny, Tier 3","Miltank, Tier 3","Miltank, Tier 3","Nosepass, Tier 3","Nosepass, Tier 3","Piloswine, Tier 3","Piloswine, Tier 3","Porygon, Tier 3","Porygon, Tier 3","Porygon2, Tier 3","Porygon2, Tier 3","Raticate, Tier 3","Raticate, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Slaking, Tier 3","Slaking, Tier 3","Snorlax, Tier 3","Snorlax, Tier 3","Spinda, Tier 3","Spinda, Tier 3","Stantler, Tier 3","Stantler, Tier 3","Stunfisk (Galarian), Tier 3","Stunfisk (Galarian), Tier 3","Sudowoodo, Tier 3","Sudowoodo, Tier 3","Tauros, Tier 3","Tauros, Tier 3","Tyranitar, Tier 3","Tyranitar, Tier 3","Umbreon, Tier 3","Umbreon, Tier 3","Ursaring, Tier 3","Ursaring, Tier 3","Walrein, Tier 3","Walrein, Tier 3","Zangoose, Tier 3","Zangoose, Tier 3"
(Boss weights),,,,0.9090909090909092,0.0,0.9090909090909092,0.0,0.9090909090909092,0.0,0.9090909090909092,0.0,0.9090909090909092,0.0,1.5151515151515151,0.0,1.5151515151515151,0.0,1.5151515151515151,0.0,4.545454545454546,0.0,4.545454545454546,0.0,4.545454545454546,0.0,4.545454545454546,0.0,4.545454545454546,0.0,4.545454545454546,0.0,4.545454545454546,0.0,4.545454545454546,0.0,4.545454545454546,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Lucario,Counter,Aura Sphere,40,1.0,1.0201969751573077,1.0,1.0,1.0296391987045361,1.009745164704108,1.0,1.0,0.9999999999999999,1.0,1.0183053461729916,1.0280904084165587,1.0064303933760832,1.029381561589428,1.0245075049121857,1.0310588286898712,1.0947039063412078,1.0832138451105828,1.0568254128759547,1.0331251929183825,1.1240943407692727,1.0741811447001042,1.0,1.026657904486779,1.1416867370155637,1.0747039641729281,1.073093635882643,1.0410295372279796,1.0942628222762216,1.0731011509649864,1.069908620998098,1.0651417140025794,1.2632314682627257,1.0951909757422333,1.057084661946404,1.0742221965592806,1.0234641134748443,1.0227830970243366,1.030096221165994,1.0405071570167543,1.093829638223645,1.0410379494028703,1.171569724471362,1.0950866872281801,1.104666959281458,1.0596015849078282,1.0697329596253926,1.0820064840245942,1.319307880384092,1.1316853695537819,1.145796569246735,1.0384798795739187,1.1125833145145163,1.0675318434770582,1.0730492207264666,1.052293286918333,1.0539929799672934,1.045462436804957,1.0333431508298323,1.0489469439379013,1.0955251081761574,1.0753011018097864,1.0889937952537405,1.080437630939204,1.04996050157223,1.0530760156888939,1.0280704269018106,1.0668907849465352,1.0915069045810941,1.0693436734730322,1.0256209961236378,1.0475718775714777,1.0410105657609943,1.0523498096995156,1.0482725461040585,1.062751734818477,1.0809503542225236,1.0957651037531746,1.0051708634654144,1.0336457913948802,1.0592118562972785,1.0784316181054938,1.08724715876478,1.0607988655997866,1.0983161090068105,1.0644509050244186,1.0575804512151035,1.0600412591386195,1.07248350963678,1.05810568830432,1.0903300958674533,1.0742998774321324,1.0285814621305391,1.043541656665865,1.0823413448080983,1.076024943565275,1.0754639025808714,1.0760200716413677,1.0625393158255485,1.068192607426975,1.0490222742952768,1.0584117047876997,1.0706129509745688,1.072990229714339,1.072838662406228,1.075677203758673,1.0581616830837492,1.0428379287145002,1.0454701967816444,1.058720060310189,1.0957998053215896,1.0727272231409446,1.0447461804836384,1.0605854296283073,1.1093363435606265,1.0855476649329858,1.0904733055577427,1.060157768496871,1.0942464281849782,1.07541628862409,1.0887942106632955,1.0623087009454237,1.0498671195265215,1.054855766366536,1.0463640529082683,1.071642637732836,1.0867269379013176,1.0573089022920992,1.0694280830262737,1.0743521565831555
Lucario,Bullet Punch,Aura Sphere,40,1.1687164075372318,1.1979539421256467,1.1642880011847399,1.171898995644174,1.0531866319060876,1.0322186639088111,1.0259961269557425,1.023687772836443,1.2544525722811966,1.265460555273259,1.0398856047031604,1.0588041419178316,1.0408764336467675,1.0525931960975614,1.0766887825343663,1.0832381278272025,1.373572269892025,1.3583342378839818,1.351960077246283,1.3543352354256835,1.2821567610641424,1.2077395232425414,1.2472114498370663,1.304613586421576,1.1667888446639203,1.0891330483930657,1.261528818633993,1.2199446074624494,1.1158447670103309,1.086049772169646,1.3092342819222467,1.3246830455302103,1.301175680845491,1.1279779691079883,1.1971648404064748,1.2343873814811657,1.3115788720090542,1.3253532022324797,1.050844469082151,1.061200966081318,1.4034593912491156,1.3408491200927453,1.4800870353546502,1.3844733518991292,1.2861648352591548,1.242242977698962,1.226233431453362,1.2475819202238114,1.7635763851120274,1.4378801821570986,1.4498434390233965,1.3613883210077704,1.4843984579615297,1.379148094543205,1.2630296684110456,1.2165192612563924,1.2542682996560333,1.2514822624562876,1.2946108784972885,1.3299870599856727,1.1279280468386368,1.1162699474690185,1.2466219814354804,1.2434670397203988,1.2076645061347802,1.211519347522599,1.1801237344772997,1.239914769346659,1.3501290196766695,1.3735311175253313,1.0444258747918522,1.072562902749893,1.2046018761332082,1.2349672804859873,1.236743435334192,1.254460493790392,1.3461899266974078,1.3781933062940546,1.0462481685231415,1.0779289562920127,1.084833267945638,1.102844823887879,1.2657417476336086,1.245570753123268,1.2741620101075222,1.2297495347041698,1.241851587954861,1.2494039336397234,1.2370343346155313,1.229441004242783,1.2292286117359912,1.2145327133358335,1.201026127665189,1.21458605567341,1.1066108502941243,1.0896457781167237,1.095287522636368,1.0881380120269442,1.23144851915583,1.2313814964436984,1.230389011846488,1.2419359174253877,1.2602511976926323,1.2570689812635283,1.3568311632775627,1.3558038052895889,1.2716906798421452,1.201760372680929,1.2489025577067643,1.2552277575905484,1.2668279338676844,1.2505649913088834,1.203559104978098,1.2294653985116484,1.4096883090901575,1.3786073707418969,1.1119080969602906,1.092150584632303,1.2699821864929812,1.24513229065133,1.2871308333678069,1.257426580673614,1.246184290894198,1.2625471026285215,1.1881235544858748,1.2244346219982436,1.2769154596864634,1.2496676362517218,1.2326692449792054,1.2651574809113282
Lucario,Counter,Close Combat,40,1.2924021253880127,1.278310526039737,1.2917238596773182,1.2512027445693574,1.335479877073007,1.2630909840644187,1.2960546123906185,1.2533622133557247,1.2967698698211383,1.261987214324551,1.3128071920636626,1.2955042589709012,1.3196478007401589,1.2850879494387344,1.310702194361813,1.2800930858104156,1.4103729936818068,1.3414644412386392,1.3249700247449305,1.2794585343441722,1.4616068044027108,1.3677800841821326,1.2906726586557644,1.2838060751006823,1.4961521196070602,1.3474374589315394,1.4140386700254846,1.3281448253680868,1.4093530865250719,1.351688109315587,1.3438254489948356,1.331414078989425,1.6485396837176682,1.3647904318630966,1.3705725553506865,1.371339527603937,1.296157054575988,1.2667719592131292,1.3193898387962224,1.3083025437525198,1.4041835020296565,1.3021067792936893,1.536695731343697,1.4147049956888285,1.4234438906204725,1.3417592547478463,1.4139514089357852,1.3969740099440258,1.6899638351342732,1.4522518276086538,1.4583172902483115,1.3134362421981762,1.41840479618898,1.328271020986925,1.4114100372789948,1.332173198995529,1.3379730229996554,1.3082883927996452,1.2878975599271127,1.3035241213319584,1.3903640585070207,1.3489688594112716,1.3480307912146363,1.3175997889932831,1.3309293883716629,1.3229893773760217,1.2751467984663258,1.3173439083761544,1.3695293583787558,1.358720430035516,1.2784779045150758,1.3096378804089353,1.3041674748841974,1.315591865536498,1.3118110276496475,1.3055165738451915,1.3687345326371785,1.3982728432615092,1.256390645646725,1.2905293842759014,1.3239852686366838,1.332546014109932,1.363925861763079,1.3180238334663292,1.3951883006068617,1.3376804063133272,1.3088931474652152,1.3116398741757076,1.3303249974211873,1.303560611971409,1.3853555406724993,1.3469643596636862,1.2713548074850456,1.2861281776406748,1.3360341284141986,1.3190839394783203,1.3487672138742066,1.3327453005996353,1.3350989066821326,1.323960764217709,1.3160915734884284,1.3086817384459588,1.3451824160142256,1.3272945253700614,1.3889899209091663,1.3614353980515117,1.3054679384982506,1.2880695239796198,1.3068481124131393,1.307588794053932,1.3537303523970945,1.31851233643813,1.3128313134682468,1.3227873712411604,1.4034552977619335,1.345706784559518,1.3495601307593215,1.3170304578914096,1.3380878934696152,1.343097876555617,1.3404018711467696,1.3322131807755015,1.3035862781581031,1.3050637067695479,1.3403061902237332,1.3448537472676823,1.3608146161167156,1.3314884344141393,1.367450080181239,1.3418904576332975
Lucario,Counter,Power-Up Punch,40,1.3159586369546155,1.3128930578185196,1.315759480969484,1.2874542159710154,1.3566189791722445,1.2979873998120097,1.3176507044774293,1.2883677653506824,1.3180528175915331,1.2916206193787023,1.3494264846650683,1.3286379988982349,1.3065396051458256,1.3266386677939082,1.3424690021691152,1.3276120218701657,1.397499523243277,1.3778025751098009,1.3766399425549194,1.3208024382510581,1.463312640253348,1.3900715995504027,1.3194220870910707,1.3269965556731662,1.4996535985052795,1.393627385984425,1.419341916895207,1.3533660974724875,1.4403655895244094,1.391765028835983,1.3820647416621747,1.3675759722558793,1.5946843024760917,1.3893065328258205,1.3983341310950117,1.393470081327897,1.335303335624519,1.3080813439682573,1.363661404615913,1.3417641686575348,1.4104681510693635,1.3456790855725491,1.54630658825114,1.4308206088765867,1.4592455964482918,1.3872038407653295,1.4158547922748255,1.421807310942769,1.678711175353421,1.4660019958999384,1.4406058622656368,1.3421566537091036,1.4498146888016323,1.3825736560630364,1.4019502172224458,1.366973859794378,1.378192979430377,1.35590124256264,1.3474205772491523,1.3587276648691549,1.4345869983058799,1.3861401517392802,1.398286231607329,1.3711160636143334,1.376737661076515,1.3662559695250818,1.3197760056927714,1.358295685346593,1.4257310745323872,1.3945290124407594,1.3380022023260876,1.358494303949991,1.3611507769192046,1.357082984207192,1.3676347083885463,1.3605600559907078,1.4285947251266597,1.4269933692203347,1.3104971204597349,1.335757075798944,1.3864660772522914,1.3831387842276825,1.422539631187318,1.3605947024183358,1.4404498238320453,1.378998855230719,1.3657335936011057,1.352476682966035,1.3856481253877457,1.3549523992487014,1.429044434264593,1.3847177772191845,1.333432649351381,1.338744891193266,1.4022602384710436,1.3783260708208762,1.400947109499394,1.3681920254387427,1.3752491240515552,1.3597659523383356,1.376130743088163,1.3643962184915042,1.3999104210149982,1.38077320054559,1.421481219874487,1.3843342881203982,1.3724314140875349,1.3198571814726496,1.365534759315805,1.3618634618806011,1.405808308542717,1.3678757409095457,1.3615972708113258,1.3602228089218917,1.4385791837362356,1.387768581330851,1.4035998259350217,1.363496398971544,1.4052672662559464,1.3887475080883585,1.4065378165850104,1.3606462151686178,1.3599693307489251,1.3539392085921447,1.3662393040694116,1.3743860159740262,1.4297774170739432,1.3712272694858447,1.4015739478476195,1.371277065217062
Lucario,Bullet Punch,Power-Up Punch,40,1.6139136515339731,1.6246078938953268,1.609168060993911,1.5941880293395962,1.4470651483606127,1.3867360476639239,1.406967952362406,1.376463699205604,1.732949772497845,1.735336283792249,1.4459781446414754,1.428370213876068,1.4068872995568409,1.4229749225057768,1.454987074190553,1.4521947694179436,1.844312296696054,1.8214126688445913,1.8779942687302922,1.8483695738481984,1.7289330854238976,1.6421945539305944,1.7323653415634175,1.7746219744101306,1.563690835011596,1.4669217031093942,1.7586144763843,1.6743766795489208,1.5043870126499506,1.4628838429276303,1.7975994521197327,1.8006942214049149,1.712215931468762,1.4979116266611407,1.6627450501755958,1.682502677644587,1.8013431276625904,1.796793793744859,1.436256976377734,1.4256536567557314,1.9393288121834684,1.8366644095636189,2.095379028928838,1.9033976038739409,1.8007285871529874,1.7127923162733627,1.7064806769245973,1.7072259295755026,2.3143338038350985,1.9782325320586223,2.0176151177669874,1.840700895910482,1.9894811034696542,1.8921690213861917,1.7090863591790122,1.658921286852631,1.699385338637869,1.6899825607812866,1.8084885142910612,1.8468649221771078,1.5346847067695484,1.4998225805955467,1.6963804201083117,1.6952443729142128,1.6487004053887413,1.660243774610522,1.5989456703767562,1.661542554619505,1.877760487814303,1.873832437053953,1.4212908862969675,1.4466251966815509,1.6683881154896785,1.6813633625291033,1.7103065357812632,1.7141473329958006,1.8565223336959769,1.8760284803110532,1.4198833308954961,1.4488432379480731,1.4676330907830284,1.4731186286500515,1.7485632585758861,1.684680707461094,1.7365749258649237,1.6856681685532051,1.6732227210535513,1.6825085688531223,1.7147458541703222,1.685052641468075,1.6921250296274453,1.6570313432526829,1.637425154677218,1.6598405665450893,1.4934721398854158,1.469933940281788,1.4928082999696128,1.4668807775728037,1.6709960839951876,1.6792030814049874,1.7012111043083593,1.7045431981243602,1.7117228239862832,1.7145434906706392,1.8806554987091495,1.8746060480381612,1.6844547912085073,1.6281346881360326,1.7202735079262281,1.7297070217714692,1.7171479043126667,1.6902955151500991,1.6432265361220635,1.6666051349076547,1.9613881478449458,1.9036076251823029,1.5084531365877325,1.4578633800503238,1.719116841214154,1.6985134823260475,1.7406220755188373,1.684631880129901,1.700155229248533,1.7046511434831977,1.634919000051669,1.6565037685472592,1.7540691691552308,1.6942831513641123,1.7020001267752654,1.695713089764473
