Attacker,Fast Move,Charged Move,Level,"Arceus (Ghost), Tier 5","Arceus (Ghost), Tier 5","Arceus (Psychic), Tier 5","Arceus (Psychic), Tier 5","Azelf, Tier 5","Azelf, Tier 5","Cresselia, Tier 5","Cresselia, Tier 5","Deoxys, Tier 5","Deoxys, Tier 5","Deoxys (Attack), Tier 5","Deoxys (Attack), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Speed), Tier 5","Deoxys (Speed), Tier 5","Giratina, Tier 5","Giratina, Tier 5","Giratina (Origin), Tier 5","Giratina (Origin), Tier 5","Latias, Tier 5","Latias, Tier 5","Latios, Tier 5","Latios, Tier 5","Lugia, Tier 5","Lugia, Tier 5","Mesprit, Tier 5","Mesprit, Tier 5","Mewtwo, Tier 5","Mewtwo, Tier 5","Mewtwo (Armored), Tier 5","Mewtwo (Armored), Tier 5","Uxie, Tier 5","Uxie, Tier 5","Mega Alakazam, Mega Tier","Mega Alakazam, Mega Tier","Mega Banette, Mega Tier","Mega Banette, Mega Tier","Mega Gengar, Mega Tier","Mega Gengar, Mega Tier","Mega Latias, Mega Tier","Mega Latias, Mega Tier","Mega Latios, Mega Tier","Mega Latios, Mega Tier","Mega Metagross, Mega Tier","Mega Metagross, Mega Tier","Mega Mewtwo Y, Mega Tier","Mega Mewtwo Y, Mega Tier","Mega Slowbro, Mega Tier","Mega Slowbro, Mega Tier","Raichu (Alola), Tier 3","Raichu (Alola), Tier 3","Alakazam, Tier 3","Alakazam, Tier 3","Banette, Tier 3","Banette, Tier 3","Claydol, Tier 3","Claydol, Tier 3","Drifblim, Tier 3","Drifblim, Tier 3","Dusclops, Tier 3","Dusclops, Tier 3","Espeon, Tier 3","Espeon, Tier 3","Gengar, Tier 3","Gengar, Tier 3","Golurk, Tier 3","Golurk, Tier 3","Gothorita, Tier 3","Gothorita, Tier 3","Grumpig, Tier 3","Grumpig, Tier 3","Haunter, Tier 3","Haunter, Tier 3","Hypno, Tier 3","Hypno, Tier 3","Jynx, Tier 3","Jynx, Tier 3","Kadabra, Tier 3","Kadabra, Tier 3","Lampent, Tier 3","Lampent, Tier 3","Marowak (Alola), Tier 3","Marowak (Alola), Tier 3","Metagross, Tier 3","Metagross, Tier 3","Metang, Tier 3","Metang, Tier 3","Slowbro, Tier 3","Slowbro, Tier 3","Slowking, Tier 3","Slowking, Tier 3","Starmie, Tier 3","Starmie, Tier 3","Wobbuffet, Tier 3","Wobbuffet, Tier 3","Xatu, Tier 3","Xatu, Tier 3"
Hoopa,Confusion,Shadow Ball,40,1.3857681002639028,1.5115633345591624,1.394292658707452,1.6619897881336163,1.4605043525095578,1.5992775235065855,1.6250090943139657,1.6631841056801708,1.5406473887768575,1.676242641816911,2.539177843989613,1.7666208043947813,1.6561001010999183,1.7661818136116945,1.594594383290544,1.7137078178852514,1.5689501615447692,1.584147311272418,2.040443617240161,1.6705136128678337,1.6297741193729005,1.6898778725185992,1.6276894503722334,1.660945146949741,1.54051208460211,1.6279307603575364,1.4208290679991038,1.6254538873539623,1.4837692284714892,1.6285864212922374,1.5795811632187633,1.6661161026750393,1.6280283409258018,1.6746870983412185,1.769914300501077,1.6498299157117327,1.6855776345830644,1.647387077497623,1.3607270417198916,1.4154783780188873,1.552272830408826,1.6828428206355879,1.5969952689023685,1.6526420721867434,1.531299797349572,1.8028004652482053,1.511813212024761,1.6202649471677462,1.5719980823462523,1.6633358736627455,1.6414599649749313,1.6468361511663898,1.776876576461032,1.670822380780244,1.7981015196804198,1.6011473691745397,1.603724223608877,1.6806279153305417,1.8344703783901264,1.660268984039034,1.5566266056539462,1.5344256038610773,1.5508165850339255,1.5613411880931771,1.5212554506673177,1.369968213439202,1.5466221683207404,1.5528021387180224,1.5537771697104967,1.6475433735304248,1.5533046836803066,1.6773807029959462,1.6003794276010936,1.4102672881298823,1.6539457512417093,1.719738794988555,1.5701708333937745,1.6542831032773755,1.9982445337862282,1.74173196817254,1.5187161210007312,1.5390668771830323,1.498552402423845,1.548593668832038,1.6834400274935233,1.7802884287889298,1.7034807071478841,1.825611355627331,1.5713281638041456,1.670336392174867,1.5722908751696065,1.669372111303582,1.6269881768417427,1.7018000990911961,1.7003369590232,1.6923188204482196,1.6819086952346942,1.7546740935298095
Shadow Mismagius,Hex,Shadow Ball,40,1.353400903545463,1.4227307299705672,1.2655460413149078,1.4354276186721635,1.4309927745534243,1.4052843575020726,1.412097799604574,1.4022575217725144,1.3525060592135985,1.422572605152764,1.7277772315697482,1.5002926589804022,1.4034813695993764,1.4292973944566296,1.4104238082020193,1.41186501491423,1.4539723283204904,1.4523360916613621,1.8192921365227432,1.4898343110778123,1.4629655974170213,1.4476372896510898,1.524541213706408,1.4557286181558262,1.3618513230915377,1.4025410232961995,1.2661121889078086,1.4049674471123819,1.3828940790051327,1.4270843823143806,1.3865124516116143,1.413491014619126,1.390831039892455,1.3784703211001466,1.4836394412086797,1.4529525033125357,1.460413707124227,1.508496428321552,1.5008389274951435,1.5123569876309997,1.4055741311584673,1.4843603686907418,1.33304022713568,1.4451191928983647,1.3649865265589438,1.4693783691043185,1.5893018616114716,1.5297124010431375,1.4466171952464573,1.4150755473967587,1.4952961044707695,1.4013651647011738,1.4407389850797314,1.4057715270147955,1.6331008485045755,1.4668727382639426,1.38051131021533,1.3744336180589758,1.4132770889947772,1.437561759872217,1.4076812256677227,1.379459424364334,1.4393018227461742,1.3829344167544964,1.563719574754454,1.4496566711256564,1.4072727502533298,1.4018119802797895,1.384289556048918,1.3881702696571778,1.3657196900221737,1.380544779212572,1.5800343100114789,1.4692986927253135,1.3851063426145258,1.388482909730696,1.419771653829638,1.420194610087089,1.423114631929078,1.4144957491884922,1.4628089766075671,1.4040320203676178,1.3889062868374333,1.3761703248592867,1.429389694525114,1.4190996466683856,1.3789848592214258,1.3739969153879605,1.4271955146836135,1.3934680303182347,1.399664959294437,1.3937603896574693,1.425206487531444,1.4195382704384583,1.3396868543939162,1.3281264778211135,1.4305370516512317,1.4066994988819206
Shadow Mismagius,Sucker Punch,Shadow Ball,40,1.383121274126146,1.4341958791964915,1.2712745981805664,1.4348643098693914,1.4667279935110498,1.3886464278195119,1.4361618526766982,1.4009471933072668,1.389366572801214,1.441377480849865,1.728278103411715,1.4485910822689192,1.4684645399141667,1.4785381120589747,1.4257286229221526,1.4276894594127745,1.4942524986971828,1.4992548803566892,1.8849618912555548,1.462725913685633,1.4596028505097982,1.4412571367735711,1.5233878821450828,1.447516817961295,1.3444253823404893,1.3889871197235168,1.2999818193724315,1.4054211324179193,1.3837205001009267,1.424074384486073,1.4165476330579005,1.4289653179538735,1.453672944681569,1.4433364268224218,1.4744426666178665,1.4172479269494653,1.5138988712604633,1.4854048934518083,1.516869067033712,1.5088041493374673,1.4178132494600808,1.466927644387008,1.3573439834043364,1.440573456949636,1.3768405455189583,1.4466919197575072,1.606066781384684,1.5087274775478736,1.4432518172424766,1.4107637180192045,1.5444071497793548,1.4349169898872975,1.4374906588003933,1.3943570216835646,1.6461005346576354,1.4989344855459354,1.4175187307392667,1.4250757377017056,1.442963823317985,1.462850596776221,1.4581644902866138,1.4387926331652694,1.4634100995233008,1.3889471949870416,1.6043352654341665,1.445667592815857,1.455961508496297,1.4325180082485713,1.4219023276768044,1.4273300957359014,1.3641806869245665,1.3885264470099734,1.6199899622270704,1.4759895341622706,1.4379656101867715,1.4376685569902727,1.4605633402597187,1.435728650258632,1.4400462114698875,1.4288897167139594,1.5049278666422186,1.4862635947421894,1.4099377307422878,1.3953996007540421,1.498460264379401,1.4387618827771214,1.4251928871698585,1.412388178064654,1.4649226121347447,1.4230785006953348,1.4394332598371777,1.4331196852028327,1.4620231123722505,1.453039906183247,1.4582780091507213,1.4525659714794834,1.4466121101552427,1.4299404542207261
Shadow Mismagius,Hex,Dark Pulse,40,1.715988895283816,1.8817904989403487,1.6264532667581018,1.8886678158007626,1.771314409374677,1.8448425592322917,1.84880815153509,1.8596398056089947,1.7438338372824678,1.8823438076858323,1.9379973382997184,1.9424768328886377,1.8421430746555905,1.9040374722080278,1.835828058123907,1.873556252673606,1.9009541291584588,1.9379630808402293,2.193086064270304,1.97234487519338,1.8748984216723852,1.9231469890079744,1.9375011447321104,1.9244759397365787,1.7929171111508648,1.8725536955449436,1.6472935238261412,1.855530180839113,1.779061464427837,1.891395433011333,1.8041539876255244,1.8668380491349619,1.804062580291343,1.8144976799310482,1.797233764297294,1.9205461453970805,1.7697715529004385,1.9645314638032068,1.8158701286104975,1.970650005506526,1.79034103996034,1.9426217837652477,1.662297406768003,1.906831196274349,1.757220987568453,1.930240081888608,1.8966631618954999,1.9896276359928753,1.862947790406705,1.8791490684913963,1.942656940501711,1.8665925583797855,1.8180230002992603,1.843400431508058,2.048572669018608,1.9514057394855806,1.8005002086120978,1.8305497177836527,1.8669650253153183,1.9107069605651295,1.8640779138220687,1.8313832691882366,1.8707427025415264,1.8511737026275668,1.971812750915708,1.9051140844379921,1.8231215040646314,1.8611193798092511,1.8230487625923124,1.838442889780341,1.7997462619270008,1.847403002852841,1.96930235752878,1.962675615473713,1.8189867503096273,1.8378482304088128,1.853388560276939,1.8632144711438599,1.8503200174142092,1.8661301517461293,1.9261478287506273,1.8797238592471863,1.819715077373926,1.8313776596314406,1.833382286577472,1.8718216979711588,1.8247641933344299,1.83772407215223,1.8534707842354856,1.8635932681080996,1.8023641451831751,1.8518355083262437,1.8455141179168106,1.876898399224506,1.7846697396846396,1.7689090103916412,1.8763625791708716,1.8751888351130976
Shadow Mismagius,Sucker Punch,Dark Pulse,40,1.7656939533290086,1.8878670197509564,1.6539884837291519,1.8787786455534394,1.785720570937474,1.8046634598520759,1.8469189759912104,1.8303162435922293,1.771169132624791,1.9012635866917988,1.9505849556402632,1.879758978636949,1.907556102334231,1.9549467965518776,1.8452299816946087,1.8696884647443366,1.9463341112474386,1.975243553990061,2.161955061092975,1.9112327649832457,1.8463722351926126,1.8761746392240573,1.9216644181522125,1.891942069160782,1.7365973898671958,1.8079037054456426,1.6615001465538506,1.8332717759132877,1.7830039667609152,1.8703264777562396,1.8237820978265582,1.8751292350520632,1.8870529672398773,1.892666458838574,1.7587131060655363,1.8509384727114033,1.7829653832330954,1.9223171407303246,1.8283494575700632,1.9581048205315081,1.7883240522894774,1.9050407219601497,1.6910179933868257,1.8763850851705304,1.7450447398661668,1.8919658429306874,1.9087216375096425,1.9570732718240198,1.844623812195121,1.8420189138197576,1.9651268284581347,1.8843777473330907,1.8244825787696122,1.8089009566613345,2.040810262236028,1.9443987185764793,1.8437918569916334,1.8631509119505143,1.8775581146398646,1.9110785576574985,1.9173755610116197,1.8857737830112304,1.8798309205842987,1.8386978612282903,1.9695250387881131,1.862585206892791,1.8673024250334598,1.872949983691416,1.855487082064164,1.8803906786220375,1.7756895537732427,1.825265255948774,1.99120182571228,1.9433622861135893,1.886587472632114,1.9051274045726783,1.8852146281918123,1.8807806794979267,1.8653261190430328,1.8673735353454748,1.9622829133194286,1.9245849285364918,1.8488353561617328,1.8454652380212826,1.8618086450233544,1.877609767531196,1.8631021051561463,1.8764467033789252,1.8798778407146879,1.8763739915061053,1.8449353799185888,1.869212501127964,1.8718604718902176,1.892516484450197,1.8757946971506352,1.8537782430180827,1.8802723624684807,1.8641969545057475
Zarude,Bite,Dark Pulse,40,1.3810665455266413,1.5120310020383743,1.2732287197237926,1.5110765099660295,1.3662411752241321,1.5032312724045633,1.5765254378675473,1.6378892542402188,1.414132307165846,1.5475720181467296,1.2071864581231515,1.4469466082249396,1.5772225538083,1.6850862199048475,1.5096658035656285,1.6394416756801249,1.5655155185739293,1.6471464007101815,1.3818840011877478,1.4986992879839416,1.4394130709084085,1.5133641081883895,1.4252056608957278,1.4963836424641763,1.364174489523884,1.4542048656525206,1.332192493723081,1.4978669459168323,1.400653955853605,1.492336049289374,1.4576068865259388,1.5321869230082956,1.5300587141455417,1.591659918954702,1.227271360707713,1.4532966729583154,1.2307085155785145,1.4778114207687252,1.345718819006617,1.5706570986587016,1.3687671080990929,1.5008991417578614,1.2292524603748214,1.4579307715530998,1.2657995748310193,1.4787750167936957,1.4196309206481277,1.4832288493826307,1.4979254817962784,1.5858253945635414,1.5065464647592999,1.5901752686087232,1.4474613312812619,1.572931017061077,1.536948632833278,1.6109838951669806,1.5015970573032584,1.6128123641133911,1.5512190525071219,1.6563915425663016,1.6091808792481619,1.6315652392566766,1.429706173655769,1.4738070424119112,1.5212971227837448,1.592826182441052,1.5373509027938652,1.586086191694861,1.5158721777180784,1.6012993138690872,1.4879403901716073,1.631143203909144,1.5065094294304073,1.5626500281894717,1.5645716693168323,1.6433162612159076,1.5368169798906974,1.599696035445738,1.4850028540823947,1.5552484515479386,1.590258150893583,1.6456891144876578,1.581675988605799,1.6471563432176386,1.4707557836232068,1.5760965286189326,1.512975284573165,1.6107934264640773,1.4847896518790826,1.5879833567552135,1.4753830732700137,1.589016837830324,1.51113549453566,1.5911923094386975,1.6180336421362,1.6424898702319441,1.56060574614577,1.6470344324489494
Zarude,Vine Whip,Dark Pulse,40,1.5629298048734477,1.744912589698576,1.4364861200854255,1.742733285410793,1.4912057627166342,1.6579968830871301,1.7105668553167899,1.7812023811901854,1.5723295525942524,1.7300288806968935,1.334989752934726,1.6257736427456575,1.7464384001039424,1.868330101153046,1.6262641449154802,1.7663332556610893,1.8765429259136943,2.001700838916117,1.7575290749958075,1.964450333063864,1.8437848006717752,1.985239647749921,1.773937744442186,1.9062991713283002,1.7225466315503128,1.8809251161515126,1.5145828403747175,1.7149631867770276,1.5634671789532062,1.6854035567495396,1.5943546776476565,1.6838370511038203,1.6691519381015154,1.7440504661365852,1.3747596129381994,1.6479314333267312,1.399474060166634,1.7068017162178748,1.6514661363099123,1.9518458664053557,1.6965444856190213,1.9122222089997558,1.5628707965544046,1.9064476952617693,1.5829903285550546,1.8826179221774408,1.5927745736786285,1.6965235367316802,1.4470263326484345,1.5344658856451774,1.7473410164677716,1.8419843748286804,1.6091640374503013,1.7544435936992993,1.7188889155190916,1.8244273320569195,1.4658204549273959,1.5717549605037873,1.9195755085352917,2.1191415758794006,1.8495300150368774,1.8832839534412513,1.6008832258719694,1.662530337187377,1.861817953004696,1.9813845013251905,1.4784954613938537,1.5194372748053948,1.7421382714936027,1.8448020258988365,1.6806278595150232,1.8479591824382562,1.9267039858175081,2.072074990862834,1.774745843721254,1.860508201155608,1.6929505665931504,1.7714267121347314,1.7039086247316224,1.8062808352219464,2.0084239927814296,2.1274819980361013,1.951785054871139,2.0541012079131566,1.7872554446701474,1.9271894977115969,1.9687502967744268,2.1200201761937936,1.4693202037085062,1.5673056970941508,1.457355105156038,1.5664925037985657,1.4979219356375815,1.5768671232847813,1.9038855406945725,1.8971136639401605,1.9136090631789973,2.052594348385795
Shadow Gardevoir,Confusion,Shadow Ball,40,1.5641942680492542,1.6098707849967844,1.5991075374265598,1.8197093221063974,1.61374679414866,1.722642483305743,1.7327587255083894,1.7669615393838738,1.9671330263424518,1.8557309024455921,1.826683586772938,1.787116187216156,1.7403929904056585,1.8394232051131563,1.717042237954341,1.844402555532756,1.5845069560259963,1.6311296966029465,1.6130592963804073,1.6531546982583694,1.7307015319229975,1.7883659175950857,2.0034632334382394,1.79050552079435,1.679840408668053,1.7902505006071243,1.5850240898545613,1.789308290104592,1.6736148998383065,1.7812545303916285,1.7045429550138222,1.7877351301665898,1.771627097612846,1.8007710699848893,1.7837296531731839,1.7673876008917333,1.738977080726724,1.7098550338988299,1.6796985436771183,1.583865595725129,1.6629230212148616,1.8183947599873436,1.6617931935710948,1.73701689892559,1.9044880968281297,2.0236152958810694,1.6478826510246418,1.785113161177069,1.7263638980343101,1.7740268336476535,1.7767860115650895,1.7736509493444794,1.702860484801847,1.7607484572733016,1.6730675464359426,1.6710025253203857,1.7029551958631293,1.7630737839015311,1.5960367260000765,1.6516576278577049,1.6048887509399845,1.600938998834538,1.6852664328794043,1.6684266376196817,1.5506157718077642,1.4400600712971459,1.6182735502835064,1.5868642409461984,1.655212008089457,1.7420027561020544,1.6728995679417245,1.7556395873841064,1.4495347434558634,1.4178084547383532,1.7586541534823035,1.8019060434532315,1.7448041479622143,1.7777376152537268,1.7364053527160372,1.7568209071347505,1.6238670309600125,1.6142353991446579,1.5753841655758913,1.5809149687779487,2.0364635910744884,1.9599277201162582,1.860769786693523,1.929616229488832,1.7268008247163371,1.7873542520940797,1.683328578697422,1.7781107336452164,1.7764062224061183,1.8309033327584656,1.747426605767654,1.7673456924766888,1.7850693579678645,1.8030754194850962
Shadow Gardevoir,Charge Beam,Shadow Ball,40,1.6014765865461427,1.6095690106286982,1.4265936768788985,1.607975089244438,1.4582084809831597,1.5636806845420077,1.6184121537109484,1.6242718109762702,1.7117097809409392,1.6686431368003825,1.5467044174707947,1.6584145684898548,1.6295183340032726,1.6796261913470993,1.5852673236808885,1.6496544744429333,1.7203372471636116,1.7478950598430638,1.7520101843408153,1.738236694283296,1.6472062678783934,1.6901149567102296,1.854674974257488,1.6924914360908285,1.426048164559983,1.4933463022261875,1.4459102270318944,1.6142404306979679,1.5562830179969112,1.6278808625640449,1.5863869519705422,1.6219715679943285,1.614097485248592,1.6160922124918276,1.7052908542228993,1.6201391517500126,1.736620760516038,1.7365472800074322,2.3581059296718707,1.8946937260587295,1.5844157449170244,1.727216839975217,1.5962674367957483,1.6498773384500762,1.6069042543433252,1.6934989376673064,1.5557402078081553,1.629954431871675,1.4892333984722315,1.5203071067878717,1.7350512520900676,1.727990500175529,1.553605232781839,1.5875843589714398,1.7304509496451388,1.6779719720114883,1.680221284554891,1.7335699936699525,1.5420912991697846,1.5486845898395483,1.631112123076711,1.6179524704984045,1.5497469409952263,1.5018779307422936,1.875230794467225,1.7657374292006136,1.8025784828418117,1.752000802643884,1.5238079699267748,1.587003082247163,1.511525211744842,1.5830888951319135,1.7098844782700655,1.7171952398315629,1.5813607470939808,1.618225401373587,1.6029076908311206,1.609043885132427,1.5831182739183065,1.5926847664078243,1.6740427299234841,1.6844153099141845,1.6140820291209548,1.6158946282540823,1.6975264729446644,1.6482172404477402,1.5784196044692065,1.6272346886447737,1.4787101588333915,1.5097504073167571,1.4593002035278155,1.509037013391085,1.5162132949813245,1.536442383297154,1.6487561240750324,1.6471313960378697,1.4916611988462898,1.5057547350515628
Shadow Gardevoir,Charm,Shadow Ball,40,1.6088152467040995,1.6503851840376054,1.4612786740354837,1.649782729658635,1.4616576434629194,1.5856284725013239,1.6197678792219292,1.6435595175640236,1.7781747752167383,1.6926098687954085,1.6652960805825034,1.6426662353770083,1.6219098546028885,1.703421960157645,1.5618040245988016,1.6633385849044573,1.3717115735263858,1.3889657554383972,1.3996057777455144,1.3777773436644642,1.31874136705164,1.3424474250230738,1.404580882862076,1.3272465296154161,1.5390536978304257,1.615440657018788,1.4538396167381442,1.6197997065102312,1.527883158117377,1.6116550709017348,1.590041208830756,1.6375863715178958,1.6017613085440316,1.622575855458864,1.6064055349923358,1.6541851988961487,1.7363538238307354,1.7527576850155815,,,1.2423765694461144,1.3504121316069742,1.2372300628794877,1.315415819911451,1.878466545974713,1.945766449914437,1.5373213598487643,1.6299819870892553,1.5922178538116214,1.647962265435386,1.6471617932409774,1.6386829649750356,1.5657958531058953,1.61766439859276,1.749109827577436,1.727817596672161,1.568226854044251,1.6191937476186422,1.6621970260379861,1.694864034656074,1.6641827728552925,1.6681150207418738,1.544644790787326,1.514473829599157,,,1.6782461900809293,1.6511403613732316,1.5261016703787513,1.6130542871297109,1.5471829931949614,1.6170245851333784,,1.9847079894779336,1.6202284299897092,1.6579117088618593,1.6197472124395946,1.63697967511939,1.6160601447947645,1.6459394093937778,1.9635503513308104,1.9643289206681507,1.8688597095340664,1.896819286980458,1.99124806329143,1.920755321235813,1.8594915759516677,1.9224881120653257,1.5860299302504612,1.6286621792555505,1.5496633310719132,1.6263856136637436,1.627190561679627,1.672681625146796,1.6520153694124722,1.6409545865879045,1.639280158946871,1.6515023198115446
Shadow Gardevoir,Splash,Shadow Ball,40,2.0274956737996837,2.043855132365989,1.825160349238264,2.0397631568630104,1.8494437637480508,2.0037810239538336,1.967338556243523,2.0340815567701447,2.5753598317377135,2.165835349553351,3.1834119403138503,2.156175678480744,1.9767941175276402,2.1135791082730973,1.9753245909550727,2.103782000674705,,,,,,,,,1.9243594285818504,2.026352777897117,1.7800832375659883,2.0343528504414468,1.9186274228786793,2.050782468812084,1.9459838188113658,2.0393602407188283,1.9994617162189527,2.0376941382187006,3.1858263764210464,2.099378347045643,,,,,,,,,2.1243546093492975,2.1551981553520725,1.9241758374437463,2.1073475262540966,1.9835567355691106,2.0493525813765974,2.0091047842179535,2.0726316879142375,1.9473467572998162,2.0293459635779874,2.1814948530712237,2.1630561727424733,1.9488168423698278,2.030146730972701,2.0349091441470795,,2.037179016363694,2.0511578546355005,1.8992687042690857,1.9036070196590207,,,2.0638872777032917,2.073032004839287,1.8911717846761507,2.01228737876724,1.9194840748974957,2.0277275480361676,,,2.0019706059727422,2.0649764274875473,1.9963971801392049,2.0619192830562953,1.9710934355713412,2.00147048134253,2.0915743427162052,2.111476222112822,2.0114523381180978,2.054147063627649,2.118915865646792,2.0870626680024733,1.9832610988028694,2.042990883284328,1.972354684421192,2.042953560075507,1.9315310379918589,2.043101180506764,1.994612995309859,2.097163631227898,2.0629198609174693,2.055273862944157,2.01066143706322,2.0682361963491465
Tyranitar,Bite,Crunch,40,1.4008586954220235,1.523026362257465,1.282387729123788,1.5228109290286769,1.2943891537588499,1.4438437107066664,1.474114243718844,1.5361834742213039,1.410302541044304,1.5469939046292545,1.1845400874047065,1.4305766432284377,1.581459330629215,1.6743178393762606,1.436178641947498,1.5601468353197718,1.5060934316265224,1.5711778222434085,1.3995767529141883,1.5079543923106278,1.4591927908898883,1.5322643424413471,1.5249608557458851,1.5265005993631326,1.3895493793648865,1.4795883683421835,1.3127593589958435,1.5067683335854127,1.452856251910288,1.4990486700394925,1.5370092612569533,1.5593590439324263,1.53363945468581,1.5938982112376794,1.2689360861022876,1.4460793211700458,1.2180280387908213,1.498250863958507,1.3764589444509192,1.5439516215710585,1.3825513646479481,1.51198926009415,1.333201286493107,1.4904961788017883,1.3143079909549775,1.526032793057044,1.3973781104232,1.4802487851074602,1.4363389220642566,1.5022091827619901,1.5400405414484004,1.6031244489726049,1.4567416014706511,1.506626964699453,1.5304834142833608,1.6110426346090414,1.5130311127915033,1.6181537816548957,1.5103457484150826,1.6240851236039342,1.6217697057888674,1.6348610512375803,1.4333364746522985,1.478359173337797,1.5346313689725566,1.5357355182049848,1.6006371012957488,1.6054823778481218,1.5303609760033603,1.6092147400703891,1.4194790438703193,1.5567397891235286,1.487772711566498,1.5781023281048498,1.5606934758004967,1.6461440068617528,1.5857434762849962,1.6015401350567056,1.4869777841593337,1.567413044130933,1.588322656803506,1.6469634979280285,1.5006440545914388,1.5702493479785997,1.502115484223306,1.5786341329833555,1.5149350208121446,1.6126289690266087,1.4895835874136523,1.5955465839873586,1.4865761533242878,1.5941625447078012,1.5141837941533511,1.607279585633222,1.632541464381263,1.6417029162243004,1.4918074797115524,1.5877719398033052
Tyranitar,Smack Down,Crunch,40,1.5747016413575126,1.7586981726972124,1.4416852559689706,1.7586801329762556,1.5195910706789197,1.7119485220725266,1.7303510494888148,1.8280327185107763,1.5795655542690854,1.7958797671759215,1.3436203003473608,1.6600937750439166,1.7647853555347133,1.8795398757459487,1.6583526047568147,1.8315311054151462,1.79176648066761,1.897465725466913,1.6226388407101917,1.7872545990953974,1.6884689140917652,1.8043567170469306,1.777066716104203,1.792559504178205,1.421478976948393,1.5135296363616981,1.5229017850698343,1.7560577004118325,1.650891849870757,1.7517899088693525,1.7361805667610564,1.8144035506715241,1.7658055831330415,1.8434096692331183,1.4698532192889278,1.6736594739354198,1.3655362370278465,1.7278013847422575,1.5626731727282674,1.7745523471318825,1.56312794023828,1.7486835276740444,1.5717452679156911,1.7579183408306231,1.6669890678752912,2.018290040162963,1.573483886537965,1.7149219704751095,1.6691094148547987,1.784354638062673,1.7487827025254972,1.8300588689916284,1.7163387627720061,1.7849479543216273,1.7347865940274727,1.8568372353841645,1.9211880963404657,2.0845938343652723,1.4958172139918253,1.5940897772768958,1.860299026263857,1.8766646404577123,1.6521546040849446,1.7183470025028182,1.847478866637157,1.8246774569550737,2.0042790061298783,2.064967307682173,1.7503894227935837,1.8742336218117808,1.6915325911128924,1.8631724935039042,1.707667628193084,1.8343950080061535,1.7817440074561306,1.8802742019411327,1.540547173174402,1.5501084688035487,1.7043375690421716,1.8415453273071531,1.533578140466281,1.5948912872034837,1.4757579163247871,1.5410820341996605,1.8757245179766011,2.0150022940686076,1.9640823307190787,2.1287968697421182,1.7204069192779636,1.8558832130368927,1.7255344301221167,1.8516590330231366,1.761486812072328,1.895285636234193,1.911790285368122,1.9142364797495228,1.4809996575944189,1.5639064415191368
Tyranitar,Iron Tail,Crunch,40,1.6737655170555275,1.8810838750084926,1.5286448970824624,1.8873501873230638,1.5785470942073152,1.7926458978034105,1.8070366967777325,1.919277848960626,1.671143954488316,1.8998735564022875,1.4318994184349025,1.7821508634982288,1.8694934041438787,2.002583553756556,1.7604679475659792,1.9600649896417686,1.8666669184188043,1.9753023551877786,1.7011619321112263,1.890135943222575,1.7528510531372066,1.885015838449687,1.8970885274389497,1.9094216233317447,1.7383393281300386,1.884847601915018,1.6225809461583538,1.8830862954594525,1.752174326273704,1.844800115823594,1.8193603327498917,1.8920100339947992,1.8591504285518767,1.9441035288319832,1.5544323513437632,1.778437655155888,1.4321102463422963,1.8403243815800492,1.6620456465322544,1.866593824369337,1.6275671797712388,1.8391405138244679,1.6459469849360797,1.831261170752675,1.717403064732018,2.0872362611839,1.6704807813654945,1.8346976500000276,1.905860129825728,2.0818634133527487,2.0436741608651103,2.2195368839472263,1.8558418195032276,1.9222058003108227,1.8359050136030337,1.960199295554756,1.843097431261264,1.9954022630023691,1.8599910131415947,2.012980060622582,2.0093626597901495,2.0331342110753226,1.749552611358511,1.8113814796701617,1.927165332440001,1.9173659476587301,1.9112792010520665,1.961016921692837,1.8715761111829663,2.0164501763344487,1.795508473240125,1.978604621976677,1.816437772412342,1.9415391451647275,1.8883349211570526,2.0069559345851875,1.6629120982297478,1.662023163602464,1.7869083455874868,1.9271482883575446,2.135455672288479,2.266005351066841,2.089213788301424,2.229838547719398,1.972819059909073,2.135428405197086,2.057490187038589,2.2331346951244004,2.0520788795489366,2.2532858607788526,2.0930435888738126,2.263069734868025,2.024092809073033,2.211786457538848,2.043471802704868,2.0465044733342257,1.8460363886780111,1.9812138083883184
