Attacker,Fast Move,Charged Move,Level,"Arceus (Dark), Tier 5","Arceus (Dark), Tier 5","Arceus (Dragon), Tier 5","Arceus (Dragon), Tier 5","Arceus (Fighting), Tier 5","Arceus (Fighting), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Kyurem (Black), Tier 5","Kyurem (Black), Tier 5","Kyurem (White), Tier 5","Kyurem (White), Tier 5","Kyurem, Tier 5","Kyurem, Tier 5","Darkrai, Tier 5","Darkrai, Tier 5","Giratina, Tier 5","Giratina, Tier 5","Giratina (Origin), Tier 5","Giratina (Origin), Tier 5","Latias, Tier 5","Latias, Tier 5","Latios, Tier 5","Latios, Tier 5","Palkia, Tier 5","Palkia, Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Yveltal, Tier 5","Yveltal, Tier 5","Zamazenta (Hero), Tier 5","Zamazenta (Hero), Tier 5","Zekrom, Tier 5","Zekrom, Tier 5","Mega Absol, Mega Tier","Mega Absol, Mega Tier","Mega Altaria, Mega Tier","Mega Altaria, Mega Tier","Mega Ampharos, Mega Tier","Mega Ampharos, Mega Tier","Mega Gallade, Mega Tier","Mega Gallade, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Latias, Mega Tier","Mega Latias, Mega Tier","Mega Latios, Mega Tier","Mega Latios, Mega Tier","Mega Lopunny, Mega Tier","Mega Lopunny, Mega Tier","Mega Medicham, Mega Tier","Mega Medicham, Mega Tier","Mega Mewtwo X, Mega Tier","Mega Mewtwo X, Mega Tier","Mega Sableye, Mega Tier","Mega Sableye, Mega Tier","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Absol, Tier 3","Absol, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Druddigon, Tier 3","Druddigon, Tier 3","Gallade, Tier 3","Gallade, Tier 3","Hariyama, Tier 3","Hariyama, Tier 3","Hitmonchan, Tier 3","Hitmonchan, Tier 3","Hitmonlee, Tier 3","Hitmonlee, Tier 3","Hitmontop, Tier 3","Hitmontop, Tier 3","Machamp, Tier 3","Machamp, Tier 3","Machoke, Tier 3","Machoke, Tier 3","Medicham, Tier 3","Medicham, Tier 3","Poliwrath, Tier 3","Poliwrath, Tier 3","Primeape, Tier 3","Primeape, Tier 3","Sableye, Tier 3","Sableye, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Umbreon, Tier 3","Umbreon, Tier 3"
Sylveon,Charm,Dazzling Gleam,40,1.2459677251697814,1.32486901887072,1.2634501567066858,1.320011154963197,1.2638395910657205,1.3204603792588394,1.2915458302799296,1.2946767710678764,1.1823198033961415,1.2280413741257459,1.1795417957695904,1.2739182386047374,1.2809560282756494,1.3042256014034082,1.2003254062689044,1.2373411299421146,1.296591666341747,1.3135602927558547,1.239950663632335,1.2654551630760176,1.314458866442193,1.3395544417435075,1.227429510344441,1.3402496918888558,1.2936424923499046,1.2867496034065293,1.2968451769764573,1.3139208839141787,1.2566033266932368,1.2744340173001916,1.2923716404542407,1.3001500967089303,1.2456098381087346,1.2944196028547235,1.2216923344265138,1.2584431739807147,1.2782135399885346,1.3336110868912547,1.2218772689607402,1.3020971087321094,1.3069871250562815,1.3403647880057181,1.2145829293635952,1.2824614366274802,1.3341192175234475,1.3382081935964516,1.2610630887954906,1.333859592116086,1.209336703492535,1.3227055914031245,1.3446345079129505,1.3400656199217822,1.2709977432595139,1.2943305491441455,1.2830561274472416,1.3095992579353055,1.159708999243547,1.2611466617905096,1.245216274241244,1.308032610498099,1.2900379517705214,1.344278258102748,1.3432160511026987,1.3487525714657258,1.3113838980672379,1.3432590149092516,1.3363563352253662,1.351117284010007,1.3702772656701954,1.376119744452937,1.3732872741209061,1.3804088398753525,1.351662889039865,1.3901232105243928,1.3157960410839884,1.3312559528273882,1.3939313824749338,1.4271131880787333,1.3510881296784558,1.368169825674921,1.3507260782044623,1.3875617104438358,1.3773366618856684,1.3883014447147735,1.2970978983386197,1.343254477308335,1.2934741364001432,1.2899649861546558,1.3634022926851472,1.3704926853483745
Sylveon,Charm,Moonblast,40,1.3623707591145946,1.4331117898786163,1.3801292577949613,1.4329418737453967,1.383001596023167,1.4303849351300517,1.3939329022371925,1.404443389804742,1.3130897167920346,1.335811833269838,1.2979560543286244,1.3834263096047994,1.3757051822722253,1.4248656195850735,1.31115048739823,1.3439258363223312,1.3879720049198747,1.403707531179569,1.3495358435076819,1.3695546090507462,1.4309795425484597,1.4561898203931878,1.3276561944538015,1.448681215187442,1.401517879253187,1.3849535293523114,1.4079943915209945,1.4293452114864722,1.3790359803747896,1.3844517479291432,1.4036198826587014,1.394634576614122,1.3624526945653759,1.3936515438486758,1.3524201849417243,1.3665495590959418,1.3940611387516162,1.4407017311133257,1.3309028632769704,1.401690914574646,1.4452870878486626,1.4558210483168728,1.311559389003261,1.3793041399690447,1.4683477797044935,1.4498702869368862,1.3847661110555303,1.4580867648074542,1.3071487618017128,1.4205551795883449,1.4633455784728997,1.448607574649536,1.3879264581582293,1.3994912043059649,1.3821157409610314,1.411041292040218,1.2609749986562677,1.3742512718487025,1.330468295152702,1.3997172605690693,1.3969997948597335,1.4419192864577106,1.4459986372633427,1.4472201279945778,1.4238482086872657,1.4504345886067993,1.4604126547363216,1.4507436114961207,1.474266291930012,1.4787410386965403,1.4736748698447466,1.4749412541188984,1.4629403484427796,1.4802394838528743,1.4197835367161702,1.435150098871952,1.5032875828733792,1.5151597662448937,1.4470599710657472,1.4526449866464644,1.456175218275761,1.486941553881662,1.4878473954300175,1.487924434694217,1.4022323299383754,1.4404895825218347,1.3911204678216604,1.3852463810126807,1.460767265980548,1.4598334463320128
Sylveon,Quick Attack,Dazzling Gleam,40,1.4086802474998308,1.5039709366021752,1.4287112744574266,1.4970800279239682,1.427446772760542,1.4991150133763433,1.4572242389091214,1.4690443486281537,1.3263019097218858,1.3946752801669529,1.3372439005281018,1.4449942482528295,1.4102708879550752,1.440531220456293,1.333469463770828,1.3699552952859757,1.619962267963037,1.658209969173269,1.533199190849203,1.5712835982118378,1.4712665018692144,1.5001930340638798,1.3501314537306641,1.4855802074784796,1.4324903309917172,1.4364177832072875,1.5576419350324229,1.5732471596351794,1.420737233275617,1.4482927730873063,1.4644512887974748,1.4745458613429765,1.3847744191251277,1.441548188389246,1.372450839489033,1.4016042063594827,1.4083747766558847,1.4560939928582048,1.367396138459339,1.459515585356308,1.461147761805764,1.4930676819606539,1.372272872742018,1.4454245064245086,1.442707416895029,1.453907479827147,1.3904463344961917,1.4846135824213083,1.3351112012792563,1.4551518923169147,1.5159688013364812,1.5176086067281904,1.3924905982318314,1.39126911253735,1.5759322074801534,1.6254509490968734,1.2709723100756694,1.3842852427919443,1.4369509271483818,1.5025301641972924,1.4143130420757632,1.4877442976790864,1.5161074302338324,1.517005215421211,1.4567883411000557,1.503866066979956,1.5106362210975754,1.5209062415312855,1.5406552056792033,1.5596958652174435,1.585710698297574,1.5912343096075945,1.510891964865793,1.5484648306386073,1.4883844912617257,1.509617921857147,1.5810884377347396,1.6178500203006543,1.5664413361956393,1.5533657842682762,1.523172944491989,1.5706218377540784,1.5589392257745789,1.5388487931409627,1.6103896495598784,1.679678776389935,1.45225698574731,1.4631715373290308,1.5499282227402347,1.5574552475254122
Sylveon,Charm,Draining Kiss,40,1.4443107729392006,1.528667196564968,1.4571316281989914,1.5211516747982936,1.463088918377592,1.5240325920978277,1.5009518648452291,1.5081025402145003,1.3863332976338036,1.4246459284683208,1.3788818085664027,1.477263652668687,1.4849904701825174,1.5231820597388543,1.4076824504189922,1.437281530830882,1.494524423917397,1.5209477170277337,1.4481619586455952,1.4634646418761257,1.529154659549122,1.558618683875934,1.4214398426445385,1.555698455588343,1.4880090222084794,1.47913434960868,1.5089994274905003,1.526644083081276,1.4546918276482956,1.4766413037467474,1.494496762228043,1.4892953635325688,1.4414874342936694,1.4876148179253008,1.4206349844164814,1.4564396832149926,1.483098508179869,1.5433497386561574,1.4205627514408068,1.499933472739052,1.5230754014965948,1.547142650300693,1.4159774132538223,1.4836398388616165,1.5481164796430191,1.5454127164692453,1.4687235136652599,1.5537606115119205,1.384335647094523,1.51917944340858,1.564824737148866,1.552154883124182,1.4738714815732457,1.4799529552288304,1.4933004549052749,1.5215170880473652,1.3513137067879877,1.4822575312240858,1.444883819579169,1.5210136554701752,1.505834672055609,1.5571588456781533,1.5625443450614576,1.5721275950658022,1.516559002379837,1.5563459996110651,1.549819116923751,1.5578145054956143,1.5772887759974872,1.5864049406576237,1.5953000137617348,1.604050280132334,1.5692886398303212,1.6084878690415412,1.5265497178708896,1.5514902966074324,1.61240242986381,1.6386428595420637,1.5594818403014625,1.5754508121974404,1.5600116870385679,1.605154515534738,1.6108631423563469,1.6162528672704568,1.5086066313982793,1.5588183887749185,1.4950626364863349,1.5013057087570212,1.5739080647470636,1.5783018380748357
Sylveon,Quick Attack,Moonblast,40,1.7156170977945355,1.8270452530052494,1.7334990462407391,1.8195730200194216,1.7362987804977423,1.8207432993158406,1.7752070254376113,1.7646777504535143,1.6474676534127317,1.6942725977407607,1.6271820803587587,1.7459565341084793,1.6890646891869272,1.7298142562709677,1.648616701106719,1.6436111250359045,2.0240241332619693,2.1167247108361873,2.0001653918444244,2.07325306350091,1.7884700966443947,1.806581966619164,1.6329815484228625,1.7709817505078196,1.7431715666718424,1.6966466429076783,2.026755868319795,2.0036098419536064,1.7505562334912514,1.748540922182018,1.7945579464596033,1.770532815510568,1.6678133919749476,1.7116235360055663,1.6330724596400896,1.6781550338638624,1.6556936447527906,1.730717779178015,1.6745900195409442,1.752397443246292,1.758664859679881,1.8063253032932478,1.6566995299118348,1.7163059625300883,1.7214731334406572,1.7046770979937416,1.7288329306615102,1.7929953425509069,1.6416020433898433,1.7412802302322228,1.8195913511720094,1.840187916086248,1.7105792564018363,1.6789487109514643,1.9893004712974374,2.10043447794182,1.537557606760287,1.655789728715346,1.6976748533597574,1.7875986773545265,1.6736834273436374,1.7789281185134078,1.7692153536577224,1.7745224176892656,1.7320141782090892,1.7939322680702185,1.7784596095295264,1.8039838115043911,1.8208961597840683,1.8502958419471547,1.8988844619327745,1.8942106208583043,1.7889242990048246,1.827236665524457,1.778738521405004,1.8105611653042346,1.8574959583918482,1.9096047726866932,1.8229081182713935,1.8639212889939627,1.8084119086722592,1.8681845940634947,1.8087502078493545,1.854430509611755,2.048448494943047,2.1667508028426257,1.7048472458068353,1.713253643143567,1.7968320993974345,1.8269810445409143
Sylveon,Quick Attack,Draining Kiss,40,1.8316096769731973,1.9627149472314362,1.8494771458523505,1.9528062999137379,1.8587657630193983,1.9592384915044905,1.8916383598482092,1.932856780199064,1.7264994932419497,1.8317901916571973,1.7243940634729356,1.8918935741233225,1.8164791832292437,1.8797990921599528,1.7318382098343723,1.7877207626498126,2.200042269097302,2.2774013424869595,2.0961902955212497,2.1694922747415095,1.9148015786413848,1.9802950035656857,1.7432852571593138,1.9367781941704063,1.8336191626922531,1.8495728215922624,2.0743573565035116,2.1358719063681066,1.8374115565310374,1.9000852405342403,1.8801344213393614,1.9088055500077614,1.7679180137501056,1.8564527761867446,1.7581336719017504,1.8236832995531502,1.7905302443848392,1.8702634654287964,1.757367722772208,1.8701236720025118,1.8697698722196383,1.950362483609215,1.7626978985125858,1.8828142968945107,1.826111413624816,1.856034791107293,1.7943736882100305,1.9435679874545555,1.6998230075834406,1.8804459118558614,1.9731760188247447,1.9906421144808113,1.734139295143009,1.79382108649395,2.1635905939039826,2.241260810086113,1.6342742844493714,1.8076667523884244,1.8599517005267987,1.9764438955819015,1.8360850433693459,1.9343660592423302,1.9384883758059344,1.9713713113276523,1.8779435390106511,1.9599780582988908,1.9367286194898523,1.9848119403529112,1.9809936654778098,2.00536083431547,2.058669322551527,2.089784156251357,1.9479535571877533,2.0109926164535477,1.9244488519244518,1.9715273928812977,2.0766619582612105,2.133054237808166,2.0297485410320464,2.057882337490212,1.9716635299674599,2.0494394254711747,2.0278284825275072,2.042359690790545,2.2338706386596545,2.3382904429267617,1.880363154078138,1.9011304106816385,2.0051069279697162,2.016374674747044
Granbull,Charm,Play Rough,40,1.2542178110538325,1.3210341019955618,1.257310878570984,1.318553494568455,1.2686436402763883,1.3174062168902523,1.255626881182804,1.2829480189854638,1.286233292827743,1.254099546254344,1.268437389823363,1.2716757746304657,1.2307571158751527,1.2830322703842238,1.1869264108901978,1.2149677885904917,1.2707176176179724,1.295949132061424,1.2514125918259131,1.2362660953662246,1.3039142397781849,1.2990812766461253,1.2840294300750525,1.3139523875521641,1.264681079973134,1.2959527691232757,1.2807040916966053,1.2725353509551096,1.2523467896852671,1.2831689551084784,1.2828503382800347,1.285522901213105,1.2334949079545936,1.2660102923245053,1.2105740007332957,1.2217958153091613,1.2699333315200791,1.2991632033492073,1.2505055161103018,1.263901300567875,1.3027292183557913,1.333448539563225,1.1933745917818264,1.2586976241425196,1.3029394005271757,1.305352391306799,1.3051399054869328,1.3181964668060604,1.284207415348415,1.3150122255243895,1.3142297280220712,1.318408242106231,1.3258470877536561,1.3046535927550509,1.2534018859638238,1.2536288348319717,1.1706554906849362,1.2659134782648302,1.2225974631211822,1.2638063672280886,1.231512419198304,1.2754751362408947,1.2831137784351998,1.2911077758391847,1.30606253493205,1.3183872301889124,1.32354695671776,1.3091830619829106,1.2941380988841336,1.3107262638973833,1.3087207666022769,1.323885844093774,1.3095559074725747,1.3316649912063019,1.320678101013089,1.3021860435325403,1.334808860511447,1.361443764438558,1.2919392156498606,1.302911428399187,1.2998624501174916,1.3201011595647638,1.3277024211996342,1.335745076060826,1.2410402352708236,1.2930551299696176,1.2651220034107444,1.2636430672840493,1.2845817856455162,1.2992891494614378
Granbull,Snarl,Play Rough,40,1.4488148314754477,1.566288753499411,1.3771600309668521,1.466970686129762,1.46917150334443,1.5579575062490632,1.4815279866272484,1.5444016903903754,1.4020751758294074,1.3999076357668008,1.3984624238207253,1.4304371575236563,1.3502698545040972,1.4159295360131003,1.399452440947052,1.4539801328523914,1.2887853084314886,1.3092242484330587,1.2754162792634458,1.2494454861702515,1.3136288336119664,1.3067526285299993,1.3395043833518865,1.3399354876377223,1.3966980881028863,1.4517493617152173,1.5200397566028447,1.5209556127079598,1.471033817121185,1.5423219999790758,1.5298110736772987,1.5678995181398356,1.3792995359980114,1.420809013953848,1.4199254689251186,1.4773840793600879,1.4532070541172728,1.5295146245594031,1.4165325853937152,1.4449029469172,1.4303031423377508,1.4554240803316698,1.4203443384021834,1.5223738914524847,1.3223477774392498,1.3359875801676029,1.3136111909268533,1.3331970790086711,1.5218348319212538,1.5348302681171184,1.447161341357713,1.4714385552273799,1.448576783510581,1.4590682015391352,1.3815981128978314,1.3854650600970158,1.377586391372832,1.5209461681451237,1.4392382581889263,1.5097732227426865,1.463956329595532,1.548208794030424,1.4383049019920893,1.4725546941992116,1.4212369463877448,1.4442791097924177,1.5382395709614425,1.5525732413443747,1.5384989717061348,1.5625299059764268,1.5878438393998326,1.609827931545842,1.5607201947055065,1.5792037679095687,1.5407807933938176,1.557348845981449,1.5725233923380906,1.626299629795428,1.4610417368314768,1.4671975268850113,1.5552097609970417,1.6004147388707857,1.5530816698904146,1.594018324043844,1.4004616068631064,1.4499980091234084,1.470437830092502,1.5387323818314504,1.5376661359842334,1.5683858916012272
Granbull,Bite,Play Rough,40,1.651510723797598,1.7958693522779716,1.519857796170376,1.643284100785458,1.6671404266256462,1.7960374278210296,1.620986912522607,1.7054726705117706,1.6159379580920732,1.4957308162116663,1.5672257033116883,1.5666997340590019,1.4532346208230684,1.5339569758018738,1.523694296789541,1.595783869553454,1.404691338113788,1.4449366976504552,1.3473215552339928,1.355452465467061,1.4029047131936083,1.396385808373204,1.3581197452991536,1.380733340899699,1.4916041822721873,1.5492175793077083,1.6403894077802548,1.6650198259496427,1.6027735931079845,1.6827403112998258,1.7548039995417768,1.7813899424324355,1.472749506347636,1.5182970753493734,1.5811595871675124,1.6493655315291982,1.6074012334313885,1.6845016809068443,1.5119760292365965,1.5444938214380837,1.48295273769166,1.5055686863104574,1.6198164911596196,1.7342939796276995,1.4072354956263802,1.402445070916713,1.395872120696224,1.3958063728722034,1.6699096006116796,1.661887437606309,1.6134302775781453,1.656923917928693,1.5273462336222323,1.4760936353731502,1.4995451857926394,1.5280872573771576,1.5883639660543394,1.721151150125394,1.6170418634856851,1.7461334793304317,1.6987617838629672,1.8110042657561507,1.6610869339899519,1.7047333465270862,1.5656211684257397,1.5976258790562083,1.75243648675312,1.805199472191922,1.7132310307362528,1.7852230753125984,1.7800321704017577,1.8357212750493745,1.7283462294342122,1.785350814737863,1.7666625802219698,1.798241770315321,1.8211072985727816,1.9246078693466806,1.6263137571212576,1.686061773672706,1.7441067037328173,1.822167989163917,1.7684845198985435,1.8345455998551758,1.5952288323145383,1.7085650973365534,1.737147917581559,1.7662981186097189,1.827729791230651,1.882297264543513
Mega Altaria,Peck,Dazzling Gleam,40,1.412664569257456,1.4898542241786026,1.4158157206941304,1.4936380352559395,1.3084697667276453,1.344643874251193,1.2897057681750046,1.3076638631549764,1.6005486473429817,1.4668802326500685,1.554998964689379,1.4915836477209474,1.4850343380235145,1.493835060929627,1.3312836723926496,1.3760312480131014,1.4839119562173675,1.480889899638925,1.4142963675401226,1.431165516510689,1.5177201807354823,1.5332495334515164,1.378852444379166,1.5147620978185585,1.4543525602144007,1.46899153201531,1.4672829550628512,1.4958641753120967,1.429322547329808,1.4593935716381676,1.3330465723478313,1.3369881071953087,1.5117133522759705,1.5673944325165772,1.38308961949391,1.43328640662532,1.473665226872987,1.5188064122856975,1.4735791541718317,1.5704001551768398,1.3525793251536289,1.3520023982037943,1.3755672398174579,1.4554785759884983,1.4836425069294812,1.4730594634680654,1.41063217548669,1.4692452562146412,1.2193508159718065,1.3159342499248625,1.401907636502503,1.3761941197297174,1.3526680394413904,1.3476143157866487,1.45526763278733,1.470966869063077,1.2571180548094252,1.390363012690889,1.403176289559107,1.4708224811697213,1.4281842359970418,1.4995317566565463,1.5549600198965183,1.5549676542015107,1.354993780020586,1.3772918084398857,1.3875523458067374,1.3849638282720265,1.4042143243055507,1.4058009196412016,1.4058653871285758,1.4178929918118701,1.398988593233246,1.407341651714253,1.3672686180701974,1.3780573340894227,1.4254356976060616,1.4457690471106779,1.3893363542473405,1.3977183627030016,1.36168577226596,1.3975130474086694,1.4320292059358442,1.4167947434661055,1.4703331808718971,1.5401071610965402,1.423760862030727,1.4571290172475608,1.504327381087357,1.5061092166942638
Mega Altaria,Dragon Breath,Dazzling Gleam,40,1.414190830242828,1.4742408872691484,1.252183298893008,1.2800753305307808,1.433222165701398,1.4689956250561338,1.407892290977201,1.4310977841034505,1.3022681008837338,1.1729790235568371,1.2799228087324255,1.2289574865483333,1.256956820588066,1.220611969211129,1.2972774505145561,1.338353193874761,1.2360838966259158,1.2276675095662557,1.194603959269866,1.1770754681012532,1.2686754503223423,1.2726543787451083,1.170808995680446,1.25972077927747,1.2186299456213128,1.218163014198266,1.4237156300062006,1.4557977114526064,1.4144631563468846,1.424457108467708,1.4652203161148827,1.46511595480544,1.1912021207826837,1.2094695798384292,1.3333334211636794,1.3652822737278258,1.5720239440234438,1.6326342567650818,1.177400193828743,1.2240652347313066,1.466128932828643,1.460549180511739,1.3102839006001639,1.3995352127750826,1.2862801303261464,1.2614370196073494,1.2169720493692087,1.2674870966526643,1.2862974197936048,1.4077598738751755,1.519051036012289,1.503204943665349,1.4662179266043662,1.4352805511150608,1.3654494651260158,1.3910784862965424,1.2603120349786734,1.3809784153248352,1.4070173574500848,1.468608468643079,1.439511050063587,1.5078394457979787,1.3091542283175848,1.312165944211483,1.420175388427118,1.4703423497988222,1.4815348561194241,1.4884752864918547,1.499293183893846,1.5117556035807098,1.5542191414034863,1.5748362372614457,1.48647976540585,1.515351570176279,1.4469455712333466,1.4757151417966905,1.581062534700676,1.6089406555019292,1.5181474013965872,1.5359853446924876,1.499373060525037,1.5482792146128286,1.5385217902041755,1.5261825659714563,1.4339506365590222,1.4838793701905182,1.4068264292925707,1.4273217332489134,1.5039769642822283,1.5232115460218354
Mega Altaria,Dragon Breath,Moonblast,40,1.734394344259678,1.7264439137854974,1.4219529183573123,1.420215953750369,1.7513105647384337,1.7278500145170093,1.6547021464045477,1.654714913509529,1.4342131007310654,1.2876078709554253,1.4571378604699752,1.3317628548456926,1.3283126813585362,1.3227343776667377,1.5454331334787978,1.533798103571705,1.3308716827176992,1.3230191704477046,1.310224965127608,1.2733568294818005,1.3956843940662895,1.3886057238658605,1.2903025789814635,1.3791195314819018,1.3342207019042438,1.3157813440673574,1.7050473242207567,1.700602325702907,1.69082911727509,1.6821337633720777,1.7192659658973786,1.7106146654873642,1.311942542246669,1.306121807148053,1.5886814658164514,1.5926358980728117,1.926416482900314,2.013814030010123,1.3002416185226935,1.339974227270406,1.8168516637522463,1.743966865633291,1.5246176702699294,1.6051649224178044,1.4403935035202224,1.4006844124311606,1.366735351247467,1.394538210861416,1.5152941893783922,1.6125903845950218,1.805269715017989,1.758182080674005,1.758974702456808,1.7175357191965999,1.558468452941858,1.5786276672368478,1.5061809725629147,1.629186490195358,1.6214099881687773,1.6873388339603754,1.669860493121724,1.765253394016965,1.4326746674041675,1.4279535024078127,1.6641438161163946,1.69420235616819,1.7191039455555077,1.6962947846071585,1.7120172182380569,1.7381243579597492,1.809429286560186,1.8124188987503422,1.6927764424359506,1.7104609458088968,1.6828393260165326,1.6956557082144872,1.8021765488748815,1.8310908984124636,1.7519504353271602,1.776005589877306,1.7295766976319198,1.7722310708761702,1.7549225022803248,1.7457425463681924,1.6402458804364062,1.7029715997126214,1.6546211585247423,1.6822629572841257,1.7220708589110685,1.7290221213655792
Mega Altaria,Peck,Moonblast,40,1.7496316929446891,1.8131617056140288,1.759633824275126,1.8024809840578675,1.5309510475116908,1.541845964228838,1.4613490029724987,1.4923156233448505,2.0764917306698347,1.7595636133920787,2.132105308811706,1.860231950027831,1.8397500771051316,1.8305193301792415,1.6722664162151086,1.6822371063564343,1.7990186391654641,1.7982471164601526,1.7547564556273891,1.7418006482308341,1.8630000367109254,1.8830629338564324,1.751794015748005,1.8717397330236945,1.804606067910241,1.777982800367371,1.831494715478659,1.8240596462098475,1.817810771562097,1.774881642198,1.5626089663041796,1.5432635246218083,1.983843097924646,1.997962355181829,1.7015794048027304,1.7568520480832497,1.8043528216329612,1.883574112870583,1.9363319297902977,2.0035762124163914,1.6162953084604457,1.5706235125936288,1.6972180752907255,1.7772538536804574,1.826956216365708,1.7807784330955676,1.7103347668727205,1.789296736175209,1.4231863892016494,1.5026340267258849,1.6372810223346224,1.5894334072946736,1.5567519849713964,1.5720530512106112,1.7720181233569416,1.793062465698441,1.5645482880405828,1.6861171300593574,1.677591079680283,1.746253341223972,1.7177690396528418,1.8081149656890512,1.898395735791485,1.8714010328403508,1.578382074860258,1.592540842514511,1.6073599672792163,1.5793968406897874,1.5991218477154978,1.6097396735079523,1.5990270901122154,1.5978114259249296,1.5690236723999105,1.578038269621402,1.5813601834418536,1.5833777007849437,1.6421929602534373,1.6572153552693016,1.5735565624153527,1.5721139807854179,1.5487313749833822,1.582479692103634,1.6210896083470077,1.602770820406903,1.7599269959289603,1.8584910886632564,1.6990865246987776,1.7243568716896407,1.761713418543781,1.7780057995808773
Clefable,Charm,Dazzling Gleam,40,1.4372822449992888,1.5031487059096211,1.454207896986934,1.4962287003066397,1.4592033447042347,1.498595035707451,1.4869512447012971,1.5152603387309989,1.4126148392520292,1.4422309872862074,1.369080588205667,1.4874224008905932,1.4305931093579525,1.4782277500068974,1.3729966134812694,1.4130789648766098,1.5061325636872123,1.5172633027566242,1.4078308547175193,1.432285800173467,1.4872162256403818,1.51638663198521,1.4304060969139085,1.5494060948531252,1.4847386475748199,1.5042490650940619,1.4921433994788913,1.5152132958681908,1.4445681560582202,1.4776413231762087,1.4645092353178613,1.4856934616251967,1.4077195231728508,1.46757531247694,1.3848390682377234,1.4329829134813319,1.4541273678660647,1.5207673201928227,1.4241551518647149,1.5048003827206833,1.520566228462599,1.5321546515161093,1.383187570246531,1.4679754542549324,1.5374934849252346,1.4948663495232752,1.5647434796901405,1.5403861428723915,1.40833160316966,1.5383673086613956,1.5315691907909277,1.5108472454843338,1.4858120926674308,1.499165526018539,1.4783997060338865,1.472470802279022,1.3136865273535028,1.4452173362143308,1.417127809391413,1.4879601837159735,1.4627145493722036,1.5089006579940296,1.5317077052111823,1.5274316472789164,1.4912116685246708,1.524553565314782,1.533516670914634,1.5326153331253025,1.5652535924381683,1.5697845980788772,1.5757866535431992,1.5751659481949545,1.5383691997265956,1.5520136630665664,1.5090083009381259,1.5184169524790971,1.5888687375485808,1.6041403905621898,1.5239809308985999,1.5337578393484779,1.5178190618838576,1.5521985857797547,1.5576454676990066,1.5509966505146104,1.4863283785140793,1.5361236767162654,1.471054041763551,1.4703996206197731,1.5300988948656598,1.5376878013066755
Clefable,Charm,Moonblast,40,1.586535153779718,1.6216541612460482,1.5852507766246902,1.613772520402188,1.6091943034482425,1.6164942088295209,1.6337912315269287,1.638478161405677,1.5665569298183224,1.5708572280948967,1.5210828416385145,1.6017085534046633,1.5680239502264175,1.5880397422940848,1.5015819162833368,1.5314331954136124,1.6213010995282167,1.6419220327912782,1.543442257303822,1.5436103549099263,1.64619601032981,1.6547171387718915,1.5706268279857345,1.688896822053628,1.6156757353526567,1.6309516485544662,1.6462282447729708,1.6496523927569973,1.5834121772821856,1.5935205735576985,1.5992707167016096,1.603412304367723,1.5172782312393251,1.574215996500118,1.5375351546448661,1.5597904615685456,1.598455569340938,1.6446622010864016,1.5785230341118215,1.6460557349590565,1.695868960775482,1.6752646079365046,1.5102303187417008,1.5726558912141324,1.6829708154631682,1.6322026282465305,1.7196491610626286,1.669705310779161,1.58190353605528,1.6756478375228323,1.6599900131321188,1.633589304880847,1.661317587125159,1.6560482320330099,1.6122967627983515,1.5909686064269473,1.4625997340889414,1.5803429509414517,1.5222438737905108,1.604798241036696,1.5969986451544769,1.6347398110888753,1.6489676606751644,1.64418113533333,1.6274304207862502,1.630945044405053,1.645346710274296,1.6567877751379418,1.6898427658739035,1.6949583746494854,1.6915455150246232,1.6879761515820222,1.648131614552141,1.648774831951984,1.649839003511156,1.6492886752030875,1.7070919200496424,1.7233076846470683,1.637687073395863,1.6502408343263204,1.626053475545311,1.6508008274856165,1.6713450825157308,1.6785382932354862,1.5913345012186861,1.6544994676569114,1.6201270852069936,1.6049927149842476,1.6351527002132575,1.6444939380511807
