Attacker,Fast Move,Charged Move,Level,"Arceus (Ground), Tier 5","Arceus (Ground), Tier 5","Arceus (Rock), Tier 5","Arceus (Rock), Tier 5","Arceus (Water), Tier 5","Arceus (Water), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Manaphy, Tier 5","Manaphy, Tier 5","Phione, Tier 5","Phione, Tier 5","Groudon, Tier 5","Groudon, Tier 5","Kyogre, Tier 5","Kyogre, Tier 5","Regirock, Tier 5","Regirock, Tier 5","Suicune, Tier 5","Suicune, Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Mega Blastoise, Mega Tier","Mega Blastoise, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Slowbro, Mega Tier","Mega Slowbro, Mega Tier","Mega Swampert, Mega Tier","Mega Swampert, Mega Tier","Alomomola, Tier 3","Alomomola, Tier 3","Azumarill, Tier 3","Azumarill, Tier 3","Boldore, Tier 3","Boldore, Tier 3","Claydol, Tier 3","Claydol, Tier 3","Cloyster, Tier 3","Cloyster, Tier 3","Corsola, Tier 3","Corsola, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Dewgong, Tier 3","Dewgong, Tier 3","Donphan, Tier 3","Donphan, Tier 3","Floatzel, Tier 3","Floatzel, Tier 3","Golem, Tier 3","Golem, Tier 3","Golurk, Tier 3","Golurk, Tier 3","Graveler, Tier 3","Graveler, Tier 3","Hippowdon, Tier 3","Hippowdon, Tier 3","Kabutops, Tier 3","Kabutops, Tier 3","Lapras, Tier 3","Lapras, Tier 3","Lumineon, Tier 3","Lumineon, Tier 3","Nosepass, Tier 3","Nosepass, Tier 3","Octillery, Tier 3","Octillery, Tier 3","Omastar, Tier 3","Omastar, Tier 3","Onix, Tier 3","Onix, Tier 3","Piloswine, Tier 3","Piloswine, Tier 3","Poliwrath, Tier 3","Poliwrath, Tier 3","Rhydon, Tier 3","Rhydon, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Slowbro, Tier 3","Slowbro, Tier 3","Slowking, Tier 3","Slowking, Tier 3","Starmie, Tier 3","Starmie, Tier 3","Stunfisk, Tier 3","Stunfisk, Tier 3","Sudowoodo, Tier 3","Sudowoodo, Tier 3","Vaporeon, Tier 3","Vaporeon, Tier 3","Walrein, Tier 3","Walrein, Tier 3","Whiscash, Tier 3","Whiscash, Tier 3"
Shadow Exeggutor,Confusion,Seed Bomb,40,1.2314751583273125,1.2297842440406637,1.2329978454313466,1.228102570609878,1.2361472619111449,1.2256818021105524,1.0975606569866991,1.1007130737807378,1.179346415796038,1.2291336745703125,1.2174933796952518,1.1988208228253008,1.277291128432752,1.210300988525599,1.2418941282931768,1.2201832169696543,1.2021799216223636,1.2220567092959582,1.2144608726548993,1.2262119353148666,1.066140336872038,1.0507355606381976,1.2302147845874523,1.2682141486898364,1.4595542293947394,1.5442224426044457,1.441973936298052,1.4909431199556162,1.3115491849796093,1.360443908584864,1.443544240967981,1.3868941388276088,1.1682262707173974,1.1783258561159997,1.1967955143113402,1.1900767696189025,1.2078275558668403,1.1894691668746307,1.338842463623431,1.384113964429826,1.207534569254256,1.2199247000251483,1.3301287177580503,1.3364163766921828,1.4291256667343115,1.422095091119213,1.1996832321257604,1.1900398761747533,1.2237978299482075,1.1916366410021901,1.2075026224431855,1.19941295500145,1.3312997821644674,1.3100196158623407,1.2409398327580472,1.2198451045725252,1.3328832928798982,1.3399732010605638,1.2632052250420422,1.2180540627894931,1.3338829006732598,1.3360433640459106,1.190876333635142,1.177743599561266,1.2684569238105134,1.2297451450239867,1.2233318681381566,1.2397880516714899,1.205725462183791,1.19055590753773,1.3375266678567517,1.3342137130585932,1.3271162089981157,1.3792884240311394,1.2014025650189581,1.2139145632714432,1.054692546070225,1.0878075931551654,1.3225905045607282,1.3410662297209273,1.4642952706680226,1.4337601423542523,1.3037598674345028,1.3347878235121409,1.2841463791990808,1.3328516023694386,1.3112988186706005,1.339509935922329,1.2119513521864227,1.2223282419037822,1.2189489609618838,1.1778006072163076,1.186045861877627,1.2028495895491627,1.2340215234527243,1.2048419857032278,1.3313733472982792,1.3483452962549998
Shadow Exeggutor,Zen Headbutt,Seed Bomb,40,1.267448690343599,1.26931570161945,1.2659956908626933,1.2678997190170547,1.2687201050455417,1.2670730426993393,1.1497105861182466,,1.222051341831004,1.2691774293704972,1.2676442533747705,1.2497067094608938,1.3333199091339554,1.268235228983048,1.3127224510414663,1.2756436260266688,1.2455895594682465,1.2645442696647204,1.2531771120141577,1.266896250345884,1.11021287570326,,1.2620133600852201,1.3132209247432505,1.460681076895599,1.5649314355291897,1.4522878019130034,1.5086890365163896,1.3186539476341312,1.3775357332894675,1.4680696104816149,1.4134762557936245,1.2292186974448958,1.245671582267423,1.2647106479510168,1.2645913214858613,1.2587185103813074,1.2412176422907355,1.3821893613551257,1.4350380910772276,1.2468808109647862,1.2675448808143834,1.384896073776292,1.382937179234888,1.4552232952009545,1.455204153802921,1.2418890268874205,1.2384782687011044,1.2741142817508762,1.2473344207469637,1.2592907245385347,1.25545855116515,1.3744814434686605,1.3584003605077406,1.2835079519729262,1.2621986984042162,1.3791773320472183,1.4027980268419185,1.2900686328564464,1.2569729845882271,1.369806218623016,1.3846719817892787,1.2321222969323429,1.2243221451282646,1.310921117631685,1.2719176106090155,1.2592107903219862,1.265786359072884,1.262345647606779,1.2461001963386407,1.3703755071463435,1.3750194021320192,1.3739650754699393,1.416951492163001,1.233773845077346,1.2472490838433743,,,1.3660488322966469,1.365885843784497,1.4761990093641737,1.4624052319198428,1.3314690315893143,1.3767654043732573,1.3177407901377685,1.379316576371661,1.3486189362124161,1.3859463779577799,1.2582803624140178,1.2609570098474063,1.2593250609149336,1.2254995369537531,1.2212354466106343,1.2401748471159921,1.2786352472076918,1.2483069487756258,1.3592631837221836,1.3938541373371403
Mega Abomasnow,Razor Leaf,Energy Ball,40,1.357848947723295,1.3206683498514478,1.3602049641669256,1.321205371989361,1.3562839059213696,1.318103781916246,1.3876306873233253,1.369122572801673,1.2834280792630346,1.2718275249057092,1.280094269125454,1.2672513498022198,1.428391947005787,1.2793197508804761,1.2788741182086096,1.2876981441808912,1.3803282435354876,1.3481873070555823,1.2649198156123782,1.2461900527983405,1.4202929479598019,1.3609599897363973,1.3312035682767387,1.3223678958242817,1.3342851382599592,1.3211027366581158,1.3060418212134508,1.2900355388732396,1.301051941328003,1.2735213289482625,1.2771926170377856,1.263437193249903,1.26332107639367,1.2408440589648002,1.2793536011579287,1.259305155762028,1.3352405692407032,1.2824958681309895,1.2597213655812152,1.2654368105262046,1.2475549461757112,1.2783964040901932,1.2891821850279928,1.2404739250700874,1.285332290365554,1.2606944328313872,1.2720100412704571,1.264293814706395,1.326095365624834,1.269409132621944,1.2976879462013928,1.2622606998978456,1.3533005613143996,1.2804405616650005,1.3267824544436002,1.2897118549275381,1.3399764624607515,1.2952507050033506,1.3624385565693877,1.3079565146411016,1.3244347061676964,1.278872835970214,1.2429135980382342,1.2273058280366298,1.3025420470458071,1.2783893612784827,1.3196404942750688,1.2961578829171945,1.2644182077315431,1.2314930442435508,1.3215758805232962,1.2601332787649346,1.2727906932093258,1.2709598412971495,1.283704728414993,1.2764357000008033,1.3520334112847532,1.3603845140740567,1.3170061705298597,1.292866137436493,1.3057556990209864,1.2344309628274777,1.237668879008527,1.2535891132919785,1.2774755946666485,1.2613494889193013,1.2911536253663332,1.2660543393814996,1.2986377511247749,1.2747395132316153,1.353764576867797,1.2603654553624466,1.2777148102506932,1.2579847781760154,1.2618685730275072,1.2419291682582283,1.2709997600766123,1.2559445845154131
Mega Abomasnow,Powder Snow,Energy Ball,40,1.466475104529935,1.4591428468220804,1.57731429706561,1.58106228992863,1.6169670321963934,1.623656007649335,1.632610584576236,1.6540013223400596,1.5617590378914008,1.5731292246861386,1.5512282106366921,1.546139424035721,1.5823801977162464,1.4352486568839844,1.5545683440132965,1.5915458511014062,1.5934597209973016,1.5527299669858887,1.5536358203709335,1.5540356252784517,1.6220704756099333,1.6028977630007477,1.607371074134106,1.6043992223703452,1.6246728595123336,1.6186806809596195,1.6060659849859393,1.613738289687582,1.5390725373652498,1.5370139806622685,1.5534246211709704,1.5682864191063968,1.5576662082451818,1.5231030959636331,1.5718668966756142,1.5566791451642579,1.5485909010095953,1.4795168598956248,1.3930353219810439,1.413892155461507,1.5250385912790636,1.597296861498419,1.6372277132334832,1.6059559464574453,1.571929846282956,1.5205757073528814,1.5517186480042242,1.568598599116229,1.4702031264851319,1.4233370808392278,1.5818969173587218,1.5322022069687877,1.5420747846275804,1.490688410736466,1.458071437135781,1.4111763611666777,1.5492133892959614,1.500934336800335,1.494157230379268,1.4345169317409048,1.6277241679203736,1.5893196321535108,1.5600173110100868,1.550920987601466,1.5926258910291646,1.5679590149267575,1.5074153301380393,1.4894770033813118,1.548111852106614,1.5322016495483415,1.6533620247759253,1.6229679550255685,1.5002994228649258,1.5054720203252578,1.4837392696296112,1.5001167952232333,1.649001332959814,1.6657693860837397,1.5156584858760322,1.5300940298561378,1.5662165398235495,1.5252966655724285,1.495972678651975,1.5238321131024888,1.5640760234742048,1.534921193713043,1.5642784800482359,1.547287713441476,1.4184917686180523,1.3901295124281847,1.588112063295874,1.4994594729799158,1.5766572594278359,1.5411373060451905,1.5982770911360105,1.5886923324110693,1.5486852130390545,1.546861098836201
Tangrowth,Vine Whip,Power Whip,40,1.188586625515477,1.2041476508157358,1.1926337997320797,1.2025888547805916,1.189898356900015,1.2020082980675482,1.2527102373984305,1.2853126598197708,1.180638819237858,1.1978928153809596,1.187515313164463,1.2064413837929129,1.1883349937573282,1.2107995221729804,1.1863632145930634,1.224381495130048,1.1736236280967365,1.1823491000522717,1.2025755744838038,1.2201346563686906,1.2274229661374105,1.2425410653719837,1.232361393850706,1.214633636210385,1.2024336096592831,1.2214621064493334,1.191635497134658,1.2217491581221074,1.2187321144260488,1.2352603731716545,1.1805299866915893,1.1999684645510214,1.1697201361260314,1.1930648152719405,1.2098579486933934,1.223669042582487,1.180796679300275,1.1941491574082495,1.1934899606396503,1.231624555009907,1.2257453918568557,1.243204983497552,1.2066958421985385,1.2083748562779597,1.1853648802818795,1.1913322921971115,1.1933385329758093,1.2022334353423585,1.1900548238839008,1.2025390944738146,1.2097927077390815,1.214045663669545,1.1676577065735514,1.1934997652155475,1.2129265912481846,1.2418755256846568,1.2011768626860049,1.2349886618278747,1.2430070550390784,1.256358477299547,1.1948241929979881,1.2253385710645803,1.1961975591141158,1.1972112352449933,1.2381384309243912,1.2332704700120378,1.2018192502325653,1.2053884027775577,1.2178939729727714,1.2005211799586601,1.2152283252806528,1.2351827446197061,1.208375221982547,1.2474878564645848,1.1993630586331125,1.2152238653593284,1.2207494170911974,1.2766907759574504,1.2026188237224595,1.2237185622553843,1.219271829151808,1.1994267094191877,1.1796319233797308,1.191755385882387,1.1717212569172968,1.1892546677701301,1.173905270334353,1.1911013203713623,1.2581973471824244,1.2379036098873293,1.2121245327254162,1.2042591103044142,1.1992978901723683,1.2054458539155217,1.2037787211622486,1.2107585265607241,1.2129613002896071,1.2345846588258793
Tangrowth,Vine Whip,Solar Beam,40,1.2890176077186521,1.2569964192585674,1.2941588268551956,1.26153403451046,1.2899974130027902,1.2529947850685825,1.3372820417901279,1.3338356364300878,1.2247356509315932,1.2217518707050996,1.2201462745289053,1.229390080066901,1.271754798630933,1.2691426042419127,1.2534003257068917,1.2570283414014256,1.2205296217728019,1.2185732519635633,1.2616207325598903,1.245394822558481,1.3290398993632164,1.2960967025270327,1.2743989052416007,1.2521865060867365,1.2862425091718783,1.258280837922961,1.285006915782261,1.2596648958845378,1.3105459715899983,1.27141362835151,1.2597207544143496,1.2314465509117019,1.2077728586376144,1.2170015920818176,1.2345197079597643,1.2352457665107008,1.2292324649598594,1.2176620553525357,1.2428295401460254,1.2658029323260678,1.3155255651161013,1.2993328202157417,1.2437071588139819,1.2399497578696028,1.2373080508626575,1.2150207357936824,1.2101129670482957,1.227278602950042,1.2290964760555685,1.2168095650741402,1.2288005821861334,1.234802490788552,1.2160148939170259,1.2173745039231725,1.2530956277449175,1.2684212577895908,1.2181241669558238,1.2564433668667498,1.2956955337916294,1.283751696129672,1.2354781746581847,1.2723570566141262,1.213332684542255,1.204053645977851,1.2726996922040517,1.2559756703673308,1.2101860034876173,1.213565597696384,1.2566196088167838,1.2061895365098119,1.2638306761791132,1.250792341752734,1.214897523360674,1.2370680233630822,1.2679666179187086,1.2452716886992938,1.2594211971972247,1.2973379539736247,1.2560357411082248,1.2573822481365795,1.2753510010957212,1.2373350157687393,1.2199828326726536,1.2144225143002307,1.1824004295712622,1.2102432445867486,1.2131647358790218,1.2064428012574748,1.2627884890280794,1.2657407200337718,1.250268300297469,1.2118284611650239,1.2227710649979757,1.208851501224101,1.2253877696955027,1.2344156627195932,1.2503981300928497,1.2248875113247009
Tangrowth,Infestation,Power Whip,40,1.3878269250331914,1.4447696537012074,1.3896680538081874,1.4421048117527098,1.3870755739556044,1.4369770125279984,1.491450626791467,1.567959776496611,1.3717018320880865,1.4078290207239055,1.394527818497299,1.417175680288347,1.363390716407614,1.389391095625255,1.3411704165327327,1.402447654952708,1.407850022770532,1.4437198838490277,1.4018118425581882,1.442426308427652,1.4754248426256262,1.5121770656670033,1.4278052167165358,1.4538875792037838,1.294385802334871,1.3395351497490773,1.2663307587912391,1.3173529722215986,1.2548314331548753,1.2752388438949203,1.427465017756135,1.4866301728489577,1.3741926133769935,1.375373291890887,1.4693783716819049,1.4972194437343862,1.3865485623572285,1.3886074392342809,1.275684340598757,1.3226826758315955,1.3841481538239737,1.40674646197298,1.5125710096232847,1.4964233372476727,1.2597651405941541,1.262471768234154,1.3689492446802145,1.4012672852257155,1.3880776271259314,1.4101084022456116,1.3791689063190289,1.3893622006433128,1.4285047341912898,1.4796623080069073,1.4847891768364099,1.5254990227807983,1.4957390943650886,1.5522822514845642,1.4367167190934365,1.4537090583757823,1.4504660829954388,1.505418970837027,1.3817935188002088,1.3897264481639284,1.411858890401378,1.433716701975031,1.4169615237839088,1.4219831684789186,1.4149653391835122,1.4163052827181983,1.4463698531636904,1.4804895226617465,1.4926140072214211,1.5324471238846193,1.3911064074808943,1.4245663243662423,1.5289150451328526,1.6191577373935488,1.4437619856051023,1.466801018318293,1.2962502223065502,1.2862492878373903,1.2698042118555326,1.2966765628221066,1.2629503476769983,1.2965929419978452,1.2666287515057255,1.3001348994068476,1.4281302661400255,1.4456829972868348,1.3983992005411514,1.4016236931963215,1.4089724375735462,1.4370875080287016,1.376101766713043,1.4105271454758215,1.5137878193682741,1.507261840290069
Tangrowth,Infestation,Solar Beam,40,1.5615806354220192,1.5908240584527102,1.5707389406449443,1.5984585571515746,1.5678681083994643,1.5880178414137183,1.676958605825655,1.701946834822975,1.4943188548073216,1.5082924029904026,1.4941269042478382,1.5136591429299737,1.4854564584696273,1.5044658083715896,1.5278488531819636,1.5290756243241819,1.528523826195857,1.5579882011694295,1.5444994026213001,1.552442114417381,1.7385985324532327,1.6925758907722517,1.5763528784058216,1.5630361007936295,1.4389939032239605,1.4227972360551038,1.3955798183391652,1.405193955714469,1.3759804216542675,1.3426074709338054,1.5773518109403692,1.61109614086692,1.4835817017635626,1.4746429370495682,1.5772063939316714,1.5694993967594186,1.5105394169095914,1.4962900878348622,1.3604950425074667,1.4007987646217892,1.520532700573617,1.5327380890056594,1.5816931209447498,1.5099030836078335,1.336696847885993,1.3271841994231115,1.4892846347092712,1.4929899314553055,1.5165844648671643,1.4913386910445625,1.5223527225834295,1.4725482364196396,1.6347737643187483,1.6158354539671,1.625154104463094,1.656393171649715,1.5957203375241538,1.6464234312499155,1.5496868469892586,1.554192873141234,1.5870003316582264,1.6311167856700273,1.4855940495633628,1.4579074126654794,1.525131144042525,1.5018493979035252,1.4897366594813684,1.4704662071302552,1.4748521005085669,1.4459527665860603,1.6035726472953356,1.62089589519876,1.5426315694823074,1.5770605806732587,1.5047420911230789,1.488437590164802,1.6887326320137963,1.7251795136995371,1.554453753934344,1.5599577230855495,1.4007866813916041,1.3638336650065865,1.3503179561917595,1.3607104408864787,1.340672764110153,1.353372054363891,1.3404660162546091,1.3535396397584003,1.5179989156227858,1.4919500967567643,1.5123120238584662,1.4910650069052358,1.4983546836498596,1.492051422520006,1.50594548739228,1.4906595364698385,1.618569390533425,1.6091790924123448
Celebi,Magical Leaf,Leaf Storm,40,1.1830527093663517,1.198262230687394,1.1835608143556415,1.2020803031621732,1.1862375825662892,1.1990292078121274,1.2303139928142306,1.2598389587777619,1.19484634785131,1.2146610994309788,1.1832342969847047,1.1958633025779024,1.202750781889769,1.2100510021339002,1.208872946598041,1.22166578813104,1.2062617577221417,1.2286649568724495,1.1956370240858143,1.2090031880245873,1.2051055768489212,1.2146625651014755,1.2179192532281202,1.2297034684882175,1.2558007989947635,1.2759934736972172,1.259866835823915,1.2691127570761596,1.1927203536643909,1.215470890732051,1.2045887788137346,1.19964198730971,1.1844736062669072,1.182901997157572,1.176902032706218,1.1734495729155474,1.193839353850879,1.2016767198602485,1.1782667529147273,1.2092158727783318,1.20447621576263,1.2386182414636455,1.1815916751202757,1.1522674067901622,1.2311669165961883,1.230397914432212,1.1990690383087772,1.2031528724950107,1.2172841051838714,1.221578494411534,1.2132562640409243,1.2045422183621213,1.169733741931462,1.1878516086521858,1.2102916292472523,1.2160313880311115,1.2093762885215675,1.229031260996444,1.2205592082548526,1.2219262553198884,1.1926960144937353,1.220305910777612,1.204124777582242,1.1960879584659276,1.2206285442485905,1.2043376392302996,1.1915637900557714,1.1935638849290784,1.2197709957582135,1.196317065321272,1.1834741682417649,1.1890957681010068,1.1819247803544546,1.1980130456189202,1.2092041382360632,1.2134853706740076,1.2462051811132477,1.2895359247135618,1.1712633086986979,1.205295817252502,1.2360070662400544,1.2210477539400362,1.1590188795521328,1.1884460172789684,1.1645563153256369,1.190129926176831,1.1959916506953596,1.205192798250888,1.202555241383433,1.185215003220624,1.2117016479657343,1.196591103634573,1.2153450387869675,1.1964940745176513,1.1998527230210114,1.2020648872163735,1.2194740308420495,1.2125450189423388
Celebi,Magical Leaf,Seed Bomb,40,1.316124435290558,1.321147457655542,1.3189800689665712,1.318035550129188,1.3188401690334601,1.3170315449998615,1.3525161848361544,1.3742306125530934,1.3095093359056984,1.3349643313568809,1.3225011791595571,1.3371479060874611,1.3136276144134666,1.3399638844583723,1.3259672356079235,1.3384380172251626,1.3354722487460184,1.3620904700513807,1.3166488441223352,1.3300046290581669,1.307133004314171,1.325168927948693,1.3339495026296067,1.351585007635431,1.3782955063545983,1.3928771045894561,1.3642527719229325,1.376892950458214,1.3144949932081005,1.3348933951758528,1.3160745110891838,1.324804841181099,1.309975489136207,1.3249601104198203,1.32083741596002,1.3285646764049577,1.3197067811916496,1.328528564547113,1.3152277795042284,1.3534530249185912,1.3315957026937606,1.351196882001547,1.335348491499231,1.315813739739458,1.348347704810833,1.3352040831883998,1.322848058215714,1.3433122362841154,1.3446763208656736,1.3546172560510514,1.3250528421989716,1.3273049432877098,1.2964291845729887,1.3090085279772183,1.325544473321248,1.3486519460029434,1.321850829792126,1.353836974667644,1.3514759437084156,1.3523841079008025,1.3165748648091442,1.3407005792719426,1.3123543810268206,1.3154640857446007,1.3608526412467883,1.348847673143985,1.3558628849132703,1.35087918124602,1.336853853391428,1.3321021617361695,1.3199813233099542,1.3362129319252993,1.3185886214793705,1.3528706803514907,1.3211953998907278,1.32815647210264,1.3818546897218373,1.4471935773910722,1.308813200822617,1.331673750999256,1.3410184099554414,1.3112891732918186,1.286101651049278,1.3324808896440716,1.2807323515853277,1.32927355482845,1.3222384963895433,1.3514681337879138,1.3544401162745958,1.343037309264657,1.3415171781690496,1.3300716620661732,1.3226422152451462,1.326884243692335,1.3147407031320266,1.3321155140390906,1.3347691128204047,1.3267842059100674
Celebi,Confusion,Leaf Storm,40,1.508924821914378,1.530286809061251,1.51682252568419,1.5309847542029809,1.5171307938085759,1.5263400272376069,1.2672504756539318,1.2949018841442288,1.4632268972217124,1.4979877037003684,1.4947755337915187,1.531577648776075,1.5087695573018938,1.5063455739752736,1.491609402384255,1.5015029556690247,1.4752582087508754,1.507241373389939,1.5288519622642636,1.5468545261433144,1.2305790138702062,1.2439674361198891,1.533318395397867,1.5706070786335595,,,2.017914494068168,,1.7505790872839386,1.796772984953642,1.8061236105646215,1.8003961378448892,1.4689189147623722,1.4771830200815195,1.4872278190851937,1.5160311647544495,1.5009220465470519,1.4919157878988953,1.7483873579785478,1.8176531976896542,1.487912046756092,1.5329475940426325,1.7287080231974394,1.764643764959793,1.9890758057735969,1.9897756592708118,1.4795278303567936,1.48670721061259,1.5374871437863808,1.531553414353137,1.5260727584489455,1.5204924029847031,1.7435033900494963,1.7566034263382715,1.5066807053986389,1.5252268518592973,1.774923714526449,1.8046670777757792,1.519964135202637,1.5374569236656976,1.7581106696181676,1.8007805298836495,1.4872716113655928,1.48889156354974,1.565756124618437,1.5559801402535391,1.5258784584239242,1.5434772370058267,1.4988099187120925,1.4934953785291962,1.7508153896631795,1.7838110592245993,1.7622788351864134,1.8429282980583443,1.4838298162229369,1.492741972960449,1.2530753358761824,1.312510831353171,1.726176516463612,1.721004259762797,,,1.7000550500024263,1.777863065528062,1.741150132812363,1.7767191429023776,1.7277530308264843,1.763212888561255,1.5463892369642407,1.5643046641205378,1.5338323299591523,1.488104393304749,1.4896661855245075,1.5225996808659072,1.4929631556330842,1.5046465520203234,1.7904506957438406,1.7922604923140606
Celebi,Confusion,Seed Bomb,40,1.5341930018415006,1.5737624493713027,1.5358846414400464,1.5729990895536097,1.5304542983193081,1.570977139231663,1.3629785477630627,1.3921994119266952,1.507522827130888,1.5481503315704246,1.560116699469372,1.5945469479476087,1.5054611277442205,1.5587624209078357,1.5099853250381556,1.5495628580399206,1.5278715750681222,1.5780675704049567,1.5546672956809156,1.590606229447011,1.3271351423879498,1.34232745217549,1.5592577752344396,1.6004170538815008,1.8773184935755085,1.9537521253441414,1.8385843086380447,1.8998812906278744,1.6875291164890307,1.7599598897469324,1.7082937642605793,1.7577272343159411,1.5285862675836546,1.5474734148246734,1.5511078446526934,1.577009340658662,1.541874567827475,1.5588877098902405,1.727853039582073,1.807899841030555,1.539203169505547,1.5883509678637742,1.7708953218167942,1.7645225391779422,1.8671036977555362,1.892819514258757,1.537221017473502,1.5745309062620763,1.565810766540625,1.5859032668370516,1.5714607339444502,1.5806390481164145,1.6958158940686474,1.7468864552091854,1.5406541191529435,1.592759395774428,1.7294943269419452,1.793905949334184,1.5711041385808973,1.5864337025611701,1.6988803877003367,1.782176611133919,1.5318264091616736,1.547358123939027,1.608536475995379,1.622127169803971,1.6194055980946975,1.6218136570710595,1.558515863115044,1.5802939092900454,1.7297287282332794,1.7838558556672084,1.7939631867558576,1.8405372556598303,1.5310699765982414,1.5504979413933944,1.370886194621714,1.4448472333510876,1.7038328240812952,1.7643675472103078,1.8497874506128094,1.8555774386066846,1.6957540696828022,1.7782380106072626,1.701685511542555,1.7775751740972159,1.7067418401835905,1.7668435522498358,1.6174847539049713,1.6227108790826206,1.5723149283664144,1.5674756219375203,1.5754574786247422,1.5886670739999604,1.5382267801763048,1.5703835444973728,1.776733412492192,1.804831464824326
Celebi,Charge Beam,Seed Bomb,40,1.6821096250355392,1.7302195002575538,1.5903996903125908,1.6222042793801081,1.4659553817390616,1.4831655695838897,,,1.442737224398319,1.4745939045592666,1.5059517267864664,1.5327179911240523,1.6808774598710383,1.7487434437830722,1.4643991383140647,1.5018966896236259,1.5556893161318697,1.606470748601597,1.476915930624733,1.5004849270628748,,,1.4904887954596895,1.5238549080036934,1.5068501464732262,1.5459277054778209,1.5138600211847664,1.5432956485468297,1.4629173375995541,1.508664141426331,1.7016384352466214,1.7486619819595965,1.4807317326034295,1.5092489204340742,1.489336591507772,1.4979592006846192,1.5792734976963971,1.5961323739272133,1.7199585194126523,1.7966070649552375,1.4772324112668094,1.519143296685975,1.6191727071369937,1.6075701880342679,1.5132635362425226,1.5141120713437766,1.4812534205409467,1.5000889992299142,1.7547101367467124,1.7866628985038724,1.49556667457222,1.504599342477325,1.708633716739865,1.7655427307703961,1.7106412476684825,1.766074989751471,1.7387358365090644,1.7949302708971606,1.771288083772348,1.7977386375326652,1.5772529151423973,1.637541904838996,1.4689295532794575,1.4750799470040186,1.5364672637890306,1.5405104105611502,1.6501555026304962,1.646435753920931,1.504738855050019,1.509099017643931,1.5901644856445247,1.6164670489072082,1.8097769536397146,1.8552776675225657,1.689964527644611,1.7508329497350397,,,1.6949164805620194,1.7543786206375802,1.5034273588684501,1.490586383067235,1.4759706474235619,1.5370542305153496,1.4792736211195687,1.5346440802087307,1.4972151469732458,1.52889710094427,1.8329854881680359,1.8342158643544437,1.614606531129216,1.6052589719018004,1.5112884186859927,1.528571890148673,1.4703873477541058,1.493504339490067,1.7447646066106028,1.7697955151863194
Celebi,Charge Beam,Leaf Storm,40,1.6717437262476427,1.7204913772280819,1.532881896020415,1.562833453392123,1.3557872595382017,1.3669281269169908,1.4349072992892564,1.4708290513796372,1.3355232574006064,1.396924483971959,1.3866989822880076,1.4448152148427291,1.7383694224285018,1.7671609139461848,1.405766693451374,1.419301540493613,1.4976525536331078,1.5440909266390173,1.36455089534292,1.4076578946334766,1.5385263376249425,1.574321769355983,1.4210612072045712,1.430087969932005,1.4221695987004048,1.4570731565656239,1.4565109658972093,1.480155380267728,1.3855580404642471,1.438722472472937,1.7688916616988066,1.7960989782178751,1.3645789702325177,1.416015740846755,1.4031797087374582,1.4102761446443721,1.5139634259467172,1.5305224694357769,1.7086652981843606,1.8218912443199082,1.3996888048173153,1.41683468634307,1.5745516449673993,1.534986706623681,1.4222688093978364,1.4263270835737303,1.3711931732764389,1.3963892766496195,1.7904479431342648,1.8317362537369621,1.3965874149532167,1.3862815330282188,1.7359226466555058,1.7777081629252631,1.747805296762754,1.8178135025724902,1.7970909550696448,1.8949633703805502,1.7688849245681297,1.8203489641320503,1.5610220076391874,1.5811647594299922,1.3889501352004388,1.3848882290195408,1.4172101711480443,1.445498285119048,1.5441809994109412,1.5664072293603621,1.4002495008964533,1.4289436585988107,1.500587543259447,1.556308548772875,1.7982789071208782,1.8647406458989961,1.7241670055745206,1.777170610711694,1.4595780451619862,1.5557702401540756,1.7266733189498558,1.7485488374002716,1.4162727313515213,1.4225199053829591,1.366459725328066,1.4521820736428055,1.406730406242688,1.449075632746332,1.4095336553429116,1.4523461683424284,1.8357075294963032,1.8626942969418017,1.5604758890450676,1.558390350495696,1.4223264862749714,1.430541680352708,1.393824693342986,1.4059299739758595,1.7574106761149808,1.757868274732058
