Attacker,Fast Move,Charged Move,Level,Arceus (Ice),Arceus (Ice),Calyrex (Ice Rider),Calyrex (Ice Rider),Glastrier,Glastrier,Regice,Regice,Mega Glalie,Mega Glalie,Cryogonal,Cryogonal,Glaceon,Glaceon,Glalie,Glalie,Jynx,Jynx,Piloswine,Piloswine
Shadow Arcanine,Fire Fang,Flamethrower,35,1.3401931243567784,1.3646308976678692,1.3061461400834011,1.355520282923637,1.3612708196335155,1.413092936292167,1.3944600901838973,1.4043601087830446,1.3395993136859103,1.377430695734087,1.382279146252564,1.428441860070863,1.375733206766547,1.4301897606275802,1.3738249776186213,1.439984333034915,1.3003779409594933,1.3432112497020734,1.377847344175511,1.4099284823496476
Shadow Aggron,Iron Tail or Smack Down,Heavy Slam,35,1.5686041024993218,1.624319624897363,1.5518316242350827,1.6139230592510598,1.5725951298988095,1.649397862337688,1.7878862435140965,1.6112016660149642,1.5687365428609878,1.638637969317723,1.6223320392628884,1.6790394493702,1.5976967232933634,1.676000967161292,1.6036257833482543,1.6816360787824531,1.5746064533702573,1.5889636699996594,1.6353617876867477,1.6556717823420122
Shadow Metagross,Bullet Punch,Meteor Mash,30,1.1246930184690491,1.1532232596329968,1.0727080331098626,1.1124367355179159,1.136769165840588,1.158222344361891,1.1646771436981842,1.1777946683420544,1.1483397254743641,1.1854225541649845,1.1434977198365741,1.186693678268093,1.157181620353372,1.1987874663060707,1.186168307967771,1.2319941808415398,1.102815830391901,1.1314735157588895,1.1667557455905933,1.1984678425084625
Mega Scizor,Bullet Punch,Iron Head,45,1.3674768626023117,1.4209501658907757,1.3029402755442312,1.366277855516802,1.3482505128230295,1.416512410808052,1.399331016494661,1.441704853498763,1.3812071053693984,1.436457071726551,1.3841693932561412,1.4436231712072152,1.4205539684956165,1.4972641872710828,1.4007050134288273,1.4719337511190689,1.344709394046011,1.386271550011917,1.3982082410730194,1.4430912931714643
Mega Blaziken,Counter or Fire Spin,Blast Burn or Blaze Kick,30,1.2191281538753052,1.148248394036106,1.1091090411645539,1.1448086575746816,1.0892223738062756,1.1191594609714683,1.1046062911982097,1.0982181431021327,1.093030884134033,1.1100625756964069,1.0823825588689033,1.1047518944852255,1.0908056990874655,1.1132116023534258,1.0902081468218443,1.1361794986571172,1.1128942559783903,1.1271152776674347,1.118207732050597,1.1377923697538876
Emboar,Low Kick,Blast Burn,30,1.7852986962805542,1.6211578544545295,1.808088455406807,1.7273187694492596,1.5125521410974905,1.5614769303247715,1.566496345340767,1.5619798279798542,1.510071827479478,1.573215246938501,1.5451116347669824,1.6045908420499433,1.5491685099447465,1.6281891695845685,1.5488809310653537,1.63272157564906,1.6599325835045227,1.7048315155091986,1.5619353032501082,1.6044641266447788
Darmanitan,Fire Fang,Overheat,40,1.3350101986602416,1.338380029202721,1.242500504723516,1.2896921534637957,1.2713869286562565,1.3491750664952349,1.3474481823360822,1.335647243005915,1.2689787713632081,1.3374083232404792,1.3145693118822792,1.3516198484411819,1.332828857227292,1.3637332425873356,1.319427036705461,1.3611906893464638,1.2801643418946986,1.3181513806762077,1.3283958158356877,1.3501819755160216
Emboar,Low Kick,Blast Burn,35,1.5804040824363836,1.503256512095351,1.664052546939287,1.6587947202439381,1.467765269367044,1.5184861660466988,1.482108938281585,1.5200057994191793,1.4697130265105638,1.525446608800969,1.4764439622289658,1.554122094698832,1.4991626890665999,1.5807803558795348,1.494885854968666,1.5855080572963296,1.5821539229817612,1.6477998842343007,1.4998854699549515,1.563780509531445
Darmanitan,Fire Fang,Overheat,35,1.360178039999554,1.402230329961026,1.269047221235981,1.3199337941981162,1.3079313356954274,1.3739476086252418,1.4118173417278461,1.3656768112567312,1.3475894899744314,1.4102030345848473,1.3585790089341718,1.3849492261006662,1.3475870221282922,1.3764496225384402,1.3636414503133394,1.4399731423455686,1.3120226083600994,1.3425756733137364,1.3746659540352753,1.412053650963325
Reshiram,Fire Fang,Fusion Flare,45,1.1560227825809113,1.1657031502528301,1.0699929686792953,1.1143425018970643,1.1370243505059527,1.173062314132323,1.137838720495821,1.1410020400482113,1.1267536334275334,1.157318160409097,1.0983097970739315,1.1461677996846762,1.1471786651383131,1.1903606257891768,1.1138205013428828,1.1742614145031334,1.0842819689248544,1.127410366704877,1.1337838181771909,1.1529485123819705
Reshiram,Fire Fang,Overheat,45,1.2320743220398807,1.2500009288397305,1.153068718976908,1.1938956301386074,1.2115951986023732,1.2468047935457909,1.210895292658316,1.2219815560896097,1.2056671376665322,1.2381408962454583,1.178030752538695,1.2280163425839592,1.251130593640019,1.2768767854424314,1.2116047448522829,1.2618173679498657,1.1695627007456673,1.2044286054773063,1.2186378559975568,1.243898093711028
Reshiram,Dragon Breath,Fusion Flare,45,1.5084803067400325,1.547972714404075,1.3929672869544636,1.4858955883683855,1.522963675444365,1.6005339248383013,1.5147248131664388,1.514401158712236,1.4937256089355404,1.5363090431974162,1.427695933002187,1.4834370284978047,1.488917943528527,1.5698908361467578,1.513921217547001,1.6071284691136976,1.3908908284057246,1.4510322441521297,1.5314957623883332,1.5860247893919728
Reshiram,Dragon Breath,Overheat,45,1.5679093303808613,1.6094024588245346,1.475802858475526,1.5462535591710003,1.57752215689931,1.663735314613248,1.5561071838108333,1.5951361032882414,1.54595612972682,1.6320397658457813,1.4919558546798446,1.5628443555359655,1.5511565637117501,1.612284739448539,1.5591427931960609,1.6666069829901522,1.4714501356274614,1.5474242131904798,1.5771932503626787,1.5988139777557202
Ho-Oh,Incinerate,Sacred Fire++,40,1.3237099344982222,1.4426645811118584,1.3021692668629867,1.3930334231393107,1.3158342084858716,1.4317783426737465,1.3024206717074749,1.3808929641036456,1.3270547369129324,1.450868826537478,1.3502297116313764,1.458762100123756,1.3501750741042564,1.465697117322038,1.3357318710832589,1.4260071620411818,1.2787229454425768,1.3762725714739696,1.3321244050800438,1.4065562088009977
Ho-Oh,Incinerate or Steel Wing,Sacred Fire++,30,1.4934702566941478,1.5522565232414276,1.403307157327541,1.507727491071615,1.431809750017176,1.5425736354981499,1.4043234962882252,1.5066100198146821,1.4662604292827346,1.573501211142511,1.4587027650160205,1.5677522165900961,1.502825364700404,1.5923504705956102,1.4516562220232767,1.5703782452999104,1.4220000226991567,1.5199695831299866,1.4508793362347612,1.5323483749459164
Empoleon,Metal Claw,Flash Cannon,40,1.8579413939283604,1.908748927190111,1.7490044763754586,1.8339825122003857,1.9215896041693248,1.998082189091837,1.9703936721892954,1.9523510347423285,1.832197887229175,1.9304854662898667,1.8279705697865631,1.9014698153830505,1.8764451449398658,1.967340395998818,1.8959825425246195,1.9896038495971353,1.7984995857403896,1.8659501299526722,1.8711027970782115,1.9401007864396427
Mega Scizor,Bullet Punch or Fury Cutter,Iron Head,30,1.5082908234349979,1.5679316225343949,1.4573526033290867,1.5389385490417216,1.5530990214649563,1.6249099492575108,1.5677323831658676,1.6183659990012111,1.5223388507603284,1.588283037276275,1.599589740112228,1.6689355281672233,1.5746818666212936,1.6463503094020615,1.58363921217547,1.6562444046553269,1.504613603604626,1.5556526575037737,1.5650021633452955,1.6216563589626123
Volcanion,Incinerate,Overheat,30,1.599723948832077,1.6713820763654872,1.5110047130733832,1.6074312705805365,1.5490317704908378,1.6484929382551259,1.5510224405303246,1.6118797294190181,1.498326268335352,1.6102980756291212,1.545874514723583,1.6351568989777407,1.538511825337835,1.634807060277432,1.5093554162936438,1.616718889883617,1.4956928350111793,1.5849572688374627,1.5715940037158638,1.6180041230816218
Volcanion,Incinerate,Overheat,35,1.5340364030867202,1.5922244968475179,1.4218653188808366,1.5280869934490369,1.4229941013083123,1.5512165438181515,1.4761000956318364,1.536982281017007,1.4476307024626565,1.5450225407078455,1.4679844711546612,1.553308356078458,1.444106136996606,1.5407685350192986,1.463316920322292,1.5871195165622203,1.4557877174862952,1.5131030882202725,1.4821460385329974,1.5499605507622611
Empoleon,Metal Claw,Flash Cannon,30,2.1049050168491528,2.143041318506574,1.999145450874738,2.0601473792666543,1.9933318283981274,2.07730524993375,2.07007045708503,2.054351980809195,2.0355773112636255,2.10189577445835,2.025242850119518,2.1126858460338718,2.070405759982806,2.176497980603043,2.0832251566696507,2.184579230080573,1.98192012166748,2.0364094473890293,2.040263673614823,2.086890127510117
Shadow Houndoom,Fire Fang,Flamethrower,45,1.31620490947528,1.3262140864118177,1.222370738567142,1.2673468251150422,1.2753481798463004,1.3409011944605298,1.434354529038834,1.3198013552481083,1.2618969519580137,1.3166590970259724,1.3157305847051044,1.3488904334853442,1.305999086569891,1.361315339357196,1.3098142345568486,1.368968218442256,1.2764757289266704,1.2798692528572564,1.302995596956046,1.328993917182052
Dialga,Metal Claw,Iron Head,35,1.4140005870267096,1.4753894624990247,1.3625951142763657,1.4291959928433686,1.451127229185274,1.5367573880868022,1.4425615858775356,1.4679223287889904,1.4537621114251111,1.5340045081415692,1.5032125722616847,1.5742706019970503,1.4709000868654123,1.5420580834087063,1.4647381378692927,1.5362354521038497,1.44030689259894,1.504193669205189,1.4528390725611464,1.5119365758061643
Heatran,Fire Spin,Flamethrower,45,1.3453686193354708,1.401754764018978,1.3186772066860202,1.389897175636822,1.3631356306496414,1.4177687045452314,1.3983292986364042,1.428884622312826,1.346899811600054,1.4179661216525368,1.3775069083018292,1.4384694932781799,1.3760018626810069,1.441294205091925,1.407867054610564,1.4799015219337512,1.333541408936658,1.386623386941175,1.4068743478150214,1.4381155989921357
Mega Charizard X,Fire Spin,Blast Burn,30,1.3439865058163942,1.3548390692282828,1.2861538675744728,1.3003644451870262,1.3374346089295004,1.3566343105597378,1.32223681840349,1.3237247501929479,1.3165876059749697,1.3601130399677028,1.3259362232356282,1.3656229338667842,1.3464765776818577,1.385870489938836,1.3468777976723367,1.393050581915846,1.2868151948155124,1.3135661510174896,1.3453462625028634,1.3595225369677535
Shadow Charizard,Fire Spin,Blast Burn,50,1.1763773764364507,1.1762752040660887,1.1290578030255565,1.1392010052700097,1.1739201271997408,1.1791553387576432,1.1476816236030503,1.1735710509396962,1.1802794038487419,1.1846992329430763,1.1580263447878345,1.1974248563242749,1.179650209999373,1.1974620971280683,1.1762645478961504,1.2210049239033125,1.124924809043344,1.1492015571621514,1.1796340128782674,1.1968389707566618
Shadow Alakazam,Counter,Fire Punch,40,1.4773846102402721,1.4540670176442394,1.6447616660749218,1.7044460920476459,1.442225210281979,1.457396920117385,1.395217236576761,1.4165989335512508,1.609768200780514,1.50478569506123,1.467128350314476,1.4696967128350313,1.4586135563774436,1.4962880707818782,1.46433527305282,1.4917076991942704,1.6123324518494138,1.6841298845747878,1.4299585146725715,1.467587997251279
Entei,Fire Fang or Fire Spin,Overheat,50,1.2814365806808765,1.35194294694839,1.2708346386527711,1.3382709216599487,1.2738700717461502,1.3511066181161484,1.325389886457331,1.336643102865001,1.270429619162966,1.3568791212488225,1.3007272788919593,1.3759726719446657,1.3069125166790547,1.3606616099653435,1.3525402864816474,1.431199641897941,1.2937611367737687,1.3373435176883177,1.3260543126924742,1.3851390903769312
Empoleon,Metal Claw,Flash Cannon,50,1.7840521933621396,1.8567970633803077,1.7062578754272746,1.7836650585131193,1.7123794007086282,1.8116030504382306,1.7494973104461304,1.7332150017500771,1.6982404790741488,1.778314661552954,1.77521318256565,1.8472799091325207,1.7102993722406798,1.8006931322593067,1.7478178155774395,1.8398500447627575,1.7492424156442588,1.8018817600926125,1.733692194141152,1.791911633707465
Heatran,Fire Spin,Flamethrower,40,1.4132983841904048,1.4702659825452438,1.3424583864163238,1.4102897461066672,1.4243367652399226,1.4896620766142885,1.4325561232933084,1.4560408419702209,1.4035838043331987,1.4723455793298346,1.4432586841168393,1.508849407496567,1.4343807928931556,1.509505941773308,1.4574641897940914,1.5297448522829007,1.3791553643782133,1.427992600074907,1.453360820544145,1.494235321065893
Mega Charizard X,Fire Spin,Blast Burn,50,1.1660914052602052,1.164237441158003,1.073007386367592,1.1150021233196188,1.0968190249982825,1.1461049986750027,1.1449547249889063,1.1639771127972385,1.1288226685506662,1.1646565065267125,1.1184159221523386,1.1545764320952074,1.1402294321509487,1.1765158909973403,1.1291405550581917,1.1931065353625783,1.1124970207356797,1.136773768854487,1.1482273294138607,1.156842533913619
Shadow Metagross,Bullet Punch,Meteor Mash,40,1.0216605425167098,1.0596835257270028,1.0,1.0455260611376815,1.0504755268091122,1.0688488227153612,1.045080232621147,1.0699342586043024,1.0570035997846858,1.0850575292692775,1.0496211029548883,1.087782053672843,1.0552446112101157,1.1100145969713524,1.070389435989257,1.1040846016114594,1.0220522307596271,1.0612082761125423,1.056234252118806,1.1029752360591485
Reshiram,Fire Fang,Fusion Flare,30,1.304958518017633,1.2953115885760143,1.200839929547559,1.2329333834575997,1.2551905542414636,1.2912422585805845,1.279411915463214,1.2765122058735228,1.2646851029471136,1.314173731664648,1.2459016393442623,1.2914031905335073,1.2636320488595556,1.3058647586126608,1.2893017009847807,1.3527417188898836,1.2144162344368905,1.2562053819700598,1.2824947188923672,1.310096459749052
Reshiram,Fire Fang,Overheat,30,1.373445586710904,1.395329050762949,1.2872381529207828,1.3374807682936167,1.3707460225543986,1.3734490170482987,1.3602962390180822,1.3626028261917,1.369078858834612,1.391081281119634,1.3333022530388052,1.387983793039144,1.368183975570222,1.4151898054035659,1.386750223813787,1.4374440465532676,1.3109330488372357,1.3438922244038634,1.3992771881601385,1.420465246494108
Reshiram,Dragon Breath,Fusion Flare,30,1.6742651948891523,1.6769736915434714,1.5245643713929673,1.590013088002896,1.6668426786538029,1.7285836269592785,1.6389305050913334,1.6321117940561811,1.743527957206298,1.7827765442067016,1.67036804719684,1.7424008679878618,1.70459491165698,1.8052961035937207,1.733079677708147,1.8155326768128917,1.5835499211204302,1.650818872078902,1.7369372120841924,1.8027919879870709
Reshiram,Dragon Breath,Overheat,30,1.7123699159957346,1.75943422514332,1.5941814080741838,1.6990333674456812,1.7741478304396048,1.8022004769990283,1.719283215221425,1.7093641581249714,1.7883822836764904,1.8444733212219082,1.7509959821655618,1.8229864207367725,1.8262960409073405,1.8851495965683684,1.7760407341092213,1.89117054610564,1.679567354072796,1.755359838382004,1.8265760606754728,1.8410959252755086
Mega Charizard Y,Fire Spin,Blast Burn,40,1.0511567770004422,1.0697187101759964,1.007205363296506,1.0477433637559783,1.0154111908290557,1.0663146426923946,1.0248994254767312,1.047987264709802,1.035547873772036,1.0813315839052617,1.056563310559954,1.0901215522064183,1.0641998083587811,1.092901215220253,1.0473925693822739,1.1062779767233661,1.0026558013369802,1.0279426619301093,1.0524547606322059,1.0838868952177343
Reshiram,Fire Fang,Fusion Flare,35,1.1967133934973788,1.2117253012227245,1.1585736861524751,1.20210521918924,1.2154229685828417,1.253773297869208,1.2375433308876187,1.2402555845038348,1.1805695734086934,1.2371274054635986,1.225719226270195,1.2607777984979742,1.246823143811511,1.2853394467479202,1.2263876454789615,1.2932743957027752,1.1947133663984382,1.2247897490608224,1.2339976075946146,1.2736886309841948
Reshiram,Fire Fang,Overheat,35,1.301551533885931,1.311441819336957,1.2436631092360924,1.2937369032949744,1.3197836819221294,1.3426619686515453,1.3160024427856543,1.3328559064008891,1.2931848001614856,1.3410123132821963,1.2950819672131146,1.3405496126265108,1.323596048967018,1.362730260506685,1.301521933751119,1.3623209489704566,1.2830584843773054,1.3103088220272616,1.3239418696393577,1.3347967727978418
Reshiram,Dragon Breath,Fusion Flare,35,1.5842123253316887,1.6034671729462424,1.4800738636759188,1.5461056229680528,1.6021533659838842,1.671092484811605,1.5789855995735376,1.5865131285083922,1.530118759251783,1.627367615394967,1.6250699306626883,1.7080288877210232,1.6679681553189394,1.756785800639401,1.5780438675022381,1.6625559534467325,1.5537686274954885,1.622535722797898,1.5883535669746254,1.6185894988674252
Reshiram,Dragon Breath,Overheat,35,1.6890244582077851,1.717066129673457,1.5723930160188802,1.6462862791782404,1.6969662469206082,1.7510810996496118,1.6574212794748888,1.670262013657925,1.630748721571794,1.689392410173597,1.7162849441402344,1.778247749504128,1.7292575246044042,1.8397825678132305,1.6719225604297225,1.7544986571172785,1.6275976347478691,1.6775925274376056,1.65375022269731,1.712415056883256
Heatran,Fire Spin,Flamethrower,35,1.4888966498608598,1.551738230671774,1.414969751397562,1.485815528776202,1.4833943486411416,1.5653753668279564,1.5308372398865304,1.5442359484906132,1.465600188399946,1.545644933387162,1.4724346042348313,1.5437977859528371,1.503058199826269,1.579598269855911,1.488149059982095,1.5631042972247091,1.4323054398529094,1.490755768423203,1.5056119722073757,1.5544017713980303
Darmanitan,Fire Fang,Overheat,45,1.2559064918466447,1.2702756424784416,1.2444671860097603,1.2721573623497142,1.2245369870542857,1.278072766888808,1.2570768291236287,1.257810543519808,1.2729486273718207,1.2983952361727897,1.2550561988234696,1.2789767236848797,1.2361306384160047,1.290479729911254,1.2519919427036705,1.308325872873769,1.2209762907307993,1.268281333348466,1.2596268865643532,1.291860731465221
Shadow Alakazam,Counter,Fire Punch,50,1.378266264912522,1.349496383098089,1.5059052651364842,1.5607321623747763,1.3286052195078861,1.3549010177942231,1.3390068055305369,1.363979455996907,1.4086849010900282,1.3823803996770287,1.3466356993913913,1.38138911963653,1.3578049020749192,1.39074211718771,1.3696844225604297,1.4092770814682185,1.5093009794686127,1.5735963408959357,1.3401796849151206,1.37607849125754
Moltres,Fire Spin,Overheat,45,1.34853967817561,1.3594126760615708,1.2894450129835773,1.349623719916738,1.302124903078901,1.3677053991186314,1.292620239094236,1.34628536950062,1.3430645269815638,1.394824047907415,1.3157729669249156,1.3766677403495686,1.3488407497291053,1.379610807131919,1.3459713518352732,1.416092211280215,1.2772588498337285,1.3223393750922152,1.3390852867068794,1.364752742358301
Mega Charizard Y,Fire Spin,Blast Burn,30,1.1312747767998128,1.1471969474611095,1.1209874480482864,1.1331895741525866,1.1227830832196453,1.159647452570004,1.1194006681048054,1.135268523359504,1.1447147086529403,1.179678037949132,1.1343770661332158,1.168511705969112,1.159832358709377,1.1961725487386605,1.1473142345568488,1.1975044762757385,1.0997514442338467,1.1212134969185894,1.1304878979919066,1.1581405410908352
Shadow Arcanine,Fire Fang,Flamethrower,50,1.2107221543137174,1.245453329518898,1.1808058868166218,1.2297170763629275,1.2055905071304485,1.2538635939815679,1.1848989568367976,1.2182690491149295,1.1886985264432781,1.2469300901628315,1.2192516995270144,1.2732381711224507,1.2166620398148065,1.2685842728827674,1.2379700089525516,1.3016562220232766,1.1603922414282308,1.216095972034639,1.2180397546511925,1.25809981929704
Mega Alakazam,Counter,Fire Punch,30,1.4204541654746556,1.4180076016243548,1.6063522065119775,1.6611042654358374,1.3971419317479168,1.4277091287406638,1.378259793476239,1.3960637174569839,1.4183403983313148,1.4395522136993675,1.4058521369115229,1.4391984674589315,1.4384374972015008,1.4592493753749989,1.4231535362578336,1.4594449418084154,1.6099376908147862,1.6577761636155215,1.3743605405818127,1.408935888625894
Mega Charizard Y,Fire Spin,Blast Burn,35,1.1113251570667984,1.1181409830096636,1.0499136748745153,1.0751185230049498,1.0459155731349437,1.0969682098795726,1.0810922825254419,1.0985344750573718,1.0705364352038758,1.1147683689947518,1.0938681404377235,1.127943445165884,1.1036743173900974,1.139235405267447,1.0980752014324082,1.1323075201432409,1.0471234493638562,1.085632568750071,1.0757043597770481,1.131696826245196
Shadow Typhlosion,Ember or Incinerate,Blast Burn,45,1.2323251087671323,1.269774069023938,1.1933404342710747,1.254805315956921,1.2312758251788747,1.2636685740084603,1.2291297795781362,1.2636128916987757,1.2242800430628449,1.2612535324989906,1.194542865377117,1.2746283079322562,1.2173157692066592,1.2843633302587156,1.20791181736795,1.2996195165622202,1.1926704422930687,1.246047509335028,1.220610317884503,1.2604922246824974
Mega Alakazam,Counter,Fire Punch,35,1.3278098330689236,1.3400240755258161,1.5004385873310917,1.556307999693685,1.3314279544986112,1.3549324251376524,1.2891815935808044,1.3005007124791492,1.33341744045216,1.364373065536267,1.3312763829318324,1.3691915167748825,1.3675571117698155,1.3877063053543124,1.35882945389436,1.3903648164726947,1.523658196098015,1.5728472687239667,1.313863225675091,1.348960321702171
Shadow Moltres,Fire Spin,Overheat,30,1.2911355251474068,1.312383662823747,1.2536931837959386,1.2867577953676823,1.2685857862141392,1.3051360821302032,1.2454721327656932,1.268217279047255,1.318084712690082,1.3500243910644598,1.3081441673589096,1.3222489701120586,1.313915480849311,1.3787421530084985,1.2818598925693823,1.3547112802148613,1.2566480155262232,1.2965758322078333,1.342113970120384,1.3097274184927847
Shadow Aggron,Iron Tail or Smack Down,Heavy Slam,50,1.3836368162346322,1.4421128503119043,1.3742002742911246,1.4341596875587395,1.402993512420623,1.468218712887807,1.4765716645651095,1.463571299904661,1.4111071861122326,1.471979713362939,1.4399613474155322,1.4971519148286911,1.434237509738777,1.4936641980173193,1.4567815577439571,1.5419091316025066,1.4313293761136774,1.4343824126933684,1.4587946349036676,1.5076353363365658
Heatran,Fire Spin,Flamethrower,50,1.3240275976860745,1.381000769079297,1.2469264078305242,1.3181742235959983,1.3487196600155074,1.4001275923326824,1.3624182992178107,1.4058465760727095,1.321915791952631,1.3938820481765577,1.353772865207588,1.414370963093563,1.3525213357572068,1.413264438016603,1.3423119964189794,1.423769024171889,1.3087085314780555,1.3620855985200149,1.3679595836196585,1.4085286706879439
Shadow Moltres,Fire Spin,Overheat,35,1.2621371487592559,1.2652896308047838,1.210290442277034,1.2216502022374915,1.2199848852159745,1.239928548293698,1.1814778853208792,1.1898665401338846,1.2544198290943345,1.3071634033104562,1.2118602403919507,1.253148998931968,1.2300411043549124,1.2659156241324654,1.2341539838854074,1.2849037600716204,1.2009669840765416,1.238080105324087,1.2369117609630704,1.2457687511134867
Mega Aggron,Iron Tail,Heavy Slam,45,1.434996080296337,1.4953929549364116,1.3612636884498375,1.429902605765683,1.4328049702120977,1.5119966237105813,1.4075512538314976,1.452893631915551,1.4035417507737855,1.4807899340600188,1.4246020309559733,1.4950497567260583,1.4257658932361397,1.4898313736376907,1.4636638316920323,1.547750671441361,1.3866347365195382,1.4458454868401638,1.4475452393677943,1.4963477641190095
Lucario,Counter,Flash Cannon,30,1.8119025238433157,1.8111371599053325,2.199200448333716,2.2447004030826423,1.7420711180032782,1.7966001550737583,2.0291948033689353,1.7682868427874117,1.7440241892073745,1.7896691225945365,1.7653550782375778,1.8076186278332513,1.7731290354357152,1.826922904707747,1.7861906893464639,1.8333258728737691,2.3439035739822263,2.3757050925558114,1.8642564454964243,1.86406556208801
Shadow Entei,Fire Fang,Overheat,40,1.1923459890842754,1.2073114548230932,1.1544036256552703,1.1869548115814903,1.1852444374650348,1.2323004897582617,1.2064812902828974,1.2135401792840645,1.1728401291885346,1.2362400753599785,1.1668842287283638,1.2212945225219116,1.1652950289700628,1.2199038211826234,1.1677931960608774,1.2578558639212176,1.1436062150291115,1.1892769183624827,1.2044615815326667,1.2408566847369626
Moltres,Fire Spin,Overheat,40,1.4214052973587512,1.4263968820707924,1.345444957289948,1.3743603934754913,1.3630904825934613,1.4349465584421959,1.3429653484704032,1.378526332438524,1.3994667608666398,1.4503221302651057,1.384347398579348,1.4372319324596945,1.4220763520108894,1.4675597983289603,1.4135743061772605,1.4826880035810206,1.3446526461541952,1.3719483821176042,1.388511363925581,1.4260263164592402
Shadow Typhlosion,Ember or Incinerate,Blast Burn,40,1.2862331090494996,1.322348255453218,1.230488085044172,1.2921931455065683,1.2679988614838007,1.3207455318146575,1.274611285142503,1.2961789735906752,1.275215314224196,1.316066141838245,1.261481343346839,1.3277925644633564,1.2663992047784933,1.326963203094916,1.2771038495971352,1.3511414503133394,1.239657696716567,1.2885289811483502,1.2667786515996031,1.3240054974421624
Shadow Ho-Oh,Incinerate,Sacred Fire+,35,1.263496970124799,1.3409826381277563,1.2042442026412703,1.2960412272091226,1.2392964755071796,1.337650534415578,1.215398629521094,1.3067365525967778,1.233481361862468,1.3437668214237652,1.2530557580483834,1.3545018393883397,1.2843095990758238,1.348822839334808,1.2464301700984781,1.3528424350940018,1.205370620481449,1.2836259632954634,1.2557710417143877,1.3346695171922325
Shadow Blaziken,Fire Spin,Overheat,45,1.4391554246097944,1.2630827076049682,1.4149749726753131,1.272139958090544,1.1673383257922993,1.2289968298212726,1.3151662134039808,1.2152155670469973,1.2108397254743641,1.2364251110213968,1.200874769016902,1.2313730143930017,1.2164560702803873,1.2544350613878765,1.2276186213070726,1.2641562220232767,1.216810995471518,1.2354129544087435,1.1879183528034412,1.2285128909928482
Shadow Blaziken,Fire Spin,Blast Burn,45,1.3166526102254108,1.170735603913016,1.296291848541175,1.184185793947495,1.1023369026470502,1.136808425019875,1.1821413037270054,1.12550763224067,1.1101466828152335,1.1409887632889248,1.1340803905945378,1.1499228643599437,1.1149847313888614,1.1599756418637557,1.1322179946284692,1.1815241718889884,1.1115663553099002,1.131235174613263,1.131085999338271,1.1462166908452318
Shadow Blaziken,Counter,Blast Burn,45,1.2821777947858652,1.149162372330979,1.5178167401126403,1.3341513335143376,1.0871612668937156,1.1223590840833473,1.1550627025586275,1.1030246314220147,1.095549892342888,1.1254079195263087,1.1143641819383932,1.1447691864309084,1.1032892439127047,1.1457279232002293,1.101689794091316,1.1337735004476277,1.2570452507689338,1.2768616145910179,1.1191748746532286,1.1432643607950932
Shadow Blaziken,Counter,Overheat,45,1.421804698442893,1.2354683024153548,1.7718893367584916,1.5125084410656975,1.1434255596886747,1.202781512852474,1.2706644582009792,1.1724111671038198,1.2158356883326604,1.2077529942134302,1.1757675420007798,1.2063251224846152,1.188157647290605,1.2168321885606312,1.184724709042077,1.2128692927484332,1.464072909691405,1.4987118228557808,1.1779160622025402,1.2200885699015043
Shadow Blaziken,Counter,Blaze Kick,45,1.2066891322036164,1.184255795031079,1.433385198025661,1.3861796258780448,1.1065965235996742,1.1770569356247609,1.1555474519900355,1.15317349782595,1.11755231462791,1.174299387700175,1.1570176479563294,1.2063675047044264,1.1453249393285394,1.2057366992934349,1.141506266786034,1.2085832587287377,1.3262549796275067,1.3848074544030688,1.1390903769311038,1.1901962281438498
Shadow Blaziken,Fire Spin,Blaze Kick,45,1.2316730632762778,1.1987196873153931,1.2311616298740629,1.1852961856825601,1.1189180170188542,1.193661605504137,1.1835647975255812,1.181452988824402,1.126223758578926,1.1892788655631812,1.1735975723464491,1.2252954040720836,1.1674621866800399,1.2238082871394413,1.1731087735004477,1.2528760071620413,1.1385443030791405,1.1694265058053093,1.1470565778422541,1.1971571097706855
Mega Charizard Y,Fire Spin,Blast Burn,50,0.9751182412977005,0.9985714444943954,0.9228939105978015,0.9591191356348726,0.9447034459744619,0.984867549343881,0.9485565157792529,0.9774393806923276,0.9673075629121249,1.0037722042793702,0.9715700069506841,1.005187583704884,0.9866836218399349,1.0256924606195206,0.9825313339301701,1.0126790510295434,0.9450339919871976,0.9833274693845123,0.9759741416609402,1.0105494897050216
Shadow Metagross,Bullet Punch,Meteor Mash,35,1.0790461187503018,1.117685851541688,1.0338878330304992,1.0786045961167616,1.1051498228429535,1.1222000844072355,1.0819753759004842,1.105567003062269,1.0909618490109003,1.1225398667743238,1.1026073541627817,1.1401749538033803,1.0987400037611827,1.1379816776666338,1.1066808415398388,1.1576544315129813,1.0524123528810905,1.0880840776765142,1.0787075920694307,1.1232725051538521
Ho-Oh,Incinerate or Steel Wing,Sacred Fire++,45,1.2991867079319197,1.3916638491861506,1.24924987642976,1.3445643017759306,1.2766947696958395,1.3798443373541276,1.2759337284553773,1.359372139648842,1.2769815637195532,1.3971327883192033,1.2967009680099004,1.400045772797396,1.3150617460843401,1.415933086766905,1.3141450313339302,1.4015331244404656,1.239873338705467,1.3285929927703186,1.303173754803899,1.3843882823038356
