Attacker,Fast Move,Charged Move,Level,Arceus (Ice),Arceus (Ice),Arceus (Steel),Arceus (Steel),Glastrier,Glastrier,Melmetal,Melmetal,Meltan,Meltan,Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Cobalion,Cobalion,Regice,Regice,Registeel,Registeel,Mega Lucario,Mega Lucario,Mega Aggron,Mega Aggron,Mega Glalie,Mega Glalie,Mega Steelix,Mega Steelix,Cryogonal,Cryogonal,Excadrill,Excadrill,Glaceon,Glaceon,Glalie,Glalie,Piloswine,Piloswine,Stunfisk (Galarian),Stunfisk (Galarian)
(Boss weights),,,,3.125,0.0,3.125,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,8.75,0.0,8.75,0.0,8.75,0.0,8.75,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0
(Raid tier),,,,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3
(Boss moveset),,,,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Mega Charizard Y,Fire Spin,Blast Burn,50,0.9456472169312352,0.9284447825103205,0.9325595495517557,0.923715022233627,0.9314872322517331,0.9315229719135442,0.9777605334398326,0.9550283604763145,0.9681388207058463,0.9906932223807118,0.9486018342807075,0.940216186228365,0.9614949774435502,0.9511622482261165,0.9208340037477194,0.9272070247875921,0.9471670339694112,0.9708382742225425,0.9171227187020006,0.9101775441402348,1.0685547992627464,1.0116307787638037,0.9604691088008269,0.9609133922094951,0.932038183601775,0.9281237801996878,0.9601253024872907,0.9926570143899094,0.9495113472466782,0.965283954235307,1.0101712722937974,1.0166230737692938,0.9804162206487765,1.0104012431924718,0.9657004783957506,0.9869986554370848,1.0119293267844505,1.0263846620997819
Mega Gallade,Low Kick,Close Combat,35,1.3424895201249127,1.3090282873161463,1.328824445919963,1.299549377715456,1.3529064268983473,1.3487279467433133,1.2887858581824525,1.2715631248088448,1.391355924446468,1.4027283125927466,1.4117238099850742,1.3983386682752217,1.309250227666751,1.312192072584098,1.325251560105847,1.279907907754281,1.3761691658339976,1.3944828226490593,1.347462469056499,1.3424278276296784,1.2636679955360108,1.2838028636554761,1.3992560366303688,1.3485536015486985,1.2753635646930725,1.2810301149437093,1.3747854968211735,1.4098602401064808,1.327463573574667,1.3145454858170864,1.4385156875183174,1.4000192751439908,1.4261394374152598,1.4398296195098061,1.3259041555963733,1.3707580984177639,1.3272260917838778,1.3793715853706006
Ho-Oh,Incinerate,Sacred Fire++,40,1.2776492926960388,1.3454152352797646,1.2647712009720344,1.3330726441492462,1.2698902967255365,1.3544459647462666,1.3656287204167623,1.379801249175347,1.3467857300183224,1.4188006085570504,1.2965364852786427,1.3420362012865505,1.3268767890581845,1.3646153612384158,1.2512182563945153,1.3070458282897541,1.3029430872230867,1.3811960027248873,1.271064740467872,1.320457231875793,1.4964397472092166,1.4460973288777748,1.298897298911858,1.3868945317682597,1.2695696416098283,1.3194203123716,1.3334006313698148,1.4325865734606245,1.2852957883142826,1.3447037359101754,1.3440131955739847,1.452740901776552,1.3327253047860683,1.422799420935288,1.307939460646018,1.3727906286218254,1.3777904208792318,1.410754526102252
Shadow Magmortar,Fire Spin,Fire Blast or Fire Punch,50,1.2275978955484161,1.1964766130108002,1.2191630227856984,1.1861573739691411,1.2145626771476776,1.2091259313761331,1.214541379249332,1.2015179932308953,1.2209350650120439,1.222463817892478,1.2117157965647967,1.2111792936742414,1.233811370424492,1.2182612452615609,1.2185707672923591,1.1806422281026157,1.2188749279030553,1.1986243264665708,1.2253878725510117,1.1990155979278503,1.2824226942641532,1.2480427050763654,1.1928867455371472,1.1865737882651415,1.2330025962486646,1.2127400438614513,1.2258419692110738,1.2475821653150687,1.2865159627161737,1.2570217657258895,1.242061524047717,1.2312663374619532,1.2434221420703948,1.27174831593052,1.249192842489072,1.2372983431785858,1.2553503938361796,1.2591859648221133
Volcanion,Incinerate,Overheat,50,1.3168464033439773,1.3219462583656394,1.3054506536522423,1.3017734487205925,1.244112819729255,1.3171240851548267,1.31389688616125,1.343405051804631,1.3201304668055431,1.365943209236964,1.27763894698374,1.3290456985104726,1.2979298759720668,1.3415801861603562,1.3084804738200086,1.3237610535861186,1.292888485029947,1.357034514852841,1.2829376498015026,1.3176960774674507,1.3229807561593254,1.349770635675874,1.2432991753282754,1.3002821622324818,1.2604099042649355,1.3001872072479252,1.2820189530143982,1.368259027609429,1.3670878583198511,1.3741280631401054,1.307255843567987,1.3980255616848056,1.3119953604864651,1.4034833119416992,1.3135917945871955,1.3511910847922999,1.3073962899320561,1.3722232782634098
Zapdos (Galarian),Counter,Close Combat,50,1.360815112326227,1.3024621341384253,1.3479539862172356,1.2933083693673983,1.3197119317680672,1.3292096102748359,1.3223946024098823,1.3216764276921598,1.396414170078173,1.4224458324203946,1.3673660503964884,1.3773114534671254,1.3271438730235774,1.33884007024134,1.2981300595658023,1.2949069134781757,1.3715120223468613,1.4017911376172556,1.3125693429381087,1.3241842167934994,1.3384522729356423,1.340364390516868,1.3760826179282444,1.3786702400328,1.2892666560522639,1.3199863639165093,1.354539466126415,1.383384248892078,1.2763732322872452,1.312686834039886,1.50384208917282,1.4383351015381407,1.3945688635060045,1.4279042969161464,1.3301426217607104,1.3676746175418848,1.3344030631660855,1.388573441198178
Mega Charizard X,Fire Spin,Blast Burn,30,1.3402873459136857,1.3003935563212272,1.318927026388734,1.2912442230312164,1.3574431780363057,1.308366119281504,1.3357314197173558,1.2508621256202275,1.2728483678845404,1.3231819716939335,1.3598106719384992,1.3428961469537997,1.3181167726606233,1.292345457424044,1.332367606567008,1.2832999157546967,1.2910127227171815,1.280767842615706,1.371600803165468,1.3244906475794698,1.4128803163994703,1.3548516166153985,1.334027506590869,1.3116899371451691,1.3583976189497906,1.2931128790368969,1.3167365448751005,1.3485979683343616,1.4225380458491266,1.3434067449782785,1.4190520578981087,1.3759644326195475,1.3551648573544357,1.3899155769122986,1.376372454973933,1.3306927967571425,1.3576717655190502,1.3649158721478858
Chandelure,Fire Spin,Overheat,40,1.3703143715314188,1.3064121732667242,1.3646408428885077,1.307140461922751,1.3439889440940973,1.3127107833991785,1.335659823416856,1.2927023590759843,1.3364714548967138,1.337504707163975,1.3794006666108958,1.3208392956996113,1.3053156952622063,1.283811569212517,1.2712239580110187,1.2435669510873915,1.22493903238647,1.2581139091108489,1.4200092202347008,1.2745193788795446,1.4831038003977126,1.3822981957516227,1.311111335496671,1.3268671937796563,1.3615723097625112,1.2878279978839675,1.386197281983789,1.3547857024402663,1.4656634131511956,1.4129917101137597,1.424518299142335,1.3791354465948167,1.3568357102625388,1.3836907902555904,1.3670349670310349,1.311743075810284,1.369441388643354,1.354301398521853
Cobalion,Double Kick,Sacred Sword,45,1.3912445072436412,1.408913586070254,1.379706950818889,1.3993870954098129,1.3778645147674207,1.4231980352148241,1.3660239218848342,1.403939629089457,1.4821197330082019,1.5622853884400882,1.4339484587374902,1.4584625680810503,1.3917729097888507,1.4446156139442883,1.4466277950091464,1.4535765060395054,1.4458047991904253,1.5051793052465685,1.415976459997946,1.4304142113968217,1.3746127995093407,1.4182735236746349,1.379423549321916,1.4257214263188136,1.3683995963102968,1.4286493857342428,1.4595310633084797,1.5545986486653605,1.406718620760209,1.4365431131937025,1.4445843560087497,1.532729842267705,1.4931871057138915,1.5932589124411067,1.448205607220608,1.5138194379700505,1.50822043035337,1.5758220713783908
Emboar,Low Kick,Blast Burn,30,1.860074164603296,1.569018746464168,1.8606181379365194,1.5405434585295754,1.5336668160737545,1.4813160808039871,1.4748436003144425,1.4893088966460324,1.6012905696791122,1.6356178871214577,1.5638486432222758,1.5786376304932659,1.5396185895014762,1.50679106185864,1.599056716644512,1.5079988893812137,1.6143838772083134,1.5950263610800672,1.5897152870180404,1.5540842143901208,1.529990610447379,1.5117089934209904,1.5273020608222108,1.504222923192275,1.5826454515572357,1.4989406355288026,1.562298934699399,1.5851271240042557,1.6107176817177777,1.5279242270490234,1.6130649137871789,1.6137943673921442,1.575844439559723,1.6290462087121256,1.568555697292626,1.5680103606017881,1.621806162989187,1.631028803722841
Primal Groudon,Mud Shot,Fire Blast or Fire Punch,40,1.2389326907114009,1.2652953726562075,1.120019188936552,1.1256416465087045,1.230977728944503,1.2698754325236825,1.1136080364793577,1.132535242062479,1.1461342753021246,1.2240909605881922,1.146429624998349,1.1606295378193812,1.1536543747226158,1.1710824204015988,1.2884340522650928,1.3065619747561135,1.1484949871589105,1.1968188913143636,1.0968529940636544,1.1120893226623316,1.128077165050631,1.1543878296222998,1.2281873166479709,1.2911830407723957,1.1184822217314487,1.150408440504561,1.300110900210819,1.3628609751202385,1.1267365528073996,1.153072091609799,1.3027579413198258,1.38628857892421,1.3433188341910525,1.4519850098239868,1.2834539448539208,1.3635993282045824,1.18523867307648,1.2239290955051318
Victini,Quick Attack,V-Create,30,1.5182108297895796,1.5471385013338996,1.538951598427082,1.5755851239398477,1.5495868680897174,1.6033044541564516,1.6025422057979732,1.6627220243616998,1.6635950568143623,1.779374788201349,1.6373834861900591,1.702426569331496,1.624386922754296,1.6649696886385892,1.5782120687791528,1.591475299458635,1.672809407592316,1.745394789523342,1.537204411729362,1.578387289185451,1.637643443594713,1.6908932088558974,1.5778518615404376,1.5740758047999044,1.5944736625852578,1.6433570958994166,1.6071326879377132,1.7076889173841852,1.7391173045818973,1.7015824785940097,1.5730105326022472,1.6854817877538057,1.640354704960408,1.7079014429316381,1.6077131428263396,1.657723128735603,1.6607236321736742,1.7737411810588286
Conkeldurr,Counter,Dynamic Punch,40,1.315794503769931,1.344854293533756,1.3081031467063209,1.3362639533135319,1.2840864838610289,1.3260238620715734,1.2896385050338581,1.3167793165681296,1.3749292096056136,1.4036954327959656,1.374901175154875,1.3886842140023514,1.2885451750143389,1.3344208218310862,1.2887167402265958,1.2919518093762299,1.363654319956086,1.3782305639982964,1.3154678176665813,1.311158887366749,1.280132528634974,1.3215306551505017,1.3169227127681933,1.3436488723960285,1.2843052787821514,1.329099042649355,1.344951894817192,1.4065832975610744,1.2838441144890183,1.2976275329742606,1.396242452872668,1.4166220784134977,1.344056855505308,1.420712891940912,1.3038123859739512,1.3547606938704635,1.3396618333572046,1.3991799787691632
Moltres,Fire Spin,Overheat,40,1.394296275005297,1.3470152827444581,1.3851850663851804,1.340322528746472,1.3539471942671397,1.3532557356419188,1.3813773156632232,1.3614564191486296,1.4034443758861772,1.4359103206593151,1.367663559631735,1.3766418925761388,1.374223630645968,1.3585693187730457,1.3258575734547258,1.315049503398279,1.3204890871047144,1.3447896045779963,1.320686426809471,1.3284100120387423,1.693843994322008,1.514108482528161,1.4065467931168005,1.3971576663661727,1.3169888651491497,1.333577507395842,1.3854118319484092,1.419311864415366,1.3178812754626472,1.3572313750069527,1.494517090496011,1.4476622963174206,1.4164740492117558,1.4793517400759446,1.3788653974546536,1.3982771655394226,1.4088331693845138,1.439884194061488
Blaziken,Counter or Fire Spin,Blast Burn or Blaze Kick,40,1.570134564343484,1.389814500820718,1.546146538958985,1.3747694727130368,1.3580075805243543,1.3230007457238917,1.3305047002055,1.325886391268411,1.360905293091613,1.372796573007049,1.3595667469476356,1.3527008308419817,1.3587086337778327,1.3336463110089298,1.3900355381509104,1.3403513136408904,1.3846710928678279,1.3484000570972987,1.3732833867538872,1.3442460928709232,1.3618009604532277,1.3432367716378606,1.3994121933252759,1.3264503845564082,1.3724786727545404,1.3317901789382858,1.3670895317680754,1.3741062088175129,1.4202044003206682,1.3686387078919102,1.401221285762699,1.381472873789675,1.3950293169397494,1.4219175874211625,1.387473538445088,1.376167213608762,1.3747634961119,1.3735004162649826
Breloom,Counter,Dynamic Punch,45,1.5417646743099842,1.3654363446313948,1.5208002243903485,1.358144541949642,1.747028717091504,1.3963414827412954,1.30402929824251,1.3197160287244611,1.3790135993609096,1.3986254303528758,1.482936918531695,1.4423906850593742,1.3848635826710651,1.3874053462650482,1.4784452492167497,1.3708488560048913,1.3734063528868372,1.3633300258678613,1.4537139848237557,1.4185057976049238,1.352529330496445,1.3563498351295729,1.7002042717427064,1.4315181272092354,1.3384975398553702,1.362620824430931,1.3708399942247853,1.3842940388789944,1.3422697084434076,1.3198251424366991,1.7977855703428212,1.6156351436432708,1.477141293300172,1.4800780552838264,1.3735813933348033,1.380475647416102,1.358701185230926,1.4071979641373453
Entei,Fire Fang,Overheat,40,1.3698549141121983,1.3433038413729121,1.3558637055289515,1.3304925497668774,1.3221604811367267,1.360407657293585,1.3899321572919536,1.3630013320829784,1.3882562901114697,1.4654098749598201,1.3640136668442537,1.378385780141688,1.3804560981548823,1.4110976110744429,1.4292342341227309,1.3801159631234956,1.3863631225723492,1.415725199521404,1.3837047645890548,1.3811927968555067,1.3906923925654977,1.3736722635144751,1.3592773396910633,1.362197000241632,1.3573720878872546,1.3448444818801872,1.3899275550295547,1.449802046923171,1.4481285156852923,1.4008000176908089,1.37284290204672,1.4429655598994848,1.4188721116822172,1.4958436366281482,1.4203424901764725,1.4106970297222194,1.446394971413196,1.485749414904894
Shadow Charizard,Fire Spin,Blast Burn,50,1.1769619058624043,1.13279975990368,1.1636624843743328,1.1252792989987228,1.1848195185332007,1.1268645419820256,1.194206070961855,1.17829646302901,1.193205768092511,1.1934118184587155,1.1523017449002508,1.1642797388153348,1.2901584079137896,1.18764042808157,1.1490043624379815,1.1252533341254536,1.147080645292316,1.1481591807698155,1.1469044482170205,1.1093245631859188,1.417599246306618,1.2842892867417621,1.2077712964269705,1.1488167431912746,1.095444238433725,1.1209759429698414,1.1756687351252093,1.1824994609948776,1.150474960245938,1.147682001455918,1.256869937806062,1.196487341997142,1.2136859289421456,1.2182610489545789,1.1793196679552616,1.1758059092722704,1.2166293042233796,1.2040633735565356
Charizard,Fire Spin,Blast Burn,30,1.6312265999238587,1.5876914548208954,1.6259021501848974,1.5678741341756335,1.6375145786670942,1.5720461852610728,1.8559931095669846,1.6762321135632336,1.7042228004913318,1.6623713686960175,1.605786129738155,1.6132389188046796,1.9749189421405398,1.6906022879575795,1.5437044169787701,1.50545325375824,1.6161839275746297,1.588788272307694,1.5723296823825783,1.5429979746072113,1.9434188088230182,1.7594122835581663,1.7025995745493234,1.6134918679933488,1.5562211099926042,1.584423663612458,1.6476834550682793,1.6420563458894581,1.8887589875228425,1.601259800026849,1.8100500916754287,1.709380122428763,1.6680107290737944,1.6526212734733268,1.6607659369146812,1.6417785699736083,1.6685387568585468,1.6489722241852411
Chandelure,Fire Spin,Overheat,45,1.2970821905302734,1.2413192289658186,1.2854132208575362,1.2247942329575754,1.2853384103326315,1.2484035464674075,1.2451962863447592,1.230356641836505,1.289288186671418,1.290816449684711,1.2978870988336513,1.257267071447127,1.2699031063597084,1.2494448776329,1.247145478684123,1.2269604773185405,1.2025393443326868,1.2348641676153869,1.2730363849688324,1.2369276954438493,1.442699196039316,1.336966194449099,1.2932528801517327,1.2839617916268544,1.3770323157202728,1.2592735639740325,1.3166803721228784,1.2877533417200095,1.4143006512764076,1.3505963165144819,1.2804543562220403,1.313507104549487,1.328119379230545,1.344720247907111,1.306832085168318,1.273160681675282,1.3011602512479448,1.2937972927470882
Conkeldurr,Counter,Dynamic Punch,45,1.2373530828323636,1.257441168781382,1.2234200748008301,1.2458117545491763,1.225270367262732,1.2608209476824908,1.2349875891320228,1.2547540449066152,1.314227200355526,1.360093460772107,1.3210226797405769,1.352053328871649,1.2637025538597093,1.2999113841109113,1.245199956763429,1.260270005784129,1.2827882978390066,1.298863462022753,1.2671883090919815,1.2827431946146837,1.2388402479853562,1.282566983550895,1.235747883724551,1.26858916300716,1.2522726805818063,1.295647624085792,1.2808037143748159,1.3402842520061642,1.2292295496371264,1.2537403887197864,1.3357860269425434,1.3451762135243572,1.3100609711258648,1.3948495516899124,1.2679944980291087,1.3256136584262297,1.3043134159766392,1.384123657342306
Moltres,Fire Spin,Overheat,45,1.3072906167061347,1.275470718305657,1.3096593387001103,1.2629433748284136,1.2900632592014054,1.299166216642026,1.3600057251763682,1.3307858404887505,1.3467780146108506,1.3827037685344448,1.3033641835337424,1.2990152739312872,1.3451098445439522,1.3343269829908797,1.2608456545183455,1.279495757617764,1.2922654745864797,1.3226268006828465,1.2927733679419866,1.2689976162852938,1.612391553828693,1.4468324960718792,1.3452273465361275,1.3422889002177503,1.2922183802079055,1.299172269188101,1.3065941596131618,1.359505912219421,1.2652691002101677,1.3058175733615733,1.4109642390781425,1.3674122724209818,1.3447442364816333,1.410273986487695,1.3282134192062616,1.333194112378595,1.3529895686225013,1.3766643891448371
Shadow Hariyama,Counter,Dynamic Punch,45,1.2474090021745985,1.2380140817021719,1.243117876370389,1.22785162228677,1.1984138147892032,1.2237161838041624,1.1871316234476936,1.1934339304536412,1.2428967886796307,1.2850323434167543,1.3217244264020185,1.2628671753574119,1.1850445287898705,1.2266812524429824,1.2211578654666042,1.2305336003439122,1.231164216240932,1.255875880685214,1.2007746526571534,1.2172745029922063,1.1472628347596814,1.1881134586749036,1.2136433752107234,1.2140559576362149,1.1539616546141835,1.1990179965486072,1.2296806243787657,1.2853037180252997,1.1712835284943761,1.1821005199802275,1.2906980840980853,1.2925238036178814,1.2539989967330223,1.310969138410696,1.2117763916314548,1.244189283351943,1.2318357304628496,1.2974995946943315
Blaziken,Counter or Fire Spin,Blast Burn or Blaze Kick,30,1.7218186154469337,1.5077619708816947,1.7056000853201396,1.494179116438718,1.4643436214376326,1.4512748730832146,1.5267231769799883,1.4639126841092862,1.5134824969796934,1.484430313845753,1.5213997948212172,1.5152658298072819,1.5110481210256352,1.4726001751404194,1.6343274444133646,1.4395700849136546,1.5330311818560567,1.496223338636883,1.5903743590079726,1.5419128491180691,1.5674427853775899,1.519277415438701,1.4963802173654228,1.4350880101480716,1.5534349576793494,1.4784998638959652,1.532088423957962,1.5029116706566206,1.634566634374984,1.5243155924153786,1.5456633058925853,1.4978354645270204,1.5103050503998559,1.5306428699477417,1.5267626786803934,1.4812443856876296,1.6327960876004433,1.5331528699609358
Shadow Alakazam,Counter,Focus Blast,50,1.4896443935159516,1.2577638185998494,1.466000248108376,1.2404944237338933,1.3544997381823856,1.2627313255075496,1.318570235149297,1.266382345729878,1.3374124896746722,1.3059621619517179,1.4277653124573464,1.3376943364491745,1.3182806502405309,1.2824583401570275,1.3366545455745635,1.2620789694513823,1.3352153160022142,1.2751612592507489,1.6506241137540991,1.3174263528291044,1.4355376546351828,1.3113640775317807,1.6071396954310428,1.3481602745352106,1.3689556968526584,1.272040636042403,1.4224190967093644,1.2978277832816478,1.4028210585849454,1.2925876627604675,1.4205005375711266,1.3644110377058156,1.4324825968556085,1.3526499325656725,1.3678548278557383,1.2959813343030566,1.2949201311640945,1.2933470160999883
Pheromosa,Low Kick,Focus Blast,45,1.8517531634081665,1.3311568147948754,1.8025835954222589,1.3365860287461684,1.3176514910816428,1.2492645772189275,1.5841813250560512,1.265540567866721,1.4136332450196767,1.330477440558817,1.518793672039768,1.298004438202,1.4177432853626062,1.349072697434224,1.4730801601073322,1.2406619733534003,1.3191245545076111,1.249390416705834,1.7463173683440063,1.3431316898592711,1.542789044889649,1.3845748303083378,1.568756379822864,1.3595884789703896,1.3715880901265514,1.2894918055099025,1.3452484631090291,1.2856627319416893,1.3500644754038564,1.2661787696444482,1.4956279391632217,1.408714529587741,1.399185064200739,1.3357199016925558,1.3769534934996592,1.3194973994659749,1.30359454165692,1.2865660349692818
Cobalion,Double Kick,Sacred Sword,30,1.5164227993026889,1.5375402044356143,1.5071526447320784,1.5248603682082102,1.5605575780706682,1.6107276474919556,1.5727431051435592,1.613688226863589,1.6611114304092351,1.7492179546643392,1.634165217353018,1.63809883805406,1.5940579155022365,1.6094800538546714,1.6104195185063248,1.59297818285934,1.6430348838963569,1.6819154054778591,1.6150945292545809,1.625076853496588,1.5445411923151098,1.5892016983392823,1.5660180019316465,1.5960461124849508,1.5842830655764648,1.6282742008381956,1.640863010153262,1.7196356846869947,1.6524028563508553,1.631871243076405,1.6274143105304695,1.7162341740403306,1.6645620187130754,1.765527166315351,1.63536275582817,1.673326752648586,1.6905588532173712,1.7552531960572169
Heatran,Fire Spin,Flamethrower,50,1.268164662321479,1.2715544223337285,1.2543006126415062,1.2577094213792923,1.31032956012127,1.325813959868185,1.265485591007555,1.2875935554482698,1.3329122027166243,1.3984598552592005,1.3231454876078181,1.3396052289768803,1.2891548279320812,1.3133530491114802,1.343308274274983,1.346801731443136,1.3371854513297752,1.3852655546619597,1.3150162009574184,1.3109383227475422,1.253843867863387,1.2816216421284252,1.257409282940198,1.3073624007084113,1.322627167392555,1.2909638476867449,1.3368934739628862,1.3967401476792085,1.3807158121209293,1.3680298045455999,1.3405663574480657,1.4007733756543872,1.3392920528456171,1.4205693977337455,1.3676390703560333,1.3742290193174325,1.3641815981023004,1.4048588685982017
Shadow Machamp,Counter or Karate Chop,Dynamic Punch,35,1.3763448648446415,1.2538469109694974,1.3774774663561196,1.2378226041301343,1.209210088989572,1.2229719900510398,1.1965233139797937,1.2244945920464283,1.2485302608017144,1.2610761256843794,1.3283974480338503,1.294186527767382,1.252273603994757,1.2546701161744451,1.2218178832728104,1.214155108722648,1.2293246619712261,1.2253301720926508,1.2679181715094745,1.248074347428057,1.199689733772988,1.2167720804656208,1.2706410384960303,1.253050867397605,1.204180640870244,1.2234362801996879,1.2608756482775154,1.260194318982859,1.260949259320231,1.2332374559991388,1.318718771699349,1.2985796588773493,1.2801565398578016,1.2902589692823023,1.2257714667223993,1.2295393800517767,1.2226125228681204,1.2711553497891845
Shadow Blaziken,Fire Spin,Blaze Kick,45,1.2919687770802208,1.1713901053953726,1.271725419714983,1.1660153653152991,1.1339370603789343,1.1514608614089141,1.135855717972504,1.1632838625856565,1.1998482440583738,1.2104181808408967,1.1659039974638847,1.1842024225185916,1.1594462952910605,1.1562222803034237,1.2202527441607938,1.1559579004519211,1.1854515618780368,1.175778954539177,1.1759761541133824,1.1641001859341167,1.180867948746321,1.1673505970427653,1.1469890758411974,1.1482977511322534,1.1828922364204124,1.1677879627537187,1.185076777126336,1.210273027885674,1.2341138434823553,1.1957266868309129,1.2190225132101882,1.2130447538824802,1.2045873627314936,1.2500621079497778,1.1709995276576548,1.1800181071929918,1.2282190245379043,1.2239765228817252
Shadow Blaziken,Counter,Overheat,45,1.4951272486538798,1.2047305866370064,1.4778706452780788,1.203778026785586,1.158867660404138,1.1604355604607421,1.1900423005856615,1.1591465695703718,1.1755562836342013,1.1764616560842913,1.185906727310353,1.1664366257336465,1.1883951145637173,1.1745371384229641,1.3137413908478741,1.146859118914597,1.1984054534883315,1.1438717306864323,1.2403935860376805,1.208871526298425,1.2609596312466609,1.1857053071521835,1.2376446592179533,1.1665668751025877,1.2723016733092283,1.168953128852001,1.1857571826250672,1.1912864886352985,1.2618755697300432,1.2196357256950736,1.2329287396346729,1.2060803599712138,1.206598865322538,1.2101379253599578,1.1927461648143396,1.1978014209153547,1.2214290492114772,1.1974379768954984
Shadow Blaziken,Counter,Blaze Kick,45,1.2652110147652813,1.154623222743621,1.2491969363270123,1.145635822235408,1.121530042246029,1.1349113213739899,1.110167432972466,1.1327088931072922,1.1641873245579104,1.1789396122772609,1.1336499368172634,1.148208208031913,1.143139250684607,1.1422412189747038,1.191441634342379,1.1261693883427935,1.152043375378763,1.1437671451466715,1.1393152337067307,1.1296881725363728,1.1600287061070031,1.147324799484049,1.1386373696355772,1.1321072723699162,1.16047339808119,1.1504174285068618,1.1696625716183964,1.1915478930822436,1.199344367900921,1.1611799322790477,1.1962655198482635,1.1950785975594824,1.1699275493375616,1.2058676808513937,1.160910268651889,1.1724616238414027,1.188622342413566,1.1862611581878737
Shadow Blaziken,Fire Spin,Overheat,45,1.5144150814986426,1.2311695219986263,1.5104555621911169,1.2244113446644254,1.183236918218145,1.1874437059340626,1.2246267892755947,1.1972167807067875,1.198030592031505,1.2147485328877141,1.22590236836196,1.204863969989301,1.2137243034481227,1.1938043273375416,1.358324030044466,1.1887699195585248,1.2400942337530914,1.1908590474267338,1.2830716927870234,1.2648800823266453,1.2992417541075343,1.226795570154501,1.2312142908971448,1.1948752190596643,1.3147145795669324,1.2069811739871805,1.2113670853597864,1.2160229721226699,1.3067280245866506,1.2563762298965289,1.261219705832864,1.2434581820221364,1.2536394463588045,1.2613154722132014,1.2056181785966618,1.2093611271528804,1.2585435600613875,1.2360679719335745
