Attacker,Fast Move,Charged Move,Level,Arceus (Bug),Arceus (Bug),Arceus (Fighting),Arceus (Fighting),Arceus (Grass),Arceus (Grass),Keldeo,Keldeo,Kubfu,Kubfu,Marshadow,Marshadow,Meloetta (Pirouette),Meloetta (Pirouette),Shaymin (Land),Shaymin (Land),Urshifu (Rapid Strike),Urshifu (Rapid Strike),Shadow Virizion,Shadow Virizion,Virizion,Virizion,Zapdos (Galarian),Zapdos (Galarian),Zamazenta (Hero),Zamazenta (Hero),Buzzwole,Buzzwole,Pheromosa,Pheromosa,Mega Gallade,Mega Gallade,Mega Heracross,Mega Heracross,Mega Beedrill,Mega Beedrill,Mega Blaziken,Mega Blaziken,Mega Lopunny,Mega Lopunny,Mega Medicham,Mega Medicham,Mega Venusaur,Mega Venusaur,Mega Mewtwo X,Mega Mewtwo X,Pinsir,Pinsir,Amoonguss,Amoonguss,Ariados,Ariados,Bellossom,Bellossom,Blaziken,Blaziken,Breloom,Breloom,Combusken,Combusken,Decidueye (Hisuian),Decidueye (Hisuian),Gallade,Gallade,Gloom,Gloom,Grotle,Grotle,Hariyama,Hariyama,Heracross,Heracross,Infernape,Infernape,Ludicolo,Ludicolo,Machamp,Machamp,Machoke,Machoke,Medicham,Medicham,Meganium,Meganium,Monferno,Monferno,Parasect,Parasect,Passimian,Passimian,Poliwrath,Poliwrath,Primeape,Primeape,Swadloon,Swadloon,Tangela,Tangela,Venomoth,Venomoth,Venusaur,Venusaur,Victreebel,Victreebel,Vileplume,Vileplume,Weepinbell,Weepinbell,Shadow Bayleef,Shadow Bayleef,Shadow Sawk,Shadow Sawk,Shadow Throh,Shadow Throh
Toucannon,Peck,Fly,40,1.9039083081797088,1.8474568658845805,1.9090887732140152,1.8496846609926905,1.9043177695935531,1.856564946419052,2.0147975868932244,2.072126834903271,2.0324591714117415,2.0574608914195958,1.864366041224639,1.9439048356690616,2.1496137780138684,2.0525736743083876,1.9799468581610977,2.0014080020488416,2.074892851773563,2.0767099148154142,1.9689765748749544,2.012254468412558,2.0276739476236663,2.0242098157129003,1.9794238380591966,1.926712036222994,1.890056070684964,1.8902845150885383,1.9787167251504192,2.0154011023210083,2.216489559720837,2.034839829869876,2.010575513926523,1.9995965429909688,2.0145390365578444,2.010830093338956,1.974854983528397,2.006550472773794,2.2299758780349963,1.976218028670846,2.1952137607344557,1.8675007349717616,1.9646799710941465,1.9909007722314809,2.0146692144454135,2.005480822011421,2.069483274746198,1.6021753021838774,1.9252130122371682,1.9642958435622377,1.9636675517689914,2.0450616728059914,1.9541764538959843,2.0390743133352505,1.9126694693315676,1.9544425778252978,2.111501441578178,1.9881024156354987,1.926113324452172,1.9436331871902799,2.0418153180582137,2.0816018084605727,1.8574167321349684,1.9343803308713885,1.996239105251769,1.9950576036678918,1.948489404612626,1.9809255655523157,1.9762906624212049,2.0832140746554852,2.0440337210186983,1.9967963153876995,1.8986819720874455,1.8904828310833859,1.9663210964201407,1.9264407376985562,1.9051059345670576,1.8972743682625126,2.0039751821543885,1.9618741323262554,1.902851715921323,1.9542056594885122,1.8990783833695533,1.9931669530010792,1.8628266152247104,1.899783624752302,1.8525419829050014,1.893922220516854,1.8329739777697491,1.9526708116902172,2.016254100498941,1.9771969999505512,1.9706567167856477,1.9343351606372126,1.9393009538254755,1.9471698413980498,1.919281405781626,2.030160819882716,1.8751210627285768,1.9086240271286647,1.9727686397871282,2.0250922329082415,1.9111328524849265,1.915823845290952,1.9221190590186297,1.9856593654034194,1.9123137398835985,1.911977380141774,1.9455990184216911,1.9993132371403959,2.078250628736794,2.088234821048866,2.168272911885073,2.064688261304154,2.1044891554368252,2.0502437586831133
Shadow Togekiss,Air Slash,Aerial Ace,45,1.7769481666579745,1.7508899693857547,1.7816756063604886,1.7572526950174778,1.7779397032400508,1.7562773447817908,1.872021573265934,1.912613857916151,1.8210298370312192,1.8937132534851757,1.8251805357116122,1.8841398566439536,1.887877429668166,1.9156112547450646,1.9532463719504762,1.9440661668672776,1.8762128061950034,1.8994453841850287,1.8691208582550083,1.9060546552938884,1.9120909408341416,1.8945360491432266,1.8160971831637633,1.800518533926479,1.8742328669567225,1.8651260253640356,1.8309177889834052,1.9049404788751876,1.8434775750727206,1.867223333680429,1.9111885112734843,1.87789116314906,1.8756123771899296,1.8461165786076579,1.9283280411707504,1.9505822313577068,1.9876459195030336,1.8765789655292777,1.7404595507646285,1.7533257343270494,1.839604536843545,1.883241954751787,2.0328988415051943,1.9216053062283431,1.5635449056527149,1.504843892164267,1.8278105991888745,1.9117611853594334,1.9234063770524394,1.9668433322850976,1.8702493637633688,1.9610578983340943,1.8558127672907312,1.921151450091787,1.9091093894823201,1.9040568574801877,1.8175423366627264,1.893209539117763,1.9412075539546192,2.004374038203406,1.762516138704442,1.8515629583116966,1.8802393224552618,1.8854910507279978,1.9426428112130414,1.9367441561102527,1.9352755127113643,2.016436887303946,1.8950034682090298,1.9267360605766997,1.7846886999262854,1.8314651959489938,1.7993166967135052,1.8274697123568224,1.7980616867948738,1.8237049948052493,1.901513940532241,1.9183032500262838,1.7888408421177282,1.8654872231812885,1.8296622197941224,1.909206125505355,1.8160633177384855,1.8689943671469522,1.749584472498443,1.8462732992453814,1.8001508950632712,1.8701300166903265,1.843478512676633,1.9227558358885595,1.8290774691077887,1.8917741811150564,1.8207603358222757,1.8807397371750012,1.8653324851869628,1.953054420474697,1.852881399654154,1.8701582263183996,1.8756055513556227,1.951963078499432,1.865571117657596,1.8793056857641282,1.9083549774077246,1.9592728450015346,1.880098418020321,1.8913202735888608,1.9170501194405591,1.9641105545722042,1.9445984609218128,2.007395900552465,1.904944347224813,1.9555661800336848,1.8985296402751037,1.9539400573324708
Shadow Togekiss,Air Slash,Sky Attack,45,1.4855153925928255,1.4730400960523224,1.490154097636484,1.4752068493589139,1.487381247646941,1.4758892684046465,1.561065098325245,1.6026715793806081,1.5291795326919302,1.607014239151777,1.5248047282752923,1.5769331977088832,1.5645295544723195,1.5979148245035786,1.6268263902037434,1.6334585932179118,1.5654736662233135,1.5973126887981737,1.556469704237809,1.5871658996537201,1.5952562819269318,1.5870014613643713,1.5092793961181457,1.5157360602924703,1.5683602507221133,1.5681013551206016,1.5386178590436328,1.6086932414431805,1.5490486280593943,1.574413789831503,1.5821726139351786,1.5672171213157144,1.5643889995831437,1.5571327796804981,1.5659245799063581,1.623463489063435,1.65588190388997,1.5616398406506138,1.4503175593779816,1.4683144131830725,1.5343740000614237,1.5794928035921796,1.672384688250215,1.6089583626053057,1.2492509619822731,1.2445650637403558,1.5374024112890026,1.613163650570713,1.6070492660287292,1.6612835009887272,1.586926930633072,1.6579200170645294,1.5573193932453457,1.6277847269025962,1.6067363495084526,1.602604434902401,1.5275202588462413,1.5612830150917199,1.6273602667744946,1.6841916618382953,1.4592156601906723,1.5555894743932088,1.5566846205284146,1.5838242783068215,1.6240321835771445,1.6400345985872158,1.6143402650898533,1.7092128615757411,1.5780559529615452,1.6402811161457462,1.511326410205631,1.532060311251939,1.5118911154139905,1.5453806872522273,1.506070188405595,1.5397503033176676,1.590389746466059,1.616648807642882,1.5186846280406319,1.597397032993132,1.5442729470234566,1.6287283224939906,1.53285772862145,1.5869054046765219,1.4649186019475302,1.551196884195383,1.5073094785773482,1.58036413935478,1.5592416980881483,1.6305146409549345,1.5355976039664956,1.5952658008380807,1.5513390046875983,1.6077518393433488,1.5551872847772765,1.67398244023881,1.5546089092708177,1.5806582051486455,1.5661690015222165,1.6393553635510585,1.5472104240005002,1.5819218702953477,1.5927245032087824,1.6557068298152677,1.5766405868378042,1.5894108048849487,1.5955234215852783,1.643933689728112,1.6268024913997043,1.6944488765732897,1.584649655262426,1.623552832685914,1.5971587895117552,1.6472921697929066
Shadow Togekiss,Air Slash,Fly,45,1.433229132597887,1.4315043449466698,1.438473992108069,1.4378084239768876,1.4346393574201477,1.4347145418276395,1.5143568538916592,1.5545622161847747,1.4893380561555074,1.5589593245631257,1.4724639887516218,1.5242318224742784,1.5189632259688168,1.5546926874546965,1.5754434723372444,1.589837639943997,1.5167358259142205,1.5547320616575708,1.512861582894862,1.5488664697916825,1.5478843840931136,1.545271826705464,1.462850270229519,1.4719986346176606,1.519967134457083,1.5252393606142636,1.4948213764880283,1.56670232822465,1.5054112248173592,1.5328394638793883,1.52689900369791,1.5253682342858383,1.5156875642972145,1.5122122552968387,1.5164614142615134,1.5767220248371767,1.5852682019850195,1.5173256886270783,1.4026386775665987,1.429873172241277,1.4866116181476894,1.53708963308308,1.612089699336439,1.564912921886821,1.196032361028999,1.196862770212171,1.4960098064654261,1.5690830686094785,1.5643287459349693,1.6126733149561192,1.5420214677416977,1.6170569708026157,1.508051665277909,1.586255473309044,1.552392743295542,1.5591986093172507,1.4786281732952233,1.5255573971109122,1.5755248039060832,1.630157344753485,1.4137930526946878,1.5154199840913603,1.5083864546370098,1.5366699694613517,1.5711602300357723,1.5947310058370614,1.564285539785442,1.6598540895061795,1.5366390980197087,1.594204205823375,1.4664803170830996,1.4936488486208757,1.465266385386795,1.502051628988664,1.4623145229893875,1.4950534379488754,1.5385027515933494,1.5740337152097799,1.4828087397302512,1.5562808060803386,1.5016020223714155,1.587422611828113,1.4889814475194387,1.5451728970419265,1.4204784070586154,1.508425558393676,1.4724203765429942,1.53324652680542,1.5140599950771718,1.5872363379869743,1.4945367181759257,1.5520995843038115,1.5055341815012606,1.56149960262651,1.5121651354541783,1.63175958439967,1.5049395669856587,1.5366911062921238,1.519075542816565,1.5933708180254784,1.5064375350544283,1.5387689597460026,1.5415622818555026,1.6140154931891755,1.524255578489826,1.5458956918707272,1.539110798826926,1.5977309957613663,1.5759051139832736,1.6384362934735544,1.5387141121096373,1.5724161806585029,1.544673476651753,1.6014401243096565
Moltres,Fire Spin,Sky Attack,30,1.6897100680151897,1.6637669244646864,1.9985913427564643,1.9880924140896141,1.6934633541267872,1.6727202881860896,2.7585956926829094,2.5941779680994768,2.141776398978991,2.1866522992342428,2.023814842088556,2.1456578737940357,1.8153257095738664,1.8291462940547516,1.839293884953658,1.8480066546987453,2.441232412040692,2.52565839576287,2.5865325518295883,2.2759420268129738,2.1953686388619467,2.2323744196572908,2.0212679345175775,2.099381296712487,2.0226109207542016,2.069518574415085,2.1048707193351195,2.2117348776652204,2.1461021704961145,2.1720151103547582,2.150164434461857,2.148951284521691,2.194642510093728,2.1881723719887867,1.8100182180009552,1.8082152684109458,2.2890611032048667,2.373217531203612,2.0428573639012817,1.9609309642313741,2.106756493907905,2.160512798032554,1.8274785356225711,1.8256323098877345,1.7660729333684257,1.7020628867356176,1.7337924027953644,1.814082409644945,1.8003706324026858,1.8755503166142118,1.8034049629339715,1.904915852781281,1.7844458909335925,1.8599024999559006,2.43280459586656,2.458476660885373,2.0721558080918636,2.1163338732912624,2.5654898996069195,2.6682881920613424,2.0182262490591523,2.1120688597805994,2.1213193363172373,2.1679318566749806,1.7894822941674537,1.8467695232188637,1.8462231492753494,1.931226529533104,2.1126352402199275,2.2000010337735856,2.1457105901574414,2.123785977159455,2.2855251092721485,2.3575642063147155,2.070014738798165,2.0986874102249433,2.12785861045684,2.2479362864697046,2.0454860498316636,2.176331114199176,2.0690629334117374,2.195959917129938,1.7258486247669544,1.7744577332469174,2.292677495892905,2.4155064617507414,1.6962188377159582,1.7752311408756845,2.11438426246079,2.221162013902656,2.4169055838675266,2.4777507491461197,2.082760220979962,2.176645636752639,1.768421095956942,1.9289678759719904,1.7325676765889169,1.791757755253877,1.8130371368357734,1.8902650390598421,1.801613849339586,1.8058596254347299,1.803537952230755,1.8658160930921655,1.781190724750461,1.7930521871538174,1.8126568318859884,1.8696094204161122,1.8875492422024736,1.934995949963553,2.2918094684464574,2.2244921887715727,2.2304829629176024,2.258394001905979
Moltres,Wing Attack,Sky Attack,30,1.7627161796643622,1.7274381292106467,1.7677201272388297,1.731782966676874,1.7608643312971126,1.7286036950440993,2.043919620283656,1.941304801112001,1.886728796387198,1.9212719575888473,1.7942611999099378,1.8521386881902082,1.8933301429460059,1.9170707950113517,1.8758669688977767,1.88438975065645,1.9194272447728014,1.957300908038602,2.1851973371908837,1.966840431326108,1.9000575751697382,1.9081160297445847,1.7976170243804066,1.8095844449047613,1.7763470682535205,1.8042610288771008,1.8282053456254457,1.891723932633934,1.8756097407690608,1.872570368448909,1.9021187565413813,1.8783882798209022,1.897252746679665,1.8823691691835072,1.8606121958720196,1.8654496094829571,1.8011267486293003,1.8174626986171902,1.777388039301648,1.7052592000412614,1.836094596584584,1.8717317183994475,1.8391172063561687,1.846529323410731,1.5341626907856665,1.4695791488633887,1.7916755263475088,1.8885411136581984,1.8598271820687802,1.9514144134631457,1.8775962714259449,1.9438222111761136,1.8072006749868705,1.893707949765803,1.8288630062603966,1.8393244924763053,1.826347236728814,1.8484565333867036,1.9744050506764819,1.9842238609192366,1.7269660272956033,1.8312811599387397,1.8594462571852055,1.873837798614128,1.8531488600046517,1.9214617433785368,1.9223091329721784,2.0138652436212725,1.8646920780376086,1.9189836032698595,1.870463659768294,1.8517837643441044,1.7559170277469978,1.7972448932382858,1.8125738683113226,1.8247641007851396,1.8614479502912236,1.931955909519613,1.770578553616862,1.8631714555028258,1.789874394752215,1.8735687291412053,1.775461515120962,1.8367143071330967,1.7154787391201323,1.8122451393195633,1.7577193386932526,1.8633441275145624,1.832727198214876,1.9134876824836944,1.8458540962623504,1.891999205962179,1.782709417569291,1.8828193877849426,1.8347209328620107,1.9936495955150468,1.7563853919698218,1.8346504919747018,1.886087536075661,1.9736599732254871,1.8314365272775583,1.8307472057868543,1.862498889235137,1.915797319642403,1.8186515736193802,1.8351615262467023,1.86490841262113,1.915550965376079,1.9836544517910555,2.0320321210674597,2.0023118267874773,1.9359777484550411,1.958926374850258,1.9719346455758697
Moltres,Wing Attack,Fly,30,1.6912941778857244,1.6673766359943476,1.690048871133343,1.6727330901542905,1.690749395616664,1.6709092234812537,1.9584953923643036,1.8814535242039372,1.8196185195366188,1.8589535754957784,1.7233876429462165,1.7931661096873293,1.8247442614834846,1.8550006121332028,1.8095396032300983,1.826863911929789,1.8352242246592492,1.8829536352351508,2.093856651026598,1.9181057528469423,1.8218742192046558,1.8457248237956676,1.71728196082281,1.748661249247,1.7062331850025676,1.741086393613272,1.7624608279134382,1.8283063766834753,1.7982461785109365,1.8067259686270984,1.8259437060140515,1.8175053820856237,1.8258943549174957,1.8196517668066268,1.796021172389275,1.8072953325836751,1.7281476126768611,1.752228543961102,1.7153367202207492,1.640298836939423,1.7688334944609803,1.8060349500434298,1.7749601313212087,1.7857023489409978,1.45084302214336,1.422570716533287,1.7329567834279689,1.830267009614109,1.8003108743293759,1.8858039618710694,1.8173765463929081,1.8852468047245172,1.744173592553348,1.8310071133151147,1.7652094359827102,1.7762171351761324,1.7475219266699606,1.7767657145478009,1.8990251753188176,1.9315269461994606,1.673701311330844,1.7752792159699806,1.7886815422586886,1.8082164339253959,1.7931090068582987,1.8527764701623037,1.856272288263605,1.951572972855574,1.7963027526890614,1.864578396726627,1.8009521707319758,1.7950699189138641,1.683760220918212,1.7390987111334597,1.7433206921918363,1.7635915513827103,1.7876326025725982,1.875666478866674,1.7127740210022346,1.8059410863927199,1.7313534250581788,1.816003257338215,1.7135776715381128,1.7789199232584263,1.648724183603537,1.751526061837757,1.6927224458726342,1.8029677951766077,1.7757206374666703,1.853375922360196,1.7788682337558113,1.8291521178106693,1.7178828959773926,1.8184324495657855,1.7764437702602618,1.934663285917787,1.7034785424641616,1.778930014869589,1.8185448642834086,1.9099727695656585,1.7628180824120965,1.7728357751518777,1.7932981367184242,1.8589608673548539,1.7557593656170316,1.771509276176505,1.798096767207338,1.8568667329953932,1.9061449893746858,1.9560188238230927,1.915788720167445,1.8785793396274884,1.8718261808077827,1.9110213829449292
Mega Aerodactyl,Wing Attack,Sky Attack,35,1.4887655753834361,1.4753514087971864,1.498606495100515,1.4796864384137232,1.4947396165368247,1.4766060453370489,1.8450207305224184,1.6766256316700334,1.614396167288435,1.6337405537011584,1.4684702573480644,1.4956918481805586,1.5872547467162097,1.6078937311985815,1.619545416069364,1.6110033110543878,1.6512930492696998,1.6584354428341515,1.5932086874834481,1.6061604631059279,1.6184522987390884,1.6176514193339802,1.5284721570547182,1.493613104095556,1.532559127737519,1.521211585496602,1.5797316061833415,1.5952645299800645,1.6154859571174984,1.5985665988701123,1.6205450807114719,1.579534602047812,1.6205388641135403,1.6052543883772536,1.5329828385620896,1.566644326480785,1.5520916405520793,1.5087056765887443,1.4659806586378523,1.4592083967300205,1.5645372005368532,1.5752306864037753,1.6365035828894574,1.6176925816942538,1.3140820771788204,1.2145134482271176,1.5226775832448796,1.5804352473388685,1.5783991683931868,1.6487679392901708,1.5820350988672969,1.6643075894238348,1.52288782360222,1.5874150612121642,1.5605684514323723,1.5680899431988073,1.5150212960241167,1.562509490959353,1.6155268722988025,1.6676997735536587,1.5316749650031654,1.5556615251533898,1.603278227098861,1.5674800612074562,1.548859281734472,1.6151531271404218,1.6374788281415467,1.6734664086831568,1.6445609050072885,1.615198593311174,1.5102021239726706,1.5297946853923932,1.5428798852026209,1.539355872633764,1.5585591800661025,1.5438150215460136,1.616246195667445,1.574559979875821,1.5078738030522405,1.5800931408067183,1.5189080605218177,1.5881250043445765,1.5034251031879213,1.529879885956883,1.4599725837810615,1.547756754609589,1.4875760055198621,1.5479547202794572,1.585417581931447,1.5883994100020986,1.569156510865259,1.5763435844197113,1.5218390116196734,1.5696525088246438,1.5618078462631941,1.6674913281418533,1.5262665194743854,1.5526246053455992,1.5654717924207902,1.6265885530610495,1.5243566418978447,1.550792809458714,1.559566771812302,1.6134328748904685,1.525718214174537,1.5518908179047202,1.5602657002864293,1.6554426058396419,1.6851326668412352,1.6915881161186306,1.6650703722542524,1.6328843745656167,1.6404479434176733,1.6285971915509234
Mega Aerodactyl,Wing Attack,Fly,35,1.4350264934668833,1.430805877220144,1.4409702131021125,1.430664803136433,1.4414133306777634,1.429993812181406,1.753926607726301,1.6248070776841927,1.5504809895935596,1.5841876143726685,1.4181342412435423,1.445903935792841,1.523964013587086,1.5549024437224552,1.5614458640949236,1.557544585169343,1.5890590919285366,1.597032382301257,1.529986396138452,1.5451539522403275,1.5590744519883608,1.5660884836728095,1.4632213826485447,1.4411487345635903,1.4721271545355397,1.4707510504001766,1.5166295317390874,1.5455200844330985,1.5492902310730854,1.5429908816612272,1.5624872054210626,1.530751297675213,1.557559440265258,1.544055243367239,1.4757914330216613,1.5171390977244479,1.4890750386822738,1.4620720536124197,1.409885653866983,1.401651288134719,1.5023069296612854,1.5232698421281554,1.5757785101622543,1.5597049465786916,1.2414066223117408,1.1754914641889553,1.4688249300016492,1.5297582247801145,1.5242803928208601,1.5922043478673675,1.5304475659665124,1.6123381864325457,1.4663115219497351,1.5346851176118512,1.5041121149019514,1.5169867967642163,1.4541837566478413,1.4982990282842055,1.5645506938043552,1.610810957540941,1.4734257101643227,1.5052167764167488,1.5345247799085957,1.5112982423600503,1.4997425918980154,1.5608022830893298,1.5738613648119135,1.6174966721644348,1.5668226178309324,1.5606999079603676,1.4562544352576163,1.4822020675864498,1.4814762566771102,1.4893193537793412,1.5023622606579554,1.4851678532081944,1.552440271528272,1.5170665650976358,1.4427628476508014,1.5234782978857335,1.4709045961886673,1.5370896821005764,1.4486104628548433,1.4793446148272684,1.4118007869372682,1.4982950478189379,1.4319696992748578,1.4950955969671522,1.5270875038470553,1.5307157474540045,1.5117760378397296,1.5290900925054924,1.4702530903443602,1.518378306410407,1.5106568563829241,1.6153330702917446,1.4635978868086126,1.5006930642924854,1.5091367358914407,1.5708732691293064,1.4663923148551297,1.4983534435762043,1.5088599422872404,1.5572514183690993,1.4733015012279957,1.4971103875036478,1.5054827043231456,1.6028830606093665,1.6239055411833057,1.6374593307499739,1.5971717803781524,1.575272293392341,1.5716512746715245,1.5848256488175656
Toucannon,Bullet Seed,Drill Peck,50,2.16256050077896,2.181915998565053,2.1116923545244446,2.118867755562159,2.1592295669349757,2.182647949437493,2.1592581799931647,2.2133494112328944,2.2782216846652266,2.3989435538975066,2.1374957536671895,2.3160688979555113,2.1717024343081976,2.1794630033092353,2.3895084668308373,2.476026255979214,2.1879364693375747,2.22912032887543,2.376749514058573,2.4597626757009303,2.4145037698027805,2.477477969608794,2.264866371420034,2.2963519699662016,2.160534848707392,2.2113642420645476,2.435099753135421,2.5335248112433137,2.606185485704498,2.525181316247205,2.2487283642319302,2.2975527347643774,2.394962818435269,2.5099075510788023,2.402053708050225,2.468126443582618,2.700137169861746,2.378165291815025,2.301474585450138,2.161202259071099,2.1962576736877724,2.2789497557360874,2.388595189229822,2.473703202053113,2.3817886036633036,1.8467243400454068,2.297483969392994,2.4059405372308142,2.3694820094249156,2.540472212495911,2.40044762361695,2.561392751290249,2.2987917633717623,2.430796948377511,2.4725782359559654,2.366617324372081,2.303868433725897,2.3594597918972955,2.4009844544736336,2.5244382216818133,2.2646209250406457,2.405291623699626,2.203643527579963,2.232214735345272,2.398231860963654,2.533689270977871,2.375042821068892,2.54862435666725,2.3298864754442286,2.33278036581531,2.3361223883552826,2.3961759483887293,2.283553672603477,2.2741410864036853,2.131004818218584,2.2048440180177664,2.32695425694881,2.3071205678423894,2.2169959693088876,2.2712129522845252,2.1841703969951753,2.2870046571285942,2.2372558273959307,2.322787175194569,2.2050193559282127,2.3609861547678417,2.323609263457213,2.501827526382603,2.2826099917179654,2.3131972576650655,2.1273234166055435,2.1488796319223487,2.190491685074086,2.2632180219584566,2.4861340254732833,2.666179846037545,2.204364476483518,2.3669349437882463,2.4013936887285414,2.5445309697617464,2.3923543848999826,2.4180320538716447,2.3942210858256883,2.4829207169559857,2.353900528054052,2.3976890140280527,2.381079296481267,2.5378578535220715,2.4790951851854235,2.5417930627604455,2.3819668562565193,2.3313300586696437,2.401703746512402,2.374698239074107
Toucannon,Peck,Drill Peck,50,1.859270235851079,1.838468025190543,1.8659370538712932,1.8426417152771266,1.8685084293069387,1.8418116094371468,2.0410016690753516,2.0686682058351313,2.029036371490281,2.08720612605537,1.9149331710447806,2.036833254992015,2.0600364141835703,2.04285056290448,2.0476921038108773,2.0695715096755434,2.0655504794046196,2.104882278665077,1.9974907808541575,2.0156361960155302,2.0522763918525704,2.05066076947947,1.9683404853017428,1.974985048111997,1.9687427516028722,1.98730771110731,2.0174015172699966,2.0613647010713505,2.1320746053741453,2.071396980763318,2.07775625206553,2.079300710197551,2.019253615159245,2.040885466734763,2.039812423449032,2.0440830755799335,2.245115055618009,1.9790473569088924,2.030042654150656,1.8919552311937489,1.9621014912554018,2.017316344013257,1.9911825258770957,2.0105569600502835,1.903953752999971,1.5786002972441266,1.9546467027572074,2.0134943357528647,1.9767379687606546,2.060302139350533,1.9994260578695087,2.0929321845095834,1.9269513544185808,2.015060714412335,2.1137394690495928,2.0153160487148725,1.9472979379444488,1.9670406344401428,2.0556457505212182,2.1026856524383932,1.8713595354660404,1.959511537898945,1.9847380786195294,1.9802649882612493,1.9718552858384266,2.0162401615113774,2.0214780703777193,2.1310007867510627,2.0833926232889866,2.0404202431516554,1.9590852642175793,1.9439018989778964,1.9988235088892883,1.9604677649373996,1.9067383806671594,1.9326328627260936,2.071373330534358,2.017698087635092,1.9489094269959768,1.9902621628451302,1.9296573538683983,2.0242878177044004,1.8752296398051886,1.935085762423162,1.886199537221323,1.9633877220982017,1.861633757761052,1.9835917188026901,2.0694097230415665,2.0663625144419573,1.9804400981160115,1.9865720575622623,1.9531082442692644,1.991286858643425,2.0205562643618005,2.0880359953233585,1.884989744494335,1.9608932920951905,1.9929935395229883,2.07854474363958,2.0057190835858902,2.0032659361303224,1.9747135648665493,2.0384463651333533,1.956702383817372,1.963354247964458,1.9560820239923271,2.060302827004151,2.094965151672096,2.1283303427186517,2.102734280927761,2.0559590131700847,2.088556392876689,2.0507797292590793
Toucannon,Rock Smash,Drill Peck,50,2.415116939041552,2.46755807469532,2.2331750528175527,2.245771474503542,2.2244019080384048,2.245831620405559,2.3837669281367355,2.5006593789230624,2.445459100726487,2.569233693304535,2.579219383819403,2.8790337554876473,2.2208562556400384,2.2517496377265642,2.4468309787560982,2.5281542728406294,2.4340950298174806,2.5478956885213173,2.600490563492183,2.723236994508487,2.655374898157129,2.7241696217264795,2.5191324344470165,2.6035161478228193,2.336978212832485,2.4023266044443163,2.779610609463844,2.9638306406752246,2.960974939509906,2.943841162592815,2.6148194905552464,2.7032262872002546,2.754776203103232,2.8847119432630426,2.7537910547652364,2.8836129283933167,2.7564809961921237,2.402505881277726,2.1525649740825745,2.0147174871702296,2.492099320428947,2.6491088718028544,2.5934978221652316,2.7085203967777676,2.671789845434616,2.1684822821101366,2.59462078663762,2.7309394701107084,2.5953710941826937,2.8121524961583066,2.840246474835904,3.085624190892127,2.3635495388282495,2.498137795614576,2.5014921376448993,2.4221412022369315,2.534812150929707,2.630017491301257,2.495975114882323,2.6166626648611695,2.4669684060921018,2.6753792950365787,2.5366333621311,2.600908715961284,2.608057256913166,2.7523898755786504,2.4914108802736905,2.655112037395091,2.5018580897783034,2.513435340435155,2.6846421812940773,2.76667347427138,2.3468436661845518,2.3501378210694956,2.2985208034083144,2.380447951385499,2.471274329370571,2.4832833068324485,2.336526048210922,2.452555463229809,2.542746900032002,2.7698059268005153,2.338399711827043,2.433126552234398,2.251887308719741,2.3919701286055535,2.6779380567029727,2.897798500294835,2.4706028350299953,2.51798227571435,2.3969001629909124,2.454726802252156,2.351068855825354,2.4420818104986193,2.914075224137501,3.1865416942035805,2.2717887242390913,2.423189960068191,2.787885283430931,2.979071241723798,2.6291353878382564,2.68112442685792,2.6265838084930513,2.7606149217496263,2.5641825100678526,2.6304455904148383,2.6030993888746856,2.770397711821766,2.588588998183756,2.678066656072449,2.5731176739119337,2.539601045189464,2.604881909653517,2.571591569294596
