Attacker,Fast Move,Charged Move,Level,Arceus (Dark),Arceus (Dark),Arceus (Dragon),Arceus (Dragon),Arceus (Fighting),Arceus (Fighting),Darkrai,Darkrai,Shadow Darkrai,Shadow Darkrai,Giratina (Origin),Giratina (Origin),Giratina (Altered),Giratina (Altered),Keldeo,Keldeo,Koraidon,Koraidon,Kubfu,Kubfu,Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Shadow Latias,Shadow Latias,Latias,Latias,Shadow Latios,Shadow Latios,Latios,Latios,Marshadow,Marshadow,Meloetta (Pirouette),Meloetta (Pirouette),Miraidon,Miraidon,Moltres (Galarian),Moltres (Galarian),Necrozma (Ultra),Necrozma (Ultra),Palkia,Palkia,Palkia (Origin),Palkia (Origin),Shadow Palkia,Shadow Palkia,Shadow Terrakion,Shadow Terrakion,Terrakion,Terrakion,Ting-Lu,Ting-Lu,Urshifu (Rapid Strike),Urshifu (Rapid Strike),Urshifu (Single Strike),Urshifu (Single Strike),Zapdos (Galarian),Zapdos (Galarian),Shadow Zekrom,Shadow Zekrom,Zekrom,Zekrom,Regidrago,Regidrago,Yveltal,Yveltal,Zamazenta (Hero),Zamazenta (Hero),Guzzlord,Guzzlord,Mega Absol,Mega Absol,Mega Gallade,Mega Gallade,Mega Sableye,Mega Sableye,Mega Sharpedo,Mega Sharpedo,Mega Altaria,Mega Altaria,Mega Ampharos,Mega Ampharos,Mega Gyarados,Mega Gyarados,Mega Lopunny,Mega Lopunny,Mega Medicham,Mega Medicham,Mega Latias,Mega Latias,Mega Latios,Mega Latios,Mega Mewtwo X,Mega Mewtwo X,Mightyena,Mightyena,Absol,Absol,Bombirdier,Bombirdier,Crawdaunt,Crawdaunt,Drampa,Drampa,Druddigon,Druddigon,Gallade,Gallade,Hariyama,Hariyama,Machamp,Machamp,Machoke,Machoke,Medicham,Medicham,Passimian,Passimian,Poliwrath,Poliwrath,Primeape,Primeape,Sableye,Sableye,Shadow Sableye,Shadow Sableye,Samurott (Hisuian),Samurott (Hisuian),Sharpedo,Sharpedo,Shelgon,Shelgon,Umbreon,Umbreon,Zweilous,Zweilous,Shadow Sawk,Shadow Sawk,Shadow Throh,Shadow Throh
Sylveon,Charm,Draining Kiss,50,1.6246244154067337,1.6663195637440826,1.6371105460428572,1.666561559674323,1.6539104304984664,1.696323734300623,1.5825441126780382,1.5724165589913939,1.494766229483068,1.6359913342417096,1.533578843894108,1.5811831798591165,1.6329248435648163,1.7247394126726,1.6732306562154289,1.7015264296153798,1.6728769710619757,1.7056085569524124,1.7154554269702613,1.781090596572904,1.6145643956145819,1.6306674740235338,1.6601601165168065,1.6739374608382152,1.609035930043157,1.652373667164995,1.7112154596351816,1.8131017373112703,1.6302962364948925,1.6875107136566483,1.6873747739232512,1.7931543610279237,1.6938121918501692,1.7155717899465122,1.7011338092640715,1.7132236448724447,1.6894153514223675,1.6973751391195018,1.5786017186851993,1.6257698561226637,1.6808440260013149,1.7265754316042052,1.6427024580352536,1.6991432121912402,1.6186346054791099,1.611168288824436,1.6277425089531283,1.6230627297600213,1.6631075097924009,1.7410318214024634,1.6628542851022357,1.7097332368343174,1.6533019523647303,1.6802798561858314,1.6013660049316214,1.6371407237702713,1.7005144714180924,1.7273415232753844,1.6392013702023072,1.6524407688967149,1.708857430872384,1.7020308794208316,1.6476151484482628,1.756113819624602,1.6238520308542546,1.6448328995576045,1.642767837662084,1.7193574379402283,1.689006815347641,1.7069572727784588,1.6413050585821043,1.6716412311190938,1.6058782210617786,1.6877043525671376,1.498328170288162,1.5205654596526288,1.6237542580766615,1.6522916648546937,1.5819360099780664,1.6739052950479643,1.5745186276106793,1.5872497066185198,1.6344151258602029,1.6908855565633656,1.6039697225997298,1.6259425373684155,1.6298293080648145,1.6584396186657697,1.6670777380070714,1.6704764442225226,1.7034975913243822,1.7597391022911633,1.6228760343146635,1.6544158712913823,1.6122449103159646,1.6340297223544495,1.6681402042597164,1.6411013406972699,1.6748709083769633,1.7569259571449802,1.5684825996416079,1.618605372385906,1.736791227595196,1.819843441731744,1.6234585675044626,1.7036536439567578,1.6595532447883408,1.76594980913111,1.621210347457315,1.7109345270850636,1.6777827919488963,1.7317614637095715,1.667871013961786,1.7351724929136711,1.6790590446202276,1.7420415062346721,1.7525741374293962,1.8585727468621993,1.6830873290851422,1.7822853199997355,1.721293146557617,1.7917992842794648,1.6874080568185887,1.7729917891089455,1.6988402479252422,1.7828888619007135,1.665598158845158,1.765287845624354,1.5649670650513954,1.6550490215184446,1.6401460133136243,1.7373041657998702,1.5875170109711083,1.647961351061659,1.6587980451254645,1.7497510538596637,1.6667076110312367,1.7537147923393723,1.6525830267811104,1.736106174061757,1.6967621917547395,1.7363553794116946,1.6831413887006936,1.7678216358366614
Sylveon,Quick Attack,Moonblast,50,1.8604421746105415,1.9127034003380199,1.887456580520615,1.912453352326502,1.8989660762531673,1.9476390461247859,1.8272306536371081,1.7778257576951981,1.7495434998200703,1.9383594130302422,2.099741547903988,2.2584425447463907,2.1790498682834287,2.3790393411179798,1.914746231901776,1.9505202686901206,2.1539707139302777,2.1945572589777815,1.9854680321758782,2.083801677472804,1.9385437072434097,1.8920377600995586,1.9618394219936632,1.935308533322159,1.8536623812337867,1.8762035549264746,1.9090320407184218,2.0019762199518016,1.911315659563275,1.9815494473737674,2.0168477404717877,2.0698986988075125,1.9435208135444515,1.9164938455879783,2.2936097856387074,2.3544415876741493,1.7424859624678173,1.7291000337398994,1.8710425129767039,1.922462915893465,1.9611352751344604,2.0410688203694884,1.8704971404071014,1.9838275461485035,1.8580622731834142,1.8109606963999736,1.964480094049536,1.9087912902107318,1.982569541929388,2.045868587736106,2.0741304633070157,2.0852845917526546,2.143270023386746,2.1710155949760934,1.8339299731637642,1.886402435127944,1.9975536895087243,2.03989837898654,2.1168926861445736,2.143936547472139,2.0316091808708507,1.966430822998249,1.916729738516137,2.0292959993254733,1.8575443467329071,1.8515891492837402,1.9337531861405928,2.0300637329892783,1.9682724658467998,1.9920076740106571,1.8833258863109041,1.9434763799976715,1.9908100753497593,2.1612823434024686,1.7353099611369687,1.7446853487901821,1.9212216193812992,1.9595006961929735,2.1248532145261936,2.372226929625507,1.8799944289050734,1.8954871179164106,1.930605923902041,2.053364853512465,1.8519927736952433,1.8629239032536367,1.8479458451883533,1.8810069862252254,1.902944515112722,1.889066085368504,1.959319690327475,2.063448874981691,1.9486144438733983,1.9915031706847144,1.9200882837197484,1.9124047686463221,1.9940418736685575,1.9348036291723156,1.9190781112549133,2.079060029383359,1.8108037394199554,1.8829175206959927,2.007752756321532,2.0955479876300065,1.8891964372549006,1.9699306274012194,1.8954336534644216,2.0366981428679845,1.8947047472228917,2.007533308185184,1.9296106763873435,1.994613173736648,1.9471594030794661,2.0159591039522056,1.9438973140140376,2.0342719292224114,1.9530718443695743,2.1379657266750356,1.8693531756550044,2.023883715388032,2.0035574133383744,2.100329484981182,1.9146216721160947,2.0169342712126634,1.9519220698476532,2.0675449897267377,2.232204697152723,2.479854674181378,2.110010996032688,2.351643558462634,1.8338334679040216,1.9740407561646824,1.8492025359793511,1.9262450964412607,1.9611126153918996,2.0838687709828676,1.9048552421139082,2.0661831539742472,2.043747153947051,2.2081350401414044,2.0120565605960596,2.0251680399779555,1.9117309140748175,2.0664381726504795
Sylveon,Quick Attack,Draining Kiss,50,2.0288144361848315,2.0988494692836666,2.037165033232674,2.09614152918642,2.0735666212287014,2.1401377911547894,1.9249773104402836,1.9413434088284638,1.8327937753212231,2.095707014046079,2.2545639563099282,2.3871471452556543,2.373950129270581,2.5556419021449646,2.073311304571557,2.1342551789386066,2.3018378465011025,2.396153778106975,2.1725606206245933,2.2852632620883546,1.9932148887190262,2.0574826519900946,2.06254567165381,2.111895018462316,1.9932284306604402,2.058060127134109,2.0396731310952285,2.1880983002258687,2.049616754131583,2.140997578472238,2.0851602801495703,2.246441081087859,2.0551849164900085,2.0978814003235575,2.42769598462418,2.530975703212379,1.8958790347002792,1.9169755529650843,1.9980318530995156,2.0845968018576193,2.1361353627840693,2.230385712038545,2.0263407488614056,2.115409930350304,1.9619004935304485,1.9817963903714986,2.039727646726879,2.077058122640004,2.061819462847342,2.2086968826299445,2.141721702924565,2.2232386827820454,2.229356194592081,2.3231107551439876,1.9689843430841059,2.042474006048534,2.1727241591220845,2.233807538128575,2.2745016223865564,2.3372808845217112,2.1168664571944227,2.133297274812944,2.016811677690447,2.2291783532319713,1.952415952420414,2.006361021229407,2.1272923807222464,2.2289050764911216,2.114092814443744,2.1701831294439664,2.0271338729185655,2.112055011328446,2.204867863550306,2.349757918597402,1.8414253516563375,1.9012752126817758,2.0072459273016547,2.1137972717401,2.332339839322287,2.5226729184664656,1.9842797441053335,2.039967721999143,2.1008226224767785,2.210444220919686,1.9511047051597774,2.004492594344925,2.0032337731002445,2.0677025368329267,2.0048718383067214,2.044644248383568,2.128554308323538,2.2457296453485727,2.076182182065524,2.1587830594753195,2.0066906067020502,2.0671676904087644,2.039052139748123,2.0641887351508976,2.1300208456402823,2.2686128309060636,1.987460297873781,2.0631716492475625,2.1516129316500674,2.289435660087455,2.0277379356080765,2.1462719215957153,2.097065473630701,2.2355623081996963,2.0850216351392605,2.2066032770327038,2.091039189398387,2.199812041604963,2.107600727832283,2.224915334780178,2.1123271502196204,2.2269736144158347,2.1993492213379775,2.3663334482871394,2.0907378406952413,2.2345391512152846,2.2065497899676045,2.3148214070530644,2.1021357443697455,2.225291046659198,2.1880034302555575,2.3134036103744715,2.456915544449604,2.669884433307486,2.2758906963642227,2.4607751081000955,2.0204111989891556,2.1564472533216823,1.9823346818491197,2.1109456966096203,2.1752660357565077,2.2982310027831656,2.1404380157373715,2.2659078126775563,2.3489992993721307,2.5188439098365136,2.112764489793785,2.1934076105484177,2.119551516249789,2.2478686133817667
Sylveon,Fairy Wind,Dazzling Gleam,50,1.4052268222731732,1.4407970592320878,1.4178672863080526,1.4450415260710245,1.4321217009341738,1.4670047909398518,1.3386381146170316,1.3235814670324857,1.3068993834993392,1.4372442301394388,1.3439859033639043,1.3797265859748178,1.3971424907819097,1.4620995702395245,1.4373010414745324,1.456306119988737,1.4332945839756663,1.4441482200842595,1.4915730893168184,1.5416438557949466,1.374477459868923,1.3816372381453363,1.4106570820973243,1.4206521925840228,1.4044089032915426,1.4388758067362928,1.4333856134853733,1.497953007335157,1.4258249381531036,1.478439091829473,1.4288150152022543,1.5047308060316353,1.4586357914700283,1.4603137089309821,1.448699515831382,1.4657459122985126,1.4321358119116958,1.4313595506933405,1.352523221140387,1.3869772174204165,1.4452119122129563,1.4836690547094835,1.4192189662278392,1.4704366160774627,1.4020168346829018,1.4067586050913001,1.3964432818578367,1.3882463598222963,1.4331465884367247,1.4877905015562265,1.4376206969318996,1.4382001379803975,1.429246830524619,1.4429090506214837,1.3634640301695684,1.3869315761769416,1.4695178945376173,1.4920099915379346,1.42258322208275,1.4181555464254263,1.4691960567457965,1.4555396184116227,1.3873653810949689,1.4809946951741053,1.4119058299091607,1.4295330753425632,1.4173160107702385,1.4610349435671341,1.4295245214352916,1.4407890708865823,1.421474758214601,1.450306142199116,1.3657023360767337,1.4290859224816026,1.286554614708816,1.3119307409918597,1.3840954605601703,1.4176178836093007,1.3703418615760006,1.4558035909184046,1.3686522861213453,1.3770117194261344,1.4199595742544113,1.4667956539135343,1.3625156139683918,1.3819357229439857,1.3877345503047427,1.409293716006207,1.4307076440979956,1.438405627819826,1.4308006805942444,1.4805079566550463,1.3881396406609485,1.4170916370089564,1.409106706674,1.4268529519132578,1.4250076469026487,1.4092841373670948,1.4273874954955954,1.4976711542724337,1.3556050349601478,1.3973067746137895,1.4852179823448217,1.5599623143339085,1.3988830621045192,1.4472020267305434,1.4090964001901893,1.4698623675520652,1.4116648071985356,1.4853299109376608,1.4145460081842958,1.4632474887765325,1.4325491417627974,1.4963711451459825,1.4407578244307135,1.4803479684161074,1.4952661903199596,1.5729502540937803,1.440460488157296,1.5107078920906591,1.4632653174033738,1.5224852770957267,1.459332841569892,1.540063926692598,1.4652348228174075,1.5145600996373347,1.418574533139987,1.485824884686721,1.3689722902338457,1.451061630932513,1.4061206884091182,1.4678885794952325,1.3799734426796513,1.4104700259866556,1.4574581933242483,1.5095606415042413,1.4217252392269035,1.4949083913958578,1.4174677350426785,1.5083157273381504,1.463117546403082,1.488965202813227,1.4310017846882699,1.4872050847505274
Weezing (Galarian),Fairy Wind,Play Rough,40,1.8224865172449969,1.816724934970787,1.821558621534257,1.8210883472398134,1.8568754415148976,1.8526495882228156,1.7308964306120225,1.6922623365959946,1.6818142882359937,1.679967017312905,1.7018051892802786,1.695553137048793,1.7661462164012673,1.8089865114930495,1.7814129234171812,1.8264461859387093,1.856500904754634,1.8451672008269835,1.8213060344079424,1.8996128367623528,1.8019912717165687,1.7667413781107755,1.7937688847741167,1.7973665993834333,1.771768191162202,1.8165659425114828,1.902607555255314,1.9458950420355545,1.8696068122872953,1.8744070882732362,2.2130480368028764,1.988636725525358,1.8624640970978346,1.8910219152135632,1.8144205832681228,1.9325528707844108,1.7424194744151715,1.7821304761427754,1.7556963617913353,1.7540796728949348,1.8678127028358036,1.8689830004167445,1.8400475889411771,1.8964457788173152,1.70647390041786,1.7315461615640482,1.7589587577474581,1.795111868493607,1.8534321007231955,1.8752085745160536,1.896401878602152,1.8488434643998126,2.0194153743594767,1.8510733972010813,1.9279886796984735,1.8122338723372937,1.7908163037419909,1.8378276653257628,1.7275607055012605,1.763726352467458,1.7550875276289357,1.758633736421971,1.9160845806941007,1.8887381452037997,1.746691192994639,1.7434925539249913,1.7742210415114006,1.7965624333317922,1.8514497885101302,1.8626959983463032,1.7541005989709282,1.7668427502505981,1.7281661034606215,1.7824780239434894,1.6470647677535966,1.6465669856256064,1.9556080390791004,1.9049191095716669,1.7132296213962475,1.7333366421474514,1.712436932709707,1.7644807275270324,1.7623771964362858,1.7798664324438929,1.7644641694377534,1.7742237318762366,1.7050405480007387,1.7282851831053636,1.775624132403467,1.78502590180722,1.8312452557164567,1.8629678902699174,1.8605740565478894,1.8611641269245982,2.1876441598261844,1.9243003762356792,2.1599085687893482,1.9783500084637846,1.725484774429246,1.8203482679410694,1.681119773040228,1.7033300318752682,1.8918358147555658,1.9128820463876477,1.765126906138315,1.7934444846907793,1.8031812456838747,1.8648275176099636,1.7614181629823804,1.8242597191245256,1.8226858626662346,1.8793502802580888,1.791283992226579,1.828783591515659,1.7929375748298806,1.8317101285446968,1.8334137915726954,1.9502544707809826,1.7945582975260357,1.862237921535888,1.7682212638499957,1.8516167832817232,1.8278509246224108,1.9062587556143111,1.7855337030713334,1.8813327429356674,1.737723339645751,1.847811504878564,1.7658918656523386,1.760098810751309,1.7400714551144087,1.813423110553434,1.7046067727307896,1.7696879944729713,1.7580667057286463,1.850346379146821,1.7503420663800286,1.8311018370024608,1.7684021852400884,1.8312989312980326,1.8098418915018506,1.842698787118545,1.8214147238836615,1.8417123362765297
Grimmsnarl,Geomancy,Play Rough,35,1.3591886806156885,1.391751321832834,1.3629070720547967,1.3910815900547988,1.388380220552663,1.4177155817914882,1.2778917214291852,1.2978443971822824,1.3889148023160012,1.32377249251757,1.2977253530870725,1.316841566696749,1.3576079514248929,1.4199975408390988,1.4503310810436638,1.4982535951510028,1.5357436434872755,1.499950565949261,1.5268959997823293,1.5663125293492064,1.512664777322968,1.4498789567647603,1.537168287988723,1.4833823287584456,1.3946509626581811,1.4271368984186168,1.401615200999713,1.5092289648811115,1.391893556616486,1.4164172159102977,1.4913842174002476,1.4707070188596194,1.5345530691241087,1.4242505529473126,1.4140950084135724,1.4925861270316032,1.5078467492051584,1.4816545642859809,1.3552213916589928,1.3830351884556886,1.4344359186695772,1.4660831306290039,1.4244753433432062,1.456505379190635,1.3792010955865002,1.403142939662111,1.4028388114606307,1.4308343516287767,1.6910309733031197,1.4800371859383012,1.5206636978427237,1.4653546929457282,1.481690751276797,1.4620173368905331,1.3526105344346973,1.3810006014718283,1.5156514858282588,1.5486057781095082,1.4488691221185672,1.4704459120944169,1.485917110664546,1.5203538225277382,1.5304913605948964,1.4786979367229254,1.4128866920374237,1.4086063102145907,1.3894938319458592,1.4256208885010482,1.4442048242022085,1.4404067346421519,1.5593866049826666,1.4655635447524318,1.3698539888901695,1.4101035445015433,1.2707799964994384,1.2813493135670553,1.4226430088762358,1.4433513265547213,1.3036767191944894,1.3759467165145092,1.3876868604545383,1.4080846892303167,1.4469782711617463,1.4850031801799075,1.4498086620595356,1.4175526384106325,1.3390460159060664,1.3817293108732516,1.6463114074253682,1.466166720216955,1.4170561579911107,1.4789329690295316,1.370810350736543,1.3858175618384088,1.467325616700214,1.3762636965595834,1.4909654576499052,1.426313942059717,1.4182820936944531,1.4598449087416627,1.347433653250808,1.3512959223898915,1.48286623920999,1.5068813141675264,1.387573046459501,1.4272834796113176,1.3783063907306365,1.4266855410297992,1.34651450180303,1.4076920930128807,1.4002967172270369,1.4272482715714023,1.479603077967416,1.4960531141457167,1.5298263099853708,1.5320758020559664,1.5042769790441317,1.550059005326926,1.362609856127691,1.4408683352296325,1.516586699950509,1.5100915600474494,1.4419534636070543,1.4753471680162857,1.4244537056498323,1.4800568038422137,1.330617530080766,1.43289874161351,1.2999076380498162,1.339111624495523,1.3582214091261797,1.4066717055201792,1.3601433137900443,1.4062349461012569,1.3735242635559126,1.4397426422174184,1.3304903794730216,1.4002871440078604,1.3540402653558679,1.4054314913594956,1.522893856294968,1.5336879261876024,1.4795959939770826,1.4572269495064913
Grimmsnarl,Fairy Wind,Play Rough,35,1.4045497869905859,1.4385744586851368,1.4058308598168792,1.443644024188359,1.4334226602423406,1.466511641990841,1.3302023282394702,1.340997426288223,1.4166016133680452,1.396431044832849,1.3604165591073645,1.3726111509223942,1.3973697326777328,1.4531312531503884,1.4786913901676522,1.5420832557697706,1.5847362072679803,1.5498064043633986,1.5851982892198049,1.628840541568797,1.4919879932492828,1.4592679145325127,1.5566826867793535,1.4873907121566823,1.4372379347291433,1.4876517695640168,1.4262563432452628,1.5231712153888104,1.4477396034890422,1.4777081924959028,1.5076364597104008,1.4901360033307582,1.5998254037198991,1.4614265246563818,1.451517034695762,1.5470266102466683,1.5188946223342175,1.4879959283256448,1.381294118195273,1.4012372988525728,1.4700784101716553,1.495195749625035,1.4822318528231018,1.519076946874588,1.438366698488046,1.4483868860306366,1.442599362989887,1.4441705113428676,1.6431511458623036,1.5011179036288556,1.5434540879965037,1.5069910600067873,1.5103063358452586,1.5063149775370361,1.378530563794678,1.398936695276569,1.5520454537198158,1.5989968441600104,1.4952172615051518,1.5213752035528965,1.5423364113623719,1.5516862164171854,1.5230013108570255,1.5150079406869028,1.4588395074263967,1.4433755126748191,1.4290789844943501,1.4601783918869813,1.4718424564438333,1.4712011290493294,1.5329697488033474,1.4676755967974562,1.4021173914567484,1.4413060318839368,1.3060094673765215,1.3309077500055226,1.4344110457586858,1.4700193522310918,1.35981569002477,1.4277485649678483,1.425491516290488,1.459275537606635,1.499386918700574,1.524663211774477,1.4861439471708606,1.4355492424960754,1.4024513044784264,1.431340288037129,1.6918648526496531,1.5148699287058376,1.4564510220364753,1.5173683780180809,1.401089775295493,1.4226716453509496,1.5460936319997602,1.4327664771543829,1.4955172010993212,1.4276473854752292,1.475663895610167,1.5177880740103038,1.3771300683478258,1.3959467413298507,1.5209840672149735,1.545922105808399,1.4301395952205735,1.474742063963083,1.4224801787351253,1.4701656858640348,1.4069872782013422,1.4781001664081985,1.4691914722093218,1.4839886319491302,1.512823479651295,1.5306798046699754,1.5242785352020263,1.5540917402075938,1.5447294873666584,1.600460775006058,1.4070477942524402,1.475543901279446,1.5540019656334745,1.5455154333919632,1.5039856262901545,1.540740528551971,1.4743443763849455,1.5251418874067533,1.3919167951003222,1.47394850437974,1.35825535126478,1.4267074854518116,1.3977729145705748,1.4473647473099127,1.4012912236614716,1.4459437927468564,1.4195622099019158,1.5121473139710202,1.3952690400931609,1.4675746736164907,1.4225013670304238,1.5028310876329267,1.5511968265489546,1.561257350932189,1.5040918298125763,1.4970747157916906
Shadow Mawile,Fairy Wind,Play Rough,40,1.756188099048734,1.740101599935851,1.7588417604776652,1.752778556626607,1.782502585203186,1.775628080102442,1.9676711092790247,1.7159294438674983,2.0242456620634015,1.7112897326531955,1.7780381802824698,1.696192297446043,1.688908808029471,1.7052650032804493,2.08844871241646,1.9388087386908064,2.0118110212807268,1.8932320398659974,2.0159240291247333,2.054959634725817,1.8240811575060514,1.7948167080927282,1.9550376483771443,1.7948962956001273,1.6978339033608338,1.7188168754244835,1.956496028916512,1.8747752875226094,1.8401126599325008,1.8014445924541098,1.8139351257400258,1.7829085757975613,1.9421111433448184,1.7903171918227274,1.7548127077968687,1.7907859790122154,1.9568361087987491,1.8796662487543396,1.766648373883928,1.6732286498671771,1.7903703698509652,1.7884720896765356,1.7501560863286647,1.7759546077909243,1.9843303236326577,1.807024916144892,1.950671627308121,1.7824378339865423,1.9852330315272422,1.8613357859279411,2.0289578138184083,1.9120480000664044,2.1051145642113642,1.9222498488427855,2.2435214969611876,1.8141669366535043,2.169867579307966,2.098154955310778,2.116053321986932,2.028406581888173,2.047439513302506,1.9698876745170162,2.0632973613944827,1.7598535959725312,2.0654777249427765,1.825120618802129,1.6731523050080022,1.6850795714895945,1.9617520617110153,1.8451673520631868,1.8618072267976251,1.7875844562356966,1.709353077612227,1.7309150142818157,1.7966631377833513,1.6978794413375542,1.923070370945676,1.8929043089209237,1.6860699669192944,1.7215157311008027,1.8678377415919,1.783212272939641,1.773624353004752,1.7526290284271422,1.9098753553617756,1.8145082746870567,1.82295855438471,1.7468856533218862,2.0199986566504866,1.9057230602715882,1.8592667034595836,1.8816693212077187,1.9425336581758208,1.8061198122710886,1.8836410577753389,1.7708231960921512,2.308821921084652,1.9465428740446526,1.7510074883860958,1.77141607447166,1.6894683851720491,1.6863013441338697,1.8123178844332732,1.8105630095456418,1.7689780464326985,1.8394913416349696,1.6883318301644608,1.7276856860980714,1.634547316509156,1.695808682860307,1.8182952012921958,1.8353913828305046,1.9614391960950084,1.9593336891430837,1.9309005617311412,1.9676795538244702,1.9381812579930047,1.973757638859501,1.7452557584685835,1.7694657665406275,1.9644992001485833,1.9935589942471872,1.8755632194732832,1.8935784186009912,1.879763376369446,1.858776936841278,1.7227923962898661,1.7262807781653418,1.711191386480431,1.686346494320685,1.7329948482571402,1.7681466149022353,1.8015540229259763,1.7916497426931943,1.7079401241993404,1.7859913050104388,1.6441632860933766,1.7183084885206072,1.67299086170885,1.7011717413073644,1.9030129570110967,1.9472889495193573,1.9097632806605571,1.8550576006895692
Togekiss,Charm,Aura Sphere,35,1.3908690124745855,1.397004870086665,1.7099962292973925,1.699619341663256,1.7322500071762579,1.7309514982976515,1.3065280327659334,1.3195979092299726,1.271856145453049,1.3209453472528319,2.003690402681376,2.0415853346247332,2.0627889443501486,2.115059331254994,1.6849708332605617,1.7160336024522722,1.9956964871197167,2.00432046169768,1.7565201563664732,1.8320885282308286,1.4904919992133354,1.3909179273228869,1.5625583631629385,1.434340751046311,1.4017334882551649,1.3972444664027774,2.0925645114891354,2.19396998778689,2.0444681488753638,2.022007475906474,2.045994190860647,2.1148262020480204,2.023699205987135,2.0070645730849446,2.1329657197770784,2.1931586305057285,1.3962400683471363,1.4258102629913505,1.680535696555353,1.6787090917041931,1.7967160145652614,1.7483972392476719,1.9922569346036176,2.050258344415618,1.671982037960221,1.6464828334019788,1.6947408500586356,1.670471163193718,1.6736827222312751,1.7399831243962656,1.406115864585106,1.441919095982574,1.4013889467382092,1.3985971414473763,1.3050138482734477,1.358299776642355,1.707258515351511,1.7360204852374213,1.6475829385446774,1.6648413522168468,2.0467145950178773,2.010140732596232,1.7164499965905835,1.7944370770236728,1.7194498079675309,1.6995339625096975,1.6788659127809977,1.7449661716850593,1.7548904848205855,1.739998102297143,1.7189021743924129,1.7104082502335638,1.6655277031708984,1.704864266501233,1.269960706479041,1.291568574472749,1.977866447250812,1.9441416822244766,1.9096946288546228,1.951864083900904,1.3444597795660505,1.3654162206346807,1.9673096634429157,2.0087908461829076,1.7727606851835815,1.7327547103365257,1.3571801769912464,1.3828868754669705,1.3969487596818801,1.4224974784243454,2.045794707024137,2.0838932103619587,2.024031835815725,1.977358281619326,1.9926281431685964,1.9257275805324454,2.1100733870691295,2.0435457492685933,1.3894631513371938,1.453758764702044,1.32731456052206,1.3547434526845004,1.8054129346563514,1.8433664018775793,1.3632979208130818,1.4085047865485008,1.3884294544004647,1.4527544644631778,1.6995150221954796,1.7705473123622029,2.0348181608409788,2.0268519086466705,1.704343548367442,1.7411012189680066,1.7619031996655112,1.7652620505638263,1.7688057389690295,1.860176507972293,1.9765844240810158,2.0711116325182553,1.733771086615009,1.8025406199594711,1.7187020504498067,1.78799905275101,1.7218556049907066,1.8097136040748634,1.977546561859606,2.0793310629423063,1.930016570820474,1.9461662113529608,1.3693344230723137,1.439664779017731,1.36252228100583,1.372665131973442,1.6836913644911806,1.7726430755982474,1.381716780698552,1.4570195661042336,1.6690781748472214,1.751671886797988,1.7705789919279729,1.792667021241178,1.7219878222543037,1.7772433107708194
Togekiss,Charm,Dazzling Gleam,35,1.473103773213957,1.4754241171884028,1.4758016932710685,1.482383943467392,1.502663791962731,1.5074620393454974,1.3759233664822863,1.396927101136613,1.3513946837669852,1.398780015118028,1.3901038558202834,1.4438268360631026,1.463563683518222,1.5030104964964954,1.447709503620177,1.4842524313780783,1.4647136028978316,1.4826649279757032,1.5047477105859803,1.562486870554812,1.59305963208498,1.5034594305009237,1.686860754122908,1.536302256605028,1.5087604097074256,1.5014591001705513,1.5075460168450516,1.6169107674303456,1.5036555479202687,1.5100163544840313,1.504573010444773,1.5651548554501895,1.477801215617129,1.4942611939562718,1.4677256825447786,1.555597540796094,1.498484990791581,1.5193092190614381,1.4358455620765163,1.4631991119815815,1.5473793818669086,1.5234913807711716,1.4726858268215175,1.5348065245850244,1.4446578079617989,1.4367753049402052,1.4511091268744267,1.4438767856171544,1.4409036225340652,1.5225122321525646,1.5052566317267442,1.538945940863811,1.4841212270891773,1.5060165974450732,1.3755937700547591,1.4234978806758465,1.4724954290613728,1.509235347670943,1.4150538228432172,1.4275671811449742,1.5067085740268262,1.4998351113512143,1.4955816790117729,1.5875553747260087,1.4848682584984294,1.4978417980459122,1.4325510381024469,1.5006006136116405,1.5280918452398158,1.5142208898168783,1.475951977458184,1.4908651142631195,1.4344366324702098,1.4695352138093623,1.3303110685152804,1.371587561337713,1.4495213552010262,1.459996487947067,1.4149381963447112,1.4718350343187228,1.4389310582369954,1.4555534236068974,1.4520440028502064,1.5163996059446252,1.581295888160934,1.5134849247684927,1.4310800666481518,1.4568155278634292,1.4899456837948521,1.5115971714905452,1.503268335653925,1.548026402409972,1.4660982015188835,1.485709411419988,1.4820576885901156,1.455267299509405,1.5387047823633229,1.5459226394338705,1.4615641582307537,1.528983023233025,1.4005260347450252,1.4335402732384246,1.5503604689595165,1.5951284037307634,1.4343899783052685,1.4766634222845403,1.4627652077754532,1.5285707918542186,1.4624721060968522,1.5183078866202289,1.4851891121412069,1.502851651609549,1.4660150813824429,1.5082496891931683,1.5043319892556997,1.5264699196138758,1.5307853848880577,1.606290078123034,1.4688270277629019,1.5423331324338083,1.4948110076948615,1.5530011655978027,1.4732657079562896,1.543313720118581,1.488922586508277,1.5659010087937584,1.4504782328295096,1.5496887941900863,1.4181237295802727,1.4603308967258752,1.4404636037975465,1.500508075247611,1.4327224087208565,1.450934785982669,1.4475563328494974,1.5278432201571652,1.4439136287452567,1.5142978452952927,1.4379521474600983,1.5098531905789732,1.5141934452508432,1.5522496542073074,1.4760258605720127,1.5356734381598918
