Attacker,Fast Move,Charged Move,Level,"Arceus (Ground), Tier 5","Arceus (Ground), Tier 5","Arceus (Ground), Tier 5","Arceus (Rock), Tier 5","Arceus (Rock), Tier 5","Arceus (Rock), Tier 5","Groudon, Tier 5","Groudon, Tier 5","Groudon, Tier 5","Regirock, Tier 5","Regirock, Tier 5","Regirock, Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Boldore, Tier 3","Boldore, Tier 3","Boldore, Tier 3","Claydol, Tier 3","Claydol, Tier 3","Claydol, Tier 3","Donphan, Tier 3","Donphan, Tier 3","Donphan, Tier 3","Golem, Tier 3","Golem, Tier 3","Golem, Tier 3","Golurk, Tier 3","Golurk, Tier 3","Golurk, Tier 3","Graveler, Tier 3","Graveler, Tier 3","Graveler, Tier 3","Hippowdon, Tier 3","Hippowdon, Tier 3","Hippowdon, Tier 3","Marowak, Tier 3","Marowak, Tier 3","Marowak, Tier 3","Nosepass, Tier 3","Nosepass, Tier 3","Nosepass, Tier 3","Onix, Tier 3","Onix, Tier 3","Onix, Tier 3","Piloswine, Tier 3","Piloswine, Tier 3","Piloswine, Tier 3","Rhydon, Tier 3","Rhydon, Tier 3","Rhydon, Tier 3","Stunfisk, Tier 3","Stunfisk, Tier 3","Stunfisk, Tier 3","Sudowoodo, Tier 3","Sudowoodo, Tier 3","Sudowoodo, Tier 3"
Shadow Tangrowth,Vine Whip,Power Whip or Solar Beam,40,1.1948880049558834,1.198047977070518,0.9862731239355259,1.2005336961473074,1.198894724060657,0.9879652404533855,1.1027197881106805,1.0055670422810938,0.9507261632112545,1.0708882031595421,1.0786259222735464,0.9129909930845951,1.1245962175019544,1.1353975816815773,0.948842882381637,1.1486293386105804,1.1973747483310722,0.9733953859611237,1.1598678585887625,1.2179106475705446,0.9564948625989301,1.1372777654539938,1.180032848335863,0.9536564419586199,1.1507941079604587,1.201703519281835,0.9742522205963359,1.0935442682642451,1.1394104205604796,0.931220402981384,1.1341902708745464,1.209700724819965,0.9467229345682396,1.1266745545679373,1.1842571683602583,0.9440081665039295,1.1496492615903933,1.2131640223982418,0.9558433213682664,1.1667199142330147,1.2472336799817996,0.965136925367857,1.1877492709838648,1.2481912804762951,0.9785481211735688,1.1482196578071966,1.198069805239482,0.9539687654744369,1.10160143953196,1.1247151520507572,0.921013308579292,1.1802201188344703,1.2680139185843813,0.9923077208655579,1.1230107261711844,1.1852518854903102,0.9492113569197546
Mega Blastoise,Water Gun,Hydro Cannon,40,1.0708130902132482,1.0807708777091123,1.0702551082925253,1.0685741809651217,1.082814935742982,1.067650109916094,1.0,0.9131874043400008,0.9915234770679864,1.014639967789126,1.0164152667078847,1.014915463034346,0.9999999999999999,1.0094228959558078,0.9933112987111081,1.0300977731888374,1.0946587504374325,1.0284365959497164,1.0589761727037366,1.1356081476896156,1.0599881817952992,1.0109555829024226,1.0637659894922358,1.015128425142642,1.0654175405104822,1.130957982548119,1.0729251715523118,1.0052467862298344,1.05939641861531,1.0054831418262367,1.062277661801935,1.1408755524996061,1.063941212198126,1.0089973472879974,1.076161950498966,1.02068712351954,1.0333617470537648,1.0952962859316488,1.0335956206264676,1.067172267970189,1.140667187376116,1.067172267970189,1.0714447011659982,1.144163971565469,1.0713312228636074,1.0301452032832301,1.0985882531592006,1.0307943074176387,1.0,1.0328816914015486,1.0052968707263106,1.096095945081667,1.1747213329980812,1.0916221023339954,1.0428735157860216,1.1153257131572696,1.041417699211317
Empoleon,Metal Claw or Waterfall,Hydro Cannon,45,1.2573844421099323,1.2699767943912617,1.2562272865611441,1.2065016254016139,1.2209680810636105,1.2048314862254017,1.2498497837609472,1.133800714592313,1.2782029999078524,1.1297380092628724,1.128832301263089,1.1320807706279785,1.1817715629029746,1.1864678224254135,1.2752384273922295,1.194819017160107,1.2447275198712182,1.203343557154428,1.2818050263620309,1.3407569989836714,1.2900133854836804,1.2423187295878328,1.2775906578888405,1.283817458057267,1.2780552442590896,1.327528518416658,1.3107952604734905,1.2585996433545348,1.273092374167596,1.2486464428118884,1.2707301712308052,1.3153900596273134,1.2767698883415184,1.2772951390698906,1.312486027886841,1.3036428757810328,1.2596264460418904,1.300000401402181,1.2823032457153158,1.222003185430115,1.3029743491356587,1.2229876525838976,1.2839556585518719,1.3582130455861867,1.2831171245538906,1.1981384319575654,1.2398589678002891,1.2023371145041475,1.231494723622368,1.2108081695514719,1.2683471036418483,1.3098978381306436,1.3899238764135007,1.327265946549801,1.1824267406001443,1.2472981989801022,1.1860972117186965
Sceptile,Bullet Seed or Fury Cutter,Frenzy Plant,40,1.4513834637358627,1.4017270972686775,1.2113108072457257,1.4649132226282735,1.406366318550486,1.213585838546045,1.3638778512035128,1.1864462259675954,1.1903740398262317,1.2943806278959848,1.2570974609620884,1.096596933128601,1.3723295791216272,1.3473418157812143,1.1521287152066433,1.379509271186147,1.3669087001391833,1.150024339473632,1.288440753605495,1.3196481537117513,1.1079750399556552,1.3483118288449865,1.3400405660283028,1.1361091053587224,1.3865020579894674,1.3947754809778428,1.166732421624304,1.3014539456991043,1.3180689013287819,1.095922480103,1.3174095344398653,1.3464531177674213,1.0999110350693913,1.319805480441378,1.353598026301668,1.125279643038153,1.3072086151511146,1.3522041334578943,1.109368234621847,1.33710304313791,1.4048167884701344,1.1004902916068244,1.356382141492151,1.413543705639768,1.1282395428614247,1.3621745769238953,1.38914854659112,1.1302762889028684,1.2767670734517613,1.2881204902763055,1.0909002851620149,1.3588734350452,1.4246907046873971,1.1183342924016477,1.33263312723648,1.3551030545413594,1.130143056557611
Shadow Blastoise,Water Gun,Hydro Cannon,35,1.407503831775719,1.4122442397421762,1.4062922274183747,1.409421214357911,1.410482979524501,1.4156534954767224,1.3766426898480104,1.2380529458796539,1.483051212705895,1.3178221464448867,1.3249203472188475,1.323168936201512,1.3454334695204235,1.3597041277968096,1.370243988766542,1.3710255883147169,1.396637260935408,1.4048355778370836,1.3658244996601905,1.4345785014188792,1.3750796617157168,1.3659227586380567,1.3981595895846703,1.373435510050961,1.40337813520268,1.4055860622696996,1.4227063581713095,1.3636703509267971,1.363777545280772,1.3604733055511429,1.3913732374813748,1.460044060876553,1.4009760803912603,1.3576183444372847,1.4030044405584143,1.3681764214831853,1.3487136612688173,1.4260234184091372,1.3679160751349146,1.4189051957177625,1.5308228644668587,1.4189051957177625,1.3840860170826281,1.4807594921759428,1.3874216031492927,1.326805467261874,1.3988235085155882,1.3247346814176375,1.3355782770483016,1.331585252170073,1.3771051440286202,1.3995056270028636,1.4589148634213596,1.3949267536184438,1.3976635727945772,1.4495867721136457,1.3974633194551207
Xurkitree,Spark or Thunder Shock,Power Whip,45,1.3057820941636749,1.3221187252956288,1.109545510586837,1.1869182725493777,1.1810543599040038,1.0267739509254756,1.401498614295587,1.1539640801824946,1.2863521907517474,1.0818586684077975,1.0871290525334527,0.9355954724369093,1.2520677159698839,1.140918707950543,1.0850718206704244,1.1839091856992925,1.1795824029389776,1.0272046586109815,1.2961727047323834,1.335436342045056,1.103392858979026,1.3137078290508903,1.3020956645751618,1.114179778534816,1.391300604392591,1.359611520721254,1.1616301522758974,1.2588578981448186,1.2696834447831373,1.1115920302707107,1.3316285854856373,1.3659715448079297,1.1220580571918026,1.312279996256094,1.2979498757604442,1.134202813098355,1.294718039582042,1.32465582603078,1.107439989427218,1.1407023634538338,1.206066638226202,0.9850206016332215,1.341516830035648,1.4393258822770023,1.1360055067418084,1.3045631692739679,1.319414510256825,1.1032786043714593,1.3501922543281777,1.3254151088479187,1.1216518103454087,1.3538912298405807,1.4675210474713503,1.1561647279986633,1.1354357328587912,1.1692338515238092,0.9921201890108229
Empoleon,Metal Claw or Waterfall,Hydro Cannon,30,1.4275246586817254,1.4462723304033247,1.5052906723604025,1.358175935189127,1.3831057227939374,1.3583672007022733,1.538990802815758,1.299953207090489,1.7058669098031896,1.2950961240239875,1.3013623127567349,1.2900215493828346,1.494999071513629,1.3656251167425042,1.496118545213196,1.384478165796015,1.4216122577976502,1.4072428249648201,1.4259584670323553,1.4676497062017915,1.56461024809242,1.4411695044493382,1.4389234633774384,1.5653693363932526,1.4512035782768316,1.4707926784097303,1.6023859464208643,1.5503079062199348,1.5668834974562835,1.5739091108651428,1.4711296346593827,1.6350916998663316,1.5871038750475635,1.4680307099563799,1.4781167686822574,1.5855984036126063,1.587343864965277,1.4608200798032978,1.6244514517315773,1.375491542447993,1.4696350101305198,1.3717207704157504,1.4494734447944249,1.5168058046808934,1.568684916182234,1.3311441358215659,1.3939097496198303,1.3377279676712726,1.440694367154085,1.4046488330019433,1.5585410585330794,1.8205786810082536,1.5482222923476472,1.8363994269215258,1.3157677093165019,1.3729854831482684,1.3258710278528245
Xurkitree,Spark or Thunder Shock,Power Whip,30,1.5443454296806423,1.5115367082504056,1.3116765327907773,1.3572427697917768,1.3162885036116643,1.1725971369949424,1.6771949215077087,1.321337733655855,1.490431421380957,1.2327378982732649,1.2210652000303341,1.073288652023906,1.4093980817826066,1.2940243380682954,1.22656414504675,1.3612709742355023,1.3596497513055552,1.1750206965242402,1.5227876761729255,1.5012448726387277,1.2962816299990194,1.4754414805230105,1.458496479450903,1.2671654034068203,1.6028601471382515,1.5717847789197308,1.339471830800223,1.5053522120631286,1.4612698117259963,1.4372643012524866,1.5117561532819066,1.5620643874924645,1.29264313612001,1.5439461379874577,1.4983050941503224,1.4294563612302498,1.5212839719730393,1.4768423129399566,1.2959688239256906,1.2848142053503429,1.3696947754168816,1.1065599694383483,1.5016019927221578,1.589641505895557,1.2794013770112467,1.4667901140831354,1.4708304242774626,1.2365621137185316,1.537083212294731,1.5144969119938247,1.2833563915002695,1.5291576455182259,1.6097324621280515,1.2743943947660183,1.3523554332476373,1.3115063361183872,1.199635862415715
Torterra,Razor Leaf,Frenzy Plant,45,1.3472372390457994,1.3454507026168951,1.1405773543333393,1.354159833077026,1.3487067291972585,1.1397365566229996,1.204979864668212,1.1916858077614771,1.1272347701662653,1.260879022718143,1.2814957790969526,1.0493481615639317,1.288238218244198,1.3018035540985788,1.0702863364709174,1.3281248409271047,1.381511097328582,1.1362073902179481,1.3369972722374543,1.3893023138739198,1.130815859210097,1.2835359474485877,1.338763073137727,1.074451749423858,1.329167567586164,1.4012371136447335,1.0969924140333809,1.2732490871006252,1.3393069731010374,1.0528888209912337,1.338608925324987,1.4061521335895069,1.1204990144419487,1.3242221794875726,1.3897132393063962,1.1061114004704413,1.3152492915819525,1.3800044305712447,1.1144226302976095,1.3526182400342006,1.4397821910341286,1.1521144608596752,1.38866043679678,1.451014860098744,1.159980643733312,1.3627899922882776,1.4072388695797629,1.1354861810656232,1.248528316921315,1.2780919701944555,1.034852763300976,1.366791992426454,1.4547856946382738,1.1418475537007944,1.3483559494335593,1.4047460711408202,1.1101929332615947
Feraligatr,Water Gun or Waterfall,Hydro Cannon,40,1.346081835328243,1.3496486584097656,1.3504231098545905,1.349455781407486,1.3557980473013163,1.3548382619885657,1.2968359767068638,1.191048391863418,1.312824659781993,1.2618817797741566,1.2828597426146364,1.2641290251871538,1.2886438072685893,1.3103033082746542,1.2949616048389272,1.2961076089408987,1.3681533537051649,1.295034989409995,1.3157147689690118,1.405859701318703,1.3232512770460503,1.2950391606231777,1.3367395860220885,1.3088865080737653,1.342058783460931,1.3894875465783774,1.3438913063420606,1.2915247598056985,1.3258983708505958,1.3044204064405767,1.3020828964247009,1.3884688575839774,1.312301059438515,1.3111451430780892,1.3828656882573505,1.315649073376026,1.3093029651124704,1.3815159748601058,1.3186949279047602,1.3842355827039161,1.4659628346149929,1.3842355827039161,1.378673613148741,1.4548814912266592,1.3748400298020533,1.2850442745779191,1.3770330226068042,1.2897982753145438,1.2726924642308193,1.2783604418573076,1.2725418581760486,1.3444577945253793,1.4481924234165668,1.3385575837553516,1.3160048421940198,1.3795017721160383,1.3168639822978216
Shadow Venusaur,Vine Whip,Frenzy Plant,30,1.6008751296591848,1.3563068481071419,1.3104419178934694,1.6289084323697605,1.3586756506828603,1.3199704831557277,1.3317548376819326,1.1094451186110164,1.1516814011046004,1.213539227552976,1.1767689730815796,1.0255440460635752,1.322197859491244,1.2326828838650337,1.1620594018584451,1.359528543761859,1.316134437491157,1.1234638864716746,1.2956826032755309,1.2701030916028133,1.1042091262542932,1.305131028567683,1.2677983134397834,1.1104719531872327,1.3793067507364414,1.3201278547076707,1.151069334953129,1.2462330297959519,1.2082979396497142,1.0559616975991089,1.3219659276499791,1.3043884262135044,1.1230799247092087,1.299320446062131,1.2700749058584386,1.0923505025872229,1.2604116341499343,1.287104727722463,1.070236217609968,1.2632370930554744,1.3355071822523656,1.077805507367189,1.2758539837847998,1.3249570205765708,1.0775349409527983,1.2916090954994652,1.2925273389443548,1.0934667013053323,1.2666221428927935,1.2375037596946281,1.082941349345853,1.2627451235173113,1.329112993997526,1.0689784994321527,1.2779527198579563,1.2659088708528663,1.1001167798867422
Shadow Gyarados,Waterfall,Hydro Pump,50,1.1187775191380462,1.1086596521450274,1.11876184735054,1.1193997464855674,1.1105882229231292,1.1182776365285492,0.9459980378050586,0.9385133122681781,0.9803896921036828,1.2521233224676658,1.0820674557969536,1.2511644906274035,1.0483392637389395,1.0651682360040564,1.0607626022596168,1.1314384208243704,1.1499076844161253,1.1332694999214938,1.0651261555010136,1.1132279267055203,1.0640593601124837,1.0391730662903118,1.0849195030605983,1.0398099610819433,1.1067897027894775,1.1167140576916972,1.1046942430683935,0.9938844216394972,1.0609288714013503,1.0009466578115398,1.0846338879076378,1.1055833445918735,1.0891342400043302,1.085875619098767,1.1185787234303521,1.0828120119799143,1.0540485007439195,1.1168941468367046,1.0511416673262033,1.0741091729814058,1.1378600464934328,1.0741091729814058,1.0929050913741625,1.137902363863198,1.0929050913741625,1.0667552932455189,1.109139045030721,1.0669234248011417,1.0243536538653781,1.0335352392218327,1.0208370873691186,1.1288151484418374,1.166510093842444,1.1274466788954907,1.1297819975852834,1.127266309026602,1.1319619898297335
Torterra,Razor Leaf,Frenzy Plant,30,1.599557563185712,1.5832387817936064,1.3089036680315802,1.6022925904791745,1.5887653631134087,1.309540118225581,1.547865919332585,1.3465496659890193,1.4088618742903543,1.421257223104193,1.431639368559336,1.1781307260770422,1.4486302712734496,1.4540961519216393,1.2437389341739975,1.488947197422271,1.5460341064581802,1.2483598467952015,1.511325128028269,1.5412571688697416,1.2722071542961633,1.487708908194641,1.530822219399479,1.2429563502276977,1.4892505412816384,1.5579982152344343,1.2501960483062304,1.4289191852558922,1.4680018507018904,1.2228689253874325,1.4881435980885533,1.5813481373163083,1.2374172739898825,1.469595440612003,1.5348670205270876,1.2640396830646525,1.5051204907103797,1.5729670020899422,1.2415520025992686,1.555480028444823,1.6407666963191607,1.2724546417210945,1.5670180699892142,1.6262190059968589,1.2859537155948264,1.5640748304484804,1.5780655268047257,1.3062502427601836,1.4148560916705344,1.4469942111494947,1.1993498135322425,1.5503921605024729,1.6300434871386407,1.2967722991820638,1.4816291727354933,1.539458952292521,1.2360701342896916
Kingler,Bubble,Crabhammer,50,1.1794211343571226,1.1579254075943115,1.1843611563904248,1.1843294620934537,1.1580733679919581,1.1875810705497387,1.1528745710774795,0.9961324909154432,1.2423192625475126,1.1123214116423428,1.0858510141537243,1.1141270874148517,1.1476658725222297,1.1150780460283822,1.1895886819011146,1.1615482187235653,1.149143654297184,1.1909600839931782,1.1133918747925597,1.1438308227034515,1.1269118033734369,1.1316933854117095,1.1297384835475017,1.1529868988097198,1.16553176650258,1.159133327401769,1.1972662535741883,1.1222099745818732,1.0916601760265328,1.1319615468432982,1.125772566777879,1.1571529486251517,1.1450036988752206,1.1166502615258342,1.1305842493417866,1.1342587380555316,1.1156166275930677,1.1542384397118537,1.1331668397871357,1.1242053822095333,1.1706313224846117,1.1231588700653976,1.1407493396043347,1.1793593291565119,1.1377598694867168,1.0932702680599424,1.136227255932571,1.103453411222186,1.1014716175977912,1.0805740695371193,1.1280113389625235,1.1657973738965792,1.1860577904753549,1.1658546986191103,1.1319525785289308,1.1474036215004515,1.132505691843066
Shadow Exeggutor (Alola),Bullet Seed,Solar Beam or Seed Bomb,35,1.5240152388484582,1.4150326815952992,1.2717280574615797,1.5278195878337135,1.4297315940455324,1.275652397523628,1.2262057755538487,1.1885327968305626,1.1537208067006866,1.2659523851374326,1.2276125172746073,1.0786020343721232,1.3497931834102799,1.3286505261831794,1.13883922569963,1.3147383033087587,1.2984864270409537,1.0988520896468665,1.3113749373741963,1.3429321431938777,1.0978734476624552,1.3585840626688475,1.326170939480922,1.116944964039034,1.277472197603565,1.2925369145374694,1.0720558978779298,1.2986391207977983,1.2848003195454554,1.1227276688174417,1.2464367663776177,1.3027962008707585,1.0601715510401113,1.2956661954660484,1.2994955948509905,1.08615436777566,1.262524978765446,1.2923770317671959,1.0584121968703504,1.2350689261828853,1.3037612827984242,1.0270931243828016,1.213483779810962,1.2762544056072496,1.0511438340028072,1.5556804516715466,1.4171986440953208,1.3485681004042458,1.1692249404984822,1.1712651796230638,1.0029327194491495,1.2754127059395297,1.3511702039693614,1.0140424476323386,1.2751381028636035,1.301808995576529,1.0887785551228661
Chesnaught,Vine Whip,Solar Beam,35,1.607251605955772,1.5281288226614618,1.371114888122376,1.6036524797516942,1.5451818355738984,1.36523518624207,1.4473775790616348,1.3453668963426846,1.4459820521179625,1.4610691204984543,1.455618757079688,1.2250770126332415,1.5009231690480545,1.475771632164513,1.3177451606226884,1.4871477936404498,1.5635876864353546,1.2800331067552635,1.5134525940931933,1.545239601103972,1.2862190516241778,1.5513179515229663,1.5518026403840475,1.2830281499498755,1.5094414741230155,1.5684939603858274,1.2806974007549232,1.461400851492783,1.5278487089959807,1.2092333770860273,1.5206776343717103,1.5665504799696284,1.2655921257140996,1.4985016346003475,1.5492178317967111,1.276766845349095,1.5168562787064097,1.567681065518303,1.2358377017377307,1.5202865192986477,1.6088357241218258,1.2844166870736944,1.5609589028543875,1.634990514289042,1.315364102860659,1.57422026404891,1.5834182546679734,1.3222375745334758,1.4334669741778763,1.4471847362970436,1.2381349712546152,1.5003270394826766,1.591944332412515,1.2984274092161683,1.5200082500419918,1.6000586371894092,1.244229875648004
Shadow Blastoise,Water Gun,Hydro Cannon,50,1.2747463206335987,1.278787463857828,1.2773833947989364,1.2780802095944146,1.280632026893883,1.2809757648406148,1.1653804715508056,1.0789320157189595,1.1863997882955752,1.1971539455094151,1.2252232992892707,1.2004669122081475,1.1681791768729723,1.1859522329892707,1.173471358308753,1.2386400582748966,1.3042726946142706,1.2360626211571208,1.1720222253354793,1.2578328781668031,1.1854679851462289,1.1852364395070303,1.2370642401609604,1.1854088803087373,1.2275164613920695,1.2880129840144496,1.2293519719346329,1.1631108654475113,1.210560122992913,1.1762320027000657,1.2149750319183656,1.2727600509831267,1.2144634377425012,1.2431546465243368,1.3176877789950825,1.244260398282067,1.193029234575269,1.259511796490609,1.2056144804700797,1.237916091259302,1.3359606036645277,1.2395724310303067,1.2938073996486714,1.3946799791735855,1.2892130861068798,1.1751393077484755,1.255421774227076,1.1836096521644253,1.1847300399806933,1.1947396918643771,1.1876655726830396,1.2719073421882618,1.3775417700969812,1.2711921247272562,1.2084316003406572,1.2882761192708505,1.2103494320279966
Crawdaunt,Snarl or Waterfall,Crabhammer,45,1.3379343523498877,1.3062015867235057,1.337776119377545,1.337589172572033,1.307479774666679,1.3359285066753228,1.391223862064107,1.1681603119173491,1.4014581257815495,1.4493490029885192,1.2796798707457744,1.4569320212006196,1.5419568675133117,1.358512174896837,1.6644789473555044,1.3764061659794975,1.3293389524971309,1.3781485964531408,1.1478163670881574,1.1757443697525565,1.1578971702161822,1.3485718010183352,1.325446720702858,1.3620192505320725,1.386663301171686,1.3328912801547554,1.406123479186966,1.1793840819565993,1.1651211742137906,1.1826620731161281,1.3269756096351253,1.3224373576801016,1.3511432926253992,1.332167130055313,1.3077358379537132,1.352538372478613,1.2998193311503619,1.3034742722029369,1.324839562198972,1.2914172304167642,1.3591691342351537,1.2914172304167642,1.295866420990452,1.349963052865658,1.2873291793175052,1.2780421242350493,1.2947802510418438,1.2890140257318963,1.341538105441797,1.2649557754172212,1.3347574376715263,1.3069046843596488,1.3434466383952453,1.3351807914085478,1.3326592715110832,1.3142147808785976,1.341987130763963
Crawdaunt,Snarl or Waterfall,Crabhammer,30,1.6370517229591595,1.496587053986136,1.6374821052807014,1.655211277105599,1.4995110129953029,1.6589824949425716,1.575901133725473,1.3403417410343514,1.6004973496073194,1.7395474654562229,1.4460993927089347,1.7445603593966856,1.884764070386084,1.557488631154767,1.8861364305057264,1.560540017832684,1.5213877529976971,1.586524533309658,1.2986212202403413,1.3164474936769195,1.3187392812869405,1.5822447152878818,1.5284346231088597,1.5755774289344582,1.610932559360023,1.5574624732182747,1.613267235699983,1.3694557151675086,1.3477718407946206,1.4525005384680072,1.53977501177699,1.513106288562297,1.5489618188309138,1.5591664874293694,1.4994815625053386,1.5546539420597,1.5273413580950514,1.4620629118395845,1.5706650741855608,1.4992132842300894,1.5405467416534033,1.4992132842300894,1.4597387616672615,1.5102422669108226,1.461425420239292,1.477152826587349,1.435145643423302,1.4984686833995364,1.535827579785922,1.4767939836737216,1.564619746874148,1.593281245517551,1.560754418323661,1.6095880281274206,1.5509999188075914,1.5028459614114333,1.571068959472227
Virizion,Double Kick,Leaf Blade,40,1.6554831181232341,1.6704951281099978,1.4199456212646937,1.537623626889582,1.5391606191223928,1.3344474541579718,1.4345501672590788,1.4504904866757908,1.2457544090857595,1.4020707815632891,1.4398550239697265,1.2291274737214366,1.4284093378733271,1.4543689442169205,1.225887999729498,1.4919445197536219,1.5563062825116187,1.2838150126242172,1.725661296497489,1.8248864880459936,1.45652563554283,1.6145039290238932,1.6839324975956276,1.3842602180729542,1.6154844426244859,1.6814259782095817,1.3735638543485176,1.6503768988348462,1.7937956334395138,1.4243374474201456,1.6114955068451027,1.6850639839101893,1.3757575793516827,1.6080951302503934,1.696233154796923,1.383286585617824,1.6521318431971608,1.7397985339732036,1.421555524335386,1.5343378847609905,1.605813550228239,1.3331927379688895,1.7189246500406936,1.7938204517914729,1.4546383874311732,1.4721272272209946,1.5220492609452883,1.273116185853488,1.5281254260805353,1.570135542053988,1.2792464953534515,1.7008771678178296,1.8110072917317062,1.4404967017612542,1.486078612436093,1.5529337816090103,1.2861349685814092
Shaymin (Sky),Hidden Power Grass,Grass Knot,40,1.220816622283786,1.236923479443634,1.024963831787082,1.2228500901358863,1.2400123095793851,1.026275703790065,1.1201538597773193,1.0691502732054505,1.006564703234814,1.1835954222366627,1.1799772965106443,0.9776652756658477,1.1800407879563455,1.184842085055896,0.9902287784964192,1.2189130022962589,1.2575857001683421,1.0258712603775075,1.199534121032727,1.2504582019144805,0.9931298780313373,1.1489813127409694,1.208912823775529,0.968930851475527,1.2254176292349734,1.2549300657491482,1.0237254042187092,1.1097279417788777,1.1756313149198345,0.926705445840425,1.2071963959876395,1.2447471766762008,0.9852504857166055,1.1923302352659275,1.2320094304371652,0.9822352840338042,1.1785906466475533,1.2370497848522177,0.9904513994735573,1.2117588166870956,1.2846627698163815,1.0029075622520567,1.224628192099035,1.2839021468026017,1.0147777745424573,1.212116187610145,1.2667570303837183,1.0205967987080375,1.1167886656550918,1.152739592042393,0.9466331689051511,1.1974317781801551,1.27486706638159,1.0195522529105332,1.2263446555535686,1.2457232576691335,1.0235651793993326
Shadow Exeggutor,Extrasensory or Confusion or Bullet Seed,Solar Beam or Seed Bomb,45,1.3012906829660833,1.2392996727958034,1.0887656199427713,1.2991597722112052,1.23831654518212,1.0887644868350548,1.2361244771000433,1.080601203929817,1.0448259210034854,1.123004544655419,1.1042727219668258,0.9553935155614168,1.131932050613278,1.07114463418046,1.002771552268329,1.179657125180654,1.198679102855185,1.00212495456638,1.1749383352280522,1.1968495800327215,0.9851884542802564,1.1796909886312168,1.1822784894505736,0.9663207160418753,1.2019495486741312,1.2091501748698608,1.01645008648714,1.125987500908165,1.1266118140938508,0.9508987749025694,1.190683082678514,1.224093559924528,1.0129990583799067,1.1497178271971389,1.1934657455256747,0.9771971754830244,1.1555358472975221,1.198941888703293,0.9384056532574355,1.122226860616365,1.183240318959187,0.9358483670551125,1.1739781404096987,1.2194146653550724,0.9626727652685126,1.2036277301127443,1.2142517940831512,0.967519692608516,1.1096337382008885,1.1146982730166188,0.924270400972493,1.1372597196370502,1.2297968068931417,0.988165895755743,1.1486982336583529,1.1632891634932772,0.9921669743417632
Tangrowth,Vine Whip,Power Whip,50,1.3145025679951987,1.3254845612533948,1.067149111518546,1.3126225339099595,1.3282779808822591,1.0679335504387955,1.106208519870466,1.1078695761387578,0.993158767918254,1.2015589101854482,1.216585861977631,1.0098447389802883,1.217731008363467,1.246987463934235,1.0091228353383275,1.2933555638085108,1.3686267930600748,1.0573360472041722,1.2442998785539297,1.3197198576587026,1.0592554570873913,1.2415660694096073,1.3225779907261777,1.0259011535431948,1.2921422942564496,1.3625471244177427,1.0553911750773448,1.1834978641431892,1.2680619397882849,0.9957614228708447,1.271057199026874,1.3581500491512102,1.0628876446569664,1.2486976420840705,1.3205892329417563,1.0331623314603584,1.2832791377275259,1.3602776188368197,1.0735302905280824,1.3188721522663596,1.41148322035725,1.1219284018787485,1.3194671793586368,1.3878737855754884,1.1176501826180074,1.2664323026508533,1.3213325060131331,1.0622847973667326,1.2040965477454417,1.2644264957812599,1.0139891682961304,1.3112389868863579,1.4132589366323032,1.0990637693241014,1.307413058323426,1.3742239465284982,1.079164672082365
Clawitzer,Water Gun,Crabhammer,35,1.468770672792205,1.432204983571611,1.475402016859624,1.4736731168174253,1.43765277143397,1.4769886225439517,1.4928995515490475,1.2540934165890174,1.541015100118551,1.395895937313298,1.3383465243869983,1.3944737158390086,1.405215721060334,1.384761752578697,1.488336929570559,1.4405514647422624,1.4115691275050728,1.4690460712754911,1.4189924783804508,1.4428891880481574,1.4329639177522866,1.433796456601497,1.4119971603039525,1.478872861386318,1.486971657255571,1.4438102479186354,1.5267219267845047,1.4240008361633472,1.3819944929450665,1.4183579859192923,1.4045117921392782,1.421449281956724,1.4366976403213951,1.4095226914418608,1.4172651586202627,1.4309802067996862,1.3950067840755425,1.4523095962007662,1.4230819129313226,1.3535121454702814,1.438184083128521,1.3497413734380386,1.4138666698160136,1.496504265566513,1.4136690347176817,1.3683361475622777,1.4193359877065268,1.36662779901272,1.3645966684970596,1.3391106074633374,1.4045485987307087,1.4251284448411967,1.4716491531229907,1.4328738805479007,1.3840147301213785,1.396568368554196,1.3808811497865947
Shadow Exeggutor,Confusion or Bullet Seed,Solar Beam or Seed Bomb,30,1.557209883964381,1.3942275551121373,1.3004456374572957,1.560514243715178,1.4090808394254022,1.305578392737822,1.4037030127263619,1.2564271129065872,1.255336961806106,1.3016554921797252,1.2620186182303694,1.1009899182003384,1.2399855041599188,1.2199848442665218,1.1349739410278903,1.3760088703176478,1.3459066214778308,1.1467320851888878,1.3511560630679036,1.3536620911166455,1.1441179621549058,1.3975942575035485,1.3301798437130246,1.188978513040641,1.402029952980773,1.3391645996161352,1.2017060089996963,1.3506886306442527,1.3223545600324176,1.121842562295041,1.2932365411564966,1.3259571115930329,1.086375879689137,1.3459223624337315,1.3288584606502218,1.161906547498322,1.3001922564975086,1.3349133936926085,1.0888069001792298,1.2943959074492475,1.354683523838418,1.0845206927805262,1.3006075456860633,1.3354675589092482,1.0740144054117726,1.3562690097082604,1.3958012784166045,1.1346403899465372,1.242254616778892,1.2327140263614433,1.0832210740214934,1.295974781847115,1.3718733388571167,1.1017052965883607,1.3451508432126735,1.341389289843978,1.1346946966043867
