Attacker,Fast Move,Charged Move,Level,"Arceus (Ground), Tier 5","Arceus (Ground), Tier 5","Arceus (Ground), Tier 5","Arceus (Rock), Tier 5","Arceus (Rock), Tier 5","Arceus (Rock), Tier 5","Groudon, Tier 5","Groudon, Tier 5","Groudon, Tier 5","Regirock, Tier 5","Regirock, Tier 5","Regirock, Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Boldore, Tier 3","Boldore, Tier 3","Boldore, Tier 3","Claydol, Tier 3","Claydol, Tier 3","Claydol, Tier 3","Donphan, Tier 3","Donphan, Tier 3","Donphan, Tier 3","Golem, Tier 3","Golem, Tier 3","Golem, Tier 3","Golurk, Tier 3","Golurk, Tier 3","Golurk, Tier 3","Graveler, Tier 3","Graveler, Tier 3","Graveler, Tier 3","Hippowdon, Tier 3","Hippowdon, Tier 3","Hippowdon, Tier 3","Marowak, Tier 3","Marowak, Tier 3","Marowak, Tier 3","Nosepass, Tier 3","Nosepass, Tier 3","Nosepass, Tier 3","Onix, Tier 3","Onix, Tier 3","Onix, Tier 3","Piloswine, Tier 3","Piloswine, Tier 3","Piloswine, Tier 3","Rhydon, Tier 3","Rhydon, Tier 3","Rhydon, Tier 3","Stunfisk, Tier 3","Stunfisk, Tier 3","Stunfisk, Tier 3","Sudowoodo, Tier 3","Sudowoodo, Tier 3","Sudowoodo, Tier 3"
Leafeon,Razor Leaf,Solar Beam or Leaf Blade,50,1.3390657038980993,1.3525356289329795,1.1280692793382965,1.3446572811413107,1.35364742338876,1.1280695024202574,1.1892319726924232,1.1828393242424209,1.1049880864901427,1.2516176476827612,1.261393076095338,1.0541412511577166,1.2963358192044794,1.2935868451069312,1.089073556026449,1.3041050786037647,1.3610523780631942,1.0934956574468129,1.3160117926103756,1.3797024500317479,1.0892595628852704,1.2836464541387975,1.337273647376262,1.0800664669596476,1.3197546233664594,1.3745382846518424,1.0988412785172001,1.247703694361853,1.3141288234126687,1.0499160646546115,1.3122213511304885,1.373811909526407,1.0974532858638057,1.2858629009165998,1.3489628256734394,1.0794522800225395,1.3159967478849703,1.3826551088083923,1.0999583980720578,1.3389351134961665,1.4144823793180679,1.1184933754988693,1.352222356386214,1.3980032054107954,1.1337043793502477,1.3214483477571106,1.356473445500412,1.0879632913420838,1.2229061283859137,1.2859513750526816,1.0336508736291028,1.3633813654995284,1.4508132955556041,1.1225122808557026,1.3073245920958791,1.3661335776230532,1.1037905369848968
Roserade,Razor Leaf,Grass Knot,40,1.4927372864872832,1.3474337755712913,1.2748224069252068,1.5058208802732362,1.3507705305031785,1.2811869242407157,1.3263524030382479,1.1497095334315073,1.1656187374679812,1.2475234396467358,1.2383419999471614,1.012172811068698,1.2760845088934267,1.258270986586985,1.1250747220199064,1.3193159722383632,1.302588370768152,1.1428125290413085,1.3155673775225007,1.3088262106209332,1.1066424171221259,1.27454402102886,1.2701481952487306,1.0968817930228947,1.3512175501207933,1.3135778596905014,1.146903108985385,1.2779361746132734,1.2541983115518434,1.0789599805432262,1.2904138912523138,1.3002062873654596,1.0919689930638408,1.311001023149282,1.3093215952250892,1.0963386091156513,1.2600391632203511,1.2984302523948752,1.0810422672709914,1.2707584820309075,1.333137297855692,1.0661716631268612,1.293100629170297,1.3523025832858047,1.0701755279041985,1.3462445511927796,1.3237520857857399,1.111181919553325,1.2672062809660962,1.2481382690664231,1.0898822755396218,1.300504143681371,1.3703258076002085,1.0840124605755421,1.2885225677410277,1.2996010087000298,1.0936629564341316
Feraligatr,Water Gun or Waterfall,Hydro Cannon,45,1.287265711511463,1.3061428767038454,1.2861549084701327,1.2907506735620145,1.305949508462315,1.290992100090124,1.2671945324584561,1.170022398365805,1.2698821394764255,1.2333075712418333,1.2485349318308818,1.2325062569366276,1.2611055286795942,1.2705434767492558,1.259649891103955,1.264701140038586,1.3474256535785445,1.2669088077084771,1.2678135447411343,1.3471494805459847,1.2711076937762444,1.2610924238109327,1.311650123375683,1.2693843362691917,1.28223661223819,1.333477721880091,1.2905814674953866,1.2384616929874162,1.269014960889546,1.2421970794429475,1.2624273527644416,1.3490408748085194,1.27076510595086,1.266692979139991,1.325403962903793,1.2658427153654768,1.2890945464969519,1.3619170665225657,1.2931602507324642,1.2713577418543276,1.376758997946714,1.2738986449052716,1.3389836962243062,1.389223043201778,1.3368436334966447,1.2665768169343257,1.3366078063087006,1.2668907900250792,1.2112205536666607,1.231318361749535,1.2146200306246862,1.310173830428847,1.395936914117542,1.311505444751759,1.2440907798124088,1.3199264036277214,1.2441312803085758
Mega Venusaur,Vine Whip,Frenzy Plant,30,1.311214617507063,1.2892921541255438,1.068855111057578,1.3118623979627144,1.2911116055110425,1.0688637791194995,1.1385658617370318,1.073640132694471,1.0490396796425507,1.1690107888102368,1.1657423177846031,0.9928614037151249,1.2139695069260175,1.2117898953959891,1.0099744250406093,1.263781883586743,1.3003632038791948,1.0251749412873348,1.2304839720142484,1.26196954857859,1.0512133490441329,1.2125347472066876,1.2570281625411204,1.0107704767897063,1.2638861014737024,1.2990682366706787,1.0599475172001593,1.175268472016579,1.2090418860668883,1.0052239393119522,1.2368902880507837,1.308304807804589,1.0376230761508969,1.2300643224618428,1.2635450465308786,1.0274965930311661,1.232193454645151,1.2839039618773957,1.0215340152373782,1.2542591448201164,1.3167858962748848,1.0722045715391677,1.2715894353797776,1.3170631416243015,1.0631351084111798,1.2427897346453087,1.2609294782398066,1.0609501287141332,1.203237462676497,1.2063588156029423,1.01589015138746,1.2571415264205037,1.3176309381375624,1.0539093705755591,1.2139877771129606,1.2651864817351377,1.05071159802452
Mega Slowbro,Confusion,Water Pulse,45,1.8571477744451952,1.8892117308679672,1.854427275235792,1.8590856305365104,1.8937757380122873,1.8590563107364515,1.6400097309392725,1.650183433084449,1.7459623086174068,1.7223003293214616,1.7574289858149008,1.721974598176084,1.4673733161470186,1.4794528011247636,1.4788389366554149,1.840872512983518,1.9333304340847448,1.845354310779907,2.0924517578708093,2.2100448615246155,2.096643451103,1.7949846109064622,1.880251780457573,1.7997583221647755,2.0909892289599545,2.193621668765989,2.1066794309220196,1.7644936996916156,1.8676194406827418,1.7753116306906407,2.1002560693415377,2.2056208023750434,2.1059042803765746,1.8319119195066105,1.9243276922135668,1.834821477461439,1.8661544875817146,1.9573689677488495,1.8652241433566235,1.9350164248995645,2.037834615673638,1.9350164248995645,2.2385369708562552,2.317384537914439,2.2261237925495276,1.835756510998915,1.913569567212512,1.8432407659881611,1.9635263178138924,2.048786806385755,1.957311695988606,1.8964887974633344,2.0343771146612575,1.9031544628739312,1.87410183888842,1.9550795422407095,1.8796064927766671
Crawdaunt,Snarl or Waterfall,Crabhammer,35,1.5451677013834164,1.4170594082901202,1.5430864311864596,1.5569268548669426,1.4175345572210478,1.5572781240708788,1.483701939309943,1.2514669275393844,1.5004709464737993,1.6306546450862178,1.3641183612001153,1.6408556703335546,1.8145936242845133,1.497747391171444,1.8140742172832625,1.4728024678547413,1.4269433151696178,1.4847313262875192,1.256713001939766,1.2809455748867682,1.2755733807362817,1.4890426913563695,1.439767743378579,1.4758132925772016,1.5247647822075165,1.4648839894460406,1.5311002088126369,1.3265029849159742,1.2984563454547404,1.3478123559956652,1.4572273142931202,1.4222303802460978,1.461908405045652,1.4499726873022458,1.4004491226717586,1.4702167479038728,1.4175924578802255,1.3904086842225842,1.47848910704298,1.3979211605365647,1.4512263323079024,1.3979211605365647,1.4014938900292828,1.4495947014408872,1.4038996789091422,1.393235876627274,1.374901475962399,1.4212654993228089,1.4545207790518955,1.4083422706668733,1.4478894319707112,1.4639164749936295,1.4726625705168337,1.473986962295959,1.454563276561921,1.4056753972167113,1.4710346481026897
Kartana,Razor Leaf,Leaf Blade,35,1.055349533889791,1.059189121828783,0.8736138043543518,1.0585581772803951,1.060827785583497,0.8767549546317541,1.07438240785193,0.9302323839547187,0.8992586279161627,1.1043231361349042,1.0155667470571799,0.9151532760064106,1.1830383400790616,1.0769408978204158,1.0282056435064988,1.0615858795017221,1.0617545135787603,0.891340740990313,1.029019408938888,1.0423834685753595,0.8811902197907725,1.0394312608761505,1.0259186331537105,0.890672813169257,1.0536595084033975,1.061626628193434,0.9099033801609276,1.0515882898071625,1.047798172290571,0.8765315325629589,1.0339906739392704,1.061213473674586,0.8719255963782615,1.0455475922115662,1.0537412555196692,0.8945582388340274,1.0572422988530121,1.067407256215391,0.8925061923860065,1.021150096773026,1.072090109698975,0.8695340794365989,1.0453987735058197,1.0802069446766296,0.8617250086590074,1.0430345735394033,1.0485867014458652,0.8771990461744996,1.0812784741845942,1.0336735009155924,0.8957513619662039,1.0445608170249532,1.0992412954003532,0.8804814129185657,1.0303315537467423,1.042018108299826,0.8784499077134225
Mega Slowbro,Confusion,Water Pulse,30,2.127506468044989,2.12700118310159,2.1285461088608764,2.1341613895368483,2.1372215903807943,2.1326702479768276,2.014720014435482,1.867980180829579,2.0464809425143993,1.9893361912295677,1.978416817567491,1.9897436760435474,1.6953277638694184,1.7046715271542041,1.7178391817976313,2.090417715771422,2.176788751540402,2.0949640551441693,2.3706559763384942,2.4911509735815027,2.3719369374741337,2.033656397518932,2.1134428203795963,2.035996295211364,2.396437412917874,2.5039873397394077,2.410168659599052,1.9868216269872399,2.0610265546680293,2.0212908566143852,2.3469843088117117,2.492978822119845,2.341909151182265,2.0776222343611987,2.1628377053362193,2.097191734846198,2.055067683602683,2.1507221263106633,2.067607639213661,2.1235837611319077,2.246558402788724,2.1235837611319077,2.4701506046237163,2.5725714411377885,2.4768988271601042,2.0532440665507403,2.157655050807389,2.05681788682408,2.2272217557988543,2.3096634131716804,2.245201232728747,2.144080973490902,2.2907664502716045,2.1312717583350347,2.06786297592669,2.1410608833000295,2.0686682004428416
Celebi,Magical Leaf,Leaf Storm,40,1.3793939951770668,1.3891961537740412,1.1585019021099434,1.3812122036870669,1.394863483647912,1.1596602844077446,1.2466726766002199,1.2178003857194357,1.0823392996539944,1.296282425731534,1.3182173307723126,1.065297186351052,1.3160915004912388,1.3343228825670617,1.0959578257221538,1.3575598335949124,1.424065971018604,1.1288713564599377,1.3472307699164001,1.4091934369078591,1.1280060728263628,1.3417965262236744,1.3970964441213511,1.1113311204837704,1.3454342524021194,1.4162502028837136,1.1569952029700614,1.2834708489320665,1.3486875791106265,1.089000710166826,1.3723147842549217,1.4349622257557084,1.1266752896481849,1.3448347461320884,1.406720383829189,1.1366176615103272,1.3543440917953773,1.4110797756540487,1.1248478174513763,1.3571538159861616,1.448644438163683,1.1473071180447887,1.383811107597508,1.443799387139791,1.1678743801504805,1.3786885153109214,1.4121894401906245,1.1576523182304457,1.2717662733722528,1.3253757233031607,1.0924489082904194,1.367730416865652,1.4531164938937442,1.15393097070651,1.3550863056162017,1.4196607497233635,1.1447184338191745
Shadow Poliwrath,Bubble,Hydro Pump,35,1.7157694544646036,1.6829129127764177,1.7178980241048192,1.725348501822162,1.6882411449822432,1.728684754030798,1.6262206527287741,1.4705596073316054,1.7811810242746622,1.5693022782533352,1.536982803313687,1.5699781275956923,1.5825787052400715,1.599931174754769,1.6140426951028002,1.534647224387588,1.60909380053956,1.5512494884215677,1.5780722906744562,1.612845841767365,1.5779941134545163,1.597765572499832,1.61025327289042,1.6153878344132793,1.5291383111379135,1.5759189780622584,1.5690543732426128,1.5821692532508584,1.566362096942925,1.5808097939422938,1.5103229941297809,1.5862759275734246,1.5218587028587491,1.5383329076903824,1.600744283790392,1.5716358546435893,1.5076168335956963,1.5811350063220844,1.5303844410455694,1.545629364853496,1.6305178335360146,1.545629364853496,1.5408378335397717,1.634978195183902,1.545707239826099,1.4990394796861206,1.5646732647990025,1.499368013508299,1.493226292606174,1.4717926985505585,1.5547026655719554,1.6012388012602325,1.6889916957621556,1.6122831675917035,1.5289714931698681,1.601445129165318,1.5313665894674144
Shadow Cacturne,Sucker Punch,Grass Knot,35,1.6403859786079629,1.425969790096529,1.4222695437606496,1.641812412677086,1.4327841215330819,1.4198846410335197,1.5783307013659225,1.225852763647101,1.3595040644946934,1.530451708450231,1.3827767375052282,1.330868755555497,1.8841280095024648,1.5910767142435263,1.670894038299449,1.4606839417062019,1.4540879654816283,1.2639211474047776,1.2103825422997891,1.2072313530089132,1.0701741880579916,1.5767752266516655,1.443037985934098,1.3935238783700556,1.6635931476898598,1.5899428797611355,1.4229088401348313,1.409387609013011,1.236963950592914,1.2514521120223985,1.5456501098017659,1.5688163847287397,1.321904899713093,1.4091973629703483,1.3947652779901125,1.2411819411158387,1.3841674559016155,1.3639480252338074,1.2161422751096946,1.3559107372505512,1.4260971579336166,1.167165872814906,1.4693129869228119,1.5086679870846909,1.2666900967222832,1.5976784611844277,1.4476754455905871,1.3888795829462997,1.5706577885569566,1.5024861397563072,1.3653759638848135,1.3750759126477203,1.441865340058624,1.1985784413818008,1.4648220729777788,1.4527291256949408,1.2631336537110274
Tangrowth,Vine Whip,Power Whip,40,1.3772271219837018,1.3899305498344854,1.1661444789192208,1.3790129344842674,1.3985541312427197,1.1690839712916055,1.227280861160734,1.219244490320014,1.111725058508257,1.2524668090979818,1.2725507226607158,1.0594404433794165,1.3540837993716832,1.3729638402959812,1.1106311825807775,1.3544502166042196,1.4181822379814653,1.1412201193150924,1.3620075093452277,1.4394324602722166,1.150500908088163,1.3064456434107607,1.379983446216312,1.1176677311206318,1.3465609629033624,1.4257756370831525,1.1317619124455407,1.2994899569433755,1.3751944716957405,1.0784620192752508,1.3655895810863425,1.4466250850051232,1.1416654114247964,1.3666089748896941,1.4451565263621926,1.1246232913866951,1.337857201552745,1.4046612638942904,1.1522884279159311,1.3724375017244177,1.4610948358767013,1.1710769542272208,1.4158504326245742,1.502348367596396,1.1882483474582224,1.3710667726646275,1.4193504313275112,1.1465469303499318,1.2965835319627517,1.34681804814456,1.077916200074881,1.4332335564784362,1.5180965222101659,1.179440809734909,1.360981289217409,1.432770691741775,1.1216346823343024
Shadow Exeggutor,Confusion or Bullet Seed,Solar Beam or Seed Bomb,35,1.4411236037194883,1.3502331545329156,1.197708074464759,1.444563955128296,1.3510359244284287,1.2006129874967397,1.3352337255112436,1.1962195369406547,1.1639656847431619,1.2265774937248801,1.2115280445210586,1.0435321349854683,1.1965200712575794,1.1561804606655814,1.0775343655847596,1.268182236060585,1.2623697100542677,1.077642440665834,1.3124600820019288,1.3155902829499992,1.0959230007165666,1.304375790887568,1.2702850694870067,1.0817102021302163,1.2725875974976342,1.295278116536586,1.0615321320836972,1.2608123081186795,1.2735492109833835,1.103727156488001,1.2628628507098163,1.3176007049912766,1.0617557435537084,1.2759393312046805,1.2859868411350108,1.0920721335575587,1.2389392530814245,1.2660483810806278,1.0461686881305754,1.2370074235823203,1.3006550975910776,1.0272924963447794,1.2123971329268095,1.2776405187381732,1.055681418574482,1.2669157735857013,1.303143029518272,1.0706979333325395,1.1605517536486558,1.1655875011234822,0.9924497619672515,1.2648796045826027,1.3263244170917785,1.0091903494664938,1.2683609294473062,1.285335805581029,1.0696811116309481
Mega Abomasnow,Razor Leaf,Energy Ball,35,1.6224736463031912,1.5663079484465425,1.354550945051399,1.6320490139902815,1.5814133877238519,1.3617659291892252,1.5972412770043087,1.3657113046541975,1.3496045800127723,1.5512311164802242,1.4788764457483832,1.3093913573073501,1.6983560746595752,1.5931875550649681,1.429539609828485,1.6068962366997772,1.5741412714452354,1.3531835689593898,1.518398050170505,1.555367908096852,1.2601520527010068,1.5491605528149022,1.5398088130566763,1.2987047386409378,1.624293743431813,1.5987311311356354,1.3824027148969982,1.4993039390303426,1.4946340290152134,1.2703835251179778,1.5908888740572074,1.5824757794027693,1.3334636556532087,1.5396647393729073,1.548519426913747,1.3091252738023114,1.5163229439593326,1.548907106825617,1.2777203082617279,1.5443978616757874,1.6047541824056806,1.2856642598494312,1.5650658481622441,1.60689939119186,1.3103844354927876,1.5356975068553522,1.5490052346415026,1.2776523806893472,1.5082844728649845,1.4915294886412718,1.269988588377937,1.5480796977331674,1.6247064997831548,1.2793953313341961,1.5983818305107673,1.5727652268067662,1.344708448269509
Kyogre,Waterfall,Hydro Pump or Surf,50,1.0998241256136856,1.1026115731842177,1.0998558479630183,1.1012972093186946,1.1049875727151173,1.1025667708711626,0.9989601813440313,0.9779120176030022,1.094661931821708,1.0816648555240114,1.0713187558425084,1.0859967660059904,1.0551062251125432,1.0864721580886432,1.0750731268230578,1.1086014597230023,1.155849735377616,1.1108166188258637,1.1079649565881151,1.1574965244125923,1.107977355395609,1.066397559668613,1.1132335242635139,1.073067216138717,1.1091491178714596,1.1629122211716871,1.1215183078121032,1.0479489788722365,1.101800010502813,1.0709039203669493,1.099747628994567,1.146363214774885,1.0989887153306597,1.0861536376848353,1.1344281191268757,1.095630654644699,1.0907576693377583,1.1454090458632287,1.0941993219332589,1.1406573141061411,1.2077401370595082,1.1417687174660436,1.1448388752677368,1.192390213865774,1.1508330260344433,1.0997540875935345,1.157834737259799,1.0966118192931253,1.0405859792990158,1.0657099794967195,1.0544072012297214,1.1315844539807522,1.1999893011851386,1.1359594930044261,1.1032617973447052,1.1534628083736331,1.1014893941818062
Shadow Sharpedo,Bite or Waterfall,Hydro Pump,35,1.7534283337206304,1.3638229616401991,1.758042799225558,1.756949467585114,1.366575323726828,1.767669762234421,1.5504501650805742,1.2797767875925046,1.5331236918539892,1.7348511040364103,1.353851091593309,1.7349395249252606,1.8792878277754583,1.4627248852617172,1.8839917769647574,1.4108775914067195,1.4322459627227067,1.420824312719612,1.2932184025291775,1.2556533769459315,1.3244051379562778,1.496899183754035,1.3983292010595902,1.4847935165458213,1.3983507158267041,1.3872323148719923,1.4564278211666444,1.6133692073945558,1.3064164824231976,1.5920181703061047,1.4306749053662642,1.4053714935487756,1.5698060670179477,1.4830171382980386,1.3487949923946438,1.4808394233859479,1.300532978786652,1.3936273238251506,1.3219447708466898,1.3216571634059957,1.2972684706615307,1.3310655045024427,1.2551824846352253,1.2714896608092208,1.278922784867089,1.3013130617763429,1.3051587734555132,1.3680180560877033,1.3921620146695632,1.2953282389845007,1.3948051873090657,1.3569995393097072,1.4234565609554009,1.4470591590461517,1.3511407373897741,1.4352104518397417,1.3522509518573682
Shadow Venusaur,Vine Whip,Frenzy Plant,50,1.1376749961033594,1.1254431422814601,0.9387929106325551,1.1391714281343046,1.1301971062636236,0.9367244137259675,1.0545824972947382,0.9466029259328548,0.954593287098532,1.0094145428331645,1.0108801190658576,0.8557924114269595,1.0716371546160224,1.0666173837190118,0.9065401162012281,1.0845996768387907,1.1180040917054355,0.9161699814592797,1.080464700333645,1.0936975143602716,0.9296570711432371,1.0714155855169574,1.0964103471887638,0.9050785897361355,1.1119630875335231,1.1242057092716164,0.9372423835173616,1.0468881880131429,1.063655354886845,0.8787354985746656,1.0723469748742809,1.1402578602850566,0.9035813587039908,1.0811535376623922,1.1063576601056324,0.9142292219436682,1.081126092164213,1.1299265396140405,0.9103661204441326,1.091059657347689,1.1590045052888454,0.9061075721226031,1.1097947881429528,1.165473763258564,0.9278001885943005,1.1070059564321837,1.1150775983537395,0.9276558061697293,1.0394150354123095,1.0273788711394707,0.8796587291051075,1.1117233023225204,1.17837742516314,0.9213683176704259,1.071874534918239,1.114753904852387,0.9103064750228065
Zarude,Vine Whip,Power Whip,40,1.161492325369414,1.193370066866925,0.9568684473226243,1.163031919315321,1.192163627409665,0.9592305575029725,1.0487726095288137,1.0535085244799933,0.8783257237610783,1.1488199858020298,1.158990562888448,0.9270741231954696,1.1295182587322028,1.137624476482299,0.9483098412192866,1.1859441662348207,1.2468009180117214,0.9799599173760253,1.1842679897173554,1.2587224552586669,0.970638092677003,1.152913928842431,1.2031744750284135,0.9643280404430784,1.1556690887019252,1.2385143826360918,0.9837376608734025,1.1114911484355285,1.1633659047456484,0.9408720242079849,1.1780001619504614,1.2536504895551117,0.9729887224469916,1.1482086418514637,1.2093950131584268,0.9857543948182241,1.1694087005058804,1.2402060480705621,0.9724759130290226,1.194942527082652,1.2675199132960755,1.0252159774402456,1.2243526921113541,1.2734041108344798,1.0351150288806656,1.1697576340880387,1.215737925572021,0.987764106001344,1.0981277266425893,1.1371730617813198,0.922692966251002,1.2069003980836632,1.2824066933405784,1.0175079186417568,1.1966812403584015,1.2593927413986694,0.992576557342976
Shadow Shiftry,Snarl or Razor Leaf,Leaf Blade,50,1.2485558755567274,1.2274881164291658,1.0417490737547463,1.2520754415981084,1.2292276913622593,1.044381130307186,1.1385528506289266,1.0596032870339045,0.9897013655371955,1.2271516946986436,1.1758940697785567,1.0379533830099477,1.335195523414081,1.227899093028335,1.1349715959521811,1.2107154537466827,1.2167158994677356,1.0087494942802526,1.1135610014979902,1.1612247561959992,0.9668804821931092,1.202761689582115,1.2270398168492334,0.9958976094780964,1.2186332612318584,1.2287072255437446,1.0154693639877657,1.1042969755436267,1.1482523131700484,0.9549540689793806,1.182783765619944,1.2131186666668103,0.996047228075525,1.218517351995623,1.219739465629003,1.0042349648380957,1.163907582070652,1.2087039140120792,0.973752462848524,1.1837456941988724,1.2640936843402013,0.9896156895711007,1.1998050934307405,1.2536391756502807,1.0114285661925881,1.1939665091466183,1.2213660581543122,1.0033431127057217,1.1430645475238739,1.1511399665737014,0.949691296391212,1.2039197487634767,1.289269679322431,1.0019828245208735,1.2137516491709521,1.2139693692466444,1.0177040286269439
Shadow Poliwrath,Bubble,Hydro Pump,50,1.467295962322561,1.4686833179645653,1.4675984136173914,1.465780643465879,1.4828964912062153,1.4707670935973753,1.3766490242032718,1.2582039851568938,1.4289246605909074,1.3620697419047736,1.3518203703972427,1.3643015136622216,1.388501548431676,1.3909501892285216,1.4023774704759058,1.3797448479398542,1.437247550714408,1.3885457449755634,1.3991202772214015,1.460125397754616,1.406949825387196,1.3975911467254059,1.4269666691231937,1.39957241613768,1.370320249918784,1.434604629295383,1.3559639482516217,1.35312199663514,1.3948503690191867,1.3934879480731188,1.3495247314635999,1.4105603237974125,1.358188461169789,1.3461204360744885,1.4054354239776137,1.359599372881185,1.3638184404919373,1.444836487306792,1.37165805229816,1.400095050310507,1.491909107194106,1.400095050310507,1.397338584597942,1.4597799543113916,1.397361105143868,1.3307377625933248,1.406339071029239,1.338269544902973,1.3062034027655538,1.353731617876206,1.3271977897918779,1.4310425944457288,1.536788398029663,1.4304374532770603,1.3591562944295148,1.4251213778654819,1.3674623256855614
Shadow Tangrowth,Vine Whip,Power Whip or Solar Beam,35,1.24542227560415,1.2477546258287346,1.0272144141052528,1.249309859746676,1.2517664705871487,1.030849971530427,1.1866260274976932,1.0876670060254698,0.9851434545288095,1.177847743579137,1.1788091068238786,0.9479408825067864,1.1678133450623476,1.1721782399334215,0.9758098350839142,1.2324327337510532,1.264252556874095,1.0098582263598326,1.1974048250233231,1.250014035798644,0.9834092254049176,1.187044942226554,1.208379206818233,0.9934911411334119,1.2006797020296611,1.2291879674289676,1.0389379877597775,1.1286840126221267,1.162344850600027,0.9639657395742788,1.198065630047137,1.2546596339337326,0.9914822090086076,1.1563382907960515,1.2085723468170886,1.0183466567607944,1.1722968119199786,1.2351213881850676,0.9753965455934182,1.1970955808523713,1.2736064778238323,1.0271862735781518,1.2207341331452957,1.275497544222024,1.032143905066736,1.1930902693130243,1.2236209416108814,1.0058612799507511,1.146823150803807,1.1484875781047608,0.9570139761933782,1.2100893874169112,1.2817104266194614,1.009278859378085,1.2095816932014836,1.2627339605513364,1.0065109293117196
Sceptile,Bullet Seed or Fury Cutter,Frenzy Plant,35,1.5154994925371044,1.4556518242055354,1.2589175311717065,1.5189582821874923,1.4599902434694412,1.258463605531126,1.4528096310961378,1.2525637981924063,1.230557820016229,1.343127099572724,1.3105077423362532,1.1357497383650856,1.4326700132169556,1.404339044501629,1.2129585611488034,1.4272383623758262,1.426153891013788,1.196121566056786,1.3531043937514693,1.3680165739689827,1.156582423574983,1.4138670342322617,1.3878338207502974,1.186308428468212,1.4460258704772266,1.4188585218504317,1.2278056534385617,1.366121300582632,1.3414721839705583,1.1690150167375675,1.3935085144215162,1.4237267777109155,1.1881934986701623,1.407427535200234,1.4060826494937624,1.1840720465307324,1.3588343886550112,1.4103846834016032,1.1287124267677695,1.3794191973355625,1.4533759815017684,1.1572485612466719,1.4087929089194597,1.4488050977067934,1.1980494682320821,1.42827828719735,1.4413164462680708,1.2040121451334074,1.3286892990299466,1.3282617330483668,1.1240389526918007,1.3755380204492489,1.4521514911684152,1.1663076263649848,1.435371720061974,1.4322839520253359,1.212765217235952
Exeggutor,Extrasensory or Confusion or Bullet Seed,Solar Beam,40,1.4902031915903013,1.5010900178004993,1.2784099679007705,1.4955139521750012,1.5131095267893215,1.270051463117231,1.696008555830772,1.3097244208783603,1.3788424231117342,1.3602417113349625,1.3710560138843615,1.1460931283741884,1.287772693447613,1.2745373042918429,1.1794138892289854,1.403376861376181,1.4359898927891426,1.1633865011216213,1.40969885014505,1.4602816277084767,1.161243304612832,1.4183776625390836,1.4276574100031514,1.188919111991346,1.4444503317469832,1.47520853254377,1.236756121248626,1.4025333136409825,1.3989465675408288,1.215878326995683,1.4218989047426147,1.4947035621877374,1.2260244849258302,1.3872827377471413,1.431733587521755,1.1740021082102656,1.3829976336205378,1.4541844776261832,1.158224181603435,1.4430759138977864,1.5024459970944535,1.184437912561395,1.3923716435783557,1.4306961556857964,1.1897485497562548,1.4157401116335755,1.4379718696818442,1.2041262302207787,1.3124257852893146,1.331473692129502,1.102622626190291,1.401036637534615,1.506619090128234,1.1678635614228412,1.431251963013907,1.4595471186345512,1.209475776189058
Shadow Torterra,Razor Leaf,Frenzy Plant,35,1.296665185659074,1.260140546105452,1.073622743428313,1.2980064477982276,1.2658377957611149,1.0748814904575894,1.2676613059617285,1.0838648948790206,1.1755269530882357,1.1604239795881806,1.1628159428995015,0.967326057126098,1.172781088000602,1.1803737887070425,0.9963219396284799,1.198686901628995,1.2485937523830921,1.0162939435452527,1.2311253986758126,1.2743902656115864,1.020326500436834,1.2158004717272852,1.2322085524919737,1.0091990894307978,1.2050410992439338,1.2589337584081448,1.0174471958568017,1.156214988684937,1.1763940635042438,0.9880356952798589,1.1868691600927754,1.2584698366187246,1.0100801493049554,1.200518787938257,1.238391811418124,1.0288584898538549,1.2077161617014607,1.2654510794878564,0.9939104865562458,1.2399948027106853,1.299201670540938,1.0313733980006643,1.2637589641852052,1.3170917300930898,1.045384601444369,1.3154576607697006,1.2616331168026351,1.1098427616671764,1.1605521901879452,1.1558344373331115,0.983716065921507,1.2306737047093348,1.3056696968725372,1.0384394580392144,1.2050460842687873,1.2546935672482904,1.0006248784705967
Leavanny,Razor Leaf,Leaf Blade,30,1.6894102654279992,1.6557846224822637,1.4224840247195698,1.691817071162281,1.66185791946983,1.4231518330345858,1.5565432156465768,1.451396941473682,1.3465033139163947,1.5868125734931788,1.5957209067376752,1.3200038605700988,1.6656166908309447,1.641210124509886,1.3802304664055633,1.6960999945715927,1.7367412105225974,1.4247552981046716,1.6299308009607236,1.646788199711327,1.3869616032584267,1.6334272368624245,1.6365599385843512,1.3653777058677792,1.7327232196723563,1.7107746365560794,1.4541872561618423,1.5153862399241496,1.5657382068483112,1.2695408292446235,1.6657859217606754,1.7018324878016906,1.3999032394513051,1.6414123869837656,1.674837843177367,1.3600432096953725,1.6279736422665894,1.6742236559937866,1.3434843754200996,1.6698054132374758,1.745557498342721,1.3691584866284467,1.674611098068018,1.7297455890985898,1.3821252024252957,1.6676582147411205,1.71249269767608,1.3732616760572975,1.5889697871642994,1.6038812417175763,1.3034333184538107,1.650132216426562,1.7589761200427279,1.3805493689555492,1.6969425554935755,1.7041803243517089,1.4118550327888124
