Attacker,Fast Move,Charged Move,Level,"Arceus (Ground), Tier 5","Arceus (Ground), Tier 5","Arceus (Rock), Tier 5","Arceus (Rock), Tier 5","Arceus (Water), Tier 5","Arceus (Water), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Manaphy, Tier 5","Manaphy, Tier 5","Phione, Tier 5","Phione, Tier 5","Urshifu (Rapid Strike), Tier 5","Urshifu (Rapid Strike), Tier 5","Groudon, Tier 5","Groudon, Tier 5","Kyogre, Tier 5","Kyogre, Tier 5","Regirock, Tier 5","Regirock, Tier 5","Suicune, Tier 5","Suicune, Tier 5","Tapu Fini, Tier 5","Tapu Fini, Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Swampert, Mega Tier","Mega Swampert, Mega Tier","Mega Blastoise, Mega Tier","Mega Blastoise, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Slowbro, Mega Tier","Mega Slowbro, Mega Tier","Alomomola, Tier 3","Alomomola, Tier 3","Azumarill, Tier 3","Azumarill, Tier 3","Blastoise, Tier 3","Blastoise, Tier 3","Boldore, Tier 3","Boldore, Tier 3","Brionne, Tier 3","Brionne, Tier 3","Claydol, Tier 3","Claydol, Tier 3","Cloyster, Tier 3","Cloyster, Tier 3","Corsola, Tier 3","Corsola, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Dewgong, Tier 3","Dewgong, Tier 3","Donphan, Tier 3","Donphan, Tier 3","Feraligatr, Tier 3","Feraligatr, Tier 3","Floatzel, Tier 3","Floatzel, Tier 3","Golem, Tier 3","Golem, Tier 3","Golurk, Tier 3","Golurk, Tier 3","Graveler, Tier 3","Graveler, Tier 3","Hippowdon, Tier 3","Hippowdon, Tier 3","Kabutops, Tier 3","Kabutops, Tier 3","Lapras, Tier 3","Lapras, Tier 3","Lumineon, Tier 3","Lumineon, Tier 3","Marowak, Tier 3","Marowak, Tier 3","Nosepass, Tier 3","Nosepass, Tier 3","Octillery, Tier 3","Octillery, Tier 3","Omastar, Tier 3","Omastar, Tier 3","Onix, Tier 3","Onix, Tier 3","Piloswine, Tier 3","Piloswine, Tier 3","Politoed, Tier 3","Politoed, Tier 3","Poliwrath, Tier 3","Poliwrath, Tier 3","Quagsire, Tier 3","Quagsire, Tier 3","Rhydon, Tier 3","Rhydon, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Slowbro, Tier 3","Slowbro, Tier 3","Slowking, Tier 3","Slowking, Tier 3","Starmie, Tier 3","Starmie, Tier 3","Stunfisk, Tier 3","Stunfisk, Tier 3","Sudowoodo, Tier 3","Sudowoodo, Tier 3","Vaporeon, Tier 3","Vaporeon, Tier 3","Walrein, Tier 3","Walrein, Tier 3","Whiscash, Tier 3","Whiscash, Tier 3"
Mega Venusaur,Razor Leaf,Solar Beam,45,1.314928310331316,1.2688543913863692,1.3191759118374928,1.272161304561531,1.32186640653442,1.273584239504154,1.145428911297695,1.1522059113339218,1.2450541674254862,1.2811125250505173,1.209655008675511,1.2787629425235314,1.09190616802798,1.1132569978268527,1.114095446929232,1.0989281558757502,1.2537658408321746,1.24583744555998,1.1604636976809946,1.1703201666904892,1.2330667025064743,1.2530280783697128,1.2331647745212095,1.2382134237343274,1.1285322235410782,1.1154201916113646,1.2675992691050613,1.2347231447665956,1.1651746858156289,1.1574051169650132,1.2511684503911915,1.2340730759665428,1.259267713904702,1.2484857448099884,1.2599371028004434,1.268257347539764,1.2648622451862388,1.2934026280228086,1.2600570042376962,1.2844777445704516,1.2380165995345074,1.2481935362961514,1.2450653066629613,1.3010070061033665,1.2582491432952627,1.3416185135491028,1.2516060874957955,1.2957582907750909,1.2486697255547814,1.2415830219623898,1.252934211129904,1.3203751500111722,1.2223734820351477,1.3108620179037738,1.2615921862682427,1.3080599298711297,1.2253313626800686,1.254626893639903,1.2360256985776732,1.257031737189439,1.2561875876683475,1.3194176282750278,1.2693257275923187,1.303928550710562,1.1822345818970874,1.2153039554801235,1.245856488816954,1.286769197194742,1.226120663862826,1.268243648246329,1.2410835171683945,1.2994787717505731,1.2661103846936645,1.3053488701590987,1.2388593602194258,1.3081429224481422,1.2482717174673947,1.2885867348696938,1.2547978712848622,1.3014934403492302,1.2697514047672864,1.34526265281925,1.2515914321574007,1.3275307014238231,1.2773651612855934,1.3202481902623684,1.2556730737138004,1.280321659439326,1.237424386618316,1.2838716675087958,1.2126616642952255,1.2493085656186926,1.2783390126054242,1.311550402730245,1.1708171866208401,1.1949800521531806,1.2294537195702337,1.2972004762345724,1.3007060888819242,1.2898651020729885,1.2251515799531494,1.2138667186372183,1.2652452796565599,1.2572635039925546,1.253352998452553,1.3362218333448646,1.2494908725536003,1.2796035258242107,1.2570508986485143,1.300784997382287,1.2444267552339883,1.2775652619095796,1.259487943450709,1.3627825696707832
Mega Venusaur,Vine Whip,Solar Beam,45,1.309002859556732,1.2388018686452325,1.305036473783907,1.2452771320290492,1.3020420488788669,1.2420608972192964,1.1054680789604272,1.1038214499365602,1.2270915177464299,1.2530608675042016,1.1507536030632766,1.224713128387901,1.04631469253259,1.0520177960671133,1.0475927509015788,1.0126747301097228,1.1697141101039608,1.1519140296814212,1.0945828621563625,1.108536320181451,1.2079047971389814,1.2308547023369096,1.1719444351179664,1.1728424077437798,1.0873302692602165,1.0604752505557913,1.1624747316095274,1.1853788639955112,1.119440675897099,1.1090590447286597,1.2116324822947102,1.1964455659580862,1.1756263913751308,1.1688965317358369,1.2132475517793893,1.2179506679319971,1.2229769703147668,1.240619190902815,1.2460669822365886,1.2738257548396417,1.2023309764731984,1.2335972456292899,1.1809754252953728,1.2232715948334931,1.1867415689189547,1.2693816298194025,1.2110469864262687,1.2613452511932421,1.1719304388765144,1.1767906455991655,1.2294260139719406,1.3477017918473828,1.1759240608260701,1.2479400090137762,1.1857237907564522,1.2286910642158781,1.1507608259708497,1.2085321237837874,1.1873716613634806,1.1973877577819505,1.1902559693108914,1.2776699446710054,1.1935908867997038,1.248211901607346,1.1264808250979925,1.1851082164573865,1.1712633138751976,1.207118628497394,1.1611608327299132,1.2119301221310532,1.1964215716431474,1.255870132477013,1.208346830954807,1.2209982088247286,1.1896502139256973,1.237561708046198,1.1846315980010171,1.2500430977190888,1.1852010141931866,1.2586534444924626,1.182417904884268,1.2837068804847391,1.1942159799189225,1.2578853488571122,1.2104694474993336,1.2619520263502604,1.2126278626427258,1.2411521403201682,1.1999034313555563,1.2822937607010232,1.1467396698839092,1.2097668521238054,1.237465863457531,1.276887012554846,1.126653859811059,1.1452012010511359,1.2155610073707812,1.2576158090045928,1.249974915900694,1.279032286540252,1.1937433339918508,1.190096499955128,1.1949796419021965,1.1985180024718722,1.2072221556593188,1.2595115670388752,1.1752117024261537,1.2114419404889951,1.2055243331250536,1.280319229103272,1.171311162166932,1.2028012075698815,1.2562706829984582,1.2920571990972773
Mega Venusaur,Razor Leaf,Petal Blizzard,45,1.4070043231407061,1.3582622231893593,1.4066124343519495,1.3632963848591795,1.4073741880858888,1.3639967978862864,1.2368978548193659,1.2479962799856834,1.3509921846658353,1.380389082926185,1.3127861986905982,1.387792927905606,1.2044804605147748,1.2182364015135394,1.2152741954543795,1.1658847455886934,1.3594356680842539,1.3472171947517413,1.2428858353337073,1.2527657644016148,1.3373657934085583,1.3636189342089036,1.3246913221885561,1.3399099048846383,1.2003530018711899,1.1986093183206306,1.3240239746968392,1.3478499986811279,1.2677712783430874,1.2556124200954935,1.3352039142137333,1.3285173962024295,1.343123780070452,1.3477176024108357,1.3557343870400973,1.3820061630909564,1.3582558664286042,1.4010259522592234,1.385756276786574,1.4247475026786576,1.3141007161529208,1.3582684174770525,1.3555722988015284,1.3993500624843138,1.3478183637913488,1.401033733674301,1.3576598351312146,1.39628896720498,1.3168458893754758,1.3272942776885501,1.3781734669265133,1.4623562297364685,1.3519366677506994,1.4053672070837495,1.359798887234223,1.4018379797864593,1.324555260566554,1.3628310154950078,1.3448205746903568,1.3602723743221161,1.3530249333848454,1.4155109239758281,1.3625908981845045,1.396023961316303,1.2594652876876284,1.306920874675466,1.3528711326105798,1.405061771377919,1.3090507461309202,1.3634097168956012,1.3271535108948644,1.385734211098111,1.3989980347463136,1.4312560412081567,1.3511706612930021,1.3997780027421516,1.3404631953961441,1.3927436331365832,1.3498990733915701,1.4297585749894466,1.3650326952894198,1.4311717563457416,1.3678149599433056,1.4232666275736199,1.3519214037019625,1.401200064100071,1.3555348053204834,1.3759188533951,1.3455878592465427,1.3979424123111015,1.3050571996008495,1.360633527204358,1.3625259946590478,1.4118461936540803,1.2724998882843697,1.2885011702512568,1.3234435896875854,1.379144947504868,1.399742425125409,1.4008670770845075,1.3344412370926386,1.31232104887315,1.3665789455947401,1.362964045421004,1.3505391763937569,1.4236745197767762,1.3425836317699356,1.3957391372453185,1.3499573797263262,1.4208619688755053,1.3509056379810724,1.3845777440536677,1.373461100947492,1.4241840696825165
Mega Venusaur,Vine Whip,Petal Blizzard,45,1.392278666540156,1.3558189394356908,1.391677146087396,1.3592785775567686,1.3916205734100018,1.3633523279539201,1.202392692895799,1.2169445823466962,1.3559726205030564,1.3893872293596201,1.258277417582645,1.339187152237619,1.1381025997022003,1.1645137289424499,1.1471893926299965,1.0862817602657975,1.2739260399314727,1.2501053061293137,1.1824651323099162,1.1929540245961956,1.3249556337865334,1.357118440929831,1.278711636907473,1.2900741408184628,1.1752264695896506,1.160617296364219,1.2776730540042154,1.2968273932133239,1.2412456121372477,1.2156314478135863,1.3334869165747971,1.3199653680930854,1.2907447184280707,1.286489999822763,1.312963356013834,1.322382323167279,1.3270830205248323,1.3564234495737615,1.3488747193429163,1.4099439325399692,1.3264543884864328,1.3705761331049509,1.29195601045927,1.3515328797264268,1.3065441684081265,1.375670676309757,1.3518790778663285,1.3999036677390473,1.2692518376030268,1.283606966303561,1.3924656287595276,1.4623775679471072,1.2877272248578722,1.3835669799081483,1.2945613250097046,1.348636918471246,1.2880566487513,1.3367102558281723,1.3021392862675405,1.3377031379588955,1.3551780954706998,1.4233261136520945,1.325756201440175,1.379305664314102,1.2490824635469389,1.2999334917758627,1.309156745942963,1.3695895526210151,1.2917542958179082,1.3400641282576835,1.312970544643241,1.3414395689337708,1.3170874325200732,1.359593651242403,1.324533169588773,1.38269004753923,1.3140418435266135,1.36564065492174,1.3038670289244323,1.3935834585332059,1.3137934863211158,1.3941561879156308,1.3275752932126694,1.4056217752738898,1.3421726136722518,1.394874885742845,1.3215938574793267,1.3729799668928786,1.3457358365301602,1.40362261698745,1.2736464352895283,1.333870779908432,1.3259197167118018,1.401466217506098,1.2376141000981655,1.2775797060990006,1.3116795463845843,1.3807814247096237,1.3959173929285495,1.4087327038065491,1.3231433436474738,1.3185724724111305,1.3305889483299902,1.331296676733938,1.3393719086921962,1.4161902094031444,1.2802037753991469,1.3351332313190862,1.3516110146896176,1.4109593281068173,1.2778084666477505,1.3226810499189552,1.349752392259012,1.4299057464815934
Mega Venusaur,Magical Leaf,Frenzy Plant,45,1.127589656355104,1.108913194205738,1.1258651176465269,1.1127735664050606,1.1260419025355217,1.1094499888204679,0.9949068652515753,1.0064532410794713,1.1066269994370985,1.1370925286647262,1.049530266283665,1.1131214171243682,0.936936717454831,0.9591633768486306,0.9502756196796768,0.9374129234986841,1.073185466454551,1.0641666940602756,1.0241343033437607,1.0378601845408126,1.0762220699993834,1.1082662782093968,1.0685345424729369,1.0891326228296039,0.967049836912398,0.9730947560342811,1.0418056078441715,1.0728583315548543,1.001130957047823,0.9985354810248818,1.0792235986835328,1.0887939320867044,1.0490203093793917,1.0642186431452767,1.1029865017803604,1.1228355254779705,1.0971666415367671,1.11312850834353,1.1045236391517383,1.1273182425599537,1.0828004789970276,1.1182080881045855,1.0881423562815646,1.1303235419279944,1.1067271385672188,1.149202278935894,1.082646566788878,1.1226426798374203,1.0700047025477923,1.0838375316011972,1.1253587024237068,1.1985692152658471,1.0881894416735798,1.1416563536732065,1.1012463460940818,1.13869526787027,1.0522521107925855,1.0873554645447208,1.0744872133645265,1.0942487876390996,1.0880690425361184,1.1454734663924817,1.0834178385070765,1.1174613351908742,1.0325004514804828,1.0699935129984492,1.0722891546778939,1.100655284776732,1.055621531429753,1.1020059537446578,1.0925141393615352,1.1391583414267963,1.0933990413907426,1.1274354453756987,1.0990680574225757,1.1506534276306208,1.0755743213179019,1.1182057473976075,1.0836179354472264,1.131909120267677,1.0889658057634124,1.138841369355651,1.0915525050759636,1.133401876110606,1.0979259513861641,1.138792841724341,1.0834151512413024,1.1168013469262121,1.0884020728480444,1.1388111524046245,1.026271329858621,1.0860824760394105,1.083236571366538,1.1082620070421123,1.0187152750582964,1.0468148552477756,1.0510012881823871,1.0814012252203598,1.1104742480590095,1.1353132871981724,1.0582093380537285,1.0691243386564644,1.0690344418589717,1.0842271162767239,1.1121935270482577,1.1774475395257082,1.0893374906824134,1.1311107456477918,1.0917337420846491,1.1480704104155615,1.0985934028427824,1.1195729816885127,1.0745648657274849,1.13943800300634
Shadow Tangela,Vine Whip,Power Whip or Solar Beam,30,1.6798925189988467,1.52448449288463,1.6783094061186872,1.520372737549944,,,,,,1.5168251367187213,1.4420355771872018,1.472423331810345,,,1.4151187973904926,1.287997522564679,,,1.383776998810347,1.3626521788564905,,,1.4919283457171868,1.4738568862871657,1.43395652186478,1.394197646966439,,,1.4732906067730638,1.380915489043865,,,,,,,,,,,,,1.5085358347701838,1.4738054554766276,,1.4970276358377628,1.5129476788000784,1.486193019107882,,,1.5311856912647992,1.5899153130516748,,,,,1.4878562998256852,1.4334216374617679,,,,,1.5195635352572228,1.4918662388667456,1.4715077017890983,1.436535399953829,1.4945001267461833,1.4905523686009756,1.526411838685556,1.5107001381185823,1.5847526672548242,1.5341508647607014,,,,,1.4656045817408208,1.5095479264737235,1.4840418133119626,1.5654573422578981,,,1.572839934764675,1.5366785017286613,1.4640403284741759,1.523952575721263,1.537977705685458,1.5315653625573329,,,,,1.5300091627028956,1.5091241214707325,1.4413065299107186,1.4054217877672104,,,,,,,,,1.4703040893435417,1.5480156735950212,1.5259881905721417,1.4854567966260965,1.4537494849427417,1.4854517933665021,,,1.4583404937842794,1.5318082400479969
Shaymin (Land),Hidden Power Grass,Solar Beam or Grass Knot,40,1.4506957042636164,1.4731082542689289,1.4500021385928477,1.4814826989733287,,,,,,,,,,,1.2588165712821844,1.252271635182315,,,1.3525943027497722,1.3717695134116485,,,,,1.2664052494964768,1.2969333392195213,,,1.3387840670339388,1.3592241633411375,,,,,,,,,,,,,1.4286418151119722,1.5017926614921484,,,1.4330851671348048,,,,1.4987950273978479,1.5991675730227009,,,,,1.3971914858002235,1.4670337878649282,,,,,1.4241640427115174,1.4988523192842251,1.3607310357084974,,1.4147531910548572,1.496234651770387,1.3994161901728899,1.4840881815379596,1.4385461484286375,,,,,,1.4272846695039996,1.5119158509555835,1.4718444436763722,1.5606514429831733,,,1.4790955016140817,,,,1.4465848546142197,,,,,,1.4599085950224102,1.5247867921380247,1.3245087755630587,1.3812616610696737,,,,,,,,,,,1.4262520100704108,,,,,,1.4740849116011587,
Kartana,Razor Leaf,Leaf Blade,35,1.055349533889791,1.059189121828783,1.0585581772803951,1.060827785583497,1.058376540479337,1.0596359083727633,1.1034089295004381,1.0284902570067123,1.0516011317741465,1.0892380688788559,1.037572347688532,1.0508943299289255,1.2012039521435875,1.080519162393469,1.0459834763197753,0.9056437406673242,1.0790038212173312,1.04783645594993,1.1043231361349042,1.0155667470571799,1.0500890214576395,1.0615110332655073,1.0712223071043194,1.0638396157306753,1.0808665571609812,0.9839321018245422,1.0429525469818213,1.0502995038642953,1.060160116672241,0.9780763173016517,1.0464439102708158,1.0459741714322417,1.0337718932791788,1.0386679010993771,1.0349315447946488,1.0495324440044407,1.045020960230119,1.0539954172743524,1.0469056615982857,1.081660301093133,1.0435957573761547,1.0578505077285811,1.0615858795017221,1.0617545135787603,1.0374522949090155,1.0984728527060026,1.029019408938888,1.0423834685753595,1.038676958484854,1.0199047666021768,1.0637686949804892,1.0970317394785012,1.0505469189627805,1.0607370605059596,1.0504196406711763,1.0728889459499882,1.0394312608761505,1.0259186331537105,1.0528015726214035,1.0405914653368618,1.0606112166599748,1.0717362742844756,1.0536595084033975,1.061626628193434,1.0515882898071625,1.047798172290571,1.0339906739392704,1.061213473674586,1.0455475922115662,1.0537412555196692,1.0426980350179123,1.0571761403793454,1.043370131939659,1.0621849327932977,1.0403432198637843,1.0729915014762659,1.0572422988530121,1.067407256215391,1.021150096773026,1.072090109698975,1.0386188074249436,1.0729225900855353,1.0542066995378367,1.0845345417434542,1.0453987735058197,1.0802069446766296,1.0430345735394033,1.0485867014458652,1.0326076658316776,1.0647135080572205,1.0221042400105222,1.035546117398887,1.033760442967803,1.072081512589233,1.0711436365095328,1.0239848652949748,1.037539664904103,1.0566993998209697,1.0483223182551153,1.0666864568830814,1.0510829847485583,1.0051393978741634,1.0465544327755414,1.0262298867822681,1.0445608170249532,1.0992412954003532,1.0303315537467423,1.042018108299826,1.0506844480054645,1.0652815619965386,1.0274217285295717,1.0356003789703923,1.0517114634399358,1.0708906105441462
Cacturne,Sucker Punch,Grass Knot,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3526338365996018,1.3733235374455066,,,,,,,,,,,,,,,,,1.3496175332866478,1.375359747992065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Tangrowth,Vine Whip,Power Whip or Solar Beam,30,1.2993673143139386,1.2910935574465234,1.3039021906627286,1.2911812814817802,1.3020289689684812,1.2924802552591903,1.2026677419323997,1.214224104090709,1.2437166073105996,1.2842501579796475,1.2563850242872898,1.290100116915797,1.1511907081483508,1.1704638428385892,1.1869393623370827,1.0914150965881428,1.3288977983947599,1.2796754010233233,1.2259584048885914,1.2203722726211386,1.2731701465963743,1.2787824966857813,1.2983109740869418,1.2944003186846393,1.1487302027516069,1.1442186488986168,1.2912998803423312,1.2807370336887893,1.279533653431043,1.1792122862141963,1.2550757955193184,1.2600484659231517,1.2709763900403372,1.2984687969774686,1.2803593385649337,1.295943483175251,1.2699812109721527,1.3035462830142959,1.3138606601536165,1.3578574201820284,1.234903670059792,1.2762568504429619,1.2771494813258362,1.2933438464389935,1.2505799606671621,1.340537211139733,1.2425303097936664,1.2936916983734634,1.2706962460080333,1.2688456045441485,1.3109305797867066,1.3920866017641758,1.2682804231761762,1.3161306073497432,1.2907177289880598,1.3045581057654736,1.2760084568725791,1.2962973222495813,1.2751578901395624,1.2929576593700047,1.2753862807361458,1.3331520123432485,1.281637269247573,1.2988090796751135,1.2108944326342803,1.2416283265768229,1.2476693474032559,1.2834724486359879,1.2499222964335208,1.3000628024127456,1.2824723582454438,1.2977175047749916,1.2784807993471405,1.3112552166261904,1.2991349600168574,1.3416070603274994,1.2601114156129543,1.3191944842796137,1.2806802331660543,1.3677604315999876,1.2894668625608203,1.340111310706369,1.2718455880277706,1.3303071102154453,1.296794324496632,1.3460287990134943,1.2660667814479105,1.2967963853472197,1.2561185438097362,1.3040422862674101,1.2058974052184157,1.2411570348208703,1.268121781604463,1.3262241429665385,1.1828931897671366,1.1982601672034623,1.279426339151003,1.2708610905680249,1.2725959613272089,1.2976362357196012,1.2261441691143868,1.2171825662098807,1.239521677098712,1.2424173094159046,1.2849606894491798,1.3700038981486324,1.2596354572512398,1.294575214557719,1.241765722677872,1.313748085077347,1.2807209459055566,1.2867486854405372,1.2985301945341916,1.3565202755616195
Leafeon,Razor Leaf,Leaf Blade or Solar Beam,40,1.4679216974998435,1.4633190686924278,1.4714834156269232,1.4657885536542632,,,,,,,,,,,1.327251971872842,1.2084318304436865,,,1.3715561267101286,1.3807039450797893,,,,,1.272637068375415,1.2702509200241439,,,1.3254646643688175,1.3277538707971048,,,,,,,,,,,,,1.4190675716881156,1.4731949613159692,,,1.431796985810063,,,,1.459146856313343,1.5397709027898008,,,,,1.3869942069163705,1.429207170047354,,,,,1.4209502696285226,1.4594479394676254,1.3442276915035851,1.3859811954973025,1.4127979788754923,1.4677503474333384,1.3766528781713503,1.430675758925762,1.4339214652026708,1.4792442027732697,,,,,1.3994530175787647,1.459358218501384,1.4423098843307611,1.5145099073565886,,,1.422240150127513,1.4899540809443101,1.439606615339098,1.493124819413118,1.4205944564992294,1.4484328573639729,,,,,1.4342446999885583,1.4684816590197727,1.335247314380276,1.3571171505354904,,,,,,,,,1.4518896739561482,1.54080001485009,1.4122044472703161,1.4653742451618337,,,,,1.4588821450190976,1.4571971296870903
Virizion,Double Kick,Leaf Blade,35,,,1.5874921543483327,1.5880831448900683,,,,,,,,,,,1.4578460979977008,,,,1.4637664567585666,1.4816354983627695,,,,,1.355155727707732,1.3663683678115468,1.4900559441565573,1.548292180527213,,,,,1.4810224356355595,1.5079365791441717,,,,,,,,,1.5448023419986674,1.6053134313748052,,,,,1.566303365179784,,,,1.5337660811420684,,,,,,,,,,,,,,,,,,,,1.597677787397901,,,,,,1.5683088788097104,1.6460718425970344,,,,,,,1.5501125528924424,1.6032694502387004,,,,,,,,,1.4901682001927732,,,,,,,,,,1.5627754340802982,1.6447640706523896,,,1.5528862267100312,,,
Kartana,Razor Leaf,Leaf Blade,50,0.9247625889906594,0.9326873526686262,0.924934443721686,0.9320060574043793,0.9256647366848171,0.932404065729014,0.9977237009722968,0.9183070365277657,0.9417671035719599,0.9572551399299691,0.937365294919063,0.9507351753667939,0.9753813191241238,0.9373373947882091,0.9041943059989301,0.8151171806572703,0.9246243189502871,0.9317141831111138,0.8949825816197003,0.8927482784577728,0.9321570747009494,0.9486403513842644,0.9327084132307809,0.9472879947003606,0.9530752558772774,0.8783516268550087,0.9283996326341712,0.9188153171407812,0.8957812504652102,0.8745374321785534,0.9213622303390594,0.9224159542793676,0.9210809047384728,0.9274175334795994,0.9051745933302491,0.9207036255465372,0.9222279660322322,0.9515203098164121,0.932231321631513,0.967545732808437,0.9231664101267357,0.960208727502229,0.9191109835817372,0.9541562719832739,0.9334209127898732,0.9810304377570308,0.92875280470113,0.9591178826083397,0.9189902685896265,0.9306493424762446,0.9549999630058761,0.9975301539103528,0.9431258596253819,0.972976248397613,0.9284002490653279,0.9594976545392538,0.9099249746971527,0.9318036699034806,0.9227092721262,0.9371399025421437,0.9415728063894462,0.9686385346049219,0.9188684694049776,0.9531673885075483,0.9384603374036218,0.9364237462199563,0.9084204643708447,0.9415014338869587,0.9283092571282053,0.9488959785575245,0.9273629379140595,0.9431777443057695,0.9419864048684368,0.9674897598045087,0.9259872239681268,0.9638858421470923,0.9183788047530562,0.946729310652343,0.9241946673284073,0.9725160030726162,0.9246147547159337,0.9721996454870985,0.9264924878566027,0.982935479283535,0.9367738727458836,0.9720903648104456,0.9310529458252959,0.9457966037581912,0.917912279446513,0.9559891793433344,0.9149592077724449,0.9373289698144105,0.9387903073345109,0.9472475962168615,0.9083318237708757,0.8872798901775294,0.9242358137327621,0.9286998961042306,0.9257435666042597,0.9587822392390308,0.9341797948091252,0.9075609303874007,0.9155948295253264,0.9213475206878758,0.9318563118788907,0.9887804194812931,0.9228691259724945,0.9531536391665798,0.9359671671771662,0.9824812825158746,0.9295717246575379,0.9408026734225641,0.9210673975741683,0.9672212336056744
Exeggutor,Bullet Seed or Confusion or Extrasensory,Solar Beam,40,1.4978246990780066,1.50439217232565,1.50240301576169,1.508131413143787,,,1.3599083573580717,1.2912362407755256,,,,,1.180622234140184,1.1847692445406466,,1.2744062130557707,,,1.3555236012287795,1.3725868005225816,,,,,1.1765556452545947,1.164463315678423,,,1.3774668547025681,1.3568720604917186,,,,,,,,,,,,,1.4011550368188563,1.4367702119725931,,,1.4032693962350897,1.466671744036429,,,1.4923806902511603,1.5300299060497227,,,,,1.395537736886681,1.4314086232992096,,,,,1.434381233701826,1.4857365761259642,,1.4039492640694664,1.4108826073722394,1.4793421242315303,1.3983403283335252,1.4328116688372265,1.4449114324343124,1.4841635467248817,,,,,1.3883923274623846,1.4528608047053424,1.4345560309160548,1.4952902595656805,,,1.4043572925744323,1.4768411997489184,1.3935343227577042,1.4375363337243545,1.4258527347922823,1.4497294065682171,,,1.2498870966221538,1.276566424108969,1.3892578950825798,1.4135627123944445,1.3096933610163863,1.322339954746761,,,,,,,,,1.3974810534788866,1.5101417677344668,1.4281417673689145,1.4564011919492224,,,,,1.4210520296929399,1.467225980260121
Shadow Torterra,Razor Leaf,Frenzy Plant,40,1.1964468033246538,1.191327905118548,1.1984772366330014,1.1951738093378401,1.2010025846092485,1.1947615717161533,1.1106840774442048,1.1199428399445142,1.2190463605832516,1.248190772668815,1.1740014190016466,1.207048835466207,1.0736640837777458,1.0904349829714908,1.1865658469606999,1.0203430874571002,1.3064797288567844,1.225110915448543,1.083232543621893,1.0920566987540608,1.2031840104359355,1.20577252127266,1.2142230320726357,1.210306134246796,1.0172125159358076,1.0306904747692303,1.168972646592634,1.1961455363373243,1.1147423504553848,1.1044092376110177,,1.2064516793240307,1.1791246534592958,1.1947126880909726,1.1968564350914859,1.206664426676413,1.1997389296304242,1.2141445173696708,1.2178388050178175,1.2292387120172397,1.2083007732026243,1.2296039730846664,1.1488390987337442,1.204708669120809,1.1959947592577873,1.2655617162456776,1.1647204480958906,1.2048195733251659,1.2651227632819753,1.2413806131560499,1.218811482384138,1.2657874495215178,1.195112912115061,1.2184155641479781,1.308256413679096,1.236434039501608,1.1513864923347092,1.1715789976554358,1.1731374034423736,1.2036242076181505,1.1912518334207136,1.2301236920683107,1.1469074094071454,1.1969880841876819,1.1190195971215118,1.1468276132181978,1.1516408374369949,1.2056390244975412,1.1323718329207588,1.1781405550413282,1.1613044426293488,1.2002598869807848,1.2715153067935738,1.2440276051718306,1.187629339846907,1.230192414945614,1.1548296218147696,1.2072980066594894,1.178060134233438,1.2387055579265023,1.208691712566967,1.2474153075022703,1.194364619215076,1.230346043680165,1.2122653083207309,1.2537215813006979,1.2187016004507971,1.2380757661608992,1.2291781386029386,1.2281224141603422,1.1582097311113304,1.1785161752428268,1.1790729540510958,1.2233848153257385,1.0879249578483714,1.0965591585915084,1.1668393248646278,1.2118937279916455,1.1892595683222589,1.2230318590715774,1.1963521293166337,1.1430096103067555,1.1768255202919202,1.204067664446643,1.202391201996662,1.2804307032361384,1.150983951498941,1.1996017265111079,1.2191276482032745,1.248066594199598,1.2302443860633907,1.2064126875274925,1.1899551267267445,1.234835512131274
Mega Abomasnow,Razor Leaf,Energy Ball,40,1.574504956167289,1.5232501147212725,,,,,,,,,,,,,1.4673041540210072,1.2510668772531137,,,,,,,,,,,,,1.356719719653159,1.3399219091929508,,,,,,,,,,,,,,,,,1.4400013613791043,1.4775468426573655,,,,1.5719279709610925,,,,,1.4550926956336894,1.4544722731529847,,,,,,,1.423135970317826,1.4231192159113788,,,1.49029161725777,1.5098846266673267,,1.5203055181326255,,,,,1.4328466798927422,1.4757097831935937,,,,,,1.5348135801055696,1.4914027917739328,1.5310589075173215,1.4605315369632754,1.4873768608117042,,,,,1.4846948011915524,1.5179377102741625,,,,,,,,,,,1.480316273167406,1.5561865643810464,,,,,,,1.4585012220833666,1.5299689192826558
