Attacker,Fast Move,Charged Move,Level,"Arceus (Water), Tier 5","Arceus (Water), Tier 5","Arceus (Water), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Manaphy, Tier 5","Manaphy, Tier 5","Manaphy, Tier 5","Phione, Tier 5","Phione, Tier 5","Phione, Tier 5","Urshifu (Rapid Strike), Tier 5","Urshifu (Rapid Strike), Tier 5","Urshifu (Rapid Strike), Tier 5","Kyogre, Tier 5","Kyogre, Tier 5","Kyogre, Tier 5","Suicune, Tier 5","Suicune, Tier 5","Suicune, Tier 5","Tapu Fini, Tier 5","Tapu Fini, Tier 5","Tapu Fini, Tier 5","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Blastoise, Mega Tier","Mega Blastoise, Mega Tier","Mega Blastoise, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Slowbro, Mega Tier","Mega Slowbro, Mega Tier","Mega Slowbro, Mega Tier","Alomomola, Tier 3","Alomomola, Tier 3","Alomomola, Tier 3","Azumarill, Tier 3","Azumarill, Tier 3","Azumarill, Tier 3","Blastoise, Tier 3","Blastoise, Tier 3","Blastoise, Tier 3","Brionne, Tier 3","Brionne, Tier 3","Brionne, Tier 3","Cloyster, Tier 3","Cloyster, Tier 3","Cloyster, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Dewgong, Tier 3","Dewgong, Tier 3","Dewgong, Tier 3","Feraligatr, Tier 3","Feraligatr, Tier 3","Feraligatr, Tier 3","Floatzel, Tier 3","Floatzel, Tier 3","Floatzel, Tier 3","Lapras, Tier 3","Lapras, Tier 3","Lapras, Tier 3","Lumineon, Tier 3","Lumineon, Tier 3","Lumineon, Tier 3","Octillery, Tier 3","Octillery, Tier 3","Octillery, Tier 3","Politoed, Tier 3","Politoed, Tier 3","Politoed, Tier 3","Poliwrath, Tier 3","Poliwrath, Tier 3","Poliwrath, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Slowbro, Tier 3","Slowbro, Tier 3","Slowbro, Tier 3","Slowking, Tier 3","Slowking, Tier 3","Slowking, Tier 3","Starmie, Tier 3","Starmie, Tier 3","Starmie, Tier 3","Vaporeon, Tier 3","Vaporeon, Tier 3","Vaporeon, Tier 3","Walrein, Tier 3","Walrein, Tier 3","Walrein, Tier 3"
Shadow Venusaur,Vine Whip,Frenzy Plant,45,1.214638865095984,1.1619597629730674,1.003212539729043,1.0635294500295553,1.0740996796003521,0.8858744591202726,1.194490295157312,1.1728028253354408,0.9891270842211771,1.1001738553087639,1.1281322597877295,0.9278376927143651,1.0236038519324524,1.042652550128176,0.8575793653716114,1.2091264101656536,1.1098312349828872,1.0415828294820466,1.1509848239610307,1.1515673171784437,0.9490514493926502,1.1385076514500012,1.1065324420757716,0.968767193139291,1.11444956273395,1.113446620450191,0.9386987048675973,1.15698235590546,1.1287249602270113,0.9570955726461408,1.121882825134919,1.1129670664894102,0.9558506940448134,1.160860775012645,1.1415874815722429,0.9912979976069997,1.1674533044204458,1.1572051876109208,0.9814391930261425,1.1511110785057306,1.1829818347900414,0.9620390602427045,1.1289934447961436,1.1505915806212905,0.9284963682489462,1.1366011612848934,1.217561648457308,0.9521995377924055,1.0998645200227386,1.0888888235606027,0.9372260499153835,1.1164954118672323,1.1631332832808352,0.9500297896582018,1.1665441994587018,1.1886016772246513,0.9772959654634509,1.1142208185914733,1.128932854207309,0.9317896130836051,1.142235078404374,1.174874159269667,0.9634923090594525,1.1360001361214676,1.1599301264948003,0.9536238086917485,1.136648087827969,1.1823656428776061,0.9611331297925416,1.1333874619810689,1.1708685566090486,0.9641770462809852,1.1318047290497912,1.1756271717726012,0.9516981549862736,1.0807838554330866,1.1207183926022262,0.9038981045500497,1.1108367553592484,1.1558528601963196,0.9477861933732106,1.183268444859275,1.1889968531993516,0.9875493498992026,1.1593651884880636,1.1354921904305795,0.9766763350856724,1.1335107999425547,1.1213361589932147,0.9460665390907845,1.1465601033790043,1.1893456174452774,0.9341994678049425,1.130080625051949,1.1216731855104862,0.9375408594211948
Xurkitree,Spark or Thunder Shock,Power Whip or Discharge,35,1.1345747432048678,1.1150971927384508,1.0194211078096447,1.0780444656492287,1.079002597005905,0.9523014189002941,1.1351967728934997,1.152019935373708,1.019352567681088,1.1249528954949457,1.1513742092309647,1.0049334463381336,1.072362704174276,1.065641660427531,0.9456493242568142,1.1851899065126204,1.1257217101103822,1.0450528193374926,1.086621539339006,1.0917746678073745,0.9682059960383524,1.117351632195335,1.121506544712897,0.9941858958950134,1.212193811852104,1.1280773962107606,1.0731530994693337,1.1258409143450359,1.1099841169267093,0.9952918554092532,1.1577758266177531,1.1057913931780212,1.0429468886772668,1.1145660042866794,1.110044197837666,0.9984033953839413,1.1152641043709086,1.1118792594785052,1.0093591602061078,1.0991855677549842,1.1476569459994703,0.9746192506681596,1.0952220184295347,1.1016443267928282,0.99645368570023,1.1182138388008158,1.149913647746699,0.9975515542236829,1.0823776621684875,1.0733387751795629,0.965151311742988,1.1280156765227127,1.1266938594362361,0.994622195972605,1.099907596062423,1.1236580044413145,0.9871838080138949,1.0935259217115814,1.0791369869257452,0.972953488341418,1.1353806286560648,1.1370148149677992,0.999363738353598,1.1293258649766664,1.1238944875386687,1.0141589231221293,1.0955076022703634,1.124804484669818,0.9778418473631812,1.133921015794462,1.130366686890557,1.0096622610309425,1.1394237371659808,1.130795346529527,1.0259044850045143,1.0753214536393745,1.080234313034917,0.9613758157551622,1.0996948110660818,1.1212536796292991,0.9715078773836173,1.125950613931573,1.1200489214149776,1.013199595217163,1.0706006859718284,1.0622069485972019,0.9647226955934218,1.1108785115617095,1.0838011341993157,0.9772175802301181,1.167097940105106,1.1476558321892012,1.039221555253971,1.1333722481943782,1.0823912987590407,1.0346858534491148
Shadow Victreebel,Razor Leaf or Acid,Solar Beam or Leaf Blade,50,1.3614647452341497,1.2378196888858009,1.1456966952658592,1.1052557007619146,1.1247626699492022,0.9203179107689048,1.1721464586407038,1.2266742232223349,0.9916764481620949,1.1697419984457238,1.201585748143772,0.9672933923939855,1.074325922548817,1.100960918703855,0.9029781016632238,1.202273723693535,1.1629856026836052,1.0157815855318932,1.1724485332655072,1.1909418739980269,0.9804432189542482,1.1295545892581178,1.1449229901190905,0.9668372587253139,1.1442494778465455,1.1717588718128256,0.9539503816336269,1.1545166495681423,1.1897449880502404,0.9702096146182358,1.163797694138727,1.178578307406839,0.9698364616896986,1.2061692065613967,1.2324150812260277,1.0081626060248063,1.188092404937694,1.1932298472498437,1.000108060321439,1.18986338847154,1.2040076025715112,1.0002473619738996,1.1690823679209792,1.185633120797924,0.9875485577035703,1.1698918736549462,1.237939591991934,0.9701642153768956,1.1817224956755397,1.1609900196888565,1.0033523754399178,1.1698059001526067,1.1903272890962895,0.9722154357484087,1.2196109158662227,1.2161423833016,1.0169856946726048,1.1828414641277618,1.1858699738262826,0.9830199859099547,1.195525543972444,1.2090903940596884,0.9879827455239523,1.2136504963525336,1.197677738315641,1.0228189970596455,1.1660310333492083,1.2154688822472435,0.9858854636302847,1.194410473595927,1.2204069760525347,1.000468222716584,1.1580682253226966,1.2081859448957943,0.9680461592797062,1.108548054139131,1.142350363611966,0.9239640703228695,1.1561909862612934,1.165403575225092,0.9805153463624537,1.2121030505733252,1.251952786584858,1.0132271556974966,1.1899268295319076,1.1914613575959663,1.017958804624973,1.1568030146560677,1.179467003201939,0.9648479980790293,1.1500507978793095,1.2157178504468928,0.9565707061283327,1.2114613150688993,1.1849343339320921,1.0192292617884506
Thundurus (Therian),Volt Switch,Thunderbolt,50,1.0935888440117374,1.0920845121444598,1.0939379733588763,1.0143896470469473,1.02725866304996,1.0146656754662895,1.095219795219,1.1375765145884598,1.0953854689879312,1.0720886655172936,1.1020252521557643,1.0688798307136556,0.9795759761451717,1.0078284601194702,0.9784410729755322,1.16940483307354,1.1170266441707801,1.1703222004432414,1.0871266686706127,1.0925348667375754,1.0874777928073747,1.1021239533963842,1.0963965298010845,1.1014316240373792,1.068197401582167,1.1043031199718,1.0656319915208514,1.0820423390351208,1.080585564727269,1.0797454282863452,1.0729452508893293,1.0903113187031632,1.074532662323207,1.1004721966605917,1.10125312345536,1.1003434092124036,1.07797651734526,1.0898206440668727,1.07797651734526,1.0695423107483386,1.1050260567153039,1.0695423107483386,1.0568679437164712,1.078412337067287,1.0568679437164712,1.0688435693771106,1.1217919933364813,1.0688435693771106,1.099262410986127,1.078030108282723,1.0963239446787008,1.0752374499619892,1.1010907279949615,1.0752374499619892,1.0967303405883935,1.1165477277248927,1.0967303405883935,1.0757654299112578,1.0765941397194918,1.0757654299112578,1.0917195653108938,1.120345347208814,1.0917195653108938,1.0795862300047054,1.096063962692247,1.0795862300047054,1.071088239174344,1.1219338755611747,1.071088239174344,1.06686303667662,1.1179011170725324,1.06686303667662,1.0673681634891052,1.104123851219393,1.0673681634891052,1.0079169624504183,1.050432253791959,1.0079169624504183,1.058372189701268,1.1051874116138347,1.058372189701268,1.0755062793054697,1.1049290294195628,1.0755062793054697,1.0320383855365984,1.049804588237115,1.041728959901405,1.0824342793734063,1.0655177085046879,1.0782679296466684,1.0977039217862141,1.1201343026639121,1.0977039217862141,1.0593439591617921,1.0793398678966117,1.060293719403243
Shadow Magnezone,Spark or Charge Beam,Wild Charge,30,1.1641909776863362,1.1530593104745153,1.1648157803621448,1.3937330290113212,1.2169156415814215,1.3918412417243144,1.2566037331714421,1.2662255226201486,1.2566037331714421,1.2141659983463384,1.2265805373157403,1.214098016020363,1.4928956198165424,1.2632812984298951,1.4928956198165424,1.30456730456826,1.225807063499405,1.3051700913774347,1.1762096416789987,1.1766136584350722,1.1765914030706621,1.210147621277693,1.2092506296041496,1.2107088151536793,1.3420390482059743,1.2374960134093325,1.3403692362291768,1.1800193043147824,1.155375839857932,1.1811497814608047,1.291253484344196,1.2114665894570142,1.290656394076341,1.1717387096936658,1.190668521973369,1.1701667833428184,1.1771113718915427,1.2055807105907848,1.1771113718915427,1.1944123469553598,1.223415077530579,1.1944123469553598,1.185854911855452,1.2087287424398807,1.185854911855452,1.2160600386783293,1.255691788101349,1.2160600386783293,1.1183542759486402,1.1522205683277797,1.1183542759486402,1.2392229314924397,1.216051051075414,1.2392229314924397,1.1469119706346307,1.1804568778173363,1.1469119706346307,1.1780425389223943,1.1889694320468949,1.1780425389223943,1.2302296804121036,1.261855773240745,1.2302296804121036,1.1850755245093902,1.1890087477675753,1.1850755245093902,1.1589331391465,1.2158025235236127,1.1589331391465,1.1900520269493253,1.2270778064613348,1.1887799045908232,1.2106302634521648,1.2090197192563568,1.214425801559991,1.2008148546242128,1.2107396843043368,1.2023081667224818,1.2194345198823484,1.2168412773854584,1.2194345198823484,1.1965275357165233,1.2140332216279777,1.1965275357165233,1.164743446781645,1.1573343803836211,1.2097764593143627,1.1985641306559336,1.1808169265845658,1.1985641306559336,1.2719833472294009,1.253148597997876,1.2719833472294009,1.2311642898476847,1.1808157831358175,1.2311642898476847
Leafeon,Razor Leaf,Leaf Blade,35,1.5202581746833406,1.5105661506515642,1.2881457814777286,1.467930120808529,1.4590247641275969,1.2224679736326776,1.5036341403930227,1.535037459958792,1.2536313953901583,1.4732125479499705,1.5121847794128809,1.240857999069643,1.4340092746483648,1.453453110046987,1.1831647660087832,1.579426096884697,1.517619712619382,1.2997889195017778,1.489781801085214,1.5025022833425823,1.2543028001294858,1.4962977746607276,1.490555057127762,1.261890445734456,1.4790336504221588,1.4861647918699927,1.2335825601945214,1.4773858856924262,1.475991651033675,1.251998906247611,1.4852802430191958,1.5051889637361981,1.2166338949737414,1.4774612612392228,1.4937489882271002,1.244127184440174,1.501040714540721,1.5396697647115394,1.2629578161756094,1.5017279597659636,1.553197233458538,1.2671802766541462,1.5016813126392652,1.529106924097712,1.2392262186106053,1.5080474728963398,1.591729273511266,1.2534674140529185,1.4885704352703932,1.4698937315658547,1.258733765784811,1.4739056347383805,1.5256653107369251,1.2484559484318647,1.5295049388558635,1.5434507016789607,1.2822017209337369,1.479542101374754,1.5125379272684583,1.237196620323696,1.467591038184604,1.5339701286715073,1.2382923735951037,1.526296638781399,1.5586575052992482,1.2507864614112,1.5021231641390027,1.5467543692456605,1.2706083375283659,1.5190047070113453,1.5605910927642093,1.2623109958481542,1.4830818237062648,1.5359612683560748,1.2412020850664685,1.4259829597235982,1.4601405347490488,1.1970839383830498,1.4835927177531558,1.4889110054242773,1.2498859926396284,1.5151556393758019,1.5304515965939371,1.2715567406076023,1.4654078350989805,1.4529358649962603,1.2428075546301003,1.4591827416006231,1.4609542475517734,1.228380565221349,1.4708431427962945,1.534693078632866,1.2379852067993362,1.491283349765162,1.5243611656604372,1.2414528754544119
Mega Manectric,Thunder Fang,Wild Charge,30,1.2228162734178971,1.1971149129840004,1.2221033235199252,1.161578171139578,1.168576239430151,1.1605539017419324,1.2261438291713591,1.2310576276976684,1.2261438291713591,1.1836634674713198,1.217942985949399,1.1831122929989937,1.1523218543868958,1.1475883844043626,1.1523218543868958,1.291046790704928,1.2527395838668716,1.2945506084821314,1.1563607469324206,1.1721272756350969,1.1563454764767542,1.1755388671793747,1.173126482603458,1.175197674144332,1.2840071171134446,1.238042506048827,1.289085134393067,1.1803695724477656,1.1726063583154647,1.1815523708481337,1.2540898918331893,1.1969968396649735,1.255678627029208,1.2202633739289597,1.2037964956863398,1.2210646620912347,1.1910237121382465,1.1802040225165302,1.1910237121382465,1.1475176520514303,1.1920776073268806,1.1475176520514303,1.1524408729431446,1.1433114734670649,1.1524408729431446,1.1616559763628969,1.1940701929085573,1.1616559763628969,1.150635595227246,1.135928673706225,1.150635595227246,1.1941325306389976,1.1919051249415584,1.1941325306389976,1.1311306014411573,1.1508152206376971,1.1311306014411573,1.1504828266031897,1.133484419537473,1.1504828266031897,1.1951079854247197,1.2035596735928489,1.1951079854247197,1.1821439392898256,1.1756523195948818,1.1821439392898256,1.1518534667227904,1.181170314291323,1.1518534667227904,1.1897593158773403,1.1774110247960758,1.1915708014608788,1.199656274436452,1.1838230219572305,1.1954618947721178,1.1346620299476229,1.1382796069476082,1.1346620299476229,1.1698052912532302,1.172482200320695,1.1698052912532302,1.190987957288755,1.1788074280181655,1.190987957288755,1.139774057853091,1.1212071185647325,1.1392596942494597,1.1616309942290148,1.1397361790798612,1.1616309942290148,1.2143496402996627,1.2176862792615395,1.2143496402996627,1.1872234867011011,1.1445330114156393,1.2116841738853943
Mega Ampharos,Volt Switch or Charge Beam,Zap Cannon,45,1.267217972251823,1.227142975078695,1.2657565766121155,1.0915984128610643,1.1366540286442985,1.0915133471570542,1.1669045579001156,1.2118612682583934,1.1580288142544997,1.1148500316790737,1.1890547765003388,1.124392679718353,1.129732288456189,1.1393832275913163,1.1183041017433646,1.1614060585234511,1.1549511845888398,1.162049792407409,1.1606382087032927,1.1902257522505857,1.161339830743618,1.2014075149059043,1.1794400697688925,1.2007466651970218,1.1634044165429724,1.1685377065533555,1.1755453056546041,1.1769364223002865,1.1649334963052052,1.1805913039309395,1.2073496156566939,1.2171906840386426,1.2070699341332731,1.1755860728246252,1.1821625786844543,1.1845501109082968,1.1561809188620606,1.1958127730246084,1.1614796835547658,1.2023340060074161,1.2367795841158624,1.1988865513339113,1.1464793856270574,1.1721036595868994,1.1469188337056262,1.1770097498375416,1.2351106547733142,1.1770376054031226,1.1763768997873891,1.1769622412305758,1.1726187812507383,1.1189187045597608,1.2112582810111654,1.1189187045597608,1.14800447476541,1.2080762729912735,1.14800447476541,1.1457374388799952,1.1636837070624775,1.1550480364435929,1.157416682977424,1.2187075040031619,1.1526925160434378,1.1650820622664095,1.2124058356843739,1.1644824242971585,1.1513384961148385,1.1899724393497222,1.1515977583356258,1.1444283182050703,1.201531067464519,1.1458168270698754,1.1549761655175665,1.187719165605846,1.1577722707554616,1.093279244516167,1.1391234974572029,1.0969325179842382,1.105711493476264,1.146374138732231,1.105711493476264,1.1722434715331018,1.2120688343307342,1.173689146842208,1.1079012686547747,1.1412452036267604,1.1192101872017053,1.1183079044435558,1.1404711488873058,1.1183079044435558,1.1292580484786048,1.1914985963535618,1.1292580484786048,1.1632118292765825,1.1946158382432983,1.166922452229274
Shadow Luxray,Spark or Snarl,Wild Charge,35,1.2671224794278126,1.1756085072874531,1.2666991358065296,1.2353600509262916,1.1836641431958206,1.2455429160827918,1.2299476729434289,1.2182686187864966,1.230459244117621,1.1876216952652552,1.209996783780314,1.1883008973667029,1.1784387186211975,1.1468961114474796,1.1784387186211975,1.3313674755808274,1.2361486127494188,1.3235096984842798,1.161003109970403,1.18075623920952,1.1610207890152917,1.2085530387738774,1.2080906981334751,1.209322863362222,1.3507238209882908,1.22717008414404,1.3541139217740987,1.273040194478333,1.1793177692583512,1.2757539850010868,1.2818642601063175,1.2177379861415343,1.2940710385186103,1.2225796773406759,1.1843200202606399,1.2226832109372918,1.2119998514302104,1.1885961322822476,1.2119998514302104,1.203231788891698,1.2084227786706636,1.203231788891698,1.1623653854368918,1.1544630368907636,1.1623653854368918,1.1895977773206607,1.1983697286751036,1.1895977773206607,1.1851323055669607,1.1492681653193253,1.1851323055669607,1.2050205521985045,1.199666352737523,1.2050205521985045,1.1581663592641516,1.1530661429647087,1.1581663592641516,1.1940837051865405,1.1734894933607218,1.1940837051865405,1.2726766502396971,1.2363401748828988,1.2618157463578379,1.2076740767790521,1.1895444642736774,1.2076740767790521,1.1885143449991276,1.199309433131687,1.1885143449991276,1.2034913969156584,1.2074248841091773,1.2006802761552404,1.1993950168982452,1.1911558984093804,1.1994614007117739,1.1817741280568832,1.1632698384377262,1.1789389478992023,1.2326199923331218,1.1921728163250718,1.2319329998343516,1.1891033766431804,1.172795462332526,1.1891033766431804,1.1301277942061758,1.1116539673047379,1.1379445940579864,1.185349665041095,1.1628136770213875,1.185349665041095,1.2235720449694447,1.204156351599056,1.2219968446752618,1.2299625398460678,1.1610438057156898,1.2299625398460678
Venusaur,Vine Whip,Frenzy Plant,30,1.6702154611933748,1.5730421056532604,1.4176332925802502,1.4169399212043563,1.4168744358414227,1.2080782178060578,1.5734531124573314,1.5515241364721308,1.3300814289549177,1.490801749733937,1.519153761527663,1.2695967854367363,1.4015525285156671,1.4284971280646404,1.1514230825190177,1.607247221332461,1.4748584005241225,1.3714242262197354,1.5714291219632506,1.549795992492909,1.3314791050067825,1.5232300867692412,1.4858739083060215,1.2903172386264936,1.491261393256487,1.4910587665428525,1.2461651995213692,1.5874228616837318,1.5321296678952556,1.3234877947421058,1.5292010529204068,1.5115878092979436,1.2829414347772465,1.5679198380875565,1.5353174754494427,1.316753160508732,1.5830506701896927,1.5644967024766858,1.3134781524020904,1.5323252251276125,1.5845675096913225,1.2714622911249158,1.508128893745616,1.5255178914209098,1.273426275660309,1.5492306409663035,1.614107694681184,1.2920204128701283,1.5062291065170084,1.4762128277969244,1.2633371234627302,1.5016823951889642,1.544160319124466,1.2986444334058003,1.5692671926517763,1.5543861923891076,1.3175911069214388,1.4788973946020207,1.488140487746541,1.257376938901759,1.4865787730002995,1.5597505202547395,1.2643987829553878,1.5383734924383872,1.5636264133236741,1.2617115180357674,1.5446793830209566,1.5840963598518052,1.267314838982001,1.5289159994765582,1.5595932618755874,1.2750723896310925,1.4903784504769462,1.5359390876069245,1.2670966837942186,1.4218350478620785,1.4715501070110966,1.2086042051562307,1.521245081317228,1.529728468433635,1.2758641469099539,1.5614319825625278,1.5650787465731026,1.3332483916413,1.5338919956789863,1.4964314752561914,1.3185784331293033,1.496257417783067,1.4827107818408716,1.272669295360881,1.469637077861885,1.5442939569604701,1.266022259618403,1.5573306276937644,1.5260904901427164,1.2847500692786518
Mega Venusaur,Vine Whip,Frenzy Plant,40,1.188274078337858,1.156709553291678,1.014040904671054,1.062999040345728,1.0723047606118379,0.9128276144596033,1.155709381489464,1.1849578602846007,0.9563558066762905,1.1268216847745816,1.1991271345415093,0.941734591477984,1.0588657010759805,1.0817828469977604,0.8797395805758345,1.128211836944066,1.131503704635228,0.9315500125755776,1.1326040125169563,1.1619091730638795,0.9349327810919965,1.1122183535545496,1.1157665916817834,0.9509180085759306,1.1119568944638545,1.1365154919512832,0.9161720096973068,1.1323630929098707,1.1223119571429767,0.9336820034015729,1.0958426588086185,1.1034604686750444,0.9397096210076346,1.195147806979992,1.2009887854192463,0.9714118485891299,1.1595425944430902,1.2009414400389902,0.9689006182797028,1.1641497820957334,1.2140851105773862,0.9839571369666763,1.1374977779553883,1.1774579258436535,0.9378563367200279,1.1667133198691606,1.223420725787475,0.9850606511111838,1.143391341584949,1.1647419320383308,0.9349422819148547,1.141060386662114,1.2120611260143106,0.9497684975388277,1.1655942914405215,1.197869946674597,0.9785741057756681,1.1107167002503349,1.141452241942521,0.9287230423828385,1.1700531935957745,1.2091811058712474,0.9716548562888059,1.1792237084330524,1.2211198346647716,0.9868902919870921,1.135643794562266,1.1897805826242012,0.964854764710231,1.1683916455505459,1.2456948889073944,0.977535540513211,1.150953528225225,1.2045565564424967,0.9681788635331944,1.098246815841064,1.1442992637042004,0.9126668473751114,1.1179085511447038,1.175654911287863,0.9672741864531639,1.1742703542506026,1.1994363225569875,0.9800216984099133,1.1338678583136053,1.1406613799788667,0.9550081694892144,1.1281602268546764,1.1449193041932284,0.9429405176770267,1.1678537091420884,1.2098901193596283,0.9668539660771814,1.1357957313625442,1.1745466526463813,0.9549717152258624
Shadow Exeggutor (Alola),Bullet Seed,Seed Bomb or Solar Beam,50,1.2432116923783267,1.223809540960545,1.0430716235988502,1.1163459515578011,1.128214520911478,0.9232910767816969,1.1311448782222073,1.1611872713432898,0.9320741874480512,1.0731582311067798,1.1503304562200722,0.8962834718056244,1.1275445945735147,1.1125681755197832,0.9357563969285998,1.4116773985907707,1.1523452401247314,1.0734686558503956,1.1375173418423972,1.168466846251079,0.9505848536348501,1.1669806828649532,1.1948617541736286,0.9724413052782768,1.1966329195272203,1.163734086609132,1.0016429069859456,1.644033536925245,1.2272856801182996,1.379079319559398,1.2024231613072565,1.1693234450262544,1.0073878429656273,1.1718259110272993,1.1870126852039051,0.9737369296928455,1.1293284235156515,1.136952410634272,0.9433879025681003,1.214614070174805,1.1902906569031109,1.024409529098045,1.1487952728670783,1.1647812198990468,0.9394358831611048,1.165731459880973,1.2233234261021064,0.9758889042126965,1.2967058320629703,1.2410336110765416,1.066195018217337,1.12807084398726,1.1814348192156776,0.9332243041887636,1.244252772954398,1.2394434833082744,1.0485768184787485,1.148342206661716,1.1731746290664413,0.9340048308307894,1.0775839887163032,1.1204048664731607,0.9034575268824334,1.2145541007573721,1.1873235901775274,1.024213424063527,1.1469661073234287,1.1814071136014768,0.9760582754955294,1.1943436554483557,1.2005475122632119,0.9685739976286498,1.1362355555000685,1.1284356950613421,0.9722820486317361,1.1125709988122945,1.113437554215119,0.9172231114655016,1.1339570088006643,1.160643515967138,0.9117834842731216,1.1774957428900912,1.1691857268584536,0.9917577914993417,1.1493080477215654,1.0988651456294198,0.9754836881618857,1.1223111612651833,1.1225500975557767,0.9273818100453527,1.1242927470265611,1.1551911880232018,0.901340441460566,1.1575461998313337,1.1594463354234956,0.9690283024388134
Shadow Raikou,Volt Switch or Thunder Shock,Wild Charge,45,1.040552366511221,1.0207934557985754,1.040205748886004,0.9689060376416828,0.9755637887263794,0.9674907053208708,1.032698960917704,1.064207104435216,1.032824230408022,1.020747170623905,1.0470595055855936,1.0206670412021206,0.9648086655084713,0.9906795403070972,0.9656524057934978,1.0322931470364063,1.0370873949136568,1.03295728278843,1.0292382499383401,1.0313909024694783,1.029432237714268,1.0179595862824882,1.0055809495858754,1.0175501278871932,0.9993575414305685,1.038736172825,1.0001182188991975,1.0016671349457344,1.011984947766716,1.001484586780793,0.9985861484912532,1.015322399695417,0.9976256119733993,0.9984810995426247,1.0165852331880216,0.9974554765962987,1.0235712494729823,1.0583547831843831,1.0235712494729823,1.0383579604281037,1.0715579628358856,1.0383579604281037,0.9938525499426057,1.0317230801879056,0.9938525499426057,1.010698874713068,1.095981708048739,1.010698874713068,0.9677433312613378,0.9924002842651488,0.9677433312613378,1.016517903812512,1.0608300879951964,1.016517903812512,0.9902669232929443,1.0515651723331045,0.9902669232929443,0.9810201198635783,1.0099461298321313,0.9810201198635783,1.0393598313508736,1.0657118731387498,1.0393598313508736,1.022153768830409,1.0675439793409498,1.022153768830409,1.0115740985206498,1.0694873377075662,1.0115740985206498,1.0135578581710465,1.0625627039737964,1.0154472850418557,1.0143602923017148,1.0515916937277088,1.0172708502052257,0.9807445036230289,1.007560441020407,0.9807445036230289,1.0075808651995866,1.0294321606114152,1.0075808651995866,1.0016851890072431,1.0405896817873814,1.0016851890072431,0.9608888454564014,0.9906404237038747,0.9658960314273167,0.9912039596765014,1.0026483710299896,0.9912039596765014,1.059129065654918,1.0664494647713145,1.059129065654918,1.0115304596585324,1.029762613564547,1.0208719189532038
Shadow Meganium,Vine Whip,Solar Beam,40,1.5721665573040824,1.5106007934576942,1.3386616275522056,1.5081093070365001,1.4668521686424318,1.2337193815135907,1.4753139864089093,1.4837202939981906,1.2636387292805695,1.4454671317531984,1.4746500463108028,1.199976188931511,1.5115503405898283,1.4332809325191598,1.249933559076868,1.7423238329749229,1.5036869567942903,1.3809341246136544,1.4713374992292514,1.4700877304538167,1.255574776097546,1.485909311765225,1.4259922120415724,1.2633884936171442,1.533380413070742,1.4521971210221019,1.2926476477316597,1.5280032035051705,1.4729572487717373,1.2981736809031954,1.4846610165066523,1.4537835291483967,1.265704286687461,1.5352789111632816,1.5465473811899817,1.222288286745613,1.4792212207323039,1.5077161067013076,1.2446053225653204,1.4862597101331503,1.5048633997580179,1.255435755862949,1.4274112801319583,1.4525327174537643,1.2253556993894028,1.5092699621164307,1.60962177985766,1.253795759097277,1.5637822377398678,1.531268240882376,1.2388673251104618,1.4709440536233935,1.496755898108938,1.2352336438705276,1.5087810819941982,1.502952354388932,1.297850497405888,1.48735420635629,1.4907242977950266,1.2175159165190466,1.4423548937861792,1.5101138696133525,1.203084940550842,1.495364016944505,1.4997056209658475,1.231090028644407,1.4823693811082566,1.5299264809051012,1.2328414794072944,1.4848340649623084,1.514457305781257,1.2418124967780566,1.4347459787727697,1.481228938982597,1.2331748719489506,1.407832546804408,1.4080363978682233,1.2077372508276454,1.5251198273165307,1.4824840830441708,1.2968770617672294,1.53055908871678,1.4946523450078424,1.3192891958386175,1.4604479538133819,1.412875682658255,1.2647828264351875,1.4353217014959887,1.3974014456312174,1.233862605115118,1.437643294952518,1.4822005180557136,1.228127516482272,1.4712031395176628,1.4755471199716985,1.2167731778295066
