Attacker,Fast Move,Charged Move,Level,Arceus (Bug),Arceus (Bug),Arceus (Fighting),Arceus (Fighting),Arceus (Grass),Arceus (Grass),Keldeo,Keldeo,Kubfu,Kubfu,Marshadow,Marshadow,Meloetta (Pirouette),Meloetta (Pirouette),Shaymin,Shaymin,Urshifu (Rapid Strike),Urshifu (Rapid Strike),Zapdos (Galarian),Zapdos (Galarian),Virizion,Virizion,Zamazenta (Hero),Zamazenta (Hero),Buzzwole,Buzzwole,Pheromosa,Pheromosa,Mega Blaziken,Mega Blaziken,Mega Gallade,Mega Gallade,Mega Heracross,Mega Heracross,Mega Medicham,Mega Medicham,Mega Beedrill,Mega Beedrill,Mega Lopunny,Mega Lopunny,Mega Venusaur,Mega Venusaur,Mega Mewtwo X,Mega Mewtwo X,Amoonguss,Amoonguss,Ariados,Ariados,Bellossom,Bellossom,Blaziken,Blaziken,Breloom,Breloom,Combusken,Combusken,Gallade,Gallade,Gloom,Gloom,Grotle,Grotle,Hariyama,Hariyama,Heracross,Heracross,Hitmonchan,Hitmonchan,Hitmonlee,Hitmonlee,Hitmontop,Hitmontop,Ludicolo,Ludicolo,Machamp,Machamp,Machoke,Machoke,Medicham,Medicham,Meganium,Meganium,Monferno,Monferno,Parasect,Parasect,Pinsir,Pinsir,Poliwrath,Poliwrath,Primeape,Primeape,Tangela,Tangela,Venomoth,Venomoth,Venusaur,Venusaur,Vileplume,Vileplume
(Boss weights),,,,1.3888888888888888,0.0,1.3888888888888888,0.0,1.3888888888888888,0.0,4.166666666666667,0.0,4.166666666666667,0.0,4.166666666666667,0.0,4.166666666666667,0.0,4.166666666666667,0.0,4.166666666666667,0.0,4.166666666666667,0.0,4.166666666666667,0.0,4.166666666666667,0.0,4.166666666666667,0.0,4.166666666666667,0.0,4.375,0.0,4.375,0.0,4.375,0.0,4.375,0.0,4.375,0.0,4.375,0.0,4.375,0.0,4.375,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0
(Raid tier),,,,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Ultra Beast Tier,Ultra Beast Tier,Ultra Beast Tier,Ultra Beast Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Legendary Tier,Mega Legendary Tier,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3
(Boss moveset),,,,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Shadow Archeops,Wing Attack,Sky Attack,35,1.0238327494985726,0.969835948950308,0.9952760706416388,0.9457564252561689,1.031311137957509,0.975308628708086,1.0503485142991584,0.9707886154978373,1.0148718942498862,0.999633764251741,0.9204267871379219,0.9477212035314614,1.013508039795865,0.9576674031789291,1.116716886016218,0.9960427252178844,1.113041862355747,1.024989783442566,1.0320717962705745,0.9853169295686437,0.9572480340035706,0.9223139265551328,1.1261776597230848,1.0234593269381391,0.996191272768932,0.9851450137592738,1.2685728698279743,1.0060174222386806,0.9385815287287523,0.8322501505888207,1.1374207658126896,0.9370871570118594,0.9944336453090588,0.8591633210862974,0.9079167988605835,0.8758802973621321,0.9396655790714535,0.9351792100833747,0.9566552359179527,0.818130664344229,1.0884195567776436,0.9847963718671263,1.24614888730477,0.9522139120149167,0.9878849286479057,0.999948771414241,0.9526622113064618,0.9879198109013203,1.0315230164499263,1.0205127130782858,1.0238862407666678,0.9724883447499556,0.9803232563644392,0.9938936973362476,0.9247015782456097,0.9506730004363864,0.9857012326232641,0.9793762816734867,0.9930040243922612,0.9857606872600387,1.041011180329726,0.9972037359308719,1.0189375744465337,1.0121695175325376,0.9582215268369313,0.9317337828866751,0.9911479194250578,0.9961675284754183,0.9550671759984888,0.925922645339583,0.970493212098064,0.9497794110318997,1.058185828188639,0.9815950181929118,1.033445953109649,1.050898189837361,0.9777137026628335,0.9835084388539402,0.9602661769311241,0.9624109582189309,1.0331573062938715,0.9827707676457911,0.9457229371275188,0.9708266706134956,1.0650733881390566,0.9926912577853283,1.0129008367469903,1.0136114907392078,1.0107620434038556,0.9929914211869952,1.0046211198188029,1.0073897920165504,1.0301325927869267,0.9867516584231796,0.9778597111598548,0.993779140495002,1.0192427148990593,0.9719896623123535,1.0241690040447016,0.9772730530114403
Shadow Scyther,Fury Cutter or Air Slash,Aerial Ace,45,1.4730414997569683,1.4212757487890317,1.4390770985374555,1.3819304371574042,1.4814681669583472,1.4170049773819926,1.3523782169669292,1.3583044987230126,1.3591818720160065,1.3820427844074528,1.462214013641598,1.4656704166297576,1.5505477491243023,1.3934949382953117,1.396939196093014,1.3853881092026081,1.3474572355211434,1.3752378136573309,1.667440015447606,1.47244222967808,1.5073938039257961,1.3568606831147794,1.4688238522776491,1.4536723701416534,1.3866628416707842,1.400899650208473,1.432862156088355,1.3951034623275107,1.4595261778872841,1.3374623889235275,1.2765417313684406,1.2674605312771183,1.1912861324103725,1.191235101512189,1.2592111275703635,1.2626245380821193,1.4625027545433429,1.4477950126348476,1.4125670195683533,1.2420101183294172,1.440414931832472,1.3993781904054017,1.796277419770892,1.4591035621606132,1.445428181779672,1.4703127639424862,1.4161696190584174,1.4722822055429243,1.458711159355047,1.4892410934397124,1.5854848562488173,1.5294276395845745,1.3669259587727818,1.4001947145498295,1.5076338526245285,1.4690892551130665,1.416692807240169,1.4254322919579085,1.4390062299745738,1.452739546267868,1.4113755444191864,1.477508545481438,1.395817370718754,1.4251458166234285,1.3812989253303456,1.3653790659356129,1.4449958466939405,1.4444898241477646,1.3490557610909488,1.333909161852481,1.4484792303749354,1.4191292749129243,1.3800342673052464,1.373972296515856,1.5151434135101325,1.454376568253946,1.3759333936467077,1.4499825451179456,1.3479895410788858,1.4064252597030877,1.4028171000746645,1.446699611666671,1.4777673585903546,1.4747110251312412,1.4062044855246278,1.4797218898699855,1.4097254372359682,1.4668924171468827,1.378024343072195,1.3796703232340228,1.422732952109729,1.4446170480734712,1.4486928888619905,1.477108162275211,1.4421737614031909,1.4695197916822962,1.401605919429981,1.4177802137571938,1.4124165757646348,1.4211829910138658
Archeops,Wing Attack,Sky Attack,35,1.153651295144767,1.1335112306715311,1.1228052419148133,1.1044457923095174,1.1559046885174085,1.137719778925893,1.2196459072022432,1.1127258298889668,1.1756476497330186,1.1778570371286576,1.0802089349514277,1.1013021525378688,1.1286726385275903,1.1000634525445063,1.282608220387534,1.1711581810162501,1.2270107556359295,1.1778057875810568,1.1215698821422733,1.1329186195776557,1.0733808465178938,1.0712048761331499,1.2213025771320116,1.1917659999094494,1.1909380196984183,1.1760034909296835,1.302043085494482,1.1587922963943273,1.0957427869783958,0.9709809087968712,1.1336501559064012,1.0547896742050438,1.1094747975138384,1.0156149992111854,1.0736680217018664,1.0422766417343232,1.074527866205886,1.1045016240036718,1.108451572030349,0.9928343115997907,1.2490185372794014,1.165010214120771,1.4487208368404747,1.1160626663322488,1.1715781891121666,1.1904172361189216,1.1390787714309196,1.2057707748307005,1.202079415408221,1.192368093002529,1.2053799996124541,1.1388013593860804,1.1884430494685227,1.1548343211811212,1.092312084567349,1.1279535770672566,1.159823223269291,1.1555091205025854,1.1620839602624322,1.1719947729363862,1.1933098119525503,1.1914544370698483,1.1821770571515269,1.1909167642468106,1.1143731164887143,1.087684143046423,1.1475455375300396,1.1514382898957443,1.0854218858770497,1.0791565144478408,1.1391674103132583,1.0885671642836308,1.257856312085328,1.1555366515346164,1.1687966058566996,1.1944076506053904,1.147595382624402,1.1732674022549956,1.139088056958789,1.1459375874051612,1.1695926786515747,1.1581268486324678,1.0965855557125894,1.1724565194459813,1.1562629812517256,1.183100874969996,1.1800312062194112,1.1882921768903696,1.1819503697313078,1.1538899792447828,1.1798610804498646,1.1606705344972237,1.207276236044345,1.186194683177961,1.1572445913732776,1.1806916821607742,1.1918092171371153,1.1312466124661247,1.2060811257680626,1.1474021128872864
