Attacker,Fast Move,Charged Move,Level,Arceus (Dragon),Arceus (Dragon),Eternatus,Eternatus,Eternatus (Eternamax),Eternatus (Eternamax),Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Necrozma (Ultra),Necrozma (Ultra),Regidrago,Regidrago,Giratina,Giratina,Giratina (Altered),Giratina (Altered),Giratina (Origin),Giratina (Origin),Latias,Latias,Latios,Latios,Palkia,Palkia,Reshiram,Reshiram,Zekrom,Zekrom,Naganadel,Naganadel,Mega Ampharos,Mega Ampharos,Mega Charizard X,Mega Charizard X,Mega Latias,Mega Latias,Mega Latios,Mega Latios,Druddigon,Druddigon
Shadow Dialga,Dragon Breath,Draco Meteor,30,1.055320035793858,1.0816477083826106,1.1260345211355955,1.1637831603229527,1.2001970786387715,1.1983606640502196,1.1209102599989453,1.070088965156328,1.1965236127413936,1.0728963998006142,1.0501414927484967,1.0664498261537267,1.174517746002156,1.2437256510590042,1.200913172916517,1.2085052940575671,1.1781548511134323,1.2226656523911168,1.1781548511134323,1.2226656523911168,1.1557534727019587,1.1667173268431625,1.1380742817190388,1.1592404550474062,1.1531742428905578,1.2112673888957284,1.2787142085359264,1.169241230276272,1.33795585009908,1.0706004284343171,1.0356737834339163,1.082536875307674,1.1342497097441144,1.1599861355852505,1.205893225767405,1.1413471258501733,1.330573225656662,1.2342909283378631,1.1146293728046868,1.1534640815744597,1.162204998791612,1.188515256599765,1.2073874413497054,1.2293800539083557
Shadow Latias,Dragon Breath,Outrage,50,1.1024524747218285,1.1288148825700122,1.0842085028025659,1.1292498836479896,1.131485763350134,1.1628053789284736,1.1862872767250436,1.1027602322100114,1.1459696740685952,1.10640607161808,1.1372414953367787,1.080592630298429,1.1367771559148327,1.2029160742742029,1.1915809542543494,1.2164076064958598,1.1489263060690011,1.2140443102169338,1.1489263060690011,1.2140443102169338,1.1621260269313751,1.17846552805263,1.0974228791353837,1.1306562379524172,1.1348505016619477,1.1789075003077683,1.1615026360401648,1.1378453398908326,1.1502731542473021,1.1122249754580853,1.0758619432238774,1.119109522854486,1.099331744904464,1.1365353990988132,1.0820386491446743,1.1252547657136875,1.1504550930481006,1.1938245026123608,1.1035104643648705,1.141440662431421,1.1226440651292975,1.1601591699780243,1.174732953978237,1.2037835679345112
Dialga,Dragon Breath or Metal Claw,Draco Meteor,30,1.3287361493153018,1.3279455086482526,1.2970132944818795,1.3306886015500112,1.2571546644761529,1.2874331098873981,1.225518354895112,1.266637863538079,1.4034787991831617,1.2470132334260586,1.2488697835333502,1.2376366397197756,1.345856975340724,1.41552662437235,1.4261612313837937,1.4326374204189096,1.324914467808105,1.4017647637646276,1.324914467808105,1.4017647637646276,1.358807962504384,1.3907111200858744,1.2937355837400923,1.3470373564908291,1.3413436384340762,1.3877973808937587,1.3618510031856033,1.3516403062650197,1.3242032544950935,1.3185339809722612,1.3026984155924664,1.3087807901981876,1.3352085843026709,1.3850501857880053,1.4526830959881967,1.3939438550346286,1.3956078568900405,1.4312327290321114,1.3302408387045408,1.3528887868446926,1.318740129156995,1.3950338067591037,1.352640511131077,1.4140860537086952
Shadow Dragonite,Dragon Breath or Dragon Tail,Draco Meteor or Outrage or Dragon Claw,45,0.9659329807980178,0.9728717623843606,0.9633885752443393,0.9926991642890387,0.9770207321319312,1.0119810628724804,1.0707441349122315,0.981910823891181,0.9955901979386086,0.9752938528082843,1.0648407775199082,0.967579611240046,0.9978459106665005,1.0540863267944658,1.0402983888966648,1.0427458738883235,1.0189987435093935,1.0610609019483175,1.0189987435093935,1.0610609019483175,0.9811586655471831,1.0295947540147306,0.9641300583511392,0.9915119675376864,0.9743379139480488,1.0043972362427676,1.0278078950800127,1.000704185994523,1.000047441619438,0.9628112443936778,0.9671686692070669,0.9701442193738946,0.9586661075655591,1.0056621106389994,0.9655317937796273,0.9865837021915577,1.0179666773823788,1.0358911413532321,1.0342677166520697,1.0115558880221305,1.000211327371953,1.0148390033891066,1.005780173704702,1.0287910552061494
Necrozma (Ultra),Psycho Cut,Outrage,50,0.9843658251360878,1.0113964732133258,0.9052226876302637,0.935601691657055,0.9494939507337208,0.9726802694872914,1.0130506569953064,0.969150226571089,1.0054991879853998,0.975229534820151,1.0032612353007153,0.9747060143045718,1.0723799787812536,1.141297951574869,1.0292412039961718,1.0819510276032427,1.0212411250889384,1.0853940536203581,1.0212411250889384,1.0853940536203581,1.0201188211412358,1.0489143488750252,1.040754317526905,1.079402962643509,1.034568124461406,1.0947637110673398,1.034425007917435,1.0141358818159802,1.0252809091274027,0.988747212804858,0.9541287581818514,0.9923076923076923,0.9313978093255156,0.9574905409303217,0.9752611450798729,1.033172704164254,1.0148201546309736,1.048473985173351,1.0555075166042984,1.0823817609166202,1.0176300984133586,1.0635061234354186,1.0251871817909552,1.086303284416492
Shadow Latios,Dragon Breath,Dragon Claw,35,1.0956609044730743,1.1030214713525084,1.0776482729314636,1.12258038406281,1.1425372100019944,1.2028033844791277,1.1654983144084607,1.092125386915266,1.1090410991944173,1.085788136547089,1.1583791315451182,1.082415212195985,1.1798181373033292,1.2737626335299144,1.1614394389320342,1.2297231353531075,1.172050274762705,1.2482571869748853,1.172050274762705,1.2482571869748853,1.111096704254392,1.1650614830323835,1.120577107796052,1.1801158528218296,1.1064915979317986,1.1658369752554476,1.1162633432068407,1.1239535013692505,1.114071549260823,1.0950711806759337,1.149847758309479,1.1063193975969516,1.1094052602365192,1.1670201446068154,1.1029531558233798,1.1638155807022537,1.1314720466036063,1.1824918252104988,1.2033630763362595,1.1715413343801093,1.087573838120985,1.1455067641620251,1.142817210741739,1.2045422781271837
Giratina (Origin),Dragon Tail or Shadow Claw,Dragon Pulse,35,1.4966248906252844,1.5351363689744664,1.5109249478945346,1.5524960035613833,1.4952741691766305,1.528212162084504,1.5433142259057773,1.5079330306976442,1.509287919473879,1.5022591693331835,1.427594968379822,1.5094709551623287,1.5597990662033476,1.644697675817072,1.5942697832065458,1.6515681683203898,1.5696160134429358,1.6709035378536718,1.5696160134429358,1.6709035378536718,1.5446535800448502,1.6081027941035806,1.484098824482648,1.5264687432615214,1.5200357010956544,1.5758071217530472,1.610007637996237,1.5842918087147675,1.507492126515851,1.4966772619616744,1.4653800572501687,1.5110325086148741,1.4983820809710908,1.553325884038229,1.5070189385388961,1.5722618615317676,1.5388184790832546,1.5969625826814609,1.5051567293929873,1.5428897311649765,1.5102668008070907,1.5758052640749087,1.5811720075871019,1.6442348008385743
Hydreigon,Dragon Breath,Dragon Pulse,35,1.4152848373976343,1.4368885147037662,1.4522572290009916,1.501382059531759,1.3869028905993828,1.4179343251493302,1.616439689899838,1.404564281686484,1.5408338827161487,1.4049862520300367,1.6941340902620206,1.4352454985462484,1.535547843118726,1.6052991027133363,1.5403418913346927,1.5441549745983592,1.5330169399155276,1.619586115021875,1.5330169399155276,1.619586115021875,1.4179358280813257,1.4866225250023914,1.4162566404641954,1.4484543155666203,1.4341395574295213,1.492600101563462,1.462139756701876,1.448939063693437,1.4477065626357104,1.4074012575678507,1.3933068353784164,1.4167155906430615,1.436670892242957,1.4918376893934804,1.4968937393881698,1.4907237472724122,1.4819570137583251,1.522949483535146,1.480219267466685,1.4655850804801591,1.4593931082546945,1.4901704669997695,1.5090745732255166,1.5812518718179096
Rayquaza,Dragon Tail,Outrage,30,1.2999290408271624,1.2228994678889067,1.2950990509722982,1.2455674942835753,1.2551458483339588,1.2703754973446781,1.4940040811193465,1.2759826532143885,1.3644337605119714,1.2318924764033383,1.4865581888928194,1.240302570164011,1.2774415518033786,1.324114203244664,1.3209572049494427,1.3223833283526194,1.2678974219234904,1.3131272991507335,1.2678974219234904,1.3131272991507335,1.2505808206948592,1.297584253541784,1.2855644639601669,1.246342435588314,1.267283100455497,1.2731076111042718,1.2837273421636022,1.2533001732521099,1.2719590834279124,1.2205798095766383,1.3659288566375554,1.223297536784145,1.2480057784553782,1.2720527817299978,1.265512492107579,1.257278202523612,1.275117791654084,1.286434233128436,1.3783650668152891,1.264455043873861,1.2621235028635982,1.2734070356277716,1.2686832384945592,1.2997005091344713
Shadow Exeggutor (Alola),Dragon Tail,Draco Meteor or Dragon Pulse,40,1.3442810049406773,1.1798624814538525,1.2809951638033954,1.2510795443048222,1.3204716703682295,1.3049606011743589,1.3942073257309302,1.19010064867891,1.4298150053866316,1.1698839060314195,1.4316477865875228,1.2008636234222265,1.222502609390369,1.282752681336523,1.1808566575752877,1.2467458284944752,1.2139780795373694,1.2656134096310763,1.2139780795373694,1.2656134096310763,1.1945180729293983,1.2227460649796473,1.3601238899888264,1.2232617176013956,1.2691720269604827,1.2422019266280933,1.261657258890814,1.2081018647888373,1.3223183624612713,1.1718207728604741,1.283525078855726,1.159281273360439,1.3886180911221693,1.299893108270899,1.1438170855783796,1.1713792189692909,1.4256703002672435,1.3117525384872661,1.3780789933175452,1.2608370010609717,1.1970402927108919,1.253600714916003,1.2364380553059797,1.2825396825396824
Mega Altaria,Dragon Breath,Dragon Pulse,50,1.4257666154459427,1.4615737057394227,1.4678544689289545,1.5289524272041117,1.3797896363003304,1.432182806494468,1.5202818649822922,1.426487113642541,1.4828733257223716,1.4127265199144572,1.38283710215949,1.4522871785138087,1.546548087950415,1.6440039860317077,1.5409963193154608,1.6262875775951096,1.5640658824954208,1.6563081883827604,1.5640658824954208,1.6563081883827604,1.5141108076224081,1.6023424131957362,1.431898078267631,1.4830190343637895,1.464321986950634,1.5243559953219254,1.4999254829635424,1.5517818886342891,1.3783560384058156,1.4247137993073524,1.3843473663099166,1.4440844531150292,1.460725167063774,1.5152447966027336,1.4680426468808172,1.523566032982959,1.486464107235054,1.5395880620472207,1.4285566157042315,1.4930379524173674,1.4792983481618454,1.5163773092854773,1.542427872616552,1.6090645901966656
Giratina (Origin),Dragon Tail or Shadow Claw,Dragon Pulse,40,1.4178006626164252,1.4461115531126927,1.4523422165563853,1.477787895343896,1.4414831942289426,1.507520595224815,1.417621023849802,1.435574297873031,1.3678365840716504,1.4230113682044028,1.3529575435478445,1.4283671391719224,1.491355723262876,1.5699252189525497,1.4964989994439255,1.5882929265035768,1.520274157167295,1.6254427994005178,1.520274157167295,1.6254427994005178,1.4624735628274756,1.539921990413536,1.4450711910036003,1.489563117898052,1.443191785670319,1.5145728179244122,1.5010432385104044,1.5059930326570912,1.4241627466508042,1.4545928961648924,1.4290444326945868,1.4776487319269969,1.4730940671454575,1.5153490220982289,1.4320564786552952,1.4948457992691537,1.4980760425900852,1.5674196889845726,1.4532459621049825,1.4914409401726811,1.4679912096805923,1.5287230993182443,1.5022361984626136,1.567475292003594
Hydreigon,Dragon Breath,Dragon Pulse,40,1.386666291746406,1.4144429208714249,1.3420000404702646,1.3892834739675024,1.330570682946782,1.3741755994334413,1.4983549762475608,1.3508849862678043,1.5028279815407375,1.3617123056390796,1.42090641635104,1.3441466002916131,1.4239969417515344,1.4991366461494846,1.50244559358131,1.5086758992710505,1.4122670572384457,1.4968890503655934,1.4122670572384457,1.4968890503655934,1.3762463997619327,1.4539562763707476,1.3642731591293722,1.4181793529753852,1.3968399913824943,1.4570336544380156,1.4204437489521042,1.4048193893328862,1.4059506388196525,1.3668058287503513,1.3287490655824383,1.3814410997866793,1.397111257080668,1.4474909529846063,1.450569726472407,1.447422572487593,1.4294337882640222,1.47649849492952,1.4101312605194503,1.4244830772250316,1.401030782979154,1.4475407901170732,1.417140860537087,1.4715284017170809
Shadow Salamence,Dragon Tail,Draco Meteor or Outrage,50,0.8866042644974221,0.8993206775691273,0.8892774034278315,0.9051801938525669,0.897177685154198,0.9280409436787788,1.0643709356148656,0.9180246733278973,0.9863686063899922,0.9150761364184529,1.0834267990716697,0.9030386430500316,0.9386245613432239,0.973745022829481,0.9410485222410944,0.9615173650384146,0.9265955916859682,0.9775742918994202,0.9265955916859682,0.9775742918994202,0.8989276338863441,0.9355666323027708,0.8912842478061147,0.9152666967243643,0.9047534777791457,0.9310695709713162,0.9280351720412079,0.9157622161366642,0.9199605139752063,0.8822188810346653,0.9498313490254708,0.890227359746203,0.8987509907481694,0.9256169300986264,0.9009137215259444,0.9147978395213185,0.9329845856104222,0.9590302605216928,1.0461680038365326,0.9421103891895696,0.9180443225440218,0.9280812486300254,0.93256464011181,0.9629729459918139
Naganadel,Dragon Tail,Dragon Pulse,30,1.7637721168494127,1.4797071652223965,1.6159978955462475,1.4936137922661326,1.6538633159917653,1.535151324618604,1.635510606447844,1.4921257925931335,1.654783248379991,1.4666591629013845,1.644382996712882,1.458225128767029,1.5091232018830563,1.594805702430706,1.7451551523909319,1.5756053458822106,1.5348695066382065,1.5981898209122425,1.5348695066382065,1.5981898209122425,1.5535343444112615,1.5278634513396607,1.7060046785459915,1.535455014734806,1.7130832204850426,1.6344869506340023,1.501788408874979,1.5296894502505636,1.4353735662595202,1.4189003762485357,1.5324138056776122,1.4228052582638977,1.6440044889678527,1.5196925590267762,1.4433103349003675,1.4768788869151022,1.5218162157949597,1.5639841667234924,1.7916829453905134,1.557836839971041,1.7346616232864778,1.644892453477066,1.5381950683837475,1.5628232005590497
Goodra,Dragon Breath,Draco Meteor,30,1.5873848153986367,1.6124338996283327,1.6143993200995568,1.6831542524130396,1.6330339969102938,1.6677492470108612,1.8139885842248105,1.6697356197337943,1.8167057934427813,1.6470027817529869,1.763952996799158,1.588946310404031,1.7918565544020306,1.7977411055224577,1.697813151354439,1.7804450866833363,1.7392119684514888,1.8190521065140712,1.7392119684514888,1.8190521065140712,1.7189656821587613,1.7638158803711301,1.5581681793529754,1.6289556910330045,1.625498199556814,1.6619783331281548,1.897444065649509,1.7682780975800592,1.7107301995102566,1.5489050109298192,1.5142851933560633,1.5556365890568309,1.6919845746266668,1.723673972954696,1.6062884193239182,1.6417217091467027,1.6481609564909616,1.6916147928782728,1.6152005939959746,1.651201416110104,1.63018946398161,1.6821894864632454,1.6833483078766098,1.7429270240590995
Shadow Palkia,Dragon Tail,Draco Meteor,45,0.9315318414815085,0.9477631319956399,0.9219369068576864,0.9710151965843097,0.9314179858765943,0.9575773863248384,1.0285597218672542,0.9407832016908654,0.8754703252882251,0.8999433197729576,1.0207407663040198,0.9103030878204078,1.0250479998969129,1.030125035973077,0.9924230101417424,1.0102022674227265,0.9620592821351258,1.0030409343445812,0.9620592821351258,1.0030409343445812,0.9629528860358589,0.9801107438543538,0.9376025065506177,0.9537797554871633,0.9779541887233781,0.997258940662317,1.019683675180238,0.9565733340785038,1.0059593972724719,0.9176267512343944,0.94260397104673,0.9306343099896075,0.9225313706622198,0.962585470965928,0.9631272634481947,0.9653976635162412,0.9541887069382613,0.98886864809926,1.0253994382220115,1.005820531004257,1.1336533219426381,1.0014984009936883,1.0073574922631525,1.0237396426075671
Shadow Palkia,Dragon Tail,Outrage,45,0.9325474343048731,0.9327029159423262,0.93760092272203,0.9395111192051641,0.920057230554964,0.9457104127157977,1.0047707717210073,0.9107630395008539,0.8720031837404126,0.9013623353861492,0.9485233851277318,0.8963695031361351,0.9403899266793521,0.9953009496892354,1.009668889704297,0.9907623518552845,0.9589786093828058,0.9944687921037892,0.9589786093828058,0.9944687921037892,0.9229660647670872,0.964311145593096,0.9141885401760335,0.9332915139278223,0.9410162501538841,0.9712352271328328,0.9468432720430708,0.9362190055701485,0.9597822794603333,0.9056203721612577,0.9395481977136397,0.9312250442139042,0.9110350561242174,0.952199279147387,0.9262905130646149,0.9464722104994553,0.9350433012186687,0.9719053510369887,1.0286823399145668,0.9660655728598647,1.0101515824261056,0.9733255396997578,0.979854247778776,0.9879504841768992
Kyurem,Dragon Breath,Draco Meteor or Dragon Claw,45,1.2789357116510331,1.3190003523147742,1.24118456464113,1.3044861288168519,1.2373893334144634,1.2835608357756887,1.2065488578139643,1.2677534776735186,1.2575674132913124,1.2656192214307538,1.2694034872785942,1.2466352334198971,1.2932847392542512,1.3919003663884748,1.3577035252106087,1.4215197103872474,1.3140204671722906,1.4031821003073104,1.3140204671722906,1.4031821003073104,1.2925359492406288,1.3674081474317417,1.2718522729500323,1.3306003698403674,1.3094242428905578,1.3813765696171367,1.3405838409806443,1.3223960953072897,1.3162932767926545,1.2869250896829074,1.2440060532025452,1.2951155031268802,1.2919113743949469,1.3630028577176556,1.319452486807798,1.3692606151017592,1.3348984767452812,1.393646556846853,1.2850699259912124,1.3293381796097181,1.2994508860574518,1.3644048268071018,1.339822302086453,1.380922431865828
