Attacker,Fast Move,Charged Move,Level,Arceus,Arceus,Arceus (Dark),Arceus (Dark),Arceus (Ice),Arceus (Ice),Arceus (Rock),Arceus (Rock),Arceus (Steel),Arceus (Steel),Glastrier,Glastrier,Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Melmetal,Melmetal,Meloetta (Pirouette),Meloetta (Pirouette),Meltan,Meltan,Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Cobalion,Cobalion,Darkrai,Darkrai,Dialga,Dialga,Regice,Regice,Regigigas,Regigigas,Regirock,Regirock,Registeel,Registeel,Terrakion,Terrakion,Stakataka,Stakataka,Mega Gyarados,Mega Gyarados,Mega Glalie,Mega Glalie,Mega Houndoom,Mega Houndoom,Mega Lucario,Mega Lucario,Mega Sharpedo,Mega Sharpedo,Mega Tyranitar,Mega Tyranitar,Mega Absol,Mega Absol,Mega Aggron,Mega Aggron,Mega Kangaskhan,Mega Kangaskhan,Mega Lopunny,Mega Lopunny,Mega Steelix,Mega Steelix,Sharpedo,Sharpedo,Snorlax,Snorlax,Absol,Absol,Aggron,Aggron,Boldore,Boldore,Chansey,Chansey,Cinccino,Cinccino,Cloyster,Cloyster,Crawdaunt,Crawdaunt,Cryogonal,Cryogonal,Delcatty,Delcatty,Dewgong,Dewgong,Excadrill,Excadrill,Glaceon,Glaceon,Glalie,Glalie,Herdier,Herdier,Kangaskhan,Kangaskhan,Lairon,Lairon,Lapras,Lapras,Lickitung,Lickitung,Lopunny,Lopunny,Mightyena,Mightyena,Miltank,Miltank,Nosepass,Nosepass,Piloswine,Piloswine,Porygon,Porygon,Porygon2,Porygon2,Raticate,Raticate,Slaking,Slaking,Spinda,Spinda,Stantler,Stantler,Stunfisk (Galarian),Stunfisk (Galarian),Sudowoodo,Sudowoodo,Tauros,Tauros,Tyranitar,Tyranitar,Umbreon,Umbreon,Ursaring,Ursaring,Walrein,Walrein,Zangoose,Zangoose
(Boss weights),,,,0.625,0.0,0.625,0.0,0.625,0.0,0.625,0.0,0.625,0.0,3.125,0.0,1.0416666666666665,0.0,1.0416666666666665,0.0,1.0416666666666665,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0
(Raid tier),,,,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Ultra Beast Tier,Ultra Beast Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3
(Boss moveset),,,,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Blaziken,Counter,Focus Blast,40,1.7696986513301718,1.4235680893283558,1.5987703619833262,1.4152665170477905,1.6065726528707123,1.4221673274817637,1.599880685150357,1.4217510296804114,1.593414645238773,1.4165452490478894,1.3358393480666737,1.3879096261359756,1.3657178178523572,1.3860926297161074,1.4270116059390032,1.298168253058755,1.5812502119099014,1.3712073778551326,1.355211802930298,1.3780350246234954,1.4932137653564688,1.3906462134507764,1.2668300418048146,1.320206861755802,1.3382434882896903,1.3579040247893117,1.3014080944494861,1.3257553617481632,1.3627046139913095,1.333835615118553,1.5243383681299238,1.3627511966178087,1.3556047889535892,1.3258701394058678,1.5527230550172748,1.3232465102689879,1.3531800839985895,1.3244217883363791,1.3218899891152749,1.3119851678224146,1.5845486114680587,1.4379031080828246,1.3141094079666489,1.3529427963767933,1.4078307911746186,1.3502319425347913,1.3652740151045055,1.383825465772706,1.3344805100710042,1.3638273767965117,1.3521715546233681,1.383517159078581,1.501864912236981,1.3869755193925952,1.3519305488101019,1.3657760138416706,1.3614760034339044,1.3956903538935967,1.3669952864498789,1.3805688313929834,1.468015114332311,1.3853628646673082,1.512827983437642,1.2482784896653352,1.3901417169187125,1.3433079032701065,1.4885889060252655,1.4377631829760686,1.3494504879890377,1.3504665492137178,1.3394418462789752,1.3523790158601057,1.3225990624624384,1.3420910292880324,1.360337966748433,1.3732897247206324,1.2682015586887976,1.3123683740853114,1.3706885422901338,1.3718738630895797,1.341560976854569,1.358007757674739,1.347894120607964,1.3929661768085175,1.3063090408362699,1.33893511800764,1.3050648533539833,1.3576856064272578,1.2883525745449396,1.3143724768043064,1.3542577734926482,1.3463035019455252,1.3198516260478717,1.3286156430315568,1.321665678431525,1.3620051129018147,1.3335882774277354,1.3493098299158683,1.3221836511484142,1.3426125826239954,1.3271453993777926,1.3488458436287751,1.355562855891371,1.358893634107169,1.2697830601334334,1.2965249856404366,1.2679952916345334,1.2836871372326175,1.2890974135073663,1.3222543517767136,1.281079754601227,1.3115746421267893,1.2753112590690592,1.3356447615919744,1.3142691763972527,1.334093970190456,1.2867892041770086,1.2943248138458443,1.3083640106774606,1.3017080447336742,1.3378115393971561,1.3463698887635729,1.4515916839608656,1.3127779424844352,1.261977025625264,1.2901123106278893,1.3512709888059702,1.3643540111940298,1.2813662651490036,1.3104302501197187,1.3281964631675793,1.3286034023655553,1.3013852425038,1.3291505458062733,1.3448356749549373,1.3628237734265045,1.2650269736444315,1.312853966099873,1.3288156819460217,1.3226812986213556,1.3398091949522097,1.326344267839026,1.3281232774354765,1.3473915014025504
Sirfetch'd,Counter,Close Combat,30,1.7298809403692867,1.533318198634514,1.65506277927172,1.5337249034553873,1.6610566189071192,1.5333713028195715,1.659029168099119,1.5375723809716408,1.6496131760996224,1.524658865619752,1.5709458432635284,1.5815980447721434,1.650541811230808,1.5712123489353234,1.6066041459226952,1.454743248901613,1.6828742893954634,1.5428080604875622,1.4709340580746673,1.4850174714428754,1.5583525116725718,1.5158883572303719,1.4338835231368026,1.460588150497333,1.5339484343409782,1.481722745999875,1.4717740212641233,1.499908565295488,1.5900436445617718,1.4995866773289142,1.6493416274002197,1.5478442255042557,1.4468852935477619,1.4266742471369276,1.6238465099169785,1.4923587607164794,1.4374030970472251,1.4297983392645315,1.4425782043822848,1.4222229336421512,1.586345571439439,1.5720007319425056,1.4606285535134769,1.5074163044307176,1.553729713059457,1.5044782256717337,1.5481172339684894,1.5655714134366534,1.5759935977658046,1.5255562434956726,1.5207644740172857,1.535952699526272,1.5980054992066857,1.493395967802228,1.6314465456532297,1.5235437408936376,1.5059349956117,1.5382453515195986,1.5340489272255806,1.5628685671547333,1.5129681837734459,1.522539975304592,1.5574415751049155,1.3939723325694628,1.4249437354726835,1.4473778065648097,1.4972880239832256,1.5296064602214636,1.4687677694193537,1.4890703505877307,1.4685212484749899,1.4892868035786906,1.442125085139629,1.4934692896350013,1.4316162442082312,1.4683674025620062,1.4089118924385746,1.4485335237075376,1.5098991890527997,1.5067187738384444,1.428503074999362,1.4667491770229923,1.4584350071673213,1.5166380338560188,1.4261304746957268,1.4607184103763806,1.4638224760429774,1.501355144710096,1.4372742403852965,1.466118351158014,1.441697370384399,1.4466214432469038,1.4931412040997247,1.5531828856711822,1.430358583551231,1.4841606967543766,1.4636461861577497,1.5014871738840125,1.4658328974273622,1.4962004850444623,1.4463378099834845,1.4997759541154028,1.423665863629727,1.4539348810045263,1.4260372023152035,1.462057614986966,1.4167228152778342,1.4387384827698178,1.44054952967666,1.4737407564033695,1.42680572597137,1.4831329243353781,1.365897351685427,1.4344191323560147,1.463316896156372,1.5032113717065352,1.414693320811252,1.4264104112162073,1.4488458921436922,1.4600293106757158,1.4545323868285456,1.4764700678918155,1.4703898606581678,1.465979839905129,1.3680510200161358,1.4261784932191017,1.4610424440298508,1.509071828358209,1.4084521309905331,1.4414852469886177,1.4235794725714133,1.4641583878130555,1.4285442863064806,1.47275286721017,1.476567322649942,1.516864613941085,1.4219040772863774,1.4816626245389621,1.4397970771467687,1.4583063583201554,1.4452325436519944,1.48018973710909,1.4787535063757855,1.4874382939108493
Cobalion,Double Kick,Sacred Sword,45,1.3059058958060068,1.3774879763226044,1.3053404503393382,1.3800487946245037,1.3092109143175856,1.382823413243375,1.3083918110915624,1.3832551382906295,1.3054266516866802,1.381349579993296,1.2957782740143853,1.3862951686062208,1.282275289639858,1.3530229870215094,1.2160652000136234,1.2914266710208138,1.2767984086979125,1.345432352708491,1.2705437603449332,1.349181600833725,1.2688189178449618,1.3429521672903075,1.2988503675940608,1.373089952429004,1.2976926764536278,1.3560267624519742,1.2745040735442654,1.3338494694223548,1.2528552021812644,1.331854749356893,1.313884491460712,1.3874937142644292,1.2779844277424814,1.3337404011870404,1.1818866636041867,1.2318614069454932,1.2859619762110865,1.3425680484755218,1.2753821484943724,1.3361375651065226,1.3201857818112288,1.3892371555398384,1.2785975749256464,1.3527076607607378,1.24327366649105,1.3100165765024865,1.2790852541885491,1.3680209767983897,1.2775124817220165,1.3522480272951218,1.2710266517195241,1.3411637073735219,1.2254383997474685,1.2757038070791904,1.262828587906751,1.329183614618747,1.2949465011102637,1.3677922775515685,1.3115360748907912,1.3799421388093251,1.2557800561371801,1.3321996552545823,1.1968432907321391,1.2496708259327534,1.2808163583220258,1.3543394401013376,1.2918536745975358,1.3597310551579531,1.281644714151216,1.3449108382971187,1.2883667141114274,1.3493671207808051,1.279518410192716,1.3416703393565448,1.2866721177432543,1.3407686017988554,1.3013980605627937,1.3522041763341068,1.272635519722095,1.3419826544144398,1.2788041952688392,1.3472452599076223,1.2851718515762636,1.3616597546697013,1.291628416595102,1.3755589445941545,1.310606427257768,1.3913101345465106,1.2830051703378427,1.3500779092003683,1.2432997027191441,1.308437496413117,1.265129010684791,1.3407935051402087,1.303197021686091,1.3848090438095977,1.3057143897730996,1.3791261487659492,1.286623234580817,1.3554710162157022,1.3118206608713465,1.3759745995979977,1.3081197985107316,1.3703369104978829,1.2792161887509388,1.3245924093138337,1.2759264520842635,1.337719689897309,1.256729109757352,1.3258203513423932,1.2909938650306747,1.3679509202453985,1.2983907085062552,1.3800570268414296,1.2955241158987945,1.3629016997450938,1.2879184275843565,1.337906129111603,1.2750929043739205,1.340352774918436,1.2834870297883634,1.3565094318759814,1.2609879928846723,1.3078398310109693,1.2777671059203195,1.3698951169849014,1.2812733208955225,1.3521338619402985,1.307704350388625,1.3663756584521312,1.286670971965428,1.3451198259007953,1.2923431670581733,1.3434606881304407,1.3098841946714734,1.3706758191560287,1.3129480211489495,1.3856189829961907,1.2823620559735947,1.3405219532385935,1.289242297492124,1.3474093587028104,1.2985778507294488,1.368546124918848
