Attacker,Fast Move,Charged Move,Level,Arceus (Bug),Arceus (Bug),Arceus (Fighting),Arceus (Fighting),Arceus (Grass),Arceus (Grass),Keldeo,Keldeo,Kubfu,Kubfu,Marshadow,Marshadow,Meloetta (Pirouette),Meloetta (Pirouette),Shaymin,Shaymin,Urshifu (Rapid Strike),Urshifu (Rapid Strike),Zapdos (Galarian),Zapdos (Galarian),Virizion,Virizion,Zamazenta (Hero),Zamazenta (Hero),Buzzwole,Buzzwole,Pheromosa,Pheromosa,Mega Blaziken,Mega Blaziken,Mega Gallade,Mega Gallade,Mega Heracross,Mega Heracross,Mega Medicham,Mega Medicham,Mega Beedrill,Mega Beedrill,Mega Lopunny,Mega Lopunny,Mega Venusaur,Mega Venusaur,Mega Mewtwo X,Mega Mewtwo X,Amoonguss,Amoonguss,Ariados,Ariados,Bellossom,Bellossom,Blaziken,Blaziken,Breloom,Breloom,Combusken,Combusken,Gallade,Gallade,Gloom,Gloom,Grotle,Grotle,Hariyama,Hariyama,Heracross,Heracross,Hitmonchan,Hitmonchan,Hitmonlee,Hitmonlee,Hitmontop,Hitmontop,Ludicolo,Ludicolo,Machamp,Machamp,Machoke,Machoke,Medicham,Medicham,Meganium,Meganium,Monferno,Monferno,Parasect,Parasect,Pinsir,Pinsir,Poliwrath,Poliwrath,Primeape,Primeape,Tangela,Tangela,Venomoth,Venomoth,Venusaur,Venusaur,Vileplume,Vileplume
(Boss weights),,,,1.3888888888888888,0.0,1.3888888888888888,0.0,1.3888888888888888,0.0,4.166666666666667,0.0,4.166666666666667,0.0,4.166666666666667,0.0,4.166666666666667,0.0,4.166666666666667,0.0,4.166666666666667,0.0,4.166666666666667,0.0,4.166666666666667,0.0,4.166666666666667,0.0,4.166666666666667,0.0,4.166666666666667,0.0,4.375,0.0,4.375,0.0,4.375,0.0,4.375,0.0,4.375,0.0,4.375,0.0,4.375,0.0,4.375,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0,0.5357142857142857,0.0
(Raid tier),,,,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Ultra Beast Tier,Ultra Beast Tier,Ultra Beast Tier,Ultra Beast Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Legendary Tier,Mega Legendary Tier,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3
(Boss moveset),,,,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Shadow Archeops,Wing Attack,Sky Attack,35,0.9740721834199904,0.9819186482850014,0.9469612895789767,0.9577264419672994,0.9810712833717306,0.9858195554953245,0.9733272651597369,0.9536270951730791,0.9457788212002034,0.9752856034459695,0.9211611396230839,0.9682986864027193,0.9595246875302581,0.9665806220347049,1.0281527330939837,0.9885337498640059,1.0239727179924392,1.0033182639130387,0.9704586696833912,0.985747659129762,0.9168882588978827,0.9348012597451733,1.0278589868526782,0.9993349404181839,0.9335616614734891,0.973846342028687,1.1435178951337086,1.001683138986885,1.0184030371872475,0.962149511336088,1.1602396051494601,1.0417756557653157,1.0453973807384993,0.9758640253415914,0.9487103210593144,0.9793977870487938,0.9451963778127832,0.9834423098923728,0.9616199561155605,0.8912425325437613,1.0530572575053143,1.010909845289925,1.1469042366017819,0.9652324964392437,0.951429713586982,1.0024455627145745,0.9520284199198745,0.9879163479365738,0.978249167464988,1.0190867204963279,0.9695049017963938,0.9643739450238663,0.941672022372375,0.9800246651960189,0.9191971314783207,0.9723071223488006,0.940580010787039,0.9594988175745759,0.9635838977391968,0.9926190021940284,1.0013276868490328,0.9957536911983519,0.9457058641435282,0.9742123043378781,0.9162005000069061,0.9251370875288333,0.9397674129867981,0.983569920953524,0.9076877562233211,0.9157854697603652,0.920654031381078,0.9436072704676091,0.9859367600939932,0.9547456733647239,0.9605573375696925,1.0107865259493864,0.9337339613448108,0.974837895578516,0.9117923796722328,0.9623843250788399,0.9880593283893009,0.980759936671944,0.9201336699403154,0.9708290163001444,1.0414803420026473,0.9911637391335456,0.9699734465301322,1.006927791100453,0.9643452767585976,0.9861752365570633,0.9379319862454429,0.9879935137373064,0.9852172025184045,0.9885329701778278,0.952504248839411,0.9966351473121101,0.9743442165480676,0.9765505092786382,0.9741026448362721,0.9787173331234257
Shadow Scyther,Air Slash,Aerial Ace,45,1.4448042947647413,1.4621706411721354,1.410519816244875,1.421594520277279,1.451004539910557,1.4642261824095406,1.3364977302696837,1.3820946090501363,1.3666894079246596,1.4262547823527838,1.4117821889939135,1.4765955309226997,1.4854441736522135,1.4244953204218316,1.4104536765048725,1.4709244494179452,1.3798346477008852,1.4366130823508296,1.5862384375834524,1.5011996105733951,1.4760573812860698,1.4160489616694287,1.4234514711665043,1.4595972029884938,1.3644516261942163,1.4400027038858703,1.422750653057927,1.444873831901543,1.5758763169530547,1.5143435436900605,1.4505865639508486,1.4830738587266947,1.3833577608623706,1.4246560446314596,1.395356430255759,1.4586250680210413,1.4620356762560172,1.5071502116462647,1.44210819224515,1.3673336289880782,1.463274829205079,1.4838412658717077,1.6760387633702907,1.4981238305359288,1.4209424822461552,1.47801345059493,1.416172905132959,1.4722737232428789,1.4379271018657909,1.489238629624561,1.4921023508501292,1.4788557631040613,1.363898490559483,1.4277327126504664,1.4280157186520066,1.455391047777822,1.4007219018379455,1.4417707339335353,1.4212534579795861,1.4630711628350663,1.4113769028270573,1.477509442600435,1.3788880065680562,1.4277581124914198,1.3635133081948645,1.375295238884515,1.395803501220875,1.4540495799362663,1.3481932293647776,1.3507797641688855,1.4401118533478328,1.4327248718347054,1.3658408012651555,1.3964511315815338,1.4597326641504853,1.4593481538445972,1.375944828275509,1.4499943778813358,1.343235278912268,1.4076099881093935,1.402816431964003,1.4466961086576118,1.4058546266435128,1.4626935368540865,1.4062175795084606,1.4797338389439416,1.408326212593144,1.4680485496660143,1.3707582114706036,1.4147165704053508,1.392418892965165,1.4441134865962073,1.4325004440760258,1.4850691771764661,1.4217015888948454,1.4774554869911374,1.400019185154179,1.4428107994976977,1.4039377361460956,1.4364471819899245
Archeops,Wing Attack,Sky Attack,35,1.1296035861826492,1.1627135719163495,1.0993018622495183,1.1315841470041,1.1313423228079686,1.1635519718118987,1.146982056099487,1.1142742114291715,1.119491933542018,1.1616502126976482,1.088353859162948,1.1513127600612845,1.1016487195281486,1.1305729006792238,1.1944172456132172,1.1675758847391244,1.1543497526446271,1.1711587000661858,1.101156294223155,1.1488442314607072,1.0557533158901613,1.100990104286011,1.146147270520251,1.1782838385392624,1.1337168130198543,1.1746774650426184,1.2115705706514421,1.1699768400075405,1.2088904813453887,1.1464581395703417,1.2090921073829435,1.1990773151334964,1.1993570043969553,1.1727814287740532,1.1405042626519137,1.1796626156357701,1.1086392157207854,1.172564307903514,1.1413751423925427,1.0892732400571599,1.2261512316558867,1.2070710802423525,1.3446733878850505,1.150596252129472,1.1471335183182052,1.1968325259841037,1.1390786863566233,1.2057721479599113,1.14817754664477,1.192363487067196,1.142571291234895,1.149960316129537,1.1302739226346599,1.1571103506973999,1.095291019992326,1.1572923695735589,1.1162676845205992,1.1552503837696553,1.1396189068014881,1.1805065343890109,1.1557742932356645,1.1913356987524322,1.11097053796148,1.1572968680601354,1.0704291495738891,1.097832842995069,1.095857302487274,1.1543020320324464,1.0504543341363426,1.0849076539453109,1.082375330122728,1.1041945005437315,1.1752901548385943,1.1438667655441688,1.1122871280115758,1.163346049156607,1.1023850276733174,1.1704126635099512,1.0995502248875562,1.1467714418652744,1.1308974252145654,1.1572868927589368,1.095247128868913,1.1724575714681804,1.134708260294065,1.1827710800271884,1.1441329694864797,1.1878864724312503,1.1347278057686567,1.1630268770956584,1.1062298023069934,1.1524731751635942,1.1635383977736988,1.1925908382181698,1.1367841133328012,1.1868234649998288,1.1489029580019534,1.150376726663876,1.1646627046599496,1.1624193167506296
