Attacker,Fast Move,Charged Move,Level,IV,Arceus (Fighting),Arceus (Fighting),Arceus (Poison),Arceus (Poison),Eternatus,Eternatus,Eternatus (Eternamax),Eternatus (Eternamax),Keldeo,Keldeo,Kubfu,Kubfu,Marshadow,Marshadow,Meloetta (Pirouette),Meloetta (Pirouette),Urshifu (Rapid Strike),Urshifu (Rapid Strike),Zapdos (Galarian),Zapdos (Galarian),Terrakion,Terrakion,Zamazenta (Hero),Zamazenta (Hero),Naganadel,Naganadel,Poipole,Poipole,Mega Blaziken,Mega Blaziken,Mega Beedrill,Mega Beedrill,Mega Gengar,Mega Gengar,Mega Lopunny,Mega Lopunny,Mega Venusaur,Mega Venusaur,Tentacruel,Tentacruel,Amoonguss,Amoonguss,Ariados,Ariados,Blaziken,Blaziken,Combusken,Combusken,Garbodor,Garbodor,Gengar,Gengar,Gloom,Gloom,Golbat,Golbat,Hariyama,Hariyama,Haunter,Haunter,Hitmonchan,Hitmonchan,Hitmonlee,Hitmonlee,Hitmontop,Hitmontop,Machamp,Machamp,Machoke,Machoke,Mareanie,Mareanie,Monferno,Monferno,Nidoking,Nidoking,Nidoqueen,Nidoqueen,Nidorino,Nidorino,Poliwrath,Poliwrath,Primeape,Primeape,Seviper,Seviper,Swalot,Swalot,Toxicroak,Toxicroak,Venomoth,Venomoth,Venusaur,Venusaur,Vileplume,Vileplume,Weezing (Galarian),Weezing (Galarian)
Mewtwo (Armored),Confusion,Psystrike,50,15/15/15,1.7030189458982126,1.7374948636947094,1.7053462785304427,1.7366088236280643,1.6577458946125592,1.7016479588825488,1.6853291338492045,1.7267902723141961,1.6930644993676418,1.7619728128946377,1.7597129553038493,1.8518308710527087,1.7150206214398143,1.8030914983571626,1.706919072512142,1.7622578852321074,1.7053982509083743,1.775254291514318,1.7368691034245463,1.8153429299391155,1.7107374143320548,1.736920424518285,1.6903027727618247,1.7221697332621213,1.6435090441655964,1.6948565175692873,1.7274470156967263,1.8274714146027793,1.5752121453048862,1.6073628213501505,1.6137969378467254,1.6902713121289963,1.414477378512573,1.4321101840284378,1.6668483029954748,1.6991981467626445,1.6338107164928695,1.6708517218937757,1.7624239742717136,1.8347959543846935,1.7310952565738693,1.8381312304180264,1.7773527074086795,1.9013962532698367,1.6885902188251025,1.7760243153626774,1.755693214322793,1.8787484395296212,1.7437698117679457,1.849816780674576,1.672430159621951,1.7248297684093636,1.7649212932259861,1.8830990455424599,1.7329580886665634,1.8576549940111418,1.7939211966680177,1.9135263954707098,1.7044666835981381,1.7932235335120832,1.7925704830538602,1.9122816131184996,1.793680297020437,1.88184184664568,1.7903617365525142,1.8756954549803575,1.7498181945401412,1.8298739107834139,1.7946735243646834,1.890104394227629,1.7828291304087234,1.861923189318092,1.77561024816038,1.8726067254698775,1.7098786911847432,1.7924308435546596,1.721241271180346,1.8098589056530057,1.7927089510446939,1.9011271147706015,1.76520332405422,1.8712522501117113,1.7721504738342284,1.8769568652397357,1.7577026526079382,1.8839652055078393,1.7764802390992573,1.8731673310437933,1.7269868260887429,1.8178633546469014,1.7189296064007928,1.8247542424226146,1.6700225807492917,1.7517379532072883,1.7188914083503681,1.794878391932262,1.7440764579804044,1.848032828246972
Delphox,Fire Spin or Zen Headbutt,Psychic,45,15/15/15,1.6852807273573756,1.7077839882044041,1.6808454196822467,1.7110269753067169,1.646285002355909,1.6914400935242004,1.611832991369859,1.6676155313767078,1.9393875952819029,1.8314688801013503,1.7106417050635554,1.7440423588762664,1.6738314685101554,1.7677863504526268,1.6833759731409381,1.7190210982107053,1.7229038612786989,1.7750231571242052,1.7450393306980068,1.7960582344773297,1.8179216209393727,1.7717393921246687,1.6707548659971156,1.6956342606374237,1.639007288820619,1.6797324025482299,1.7031638397865145,1.7373814199764395,1.5507358345384292,1.584194661966067,1.5346950798957881,1.5957094625803216,1.902572447713962,1.4852272647184352,1.6728353616699327,1.6716438596002354,1.4982721496732547,1.5017051415397242,1.6977907243589558,1.729493760674864,1.6046511035797315,1.658982922300037,1.5874815163219458,1.6962063761588988,1.6343275913158926,1.67313132014455,1.7175594373160816,1.7765486439624751,1.6824619702793597,1.7560800927528444,1.6543337177118729,1.6868205090075246,1.5896907889421668,1.663072567717018,1.6827319942860526,1.747425263805648,1.713766842445781,1.7888792770338309,1.726487565043075,1.7353018988032647,1.711643516544106,1.8053529803134103,1.713205667651443,1.7728607299526127,1.704363622991999,1.76151631320322,1.6918515229090094,1.7520637464187514,1.7077124452609878,1.8048122839725618,1.6659644936382392,1.752362272091634,1.6997391060566958,1.7920599617207078,1.7107945749880387,1.7106633251252394,1.7361334242577409,1.7455352256423151,1.7186040818004649,1.7901031633652962,1.7334622044788102,1.7838643743638332,1.7051707387128294,1.7948204075509702,1.7345667706531822,1.7835107289284684,1.7004299992185228,1.769556013431208,1.7279631089972747,1.7538352442205885,1.5738591995053812,1.617099323635085,1.5161259909426439,1.562325693725006,1.5571500836099577,1.5967538247196535,1.6695356067134652,1.7464583335608823
Jirachi,Confusion,Psychic,30,15/15/15,1.844717416033189,1.8778461728399718,1.844442672544927,1.8735057541946452,1.831488209869248,1.906966047288938,1.841938515638714,1.8855283551508912,1.9457488209048188,1.9582416515719743,1.9976600676096132,2.0792175897895246,1.8516302550915362,1.9407000313194613,1.9693660380768216,1.972197415639254,1.9904059371196907,2.049559740614792,1.9815382094450544,1.9988776591446544,1.9657941639620207,1.9919507199646624,1.8799677781950497,1.9249152907378073,1.7981356541570377,1.8208646857767585,1.8535129822521277,1.970321264590958,1.9564998271274876,1.875407952843071,1.76213542372104,1.8373346006351872,1.7549667376966638,1.6488658433703898,1.8739797546647712,1.9092442621304555,1.7801049578508692,1.802232598175403,1.912642926108223,1.9888407914006458,1.8849237818507931,1.9690759642409743,1.9072190188466918,2.0270345506473566,2.0365575438881938,1.9729340282033103,1.9585265200315445,2.0516783418968543,1.8857870602943392,1.9883931152909022,1.8419231891129215,1.9071595379186275,1.91063084794936,2.0148698292544385,1.9132293934960778,1.9830205194239012,1.9832957640658553,2.056282468629646,1.914039580944866,1.9530119116186928,1.9560842740785982,2.0662529983641322,1.9360698385360429,2.021640417126219,1.944350570715776,2.014693271508766,1.9560222043577031,2.0266543021804266,1.9489444224327503,2.071661943575284,1.8919940039110599,1.9931154290597894,1.9892639161995291,2.0669087179057217,1.9062247390849703,1.9452746038061446,1.9030483988854447,1.9518036644848547,1.925897995504108,2.032994156574489,1.931945748963311,2.0343526669384895,1.9515813967916376,2.0494514448642125,1.9314894406370464,2.0382801909934414,1.9556866179576193,2.035142022109796,1.9530595783304305,2.015643582178088,1.8658585432702453,1.9773881663346509,1.8084632864157675,1.9013182940098967,1.8445289654118808,1.9225237918900835,1.9098816052520533,1.9958285684535282
Shadow Mewtwo,Confusion,Psystrike,40,12/9/9,1.0270216780356507,1.0324524373417876,1.024689046346026,1.032247910842201,1.0136309783913844,1.0185437606816756,1.023404977798753,1.0220412485647608,1.0084976201024163,1.0582500676277318,1.020088225487559,1.0553044886073966,1.0091054459871185,1.0685484126368476,1.0397454155481596,1.049921261362969,1.010047594621733,1.048520747846042,1.0208352199698791,1.076384152238008,1.019016809723491,1.0353510787324076,1.0128524377531443,1.0295512976051118,1.016632510014332,1.0180622075581551,1.0028301214270992,1.0588883170254602,1.0176339297668384,0.9752458943822403,1.019855783403356,1.020114684501342,1.05327588449371,0.8883098524900298,1.0825339424564755,1.006637258546275,1.0268489953975055,0.984999854916083,1.0306291518432746,1.0534132563843088,1.0211549090331073,1.0503697320219765,1.0353292487300159,1.0924426757557995,1.0369313556802748,1.0162523486624937,1.0098204865989229,1.0521740914187439,1.0067588744982663,1.0436800625688563,1.0311202089986815,1.0367661079319102,1.0215794122183435,1.0713501673794557,0.9975131163111929,1.0629092292837565,1.0293502156012557,1.0694548820480079,1.0336225191327857,1.0502565945424116,1.016841738957818,1.0726869597999606,1.024698035380089,1.0773560081616065,1.0138218107248582,1.0547754694321119,1.0291684854669045,1.044317113639295,1.0052221424675227,1.0702641538961148,1.0000705878918628,1.0388829660206098,1.013351180409177,1.0796543990400045,1.0174418394499662,1.0256386192946423,1.0111548334874525,1.027787063469759,1.0326369444934234,1.06647884621033,1.005109555140326,1.0569152080662778,1.0271312658527176,1.0792965029386825,1.012288081910628,1.0820492967658322,1.029860674806539,1.0630554704957718,1.0069710379147554,1.0252576200336398,0.9990427214517182,1.0336208741931678,1.0056061673345726,1.005040281485276,1.0249503488038048,1.0194588268700984,1.0229523395514333,1.037294400214952
Shadow Mewtwo,Psycho Cut,Psystrike,40,12/9/9,1.0595700087835533,1.0590563782544855,1.058949998499443,1.0604780951047124,1.0269800327401992,1.0441886847100856,1.0537048601019272,1.061046552116097,1.0226841188883624,1.0721113907889117,1.0440821077832456,1.081210635665643,1.0205500526052196,1.0842214818717846,1.0733562411286832,1.0603635368804671,1.0277945061182305,1.0683604978460022,1.0431475122319696,1.0896799786740983,1.0395668087792136,1.0571920707801503,1.0349124832677963,1.0553531466775468,1.0211668382662917,1.0244780905974182,1.0247841399090576,1.0688153453265912,1.054869077016043,0.9925257757411395,1.0271124933525153,1.019778048474296,1.0653044259764215,0.8717597868679047,1.106194159841722,1.0095112380906315,1.0491358675738887,1.000269711902991,1.0531660643393257,1.082911773762494,1.0500251137507381,1.0783746218771746,1.0728653333940352,1.1051282401847105,1.0388212534916996,1.041071086423245,1.0467421958864227,1.109701996998988,1.0466152558190638,1.0748165430993377,1.0689080584425499,1.0425815895145172,1.0470358976459706,1.092592917295484,1.0309913582910295,1.0735589754595392,1.0494306181684576,1.0808392523169343,1.0371932788305456,1.0491874354041448,1.0242755449620726,1.103901946292983,1.0589247930010428,1.1297704360401795,1.0360325828512513,1.1065331355023342,1.0307529611529325,1.08202614965362,1.0436585742030786,1.0836241025334856,1.0166637733808805,1.068960612701659,1.0428868573120391,1.1257308371007824,1.026342497652049,1.0562489525357297,1.0282425763910388,1.0548723020417698,1.041382297108213,1.0900429438367978,1.0311770394249884,1.0919934645315905,1.0549829354193576,1.0949681557194608,1.0350865607058892,1.118711118173575,1.0490286364970292,1.1073200557490224,1.0336301115901285,1.1030403556892634,1.0230456223366793,1.0717907846078223,1.0298747528787415,1.0318195339713028,1.0403023658213788,1.0554751860259282,1.0420789402688866,1.0618886436212138
Celebi,Magical Leaf or Confusion,Psychic,50,15/15/15,1.6334147052891694,1.6551309687166023,1.6331807865154655,1.654911440658268,1.621534847199552,1.6972438595303294,1.624198726341931,1.7038008304964276,1.6124789265064865,1.6766903309038794,1.644702112102204,1.7326297703030948,1.6588257728093867,1.7026649709596384,1.64725554927376,1.6998459719403463,1.5875591874808082,1.6365898606823566,1.6886637421330537,1.7261663127730402,1.604541671538225,1.6468696627603376,1.5811824588520986,1.6356758398916436,1.5841456967352967,1.663684653768775,1.6666253196317984,1.7420933197590394,1.6788354224695154,1.6167073213093461,1.6437057209677806,1.7071444572662817,1.3819193952165365,1.4184312728715234,1.577697217988306,1.6178041808252395,1.5285127745037275,1.5640510349349457,1.634608138519375,1.712554070542345,1.629218322589161,1.7260014909994623,1.7132727713768996,1.7841626222572589,1.6600923270778312,1.6759214372455404,1.6434650535702402,1.7615781311010403,1.6652431679111055,1.7474657881893734,1.6209203042940554,1.658573305944346,1.665178944108265,1.756332680490872,1.6294626638321652,1.724095800383377,1.6645078151219614,1.7830427461763876,1.640471076207563,1.692974538661011,1.6795295494583977,1.780729164580928,1.6742022062159676,1.7481891461027843,1.673407736543946,1.7487229047455166,1.6482408054083655,1.7302888544831114,1.6837286505414424,1.8064388501573532,1.639812937428321,1.7175598017328035,1.669715898744591,1.7812318150436832,1.6072956718445748,1.677611942798599,1.6172416343339266,1.7079961624051376,1.691540835744051,1.7844536277992409,1.6436989538752766,1.7372636099369627,1.6705193483434273,1.7641417618606077,1.6428028341982543,1.7396256216011121,1.6817684721463468,1.7736798089042143,1.6701400951358112,1.7414658925131168,1.6674888795435412,1.7192082726864624,1.6032889817410778,1.651997595702991,1.6241735110038011,1.6692115672341958,1.6487713982696794,1.7223009845779909
Shadow Alakazam,Psycho Cut or Confusion,Psychic,30,15/15/15,1.4994056140288048,1.4437606378066,1.5002783386068592,1.4446822908973862,1.5430238379325083,1.453117265401275,1.4979854850173957,1.4219427458180218,1.5576604028470933,1.4883121755230089,1.4184829734640225,1.4414215211049066,1.435137604061947,1.4601911612351657,1.5089873040166324,1.4449101866577754,1.4403104571711152,1.4671785194658842,1.5583142693946674,1.4992382802637947,1.5527606706589656,1.4698869217003738,1.572834322691097,1.470562965365794,1.6346118240142165,1.4559769406676744,1.4308519564845519,1.4457323180080652,1.5395252842692793,1.4136945098765796,1.632774452928773,1.5097349181497135,1.6826113313058313,1.3529651141451535,1.5682112589637371,1.379743939044222,1.5001734699008544,1.4284643471142628,1.444506620731,1.4195545377775727,1.463206720191081,1.4611416315196468,1.5206668345837138,1.4636926086289157,1.4885450218846081,1.4394042215411151,1.4329959571168156,1.4300237889900371,1.431102898890886,1.4173554287417267,1.6033787621544497,1.4728651482467807,1.4378674178441053,1.4428485613414854,1.410867347913338,1.4003661293548437,1.4489913321744161,1.4579990425591085,1.6273658983048127,1.5249249188220322,1.4238547718934054,1.4110130474570057,1.422800407065299,1.4367407492218316,1.4241738080515693,1.3874611216389319,1.4891844821104547,1.4714468233961335,1.3668975859202348,1.3848643295675245,1.3758597484114619,1.3624702221888207,1.386947901123619,1.418018843577607,1.4651991043888455,1.4202272590823362,1.4455589428354438,1.4032505305765623,1.414260144270615,1.420051815427224,1.4397756781624031,1.4256554681747915,1.4431982193221833,1.4444109884298246,1.4551937624256526,1.478680987640929,1.4180841037138752,1.4363017917689131,1.4231060593272709,1.4551604001570089,1.5124669621234252,1.4470163714576063,1.4603615718132845,1.4120746700104183,1.4982949214630998,1.437414791738971,1.450728230188021,1.3946394510567202
Shadow Gardevoir,Confusion,Synchronoise or Psychic,30,15/15/15,1.5796074307729715,1.5414643559261654,1.581694970309568,1.5415009924271892,1.555490950883112,1.5860693353700275,1.5909199057274326,1.5706147572826712,1.6602391414671183,1.6207698592412871,1.466113046109041,1.5145135930419347,1.5822254343982471,1.607183460880219,1.6192096773753721,1.5358839536870739,1.5000392372469813,1.5380142998319788,1.6541375243061933,1.6292973203896373,1.5931169241756782,1.5667810275496894,1.5399747504121524,1.5555975506441362,1.6458750291033617,1.5511485255983863,1.6124090721045952,1.6467832100370985,1.6451037871338727,1.5235646090931676,1.7490956226478098,1.606488275412198,1.8375179889928368,1.4805679519645496,1.608302448672928,1.4835093526760952,1.6547887695315844,1.5916045434155062,1.6172719984702024,1.589078748310479,1.5521076754621457,1.5834147452188645,1.5605858002785995,1.5854550948987374,1.5682270181568858,1.5278801414142549,1.5666789675928872,1.5604757535247917,1.54895310464406,1.5540829940780632,1.838839288267626,1.6726187045548637,1.5858214223979687,1.588347372394436,1.5364462193787318,1.5562969529857773,1.5291514559518273,1.5734404236037938,1.657886751577955,1.6374507617275895,1.5281560384792137,1.568190690775265,1.5049756282542945,1.5495301148540468,1.5565122325818517,1.5339269929354913,1.5521389426333143,1.5778727533128858,1.4752914306817082,1.5559846045538877,1.5210041678842792,1.5289750408294898,1.5254309367946268,1.5585395441331942,1.5826547057891613,1.541734723375541,1.6119641967292715,1.561909392161493,1.586818732545301,1.6138611068638333,1.4967175013468892,1.529267830026977,1.4896980418491055,1.5475251468595825,1.5869381721962108,1.6185268511238797,1.57563397571737,1.5992784450897453,1.5621872821293332,1.6330660059139366,1.524750439033687,1.5087442898281604,1.5908485827843297,1.5402585780648042,1.629769856742184,1.571141736729099,1.510151697025368,1.545349167843551
Gallade,Confusion,Psychic,40,15/15/15,1.666477667910061,1.6751316943964323,1.6624938433030143,1.6733121529226436,1.6544923425588804,1.6667548467873907,1.6154501112220616,1.6431611813423195,1.610695328468848,1.6880788337063104,1.650562019081775,1.6829266371864644,1.6322519214374074,1.7541603355228639,1.6067305228279405,1.677252585750013,1.634346427401006,1.7022210664620185,1.8031663682185841,1.7602680983371362,1.6102203828114985,1.6820099009287222,1.6537707897741287,1.6519855705215414,1.591355166814102,1.6446237070025385,1.6437647726047095,1.6974466252892966,1.819817660647991,1.6307547790270684,1.6152030572006342,1.6467733436807641,1.693913677181248,1.4591489342617239,1.617922584437496,1.618767182851035,1.6085839575396146,1.6049747923452644,1.601242256117429,1.6497304549278011,1.5980828630464625,1.6667962167773234,1.610144426044357,1.7109322595663032,1.6824667677549632,1.6714276367798757,1.6013233881653666,1.6915001754367476,1.5973168274302505,1.6722699708674178,1.6339233052624078,1.6806820966566107,1.6386322500451798,1.6907114617350631,1.672762151127471,1.701718599131522,1.6387632051838812,1.7031968036786442,1.655371278083111,1.6986385295954132,1.6216604994926298,1.716726855076581,1.6280323289263012,1.6981871059041724,1.6200025776103482,1.6782756714996268,1.5985751999502154,1.6700330781920287,1.6116959946104517,1.7159350567585094,1.6091441287985244,1.6986062850862658,1.619232396700278,1.7101871781401925,1.5954596010938678,1.637552633288809,1.6129911052875059,1.6663610124028168,1.6327104268622983,1.730507583350876,1.5980523443695143,1.6685674671735469,1.5996768656139315,1.6912320795046494,1.6061695079970202,1.6885584922246157,1.6193787829465995,1.701149427381179,1.6374382613147824,1.710477381056974,1.583789922666914,1.6540996257142524,1.6014556732658027,1.622357218803007,1.657083141675288,1.6490298504984218,1.6437648430329355,1.6842753323219226
Shadow Mewtwo,Confusion,Psystrike,50,12/12/12,0.9288888545944958,0.9627698562965449,0.9298985093878964,0.9603436922763685,0.9165220246323946,0.952376426215319,0.926457037780969,0.9586120983128205,0.9495041702746209,0.9749599624356887,0.9386914495639211,0.9705499679342003,0.9317671665187132,0.9893403546155891,0.9323654012250755,0.9693734818942408,0.9344168479337459,0.9710589561081353,0.9481677948721948,0.9791648550579203,0.9440773696208804,0.9627336960415748,0.9322095965135151,0.9508916804678066,0.9181517952978111,0.9338284251921964,0.9501273727614086,0.9747802410291114,0.9360551529397244,0.9045318613842015,0.9296881465574015,0.9414796667891908,0.973197396056961,0.8133501552478799,0.9285885626947653,0.9338536011890837,0.8923917543312956,0.9140475114683879,0.9388495265167079,0.9765827756381309,0.9434448118275907,0.985456564793352,0.9714254141746325,1.017681777838417,0.9329084607928699,0.943090623823642,0.9228500817077504,0.987752989240029,0.9333064038004055,0.9911566902640714,0.9162380501317021,0.9522335238214237,0.9517829654150732,0.991550391710649,0.9260639586839944,0.9904287820257847,0.9366963490438015,1.0038351362735354,0.9363024477577504,0.9764512702801933,0.9471353751370786,1.0128221504626287,0.9441951477377852,1.0023426352179694,0.9531180873988414,0.9968994774805395,0.9406981794937401,0.9834061442483331,0.9593875483616514,1.0071446792458973,0.9488942731263852,0.982200236700797,0.9438059467836617,0.9910573573664057,0.9359174253004243,0.9484629726394618,0.9397952568674025,0.9659641855082339,0.9562917161268616,1.0283461181385067,0.9313130483501463,0.9920971090036735,0.9491166656947689,0.9863768884640238,0.9448772090886882,0.9766879046253432,0.9514533200306107,1.0077909094701385,0.9427912954742681,0.9788614761885038,0.9363855380941438,0.9703471997892263,0.9277671888443983,0.9419707938084871,0.9508389225524368,0.9502408041501095,0.9244331931994471,0.9795954830941882
Shadow Mewtwo,Psycho Cut,Psystrike,50,12/12/12,0.9418000653111847,0.9655970036020108,0.941277262325016,0.9660672284830428,0.9304401141322732,0.9652378963671892,0.9158659061936157,0.9500930927215018,0.9490735595725854,0.9833330364516177,0.9665236463467137,1.0070939639756045,0.9412304427549472,0.9881046405337318,0.9486779743412352,0.9735259527957321,0.9555569870178723,0.9991456764604635,0.9628202739820172,0.9946149547060924,0.9533594722772409,0.9665225550387578,0.9420311545664553,0.9645057341428225,0.9264419674884835,0.944588097223025,0.9607764781996095,0.9886995437094983,0.9644995228993802,0.90484573173419,0.9234343966366257,0.9523955744636381,1.01870653889993,0.8100227167239443,0.9363153658130076,0.9244145409310037,0.9029868002472013,0.9194794172781068,0.9465824651914974,0.9979005285506116,0.9575606068616427,1.0268548642871482,0.9913046689443058,1.0582848809961927,0.9490178701969427,0.9687210038355882,0.9467727804937389,1.0250498474158636,0.9678045847985434,1.0071280816057708,0.9255453416356751,0.9585828090841217,0.9861064862500164,1.0317877694087187,0.9649553007949938,1.0154195309439324,0.960335437664108,1.044683800597091,0.9535772033111534,0.9881960486716118,0.9687988612513279,1.0540090847939678,0.9789701199210473,1.0458807171998488,0.9687765704501609,1.0184914981699682,0.9779396997761607,1.0160709986838428,0.9943898731583675,1.0629831359517599,0.989045554189483,1.0173003997703176,0.946918595587532,1.008769717700046,0.9414134995299689,0.9866303666206494,0.9436441135711819,0.9868310514673292,0.9907250467119253,1.0578172009123248,0.9474858882184591,1.0276534598187004,0.9838227975971398,1.0420182899942732,0.9631101583683335,0.9973297970772295,0.9818504179628291,1.036231581773764,0.9444330218378919,0.972652344886378,0.9418297798223209,0.9916921123181458,0.9288227677745556,0.9432624496121365,0.9630440251676767,0.9847292473775369,0.9489568963602689,1.0180175806315963
Articuno (Galarian),Confusion,Future Sight,50,15/15/15,1.5141064619432762,1.511838005643339,1.516512246604475,1.5151094317949783,1.4739128435537456,1.5477507269953277,1.4889707426986243,1.5387413346071837,1.5249287249502448,1.524873411199037,1.462852871691317,1.5613548938710613,1.5228677896217455,1.5320083330781127,1.5182122574319699,1.5408948957301747,1.4532775730221847,1.5068332380466587,1.5602408332347344,1.5474936100698709,1.5704652231284242,1.5574392407952056,1.4818408911359104,1.516293146915129,1.479815083851969,1.4817407222727823,1.4988009256001245,1.537386020093786,1.427725016900333,1.4316548756165444,1.4107086575967305,1.4754602026233063,1.300760674796262,1.3066232352755693,1.4930316950486577,1.4822675869059907,1.4045290152514736,1.4254434476408362,1.49526342788216,1.5469738366534167,1.4937533133252048,1.5667835313503031,1.4939733801208297,1.6096462564764227,1.4713125319318434,1.5089540060330617,1.4987137176547176,1.5694875082198185,1.502942396444642,1.5828270377197013,1.5032697840191507,1.5110097833944072,1.521365513470268,1.5774731386515943,1.5098700990802103,1.5857483291872008,1.5182829877064516,1.5780931272142957,1.5502834885662067,1.5465520948801688,1.5301166170948606,1.6180318290778153,1.5346140502489753,1.598976043602191,1.5178831535670272,1.5725672285048005,1.5380940318641725,1.5900111617703305,1.5080954035060106,1.6221447176909791,1.4920136927467136,1.5384577927573033,1.495381037470999,1.6359984187848877,1.4357996640885122,1.4916538091024412,1.4464564218253262,1.5213131878304786,1.512469320827668,1.5912439817067876,1.4975908526908943,1.5650042484455775,1.537493054186125,1.5975041664603151,1.5046861875328992,1.5932023147362038,1.5355626581740065,1.6018625572741783,1.4941984183335824,1.5829300723214303,1.4562122866227152,1.542446675535781,1.4439212536947592,1.4895723356238408,1.4508263021814976,1.4866774963840979,1.4985424109800305,1.5539898655056925
Shadow Mewtwo,Confusion,Psystrike,40,15/6/6,1.0232572139172198,1.0243595168668727,1.0209277090496531,1.0235141985054452,1.0084359916765817,1.0156622754648839,1.031975436183285,1.0169896374995326,1.0069485466005372,1.0591549919434475,1.0108293177780279,1.0548008120591292,1.0004622284538238,1.0629725350753005,1.0630240751480637,1.0374067302575039,1.0080574560380007,1.0447689839570493,1.0089604950874422,1.065513224287429,1.0257033028516744,1.035785446335418,1.0060448816481438,1.0248756309603606,1.0143941227046713,1.0166815734657018,1.0003459541728994,1.0592661541254977,1.0232617566942588,0.9766158912313764,1.0143705254414652,1.0172268785420804,1.0354764036311244,0.8765697206819575,1.1107196804995245,1.0077593273076482,1.0252169365017256,0.9823154419931972,1.028585873843358,1.0326192973801347,1.0139733148738153,1.0378681713050848,1.0256766213661805,1.0838941851980324,1.0351463674163153,1.0130519875447568,1.0067632799466766,1.050462929965967,1.007179111465138,1.0441769094138853,1.0726123471303377,1.0343597897518317,1.0139112287351646,1.057082776927631,1.0098158847442544,1.060234140387227,1.016298047039153,1.0498845814224353,1.0315351291320813,1.0363267375638567,1.0073753086409587,1.0610025699542196,1.008167635710256,1.0535159321241148,0.9997652660936422,1.0532664784987313,1.0221683433331743,1.0343300157313453,1.0006346265354285,1.0647868604660629,1.0001395298715972,1.0398354833189911,1.010868397575383,1.0788625469484645,1.0107812229868827,1.0196281690284883,1.004077582254031,1.0228441760009548,1.0148583477963773,1.0512840636285163,1.0053883392146683,1.049015680626404,1.0254133840272484,1.071017064529242,1.010053741432329,1.063672992875847,1.0250282443010907,1.0553761811191085,1.0047933913967708,1.028654992332764,1.000377376151576,1.0368071939788812,1.0042190419554948,1.0078675526072567,1.0202585598496183,1.0179704533868261,1.0094239947514416,1.0268500749455973
Shadow Mewtwo,Psycho Cut,Psystrike,40,15/6/6,1.0585212482824007,1.0504486491988307,1.0577993361065194,1.0506446216213194,1.0193053481313314,1.0388025476064002,1.0431072537503274,1.0502443144375735,1.0236929638240135,1.0680813477054854,1.0438015250816517,1.0759112141135558,1.0107068145946752,1.0824583370312353,1.0939832066004993,1.053913358534709,1.0244075533130137,1.058842606058517,1.0372859653823232,1.0842637968433253,1.0324855212000366,1.0501973539761502,1.028795915278153,1.0473913757861533,1.0156376893514514,1.0199338027097393,1.0229504716335758,1.0627501093047302,1.05785608408802,0.9896328081713547,1.0220813853842974,1.0142126582180355,1.0601373986985043,0.8679843385583599,1.1283515136156268,1.0153307756330414,1.041834722203949,0.9969721617305394,1.060262561327341,1.079403065908342,1.0456255770159433,1.0684912214698332,1.034340267123416,1.093869867295261,1.0381217929270554,1.0358795420946219,1.026624015626068,1.054196264557361,1.038534530052964,1.0699463375032452,1.0973084116425782,1.035744168437873,1.0187489713671014,1.0910131026754335,1.0337795107638397,1.0714927444551563,1.0480172908379037,1.075169428024616,1.034475126617916,1.045202221762766,1.0293629068256767,1.0933175913173594,1.039423336339835,1.0748587238588134,1.0314855818044986,1.0857677351730284,1.029569072630873,1.0761254076726,1.0131699281664952,1.0803715355327537,1.016591477466997,1.0713371234859548,1.03894292429163,1.1107610400124717,1.028690095953678,1.0480816185041015,1.0245281477178194,1.0539917566177344,1.0301903234908452,1.0896611138084868,1.0310439638339461,1.0922291090388736,1.0377711437436328,1.084625681124094,1.0345127615474847,1.1179276317812517,1.0476768538635675,1.0951178300143019,1.0310142431989768,1.0755936848292147,1.0201933456013301,1.0658027955607152,1.02130270064591,1.0255673558429985,1.0403198018601763,1.0453489989222868,1.0375550259424269,1.0555723153110743
