Attacker,Fast Move,Charged Move,Level,Arceus,Arceus,Arceus (Dark),Arceus (Dark),Arceus (Ice),Arceus (Ice),Arceus (Rock),Arceus (Rock),Arceus (Steel),Arceus (Steel),Glastrier,Glastrier,Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Melmetal,Melmetal,Meloetta (Pirouette),Meloetta (Pirouette),Meltan,Meltan,Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Cobalion,Cobalion,Darkrai,Darkrai,Dialga,Dialga,Regice,Regice,Regigigas,Regigigas,Regirock,Regirock,Registeel,Registeel,Terrakion,Terrakion,Stakataka,Stakataka,Mega Gyarados,Mega Gyarados,Mega Glalie,Mega Glalie,Mega Houndoom,Mega Houndoom,Mega Lucario,Mega Lucario,Mega Sharpedo,Mega Sharpedo,Mega Tyranitar,Mega Tyranitar,Mega Absol,Mega Absol,Mega Aggron,Mega Aggron,Mega Kangaskhan,Mega Kangaskhan,Mega Lopunny,Mega Lopunny,Mega Steelix,Mega Steelix,Sharpedo,Sharpedo,Snorlax,Snorlax,Absol,Absol,Aggron,Aggron,Boldore,Boldore,Chansey,Chansey,Cinccino,Cinccino,Cloyster,Cloyster,Crawdaunt,Crawdaunt,Cryogonal,Cryogonal,Delcatty,Delcatty,Dewgong,Dewgong,Excadrill,Excadrill,Glaceon,Glaceon,Glalie,Glalie,Herdier,Herdier,Kangaskhan,Kangaskhan,Lairon,Lairon,Lapras,Lapras,Lickitung,Lickitung,Lopunny,Lopunny,Mightyena,Mightyena,Miltank,Miltank,Nosepass,Nosepass,Piloswine,Piloswine,Porygon,Porygon,Porygon2,Porygon2,Raticate,Raticate,Slaking,Slaking,Spinda,Spinda,Stantler,Stantler,Stunfisk (Galarian),Stunfisk (Galarian),Sudowoodo,Sudowoodo,Tauros,Tauros,Tyranitar,Tyranitar,Umbreon,Umbreon,Ursaring,Ursaring,Walrein,Walrein,Zangoose,Zangoose
(Boss weights),,,,0.625,0.0,0.625,0.0,0.625,0.0,0.625,0.0,0.625,0.0,3.125,0.0,1.0416666666666665,0.0,1.0416666666666665,0.0,1.0416666666666665,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0
(Raid tier),,,,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Ultra Beast Tier,Ultra Beast Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3
(Boss moveset),,,,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Blaziken,Counter,Focus Blast,40,1.9197977717948846,1.4004998322851347,1.6877307087873321,1.3921854638443039,1.7025485765082928,1.3993763305027254,1.6954146899373987,1.3993578454780942,1.6829876524696814,1.393140105216664,1.3510838809169239,1.3414468092331633,1.3918083603171456,1.3478832035341988,1.4488732545360656,1.2263273279052642,1.644232179177311,1.3299590994650339,1.3647975176037401,1.3334945712163562,1.5386881045278713,1.354072830376027,1.2731598328136176,1.2779006335239944,1.3240158423428259,1.3088587342275664,1.2938298365127694,1.2767058403232707,1.3810868544361976,1.2845859984552943,1.5466959610294153,1.306942182293657,1.3566419132271283,1.2763334752332438,1.5808552865963301,1.2643339308473385,1.3681647436494562,1.3000732207041006,1.3209855816338416,1.2515930047204313,1.6594141012098191,1.415632045032985,1.295716871005122,1.2888862596000978,1.4450456187556635,1.31655582578787,1.359592396796391,1.3053409745340365,1.3731971631290927,1.3599832617028627,1.3187331569253997,1.2853457419169187,1.5375132983406834,1.350694980816401,1.3800285736011197,1.3477743542291178,1.400408084777106,1.3826198818951194,1.3914016181743798,1.354930957881647,1.5018558665215769,1.3366551995446843,1.5627230546606785,1.1877185832488224,1.4044280969900187,1.312376215465088,1.5530614573732584,1.4472070559677204,1.3849995774515205,1.315844404561326,1.3846927046766864,1.3508273711452883,1.3502272102892672,1.3201999826778836,1.4445207084780922,1.369145180575687,1.2679110220553584,1.312071455892163,1.436277465449562,1.3430970593207017,1.3463073231095006,1.345232672531722,1.3878465434762217,1.3828307851045867,1.2989340661892939,1.303795049783314,1.3060050527129863,1.3429030991867492,1.3073090493994708,1.3050314027986392,1.36675231300033,1.3058541872363556,1.3082778642552542,1.2635415473950178,1.3266217698959382,1.344321600230888,1.3568133476963986,1.3326214760546318,1.3540149241009098,1.3133088210515327,1.3290525592709594,1.3304560819240039,1.368918217986571,1.331878753218854,1.2686531514986044,1.2952543374968326,1.267903712711863,1.2826290373509053,1.2852092102096697,1.3018818040105242,1.2898436452419515,1.3094903603261103,1.2753125112518666,1.335644093047406,1.319573792023194,1.3101499725155785,1.2797990144715148,1.283497563412598,1.3397256433795215,1.291249915283999,1.3739051009405838,1.33189223082287,1.502447088758743,1.255105929658886,1.2772975232262505,1.2901170950236576,1.4020594186254856,1.3599686640248037,1.2910031251760217,1.2939450766661942,1.3869155075687134,1.3265714525596588,1.3068013285601214,1.2836314795617394,1.3686660789399785,1.3487870880164745,1.2650209713977256,1.312853982771812,1.355914731466542,1.2688358674147733,1.3632108167242873,1.2800846365279908,1.3145879142892525,1.2863003705696325
Sirfetch'd,Counter,Close Combat,30,1.8506882840786574,1.5146068217729818,1.7605809375030685,1.515193897547133,1.7715129950639812,1.5176776381968324,1.768660001442981,1.5221054923760176,1.7561212923014973,1.506928916503806,1.6305645529390733,1.5456910439994525,1.7552037568997723,1.549716997728289,1.6659153609458823,1.3880819658625025,1.789114113515007,1.5098228865438463,1.5065041158547656,1.4532133276691357,1.6395713068566422,1.5027611653629134,1.451176405709003,1.4223195296560185,1.5764071584633212,1.4454040651169549,1.477997685409621,1.4610086259987032,1.6455149865622842,1.4448443376429423,1.7136509879462252,1.493290783213916,1.4676390944161608,1.391886346558122,1.6635614639934695,1.4428039303143447,1.4477521961229365,1.3955996273494056,1.4549041685774022,1.3797773876878034,1.6432903179814953,1.535126060743699,1.4717299278816123,1.459536093981236,1.6024958992836211,1.463853150262934,1.60194044932132,1.5168570822861378,1.6904029192852343,1.5381430143997814,1.5385598779626273,1.4440904655301074,1.6347368276271041,1.4389866405038205,1.7329986537849846,1.5188527934764797,1.5722775345762325,1.5351630587753187,1.574809926304521,1.5398294435547324,1.527377083675275,1.464445753076455,1.6280941787873775,1.3395941761886083,1.4593262168125003,1.423715917433557,1.5587275077137697,1.5224567822640054,1.527114443094839,1.4536643678844412,1.5542029401348687,1.490640674219117,1.4847763459195138,1.4672484552668934,1.455482535574686,1.4524618617446134,1.4108128756933693,1.4481983149422928,1.5887553889956114,1.5052877458068146,1.5082577691683443,1.4464795658402718,1.483776006003189,1.4750248569552573,1.4726438466571532,1.422382030811209,1.545457694361096,1.4904357231077157,1.461057502025678,1.455699635921713,1.4603202207984454,1.3855282821580965,1.5419293100231257,1.5168606418051918,1.5088544321685617,1.4648924842737492,1.5113306339342225,1.4906453830709596,1.4879561858105408,1.4599820039897158,1.4613258029233012,1.4793335560148049,1.4230177684552918,1.4178347640055782,1.4280298640560825,1.4606306729233738,1.4182316471974439,1.4375518229178321,1.4528084139906323,1.4638937774225103,1.4903988785259323,1.480771532105556,1.3659021309822894,1.4344233576991465,1.4995629928345924,1.4770487471481872,1.4242523603376638,1.4144758167207907,1.5223169672287702,1.4486352098184305,1.4978262162225413,1.4606007482756982,1.4854460790942714,1.4214070933736316,1.3680495858062836,1.4261788099421082,1.5483982862683483,1.5108590961310386,1.391162588787824,1.4233452008445162,1.4258197225208649,1.4619199649322623,1.4624060152049212,1.4222149187784403,1.5628636531703701,1.5073029117910954,1.421898793424139,1.481659444208333,1.4958727156334815,1.4343413898681157,1.48409362821076,1.420296379580717,1.4753572755379296,1.4198314797914153
Cobalion,Double Kick,Sacred Sword,45,1.2734902746371737,1.2859272066167828,1.2738116624218385,1.2884032728583643,1.2770670222471752,1.293348866587129,1.275186541761801,1.2936890739497706,1.2735048388780783,1.2914851956000815,1.2583331086068255,1.2993994308926038,1.2259732798173482,1.2433151318457574,1.1461650307625297,1.1784117736971131,1.222914586436015,1.2452738448049014,1.2322401351493304,1.2698063698665896,1.2531079251149486,1.2845109190670787,1.2586059228770843,1.3290884949119424,1.2550459164686631,1.2767013067755097,1.2080908658605278,1.2534566108193534,1.2189020900998162,1.2383013174093864,1.2593208409314784,1.2719585268812035,1.2485000499070393,1.2599723525350475,1.1319238454841873,1.1490820819669525,1.2579424935046468,1.2757054616833687,1.2353303263842872,1.273988704265197,1.2899845958473877,1.3135191655891463,1.1881362042592256,1.253897194067084,1.1870809185998483,1.214144310619052,1.2153318940486186,1.2611600013615116,1.3064320738228021,1.3311617245930325,1.212588724524117,1.2233304932481384,1.1561729397522509,1.1709462811666822,1.2573337660070534,1.2718255510967316,1.268844976062368,1.3104214569852761,1.2529235980348252,1.294367869384216,1.215861147506907,1.2473023504068967,1.1800825583140897,1.1784503019005566,1.2245777901965722,1.2808244141241225,1.2738982824698275,1.3294037958222265,1.2517380638941777,1.3097472643015693,1.2867787691694208,1.3477040977416643,1.2546679064649082,1.3156206711099723,1.2729177452182374,1.3262471703317744,1.3011047159459146,1.3518957365038355,1.242233800490069,1.309922195372259,1.2595651926628253,1.3269799427453284,1.247524434856017,1.3114945127098772,1.2577347857513974,1.3394585165569475,1.2963356902634198,1.3761633277948082,1.273888576256513,1.3404804406397959,1.2055971527012508,1.2283379977864746,1.2031660137875373,1.275125991011649,1.2862747207613836,1.3668336505480598,1.289566791560224,1.3620792120159728,1.2580572370259901,1.322666201265899,1.2939386433123856,1.3572182288910777,1.2750842633652908,1.3357296618445602,1.2779612733668952,1.3233015063631024,1.2748780686061436,1.3366199596865884,1.2373646779579073,1.3053855034917208,1.2889404109908458,1.3657734853116459,1.2983937217275054,1.380055135640878,1.2768298446765352,1.3384442358114714,1.277149914534182,1.3267124911724462,1.2648520396532497,1.3295876025063613,1.26968766134814,1.3419249771817539,1.2089914987071062,1.249948271639146,1.277770336486577,1.3698892310363178,1.2769542279385222,1.347566826312836,1.2912488273306257,1.3491803130096538,1.284887949584467,1.3430632731796268,1.247651682940592,1.2966151609196481,1.3037024498287861,1.3561837903761764,1.312947497244193,1.3856182873171177,1.2364283138340857,1.2846550240856016,1.2349792543397464,1.2906095635635044,1.2535826413986948,1.3063460960109392
